
[00:00:00.000 --> 00:00:02.000]   Amazing, amazing.
[00:09:33.000 --> 00:09:37.000]   Be still and know me.
[00:09:37.000 --> 00:09:43.000]   Stop rushing and pursuing lesser things.
[00:09:43.000 --> 00:09:46.000]   The waiting is for our benefit.
[00:09:46.000 --> 00:09:55.000]   The first thing that waiting does is realign us to the one thing that's needed.
[00:09:55.000 --> 00:10:03.000]   "One thing I ask from the Lord," David says, "this only do I seek,
[00:10:03.000 --> 00:10:07.000]   that I may dwell in the house of the Lord all the days of my life,
[00:10:07.000 --> 00:10:13.000]   to gaze on the beauty of the Lord, to seek him."
[00:10:13.000 --> 00:10:19.000]   We wait for and pursue the things we value.
[00:10:19.000 --> 00:10:27.000]   Does the value we carry in our hearts for God's presence match David's in this verse?
[00:10:27.000 --> 00:10:35.000]   What are you willing to wait for?
[00:10:35.000 --> 00:10:39.000]   As I was thinking about this, I remembered my husband.
[00:10:39.000 --> 00:10:44.000]   Every time one of my children or I travel overseas,
[00:10:44.000 --> 00:10:49.000]   he always comes and he waits at the airport to pick us up.
[00:10:49.000 --> 00:10:52.000]   Every time.
[00:10:52.000 --> 00:10:54.000]   No exception.
[00:10:54.000 --> 00:11:01.000]   Doesn't matter if we come in on a midnight flight, six in the morning, he's there.
[00:11:01.000 --> 00:11:06.000]   And it made me realise he values us.
[00:11:06.000 --> 00:11:10.000]   He wants us to know that we're important to him.
[00:11:10.000 --> 00:11:15.000]   We wait for what we value.
[00:11:15.000 --> 00:11:18.000]   Just have a look at these verses.
[00:11:18.000 --> 00:11:29.000]   Psalm 2714, "Wait for the Lord, be strong, let your heart take courage, wait for the Lord."
[00:11:29.000 --> 00:11:39.000]   Lamentations 325, "The Lord is good to those who wait for him, to the soul who seeks him."
[00:11:39.000 --> 00:11:45.000]   Isaiah 3018, "Therefore the Lord waits to be gracious to you.
[00:11:45.000 --> 00:11:49.000]   Therefore he exalts himself to show mercy to you.
[00:11:49.000 --> 00:11:58.000]   For the Lord is a God of justice and blessed are all those who wait for him."
[00:11:58.000 --> 00:12:15.000]   Isaiah 64, "For from of old no one has heard or perceived by the ear, no eye has seen a God besides you, who acts for those who wait for him."
[00:12:15.000 --> 00:12:23.000]   Do we value God enough to wait?
[00:12:23.000 --> 00:12:29.000]   Andrew has said in a previous sermon that waiting is not passive.
[00:12:29.000 --> 00:12:32.000]   It's active.
[00:12:32.000 --> 00:12:36.000]   Waiting is an active process of preparation.
[00:12:36.000 --> 00:12:43.000]   The second thing that waiting does is it strengthens our resolve for future challenges.
[00:12:43.000 --> 00:12:50.000]   By deepening our awareness and intimacy with the one who shares the waiting with us.
[00:12:50.000 --> 00:12:53.000]   Listen to these verses of David again.
[00:12:53.000 --> 00:13:00.000]   "One thing I ask from the Lord, this only do I seek, that I may dwell in the house of the Lord all the days of my life.
[00:13:00.000 --> 00:13:04.000]   To gaze on the beauty of the Lord, to seek him in his temple.
[00:13:04.000 --> 00:13:12.000]   For in the day of trouble he will keep me safe.
[00:13:12.000 --> 00:13:19.000]   He will hide me and set me high upon a rock."
[00:13:19.000 --> 00:13:28.000]   Waiting, actively seeking God's presence, spending time in the temple prepares David for the day of trouble.
[00:13:28.000 --> 00:13:31.000]   The waiting actively prepares David.
[00:13:31.000 --> 00:13:40.000]   The waiting time teaches him that he can hope in God's timing and his safety.
[00:13:40.000 --> 00:13:52.000]   David is able to anticipate and speak confidently that when the day of trouble comes, he declares that he can trust God.
[00:13:52.000 --> 00:13:55.000]   He declares he will not be alone.
[00:13:55.000 --> 00:14:00.000]   He declares that the God he's experienced in the waiting, he will keep me safe.
[00:14:00.000 --> 00:14:02.000]   He will hide me.
[00:14:02.000 --> 00:14:04.000]   He will set me high.
[00:14:04.000 --> 00:14:10.000]   Waiting gives us the answers we need for future challenges.
[00:14:10.000 --> 00:14:18.000]   It teaches us to trust in God's timing and prepares us for the uncharted and the unknown.
[00:14:18.000 --> 00:14:23.000]   Many years ago, my family was living in Darwin, Australia.
[00:14:23.000 --> 00:14:32.000]   I was working as a substitute teacher and also working for a Christian NGO that was working into China.
[00:14:32.000 --> 00:14:42.000]   And we began to feel challenged that we were meant to relocate to Hong Kong to deepen our work with this NGO.
[00:14:42.000 --> 00:14:52.000]   At the time, we had four young kids and we didn't have enough resources to transition our entire family overseas.
[00:14:52.000 --> 00:15:00.000]   Nevertheless, we began to speak and share as if we were going.
[00:15:00.000 --> 00:15:05.000]   A miracle happened when someone we hardly knew heard of our story.
[00:15:05.000 --> 00:15:11.000]   And when I say we hardly knew him, I'm not exaggerating.
[00:15:11.000 --> 00:15:16.000]   My husband has this gift and I see it in him all the time.
[00:15:16.000 --> 00:15:19.000]   He notices people on the fringes.
[00:15:19.000 --> 00:15:21.000]   Do you know what I mean?
[00:15:21.000 --> 00:15:25.000]   The people on the edges who don't quite fit in.
[00:15:25.000 --> 00:15:37.000]   And the church we were going to in Darwin, he noticed a young man who used to slip in sort of late and slip out early.
[00:15:37.000 --> 00:15:43.000]   And so my husband tracked him down and invited him for coffee.
[00:15:43.000 --> 00:15:52.000]   And in that sharing, this man asked what we were doing and Glenn shared, "Oh, we're planning to go to Hong Kong.
[00:15:52.000 --> 00:15:56.000]   We want to work for this Christian NGO."
[00:15:56.000 --> 00:16:00.000]   And this young man said to Glenn, "Oh, give me your banking details.
[00:16:00.000 --> 00:16:04.000]   I'd like to give you something towards that."
[00:16:04.000 --> 00:16:07.000]   So Glenn did.
[00:16:07.000 --> 00:16:12.000]   The next day, I remember Glenn rushing to me and saying, "Babe, look at this."
[00:16:12.000 --> 00:16:17.000]   And he showed me on the computer our bank balance.
[00:16:17.000 --> 00:16:26.000]   And this young man had deposited $25,000 Australian dollars into our bank account.
[00:16:26.000 --> 00:16:28.000]   So we packed up from Darwin.
[00:16:28.000 --> 00:16:30.000]   We travelled back to Queensland.
[00:16:30.000 --> 00:16:33.000]   Queensland is where we are from.
[00:16:33.000 --> 00:16:43.000]   And we were planning to go there to say our goodbyes to families, to wrap up loose ends and wait for our visas.
[00:16:43.000 --> 00:16:46.000]   And we began to wait.
[00:16:46.000 --> 00:16:48.000]   And we waited.
[00:16:48.000 --> 00:16:51.000]   And we waited some more.
[00:16:51.000 --> 00:16:55.000]   And we kept on waiting.
[00:16:55.000 --> 00:16:58.000]   We had four kids.
[00:16:58.000 --> 00:17:02.000]   I was trying to homeschool them.
[00:17:02.000 --> 00:17:07.000]   Yeah, all you kids, all you people with kids are going, "Ooh."
[00:17:07.000 --> 00:17:15.000]   We were moving every few weeks from this parent's home to that parent's home.
[00:17:15.000 --> 00:17:20.000]   And when I say that, there's four hours between those parents' home of travel.
[00:17:20.000 --> 00:17:25.000]   We were going to people's farms.
[00:17:25.000 --> 00:17:30.000]   We slept on mattresses on concrete floors.
[00:17:30.000 --> 00:17:32.000]   Weeks turned into months.
[00:17:32.000 --> 00:17:40.000]   I remember it got to eight months and there was still no sign of visas.
[00:17:40.000 --> 00:17:46.000]   It's at moments like this in the waiting that we can struggle to feel God's presence.
[00:17:46.000 --> 00:17:54.000]   And the wait can make us feel like he's distant or maybe even absent.
[00:17:54.000 --> 00:17:58.000]   And these moments offer us a choice.
[00:17:58.000 --> 00:18:01.000]   Do we lean in?
[00:18:01.000 --> 00:18:05.000]   Or do we lean out?
[00:18:05.000 --> 00:18:08.000]   And I chose to lean in.
[00:18:08.000 --> 00:18:14.000]   I remember going into the downstairs bathroom of my parent's house, shutting the door.
[00:18:14.000 --> 00:18:20.000]   When you have kids, you know that this is one of the few places you can go to to escape.
[00:18:20.000 --> 00:18:28.000]   And I remember silently screaming out my frustrations to God, wrestling with him.
[00:18:28.000 --> 00:18:31.000]   "If you've called us, why?
[00:18:31.000 --> 00:18:33.000]   Why are we experiencing this?
[00:18:33.000 --> 00:18:35.000]   How long, God?
[00:18:35.000 --> 00:18:38.000]   How long?"
[00:18:38.000 --> 00:18:43.000]   And I remember saying to him, "I can't take this anymore.
[00:18:43.000 --> 00:18:50.000]   You're going to have to do something."
[00:18:50.000 --> 00:18:55.000]   I remember that the next week the visas came through.
[00:18:55.000 --> 00:18:58.000]   We were able to book our tickets and come.
[00:18:58.000 --> 00:19:02.000]   I don't know all the reasons for the waiting.
[00:19:02.000 --> 00:19:08.000]   But I can tell you that God's timing was perfect.
[00:19:08.000 --> 00:19:14.000]   Our landlords, they came and picked us up from the airport.
[00:19:14.000 --> 00:19:19.000]   I don't know what Hong Kong landlords do, but...
[00:19:19.000 --> 00:19:22.000]   It's rare. Very rare.
[00:19:22.000 --> 00:19:28.000]   They came in a little green minivan and they picked us all up.
[00:19:28.000 --> 00:19:31.000]   They took us to the house.
[00:19:31.000 --> 00:19:35.000]   They had set up the house so that we had enough furniture and appliances...
[00:19:35.000 --> 00:19:41.000]   ...so that we could start living in it straight away without having to race out to shops and get things.
[00:19:41.000 --> 00:19:49.000]   And they had included toys for the kids.
[00:19:49.000 --> 00:19:55.000]   Later on we were to discover that they attended a Seventh-day Adventist church.
[00:19:55.000 --> 00:19:59.000]   And God had...just when they had heard our story...
[00:19:59.000 --> 00:20:05.000]   ...because we had met through this random Craigslist. They'd put their house on Craigslist at the time.
[00:20:05.000 --> 00:20:08.000]   It was so weird. But Glenn had found it.
[00:20:08.000 --> 00:20:12.000]   And, you know, they'd asked why we were coming and we shared.
[00:20:12.000 --> 00:20:15.000]   And they said when they heard it they just knew.
[00:20:15.000 --> 00:20:19.000]   They had to be a part of our story.
[00:20:19.000 --> 00:20:24.000]   I guess because of all the transition the children had experienced in those eight months...
[00:20:24.000 --> 00:20:32.000]   ...of constant movement, they immediately settled.
[00:20:32.000 --> 00:20:37.000]   They immediately were at peace in our new home. I can't describe it.
[00:20:37.000 --> 00:20:41.000]   It was just like they'd lived there forever.
[00:20:41.000 --> 00:20:46.000]   And our five-year-old who'd been waking every night since she'd been born...
[00:20:46.000 --> 00:20:55.000]   ...waking us multiple times and getting up to all sorts of mischief in the night.
[00:20:55.000 --> 00:20:59.000]   She slept through from her first night in Hong Kong.
[00:20:59.000 --> 00:21:03.000]   And she never woke again through the night.
[00:21:03.000 --> 00:21:08.000]   The waiting prepares you in ways you don't even know you need.
[00:21:08.000 --> 00:21:13.000]   The waiting forces you to trust if you let it.
[00:21:13.000 --> 00:21:16.000]   On the day of trouble you know...
[00:21:16.000 --> 00:21:23.000]   ...you intimately know the one who is alongside you and fighting for you.
[00:21:23.000 --> 00:21:29.000]   But what about the waiting that doesn't end?
[00:21:29.000 --> 00:21:34.000]   Come on, let's be real today.
[00:21:34.000 --> 00:21:38.000]   What about the spouse that never materialises?
[00:21:38.000 --> 00:21:42.000]   What about the child that never comes?
[00:21:42.000 --> 00:21:47.000]   What about the one you love never finding Jesus?
[00:21:47.000 --> 00:21:52.000]   Or the one you love never regaining their faith?
[00:21:52.000 --> 00:21:55.000]   What about the change that you long for?
[00:21:55.000 --> 00:22:00.000]   The healing that you need not happening?
[00:22:00.000 --> 00:22:03.000]   What about this type of waiting?
[00:22:03.000 --> 00:22:10.000]   We're not talking about days or weeks. We're talking about years and decades.
[00:22:10.000 --> 00:22:19.000]   This type of waiting there are not sufficient words to describe the ache that builds within you.
[00:22:19.000 --> 00:22:24.000]   And this is what this series has revealed to me.
[00:22:24.000 --> 00:22:29.000]   Andrew taught us that in God's eyes waiting is a gift.
[00:22:29.000 --> 00:22:32.000]   A gift.
[00:22:32.000 --> 00:22:36.000]   How can this type of waiting be a gift?
[00:22:36.000 --> 00:22:39.000]   He also taught us about kavah, the Hebrew word for waiting.
[00:22:39.000 --> 00:22:44.000]   To bind together, to gather together, to look, to expect.
[00:22:44.000 --> 00:22:48.000]   God's type of waiting calls us to...
[00:22:48.000 --> 00:22:53.000]   ...remember all the promises and the hopes and the dreams and in them and through them...
[00:22:53.000 --> 00:22:58.000]   ...begin a process of anticipating all the good that is to come.
[00:22:58.000 --> 00:23:03.000]   Hoping and expecting it'll come to pass.
[00:23:03.000 --> 00:23:06.000]   And God spoke to me in the night through my dreaming moments...
[00:23:06.000 --> 00:23:14.000]   ...and showed me that I was no longer anticipating my future.
[00:23:14.000 --> 00:23:24.000]   The waiting, the longing, the ache in one area of my life, I no longer anticipated any change.
[00:23:24.000 --> 00:23:30.000]   I don't think I'm the only one in the room who is experiencing long-term waiting.
[00:23:30.000 --> 00:23:37.000]   I don't think I'm the only one here whose anticipation has died.
[00:23:37.000 --> 00:23:43.000]   Anticipation in the waiting for hopes, promises, dreams to come to pass.
[00:23:43.000 --> 00:23:45.000]   For change to come.
[00:23:45.000 --> 00:23:52.000]   You know when you examine your heart today that the length of the wait has crushed all expectation.
[00:23:52.000 --> 00:23:59.000]   You no longer eagerly anticipate God's intervention.
[00:23:59.000 --> 00:24:07.000]   The Bible says that hope deferred makes the heart sick.
[00:24:07.000 --> 00:24:12.000]   There have been many times over the course of the last 12 years that I've been waiting...
[00:24:12.000 --> 00:24:19.000]   ...in one particular area of my life that I know my heart has been sick.
[00:24:19.000 --> 00:24:23.000]   This type of waiting will challenge you to your core.
[00:24:23.000 --> 00:24:26.000]   It will strip you bare.
[00:24:26.000 --> 00:24:30.000]   It will leave you feeling incredibly vulnerable.
[00:24:30.000 --> 00:24:34.000]   It'll cause you to question your faith.
[00:24:34.000 --> 00:24:40.000]   And if you're not careful it'll cause you to abandon it.
[00:24:40.000 --> 00:24:43.000]   It can numb you.
[00:24:43.000 --> 00:24:50.000]   Rob you of your joy, your sense of hope and your dreaming for change and a better future.
[00:24:50.000 --> 00:24:55.000]   I don't have all the answers for this type of waiting.
[00:24:55.000 --> 00:24:59.000]   I'm still waiting.
[00:24:59.000 --> 00:25:09.000]   But I do know there are some things that I do know I have not been left alone in the waiting.
[00:25:09.000 --> 00:25:17.000]   I do know that I've come to experience deeper levels of God's comfort than I ever have before.
[00:25:17.000 --> 00:25:27.000]   I do know that I have a rich trust that I never would have had except for this journey.
[00:25:27.000 --> 00:25:33.000]   God has revealed himself time and time again in the waiting.
[00:25:33.000 --> 00:25:45.000]   Speaking words of comfort, reminding me of his nearness and challenging me and calling on me to deepen my trust.
[00:25:45.000 --> 00:25:58.000]   I know I can give greater measures of love and grace away because I've experienced the depths of God's infinite grace.
[00:25:58.000 --> 00:26:10.000]   That picture in Ezekiel 47 where a man is led deeper and deeper into the water that is streaming from the temple, that picture of God's presence.
[00:26:10.000 --> 00:26:20.000]   The man gets led to a point where it is so deep, the only way he could possibly experience it is if he was to swim.
[00:26:20.000 --> 00:26:30.000]   This type of waiting where the answer does not come and a change has not happened, this type of waiting has taught me to swim.
[00:26:30.000 --> 00:26:38.000]   To have nothing to rely on to keep me up but the water, the presence of God.
[00:26:38.000 --> 00:26:45.000]   However, this doesn't just happen. You have a choice to make.
[00:26:45.000 --> 00:27:02.000]   In these times of waiting, you can choose to lean in, to learn to trust God afresh and begin to anticipate afresh the future that he has for you.
[00:27:02.000 --> 00:27:14.000]   Or you can lean out, you can pull away and you can settle for substitutes.
[00:27:14.000 --> 00:27:24.000]   The third thing waiting does is remind us of his promises and heighten our gratitude.
[00:27:24.000 --> 00:27:34.000]   "Then my head will be exalted above the enemies who surround me, at his sacred tent I will sacrifice with shouts of joy, I will sing and make music to the Lord."
[00:27:34.000 --> 00:27:39.000]   When David sings this, he has not yet been delivered from his enemies.
[00:27:39.000 --> 00:27:48.000]   He is still surrounded but as he waits, he gets a glimpse of the good that is to come.
[00:27:48.000 --> 00:27:53.000]   He has the faith to declare that he will be delivered from his enemies.
[00:27:53.000 --> 00:28:01.000]   His heart is filled with gratitude and joy as he's reminded of God's enduring presence and protection.
[00:28:01.000 --> 00:28:12.000]   In the midst of the waiting, even before his release from his enemies, David breaks forth in shouts of joy, singing and praising God.
[00:28:12.000 --> 00:28:19.000]   Some of us today need to prophetically shout for joy and express our gratitude to God.
[00:28:19.000 --> 00:28:34.000]   Not because the answer has come, not because the waiting has ended, but because we believe in the one who is walking with us through the waiting.
[00:28:34.000 --> 00:28:37.000]   Waiting is for our benefit.
[00:28:37.000 --> 00:28:39.000]   God doesn't need it.
[00:28:39.000 --> 00:28:42.000]   He is ever present.
[00:28:42.000 --> 00:28:45.000]   But we take time.
[00:28:45.000 --> 00:28:54.000]   We take time for our minds to declutter and all the thoughts that are swirling around to settle.
[00:28:54.000 --> 00:29:00.000]   Waiting, it realigns us to the one, the one thing that's needed.
[00:29:00.000 --> 00:29:04.000]   Waiting strengthens our resolve for future challenges.
[00:29:04.000 --> 00:29:11.000]   And waiting reminds us of his promises and heightens our gratitude.
[00:29:11.000 --> 00:29:17.000]   Today we need to rediscover and truly value God's presence.
[00:29:17.000 --> 00:29:22.000]   We wait for what we value.
[00:29:22.000 --> 00:29:24.000]   So how do we begin this process?
[00:29:24.000 --> 00:29:32.000]   How do we restore our value that we hold in God?
[00:29:32.000 --> 00:29:41.000]   We start by removing the lesser things, the substitutes that have crowded our life and our mind and our hearts,
[00:29:41.000 --> 00:29:51.000]   stolen our time and caused us to drift away from what God truly intended for us.
[00:29:51.000 --> 00:29:53.000]   I'm wearing a pair of Converse today.
[00:29:53.000 --> 00:29:55.000]   See?
[00:29:55.000 --> 00:30:00.000]   I bought them in Japan when my husband and I were there for our 30th wedding anniversary.
[00:30:00.000 --> 00:30:04.000]   I really, really wanted them.
[00:30:04.000 --> 00:30:08.000]   But this store, I wanted a size 7.
[00:30:08.000 --> 00:30:13.000]   They only had 6.5 in the style that I wanted.
[00:30:13.000 --> 00:30:18.000]   And I didn't want to wait.
[00:30:18.000 --> 00:30:21.000]   So I bought them.
[00:30:21.000 --> 00:30:31.000]   And every time I wear them, I'm aware that I should have waited.
[00:30:31.000 --> 00:30:33.000]   My toes get a little bit pinched.
[00:30:33.000 --> 00:30:42.000]   And while we were in worship I was like, "I think the circulation is getting cut off."
[00:30:42.000 --> 00:30:52.000]   I share this with you because if I hadn't told you, you wouldn't know.
[00:30:52.000 --> 00:30:54.000]   These shoes are like substitutes.
[00:30:54.000 --> 00:30:57.000]   They aren't the ones that I should have had.
[00:30:57.000 --> 00:31:01.000]   They aren't the ones that would have been the right fit for me.
