
[00:00:00.000 --> 00:00:01.920]  電影姊妹,其實今天的分享
[00:01:38.960 --> 00:01:40.920]  即是積極的自由
[00:01:40.920 --> 00:01:42.640]  積極的自由所指的
[00:01:42.640 --> 00:01:45.280]  就是我們能夠有足夠的能力
[00:01:45.280 --> 00:01:46.800]  有足夠的資源
[00:01:46.800 --> 00:01:50.360]  去選擇做我們想做的事情
[00:01:50.360 --> 00:01:52.760]  所以我們會在教育制度
[00:01:52.760 --> 00:01:55.360]  或很多方面
[00:01:55.440 --> 00:01:58.720]  我們都期望能夠幫助不同的人
[00:01:58.720 --> 00:02:01.240]  達至一個相對的公平
[00:02:01.240 --> 00:02:03.120]  令他們有一個選擇權
[00:02:03.120 --> 00:02:06.000]  這就叫做positive freedom
[00:02:06.000 --> 00:02:09.600]  而我今天在《加勒太書》第五章
[00:02:09.600 --> 00:02:13.920]  第16至第26節的整個分享中
[00:02:13.920 --> 00:02:16.520]  其實在整個上文下理當中
[00:02:16.520 --> 00:02:22.040]  我們必須用討論自由的角度去看
[00:02:22.040 --> 00:02:23.760]  或用這個背景去看
[00:02:23.840 --> 00:02:26.120]  其實我們才能好好理解
[00:02:26.120 --> 00:02:28.560]  我們今天所讀的那段經文
[00:02:28.560 --> 00:02:31.160]  到底真正的意思是甚麼
[00:02:31.160 --> 00:02:32.840]  而今天…
[00:02:32.840 --> 00:02:35.960]  上星期Puzzle Chapman引用了
[00:02:35.960 --> 00:02:38.720]  哲學家的定義去說這件事
[00:02:38.720 --> 00:02:43.000]  可能有時我們會覺得很難理解
[00:02:43.000 --> 00:02:47.600]  今天我會把整個自由的觀念或定義
[00:02:47.600 --> 00:02:50.520]  用一個比較通俗的說法
[00:02:50.520 --> 00:02:52.600]  去理解這件事
[00:02:52.680 --> 00:02:55.240]  因為無論是positive freedom
[00:02:55.240 --> 00:02:56.760]  或是negative freedom
[00:02:56.760 --> 00:02:59.200]  其實都牽涉到一個很重要的問題
[00:02:59.200 --> 00:03:04.600]  就是到底我們能否選擇
[00:03:04.600 --> 00:03:06.240]  同不同意的弟兄姊妹
[00:03:06.240 --> 00:03:07.880]  無論是甚麼自由
[00:03:07.880 --> 00:03:09.320]  其實都牽涉到一個問題
[00:03:09.320 --> 00:03:12.200]  就是到底我們能否選擇
[00:03:12.200 --> 00:03:15.160]  因此如果用一個比較通俗的說法
[00:03:15.160 --> 00:03:17.200]  或是一個通俗至最簡單
[00:03:17.200 --> 00:03:19.200]  比較容易理解的定義
[00:03:19.280 --> 00:03:23.400]  自由指的是有得選擇
[00:03:23.400 --> 00:03:25.840]  有得選擇
[00:03:25.840 --> 00:03:27.600]  在任何情況下
[00:03:27.600 --> 00:03:30.480]  有得選擇就是自由
[00:03:30.480 --> 00:03:33.040]  正如上星期Chapman分享到
[00:03:33.040 --> 00:03:34.800]  在《迦太帝書》第五章
[00:03:34.800 --> 00:03:38.200]  他說保羅其實在整個第五章當中
[00:03:38.200 --> 00:03:41.560]  都想跟我們討論自由的問題
[00:03:41.560 --> 00:03:43.480]  例如在第五章的第一節
[00:03:43.480 --> 00:03:45.560]  我們掃一下經文,謝謝
[00:03:45.560 --> 00:03:48.520]  他說「基督釋放了我們
[00:03:48.600 --> 00:03:50.960]  好讓我們得自由」
[00:03:50.960 --> 00:03:52.440]  而到了第五章第13節
[00:03:52.440 --> 00:03:53.880]  他說「弟兄姊妹
[00:03:53.880 --> 00:03:56.000]  你們蒙召得了自由
[00:03:56.000 --> 00:04:00.080]  但不要以自由為藉口去放縱本性
[00:04:00.080 --> 00:04:03.760]  要本著愛心互相服侍」
[00:04:03.760 --> 00:04:06.080]  保羅一開始在第五章時
[00:04:06.080 --> 00:04:08.160]  其實他說了一件事
[00:04:08.160 --> 00:04:11.640]  說基督釋放了我們
[00:04:11.640 --> 00:04:13.200]  令我們得到自由
[00:04:13.200 --> 00:04:16.200]  而這是一個事實
[00:04:16.200 --> 00:04:17.440]  弟兄姊妹,請你記住
[00:04:17.520 --> 00:04:19.080]  基督釋放了我們
[00:04:19.080 --> 00:04:20.440]  讓我們得到自由
[00:04:20.440 --> 00:04:23.920]  這是一個已經發生了的事實
[00:04:23.920 --> 00:04:27.120]  而這件事是不容許我們否認的
[00:04:27.120 --> 00:04:27.920]  就算你可能說
[00:04:27.920 --> 00:04:31.120]  「不是,我現在的情況好像不太自由
[00:04:31.120 --> 00:04:33.520]  我還有很多事情要綁手綁腳」
[00:04:33.520 --> 00:04:35.480]  但請你記住一件事
[00:04:35.480 --> 00:04:37.680]  聖經這樣宣告了
[00:04:37.680 --> 00:04:40.280]  基督耶穌在祂的救贖中
[00:04:40.280 --> 00:04:42.680]  已經使我們得到自由
[00:04:42.680 --> 00:04:45.080]  這是一個事實,可以說Amen嗎
[00:04:46.280 --> 00:04:50.720]  因此這件事不會因為我們的狀況
[00:04:50.720 --> 00:04:53.400]  而減少了它的真實性
[00:04:53.400 --> 00:04:56.560]  因此在加拉太書的第五章第13節
[00:04:56.560 --> 00:04:59.920]  保羅似乎進一步地告訴我們
[00:04:59.920 --> 00:05:01.760]  這個自由的呼召
[00:05:01.760 --> 00:05:07.920]  其實是指上帝給我們選擇的權利
[00:05:07.920 --> 00:05:09.360]  好,問題來了
[00:05:09.360 --> 00:05:11.800]  當這個選擇的權利臨到我們時
[00:05:11.800 --> 00:05:13.960]  我們會怎樣選擇
[00:05:14.040 --> 00:05:19.040]  我們會選擇順著本性
[00:05:19.040 --> 00:05:21.200]  來放縱我們的情慾
[00:05:21.200 --> 00:05:26.680]  還是我們選擇本著愛心去互相服侍
[00:05:26.680 --> 00:05:30.840]  這個選擇權完全放在你和我的手上
[00:05:30.840 --> 00:05:33.120]  同僚兄弟姐妹
[00:05:33.120 --> 00:05:35.560]  你的確可以選擇做任何事情
[00:05:35.560 --> 00:05:38.360]  你做了也沒有人知道
[00:05:38.360 --> 00:05:40.720]  因為你做任何決定
[00:05:40.720 --> 00:05:42.920]  也只有你和上帝知道
[00:05:43.000 --> 00:05:45.120]  只要你不讓其他人知道
[00:05:45.120 --> 00:05:47.640]  你的確有這樣的自由
[00:05:47.640 --> 00:05:49.200]  好,問題就是
[00:05:49.200 --> 00:05:55.680]  這種自由我們怎樣運用和選擇
[00:05:55.680 --> 00:05:58.440]  所以當保羅正在解釋這件事時
[00:05:58.440 --> 00:06:01.960]  其實自由就是神因為基督耶穌
[00:06:01.960 --> 00:06:05.280]  而給予我們一種選擇的權利
[00:06:05.280 --> 00:06:08.200]  但問題是,正如我們剛才所說
[00:06:08.200 --> 00:06:10.440]  當我們行使這個權利時
[00:06:10.520 --> 00:06:14.160]  似乎…特別是在保羅的處境
[00:06:14.160 --> 00:06:16.800]  加拉太教會當中的人
[00:06:16.800 --> 00:06:21.040]  發現有些人在運用選擇權利時
[00:06:21.040 --> 00:06:22.640]  出現了一些問題
[00:06:22.640 --> 00:06:25.840]  否則他不需要寫這封信
[00:06:25.840 --> 00:06:27.000]  來進一步解釋
[00:06:27.000 --> 00:06:28.360]  你運用這個權利時
[00:06:28.360 --> 00:06:30.240]  其實應該怎樣…
[00:06:30.240 --> 00:06:36.120]  因此他就在這裡勸勉大家
[00:06:36.800 --> 00:06:41.720]  叫大家不要被本性的私慾所戰勝
[00:06:41.720 --> 00:06:44.240]  正如我們剛才所說
[00:06:44.240 --> 00:06:46.200]  沒錯,上帝在基督耶穌當中
[00:06:46.200 --> 00:06:47.520]  的確釋放了我們
[00:06:47.520 --> 00:06:51.280]  並且給予我們行使自由的權利
[00:06:51.280 --> 00:06:53.680]  但即使我們信了很多年
[00:06:53.680 --> 00:06:56.200]  也會發現我們不多不少
[00:06:56.200 --> 00:07:00.240]  都會被罪惡的引誘來試探
[00:07:00.240 --> 00:07:03.120]  我們很多時候在行使這個權利時
[00:07:03.120 --> 00:07:04.840]  也會有些掙扎
[00:07:04.920 --> 00:07:08.160]  好,有多少人信主超過五年
[00:07:08.160 --> 00:07:10.680]  很多人,對吧?很多人超過五年
[00:07:10.680 --> 00:07:11.560]  我想問大家
[00:07:11.560 --> 00:07:13.080]  有多少信主超過五年的人
[00:07:13.080 --> 00:07:15.880]  已經沒有任何罪惡掙扎?請舉手
[00:07:15.880 --> 00:07:19.840]  沒有吧?不會有
[00:07:19.840 --> 00:07:22.200]  因為即使我們信了多少年
[00:07:22.200 --> 00:07:25.840]  你會發現我們都在罪惡的引誘當中
[00:07:25.840 --> 00:07:28.080]  我們不斷地掙扎
[00:07:28.080 --> 00:07:32.760]  魔鬼無論如何都會走過來
[00:07:32.840 --> 00:07:34.880]  去挑釁你
[00:07:34.880 --> 00:07:40.560]  「不對,你這樣想好像太規矩了」
[00:07:40.560 --> 00:07:43.280]  「你看,其實有些事情你可以做」
[00:07:43.280 --> 00:07:44.760]  「上帝給了你選擇權」
[00:07:44.760 --> 00:07:47.040]  「你做了也沒有人知道」
[00:07:47.040 --> 00:07:49.680]  我們經常都會面對心裡
[00:07:49.680 --> 00:07:51.840]  正如小時候看卡通片
[00:07:51.840 --> 00:07:54.400]  一隻魔鬼仔,一隻天使仔
[00:07:54.400 --> 00:07:56.400]  在我們裡面左右說來說去
[00:07:56.400 --> 00:07:59.320]  令我們很多時候都在這種狀態中
[00:07:59.320 --> 00:08:02.600]  浮左浮右的情況
[00:08:02.680 --> 00:08:05.000]  我們的確會有這種掙扎
[00:08:05.000 --> 00:08:06.680]  即使你做了多少年基督徒
[00:08:06.680 --> 00:08:08.920]  它都是一個事實
[00:08:08.920 --> 00:08:11.560]  因此保羅就來勸勉
[00:08:11.560 --> 00:08:16.040]  我們這些在罪惡、引誘當中有掙扎的人
[00:08:16.040 --> 00:08:17.960]  當然,他也勸勉當時
[00:08:17.960 --> 00:08:20.560]  生活在加拿大的信徒們
[00:08:20.560 --> 00:08:22.400]  在第五章第十六節
[00:08:22.400 --> 00:08:26.160]  他說「因此我勸你們行事為人」
[00:08:26.160 --> 00:08:29.200]  「要順從聖靈的引導」
[00:08:29.280 --> 00:08:32.600]  「就不會放縱本性的私慾」
[00:08:32.600 --> 00:08:34.320]  各位,留意
[00:08:34.320 --> 00:08:38.360]  這個勸勉看起來好像很簡單
[00:08:38.360 --> 00:08:39.840]  但你會發覺實際上
[00:08:39.840 --> 00:08:41.920]  它不是那麼容易明白
[00:08:41.920 --> 00:08:43.680]  因為它牽涉到兩個問題
[00:08:43.680 --> 00:08:47.160]  第一個問題是甚麼是本性的私慾
[00:08:47.160 --> 00:08:50.200]  第二個問題是
[00:08:50.200 --> 00:08:53.120]  順從聖靈的引導其實是甚麼
[00:08:53.120 --> 00:08:55.200]  當你仔細想的時候
[00:08:55.200 --> 00:08:58.160]  你會發覺好像真的不簡單
[00:08:58.240 --> 00:09:01.920]  留意,保羅在加泰書第五章
[00:09:01.920 --> 00:09:04.800]  第十九至二十一節
[00:09:04.800 --> 00:09:09.800]  他為本性的私慾列出一個清單
[00:09:09.800 --> 00:09:11.920]  清單很長吧
[00:09:11.920 --> 00:09:17.160]  淫亂、污衛、邪蕩、拜偶像、行邪術
[00:09:17.160 --> 00:09:20.600]  仇恨、爭鬥、嫉恨、擾亂、紛爭
[00:09:20.600 --> 00:09:24.440]  衝突、分裂、嫉妒、兇殺
[00:09:24.440 --> 00:09:26.640]  醉酒、謊言、誣導
[00:09:26.720 --> 00:09:28.640]  留意,這個清單因為太長了
[00:09:28.640 --> 00:09:30.800]  我沒有打算在今天的講道當中
[00:09:30.800 --> 00:09:31.840]  逐個解釋
[00:09:31.840 --> 00:09:33.000]  因為逐個解釋
[00:09:33.000 --> 00:09:34.880]  我一定會被撲克牌不停地勸我
[00:09:34.880 --> 00:09:36.680]  「你快點吧」
[00:09:36.680 --> 00:09:38.560]  「不可能,我們時間不夠」
[00:09:38.560 --> 00:09:42.240]  但用常識來理解這件事
[00:09:42.240 --> 00:09:43.640]  你看看這個清單
[00:09:43.640 --> 00:09:46.040]  全部的東西是好東西嗎
[00:09:46.040 --> 00:09:48.120]  全部都不是好東西吧
[00:09:48.120 --> 00:09:49.480]  你簡單看起來也知道
[00:09:49.480 --> 00:09:51.320]  這些全部都是壞東西
[00:09:51.320 --> 00:09:54.960]  一看就知道是壞事
[00:09:55.560 --> 00:09:56.760]  好,問題來了
[00:09:56.760 --> 00:10:00.200]  我們知道這些是壞事
[00:10:00.200 --> 00:10:01.560]  我們知道這些不是好東西
[00:10:01.560 --> 00:10:05.640]  但是否代表我們不會做這些事情
[00:10:05.640 --> 00:10:10.640]  我不拜偶像,我相信耶穌很久了
[00:10:10.640 --> 00:10:12.000]  有否吵架過
[00:10:12.000 --> 00:10:14.720]  有否紛爭過
[00:10:14.720 --> 00:10:16.280]  有否分裂過
[00:10:16.280 --> 00:10:21.680]  總有,總有這些事情發生過
[00:10:21.680 --> 00:10:24.920]  我們所有人
[00:10:25.000 --> 00:10:26.080]  我們很多人
[00:10:26.080 --> 00:10:29.840]  都曾經在這些事情上有掙扎
[00:10:29.840 --> 00:10:32.360]  我們明知道這些事情是不好的
[00:10:32.360 --> 00:10:34.560]  但為何我們都會做
[00:10:34.560 --> 00:10:37.200]  我們明知道這些事情是有問題的
[00:10:37.200 --> 00:10:38.560]  聖經都說明了
[00:10:38.560 --> 00:10:40.960]  是出於私慾
[00:10:40.960 --> 00:10:45.800]  為何我們仍然會不自覺地做這些事情
[00:10:45.800 --> 00:10:50.840]  為何我們會做一些
[00:10:50.840 --> 00:10:52.840]  我們明知道是錯的事情
[00:10:53.640 --> 00:10:57.960]  保羅給的答案就是在於我們的肉體
[00:10:57.960 --> 00:10:59.840]  甚麼是肉體
[00:10:59.840 --> 00:11:02.480]  《加泰書》第五章第16節所指的
[00:11:02.480 --> 00:11:05.360]  本性的私慾
[00:11:05.360 --> 00:11:07.280]  和合本就譯為肉體
[00:11:07.280 --> 00:11:10.320]  而英文聖經NIV就譯為The flesh
[00:11:10.320 --> 00:11:11.120]  甚麼意思
[00:11:11.120 --> 00:11:13.040]  指的是我們的身體
[00:11:13.040 --> 00:11:14.600]  我們的身體
[00:11:14.600 --> 00:11:16.160]  所謂的本性私慾
[00:11:16.160 --> 00:11:19.240]  是我們身體當中的原始慾望
[00:11:19.240 --> 00:11:20.920]  你要明白到
[00:11:21.000 --> 00:11:23.160]  人類雖然是按照上帝的形象
[00:11:23.160 --> 00:11:26.440]  被創造的一個很獨特的被造物
[00:11:26.440 --> 00:11:28.480]  但其實我們和動物一樣
[00:11:28.480 --> 00:11:32.280]  我們都有身體,對吧
[00:11:32.280 --> 00:11:33.720]  而這個身體…
[00:11:33.720 --> 00:11:38.400]  換言之,我們所有行動、決定
[00:11:38.400 --> 00:11:41.720]  無可避免都會受到身體的影響
[00:11:41.720 --> 00:11:45.360]  而這個身體和動物一樣
[00:11:45.360 --> 00:11:48.600]  都有它的原始慾望
[00:11:48.680 --> 00:11:52.200]  這些原始慾望寫在我們的DNA中
[00:11:52.200 --> 00:11:53.920]  你不能把它刪除
[00:11:53.920 --> 00:11:57.320]  這些原始慾望包括甚麼
[00:11:57.320 --> 00:12:00.680]  包括生存的慾望
[00:12:00.680 --> 00:12:04.440]  繁衍後代的慾望
[00:12:04.440 --> 00:12:06.320]  脫離痛苦的慾望
[00:12:06.320 --> 00:12:08.280]  「頂姐妹,你同意嗎」
[00:12:08.280 --> 00:12:10.400]  「我們每個人都有這些慾望,對吧」
[00:12:10.400 --> 00:12:13.280]  這是很自然的事,對吧
[00:12:13.280 --> 00:12:17.120]  正因為我們有這些原始慾望
[00:12:17.200 --> 00:12:19.200]  魔鬼亦非常清楚這一點
[00:12:19.200 --> 00:12:22.080]  因此它很懂得利用我們
[00:12:22.080 --> 00:12:24.080]  這三種身體的原始慾望
[00:12:24.080 --> 00:12:26.440]  去引誘我們做錯事
[00:12:26.440 --> 00:12:30.400]  剛才保羅所說的這個名單
[00:12:30.400 --> 00:12:33.680]  你留意,全部都跟剛才這裡所說的
[00:12:33.680 --> 00:12:36.120]  三個原始慾望有關
[00:12:36.120 --> 00:12:42.040]  例如淫亂、污穢、邪蕩
[00:12:42.040 --> 00:12:44.800]  是跟繁衍的慾望有關
[00:12:44.880 --> 00:12:46.400]  因為全部都牽涉到
[00:12:46.400 --> 00:12:49.320]  不太道德性的問題,對吧
[00:12:49.320 --> 00:12:54.200]  又例如拜偶像、行邪術
[00:12:54.200 --> 00:12:57.360]  仇恨、爭鬥、忌恨、老老、紛爭
[00:12:57.360 --> 00:13:00.160]  衝突、分裂、嫉妒、兇殺
[00:13:00.160 --> 00:13:01.520]  全部跟甚麼有關
[00:13:01.520 --> 00:13:04.360]  全部跟生存的慾望有關
[00:13:04.360 --> 00:13:06.560]  你想想為何你要跟別人鬥
[00:13:06.560 --> 00:13:08.000]  為何你要跟別人鬥
[00:13:08.000 --> 00:13:11.520]  我跟別人鬥是因為怕別人贏我
[00:13:11.520 --> 00:13:12.840]  我的資源會減少
[00:13:12.920 --> 00:13:14.920]  其實最後你問到最後
[00:13:14.920 --> 00:13:16.640]  你是出於一種
[00:13:16.640 --> 00:13:18.240]  不知道自己有沒有資源
[00:13:18.240 --> 00:13:19.800]  可以繼續生存的恐懼
[00:13:19.800 --> 00:13:21.520]  對吧?亭軒姐妹
[00:13:21.520 --> 00:13:25.960]  另外還有醉酒、謊言無道
[00:13:25.960 --> 00:13:27.640]  是跟甚麼慾望有關
[00:13:27.640 --> 00:13:30.000]  是跟脫離痛苦的慾望有關
[00:13:30.000 --> 00:13:33.600]  為甚麼要醉酒、謊言無道
[00:13:33.600 --> 00:13:35.080]  想麻醉自己
[00:13:35.080 --> 00:13:37.960]  全部都是跟這些慾望有關
[00:13:37.960 --> 00:13:41.800]  你要明白身體對我們的影響非常大
[00:13:42.800 --> 00:13:44.040]  正如生存的慾望
[00:13:44.040 --> 00:13:45.800]  基本上是自然律
[00:13:45.800 --> 00:13:50.120]  所以你要用自己的意志
[00:13:50.120 --> 00:13:52.520]  來對抗身體的自然律
[00:13:52.520 --> 00:13:55.040]  其實是非常困難的事情
[00:13:55.040 --> 00:13:58.240]  最近小弟減肥
[00:13:58.240 --> 00:14:01.000]  我不知道大家有否試過減肥的經驗
[00:14:01.000 --> 00:14:03.640]  可能有部分亭軒姐妹都試過
[00:14:03.640 --> 00:14:04.960]  減肥會用甚麼方法
[00:14:04.960 --> 00:14:08.040]  節食,對吧?最多人是節食
[00:14:08.040 --> 00:14:09.240]  我以前也是這樣想
[00:14:09.240 --> 00:14:10.880]  減肥就是節食
[00:14:10.960 --> 00:14:12.800]  我曾經試過一段時間
[00:14:12.800 --> 00:14:18.120]  減肥時少吃一餐
[00:14:18.120 --> 00:14:21.440]  或者試過特意…
[00:14:21.440 --> 00:14:23.800]  我故作冷神
[00:14:23.800 --> 00:14:25.120]  我特意來這裡禁食
[00:14:25.120 --> 00:14:26.560]  其實是為了減肥
[00:14:26.560 --> 00:14:30.120]  但發現很辛苦,應付不來
[00:14:30.120 --> 00:14:32.360]  每次來這裡,當你不吃東西時
[00:14:32.360 --> 00:14:34.960]  肚子就開始不由自主地不停打鼓
[00:14:34.960 --> 00:14:37.400]  越想不吃東西
[00:14:37.400 --> 00:14:39.520]  你的食物慾望就越強
[00:14:40.080 --> 00:14:42.200]  為甚麼?因為這是自然律
[00:14:42.200 --> 00:14:45.760]  你無法否定這件事
[00:14:45.760 --> 00:14:52.120]  因此後來當我自己的機構總幹事
[00:14:52.120 --> 00:14:54.120]  他本身修讀營養學
[00:14:54.120 --> 00:14:57.000]  就教我們別用這個方法
[00:14:57.000 --> 00:14:58.160]  用其他方法
[00:14:58.160 --> 00:14:59.400]  我們就感謝主
[00:14:59.400 --> 00:15:02.720]  結果我上個月花了30天時間
[00:15:02.720 --> 00:15:04.080]  減了差不多10磅
[00:15:04.080 --> 00:15:06.520]  他說「很厲害」
[00:15:06.520 --> 00:15:07.640]  但其實還要減肥
[00:15:07.720 --> 00:15:09.640]  因為我的臥床脂肪仍然偏高
[00:15:09.640 --> 00:15:11.520]  還要再減少一點
[00:15:11.520 --> 00:15:12.640]  但問題是…
[00:15:12.640 --> 00:15:15.160]  你要明白
[00:15:15.160 --> 00:15:18.280]  我們不可能用意志去對抗自然律
[00:15:18.280 --> 00:15:22.320]  你要知道你想吃甚麼
[00:15:22.320 --> 00:15:24.000]  其實不是由腦部控制
[00:15:24.000 --> 00:15:26.360]  如果讀過少許營養,你會明白
[00:15:26.360 --> 00:15:28.600]  你想吃甚麼是由甚麼控制
[00:15:28.600 --> 00:15:30.680]  是你的腸部控制
[00:15:30.680 --> 00:15:35.160]  腸內的異生菌群
[00:15:35.160 --> 00:15:36.400]  類似這些東西
[00:15:36.480 --> 00:15:39.200]  它會決定你想吃甚麼
[00:15:39.200 --> 00:15:41.040]  它習慣吸收甚麼營養
[00:15:41.040 --> 00:15:43.200]  習慣吸收甚麼
[00:15:43.200 --> 00:15:45.560]  它就會決定你想吃甚麼
[00:15:45.560 --> 00:15:47.800]  因此當你真的要…
[00:15:47.800 --> 00:15:49.440]  舉個例子,用減肥做例子
[00:15:49.440 --> 00:15:52.520]  你要令它…
[00:15:52.520 --> 00:15:53.520]  或者這樣說
[00:15:53.520 --> 00:15:58.720]  你令它的長度和環境改變時
[00:15:58.720 --> 00:16:00.480]  你不可以靠節食
[00:16:00.480 --> 00:16:02.640]  你不可以用你的意志去做這件事
[00:16:02.640 --> 00:16:05.280]  你只能順著自然律
[00:16:05.360 --> 00:16:07.600]  去改變你的飲食習慣
[00:16:07.600 --> 00:16:11.520]  或者多吃一些幫助長度
[00:16:11.520 --> 00:16:15.720]  可以轉變環境的食物
[00:16:15.720 --> 00:16:17.000]  你只能這樣做
[00:16:17.000 --> 00:16:19.160]  因為當你這樣做時
[00:16:19.160 --> 00:16:20.680]  腸部就會開始慢慢適應
[00:16:20.680 --> 00:16:23.840]  「可以了,我不用吃太多糖」
[00:16:23.840 --> 00:16:25.800]  「我不需要吃太多澱粉」
[00:16:25.800 --> 00:16:27.480]  這件事會自然發生
[00:16:27.480 --> 00:16:28.840]  各位同學
[00:16:28.840 --> 00:16:31.520]  因此,正如我們剛才所說
[00:16:31.520 --> 00:16:33.760]  保羅所說的私慾名單
[00:16:33.840 --> 00:16:35.720]  其實它受著剛才所說的
[00:16:35.720 --> 00:16:38.160]  三種身體的自然慾望驅使
[00:16:38.160 --> 00:16:41.000]  所以你不能用意志去戰勝
[00:16:41.000 --> 00:16:43.040]  當你企圖用意志去戰勝它時
[00:16:43.040 --> 00:16:44.600]  這是注定失敗的
[00:16:44.600 --> 00:16:48.240]  要過一個得勝的生活
[00:16:48.240 --> 00:16:52.080]  基本上是一個必須在上帝
[00:16:52.080 --> 00:16:54.400]  超自然的介入情況下
[00:16:54.400 --> 00:16:56.240]  才會成功的事
[00:16:56.240 --> 00:16:58.600]  正如我們剛才所說
[00:16:58.600 --> 00:17:02.640]  有太多人當他面對隱憂和試探時
[00:17:02.720 --> 00:17:04.560]  他企圖用自己的意志力
[00:17:04.560 --> 00:17:08.160]  或一些規範來改變自己的行為
[00:17:08.160 --> 00:17:11.000]  但往往你會發覺
[00:17:11.000 --> 00:17:12.600]  你試過一段時間
[00:17:12.600 --> 00:17:15.040]  很多時候都只能克服外面
[00:17:15.040 --> 00:17:16.600]  你無法克服內心
[00:17:16.600 --> 00:17:18.960]  因此,當我們很多時候
[00:17:18.960 --> 00:17:22.600]  用這種方法來面對、抵抗魔鬼
[00:17:22.600 --> 00:17:24.800]  用私慾對我們的攻勢時
[00:17:24.800 --> 00:17:27.400]  其實我們忘記了一件事
[00:17:27.400 --> 00:17:29.480]  就是聖經告訴我們
[00:17:29.480 --> 00:17:32.120]  真正跟本性私慾為敵的
[00:17:32.200 --> 00:17:33.200]  是誰
[00:17:33.200 --> 00:17:38.360]  是聖靈,而不是我們
[00:17:38.360 --> 00:17:41.200]  留意剛才我們所讀的聖經五章第17節
[00:17:41.200 --> 00:17:43.560]  它說「因為本性的私慾
[00:17:43.560 --> 00:17:45.480]  是跟聖靈作對
[00:17:45.480 --> 00:17:49.280]  而聖靈亦跟人的本性私慾作對
[00:17:49.280 --> 00:17:52.080]  兩者是勢不兩立
[00:17:52.080 --> 00:17:54.400]  使你們不能做自己想做的事」
[00:17:54.400 --> 00:17:56.760]  留意,當魔鬼企圖
[00:17:56.760 --> 00:17:59.240]  用我們身體的私慾來引誘我們時
[00:17:59.240 --> 00:18:00.760]  其實我們最不應該做的
[00:18:00.840 --> 00:18:03.080]  就是走到自己的方向
[00:18:03.080 --> 00:18:06.600]  這是我們經常發生的情況
[00:18:06.600 --> 00:18:08.040]  當它引誘我們時
[00:18:08.040 --> 00:18:11.840]  我們便會想「怎麼辦…我不想做那件事」
[00:18:11.840 --> 00:18:15.680]  我們不斷在想如何不做那件事
[00:18:15.680 --> 00:18:16.800]  但你會發現一件事
[00:18:16.800 --> 00:18:18.640]  當你一直想的時候
[00:18:18.640 --> 00:18:20.680]  那件事是消失不了的
[00:18:20.680 --> 00:18:23.800]  它只會繼續加劇地從你的腦中走出來
[00:18:23.800 --> 00:18:25.640]  我現在做一個實驗
