
[00:00:00.000 --> 00:00:00.840]   - Amen.
[00:04:17.560 --> 00:04:20.280]   it redirects us, it changes our perspective
[00:04:20.280 --> 00:04:21.360]   to some extent.
[00:04:21.360 --> 00:04:24.040]   And when we have encounters with God,
[00:04:24.040 --> 00:04:26.080]   well, that changes us even more.
[00:04:26.080 --> 00:04:28.200]   It seems like the impacts that come from an encounter
[00:04:28.200 --> 00:04:30.840]   with God somehow are more magnified.
[00:04:30.840 --> 00:04:33.400]   They are multiplied to a higher degree.
[00:04:33.400 --> 00:04:34.760]   When we have an encounter with God,
[00:04:34.760 --> 00:04:37.080]   it shapes our intimacy with him,
[00:04:37.080 --> 00:04:39.600]   it helps us to get to know him better.
[00:04:39.600 --> 00:04:40.860]   When we have an encounter with God,
[00:04:40.860 --> 00:04:45.240]   we get shaped and molded more into his likeness.
[00:04:45.240 --> 00:04:47.720]   We become more like him when we encounter him.
[00:04:47.720 --> 00:04:51.240]   And these encounters help us see God more clearly.
[00:04:51.240 --> 00:04:56.060]   These encounters help us shake lies
[00:04:56.060 --> 00:04:58.340]   that we once believed about ourselves.
[00:04:58.340 --> 00:05:00.800]   It helps us shake delusions and stand on truth.
[00:05:00.800 --> 00:05:03.160]   Encounters with God is important.
[00:05:03.160 --> 00:05:05.560]   It's very important 'cause the effects of an encounter
[00:05:05.560 --> 00:05:08.840]   with God can last with us for the rest of our lives.
[00:05:08.840 --> 00:05:11.880]   The effects of our encounters with God show us
[00:05:11.880 --> 00:05:14.960]   that we don't have to solely rely on ourselves to get by.
[00:05:14.960 --> 00:05:17.600]   It's not just us looking out for us.
[00:05:17.600 --> 00:05:19.920]   An encounter with God, God encounters us
[00:05:19.920 --> 00:05:22.960]   to show us that we are not alone in this
[00:05:22.960 --> 00:05:23.920]   and all that we do.
[00:05:23.920 --> 00:05:26.000]   So with this in mind,
[00:05:26.000 --> 00:05:28.760]   we've designed this five-week sermon series
[00:05:28.760 --> 00:05:33.760]   to look at five very familiar passages in the Old Testament,
[00:05:33.760 --> 00:05:36.760]   some key biblical figures that you might have heard of,
[00:05:36.760 --> 00:05:39.760]   might have read before, and their encounters,
[00:05:39.760 --> 00:05:42.000]   hoping that as we look and see the moments
[00:05:42.000 --> 00:05:45.640]   where God showed up, it would encourage us
[00:05:45.640 --> 00:05:49.960]   to allow God to show up in unexpected ways
[00:05:49.960 --> 00:05:52.480]   at unexpected times in our lives
[00:05:52.480 --> 00:05:55.160]   'cause it seems like when we allow those things to happen,
[00:05:55.160 --> 00:05:57.440]   we get changed at our core.
[00:05:57.440 --> 00:06:01.440]   I pray that it allows you to posture yourself
[00:06:01.440 --> 00:06:04.880]   as we study these encounters to become open
[00:06:04.880 --> 00:06:09.640]   to a holy disruption that will shake who you are
[00:06:09.640 --> 00:06:10.960]   to the core of who you are.
[00:06:10.960 --> 00:06:12.080]   Does that sound okay?
[00:06:12.080 --> 00:06:13.880]   So that's where we're gonna be going.
[00:06:15.040 --> 00:06:16.400]   So let me just bring this up to us
[00:06:16.400 --> 00:06:17.960]   and kind of give us a good working definition
[00:06:17.960 --> 00:06:18.800]   of an encounter.
[00:06:18.800 --> 00:06:21.560]   Encounters with God are these impactful moments,
[00:06:21.560 --> 00:06:25.720]   oftentimes unexpected, unprepared for, unanticipated,
[00:06:25.720 --> 00:06:27.640]   yet they end up changing us,
[00:06:27.640 --> 00:06:31.440]   helping us see God more truly for who he is
[00:06:31.440 --> 00:06:33.600]   and who we are, giving us strength,
[00:06:33.600 --> 00:06:35.840]   giving us confidence and resolve.
[00:06:35.840 --> 00:06:39.240]   This is what an encounter of God can do.
[00:06:39.240 --> 00:06:40.600]   But it's good to know that encounters
[00:06:40.600 --> 00:06:42.020]   don't all look the same.
[00:06:42.020 --> 00:06:44.440]   They don't all happen the same way.
[00:06:44.440 --> 00:06:47.240]   Encounters aren't just limited to certain kinds of people.
[00:06:47.240 --> 00:06:49.680]   I think by nature, we might think an encounter with God
[00:06:49.680 --> 00:06:51.840]   must mean that we are living rightfully
[00:06:51.840 --> 00:06:53.880]   and we are the most holy of people.
[00:06:53.880 --> 00:06:58.120]   But encounters of God we'll see range from men to women,
[00:06:58.120 --> 00:07:02.200]   to priests, to sinners, to liars, to anybody.
[00:07:02.200 --> 00:07:04.320]   So many people can encounter God.
[00:07:04.320 --> 00:07:05.760]   And I say that because I want you to know
[00:07:05.760 --> 00:07:08.680]   that you don't have to have all your stuff together
[00:07:08.680 --> 00:07:10.220]   to have an encounter with God.
[00:07:10.220 --> 00:07:12.960]   You don't have to be a certain level of Christian
[00:07:12.960 --> 00:07:14.840]   to encounter God.
[00:07:14.840 --> 00:07:16.200]   Like I said, encounters don't all take place
[00:07:16.200 --> 00:07:17.040]   in the same way.
[00:07:17.040 --> 00:07:20.200]   Some encounters take place in a cave.
[00:07:20.200 --> 00:07:22.080]   Some encounters take place on mountaintops.
[00:07:22.080 --> 00:07:24.160]   Some encounters take place in the flames
[00:07:24.160 --> 00:07:25.400]   of Nebuchadnezzar's furnace.
[00:07:25.400 --> 00:07:27.360]   Some encounters take place in the temple.
[00:07:27.360 --> 00:07:30.000]   Some encounters take place in the room.
[00:07:30.000 --> 00:07:35.000]   Some encounters take place at the Ford of Jabbok,
[00:07:35.000 --> 00:07:41.040]   crossing over and exist with the wrestling of God.
[00:07:41.040 --> 00:07:43.520]   So today our first encounter we're gonna look at
[00:07:43.520 --> 00:07:46.580]   is a man who is a liar, who's a thief,
[00:07:46.580 --> 00:07:50.040]   who swindles, who doesn't have it all right,
[00:07:50.040 --> 00:07:52.260]   who cheats to get ahead.
[00:07:52.260 --> 00:07:54.960]   We're gonna look at the man called Jacob today.
[00:07:54.960 --> 00:07:57.320]   Jacob's, well, there's a Jacob here.
[00:07:57.320 --> 00:07:58.240]   I'm sorry, bro.
[00:07:58.240 --> 00:08:02.040]   Jacob has a wild story.
[00:08:02.040 --> 00:08:03.120]   He's a twin.
[00:08:03.120 --> 00:08:04.760]   He's a younger brother, right?
[00:08:04.760 --> 00:08:09.720]   And God would tell his mother that the youngest son
[00:08:09.720 --> 00:08:10.760]   would lead the oldest.
[00:08:10.760 --> 00:08:13.520]   I think the verbatim is the oldest will bow down
[00:08:13.520 --> 00:08:16.360]   and submit to the younger one.
[00:08:16.360 --> 00:08:17.600]   This was Jacob's prophecy.
[00:08:17.600 --> 00:08:18.680]   This was counter-cultural.
[00:08:18.680 --> 00:08:19.640]   This wasn't normal.
[00:08:19.640 --> 00:08:21.320]   Normally the inheritance and the blessing
[00:08:21.320 --> 00:08:23.840]   goes to the oldest son, but Jacob as a twin
[00:08:23.840 --> 00:08:26.200]   ends up being the second son, and there's a promise
[00:08:26.200 --> 00:08:29.160]   that he would be the one to carry it forward.
[00:08:29.160 --> 00:08:31.680]   And it's important that we understand Jacob's name
[00:08:31.680 --> 00:08:33.560]   'cause names mean something.
[00:08:33.560 --> 00:08:36.160]   Names are not just, you know, what's popular,
[00:08:36.160 --> 00:08:38.120]   top 100 girl names or guy names this year.
[00:08:38.120 --> 00:08:39.840]   Names were super significant.
[00:08:39.840 --> 00:08:41.760]   You named someone something because you wanted
[00:08:41.760 --> 00:08:45.200]   to see something in them or in a response to a promise
[00:08:45.200 --> 00:08:47.760]   or because God had done something.
[00:08:47.760 --> 00:08:50.480]   So your name was a sense of your identity.
[00:08:50.480 --> 00:08:54.160]   A name was a sense of foreshadowing or reputation.
[00:08:54.160 --> 00:08:57.400]   And Jacob's name would mean the supplanter
[00:08:57.400 --> 00:09:00.440]   or the heel grabber because, silly enough,
[00:09:00.440 --> 00:09:02.680]   when he came out of the womb, he was holding on
[00:09:02.680 --> 00:09:04.360]   to his brother's heel.
[00:09:04.360 --> 00:09:05.560]   So his parents saw that and they're like,
[00:09:05.560 --> 00:09:07.000]   oh, this guy's ambitious.
[00:09:07.000 --> 00:09:08.960]   We're gonna call him Jacob.
[00:09:08.960 --> 00:09:09.800]   And that would be his name.
[00:09:09.800 --> 00:09:13.640]   In Genesis 26, God would tell Rebecca
[00:09:13.640 --> 00:09:17.560]   that the children wrestle and struggle inside of you.
[00:09:17.560 --> 00:09:23.640]   Jacob would earn the full aspect of his name later on,
[00:09:23.640 --> 00:09:25.480]   which I think some of us who are familiar
[00:09:25.480 --> 00:09:27.560]   would think Jacob means deceiver.
[00:09:27.560 --> 00:09:29.720]   So for those of us familiar with the story,
[00:09:29.720 --> 00:09:32.720]   Jacob tricks his older brother Esau.
[00:09:32.720 --> 00:09:37.400]   He deceives him into selling his birthright for some stew,
[00:09:37.400 --> 00:09:38.800]   for some stew.
[00:09:38.800 --> 00:09:40.800]   I mean, talk about a low bar.
[00:09:40.800 --> 00:09:42.880]   So his brother sells his birthright.
[00:09:42.880 --> 00:09:44.040]   Jacob ends up taking it.
[00:09:44.040 --> 00:09:46.400]   Jacob ends up lying in the inheritance swap
[00:09:46.400 --> 00:09:50.480]   and he takes what was just meant for his brother.
[00:09:50.480 --> 00:09:52.280]   And Esau would say this in his complaint.
[00:09:52.280 --> 00:09:54.200]   Is he not rightly named Jacob
[00:09:54.200 --> 00:09:56.280]   for he has cheated me these two times?
[00:09:56.280 --> 00:09:57.840]   He took away my birthright
[00:09:57.840 --> 00:10:00.880]   and behold, he has taken away my blessing.
[00:10:00.880 --> 00:10:03.360]   Jacob is a deceiver.
[00:10:03.360 --> 00:10:05.120]   He's the one who steals to get ahead.
[00:10:05.120 --> 00:10:07.240]   He's the one who cheats to get to first place.
[00:10:07.240 --> 00:10:09.880]   He supplants or trips up his brother.
[00:10:09.880 --> 00:10:12.800]   He wrestles him in the womb, wrestles him in birth,
[00:10:12.800 --> 00:10:15.000]   and wrestles him in their relationship.
[00:10:15.000 --> 00:10:16.120]   But don't worry, it gets better.
[00:10:16.120 --> 00:10:18.000]   Jacob is holistic in his wrestling.
[00:10:18.000 --> 00:10:20.040]   He doesn't just leave it to his brother.
[00:10:20.040 --> 00:10:22.280]   He continues wrestling in other aspects of his life.
[00:10:22.280 --> 00:10:23.760]   His brother wants to kill him
[00:10:23.760 --> 00:10:26.200]   because he has taken what belonged to him.
[00:10:26.200 --> 00:10:27.680]   So Jacob runs and flees
[00:10:27.680 --> 00:10:30.720]   and he meets this woman named Rachel.
[00:10:30.720 --> 00:10:31.720]   Beautiful woman, I guess,
[00:10:31.720 --> 00:10:34.400]   because he's willing to enter into a contract
[00:10:34.400 --> 00:10:38.600]   to work seven years so that he can marry her.
[00:10:38.600 --> 00:10:41.240]   The story goes he works seven years
[00:10:41.240 --> 00:10:44.600]   and he thinks he's gonna get Rachel.
[00:10:44.600 --> 00:10:48.240]   On the wedding day, he actually doesn't get Rachel.
[00:10:48.240 --> 00:10:49.600]   The dad tricked him.
[00:10:49.600 --> 00:10:51.880]   The dad deceived him.
[00:10:51.880 --> 00:10:53.240]   The dad wrestled with him.
[00:10:53.240 --> 00:10:56.520]   And actually he gives him the other daughter, Leah.
[00:10:56.520 --> 00:10:59.720]   And Jacob's annoyed because, Bible says this,
[00:10:59.720 --> 00:11:03.040]   Rachel was the beautiful one, Leah was not so much.
[00:11:04.040 --> 00:11:07.480]   So he couldn't get Rachel because he had just gotten Leah.
[00:11:07.480 --> 00:11:09.480]   So the father's like, well, if you want Rachel,
[00:11:09.480 --> 00:11:11.600]   I'm not gonna give you both of my daughters for one price.
[00:11:11.600 --> 00:11:13.600]   You have to work another seven more years.
[00:11:13.600 --> 00:11:16.360]   So Jacob's been working for 14 years
[00:11:16.360 --> 00:11:18.640]   just to get the thing he thought he deserved.
[00:11:18.640 --> 00:11:21.520]   Wrestling.
[00:11:21.520 --> 00:11:22.360]   And it continues.
[00:11:22.360 --> 00:11:27.360]   His land and his property, his sheep and his cattle end up,
[00:11:27.360 --> 00:11:28.720]   him and Laban live in the same area.
[00:11:28.720 --> 00:11:30.960]   They've decided to separate into two parts of the space
[00:11:30.960 --> 00:11:32.800]   so that there would be no mixing.
[00:11:32.800 --> 00:11:34.520]   And all of Laban's things would be Laban's,
[00:11:34.520 --> 00:11:36.200]   all of Jacob's things would be Jacob's.
[00:11:36.200 --> 00:11:40.040]   But all of Jacob's cattle are bigger and stronger
[00:11:40.040 --> 00:11:42.760]   and look better and look healthier than Laban's,
[00:11:42.760 --> 00:11:46.360]   which creates conflict between him and his father-in-law.
[00:11:46.360 --> 00:11:47.200]   Wrestling.
[00:11:47.200 --> 00:11:49.200]   This theme of wrestling just continues
[00:11:49.200 --> 00:11:51.080]   and continues for Jacob.
[00:11:51.080 --> 00:11:54.240]   He wrestles with Esau.
[00:11:54.240 --> 00:11:57.160]   He wrestles with Laban.
[00:11:57.160 --> 00:11:59.040]   He uses strategy to try and figure out
[00:11:59.360 --> 00:12:01.640]   how do I get myself out of these situations?
[00:12:01.640 --> 00:12:03.320]   How do I get what I deserve?
[00:12:03.320 --> 00:12:05.240]   He fights, he wrestles.
[00:12:05.240 --> 00:12:07.320]   This is just his life at this point.
[00:12:07.320 --> 00:12:12.520]   But it would appear that God wanted more
[00:12:12.520 --> 00:12:14.720]   from him and of him.
[00:12:14.720 --> 00:12:17.400]   And so when we take a look here at Genesis 32
[00:12:17.400 --> 00:12:20.880]   where we have that famous encounter,
[00:12:20.880 --> 00:12:22.320]   starting at verse 22, it says this.
[00:12:22.320 --> 00:12:25.400]   The same night he, speaking of Jacob, arose,
[00:12:25.400 --> 00:12:28.520]   took his two wives, his two female servants,
[00:12:28.520 --> 00:12:33.040]   his 11 children, crossed the ford at Jabbok.
[00:12:33.040 --> 00:12:35.440]   He took them and sent them across the stream
[00:12:35.440 --> 00:12:37.400]   and everything else that he had.
[00:12:37.400 --> 00:12:39.400]   And Jacob was left alone.
[00:12:39.400 --> 00:12:44.080]   And a man wrestled with him until the breaking of the day.
[00:12:44.080 --> 00:12:46.480]   When the man saw that he did not prevail against Jacob,
[00:12:46.480 --> 00:12:49.880]   he touched his hip socket and Jacob's hip
[00:12:49.880 --> 00:12:52.880]   was put out of joint as he wrestled with him.
[00:12:52.880 --> 00:12:55.240]   Then he said, "Let me go for the day is broken."
[00:12:55.240 --> 00:12:57.280]   But Jacob said, "I will not let you go
[00:12:57.280 --> 00:12:59.040]   unless you bless me."
[00:12:59.040 --> 00:13:00.240]   And he said, "What is your name?"
[00:13:00.240 --> 00:13:01.280]   He said, "Jacob."
[00:13:01.280 --> 00:13:03.880]   Then he said, "You shall no longer be called Jacob,
[00:13:03.880 --> 00:13:07.720]   but Israel, for you have striven with God and with men
[00:13:07.720 --> 00:13:08.880]   and have prevailed."
[00:13:08.880 --> 00:13:13.280]   Then Jacob asked him, "Please tell me your name."
[00:13:13.280 --> 00:13:15.840]   But he said, "Why is it that you ask my name?"
[00:13:15.840 --> 00:13:18.080]   And there he blessed him.
[00:13:18.080 --> 00:13:21.800]   So Jacob called the name of this place Peniel,
[00:13:21.800 --> 00:13:24.240]   saying, "I have seen God face to face
[00:13:24.240 --> 00:13:27.240]   and yet my life has been delivered."
[00:13:27.240 --> 00:13:29.040]   What has happened in this moment?
[00:13:29.040 --> 00:13:31.120]   Just a little bit of more context
[00:13:31.120 --> 00:13:33.160]   so that we really get this wrestle
[00:13:33.160 --> 00:13:35.960]   because this is a massive encounter with God.
[00:13:35.960 --> 00:13:38.160]   This is an orthodox encounter with God.
[00:13:38.160 --> 00:13:39.320]   We have to understand.
[00:13:39.320 --> 00:13:41.120]   So Jacob is getting ready to go back home.
[00:13:41.120 --> 00:13:43.920]   He's been away from home for all these years
[00:13:43.920 --> 00:13:47.000]   and he's carrying his family and all the things he has.
[00:13:47.000 --> 00:13:49.600]   And he gets word that his brother,
[00:13:49.600 --> 00:13:52.760]   who hated him, wanted to kill him, was ahead of him.
[00:13:52.760 --> 00:13:54.520]   So naturally that scares him.
[00:13:54.520 --> 00:13:55.520]   Then the word gets worse.
[00:13:55.520 --> 00:14:00.520]   His brother is with 400 men ahead of him.
[00:14:00.520 --> 00:14:03.000]   Naturally, Jacob gets a little nervous,
[00:14:03.000 --> 00:14:04.320]   slows down a little bit and thinks,
[00:14:04.320 --> 00:14:05.240]   "Okay, well, what do I do?
[00:14:05.240 --> 00:14:07.440]   I have a wife, I have two wives, I have kids,
[00:14:07.440 --> 00:14:09.280]   I have 11 children, I have all this stuff.
[00:14:09.280 --> 00:14:11.600]   How are we gonna make it if my brother
[00:14:11.600 --> 00:14:13.440]   wants revenge for what I've done?"
[00:14:13.440 --> 00:14:16.480]   He is in a desperate, broken moment.
[00:14:16.480 --> 00:14:17.680]   So he gets clever.
[00:14:17.680 --> 00:14:21.400]   He sends some of his best stuff ahead.
[00:14:21.400 --> 00:14:22.960]   He goes, "Take this to Esau."
[00:14:22.960 --> 00:14:26.600]   And you see Esau say, "These are gifts from Jacob."
[00:14:26.600 --> 00:14:29.360]   So he tries to use a little bit of cleverness, strategy,
[00:14:29.360 --> 00:14:32.280]   maybe not trickery, but a little bit of deceit.
[00:14:32.280 --> 00:14:33.440]   He doesn't really wanna give him gifts.
[00:14:33.440 --> 00:14:35.360]   He just doesn't wanna get killed, right?
[00:14:35.360 --> 00:14:36.200]   Makes sense.
[00:14:36.200 --> 00:14:37.160]   He's doing the best that he can.
[00:14:37.160 --> 00:14:39.240]   He's doing what he thinks he needs to do,
[00:14:39.240 --> 00:14:40.080]   but he's worried.
[00:14:40.080 --> 00:14:41.480]   He's at his lowest point here.
[00:14:41.480 --> 00:14:46.160]   He has all this stuff, yet he still is at this moment of,
[00:14:46.160 --> 00:14:47.200]   "What do I do?"
[00:14:47.200 --> 00:14:52.200]   And tension and brokenness, the unexpected, then happens.
[00:14:52.960 --> 00:14:55.600]   He's unprepared, and unexpectedly,
[00:14:55.600 --> 00:14:58.760]   he has this encounter with God in the form of a fight.
[00:14:58.760 --> 00:14:59.840]   I'm just gonna be honest.
[00:14:59.840 --> 00:15:03.280]   When I encounter God, I hope he's not trying to fight me.
[00:15:03.280 --> 00:15:05.680]   Right, like that must have been a moment.
[00:15:05.680 --> 00:15:08.220]   But how poetically beautiful is it
[00:15:08.220 --> 00:15:11.320]   that most of Jacob's life has been marked symbolically
[00:15:11.320 --> 00:15:12.960]   with this aspect of wrestling.
[00:15:12.960 --> 00:15:14.960]   And when he encounters God,
[00:15:14.960 --> 00:15:19.240]   his encounter with him is through what?
[00:15:19.240 --> 00:15:21.400]   Through a wrestle, through a struggle.
[00:15:21.400 --> 00:15:26.400]   God meets him in a language that he is overly familiar with.
[00:15:26.400 --> 00:15:28.600]   And the first thing we have to note here
[00:15:28.600 --> 00:15:32.080]   is how God meets him on these challenging terms.
[00:15:32.080 --> 00:15:35.040]   The context of his situation were not ideal.
[00:15:35.040 --> 00:15:39.840]   God meets him here in his mess, in his brokenness.
[00:15:39.840 --> 00:15:43.560]   When we need him the most, that's when God meets us.
[00:15:43.560 --> 00:15:45.660]   And I think it's something that we have to keep in mind
[00:15:45.660 --> 00:15:48.600]   because a lot of us subconsciously live in a way
[00:15:48.600 --> 00:15:51.600]   that seeks out pleasure and avoids pain.
[00:15:51.600 --> 00:15:53.560]   But what if it's in the pain
[00:15:53.560 --> 00:15:55.400]   that God plans to speak the loudest?
[00:15:55.400 --> 00:15:59.320]   What if it's in the pain that God plans on encountering you?
[00:15:59.320 --> 00:16:04.420]   If our life is constantly avoiding the difficult,
[00:16:04.420 --> 00:16:10.380]   do we potentially avoid these encounters with God?
[00:16:10.380 --> 00:16:11.880]   So if you're struggling,
[00:16:11.880 --> 00:16:14.860]   if you're in a place of brokenness,
[00:16:14.860 --> 00:16:17.600]   if your life is going less than expected,
