
[00:00:00.000 --> 00:00:02.000]   How's everyone doing?
[00:01:34.720 --> 00:01:37.920]   this wedding planner turned into a funeral planner.
[00:01:37.920 --> 00:01:40.960]   He was learning about life and death
[00:01:40.960 --> 00:01:43.240]   through this whole funeral experience.
[00:01:43.240 --> 00:01:46.340]   And while the name, the Chinese name of this movie
[00:01:46.340 --> 00:01:49.160]   was actually taken from the very rituals
[00:01:49.160 --> 00:01:52.160]   that Taoists perform at a Chinese funeral,
[00:01:52.160 --> 00:01:54.620]   but it's not about all these religious
[00:01:54.620 --> 00:01:55.880]   or spiritual practices.
[00:01:55.880 --> 00:02:00.480]   It's more about finding out the meaning of life and death.
[00:02:00.480 --> 00:02:03.240]   But today, I don't wanna talk about this movie.
[00:02:03.240 --> 00:02:05.280]   I'm not gonna spoil it for you guys.
[00:02:05.280 --> 00:02:08.120]   I do wanna zoom in a little bit
[00:02:08.120 --> 00:02:10.480]   into one particular character.
[00:02:10.480 --> 00:02:13.040]   So there is this family behind the screen,
[00:02:13.040 --> 00:02:14.760]   behind me on the screen, there is this family,
[00:02:14.760 --> 00:02:17.560]   the oldest guy, it's the Taoist priest.
[00:02:17.560 --> 00:02:19.080]   He perform all the rituals.
[00:02:19.080 --> 00:02:20.760]   In Chinese, we call him (speaks in foreign language)
[00:02:20.760 --> 00:02:24.240]   and he does all the very funny dance,
[00:02:24.240 --> 00:02:26.200]   and so that's what he does.
[00:02:26.200 --> 00:02:28.720]   And he actually has a son,
[00:02:28.720 --> 00:02:30.760]   and very conveniently, his son followed
[00:02:30.760 --> 00:02:33.640]   his father's footsteps and also became a Taoist priest,
[00:02:33.640 --> 00:02:36.160]   and this would be his son right here.
[00:02:36.160 --> 00:02:38.900]   But somehow, this son of his,
[00:02:38.900 --> 00:02:41.480]   who himself is a Taoist priest,
[00:02:41.480 --> 00:02:44.260]   he actually married a Catholic lady,
[00:02:44.260 --> 00:02:46.880]   or a Christian, a Catholic lady,
[00:02:46.880 --> 00:02:49.360]   and they gave birth to a very cute son,
[00:02:49.360 --> 00:02:52.600]   and the son follow his mom to be a Catholic.
[00:02:52.600 --> 00:02:55.200]   And so this is a true Hong Kong story
[00:02:55.200 --> 00:02:57.240]   in many different sense,
[00:02:57.240 --> 00:02:59.200]   but one of the way it's very Hong Kong
[00:02:59.200 --> 00:03:02.320]   is that as this boy is growing up,
[00:03:02.320 --> 00:03:04.320]   he needs to apply for a school.
[00:03:04.320 --> 00:03:07.060]   And of course, his mom would want him to apply
[00:03:07.060 --> 00:03:10.560]   to get into a Catholic school or a Christian school,
[00:03:10.560 --> 00:03:12.360]   and this is a true Hong Kong story
[00:03:12.360 --> 00:03:15.520]   because the school said if both parents
[00:03:15.520 --> 00:03:17.720]   are baptized into the church,
[00:03:17.720 --> 00:03:21.080]   the boy would get extra points to get into the school.
[00:03:21.080 --> 00:03:23.220]   Very Hong Kong, right?
[00:03:23.220 --> 00:03:26.520]   So like what all mothers would do,
[00:03:26.520 --> 00:03:29.640]   this mom, wearing that hat behind the husband,
[00:03:29.640 --> 00:03:31.200]   required, asked the husband,
[00:03:31.200 --> 00:03:33.660]   "Hey, could you get baptized?"
[00:03:33.660 --> 00:03:37.720]   She asked a Taoist priest to get baptized,
[00:03:37.720 --> 00:03:39.320]   and of course, for the son, the priest said,
[00:03:39.320 --> 00:03:42.080]   "Yeah, I'll do it, I'll do it for him."
[00:03:42.080 --> 00:03:44.920]   And later, okay, I know this is a bit of a spoiler,
[00:03:44.920 --> 00:03:46.920]   but I promise, just this little bit, all right?
[00:03:46.920 --> 00:03:49.000]   You can still go to watch the movie.
[00:03:49.000 --> 00:03:53.400]   It's still very enjoyable with this little bit of spoiler.
[00:03:53.400 --> 00:03:57.060]   So there was one time the whole family was having dinner,
[00:03:57.060 --> 00:03:59.160]   and the wife was doing this,
[00:03:59.160 --> 00:04:00.720]   "Hey, hey, hey."
[00:04:00.720 --> 00:04:02.320]   Like what?
[00:04:02.320 --> 00:04:04.360]   Hey, now you're baptized.
[00:04:04.360 --> 00:04:08.120]   You gotta say grace before your dinner.
[00:04:08.120 --> 00:04:10.800]   And so the Taoist priest, the younger one,
[00:04:10.800 --> 00:04:15.700]   was forced to say grace in front of the entire family,
[00:04:15.700 --> 00:04:20.080]   and you could imagine what his father would react to that.
[00:04:20.080 --> 00:04:24.220]   It's funny, you know, there are so many,
[00:04:24.220 --> 00:04:27.980]   there are so many modern movies and TV shows
[00:04:27.980 --> 00:04:31.840]   that they would include kind of like a Christian character
[00:04:31.840 --> 00:04:35.600]   or a character with Christian or Catholic faith background
[00:04:35.600 --> 00:04:37.880]   into the plot.
[00:04:37.880 --> 00:04:40.320]   And in other shows and movies we watch,
[00:04:40.320 --> 00:04:41.960]   we sometimes would see that.
[00:04:41.960 --> 00:04:45.240]   Yet, it's also not uncommon that the portrayal
[00:04:45.240 --> 00:04:48.840]   of these characters and their faith
[00:04:48.840 --> 00:04:52.000]   sometimes is quite negative.
[00:04:52.000 --> 00:04:56.880]   In pop culture, when a Christian is in the plot of a movie
[00:04:56.880 --> 00:05:00.840]   or a TV show, well, at best, that character,
[00:05:00.840 --> 00:05:02.920]   what they wanna show you is that this character
[00:05:02.920 --> 00:05:04.600]   is quite committed,
[00:05:04.600 --> 00:05:08.680]   or this character has very strong moral values.
[00:05:08.680 --> 00:05:11.320]   But strong moral values sometimes means this character
[00:05:11.320 --> 00:05:13.400]   is sort of like conservative.
[00:05:13.400 --> 00:05:16.560]   Or old-fashioned.
[00:05:16.560 --> 00:05:21.520]   Or stubborn, illogical,
[00:05:21.520 --> 00:05:24.560]   judgmental, and worst case scenario,
[00:05:24.560 --> 00:05:26.800]   this guy is hypocritical.
[00:05:26.800 --> 00:05:30.720]   This is how Christians are being seen
[00:05:30.720 --> 00:05:34.080]   in our modern day pop culture or in entertainment.
[00:05:34.080 --> 00:05:35.840]   And sometimes we think that, you know what,
[00:05:35.840 --> 00:05:37.400]   this is just stereotype,
[00:05:37.400 --> 00:05:39.280]   just because they never step foot in a church,
[00:05:39.280 --> 00:05:41.400]   they never meet people like you and me,
[00:05:41.400 --> 00:05:44.000]   that's why they have such a stereotype.
[00:05:44.000 --> 00:05:45.760]   Perhaps that's what we're thinking.
[00:05:45.760 --> 00:05:49.480]   To a certain degree, I agree,
[00:05:49.480 --> 00:05:51.160]   because they haven't met you guys,
[00:05:51.160 --> 00:05:53.680]   so that's why they don't know better, right?
[00:05:53.680 --> 00:05:57.900]   But maybe some of us here, we're rather new to this faith.
[00:05:57.900 --> 00:06:00.480]   Maybe a couple weeks ago, you were not Christians yet,
[00:06:00.480 --> 00:06:04.600]   and that's also how you used to see Christianity,
[00:06:04.600 --> 00:06:06.680]   that's how you used to see Christians,
[00:06:06.680 --> 00:06:09.000]   that's how you used to see people in the church.
[00:06:09.000 --> 00:06:11.560]   We're like, old-fashioned, judgmental, hypocritical,
[00:06:11.560 --> 00:06:13.880]   until you have an encounter with Jesus himself
[00:06:13.880 --> 00:06:16.120]   and you join a community of faith
[00:06:16.120 --> 00:06:18.240]   and you find, oh, maybe it's not that bad,
[00:06:18.240 --> 00:06:20.240]   it's a little bit different.
[00:06:20.240 --> 00:06:23.960]   Or maybe you're sitting here right now
[00:06:23.960 --> 00:06:26.320]   even feeling a little bit uncomfortable
[00:06:26.320 --> 00:06:29.240]   when you hear the name Christian
[00:06:29.240 --> 00:06:31.440]   being associated with all these qualities
[00:06:31.440 --> 00:06:33.040]   I just mentioned.
[00:06:33.040 --> 00:06:37.440]   But my point is, collectively as a church,
[00:06:37.440 --> 00:06:40.600]   we may have certain reputations.
[00:06:40.600 --> 00:06:47.000]   I know some of you understand what I'm talking about,
[00:06:47.000 --> 00:06:48.320]   I can feel it.
[00:06:48.320 --> 00:06:51.720]   I know sometimes those labels on us,
[00:06:51.720 --> 00:06:53.420]   they may not do us justice,
[00:06:53.420 --> 00:06:56.160]   but I would also like to call us
[00:06:56.160 --> 00:06:59.480]   to a place of reflection today, church.
[00:06:59.480 --> 00:07:02.840]   What do these impressions about Christians come from?
[00:07:02.840 --> 00:07:04.440]   Where do they come from?
[00:07:04.440 --> 00:07:07.600]   What are we known for in this city?
[00:07:07.600 --> 00:07:11.560]   What are we known for as a church here in Yuen Long?
[00:07:11.560 --> 00:07:16.000]   Interestingly, when we open up the New Testament
[00:07:16.000 --> 00:07:18.000]   and look at a group of people
[00:07:18.000 --> 00:07:20.280]   who are known as the Pharisees,
[00:07:20.280 --> 00:07:23.080]   they have certain reputations as well.
[00:07:23.080 --> 00:07:26.920]   As a New Testament reader, as we read through this book,
[00:07:26.920 --> 00:07:29.580]   we probably form our opinions about them
[00:07:29.580 --> 00:07:31.760]   based on the narratives and the comments
[00:07:31.760 --> 00:07:34.240]   about this, you know, in the gospel story
[00:07:34.240 --> 00:07:35.680]   about this group of people.
[00:07:35.680 --> 00:07:38.900]   And we normally know the Pharisees as they're stubborn,
[00:07:38.900 --> 00:07:41.440]   they're judgmental, legalistic,
[00:07:41.440 --> 00:07:44.500]   a self-righteous, hypocritic.
[00:07:44.500 --> 00:07:46.840]   That's what, that's how we see them.
[00:07:46.840 --> 00:07:50.320]   And surely if one of them, one of these Pharisees,
[00:07:50.320 --> 00:07:51.960]   if they were alive today,
[00:07:51.960 --> 00:07:56.960]   and if he stand right here with us in this room right now,
[00:07:56.960 --> 00:07:58.940]   he would tell you,
[00:07:58.940 --> 00:08:01.160]   or he would try to tell you a different story.
[00:08:01.160 --> 00:08:04.960]   He would try to disagree with all the labels we had on them.
[00:08:04.960 --> 00:08:07.480]   And he would start to explain to us
[00:08:07.480 --> 00:08:09.720]   what Pharisees believe in
[00:08:09.720 --> 00:08:12.780]   and what they, what are the practices all about.
[00:08:12.780 --> 00:08:16.140]   They were actually a group or a movement
[00:08:16.140 --> 00:08:20.040]   started about 150 years before the time of Jesus.
[00:08:20.040 --> 00:08:23.320]   That's a period of time between the Old Testament
[00:08:23.320 --> 00:08:25.160]   and the New Testament.
[00:08:25.160 --> 00:08:27.800]   And just as the prophet Daniel prophesied
[00:08:27.800 --> 00:08:29.440]   in the Old Testament,
[00:08:29.440 --> 00:08:33.760]   there were rulers or nations rising to power
[00:08:33.760 --> 00:08:36.280]   to rule over the Jews or Israel
[00:08:36.280 --> 00:08:38.800]   after they returned from exile.
[00:08:38.800 --> 00:08:41.760]   We know that Persia actually replaced Babylon
[00:08:41.760 --> 00:08:43.840]   as the new superpower.
[00:08:43.840 --> 00:08:46.680]   And then we all heard about Alexander the Great,
[00:08:46.680 --> 00:08:51.520]   his Greek empire took over the entire region.
[00:08:51.520 --> 00:08:54.160]   And then it was the Romans.
[00:08:54.160 --> 00:08:57.220]   But when Alexander the Great,
[00:08:57.220 --> 00:09:00.160]   when the Greek empire took over that area,
[00:09:00.160 --> 00:09:01.960]   they tried to do something.
[00:09:01.960 --> 00:09:04.160]   Well, the Romans actually copied them as well.
[00:09:04.160 --> 00:09:07.520]   They tried to export their own culture,
[00:09:07.520 --> 00:09:10.840]   their language, their practices, their philosophies.
[00:09:10.840 --> 00:09:13.840]   They've been teaching everyone in the entire empire
[00:09:13.840 --> 00:09:16.880]   in different regions, how to talk right in Greek,
[00:09:16.880 --> 00:09:19.360]   how to think like a Greek, they've been doing that.
[00:09:19.360 --> 00:09:22.520]   So that's why in the New Testament,
[00:09:22.520 --> 00:09:26.160]   the language of the Bible is no longer written in Hebrew.
[00:09:26.160 --> 00:09:29.920]   It's actually written in Greek, Koine Greek.
[00:09:29.920 --> 00:09:31.680]   Oh, yes, yes, positive, yes.
[00:09:31.680 --> 00:09:33.720]   It's Koine Greek, it's not classical Greek,
[00:09:33.720 --> 00:09:35.440]   it's not the modern Greek we're reading.
[00:09:35.440 --> 00:09:36.920]   It's a very special form of Greek
[00:09:36.920 --> 00:09:38.920]   that was popular during that time.
[00:09:38.920 --> 00:09:43.080]   But we read the New Testament or it's written in Greek.
[00:09:43.080 --> 00:09:44.400]   But not just that.
[00:09:44.400 --> 00:09:49.400]   When this language, we do have a lot of Hong Kongers here
[00:09:49.400 --> 00:09:52.160]   who are slightly more mature in age,
[00:09:52.160 --> 00:09:54.520]   who were born before 1997.
[00:09:54.520 --> 00:09:58.080]   So you would have a sense of, you know what it means
[00:09:58.080 --> 00:09:59.760]   to be in a colony.
[00:09:59.760 --> 00:10:06.000]   Well, some of us here, like myself, I'm Chinese,
[00:10:06.000 --> 00:10:08.320]   well, speaking about my ethnicity,
[00:10:08.320 --> 00:10:10.120]   but I grew up learning English.
[00:10:10.120 --> 00:10:11.880]   That's why I can preach here today.
[00:10:11.880 --> 00:10:16.240]   I grew up learning English because we were a British colony.
[00:10:16.240 --> 00:10:19.720]   And I don't just learn English, I learn,
[00:10:19.720 --> 00:10:23.080]   I pick up the way how English speakers would think.
[00:10:23.080 --> 00:10:25.840]   I pick up the way, I pick up Western philosophies as well.
[00:10:25.840 --> 00:10:27.560]   Because of that, I pick up a little bit,
[00:10:27.560 --> 00:10:31.640]   just a little bit of Westerner kind of lifestyle.
[00:10:31.640 --> 00:10:34.320]   So when these Jewish people,
[00:10:34.320 --> 00:10:38.680]   when they were being influenced by the Greek or Roman culture,
[00:10:38.680 --> 00:10:43.680]   it's not just the language they spoke that was influenced.
[00:10:43.680 --> 00:10:46.640]   It's also the way they think, the way they see life,
[00:10:46.640 --> 00:10:49.920]   and they slowly shifted away
[00:10:49.920 --> 00:10:53.120]   from the original Hebrew roots.
[00:10:53.120 --> 00:10:56.320]   And there was a group of Jewish people, they saw that.
[00:10:56.320 --> 00:11:01.320]   They saw how the people are no longer rooted in their faith,
[00:11:01.320 --> 00:11:03.760]   in this Hebrew faith of theirs.
[00:11:03.760 --> 00:11:05.640]   And so they decided to do something.
[00:11:05.640 --> 00:11:07.840]   And they recognize that if there's one thing
[00:11:07.840 --> 00:11:11.720]   that sets them apart from the rest of all the other nations
[00:11:11.720 --> 00:11:15.480]   or people around them, that would actually be God's word.
[00:11:15.480 --> 00:11:17.760]   More precisely, that would be the law of God,
[00:11:17.760 --> 00:11:19.480]   the law of Moses.
[00:11:19.480 --> 00:11:21.800]   And so this particular group of people,
[00:11:21.800 --> 00:11:25.480]   they started devoting themselves to studying,
[00:11:25.480 --> 00:11:27.960]   translating a little bit as well,
[00:11:27.960 --> 00:11:31.560]   studying, they copy it, and they started teaching
[00:11:31.560 --> 00:11:35.080]   the word of God or the law or the prophets.
[00:11:35.080 --> 00:11:36.720]   And these group of people, they said,
[00:11:36.720 --> 00:11:39.120]   "We must align our lifestyle
[00:11:39.120 --> 00:11:42.000]   "with the standard of the law of Moses."
[00:11:42.000 --> 00:11:43.160]   And that's not enough.
[00:11:43.160 --> 00:11:46.080]   Sometimes we don't know specifically in our everyday life
[00:11:46.080 --> 00:11:47.840]   how we can actually practice that.
[00:11:47.840 --> 00:11:50.040]   So perhaps we should come up,
[00:11:50.040 --> 00:11:52.000]   we should extend it a little bit,
[00:11:52.000 --> 00:11:53.400]   give it a little bit of commentary,
[00:11:53.400 --> 00:11:56.400]   and we have all these oral traditions.
[00:11:56.400 --> 00:12:01.000]   And this group of people, now we know them as the Pharisees.
[00:12:01.000 --> 00:12:03.960]   If we look at the name Pharisee itself,
[00:12:03.960 --> 00:12:08.600]   it's actually from an Aramaic word called perushim.
[00:12:08.600 --> 00:12:13.480]   It actually means to separate, to divide, or distinguish.
[00:12:13.480 --> 00:12:16.560]   So they are saying, "We are the separated ones.
[00:12:16.560 --> 00:12:19.440]   "We're the ones who are set apart."
[00:12:19.440 --> 00:12:20.760]   Does that ring a bell?
[00:12:20.760 --> 00:12:22.400]   Does that sound familiar?
[00:12:22.400 --> 00:12:24.520]   Maybe you've heard of it in the church before as well.
[00:12:24.520 --> 00:12:27.560]   We are the holy one, we are the separated ones,
[00:12:27.560 --> 00:12:30.200]   we are the one that are set apart.
[00:12:30.200 --> 00:12:32.960]   And they just keep doing this and doing this.
[00:12:32.960 --> 00:12:36.360]   They try their best to interpret whatever laws
[00:12:36.360 --> 00:12:38.360]   they know about and how to apply that
[00:12:38.360 --> 00:12:40.120]   in their everyday life.
[00:12:40.120 --> 00:12:43.000]   And so, and they come up with more and more
[00:12:43.000 --> 00:12:45.560]   and more rules and traditions.
[00:12:45.560 --> 00:12:48.120]   If there's one thing this group of Pharisees
[00:12:48.120 --> 00:12:50.040]   they want to be known for,
[00:12:50.040 --> 00:12:53.600]   they want to be known as the righteous people.
[00:12:53.600 --> 00:12:55.880]   They want to be known as the pious people.
[00:12:55.880 --> 00:13:00.640]   But fast forward 150 years later,
[00:13:00.640 --> 00:13:04.840]   when we meet them in the stories of the New Testament,
[00:13:04.840 --> 00:13:09.160]   their reputation wasn't quite what they wished for.
[00:13:09.160 --> 00:13:13.400]   Self-righteous, legalistic, judgmental, hypocritical,
[00:13:13.400 --> 00:13:16.160]   these were their reputations.
[00:13:16.160 --> 00:13:17.840]   And this is how they are remembered
[00:13:17.840 --> 00:13:20.080]   for thousands of years now.
[00:13:20.080 --> 00:13:22.080]   And the problem is church.
[00:13:22.080 --> 00:13:28.000]   There was a gap between what their beliefs stood for
[00:13:28.000 --> 00:13:31.160]   and what they were known for.
[00:13:31.160 --> 00:13:32.480]   Let me repeat again.
[00:13:32.480 --> 00:13:34.920]   I believe this group of Pharisees,
[00:13:34.920 --> 00:13:36.360]   when they first started,
[00:13:36.360 --> 00:13:39.840]   they have every good intention to honor God,
[00:13:39.840 --> 00:13:41.080]   to do His will,
[00:13:41.200 --> 00:13:44.000]   but what their beliefs actually stood for
[00:13:44.000 --> 00:13:47.520]   and what they were ultimately known for,
[00:13:47.520 --> 00:13:48.920]   there's a gap there.
[00:13:48.920 --> 00:13:53.720]   And that's a problem or a question for us today as well.
[00:13:53.720 --> 00:13:57.240]   When we look at our reputation as a church in the city
[00:13:57.240 --> 00:14:01.960]   or as the church in the city or in this world,
[00:14:01.960 --> 00:14:06.960]   is there a gap between what our faith stands for
[00:14:06.960 --> 00:14:09.160]   and what we're known for?
[00:14:09.680 --> 00:14:13.840]   So we reflect on this together today.
[00:14:13.840 --> 00:14:15.640]   I do wanna open the Bible
[00:14:15.640 --> 00:14:20.640]   and read yet another of Jesus's parables with us today.
[00:14:20.640 --> 00:14:23.960]   We're going to look at Luke 14,
[00:14:23.960 --> 00:14:27.480]   and here's the background in first one.
[00:14:27.480 --> 00:14:30.280]   Luke 14, first one, it says this.
[00:14:30.280 --> 00:14:32.880]   One Sabbath when Jesus went to eat
[00:14:32.880 --> 00:14:36.040]   in a house of a prominent Pharisee,
[00:14:36.040 --> 00:14:39.400]   He was being carefully watched.
[00:14:39.400 --> 00:14:44.080]   One verse, but there's tons of information
[00:14:44.080 --> 00:14:45.360]   in this single verse.
[00:14:45.360 --> 00:14:47.400]   So first of all, this is a Sabbath.
[00:14:47.400 --> 00:14:51.960]   And it's important because, again, spoiler alert,
[00:14:51.960 --> 00:14:54.800]   a miracle is gonna happen in this chapter,
[00:14:54.800 --> 00:14:58.280]   and it's gonna take place later.
[00:14:58.280 --> 00:15:00.200]   In the Gospels, all together,
[00:15:00.200 --> 00:15:01.800]   in all four Gospels all together,
[00:15:01.800 --> 00:15:05.200]   there were seven recorded miracles on Sabbath.
[00:15:05.200 --> 00:15:08.320]   And this is the last healing miracle on Sabbath
[00:15:08.320 --> 00:15:12.200]   in the writings of Luke, and there were two before it.
[00:15:12.200 --> 00:15:14.840]   But every single time when Jesus performed
[00:15:14.840 --> 00:15:17.720]   a healing miracle or any miracle on Sabbath,
[00:15:17.720 --> 00:15:21.000]   the result was always that some kind of tension
[00:15:21.000 --> 00:15:25.680]   and conflict would rise up between Him and the Pharisees.
[00:15:25.680 --> 00:15:29.680]   Because in the Pharisees' interpretation of the law,
[00:15:29.680 --> 00:15:34.640]   no work is to be done on Sabbath, like not at all.
[00:15:34.640 --> 00:15:37.520]   And performing miracle, healing someone,
[00:15:37.520 --> 00:15:39.400]   it's actually work.
[00:15:39.400 --> 00:15:40.840]   It's productivity, I guess.
[00:15:40.840 --> 00:15:42.960]   You get someone healed, hallelujah.
[00:15:42.960 --> 00:15:47.080]   But that means if Jesus heals someone on Sabbath,
[00:15:47.080 --> 00:15:48.880]   He's breaking the law.
[00:15:48.880 --> 00:15:51.200]   He's breaking the law of Moses.
[00:15:51.200 --> 00:15:53.520]   That makes Him a very terrible person,
[00:15:53.520 --> 00:15:55.640]   or at least according to their version
[00:15:55.640 --> 00:15:58.120]   or their interpretation of the law.
[00:15:58.120 --> 00:16:02.640]   And so now a leader of the Pharisees invited Jesus
[00:16:02.640 --> 00:16:07.520]   for a meal in his house, and they are watching Him.
[00:16:07.520 --> 00:16:11.040]   My eyes are on you.
[00:16:11.040 --> 00:16:12.880]   We're watching you.
[00:16:12.880 --> 00:16:15.760]   The immediate story tells us that there was a man
[00:16:15.760 --> 00:16:18.760]   that was ill with a disease called dropsy,
[00:16:18.760 --> 00:16:21.080]   some sort of swelling in the body.
[00:16:21.080 --> 00:16:23.720]   But this is interesting.
[00:16:23.720 --> 00:16:26.520]   Sick people, like we've always explained here,
[00:16:26.520 --> 00:16:29.160]   sick people in those days are considered,
[00:16:29.160 --> 00:16:31.880]   they're normally, they're probably sinners.
[00:16:31.880 --> 00:16:36.320]   And these Pharisees who wanna set apart from bad people,
[00:16:36.320 --> 00:16:39.480]   from sinful people, they try to stay away from them
[00:16:39.480 --> 00:16:40.760]   as much as possible.
[00:16:40.760 --> 00:16:45.640]   But in the house of a Pharisee leader,
[00:16:45.640 --> 00:16:47.600]   there is a sick person.
[00:16:47.600 --> 00:16:50.160]   There's a possibly sinner here.
[00:16:50.160 --> 00:16:55.240]   So I could only guess this is probably a setup
[00:16:55.240 --> 00:16:57.760]   'cause they're watching what Jesus is gonna do.
[00:16:57.760 --> 00:16:59.280]   This is totally a setup.
[00:16:59.280 --> 00:17:01.600]   But you know that every time you put a sick person
[00:17:01.600 --> 00:17:03.080]   with Jesus in the same room,
[00:17:03.080 --> 00:17:05.760]   there's only one thing that could happen.
[00:17:05.760 --> 00:17:08.000]   The sick person walks out being healed.
[00:17:08.000 --> 00:17:11.400]   I think we need more of that, amen?
[00:17:11.400 --> 00:17:13.440]   We need more, we need to put sick people
[00:17:13.440 --> 00:17:16.000]   in the same room with Jesus more so that they get healed
[00:17:16.000 --> 00:17:17.800]   so Jesus would perform His miracles.
[00:17:17.800 --> 00:17:18.640]   We need that.
[00:17:18.640 --> 00:17:20.040]   And so that's what happened.
[00:17:20.040 --> 00:17:23.720]   And then this is what's happened next.
[00:17:23.720 --> 00:17:27.160]   I'm gonna start from verse seven.
[00:17:27.160 --> 00:17:29.880]   So when Jesus noticed how the guests
[00:17:29.880 --> 00:17:32.800]   picked the places of honor at the table,
[00:17:32.800 --> 00:17:34.600]   He told them this parable.
[00:17:34.600 --> 00:17:37.120]   When someone invites you to a wedding feast,
[00:17:37.120 --> 00:17:38.880]   do not take the place of honor
[00:17:38.880 --> 00:17:40.880]   for a person more distinguished
[00:17:40.880 --> 00:17:43.040]   than you may have been invited.
[00:17:43.040 --> 00:17:45.680]   If so, the host who invited both of you
[00:17:45.680 --> 00:17:49.400]   will come and say to you, give this person your seat.
[00:17:49.400 --> 00:17:52.440]   Then humiliated, you will have to take
[00:17:52.440 --> 00:17:54.520]   the least important place.
[00:17:54.520 --> 00:17:57.520]   But when you are invited, take the lowest place
[00:17:57.520 --> 00:17:59.520]   so that when your host comes,
[00:17:59.520 --> 00:18:03.920]   he will say to you, friend, move up to a better place.
[00:18:03.920 --> 00:18:06.120]   Then you will be honored in the presence
[00:18:06.120 --> 00:18:07.680]   of all the other guests.
[00:18:07.680 --> 00:18:10.560]   For all those who exhort themselves will be humbled
[00:18:10.560 --> 00:18:13.880]   and those who humble themselves will be exhorted.
[00:18:13.880 --> 00:18:15.840]   Then Jesus said to His host,
[00:18:15.840 --> 00:18:18.160]   when you give a luncheon or dinner,
[00:18:18.160 --> 00:18:21.160]   do not invite your friends, your brothers or sisters,
[00:18:21.160 --> 00:18:23.360]   your relatives or your rich neighbors.
[00:18:23.360 --> 00:18:26.800]   If you do, they may invite you back
[00:18:26.800 --> 00:18:28.760]   and so you will be repaid.
[00:18:28.760 --> 00:18:30.760]   But when you give a banquet,
[00:18:30.760 --> 00:18:33.600]   invite the poor, the crippled, the lame, the blind,
[00:18:33.600 --> 00:18:36.040]   and you will be blessed.
[00:18:36.040 --> 00:18:38.800]   Although they cannot repay you,
[00:18:38.800 --> 00:18:43.800]   you will be repaid at the resurrection of the righteous.
[00:18:43.800 --> 00:18:46.240]   So first of all, when we look at this passage,
[00:18:46.240 --> 00:18:49.720]   who are these guests?
[00:18:49.720 --> 00:18:52.920]   Easy, those are the Pharisees, teachers,
[00:18:52.920 --> 00:18:55.880]   experts of the law who come all the way
[00:18:55.880 --> 00:18:58.760]   just to watch Jesus.
[00:18:58.760 --> 00:19:01.840]   And here Luke described Jesus noticed
[00:19:01.840 --> 00:19:05.080]   how they picked the places of honor,
[00:19:05.080 --> 00:19:09.840]   the front row seats, the head table at the banquet.
[00:19:09.840 --> 00:19:11.440]   To give you a little bit of context,
[00:19:11.440 --> 00:19:13.600]   in a Jewish feast those days,
