
[00:00:00.000 --> 00:00:02.000]  謝謝Ivan,給Ivan掌聲
[00:03:36.000 --> 00:03:38.000]  在我的腦海裡浮現
[00:03:38.000 --> 00:03:40.000]  你覺得
[00:03:40.000 --> 00:03:42.000]  它值不值得
[00:03:42.000 --> 00:03:46.000]  很難回答我這些生死有關的問題
[00:03:46.000 --> 00:03:52.000]  於是我就繼續坐在椅子裡
[00:03:52.000 --> 00:03:54.000]  然後按著這個
[00:03:54.000 --> 00:03:56.000]  四個C來選擇
[00:03:56.000 --> 00:03:58.000]  一顆鑽石 如果你知道什麼是四個C
[00:03:58.000 --> 00:04:00.000]  就是Cut Color, Clarity 和 Carat
[00:04:00.000 --> 00:04:02.000]  是有很嚴格的標準
[00:04:02.000 --> 00:04:04.000]  我就去選了一隻戒指
[00:04:04.000 --> 00:04:06.000]  就滾了一張卡 然後幾個星期之後
[00:04:06.000 --> 00:04:08.000]  我就帶著這顆鑽石戒指飛到新加坡
[00:04:08.000 --> 00:04:10.000]  然後西方人說
[00:04:10.000 --> 00:04:12.000]  The rest is history 其餘的東西
[00:04:12.000 --> 00:04:14.000]  大家可能都已經知道了
[00:04:14.000 --> 00:04:18.000]  我記得那天在這間鑽石店裡
[00:04:18.000 --> 00:04:20.000]  雖然我不是鑽石王
[00:04:20.000 --> 00:04:22.000]  但在這間鑽石店裡
[00:04:22.000 --> 00:04:24.000]  我面對了一個很真實的問題
[00:04:24.000 --> 00:04:26.000]  我面對的問題
[00:04:26.000 --> 00:04:30.000]  就是要令我非常積極地評估
[00:04:30.000 --> 00:04:32.000]  在我人生裡
[00:04:32.000 --> 00:04:34.000]  這個我認為我愛的
[00:04:34.000 --> 00:04:36.000]  這個我想和他共度餘生的人
[00:04:36.000 --> 00:04:38.000]  我可以為他付出多少
[00:04:38.000 --> 00:04:40.000]  我可以為他犧牲多少
[00:04:40.000 --> 00:04:42.000]  我意識到
[00:04:42.000 --> 00:04:46.000]  雖然愛是無形的
[00:04:46.000 --> 00:04:50.000]  但原來愛是可以量度的
[00:04:50.000 --> 00:04:56.000]  愛是可以藉著我們的犧牲量度
[00:04:56.000 --> 00:05:00.000]  這就和耶穌在他離開這個世界之前
[00:05:00.000 --> 00:05:02.000]  他臨上十字架之前
[00:05:02.000 --> 00:05:04.000]  那一晚他和他朋友說的話
[00:05:04.000 --> 00:05:06.000]  是互相呼應
[00:05:06.000 --> 00:05:08.000]  耶穌在他上十字架前那一晚
[00:05:08.000 --> 00:05:10.000]  在他和門徒吃最後的晚餐的時候
[00:05:10.000 --> 00:05:12.000]  在約翰福音第十五章記載了
[00:05:12.000 --> 00:05:14.000]  耶穌說了這句話
[00:05:14.000 --> 00:05:16.000]  人為朋友捨命
[00:05:16.000 --> 00:05:18.000]  人的愛心沒有任何東西可以比這更大
[00:05:18.000 --> 00:05:20.000]  即是什麼呢
[00:05:20.000 --> 00:05:22.000]  一個人對另一個人最大的愛
[00:05:22.000 --> 00:05:26.000]  是通過他自我犧牲的行為
[00:05:26.000 --> 00:05:28.000]  來表達來量度
[00:05:28.000 --> 00:05:30.000]  這就是幾個禮拜前
[00:05:30.000 --> 00:05:32.000]  我和大家分享過的阿加皮的一份愛
[00:05:32.000 --> 00:05:34.000]  當然耶穌在這裡所指的
[00:05:34.000 --> 00:05:36.000]  他為他的朋友去犧牲
[00:05:36.000 --> 00:05:40.000]  即是為你和我去犧牲自己的生命
[00:05:40.000 --> 00:05:44.000]  保羅他用了婚姻來做其中一個意象
[00:05:44.000 --> 00:05:48.000]  去表達耶穌基督和他的教會之間的關係
[00:05:48.000 --> 00:05:50.000]  他用了婚姻來說基督就是新郎
[00:05:50.000 --> 00:05:52.000]  即是新婦就是教會
[00:05:52.000 --> 00:05:54.000]  這裡說的是什麼呢
[00:05:54.000 --> 00:05:58.000]  每一個新郎他都要去做一些準備
[00:05:58.000 --> 00:06:00.000]  付一個代價甚至是作出一些犧牲
[00:06:00.000 --> 00:06:03.000]  去為他的新娘準備一份禮物
[00:06:03.000 --> 00:06:05.000]  錢包真的很痛
[00:06:05.000 --> 00:06:07.000]  我們要準備一份禮物
[00:06:07.000 --> 00:06:11.000]  然後我們邀請新娘進入一段盟約的關係
[00:06:11.000 --> 00:06:16.000]  耶穌在十字架上付出了最大的代價
[00:06:16.000 --> 00:06:19.000]  他預備了永生作為一份禮物
[00:06:19.000 --> 00:06:21.000]  邀請他的教會即是你和我
[00:06:21.000 --> 00:06:23.000]  他等待著我們的答案
[00:06:23.000 --> 00:06:25.000]  等待著我們的Yes
[00:06:25.000 --> 00:06:28.000]  等待著我們的I do 我願意
[00:06:28.000 --> 00:06:31.000]  耶穌在等待我們去回答
[00:06:31.000 --> 00:06:33.000]  愛就是這樣
[00:06:33.000 --> 00:06:36.000]  愛經常都是想找機會去給予
[00:06:36.000 --> 00:06:38.000]  想找機會去付出
[00:06:38.000 --> 00:06:39.000]  找機會去犧牲
[00:06:39.000 --> 00:06:41.000]  不是問我可以拿到什麼
[00:06:41.000 --> 00:06:43.000]  是我可以給到什麼
[00:06:43.000 --> 00:06:45.000]  令這個人可以更快樂
[00:06:45.000 --> 00:06:48.000]  令這個人的面上有一個很美麗的微笑
[00:06:48.000 --> 00:06:50.000]  令這個人的生命可以變得更豐富
[00:06:50.000 --> 00:06:52.000]  我可以做什麼
[00:06:52.000 --> 00:06:55.000]  愛是用犧牲來衡量
[00:06:55.000 --> 00:06:58.000]  當我們和神建立這種關係的時候
[00:06:58.000 --> 00:06:59.000]  我們會發現
[00:06:59.000 --> 00:07:02.000]  首先我們是這份愛的接受一方
[00:07:02.000 --> 00:07:05.000]  我們是在接受神的這份阿加皮的愛
[00:07:05.000 --> 00:07:09.000]  但是這種犧牲的愛會影響我們的心
[00:07:09.000 --> 00:07:10.000]  會影響我們的心靈
[00:07:10.000 --> 00:07:13.000]  當我們意識到我們的心靈
[00:07:13.000 --> 00:07:17.000]  都開始想對這份愛作出一個回應的時候
[00:07:17.000 --> 00:07:20.000]  通常我們對神的這份愛的回應
[00:07:20.000 --> 00:07:23.000]  會通過一個叫敬拜的動作
[00:07:23.000 --> 00:07:25.000]  來表達出來
[00:07:25.000 --> 00:07:27.000]  敬拜的一部分就是
[00:07:27.000 --> 00:07:29.000]  其中一部分就是我們對神
[00:07:29.000 --> 00:07:32.000]  向我們所發出的那份愛
[00:07:32.000 --> 00:07:34.000]  我們去表達一種感謝
[00:07:34.000 --> 00:07:35.000]  我們說主啊我們感謝祢
[00:07:35.000 --> 00:07:37.000]  我們多謝祢
[00:07:37.000 --> 00:07:39.000]  所以你會發現有很多敬拜
[00:07:39.000 --> 00:07:41.000]  我們唱的歌可能都是在說
[00:07:41.000 --> 00:07:43.000]  我們去感謝神對我們的愛
[00:07:43.000 --> 00:07:45.000]  這個愛真的很長闊高深
[00:07:45.000 --> 00:07:46.000]  很棒
[00:07:46.000 --> 00:07:48.000]  但是當我們繼續去
[00:07:48.000 --> 00:07:50.000]  盡心在和神這份關係
[00:07:50.000 --> 00:07:52.000]  我們繼續去認識祂的時候
[00:07:52.000 --> 00:07:54.000]  上星期Ivan說到認識這個字
[00:07:54.000 --> 00:07:55.000]  說到Gnostic這個字
[00:07:55.000 --> 00:07:57.000]  當我們繼續和神
[00:07:57.000 --> 00:08:00.000]  由這個很深入的認識去相交的時候
[00:08:00.000 --> 00:08:02.000]  當我們知道祂是誰的時候
[00:08:02.000 --> 00:08:04.000]  我們會開始去讚美祂
[00:08:04.000 --> 00:08:06.000]  我們會開始去敬拜祂
[00:08:06.000 --> 00:08:07.000]  我們為祂是誰
[00:08:07.000 --> 00:08:09.000]  我們為祂是一個怎樣偉大
[00:08:09.000 --> 00:08:11.000]  全能非常良善的神
[00:08:11.000 --> 00:08:13.000]  我們會來讚美祂
[00:08:13.000 --> 00:08:16.000]  不只是為了祂為我們做什麼
[00:08:16.000 --> 00:08:18.000]  不只是祂做了什麼
[00:08:18.000 --> 00:08:19.000]  是祂是誰
[00:08:19.000 --> 00:08:21.000]  祂本身是一個怎樣的神
[00:08:21.000 --> 00:08:22.000]  祂的屬性是怎樣
[00:08:22.000 --> 00:08:24.000]  我們會來去讚美去敬拜祂
[00:08:24.000 --> 00:08:27.000]  所以在英文裡面敬拜
[00:08:27.000 --> 00:08:29.000]  我們通常說Worship這個字
[00:08:29.000 --> 00:08:32.000]  Worship這個字其實本身來自一個更加古老的
[00:08:32.000 --> 00:08:34.000]  已經沒有人用的英文字
[00:08:34.000 --> 00:08:36.000]  這個字叫做Worship
[00:08:36.000 --> 00:08:38.000]  就是由Worth這個字
[00:08:38.000 --> 00:08:40.000]  就是在說一個價值
[00:08:40.000 --> 00:08:42.000]  這個字基本上的解釋就是
[00:08:42.000 --> 00:08:44.000]  或者這個動作Worship
[00:08:44.000 --> 00:08:46.000]  這個動作就是我們要賦予
[00:08:46.000 --> 00:08:49.000]  或者去承認某一些人或者某一些事物
[00:08:49.000 --> 00:08:51.000]  他們本身的價值
[00:08:51.000 --> 00:08:52.000]  他們的榮譽
[00:08:52.000 --> 00:08:55.000]  我們所說的就是這個就是Worship
[00:08:55.000 --> 00:08:58.000]  所以有時候我們唱很多歌就是在說
[00:08:58.000 --> 00:09:00.000]  哇 神阿里是佩德的
[00:09:00.000 --> 00:09:01.000]  神阿里是榮耀的
[00:09:01.000 --> 00:09:03.000]  神阿里是美麗的
[00:09:03.000 --> 00:09:06.000]  敬拜的開始
[00:09:06.000 --> 00:09:09.000]  是在於我們認識到神是誰
[00:09:09.000 --> 00:09:12.000]  我們不只是在頭腦裡面有些資料
[00:09:12.000 --> 00:09:13.000]  我們見Nazca
[00:09:13.000 --> 00:09:15.000]  我們親身去認識
[00:09:15.000 --> 00:09:17.000]  約伯說我從前只是風聞有你
[00:09:17.000 --> 00:09:18.000]  我親眼見到你
[00:09:18.000 --> 00:09:20.000]  我認識你的時候
[00:09:20.000 --> 00:09:23.000]  而且我開始去接受你那份阿加皮的愛
[00:09:23.000 --> 00:09:24.000]  那份犧牲的愛
[00:09:24.000 --> 00:09:26.000]  在這個經歷裡的時候
[00:09:26.000 --> 00:09:28.000]  我們的心就有一份感恩
[00:09:28.000 --> 00:09:33.000]  我們開始都會用這種自我奉獻的心態來回應
[00:09:33.000 --> 00:09:36.000]  所以在敬拜裡
[00:09:36.000 --> 00:09:38.000]  我們經常都會發現自己
[00:09:38.000 --> 00:09:42.000]  不只是單單是在接受神的愛的那一方
[00:09:42.000 --> 00:09:44.000]  慢慢我們會發覺
[00:09:44.000 --> 00:09:47.000]  我們這份愛都驅使我們想去給予一些東西
[00:09:47.000 --> 00:09:49.000]  我們都想去付出一些東西
[00:09:49.000 --> 00:09:51.000]  當我們的心都開始去愛神的時候
[00:09:51.000 --> 00:09:55.000]  我們都想去擺上一些去付出一些東西
[00:09:55.000 --> 00:09:57.000]  我們向祂獻上我們的讚美
[00:09:57.000 --> 00:09:58.000]  我們的感恩
[00:09:58.000 --> 00:09:59.000]  我們的敬拜
[00:09:59.000 --> 00:10:01.000]  或者其他其他的東西
[00:10:01.000 --> 00:10:03.000]  不過在過去這幾分鐘裡
[00:10:03.000 --> 00:10:05.000]  當我說敬拜這件事的時候
[00:10:05.000 --> 00:10:08.000]  我想我們可能大家想起的都是
[00:10:08.000 --> 00:10:10.000]  崇拜一開始剛才唱的那三首歌
[00:10:10.000 --> 00:10:14.000]  或者我們平時唱歌的行為
[00:10:14.000 --> 00:10:15.000]  想像一下
[00:10:15.000 --> 00:10:17.000]  如果你現在
[00:10:17.000 --> 00:10:19.000]  要不你就去了古代的以色列
[00:10:19.000 --> 00:10:21.000]  或者一個古代的以色列人來到這裡
[00:10:21.000 --> 00:10:23.000]  你跟他面對面聊天
[00:10:23.000 --> 00:10:26.000]  當你提到敬拜這個字的時候
[00:10:26.000 --> 00:10:30.000]  他可能會在他的腦海裡有一個非常不一樣的畫面
[00:10:30.000 --> 00:10:32.000]  可能你在想的就是崇拜
[00:10:32.000 --> 00:10:34.000]  一開始唱那三首歌
[00:10:34.000 --> 00:10:35.000]  當Ivan說完話下台
[00:10:35.000 --> 00:10:36.000]  敬拜的音樂一開始的時候
[00:10:36.000 --> 00:10:38.000]  那三首歌就是敬拜
[00:10:38.000 --> 00:10:40.000]  然後那個以色列人告訴你
[00:10:40.000 --> 00:10:42.000]  好像不是這樣的
[00:10:42.000 --> 00:10:43.000]  可能你跟他說的時候
[00:10:43.000 --> 00:10:45.000]  我們一起來敬拜
[00:10:45.000 --> 00:10:47.000]  他問你那個問題
[00:10:47.000 --> 00:10:49.000]  那羊呢?
[00:10:49.000 --> 00:10:50.000]  那牛呢?
[00:10:50.000 --> 00:10:52.000]  在哪裡?
[00:10:52.000 --> 00:10:58.000]  對於一個身份認同是紮根在作為神選民的以色列人來說
[00:10:58.000 --> 00:11:00.000]  敬拜不只是星期日早上
[00:11:00.000 --> 00:11:03.000]  很隨便或者很偶然做的事情
[00:11:03.000 --> 00:11:04.000]  雖然是的
[00:11:04.000 --> 00:11:06.000]  以色列人的敬拜在舊約裡面
[00:11:06.000 --> 00:11:08.000]  牽涉到有歌唱去歌頌神
[00:11:08.000 --> 00:11:10.000]  但並不是那麼簡單
[00:11:10.000 --> 00:11:14.000]  首先敬拜必須要在一個特定的地方裡面進行
[00:11:14.000 --> 00:11:16.000]  那個地方就是聖殿
[00:11:16.000 --> 00:11:18.000]  因為聖殿是神所居住的地方
[00:11:18.000 --> 00:11:20.000]  是神的居所
[00:11:20.000 --> 00:11:23.000]  敬拜本身就是你要來到神的同座裡面
[00:11:23.000 --> 00:11:24.000]  你來到去找神
[00:11:24.000 --> 00:11:26.000]  你來到神住的地方裡面
[00:11:26.000 --> 00:11:27.000]  你來找他
[00:11:27.000 --> 00:11:28.000]  你來接近他
[00:11:28.000 --> 00:11:29.000]  你來親近他
[00:11:29.000 --> 00:11:31.000]  因為在神裡面是沒有喜樂
[00:11:31.000 --> 00:11:32.000]  沒有平安
[00:11:32.000 --> 00:11:33.000]  沒有愛
[00:11:33.000 --> 00:11:35.000]  唯有我們進入到神的裡面
[00:11:35.000 --> 00:11:37.000]  我們才可以經歷到這些祝福
[00:11:37.000 --> 00:11:40.000]  我們可以享受和祂的關係
[00:11:40.000 --> 00:11:41.000]  不過作為人
[00:11:41.000 --> 00:11:42.000]  就是你和我
[00:11:42.000 --> 00:11:44.000]  我們裡面的罪
[00:11:44.000 --> 00:11:45.000]  我們的自私
[00:11:45.000 --> 00:11:46.000]  污染了我們的心靈
[00:11:46.000 --> 00:11:48.000]  污染了我們整個的生命
[00:11:48.000 --> 00:11:49.000]  我們那些邪惡的思想
[00:11:49.000 --> 00:11:50.000]  行為等等
[00:11:50.000 --> 00:11:53.000]  令到我們和這個本身是聖潔的神
[00:11:53.000 --> 00:11:55.000]  完全隔絕了
[00:11:55.000 --> 00:11:56.000]  在舊約那個年代
[00:11:56.000 --> 00:11:57.000]  你想這樣和祂唱
[00:11:57.000 --> 00:11:59.000]  聖潔主 聖潔主
[00:11:59.000 --> 00:12:01.000]  我求你來到我心裡面居住
[00:12:01.000 --> 00:12:02.000]  你做夢吧
[00:12:02.000 --> 00:12:06.000]  你不找三五七隻牛羊過來
[00:12:06.000 --> 00:12:07.000]  殺了他們獻祭
[00:12:07.000 --> 00:12:08.000]  你是不用質疑
[00:12:08.000 --> 00:12:10.000]  這件事可以發生得到
[00:12:10.000 --> 00:12:13.000]  我自己都作為一個罪人
[00:12:13.000 --> 00:12:15.000]  在這個世界上
[00:12:15.000 --> 00:12:16.000]  那些邪惡
[00:12:16.000 --> 00:12:18.000]  我都有份去貢獻出來
[00:12:18.000 --> 00:12:19.000]  我都有份令到這個世界
[00:12:19.000 --> 00:12:22.000]  有時是這麼不堪
[00:12:22.000 --> 00:12:24.000]  如果這個公義的神
[00:12:24.000 --> 00:12:26.000]  他真的要去做一些事的話
[00:12:26.000 --> 00:12:29.000]  最簡單的就是將我這個會犯罪的人
[00:12:29.000 --> 00:12:31.000]  從這個世界消滅了他
[00:12:31.000 --> 00:12:32.000]  拿走他
[00:12:32.000 --> 00:12:34.000]  就是這麼簡單
[00:12:34.000 --> 00:12:36.000]  但我們這個公義的神
[00:12:36.000 --> 00:12:38.000]  他同時都是一個
[00:12:38.000 --> 00:12:40.000]  沒有憐憫 沒有恩典 沒有愛的神
[00:12:40.000 --> 00:12:42.000]  他不希望我們這些
[00:12:42.000 --> 00:12:43.000]  我們中間任何一個
[00:12:43.000 --> 00:12:45.000]  這些按著他形象所做的人
[00:12:45.000 --> 00:12:47.000]  會被消滅
[00:12:47.000 --> 00:12:49.000]  所以他給了一條出路給我們
[00:12:49.000 --> 00:12:51.000]  在舊約裡面他給的出路就是
[00:12:51.000 --> 00:12:55.000]  透過一隻動物來代替我死的話
[00:12:55.000 --> 00:12:57.000]  這隻動物就成為我的代替品
[00:12:57.000 --> 00:12:58.000]  成為我的
[00:12:58.000 --> 00:12:59.000]  很多人都知道
[00:12:59.000 --> 00:13:00.000]  叫做代罪羔羊
[00:13:00.000 --> 00:13:02.000]  現在不只是用羊
[00:13:02.000 --> 00:13:03.000]  還有其他動物
[00:13:03.000 --> 00:13:05.000]  不過很多時候我們用代罪羔羊
[00:13:05.000 --> 00:13:07.000]  大家就明白這個字是什麼意思
[00:13:07.000 --> 00:13:09.000]  在舊約裡面當一個有罪的人
[00:13:09.000 --> 00:13:11.000]  想進入到神的童座裡面
[00:13:11.000 --> 00:13:13.000]  去到聖所探望神的時候
[00:13:13.000 --> 00:13:16.000]  或者去跟他接近他的時候
[00:13:16.000 --> 00:13:18.000]  他要一隻動物
[00:13:18.000 --> 00:13:20.000]  首先來為他犧牲
[00:13:20.000 --> 00:13:22.000]  來代替他來死
[00:13:22.000 --> 00:13:26.000]  在聖經裡面我們叫這個行為叫做贖罪
[00:13:26.000 --> 00:13:27.000]  開始要喝水了
[00:13:27.000 --> 00:13:29.000]  贖罪的意思
[00:13:29.000 --> 00:13:30.000]  最簡單就是
[00:13:30.000 --> 00:13:34.000]  我們去償還了其他人的債務
[00:13:34.000 --> 00:13:40.000]  動物的獻祭是以色列敬拜的中心
[00:13:40.000 --> 00:13:42.000]  因為這個是他們可以在神那裡
[00:13:42.000 --> 00:13:44.000]  去得到罪的赦免
[00:13:44.000 --> 00:13:47.000]  還有跨越了他們跟神之間的障礙的方式
[00:13:47.000 --> 00:13:50.000]  但是動物獻祭的過後是很短暫的
[00:13:50.000 --> 00:13:52.000]  這一刻我在這裡獻祭
[00:13:52.000 --> 00:13:55.000]  哇!那我就可以享受到神的愛和祝福了
[00:13:55.000 --> 00:13:57.000]  下一刻,哇!就是現在Hallelujah
[00:13:57.000 --> 00:13:58.000]  下一刻我一回去
[00:13:58.000 --> 00:14:02.000]  我繼續回到我那個充滿了罪惡的生活方式裡面
[00:14:02.000 --> 00:14:05.000]  我的內心其實沒有什麼是真正改變過
[00:14:05.000 --> 00:14:09.000]  獻祭只是搞定了我犯罪的後果
[00:14:09.000 --> 00:14:12.000]  但是其實一直都解決不了那個根源的問題
[00:14:12.000 --> 00:14:15.000]  在這裡那個破碎的問題
[00:14:15.000 --> 00:14:17.000]  在事實上
[00:14:17.000 --> 00:14:20.000]  在舊約的以賽亞書裡面就記載了
[00:14:20.000 --> 00:14:22.000]  以色列其中一段的歷史
[00:14:22.000 --> 00:14:24.000]  有一個時刻,神很明確地說
[00:14:24.000 --> 00:14:27.000]  我很厭倦以色列的罪和腐敗
[00:14:27.000 --> 00:14:28.000]  去到一個地步
[00:14:28.000 --> 00:14:31.000]  他們的獻祭和敬拜都是可憎的
[00:14:31.000 --> 00:14:33.000]  神說我不喜歡你們的敬拜
[00:14:33.000 --> 00:14:35.000]  因為你們的敬拜雖然是
[00:14:35.000 --> 00:14:37.000]  說到好像你有付出
[00:14:37.000 --> 00:14:39.000]  但是原來不是所有的付出
[00:14:39.000 --> 00:14:42.000]  不是所有的給予都是出於愛的
[00:14:42.000 --> 00:14:45.000]  原來不是所有擺在祭壇上的祭品
[00:14:45.000 --> 00:14:48.000]  都是一個真正敬拜的行為
[00:14:48.000 --> 00:14:50.000]  這群以色列人去到那時候
[00:14:50.000 --> 00:14:52.000]  其實已經是無心來敬拜神
[00:14:52.000 --> 00:14:54.000]  這些只不過是造樣造出來的
[00:14:54.000 --> 00:14:57.000]  他們沒有真正為自己那些罪惡的行為
[00:14:57.000 --> 00:15:00.000]  去覺得很抱歉,感到很懺悔
[00:15:00.000 --> 00:15:02.000]  他們沒有真正在心裡面
[00:15:02.000 --> 00:15:04.000]  從心裡面有一個悔改的態度
[00:15:04.000 --> 00:15:06.000]  渴望和神可以和好
[00:15:06.000 --> 00:15:10.000]  所以獻祭就算是最好最好最好
[00:15:10.000 --> 00:15:12.000]  都只不過是一場交易
[00:15:12.000 --> 00:15:14.000]  我拿一隻牛出來,拿一隻羊出來
[00:15:14.000 --> 00:15:16.000]  我拿自己的財產出來
[00:15:16.000 --> 00:15:18.000]  那我就換個平安
[00:15:18.000 --> 00:15:21.000]  這個就是叫做一種交易行為
[00:15:21.000 --> 00:15:24.000]  最壞最壞最壞的情況就是
[00:15:24.000 --> 00:15:26.000]  以色列人只不過是想透過獻祭
[00:15:26.000 --> 00:15:30.000]  來操控神,來在他身上得到一些祝福
[00:15:30.000 --> 00:15:32.000]  或者是一些寬恕
[00:15:32.000 --> 00:15:34.000]  所以在聖殿裡面
[00:15:34.000 --> 00:15:37.000]  這種這麼短暫的果後的獻祭
[00:15:37.000 --> 00:15:38.000]  其實是不夠的
[00:15:38.000 --> 00:15:40.000]  他不夠去解決罪的問題
[00:15:40.000 --> 00:15:43.000]  不能夠將神的子民帶回到神的身邊
[00:15:43.000 --> 00:15:48.000]  直到那個非常非常愛世人的神
