
[00:00:00.000 --> 00:00:02.240]   Thank you, Ivan.
[00:05:36.100 --> 00:05:38.700]   "what I'm trying to say to you."
[00:05:38.700 --> 00:05:40.740]   Because I do personally believe
[00:05:40.740 --> 00:05:42.700]   there's something inherently important
[00:05:42.700 --> 00:05:45.380]   he wants to get us to hear.
[00:05:45.380 --> 00:05:48.460]   But before we jump into today's sermon,
[00:05:48.460 --> 00:05:49.780]   I want to ask you,
[00:05:49.780 --> 00:05:53.340]   when was the last time you heard Jesus speak to you?
[00:05:53.340 --> 00:05:57.560]   I want you just to think about the last time.
[00:05:57.560 --> 00:05:58.900]   It could have been this morning,
[00:05:58.900 --> 00:06:00.540]   it could have been this week,
[00:06:00.540 --> 00:06:03.260]   it could have been years ago,
[00:06:03.260 --> 00:06:06.180]   it could have been, actually, I don't know.
[00:06:06.180 --> 00:06:07.700]   And I want you to think,
[00:06:08.820 --> 00:06:12.620]   what did it mean to you that Jesus would speak to you?
[00:06:12.620 --> 00:06:15.020]   The word that you received, what was that like?
[00:06:15.020 --> 00:06:16.000]   Where were you?
[00:06:16.000 --> 00:06:20.380]   What place in your life did Jesus speak to you
[00:06:20.380 --> 00:06:22.140]   and you just thought, wow?
[00:06:22.140 --> 00:06:28.440]   I want you to hold this because I know
[00:06:28.440 --> 00:06:30.260]   the basis of many of our lives.
[00:06:30.260 --> 00:06:32.580]   We, professionally or personally,
[00:06:32.580 --> 00:06:33.780]   we do a lot of listening.
[00:06:33.780 --> 00:06:36.980]   And I think a lot of us, naturally,
[00:06:36.980 --> 00:06:40.260]   we listen when we find something important
[00:06:40.260 --> 00:06:42.620]   or something that's worth listening to.
[00:06:42.620 --> 00:06:47.500]   And as I was thinking about this for myself,
[00:06:47.500 --> 00:06:50.980]   I remember one time, I think I heard God.
[00:06:50.980 --> 00:06:52.740]   It sounded like God, certainly.
[00:06:52.740 --> 00:06:55.580]   It matched with scripture.
[00:06:55.580 --> 00:06:58.060]   My friends and family also said,
[00:06:58.060 --> 00:06:59.380]   yeah, this is perhaps God.
[00:06:59.380 --> 00:07:01.140]   And I decided that, you know what?
[00:07:01.140 --> 00:07:02.800]   I'm gonna listen to this, I'm gonna lean in,
[00:07:02.800 --> 00:07:04.220]   I'm gonna respond.
[00:07:04.220 --> 00:07:06.620]   I'm just gonna live this out.
[00:07:07.380 --> 00:07:10.900]   And here I am, 14 years later, as a pastor at the Vine.
[00:07:10.900 --> 00:07:13.540]   And that was a time when, in faith,
[00:07:13.540 --> 00:07:16.460]   it could have been God, maybe it wasn't God, I don't know.
[00:07:16.460 --> 00:07:18.580]   But I trusted it was God.
[00:07:18.580 --> 00:07:20.200]   Now, this morning, I'm saying,
[00:07:20.200 --> 00:07:24.660]   I really actually believe that every opportunity
[00:07:24.660 --> 00:07:27.380]   we have to listen can change our life.
[00:07:27.380 --> 00:07:30.100]   Maybe not in such a radical way that I'm talking about,
[00:07:30.100 --> 00:07:33.100]   but every word has the potential
[00:07:33.100 --> 00:07:35.160]   to change the course of our heart.
[00:07:35.160 --> 00:07:37.160]   So that's why today I want you to listen.
[00:07:37.160 --> 00:07:40.960]   And I chose today's passage for a very specific reason,
[00:07:40.960 --> 00:07:44.740]   because this passage calls us to seriously reflect
[00:07:44.740 --> 00:07:46.780]   on our state of listening.
[00:07:46.780 --> 00:07:48.720]   Are we good listeners?
[00:07:48.720 --> 00:07:51.520]   'Cause I think a lot of times, I'm a terrible listener.
[00:07:51.520 --> 00:07:53.380]   I'm a bad listener.
[00:07:53.380 --> 00:07:56.860]   But I know I can also be a better listener.
[00:07:56.860 --> 00:08:00.720]   And so in this parable, listening is equated
[00:08:00.720 --> 00:08:03.920]   to receptivity to God's word.
[00:08:03.920 --> 00:08:07.320]   It's being able to take God's word,
[00:08:07.320 --> 00:08:09.820]   to take it seriously, and to contemplate
[00:08:09.820 --> 00:08:11.660]   what is God saying to us.
[00:08:11.660 --> 00:08:15.440]   And so this parable, therefore,
[00:08:15.440 --> 00:08:17.640]   calls us to reflect this morning
[00:08:17.640 --> 00:08:19.760]   on our ability to listen to God
[00:08:19.760 --> 00:08:22.000]   in a way that builds our intimacy with God.
[00:08:22.000 --> 00:08:23.940]   Because I know this is our theme this year
[00:08:23.940 --> 00:08:26.360]   across the two Vine churches.
[00:08:26.360 --> 00:08:30.700]   And so I want us to reflect on our state of listening,
[00:08:30.700 --> 00:08:33.360]   how we listen to God this morning.
[00:08:33.360 --> 00:08:36.100]   So I'm gonna break it down this morning.
[00:08:36.100 --> 00:08:38.360]   I'm gonna give you some context for this passage.
[00:08:38.360 --> 00:08:41.440]   I'm gonna go into detail about what this passage
[00:08:41.440 --> 00:08:43.500]   is talking about, what Jesus is talking about.
[00:08:43.500 --> 00:08:47.240]   And I wanna end this message to share on,
[00:08:47.240 --> 00:08:49.320]   for us to reflect on God's grace for us.
[00:08:49.320 --> 00:08:50.160]   Is that okay?
[00:08:50.160 --> 00:08:51.960]   All right.
[00:08:51.960 --> 00:08:54.040]   So some context for this passage.
[00:08:54.040 --> 00:08:56.820]   In verse one to two, Jesus, as we read,
[00:08:56.820 --> 00:08:58.360]   is already in a boat by the shore.
[00:08:58.360 --> 00:09:02.960]   He's teaching a large crowd about God's kingdom.
[00:09:02.960 --> 00:09:05.760]   And everything about God and who he is
[00:09:05.760 --> 00:09:08.160]   and the mysteries of God's kingdom.
[00:09:08.160 --> 00:09:12.760]   In verses three to nine, Jesus tells us this parable
[00:09:12.760 --> 00:09:16.960]   about a farmer sowing seeds and what happens to these seeds.
[00:09:16.960 --> 00:09:21.960]   In verse 13 to 20, Jesus privately explains this parable
[00:09:21.960 --> 00:09:25.740]   to his disciples and other people
[00:09:25.740 --> 00:09:27.480]   that were around listening.
[00:09:27.480 --> 00:09:30.400]   And so the imagery of this parable
[00:09:30.400 --> 00:09:34.240]   of a farmer sowing seeds would have been very familiar
[00:09:34.240 --> 00:09:37.260]   to first century Christians, especially the farmers
[00:09:37.260 --> 00:09:39.880]   that were in the crowd listening to Jesus.
[00:09:39.880 --> 00:09:43.140]   They would have understood just the whole process
[00:09:43.140 --> 00:09:46.540]   of what it meant to sow seeds and to the hard work
[00:09:46.540 --> 00:09:48.240]   that took to protecting the seed,
[00:09:48.240 --> 00:09:50.800]   making sure the seed germinates, watering,
[00:09:50.800 --> 00:09:53.800]   protecting the crops from the elements
[00:09:53.800 --> 00:09:57.660]   and making sure that at the end of the season
[00:09:57.660 --> 00:10:00.720]   that there would be yield, there would be a harvest.
[00:10:00.720 --> 00:10:04.300]   And it was, I can't even imagine being a farmer,
[00:10:04.300 --> 00:10:06.400]   but here we are.
[00:10:06.400 --> 00:10:08.160]   And so there's a few characters,
[00:10:08.160 --> 00:10:10.760]   main characters in this parable.
[00:10:10.760 --> 00:10:13.260]   And it is the sower, the seeds, and the soil.
[00:10:13.260 --> 00:10:16.200]   So the sower, of course, is the Father,
[00:10:16.200 --> 00:10:18.180]   the Son, and the Holy Spirit.
[00:10:18.180 --> 00:10:21.660]   Or the sower could be any Christian
[00:10:21.660 --> 00:10:26.060]   that preaches God's word concerning Jesus and God's kingdom.
[00:10:26.060 --> 00:10:28.900]   The seeds in this parable, the second character,
[00:10:28.900 --> 00:10:33.320]   is God's word or the gospel about Jesus.
[00:10:33.320 --> 00:10:35.140]   And lastly, the soil.
[00:10:35.140 --> 00:10:36.900]   I thought long and hard about this,
[00:10:36.900 --> 00:10:39.600]   but the soil, I think today, I want us to think about it
[00:10:39.600 --> 00:10:44.600]   as conditions for bad listening and for good listening.
[00:10:44.600 --> 00:10:47.160]   So that's what the soil represents,
[00:10:47.160 --> 00:10:50.020]   conditions for bad and good listening.
[00:10:50.020 --> 00:10:53.940]   Now, I don't think they're permanent states,
[00:10:53.940 --> 00:10:56.620]   but I think they're situations and seasons
[00:10:56.620 --> 00:10:58.160]   that we find ourselves in,
[00:10:58.160 --> 00:11:01.280]   and we can easily move from a season of bad listening
[00:11:01.280 --> 00:11:04.720]   to a season of, oh, I can hear something.
[00:11:04.720 --> 00:11:06.960]   You know, I can perceive something.
[00:11:06.960 --> 00:11:12.180]   Church, at the heart of what Jesus is teaching about today
[00:11:12.180 --> 00:11:14.840]   in this parable sits a discipleship issue.
[00:11:14.840 --> 00:11:20.380]   Discipleship is a fancy word for our journey with Jesus.
[00:11:20.380 --> 00:11:23.420]   Discipleship is a process where day in, day out,
[00:11:23.420 --> 00:11:25.780]   we learn to pray, we learn to be with God,
[00:11:25.780 --> 00:11:27.780]   we learn to worship together,
[00:11:27.780 --> 00:11:29.660]   we learn to wrestle with God's word,
[00:11:29.660 --> 00:11:33.280]   and we learn to grow in the midst of troubles,
[00:11:33.280 --> 00:11:37.660]   persecutions, afflictions, heartaches, suffering.
[00:11:37.660 --> 00:11:41.300]   And so what Jesus is teaching us today
[00:11:41.300 --> 00:11:44.380]   is what happens when we follow him
[00:11:44.380 --> 00:11:47.800]   and the process of how we can grow as disciples.
[00:11:47.800 --> 00:11:53.280]   Jesus wants us to know, and I want you to know,
[00:11:53.280 --> 00:11:57.340]   that being his disciples is extremely difficult,
[00:11:57.340 --> 00:11:59.740]   and I think you already know that.
[00:11:59.740 --> 00:12:01.800]   It is challenging, it is difficult.
[00:12:01.800 --> 00:12:02.640]   Why?
[00:12:02.640 --> 00:12:06.660]   Because we will always encounter barriers and obstacles
[00:12:06.660 --> 00:12:08.740]   that prevent us from being with him.
[00:12:08.740 --> 00:12:12.240]   And as Christians, as I said,
[00:12:12.240 --> 00:12:15.440]   we will go through seasons where we grow, we flourish,
[00:12:15.440 --> 00:12:17.020]   we just are so excited.
[00:12:17.020 --> 00:12:18.900]   We wake up and we want to be in God's word,
[00:12:18.900 --> 00:12:20.860]   we want to talk about God's word.
[00:12:20.860 --> 00:12:23.640]   But at the same time, we also go in seasons
[00:12:23.640 --> 00:12:26.680]   where it's so difficult to hear God's word.
[00:12:26.680 --> 00:12:30.760]   It's difficult because I don't want to hear God's word.
[00:12:30.760 --> 00:12:33.480]   You know, it's difficult for the circumstances
[00:12:33.480 --> 00:12:36.040]   and the obstacles that we're going through,
[00:12:36.040 --> 00:12:39.060]   but sometimes we are unable to grow,
[00:12:39.060 --> 00:12:40.880]   we're unable to hear God's word,
[00:12:40.880 --> 00:12:44.280]   is what this parable wants to teach us about.
[00:12:44.280 --> 00:12:47.280]   And the last thing I want to say about context
[00:12:47.280 --> 00:12:50.300]   is that I think today it's helpful for us
[00:12:50.300 --> 00:12:52.520]   to think about our Christian growth,
[00:12:52.520 --> 00:12:57.040]   our discipleship process, that is dependent on two things.
[00:12:57.040 --> 00:13:00.800]   One, our growth is dependent on the sower.
[00:13:00.800 --> 00:13:02.400]   It's dependent on God's grace.
[00:13:02.400 --> 00:13:06.120]   It's God's grace and his sovereignty and his love for us
[00:13:06.120 --> 00:13:09.160]   and the church that we grow.
[00:13:09.160 --> 00:13:13.120]   And the second thing, we grow because of our own effort,
[00:13:13.120 --> 00:13:15.560]   our willingness to hear God's word,
[00:13:15.560 --> 00:13:20.280]   our willingness to really trust that the living God
[00:13:20.280 --> 00:13:24.840]   wants to speak to me and wants to speak to us today.
[00:13:24.840 --> 00:13:27.160]   And so it's healthy to think about both
[00:13:27.160 --> 00:13:29.420]   as we listen to this parable.
[00:13:29.420 --> 00:13:31.640]   Okay, are you guys ready?
[00:13:31.640 --> 00:13:33.620]   We're gonna go into detail
[00:13:33.620 --> 00:13:36.200]   on what this parable is speaking about.
[00:13:36.200 --> 00:13:39.120]   So in this parable, this farmer,
[00:13:39.120 --> 00:13:43.240]   he is sowing four batches of seed into the ground.
[00:13:43.240 --> 00:13:46.280]   And each batch, it's actually the same seed.
[00:13:46.280 --> 00:13:51.280]   It falls on four different types of soil conditions.
[00:13:51.280 --> 00:13:53.660]   And so right now, I want to explain to you
[00:13:53.660 --> 00:13:55.780]   what each soil condition represents
[00:13:55.780 --> 00:13:57.360]   according to this passage.
[00:13:57.360 --> 00:14:01.400]   And I also want to speak about what obstacles and barriers
[00:14:01.400 --> 00:14:03.800]   each batch of seed represents
[00:14:03.800 --> 00:14:06.420]   and what happens as a result, okay?
[00:14:06.420 --> 00:14:10.280]   So the first soil condition is those seeds
[00:14:10.280 --> 00:14:12.680]   that fall along the path.
[00:14:12.680 --> 00:14:14.920]   And so in verse three and four,
[00:14:14.920 --> 00:14:18.040]   the seeds fall beside the path where the birds come in
[00:14:18.040 --> 00:14:21.460]   and immediately, they eat up all the seeds.
[00:14:21.460 --> 00:14:26.000]   And in verse 15, Jesus, when explaining to his disciples,
[00:14:26.000 --> 00:14:28.560]   he says that when the word is preached and heard,
[00:14:28.560 --> 00:14:32.360]   Satan immediately comes in and takes away what was sown
[00:14:32.360 --> 00:14:36.600]   so that there's no chance for the seed to germinate.
[00:14:36.600 --> 00:14:40.440]   So the first obstacle is, in fact, Satan,
[00:14:40.440 --> 00:14:44.000]   who's aggressive and who's so hostile
[00:14:44.000 --> 00:14:47.880]   to any potential disciple to,
[00:14:47.880 --> 00:14:50.520]   basically, Satan does not want anyone to hear God's word.
[00:14:50.520 --> 00:14:53.840]   So therefore, he comes and plucks away God's word.
[00:14:53.840 --> 00:14:58.080]   And so while we should not cower and live in fear,
[00:14:58.080 --> 00:15:00.000]   I think it's wise and prudent, though,
[00:15:00.000 --> 00:15:03.160]   to remember that, yes, there are forces of evil
[00:15:03.160 --> 00:15:06.160]   that are against us, that resist God's word,
[00:15:06.160 --> 00:15:08.660]   that resist us from hearing God's word.
[00:15:08.660 --> 00:15:10.680]   And this is a reality that we live in.
[00:15:10.680 --> 00:15:13.040]   And I don't know about you,
[00:15:13.040 --> 00:15:16.360]   but this happens to me all the time.
[00:15:16.360 --> 00:15:19.240]   Every time we hear an encouragement,
[00:15:19.240 --> 00:15:21.440]   something amazing happens in our hearts
[00:15:21.440 --> 00:15:23.200]   that we attribute to God,
[00:15:23.200 --> 00:15:26.300]   then immediately, Satan comes in and whispers something,
[00:15:26.300 --> 00:15:28.280]   and we're reminded of a fear.
[00:15:28.280 --> 00:15:30.560]   We start doubting, is this really God?
[00:15:30.560 --> 00:15:32.400]   Maybe it's not even God.
[00:15:32.400 --> 00:15:34.120]   Every week, when I'm servicely,
[00:15:34.120 --> 00:15:36.720]   when I'm with you guys, this happens.
[00:15:36.720 --> 00:15:39.180]   And I think, really, we just have to remember
[00:15:39.180 --> 00:15:43.320]   that not to be scared, but to know that,
[00:15:43.320 --> 00:15:46.500]   at times, Satan does, it directly,
[00:15:46.500 --> 00:15:48.220]   want to take away and steal away
[00:15:48.220 --> 00:15:50.980]   what God is wanting to give us.
[00:15:50.980 --> 00:15:54.340]   So the second soil condition is the rocky road.
[00:15:54.340 --> 00:15:57.880]   So in this soil condition, in verses five to six,
[00:15:57.880 --> 00:15:59.340]   after scattering the seed,
[00:15:59.340 --> 00:16:01.520]   the seeds immediately spring up
[00:16:01.520 --> 00:16:03.380]   because it says in scripture
[00:16:03.380 --> 00:16:06.040]   that they have no depth in the soil.
[00:16:06.040 --> 00:16:08.540]   And when the scorching sun comes up,
[00:16:08.540 --> 00:16:10.740]   this little seed that sprouted,
[00:16:10.740 --> 00:16:13.780]   it withers because it had no rooting.
[00:16:13.780 --> 00:16:17.000]   It had no deep rooting in the soil.
[00:16:17.000 --> 00:16:19.420]   And when Jesus was explaining this to his disciples
[00:16:19.420 --> 00:16:21.740]   in verse 16 and 17, Jesus says,
[00:16:21.740 --> 00:16:24.740]   "These are the people who hear God's word,
[00:16:24.740 --> 00:16:27.260]   "and immediately, they receive it with joy."
[00:16:27.260 --> 00:16:30.300]   They are so excited that God is speaking to them.
[00:16:30.300 --> 00:16:33.860]   But their joy is short-lived
[00:16:35.160 --> 00:16:37.900]   because when the sun comes up,
[00:16:37.900 --> 00:16:40.940]   when persecution comes, when trouble comes,
[00:16:40.940 --> 00:16:45.100]   on account of the word, these listeners fall away.
[00:16:45.100 --> 00:16:47.220]   So the second obstacle is trouble.
[00:16:47.220 --> 00:16:48.040]   It's suffering.
[00:16:48.040 --> 00:16:49.060]   It's hard times.
[00:16:49.060 --> 00:16:49.980]   It's persecution.
[00:16:49.980 --> 00:16:52.380]   And it's going through these
[00:16:52.380 --> 00:16:55.320]   that causes disciples to fall away.
[00:16:55.320 --> 00:16:57.660]   Now, I wanna explain falling away.
[00:16:57.660 --> 00:17:00.060]   Once again, it's not a permanent state,
[00:17:00.060 --> 00:17:01.820]   but falling away, I think,
[00:17:01.820 --> 00:17:06.640]   describes an inability to follow Christ in that moment.
[00:17:06.640 --> 00:17:11.000]   And so we all encounter these moments where we're unable.
[00:17:11.000 --> 00:17:13.880]   We are unable to sustain a closeness,
[00:17:13.880 --> 00:17:15.280]   an intimacy with God,
[00:17:15.280 --> 00:17:17.920]   and that's what this soil represents.
[00:17:17.920 --> 00:17:22.520]   And once again, I want to remind us this is normal.
[00:17:22.520 --> 00:17:24.080]   This is not an abnormal,
[00:17:24.080 --> 00:17:26.480]   like this only happens to 10 or 5% of us.
[00:17:26.480 --> 00:17:29.720]   This is a fact of our daily lives.
[00:17:30.180 --> 00:17:35.180]   And historically, this was a very common problem,
[00:17:35.180 --> 00:17:38.840]   a common reality for the early church
[00:17:38.840 --> 00:17:42.380]   because being persecuted was synonymous
[00:17:42.380 --> 00:17:45.320]   with being a Christian back in the first century.
[00:17:45.320 --> 00:17:49.760]   A lot of Christians, they remained faithful to God
[00:17:49.760 --> 00:17:51.780]   even onto death, and we called them martyrs.
[00:17:51.780 --> 00:17:53.860]   They were willing to die for their faith.
[00:17:53.860 --> 00:17:57.100]   Now, of course, there were many that stumbled and fell away,
[00:17:57.100 --> 00:18:00.360]   and we don't actually get to hear about their accounts.
[00:18:00.360 --> 00:18:04.080]   And we do remember Peter, right, in the Gospels,
[00:18:04.080 --> 00:18:06.400]   and he vowed vigorously that,
[00:18:06.400 --> 00:18:08.440]   Lord, I will never deny you,
[00:18:08.440 --> 00:18:10.400]   and remember what happens.
[00:18:10.400 --> 00:18:14.160]   In his humanness, in the light of persecution,
[00:18:14.160 --> 00:18:16.120]   he was scared and he fled.
[00:18:16.120 --> 00:18:18.600]   Now, of course, when we read the whole Gospel,
[00:18:18.600 --> 00:18:21.560]   we realize that Peter grew from that,
[00:18:21.560 --> 00:18:24.000]   and he became one of the greatest disciples.
[00:18:24.000 --> 00:18:27.800]   And it says that the church was built upon him.
[00:18:27.800 --> 00:18:32.260]   And so maybe not every one of us would struggle
[00:18:32.260 --> 00:18:35.300]   or have struggled to a point of death,
[00:18:35.300 --> 00:18:37.640]   but some of us, I know, have been persecuted.
[00:18:37.640 --> 00:18:41.740]   A lot of us have been persecuted because of our faith,
[00:18:41.740 --> 00:18:43.420]   our family members not agreeing
[00:18:43.420 --> 00:18:45.540]   with this lifestyle choice that we made.
[00:18:45.540 --> 00:18:47.260]   And I know, actually, I've heard of some of you
[00:18:47.260 --> 00:18:50.360]   who work in very aggressive work environments
[00:18:50.360 --> 00:18:53.580]   where being a Christian is actually frowned upon,
[00:18:53.580 --> 00:18:55.420]   but yet somehow you persevered,
[00:18:55.420 --> 00:18:57.420]   somehow you remained faithful.
[00:18:57.420 --> 00:19:01.340]   And for us in Hong Kong,
[00:19:01.340 --> 00:19:02.780]   I don't know what the future brings.
[00:19:02.780 --> 00:19:03.900]   None of us do.
