
[00:00:00.000 --> 00:00:03.000]  Thank you, 我哋俾啲掌聲Francesca好唔好呀
[00:03:08.000 --> 00:03:13.000]  去到我中四, 中五, 我都係喺一個即係全級即係叫精英班
[00:03:13.000 --> 00:03:15.000]  即係叫成績比較好嘅嗰班裏面
[00:03:15.000 --> 00:03:21.000]  所以到我考會考嘅嗰刻, 其實我係有希望可以繼續去實踐我嘅夢想或者我嘅理想
[00:03:21.000 --> 00:03:26.000]  但係就喺嗰幾日, 當我一路喺度喊, 一路喺度敬拜裏面
[00:03:26.000 --> 00:03:30.000]  我聽到呢一把聲音嚟問我, 願唔願意喺我餘下嘅人生裏面
[00:03:30.000 --> 00:03:34.000]  將我生命交畀佢, 去服侍佢
[00:03:34.000 --> 00:03:39.000]  當時, 係我有其他嘅理想, 但係我唔知點解喺神嘅愛裏面
[00:03:39.000 --> 00:03:45.000]  我覺得say yes或者講我願意係一件非常之自然, 毫無難度嘅一件事
[00:03:45.000 --> 00:03:49.000]  當時我仲有一個咁樣嘅諗法, 即係話係囉, 望吓我
[00:03:49.000 --> 00:03:53.000]  我都幾好呀, 即係啲嘢都做得幾好
[00:03:53.000 --> 00:03:55.000]  神揀我係應該呀, 係咪?
[00:03:55.000 --> 00:04:01.000]  但我唔知道原來我跟住嘅人生係會180度咁樣嚟反轉
[00:04:01.000 --> 00:04:07.000]  去到我入大學嘅時候, 上次講過少少我大學讀啲乜嘢
[00:04:07.000 --> 00:04:12.000]  但去到我讀大學嘅時候, 即係我嗰陣時呢, 即係因為我領受咗人生呢個呼召
[00:04:12.000 --> 00:04:18.000]  我係非常之火熱嘅一個基督徒, 我會參加晒所有我知道可以參加嘅基督徒嘅活動
[00:04:18.000 --> 00:04:24.000]  嗰啲咩學生團契呀, 學員傳道會呀, 嗰啲祈禱會呀, 我全部都去晒
[00:04:24.000 --> 00:04:28.000]  我所有嘢都有參與, 喺外表上面, 我係一個基督徒
[00:04:28.000 --> 00:04:31.000]  我係一個好為耶穌去火熱嘅一個人
[00:04:31.000 --> 00:04:37.000]  我參與咗好多呢啲唔同嘅活動, 嚟到去表達我心裏面好想去侍奉嗰個心
[00:04:37.000 --> 00:04:43.000]  但係同一時間, 近乎冇乜人知道嘅就係我裏面嗰啲嘢掙扎
[00:04:43.000 --> 00:04:48.000]  喺學業上面嘅掙扎, 尤其是喺我大學讀咗大概一兩個學期之後
[00:04:48.000 --> 00:04:54.000]  我開始發現自己呢泥足深陷喺一個嘅境地裏面
[00:04:54.000 --> 00:04:59.000]  我冇辦法喺即係根據deadline完成我嘅功課
[00:04:59.000 --> 00:05:02.000]  於是者開始有一兩科唔合格
[00:05:02.000 --> 00:05:06.000]  然後再過咗兩個學期之後, 我心裏面越嚟越大壓力
[00:05:06.000 --> 00:05:11.000]  但我心裏面諗, 我係嗰個基督徒, 我係嗰個領袖, 我係嗰個神揀選, 神呼召嗰個人
[00:05:11.000 --> 00:05:14.000]  我嘅人生應該係好perfect嘅, 應該係好完美嘅
[00:05:14.000 --> 00:05:18.000]  如果有人需要幫手嘅話, 應該係我去幫佢哋, 唔係佢哋嚟幫我嘅
[00:05:18.000 --> 00:05:22.000]  我應該ok嘅, 喺我裏面一路有好大嘅壓力
[00:05:22.000 --> 00:05:24.000]  我唔夠膽話畀我身邊嘅人聽
[00:05:24.000 --> 00:05:26.000]  我身邊嘅嗰啲同學全部見到嘅就係
[00:05:26.000 --> 00:05:31.000]  嘩, 呢個好熱心去服侍, 好熱心祈禱嘅treatment
[00:05:31.000 --> 00:05:35.000]  到我year 2有一年去到一個位就係
[00:05:35.000 --> 00:05:39.000]  我開始唔係好咁樣見人, 開始去走堂
[00:05:39.000 --> 00:05:44.000]  去到一個位, 喺我year 2嘅唔記得上學期定下學期
[00:05:44.000 --> 00:05:48.000]  我有一科呢, 因為我讀大學嘅時候係要take attendance
[00:05:48.000 --> 00:05:51.000]  係要有一個minimum嘅上堂嘅要求
[00:05:51.000 --> 00:05:56.000]  如果我再唔返學嗰一科嘅話, 我就會肥佬
[00:05:56.000 --> 00:06:01.000]  我記得有一日我朝頭早係有一堂八點半嘅堂
[00:06:01.000 --> 00:06:05.000]  我起身嘅時候望下個鬧鐘, 9點09分
[00:06:05.000 --> 00:06:09.000]  大鑊喇, 即係好彩我讀中大, 咁我係住喺宿舍
[00:06:09.000 --> 00:06:13.000]  但係中大都好大, 成個山頭我係即刻飛奔去個課室嗰度
[00:06:13.000 --> 00:06:16.000]  嘩, 跑呀, 無效, 巴喘晒氣呀咁樣
[00:06:16.000 --> 00:06:20.000]  嚟到課室門口嘅時候, 其實好簡單
[00:06:20.000 --> 00:06:23.000]  打開到門入去搵個位坐低咁樣
[00:06:23.000 --> 00:06:26.000]  咁就ok喇, 當無事發生
[00:06:26.000 --> 00:06:30.000]  但係當我企喺門口嘅時候, 我腦裏面不斷喺度幻想緊
[00:06:30.000 --> 00:06:34.000]  我一開門幾十對眼望住我, 好似而家咁樣嘅時候
[00:06:34.000 --> 00:06:36.000]  我喺度腦裏面不斷mental rehearsal
[00:06:36.000 --> 00:06:38.000]  喺度諗緊我啲同學會講嘅嘢
[00:06:38.000 --> 00:06:42.000]  嘩, 呢個chap, 搞錯, 呢條友成日做project, 嘆泡, free ride
[00:06:42.000 --> 00:06:46.000]  我喺腦裏面不斷幻想佢哋講緊嘅嘢
[00:06:46.000 --> 00:06:49.000]  然後我就喺到門嗰度呆咗
[00:06:49.000 --> 00:06:51.000]  我諗住唔係呀, 我係基督徒嚟㗎嘛
[00:06:51.000 --> 00:06:55.000]  即係靠住神可以得勝, 靠住耶穌得勝咁樣
[00:06:55.000 --> 00:06:58.000]  咁我就開始喺度祈禱, 我話住呀, 我真係好牛底, 求你俾勇氣我
[00:06:58.000 --> 00:07:00.000]  俾勇氣我行入去坐低
[00:07:00.000 --> 00:07:04.000]  祈完一分鐘之後, 唔係, 我都仲係好牛底
[00:07:04.000 --> 00:07:08.000]  於是我再祈兩分鐘, 祈三分鐘, 祈四分鐘, 祈五分鐘
[00:07:08.000 --> 00:07:11.000]  終於, 我鼓起勇氣
[00:07:11.000 --> 00:07:15.000]  拎轉頭, 返去宿舍嗰度瞓覺
[00:07:17.000 --> 00:07:21.000]  呢一覺我瞓咗兩個禮拜
[00:07:21.000 --> 00:07:24.000]  兩個星期我匿埋咗去宿舍裏面
[00:07:24.000 --> 00:07:29.000]  冇沖涼, 冇刷牙, 冇去見人
[00:07:29.000 --> 00:07:33.000]  我唔知你有冇試過瞓覺, 瞓到一個點係
[00:07:33.000 --> 00:07:36.000]  你瞓唔到啦, 你再瞓你會頭痛呀
[00:07:36.000 --> 00:07:38.000]  因為你瞓得太耐, 你頭痛, 痛到要醒
[00:07:38.000 --> 00:07:40.000]  我試過
[00:07:40.000 --> 00:07:43.000]  痛到醒嘅時候, 覺得好似有啲肚餓啦
[00:07:43.000 --> 00:07:48.000]  出去六個杯麵食完, 再繼續攤快係張床上面
[00:07:48.000 --> 00:07:51.000]  後來我先知道原來呢啲叫做抑鬱症
[00:07:51.000 --> 00:07:55.000]  或者叫做抑鬱症嘅病徵
[00:07:55.000 --> 00:07:58.000]  喺嗰個學期完咗之後
[00:07:58.000 --> 00:08:01.000]  我就退咗學, 離開咗大學
[00:08:01.000 --> 00:08:04.000]  當時我諗, 係呀, 應該係因為呢
[00:08:04.000 --> 00:08:06.000]  即係神父召我去做傳道人
[00:08:06.000 --> 00:08:09.000]  但係呢, 我讀嗰啲嘢呢, 唔係做傳道人嘅嘢
[00:08:09.000 --> 00:08:12.000]  所以呢, 神母祝福我, 等我去報解神學院再讀下先
[00:08:12.000 --> 00:08:14.000]  於是我就夠膽死, 真係去報咗一間神學院
[00:08:14.000 --> 00:08:18.000]  真係有間神學院夠膽死, 收咗我, 我就去讀書
[00:08:18.000 --> 00:08:22.000]  然後成個循環再重覆一次
[00:08:22.000 --> 00:08:25.000]  我再一次嘅交唔到功課
[00:08:25.000 --> 00:08:26.000]  再一次嘅想走堂
[00:08:26.000 --> 00:08:32.000]  再一次嘅喺我讀完兩年之後, 我退咗學
[00:08:32.000 --> 00:08:36.000]  我記得嗰陣時, 有一日我搭巴士
[00:08:36.000 --> 00:08:38.000]  我坐咗喺巴士嘅上層
[00:08:38.000 --> 00:08:40.000]  我連驚到搭巴士, 我都唔敢見人
[00:08:40.000 --> 00:08:44.000]  我搭巴士都要坐喺最上層, 最後面嗰個位嗰度
[00:08:44.000 --> 00:08:47.000]  我望住窗外面, 我喺度祈禱
[00:08:47.000 --> 00:08:49.000]  其實都唔知可以講啲乜嘢
[00:08:49.000 --> 00:08:55.000]  我就同神講, 我話, 係咪我聽錯呢其實?
[00:08:55.000 --> 00:08:59.000]  定係, 即係係咪我, 神啊, 我係咪聽錯咗你講?
[00:08:59.000 --> 00:09:03.000]  即係, 或者係咪, 係咪我搞錯咗?
[00:09:03.000 --> 00:09:06.000]  定係, 定係你搞錯咗呢?
[00:09:06.000 --> 00:09:12.000]  我冇可能係你揀選嗰個人嚟㗎
[00:09:12.000 --> 00:09:16.000]  當我哋喺人生裏面處處碰壁
[00:09:16.000 --> 00:09:21.000]  面對一啲好大嘅艱難, 好大嘅挑戰, 或者好大嘅失敗嘅時候
[00:09:21.000 --> 00:09:24.000]  自我懷疑, 或者對神嘅質疑
[00:09:24.000 --> 00:09:27.000]  好多時候, 好似係一種條件反制
[00:09:27.000 --> 00:09:29.000]  我哋第一時間就會咁樣做
[00:09:29.000 --> 00:09:36.000]  疑惑幾乎係每一個人, 喺人生某一個時候都會經歷得到, 係咪?
[00:09:36.000 --> 00:09:40.000]  如果我哋去睇吓字典裏面係點定義疑惑呢個字嘅話
[00:09:40.000 --> 00:09:42.000]  對唔住, 我用英文翻譯返中文畀你
[00:09:42.000 --> 00:09:47.000]  疑惑呢個字係講緊一種唔確定, 或者缺乏信念一種嘅感覺
[00:09:47.000 --> 00:09:53.000]  喺我16歲嘅時候, 我係非常之確信神呼召我進入去嚟到全職服侍
[00:09:53.000 --> 00:09:55.000]  呼召我成為一個傳道人, 或者宣教士, Whatever
[00:09:55.000 --> 00:10:00.000]  但係當我一次又一次嚟到去碰壁, 當我一次又一次失敗嘅時候
[00:10:00.000 --> 00:10:04.000]  我嘅信念嘅水平就開始插水, 咁樣
[00:10:04.000 --> 00:10:09.000]  直到去到我23歲嘅時候, 我對於神呼召我呢句說話
[00:10:09.000 --> 00:10:15.000]  我對呢句說話嘅信心, 嗰種嘅確定性, 嗰種嘅信念
[00:10:15.000 --> 00:10:19.000]  已經去到蕩然無存嘅一個階段
[00:10:19.000 --> 00:10:24.000]  可能我哋都試過好忠心咁樣去工作
[00:10:24.000 --> 00:10:28.000]  但係可能我哋無得到我哋覺得我哋應得嘅一個晉升嘅機會
[00:10:28.000 --> 00:10:32.000]  或者可能我哋一直為一個屋企人, 一個我哋好愛嘅人
[00:10:32.000 --> 00:10:35.000]  佢嘅健康或者佢病咗可以康復, 我哋不斷去禱告
[00:10:35.000 --> 00:10:38.000]  我哋相信神會嚟醫治佢, 神會嚟聽我哋嘅禱告
[00:10:38.000 --> 00:10:43.000]  但係當我哋一次又一次去到醫院, 只係望住佢身體越嚟越差
[00:10:43.000 --> 00:10:47.000]  望住佢好無奈, 好無助咁樣去受緊苦嘅時候
[00:10:47.000 --> 00:10:49.000]  我哋嘅心裏面可能亦都會好難受
[00:10:49.000 --> 00:10:53.000]  或者可能係我哋日常生活裏面, 我哋其實好努力好忠心去跟隨神
[00:10:53.000 --> 00:10:56.000]  我哋返到嚟教會好努力去侍奉佢
[00:10:56.000 --> 00:11:03.000]  我哋花好多嘅時間, 我哋嘅精力, 我哋嘅財力, 我哋嘅愛嚟到去付出咗好多
[00:11:03.000 --> 00:11:08.000]  但係可能我哋會喺教會裏面感覺到受傷害
[00:11:08.000 --> 00:11:10.000]  感覺到冇人明白我哋
[00:11:10.000 --> 00:11:13.000]  我哋可能會對好多人失望
[00:11:13.000 --> 00:11:18.000]  或者甚至我哋對神都有好多嘅失望
[00:11:18.000 --> 00:11:21.000]  對佢有好多嘅懷疑, 有好多嘅質疑
[00:11:21.000 --> 00:11:26.000]  喺度諗我係咪應該走咗去就算呢
[00:11:26.000 --> 00:11:31.000]  現代嘅心理學家佢會話疑惑呢樣嘢, Doubt
[00:11:31.000 --> 00:11:34.000]  疑惑呢樣嘢其實係人自然經驗嘅一部分
[00:11:34.000 --> 00:11:38.000]  佢源於喺我哋嗰種與生俱來嘅批判性思考
[00:11:38.000 --> 00:11:42.000]  或者我哋會質疑身邊嘅環境而去提出一啲嘅疑問
[00:11:42.000 --> 00:11:46.000]  所以無道有暗, 每一次我哋人生裏面出現呢種疑惑嘅時候
[00:11:46.000 --> 00:11:48.000]  都係用一種問題嘅形式出現
[00:11:48.000 --> 00:11:51.000]  都係會出現一啲嘅疑問喺我哋嘅生命裏面
[00:11:51.000 --> 00:11:55.000]  聖經對聖誕節嘅故事嘅描述裏面
[00:11:55.000 --> 00:11:59.000]  作者從來都冇迴避過關於疑惑呢一個嘅問題
[00:11:59.000 --> 00:12:03.000]  亦都冇嘗試去將一幅好美麗好完美嘅人性嘅圖畫
[00:12:03.000 --> 00:12:05.000]  去嘗試展示畀我哋睇
[00:12:05.000 --> 00:12:09.000]  喺事實上路加佢開始佢福音嘅故事嘅時候
[00:12:09.000 --> 00:12:13.000]  佢係用一個疑惑嘅故事嚟開始佢嘅福音
[00:12:13.000 --> 00:12:16.000]  但我相信如果今日我哋一齊花啲時間
[00:12:16.000 --> 00:12:18.000]  你去睇呢個故事我哋一齊
[00:12:18.000 --> 00:12:21.000]  我帶住呢即係我哋我哋一齊喺禱告裏面
[00:12:21.000 --> 00:12:23.000]  我哋眼睛繼續去仰望神嘅話
[00:12:23.000 --> 00:12:25.000]  我哋會好似故事裏面嘅人物一樣
[00:12:25.000 --> 00:12:27.000]  同樣得到鼓勵同埋幫助
[00:12:27.000 --> 00:12:31.000]  不如就喺我哋今日開始之前我哋就祈禱好冇呀
[00:12:31.000 --> 00:12:35.000]  天父我哋要嚟打開你嘅話語
[00:12:35.000 --> 00:12:40.000]  我哋要嚟返返到去喺2000年前耶穌出世嘅嗰個時段裏面
[00:12:40.000 --> 00:12:44.000]  我哋想喺嗰個時間裏面望一望呢一個關於疑惑嘅故事
[00:12:44.000 --> 00:12:48.000]  但係主我哋同樣地我哋今日嚟到你嘅面前求你
[00:12:48.000 --> 00:12:51.000]  當我哋打開你話語嘅時候你向我哋嘅生命嚟去說話
[00:12:51.000 --> 00:12:55.000]  如果我哋都活喺人生裏面有有唔同嘅疑惑
[00:12:55.000 --> 00:12:59.000]  喺我哋生命唔同嘅地方裏面我哋都有好多嘅氣餒好多嘅灰心嘅話
[00:12:59.000 --> 00:13:03.000]  我求你今日透過你嘅話語你親自嚟向我哋去說話
[00:13:03.000 --> 00:13:06.000]  多謝你我哋咁樣禱告係奉耶穌命求
[00:13:06.000 --> 00:13:10.000]  我們一齊嚟睇路加福音第一章
[00:13:10.000 --> 00:13:12.000]  我哋由第五節嗰度開始睇
[00:13:12.000 --> 00:13:14.000]  佢話喺希律作猶太王嘅時候
[00:13:14.000 --> 00:13:17.000]  阿比亞班裏面有一個祭司叫做撒加利亞
[00:13:17.000 --> 00:13:20.000]  佢妻子係亞倫嘅後代叫做伊利沙伯
[00:13:20.000 --> 00:13:26.000]  佢哋兩個人喺神面前都係二人進行主一切嘅誡命同埋條例
[00:13:26.000 --> 00:13:29.000]  沒有可指責的只係佢哋冇孩子
[00:13:29.000 --> 00:13:33.000]  因為伊利沙伯不生育兩個人又年紀老邁
[00:13:33.000 --> 00:13:38.000]  喺路加福音一開頭呢度呢我哋認識到一個叫做撒加利亞嘅祭司
[00:13:38.000 --> 00:13:40.000]  佢唔單止係一個祭司咁簡單
[00:13:40.000 --> 00:13:44.000]  連佢老婆都係祭司嘅一個後裔一個女嚟
[00:13:44.000 --> 00:13:48.000]  以色列嘅祭司呢個職份其實係追溯返到
[00:13:48.000 --> 00:13:52.000]  喺出埃及嘅嗰陣時由摩西去建立會莫嘅時候
[00:13:52.000 --> 00:13:54.000]  一次過去建立埋呢個祭司嘅制度
[00:13:54.000 --> 00:13:58.000]  會莫就係後來聖殿嘅一個嘅原型
[00:13:58.000 --> 00:14:00.000]  就係敬拜嘅中心
[00:14:00.000 --> 00:14:03.000]  我哋知道當時第一個嘅祭司或者大祭
[00:14:03.000 --> 00:14:07.000]  第一個嘅大祭司就係由摩西嘅哥阿倫嚟到去擔任
[00:14:07.000 --> 00:14:14.000]  祭司同埋聖殿就代表住整個以色列人佢哋嘅敬拜
[00:14:14.000 --> 00:14:18.000]  而祭司就係喺聖殿裏面工作嘅嗰一班人
[00:14:18.000 --> 00:14:20.000]  不過你需要知道一樣嘢就係
[00:14:20.000 --> 00:14:25.000]  祭司唔係一份你可以send個application send個email去apply嘅一份工
[00:14:25.000 --> 00:14:26.000]  係冇得搵工㗎
[00:14:26.000 --> 00:14:29.000]  祭司呢個身份係與生俱來
[00:14:29.000 --> 00:14:32.000]  喺以色列嘅十二個支派裏面
[00:14:32.000 --> 00:14:36.000]  神子係揀選咗利美支派嘅人嚟到去擔任祭司呢個角色
[00:14:36.000 --> 00:14:40.000]  所以你係冇得舉手話我都想做祭司
[00:14:40.000 --> 00:14:43.000]  你一係出世嘅時候你一係唔係好似十二碼咁
[00:14:43.000 --> 00:14:46.000]  一係入一係唔入係冇其他option
[00:14:46.000 --> 00:14:47.000]  咁呀
[00:14:47.000 --> 00:14:48.000]  所以呢
[00:14:48.000 --> 00:14:52.000]  祭司喺以色列裏面呢就同君王同埋先知一樣
[00:14:52.000 --> 00:14:55.000]  佢哋係嗰個領導嘅核心嘅階層嚟㗎
[00:14:55.000 --> 00:14:59.000]  所以佢哋一出世嘅時候已經係一個有一個好尊貴嘅身份
[00:14:59.000 --> 00:15:01.000]  佢哋都係啲嘅名門望族
[00:15:01.000 --> 00:15:03.000]  喺呢度我哋認識到呢一對夫婦
[00:15:03.000 --> 00:15:07.000]  佢哋係一對嚟自尊貴祭司階層嘅一對夫婦
[00:15:07.000 --> 00:15:09.000]  路加繼續話畀我哋聽
[00:15:09.000 --> 00:15:12.000]  佢哋係二人係無可指責
[00:15:12.000 --> 00:15:15.000]  即係佢哋唔單止擁有咗好尊貴嘅一個社會嘅地位
[00:15:15.000 --> 00:15:17.000]  而且仲有一個非常之好嘅品格
[00:15:17.000 --> 00:15:19.000]  如果你係一個第一世紀嘅讀者
[00:15:19.000 --> 00:15:20.000]  你讀到嚟呢度嘅話
[00:15:20.000 --> 00:15:23.000]  你會預期呢一對咁完美嘅夫婦
[00:15:23.000 --> 00:15:27.000]  喺猶太社會裏面應該係得高望重
[00:15:27.000 --> 00:15:32.000]  然後路加用咗指示或者英文but呢個字
[00:15:32.000 --> 00:15:35.000]  通常你見到但係或者只是
[00:15:35.000 --> 00:15:38.000]  你好似係知道有啲嘢係唔係好妥
[00:15:38.000 --> 00:15:41.000]  呢度話只係佢哋冇小朋友
[00:15:41.000 --> 00:15:43.000]  而且佢哋年紀好大
[00:15:43.000 --> 00:15:47.000]  喺猶太人嘅文化裏面呢
[00:15:47.000 --> 00:15:49.000]  生小朋友係神嘅祝福嚟㗎
[00:15:49.000 --> 00:15:54.000]  另一方面一對夫婦當佢哋唔能夠去生小朋友
[00:15:54.000 --> 00:15:56.000]  當佢哋不育嘅時候
[00:15:56.000 --> 00:15:59.000]  好多時候就會引嚟好多嘅閒言閒語嘅社會裏面
[00:15:59.000 --> 00:16:02.000]  甚至可能有好多嘅人會對佢哋產生好多嘅睇法
[00:16:02.000 --> 00:16:03.000]  好多嘅歧視
[00:16:03.000 --> 00:16:05.000]  佢哋會有好多嘅羞恥
[00:16:05.000 --> 00:16:07.000]  如果冇仔女嘅時候
[00:16:07.000 --> 00:16:11.000]  唔單止當時嘅社會你會被視為神唔喜悅你哋
[00:16:11.000 --> 00:16:14.000]  而且可能係神喺度懲罰緊你一個嘅象徵
[00:16:14.000 --> 00:16:17.000]  你可以想像下佢哋一生裏面
[00:16:17.000 --> 00:16:22.000]  面對住咁多咁多情緒情感上面嘅折磨嘅痛苦
[00:16:22.000 --> 00:16:25.000]  同埋喺社會裏面嗰種嘅挑戰
[00:16:25.000 --> 00:16:28.000]  佢哋一方面竭盡全力咁樣去服侍神
[00:16:28.000 --> 00:16:29.000]  去跟隨神
[00:16:29.000 --> 00:16:32.000]  但係同一個時間佢哋陷入咗一個困境裏面
[00:16:32.000 --> 00:16:36.000]  就係呢個處境講緊好似神嘅恩典
[00:16:36.000 --> 00:16:37.000]  神嘅同在
[00:16:37.000 --> 00:16:40.000]  神嘅祝福並唔喺佢哋嘅身上面
[00:16:40.000 --> 00:16:41.000]  更加慘嘅係
[00:16:41.000 --> 00:16:45.000]  佢哋可能係遭受緊神嘅懲罰
[00:16:45.000 --> 00:16:48.000]  可以肯定嘅係佢哋咁多年嚟肯定都一直
[00:16:48.000 --> 00:16:50.000]  去為可以得到一個小朋友嚟到祈禱
[00:16:50.000 --> 00:16:54.000]  但係呢個係一個從來冇被應允嘅一個禱告
[00:16:54.000 --> 00:16:56.000]  喺撒加利亞嘅生命裏面
[00:16:56.000 --> 00:16:59.000]  作為一個祭司佢只有一個工作
[00:16:59.000 --> 00:17:03.000]  佢嘅工作就係代表猶太人向神去祈禱
[00:17:03.000 --> 00:17:05.000]  但係佢自己嘅生活裏面
[00:17:05.000 --> 00:17:06.000]  喺佢自己嘅生命裏面
[00:17:06.000 --> 00:17:10.000]  一直有一個冇被應允過嘅禱告
[00:17:10.000 --> 00:17:11.000]  你可唔可以想像一下
[00:17:11.000 --> 00:17:14.000]  如果你係呢班猶太人嘅話
[00:17:14.000 --> 00:17:16.000]  你仲夠唔夠膽搵呢個祭司為你祈禱
[00:17:16.000 --> 00:17:18.000]  佢自己求緊嗰樣嘢咁多年嚟
[00:17:18.000 --> 00:17:19.000]  佢都冇得到過
[00:17:19.000 --> 00:17:21.000]  你夠膽搵佢祈禱
[00:17:21.000 --> 00:17:24.000]  如果你係撒加利亞嘅話
[00:17:24.000 --> 00:17:28.000]  你自己仲覺得你有資格去做
[00:17:28.000 --> 00:17:32.000]  你與神俱來應該要做嘅工作
[00:17:32.000 --> 00:17:36.000]  我哋一齊繼續睇落去
[00:17:36.000 --> 00:17:38.000]  第八節嗰套咁講
[00:17:38.000 --> 00:17:40.000]  佢話撒加利亞按班次
[00:17:40.000 --> 00:17:43.000]  喺神嘅面前執行祭司嘅職務
[00:17:43.000 --> 00:17:45.000]  照祭司嘅規矩抽籤
[00:17:45.000 --> 00:17:47.000]  入到佢煮嘅電裏面去燒香
