
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:07:43.220 --> 00:07:46.820]   for every single one here in this room who give,
[00:07:46.820 --> 00:07:50.300]   who choose to partner, who choose to sow into your kingdom.
[00:07:50.300 --> 00:07:52.860]   I pray a blessing over them and their family.
[00:07:52.860 --> 00:07:56.820]   In Jesus' name I pray, amen.
[00:07:56.820 --> 00:07:59.700]   And I would love to invite our speaker today,
[00:07:59.700 --> 00:08:02.980]   Tim, back to the stage, Pastor Tim.
[00:08:02.980 --> 00:08:05.660]   It's good to have you with us today again.
[00:08:05.660 --> 00:08:08.900]   And yeah, so let's pray for him
[00:08:08.900 --> 00:08:11.860]   as he's going to bring this message to us today.
[00:08:11.860 --> 00:08:14.820]   Father, we pray for Pastor Tim,
[00:08:14.820 --> 00:08:16.860]   we pray you would anoint your servant,
[00:08:16.860 --> 00:08:19.660]   you would speak through him today.
[00:08:19.660 --> 00:08:22.940]   We pray as he unpacks your work, your word,
[00:08:22.940 --> 00:08:26.140]   and God, we pray that our hearts will be set on fire
[00:08:26.140 --> 00:08:27.420]   by this message.
[00:08:27.420 --> 00:08:30.020]   I know it has already set his heart on fire.
[00:08:30.020 --> 00:08:32.020]   So God, we just pray today you will come
[00:08:32.020 --> 00:08:34.540]   and speak to every single one of us in this room.
[00:08:34.540 --> 00:08:36.180]   In your name we pray.
[00:08:36.180 --> 00:08:37.060]   - Amen. - Amen.
[00:08:37.060 --> 00:08:38.220]   - Thank you, Chapman.
[00:08:38.220 --> 00:08:43.620]   Wow, it's so good to be with you, good to see you.
[00:08:43.620 --> 00:08:45.900]   Amazing to worship with you together.
[00:08:45.900 --> 00:08:50.420]   You know, the lyrics from the song,
[00:08:50.420 --> 00:08:52.380]   "You're Worthy of It All," like as Chapman did,
[00:08:52.380 --> 00:08:55.340]   you know, they're from the book of Revelations.
[00:08:55.340 --> 00:08:57.820]   And one thing that John in that book does,
[00:08:57.820 --> 00:09:02.820]   he gives heavenly scenes to encourage the saints.
[00:09:02.820 --> 00:09:06.780]   So there's, whenever the book of Revelation shifts,
[00:09:06.780 --> 00:09:11.180]   it's God revealing what's happening in the heavenly realm,
[00:09:11.180 --> 00:09:13.220]   and he encourages and builds up his people.
[00:09:13.220 --> 00:09:14.380]   And so I really, I don't know about you,
[00:09:14.380 --> 00:09:17.660]   but I was just so encouraged and built up,
[00:09:17.660 --> 00:09:18.900]   you know, through the worship,
[00:09:18.900 --> 00:09:20.160]   and I trust that you were as well.
[00:09:20.160 --> 00:09:24.660]   But hey, now this year, here at the Vineyard Long,
[00:09:24.660 --> 00:09:27.940]   we have been focusing on growing
[00:09:27.940 --> 00:09:31.060]   in our personal relationship with Jesus.
[00:09:31.060 --> 00:09:36.640]   One way that we have tried to do that
[00:09:36.640 --> 00:09:38.800]   is through the beginning of the year,
[00:09:38.800 --> 00:09:42.500]   we had a 21-day fasting season.
[00:09:42.500 --> 00:09:46.200]   So during the fasting time, we came before God,
[00:09:46.200 --> 00:09:50.500]   and we brought things where we were longing for breakthrough
[00:09:50.500 --> 00:09:55.500]   where we said, "Jesus, I need breakthrough from you
[00:09:55.500 --> 00:09:57.780]   in this area of my life."
[00:09:57.780 --> 00:09:59.140]   But it was not the only thing
[00:09:59.140 --> 00:10:02.540]   that we brought before Jesus' fasting season.
[00:10:02.540 --> 00:10:05.060]   It was also us making ourselves available.
[00:10:05.060 --> 00:10:09.740]   "Jesus, I'm here, I'm available, use me, use our church.
[00:10:09.740 --> 00:10:11.820]   We know that what you wanna do,
[00:10:11.820 --> 00:10:13.860]   we're not able to do out of our own strength,
[00:10:13.860 --> 00:10:17.060]   out of our own power, but it's by the power of your spirit."
[00:10:17.060 --> 00:10:19.700]   And it was a yielding and a surrendering.
[00:10:19.700 --> 00:10:22.180]   And then with that fasting season
[00:10:22.180 --> 00:10:23.660]   that we had at the beginning of the year,
[00:10:23.660 --> 00:10:26.660]   21 days of fasting, we also had a sermon series
[00:10:26.660 --> 00:10:29.300]   that we titled "Fresh Encounters."
[00:10:29.300 --> 00:10:32.660]   And so part of that series was about that
[00:10:32.660 --> 00:10:35.260]   we as Christians, a lot of times,
[00:10:35.260 --> 00:10:37.380]   get into spiritual routines.
[00:10:37.380 --> 00:10:40.820]   Now routine is nothing bad, actually they're very helpful,
[00:10:40.820 --> 00:10:44.300]   but sometimes our routines get stale,
[00:10:44.300 --> 00:10:46.700]   where we just do the same old, same old,
[00:10:46.700 --> 00:10:50.220]   and our spiritual life somehow loses its dynamic.
[00:10:50.220 --> 00:10:52.060]   And so in the series, we were talking about
[00:10:52.060 --> 00:10:55.420]   how we wanna have fresh encounters with Jesus,
[00:10:55.420 --> 00:10:57.420]   how we wanna have new encounters,
[00:10:57.420 --> 00:10:59.540]   not just always talk about the past,
[00:10:59.540 --> 00:11:02.980]   but Jesus meeting us here in the present,
[00:11:02.980 --> 00:11:04.700]   speaking to us in the present,
[00:11:04.700 --> 00:11:06.660]   doing new things in our lives.
[00:11:06.660 --> 00:11:10.620]   So for those of you who were here
[00:11:10.620 --> 00:11:13.780]   at the beginning of the year, I'm just curious,
[00:11:13.780 --> 00:11:15.100]   how is that going?
[00:11:15.980 --> 00:11:17.580]   How has that been going?
[00:11:17.580 --> 00:11:23.300]   Now for me, one of the things that I do,
[00:11:23.300 --> 00:11:25.660]   one of my own spiritual practices,
[00:11:25.660 --> 00:11:30.660]   is I ask myself every week a series of questions
[00:11:30.660 --> 00:11:33.580]   that I then answer by journaling.
[00:11:33.580 --> 00:11:37.140]   And so these are questions about my work,
[00:11:37.140 --> 00:11:40.460]   these are questions about my personal life,
[00:11:40.460 --> 00:11:42.100]   how I'm doing spiritually.
[00:11:42.100 --> 00:11:43.940]   And so because of this theme this year,
[00:11:43.940 --> 00:11:45.620]   at the beginning of the year,
[00:11:45.620 --> 00:11:49.420]   I added a question to these questions that I ask myself.
[00:11:49.420 --> 00:11:51.060]   And it's this question,
[00:11:51.060 --> 00:11:54.020]   have I spent quality time with Jesus this week?
[00:11:54.020 --> 00:11:58.500]   Now for me, quality time with Jesus
[00:11:58.500 --> 00:12:01.060]   means spending time in prayer,
[00:12:01.060 --> 00:12:04.620]   spending time in God's word,
[00:12:04.620 --> 00:12:08.020]   journaling, meditating on God's word,
[00:12:08.020 --> 00:12:10.300]   just having time to listen, to sit still,
[00:12:10.300 --> 00:12:12.380]   to sit in the presence of God.
[00:12:12.380 --> 00:12:14.340]   And it's also important that I'm not doing that
[00:12:14.340 --> 00:12:16.020]   because of work.
[00:12:16.020 --> 00:12:17.620]   'Cause as you know, I write sermons
[00:12:17.620 --> 00:12:20.860]   and I go in God's word prayerfully and I do these things.
[00:12:20.860 --> 00:12:22.900]   But in this time, it's important
[00:12:22.900 --> 00:12:25.180]   that I just go with no agenda,
[00:12:25.180 --> 00:12:27.420]   or just go personally,
[00:12:27.420 --> 00:12:30.420]   not because I'm trying to write a sermon or something.
[00:12:30.420 --> 00:12:36.500]   And I found that when I have this intimacy with Jesus,
[00:12:36.500 --> 00:12:38.900]   when I actually take time, and I don't always,
[00:12:38.900 --> 00:12:41.100]   I'm confessing here as a pastor,
[00:12:41.100 --> 00:12:42.820]   but that's why I ask myself those questions
[00:12:42.820 --> 00:12:45.620]   because I wanna be on the right track.
[00:12:45.620 --> 00:12:46.820]   I wanna have that intimacy.
[00:12:46.820 --> 00:12:49.540]   I wanna hear from Jesus in my life.
[00:12:49.540 --> 00:12:53.020]   And so that's why I ask myself this question,
[00:12:53.020 --> 00:12:54.860]   when I don't have this time,
[00:12:54.860 --> 00:12:59.180]   when just suddenly my life spins out of control,
[00:12:59.180 --> 00:13:01.860]   I get busy, I do all sorts of things,
[00:13:01.860 --> 00:13:04.620]   I lose a lot of times perspective,
[00:13:04.620 --> 00:13:08.180]   I lose hope sometimes or joy,
[00:13:08.180 --> 00:13:13.180]   and I get out of touch with actually what God
[00:13:13.180 --> 00:13:16.660]   is saying to me or speaking to us as a family,
[00:13:16.660 --> 00:13:18.140]   and even us as a church.
[00:13:18.140 --> 00:13:22.260]   Now, King David,
[00:13:22.260 --> 00:13:25.180]   pondering the significance of God's word,
[00:13:25.180 --> 00:13:29.060]   he said this in Psalm 119, 105, famous verse,
[00:13:29.060 --> 00:13:33.620]   "Your word is a lamp for my feet, a light on my path."
[00:13:34.700 --> 00:13:38.460]   So God's word is the primary way
[00:13:38.460 --> 00:13:41.420]   that God makes himself known to us.
[00:13:41.420 --> 00:13:44.500]   So he reveals himself to us personally
[00:13:44.500 --> 00:13:46.580]   so that we can personally know him.
[00:13:46.580 --> 00:13:51.700]   But on top of that, God's word also gives us guidance,
[00:13:51.700 --> 00:13:53.060]   in where he speaks about us,
[00:13:53.060 --> 00:13:56.020]   about situations and circumstances in our lives,
[00:13:56.020 --> 00:13:59.180]   where he gives us direction and clarity,
[00:13:59.180 --> 00:14:02.580]   what it means to follow him in this particular circumstance
[00:14:02.580 --> 00:14:04.460]   that you are facing right now.
[00:14:04.460 --> 00:14:09.140]   And so that is why I asked myself this question,
[00:14:09.140 --> 00:14:11.620]   because I wanna hear from God, I wanna encounter God,
[00:14:11.620 --> 00:14:15.860]   and I need him to speak into all sorts of circumstances.
[00:14:15.860 --> 00:14:18.220]   And so I asked myself the question,
[00:14:18.220 --> 00:14:21.460]   have I spent quality time with Jesus this week?
[00:14:21.460 --> 00:14:25.700]   'Cause I wanna make sure that I hear from him,
[00:14:25.700 --> 00:14:29.140]   that I hear from the voice of God,
[00:14:29.140 --> 00:14:31.140]   that I hear him speak to me,
[00:14:31.140 --> 00:14:33.780]   that I don't just act out of what Tim thinks,
[00:14:33.780 --> 00:14:35.900]   but that I'm hearing from him personally.
[00:14:35.900 --> 00:14:38.220]   So today through this message,
[00:14:38.220 --> 00:14:39.460]   what I wanna explore with you,
[00:14:39.460 --> 00:14:42.900]   or just a question that I really wanna put before you,
[00:14:42.900 --> 00:14:44.380]   and I believe this is also the question
[00:14:44.380 --> 00:14:46.100]   that the biblical text that we're gonna look at
[00:14:46.100 --> 00:14:47.780]   puts before us is,
[00:14:47.780 --> 00:14:51.660]   are we listening to God speak to us through his word?
[00:14:51.660 --> 00:14:57.620]   Like, do we actually make space in our calendars
[00:14:57.620 --> 00:15:02.460]   and our lives to hear from God,
[00:15:02.460 --> 00:15:04.100]   the creator of the universe,
[00:15:04.100 --> 00:15:07.020]   who has amazing things to say to us, to you,
[00:15:07.020 --> 00:15:13.380]   who when he speaks, he brings about good things,
[00:15:13.380 --> 00:15:15.420]   he wants to bring about good things,
[00:15:15.420 --> 00:15:17.860]   he wants to bring about flourishing in your life.
[00:15:17.860 --> 00:15:21.420]   He wants them to unfold, but do we listen?
[00:15:21.420 --> 00:15:24.140]   Do we give God space in our lives to speak?
[00:15:27.100 --> 00:15:30.060]   Or do we listen to a bunch of other things, but not to God?
[00:15:30.060 --> 00:15:36.220]   Well, we're continuing in our Galatians sermon series,
[00:15:36.220 --> 00:15:41.020]   and Paul basically asks this question to the Galatians,
[00:15:41.020 --> 00:15:44.700]   are you listening to God's word speak to you
[00:15:44.700 --> 00:15:46.460]   about the current circumstances,
[00:15:46.460 --> 00:15:48.980]   the challenges that they are facing?
[00:15:48.980 --> 00:15:51.140]   And so I wanna look with you at that,
[00:15:51.140 --> 00:15:54.020]   but before that, I wanna set the context for our passage,
[00:15:55.380 --> 00:15:57.740]   because Paul takes the Galatians
[00:15:57.740 --> 00:16:00.300]   to what we call the Old Testament,
[00:16:00.300 --> 00:16:03.420]   or we could call Hebrew scriptures in this case,
[00:16:03.420 --> 00:16:05.940]   he takes them to a story in Genesis.
[00:16:05.940 --> 00:16:07.780]   And so I wanna retell the story
[00:16:07.780 --> 00:16:10.500]   because Paul assumes that his listeners know it,
[00:16:10.500 --> 00:16:12.580]   and so he doesn't explain everything
[00:16:12.580 --> 00:16:15.900]   as he speaks to them about listening
[00:16:15.900 --> 00:16:18.260]   to the voice of God through scripture.
[00:16:18.260 --> 00:16:20.220]   And so let me set the context.
[00:16:20.220 --> 00:16:23.540]   So it's a story about Abraham.
[00:16:23.540 --> 00:16:28.340]   Now, God promised Abraham that he will bless him,
[00:16:28.340 --> 00:16:31.180]   that we will make him into a great nation,
[00:16:31.180 --> 00:16:33.540]   that all people on earth will be blessed through him,
[00:16:33.540 --> 00:16:34.620]   that we will give him land,
[00:16:34.620 --> 00:16:37.220]   so there's all these promises that God makes Abraham,
[00:16:37.220 --> 00:16:38.420]   but there is a problem.
[00:16:38.420 --> 00:16:43.260]   The problem is, or there's tension in the story,
[00:16:43.260 --> 00:16:46.060]   because Sarah, his wife,
[00:16:46.060 --> 00:16:49.860]   she has not been able to conceive any children.
[00:16:49.860 --> 00:16:53.380]   So right from the get-go, there's this question,
[00:16:53.380 --> 00:16:56.460]   how is this gonna work if you talk about
[00:16:56.460 --> 00:16:59.260]   numerous descendants and all of this?
[00:16:59.260 --> 00:17:00.180]   How is this gonna happen?
[00:17:00.180 --> 00:17:02.180]   Now, so Abraham and Sarah, they wait,
[00:17:02.180 --> 00:17:04.940]   and they wait on God, they wait on God's promise,
[00:17:04.940 --> 00:17:06.420]   but nothing seems to happen.
[00:17:06.420 --> 00:17:09.780]   So Sarah approaches Abraham,
[00:17:09.780 --> 00:17:11.940]   and they take matters into their own hands.
[00:17:11.940 --> 00:17:17.900]   Sarah gives her servant Hagar to Abraham in marriage.
[00:17:19.100 --> 00:17:23.620]   So this was a common practice among wealthy families
[00:17:23.620 --> 00:17:24.540]   where they would do that,
[00:17:24.540 --> 00:17:26.260]   and if there's a child born,
[00:17:26.260 --> 00:17:28.860]   that then can become the heir of the family.
[00:17:28.860 --> 00:17:35.300]   So they do that, and Hagar gives birth to a child
[00:17:35.300 --> 00:17:36.900]   named Ishmael.
[00:17:36.900 --> 00:17:42.820]   Now, God speaks to Abraham again,
[00:17:42.820 --> 00:17:44.340]   and this time he makes a covenant.
[00:17:44.340 --> 00:17:45.420]   So he doesn't just make the promise,
[00:17:45.420 --> 00:17:48.580]   but he actually ratifies that in a covenant
[00:17:48.580 --> 00:17:50.420]   with Abraham.
[00:17:50.420 --> 00:17:53.940]   But he says that the promises that he's making to him,
[00:17:53.940 --> 00:17:56.340]   that they will be fulfilled through a child
[00:17:56.340 --> 00:17:58.820]   that Sarah will give birth to.
[00:17:58.820 --> 00:18:04.180]   So again, she is, the Bible says she's barren.
[00:18:04.180 --> 00:18:06.020]   She's not able to bear children,
[00:18:06.020 --> 00:18:10.180]   but it also says now that she's way beyond the age
[00:18:10.180 --> 00:18:12.380]   where women usually give birth.
[00:18:12.380 --> 00:18:15.540]   And so God wants them, but God promises this,
[00:18:15.540 --> 00:18:19.620]   and then within a year, Sarah is pregnant.
[00:18:19.620 --> 00:18:20.980]   She gives birth to Isaac.
[00:18:20.980 --> 00:18:21.820]   It's a miracle.
[00:18:21.820 --> 00:18:22.740]   It's unbelievable.
[00:18:22.740 --> 00:18:25.740]   God has fulfilled his promise.
[00:18:25.740 --> 00:18:30.700]   Now, Isaac and Ishmael, they grow up,
[00:18:30.700 --> 00:18:33.580]   and Ishmael, he mocks Isaac.
[00:18:33.580 --> 00:18:37.660]   And so this then triggers some tension
[00:18:37.660 --> 00:18:39.140]   between Hagar and Sarah,
[00:18:39.140 --> 00:18:43.900]   and Sarah then ultimately asks Abraham
[00:18:43.900 --> 00:18:48.700]   for Ishmael to be kicked out,
[00:18:48.700 --> 00:18:50.700]   her and Hagar out of, away from the family.
[00:18:50.700 --> 00:18:51.700]   And Abraham agrees.
[00:18:51.700 --> 00:18:52.540]   He talks to God.
