
[00:00:00.000 --> 00:00:02.000]  多謝Chadman
[00:01:31.360 --> 00:01:32.880]  不是語言的藝術
[00:01:32.880 --> 00:01:37.800]  而是透過進入故事的角色
[00:01:37.800 --> 00:01:40.840]  讓小朋友學懂如何選擇
[00:01:40.840 --> 00:01:43.120]  如果你是小熊帽的話
[00:01:43.120 --> 00:01:45.120]  你面對著陌生人跟你說話
[00:01:45.120 --> 00:01:47.560]  你心裡會有什麼感受
[00:01:47.560 --> 00:01:50.360]  明明那個大灰狼真的很友善
[00:01:50.360 --> 00:01:55.360]  但他要思考的是什麼呢?
[00:01:55.360 --> 00:01:58.240]  大灰狼的成長過程是什麼
[00:01:58.240 --> 00:02:00.640]  令他要欺騙小熊帽呢?
[00:02:00.640 --> 00:02:03.520]  我就是要寫出這樣的課程
[00:02:03.520 --> 00:02:05.520]  不單止是寫一級
[00:02:05.520 --> 00:02:08.920]  我是由一年班到六年班
[00:02:08.920 --> 00:02:12.160]  一整年的課程要寫出來之餘
[00:02:12.160 --> 00:02:15.120]  每一課每一班每一個星期
[00:02:15.120 --> 00:02:16.840]  每一課裡面教的內容
[00:02:16.840 --> 00:02:18.240]  都是要寫出來
[00:02:18.240 --> 00:02:23.840]  這就是我那時候回到香港接手的第一個項目
[00:02:23.840 --> 00:02:25.600]  真的含辛茹苦
[00:02:25.600 --> 00:02:27.080]  我沒有生小朋友
[00:02:27.080 --> 00:02:29.080]  但我感受到那種孕育九個月
[00:02:29.080 --> 00:02:30.800]  然後將它交給
[00:02:30.800 --> 00:02:32.440]  還要不是自己教
[00:02:32.440 --> 00:02:34.680]  我要將它交給另一個人教的時候
[00:02:34.680 --> 00:02:35.960]  那種忐忑的心
[00:02:35.960 --> 00:02:37.360]  你不要照顧他
[00:02:37.360 --> 00:02:39.640]  你不要教出這句科目
[00:02:39.640 --> 00:02:42.320]  不然我不讓你好過
[00:02:42.320 --> 00:02:46.080]  我很期待每一次我教完
[00:02:46.080 --> 00:02:48.800]  或者我寫完這個科目
[00:02:48.800 --> 00:02:51.560]  然後給老師教的時候
[00:02:51.560 --> 00:02:53.800]  他們一回答出班房就會說
[00:02:53.800 --> 00:02:56.400]  「Juna,你寫得真好」
[00:02:56.400 --> 00:02:58.400]  「為什麼你可以想到這些東西?」
[00:02:58.400 --> 00:03:03.080]  「Juna,為什麼你可以將這個科目寫得這麼透徹?」
[00:03:03.080 --> 00:03:04.200]  我很期待
[00:03:04.200 --> 00:03:06.920]  我也很擔心
[00:03:06.920 --> 00:03:08.920]  他們出來後就會說
[00:03:08.920 --> 00:03:10.920]  「我不明白你說什麼」
[00:03:10.920 --> 00:03:12.400]  真的有發生過
[00:03:12.400 --> 00:03:17.280]  有沒有人聽過《魔醫廚》的故事
[00:03:17.280 --> 00:03:18.800]  就是獅子的故事
[00:03:18.800 --> 00:03:21.520]  其中一個角色是一個壞人
[00:03:21.520 --> 00:03:24.760]  他叫Edmond
[00:03:24.760 --> 00:03:28.680]  Edmond出賣了他家裡的家人
[00:03:28.680 --> 00:03:30.200]  跟魔女說
[00:03:30.200 --> 00:03:31.920]  「我告訴你我的兄弟姐妹在哪裡」
[00:03:31.920 --> 00:03:33.920]  「你給我一些糖果吃」
[00:03:33.920 --> 00:03:36.040]  因為那一課我寫得太好了
[00:03:36.040 --> 00:03:37.600]  同事出來後就問
[00:03:37.600 --> 00:03:39.600]  「你是不是特別喜歡壞人?」
[00:03:39.600 --> 00:03:45.680]  「為什麼可以將他扭轉了我對這個角色既有的想法?」
[00:03:45.680 --> 00:03:46.680]  他們不太同意
[00:03:46.680 --> 00:03:48.680]  也不太明白我寫的東西
[00:03:48.680 --> 00:03:50.680]  於是我回去後就想了很久
[00:03:50.680 --> 00:03:54.280]  「糟了,是不是我寫得不好呢?」
[00:03:54.280 --> 00:03:57.760]  這個感覺讓我每一次
[00:03:57.760 --> 00:03:59.400]  教完每一課
[00:03:59.400 --> 00:04:02.440]  每一年教完整個課程之後
[00:04:02.440 --> 00:04:05.520]  我都想要燒掉它重新再寫
[00:04:05.520 --> 00:04:06.520]  真的不行
[00:04:06.520 --> 00:04:08.160]  我覺得它有瑕疵
[00:04:08.160 --> 00:04:10.400]  有不完善的地方
[00:04:10.400 --> 00:04:12.600]  我不可以讓它存留在這個世界上
[00:04:12.600 --> 00:04:15.000]  讓我燒掉這個課程
[00:04:15.000 --> 00:04:17.000]  然後我再寫出來
[00:04:17.000 --> 00:04:20.960]  這種想法和控制慾
[00:04:20.960 --> 00:04:26.600]  令我覺得我很渴望別人讚賞我所做的事情
[00:04:26.600 --> 00:04:28.600]  我很渴望他們告訴我
[00:04:28.600 --> 00:04:29.960]  「你做得好」
[00:04:29.960 --> 00:04:31.800]  「這個科目我有得著」
[00:04:31.800 --> 00:04:33.520]  「June,你在這個科目裡」
[00:04:33.520 --> 00:04:35.120]  「這個團隊裡」
[00:04:35.120 --> 00:04:36.240]  「這個學校裡」
[00:04:36.240 --> 00:04:38.040]  「你是有價值的」
[00:04:38.040 --> 00:04:41.040]  原來我把別人的讚賞
[00:04:41.040 --> 00:04:43.040]  變成了我的食糧
[00:04:43.040 --> 00:04:46.040]  有什麼可以餵養我的胃口呢?
[00:04:46.040 --> 00:04:49.360]  原來我對別人的讚賞有很大的胃口
[00:04:49.360 --> 00:04:51.520]  我當時寫這個教案出來
[00:04:51.520 --> 00:04:53.520]  或者我做得這麼完美
[00:04:53.520 --> 00:04:56.840]  並不是因為我真的很愛這個科目
[00:04:56.840 --> 00:04:58.840]  而是我很愛掌聲
[00:04:58.840 --> 00:05:00.840]  我很愛讚賞
[00:05:00.840 --> 00:05:02.840]  我很愛肯定
[00:05:02.840 --> 00:05:04.840]  每一次別人告訴我
[00:05:04.840 --> 00:05:06.240]  「你做得好」的時候
[00:05:06.240 --> 00:05:07.640]  就好像告訴我
[00:05:07.640 --> 00:05:10.440]  我在這個地方是有價值的
[00:05:10.440 --> 00:05:12.440]  是做得好的
[00:05:12.440 --> 00:05:15.840]  所以當我有任何的錯漏
[00:05:15.840 --> 00:05:18.840]  有任何覺得不完美的地方的時候
[00:05:18.840 --> 00:05:20.040]  我很自責
[00:05:20.040 --> 00:05:24.040]  我覺得這件事是不容許它再發生的
[00:05:24.040 --> 00:05:28.840]  我以為這個問題是因為我太自大了
[00:05:28.840 --> 00:05:30.840]  我覺得自己很厲害
[00:05:30.840 --> 00:05:32.840]  所以我才會有這樣的想法
[00:05:32.840 --> 00:05:34.840]  又或者這個問題的根源
[00:05:34.840 --> 00:05:36.840]  是來自於我太自卑了
[00:05:36.840 --> 00:05:38.440]  我經常覺得不好
[00:05:38.440 --> 00:05:39.640]  我踩低自己
[00:05:39.640 --> 00:05:42.640]  所以我希望別人的掌聲來讚賞我
[00:05:42.640 --> 00:05:46.040]  但我再想深一層的時候
[00:05:46.040 --> 00:05:49.440]  我發現不是我自卑還是自大
[00:05:49.440 --> 00:05:51.640]  基本上這兩樣東西是同時存在的
[00:05:51.640 --> 00:05:55.240]  我要處理的是我怎樣看待自己
[00:05:55.240 --> 00:05:57.440]  我的價值是什麼
[00:05:57.440 --> 00:06:02.640]  究竟我怎樣去覺得自己是好還是不好呢?
[00:06:02.640 --> 00:06:07.040]  我沒有帶水晶
[00:06:07.040 --> 00:06:09.240]  我沒有去求神拜佛
[00:06:09.240 --> 00:06:10.840]  我沒有看星座
[00:06:10.840 --> 00:06:12.840]  我沒有去占卜文相
[00:06:12.840 --> 00:06:17.840]  但原來這些都不是告訴我我沒有拜偶像
[00:06:17.840 --> 00:06:22.040]  當我把掌聲、別人的讚賞
[00:06:22.040 --> 00:06:23.240]  成為我的食糧
[00:06:23.240 --> 00:06:25.240]  去餵養我的胃口的時候
[00:06:25.240 --> 00:06:28.440]  原來一個做了這麼多年基督徒的我
[00:06:28.440 --> 00:06:31.640]  都陷入了拜偶像的掙扎當中
[00:06:31.640 --> 00:06:35.640]  我不知道你有沒有見過身邊有同事是這樣
[00:06:35.640 --> 00:06:40.640]  他們把他們生命的所有放在公司裏面
[00:06:40.640 --> 00:06:42.440]  你一回去就見到他
[00:06:42.440 --> 00:06:44.240]  你下班的時候他還未走
[00:06:44.240 --> 00:06:47.040]  我見到同事看著我
[00:06:47.040 --> 00:06:55.640]  他把他所有的心神都放在工作上
[00:06:55.640 --> 00:06:59.240]  他甚至放假星期六、日都會WhatsApp你
[00:06:59.240 --> 00:07:00.440]  然後告訴你
[00:07:00.440 --> 00:07:02.440]  麻煩你幫我處理這個文件
[00:07:02.440 --> 00:07:03.840]  麻煩你幫我做這個
[00:07:03.840 --> 00:07:05.640]  你沒有生活嗎?
[00:07:05.640 --> 00:07:07.240]  你沒有家庭嗎?
[00:07:07.240 --> 00:07:09.440]  為什麼你每一天所想的事
[00:07:09.440 --> 00:07:12.440]  所做的事都是和工作有關的?
[00:07:12.440 --> 00:07:17.840]  究竟工作給了我們什麼承諾?
[00:07:17.840 --> 00:07:23.440]  讓我們一而再、再而三地願意被工作控制
[00:07:23.440 --> 00:07:27.440]  有什麼本來我們應該從神裏面去拿的
[00:07:27.440 --> 00:07:29.440]  但是面對工作的時候
[00:07:29.440 --> 00:07:33.840]  我們不自覺地把神賜給我們的祝福
[00:07:33.840 --> 00:07:37.840]  我們的工作變成了我們的終極目標呢?
[00:07:37.840 --> 00:07:43.640]  這就是我們今天想一起探討和研究的話題
[00:07:43.640 --> 00:07:46.240]  這件事你未必不知道
[00:07:46.240 --> 00:07:47.640]  不拜偶像
[00:07:47.640 --> 00:07:50.240]  不要雕刻別的偶像
[00:07:50.240 --> 00:07:51.640]  去拜祭其他東西
[00:07:51.640 --> 00:07:54.040]  不是我們第一次聽到的
[00:07:54.040 --> 00:07:56.440]  但我們卻想探討一下
[00:07:56.440 --> 00:07:59.240]  究竟有什麼在我們的生命裏面
[00:07:59.240 --> 00:08:00.840]  我們有什麼渴望
[00:08:00.840 --> 00:08:02.240]  在我們的生命裏面
[00:08:02.240 --> 00:08:05.240]  叫到工作成為了
[00:08:05.240 --> 00:08:10.240]  餵養我們心靈裏面的飢渴的動機
[00:08:10.240 --> 00:08:13.240]  在聖經裏面記載了一群人
[00:08:13.240 --> 00:08:15.840]  他們都想用自己的雙手
[00:08:15.840 --> 00:08:18.640]  去建立屬於自己的價值
[00:08:18.640 --> 00:08:21.240]  這就是巴別塔的故事
[00:08:21.240 --> 00:08:22.640]  說起巴別塔
[00:08:22.640 --> 00:08:24.840]  也要先說起這群人的背景
[00:08:24.840 --> 00:08:27.840]  那時候大水沖了世界
[00:08:27.840 --> 00:08:30.040]  真是幸運沒有沖到我們的控制塔
[00:08:30.040 --> 00:08:31.240]  沖走了世界
[00:08:31.240 --> 00:08:35.240]  然後上帝叫挪亞建立了方舟
[00:08:35.240 --> 00:08:38.840]  載著他的家人逃離了這個世界
[00:08:38.840 --> 00:08:41.040]  毀滅世界的洪水
[00:08:41.040 --> 00:08:43.040]  洪水退去了
[00:08:43.040 --> 00:08:47.240]  挪亞就在山上停下來
[00:08:47.240 --> 00:08:49.640]  然後神就叫挪亞一家
[00:08:49.640 --> 00:08:51.240]  你們遍滿這個地方
[00:08:51.240 --> 00:08:54.240]  生養眾多
[00:08:54.240 --> 00:08:55.640]  你想像一下這個世界
[00:08:55.640 --> 00:08:59.640]  剛剛經歷了一次重整
[00:08:59.640 --> 00:09:01.240]  大家都是開荒牛
[00:09:01.240 --> 00:09:03.240]  開始了一個新的生活
[00:09:03.240 --> 00:09:07.040]  我們一起去看創世紀第十一章一至四節
[00:09:07.040 --> 00:09:08.640]  他怎樣說
[00:09:08.640 --> 00:09:10.040]  經文裏是這樣說
[00:09:10.040 --> 00:09:13.240]  他說哪時全地只有一種語言
[00:09:13.240 --> 00:09:15.040]  都說一樣的話
[00:09:15.040 --> 00:09:17.440]  他們向東遷移的時候
[00:09:17.440 --> 00:09:20.240]  在善那地找到一片平原
[00:09:20.240 --> 00:09:22.240]  就住在那裏
[00:09:22.240 --> 00:09:24.040]  他們彼此相宜說
[00:09:24.040 --> 00:09:26.040]  來讓我們做磚
[00:09:26.040 --> 00:09:27.840]  把磚燒透了
[00:09:27.840 --> 00:09:30.440]  他們就拿磚當石頭
[00:09:30.440 --> 00:09:32.640]  又拿柏油當泥漿
[00:09:32.640 --> 00:09:37.240]  他們說來讓我們建造一座城和一座塔
[00:09:37.240 --> 00:09:39.040]  塔頂通天
[00:09:39.040 --> 00:09:41.440]  我們要為自己立命
[00:09:41.440 --> 00:09:45.040]  免得我們分散在全地面上
[00:09:45.040 --> 00:09:47.440]  如果這個是現代的政府
[00:09:47.440 --> 00:09:48.640]  他看到一塊地
[00:09:48.640 --> 00:09:50.440]  他說好我們要建一座樓
[00:09:50.440 --> 00:09:53.240]  這件事是很合情合理的
[00:09:53.240 --> 00:09:56.640]  但是現在創世紀第十一章的背景
[00:09:56.640 --> 00:09:58.440]  並不是這樣
[00:09:58.440 --> 00:10:01.840]  他們的世界剛剛被天父重新洗牌
[00:10:01.840 --> 00:10:05.240]  然後天父不止一次跟他們說
[00:10:05.240 --> 00:10:08.840]  你們要生養眾多片滿全地
[00:10:08.840 --> 00:10:10.640]  但是你看到這裏
[00:10:10.640 --> 00:10:13.840]  他們卻說我們要聚在一起
[00:10:13.840 --> 00:10:16.240]  我們要一起建一座塔
[00:10:16.240 --> 00:10:18.240]  建一座城
[00:10:18.240 --> 00:10:20.840]  為什麼會這樣
[00:10:20.840 --> 00:10:22.640]  因為這座塔
[00:10:22.640 --> 00:10:25.440]  給他們一個價值感
[00:10:25.440 --> 00:10:27.840]  其實價值感簡單來說
[00:10:27.840 --> 00:10:32.440]  就是你心裏面覺得你自己值不值錢
[00:10:32.440 --> 00:10:35.040]  就是說其實你自己有沒有用
[00:10:35.040 --> 00:10:36.440]  值不值得被愛
[00:10:36.440 --> 00:10:38.040]  值不值得被人尊重
[00:10:38.040 --> 00:10:40.640]  值不值得被人欣賞
[00:10:40.640 --> 00:10:43.640]  是你自己心裏面怎樣覺得自己
[00:10:43.640 --> 00:10:48.240]  並不是實際上你值不值得被愛
[00:10:48.240 --> 00:10:50.240]  一個是感受
[00:10:50.240 --> 00:10:52.240]  一個是事實
[00:10:52.240 --> 00:10:54.640]  事實上可能你很有錢
[00:10:54.640 --> 00:10:56.440]  實際上你真的很有錢
[00:10:56.440 --> 00:10:57.840]  又去馬爾代夫
[00:10:57.840 --> 00:10:59.640]  又去新加坡
[00:10:59.640 --> 00:11:01.240]  又去各樣的地方
[00:11:01.240 --> 00:11:03.040]  但是
[00:11:03.040 --> 00:11:05.640]  可能你心裏面總是覺得
[00:11:05.640 --> 00:11:07.840]  我沒有錢,我很窮
[00:11:07.840 --> 00:11:12.240]  有一個貧窮的感覺在你心裏面出現
[00:11:12.240 --> 00:11:13.640]  巴別塔的人說
[00:11:13.640 --> 00:11:16.040]  讓我們為自己留明星
[00:11:16.040 --> 00:11:19.040]  免得大家分散到全地去
[00:11:19.040 --> 00:11:23.440]  他們是想靠自己的成就為自己留名
[00:11:23.440 --> 00:11:24.640]  名字是什麼?
[00:11:24.640 --> 00:11:26.640]  名字就是被知道
[00:11:26.640 --> 00:11:27.840]  被認識
[00:11:27.840 --> 00:11:29.840]  在聖經裏面
[00:11:29.840 --> 00:11:31.640]  在舊約的時代裏面
[00:11:31.640 --> 00:11:35.240]  名稱是你生命裏面的一些特質
[00:11:35.240 --> 00:11:38.640]  你有什麼特質是想被人認識
[00:11:38.640 --> 00:11:40.240]  被人知道的呢?
[00:11:40.240 --> 00:11:42.640]  其實不是一定限於工作
[00:11:42.640 --> 00:11:45.440]  其實當我們去認識一批新的朋友的時候
[00:11:45.440 --> 00:11:47.840]  我們都有些特質想被人知道
[00:11:47.840 --> 00:11:50.840]  譬如我想讓人知道我很擅長煮食
[00:11:50.840 --> 00:11:51.640]  很擅長
[00:11:51.640 --> 00:11:53.640]  尤其是公仔麵那方面
[00:11:53.640 --> 00:11:57.240]  我也有家長
[00:11:57.240 --> 00:11:58.440]  他的名稱就是
[00:11:58.440 --> 00:12:01.640]  我很想讓人知道我是一個好的媽媽
[00:12:01.640 --> 00:12:04.640]  可能你很用心經營的
[00:12:04.640 --> 00:12:07.440]  就是我是一個很有負責任的人
[00:12:07.440 --> 00:12:08.840]  我做事很交代
[00:12:08.840 --> 00:12:09.840]  你給我什麼
[00:12:09.840 --> 00:12:11.840]  我都可以幫你搞定
[00:12:11.840 --> 00:12:16.640]  我們的工作未必是我們受薪的那件事
[00:12:16.640 --> 00:12:18.240]  而是我們的角色
[00:12:18.240 --> 00:12:19.240]  我們的崗位
[00:12:19.240 --> 00:12:22.440]  我們手裏所經營著什麼
[00:12:22.440 --> 00:12:24.840]  所以你可以趁這個聽到的時候
[00:12:24.840 --> 00:12:28.440]  想想究竟上帝給了我什麼
[00:12:28.440 --> 00:12:32.240]  我在這裏經營著什麼呢?
[00:12:32.240 --> 00:12:36.840]  我的明星又是些什麼呢?
[00:12:36.840 --> 00:12:40.840]  我們的價值可能就是來自於
[00:12:40.840 --> 00:12:42.040]  這些明星
[00:12:42.040 --> 00:12:44.240]  這些形容詞
[00:12:44.240 --> 00:12:47.240]  這些價值可能來自於我們的工作表現
[00:12:47.240 --> 00:12:48.640]  我們的朋友圈子
[00:12:48.640 --> 00:12:50.040]  我們的家庭角色
[00:12:50.040 --> 00:12:56.640]  甚至可能在教會裏面的侍奉
[00:12:56.640 --> 00:12:58.240]  我做了很多事情
[00:12:58.240 --> 00:13:02.040]  在教會裏面我是一個很投入侍奉的人
[00:13:02.040 --> 00:13:05.640]  其實努力工作是一個好的品格
[00:13:05.640 --> 00:13:09.240]  我們經營的工作本身不是一個偶像
[00:13:09.240 --> 00:13:11.840]  但是我們在用什麼
[00:13:11.840 --> 00:13:16.440]  去餵養我們心靈的渴望呢?
[00:13:16.440 --> 00:13:18.840]  之前我在教學的工作裏面
[00:13:18.840 --> 00:13:20.640]  每一年都會被評核的
[00:13:20.640 --> 00:13:24.640]  有沒有人在公司裏面都有評核的?
[00:13:24.640 --> 00:13:25.840]  都有的,我都點頭了
[00:13:25.840 --> 00:13:26.840]  我見到很多個
[00:13:26.840 --> 00:13:30.040]  但是你以為一個老師的工作評核
[00:13:30.040 --> 00:13:32.040]  就是你教得好不好
[00:13:32.040 --> 00:13:33.440]  並不是這樣的
[00:13:33.440 --> 00:13:35.840]  那時候我每年都會被評核
[00:13:35.840 --> 00:13:39.440]  要給我的行政上司
[00:13:39.440 --> 00:13:41.840]  然後我的教學專業上司
[00:13:41.840 --> 00:13:44.040]  去對我那一年所做的事情
[00:13:44.040 --> 00:13:46.040]  進行觀貨和評核
[00:13:46.040 --> 00:13:50.040]  然後再給我的整體上司面見
[00:13:50.040 --> 00:13:52.040]  再給我一個分數
[00:13:52.040 --> 00:13:54.440]  究竟要評核什麼呢?
[00:13:54.440 --> 00:13:56.640]  作為一個老師教學的
[00:13:56.640 --> 00:13:58.640]  究竟要被評核什麼呢?
[00:13:58.640 --> 00:14:03.040]  反思能力、合作表現、表達和溝通能力
[00:14:03.040 --> 00:14:06.040]  創造力、責任、信賴度、領導能力
[00:14:06.040 --> 00:14:10.440]  管理表現、關愛表現等進行評估等等
[00:14:10.440 --> 00:14:12.240]  其實有幾張紙這麼長
[00:14:12.240 --> 00:14:17.040]  它的仔細程度好像在評估我的人生做得好不好
[00:14:17.040 --> 00:14:19.040]  但是我覺得很開心
[00:14:19.040 --> 00:14:23.040]  這個評估有實質的數據
[00:14:23.040 --> 00:14:25.040]  有人證、物證告訴我
[00:14:25.040 --> 00:14:26.640]  究竟我做得好不好
[00:14:26.640 --> 00:14:28.640]  當我這一份評核出來
[00:14:28.640 --> 00:14:30.240]  成績很好的時候
[00:14:30.240 --> 00:14:31.440]  我會很高興
[00:14:31.440 --> 00:14:34.240]  我覺得我在這個工作的團隊裡面
[00:14:34.240 --> 00:14:36.240]  我是一個非常好的一員
[00:14:36.240 --> 00:14:37.840]  但是當有時候
[00:14:37.840 --> 00:14:39.440]  事情做得不好的時候
[00:14:39.440 --> 00:14:42.440]  我就會踩到自己一文不值
[00:14:42.440 --> 00:14:47.240]  我們的想法、心態、心情
[00:14:47.240 --> 00:14:50.640]  很容易被別人的看法影響到
[00:14:50.640 --> 00:14:54.240]  我們這些價值、評語
[00:14:54.240 --> 00:14:56.640]  成為了我們對自己
[00:14:56.640 --> 00:14:58.640]  如何看待自己的一個拯救
[00:14:58.640 --> 00:15:01.240]  其實我們知道我們的價值
[00:15:01.240 --> 00:15:02.840]  應該是來自於神的
[00:15:02.840 --> 00:15:06.240]  我們知道不應該從人的讚美那裡
[00:15:06.240 --> 00:15:07.840]  去肯定自己
[00:15:07.840 --> 00:15:10.240]  但是當我每一次做好一件事
[00:15:10.240 --> 00:15:11.840]  做到一件事的時候
[00:15:11.840 --> 00:15:13.040]  我就覺得
[00:15:13.040 --> 00:15:14.440]  足夠了
[00:15:14.440 --> 00:15:15.640]  我滿足了
[00:15:15.640 --> 00:15:17.040]  我安樂了
[00:15:17.040 --> 00:15:21.640]  那些用心和付出
[00:15:21.640 --> 00:15:25.240]  未必再是單純地為那件事
[00:15:25.240 --> 00:15:29.040]  為侍奉、為家庭或各樣都好
[00:15:29.040 --> 00:15:31.240]  而是我用那個讚賞
[00:15:31.240 --> 00:15:34.240]  去填補我心目中的缺失
[00:15:36.240 --> 00:15:38.440]  不知道你有沒有
[00:15:38.440 --> 00:15:41.040]  見過這樣的朋友
[00:15:41.040 --> 00:15:44.440]  或者自己經歷過這種心態
[00:15:44.440 --> 00:15:48.440]  這種心態、這種掛勾
[00:15:48.440 --> 00:15:52.040]  你的工作和價值的掛勾
[00:15:52.040 --> 00:15:56.640]  是讓我活在一個無形的焦慮裡面
[00:15:56.640 --> 00:16:00.640]  每一天我都擔心自己是否達標
[00:16:00.640 --> 00:16:03.040]  怕自己表現得不夠好
[00:16:03.040 --> 00:16:06.040]  甚至懷疑自己到底夠不夠出色
[00:16:06.040 --> 00:16:08.040]  別人會不會欣賞我呢
[00:16:08.040 --> 00:16:10.840]  這種焦慮引致比較
[00:16:10.840 --> 00:16:14.240]  形成一個一個無形的枷鎖
[00:16:14.240 --> 00:16:17.040]  但是我自己本身是看不到的
[00:16:17.040 --> 00:16:20.440]  本身當我活在這個工作環境當中
[00:16:20.440 --> 00:16:22.440]  我是看不到的
[00:16:22.440 --> 00:16:28.040]  但是我卻是在建立自己的價值觀
[00:16:28.040 --> 00:16:29.640]  在我的心裡面
[00:16:29.640 --> 00:16:30.840]  而有趣的是
[00:16:30.840 --> 00:16:32.440]  在第五節的時候
[00:16:32.440 --> 00:16:34.040]  耶和華降臨
[00:16:34.040 --> 00:16:37.040]  要看世人所建造的城和塔
[00:16:37.040 --> 00:16:39.040]  當人想用我們的努力
[00:16:39.040 --> 00:16:41.640]  去達到好像天那麼高的時候
[00:16:41.640 --> 00:16:42.640]  天父怎麼說
[00:16:42.640 --> 00:16:45.440]  他說我要下來去看看
[00:16:45.440 --> 00:16:47.240]  我們無論多麼努力
[00:16:47.240 --> 00:16:50.640]  想將我們做的事做得有多厲害也好
[00:16:50.640 --> 00:16:52.240]  就好像所羅門那樣說
[00:16:52.240 --> 00:16:54.240]  我回顧我一切所作的
[00:16:54.240 --> 00:16:56.840]  和我勞碌所成就的事
[00:16:56.840 --> 00:16:59.640]  怎知道誰知道都是虛空
[00:16:59.640 --> 00:17:01.240]  都是暴風
[00:17:01.240 --> 00:17:03.840]  當我們靠自己做得好
[00:17:03.840 --> 00:17:05.240]  得到別人的讚賞
[00:17:05.240 --> 00:17:07.840]  去填滿我心裡面的空虛感的時候
[00:17:07.840 --> 00:17:09.040]  這一份的東西
[00:17:09.040 --> 00:17:11.040]  無論我們有多努力
[00:17:11.040 --> 00:17:13.640]  都會好像巴別塔一樣
[00:17:13.640 --> 00:17:15.240]  只能建造一半
[00:17:15.240 --> 00:17:16.840]  它很想建造得很高
[00:17:16.840 --> 00:17:19.440]  它很想建造到天堂
[00:17:19.440 --> 00:17:21.040]  天庭那麼高
[00:17:21.040 --> 00:17:23.640]  但是還是有缺失
[00:17:23.640 --> 00:17:26.040]  還是不能滿足我們
[00:17:29.040 --> 00:17:32.440]  他們除了想建立自己的價值觀之外
[00:17:32.440 --> 00:17:36.640]  工作除了讓我們感覺到我們能夠有價值之外
[00:17:36.640 --> 00:17:40.040]  另一件事就是恐懼
[00:17:40.040 --> 00:17:43.040]  在第七節那裡怎麼說
[00:17:43.040 --> 00:17:45.440]  他說我們要做這個塔
[00:17:45.440 --> 00:17:49.240]  免得我們分散在地面上
[00:17:49.240 --> 00:17:50.840]  去建一座塔去生活
[00:17:50.840 --> 00:17:52.240]  去保護自己
[00:17:52.240 --> 00:17:54.840]  並不是一件奇怪的事
[00:17:54.840 --> 00:17:58.640]  但是他們是希望靠這一座塔
[00:17:58.640 --> 00:18:02.040]  成為他們唯一的保障
[00:18:02.040 --> 00:18:03.440]  他們好像忘記了
[00:18:03.440 --> 00:18:06.040]  是天父叫他們建造了一艘船
[00:18:06.040 --> 00:18:09.040]  是天父保守他們渡過水災
[00:18:09.040 --> 00:18:13.440]  是天父讓他們平穩降落在陸地上
[00:18:13.440 --> 00:18:15.440]  當他們踏出陸地
[00:18:15.440 --> 00:18:17.040]  再去生養的時候
[00:18:17.040 --> 00:18:18.640]  他們覺得我要受保護了
[00:18:18.640 --> 00:18:19.640]  但是我這個保護
[00:18:19.640 --> 00:18:21.240]  這次不是來自於天父
