
[00:00:00.000 --> 00:00:02.240]  Amen,多謝Chairman
[00:05:14.480 --> 00:05:16.480]  阿伯拉罕有兩個兒子
[00:05:16.480 --> 00:05:18.480]  一個是侍女生的
[00:05:18.480 --> 00:05:21.480]  一個是自由的婦人生的
[00:05:21.480 --> 00:05:25.480]  那侍女所生的是按著肉體生的
[00:05:25.480 --> 00:05:30.480]  那自由的婦人所生的是憑著嬰許所生的
[00:05:30.480 --> 00:05:33.480]  阿伯拉罕第一次得到神的嬰許
[00:05:33.480 --> 00:05:35.480]  他有小朋友的時候
[00:05:35.480 --> 00:05:37.480]  他年紀都不小了
[00:05:37.480 --> 00:05:39.480]  他離開自己本鄉的時候
[00:05:39.480 --> 00:05:41.480]  他已經七十五歲了
[00:05:41.480 --> 00:05:43.480]  我還收到嬰許
[00:05:43.480 --> 00:05:46.480]  他應該比七十五歲大
[00:05:46.480 --> 00:05:49.480]  所以他收到嬰許是開心的
[00:05:49.480 --> 00:05:51.480]  終於有小朋友了
[00:05:51.480 --> 00:05:54.480]  但他一個差不多八十歲的人
[00:05:54.480 --> 00:05:57.480]  去照顧一個小朋友
[00:05:57.480 --> 00:06:01.480]  不知道是開心還是苦笑
[00:06:01.480 --> 00:06:04.480]  他和薩拉都結婚很久了
[00:06:04.480 --> 00:06:06.480]  他們一直都沒有兒子
[00:06:06.480 --> 00:06:08.480]  當然這個故事在我們這邊看過去
[00:06:08.480 --> 00:06:10.480]  就說阿伯拉罕放心了
[00:06:10.480 --> 00:06:13.480]  沒問題的,做得到的
[00:06:13.480 --> 00:06:16.480]  但在故事的他們那邊
[00:06:16.480 --> 00:06:22.480]  他們那邊就見到自己結婚這麼多年都沒有小朋友
[00:06:22.480 --> 00:06:24.480]  他們見到自己年紀都不小
[00:06:24.480 --> 00:06:28.480]  他們見到自己可能是很多能力上力有不逮
[00:06:28.480 --> 00:06:32.480]  去見到嬰許,去見到自己的能力
[00:06:32.480 --> 00:06:36.480]  他只剩下,我應該怎樣做
[00:06:36.480 --> 00:06:38.480]  於是這對夫婦
[00:06:38.480 --> 00:06:41.480]  看著自己,又看著上帝的嬰許
[00:06:41.480 --> 00:06:45.480]  薩拉就說,我有一個下甲的婢女
[00:06:45.480 --> 00:06:47.480]  不如我將她交給你
[00:06:47.480 --> 00:06:49.480]  你和她生個小朋友吧
[00:06:49.480 --> 00:06:53.480]  保羅說,這個是女所生的
[00:06:53.480 --> 00:06:55.480]  是按著肉體所生
[00:06:55.480 --> 00:06:59.480]  意思是按著人的軟弱去成就的事
[00:06:59.480 --> 00:07:02.480]  不知道大家有沒有試過
[00:07:02.480 --> 00:07:04.480]  有一個很值得的目標
[00:07:04.480 --> 00:07:07.480]  天父放了一樣東西在你心裏
[00:07:07.480 --> 00:07:10.480]  但按著自己的衝動,好勝
[00:07:10.480 --> 00:07:14.480]  或者用自己的方法和時間去成就這件事
[00:07:14.480 --> 00:07:17.480]  就好像新約裏面的法利賽人
[00:07:17.480 --> 00:07:19.480]  其實他不是無端端爆出來
[00:07:19.480 --> 00:07:21.480]  就馬上指指點點說這個不行,那個不行
[00:07:21.480 --> 00:07:25.480]  也不是,為什麼會有法利賽人的出現
[00:07:25.480 --> 00:07:27.480]  是因為那時候有一班人
[00:07:27.480 --> 00:07:29.480]  他見到自己的國家亡國
[00:07:29.480 --> 00:07:31.480]  他見到可能是自己的人民
[00:07:31.480 --> 00:07:33.480]  他們離開了神
[00:07:33.480 --> 00:07:34.480]  於是他們就說
[00:07:34.480 --> 00:07:36.480]  不行,我們要回到上帝那裏
[00:07:36.480 --> 00:07:38.480]  我們要重新得到上帝的祝福
[00:07:38.480 --> 00:07:41.480]  我們就靠著上帝所給我們的律法
[00:07:41.480 --> 00:07:45.480]  去做這件事,去讓上帝祝福我們
[00:07:45.480 --> 00:07:48.480]  但是他們將所有的責任
[00:07:48.480 --> 00:07:51.480]  所有的目光都放在自己的身上
[00:07:51.480 --> 00:07:54.480]  他們知道自己要按著律法去做
[00:07:54.480 --> 00:07:59.480]  他們按著自己的肉體去成就上帝的義
[00:07:59.480 --> 00:08:01.480]  於是保羅就說
[00:08:01.480 --> 00:08:04.480]  他們成為了律法的奴隸
[00:08:05.480 --> 00:08:08.480]  我自己也試過這件事情
[00:08:08.480 --> 00:08:09.480]  我自己也試過
[00:08:09.480 --> 00:08:11.480]  我記得有一年我的團契
[00:08:11.480 --> 00:08:13.480]  要我去分享我的得救見證
[00:08:13.480 --> 00:08:18.480]  我是一個自小在基督教環境裏長大的人
[00:08:18.480 --> 00:08:20.480]  你叫我分享我的得救見證
[00:08:20.480 --> 00:08:23.480]  只可以說我四年級的時候不見了身份證
[00:08:23.480 --> 00:08:26.480]  我祈禱叫天父給我有了身份證
[00:08:26.480 --> 00:08:28.480]  於是我就相信了
[00:08:28.480 --> 00:08:31.480]  因為我一直都不覺得神是假的
[00:08:31.480 --> 00:08:32.480]  那個分別不大
[00:08:32.480 --> 00:08:38.480]  我想我的生命有什麼要被拯救的地方
[00:08:38.480 --> 00:08:40.480]  天父拯救了我什麼
[00:08:40.480 --> 00:08:42.480]  我的生命有什麼不同
[00:08:42.480 --> 00:08:44.480]  於是我就很努力去想
[00:08:44.480 --> 00:08:47.480]  我發覺不是那時候發覺的
[00:08:47.480 --> 00:08:51.480]  但我真的發覺原來我是需要被拯救的
[00:08:51.480 --> 00:08:53.480]  我有很長一段時間
[00:08:53.480 --> 00:08:56.480]  我是知道上帝要我做什麼
[00:08:56.480 --> 00:08:58.480]  基督徒的責任是什麼
[00:08:58.480 --> 00:09:00.480]  要愛人,要體諒別人
[00:09:00.480 --> 00:09:04.480]  於是我就按著這個準則去逼自己去做這些事
[00:09:04.480 --> 00:09:06.480]  我明明心裏想
[00:09:06.480 --> 00:09:08.480]  怎麼搞的,這樣也做不到
[00:09:08.480 --> 00:09:10.480]  我都做到,你也做不到
[00:09:10.480 --> 00:09:13.480]  有沒有搞錯,這件事不是應該這樣去做的
[00:09:13.480 --> 00:09:15.480]  你可不可以做好一點,做一個基督徒
[00:09:15.480 --> 00:09:18.480]  心裏經常有很多這些
[00:09:18.480 --> 00:09:20.480]  但我口裏就說
[00:09:20.480 --> 00:09:26.480]  不要緊,不要緊,OK,我愛你,天父愛你
[00:09:26.480 --> 00:09:29.480]  我是按著自己的肉體
[00:09:29.480 --> 00:09:32.480]  我自己去逼自己去憐憫別人
[00:09:32.480 --> 00:09:35.480]  去關心別人,去體諒別人
[00:09:35.480 --> 00:09:39.480]  但我生命裏面還是有很多的掣肘
[00:09:39.480 --> 00:09:41.480]  我覺得我被什麼掣肘
[00:09:41.480 --> 00:09:43.480]  我覺得自己比別人好
[00:09:43.480 --> 00:09:47.480]  我覺得為什麼這些事不是在自己的控制範圍裏
[00:09:47.480 --> 00:09:49.480]  為什麼這些事還沒發生
[00:09:49.480 --> 00:09:51.480]  不可以快點發生
[00:09:51.480 --> 00:09:54.480]  原來我是被這些掣肘
[00:09:54.480 --> 00:09:57.480]  我還沒得到拯救
[00:09:57.480 --> 00:10:01.480]  但提多書三章五節,他這樣說
[00:10:01.480 --> 00:10:03.480]  他,即是天父
[00:10:03.480 --> 00:10:05.480]  天父救了我們
[00:10:05.480 --> 00:10:08.480]  不是因為我們自己所行的義
[00:10:08.480 --> 00:10:10.480]  而是照著他的憐憫
[00:10:10.480 --> 00:10:15.480]  藉著重生的洗和聖靈的更生
[00:10:15.480 --> 00:10:20.480]  如果我不是相信這位是憐憫我的神
[00:10:20.480 --> 00:10:22.480]  我不經歷過這種憐憫
[00:10:22.480 --> 00:10:26.480]  我是不可能將這種憐憫給我身邊的人
[00:10:26.480 --> 00:10:29.480]  如果我不相信這個神愛我
[00:10:29.480 --> 00:10:32.480]  無論我是什麼狀態都愛我
[00:10:32.480 --> 00:10:36.480]  我是不能將這種愛分給我身邊的人
[00:10:36.480 --> 00:10:40.480]  以前我要靠自己的肉體
[00:10:40.480 --> 00:10:43.480]  我自己的能力去體諒別人
[00:10:43.480 --> 00:10:46.480]  因為我自己沒經歷過這種憐憫和體諒
[00:10:46.480 --> 00:10:48.480]  我做了律法的奴隸
[00:10:48.480 --> 00:10:52.480]  但當我相信主對我有憐憫的時候
[00:10:52.480 --> 00:10:56.480]  我才能將這份憐憫分給我身邊的人
[00:10:56.480 --> 00:10:59.480]  所以這個信是要下功夫的
[00:10:59.480 --> 00:11:01.480]  當我們一直在說
[00:11:01.480 --> 00:11:04.480]  憑信而行,憑信得到拯救
[00:11:04.480 --> 00:11:06.480]  這個信不是坐著說
[00:11:06.480 --> 00:11:08.480]  我相信了,你改變我吧
[00:11:08.480 --> 00:11:12.480]  而是我要去想究竟我相信的是什麼
[00:11:12.480 --> 00:11:15.480]  我有沒有接受到我所相信的東西
[00:11:15.480 --> 00:11:19.480]  每天早上我要去思考
[00:11:19.480 --> 00:11:21.480]  天父是愛我的
[00:11:21.480 --> 00:11:23.480]  縱然我有很多事情都做不到
[00:11:23.480 --> 00:11:24.480]  他還是愛我
[00:11:24.480 --> 00:11:26.480]  我要接收這份信
[00:11:26.480 --> 00:11:28.480]  我出道的時候
[00:11:28.480 --> 00:11:31.480]  我才能對我身邊的人有更多耐性
[00:11:31.480 --> 00:11:33.480]  這種流露
[00:11:33.480 --> 00:11:36.480]  是這種接收然後拿出去
[00:11:36.480 --> 00:11:40.480]  才能一點一滴地改變我
[00:11:40.480 --> 00:11:43.480]  我的改變不是靠我自己的能力
[00:11:43.480 --> 00:11:48.480]  而是靠我所相信的神去改變我
[00:11:48.480 --> 00:11:50.480]  所以我從這些倔強
[00:11:50.480 --> 00:11:54.480]  這些自高自熱的捆綁中釋放出來
[00:11:54.480 --> 00:11:57.480]  其實我以前是很兇的
[00:11:57.480 --> 00:12:00.480]  因為我是一個內向的人
[00:12:00.480 --> 00:12:03.480]  所以我很難接觸到人
[00:12:03.480 --> 00:12:05.480]  或者認識到人
[00:12:05.480 --> 00:12:08.480]  但現在你看到我的情況好一點
[00:12:08.480 --> 00:12:11.480]  上帝已經在我生命裡做了一些事情
[00:12:11.480 --> 00:12:13.480]  我接受做這些事情
[00:12:13.480 --> 00:12:15.480]  所以如果你今天坐在這裡
[00:12:15.480 --> 00:12:17.480]  你覺得生活真的很苦
[00:12:17.480 --> 00:12:19.480]  生活很困難
[00:12:19.480 --> 00:12:22.480]  我都不喜歡自己的性格是這樣的時候
[00:12:22.480 --> 00:12:25.480]  我鼓勵你去做這些功夫
[00:12:25.480 --> 00:12:27.480]  回到上帝 回到聖經裡
[00:12:27.480 --> 00:12:32.480]  你看看這個神原來是愛人的神
[00:12:32.480 --> 00:12:36.480]  原來這份愛是永不止息的愛
[00:12:36.480 --> 00:12:37.480]  我以前是不相信的
[00:12:37.480 --> 00:12:38.480]  我做了基督徒
[00:12:38.480 --> 00:12:40.480]  但我不相信這是永不止息的愛
[00:12:40.480 --> 00:12:43.480]  我覺得是有限度的
[00:12:43.480 --> 00:12:45.480]  我覺得當我做得好的時候
[00:12:45.480 --> 00:12:46.480]  祂會愛我多一點
[00:12:46.480 --> 00:12:49.480]  所以我沒有相信天父
[00:12:49.480 --> 00:12:51.480]  我們要做的功夫
[00:12:51.480 --> 00:12:53.480]  就真的要回到聖經裡
[00:12:53.480 --> 00:12:55.480]  回到我們的禱告當中
[00:12:55.480 --> 00:12:58.480]  去想想究竟我相信的是什麼
[00:12:58.480 --> 00:13:02.480]  以至到我生命裡可以流露出這件事
[00:13:02.480 --> 00:13:06.480]  《迦勒泰書》繼續延續阿伯拉罕生子的故事
[00:13:06.480 --> 00:13:09.480]  保羅用屬靈的眼光去看
[00:13:09.480 --> 00:13:13.480]  我們一起去看第四章24至25節
[00:13:13.480 --> 00:13:14.480]  他這樣說
[00:13:14.480 --> 00:13:18.480]  這些事情現在可以用寓意來解釋
[00:13:18.480 --> 00:13:20.480]  兩個婦女就是兩個藥
[00:13:20.480 --> 00:13:22.480]  一個出於西奈山
[00:13:22.480 --> 00:13:24.480]  相當於現在的耶路撒冷
[00:13:24.480 --> 00:13:28.480]  一個出於西奈山
[00:13:28.480 --> 00:13:30.480]  生子維奴就是下甲
[00:13:30.480 --> 00:13:33.480]  下甲代表阿伯拉的西奈山
[00:13:33.480 --> 00:13:35.480]  相對於現在的耶路撒冷
[00:13:35.480 --> 00:13:38.480]  因為她和她的兒女都是做奴僕的
[00:13:38.480 --> 00:13:43.480]  但另一個婦人是在上的耶路撒冷
[00:13:43.480 --> 00:13:44.480]  是自由的
[00:13:44.480 --> 00:13:46.480]  她是我們的母親
[00:13:46.480 --> 00:13:49.480]  他也說到第一個婦女生子維奴
[00:13:49.480 --> 00:13:51.480]  說的是下甲
[00:13:51.480 --> 00:13:53.480]  西奈山的地方就是
[00:13:53.480 --> 00:13:56.480]  神向摩西頒布十甲的地方
[00:13:56.480 --> 00:13:59.480]  而保羅所說現在的耶路撒冷
[00:13:59.480 --> 00:14:02.480]  也是被羅馬帝國統治
[00:14:02.480 --> 00:14:03.480]  保羅把西奈山
[00:14:03.480 --> 00:14:06.480]  以及耶路撒冷和維奴
[00:14:06.480 --> 00:14:07.480]  作出聯繫
[00:14:07.480 --> 00:14:09.480]  意思是如果你只按照
[00:14:09.480 --> 00:14:11.480]  自己能夠遵守律法去做事
[00:14:11.480 --> 00:14:14.480]  你就會被律法奴役
[00:14:14.480 --> 00:14:17.480]  正如現在在耶路撒冷的人
[00:14:17.480 --> 00:14:20.480]  被羅馬人統治一樣
[00:14:20.480 --> 00:14:22.480]  而另一個人就是撒拉
[00:14:22.480 --> 00:14:25.480]  和下甲相反她是自由的
[00:14:25.480 --> 00:14:26.480]  透過她
[00:14:26.480 --> 00:14:27.480]  透過撒拉所生的
[00:14:27.480 --> 00:14:29.480]  都是自由的人
[00:14:29.480 --> 00:14:31.480]  如果我們都憑信得救
[00:14:31.480 --> 00:14:32.480]  我們就是撒拉所生
[00:14:32.480 --> 00:14:34.480]  都是自由的人
[00:14:34.480 --> 00:14:38.480]  她並沒有貶低女性的意思
[00:14:38.480 --> 00:14:40.480]  但她卻在說若果
[00:14:40.480 --> 00:14:42.480]  你看看阿伯拉罕
[00:14:42.480 --> 00:14:44.480]  這裡有兩個婦女
[00:14:44.480 --> 00:14:46.480]  其實你可以用兩種不同的方法
[00:14:46.480 --> 00:14:48.480]  去跟神去聯繫
[00:14:48.480 --> 00:14:50.480]  一種是透過律法
[00:14:50.480 --> 00:14:52.480]  去做律法下的奴隸
[00:14:52.480 --> 00:14:54.480]  那種聯繫
[00:14:54.480 --> 00:14:56.480]  另一種方法就是透過
[00:14:56.480 --> 00:14:58.480]  相信天父
[00:14:58.480 --> 00:14:59.480]  相信他應許
[00:14:59.480 --> 00:15:02.480]  而生的自由的一種聯繫
[00:15:02.480 --> 00:15:04.480]  當然我們這樣聽
[00:15:04.480 --> 00:15:05.480]  有兩種聯繫
[00:15:05.480 --> 00:15:06.480]  一種是做奴僕
[00:15:06.480 --> 00:15:08.480]  一種是做自由的人
[00:15:08.480 --> 00:15:10.480]  我當然知道怎樣相信
[00:15:10.480 --> 00:15:13.480]  這是一個很容易回答的問題
[00:15:13.480 --> 00:15:15.480]  但剛才我所說
[00:15:15.480 --> 00:15:17.480]  我做了幾十年基督徒
[00:15:17.480 --> 00:15:19.480]  我還在學習怎樣去憑信
[00:15:19.480 --> 00:15:21.480]  去做這個聯繫
[00:15:21.480 --> 00:15:23.480]  剛才我說我做了九年
[00:15:23.480 --> 00:15:25.480]  我之後辭職去澳洲
[00:15:25.480 --> 00:15:27.480]  去讀一個短暫的神學課程
[00:15:27.480 --> 00:15:30.480]  當時學校裏有很多不同的人
[00:15:30.480 --> 00:15:33.480]  他們在學校裏看得到
[00:15:33.480 --> 00:15:36.480]  和感受得到很多不同的東西
[00:15:36.480 --> 00:15:38.480]  但我自己就很少
[00:15:38.480 --> 00:15:40.480]  很少聽到神的聲音
[00:15:40.480 --> 00:15:42.480]  很少感受到天父和我的同在
[00:15:42.480 --> 00:15:44.480]  我很懷疑自己是否有事
[00:15:44.480 --> 00:15:46.480]  於是我經常問我的同學
[00:15:46.480 --> 00:15:48.480]  今天天父和你說了甚麼
[00:15:48.480 --> 00:15:51.480]  今天天父有沒有聲音和你說話
[00:15:51.480 --> 00:15:54.480]  直至我朋友覺得很煩
[00:15:54.480 --> 00:15:55.480]  他就問我
[00:15:55.480 --> 00:15:59.480]  June 你相信天父會直接和你說話嗎
[00:15:59.480 --> 00:16:01.480]  你相信天父嗎
[00:16:01.480 --> 00:16:03.480]  我說當然相信
[00:16:03.480 --> 00:16:05.480]  那你相信我嗎
[00:16:05.480 --> 00:16:07.480]  我說我相信你
[00:16:07.480 --> 00:16:08.480]  為甚麼你相信我
[00:16:08.480 --> 00:16:10.480]  我說Ashley 因為你對我很好
[00:16:10.480 --> 00:16:13.480]  你一向都是一個很值得依靠的人
[00:16:13.480 --> 00:16:15.480]  平時你見我出現
[00:16:15.480 --> 00:16:16.480]  你都會出現
[00:16:16.480 --> 00:16:17.480]  叫我做甚麼
[00:16:17.480 --> 00:16:19.480]  你都會說你會做就會做
[00:16:19.480 --> 00:16:21.480]  所以我很相信你
[00:16:21.480 --> 00:16:23.480]  然後他就再問我
[00:16:23.480 --> 00:16:25.480]  你相信神嗎
[00:16:25.480 --> 00:16:27.480]  我說我當然相信
[00:16:27.480 --> 00:16:28.480]  我已經來到這裡
[00:16:28.480 --> 00:16:31.480]  他說為甚麼你說你相信神
[00:16:31.480 --> 00:16:33.480]  我辭職了
[00:16:33.480 --> 00:16:35.480]  我辭職了
[00:16:35.480 --> 00:16:39.480]  一個人來到澳洲尋求神
[00:16:39.480 --> 00:16:41.480]  你還可以說我不相信神
[00:16:41.480 --> 00:16:45.480]  他說你聽到你在說甚麼嗎
[00:16:45.480 --> 00:16:47.480]  當你說你相信我的時候
[00:16:47.480 --> 00:16:50.480]  你是在說我的性格是怎樣
[00:16:50.480 --> 00:16:52.480]  但當你說你相信神的時候
[00:16:52.480 --> 00:16:56.480]  你是在說你自己為神做了甚麼
[00:16:56.480 --> 00:16:58.480]  你是否真的相信神
[00:16:58.480 --> 00:17:03.480]  還是你相信你為神所做過的事
[00:17:03.480 --> 00:17:05.480]  這番說話讓我清醒了
[00:17:05.480 --> 00:17:08.480]  原來我對神的信心
[00:17:08.480 --> 00:17:12.480]  一直都放在我自己所做的事上
[00:17:12.480 --> 00:17:13.480]  我做了很多事
[00:17:13.480 --> 00:17:15.480]  因為我知道我相信神
[00:17:15.480 --> 00:17:17.480]  我做不停地做
[00:17:17.480 --> 00:17:21.480]  但我忘記了神本身的屬性是甚麼
[00:17:21.480 --> 00:17:24.480]  我忘記了神是一個怎樣的神
[00:17:24.480 --> 00:17:29.480]  我以前選擇了靠自己成為基督徒的跟隨者
[00:17:29.480 --> 00:17:31.480]  但在神的國裏
[00:17:31.480 --> 00:17:35.480]  我成為了這個宗教的奴隸
[00:17:35.480 --> 00:17:37.480]  但當我越認識神
[00:17:37.480 --> 00:17:40.480]  我越知道祂的性情的時候
[00:17:40.480 --> 00:17:42.480]  越知道祂的能力
[00:17:42.480 --> 00:17:45.480]  我越知道祂怎樣可以幫助我
[00:17:45.480 --> 00:17:48.480]  我記得有一次去朋友家吃飯
[00:17:48.480 --> 00:17:51.480]  爸爸和小朋友兩歲
[00:17:51.480 --> 00:17:53.480]  坐在那裏跟我們聊天
[00:17:53.480 --> 00:17:56.480]  小朋友很喜歡吃麵包
[00:17:56.480 --> 00:18:00.480]  每一次小朋友轉身在爸爸那裏撕麵包吃的時候
