
[00:00:00.000 --> 00:00:04.000]  話說在農曆新年的時候,我就搬家了
[00:05:53.000 --> 00:05:55.000]  喚醒他的是什麼?
[00:05:55.000 --> 00:06:00.000]  喚醒他的殘酷的現實和結果
[00:06:00.000 --> 00:06:05.000]  這封信絕對不會讓我會心微笑
[00:06:05.000 --> 00:06:07.000]  但反過來
[00:06:07.000 --> 00:06:11.000]  他帶給我的其實是一些不光彩的回憶
[00:06:11.000 --> 00:06:13.000]  他帶給我的可能是一些羞愧
[00:06:13.000 --> 00:06:15.000]  一些的懊悔
[00:06:15.000 --> 00:06:17.000]  一些的難堪的情感
[00:06:17.000 --> 00:06:19.000]  但為什麼26年之後
[00:06:19.000 --> 00:06:22.000]  我仍然會保留這張
[00:06:22.000 --> 00:06:24.000]  仍然拿著這張
[00:06:24.000 --> 00:06:28.000]  其實已經發霉的一封信
[00:06:28.000 --> 00:06:30.000]  因為這張紙裡面所記載著的
[00:06:30.000 --> 00:06:32.000]  是我人生的一部分
[00:06:32.000 --> 00:06:34.000]  因為這張紙所記載著的
[00:06:34.000 --> 00:06:37.000]  是我生命當中一些很重要的提醒
[00:06:37.000 --> 00:06:42.000]  也都是幫助我成長的一些重要元素
[00:06:42.000 --> 00:06:44.000]  弱勢的故事
[00:06:44.000 --> 00:06:46.000]  弱勢的故事是我們講道系列
[00:06:46.000 --> 00:06:49.000]  繼我們第一個星期講的夢
[00:06:49.000 --> 00:06:51.000]  上個星期講的坑
[00:06:51.000 --> 00:06:53.000]  之後這個星期我們將會講
[00:06:53.000 --> 00:06:55.000]  我們回到前面的slide
[00:06:55.000 --> 00:06:57.000]  疑 沒錯
[00:06:57.000 --> 00:06:59.000]  我們將會講疑
[00:06:59.000 --> 00:07:02.000]  我們會進入創世紀的第38章
[00:07:02.000 --> 00:07:06.000]  但這次我們所講的故事並不是弱勢
[00:07:06.000 --> 00:07:12.000]  而是弱勢的同父異母的哥哥 猶大
[00:07:12.000 --> 00:07:14.000]  上星期我們講到
[00:07:14.000 --> 00:07:17.000]  弱勢被一群哥哥賣到埃及
[00:07:17.000 --> 00:07:20.000]  賣到埃及去提出這個建議的人
[00:07:20.000 --> 00:07:24.000]  正正就是他這個四哥 猶大
[00:07:24.000 --> 00:07:26.000]  回到教會一段時間的朋友
[00:07:26.000 --> 00:07:29.000]  可能對弱勢的故事都耳熟能詳
[00:07:29.000 --> 00:07:31.000]  不過今天這個故事
[00:07:31.000 --> 00:07:33.000]  大家未必會經常聽到
[00:07:33.000 --> 00:07:35.000]  在崇拜很少會講
[00:07:35.000 --> 00:07:37.000]  查經你不會選擇去
[00:07:37.000 --> 00:07:38.000]  在兒童主教學裡面
[00:07:38.000 --> 00:07:40.000]  一定不會講過告訴你
[00:07:40.000 --> 00:07:44.000]  因為這個故事除了涉及成人情節之外
[00:07:44.000 --> 00:07:46.000]  裡面還牽涉著賣淫
[00:07:46.000 --> 00:07:49.000]  牽涉著欺詐
[00:07:49.000 --> 00:07:54.000]  牽涉著亂倫等一些很混亂的關係
[00:07:54.000 --> 00:07:55.000]  你可能會問
[00:07:55.000 --> 00:07:58.000]  Ivan這麼多經文你不選擇要講這一段
[00:07:58.000 --> 00:08:01.000]  但當我們問這個問題的時候
[00:08:01.000 --> 00:08:02.000]  可能我們要問
[00:08:02.000 --> 00:08:04.000]  為什麼聖經的編輯
[00:08:04.000 --> 00:08:09.000]  要將這個故事插在弱勢的故事裡面
[00:08:09.000 --> 00:08:11.000]  又或者我們應該要問
[00:08:11.000 --> 00:08:15.000]  究竟上帝要透過這個醜陋的故事
[00:08:15.000 --> 00:08:18.000]  向我們展示什麼
[00:08:18.000 --> 00:08:22.000]  當上帝要保留這個不光彩的故事
[00:08:22.000 --> 00:08:25.000]  在他聖結的聖經裡面的時候
[00:08:25.000 --> 00:08:29.000]  這個一定是能夠幫助他所愛的子民
[00:08:29.000 --> 00:08:33.000]  去成長的一些重要元素
[00:08:33.000 --> 00:08:36.000]  既然大家其實都很少看亂經文
[00:08:36.000 --> 00:08:39.000]  不如我們看完整張書
[00:08:39.000 --> 00:08:40.000]  好不好
[00:08:40.000 --> 00:08:42.000]  30節
[00:08:42.000 --> 00:08:44.000]  有沒有咖啡可以沖給大家
[00:08:44.000 --> 00:08:46.000]  30節經文我們今天看完
[00:08:46.000 --> 00:08:50.000]  首先我們去到創世紀第38章
[00:08:50.000 --> 00:08:51.000]  1到11節親大家
[00:08:51.000 --> 00:08:53.000]  我paraphrase了
[00:08:53.000 --> 00:08:57.000]  加一點我的註解在裡面
[00:08:57.000 --> 00:08:59.000]  猶太人離開了他們的兄弟
[00:08:59.000 --> 00:09:01.000]  去到外邦人聚居的地方
[00:09:01.000 --> 00:09:05.000]  娶了一個叫拔書雅的嘉南女子
[00:09:05.000 --> 00:09:06.000]  他們生了三個兒子
[00:09:06.000 --> 00:09:07.000]  一個叫爾
[00:09:07.000 --> 00:09:09.000]  一個叫做娥南
[00:09:09.000 --> 00:09:11.000]  一個叫做士拉
[00:09:11.000 --> 00:09:13.000]  猶太人為他的大兒子爾
[00:09:13.000 --> 00:09:15.000]  娶了一個叫做他馬的妻子
[00:09:15.000 --> 00:09:17.000]  他馬就是今天故事裡面
[00:09:17.000 --> 00:09:19.000]  其中一個很重要的角色
[00:09:19.000 --> 00:09:21.000]  大兒子爾就在神的眼中
[00:09:21.000 --> 00:09:25.000]  被神殺了
[00:09:25.000 --> 00:09:28.000]  猶太人對他第二個兒子娥南說
[00:09:28.000 --> 00:09:31.000]  你當與你哥哥的妻子同房
[00:09:31.000 --> 00:09:33.000]  向她盡你的本分
[00:09:33.000 --> 00:09:36.000]  為你哥哥生子立口
[00:09:36.000 --> 00:09:38.000]  這是當時猶太人
[00:09:38.000 --> 00:09:43.000]  希伯來人應該遵守的傳統
[00:09:43.000 --> 00:09:45.000]  但是娥南
[00:09:45.000 --> 00:09:47.000]  娥南只是用他馬的身體
[00:09:47.000 --> 00:09:50.000]  去滿足自己的性慾
[00:09:50.000 --> 00:09:53.000]  她卻置他馬的將來
[00:09:53.000 --> 00:09:54.000]  和他死去的哥哥
[00:09:54.000 --> 00:09:57.000]  那個續後的事於不顧
[00:09:57.000 --> 00:09:59.000]  當然背後的利益是什麼
[00:09:59.000 --> 00:10:00.000]  背後的利益是
[00:10:00.000 --> 00:10:03.000]  如果他娶另一個女子為妻
[00:10:03.000 --> 00:10:07.000]  她和她的兒子就可以繼承長子的位分
[00:10:07.000 --> 00:10:11.000]  去拿到猶太的所有
[00:10:11.000 --> 00:10:13.000]  去繼承他的所有
[00:10:13.000 --> 00:10:16.000]  用現代的說話來說
[00:10:16.000 --> 00:10:22.000]  娥南是一個不折不扣的世紀大戰艦
[00:10:22.000 --> 00:10:24.000]  一個世紀大戰艦
[00:10:24.000 --> 00:10:27.000]  娥南所做的在耶和華眼中捍衛
[00:10:27.000 --> 00:10:28.000]  吳岳
[00:10:28.000 --> 00:10:32.000]  耶和華也將他殺了
[00:10:32.000 --> 00:10:35.000]  所以不要做戰艦
[00:10:35.000 --> 00:10:38.000]  他死了兩個兒子
[00:10:38.000 --> 00:10:40.000]  猶太
[00:10:40.000 --> 00:10:44.000]  說是要他馬回外家去守寡
[00:10:44.000 --> 00:10:47.000]  等小兒子的主婦長大後
[00:10:47.000 --> 00:10:48.000]  可以娶他
[00:10:48.000 --> 00:10:51.000]  但其實他是怕這個主婦
[00:10:51.000 --> 00:10:53.000]  都會好像那兩個兒子一樣
[00:10:53.000 --> 00:10:56.000]  被那些人眼中視為那些劏豬燈
[00:10:56.000 --> 00:10:58.000]  即是黑死丈夫的黑寡婦
[00:10:58.000 --> 00:11:02.000]  他怕他馬也黑死了他的小兒子
[00:11:02.000 --> 00:11:06.000]  上星期Pastor Chuen Man和我們分享到
[00:11:06.000 --> 00:11:08.000]  約瑟她的家族
[00:11:08.000 --> 00:11:11.000]  是有一個叫Generational Pattern
[00:11:11.000 --> 00:11:13.000]  那個罪的Pattern
[00:11:13.000 --> 00:11:18.000]  其實又何止是Favoritism的偏愛
[00:11:18.000 --> 00:11:23.000]  猶太因為他嫉妒他的兄弟
[00:11:23.000 --> 00:11:26.000]  出賣了他的兄弟
[00:11:26.000 --> 00:11:30.000]  猶太的兒子也因為他極其自私的心態
[00:11:30.000 --> 00:11:34.000]  出賣了他的死鬼哥哥和嫂子
[00:11:34.000 --> 00:11:37.000]  猶太的家族那個罪的Pattern
[00:11:37.000 --> 00:11:41.000]  藉著他的兒子一直延續下去
[00:11:41.000 --> 00:11:45.000]  我們繼續看看今天這個聖經故事
[00:11:45.000 --> 00:11:48.000]  大家準備好了嗎?
[00:11:48.000 --> 00:11:49.000]  第十二節開始
[00:11:49.000 --> 00:11:51.000]  過了一段很長的時間
[00:11:51.000 --> 00:11:53.000]  猶太的妻子他老婆
[00:11:53.000 --> 00:11:55.000]  舒雅的女兒死了
[00:11:55.000 --> 00:11:56.000]  猶太受到了安慰
[00:11:56.000 --> 00:12:00.000]  就和他的朋友亞道蘭人希拉上到庭那裏
[00:12:00.000 --> 00:12:03.000]  他去到去剪羊毛那個人那裏
[00:12:03.000 --> 00:12:04.000]  有人和他馬說
[00:12:04.000 --> 00:12:08.000]  他說看看你的公公即是你的老爺
[00:12:08.000 --> 00:12:11.000]  上了庭那裏剪羊毛
[00:12:11.000 --> 00:12:13.000]  他馬見到侍奶已經長大了
[00:12:13.000 --> 00:12:15.000]  但還沒有娶她為妻
[00:12:15.000 --> 00:12:17.000]  就脫去了他一直穿著這麼多年來
[00:12:17.000 --> 00:12:19.000]  很長的日子裏面
[00:12:19.000 --> 00:12:21.000]  所穿著的寡婦的衣裳
[00:12:21.000 --> 00:12:25.000]  他仍然守著寡婦的角色
[00:12:25.000 --> 00:12:27.000]  用面紗去蒙著蓋著自己
[00:12:27.000 --> 00:12:31.000]  坐在庭那的路上依賴恩成的門口
[00:12:31.000 --> 00:12:32.000]  猶太見到他
[00:12:32.000 --> 00:12:33.000]  以為他是妓女
[00:12:33.000 --> 00:12:35.000]  因為他蒙著面
[00:12:35.000 --> 00:12:37.000]  猶太就轉到他路邊
[00:12:37.000 --> 00:12:39.000]  和他說來吧
[00:12:39.000 --> 00:12:41.000]  來與我同寢
[00:12:41.000 --> 00:12:44.000]  他不知道他就是他的媳婦
[00:12:44.000 --> 00:12:46.000]  他馬說你要和我同寢
[00:12:46.000 --> 00:12:49.000]  要給我甚麼
[00:12:49.000 --> 00:12:51.000]  猶太說我在我的羊裙裏面
[00:12:51.000 --> 00:12:53.000]  拿一隻小生羊派人送給你
[00:12:53.000 --> 00:12:55.000]  他馬說在你未送給我之前
[00:12:55.000 --> 00:12:57.000]  你能夠給我甚麼信物
[00:12:57.000 --> 00:12:59.000]  即是那些抵押品
[00:12:59.000 --> 00:13:01.000]  他說你想我給你甚麼
[00:13:01.000 --> 00:13:03.000]  他馬說給你的印
[00:13:03.000 --> 00:13:07.000]  給你的帶子和你手裏面拿著的杖
[00:13:07.000 --> 00:13:09.000]  於是猶太就給了他
[00:13:09.000 --> 00:13:11.000]  與他同寢
[00:13:11.000 --> 00:13:13.000]  他就在猶太當中懷了印
[00:13:13.000 --> 00:13:15.000]  他馬起來
[00:13:15.000 --> 00:13:17.000]  脫去他的面紗
[00:13:17.000 --> 00:13:19.000]  即是扮妓女的面紗
[00:13:19.000 --> 00:13:21.000]  穿著他多年以來
[00:13:21.000 --> 00:13:23.000]  穿著寡婦的衣裳
[00:13:23.000 --> 00:13:27.000]  猶太托他的朋友阿道蘭人
[00:13:27.000 --> 00:13:29.000]  送那隻生羊過去
[00:13:29.000 --> 00:13:31.000]  要從那個女人手上拿回那些信物
[00:13:31.000 --> 00:13:33.000]  但就找不到他
[00:13:33.000 --> 00:13:35.000]  他問那地方的人
[00:13:35.000 --> 00:13:37.000]  依賴恩路旁的神廟昌傑在哪裏
[00:13:37.000 --> 00:13:39.000]  他們說這裏沒有神廟昌傑
[00:13:39.000 --> 00:13:41.000]  那個人回到猶太那裏說
[00:13:41.000 --> 00:13:43.000]  我找不到他
[00:13:43.000 --> 00:13:45.000]  而且那些人說
[00:13:45.000 --> 00:13:47.000]  這裏是沒有神廟昌傑的
[00:13:47.000 --> 00:13:49.000]  猶太說讓他拿去吧
[00:13:49.000 --> 00:13:51.000]  免得我被人笑
[00:13:51.000 --> 00:13:53.000]  你看看我的羊都送了他
[00:13:53.000 --> 00:13:55.000]  但你又找不到他
[00:13:55.000 --> 00:13:57.000]  大概過了三個月之後
[00:13:57.000 --> 00:13:59.000]  有人告訴猶太
[00:13:59.000 --> 00:14:01.000]  你的媳婦他馬行淫
[00:14:01.000 --> 00:14:03.000]  並且你看看
[00:14:03.000 --> 00:14:05.000]  她因為行淫而壞了人
[00:14:05.000 --> 00:14:07.000]  猶太說拉她出來燒死她
[00:14:07.000 --> 00:14:09.000]  她馬被拉出來的時候
[00:14:09.000 --> 00:14:11.000]  就派人到她老爺那裏說
[00:14:11.000 --> 00:14:13.000]  這些東西是誰的
[00:14:13.000 --> 00:14:15.000]  這些東西是誰的
[00:14:15.000 --> 00:14:17.000]  就是誰令我懷孕的
[00:14:17.000 --> 00:14:19.000]  她說你也認一認這些東西
[00:14:19.000 --> 00:14:21.000]  這個印這個帶子這個像
[00:14:21.000 --> 00:14:23.000]  是誰的
[00:14:23.000 --> 00:14:25.000]  猶太他承認
[00:14:25.000 --> 00:14:27.000]  他比我更有利
[00:14:27.000 --> 00:14:29.000]  因為我沒有將我的兒子
[00:14:29.000 --> 00:14:31.000]  也沒有將他
[00:14:31.000 --> 00:14:33.000]  是比我的兒子
[00:14:33.000 --> 00:14:35.000]  我沒有將他
[00:14:35.000 --> 00:14:37.000]  是比我的兒子
[00:14:37.000 --> 00:14:39.000]  猶太再不和他同枕
[00:14:39.000 --> 00:14:45.000]  這個故事在我們說猶太之前
[00:14:45.000 --> 00:14:47.000]  我想說一說他馬
[00:14:47.000 --> 00:14:49.000]  在這個故事裏面
[00:14:49.000 --> 00:14:51.000]  大家怎樣看他馬
[00:14:51.000 --> 00:14:53.000]  我相信大家在看的時候
[00:14:53.000 --> 00:14:55.000]  你都有些感受
[00:14:55.000 --> 00:14:57.000]  你都有些看法
[00:14:57.000 --> 00:14:59.000]  你怎樣看他馬呢
[00:14:59.000 --> 00:15:01.000]  其實很複雜
[00:15:01.000 --> 00:15:03.000]  但因為複雜
[00:15:03.000 --> 00:15:05.000]  才顯得更真實
[00:15:05.000 --> 00:15:07.000]  因為人生就是複雜
[00:15:07.000 --> 00:15:09.000]  在當時的社會文化和傳統來說
[00:15:09.000 --> 00:15:11.000]  他處於一個
[00:15:11.000 --> 00:15:13.000]  即是我說他馬
[00:15:13.000 --> 00:15:15.000]  是處於一個極端的
[00:15:15.000 --> 00:15:17.000]  父權主義社會裏面
[00:15:17.000 --> 00:15:19.000]  沒有丈夫沒有兒子
[00:15:19.000 --> 00:15:21.000]  他馬的人生就是這樣
[00:15:21.000 --> 00:15:23.000]  由始至終
[00:15:23.000 --> 00:15:25.000]  他馬他都是處於一個
[00:15:25.000 --> 00:15:27.000]  非常之被動
[00:15:27.000 --> 00:15:29.000]  在一個被極權所控制的
[00:15:29.000 --> 00:15:31.000]  狀態下
[00:15:31.000 --> 00:15:33.000]  有人說他應該先和他的猶太
[00:15:33.000 --> 00:15:35.000]  他的老爺去談談
[00:15:35.000 --> 00:15:37.000]  你說答應過將小孩
[00:15:37.000 --> 00:15:39.000]  給我
[00:15:39.000 --> 00:15:41.000]  作為他的妻子
[00:15:41.000 --> 00:15:43.000]  令我能夠繼續去生活
[00:15:43.000 --> 00:15:45.000]  讓我不需要日日為了那兩餐而憂慮
[00:15:45.000 --> 00:15:47.000]  不用在別人眼中
[00:15:47.000 --> 00:15:49.000]  連人都不如
[00:15:49.000 --> 00:15:55.000]  但面對極權的
[00:15:55.000 --> 00:15:57.000]  這個狀態
[00:15:57.000 --> 00:15:59.000]  但面對極權
[00:15:59.000 --> 00:16:01.000]  這個完全不平等的狀態
[00:16:01.000 --> 00:16:03.000]  大家都知道
[00:16:03.000 --> 00:16:05.000]  他怎會有性命
[00:16:05.000 --> 00:16:07.000]  他馬在當時的社會制度下
[00:16:07.000 --> 00:16:09.000]  他應該享有權利
[00:16:09.000 --> 00:16:11.000]  大卻遭受到極權的剝削
[00:16:11.000 --> 00:16:13.000]  這是不義的
[00:16:13.000 --> 00:16:15.000]  聖經的人名
[00:16:15.000 --> 00:16:17.000]  其實很多時候已經展示了
[00:16:17.000 --> 00:16:19.000]  這個角色其實想表達什麼
[00:16:19.000 --> 00:16:21.000]  他馬
[00:16:21.000 --> 00:16:23.000]  希伯來文是
[00:16:23.000 --> 00:16:25.000]  他馬
[00:16:25.000 --> 00:16:27.000]  希伯來文是
[00:16:27.000 --> 00:16:29.000]  棕樹
[00:16:29.000 --> 00:16:31.000]  在聖經當中
[00:16:31.000 --> 00:16:33.000]  本身就已經有
[00:16:33.000 --> 00:16:35.000]  異
[00:16:35.000 --> 00:16:37.000]  我們看看詩篇第92章
[00:16:37.000 --> 00:16:39.000]  12節那裡這樣說
[00:16:39.000 --> 00:16:41.000]  異人要興旺如棕樹
[00:16:41.000 --> 00:16:43.000]  生長如黎巴嫩的香柏樹
[00:16:43.000 --> 00:16:45.000]  他們在於耶和華的殿中
[00:16:45.000 --> 00:16:47.000]  發旺在我們神的院內
[00:16:47.000 --> 00:16:49.000]  他們發白的時候
[00:16:49.000 --> 00:16:51.000]  仍然結果子仍然鮮美多汁
[00:16:51.000 --> 00:16:53.000]  很明顯耶和華是正直的
[00:16:53.000 --> 00:16:55.000]  他是我的盆石
[00:16:55.000 --> 00:16:57.000]  在他毫無不義
[00:16:57.000 --> 00:17:01.000]  問題在這裡
[00:17:01.000 --> 00:17:03.000]  這裡存在著兩個問題
[00:17:03.000 --> 00:17:05.000]  異的問題
[00:17:05.000 --> 00:17:07.000]  和道德的問題
[00:17:07.000 --> 00:17:09.000]  他馬
[00:17:09.000 --> 00:17:11.000]  剛剛說過
[00:17:11.000 --> 00:17:13.000]  他遭受到
[00:17:13.000 --> 00:17:15.000]  絕對的一個不義
[00:17:15.000 --> 00:17:17.000]  但剛剛也讀過
[00:17:17.000 --> 00:17:19.000]  他扮妓女去偷他的老爺
[00:17:19.000 --> 00:17:21.000]  是嗎
[00:17:21.000 --> 00:17:23.000]  他扮妓女去偷他的老爺
[00:17:23.000 --> 00:17:25.000]  是嗎 他是不道德的
[00:17:25.000 --> 00:17:27.000]  在異
[00:17:27.000 --> 00:17:29.000]  和道德兩難的局面下
[00:17:29.000 --> 00:17:31.000]  他馬
[00:17:31.000 --> 00:17:33.000]  他選擇了異
[00:17:33.000 --> 00:17:35.000]  容許我這樣說
[00:17:35.000 --> 00:17:37.000]  他是捨身取義
[00:17:37.000 --> 00:17:39.000]  是嗎
[00:17:39.000 --> 00:17:41.000]  縱使他所做的事
[00:17:41.000 --> 00:17:43.000]  是不道德的行為
[00:17:43.000 --> 00:17:45.000]  但值得留意的是
[00:17:45.000 --> 00:17:47.000]  他的做法
[00:17:47.000 --> 00:17:49.000]  是得到認同
[00:17:49.000 --> 00:17:51.000]  我們不單在剛剛26節
[00:17:51.000 --> 00:17:53.000]  看到猶大說
[00:17:53.000 --> 00:17:55.000]  他比我更有利
[00:17:55.000 --> 00:17:57.000]  我們去到路德記第四章那裡看一看
[00:17:57.000 --> 00:17:59.000]  在最後第四章裡面
[00:17:59.000 --> 00:18:01.000]  記載著
[00:18:01.000 --> 00:18:03.000]  所有的百姓和長老
[00:18:03.000 --> 00:18:05.000]  向亞波斯這樣說
[00:18:05.000 --> 00:18:07.000]  我們都是證人
[00:18:07.000 --> 00:18:09.000]  願耶和華使進你家
[00:18:09.000 --> 00:18:11.000]  這個女子
[00:18:11.000 --> 00:18:13.000]  即是路德
[00:18:13.000 --> 00:18:15.000]  將建立以色列家的拉傑和利亞二人一樣
[00:18:15.000 --> 00:18:17.000]  又願你在
