
[00:00:00.000 --> 00:00:02.300]   Good morning, church.
[00:07:20.500 --> 00:07:24.340]   celebrity pastor and celebrity worship leader subculture
[00:07:24.340 --> 00:07:27.060]   that exists in this thing that we call Christianity.
[00:07:27.060 --> 00:07:30.380]   Where honestly, sometimes it's really hard to say,
[00:07:30.380 --> 00:07:31.620]   are we lifting up Jesus' name
[00:07:31.620 --> 00:07:33.220]   or are we lifting up this person's name?
[00:07:33.220 --> 00:07:35.520]   We're like, who are we actually praising here?
[00:07:36.700 --> 00:07:39.060]   >> Check that one out.
[00:07:39.060 --> 00:07:39.980]   >> Thank you, Tony.
[00:07:39.980 --> 00:07:42.420]   [audience applauding]
[00:07:42.420 --> 00:07:45.780]   But the Bible has a very different perspective.
[00:07:45.780 --> 00:07:48.660]   Right, let's look at 1 Corinthians 12 together.
[00:07:48.660 --> 00:07:51.700]   There are different kind of gifts,
[00:07:51.700 --> 00:07:55.060]   but the same Spirit distributes them.
[00:07:55.060 --> 00:07:58.380]   There are different kinds of service, but the same Lord.
[00:07:58.380 --> 00:08:00.180]   There are different kinds of working,
[00:08:00.180 --> 00:08:02.080]   but in all of them and in everyone,
[00:08:02.080 --> 00:08:05.380]   it is the same God at work.
[00:08:05.380 --> 00:08:08.540]   Now to each one, the manifestation is given for the,
[00:08:08.540 --> 00:08:10.100]   let's say those last two words together,
[00:08:10.100 --> 00:08:12.400]   for the common good.
[00:08:12.400 --> 00:08:15.900]   Right, this is beautiful theological truth
[00:08:15.900 --> 00:08:18.520]   that Paul is declaring with these words.
[00:08:18.520 --> 00:08:20.960]   But the point being made is that the gifts,
[00:08:20.960 --> 00:08:24.320]   that everyone's gifts are different.
[00:08:24.320 --> 00:08:26.380]   But it doesn't mean that one is considered
[00:08:26.380 --> 00:08:28.900]   to be better than the other.
[00:08:28.900 --> 00:08:29.740]   Why?
[00:08:29.740 --> 00:08:31.220]   Well, precisely, like we've been saying,
[00:08:31.220 --> 00:08:33.940]   the gifts are given to us, not for you,
[00:08:33.940 --> 00:08:38.020]   for us as individuals, but for the sake of unity,
[00:08:38.020 --> 00:08:41.060]   for the sake of the common good.
[00:08:41.060 --> 00:08:43.940]   Right, in fact, the way that these gifts are given
[00:08:43.940 --> 00:08:48.140]   reflect the unity that we see in the God that we worship,
[00:08:48.140 --> 00:08:51.260]   the Father and Son of the Holy Spirit.
[00:08:51.260 --> 00:08:52.940]   Right, look how Paul phrases the passage.
[00:08:52.940 --> 00:08:56.580]   There are different kinds of gifts, but the same Spirit.
[00:08:56.580 --> 00:08:59.900]   Different kinds of service, but the same Lord.
[00:08:59.900 --> 00:09:01.780]   It's in everyone, it's different,
[00:09:01.780 --> 00:09:05.000]   but it's the same God at work.
[00:09:05.000 --> 00:09:07.980]   Holy Spirit, Lord Jesus, Father God,
[00:09:07.980 --> 00:09:11.700]   all working in unity together to give us the gifts
[00:09:11.700 --> 00:09:14.180]   so that the church can also reflect
[00:09:14.180 --> 00:09:16.940]   and display the same unity that we see
[00:09:16.940 --> 00:09:19.000]   in Yahweh that we worship.
[00:09:19.000 --> 00:09:21.900]   Time and time and time again,
[00:09:21.900 --> 00:09:23.860]   the Bible gives a very clear message.
[00:09:23.860 --> 00:09:25.500]   So I'll say it again, church.
[00:09:25.500 --> 00:09:28.300]   It's not about you, it's not about us.
[00:09:29.740 --> 00:09:32.980]   Now again, that's not to say that we cannot honor
[00:09:32.980 --> 00:09:35.420]   and recognize people at all.
[00:09:35.420 --> 00:09:37.740]   Right, they are indeed people who are recognized
[00:09:37.740 --> 00:09:40.700]   for the amazing things that they have done.
[00:09:40.700 --> 00:09:44.140]   And we need to give honor and credit where credit is due.
[00:09:44.140 --> 00:09:46.060]   There's people that I look up to in my life
[00:09:46.060 --> 00:09:48.740]   and I think very highly about.
[00:09:48.740 --> 00:09:50.420]   People who I think would be really cool
[00:09:50.420 --> 00:09:52.260]   to be like that one day.
[00:09:52.260 --> 00:09:54.140]   People I've met within this community.
[00:09:54.140 --> 00:09:55.820]   I mean, Tony voiced up just now,
[00:09:55.820 --> 00:09:59.580]   but when I'm Tony's age and I'm half as effortlessly cool
[00:09:59.580 --> 00:10:02.980]   as Tony is, I know I've made it in life.
[00:10:02.980 --> 00:10:05.980]   Tony is a hero of mine.
[00:10:05.980 --> 00:10:08.660]   I have Instagram, I scroll through Instagram,
[00:10:08.660 --> 00:10:09.860]   I follow certain people,
[00:10:09.860 --> 00:10:12.580]   I'm inspired by the things that they do.
[00:10:12.580 --> 00:10:15.220]   And even within this community,
[00:10:15.220 --> 00:10:17.780]   apart from the obvious things that you see on the stage,
[00:10:17.780 --> 00:10:21.540]   if you were to get to know the people around you,
[00:10:21.540 --> 00:10:23.260]   you would know that there is a group
[00:10:23.260 --> 00:10:27.440]   of really incredibly gifted people in this room.
[00:10:29.100 --> 00:10:31.020]   On a staff level, on the volunteers,
[00:10:31.020 --> 00:10:34.100]   we have the best worship team in town, facts.
[00:10:34.100 --> 00:10:35.860]   I don't care where at church you're from,
[00:10:35.860 --> 00:10:39.740]   we have the best worship team in town, facts.
[00:10:39.740 --> 00:10:42.980]   We have some of the best preaching and teaching in town,
[00:10:42.980 --> 00:10:44.740]   facts, these are just facts.
[00:10:44.740 --> 00:10:47.180]   You can come at me if you want, whatever, okay.
[00:10:47.180 --> 00:10:50.700]   But the people around us,
[00:10:50.700 --> 00:10:53.180]   the community that makes up this church,
[00:10:53.180 --> 00:10:55.980]   you'll see that the Holy Spirit has given all kinds of gifts
[00:10:55.980 --> 00:10:57.860]   to all kinds of people.
[00:10:57.860 --> 00:11:00.360]   If we look at the scripture, Paul says it like this.
[00:11:00.360 --> 00:11:01.980]   To one, there's given through the Spirit
[00:11:01.980 --> 00:11:03.660]   a message of wisdom.
[00:11:03.660 --> 00:11:05.780]   To another, a message of knowledge
[00:11:05.780 --> 00:11:07.540]   by means of the same Spirit.
[00:11:07.540 --> 00:11:09.720]   To another, faith in the same Spirit.
[00:11:09.720 --> 00:11:13.100]   To another, gifts of healing by that one Spirit.
[00:11:13.100 --> 00:11:15.060]   To another, miraculous powers.
[00:11:15.060 --> 00:11:16.580]   To another, prophecy.
[00:11:16.580 --> 00:11:18.620]   To another, distinguishing Spirits.
[00:11:18.620 --> 00:11:21.020]   To another, speaking in different kinds of tongues.
[00:11:21.020 --> 00:11:24.340]   And to another, the interpretation of tongues.
[00:11:24.340 --> 00:11:26.740]   There's several other places where we can find
[00:11:26.740 --> 00:11:28.580]   a list of spiritual gifts, right.
[00:11:28.580 --> 00:11:30.340]   This is not an exhaustive list,
[00:11:30.340 --> 00:11:32.860]   and we don't have time to go through each and every single
[00:11:32.860 --> 00:11:35.860]   of these ones specifically today,
[00:11:35.860 --> 00:11:38.300]   but there are a couple of things I want us to notice
[00:11:38.300 --> 00:11:40.420]   as we look through things like this.
[00:11:40.420 --> 00:11:42.840]   Firstly is this, they are given to us,
[00:11:42.840 --> 00:11:46.040]   they are given to us through the Spirit.
[00:11:46.040 --> 00:11:51.520]   You don't earn these gifts by being extra super holy, right.
[00:11:51.520 --> 00:11:54.260]   You can't buy them with money.
[00:11:54.260 --> 00:11:57.260]   These gifts are God's way of working through us,
[00:11:57.260 --> 00:11:59.660]   equipping us, encouraging us,
[00:11:59.660 --> 00:12:03.900]   using us for the sake of His kingdom and His glory.
[00:12:03.900 --> 00:12:06.660]   Right, they are God's idea.
[00:12:06.660 --> 00:12:11.660]   They are a blessing from God, and God loves giving us gifts.
[00:12:11.660 --> 00:12:13.300]   Bible tells us specifically that God
[00:12:13.300 --> 00:12:16.060]   is the best giver of gifts,
[00:12:16.060 --> 00:12:18.940]   and that every good and perfect gift
[00:12:18.940 --> 00:12:22.380]   comes from our loving Father in Heaven.
[00:12:22.380 --> 00:12:26.140]   So they're given to us, it's a gift, we don't earn it.
[00:12:26.140 --> 00:12:29.280]   And also as you see, there are many of them.
[00:12:29.280 --> 00:12:32.160]   It's a long list, and like I said, it's not the only list.
[00:12:32.160 --> 00:12:35.620]   There's a variety of gifts and functions,
[00:12:35.620 --> 00:12:39.180]   and that's a good thing, that's the beautiful thing.
[00:12:39.180 --> 00:12:42.320]   So therefore, your gift in the Holy Spirit,
[00:12:42.320 --> 00:12:44.760]   it's not your supernatural, not your superpower
[00:12:44.760 --> 00:12:47.140]   made for everybody to look at you.
[00:12:47.140 --> 00:12:52.140]   Your gift is your part in the body of Christ.
[00:12:52.420 --> 00:12:55.340]   This means that unless you're using your gift
[00:12:55.340 --> 00:12:58.340]   to serve the Lord, to serve the community of Christ,
[00:12:58.340 --> 00:13:00.940]   to serve the body of Christ,
[00:13:00.940 --> 00:13:05.640]   the church cannot be all that God meant for it to be.
[00:13:05.640 --> 00:13:10.060]   Paul will say it like this in Romans 12.
[00:13:10.060 --> 00:13:13.700]   For just as each of us has one body with many members,
[00:13:13.700 --> 00:13:16.860]   and these members do not all have the same function,
[00:13:16.860 --> 00:13:20.300]   so in Christ, though many, form one body,
[00:13:20.300 --> 00:13:22.780]   and each member belongs to the others.
[00:13:22.780 --> 00:13:26.640]   We have different gifts according to the grace given to us.
[00:13:26.640 --> 00:13:29.420]   If your gift is prophesying,
[00:13:29.420 --> 00:13:32.160]   then prophesy in accordance with your faith.
[00:13:32.160 --> 00:13:33.700]   If it's serving, then serve.
[00:13:33.700 --> 00:13:35.140]   If it's teaching, then teach.
[00:13:35.140 --> 00:13:37.380]   If it's to encourage, then give encouragement.
[00:13:37.380 --> 00:13:39.420]   If it's giving, then give generously.
[00:13:39.420 --> 00:13:41.740]   If it's to lead, do it diligently.
[00:13:41.740 --> 00:13:44.600]   If it's to show mercy, do it cheerfully.
[00:13:46.460 --> 00:13:48.940]   Everybody needs to pitch in
[00:13:48.940 --> 00:13:52.460]   because every single person in this room,
[00:13:52.460 --> 00:13:55.020]   the Bible tells us, has a gift,
[00:13:55.020 --> 00:13:58.060]   and therefore you have a role to play.
[00:13:58.060 --> 00:14:00.760]   Again, this is important to keep in mind
[00:14:00.760 --> 00:14:02.220]   because the danger is,
[00:14:02.220 --> 00:14:04.740]   especially when it comes to spiritual gifts,
[00:14:04.740 --> 00:14:08.420]   we start to see some gifts as better than the others,
[00:14:08.420 --> 00:14:09.620]   which means that some people think
[00:14:09.620 --> 00:14:11.900]   that they're more important than they actually are,
[00:14:11.900 --> 00:14:13.540]   and some people end up thinking
[00:14:13.540 --> 00:14:16.380]   they underestimate the crucial part
[00:14:16.380 --> 00:14:18.840]   that they are to play in God's kingdom.
[00:14:18.840 --> 00:14:22.260]   So for example, what's happening right here,
[00:14:22.260 --> 00:14:25.060]   people being on the stage, speaking, teaching,
[00:14:25.060 --> 00:14:27.140]   singing, whatever it is,
[00:14:27.140 --> 00:14:28.780]   to people all throughout the day,
[00:14:28.780 --> 00:14:30.740]   this is a gift that's often lifted up
[00:14:30.740 --> 00:14:32.880]   and seen as highly important.
[00:14:32.880 --> 00:14:36.020]   But what about the gift of serving?
[00:14:36.020 --> 00:14:39.300]   What about the people that held the signs
[00:14:39.300 --> 00:14:41.100]   that served you by greeting you
[00:14:41.100 --> 00:14:43.340]   on the way up to the auditorium this morning?
[00:14:43.340 --> 00:14:45.460]   What about the team of hosts
[00:14:45.460 --> 00:14:48.620]   that passed from the offering buckets just now?
[00:14:48.620 --> 00:14:50.580]   What about the communion we're about to take later
[00:14:50.580 --> 00:14:53.300]   that people had to come in at 7 a.m. this morning
[00:14:53.300 --> 00:14:54.780]   to tear up the pieces of bread,
[00:14:54.780 --> 00:14:56.100]   to fill up the little cups,
[00:14:56.100 --> 00:14:58.580]   just so that we can have communion later?
[00:14:58.580 --> 00:15:02.040]   Did it cross your mind that our greeters
[00:15:02.040 --> 00:15:05.820]   and hosts and volunteers play just as critical a part
[00:15:05.820 --> 00:15:07.940]   in the body of Christ than the preacher
[00:15:07.940 --> 00:15:10.620]   or the worship team when it comes to our Sunday services?
[00:15:10.620 --> 00:15:13.460]   And I'm just talking about Sunday services here.
[00:15:13.460 --> 00:15:16.260]   Without people who are willing to use the gifts
[00:15:16.260 --> 00:15:17.740]   of serving the church,
[00:15:17.740 --> 00:15:20.340]   none of this would be possible, guys, none.
[00:15:20.340 --> 00:15:22.860]   There would be no production team,
[00:15:22.860 --> 00:15:24.340]   the band would be one or two people,
[00:15:24.340 --> 00:15:26.340]   there would be no kids and youth ministry,
[00:15:26.340 --> 00:15:29.020]   this whole place would be in chaos.
[00:15:29.020 --> 00:15:32.860]   But God, in His infinite wisdom,
[00:15:32.860 --> 00:15:34.980]   in His perfect knowledge of His children,
[00:15:34.980 --> 00:15:38.340]   in His generosity, He looks at a group like us,
[00:15:38.340 --> 00:15:40.380]   and then through the Holy Spirit,
[00:15:40.380 --> 00:15:43.700]   He distributes gifts and expects everyone
[00:15:43.700 --> 00:15:47.000]   to use their gifts and play their part,
[00:15:47.000 --> 00:15:50.860]   so that the whole church can function healthily.
[00:15:50.860 --> 00:15:53.620]   This is what He's talking about.
[00:15:53.620 --> 00:15:55.620]   Again, let's go back to Scripture.
[00:15:55.620 --> 00:15:57.660]   God has put the body together
[00:15:57.660 --> 00:16:01.940]   so that there should be no division in the body,
[00:16:01.940 --> 00:16:06.180]   but all the parts have equal concern for each other.
[00:16:06.180 --> 00:16:09.440]   If one part suffers, every part suffers with it.
[00:16:09.440 --> 00:16:13.620]   If one part is honored, every part rejoices with it.
[00:16:13.620 --> 00:16:16.500]   You see, from a worldly perspective,
[00:16:16.500 --> 00:16:20.180]   when we get gifts, when we give gifts or get gifts,
[00:16:20.180 --> 00:16:22.100]   it is something quite personal,
[00:16:22.100 --> 00:16:23.940]   and you get it with that person in mind.
[00:16:23.940 --> 00:16:25.660]   Well, hopefully you spare some thought,
[00:16:25.660 --> 00:16:27.420]   that's a nice thing to do,
[00:16:27.420 --> 00:16:29.300]   to think about that person and get them a gift,
[00:16:29.300 --> 00:16:31.680]   birthday, anniversaries, graduations.
[00:16:31.680 --> 00:16:33.540]   You think about the need
[00:16:33.540 --> 00:16:36.140]   and you get something tailored for that person.
[00:16:36.140 --> 00:16:38.300]   And then when that person receives a gift,
[00:16:38.300 --> 00:16:40.860]   there is no expectation to share it.
[00:16:40.860 --> 00:16:42.060]   I mean, you wouldn't get, you know,
[00:16:42.060 --> 00:16:44.360]   if I bought Nathan a new pair of shoes,
[00:16:44.360 --> 00:16:45.200]   I would say something like,
[00:16:45.200 --> 00:16:47.640]   "Okay, hey, you know, those new Jordans are pretty cool,
[00:16:47.640 --> 00:16:48.820]   "but you have to let me wear them
[00:16:48.820 --> 00:16:50.580]   "on Mondays and Wednesdays, okay?"
[00:16:50.580 --> 00:16:52.000]   Apart from the fact they wouldn't fit,
[00:16:52.000 --> 00:16:54.720]   it doesn't make sense, that's not how gifts work.
[00:16:54.720 --> 00:17:00.220]   But when it comes to spiritual gifts,
[00:17:00.220 --> 00:17:02.820]   the perspective is different.
[00:17:02.820 --> 00:17:05.940]   So yes, the personal element is still there.
[00:17:05.940 --> 00:17:08.860]   Again, not everyone has the same gift,
[00:17:08.860 --> 00:17:12.540]   which means when God looks at you as his child,
[00:17:12.540 --> 00:17:15.700]   as the person who he knitted together in his mother's womb,
[00:17:15.700 --> 00:17:18.620]   your God who knows the amount of hairs on your head,
[00:17:18.620 --> 00:17:21.700]   he saw you and he gave you a gift specifically
[00:17:21.700 --> 00:17:24.460]   through the Holy Spirit with you in mind,
[00:17:24.460 --> 00:17:27.620]   with his wisdom, with his love, with his grace.
[00:17:27.620 --> 00:17:29.500]   And when we receive this gift from God, right,
[00:17:29.500 --> 00:17:31.900]   there is a sense of closeness and intimacy
[00:17:31.900 --> 00:17:33.740]   that we feel with the Father
[00:17:33.740 --> 00:17:36.240]   and he draws us closer to him.
[00:17:36.240 --> 00:17:39.740]   The thing is, after we receive that,
[00:17:39.740 --> 00:17:42.260]   they are then meant to be shared.
