
[00:00:00.000 --> 00:00:06.880]  第三個星期的章林期,換言之我們距離聖誕只剩下十天的時間
[00:01:22.600 --> 00:01:25.480]  我們在慶祝我們在耶穌裡面有的新生命
[00:01:25.480 --> 00:01:28.640]  我們在慶祝我們每一次回來的時候
[00:01:28.640 --> 00:01:31.160]  或者我們聚集,或者我們自己一個人
[00:01:31.160 --> 00:01:32.880]  當我們禱告,當我們敬拜
[00:01:32.880 --> 00:01:34.200]  我們去經歷到神的愛
[00:01:34.200 --> 00:01:36.160]  當我們經歷到神的喜樂的時候
[00:01:36.160 --> 00:01:39.120]  這些都是值得慶祝的事情,是吧?
[00:01:39.120 --> 00:01:42.680]  今天真的好冷啊,我感覺到
[00:01:42.680 --> 00:01:45.680]  慶祝是一件很重要的事情
[00:01:45.680 --> 00:01:47.320]  很多時候我們會
[00:01:47.320 --> 00:01:48.760]  特別在教會裡面
[00:01:48.760 --> 00:01:52.320]  我們會透過唱一些歌來慶祝,是不是?
[00:01:52.320 --> 00:01:54.080]  我們剛才一開始的時候
[00:01:54.080 --> 00:01:56.360]  我們會有一些唱歌的時間
[00:01:56.360 --> 00:01:59.920]  特別今天早上我們唱了一些聖誕歌
[00:01:59.920 --> 00:02:02.480]  可能你是一年真的那個時間才會唱
[00:02:02.480 --> 00:02:04.320]  正如Spotify有一張播放清單
[00:02:04.320 --> 00:02:05.880]  或者有一堆播放清單是
[00:02:05.880 --> 00:02:07.640]  差不多到了每一年的時候
[00:02:07.640 --> 00:02:09.960]  它就會自己彈出來叫你聽那堆歌
[00:02:09.960 --> 00:02:12.160]  覺得你走到商場你又會聽
[00:02:12.160 --> 00:02:14.320]  然後你自己可能在車上又會聽
[00:02:14.320 --> 00:02:15.560]  可能你走到哪裡都會聽
[00:02:15.560 --> 00:02:16.320]  然後那些歌你就會覺得
[00:02:16.320 --> 00:02:19.640]  是啊,那些好像聖誕那樣
[00:02:19.640 --> 00:02:20.720]  不過原來在
[00:02:20.720 --> 00:02:24.400]  當我們看聖經,當我們看回聖經最早期的記載
[00:02:24.400 --> 00:02:28.520]  聖誕的確是有一些歌在聖誕的故事裡面
[00:02:28.520 --> 00:02:31.160]  特別在路加福音裡面是記載了
[00:02:31.160 --> 00:02:35.680]  幾首關於耶穌降生的時期裡面有幾首的歌
[00:02:35.680 --> 00:02:37.960]  今天我們會來看其中的一首
[00:02:37.960 --> 00:02:41.320]  我們會來看一首屬於馬尼亞耶穌的媽媽
[00:02:41.320 --> 00:02:43.320]  馬尼亞的一首歌
[00:02:43.320 --> 00:02:45.520]  在
[00:02:45.520 --> 00:02:48.320]  今天真的很乾,還有有點冷
[00:02:48.320 --> 00:02:52.520]  我們今天會來看一看路加福音
[00:02:52.520 --> 00:02:55.640]  我們之前的兩個星期
[00:02:55.640 --> 00:02:59.000]  我們已經開始了來看聖誕的故事
[00:02:59.000 --> 00:03:01.840]  特別上個星期,Pastor Ivan跟我們分享到
[00:03:01.840 --> 00:03:03.000]  馬尼亞這個角色
[00:03:03.000 --> 00:03:07.640]  相信這個角色是不能夠再更加popular的了
[00:03:07.640 --> 00:03:12.280]  話說耶穌誕生或者約瑟馬尼亞的故事
[00:03:12.280 --> 00:03:15.040]  當我小時候,當我三四歲的時候都會
[00:03:15.040 --> 00:03:17.120]  因為我三四歲回教會的時候
[00:03:17.120 --> 00:03:22.600]  聖誕節就被導師叫我上去做一個聖誕的drama
[00:03:22.600 --> 00:03:24.600]  就是要我好像扮什麼?
[00:03:24.600 --> 00:03:26.200]  我好像是扮約瑟的
[00:03:26.200 --> 00:03:29.120]  小時候我就聽過有約瑟馬尼亞的故事
[00:03:29.120 --> 00:03:31.960]  可能你也聽過約瑟馬尼亞的故事很多次
[00:03:31.960 --> 00:03:34.120]  聽過有一個天使來找他告訴他
[00:03:34.120 --> 00:03:35.320]  喂,你會大肚子
[00:03:35.320 --> 00:03:36.840]  他說,我會大肚子?
[00:03:36.840 --> 00:03:39.320]  是,我知道你還沒結婚,不過你會大肚子
[00:03:39.320 --> 00:03:41.840]  嚇到他了
[00:03:41.840 --> 00:03:43.880]  這個故事我們上個星期聽完
[00:03:43.880 --> 00:03:48.480]  我們今天來看看馬尼亞怎樣回應
[00:03:48.480 --> 00:03:50.920]  我們會去看路加福音第一章
[00:03:50.920 --> 00:03:52.920]  由第46節開始
[00:03:52.920 --> 00:03:54.160]  那裡說馬尼亞說
[00:03:54.160 --> 00:03:56.320]  我的心裡面尊主為大
[00:03:56.320 --> 00:03:59.560]  我的靈以我的神,我的救主為樂
[00:03:59.560 --> 00:04:01.960]  因為祂顧念祂使慮的卑微
[00:04:01.960 --> 00:04:04.760]  從今以後萬代都稱我為有福
[00:04:04.760 --> 00:04:07.960]  那個有權能的為我成就了大事
[00:04:07.960 --> 00:04:09.560]  祂的名為聖
[00:04:09.560 --> 00:04:11.400]  祂憐憫敬畏祂的人
[00:04:11.400 --> 00:04:13.120]  直到世世代代
[00:04:13.120 --> 00:04:15.680]  祂用傍臂施展大能
[00:04:15.680 --> 00:04:20.480]  那些狂傲的人心裡妄想的時候
[00:04:20.480 --> 00:04:23.280]  就被神趕散了
[00:04:23.280 --> 00:04:26.080]  祂有權位的失位
[00:04:26.080 --> 00:04:28.400]  祂叫悲戰的升高
[00:04:28.400 --> 00:04:30.800]  叫飢餓的可以得飽美食
[00:04:30.800 --> 00:04:32.920]  叫富足的空手回去
[00:04:32.920 --> 00:04:35.640]  祂輔助了他的僕人以色列
[00:04:35.640 --> 00:04:39.200]  為了紀念亞伯拉罕和他的後裔
[00:04:39.200 --> 00:04:42.160]  向他們施憐憫直到永遠
[00:04:42.160 --> 00:04:45.360]  正如從前他對我們的列祖所說的話
[00:04:45.360 --> 00:04:46.000]  Thank you
[00:04:46.000 --> 00:04:47.000]  先喝口水
[00:04:47.000 --> 00:04:49.880]  好棒
[00:04:49.880 --> 00:04:53.360]  一首歌
[00:04:53.360 --> 00:04:54.680]  雖然我們今天只是讀出來
[00:04:54.680 --> 00:04:57.600]  不過這段歌詞或經文
[00:04:57.600 --> 00:04:59.600]  在歷代以來有很多人
[00:04:59.600 --> 00:05:00.760]  用不同的音樂
[00:05:00.760 --> 00:05:03.240]  去將它譜成一首又一首的樂曲
[00:05:03.240 --> 00:05:05.720]  如果要追溯這段經文
[00:05:05.720 --> 00:05:09.120]  或他們譜出來的樂曲的名字
[00:05:09.120 --> 00:05:11.840]  通常我們會稱它為專主頌
[00:05:11.840 --> 00:05:12.640]  你可能聽過
[00:05:12.640 --> 00:05:14.720]  這是瑪利亞的專主頌
[00:05:14.720 --> 00:05:17.960]  專主頌的英文是Magnificat
[00:05:17.960 --> 00:05:22.320]  這個字是來自拉丁文的聖經裡
[00:05:22.320 --> 00:05:25.800]  這段經文第一個字就是Magnificat
[00:05:25.800 --> 00:05:27.600]  專主頌的這個字
[00:05:27.600 --> 00:05:29.200]  在這段經文裡
[00:05:29.200 --> 00:05:30.320]  我們會看到
[00:05:30.320 --> 00:05:31.760]  如果你有看舊約
[00:05:31.760 --> 00:05:33.040]  偶爾睡不著覺
[00:05:33.040 --> 00:05:34.000]  或者你睡得著覺
[00:05:34.000 --> 00:05:35.400]  或者跟睡覺無關
[00:05:35.400 --> 00:05:37.400]  你平時有看詩篇的話
[00:05:37.400 --> 00:05:41.320]  你會覺得好像在看似曾相識的感覺
[00:05:41.320 --> 00:05:42.720]  這是很正常的
[00:05:42.720 --> 00:05:44.320]  因為這篇專主頌
[00:05:44.320 --> 00:05:46.640]  它整個格式和結構
[00:05:46.640 --> 00:05:48.640]  好像我們看舊約裡的詩篇
[00:05:48.640 --> 00:05:50.640]  特別好像某一類的詩
[00:05:50.640 --> 00:05:52.040]  那一類的詩叫做
[00:05:52.040 --> 00:05:53.520]  螢光幕上已經說了
[00:05:53.520 --> 00:05:55.320]  那種叫做感恩詩
[00:05:55.320 --> 00:05:58.000]  感恩詩是猶太文化裡
[00:05:58.000 --> 00:05:59.880]  其中一個很重要的一部分
[00:05:59.880 --> 00:06:02.400]  這些詩篇通常是要大家
[00:06:02.400 --> 00:06:03.680]  一起去讚美
[00:06:03.680 --> 00:06:07.040]  一起向它獻出一個感謝
[00:06:07.040 --> 00:06:09.480]  瑪利亞在頭一句說話裡說
[00:06:09.480 --> 00:06:11.480]  我的心是專主偉大
[00:06:11.480 --> 00:06:12.680]  我的靈異神
[00:06:12.680 --> 00:06:14.200]  我的救主為樂
[00:06:14.200 --> 00:06:16.200]  就好像很多詩篇裡說
[00:06:16.200 --> 00:06:18.000]  我們要來讚美耶和華
[00:06:18.000 --> 00:06:19.720]  我們要來歌頌耶和華
[00:06:19.720 --> 00:06:22.280]  第一句通常是呼召
[00:06:22.280 --> 00:06:23.880]  叫大家我們一起來敬拜
[00:06:23.880 --> 00:06:25.040]  我們一起來讚美
[00:06:25.040 --> 00:06:27.880]  或者有時候可以是一個讚美的statement
[00:06:27.880 --> 00:06:29.360]  一個讚美的說話
[00:06:29.360 --> 00:06:31.560]  我的心現在來到專主偉大
[00:06:31.560 --> 00:06:33.320]  好像詩篇103篇裡說
[00:06:33.320 --> 00:06:34.360]  我的心啊
[00:06:34.360 --> 00:06:35.880]  你要稱頌耶和華
[00:06:35.880 --> 00:06:38.000]  可能有看詩篇會覺得
[00:06:38.000 --> 00:06:40.000]  這些都是很熟悉的部分
[00:06:40.000 --> 00:06:42.080]  在這裡我們看到瑪利亞說
[00:06:42.080 --> 00:06:43.080]  我的心啊
[00:06:43.080 --> 00:06:44.720]  或者說我的靈的時候
[00:06:44.720 --> 00:06:47.280]  其實這些都是修辭的手法
[00:06:47.280 --> 00:06:48.920]  瑪利亞說我是我自己
[00:06:48.920 --> 00:06:50.120]  我要用我整個人
[00:06:50.120 --> 00:06:51.280]  我整個生命
[00:06:51.280 --> 00:06:52.640]  來讚美神
[00:06:52.640 --> 00:06:53.640]  來歌頌神
[00:06:53.640 --> 00:06:54.720]  來敬拜祂
[00:06:54.720 --> 00:06:56.120]  來榮耀祂
[00:06:56.120 --> 00:06:57.840]  哇 祂很緊張
[00:06:57.840 --> 00:06:59.440]  或者祂很興奮
[00:06:59.440 --> 00:07:03.680]  這個部分我們很多時候都會很熟悉
[00:07:03.680 --> 00:07:05.040]  說到要去讚美
[00:07:05.040 --> 00:07:07.120]  說到要去歸榮耀給神
[00:07:07.120 --> 00:07:08.600]  我們剛剛
[00:07:08.600 --> 00:07:11.040]  一開始崇拜的十幾二十分鐘
[00:07:11.040 --> 00:07:12.720]  才在做這件事
[00:07:12.720 --> 00:07:15.240]  我們每個星期在教會裡都會讚美
[00:07:15.240 --> 00:07:17.040]  我們每個星期在教會裡
[00:07:17.040 --> 00:07:19.040]  今時今日就會唱歌
[00:07:19.040 --> 00:07:21.240]  我們會看著螢光幕上的歌詞
[00:07:21.240 --> 00:07:23.400]  然後一句一句地唱
[00:07:23.400 --> 00:07:24.720]  我們會重複那些
[00:07:24.720 --> 00:07:26.520]  來高舉神的說話
[00:07:26.520 --> 00:07:28.720]  我們會跟著一起來唱
[00:07:28.720 --> 00:07:30.120]  但是
[00:07:30.120 --> 00:07:33.840]  原來對猶太的那群敬拜者來說
[00:07:33.840 --> 00:07:35.960]  除了那些敬拜神的說話
[00:07:35.960 --> 00:07:37.640]  主啊 祢真是很偉大
[00:07:37.640 --> 00:07:39.040]  主啊 我們讚美祢
[00:07:39.040 --> 00:07:40.440]  主啊 我感謝祢
[00:07:40.440 --> 00:07:41.520]  主啊 我來高舉祢
[00:07:41.520 --> 00:07:43.400]  除了這些說話之外
[00:07:43.400 --> 00:07:46.360]  原來對於猶太的這群敬拜者來說
[00:07:46.360 --> 00:07:48.040]  接下來的那些說話
[00:07:48.040 --> 00:07:49.840]  也是非常重要
[00:07:49.840 --> 00:07:52.240]  一篇感恩詩或者感恩的詩篇
[00:07:52.240 --> 00:07:57.680]  除了那個呼喚大家來敬拜的說話之外
[00:07:57.680 --> 00:07:59.520]  通常下一句的說話
[00:07:59.520 --> 00:08:01.640]  都是會用一個字來開始
[00:08:01.640 --> 00:08:04.640]  都是會用「因為」來開始
[00:08:04.640 --> 00:08:07.800]  通常這些詩人都會想給一個原因
[00:08:07.800 --> 00:08:11.280]  讓你知道為什麼我們要來讚美
[00:08:11.280 --> 00:08:13.800]  很多時候他們會用自己親身的經歷
[00:08:13.800 --> 00:08:16.320]  神如何在他們的生命裡幫助他們
[00:08:16.320 --> 00:08:17.520]  去拯救他們
[00:08:17.520 --> 00:08:20.520]  或者他們會加入一些自己個人的見證
[00:08:20.520 --> 00:08:23.280]  說說神為我們做了什麼
[00:08:23.280 --> 00:08:25.560]  甚至會帶我們去回顧
[00:08:25.560 --> 00:08:29.640]  神在整個以色列的歷史裡
[00:08:29.640 --> 00:08:31.840]  祂做過那些拯救的行為
[00:08:31.840 --> 00:08:34.520]  祂做過那些很偉大的拯救行動
[00:08:34.520 --> 00:08:35.840]  例如分開紅海
[00:08:35.840 --> 00:08:37.120]  帶他們出埃及
[00:08:37.120 --> 00:08:40.200]  帶他們脫離敵人的手等等等等
[00:08:40.200 --> 00:08:42.280]  這些都是要來提醒
[00:08:42.280 --> 00:08:43.440]  一起來唱歌
[00:08:43.440 --> 00:08:44.960]  一起來歌頌神的人
[00:08:44.960 --> 00:08:46.640]  神祂做過什麼
[00:08:46.640 --> 00:08:48.440]  神祂是誰
[00:08:48.440 --> 00:08:51.240]  對於敬拜的猶太人來說
[00:08:51.240 --> 00:08:54.160]  這個部分非常重要
[00:08:54.160 --> 00:08:56.880]  因為敬拜或者讚美
[00:08:56.880 --> 00:08:58.320]  總是有一個原因
[00:08:58.320 --> 00:08:59.800]  總是有一個理由
[00:08:59.800 --> 00:09:01.040]  而我們的喜樂
[00:09:01.040 --> 00:09:03.560]  總是有一個來源
[00:09:03.560 --> 00:09:04.280]  我再說一次
[00:09:04.280 --> 00:09:05.960]  我們可能在螢幕上可以看到
[00:09:05.960 --> 00:09:09.160]  我們的讚美總是應該有一個理由
[00:09:09.160 --> 00:09:10.480]  或者有一個原因
[00:09:10.480 --> 00:09:14.720]  我們的喜樂總是有一個源頭
[00:09:14.720 --> 00:09:16.600]  那我就要問我們一個問題
[00:09:16.600 --> 00:09:17.840]  大英姐妹
[00:09:17.840 --> 00:09:19.560]  今天當我們回來
[00:09:19.560 --> 00:09:21.520]  當敬拜的音樂開始響起
[00:09:21.520 --> 00:09:24.200]  當螢光幕的歌詞開始打出來
[00:09:24.200 --> 00:09:27.600]  當我們開始唱歌的時候
[00:09:27.600 --> 00:09:29.560]  我們有沒有帶著一個原因
[00:09:29.560 --> 00:09:31.560]  我們有沒有帶著一個理由
[00:09:31.560 --> 00:09:33.680]  來到神的面前
[00:09:33.680 --> 00:09:35.280]  當我們站在祂面前
[00:09:35.280 --> 00:09:37.240]  來唱歌的時候
[00:09:37.240 --> 00:09:39.600]  是什麼驅使我們
[00:09:39.600 --> 00:09:43.880]  是愛?是責任?還是其他
[00:09:43.880 --> 00:09:46.320]  當我們來到神的面前的時候
[00:09:46.320 --> 00:09:47.960]  我們站在祂面前
[00:09:47.960 --> 00:09:50.680]  唱這些讚美祂的歌的時候
[00:09:50.680 --> 00:09:52.840]  裡面發生什麼事
[00:09:52.840 --> 00:09:56.120]  是不是一個星期天早上的慣性
[00:09:56.120 --> 00:09:59.240]  習慣了星期天早上要起床
[00:09:59.240 --> 00:10:01.840]  下來或者過來附近教會
[00:10:01.840 --> 00:10:03.720]  然後唱幾首歌
[00:10:03.720 --> 00:10:06.120]  是不是一個習慣去驅使我們
[00:10:06.120 --> 00:10:09.360]  是不是只是說我們習慣了這件事
[00:10:09.360 --> 00:10:10.760]  所以我們就繼續這樣做
[00:10:10.760 --> 00:10:12.120]  或者有人帶我來
[00:10:12.120 --> 00:10:14.120]  我習慣了每個星期都是這樣
[00:10:14.120 --> 00:10:16.320]  我們就繼續下去
[00:10:16.320 --> 00:10:18.160]  可能有些時候
[00:10:18.160 --> 00:10:22.800]  我們的心未必會完全跟螢幕上的歌詞
[00:10:22.800 --> 00:10:24.640]  完全有那種共鳴
[00:10:24.640 --> 00:10:27.440]  可能有些時候你覺得你走進來要我唱
[00:10:27.440 --> 00:10:30.800]  其實我今天真的沒什麼心情去唱這些歌
[00:10:30.800 --> 00:10:35.480]  可能我這個星期都出入醫院
[00:10:35.480 --> 00:10:37.440]  有些親人他正在病重
[00:10:37.440 --> 00:10:39.840]  對我來說我要這樣來到神面前
[00:10:39.840 --> 00:10:42.440]  我家人還很不舒服
[00:10:42.440 --> 00:10:45.200]  我也不知道我是不是真的可以唱到這樣的歌
[00:10:45.200 --> 00:10:47.840]  可能有時候我們覺得我們來到這裡的時候
[00:10:47.840 --> 00:10:50.040]  我們會缺少了一個讚美的原因
[00:10:50.040 --> 00:10:52.800]  缺少了一個讚美的理由
[00:10:52.800 --> 00:10:55.160]  不過第一節我想告訴大家不用怕
[00:10:55.160 --> 00:10:58.880]  如果你一時三刻找不到一個讚美的原因
[00:10:58.880 --> 00:11:01.000]  那個不是罪
[00:11:01.000 --> 00:11:04.440]  不過那個是代表我們錯過了一些東西
[00:11:04.440 --> 00:11:06.680]  我們錯過了一些東西
[00:11:06.680 --> 00:11:09.520]  有一點點的東西在我們的生命
[00:11:09.520 --> 00:11:11.800]  在我們跟神的關係裡面的時候
[00:11:11.800 --> 00:11:13.800]  那件事缺失了
[00:11:13.800 --> 00:11:17.040]  再說一次這個不是一個罪
[00:11:17.040 --> 00:11:18.800]  但是如果我們去看看
[00:11:18.800 --> 00:11:23.320]  無論在舊約或者新約這些讚美的感謝的詩歌裡面
[00:11:23.320 --> 00:11:25.400]  我們看到讚美的理由
[00:11:25.400 --> 00:11:29.520]  通常讚美的原因不是只是停留在我們自己個人生命
[00:11:29.520 --> 00:11:30.840]  我經歷到什麼
[00:11:30.840 --> 00:11:33.880]  或者我經歷不到什麼
[00:11:33.880 --> 00:11:38.120]  讚美的原因不是只是停留在我自己個人的經歷上面
[00:11:38.120 --> 00:11:43.040]  讚美的原因還包括到神祂本來祂是哪一個
[00:11:43.040 --> 00:11:45.040]  在瑪利亞的這首歌裡面
[00:11:45.040 --> 00:11:47.360]  祂描述神的屬性祂的作為
[00:11:47.360 --> 00:11:50.840]  祂說神是有能力祂是大能的那一個
[00:11:50.840 --> 00:11:53.440]  神是有憐憫的那一個
[00:11:53.440 --> 00:11:56.440]  而且神是公義的神
[00:11:56.440 --> 00:11:58.640]  瑪利亞祂讓我們看到
[00:11:58.640 --> 00:12:01.320]  從祂自己的經歷一直下去
[00:12:01.320 --> 00:12:03.760]  看回整個以色列的歷史裡面
[00:12:03.760 --> 00:12:05.760]  看到原來神是很有能力的
[00:12:05.760 --> 00:12:06.600]  祂是公義的
[00:12:06.600 --> 00:12:08.880]  祂是很有憐憫的
[00:12:08.880 --> 00:12:10.600]  當我們這樣去唱的時候
[00:12:10.600 --> 00:12:12.720]  其實這些詩歌在邀請我們
[00:12:12.720 --> 00:12:14.000]  在提醒我們
[00:12:14.000 --> 00:12:15.600]  我們的神應該是這樣的
[00:12:15.600 --> 00:12:18.600]  我們可以這樣去經歷祂
[00:12:18.600 --> 00:12:20.000]  如果今天你的經歷
[00:12:20.000 --> 00:12:23.400]  你還沒有看到神的憐憫在你的生命裡面
[00:12:23.400 --> 00:12:25.880]  你可以繼續向祂禱告
[00:12:25.880 --> 00:12:27.120]  繼續向祂呼求
[00:12:27.120 --> 00:12:29.840]  因為祂本來是一個憐憫的神
[00:12:29.840 --> 00:12:31.440]  當你看到你身邊的時候
[00:12:31.440 --> 00:12:33.680]  你見不到公義來彰顯
[00:12:33.680 --> 00:12:36.840]  可能你看到的和你所讀的相反的時候
[00:12:36.840 --> 00:12:38.640]  詩詩不只是告訴你
[00:12:38.640 --> 00:12:41.400]  這些是一個幻想一個是理想
[00:12:41.400 --> 00:12:44.000]  祂說從來神就是這樣
[00:12:44.000 --> 00:12:45.720]  所以你不要灰心
[00:12:45.720 --> 00:12:48.000]  當你繼續這樣去禱告的時候
[00:12:48.000 --> 00:12:49.760]  我們是會見到
[00:12:49.760 --> 00:12:51.000]  那個公義的神
[00:12:51.000 --> 00:12:52.880]  走在我們的城市裡面
[00:12:52.880 --> 00:12:55.880]  祂會做祂一向在創世以來
[00:12:55.880 --> 00:12:58.160]  都會做的那些事情
[00:12:58.160 --> 00:13:02.080]  我們的感恩或者我們讚美的詩
[00:13:02.080 --> 00:13:04.160]  應該將我們帶到神的面前
[00:13:04.160 --> 00:13:06.280]  讓我們看到祂是哪一個
[00:13:06.280 --> 00:13:07.600]  讓我們有這個肯定
[00:13:07.600 --> 00:13:10.400]  我們仍然可以經歷得到祂
[00:13:10.400 --> 00:13:12.680]  我們知不知道一個充滿著能力
[00:13:12.680 --> 00:13:14.080]  一個充滿榮耀
[00:13:14.080 --> 00:13:16.560]  或者充滿憐憫和公義的神
[00:13:16.560 --> 00:13:18.760]  祂今天想在我們的生命裡面
[00:13:18.760 --> 00:13:20.200]  在我們的教會裡面
[00:13:20.200 --> 00:13:23.040]  在我們的城市裡面去做什麼呢?
[00:13:23.040 --> 00:13:24.080]  瑪利亞說
[00:13:24.080 --> 00:13:26.640]  其實在我的生命裡面都能見到
[00:13:26.640 --> 00:13:29.880]  上星期Evan說到瑪利亞的獻臂
[00:13:29.880 --> 00:13:31.840]  他在這裡讓我們見到
[00:13:31.840 --> 00:13:34.440]  雖然我只是一個地位很卑微的人
[00:13:34.440 --> 00:13:38.600]  我只是來自一個很不起眼的城市裡面
[00:13:38.600 --> 00:13:40.560]  一個很不起眼的家族
[00:13:40.560 --> 00:13:42.760]  裡面一個很不起眼的小女子
[00:13:42.760 --> 00:13:45.240]  但是原來你看看我的故事
[00:13:45.240 --> 00:13:47.320]  原來神可以在我的生命裡面
[00:13:47.320 --> 00:13:48.960]  做一件這麼大的事情
[00:13:48.960 --> 00:13:50.200]  我想告訴你
[00:13:50.200 --> 00:13:51.320]  不是我
[00:13:51.320 --> 00:13:52.280]  不是我有多厲害
[00:13:52.280 --> 00:13:53.400]  不是我有多厲害
[00:13:53.400 --> 00:13:55.400]  不是我的家族有多天下
[00:13:55.400 --> 00:13:58.760]  是因為神是一個怎樣的神
[00:13:58.760 --> 00:14:02.160]  當我們今天要去找一些讚美的理由
[00:14:02.160 --> 00:14:04.840]  當我們要去分享自己的故事
[00:14:04.840 --> 00:14:06.560]  我們要去見證的時候
[00:14:06.560 --> 00:14:09.280]  有時候我們都會一一地
[00:14:09.280 --> 00:14:11.280]  放一些東西出來
[00:14:11.280 --> 00:14:12.320]  因為我都挺好的
[00:14:12.320 --> 00:14:14.320]  我都付出了很多努力
[00:14:14.320 --> 00:14:16.840]  所以神都在我的生命裡面去工作
[00:14:16.840 --> 00:14:18.600]  感謝主
[00:14:18.600 --> 00:14:19.880]  其實感謝自己
[00:14:19.880 --> 00:14:21.640]  我也挺好的
[00:14:21.640 --> 00:14:24.680]  有時候我們都會不小心地放了一些東西下去
[00:14:24.680 --> 00:14:26.680]  我小時候經常都是這樣想的
[00:14:26.680 --> 00:14:28.200]  我小時候覺得
[00:14:28.200 --> 00:14:30.560]  因為我從小到大都去教會
[00:14:30.560 --> 00:14:33.640]  這裡也有一些從小到大都去教會見到我的人
[00:14:33.640 --> 00:14:34.440]  我經常都覺得
[00:14:34.440 --> 00:14:36.280]  因為我從小到大都去教會
[00:14:36.280 --> 00:14:38.480]  當我考A級那一年
[00:14:38.480 --> 00:14:40.040]  我每個星期日
[00:14:40.040 --> 00:14:42.440]  我早上會先回到祈禱會
[00:14:42.440 --> 00:14:43.320]  再回到崇拜
[00:14:43.320 --> 00:14:44.680]  然後我才去溫習
[00:14:44.680 --> 00:14:46.840]  這樣神都不喜悅我
[00:14:46.840 --> 00:14:48.360]  神都不在我生命裡面工作
[00:14:48.360 --> 00:14:49.760]  神還喜悅誰呢
[00:14:49.760 --> 00:14:52.160]  我有時候真的會這樣想的
[00:14:52.160 --> 00:14:54.160]  真的會覺得是我們自己
[00:14:54.160 --> 00:14:55.360]  是我們做的事
[00:14:55.360 --> 00:14:56.280]  是我們的努力
[00:14:56.280 --> 00:14:56.920]  是我
[00:14:56.920 --> 00:14:59.920]  所以神來到在我生命裡面去工作
[00:14:59.920 --> 00:15:01.520]  瑪利亞真正的謙卑是
[00:15:01.520 --> 00:15:04.680]  神顧念到我是一個非常微小的人
[00:15:04.680 --> 00:15:07.560]  他的詩歌裡面再向我們反映這件事
[00:15:07.560 --> 00:15:10.400]  但他說不單止是這樣
[00:15:10.400 --> 00:15:13.560]  瑪利亞的詩歌讓我們看到一樣
[00:15:13.560 --> 00:15:16.200]  將來耶穌也會跟我們說的
[00:15:16.200 --> 00:15:18.520]  我們之前也有說過
[00:15:18.520 --> 00:15:20.160]  上一個講道系列
[00:15:20.160 --> 00:15:22.680]  原來神的國度臨到的時候
[00:15:22.680 --> 00:15:25.640]  原來當瑪利亞的小朋友出生
[00:15:25.640 --> 00:15:27.840]  神的國語藉著他臨到的時候
[00:15:27.840 --> 00:15:31.080]  這個世界應該會出現一個逆轉
[00:15:31.080 --> 00:15:32.120]  瑪利亞說
[00:15:32.120 --> 00:15:33.280]  他叫有權為
[00:15:33.280 --> 00:15:35.360]  神叫有權柄的人要失為
[00:15:35.360 --> 00:15:37.600]  叫卑賤的人要升高
[00:15:37.600 --> 00:15:39.720]  叫飢餓的人要吃飽
[00:15:39.720 --> 00:15:42.440]  叫富足的人要空手回去
[00:15:42.440 --> 00:15:43.560]  瑪利亞說
[00:15:43.560 --> 00:15:44.720]  在我的生命裡面
[00:15:44.720 --> 00:15:46.720]  我看到的就是這樣
[00:15:46.720 --> 00:15:50.080]  如果按著人的常理去想的話
[00:15:50.080 --> 00:15:51.160]  耶穌要降生
