
[00:00:00.000 --> 00:00:01.900]   Well, good morning, everybody.
[00:01:44.700 --> 00:01:46.260]   What does it mean to follow Jesus,
[00:01:46.260 --> 00:01:48.260]   and how do I make sure I follow him?
[00:01:48.260 --> 00:01:50.120]   'Cause that's what it's all about, right?
[00:01:50.120 --> 00:01:52.520]   We gather, we worship, we sing,
[00:01:52.520 --> 00:01:55.160]   but we've got to become people who follow Jesus.
[00:01:55.160 --> 00:01:56.880]   That's from the bottom of my heart.
[00:01:56.880 --> 00:01:59.320]   That's where I hope we land today.
[00:01:59.320 --> 00:02:03.020]   So we're continuing this series of Uncharted.
[00:02:03.020 --> 00:02:05.100]   And as we were studying, looking through it,
[00:02:05.100 --> 00:02:06.780]   I did a little bit of research,
[00:02:06.780 --> 00:02:08.660]   a little bit of homework to look and see
[00:02:08.660 --> 00:02:13.660]   that our New Testament has 27 books inside.
[00:02:13.660 --> 00:02:15.140]   A lot of books.
[00:02:15.140 --> 00:02:17.340]   27 books inside the New Testament.
[00:02:17.340 --> 00:02:18.620]   Of those 27 books,
[00:02:18.620 --> 00:02:22.060]   half of them are written by the same guy, right?
[00:02:22.060 --> 00:02:23.140]   Does anyone know who that is?
[00:02:23.140 --> 00:02:24.540]   Just to see if...
[00:02:24.540 --> 00:02:25.540]   Anyone?
[00:02:25.540 --> 00:02:27.460]   Say it with your chest, anyone?
[00:02:27.460 --> 00:02:28.300]   Paul, there we go.
[00:02:28.300 --> 00:02:29.300]   Yes, well done.
[00:02:29.300 --> 00:02:31.740]   Paul has written more than half of the books
[00:02:31.740 --> 00:02:33.460]   in the New Testament.
[00:02:33.460 --> 00:02:34.280]   This is incredible.
[00:02:34.280 --> 00:02:36.540]   He's written all these letters that we call epistles.
[00:02:36.540 --> 00:02:39.820]   These books, which purposes are to reveal Jesus, yes,
[00:02:39.820 --> 00:02:42.140]   but to help edify, help grow,
[00:02:42.140 --> 00:02:47.140]   help replenish the churches all across the Roman Empire.
[00:02:47.140 --> 00:02:48.660]   These letters are written to churches
[00:02:48.660 --> 00:02:53.120]   that he's either started or established or planted himself.
[00:02:53.120 --> 00:02:55.700]   Here at the Vine, 2000 plus years later,
[00:02:55.700 --> 00:02:59.540]   we are benefic, benefic, beneficians?
[00:02:59.540 --> 00:03:00.380]   There we go.
[00:03:00.380 --> 00:03:03.140]   Beneficiaries, benefactors, all the benefits.
[00:03:03.140 --> 00:03:04.780]   We benefit, there's a word for you.
[00:03:04.780 --> 00:03:08.820]   We benefit from what Paul wrote.
[00:03:08.820 --> 00:03:12.460]   In Ephesians, his letter to the church in Ephesus,
[00:03:12.460 --> 00:03:14.060]   he writes this prayer.
[00:03:14.060 --> 00:03:17.660]   He goes, "I pray that we would grasp how wide and long
[00:03:17.660 --> 00:03:20.260]   "and how high and how deep is the love of Christ
[00:03:20.260 --> 00:03:23.820]   "and to know this love which passes knowledge,
[00:03:23.820 --> 00:03:25.960]   "that we would be filled to the measure
[00:03:25.960 --> 00:03:28.040]   "of all the fullness of God."
[00:03:28.040 --> 00:03:30.320]   Filled to the measure of all the fullness of God.
[00:03:30.320 --> 00:03:33.400]   That's where we get our very purpose here at the Vine
[00:03:33.400 --> 00:03:37.480]   in growing big people, that we would grow in understanding
[00:03:37.480 --> 00:03:39.880]   and all the measure of the fullness of God.
[00:03:39.880 --> 00:03:41.360]   Paul is an incredible figure.
[00:03:41.360 --> 00:03:45.080]   His role within that first century church
[00:03:45.080 --> 00:03:48.560]   is to bring together these two communities,
[00:03:48.560 --> 00:03:51.060]   Gentiles who were people who were not heirs
[00:03:51.060 --> 00:03:52.040]   of the promise of God.
[00:03:52.040 --> 00:03:54.200]   They were outside of that promise.
[00:03:54.200 --> 00:03:56.300]   They were ethnically a different group of people.
[00:03:56.300 --> 00:03:57.840]   So all the promises of the Old Testament,
[00:03:57.840 --> 00:04:01.100]   all the good news, didn't apply to them.
[00:04:01.100 --> 00:04:05.000]   But through Paul, the Holy Spirit would bring these people
[00:04:05.000 --> 00:04:07.760]   and the Jewish believers, these new Christians
[00:04:07.760 --> 00:04:09.320]   together in one community.
[00:04:09.320 --> 00:04:13.160]   Paul would be something like a unifying factor
[00:04:13.160 --> 00:04:16.400]   to help bring together a unified community.
[00:04:16.400 --> 00:04:17.800]   If you've been in church for any time,
[00:04:17.800 --> 00:04:21.120]   you would know that Paul's letters are super popular.
[00:04:21.120 --> 00:04:24.800]   Some of the words he uses are pretty awesome, right?
[00:04:24.800 --> 00:04:26.760]   A little bit of Bible bingo for you.
[00:04:26.760 --> 00:04:29.840]   Paul wrote, let's see, "The Armor of God."
[00:04:29.840 --> 00:04:30.680]   You guys know that one?
[00:04:30.680 --> 00:04:31.520]   "The Armor of God."
[00:04:31.520 --> 00:04:33.360]   "The fruits of the Spirit."
[00:04:33.360 --> 00:04:35.960]   "Love, joy, peace, patience, kindness."
[00:04:35.960 --> 00:04:37.720]   If you've been to any wedding ever,
[00:04:37.720 --> 00:04:39.760]   you've probably heard one of his famous ones.
[00:04:39.760 --> 00:04:42.280]   The first Corinthians, "Love is patient, love is kind."
[00:04:42.280 --> 00:04:43.320]   Everyone really loves that one
[00:04:43.320 --> 00:04:44.320]   when they have someone that they love
[00:04:44.320 --> 00:04:46.360]   and they wanna say it to.
[00:04:46.360 --> 00:04:48.720]   Or perhaps maybe his most tattooable.
[00:04:48.720 --> 00:04:52.000]   Yeah, Paul wrote some things that people have probably,
[00:04:52.000 --> 00:04:55.240]   there might be someone in this room with a tattoo of this.
[00:04:55.240 --> 00:04:58.480]   And I can do all things through Christ who strengthens me.
[00:04:58.480 --> 00:04:59.440]   Right?
[00:04:59.440 --> 00:05:03.120]   Some incredible statements are given to us
[00:05:03.120 --> 00:05:05.520]   through the life of Paul.
[00:05:05.520 --> 00:05:07.460]   But I don't wanna just paint Paul out to be someone
[00:05:07.460 --> 00:05:09.400]   who said and wrote a lot of good things.
[00:05:09.400 --> 00:05:11.640]   Paul with his life lived incredibly.
[00:05:11.640 --> 00:05:15.120]   He went on three massive missionary journeys
[00:05:15.120 --> 00:05:17.840]   as a way to take the good news of the gospel
[00:05:17.840 --> 00:05:19.160]   throughout the Roman Empire,
[00:05:19.160 --> 00:05:20.960]   going out to city after city,
[00:05:20.960 --> 00:05:24.240]   planting and helping build and helping strengthen churches.
[00:05:24.240 --> 00:05:26.520]   He gets shipwrecked, he gets bitten by snakes,
[00:05:26.520 --> 00:05:29.480]   he gets threatened, he gets stoned.
[00:05:29.480 --> 00:05:30.880]   All these things that happened to him,
[00:05:30.880 --> 00:05:33.580]   persecuted, eventually ends up dying.
[00:05:33.580 --> 00:05:36.800]   He gives his life to make sure
[00:05:36.800 --> 00:05:40.100]   that the world knows who Jesus is.
[00:05:40.100 --> 00:05:44.520]   He would say that compared to the pain he would feel,
[00:05:44.520 --> 00:05:48.120]   that the joy of knowing Christ is even greater.
[00:05:48.120 --> 00:05:53.120]   He would say, "I count everything as lost just to know him."
[00:05:53.120 --> 00:05:56.440]   Paul is what you would call a hero of our faith.
[00:05:56.440 --> 00:05:59.240]   Said a lot of good things, wrote a lot of good things,
[00:05:59.240 --> 00:06:00.080]   did a lot of good things.
[00:06:00.080 --> 00:06:04.440]   He really helped establish Christianity as we know it today.
[00:06:04.440 --> 00:06:07.680]   But this hero of our faith was not always a hero
[00:06:07.680 --> 00:06:09.160]   of our faith.
[00:06:09.160 --> 00:06:11.800]   You could say this, Paul had a past.
[00:06:12.680 --> 00:06:14.040]   Paul did some pretty dodgy things
[00:06:14.040 --> 00:06:15.440]   before he became a Christian.
[00:06:15.440 --> 00:06:18.560]   So someone who's known for being one
[00:06:18.560 --> 00:06:20.000]   who is building up the church
[00:06:20.000 --> 00:06:21.360]   and helping strengthen their church,
[00:06:21.360 --> 00:06:24.700]   before he was a Christian, was the exact opposite of this.
[00:06:24.700 --> 00:06:27.760]   His name wasn't Paul, his name was Saul back then.
[00:06:27.760 --> 00:06:32.760]   And he lived to eradicate this Jesus following movement
[00:06:32.760 --> 00:06:36.400]   that existed in Jerusalem and throughout the region.
[00:06:36.400 --> 00:06:39.120]   His goal was to make sure
[00:06:39.120 --> 00:06:41.800]   that this Jesus movement stopped.
[00:06:41.800 --> 00:06:44.880]   His early career, he persecuted and jailed and beat
[00:06:44.880 --> 00:06:48.800]   and even had people killed who believed this Jesus person
[00:06:48.800 --> 00:06:50.400]   and aligned themselves with him.
[00:06:50.400 --> 00:06:53.640]   So how ironic that the thing he's most famous for
[00:06:53.640 --> 00:06:57.240]   was the thing that he hated so much
[00:06:57.240 --> 00:06:58.320]   before his transformation.
[00:06:58.320 --> 00:07:01.100]   But he does have a transformation.
[00:07:01.100 --> 00:07:04.140]   There is a change from a Saul to a Paul.
[00:07:04.140 --> 00:07:05.820]   And if you've been in church any time,
[00:07:05.820 --> 00:07:07.800]   this will be somewhat of a popular story
[00:07:07.800 --> 00:07:11.480]   or familiar story where he is,
[00:07:11.480 --> 00:07:15.520]   the apostles would say he is breathing murderous threats
[00:07:15.520 --> 00:07:16.920]   against those who believe in Jesus.
[00:07:16.920 --> 00:07:19.120]   And he's given permission by the chief priests
[00:07:19.120 --> 00:07:22.720]   to go outside of Jerusalem and into Damascus
[00:07:22.720 --> 00:07:24.080]   to round up the Christians there
[00:07:24.080 --> 00:07:26.240]   and bring them back to Jerusalem for persecution.
[00:07:26.240 --> 00:07:27.400]   So he's on his way.
[00:07:27.400 --> 00:07:28.840]   He, with the people that he needs,
[00:07:28.840 --> 00:07:30.160]   with the authority that he has,
[00:07:30.160 --> 00:07:32.440]   on his way to go and persecute more Christians.
[00:07:32.440 --> 00:07:36.720]   When all of a sudden a light from heaven shines down on him,
[00:07:36.720 --> 00:07:41.720]   he falls off of his horse and he sees Jesus,
[00:07:41.720 --> 00:07:45.640]   Jesus standing before him.
[00:07:45.640 --> 00:07:48.360]   Jesus asked him this question.
[00:07:48.360 --> 00:07:51.320]   He goes, Saul, why are you persecuting me?
[00:07:51.320 --> 00:07:55.200]   And in that moment, Saul has an encounter
[00:07:55.200 --> 00:07:57.880]   that changes his life.
[00:07:57.880 --> 00:08:02.640]   He experiences Jesus and leaves that experience blind,
[00:08:02.640 --> 00:08:03.480]   cannot see.
[00:08:03.480 --> 00:08:06.040]   Maybe the most powerful person all of a sudden now,
[00:08:06.040 --> 00:08:08.040]   maybe one of the most vulnerable people.
[00:08:08.040 --> 00:08:11.880]   His transformation is not complete though.
[00:08:11.880 --> 00:08:15.360]   See, God started something in that road to Damascus
[00:08:15.360 --> 00:08:17.920]   that would be completed through the Holy Spirit
[00:08:17.920 --> 00:08:19.440]   working with another person.
[00:08:19.440 --> 00:08:23.320]   Someone else was going to have to pay a pretty big cost.
[00:08:23.320 --> 00:08:25.120]   Someone else would have to intervene
[00:08:25.120 --> 00:08:28.120]   and help establish Paul into who he would be.
[00:08:28.120 --> 00:08:35.240]   This is where we get the story of Ananias.
[00:08:35.240 --> 00:08:38.200]   So today our teaching text is gonna be found
[00:08:38.200 --> 00:08:40.800]   in Acts chapter nine, starting at verse 10.
[00:08:40.800 --> 00:08:42.000]   So I'm gonna open my Bible.
[00:08:42.000 --> 00:08:43.960]   If you have one of these old relics,
[00:08:43.960 --> 00:08:47.800]   Bibles, physical ones, you can open it with me as well.
[00:08:47.800 --> 00:08:51.120]   Looking here in Acts chapter nine, starting at verse 10.
[00:08:51.120 --> 00:08:52.240]   If you don't have a Bible,
[00:08:52.240 --> 00:08:55.480]   it will be provided for you on the screen.
[00:08:55.480 --> 00:08:56.320]   I'm gonna read this out.
[00:08:56.320 --> 00:08:59.440]   It says, in Damascus, there was a disciple named Ananias.
[00:08:59.440 --> 00:09:03.600]   The Lord called to him in a vision, Ananias.
[00:09:03.600 --> 00:09:05.240]   Yes, Lord, he answered.
[00:09:05.240 --> 00:09:09.640]   Lord told him, go to the house of Judas on Straight Street
[00:09:09.640 --> 00:09:12.640]   and ask for a man from Tarsus named Saul,
[00:09:12.640 --> 00:09:14.720]   for he is praying.
[00:09:14.720 --> 00:09:17.440]   So in a vision, he has seen a man named Ananias come
[00:09:17.440 --> 00:09:20.280]   and place his hands on him to restore his sight.
[00:09:20.280 --> 00:09:24.100]   Lord, Ananias answered, I have heard many reports
[00:09:24.100 --> 00:09:26.620]   about this man and all the harm he has done
[00:09:26.620 --> 00:09:28.520]   to your holy people in Jerusalem.
[00:09:28.520 --> 00:09:30.920]   And he has come here with the authority
[00:09:30.920 --> 00:09:34.400]   from the chief priests to arrest all who call on your name.
[00:09:34.400 --> 00:09:38.720]   But the Lord said to Ananias, go.
[00:09:38.720 --> 00:09:43.240]   This man is my chosen instrument to proclaim my name
[00:09:43.240 --> 00:09:46.160]   to the Gentiles and their kings and to the people of Israel.
[00:09:46.160 --> 00:09:49.520]   I will show him how much he must suffer for my name.
[00:09:49.520 --> 00:09:53.080]   Then Ananias went to the house and entered it,
[00:09:53.080 --> 00:09:54.840]   placing his hands on Saul.
[00:09:54.840 --> 00:09:58.160]   He said, brother Saul, the Lord Jesus,
[00:09:58.160 --> 00:10:01.320]   who appeared to you on the road as you were coming here,
[00:10:01.320 --> 00:10:04.440]   he has sent me so that you may see again
[00:10:04.440 --> 00:10:06.320]   and be filled with the Holy Spirit.
[00:10:06.320 --> 00:10:11.120]   And immediately, something like scales fell from Saul's eyes
[00:10:11.120 --> 00:10:12.160]   and he could see again.
[00:10:12.160 --> 00:10:14.160]   He got up and was baptized.
[00:10:14.160 --> 00:10:16.920]   And after taking some food, he regained his strength.
[00:10:16.920 --> 00:10:22.360]   Saul spent several days with the disciples in Damascus.
[00:10:22.360 --> 00:10:25.080]   At once, he began preaching in the synagogues
[00:10:25.080 --> 00:10:26.880]   that Jesus is the son of God.
[00:10:26.880 --> 00:10:29.920]   All those who heard him were astonished.
[00:10:29.920 --> 00:10:31.440]   And they asked, isn't he the man
[00:10:31.440 --> 00:10:33.560]   who raised havoc in Jerusalem
[00:10:33.560 --> 00:10:36.080]   among those who call on this name?
[00:10:36.080 --> 00:10:39.320]   And hasn't he come here to take them as prisoners
[00:10:39.320 --> 00:10:40.600]   to the chief priests?
[00:10:40.600 --> 00:10:44.560]   Yet Saul grew more and more powerful
[00:10:44.560 --> 00:10:47.280]   and baffled the Jews living in Damascus
[00:10:47.280 --> 00:10:50.360]   by proving that Jesus was the Messiah.
[00:10:50.360 --> 00:10:51.240]   Let me pray for us.
[00:10:51.240 --> 00:10:53.420]   Jesus, we come before you this morning.
[00:10:53.420 --> 00:10:55.520]   We open your word and we ask Holy Spirit,
[00:10:55.520 --> 00:10:59.880]   not for interesting thoughts and good comprehension, God,
[00:10:59.880 --> 00:11:03.480]   but that your living, breathing word would do what it does.
[00:11:03.480 --> 00:11:05.240]   It would penetrate into our hearts,
[00:11:05.240 --> 00:11:06.940]   that it would begin to transform us
[00:11:06.940 --> 00:11:09.720]   as we see you through this story.
[00:11:09.720 --> 00:11:10.640]   Would you open our ears?
[00:11:10.640 --> 00:11:12.560]   Would you make our hearts fertile soil
[00:11:12.560 --> 00:11:14.440]   for the things that you have for us this morning?
[00:11:14.440 --> 00:11:17.300]   We pray these things in Jesus' name, amen.
[00:11:17.300 --> 00:11:20.000]   So basically Ananias is this person
[00:11:20.000 --> 00:11:23.360]   who's gonna be used in the transformation of Saul.
[00:11:23.360 --> 00:11:25.840]   This is a guy who we know very little about.
[00:11:25.840 --> 00:11:28.600]   Raise your hand if you know anything about Ananias.
[00:11:28.600 --> 00:11:30.040]   Hey, besides Pastor Andrew.
[00:11:30.040 --> 00:11:32.840]   Not really, like we don't know who that is.
[00:11:32.840 --> 00:11:36.120]   Saul, Paul we know, John, Peter, those are big names.
[00:11:36.120 --> 00:11:37.760]   Ananias, never heard of the guy, right?
[00:11:37.760 --> 00:11:39.000]   No one really knows him.
[00:11:39.000 --> 00:11:41.720]   But this is about to be his moment.
[00:11:41.720 --> 00:11:44.960]   While living under persecution in the first century,
[00:11:44.960 --> 00:11:48.460]   we're gonna see that God calls out to Ananias
[00:11:48.460 --> 00:11:51.080]   to go into the known.
[00:11:51.080 --> 00:11:53.080]   Now I wrestled with whether or not to say it like this.
[00:11:53.080 --> 00:11:55.320]   Into the known should make you be like, wait,
[00:11:55.320 --> 00:11:58.000]   our whole series that we're on is about the unknown, right?
[00:11:58.000 --> 00:11:58.920]   The uncharted, right?
[00:11:58.920 --> 00:12:00.160]   Like that's what we're talking about.
[00:12:00.160 --> 00:12:02.560]   How does God calling Ananias to go into the known?
[00:12:02.560 --> 00:12:06.080]   Well, in this case, yes, the whole journey as a whole
[00:12:06.080 --> 00:12:08.520]   and how it's gonna play out is unknown,
[00:12:08.520 --> 00:12:11.920]   but there are things that he does know.
[00:12:11.920 --> 00:12:16.280]   He's aware of the cost that this is gonna be for him.
[00:12:16.280 --> 00:12:19.800]   He's aware of who Saul is, right?
[00:12:19.800 --> 00:12:24.440]   So he's aware that he's about to step into a very dangerous,
[00:12:24.440 --> 00:12:28.560]   tricky, challenging, and hard situation.
[00:12:28.560 --> 00:12:31.320]   And it probably makes him uncomfortable a little bit.
[00:12:31.320 --> 00:12:37.320]   What he would know is that this would require some risk.
[00:12:37.320 --> 00:12:40.040]   And Ananias is gonna have to ask himself,
[00:12:40.040 --> 00:12:42.080]   where does he truly stand?
[00:12:42.080 --> 00:12:43.960]   A call to the uncharted where Ananias
[00:12:43.960 --> 00:12:46.520]   is going to have to weigh his options.
[00:12:46.520 --> 00:12:48.640]   He's gonna have to consider his beliefs
[00:12:48.640 --> 00:12:50.440]   and where his trust truly is.
[00:12:50.440 --> 00:12:53.240]   Where Ananias is gonna have to ask himself,
[00:12:53.240 --> 00:12:56.480]   do I believe enough to follow?
[00:12:56.480 --> 00:13:00.120]   I believe, but do I believe enough to follow?
[00:13:00.120 --> 00:13:02.200]   Or does my belief in Jesus boil down
[00:13:02.200 --> 00:13:04.880]   to a collection of interesting information
[00:13:04.880 --> 00:13:05.800]   that I've gathered?
[00:13:05.800 --> 00:13:10.520]   He has to ask himself if he believes enough to be obedient
[00:13:10.520 --> 00:13:12.280]   to the call that is put on him.
[00:13:12.280 --> 00:13:15.960]   This is all part of the uncharted journey
[00:13:15.960 --> 00:13:18.040]   that you and I are also on.
[00:13:18.040 --> 00:13:19.880]   We are going to be stepping into seasons
[00:13:19.880 --> 00:13:22.800]   if we've not already, where God's gonna be calling us
[00:13:22.800 --> 00:13:25.520]   to do some pretty risky, dangerous,
[00:13:25.520 --> 00:13:27.960]   maybe seemingly crazy things.
[00:13:27.960 --> 00:13:31.040]   And we're gonna be faced with that question.
[00:13:31.040 --> 00:13:34.600]   Do I believe enough to trust him and to follow him?
[00:13:34.600 --> 00:13:39.600]   Do I believe enough to step into this known challenge?
[00:13:39.600 --> 00:13:41.800]   Do I believe enough to follow him
[00:13:41.800 --> 00:13:46.200]   into the uncharted territories and uncharted spaces?
[00:13:46.960 --> 00:13:49.120]   Knowing this would be challenging,
[00:13:49.120 --> 00:13:51.320]   knowing this is gonna cost us.
[00:13:51.320 --> 00:13:53.520]   See, Pastor Andrew last week said something
[00:13:53.520 --> 00:13:55.680]   that I thought was really, really, really good.
[00:13:55.680 --> 00:13:57.160]   She does say quite a few things regularly,
[00:13:57.160 --> 00:13:58.000]   they're pretty good.
[00:13:58.000 --> 00:13:59.760]   But this time, it was this one that I was like,
[00:13:59.760 --> 00:14:00.960]   whew, gonna say it again.
[00:14:00.960 --> 00:14:01.800]   So I'm gonna put it back up here.
[00:14:01.800 --> 00:14:03.680]   He's talking about the idea of persecution.
[00:14:03.680 --> 00:14:05.000]   And I want you to remind us of this.
[00:14:05.000 --> 00:14:07.840]   He said this, "When putting Christ first
[00:14:07.840 --> 00:14:09.600]   "comes with great personal cost,
[00:14:09.600 --> 00:14:12.360]   "we are tempted to choose what is safe
[00:14:12.360 --> 00:14:14.280]   "rather than obedience to him."
[00:14:14.280 --> 00:14:16.960]   (child yelling)
[00:14:16.960 --> 00:14:20.400]   My daughter said, "Amen, that's awesome."
[00:14:20.400 --> 00:14:21.720]   (audience laughing)
[00:14:21.720 --> 00:14:22.920]   Thanks, honey.
[00:14:22.920 --> 00:14:25.600]   This is the very position that Ananias is in.
[00:14:25.600 --> 00:14:28.080]   God is extending an invitation to something
[00:14:28.080 --> 00:14:32.160]   that seems crazy, something that's never been done before.
[00:14:32.160 --> 00:14:33.480]   For him to go against the grain,
[00:14:33.480 --> 00:14:35.080]   something that's gonna require him
[00:14:35.080 --> 00:14:38.920]   to have new levels of dependency on God.
[00:14:38.920 --> 00:14:41.240]   See, the rumors of who saw what,
[00:14:41.240 --> 00:14:44.520]   was well known, everyone knew who Saul would be.
[00:14:44.520 --> 00:14:46.400]   Saul's killings and his persecution,
[00:14:46.400 --> 00:14:47.960]   he was efficient at what he did
[00:14:47.960 --> 00:14:50.280]   when it came to persecuting Christians.
[00:14:50.280 --> 00:14:54.160]   And this would be the backdrop
[00:14:54.160 --> 00:14:58.200]   in which God would invite Ananias
[00:14:58.200 --> 00:15:00.560]   into following him into the uncharted.
[00:15:00.560 --> 00:15:03.200]   I love the way that Luke tells this story
[00:15:03.200 --> 00:15:05.560]   because he tells it in a very interesting way.
[00:15:05.560 --> 00:15:07.040]   The way he writes it,
[00:15:07.040 --> 00:15:09.640]   he's telling it in a very interesting way.
[00:15:09.640 --> 00:15:14.200]   He writes it, highlights certain things to the reader
[00:15:14.200 --> 00:15:16.000]   that we need to understand
[00:15:16.000 --> 00:15:19.400]   when it comes to stepping into situations just like this.
[00:15:19.400 --> 00:15:21.400]   With Ananias, Luke actually doesn't give us
[00:15:21.400 --> 00:15:22.960]   many details about him.
[00:15:22.960 --> 00:15:25.240]   It's actually quite a short little bit he tells us.
[00:15:25.240 --> 00:15:28.920]   What Luke chooses to disclose about Ananias
[00:15:28.920 --> 00:15:31.600]   is perhaps the only small detail.
[00:15:31.600 --> 00:15:34.320]   But it's not about his family, it's not about his status,
[00:15:34.320 --> 00:15:35.800]   it's not about his church attendance,
[00:15:35.800 --> 00:15:37.120]   it's not about what he served in
[00:15:37.120 --> 00:15:38.600]   and what team he served with.
[00:15:38.600 --> 00:15:39.560]   It's not about any of that stuff.
[00:15:39.560 --> 00:15:41.640]   It's not about how much money he had, who he was.
[00:15:41.640 --> 00:15:43.120]   None of that stuff seemed to matter.
[00:15:43.120 --> 00:15:45.760]   What Luke ends up telling us about Ananias
[00:15:45.760 --> 00:15:47.680]   is something about his identity.
[00:15:47.680 --> 00:15:51.080]   And perhaps the most important thing about Ananias
[00:15:51.080 --> 00:15:52.920]   is boiled down to this.
[00:15:52.920 --> 00:15:54.880]   This little identity concept
[00:15:54.880 --> 00:15:56.680]   would be the way Ananias would shape
[00:15:56.680 --> 00:15:58.360]   how he made his decisions.
[00:15:58.360 --> 00:16:01.080]   It would be what would make him ultimately Ananias.
[00:16:01.080 --> 00:16:03.000]   It'd be how he would weigh his options
[00:16:03.000 --> 00:16:04.080]   in difficult situations.
[00:16:04.080 --> 00:16:05.760]   What Luke gives us is this.
[00:16:05.760 --> 00:16:10.360]   He says, "In Damascus, there was a disciple named Ananias."
[00:16:10.360 --> 00:16:14.920]   So what's Ananias' big descriptor?
[00:16:14.920 --> 00:16:16.520]   What's the big detail about Ananias?
[00:16:16.520 --> 00:16:18.520]   He's a disciple.
[00:16:18.520 --> 00:16:20.000]   That's it.
[00:16:20.000 --> 00:16:20.840]   Nothing else.
[00:16:20.840 --> 00:16:21.680]   He is a disciple.
[00:16:21.680 --> 00:16:25.960]   So Luke deems the only detail worth noting,
[00:16:25.960 --> 00:16:28.280]   or better yet, the one detail that tells you
[00:16:28.280 --> 00:16:31.440]   everything you need to know about who Ananias is
[00:16:31.440 --> 00:16:34.960]   is that he is a disciple of Jesus.
[00:16:34.960 --> 00:16:37.360]   He believes and he follows in Jesus.
[00:16:37.360 --> 00:16:40.740]   This word disciple is a common word in our New Testament.
[00:16:40.740 --> 00:16:43.560]   Across the first five books of the New Testament,
[00:16:43.560 --> 00:16:45.280]   Matthew, Mark, Luke, John, and Acts,
[00:16:45.280 --> 00:16:50.280]   the word disciple appears 261 times.
[00:16:50.280 --> 00:16:52.160]   This is a common word.
[00:16:52.160 --> 00:16:56.760]   And it simply means this, one who follows.
[00:16:56.760 --> 00:16:57.600]   Right?
[00:16:57.600 --> 00:17:00.160]   So we can, a disciple is someone who follows.
[00:17:00.160 --> 00:17:01.960]   When we hear disciples at the very beginning
[00:17:01.960 --> 00:17:03.580]   of the gospels in Matthew,
[00:17:03.580 --> 00:17:04.920]   what is it that they're called to do?
[00:17:04.920 --> 00:17:08.960]   Come and follow me, is what Jesus tells them.
[00:17:08.960 --> 00:17:11.560]   It's the very nature of a disciple to live
[00:17:11.560 --> 00:17:14.640]   and respond into adherence of the person
[00:17:14.640 --> 00:17:15.920]   that they're following.
[00:17:15.920 --> 00:17:16.740]   Right?
[00:17:16.740 --> 00:17:18.600]   They go with that person where that person goes.
[00:17:18.600 --> 00:17:21.320]   So then a disciple of Jesus, as Ananias would be,
[00:17:21.320 --> 00:17:24.920]   would be one who would follow Jesus in his belief patterns,
