
[00:00:00.000 --> 00:00:02.000]  謝謝Francesca,謝謝你
[00:03:13.160 --> 00:03:14.600]  然後…為甚麼…
[00:03:14.600 --> 00:03:17.160]  對,開始…為甚麼要背離…
[00:03:17.240 --> 00:03:19.680]  撞了…
[00:03:19.680 --> 00:03:22.400]  然後撞過去
[00:03:22.400 --> 00:03:24.320]  我們今天聲音經過處理
[00:03:24.320 --> 00:03:26.880]  經過處理的意思是不發聲
[00:03:26.880 --> 00:03:29.040]  如果這段影片發聲
[00:03:29.040 --> 00:03:31.000]  你會聽到一個妙齡的女子
[00:03:31.000 --> 00:03:32.920]  不停地大笑
[00:03:32.920 --> 00:03:35.760]  她笑了全程,笑了三、四分鐘
[00:03:35.760 --> 00:03:38.080]  一直看著我在網上掙扎
[00:03:38.080 --> 00:03:39.640]  即是我在網上掙扎
[00:03:39.640 --> 00:03:41.840]  她不停地在我後面笑
[00:03:45.280 --> 00:03:49.760]  當我打算滑到斜坡時
[00:03:49.760 --> 00:03:51.760]  我以為我在YouTube中學到的
[00:03:51.760 --> 00:03:53.440]  一定可以施展渾身解數
[00:03:53.440 --> 00:03:55.240]  全部都做得出來
[00:03:55.240 --> 00:03:57.720]  誰知道不到五秒後
[00:03:57.720 --> 00:03:59.160]  我發現自己偏離軌道
[00:03:59.160 --> 00:04:00.960]  然後卡在網上
[00:04:00.960 --> 00:04:03.000]  這只是其中一部分
[00:04:03.000 --> 00:04:05.200]  當我嘗試離開網上
[00:04:05.200 --> 00:04:07.600]  再過十多二十秒
[00:04:07.600 --> 00:04:09.760]  我簡直整個倒下在地上
[00:04:09.760 --> 00:04:11.920]  動也動不了
[00:04:12.000 --> 00:04:16.120]  你知道滑雪要穿著滑雪鞋
[00:04:16.120 --> 00:04:18.200]  扣著雪靴
[00:04:18.200 --> 00:04:20.480]  雖然雙腳那麼短
[00:04:20.480 --> 00:04:22.760]  但穿著雪靴後雙腳是那麼長的
[00:04:22.760 --> 00:04:24.240]  你無法站起來
[00:04:24.240 --> 00:04:27.080]  我用了任何方法、任何姿勢
[00:04:27.080 --> 00:04:29.320]  這樣推也不行…
[00:04:29.320 --> 00:04:30.760]  無法站起來
[00:04:30.760 --> 00:04:32.360]  我整個人卡在那裡
[00:04:32.360 --> 00:04:34.520]  我困在那裡
[00:04:34.520 --> 00:04:38.520]  這也是一個非常…
[00:04:38.520 --> 00:04:40.680]  我們稱為很謙虛的經驗
[00:04:40.760 --> 00:04:46.280]  在新嘗試中有新的體會
[00:04:46.280 --> 00:04:49.200]  這新的體會當然包括了新的挫折
[00:04:49.200 --> 00:04:50.760]  一些新的挫敗
[00:04:50.760 --> 00:04:52.960]  當我們有時卡在那裡
[00:04:52.960 --> 00:04:55.840]  我們被困在那裡,卡住的時候
[00:04:55.840 --> 00:04:58.360]  那種感覺是動也動不了
[00:04:58.360 --> 00:04:59.640]  走也走不了
[00:04:59.640 --> 00:05:02.560]  有時未必是我們身體
[00:05:02.560 --> 00:05:04.760]  即是我們肉身上卡住了
[00:05:04.760 --> 00:05:08.360]  有時我們在人生中有很多不同的困境
[00:05:08.440 --> 00:05:11.600]  可能是工作上的困境
[00:05:11.600 --> 00:05:13.400]  可能是我們卡在那裡
[00:05:13.400 --> 00:05:17.160]  被困在對我們有害的關係中
[00:05:17.160 --> 00:05:20.000]  我們花太多時間跟某些人在一起時
[00:05:20.000 --> 00:05:21.880]  我們心靈也不太健康
[00:05:21.880 --> 00:05:23.920]  但我們不懂得如何離開那些關係
[00:05:23.920 --> 00:05:25.680]  我們被困在那裡
[00:05:25.680 --> 00:05:28.080]  或是我們有一份工作
[00:05:28.080 --> 00:05:29.600]  其實我自己也不太喜歡
[00:05:29.600 --> 00:05:31.960]  但如果現在我辭職或是拿辭職
[00:05:31.960 --> 00:05:34.000]  我也不知道會否有下一份工作
[00:05:34.000 --> 00:05:37.200]  所以我唯有卡住、被困在那裡
[00:05:37.280 --> 00:05:39.000]  或是可能有一些習慣
[00:05:39.000 --> 00:05:41.480]  我們知道那些習慣是傷身的
[00:05:41.480 --> 00:05:43.560]  或是對我們自己的精神健康
[00:05:43.560 --> 00:05:45.080]  各方面都不好
[00:05:45.080 --> 00:05:47.200]  但我無法戒掉
[00:05:47.200 --> 00:05:50.280]  我有隱私,卡住在那裡
[00:05:50.280 --> 00:05:52.840]  我知道這樣做,我的朋友是不喜歡的
[00:05:52.840 --> 00:05:54.120]  我知道我傷害到家人
[00:05:54.120 --> 00:05:56.240]  但我卡住在那個壞習慣
[00:05:56.240 --> 00:05:58.360]  我被困在那個壞習慣裡
[00:05:58.360 --> 00:06:00.040]  我無法改變
[00:06:00.040 --> 00:06:04.360]  又或者可能像我們這個港島系列的主角
[00:06:04.360 --> 00:06:05.440]  「藥室」
[00:06:05.520 --> 00:06:07.160]  如果上星期你也在這裡
[00:06:07.160 --> 00:06:10.600]  我們開始說「創世紀」中的「藥室」故事
[00:06:10.600 --> 00:06:13.200]  「藥室」卡住了、被困在…
[00:06:13.200 --> 00:06:16.040]  上次Pastor Evan跟我們說過
[00:06:16.040 --> 00:06:19.920]  「藥室」被困在一個功能失調的家庭裡
[00:06:19.920 --> 00:06:22.160]  被困在這種家庭、這種氣氛
[00:06:22.160 --> 00:06:23.920]  這種互動裡的時候
[00:06:23.920 --> 00:06:27.280]  對他和他身邊的人都有很多影響
[00:06:27.280 --> 00:06:30.280]  上星期Pastor Evan跟我們說到
[00:06:30.280 --> 00:06:31.680]  「創世紀」第37章
[00:06:31.680 --> 00:06:34.080]  首11節的經文故事
[00:06:34.160 --> 00:06:37.280]  說到藥室的爸爸雅各
[00:06:37.280 --> 00:06:40.000]  如何偏心、很愛惜藥室
[00:06:40.000 --> 00:06:42.400]  然後他的哥哥開始有點妒忌
[00:06:42.400 --> 00:06:44.560]  但藥室這個時候還不醒來
[00:06:44.560 --> 00:06:45.800]  跑到火上加油
[00:06:45.800 --> 00:06:47.320]  「我做了一個夢」
[00:06:47.320 --> 00:06:50.840]  「我做夢時,我的和乾菌站起來了」
[00:06:50.840 --> 00:06:53.560]  「然後你們11人的和乾菌也站起來了」
[00:06:53.560 --> 00:06:55.480]  「但很有趣,他們站起來的時候」
[00:06:55.480 --> 00:06:58.720]  「11個和乾菌會拜我那個和乾菌」
[00:06:58.720 --> 00:07:01.840]  哥哥聽到已經很生氣
[00:07:01.920 --> 00:07:03.400]  然後他還沒醒來
[00:07:03.400 --> 00:07:05.600]  又發了星星、月亮、太陽
[00:07:05.600 --> 00:07:07.840]  甚麼都在向他跪拜的夢
[00:07:07.840 --> 00:07:09.560]  然後他又到處跟別人說
[00:07:09.560 --> 00:07:11.640]  「我又發了一個夢」
[00:07:11.640 --> 00:07:13.200]  沒辦法,當時他只有17歲
[00:07:13.200 --> 00:07:15.360]  我17歲的時候也是
[00:07:15.360 --> 00:07:17.760]  年輕人不懂事,都是亂說話
[00:07:17.760 --> 00:07:21.160]  所以我們知道他在家庭裡
[00:07:21.160 --> 00:07:22.160]  在他的家庭
[00:07:22.160 --> 00:07:24.280]  在他和哥哥的關係裡
[00:07:24.280 --> 00:07:25.680]  是非常…
[00:07:25.680 --> 00:07:26.960]  聖經裡說他的哥哥
[00:07:26.960 --> 00:07:29.320]  不會跟他和平地聊天
[00:07:29.320 --> 00:07:31.600]  不會和他和平地聊天
[00:07:31.680 --> 00:07:33.520]  裡面充滿了很多嚴規
[00:07:33.520 --> 00:07:36.520]  或者充滿了很多張力
[00:07:36.520 --> 00:07:39.600]  這些哥哥直到今天
[00:07:39.600 --> 00:07:41.400]  我們要說的這個故事
[00:07:41.400 --> 00:07:44.120]  將會看到他們會做出甚麼行為
[00:07:44.120 --> 00:07:46.440]  在這個功能失調的家庭裡
[00:07:46.440 --> 00:07:48.080]  將會發生甚麼事
[00:07:48.080 --> 00:07:51.480]  在這裡,我首先說說
[00:07:51.480 --> 00:07:52.720]  我們第一段的經文
[00:07:52.720 --> 00:07:56.040]  我很快地說說我們發生了甚麼事
[00:07:56.040 --> 00:07:57.360]  我不逐節讀出來
[00:07:57.360 --> 00:08:00.560]  因為我們今天有的經文有數十節
[00:08:00.640 --> 00:08:05.320]  我們可以在頭一段放在螢光幕上
[00:08:05.320 --> 00:08:07.640]  這裡提到他的兄弟
[00:08:07.640 --> 00:08:10.440]  這10個哥哥去了放父親的羊
[00:08:10.440 --> 00:08:12.120]  牧羊人去了放羊
[00:08:12.120 --> 00:08:13.440]  然後爸爸就叫他
[00:08:13.440 --> 00:08:15.640]  「約瑟,你可否幫我去看看他們」
[00:08:15.640 --> 00:08:16.800]  「看看他們是否平安」
[00:08:16.800 --> 00:08:18.600]  「看看他們是否喪命」
[00:08:18.600 --> 00:08:21.400]  於是他們去了一個叫「事件」的地方
[00:08:21.400 --> 00:08:24.760]  他們家裡有大約50英里
[00:08:24.760 --> 00:08:27.360]  即是可能有60至70公里的地方
[00:08:27.360 --> 00:08:29.280]  要走幾天才能到達
[00:08:29.360 --> 00:08:33.000]  當約瑟到達時,他發現八哥不在
[00:08:33.000 --> 00:08:34.200]  然後那個人就告訴他
[00:08:34.200 --> 00:08:36.320]  他們在一個叫「多單」的地方
[00:08:36.320 --> 00:08:38.560]  多走十多二十公里就到了
[00:08:38.560 --> 00:08:41.040]  於是約瑟就走去找他們
[00:08:41.040 --> 00:08:43.600]  但就在這個叫「多單」的地方
[00:08:43.600 --> 00:08:46.960]  他的人生從此不再一樣
[00:08:46.960 --> 00:08:50.200]  我們來到第37章第18節
[00:08:50.200 --> 00:08:52.240]  那裡說他們就是約瑟的哥哥
[00:08:52.240 --> 00:08:53.720]  他們遠遠看到他
[00:08:53.720 --> 00:08:55.840]  趁他還未走近他們的時候
[00:08:55.840 --> 00:08:58.720]  就圖謀要殺死他
[00:08:58.800 --> 00:08:59.800]  他們彼此說
[00:08:59.800 --> 00:09:02.800]  「看看,那個做夢的人來了」
[00:09:02.800 --> 00:09:03.680]  「現在來吧」
[00:09:03.680 --> 00:09:07.760]  「我們把他殺死,然後扔進坑裡」
[00:09:07.760 --> 00:09:10.160]  「那裡會有惡獸把他吃掉」
[00:09:10.160 --> 00:09:12.240]  「我們就看看他的夢」
[00:09:12.240 --> 00:09:14.120]  「還可以怎樣實現」
[00:09:14.120 --> 00:09:16.280]  「做夢吧,跪下吧」
[00:09:16.280 --> 00:09:17.640]  「你看看夢想如何實現」
[00:09:17.640 --> 00:09:19.120]  「如果我殺死你」
[00:09:19.120 --> 00:09:23.480]  但最大的大哥或劉備聽到的時候
[00:09:23.480 --> 00:09:25.280]  他想救約瑟脫離他們的手
[00:09:25.280 --> 00:09:28.200]  就說「我們不用害他的命」
[00:09:28.280 --> 00:09:29.800]  「不要流他的血」
[00:09:29.800 --> 00:09:32.000]  「流血是犯罪的」
[00:09:32.000 --> 00:09:34.040]  「我們扔他在坑裡」
[00:09:34.040 --> 00:09:36.040]  「他又不吃東西,不喝水」
[00:09:36.040 --> 00:09:38.760]  「那就早晚都沒有了」
[00:09:38.760 --> 00:09:40.840]  但聖經的作者讓我們知道
[00:09:40.840 --> 00:09:41.920]  原來劉備想…
[00:09:41.920 --> 00:09:44.520]  或是裡面想救約瑟脫離他們的手
[00:09:44.520 --> 00:09:46.440]  把他還給爸爸
[00:09:46.440 --> 00:09:49.360]  約瑟去到哥哥那裡,終於來到了
[00:09:49.360 --> 00:09:51.760]  這群哥哥脫下了他的外衣
[00:09:51.760 --> 00:09:53.240]  即是他身上的那件
[00:09:53.240 --> 00:09:55.760]  爸爸做給他的長袍
[00:09:55.840 --> 00:09:58.920]  或是那件舊日本的彩衣
[00:09:58.920 --> 00:10:01.160]  然後他們捉住他
[00:10:01.160 --> 00:10:03.320]  把他扔到坑裡
[00:10:03.320 --> 00:10:06.520]  坑裡是空的,裡面沒有水
[00:10:06.520 --> 00:10:07.800]  原來在那些日子裡
[00:10:07.800 --> 00:10:09.400]  即是在古時
[00:10:09.400 --> 00:10:10.720]  他們會有一些…
[00:10:10.720 --> 00:10:14.000]  可能是天然或人挖出來的大洞
[00:10:14.000 --> 00:10:16.080]  是一些儲水池的地方
[00:10:16.080 --> 00:10:19.000]  用來收集雨水,讓他們裝水用
[00:10:19.000 --> 00:10:21.440]  但這些洞非常深
[00:10:21.440 --> 00:10:23.680]  深到即使你扔了一個人下去
[00:10:23.680 --> 00:10:25.000]  那個人也爬不出來
[00:10:25.080 --> 00:10:27.400]  就好像變成了一個小小的監牢
[00:10:27.400 --> 00:10:28.920]  可以囚禁他
[00:10:28.920 --> 00:10:30.320]  有兄弟…
[00:10:30.320 --> 00:10:33.280]  其實一開始是提議應該殺了他
[00:10:33.280 --> 00:10:36.360]  然後當場立即編了一個故事
[00:10:36.360 --> 00:10:39.360]  說殺了他後,有隻怪獸…
[00:10:39.360 --> 00:10:42.080]  不是怪獸,有隻動物吃了他便可
[00:10:42.080 --> 00:10:44.160]  因為最近女兒說得多,因為是怪獸
[00:10:44.160 --> 00:10:46.520]  有隻獅子,有隻猛獸
[00:10:46.520 --> 00:10:49.880]  有隻獅子,有隻大灰狼吃了他便可
[00:10:49.880 --> 00:10:51.400]  最近甚麼都是大灰狼
[00:10:51.400 --> 00:10:54.160]  說得太多浪來了
[00:10:54.240 --> 00:10:57.200]  我說到哪裡?對,有隻大灰狼吃了他
[00:10:57.200 --> 00:10:59.560]  生安白造了一個故事,這樣便可
[00:10:59.560 --> 00:11:01.640]  最後無論他們想怎樣
[00:11:01.640 --> 00:11:04.240]  約瑟還是被扔進這個洞裡
[00:11:04.240 --> 00:11:06.600]  但這個時候,大哥就說
[00:11:06.600 --> 00:11:09.040]  「不要緊,留他在洞裡」
[00:11:09.040 --> 00:11:11.280]  「沒有水、沒有糧,遲早都會死」
[00:11:11.280 --> 00:11:12.800]  「不用我們自己動手」
[00:11:12.800 --> 00:11:15.240]  「不用我們流他的血」
[00:11:15.240 --> 00:11:17.400]  作者特別告訴我們
[00:11:17.400 --> 00:11:19.880]  原來他自己在想其他事情
[00:11:19.880 --> 00:11:22.200]  他有另一個想法
[00:11:22.200 --> 00:11:23.920]  不過無論如何,無論如何
[00:11:24.000 --> 00:11:25.240]  最後我們知道
[00:11:25.240 --> 00:11:27.600]  當約瑟來到這群哥哥那裡時
[00:11:27.600 --> 00:11:29.440]  他也是被人扔進了
[00:11:29.440 --> 00:11:32.760]  深到他爬不出來的洞裡
[00:11:32.760 --> 00:11:37.560]  這次可能是約瑟人生中
[00:11:37.560 --> 00:11:39.240]  第一次被困住
[00:11:39.240 --> 00:11:43.200]  可能他第一次被困在一個地方
[00:11:43.200 --> 00:11:45.360]  被困住了,無法出來
[00:11:45.360 --> 00:11:48.200]  他被困在一個很深的坑裡
[00:11:48.200 --> 00:11:49.440]  他走不了
[00:11:49.440 --> 00:11:52.680]  在那個坑裡,他的自由被剝奪了
[00:11:52.760 --> 00:11:56.040]  他穿著的長袍,象徵著他的權力
[00:11:56.040 --> 00:12:00.400]  他的地位,那件長袍的地位也被剝奪了
[00:12:00.400 --> 00:12:02.880]  但更慘的是
[00:12:02.880 --> 00:12:04.680]  從小到大,這十多年來
[00:12:04.680 --> 00:12:07.520]  他對家庭、對家庭的理解
[00:12:07.520 --> 00:12:10.000]  對著那些本來應該是全世界裡
[00:12:10.000 --> 00:12:12.720]  他最親的人、最值得他信任的人
[00:12:12.720 --> 00:12:14.720]  那些本來會來關心他的人
[00:12:14.720 --> 00:12:16.760]  那些本來會來保護他的人
[00:12:16.760 --> 00:12:19.480]  他對這群人的信任
[00:12:19.560 --> 00:12:23.320]  就在他掉進這個坑裡的時候
[00:12:23.320 --> 00:12:25.920]  同一時間,一切都消失了
[00:12:25.920 --> 00:12:33.600]  坑是一個象徵著失去的地方
[00:12:33.600 --> 00:12:37.120]  約瑟在這個坑裡失去了他的兄弟
[00:12:37.120 --> 00:12:39.040]  失去了他的家人
[00:12:39.040 --> 00:12:42.440]  他失去了作為一個自由人去生活的權利
[00:12:42.440 --> 00:12:45.280]  他也失去了他的將來
[00:12:45.280 --> 00:12:46.600]  他的將來是怎樣的呢?
[00:12:46.600 --> 00:12:48.680]  他的將來本來應該是雅各
[00:12:48.760 --> 00:12:51.480]  整個家族的繼承人
[00:12:51.480 --> 00:12:52.920]  他從小到大一直長大
[00:12:52.920 --> 00:12:55.280]  十多年來一直聽爸爸說
[00:12:55.280 --> 00:12:58.280]  甚麼是神的祝福、上帝的祝福
[00:12:58.280 --> 00:13:01.400]  這個是阿伯拉罕的上帝
[00:13:01.400 --> 00:13:04.120]  是以撒的上帝、是雅各的上帝
[00:13:04.120 --> 00:13:06.360]  這位上帝曾經跟他的列祖
[00:13:06.360 --> 00:13:08.920]  去起誓承諾會祝福他的家族
[00:13:08.920 --> 00:13:11.720]  這個祝福由一代又一代
[00:13:11.720 --> 00:13:13.000]  這樣一個一個傳下來
[00:13:13.000 --> 00:13:15.120]  本來應該到了雅各之後
[00:13:15.240 --> 00:13:18.880]  應該傳到約瑟的生命裡
[00:13:18.880 --> 00:13:22.880]  他應該承受了從爸爸、從爺爺
[00:13:22.880 --> 00:13:24.720]  從太爺而來的祝福
[00:13:24.720 --> 00:13:27.080]  他應該會像他們幾個一樣
[00:13:27.080 --> 00:13:29.760]  成為一個很強大、富有
[00:13:29.760 --> 00:13:31.480]  一個名流青史的人
[00:13:31.480 --> 00:13:33.120]  所有人看到他的時候
[00:13:33.120 --> 00:13:35.080]  都會很尊敬他,向他鞠躬
[00:13:35.080 --> 00:13:38.760]  他應該有很多財產、很多僕人
[00:13:38.760 --> 00:13:42.600]  甚至身邊周圍的人都會敬畏他
[00:13:42.680 --> 00:13:45.880]  這個本來應該是他人生的軌跡
[00:13:45.880 --> 00:13:49.800]  就在他掉到洞底的時候
[00:13:49.800 --> 00:13:53.520]  這一切,他的將來就失去了
[00:13:53.520 --> 00:13:56.000]  這些本來是他垂手可得的東西
[00:13:56.000 --> 00:13:58.080]  一下子就沒有了
[00:13:58.080 --> 00:13:59.080]  現在剩下的
[00:13:59.080 --> 00:14:02.440]  他還可以掉到地上拿回一堆的東西
[00:14:02.440 --> 00:14:05.680]  就是那個洞、坑底裡的沙
[00:14:05.680 --> 00:14:08.920]  那些又乾又骯髒的泥土
[00:14:08.920 --> 00:14:11.520]  在那個年代裡
[00:14:11.600 --> 00:14:13.640]  家庭不僅像我們現代人一樣
[00:14:13.640 --> 00:14:15.160]  是一個我們養育他們
[00:14:15.160 --> 00:14:17.520]  供書教學的地方
[00:14:17.520 --> 00:14:20.200]  甚至是用來保障他們的安全
[00:14:20.200 --> 00:14:23.520]  或者令他們可以在世界上生存
[00:14:23.520 --> 00:14:26.960]  保障他們生存的基本社會結構
[00:14:26.960 --> 00:14:29.760]  家庭是生存的基本單位
[00:14:29.760 --> 00:14:31.800]  家庭裡一切的功能
[00:14:31.800 --> 00:14:35.240]  都是為了生存這個目的而存在
[00:14:35.240 --> 00:14:38.120]  這就是在舊約時代的家庭
[00:14:38.120 --> 00:14:40.120]  在近東地方裡的家庭
[00:14:40.200 --> 00:14:41.680]  但諷刺的是
[00:14:41.680 --> 00:14:44.040]  這些他的家人、他的哥哥
[00:14:44.040 --> 00:14:46.840]  那些本來應該令他安全
[00:14:46.840 --> 00:14:50.240]  令他得到生存所需的這些人
[00:14:50.240 --> 00:14:53.920]  反而是那些令他遭受到痛苦
[00:14:53.920 --> 00:14:57.200]  和遭受到奴役的那些人
[00:14:57.200 --> 00:15:03.520]  不知道在我們這個地方裡
[00:15:03.520 --> 00:15:05.520]  我們會否有弟兄姊妹
[00:15:05.520 --> 00:15:08.320]  可能你回想你的生命的時候
[00:15:08.400 --> 00:15:12.960]  你也會想到自己和約西有些近似的經歷
[00:15:12.960 --> 00:15:16.320]  好像掉進了一個深淵、一個坑裡
[00:15:16.320 --> 00:15:19.680]  陷入了失去的經歷
[00:15:19.680 --> 00:15:24.680]  可能是你經歷了一些在財務上的損失
[00:15:24.680 --> 00:15:26.680]  令你無法恢復、復原
[00:15:26.680 --> 00:15:28.280]  你賺不回來
[00:15:28.280 --> 00:15:30.560]  可能是你健康上的損失
[00:15:30.560 --> 00:15:32.000]  可能是…
[00:15:32.000 --> 00:15:34.400]  可能是…
[00:15:34.400 --> 00:15:35.600]  對不起
[00:15:36.920 --> 00:15:38.640]  可能是健康上的損失
[00:15:38.640 --> 00:15:40.200]  或者可能你失去了一些
[00:15:40.200 --> 00:15:42.480]  在你生命裡對你來說很重要
[00:15:42.480 --> 00:15:44.400]  你很愛很愛的人
[00:15:44.400 --> 00:15:46.720]  或者好像約西那樣
[00:15:46.720 --> 00:15:50.440]  你經歷的是被你身邊最親近的人
[00:15:50.440 --> 00:15:53.440]  被他們背叛、被他們拋棄
[00:15:53.440 --> 00:15:55.960]  因為這樣,你失去了
[00:15:55.960 --> 00:15:59.120]  你能夠再信任其他人的能力
[00:15:59.120 --> 00:16:03.720]  我認為約西這個故事
[00:16:03.720 --> 00:16:05.360]  之所以這麼真實
[00:16:05.440 --> 00:16:09.200]  之所以能夠令我們可以代入
[00:16:09.200 --> 00:16:10.720]  其中一個原因是
[00:16:10.720 --> 00:16:13.840]  因為這些這麼混亂的事情發生的時候
[00:16:13.840 --> 00:16:15.080]  我不知道你是否留意到
[00:16:15.080 --> 00:16:17.400]  你看這張聖經裡
[00:16:17.400 --> 00:16:19.000]  神的名字「耶和華」
[00:16:19.000 --> 00:16:20.600]  或者「丫鬟」這個名字
[00:16:20.600 --> 00:16:23.400]  在這張聖經裡一次都沒有出現過
[00:16:23.400 --> 00:16:25.960]  就好像當我們的人生
[00:16:25.960 --> 00:16:27.880]  有時陷入一片混亂
[00:16:27.880 --> 00:16:30.080]  或者好像當我們掉進了坑裡
[00:16:30.080 --> 00:16:34.560]  或者我們覺得我的世界要崩潰時
[00:16:34.640 --> 00:16:36.080]  那些時候通常有人問
[00:16:36.080 --> 00:16:38.480]  「上帝,祢在哪裡?神,祢在哪裡?」
[00:16:38.480 --> 00:16:40.080]  「我感受不到祢的存在」
[00:16:40.080 --> 00:16:41.160]  「我不知道祢在哪裡」
[00:16:41.160 --> 00:16:42.520]  「我看不到祢」
[00:16:42.520 --> 00:16:44.520]  很多時候,當我們陷入混亂
[00:16:44.520 --> 00:16:46.240]  或者陷入失去的時候
[00:16:46.240 --> 00:16:47.680]  當我們在坑裡的時候
