
[00:00:00.000 --> 00:00:01.500]   Amen, amen, amen.
[00:02:19.120 --> 00:02:23.180]   we cannot allow the substance of our spiritual life
[00:02:23.180 --> 00:02:25.720]   to just be on someone else's account.
[00:02:25.720 --> 00:02:28.940]   Intimacy means you and me have to do the hard work
[00:02:28.940 --> 00:02:32.200]   of actually being relational with God, coming close to him.
[00:02:32.200 --> 00:02:34.680]   We can't just let it be someone else's story
[00:02:34.680 --> 00:02:35.840]   or someone else's sermon.
[00:02:35.840 --> 00:02:38.920]   That's predominantly why you hear us regularly say
[00:02:38.920 --> 00:02:42.560]   that church cannot just be 90 minutes on a Sunday.
[00:02:42.560 --> 00:02:44.000]   That's not just a cool saying.
[00:02:44.000 --> 00:02:45.640]   It's 'cause for you to be intimate with God,
[00:02:45.640 --> 00:02:46.880]   you've gotta press through.
[00:02:46.880 --> 00:02:48.880]   It's gotta be your time as well.
[00:02:48.880 --> 00:02:51.040]   The idea of secondhand rumors of God,
[00:02:51.040 --> 00:02:54.740]   what other people says can be a challenge to our intimacy.
[00:02:54.740 --> 00:02:56.740]   And if you were here last week,
[00:02:56.740 --> 00:02:58.860]   you also heard Pastor Andrew talk
[00:02:58.860 --> 00:03:01.420]   about this idea of blessings, right?
[00:03:01.420 --> 00:03:02.740]   And blessings are a good thing.
[00:03:02.740 --> 00:03:04.220]   We all love blessings.
[00:03:04.220 --> 00:03:05.620]   I want blessings, you want blessings,
[00:03:05.620 --> 00:03:06.460]   we all want blessings.
[00:03:06.460 --> 00:03:08.240]   Blessings aren't bad.
[00:03:08.240 --> 00:03:11.140]   However, our relationship to blessings,
[00:03:11.140 --> 00:03:14.540]   our posture to blessings is worth questioning.
[00:03:14.540 --> 00:03:18.620]   We have the temptation sometimes if we're not careful
[00:03:18.620 --> 00:03:21.640]   to evaluate our intimacy with God
[00:03:21.640 --> 00:03:24.080]   based off of how blessed we are,
[00:03:24.080 --> 00:03:25.960]   how many things he's given us.
[00:03:25.960 --> 00:03:27.900]   And if we determine our intimacy with God
[00:03:27.900 --> 00:03:28.840]   based off of our blessings,
[00:03:28.840 --> 00:03:32.160]   we all know that blessings come and blessings go.
[00:03:32.160 --> 00:03:34.160]   Some days we are extremely blessed
[00:03:34.160 --> 00:03:36.440]   and it's everywhere and it's evident and it's tangible.
[00:03:36.440 --> 00:03:38.380]   Some days we're in the desert,
[00:03:38.380 --> 00:03:40.320]   but that doesn't mean God has left you.
[00:03:40.320 --> 00:03:41.840]   It doesn't mean God is absent.
[00:03:41.840 --> 00:03:44.940]   That's why we can't build our intimacy on blessings
[00:03:44.940 --> 00:03:47.440]   because we end up building our intimacies with blessings.
[00:03:47.440 --> 00:03:51.080]   We end up worshiping the gift over the giver,
[00:03:51.080 --> 00:03:53.660]   finding ourselves in a form of idolatry.
[00:03:53.660 --> 00:03:58.700]   That's the second thing that ends up being an obstacle,
[00:03:58.700 --> 00:04:03.700]   a challenge to our relationship of intimacy with God.
[00:04:03.700 --> 00:04:07.080]   See, intimacy is such a powerful thing.
[00:04:07.080 --> 00:04:08.280]   Intimacy is vast.
[00:04:08.280 --> 00:04:11.960]   It's going to shape the way that you see yourself,
[00:04:11.960 --> 00:04:13.420]   the way that you see life,
[00:04:13.420 --> 00:04:15.320]   the way that you are aligned,
[00:04:15.320 --> 00:04:17.320]   the things that you understand.
[00:04:17.320 --> 00:04:20.160]   And if we're intimate with God, He shapes us.
[00:04:20.160 --> 00:04:22.560]   He aligns us to Him and to His will.
[00:04:22.560 --> 00:04:25.560]   He shapes our motivations, our preferences,
[00:04:25.560 --> 00:04:28.280]   our thought process, the way that we think.
[00:04:28.280 --> 00:04:30.280]   He shapes our philosophies and our worldviews
[00:04:30.280 --> 00:04:32.680]   and our behaviors and our practices.
[00:04:32.680 --> 00:04:35.880]   Intimacy and this closeness with God aligns us to Him
[00:04:35.880 --> 00:04:39.640]   so that we can know and be close to the heart of God.
[00:04:39.640 --> 00:04:41.640]   We can hear the creator speak
[00:04:41.640 --> 00:04:45.800]   and know that when we speak, He listens and hears us.
[00:04:46.680 --> 00:04:48.600]   Now, if we actually pull it back a little further,
[00:04:48.600 --> 00:04:53.600]   yeah, I dare say that intimacy is the gift of God Himself.
[00:04:53.600 --> 00:04:57.560]   That's why we're talking about it.
[00:04:57.560 --> 00:04:59.560]   That's why it's so important.
[00:04:59.560 --> 00:05:01.640]   Now, achieving intimacy is one thing, right?
[00:05:01.640 --> 00:05:04.040]   Getting there, I'm intimate, awesome, cool.
[00:05:04.040 --> 00:05:08.080]   Maintaining intimacy is a whole 'nother struggle.
[00:05:08.080 --> 00:05:09.720]   Yes, there are things that will prevent us
[00:05:09.720 --> 00:05:11.360]   in our pursuits of intimacy,
[00:05:11.360 --> 00:05:12.680]   but once we have achieved
[00:05:12.680 --> 00:05:14.660]   and once we have become intimate with God,
[00:05:14.660 --> 00:05:17.200]   there are also other things.
[00:05:17.200 --> 00:05:21.200]   There are also false gods, lesser goods,
[00:05:21.200 --> 00:05:25.720]   alternatives, faulty substitutes that position themselves
[00:05:25.720 --> 00:05:29.680]   and present themselves as viable options to God,
[00:05:29.680 --> 00:05:32.520]   looking to take our worship and our attention and our time.
[00:05:32.520 --> 00:05:35.960]   There are substitutes that are all around us,
[00:05:35.960 --> 00:05:38.480]   not just obstacles blocking us,
[00:05:38.480 --> 00:05:42.680]   things that we can literally turn to accidentally
[00:05:42.680 --> 00:05:46.100]   and find our intimacy with them.
[00:05:46.100 --> 00:05:47.500]   And that's what we're gonna be looking at
[00:05:47.500 --> 00:05:48.820]   over the next two weeks.
[00:05:48.820 --> 00:05:52.260]   Two major things that we, if we're not careful,
[00:05:52.260 --> 00:05:57.260]   will turn to and find intimacy with,
[00:05:57.260 --> 00:05:59.260]   things that literally end up taking the place
[00:05:59.260 --> 00:06:00.980]   of God in our lives.
[00:06:00.980 --> 00:06:04.540]   So with that said, let's talk about these things
[00:06:04.540 --> 00:06:05.460]   that we turn to.
[00:06:05.460 --> 00:06:07.060]   It's good for us to understand this,
[00:06:07.060 --> 00:06:10.380]   that we have this tendency that when we fail
[00:06:10.380 --> 00:06:13.640]   to find intimacy in Christ,
[00:06:13.640 --> 00:06:16.280]   we are then tempted to turn somewhere else.
[00:06:16.280 --> 00:06:18.880]   Now this is not like some big spiritual concept.
[00:06:18.880 --> 00:06:20.040]   This is an everyday thing.
[00:06:20.040 --> 00:06:24.120]   If you try at something and you fail to find the success
[00:06:24.120 --> 00:06:25.980]   you need at it, by nature,
[00:06:25.980 --> 00:06:27.920]   you're gonna look somewhere else for it, right?
[00:06:27.920 --> 00:06:29.800]   Like if I try hard to turn this light on
[00:06:29.800 --> 00:06:31.960]   and it's not working, I'm gonna go find another light.
[00:06:31.960 --> 00:06:32.800]   That just makes sense.
[00:06:32.800 --> 00:06:33.720]   That's just common sense.
[00:06:33.720 --> 00:06:35.880]   But for us, we have to be aware that
[00:06:35.880 --> 00:06:38.160]   if we fail to find intimacy
[00:06:38.160 --> 00:06:40.260]   or fail to find satisfaction in Christ,
[00:06:40.260 --> 00:06:44.400]   then these other things become seemingly more desirable,
[00:06:44.400 --> 00:06:46.820]   seemingly like they'll fulfill more,
[00:06:46.820 --> 00:06:48.360]   like they will give us the validation
[00:06:48.360 --> 00:06:51.620]   and the significance that we think that we need,
[00:06:51.620 --> 00:06:52.680]   that they would satisfy.
[00:06:52.680 --> 00:06:56.440]   And if we're not aware, other things,
[00:06:56.440 --> 00:07:00.580]   good things, end up taking the place in our hearts
[00:07:00.580 --> 00:07:03.400]   that only God was ever actually meant to occupy.
[00:07:03.400 --> 00:07:06.280]   And that's why we have to wrap our heads around this
[00:07:06.280 --> 00:07:08.560]   and think around it and be careful.
[00:07:08.560 --> 00:07:11.980]   Perhaps one of the most common,
[00:07:11.980 --> 00:07:14.400]   one of the easiest forms,
[00:07:14.400 --> 00:07:19.400]   one of the most inconspicuous things that wrestles
[00:07:19.400 --> 00:07:24.520]   and seeks and pulls us into intimacy.
[00:07:24.520 --> 00:07:26.640]   And if we're not aware of it,
[00:07:26.640 --> 00:07:29.400]   we'll find ourselves turning to it time and time again.
[00:07:29.400 --> 00:07:32.240]   It's called the world.
[00:07:32.240 --> 00:07:35.040]   Now, I grew up in church
[00:07:35.040 --> 00:07:37.040]   and I've heard the phrase the world a lot.
[00:07:37.040 --> 00:07:41.000]   It speaks, it's really big, it's kind of a big concept.
[00:07:41.000 --> 00:07:42.560]   It doesn't really say a lot, is the world,
[00:07:42.560 --> 00:07:43.600]   what does that even mean, right?
[00:07:43.600 --> 00:07:44.840]   Like the world is a lot,
[00:07:44.840 --> 00:07:47.320]   but the world is also nothing in this explanation.
[00:07:47.320 --> 00:07:49.680]   But we do know that scripture as a whole
[00:07:49.680 --> 00:07:51.560]   speaks about this concept of the world.
[00:07:51.560 --> 00:07:54.880]   And my hope is that as we look into scripture today,
[00:07:54.880 --> 00:07:56.240]   we'll be able to help you understand
[00:07:56.240 --> 00:08:00.360]   what does it mean for the world to vie for our affections
[00:08:00.360 --> 00:08:03.060]   and what does it look like for our response
[00:08:03.060 --> 00:08:05.280]   to be correct in that.
[00:08:05.280 --> 00:08:08.000]   Specifically, the author John in 1 John
[00:08:08.000 --> 00:08:10.960]   has a lot to say about the world.
[00:08:10.960 --> 00:08:13.760]   So if you have your Bibles, if you have your smartphones,
[00:08:13.760 --> 00:08:16.920]   if you like the screen, we have it right here.
[00:08:16.920 --> 00:08:18.800]   So let's read this together, it says this.
[00:08:18.800 --> 00:08:22.200]   Do not love the world or anything in the world.
[00:08:22.200 --> 00:08:23.720]   If anyone loves the world,
[00:08:23.720 --> 00:08:26.040]   love for the Father is not in them.
[00:08:26.040 --> 00:08:28.800]   For everything in the world, the lust of the flesh
[00:08:28.800 --> 00:08:30.960]   and the lust of the eyes and the pride of life
[00:08:30.960 --> 00:08:33.540]   comes not from the Father, but from the world.
[00:08:33.540 --> 00:08:36.200]   The world and its desires pass away,
[00:08:36.200 --> 00:08:40.360]   but whoever does the will of God lives forever.
[00:08:40.360 --> 00:08:42.560]   Let me pray for us.
[00:08:42.560 --> 00:08:45.500]   God, we come before your word knowing that it's speak,
[00:08:45.500 --> 00:08:47.600]   that it's living and active,
[00:08:47.600 --> 00:08:49.320]   that it's meant to speak to our hearts,
[00:08:49.320 --> 00:08:50.960]   that it's meant to shape us and change us.
[00:08:50.960 --> 00:08:53.880]   So Holy Spirit, would you open us this morning?
[00:08:53.880 --> 00:08:56.480]   Would you allow us to position ourselves
[00:08:56.480 --> 00:08:58.760]   to hear from you, God?
[00:08:58.760 --> 00:09:00.080]   What your word has to say,
[00:09:00.080 --> 00:09:02.600]   will you allow us to position ourselves
[00:09:02.600 --> 00:09:06.880]   to be shaped by the truth found in your word, God?
[00:09:06.880 --> 00:09:11.620]   May it speak and may we be a people who hear and respond.
[00:09:11.620 --> 00:09:14.580]   So you name me pray, amen.
[00:09:14.580 --> 00:09:17.800]   So the first thing that we see in this passage
[00:09:17.800 --> 00:09:20.360]   is that John is gonna create somewhat of a duality.
[00:09:20.360 --> 00:09:22.820]   He's gonna create two options.
[00:09:22.820 --> 00:09:24.720]   There's the way of the world,
[00:09:24.720 --> 00:09:26.040]   then there's the way of the Father.
[00:09:26.040 --> 00:09:27.960]   He's not saying that they're bad or good,
[00:09:27.960 --> 00:09:31.320]   he's just saying there's the world and there is the Father.
[00:09:31.320 --> 00:09:34.680]   Two different ways, two paths,
[00:09:34.680 --> 00:09:35.840]   if you would have it that way,
[00:09:35.840 --> 00:09:40.840]   two alternative options for how your intimacy can be placed
[00:09:40.840 --> 00:09:42.640]   and how you can live.
[00:09:42.640 --> 00:09:44.040]   Actually, if we zoom in even further,
[00:09:44.040 --> 00:09:46.200]   we'll see that across these two passages,
[00:09:46.200 --> 00:09:50.200]   John is going to emphasize one phrase a lot.
[00:09:50.200 --> 00:09:52.320]   He's gonna look at the word the world
[00:09:52.320 --> 00:09:54.960]   six times in two verses.
[00:09:54.960 --> 00:09:58.500]   Do not love the world, anything in the world,
[00:09:58.500 --> 00:10:01.600]   if anyone loves the world, in the world,
[00:10:01.600 --> 00:10:04.160]   from the world, the world and its desires.
[00:10:04.160 --> 00:10:07.280]   John is speaking predominantly to a concept of the world
[00:10:07.280 --> 00:10:09.280]   and when something, a good little tip for you
[00:10:09.280 --> 00:10:11.440]   in your Bible studying, in your scripture reading,
[00:10:11.440 --> 00:10:13.600]   when you read a passage and you see a phrase
[00:10:13.600 --> 00:10:15.800]   show up over and over and over and over again,
[00:10:15.800 --> 00:10:18.480]   the author is intending for us to pick something up.
[00:10:18.480 --> 00:10:22.360]   He's showing us what the key concept truly is.
[00:10:22.360 --> 00:10:24.160]   And what John is doing here is showing us
[00:10:24.160 --> 00:10:26.560]   that there's something about the world
[00:10:26.560 --> 00:10:29.040]   that we need to understand before we decide
[00:10:29.040 --> 00:10:30.600]   where our allegiance will be.
[00:10:30.600 --> 00:10:34.280]   So the word that he uses to represent the world
[00:10:34.280 --> 00:10:36.840]   is the Greek word that we get our English word,
[00:10:36.840 --> 00:10:38.440]   cosmos, from.
[00:10:38.440 --> 00:10:40.480]   Now, the cosmos is something that might be quite familiar
[00:10:40.480 --> 00:10:41.380]   to all of us, right?
[00:10:41.380 --> 00:10:42.760]   Cosmos speaks of the world.
[00:10:42.760 --> 00:10:46.080]   We think of the physical planet, the physical space.
[00:10:46.080 --> 00:10:48.300]   That's one of the biggest definitions
[00:10:48.300 --> 00:10:49.240]   of what that word means,
[00:10:49.240 --> 00:10:51.460]   speaking of the earth and matter and substance
[00:10:51.460 --> 00:10:54.440]   and things that are tangible that we can feel and touch.
[00:10:56.000 --> 00:10:58.360]   However, when John is talking about that,
[00:10:58.360 --> 00:10:59.640]   he's talking about the world,
[00:10:59.640 --> 00:11:03.460]   it would be really odd to utilize this definition,
[00:11:03.460 --> 00:11:05.640]   to not love the physical space,
[00:11:05.640 --> 00:11:07.280]   to not love the earth and the ground
[00:11:07.280 --> 00:11:09.320]   and the sphere that we live in.
[00:11:09.320 --> 00:11:11.840]   So actually, in Greek, there's two definitions,
[00:11:11.840 --> 00:11:14.860]   or two primary definitions to the word cosmos.
[00:11:14.860 --> 00:11:19.000]   Yes, there is the idea of the earth and the physical space.
[00:11:19.000 --> 00:11:21.120]   However, there's a secondary definition
[00:11:21.120 --> 00:11:22.240]   which speaks of this.
[00:11:22.240 --> 00:11:27.000]   It speaks to systems and structural ways of doing things
[00:11:27.000 --> 00:11:28.920]   that are different from God.
[00:11:28.920 --> 00:11:32.320]   That's what the word itself means.
[00:11:32.320 --> 00:11:35.000]   The world can speak of the sphere,
[00:11:35.000 --> 00:11:39.920]   or it can speak of the systems that are different than God
[00:11:39.920 --> 00:11:41.200]   in how we do things,
[00:11:41.200 --> 00:11:44.940]   speaking to the intangible elements of the world.
[00:11:44.940 --> 00:11:48.000]   So for us to understand what he's saying
[00:11:48.000 --> 00:11:49.940]   about these systems and its impact,
[00:11:49.940 --> 00:11:53.780]   we're gonna dive really deeply into the idea of the world.
[00:11:53.780 --> 00:11:55.820]   I'm gonna give us an easy definition to remember
[00:11:55.820 --> 00:11:56.960]   so that we can hold onto it.
[00:11:56.960 --> 00:11:58.840]   So when I say the phrase the world,
[00:11:58.840 --> 00:12:00.260]   we won't think so general,
[00:12:00.260 --> 00:12:03.380]   but we'll have a clear position of what that means, okay?
[00:12:03.380 --> 00:12:04.740]   Everyone with me still?
[00:12:04.740 --> 00:12:06.900]   All right, so when we speak of the world,
[00:12:06.900 --> 00:12:08.820]   John is primarily saying this,
[00:12:08.820 --> 00:12:12.580]   the societal or cultural systems and attitudes
[00:12:12.580 --> 00:12:16.700]   that govern our values, beliefs, and practices.
[00:12:16.700 --> 00:12:17.560]   Say that one more time.
[00:12:17.560 --> 00:12:19.540]   When John is saying do not love the world
[00:12:19.540 --> 00:12:20.900]   and the world this and the world that,
[00:12:20.900 --> 00:12:24.620]   he's speaking of the societal or cultural systems
[00:12:24.620 --> 00:12:27.820]   and attitudes that govern our values,
[00:12:27.820 --> 00:12:29.940]   beliefs, and our practices.
[00:12:29.940 --> 00:12:33.400]   See, culture can shape things around us.
[00:12:33.400 --> 00:12:34.420]   Culture is powerful.
[00:12:34.420 --> 00:12:37.020]   It can shape the way that we process information.
[00:12:37.020 --> 00:12:38.900]   It can govern our understanding
[00:12:38.900 --> 00:12:40.820]   of our feelings and our behavior.
[00:12:40.820 --> 00:12:43.340]   It can define for us what is right,
[00:12:43.340 --> 00:12:45.140]   and it can define for us what is wrong.
[00:12:45.140 --> 00:12:46.780]   It becomes the lens that we wear
[00:12:46.780 --> 00:12:50.040]   to evaluate the experiences that we have
[00:12:50.040 --> 00:12:54.180]   as either good or worthy or not enjoyable.
[00:12:54.180 --> 00:12:56.580]   Culture is powerful because it sets for us
[00:12:56.580 --> 00:12:59.540]   a set of general norms that we live within,
[00:12:59.540 --> 00:13:01.340]   and sometimes we don't even question it.
[00:13:01.340 --> 00:13:04.660]   It's just the way things are, right?
[00:13:04.660 --> 00:13:07.540]   Culture shapes and molds the way that we think.
[00:13:07.540 --> 00:13:12.740]   So when John is speaking of the world,
[00:13:12.740 --> 00:13:15.860]   he's speaking of the authority that we give culture
[00:13:15.860 --> 00:13:19.220]   to decide for us what is true and what is right,
[00:13:19.220 --> 00:13:21.820]   what is good, what is important,
[00:13:21.820 --> 00:13:23.180]   what our priorities should be,
[00:13:23.180 --> 00:13:25.020]   what we should believe, and what we should do.
[00:13:25.020 --> 00:13:28.380]   And if he's saying that six times across two verses,
[00:13:28.380 --> 00:13:30.040]   let's actually ask ourselves,
[00:13:30.040 --> 00:13:33.660]   what does culture actually say?
[00:13:33.660 --> 00:13:34.500]   We all live here.
[00:13:34.500 --> 00:13:37.160]   What does culture say to us, right?
[00:13:37.160 --> 00:13:39.820]   Culture directs the way that we live.
[00:13:39.820 --> 00:13:40.820]   It directs our lives.
[00:13:40.820 --> 00:13:43.460]   It tells us, study hard, work harder,
[00:13:43.460 --> 00:13:45.620]   get a good job, save a lot of money.
[00:13:45.620 --> 00:13:47.140]   Don't get married so you can afford
[00:13:47.140 --> 00:13:49.940]   to take care of your spouse and feed your kids, right?
[00:13:49.940 --> 00:13:50.900]   Nothing bad about that.
[00:13:50.900 --> 00:13:54.060]   Those are actually some good statements, good ways to live.
[00:13:54.060 --> 00:13:56.700]   But the culture that we live in values that.
[00:13:56.700 --> 00:13:58.840]   It tells us this is how we ought to be.
[00:13:58.840 --> 00:14:00.780]   Culture gives us formula.
[00:14:00.780 --> 00:14:03.820]   It says if you work hard or work hard enough,
[00:14:03.820 --> 00:14:05.140]   you'll earn a lot and you'll be able
[00:14:05.140 --> 00:14:07.020]   to take care of yourself.
[00:14:07.020 --> 00:14:10.060]   And give the money to things that are promising,
[00:14:10.060 --> 00:14:11.780]   to things of value.
[00:14:11.780 --> 00:14:13.460]   Save a lot for yourself.
[00:14:13.460 --> 00:14:14.960]   You never know when you're gonna need
[00:14:14.960 --> 00:14:16.640]   some extra change.
[00:14:16.640 --> 00:14:20.580]   Culture can define our behavior.
[00:14:20.580 --> 00:14:21.940]   An eye for an eye.
[00:14:21.940 --> 00:14:23.780]   Do the practical thing that makes sense.
[00:14:23.780 --> 00:14:26.660]   Don't loan money to people who can't pay you back.
[00:14:26.660 --> 00:14:28.420]   Eh, it kinda makes sense.
[00:14:28.420 --> 00:14:30.740]   You get what you deserve.
[00:14:30.740 --> 00:14:31.960]   Take care of yourself first.
[00:14:31.960 --> 00:14:33.060]   Worry about your own problems.
[00:14:33.060 --> 00:14:35.180]   Mind your own business before you worry
[00:14:35.180 --> 00:14:36.620]   about the other person's issues.
[00:14:36.620 --> 00:14:38.980]   Seek the road that gives you the highest return.
[00:14:38.980 --> 00:14:42.700]   Perhaps seek pleasure and avoid pain.
[00:14:42.700 --> 00:14:44.300]   Love your neighbor.
[00:14:44.300 --> 00:14:46.040]   Treat your neighbor good.
[00:14:46.040 --> 00:14:47.200]   Maybe not hate your enemy,
[00:14:47.200 --> 00:14:50.400]   but don't got time for haters, right?
[00:14:50.400 --> 00:14:52.760]   Haters are gonna hate, I think is the famous phrase
[00:14:52.760 --> 00:14:54.160]   that goes around these days.
[00:14:54.160 --> 00:14:58.500]   Culture validates significance.
[00:14:58.500 --> 00:15:03.720]   You have meaning because you're popular.
[00:15:03.720 --> 00:15:05.520]   You have value because what you're saying
[00:15:05.520 --> 00:15:07.480]   and what you're doing and what you're producing is relevant.
[00:15:07.480 --> 00:15:08.920]   The more followers you have,
[00:15:08.920 --> 00:15:11.640]   the higher your worth somehow becomes.
[00:15:11.640 --> 00:15:12.800]   That's a weird system.
[00:15:12.800 --> 00:15:16.660]   The more friends you have online,
[00:15:16.660 --> 00:15:19.040]   that makes you into a more likable person.
[00:15:19.040 --> 00:15:23.880]   Maybe, but that's just kind of what we've accepted.
[00:15:23.880 --> 00:15:26.440]   That's kind of how things are.
[00:15:26.440 --> 00:15:28.920]   And perhaps the most interesting one
[00:15:28.920 --> 00:15:31.160]   is that culture shapes the how.
[00:15:31.160 --> 00:15:32.880]   Manifest it and it will happen.
[00:15:32.880 --> 00:15:34.320]   Have you ever heard that idea?
[00:15:34.320 --> 00:15:37.240]   Manifest it and it'll happen, just will it into existence.
[00:15:37.240 --> 00:15:40.040]   Life is what you make of it.
[00:15:40.040 --> 00:15:41.040]   Live your truth.
[00:15:41.040 --> 00:15:42.800]   You're the captain of your soul.
[00:15:42.800 --> 00:15:45.220]   Self-care and repeat, just follow your heart.
[00:15:45.220 --> 00:15:46.060]   Just live.
[00:15:46.060 --> 00:15:48.920]   I think YOLO used to be a cool thing for millennials.
[00:15:48.920 --> 00:15:52.640]   Where I come from, it's risk it for the biscuit.
[00:15:52.640 --> 00:15:55.520]   Or if you grew up in black culture,
[00:15:55.520 --> 00:15:57.060]   it's you do you, boo-boo.
[00:15:57.060 --> 00:16:00.920]   All right, like these are the things that we hear.
[00:16:00.920 --> 00:16:03.020]   These are the things that ends up shaping us.
[00:16:03.020 --> 00:16:06.360]   The reality is that these sayings and these beliefs
[00:16:06.360 --> 00:16:09.160]   are a direct byproduct of the culture we live in.
[00:16:10.320 --> 00:16:13.400]   They are what the world says.
[00:16:13.400 --> 00:16:14.800]   So when John speaks of the world,
[00:16:14.800 --> 00:16:17.000]   he's speaking of the systems and attitudes
[00:16:17.000 --> 00:16:20.760]   predominantly brought on by our culture and our society.
[00:16:20.760 --> 00:16:24.880]   It's the way that our society sees and perceives things.
[00:16:24.880 --> 00:16:27.040]   It's not evil, per se.
[00:16:27.040 --> 00:16:28.940]   It's not bad, even.
[00:16:28.940 --> 00:16:30.760]   It's the way it is.
[00:16:30.760 --> 00:16:32.920]   It becomes the norm.
[00:16:32.920 --> 00:16:34.680]   It's our default way of operating.
[00:16:34.680 --> 00:16:36.240]   It's just the way that we go.
[00:16:37.840 --> 00:16:38.920]   In this whole passage,
[00:16:38.920 --> 00:16:41.320]   John gives us all these ideas of the world,
[00:16:41.320 --> 00:16:43.040]   but then he interjects,
[00:16:43.040 --> 00:16:46.600]   and he's actually changing the direction of everything
[00:16:46.600 --> 00:16:47.660]   by introducing the Father.
[00:16:47.660 --> 00:16:50.580]   He's saying, yes, there's a way, there's a default system.
[00:16:50.580 --> 00:16:52.160]   There are norms, there's culture,
[00:16:52.160 --> 00:16:54.000]   there's society that tells you how to live
[00:16:54.000 --> 00:16:55.160]   and what to do and what to believe
[00:16:55.160 --> 00:16:56.600]   and what your priorities should be,
[00:16:56.600 --> 00:16:59.060]   but there's also another way.
[00:16:59.060 --> 00:17:01.560]   There's also the way of the Father.
[00:17:01.560 --> 00:17:04.680]   There's also a different way.
