
[00:00:00.000 --> 00:00:03.640]  我想問問大家有沒有聽過one time closing
[00:04:53.760 --> 00:04:56.480]  其實是對著一個hard sell的基督徒
[00:04:56.480 --> 00:04:59.000]  導致沒有了一份關係在裏面
[00:04:59.000 --> 00:05:00.680]  當然現在可能有些沒有聯絡
[00:05:00.680 --> 00:05:03.320]  可能他繼續在不同的教會
[00:05:03.320 --> 00:05:04.960]  或者信仰當中一路走
[00:05:04.960 --> 00:05:07.360]  我相信神都會使用這個點滴
[00:05:07.360 --> 00:05:09.840]  但對於我自己我有很大的反思
[00:05:09.840 --> 00:05:11.800]  信仰 全福音
[00:05:11.800 --> 00:05:15.000]  是不是one time closing呢
[00:05:15.000 --> 00:05:16.960]  如果是這樣的話
[00:05:16.960 --> 00:05:19.160]  福音變成一個product
[00:05:19.160 --> 00:05:21.360]  一個是我可以利用它
[00:05:21.360 --> 00:05:23.200]  去帶來自己的滿足感
[00:05:23.200 --> 00:05:24.600]  一個我可以用它
[00:05:24.600 --> 00:05:25.720]  然後回到教會裏面
[00:05:25.720 --> 00:05:28.440]  得到掌聲和光環
[00:05:28.440 --> 00:05:30.120]  福音原來對於我來說
[00:05:30.120 --> 00:05:34.760]  在那時刻變成一個product
[00:05:34.760 --> 00:05:36.800]  當時我相信我是一個
[00:05:36.800 --> 00:05:39.040]  剛才所說的一個hard sell的基督徒
[00:05:39.040 --> 00:05:41.560]  而不是一個真心著重關係
[00:05:41.560 --> 00:05:45.240]  真心愛人的主耶穌門徒
[00:05:45.240 --> 00:05:47.080]  今天我想和大家一起去看看
[00:05:47.080 --> 00:05:51.200]  我們所傳的福音究竟是什麼呢
[00:05:51.200 --> 00:05:54.040]  我們又如何在這個福音工作當中
[00:05:54.040 --> 00:05:55.320]  同心前行
[00:05:55.320 --> 00:05:58.000]  好像我們的講道系列主題一樣
[00:05:58.000 --> 00:06:00.120]  我們如何同心前行呢
[00:06:00.120 --> 00:06:03.240]  過去幾星期我們分別了解到
[00:06:03.240 --> 00:06:04.280]  第一個星期我們說到
[00:06:04.280 --> 00:06:08.520]  多元當中的合一
[00:06:08.520 --> 00:06:11.400]  是上帝設立教會的心意
[00:06:11.400 --> 00:06:13.400]  跨世代的群體展示出
[00:06:13.400 --> 00:06:16.080]  上帝如何使世世代代的教會
[00:06:16.080 --> 00:06:17.640]  可以繼續延續
[00:06:17.640 --> 00:06:20.200]  小孩子在神國的位置
[00:06:20.200 --> 00:06:22.520]  讓教會上下都能夠在主裏面
[00:06:22.520 --> 00:06:24.800]  繼續學習成長
[00:06:24.800 --> 00:06:28.360]  這一切之所以能夠在教會當中發生
[00:06:28.360 --> 00:06:31.600]  讓你和我能夠在這裡
[00:06:31.600 --> 00:06:34.680]  基督的身體當中成為其中一部分
[00:06:34.680 --> 00:06:39.400]  讓我們能夠有份在基督的合一當中
[00:06:39.400 --> 00:06:43.120]  完完全全是因為接下來這兩個字
[00:06:43.120 --> 00:06:46.520]  Grace and Peace
[00:06:46.520 --> 00:06:50.240]  恩典和平安
[00:06:50.240 --> 00:06:51.520]  今天是我們這個
[00:06:51.520 --> 00:06:54.360]  同心前行講道系列的最後一個星期
[00:06:54.360 --> 00:06:57.120]  但我首先要帶大家去看
[00:06:57.120 --> 00:07:00.000]  以弗所書最開頭的部分
[00:07:00.000 --> 00:07:03.280]  以弗所書第一章第一節是這麼說的
[00:07:03.280 --> 00:07:05.880]  保羅說:奉神旨意
[00:07:05.880 --> 00:07:09.800]  作基督耶穌使徒的保羅
[00:07:09.800 --> 00:07:12.520]  寫信給在以弗所的眾聖徒
[00:07:12.520 --> 00:07:15.880]  就是在基督耶穌裏忠心的人
[00:07:15.880 --> 00:07:18.080]  願因為平安
[00:07:18.080 --> 00:07:21.160]  從我們的父神和主耶穌基督
[00:07:21.160 --> 00:07:23.720]  歸給你們
[00:07:23.720 --> 00:07:24.560]  這兩節經文
[00:07:24.560 --> 00:07:26.280]  保羅書信的開場白
[00:07:26.280 --> 00:07:29.440]  其實不是以弗所書獨有的
[00:07:29.440 --> 00:07:31.720]  保羅在寫給其他教會的書信裏
[00:07:31.720 --> 00:07:32.720]  他也大同小異
[00:07:32.720 --> 00:07:36.440]  會見到類似這樣的圖案
[00:07:36.440 --> 00:07:38.240]  祝福一個開場白
[00:07:38.240 --> 00:07:40.480]  但這裡的因為平安
[00:07:40.480 --> 00:07:43.320]  對於以弗所書來說是很不同的
[00:07:43.320 --> 00:07:44.880]  它是有特別的意義
[00:07:44.880 --> 00:07:46.280]  別具意義
[00:07:46.280 --> 00:07:48.400]  因為這個因為和平安
[00:07:48.400 --> 00:07:51.360]  其實是建構了整本以弗所書
[00:07:51.360 --> 00:07:53.960]  因為平安是貫穿了
[00:07:53.960 --> 00:07:58.640]  整本以弗所書信的核心主題
[00:07:58.640 --> 00:08:01.000]  因典、因為同一個意思
[00:08:01.000 --> 00:08:02.640]  在希臘文當中
[00:08:02.640 --> 00:08:03.600]  charis
[00:08:03.600 --> 00:08:05.160]  它的字根的意思是
[00:08:05.160 --> 00:08:07.480]  使人歡欣喜樂
[00:08:07.480 --> 00:08:12.240]  但人本身不配得的因為
[00:08:12.240 --> 00:08:15.240]  這裡所強調的是禮物
[00:08:15.240 --> 00:08:17.840]  上帝給我們禮物的本質
[00:08:17.840 --> 00:08:20.040]  當因典這份禮物
[00:08:20.040 --> 00:08:22.400]  在我們的生命當中運行的時候
[00:08:22.400 --> 00:08:25.640]  我們得著的是那副出乎意料之外
[00:08:25.640 --> 00:08:30.320]  是無法靠自己賺取得到的禮物
[00:08:30.320 --> 00:08:34.000]  我們唯一可以做的就是領受
[00:08:34.000 --> 00:08:36.400]  唯一可以做的就是懷著感恩
[00:08:36.400 --> 00:08:39.880]  謙卑和開放的心
[00:08:39.880 --> 00:08:44.120]  感恩、謙卑、開放地接受這份上帝給我們的禮物
[00:08:44.120 --> 00:08:46.040]  不是靠我們自己藉著什麼行為
[00:08:46.040 --> 00:08:48.640]  或者靠著我們自身的努力
[00:08:48.640 --> 00:08:51.040]  而是我們只需要認識得到
[00:08:51.040 --> 00:08:54.680]  因著耶穌已經成就的救恩
[00:08:54.680 --> 00:08:58.240]  我們已經得著一切所需
[00:08:58.240 --> 00:08:59.440]  讓我們明白
[00:08:59.440 --> 00:09:02.840]  我們是被接納成為神的兒女
[00:09:02.840 --> 00:09:09.360]  完全是因為十誡和復活的恩典
[00:09:09.360 --> 00:09:12.240]  而保羅所說的平安
[00:09:12.240 --> 00:09:16.000]  希臘文是Ereini
[00:09:16.000 --> 00:09:17.120]  它的深層意義
[00:09:17.120 --> 00:09:21.360]  如果我們再看希伯來文裡說的Shalom
[00:09:21.360 --> 00:09:25.920]  希伯來人理解的平安和我們現代人的概念是完全不同的
[00:09:25.920 --> 00:09:30.240]  今天我們所說的平安和平
[00:09:30.240 --> 00:09:34.360]  通常是說衝突的消失
[00:09:34.360 --> 00:09:36.880]  當我們說一個和平的家庭
[00:09:36.880 --> 00:09:39.800]  代表這個家庭裡面是沒有爭執的
[00:09:39.800 --> 00:09:41.160]  沒有爭吵的
[00:09:41.160 --> 00:09:43.120]  當我們說中東和平
[00:09:43.120 --> 00:09:46.440]  是代表著沒有戰爭的
[00:09:46.440 --> 00:09:48.480]  但是在希伯來的傳統裡面
[00:09:48.480 --> 00:09:53.520]  平安不是指某些東西的不存在
[00:09:53.520 --> 00:09:59.040]  而是指一些美好事物的存在
[00:09:59.040 --> 00:10:01.760]  這才是他們理解的平安
[00:10:01.760 --> 00:10:05.960]  Shalom最貼切的解釋應該是完全
[00:10:05.960 --> 00:10:13.000]  完全是包括安全、健康、圓滿、興盛等多重的意思
[00:10:13.000 --> 00:10:16.840]  所以Shalom是指一個生命狀態
[00:10:16.840 --> 00:10:19.560]  另外有兩個都是希伯來文
[00:10:19.560 --> 00:10:23.960]  一個是Shalom 是一個恢復的意思
[00:10:23.960 --> 00:10:27.720]  另一個是Shalomet 是一個完美的意思
[00:10:27.720 --> 00:10:30.120]  這三個字其實是密切相關的
[00:10:30.120 --> 00:10:34.520]  當我們理解究竟什麼是聖經裡面所說的Shalom的時候
[00:10:34.520 --> 00:10:35.920]  剛才所說的是一個生命狀態
[00:10:35.920 --> 00:10:37.200]  在這個狀態裡面
[00:10:37.200 --> 00:10:40.840]  我們才能夠經歷到真正的祝福
[00:10:40.840 --> 00:10:43.160]  那份安靜
[00:10:43.160 --> 00:10:45.560]  那份寧靜安穩
[00:10:45.560 --> 00:10:47.800]  Shalom是在主裡面的真正祝福
[00:10:47.800 --> 00:10:48.840]  寧靜安穩
[00:10:48.840 --> 00:10:50.880]  不單只是寧靜安穩
[00:10:50.880 --> 00:10:51.640]  沒事發生
[00:10:51.640 --> 00:10:54.840]  而是在破碎的關係裡面得到修復
[00:10:54.840 --> 00:10:58.360]  是指我們跟神、人、自己的關係
[00:10:58.360 --> 00:11:00.680]  能夠完全連結
[00:11:00.680 --> 00:11:04.520]  完美地重新建立起來
[00:11:04.520 --> 00:11:06.360]  要注意的是
[00:11:06.360 --> 00:11:11.760]  Shalom不是等同於一個靜態和平的概念
[00:11:11.760 --> 00:11:14.440]  它是一個行動性的
[00:11:14.440 --> 00:11:17.480]  我們可以主動去追求完全
[00:11:17.480 --> 00:11:20.760]  我們可以主動去追求那種修復
[00:11:20.760 --> 00:11:22.440]  去修復那種破碎
[00:11:22.440 --> 00:11:25.920]  我們可以主動使關係能夠復活
[00:11:25.920 --> 00:11:28.920]  我們能夠用特定的方式
[00:11:28.920 --> 00:11:37.120]  同時間去促進神上帝在我們周圍要成就的完全和和諧
[00:11:37.120 --> 00:11:41.240]  所以寶萊爾、恩典和平安
[00:11:41.240 --> 00:11:45.240]  雙重的祝福開始去輸信
[00:11:45.240 --> 00:11:46.840]  它的用意其實很深遠
[00:11:46.840 --> 00:11:51.040]  它是在說它很渴望教會能夠明白到
[00:11:51.040 --> 00:11:54.520]  我們自己所領受的是那份恩典禮物
[00:11:54.520 --> 00:11:57.640]  是那份我們不需要做什麼
[00:11:57.640 --> 00:12:00.840]  只要我們謙卑、開放的心
[00:12:00.840 --> 00:12:05.480]  單單去接受就能夠得到的恩典禮物
[00:12:05.480 --> 00:12:07.160]  但同時間
[00:12:07.160 --> 00:12:10.120]  它希望信徒能夠體會到
[00:12:10.120 --> 00:12:16.840]  這份恩典是為他們打開了通往平安的大門
[00:12:16.840 --> 00:12:18.920]  使他們能夠在生活當中
[00:12:18.920 --> 00:12:21.200]  一切的言行舉止
[00:12:21.200 --> 00:12:25.200]  去帶來完全和和諧
[00:12:25.200 --> 00:12:27.040]  不單只是說我們自己
[00:12:27.040 --> 00:12:33.080]  同時間是說帶來這個世界的完全和和諧
[00:12:33.080 --> 00:12:38.840]  恩典、平安是上帝給我們的雙重呼召
[00:12:38.840 --> 00:12:42.120]  我們去接受,但同時間我們有行動
[00:12:42.120 --> 00:12:45.640]  我們感恩,但同時間我們是結果子
[00:12:45.640 --> 00:12:48.440]  我們能夠認識已經完成了
[00:12:48.440 --> 00:12:49.800]  在我們生命當中
[00:12:49.800 --> 00:12:52.200]  耶穌完成了那份救恩
[00:12:52.200 --> 00:12:57.960]  但我們是要去承擔那個未完成的使命
[00:12:57.960 --> 00:12:59.880]  正是基於這兩個
[00:12:59.880 --> 00:13:03.640]  恩典和平安一個互補的主題
[00:13:03.640 --> 00:13:10.920]  保羅就很巧妙地去建構了《已忽所書》一到六章
[00:13:10.920 --> 00:13:14.520]  在第一到三章裏面
[00:13:14.520 --> 00:13:17.720]  是在說救恩的意義
[00:13:17.720 --> 00:13:20.680]  在當中提到保羅是在說上帝
[00:13:20.680 --> 00:13:24.280]  藉著耶穌的生、死和復活
[00:13:24.280 --> 00:13:26.600]  在當中去彰顯那份恩典
[00:13:26.600 --> 00:13:29.800]  使我們可以成為上帝家裏面的人
[00:13:29.800 --> 00:13:31.640]  在教會裏面合一
[00:13:31.640 --> 00:13:35.160]  在合一當中去彰顯神的榮耀
[00:13:35.160 --> 00:13:39.480]  第四到第六章是說一個生活的準則
[00:13:39.480 --> 00:13:41.480]  那裏是說藉著恩典
[00:13:41.480 --> 00:13:46.120]  如何可以引領我們進入到一個平安的境界
[00:13:46.120 --> 00:13:48.520]  以及我們應該用一個怎樣的形式
[00:13:48.520 --> 00:13:50.680]  怎樣的模式、樣式
[00:13:50.680 --> 00:13:57.080]  去活出一個追求完整的關係的生活
[00:13:57.080 --> 00:14:00.360]  保羅勸我們要過一種配得
[00:14:00.360 --> 00:14:06.280]  配得上去領受這個恩典的生活
[00:14:06.280 --> 00:14:07.960]  當中說我們經常都會說
[00:14:07.960 --> 00:14:09.480]  我們怎樣彼此相愛
[00:14:09.480 --> 00:14:11.400]  我們怎樣彼此造就
[00:14:11.400 --> 00:14:13.320]  我們怎樣彼此幫助
[00:14:13.320 --> 00:14:18.200]  能夠在當中繼續成熟、成長
[00:14:18.200 --> 00:14:21.640]  我們怎樣用愛心去對待其他人
[00:14:21.640 --> 00:14:23.080]  不是說我們只是我們自己
[00:14:23.080 --> 00:14:25.400]  我們怎樣用愛去對待人
[00:14:25.400 --> 00:14:26.760]  去效法基督
[00:14:26.760 --> 00:14:31.400]  在世界當中去作光的工作
[00:14:31.400 --> 00:14:36.520]  過去那三個星期我們都會說到合一
[00:14:36.520 --> 00:14:38.200]  我們說到不同的年齡
[00:14:38.200 --> 00:14:40.360]  不同的世代
[00:14:40.360 --> 00:14:41.960]  都有一個合一的情誼
[00:14:41.960 --> 00:14:45.320]  是上帝給教會的心意
[00:14:45.320 --> 00:14:46.600]  我們所說的同心前行
[00:14:46.600 --> 00:14:49.560]  就是藉著這個根基
[00:14:49.560 --> 00:14:51.720]  就是這個恩典的根基
[00:14:51.720 --> 00:14:55.080]  以及我們在當中帶來的平安
[00:14:55.080 --> 00:14:56.840]  這是主動性的
[00:14:56.840 --> 00:14:59.080]  這是行動性的
[00:14:59.080 --> 00:15:04.440]  其實耶穌在他馬太福音當中
[00:15:04.440 --> 00:15:06.120]  他跟我們每一個人都熟悉
[00:15:06.120 --> 00:15:08.040]  剛才我們的敬拜歌裡面
[00:15:08.040 --> 00:15:14.040]  都有點綴到耶穌給我們的使命
[00:15:14.040 --> 00:15:16.520]  我們可以去到馬太福音裡面
[00:15:16.520 --> 00:15:17.960]  耶穌很直接地跟我們說
[00:15:17.960 --> 00:15:20.280]  我們應該怎樣去回應
[00:15:20.280 --> 00:15:22.040]  我們應該怎樣去領受
[00:15:22.040 --> 00:15:25.000]  每一個人領受了這份救恩和平安之後
[00:15:25.000 --> 00:15:27.000]  是我們必須要去做的
[00:15:27.000 --> 00:15:31.240]  而我們應該不辭勞苦地去做
[00:15:31.240 --> 00:15:33.400]  傳福音
[00:15:33.400 --> 00:15:34.600]  這是不容置疑的
[00:15:34.600 --> 00:15:36.680]  每一個基督徒每一個教會
[00:15:36.680 --> 00:15:37.960]  我們都需要去做
[00:15:37.960 --> 00:15:40.280]  傳福音
[00:15:40.280 --> 00:15:42.040]  耶穌這樣跟門徒說
[00:15:42.040 --> 00:15:45.640]  天上地下所有的權柄都給了我
[00:15:45.640 --> 00:15:48.360]  所以你們要去使萬民作我的門徒
[00:15:48.360 --> 00:15:50.440]  奉父子聖靈的名
[00:15:50.440 --> 00:15:52.200]  給他們施洗
[00:15:52.200 --> 00:15:54.040]  凡我吩咐你們的
[00:15:54.040 --> 00:15:56.040]  都要教導他們遵守
[00:15:56.040 --> 00:15:57.000]  看啊
[00:15:57.000 --> 00:15:58.680]  我天天與你們同在
[00:15:58.680 --> 00:16:02.360]  直到世界的終結
[00:16:02.360 --> 00:16:05.480]  保羅他自己都領受了這份的吩咐
[00:16:05.480 --> 00:16:07.800]  當他領受了這份的吩咐之後
[00:16:07.800 --> 00:16:11.640]  他寫信去以弗所教會
[00:16:11.640 --> 00:16:13.240]  從以弗所書當中
[00:16:13.240 --> 00:16:18.840]  他跟以弗所的人這樣去說
[00:16:18.840 --> 00:16:21.480]  他說我們是他所做之物
[00:16:21.480 --> 00:16:23.720]  在基督耶穌裡面創造的
[00:16:23.720 --> 00:16:25.960]  為要使我們行善
[00:16:25.960 --> 00:16:30.120]  就是神早已預備好我們要做的
[00:16:30.120 --> 00:16:31.400]  行善
[00:16:31.400 --> 00:16:35.560]  神早已預備好我們要做
[00:16:35.560 --> 00:16:39.720]  這裡是說直著領受同一份的恩典
[00:16:39.720 --> 00:16:42.920]  我們能夠積極主動地以合一的心
[00:16:42.920 --> 00:16:46.520]  傳平安的福音
[00:16:46.520 --> 00:16:48.280]  我們做了兩個星期
[00:16:48.280 --> 00:16:49.240]  我們這個講道系列
[00:16:49.240 --> 00:16:50.760]  最開頭第一個星期的時候
[00:16:50.760 --> 00:16:53.320]  我們讀到這本書
[00:16:53.320 --> 00:16:55.560]  以弗所書的第二章14到18節
[00:16:55.560 --> 00:16:57.560]  我再一次讀給大家聽
[00:16:57.560 --> 00:16:59.240]  我們可以再在裡面再看看
[00:16:59.240 --> 00:17:01.640]  其實保羅如果我們是用
[00:17:01.640 --> 00:17:03.960]  傳福音的角度來看的時候
[00:17:03.960 --> 00:17:06.920]  我們怎樣去理解這段經文呢
[00:17:06.920 --> 00:17:10.600]  因為他耶穌自己是我們的和平
[00:17:10.600 --> 00:17:12.360]  使到雙方合而為一
[00:17:12.360 --> 00:17:14.920]  拆毀了中間隔絕的牆
[00:17:14.920 --> 00:17:17.800]  而且以自己的身體終止了仇怨
[00:17:17.800 --> 00:17:20.200]  廢掉了既在律法上的規條
[00:17:20.200 --> 00:17:22.920]  為要使到雙方直著耶穌自己
[00:17:22.920 --> 00:17:24.680]  造成一個新人
[00:17:24.680 --> 00:17:26.280]  促成了和平
[00:17:26.280 --> 00:17:28.520]  既在十格上消滅了仇怨
[00:17:28.520 --> 00:17:30.280]  就直著十字架
[00:17:30.280 --> 00:17:32.360]  使到雙方歸為一體
[00:17:32.360 --> 00:17:33.880]  與神和好
[00:17:33.880 --> 00:17:37.160]  並且來傳和平的福音給你們
[00:17:37.160 --> 00:17:41.480]  在遠處也傳給那些在近處的人
[00:17:41.480 --> 00:17:43.720]  因為我們雙方直著祂
[00:17:43.720 --> 00:17:45.640]  在同一位聖靈裡面
[00:17:45.640 --> 00:17:50.120]  得以進到父神的面前
[00:17:50.120 --> 00:17:52.520]  保羅在第三章那裡
[00:17:52.520 --> 00:17:54.600]  他繼續去解釋什麼是和平的福音
[00:17:54.600 --> 00:17:58.600]  我又再一次 我們去看看
[00:17:58.600 --> 00:18:01.080]  我們作了這福音的瀑頁
[00:18:01.080 --> 00:18:03.880]  是照著神的恩賜
[00:18:03.880 --> 00:18:06.760]  是照著祂運行的大能賜給我的
[00:18:06.760 --> 00:18:10.120]  雖然我比眾聖徒中最少的還少
[00:18:10.120 --> 00:18:12.840]  祂仍然賜這份恩典給我
[00:18:12.840 --> 00:18:17.560]  讓我將基督的猜不透的豐富傳給外邦人
[00:18:17.560 --> 00:18:19.320]  又使眾人明白
[00:18:19.320 --> 00:18:20.760]  什麼是歷代以來
[00:18:20.760 --> 00:18:24.200]  隱藏在創造萬物的神裡面的奧秘
[00:18:24.200 --> 00:18:26.760]  為了現今直著教會
[00:18:26.760 --> 00:18:28.840]  使到天上執權的
[00:18:28.840 --> 00:18:31.880]  掌權的都知道百般的智慧
[00:18:31.880 --> 00:18:34.120]  這是照著神
[00:18:34.120 --> 00:18:36.280]  我們的主基督耶穌裡面
[00:18:36.280 --> 00:18:39.000]  所完成的永恆計劃
[00:18:39.000 --> 00:18:40.200]  我們因信耶穌
[00:18:40.200 --> 00:18:42.680]  就在祂裡面放膽無懼
[00:18:42.680 --> 00:18:45.880]  滿有自信地進到神的面前
[00:18:45.880 --> 00:18:47.960]  兩段經文結尾說
[00:18:47.960 --> 00:18:51.320]  我們如何能夠進到神的面前
[00:18:51.320 --> 00:18:54.440]  究竟這兩段經文讀完之後說什麼呢?
[00:18:54.440 --> 00:18:55.880]  簡單來說
[00:18:55.880 --> 00:18:57.800]  直著同一位聖靈
[00:18:57.800 --> 00:18:59.960]  直著主耶穌基督
[00:18:59.960 --> 00:19:04.440]  我們不單止能夠自己進到神的面前
