
[00:00:00.000 --> 00:00:02.000]  謝謝,謝謝Francesca
[00:01:59.000 --> 00:02:00.000]  同感一靈
[00:02:00.000 --> 00:02:02.000]  有一個很大的平安
[00:02:02.000 --> 00:02:03.000]  有很大的平安
[00:02:03.000 --> 00:02:05.000]  當日我們是用這個
[00:02:05.000 --> 00:02:08.000]  叫做基督在我裏面活著
[00:02:08.000 --> 00:02:11.000]  成為我們禱告的核心
[00:02:11.000 --> 00:02:12.000]  相信有參與的弟兄姊妹
[00:02:12.000 --> 00:02:13.000]  都有同樣的感受
[00:02:13.000 --> 00:02:15.000]  我絕對相信上帝
[00:02:15.000 --> 00:02:18.000]  在我們每一個生命當中在做事
[00:02:18.000 --> 00:02:21.000]  我希望我們在這段時間
[00:02:21.000 --> 00:02:22.000]  在過去的時間
[00:02:22.000 --> 00:02:24.000]  在我們醫治的系列裏面
[00:02:24.000 --> 00:02:25.000]  其實我們知道
[00:02:25.000 --> 00:02:26.000]  上帝跟我們說
[00:02:26.000 --> 00:02:29.000]  祂是一個會醫治我們的上帝
[00:02:29.000 --> 00:02:30.000]  在現在這段時間
[00:02:30.000 --> 00:02:31.000]  上帝跟我們說
[00:02:31.000 --> 00:02:34.000]  祂是一個會賜平安的上帝
[00:02:34.000 --> 00:02:36.000]  所以希望今天和接下來幾個禮拜
[00:02:36.000 --> 00:02:38.000]  大家可以繼續去領受
[00:02:38.000 --> 00:02:41.000]  繼續去聽上帝跟我們說話
[00:02:41.000 --> 00:02:43.000]  好使我們可以一起去被裝備
[00:02:43.000 --> 00:02:45.000]  一起去更生
[00:02:45.000 --> 00:02:48.000]  一起去拿走那些不必要的擔子
[00:02:48.000 --> 00:02:50.000]  而我們能夠輕散去上路
[00:02:50.000 --> 00:02:51.000]  上那什麼路
[00:02:51.000 --> 00:02:53.000]  就是和主一起去真正的路
[00:02:53.000 --> 00:02:54.000]  在我們生命裏面
[00:02:54.000 --> 00:02:56.000]  其實都是每一個戰場
[00:02:56.000 --> 00:02:58.000]  每一個戰場是一個屬靈真戰
[00:02:58.000 --> 00:03:00.000]  上帝都會在當中給予我們力量
[00:03:00.000 --> 00:03:01.000]  除了我們自己個人生命
[00:03:01.000 --> 00:03:02.000]  剛才所說的
[00:03:02.000 --> 00:03:03.000]  我們教會
[00:03:03.000 --> 00:03:04.000]  我們的事工
[00:03:04.000 --> 00:03:06.000]  是一個大的和場
[00:03:06.000 --> 00:03:08.000]  亦都是一個戰場
[00:03:08.000 --> 00:03:09.000]  所以我們需要被裝備
[00:03:09.000 --> 00:03:12.000]  好使我們可以在神的國度裏面
[00:03:12.000 --> 00:03:13.000]  一起去服侍
[00:03:13.000 --> 00:03:17.000]  以及能夠一起去給上帝給力
[00:03:17.000 --> 00:03:18.000]  好嗎
[00:03:18.000 --> 00:03:19.000]  不如我們先有個祈禱
[00:03:19.000 --> 00:03:22.000]  然後我們才一起進入今天的講道
[00:03:22.000 --> 00:03:25.000]  天父上帝我們感謝你
[00:03:25.000 --> 00:03:27.000]  感謝你給我們力量
[00:03:27.000 --> 00:03:29.000]  但你說你給我們力量之前
[00:03:29.000 --> 00:03:31.000]  你首先將我們去醫治
[00:03:31.000 --> 00:03:34.000]  以及讓我們變得輕散
[00:03:34.000 --> 00:03:36.000]  讓我們在我們生命當中
[00:03:36.000 --> 00:03:37.000]  很多的重擔
[00:03:37.000 --> 00:03:38.000]  你說你都拿走
[00:03:38.000 --> 00:03:40.000]  因為你犯勞苦重擔
[00:03:40.000 --> 00:03:41.000]  去到你的當中
[00:03:41.000 --> 00:03:43.000]  我們得到一個安息
[00:03:43.000 --> 00:03:45.000]  那個安息是帶來平安
[00:03:45.000 --> 00:03:47.000]  那個安息是讓我們得醫治
[00:03:47.000 --> 00:03:50.000]  那個安息亦都是讓我們能夠去裝備
[00:03:50.000 --> 00:03:53.000]  繼續為主你去活著
[00:03:53.000 --> 00:03:55.000]  我們禱告奉主耶穌基督的名
[00:03:55.000 --> 00:03:56.000]  Amen
[00:03:56.000 --> 00:03:57.000]  我們看看今天
[00:03:57.000 --> 00:03:59.000]  我們去到《加拉太書》第四章
[00:03:59.000 --> 00:04:01.000]  可以看看經文
[00:04:01.000 --> 00:04:03.000]  我們在第八節開始
[00:04:03.000 --> 00:04:06.000]  但從前不認識神的時候
[00:04:06.000 --> 00:04:09.000]  你們是被那些本來不認識神的神明
[00:04:09.000 --> 00:04:10.000]  作奴隸
[00:04:10.000 --> 00:04:12.000]  現在你們既然認識神
[00:04:12.000 --> 00:04:14.000]  更可以說是被神所認識
[00:04:14.000 --> 00:04:18.000]  為何還要回轉到那些奈若無用的粗淺學說呢?
[00:04:18.000 --> 00:04:20.000]  情願再做奴隸
[00:04:20.000 --> 00:04:22.000]  再做他們的奴隸呢?
[00:04:22.000 --> 00:04:25.000]  你們竟然又謹守日子、月份、節期、年份
[00:04:25.000 --> 00:04:26.000]  我為你們擔心
[00:04:26.000 --> 00:04:28.000]  唯恐我們在你身上
[00:04:28.000 --> 00:04:32.000]  唯獨我在你身上所作的都是枉費功夫
[00:04:32.000 --> 00:04:34.000]  這裡保羅說
[00:04:34.000 --> 00:04:37.000]  當人未認識神的時候
[00:04:37.000 --> 00:04:41.000]  他們是那些本身不是神的神明的奴隸
[00:04:41.000 --> 00:04:45.000]  那些不是神的神明
[00:04:45.000 --> 00:04:47.000]  不是神的神明是甚麼呢?
[00:04:47.000 --> 00:04:50.000]  《聖經》有提及很多的就是那些偶像
[00:04:50.000 --> 00:04:54.000]  偶像大家有沒有留意一個共通點
[00:04:54.000 --> 00:04:57.000]  偶像往往是一種神秘感
[00:04:57.000 --> 00:04:59.000]  而這種神秘感在甚麼時候
[00:04:59.000 --> 00:05:02.000]  對於人起最大的作用呢?
[00:05:02.000 --> 00:05:05.000]  就是當人正處於一個
[00:05:05.000 --> 00:05:09.000]  面對著很多不確定性的不確定的時候
[00:05:09.000 --> 00:05:11.000]  可能你會擔心你的工作
[00:05:11.000 --> 00:05:14.000]  可能你擔心你的將來的伴侶
[00:05:14.000 --> 00:05:15.000]  會不會有伴侶
[00:05:15.000 --> 00:05:17.000]  可能你擔心你的健康
[00:05:17.000 --> 00:05:22.000]  可能你會擔心你自己小朋友的將來等等
[00:05:22.000 --> 00:05:23.000]  很多很多這些擔心
[00:05:23.000 --> 00:05:25.000]  很多這些不確定性
[00:05:25.000 --> 00:05:29.000]  當人不認識神的時候
[00:05:29.000 --> 00:05:31.000]  那些不是神的神明
[00:05:31.000 --> 00:05:34.000]  正正就是他們最佳的時候
[00:05:34.000 --> 00:05:39.000]  去將人將你們變成他的奴隸
[00:05:39.000 --> 00:05:41.000]  問題來了
[00:05:41.000 --> 00:05:43.000]  現在所說的
[00:05:43.000 --> 00:05:45.000]  在一路加拉太書所說的
[00:05:45.000 --> 00:05:46.000]  其實那些加拉太人
[00:05:46.000 --> 00:05:50.000]  他們已經是信了主
[00:05:50.000 --> 00:05:52.000]  他們已經是認識神
[00:05:52.000 --> 00:05:54.000]  那究竟為甚麼他們會回頭
[00:05:54.000 --> 00:05:56.000]  又要去做奴隸呢?
[00:05:56.000 --> 00:05:58.000]  我們今天一起去看看
[00:05:58.000 --> 00:06:00.000]  第九節
[00:06:00.000 --> 00:06:02.000]  你們既然是認識神
[00:06:02.000 --> 00:06:03.000]  更可以說是被神認識
[00:06:03.000 --> 00:06:05.000]  為甚麼還要轉回那些
[00:06:05.000 --> 00:06:08.000]  奈若無用的粗淺學說
[00:06:08.000 --> 00:06:11.000]  上星期Truman跟大家解釋過
[00:06:11.000 --> 00:06:13.000]  在第三節
[00:06:13.000 --> 00:06:14.000]  遲一點在第三節說到
[00:06:14.000 --> 00:06:16.000]  麥克風是否有聲音?
[00:06:16.000 --> 00:06:17.000]  是嗎?
[00:06:17.000 --> 00:06:18.000]  OK,很好
[00:06:18.000 --> 00:06:20.000]  他解釋過
[00:06:20.000 --> 00:06:21.000]  第三節前面說到
[00:06:21.000 --> 00:06:22.000]  甚麼是粗淺學說
[00:06:22.000 --> 00:06:23.000]  但在這裡
[00:06:23.000 --> 00:06:25.000]  第九節
[00:06:25.000 --> 00:06:27.000]  今天同樣地再重新說一次
[00:06:27.000 --> 00:06:30.000]  而且還加上奈若無用的形容詞
[00:06:30.000 --> 00:06:32.000]  在英文譯本裡是
[00:06:32.000 --> 00:06:34.000]  Weak and Miserable
[00:06:34.000 --> 00:06:36.000]  保羅不單止是指出
[00:06:36.000 --> 00:06:39.000]  加添在福音之上的律法
[00:06:39.000 --> 00:06:42.000]  那些猶太律法是脆弱的
[00:06:42.000 --> 00:06:44.000]  是道德薄弱的
[00:06:44.000 --> 00:06:46.000]  是一個低等價值的
[00:06:46.000 --> 00:06:48.000]  他更加將猶太的律法
[00:06:48.000 --> 00:06:51.000]  等同於上星期說的甚麼
[00:06:51.000 --> 00:06:53.000]  等同於那些占卜星象
[00:06:53.000 --> 00:06:58.000]  等同於那些基督信仰以外的偶像崇拜
[00:06:58.000 --> 00:07:01.000]  保羅說他替他們擔心
[00:07:01.000 --> 00:07:03.000]  他說因為在他們身上的功夫
[00:07:03.000 --> 00:07:04.000]  可能會白費
[00:07:04.000 --> 00:07:05.000]  過去一直以來
[00:07:05.000 --> 00:07:07.000]  他們會失去那份救恩
[00:07:07.000 --> 00:07:12.000]  他們會回去做魔鬼撒旦和罪的奴隸
[00:07:12.000 --> 00:07:14.000]  英國有一位聖經學者
[00:07:14.000 --> 00:07:15.000]  叫做Richard Lovelace
[00:07:15.000 --> 00:07:17.000]  他有一段說話說得很好
[00:07:17.000 --> 00:07:20.000]  很多時候我們看一些不同的屬靈書籍
[00:07:20.000 --> 00:07:22.000]  我們看到有一個很出名的學者
[00:07:22.000 --> 00:07:24.000]  叫做Timothy Keller
[00:07:24.000 --> 00:07:26.000]  他同樣地引用了
[00:07:26.000 --> 00:07:29.000]  剛才說的Richard Lovelace
[00:07:29.000 --> 00:07:31.000]  這一段說話
[00:07:31.000 --> 00:07:32.000]  去幫助這段經文
[00:07:32.000 --> 00:07:33.000]  我們剛才讀的
[00:07:33.000 --> 00:07:35.000]  《皆太書》這段經文去解釋
[00:07:35.000 --> 00:07:37.000]  我們一起看看
[00:07:37.000 --> 00:07:40.000]  基督徒如果以誤再確信上帝
[00:07:40.000 --> 00:07:45.000]  在耶穌裏面無條件地去愛和接納他們
[00:07:45.000 --> 00:07:48.000]  而只是靠自己目前的屬靈成就
[00:07:48.000 --> 00:07:52.000]  就很可能在潛意識當中
[00:07:52.000 --> 00:07:55.000]  存有極度的不安全感
[00:07:55.000 --> 00:07:59.000]  比非基督徒更加缺乏安全感
[00:07:59.000 --> 00:08:01.000]  而是因為他們在基督教環境
[00:08:01.000 --> 00:08:04.000]  一直向他們灌輸上帝的聖潔
[00:08:04.000 --> 00:08:07.000]  和他們應當擁有的義德
[00:08:07.000 --> 00:08:11.000]  這種不安全感會表現成為驕傲
[00:08:11.000 --> 00:08:13.000]  激烈地為自己辯護自己的義德
[00:08:13.000 --> 00:08:16.000]  和去挑剔批評別人
[00:08:16.000 --> 00:08:18.000]  他們會執著於律法的
[00:08:18.000 --> 00:08:21.000]  法理賽的義德
[00:08:21.000 --> 00:08:23.000]  但是內心的那個疾度
[00:08:23.000 --> 00:08:25.000]  和其他的罪惡
[00:08:25.000 --> 00:08:30.000]  都會源於根本性的不安全感
[00:08:30.000 --> 00:08:34.000]  源於根本性的不安全感
[00:08:34.000 --> 00:08:36.000]  不安全感我們要知道
[00:08:36.000 --> 00:08:40.000]  不安全感會帶來多大的傷害
[00:08:40.000 --> 00:08:42.000]  原來縱使是基督徒
[00:08:42.000 --> 00:08:46.000]  那個不安全感不單止會破壞合一
[00:08:46.000 --> 00:08:48.000]  主裏面的合一
[00:08:48.000 --> 00:08:50.000]  那個不安全感更加會使人嫉妒
[00:08:50.000 --> 00:08:54.000]  和衍生很多的罪
[00:08:54.000 --> 00:08:57.000]  我們再看看第十二到十六節經文
[00:08:57.000 --> 00:09:01.000]  我們看到當那些加拉太的信徒
[00:09:01.000 --> 00:09:06.000]  處於一個律法主義的基督教環境當中
[00:09:06.000 --> 00:09:09.000]  他們因著那個不安全感產生了什麼狀態呢?
[00:09:09.000 --> 00:09:11.000]  十二節開始
[00:09:11.000 --> 00:09:15.000]  「弟兄們,我勸你們要像我一樣,因為我也像你們一樣,
[00:09:15.000 --> 00:09:18.000]  你們一點都沒有虧欠我,虧缺我,
[00:09:18.000 --> 00:09:22.000]  你們知道我的身體有疾病,
[00:09:22.000 --> 00:09:25.000]  才有第一次傳福音給你們的機會。
[00:09:25.000 --> 00:09:28.000]  雖然你們為我的身體的緣故受試煉,
[00:09:28.000 --> 00:09:31.000]  卻沒有看輕我,輕看我,
[00:09:31.000 --> 00:09:34.000]  也沒有厭棄我,反倒接待我,
[00:09:34.000 --> 00:09:38.000]  如同神的使者,如同耶穌基督。
[00:09:38.000 --> 00:09:40.000]  你們當日的好意去了哪裡?
[00:09:40.000 --> 00:09:42.000]  若果那時辦得到的話,
[00:09:42.000 --> 00:09:46.000]  你們就連自己的眼挖出來給我,你們都願意。
[00:09:46.000 --> 00:09:49.000]  這是我可以為你們作見證的。
[00:09:49.000 --> 00:09:52.000]  如今,我將真理告訴你們,
[00:09:52.000 --> 00:09:56.000]  倒成為了你們的仇敵嗎?」
[00:09:56.000 --> 00:10:00.000]  加拉太信徒因為福音的緣故,
[00:10:00.000 --> 00:10:04.000]  她視保羅如同神的使者,
[00:10:04.000 --> 00:10:08.000]  她視保羅甚至如同耶穌。
[00:10:08.000 --> 00:10:14.000]  哇,他們在保羅身上見到耶穌,
[00:10:14.000 --> 00:10:19.000]  但他們卻沒有交代保羅是因何而生病。
[00:10:19.000 --> 00:10:21.000]  有學者猜測,可能是眼疾。
[00:10:21.000 --> 00:10:22.000]  所以第十五節,
[00:10:22.000 --> 00:10:27.000]  他們說你們要將眼挖出來捐贈給他,
[00:10:27.000 --> 00:10:29.000]  你們都願意。
[00:10:29.000 --> 00:10:33.000]  這份情與義,尤其是值千金,
[00:10:33.000 --> 00:10:37.000]  我覺得我要拿這些出來。
[00:10:37.000 --> 00:10:39.000]  我都有點打冷顫,但不要緊。
[00:10:39.000 --> 00:10:42.000]  情與義怎會值千金?
[00:10:42.000 --> 00:10:44.000]  刀山去地獄,不好了。
[00:10:44.000 --> 00:10:47.000]  當這個律法主義來到的時候,
[00:10:47.000 --> 00:10:51.000]  那個不安全感的產生,
[00:10:51.000 --> 00:10:54.000]  如同耶穌的保羅,
[00:10:54.000 --> 00:10:56.000]  都變成了他們的仇敵,
[00:10:56.000 --> 00:11:01.000]  他們的恩人都變成了他們的敵人。
[00:11:01.000 --> 00:11:07.000]  問題在此,究竟變的是誰呢?
[00:11:07.000 --> 00:11:09.000]  變的是否保羅呢?
[00:11:09.000 --> 00:11:11.000]  保羅其實沒有變過。
[00:11:11.000 --> 00:11:13.000]  保羅由始至終都沒有變過。
[00:11:13.000 --> 00:11:16.000]  他從第一天帶到加拿大的訊息,
[00:11:16.000 --> 00:11:18.000]  那個時侯基督教會的價值,
[00:11:18.000 --> 00:11:20.000]  他們所傳的福音真理,
[00:11:20.000 --> 00:11:21.000]  其實他沒有變過,
[00:11:21.000 --> 00:11:24.000]  一直以來都是一樣。
[00:11:24.000 --> 00:11:28.000]  變的是教會他們自己。
[00:11:28.000 --> 00:11:30.000]  當外在的環境改變,
[00:11:30.000 --> 00:11:33.000]  當世界的事情衝擊著你的時候,
[00:11:33.000 --> 00:11:35.000]  當有不同的人跟你說,
[00:11:35.000 --> 00:11:37.000]  你作為基督徒,你要怎樣怎樣怎樣,
[00:11:37.000 --> 00:11:39.000]  你們作為教會,要怎樣怎樣怎樣,
[00:11:39.000 --> 00:11:42.000]  你作為神的見證,你要作為榮耀神,
[00:11:42.000 --> 00:11:46.000]  你要怎樣怎樣怎樣,
[00:11:46.000 --> 00:11:51.000]  當世界不斷指著你,指指點點的時候,
[00:11:51.000 --> 00:11:56.000]  我們會否都像加拿大教會的信徒一樣呢?
[00:11:56.000 --> 00:11:59.000]  我們會否一樣被動搖呢?
[00:11:59.000 --> 00:12:01.000]  很可能我們很容易說,
[00:12:01.000 --> 00:12:03.000]  當然不會啦,
[00:12:03.000 --> 00:12:05.000]  但弟子們要小心,
[00:12:05.000 --> 00:12:07.000]  經文提醒我們,
[00:12:07.000 --> 00:12:09.000]  不是我們想像中那麼簡單,
[00:12:09.000 --> 00:12:10.000]  我們再看看,
[00:12:10.000 --> 00:12:12.000]  去到17節,
[00:12:12.000 --> 00:12:14.000]  那些不懷好意的人,
[00:12:14.000 --> 00:12:17.000]  他們額頭不會寫著我不懷好意,
[00:12:17.000 --> 00:12:19.000]  經文這裡說,
[00:12:19.000 --> 00:12:22.000]  那些人是會熱心去對待你的,
[00:12:22.000 --> 00:12:24.000]  他們會去討好你的,
[00:12:24.000 --> 00:12:26.000]  他們會去阿諛奉承你的,
[00:12:26.000 --> 00:12:27.000]  但事實上,
[00:12:27.000 --> 00:12:31.000]  他們最終會使你被隔絕,
[00:12:31.000 --> 00:12:35.000]  首先他們會使你跟人隔絕,
[00:12:35.000 --> 00:12:37.000]  當一些人,
[00:12:37.000 --> 00:12:42.000]  他沒有單憑信靠上帝而得到安全感,
[00:12:42.000 --> 00:12:44.000]  他們裡面的不安全感,
[00:12:44.000 --> 00:12:48.000]  會驅使他們去自己製造一些規矩,
[00:12:48.000 --> 00:12:50.000]  去製造一些規矩,
[00:12:50.000 --> 00:12:52.000]  去壓制其他人,
[00:12:52.000 --> 00:12:56.000]  這種情況其實我們到處都見得到,
[00:12:56.000 --> 00:12:58.000]  加里太書說的在教會裡面,
[00:12:58.000 --> 00:12:59.000]  在我們的職場裡面,
[00:12:59.000 --> 00:13:00.000]  在我們社會裡面,
[00:13:00.000 --> 00:13:03.000]  甚至乎在很多國家的政權裡面,
[00:13:03.000 --> 00:13:04.000]  我們都見得到,
[00:13:04.000 --> 00:13:05.000]  這種不安全感,
[00:13:05.000 --> 00:13:09.000]  怎樣去成為很多的掣肘去壓制其他人,
[00:13:09.000 --> 00:13:13.000]  如果你是置身於這些ruler,
[00:13:13.000 --> 00:13:14.000]  這些set,
[00:13:14.000 --> 00:13:17.000]  這些條件的人底下的位置,
[00:13:17.000 --> 00:13:23.000]  而你同時間是缺乏那份從上帝而來的安全感,
[00:13:23.000 --> 00:13:27.000]  那就麻煩了,
[00:13:27.000 --> 00:13:32.000]  你會很容易不斷去依從那些規矩,
[00:13:32.000 --> 00:13:37.000]  來換取你希望可以得到的那份安全感,
[00:13:37.000 --> 00:13:39.000]  這種關係很容易令到,
[00:13:39.000 --> 00:13:43.000]  很容易令到人不其然地想去討好對方,
[00:13:43.000 --> 00:13:46.000]  保羅說如果來者不善的時候,
[00:13:46.000 --> 00:13:52.000]  他對你的熱心就是要奪去你對其他所有人的熱心,
[00:13:52.000 --> 00:13:54.000]  你就好像被他俘虜了一樣,
[00:13:54.000 --> 00:13:56.000]  做了他的奴隸,
[00:13:56.000 --> 00:14:02.000]  這個情況不單止人和人隔絕,
[00:14:02.000 --> 00:14:06.000]  伴隨著的是你和神都隔絕,
[00:14:06.000 --> 00:14:10.000]  當時加拿大教會就是處於這樣的狀態,
[00:14:10.000 --> 00:14:13.000]  所以保羅才這麼肉緊,
[00:14:13.000 --> 00:14:14.000]  他才這麼頭痛,
[00:14:14.000 --> 00:14:16.000]  在十一節說我為你們擔心,
[00:14:16.000 --> 00:14:19.000]  去到二十節他說我為你們難過,
[00:14:19.000 --> 00:14:22.000]  在原文裡面這裡更加帶有迷茫,
[00:14:22.000 --> 00:14:24.000]  困惑,
[00:14:24.000 --> 00:14:25.000]  即是沒有篩符,
[00:14:25.000 --> 00:14:31.000]  我也不知道可以再說什麼去幫你們等等的意思,
[00:14:31.000 --> 00:14:37.000]  所以保羅說我期望現今就在你們那裡,
[00:14:37.000 --> 00:14:41.000]  他可以更加清清楚楚地讓大家看清楚,
[00:14:41.000 --> 00:14:45.000]  他仍然是當日大家所認識的保羅,
[00:14:45.000 --> 00:14:49.000]  在他們眼中的那個猶如耶穌的保羅,
[00:14:49.000 --> 00:14:52.000]  他可以面對面和加拿大人重新介紹,
[00:14:52.000 --> 00:14:58.000]  他們相信的永恆不變的獨一上帝,
[00:14:58.000 --> 00:15:01.000]  我曾經聽過不少朋友說,
[00:15:01.000 --> 00:15:04.000]  你們的信仰很專制,
[00:15:04.000 --> 00:15:08.000]  你們的神只可以只有他一個神,
[00:15:08.000 --> 00:15:09.000]  沒錯,
[00:15:09.000 --> 00:15:13.000]  大家都知道十誡裡面第一條就是不可有別的神,
[00:15:13.000 --> 00:15:15.000]  在這裡我需要說清楚一點,
[00:15:15.000 --> 00:15:18.000]  當我們過去幾星期不斷說,
[00:15:18.000 --> 00:15:20.000]  我們不需要守律法而得救,
[00:15:20.000 --> 00:15:24.000]  我們唯獨信耶穌就可以稱為二,
[00:15:24.000 --> 00:15:28.000]  但是律法並不代表和我們無關,
[00:15:28.000 --> 00:15:34.000]  十誡對我們仍然是在起作用的那些律法,
[00:15:34.000 --> 00:15:38.000]  耶穌在馬太福音裡面十六章十七節這樣說,
[00:15:38.000 --> 00:15:41.000]  不要以為我來是要廢掉律法和先知,
[00:15:41.000 --> 00:15:44.000]  我來不是要廢掉,
[00:15:44.000 --> 00:15:47.000]  而是要成全,
[00:15:47.000 --> 00:15:49.000]  分別在哪裡?
[00:15:49.000 --> 00:15:51.000]  分別在我們不殺人,
[00:15:51.000 --> 00:15:54.000]  不是因為我們要守律法,
[00:15:54.000 --> 00:15:57.000]  而是因為我們跟隨著主耶穌基督去愛人,
[00:15:57.000 --> 00:16:00.000]  所以我們不會有殺人的動機,
[00:16:00.000 --> 00:16:03.000]  大家明白那個分別嗎?
[00:16:03.000 --> 00:16:05.000]  同樣地我們不可以信別的神,
[00:16:05.000 --> 00:16:10.000]  是因為我們有跟隨主耶穌基督去愛神的心智,
[00:16:10.000 --> 00:16:12.000]  不是因為我們要守律法,
[00:16:12.000 --> 00:16:15.000]  我們不是因為律法跟我們說我們要愛神,
[00:16:15.000 --> 00:16:17.000]  所以我們就愛神,
[00:16:17.000 --> 00:16:20.000]  愛是不能逼的,
[00:16:20.000 --> 00:16:24.000]  勉強是沒有幸福的,
[00:16:24.000 --> 00:16:26.000]  很怕大家在說Amen,
[00:16:26.000 --> 00:16:28.000]  看一看旁邊,Amen,
[00:16:28.000 --> 00:16:29.000]  勉強是沒有幸福,
[00:16:29.000 --> 00:16:32.000]  所以不是勉強,
[00:16:32.000 --> 00:16:35.000]  OK,
[00:16:35.000 --> 00:16:38.000]  但是耶穌說所有律法的總綱,
[00:16:38.000 --> 00:16:43.000]  就是總括在愛神和愛人如己,
[00:16:43.000 --> 00:16:45.000]  這個好像是一個難題,
[00:16:45.000 --> 00:16:48.000]  這個難題是怎樣去愛,
[00:16:48.000 --> 00:16:51.000]  愛不是無中生有的,
[00:16:51.000 --> 00:16:52.000]  又來了,
[00:16:52.000 --> 00:16:58.000]  問世間情事何物,
[00:16:58.000 --> 00:17:00.000]  我嘗試幾次刪除這些,
[00:17:00.000 --> 00:17:02.000]  我都要放在這裡,
[00:17:02.000 --> 00:17:04.000]  問世間情事何物呢?
[00:17:04.000 --> 00:17:10.000]  我要跟大家分享一段愛情故事,
[00:17:10.000 --> 00:17:12.000]  剛才我們好像同感不靈,
[00:17:12.000 --> 00:17:15.000]  我當然知道你不知道,
[00:17:15.000 --> 00:17:17.000]  我沒有讓你看過,
[00:17:17.000 --> 00:17:19.000]  一段可歌可泣的,
[00:17:19.000 --> 00:17:23.000]  對我來說的愛情故事,
[00:17:23.000 --> 00:17:24.000]  好了,
[00:17:24.000 --> 00:17:26.000]  大家醒了,
[00:17:26.000 --> 00:17:28.000]  精神了,
[00:17:28.000 --> 00:17:29.000]  話說十幾年前,
[00:17:29.000 --> 00:17:33.000]  我還沒有正式跟Mitchi在一起的時候,
[00:17:33.000 --> 00:17:36.000]  先清一清痰,
[00:17:36.000 --> 00:17:41.000]  我們有一段很長時間的曖昧關係,
[00:17:41.000 --> 00:17:43.000]  又不是拍拖,
