
[00:00:00.000 --> 00:00:01.240]   - Thank you, Carla.
[00:01:28.720 --> 00:01:30.680]   "I really resonate with that."
[00:01:30.680 --> 00:01:33.000]   We've been growing with numbers, as you can see,
[00:01:33.000 --> 00:01:35.760]   we're busting at the seams with overflow sometimes,
[00:01:35.760 --> 00:01:37.680]   community groups have been going.
[00:01:37.680 --> 00:01:40.680]   All this shows, yes, there has been sort of life
[00:01:40.680 --> 00:01:43.360]   in the church, and we thank God for this,
[00:01:43.360 --> 00:01:45.240]   and it's amazing and it's a blessing,
[00:01:45.240 --> 00:01:49.360]   but it makes being part of this community so exciting.
[00:01:49.360 --> 00:01:52.760]   Coming here on a Sunday is an amazing experience
[00:01:52.760 --> 00:01:55.320]   that we all get to enjoy together.
[00:01:55.320 --> 00:01:58.240]   But still, this is not the main goal.
[00:01:58.240 --> 00:02:02.560]   Because if all we've done is created life
[00:02:02.560 --> 00:02:06.000]   inside this building, inside the church,
[00:02:06.000 --> 00:02:09.120]   I feel like we've been missing one of the key parts
[00:02:09.120 --> 00:02:11.640]   of what it means to be called a disciple,
[00:02:11.640 --> 00:02:14.520]   to be called a follower of Jesus.
[00:02:14.520 --> 00:02:17.560]   And in fact, if this is all that we've achieved,
[00:02:17.560 --> 00:02:20.120]   maybe we've been wasting our time even,
[00:02:20.120 --> 00:02:22.260]   and God might not be as pleased with us
[00:02:22.260 --> 00:02:24.400]   as we think that he is.
[00:02:24.400 --> 00:02:26.880]   And we risk missing out on one of the main points,
[00:02:26.880 --> 00:02:29.600]   one of the most glorious things about what it means
[00:02:29.600 --> 00:02:32.340]   to be a disciple, to be a follower of Jesus.
[00:02:32.340 --> 00:02:35.880]   So what is this point I'm talking about?
[00:02:35.880 --> 00:02:37.600]   Well, you may have noticed that each time
[00:02:37.600 --> 00:02:40.840]   our Bible characters as an encounter with God,
[00:02:40.840 --> 00:02:44.280]   there is a mission, there is a greater purpose
[00:02:44.280 --> 00:02:46.320]   that goes along with it.
[00:02:46.320 --> 00:02:48.300]   It's not just for that person's benefit.
[00:02:48.300 --> 00:02:51.700]   In fact, as you've been led through the series,
[00:02:51.700 --> 00:02:55.320]   most of the time, it's at great cost and inconvenience
[00:02:55.320 --> 00:02:57.800]   for that person, great sacrifice for that person
[00:02:57.800 --> 00:03:00.080]   who God encounters.
[00:03:00.080 --> 00:03:02.880]   But there's always a bigger impact to those around them.
[00:03:02.880 --> 00:03:04.720]   We didn't look at the prophet Jeremiah.
[00:03:04.720 --> 00:03:07.600]   I saved us from that, 'cause Jeremiah is a key example
[00:03:07.600 --> 00:03:10.400]   of a prophet that encounters God, God speaks to him,
[00:03:10.400 --> 00:03:12.360]   and he hates it, actually.
[00:03:12.360 --> 00:03:13.920]   But he's like, "Stop speaking to me, Lord.
[00:03:13.920 --> 00:03:16.080]   "I can't take this."
[00:03:16.080 --> 00:03:19.000]   But it feels like there's a fire inside his bones.
[00:03:19.000 --> 00:03:20.760]   You know that Bible verse.
[00:03:20.760 --> 00:03:21.960]   Because God has spoken to him,
[00:03:21.960 --> 00:03:24.480]   he can't help but speak it back out.
[00:03:24.480 --> 00:03:27.760]   But it's not a comfortable position for him to be in.
[00:03:27.760 --> 00:03:30.580]   With Jacob, we see he wrestles with God.
[00:03:30.580 --> 00:03:32.360]   But the greater impact was to inspire
[00:03:32.360 --> 00:03:34.840]   the birth of a new nation.
[00:03:34.840 --> 00:03:37.360]   For Joshua, he encounters God,
[00:03:37.360 --> 00:03:40.480]   but the bigger part of that was to prove to the Canaanites
[00:03:40.480 --> 00:03:42.800]   that God is the only one true God.
[00:03:42.800 --> 00:03:47.360]   For Daniel, as he wrestles with King Darius
[00:03:47.360 --> 00:03:48.920]   and he gets thrown into the lion's den,
[00:03:48.920 --> 00:03:50.880]   he encounters God in the lion's den.
[00:03:50.880 --> 00:03:52.280]   The bigger impact that comes from that
[00:03:52.280 --> 00:03:54.240]   is the decree that comes at the end
[00:03:54.240 --> 00:03:56.560]   where the whole kingdom, king degrees,
[00:03:56.560 --> 00:03:58.720]   has to now worship God.
[00:03:58.720 --> 00:04:02.120]   For Elijah, it was a reminder to turn the Israelites
[00:04:02.120 --> 00:04:04.960]   back to God away from idol worship.
[00:04:04.960 --> 00:04:06.960]   For Hannah, it was the call for her to,
[00:04:06.960 --> 00:04:08.920]   she did eventually give birth to a child,
[00:04:08.920 --> 00:04:10.800]   but then she turns around and sacrifices
[00:04:10.800 --> 00:04:14.960]   and gives that child back to the Lord.
[00:04:14.960 --> 00:04:16.980]   And so it's the same for us today.
[00:04:18.240 --> 00:04:20.040]   We don't want to encounter God
[00:04:20.040 --> 00:04:23.040]   so that the church on Sundays can be this amazing gathering
[00:04:23.040 --> 00:04:25.320]   that we get to enjoy this week, each week.
[00:04:25.320 --> 00:04:28.200]   Yes, it's a privilege we get to do this,
[00:04:28.200 --> 00:04:29.880]   but what we really should be asking for
[00:04:29.880 --> 00:04:34.640]   is for God to encounter us so that he can use this body
[00:04:34.640 --> 00:04:38.080]   to work through his church, to disrupt our lives,
[00:04:38.080 --> 00:04:40.840]   to enter out of our wills and purposes
[00:04:40.840 --> 00:04:44.200]   so that he can be made known to others.
[00:04:44.200 --> 00:04:47.740]   That is what we're trying to do here this morning.
[00:04:48.740 --> 00:04:51.500]   God's heart is that we would encounter him
[00:04:51.500 --> 00:04:54.800]   so that we can make him known to everyone else.
[00:04:54.800 --> 00:04:58.860]   Psalm 46 makes this point well.
[00:04:58.860 --> 00:05:00.760]   Okay, Bible quiz for one second, okay?
[00:05:00.760 --> 00:05:06.700]   Finish this verse, "Be still and know that I am God."
[00:05:06.700 --> 00:05:08.380]   What comes next?
[00:05:08.380 --> 00:05:13.020]   But you know that's not the end of this verse, right?
[00:05:13.020 --> 00:05:16.740]   But we sing this song, right, the song "Still,"
[00:05:16.740 --> 00:05:20.780]   and we feel God close to us, but the proper end,
[00:05:20.780 --> 00:05:22.660]   this is not the end of this verse.
[00:05:22.660 --> 00:05:24.620]   So it sort of misses the point.
[00:05:24.620 --> 00:05:27.700]   Now, don't get me wrong, I'm not dissing on "Still," okay?
[00:05:27.700 --> 00:05:30.300]   It's one of my favorite songs, I love that song.
[00:05:30.300 --> 00:05:32.620]   It's carried me through some deep seasons
[00:05:32.620 --> 00:05:34.300]   of trouble in my life.
[00:05:34.300 --> 00:05:37.260]   But the entirety of that verse reads like this.
[00:05:37.260 --> 00:05:40.020]   "Be still and know that I am God.
[00:05:40.020 --> 00:05:42.480]   "I will be exalted among the nations.
[00:05:42.480 --> 00:05:46.100]   "I will be exalted in the earth."
[00:05:46.100 --> 00:05:48.820]   In other words, church is not about us.
[00:05:48.820 --> 00:05:51.980]   What God is really saying here is,
[00:05:51.980 --> 00:05:54.140]   be still and let me know that I'm close to you.
[00:05:54.140 --> 00:05:55.780]   That's not what he's saying.
[00:05:55.780 --> 00:05:56.620]   But what he's saying is,
[00:05:56.620 --> 00:05:58.900]   be still so that you can see I am God
[00:05:58.900 --> 00:06:02.940]   that is exalted over everything in this world, right?
[00:06:02.940 --> 00:06:04.220]   And that hits a little bit different
[00:06:04.220 --> 00:06:06.220]   when we look at it from that perspective
[00:06:06.220 --> 00:06:08.780]   in its entire context.
[00:06:08.780 --> 00:06:11.300]   Because it's not just about knowing God,
[00:06:11.300 --> 00:06:13.420]   it's about making him known.
[00:06:14.980 --> 00:06:16.940]   And all this talk about encountering God,
[00:06:16.940 --> 00:06:19.580]   yes, it should give you a deeper appreciation of God,
[00:06:19.580 --> 00:06:21.700]   a more intimate relationship with him.
[00:06:21.700 --> 00:06:23.340]   Yes, it should have strengthened your faith,
[00:06:23.340 --> 00:06:25.460]   but at the same time,
[00:06:25.460 --> 00:06:28.940]   it should have also given you a deeper love for others.
[00:06:28.940 --> 00:06:31.240]   Because this is God's heart for the world.
[00:06:31.240 --> 00:06:33.900]   It should have also led you to a desire
[00:06:33.900 --> 00:06:37.500]   to let other people know about him.
[00:06:37.500 --> 00:06:39.460]   It should have motivated you to think like,
[00:06:39.460 --> 00:06:43.060]   oh my goodness, God is so good, God is so amazing.
[00:06:43.060 --> 00:06:45.140]   This encounter I've had has been so powerful,
[00:06:45.140 --> 00:06:48.020]   I cannot possibly keep it to myself anymore.
[00:06:48.020 --> 00:06:49.860]   I have to tell someone about this.
[00:06:49.860 --> 00:06:52.140]   All people everywhere, all the time,
[00:06:52.140 --> 00:06:54.180]   need to know who God is.
[00:06:54.180 --> 00:06:55.940]   And I'm not gonna give myself rest
[00:06:55.940 --> 00:06:57.980]   until everyone knows out there
[00:06:57.980 --> 00:07:01.060]   that there is a God exalted over everything in this world.
[00:07:01.060 --> 00:07:01.900]   Amen?
[00:07:01.900 --> 00:07:05.020]   This is what our purpose is.
[00:07:05.020 --> 00:07:08.460]   This is what the church is for.
[00:07:08.460 --> 00:07:11.860]   In fact, this is so important to God's heart.
[00:07:11.860 --> 00:07:14.140]   Jesus' last words before he went into heaven
[00:07:14.140 --> 00:07:17.740]   was a command to make this happen.
[00:07:17.740 --> 00:07:20.260]   Jesus says, "All authority in heaven and on earth
[00:07:20.260 --> 00:07:21.620]   "has been given to me.
[00:07:21.620 --> 00:07:25.200]   "Therefore go and make disciples of all nations,
[00:07:25.200 --> 00:07:27.160]   "baptizing them in the name of the Father
[00:07:27.160 --> 00:07:28.820]   "and of the Son of the Holy Spirit,
[00:07:28.820 --> 00:07:31.720]   "and teaching them to obey everything I have commanded you,
[00:07:31.720 --> 00:07:34.700]   "and surely I'm with you always to the very end of the age."
[00:07:34.700 --> 00:07:37.300]   The Great Commission, Matthew 28.
[00:07:37.300 --> 00:07:39.620]   In another version of this, he says it like this.
[00:07:39.620 --> 00:07:40.920]   "But you will receive power
[00:07:40.920 --> 00:07:42.460]   "when the Holy Spirit comes on you,
[00:07:42.460 --> 00:07:45.520]   "and you will be my witnesses, my declarers,
[00:07:45.520 --> 00:07:48.060]   "in Jerusalem, in Judea, and Samaria,
[00:07:48.060 --> 00:07:49.780]   "and to the ends of the earth."
[00:07:49.780 --> 00:07:50.620]   Acts 1:8.
[00:07:50.620 --> 00:07:55.020]   Right, notice what Jesus didn't say.
[00:07:55.020 --> 00:07:57.060]   He didn't say the last thing he said.
[00:07:57.060 --> 00:07:59.620]   You know, "Hey, don't forget to come to church every Sunday."
[00:07:59.620 --> 00:08:00.440]   Right?
[00:08:00.440 --> 00:08:01.280]   That's not what he said.
[00:08:01.280 --> 00:08:02.740]   He didn't say, "Hey, don't forget to join up
[00:08:02.740 --> 00:08:04.660]   "to the community groups."
[00:08:04.660 --> 00:08:07.480]   He didn't say, "Don't forget to give your tithes
[00:08:07.480 --> 00:08:08.780]   "and your offerings."
[00:08:09.740 --> 00:08:13.300]   His last and final instructions were to go.
[00:08:13.300 --> 00:08:16.440]   Go and tell people about me.
[00:08:16.440 --> 00:08:18.040]   Go and tell people who God is.
[00:08:18.040 --> 00:08:19.860]   Go and be a witness to people
[00:08:19.860 --> 00:08:22.740]   about your encounters with me.
[00:08:22.740 --> 00:08:24.860]   Make disciples, baptize them,
[00:08:24.860 --> 00:08:26.300]   teach them what I've taught you.
[00:08:26.300 --> 00:08:28.660]   These are verbs, these are action words
[00:08:28.660 --> 00:08:30.860]   called for us to go and do.
[00:08:30.860 --> 00:08:34.100]   So the question today is,
[00:08:34.100 --> 00:08:37.660]   are we doing the work of making disciples?
[00:08:38.760 --> 00:08:40.480]   Are we proclaiming to Jesus
[00:08:40.480 --> 00:08:43.020]   is to those who don't know him yet?
[00:08:43.020 --> 00:08:47.540]   Are we taking action to make Jesus known to everyone?
[00:08:47.540 --> 00:08:50.940]   And how do we do this, church?
[00:08:50.940 --> 00:08:53.660]   We do this by preaching the word.
[00:08:53.660 --> 00:08:58.500]   If we want God to be lifted high in this world,
[00:08:58.500 --> 00:09:02.060]   if we want Jesus to be exalted as a name above all names,
[00:09:02.060 --> 00:09:06.320]   we, as his children, as his body, have to preach the word.
[00:09:07.260 --> 00:09:09.520]   And this is the challenge from scripture
[00:09:09.520 --> 00:09:10.980]   for all of us today.
[00:09:10.980 --> 00:09:14.080]   Now, I'm not gonna try and sugarcoat anything
[00:09:14.080 --> 00:09:17.600]   because it is a massive challenge.
[00:09:17.600 --> 00:09:19.400]   But I believe it's one that we are all,
[00:09:19.400 --> 00:09:23.020]   every single person in this room, is called to respond to.
[00:09:23.020 --> 00:09:25.760]   It's a challenge that if we can commit
[00:09:25.760 --> 00:09:28.480]   to doing our very best to meet it,
[00:09:28.480 --> 00:09:30.460]   this will be the kind of community,
[00:09:30.460 --> 00:09:32.660]   the kind of society, the kind of church
[00:09:32.660 --> 00:09:35.080]   that Jesus is looking for.
[00:09:36.440 --> 00:09:38.300]   That's my introduction, okay?
[00:09:38.300 --> 00:09:39.700]   So let's look at today's passage.
[00:09:39.700 --> 00:09:44.000]   I'm reading from 2 Timothy 4, one to five.
[00:09:44.000 --> 00:09:44.840]   It says this.
[00:09:44.840 --> 00:09:47.920]   In the presence of God and of Christ Jesus
[00:09:47.920 --> 00:09:49.600]   who will judge the living and the dead,
[00:09:49.600 --> 00:09:52.780]   and in view of his appearing and his kingdom,
[00:09:52.780 --> 00:09:55.160]   I give you this charge.
[00:09:55.160 --> 00:09:57.000]   I give you this charge.
[00:09:57.000 --> 00:09:59.160]   Preach the word.
[00:09:59.160 --> 00:10:01.920]   Be prepared in season and out of season.
[00:10:01.920 --> 00:10:04.960]   Correct, rebuke, encourage with great patience
[00:10:04.960 --> 00:10:07.400]   and careful instruction.
[00:10:07.400 --> 00:10:08.680]   For the time will come when people
[00:10:08.680 --> 00:10:10.680]   will not put up with sound doctrine.
[00:10:10.680 --> 00:10:12.280]   Instead, to suit their own desires,
[00:10:12.280 --> 00:10:14.520]   they will gather around with them a great number of teachers
[00:10:14.520 --> 00:10:17.760]   to say what their itching ears want to hear.
[00:10:17.760 --> 00:10:19.760]   They will turn their ears away from the truth
[00:10:19.760 --> 00:10:22.120]   and turn aside to myths.
[00:10:22.120 --> 00:10:26.320]   But you, keep your head in all situations.
[00:10:26.320 --> 00:10:28.000]   Endure hardship.
[00:10:28.000 --> 00:10:30.000]   Do the work of an evangelist.
[00:10:30.000 --> 00:10:33.680]   Discharge all the duties of your ministry.
[00:10:34.860 --> 00:10:36.520]   Okay, this is good, I think.
[00:10:36.520 --> 00:10:39.660]   No one's running out the door so far, okay.
[00:10:39.660 --> 00:10:41.820]   So I'm gonna take it as, if you're sitting here
[00:10:41.820 --> 00:10:45.800]   continuing to listen, I'm gonna take it as
[00:10:45.800 --> 00:10:48.480]   thinking that you mean everyone's buying in.
[00:10:48.480 --> 00:10:50.520]   You're saying yes, we want to learn
[00:10:50.520 --> 00:10:51.720]   what it means to do this.
[00:10:51.720 --> 00:10:54.620]   Together we want to preach God's word.
[00:10:54.620 --> 00:10:57.400]   So we'll get to that in a minute.
[00:10:57.400 --> 00:11:01.280]   But before Paul gets to the how, how do we do this,
[00:11:01.280 --> 00:11:04.360]   first he gives us a sense of why.
[00:11:04.360 --> 00:11:06.220]   And the why is actually quite,
[00:11:06.220 --> 00:11:08.860]   it's a good reminder for us.
[00:11:08.860 --> 00:11:12.200]   The why is because time is running out.
[00:11:12.200 --> 00:11:17.020]   Paul starts his charge with a sense of urgency.
[00:11:17.020 --> 00:11:19.700]   He's telling us, this isn't something we can save for later.
[00:11:19.700 --> 00:11:22.040]   This isn't something that you put on the back burner.
[00:11:22.040 --> 00:11:23.500]   It's not a slow cooker moment.
[00:11:23.500 --> 00:11:26.100]   We'll wait and check on it later to see what happens.
[00:11:26.100 --> 00:11:27.940]   Preaching the word is a challenge
[00:11:27.940 --> 00:11:31.980]   that needs to be responded to today, right now.
[00:11:31.980 --> 00:11:33.800]   Time is of the essence.
[00:11:34.460 --> 00:11:36.300]   He says it like this, in the presence of God
[00:11:36.300 --> 00:11:39.760]   and Christ Jesus, who will judge the living and the dead,
[00:11:39.760 --> 00:11:43.120]   and in view of his appearing and his kingdom,
[00:11:43.120 --> 00:11:44.560]   I give you this charge.
[00:11:44.560 --> 00:11:47.040]   As Paul was writing this letter,
[00:11:47.040 --> 00:11:49.520]   he's writing to a young protégé,
[00:11:49.520 --> 00:11:53.160]   a young follower, disciple of his, called Timothy.
[00:11:53.160 --> 00:11:55.520]   And during the time of Paul's writing,
[00:11:55.520 --> 00:11:56.960]   he's in deep trouble, actually.
[00:11:56.960 --> 00:12:00.400]   He's imprisoned because of his dedication
[00:12:00.400 --> 00:12:02.360]   to preaching the gospel.
[00:12:02.360 --> 00:12:04.680]   And this time, he seems to be aware
[00:12:04.680 --> 00:12:07.400]   that his time on earth is limited.
[00:12:07.400 --> 00:12:11.080]   He feels like he could be executed any moment now.
[00:12:11.080 --> 00:12:12.640]   He's had a few run-ins with the law.
[00:12:12.640 --> 00:12:14.360]   He's been in prison a bunch of times.
[00:12:14.360 --> 00:12:15.840]   But this time, he just senses,
[00:12:15.840 --> 00:12:18.040]   he just knows something is different.
[00:12:18.040 --> 00:12:21.280]   I don't have much time left, so I have to tell you this.
[00:12:21.280 --> 00:12:24.940]   But this is also a reminder for us.
[00:12:24.940 --> 00:12:27.840]   Now, I'm not sure how often you think
[00:12:27.840 --> 00:12:30.000]   about the brevity of life.
[00:12:30.000 --> 00:12:32.560]   I know it's a bit of a morbid thing to think about,
[00:12:32.560 --> 00:12:33.920]   but probably day to day,
[00:12:33.920 --> 00:12:36.160]   hopefully it's not something we focus on too much.
[00:12:36.160 --> 00:12:37.360]   It kind of gets us down.
[00:12:37.360 --> 00:12:41.320]   But as your day goes past, the sun goes up,
[00:12:41.320 --> 00:12:42.880]   the sun goes down.
[00:12:42.880 --> 00:12:43.880]   We live our lives.
[00:12:43.880 --> 00:12:46.000]   We wake up, brush your teeth, hopefully,
[00:12:46.000 --> 00:12:48.080]   have breakfast, get ready to work,
[00:12:48.080 --> 00:12:49.840]   drop the kids off at school,
[00:12:49.840 --> 00:12:52.920]   argue with your partner over what to have for dinner,
[00:12:52.920 --> 00:12:55.600]   send memes to your bestie on Instagram,
[00:12:55.600 --> 00:12:57.840]   go shopping, do exercise,
[00:12:57.840 --> 00:12:59.360]   decide what to watch on Netflix,
[00:12:59.360 --> 00:13:01.200]   and then fall asleep in front of the TV, right?
[00:13:01.200 --> 00:13:03.720]   All the day to day routine of things.
[00:13:03.720 --> 00:13:05.640]   Occasionally, we might look to the future and say,
[00:13:05.640 --> 00:13:08.640]   okay, I'm gonna go on holiday here or there sometime.
[00:13:08.640 --> 00:13:12.480]   But here's the reality, church.
[00:13:12.480 --> 00:13:17.320]   The reality is tomorrow is not guaranteed for any of us.
[00:13:17.320 --> 00:13:23.320]   Everyone's time on this earth could end at any moment.
[00:13:23.320 --> 00:13:25.480]   And when that happens, we find ourselves,
[00:13:25.480 --> 00:13:28.920]   we're going to find ourselves face to face with Jesus.
[00:13:29.760 --> 00:13:32.200]   Life on earth will end in two ways.
[00:13:32.200 --> 00:13:33.720]   Either your body will stop working
[00:13:33.720 --> 00:13:35.240]   and there's a whole bunch of stuff
[00:13:35.240 --> 00:13:37.200]   that can cause that to happen,
[00:13:37.200 --> 00:13:40.480]   or Jesus comes back and nobody apart from the Father
[00:13:40.480 --> 00:13:42.280]   knows when exactly that's gonna be.
[00:13:42.280 --> 00:13:46.200]   The truth is, we don't know.
[00:13:46.200 --> 00:13:49.440]   We'll never know how close we are to the final day
[00:13:49.440 --> 00:13:51.800]   until it actually hits us.
[00:13:51.800 --> 00:13:56.280]   Which is why the Bible tells us to be careful how we live.
[00:13:57.160 --> 00:13:59.640]   Which is why it tells us where we're to live each day
[00:13:59.640 --> 00:14:03.680]   as people ready to meet Jesus face to face.
[00:14:03.680 --> 00:14:05.520]   Because when we do meet him face to face,
[00:14:05.520 --> 00:14:07.520]   we have to be ready because that means
[00:14:07.520 --> 00:14:10.720]   it's time for judgment, right?
[00:14:10.720 --> 00:14:12.280]   We're gonna meet Jesus face to face.
[00:14:12.280 --> 00:14:14.720]   Either he's gonna come back to fully reclaim this earth,
[00:14:14.720 --> 00:14:16.120]   and when we do see him,
[00:14:16.120 --> 00:14:19.040]   there's gonna be some questions he's gonna ask us.
[00:14:19.040 --> 00:14:20.160]   He's coming back, it says,
[00:14:20.160 --> 00:14:23.200]   to judge the living and the dead.
[00:14:23.200 --> 00:14:26.240]   So what's he gonna judge us on?
[00:14:27.240 --> 00:14:28.880]   Well, he's gonna ask us questions, I think,
[00:14:28.880 --> 00:14:30.320]   things like this.
[00:14:30.320 --> 00:14:33.520]   Have you been a good and faithful servant?
[00:14:33.520 --> 00:14:36.680]   Have you loved me with all your heart,
[00:14:36.680 --> 00:14:39.440]   mind, soul, and strength?
[00:14:39.440 --> 00:14:42.680]   Have you loved others as I have loved you?
[00:14:42.680 --> 00:14:45.200]   Have you looked after the widows and the orphans?
[00:14:45.200 --> 00:14:46.600]   Have you been a voice of justice
[00:14:46.600 --> 00:14:48.240]   to the weak and the oppressed?
[00:14:48.240 --> 00:14:51.000]   All of which can be summed up in this question, I think.
[00:14:51.000 --> 00:14:54.040]   Have you preached the word of God?
[00:14:55.280 --> 00:15:00.080]   Church, are we living in the light of Jesus's return?
[00:15:00.080 --> 00:15:02.960]   Do we live life knowing that it could
[00:15:02.960 --> 00:15:06.560]   truly be over at any moment?
[00:15:06.560 --> 00:15:08.320]   And because of this, do we realize
[00:15:08.320 --> 00:15:11.040]   that there's a severe urgency in the way we live?
[00:15:11.040 --> 00:15:15.200]   Because of this, we have to preach the word.
[00:15:15.200 --> 00:15:18.280]   Preach the word, be prepared in and out of season
[00:15:18.280 --> 00:15:21.520]   to correct, rebuke, encourage with great patience
[00:15:21.520 --> 00:15:23.440]   and careful instruction.
[00:15:23.440 --> 00:15:25.880]   Preach the word, church.
[00:15:25.880 --> 00:15:30.320]   Okay, I know, this is the preacher on a Sunday
[00:15:30.320 --> 00:15:31.880]   telling people to preach the word, right?
[00:15:31.880 --> 00:15:32.920]   This is your job, right?
[00:15:32.920 --> 00:15:34.320]   We pay you to do this, right?
[00:15:34.320 --> 00:15:36.800]   This is what you're important for, Alison.
[00:15:36.800 --> 00:15:39.640]   And yes, right, part of what we do on a Sunday
[00:15:39.640 --> 00:15:41.800]   is to preach the word.
[00:15:41.800 --> 00:15:43.280]   And for me, on a personal level,
[00:15:43.280 --> 00:15:45.640]   I feel like this is something that God's called me to do,
[00:15:45.640 --> 00:15:46.840]   I enjoy doing, right?
[00:15:46.840 --> 00:15:49.400]   This is a part of my ministry.
[00:15:49.400 --> 00:15:53.160]   However, the word preached does not mean
[00:15:53.160 --> 00:15:55.560]   the preaching, the teaching, unpacking of God's word
[00:15:55.560 --> 00:16:00.320]   at 11, 15, 12, and 9 or 15 on a Sunday, right?
[00:16:00.320 --> 00:16:01.880]   That's not what it means.
[00:16:01.880 --> 00:16:06.000]   Preach simply means to proclaim or to talk about.
[00:16:06.000 --> 00:16:08.800]   And when Paul says the word,
[00:16:08.800 --> 00:16:10.960]   it's not referring to just the actual words
[00:16:10.960 --> 00:16:14.360]   of scripture itself, but the word is really referring
[00:16:14.360 --> 00:16:17.560]   to the overall Christian message, right?
[00:16:17.560 --> 00:16:22.040]   The message of truth and love and hope.
[00:16:22.040 --> 00:16:24.640]   The message that King Jesus is the one
[00:16:24.640 --> 00:16:28.680]   who is the one true King, King of all kings.
[00:16:28.680 --> 00:16:30.920]   He loved you enough to go to the cross for you
[00:16:30.920 --> 00:16:32.560]   as a sacrifice.
[00:16:32.560 --> 00:16:36.000]   That is life, death, and resurrection means grace,
[00:16:36.000 --> 00:16:39.520]   mercy, and forgiveness to all who will put their trust
[00:16:39.520 --> 00:16:40.360]   in him.
[00:16:40.360 --> 00:16:42.920]   But here's the other thing as well.
[00:16:42.920 --> 00:16:45.440]   Preaching is not just with words.
[00:16:45.440 --> 00:16:49.280]   Part of preaching also has to be how we live our lives,
[00:16:49.280 --> 00:16:50.720]   right?
[00:16:50.720 --> 00:16:54.040]   Do we live a life that is in tune with Jesus?
[00:16:54.040 --> 00:16:57.360]   Like I was saying just now, do we love others like he does?
[00:16:57.360 --> 00:16:59.800]   Do we serve the poor and the marginalized?
[00:16:59.800 --> 00:17:01.360]   Are we living in the truth?
[00:17:01.360 --> 00:17:04.320]   Do we resist temptation and evil?
[00:17:04.320 --> 00:17:07.640]   We preach the word also when we live a life
[00:17:07.640 --> 00:17:11.280]   that reflects the life of Jesus.
[00:17:11.280 --> 00:17:14.160]   So preaching the word means talking about
[00:17:14.160 --> 00:17:18.760]   and demonstrating the message of Jesus.
[00:17:18.760 --> 00:17:21.960]   Now this is something everyone can do.
[00:17:21.960 --> 00:17:25.400]   Not just the man behind the, not just the person,
[00:17:25.400 --> 00:17:27.320]   the man or woman behind the pulpit,
[00:17:27.320 --> 00:17:30.720]   but every single person.
[00:17:30.720 --> 00:17:34.720]   And this challenge is one that we've got to,
[00:17:34.720 --> 00:17:39.040]   we have to live by all of the time.
[00:17:39.040 --> 00:17:43.280]   In Paul's word he says, "In season and out of season."
[00:17:43.280 --> 00:17:46.240]   Now if you look through my Instagram algorithm,
[00:17:46.240 --> 00:17:48.320]   there's a lot of random stuff,
