
[00:00:00.000 --> 00:00:03.720]  今天我們延續我們的講道系列
[00:02:15.760 --> 00:02:20.040]  他們天天同心合意,行切地在聖殿裡面敬拜
[00:02:20.040 --> 00:02:21.720]  而且在家中抹餅
[00:02:21.720 --> 00:02:24.400]  全著歡喜坦誠的心用飯
[00:02:24.400 --> 00:02:25.880]  讚美神
[00:02:25.880 --> 00:02:28.160]  得全體百姓的喜愛
[00:02:28.160 --> 00:02:32.760]  主張得救的人天天加給他們
[00:02:32.760 --> 00:02:35.880]  一段相信大家都耳熟能詳的經文
[00:02:35.880 --> 00:02:40.200]  在這段經文當中有一個位置是特別吸引到我們注意的
[00:02:40.200 --> 00:02:42.000]  是特別有一個概念
[00:02:42.000 --> 00:02:44.520]  凡物公用
[00:02:44.520 --> 00:02:45.720]  第四十四節說
[00:02:45.720 --> 00:02:50.120]  信主的人聚在一起,凡物公用
[00:02:50.120 --> 00:02:52.120]  又賣了田產和家業
[00:02:52.120 --> 00:02:56.680]  照每一個人所需要的分給他們
[00:02:56.680 --> 00:03:01.280]  現代的基督徒每逢提到如何學習早期教會生活
[00:03:01.280 --> 00:03:03.280]  到了這裡就卡住了
[00:03:03.280 --> 00:03:05.040]  到了凡物公用卡住了
[00:03:05.040 --> 00:03:06.840]  凡物公用我怎麼辦?
[00:03:06.840 --> 00:03:09.960]  如果你有房子拿著
[00:03:09.960 --> 00:03:13.760]  如果說凡物公用是一個教會的規條
[00:03:13.760 --> 00:03:16.000]  我不知道你們會不會還坐在這裡
[00:03:16.000 --> 00:03:17.440]  當然現在可能市道不好
[00:03:17.440 --> 00:03:19.080]  負資產當然拿出來
[00:03:19.080 --> 00:03:22.520]  頂曉不就幫我填了一個洞
[00:03:22.520 --> 00:03:25.480]  教會最忌諱的是一件事
[00:03:25.480 --> 00:03:27.400]  講就天下無敵
[00:03:27.400 --> 00:03:30.000]  做就怎樣?
[00:03:30.000 --> 00:03:31.920]  無能為力
[00:03:31.920 --> 00:03:33.720]  但很多時候
[00:03:33.720 --> 00:03:39.680]  這個情況往往都會很實際地發生
[00:03:39.680 --> 00:03:42.400]  凡物公用是一個很難搞的理念
[00:03:42.400 --> 00:03:43.880]  但越是難搞
[00:03:43.880 --> 00:03:45.360]  我們就越是要搞清楚
[00:03:45.360 --> 00:03:50.480]  究竟上帝要我們怎樣去回應
[00:03:50.480 --> 00:03:53.240]  偶爾我都會聽到一些
[00:03:53.240 --> 00:03:56.120]  有一個小朋友的家長
[00:03:56.120 --> 00:04:00.280]  他們說我們在想我們想多生一個
[00:04:00.280 --> 00:04:00.880]  不要針對
[00:04:00.880 --> 00:04:04.280]  剛好遇到一類同類純粹巧合
[00:04:04.280 --> 00:04:05.320]  想多生一個
[00:04:05.320 --> 00:04:06.560]  原因是什麼呢?
[00:04:06.560 --> 00:04:10.200]  原因是想小朋友更加學懂怎樣去分享
[00:04:10.200 --> 00:04:13.360]  不要覺得所有東西都是屬於我的
[00:04:13.360 --> 00:04:15.480]  我自己有兩個小朋友
[00:04:15.480 --> 00:04:17.800]  我的經歷告訴我
[00:04:17.800 --> 00:04:19.040]  沒錯
[00:04:19.040 --> 00:04:21.520]  他們會更加早地明白
[00:04:21.520 --> 00:04:24.600]  東西不是全部都是屬於他們的
[00:04:24.600 --> 00:04:28.440]  但他們也會早點學懂怎樣去爭取
[00:04:28.440 --> 00:04:30.040]  怎樣去保護自己的東西
[00:04:30.040 --> 00:04:31.720]  怎樣去讓他們自己認為是
[00:04:31.720 --> 00:04:36.000]  他們自己的東西不會被人拿走
[00:04:36.000 --> 00:04:36.920]  現實是
[00:04:36.920 --> 00:04:38.120]  你生七個都好
[00:04:38.120 --> 00:04:41.880]  他們是不會學懂怎樣去分享的
[00:04:41.880 --> 00:04:43.680]  那些東西是屬於我的
[00:04:43.680 --> 00:04:47.160]  那個想法是根深蒂固在他們裡面的
[00:04:47.160 --> 00:04:48.800]  為什麼呢?
[00:04:48.800 --> 00:04:52.720]  因為這是人的本性
[00:04:52.720 --> 00:04:57.080]  當人的本性會用盡方法去保護自己的東西的時候
[00:04:57.080 --> 00:05:00.880]  凡物公用就變得違反人性
[00:05:00.880 --> 00:05:03.800]  當在說本性這個問題
[00:05:03.800 --> 00:05:05.880]  往往我們都會很容易去說
[00:05:05.880 --> 00:05:10.480]  究竟是性本善還是性本惡
[00:05:10.480 --> 00:05:13.840]  我們作為基督徒其實不需要去討論這個問題
[00:05:13.840 --> 00:05:16.680]  因為其實聖經已經告訴我們
[00:05:16.680 --> 00:05:19.600]  人是照著神的形象去做
[00:05:19.600 --> 00:05:22.160]  所以其實應該是性本善的
[00:05:22.160 --> 00:05:25.280]  但是又因為有罪的緣故
[00:05:25.280 --> 00:05:27.320]  人一出生就有罪
[00:05:27.320 --> 00:05:29.560]  一出生就是性本惡的
[00:05:29.560 --> 00:05:31.160]  所以人又是性本善
[00:05:31.160 --> 00:05:32.560]  又是性本惡
[00:05:32.560 --> 00:05:34.120]  那還有什麼好討論的
[00:05:34.120 --> 00:05:35.920]  這個不是需要討論的問題
[00:05:35.920 --> 00:05:37.000]  我們需要去討論的
[00:05:37.000 --> 00:05:39.040]  我們需要去知道的
[00:05:39.040 --> 00:05:40.880]  是我們作為基督徒的時候
[00:05:40.880 --> 00:05:41.960]  一個上帝建立的群體
[00:05:41.960 --> 00:05:46.040]  我們怎樣從惡變為善
[00:05:46.040 --> 00:05:47.400]  同樣的邏輯
[00:05:47.400 --> 00:05:50.400]  人怎樣從自私自利的本性
[00:05:50.400 --> 00:05:56.040]  能夠轉化成為甘心樂意和其他人分享的人
[00:05:56.040 --> 00:05:58.280]  當經文記載著早期教會
[00:05:58.280 --> 00:05:59.840]  凡物公用的生活
[00:05:59.840 --> 00:06:03.040]  其實是在說上帝要世世代代的基督徒
[00:06:03.040 --> 00:06:05.760]  明白到他的心意
[00:06:05.760 --> 00:06:10.920]  回到本身按照他的形象做的人的樣式
[00:06:10.920 --> 00:06:15.800]  在他自己的世代更加完全地生活
[00:06:15.800 --> 00:06:17.800]  所以問題就在這裡
[00:06:17.800 --> 00:06:22.960]  我們怎樣去理解這裡所記載的早期教會生活呢
[00:06:22.960 --> 00:06:25.480]  在《士徒行傳》第四章
[00:06:25.480 --> 00:06:30.160]  路加他再一次說到凡物公用
[00:06:30.160 --> 00:06:31.800]  32節那裡這樣說
[00:06:31.800 --> 00:06:34.400]  很多信徒都一心一意
[00:06:34.400 --> 00:06:37.480]  沒有一個人說他任何的東西是自己的
[00:06:37.480 --> 00:06:39.400]  都是大家公用的
[00:06:39.400 --> 00:06:43.000]  使徒以大能見證主耶穌復活
[00:06:43.000 --> 00:06:45.960]  眾人也蒙了大恩
[00:06:45.960 --> 00:06:48.320]  他們當中沒有一個是缺乏的
[00:06:48.320 --> 00:06:52.040]  因為凡有田產房屋的都賣了
[00:06:52.040 --> 00:06:53.560]  將所賣的錢拿來
[00:06:53.560 --> 00:06:55.320]  放在使徒的腳前面
[00:06:55.320 --> 00:07:00.440]  按照每人的需要分給每人
[00:07:00.440 --> 00:07:02.080]  就這樣看
[00:07:02.080 --> 00:07:04.760]  這裡同樣是說將所有的東西
[00:07:04.760 --> 00:07:06.760]  大家都公用
[00:07:06.760 --> 00:07:10.400]  凡有田產房屋的都賣了
[00:07:10.400 --> 00:07:14.400]  將所賣的錢拿來
[00:07:14.400 --> 00:07:18.800]  難搞的地方其實是在中文的譯本那裡
[00:07:18.800 --> 00:07:21.680]  無論在剛才第二章或第四章那裡
[00:07:21.680 --> 00:07:23.920]  都會令人很自然地理解成為
[00:07:23.920 --> 00:07:25.680]  一下就全部拿出來
[00:07:25.680 --> 00:07:27.440]  將所有東西賣掉
[00:07:27.440 --> 00:07:29.320]  全部拿出來
[00:07:29.320 --> 00:07:30.800]  然後平均分配
[00:07:30.800 --> 00:07:33.960]  就像共產主義一樣
[00:07:33.960 --> 00:07:35.880]  但是當我們看完英文譯本
[00:07:35.880 --> 00:07:37.720]  我們就會更加能夠理解
[00:07:37.720 --> 00:07:40.440]  究竟原文所表達的是什麼
[00:07:40.440 --> 00:07:43.000]  原文裡面所表達的英文譯字是
[00:07:43.000 --> 00:07:44.640]  from time to time
[00:07:44.640 --> 00:07:47.320]  from time to time 即時不時
[00:07:47.320 --> 00:07:51.400]  當時的人是時不時將一些房產賣掉
[00:07:51.400 --> 00:07:55.760]  這個動作在原文裡面是一個持續的事態
[00:07:55.760 --> 00:07:57.280]  不是一次就完
[00:07:57.280 --> 00:08:00.240]  是不斷一直發生
[00:08:00.240 --> 00:08:00.960]  原因是什麼呢?
[00:08:00.960 --> 00:08:02.760]  為什麼他們要賣掉田產?
[00:08:02.760 --> 00:08:05.840]  是因為他們看到當時的人有缺乏
[00:08:05.840 --> 00:08:07.320]  當他們看到有缺乏的人
[00:08:07.320 --> 00:08:08.760]  有人有需要的時候
[00:08:08.760 --> 00:08:10.320]  就將自己手上
[00:08:10.320 --> 00:08:14.560]  為上帝所管理的一些財產賣出去
[00:08:14.560 --> 00:08:18.320]  將那些賣出去的錢分給有需要的人
[00:08:18.320 --> 00:08:20.360]  這個和共產主義很不同
[00:08:20.360 --> 00:08:22.320]  這個是早期教會的信徒
[00:08:22.320 --> 00:08:24.920]  因為是人的需要
[00:08:24.920 --> 00:08:29.400]  給自己無止境地累積財富更加重要
[00:08:29.400 --> 00:08:31.080]  這個是聖靈感動他們的心
[00:08:31.080 --> 00:08:33.400]  然後讓他們看得見
[00:08:33.400 --> 00:08:36.240]  他們能夠將自己所有的東西
[00:08:36.240 --> 00:08:37.160]  賣出去
[00:08:37.160 --> 00:08:40.840]  分給有需要的人
[00:08:40.840 --> 00:08:42.880]  這個關顧貧窮的理念
[00:08:42.880 --> 00:08:44.560]  其實在舊約的時期
[00:08:44.560 --> 00:08:48.600]  上帝已經藉著摩西去頒佈給以色列人
[00:08:48.600 --> 00:08:50.880]  要他們去謹守遵行
[00:08:50.880 --> 00:08:55.840]  我們看看《新命記》那裡怎麼說
[00:08:55.840 --> 00:08:59.040]  《新命記》第十五章第四節那裡說
[00:08:59.040 --> 00:09:02.400]  其實在你們中間不會有貧窮人
[00:09:02.400 --> 00:09:06.280]  因為在耶和華你的神所賜你們為業的地上
[00:09:06.280 --> 00:09:08.760]  耶和華必大大賜福給你
[00:09:08.760 --> 00:09:12.640]  只要你留心聽從耶和華你神的話
[00:09:12.640 --> 00:09:15.680]  謹守遵行我今天所吩咐你們
[00:09:15.680 --> 00:09:17.480]  這一切的命令
[00:09:17.480 --> 00:09:18.840]  因為耶和華你的神
[00:09:18.840 --> 00:09:24.240]  會照著祂所應許給你的賜福給你
[00:09:24.240 --> 00:09:26.920]  在《新命記》裡面我們看到上帝
[00:09:26.920 --> 00:09:31.120]  有律法去命令以色列人照顧貧窮人
[00:09:31.120 --> 00:09:35.400]  因為唯有有律法去管治他們
[00:09:35.400 --> 00:09:39.320]  他們才能夠幫助弱勢的人
[00:09:39.320 --> 00:09:40.920]  意味著神的子民
[00:09:40.920 --> 00:09:44.520]  沒錯,他們互相照顧是神的心意
[00:09:44.520 --> 00:09:47.400]  這是一直以來神對人
[00:09:47.400 --> 00:09:50.920]  對以色列人的一個心意
[00:09:50.920 --> 00:09:52.320]  當人明白到
[00:09:52.320 --> 00:09:54.640]  是神帶領他們出埃及的
[00:09:54.640 --> 00:09:58.280]  是神帶領他們進入應許之地
[00:09:58.280 --> 00:10:00.600]  給他們一切所需
[00:10:00.600 --> 00:10:01.960]  神要以色列人知道
[00:10:01.960 --> 00:10:05.880]  之所以他們要慷慨照顧窮人
[00:10:05.880 --> 00:10:08.280]  包括行公義、好憐憫
[00:10:08.280 --> 00:10:10.280]  前提是他們要認知
[00:10:10.280 --> 00:10:11.640]  他們要記得
[00:10:11.640 --> 00:10:16.440]  他們所擁有的一切都是來自於神
[00:10:16.440 --> 00:10:21.440]  如果每個人都這樣去遵行神的吩咐
[00:10:21.440 --> 00:10:23.120]  如果每個人都這樣去
[00:10:23.120 --> 00:10:27.120]  跟神和人有一個正確的關係
[00:10:27.120 --> 00:10:27.840]  如果這樣的話
[00:10:27.840 --> 00:10:30.800]  我們中間就不會有貧窮人
[00:10:30.800 --> 00:10:33.000]  經文說以色列人當中
[00:10:33.000 --> 00:10:34.880]  如果都是這樣去遵行
[00:10:34.880 --> 00:10:36.240]  上帝的旨意的時候
[00:10:36.240 --> 00:10:37.600]  他們當中沒有貧窮人
[00:10:37.600 --> 00:10:38.800]  在早期教會的時候
[00:10:38.800 --> 00:10:41.720]  經文說那裡沒有貧窮人
[00:10:41.720 --> 00:10:43.680]  在我們裡面
[00:10:43.680 --> 00:10:45.320]  也不會再有貧窮人
[00:10:45.320 --> 00:10:49.240]  這是世界所見到
[00:10:49.240 --> 00:10:51.120]  所希望見到的事
[00:10:51.120 --> 00:10:54.080]  但是這一天還沒到
[00:10:54.080 --> 00:10:55.760]  我們看到無論在舊約當中
[00:10:55.760 --> 00:10:57.840]  在以色列人當中以外
[00:10:57.840 --> 00:10:59.400]  又或者甚至在以色列人裡面
[00:10:59.400 --> 00:11:00.800]  他們都還沒做到
[00:11:00.800 --> 00:11:01.800]  在早期教會我們看到
[00:11:01.800 --> 00:11:03.760]  經文所講述的一群人
[00:11:03.760 --> 00:11:04.960]  在那段短時間裡面
[00:11:04.960 --> 00:11:07.320]  他們自己那群人
[00:11:07.320 --> 00:11:08.800]  可能沒有貧窮人
[00:11:08.800 --> 00:11:11.560]  在我們當中
[00:11:11.560 --> 00:11:13.880]  甚至在教會裡面
[00:11:13.880 --> 00:11:17.040]  可能我們都還沒做到
[00:11:17.040 --> 00:11:18.000]  我們不是完美的人
[00:11:18.000 --> 00:11:18.920]  我們也不可能完美
[00:11:18.920 --> 00:11:21.320]  但是我們可以成為一個更公義的人
[00:11:21.320 --> 00:11:25.080]  我們可以成為更公義的群體
[00:11:25.080 --> 00:11:26.920]  藉此我們可以將神的公義
[00:11:26.920 --> 00:11:32.400]  去彰顯在這個世界當中
[00:11:32.400 --> 00:11:33.280]  舊約時期
[00:11:33.280 --> 00:11:35.440]  神的子民
[00:11:35.440 --> 00:11:38.920]  需要被神的律法去約束
[00:11:38.920 --> 00:11:41.240]  導致中間約束的人能夠得到保障
[00:11:41.240 --> 00:11:42.920]  早期教會時期
[00:11:42.920 --> 00:11:44.440]  靠的
[00:11:44.440 --> 00:11:46.120]  其實已經不是在講
[00:11:46.120 --> 00:11:49.040]  律法會帶來懲罰的恐懼
[00:11:49.040 --> 00:11:52.400]  而是聖靈充滿所帶來的力量
[00:11:52.400 --> 00:11:53.360]  在他們的時期
[00:11:53.360 --> 00:11:56.120]  他們獨特的處境和需要
[00:11:56.120 --> 00:11:58.400]  他們在群體之間彼此看顧
[00:11:58.400 --> 00:11:59.920]  從而他們能夠建立一個
[00:11:59.920 --> 00:12:03.200]  更大更穩固的屬靈群體
[00:12:03.200 --> 00:12:06.360]  讓福音可以一直廣傳
[00:12:06.360 --> 00:12:06.920]  到今天
[00:12:06.920 --> 00:12:08.640]  聖靈同樣會充滿我們
[00:12:08.640 --> 00:12:11.000]  同樣會感動人心
[00:12:11.000 --> 00:12:14.160]  但是在一個不一樣的社會結構底下
[00:12:14.160 --> 00:12:16.200]  透過每一個基督徒
[00:12:16.200 --> 00:12:17.920]  在不同的地方
[00:12:17.920 --> 00:12:19.760]  藉著基督的愛
[00:12:19.760 --> 00:12:21.320]  在教會以內
[00:12:21.320 --> 00:12:23.240]  和教會以外
[00:12:23.240 --> 00:12:26.160]  去展現出來
[00:12:26.160 --> 00:12:27.600]  當我們在講教會以內
[00:12:27.600 --> 00:12:30.800]  就好像第二章和第四章那樣說
[00:12:30.800 --> 00:12:32.920]  天天同心合意
[00:12:32.920 --> 00:12:35.440]  信徒一心一意
[00:12:35.440 --> 00:12:37.280]  將所賣的錢拿出來
[00:12:37.280 --> 00:12:39.560]  放在使徒的腳前面
[00:12:39.560 --> 00:12:41.440]  按照每一個人的需要
[00:12:41.440 --> 00:12:44.040]  分給每一個人
[00:12:44.040 --> 00:12:46.400]  剛才我們所作的奉獻時間
[00:12:46.400 --> 00:12:48.240]  也是一個例子
[00:12:48.240 --> 00:12:49.560]  我們說十一奉獻
[00:12:49.560 --> 00:12:51.520]  但是當然對於我們教會來說
[00:12:51.520 --> 00:12:54.960]  十一是舊約的理念
[00:12:54.960 --> 00:12:57.040]  我們應該是按照聖靈的感動
[00:12:57.040 --> 00:13:01.160]  隨聖靈的帶領我們去奉獻
[00:13:01.160 --> 00:13:02.440]  縱使
[00:13:02.440 --> 00:13:06.120]  說真的要變賣我們所有的東西
[00:13:06.120 --> 00:13:07.240]  因為所有的一切
[00:13:07.240 --> 00:13:09.480]  我們都知道是上帝給我們的
[00:13:09.480 --> 00:13:11.040]  是上帝的公營
[00:13:11.040 --> 00:13:12.600]  這個不是規條
[00:13:12.600 --> 00:13:14.440]  是聖靈的感動
[00:13:14.440 --> 00:13:15.520]  聖經也說
[00:13:15.520 --> 00:13:18.600]  聖靈的感動是不能夠禁止的
[00:13:18.600 --> 00:13:21.240]  因為聖靈會隨著各人的體見
[00:13:21.240 --> 00:13:22.840]  各人的需要
[00:13:22.840 --> 00:13:25.360]  然後去讓我們怎樣去
[00:13:25.360 --> 00:13:27.840]  販物公用
[00:13:27.840 --> 00:13:29.280]  神呼召我們
[00:13:29.280 --> 00:13:31.040]  我們要彼此相愛
[00:13:31.040 --> 00:13:31.880]  要彼此關顧
[00:13:31.880 --> 00:13:33.920]  彼此去照料
[00:13:33.920 --> 00:13:36.720]  神定義是要透過我們的行動
[00:13:36.720 --> 00:13:40.160]  去供應給有需要的人
[00:13:40.160 --> 00:13:42.440]  當我們在講教會以外
[00:13:42.440 --> 00:13:44.120]  其實有不少弟兄姊妹
[00:13:44.120 --> 00:13:48.560]  都會在我們的社區當中
[00:13:48.560 --> 00:13:50.760]  用不同的方式去奉獻
[00:13:50.760 --> 00:13:53.320]  去貢獻在這個社區
[00:13:53.320 --> 00:13:54.920]  去回應聖靈的感動
[00:13:54.920 --> 00:13:57.400]  去回應上帝的呼召
[00:13:57.400 --> 00:13:58.320]  不如說到這裡
[00:13:58.320 --> 00:14:01.320]  我今天想邀請我們教會當中
[00:14:01.320 --> 00:14:02.440]  其中一位長老
[00:14:02.440 --> 00:14:03.480]  Eno
[00:14:03.480 --> 00:14:05.000]  我們有請Eno上來
[00:14:05.000 --> 00:14:07.000]  我們給Eno掌聲
[00:14:07.000 --> 00:14:11.720]  謝謝
[00:14:12.440 --> 00:14:14.440]  如果有多一張就好了
[00:14:14.440 --> 00:14:16.440]  謝謝
[00:14:16.440 --> 00:14:20.480]  好了
[00:14:20.480 --> 00:14:22.480]  Eno
[00:14:22.480 --> 00:14:26.360]  你好嗎
[00:14:26.360 --> 00:14:27.360]  吃早餐了嗎
[00:14:27.360 --> 00:14:29.360]  吃了
[00:14:29.360 --> 00:14:32.800]  Eno每次說到公義的議題
[00:14:32.800 --> 00:14:33.440]  就把你抓上來
[00:14:33.440 --> 00:14:34.040]  不是每次
[00:14:34.040 --> 00:14:35.760]  有一次兩年前
[00:14:35.760 --> 00:14:37.760]  都曾經和大家分享過
[00:14:37.760 --> 00:14:39.680]  一些關於我們怎樣去回應
[00:14:39.680 --> 00:14:40.320]  社會上的事情
[00:14:40.320 --> 00:14:41.480]  為什麼有請Eno上來呢
[00:14:41.480 --> 00:14:45.040]  因為Eno的工作
[00:14:45.040 --> 00:14:46.240]  或者你公義的時間
[00:14:46.240 --> 00:14:49.600]  你都會有去關顧一些貧窮的人
[00:14:49.600 --> 00:14:51.480]  尤其是當我們今天經文所說到
[00:14:51.480 --> 00:14:52.800]  怎樣去回應
[00:14:52.800 --> 00:14:54.280]  將自己的資源
[00:14:54.280 --> 00:14:56.120]  然後去幫助貧窮的人
[00:14:56.120 --> 00:14:58.200]  你可以和大家分享多一點你的工作嗎
[00:14:58.200 --> 00:14:59.600]  其實大家好
[00:14:59.600 --> 00:15:00.360]  我叫Eno
[00:15:00.360 --> 00:15:05.480]  我在一間國際扶貧和救災的機構工作
[00:15:05.480 --> 00:15:06.440]  我主要的工作
[00:15:06.440 --> 00:15:08.880]  其實就是用一些資金
[00:15:08.880 --> 00:15:12.280]  和一些不同的方式去支援一些社企
[00:15:12.280 --> 00:15:13.880]  和一些NGO
[00:15:13.880 --> 00:15:15.880]  去用創新的方法
[00:15:15.880 --> 00:15:18.480]  去針對本地的貧窮的議題
[00:15:18.480 --> 00:15:20.240]  或者群體他們的需要
[00:15:20.240 --> 00:15:22.240]  去幫助他們
[00:15:22.240 --> 00:15:23.240]  明白
[00:15:23.240 --> 00:15:25.840]  其實在我們頂尖的節目當中
[00:15:25.840 --> 00:15:28.720]  相信不是每個人都會去參與
[00:15:28.720 --> 00:15:29.400]  即是高度參與
[00:15:29.400 --> 00:15:30.720]  甚至在工作上
[00:15:30.720 --> 00:15:33.320]  去幫助一些貧窮的弱勢社群
[00:15:33.320 --> 00:15:35.520]  你可不可以和大家分享多一點
[00:15:35.520 --> 00:15:37.080]  我們可以怎樣去
[00:15:37.080 --> 00:15:39.640]  特別在關心貧窮的課題中
[00:15:39.640 --> 00:15:41.000]  可以留意的地方
[00:15:41.000 --> 00:15:42.880]  我覺得有一個
[00:15:42.880 --> 00:15:44.480]  這個問題有一個
[00:15:44.480 --> 00:15:46.160]  我的經歷很想和大家分享
[00:15:46.160 --> 00:15:47.880]  其實幾年前
[00:15:47.880 --> 00:15:51.280]  我和一班義工去探望一些無家者
[00:15:51.280 --> 00:15:52.560]  那個經歷很有趣
[00:15:52.560 --> 00:15:55.640]  那段時間是臨近中秋的時間
[00:15:55.640 --> 00:15:57.680]  我們就想去探望無家者
[00:15:57.680 --> 00:15:58.440]  中秋時間
[00:15:58.440 --> 00:16:01.240]  帶什麼東西去送給他們呢
[00:16:01.240 --> 00:16:02.280]  我們就馬上想到
[00:16:02.280 --> 00:16:02.920]  月餅
[00:16:02.920 --> 00:16:04.560]  我見到有人說月餅
[00:16:04.560 --> 00:16:05.760]  很順理成章
[00:16:05.760 --> 00:16:08.320]  即是團圓
[00:16:08.320 --> 00:16:09.680]  送月餅
[00:16:09.680 --> 00:16:10.480]  我們都想
[00:16:10.480 --> 00:16:11.600]  其實月餅都貴
[00:16:11.600 --> 00:16:14.680]  可能無家者都沒有錢去付這個月餅
[00:16:14.680 --> 00:16:15.520]  就很順理成章
[00:16:15.520 --> 00:16:16.760]  就帶了月餅去
[00:16:16.760 --> 00:16:18.440]  我們就去探望無家者
[00:16:18.440 --> 00:16:19.680]  開始聊天
[00:16:19.680 --> 00:16:20.280]  聊天的時候
[00:16:20.280 --> 00:16:21.920]  我們都還沒有拿月餅出來
[00:16:21.920 --> 00:16:25.160]  他就在他的袋子裡拿了三個月餅出來
[00:16:25.160 --> 00:16:27.040]  然後有五人月餅
[00:16:27.040 --> 00:16:28.680]  有雙黃白蓮蓉
[00:16:28.680 --> 00:16:30.360]  只差在沒有冰皮月餅
[00:16:30.360 --> 00:16:32.040]  他就問我們吃不吃
[00:16:32.040 --> 00:16:33.480]  為什麼有這麼多月餅
[00:16:33.480 --> 00:16:34.640]  原來因為那一期
[00:16:34.640 --> 00:16:35.800]  每個人去探望他們
[00:16:35.800 --> 00:16:37.240]  都拿月餅去
[00:16:37.240 --> 00:16:38.280]  但其實
[00:16:38.280 --> 00:16:39.880]  他說他不能吃
[00:16:39.880 --> 00:16:41.320]  因為他有糖尿病
[00:16:41.320 --> 00:16:42.880]  但他見義工這麼好心
[00:16:42.880 --> 00:16:44.560]  他又不好意思拒絕人
[00:16:44.560 --> 00:16:45.720]  收起月餅
[00:16:45.720 --> 00:16:46.720]  就不知道怎麼好
[00:16:46.720 --> 00:16:47.960]  他見到我們來
[00:16:47.960 --> 00:16:49.840]  就和我們分享月餅
[00:16:49.840 --> 00:16:50.920]  我們心裡面就
[00:16:50.920 --> 00:16:52.760]  都不好意思拿月餅出來
[00:16:52.760 --> 00:16:54.520]  因為有三個人在面前
[00:16:54.520 --> 00:16:56.800]  其實這件事很好笑
[00:16:56.800 --> 00:16:58.000]  其實回想起來
[00:16:58.000 --> 00:16:58.600]  我們就覺得
[00:16:58.600 --> 00:17:00.280]  其實
[00:17:00.280 --> 00:17:02.120]  有時候我們覺得
[00:17:02.120 --> 00:17:03.000]  當我們分享的時候
[00:17:03.000 --> 00:17:03.680]  我們都會想
[00:17:03.680 --> 00:17:05.120]  到底別人需要什麼
[00:17:05.120 --> 00:17:06.440]  分享什麼給別人
