
[00:00:00.000 --> 00:00:02.500]   in its ongoing sentence.
[00:22:48.840 --> 00:22:50.840]   Good to see you.
[00:22:50.840 --> 00:22:54.840]   If you would like to know more about us, you can talk to us,
[00:22:54.840 --> 00:22:59.840]   and also you can scan the QR code and let us know how we can help you.
[00:22:59.840 --> 00:23:03.840]   Right now, in just a moment, we're going to send our kids to K4C,
[00:23:03.840 --> 00:23:06.840]   but before we do that, I would love to pray for them.
[00:23:06.840 --> 00:23:09.840]   So if you see children sitting around, you can stretch out your hands.
[00:23:09.840 --> 00:23:11.840]   Let's pray for them.
[00:23:11.840 --> 00:23:13.840]   All right.
[00:23:13.840 --> 00:23:17.840]   Jesus, we thank you so much for every single child that you bring here.
[00:23:17.840 --> 00:23:23.840]   We thank you that you love them, and we ask, Lord, that today as they go to K4C,
[00:23:23.840 --> 00:23:29.840]   that they will know your love and that they will grow in the knowledge of you.
[00:23:29.840 --> 00:23:33.840]   We also pray and ask that you bless the teachers who prepared the lesson,
[00:23:33.840 --> 00:23:37.840]   that they can show who you are through what they've prepared.
[00:23:37.840 --> 00:23:39.840]   We pray this in your name, Jesus.
[00:23:39.840 --> 00:23:41.840]   Amen.
[00:23:41.840 --> 00:23:42.840]   Amen.
[00:23:42.840 --> 00:23:49.840]   So, parents, you may bring your kids to here, 0 to 3 and 6 to 12 right here.
[00:23:49.840 --> 00:23:52.840]   If you have a child underneath of 2, you can also go in the crash room.
[00:23:52.840 --> 00:23:56.840]   The sermon is streamed there, but you do have to accompany your child.
[00:23:56.840 --> 00:24:00.840]   So, parents, you may bring the children to K4C right now.
[00:24:00.840 --> 00:24:05.840]   While they are doing that, I want to encourage you to turn to somebody you're sitting around to,
[00:24:05.840 --> 00:24:10.840]   say hello to them, introduce yourself, and then in just a little moment, I'll bring us back.
[00:24:10.840 --> 00:24:12.840]   Let's greet each other.
[00:24:12.840 --> 00:24:15.840]   [Music]
[00:24:16.840 --> 00:24:19.840]   [Music]
[00:24:20.840 --> 00:24:23.840]   [Music]
[00:24:23.840 --> 00:24:34.840]   [Music]
[00:24:34.840 --> 00:24:44.840]   [Music]
[00:24:44.840 --> 00:24:47.840]   [Music]
[00:24:47.840 --> 00:24:57.840]   [Music]
[00:25:13.840 --> 00:25:17.840]   All right. Time to bring it back.
[00:25:17.840 --> 00:25:22.840]   I love that everyone's talking to each other. That's always a good sign, right?
[00:25:22.840 --> 00:25:26.840]   That we're excited to see each other, excited to meet each other.
[00:25:26.840 --> 00:25:30.840]   There are several things that I want to keep you updated about.
[00:25:30.840 --> 00:25:33.840]   The first thing is today's barbecue.
[00:25:33.840 --> 00:25:36.840]   Anyone excited about today's barbecue?
[00:25:36.840 --> 00:25:42.840]   Yes, I am. I'm ready. Ready for Hong Kong-style barbecue.
[00:25:42.840 --> 00:25:45.840]   Just some information on that.
[00:25:45.840 --> 00:25:47.840]   We can go to the next slide.
[00:25:47.840 --> 00:25:53.840]   If you signed up to join us today, the bus will be leaving.
[00:25:53.840 --> 00:25:56.840]   There's Thai Fat Thai restaurant.
[00:25:56.840 --> 00:25:59.840]   If you walk down the stairs and turn to the right, it's green.
[00:25:59.840 --> 00:26:01.840]   The bus will pick us up.
[00:26:01.840 --> 00:26:05.840]   I think the bus number has changed, so they gave us a different plate number now.
[00:26:05.840 --> 00:26:11.840]   But if you can make your way there by 1 o'clock, that would be awesome.
[00:26:11.840 --> 00:26:16.840]   So make your way there by 1 o'clock so we can start boarding the bus, which will take a while.
[00:26:16.840 --> 00:26:21.840]   Also, if you have not signed up to join the barbecue, but you would like to,
[00:26:21.840 --> 00:26:26.840]   you can let us know and we'll try to help you to go.
[00:26:26.840 --> 00:26:29.840]   Now, the bus is quite full.
[00:26:29.840 --> 00:26:33.840]   We might not have a space there, but there's other ways you can travel to the barbecue site
[00:26:33.840 --> 00:26:37.840]   and also purchase the ticket to join there as well.
[00:26:37.840 --> 00:26:41.840]   You can let us know if you want to do that.
[00:26:41.840 --> 00:26:45.840]   And Dora, is Dora here?
[00:26:45.840 --> 00:26:47.840]   Right over there, yes.
[00:26:47.840 --> 00:26:54.840]   She'll be checking us in and everything, so you can look for Dora as you also go to the bus.
[00:26:54.840 --> 00:26:57.840]   All right.
[00:26:57.840 --> 00:26:59.840]   Going to the next thing.
[00:26:59.840 --> 00:27:02.840]   On Christmas, we have two Sunday services.
[00:27:02.840 --> 00:27:03.840]   We're really excited about that.
[00:27:03.840 --> 00:27:05.840]   We have our children perform, which will be awesome.
[00:27:05.840 --> 00:27:07.840]   It will be cute.
[00:27:07.840 --> 00:27:10.840]   It will be a one-hour service.
[00:27:10.840 --> 00:27:13.840]   So the first one is Cantonese service 930.
[00:27:13.840 --> 00:27:17.840]   The second one is the English service.
[00:27:17.840 --> 00:27:24.840]   It will be a great time to invite family, friends, maybe people you're already spending time on Christmas with anyhow.
[00:27:24.840 --> 00:27:31.840]   And after the Christmas service, we'll have a cookie feast.
[00:27:31.840 --> 00:27:33.840]   So that's the next thing.
