
[00:00:00.000 --> 00:00:02.000]  今天我們會有Pastor Chapman
[00:02:04.280 --> 00:02:05.280]  Mirror
[00:02:05.280 --> 00:02:07.280]  是一塊鏡
[00:02:07.280 --> 00:02:13.280]  鏡不單止是
[00:02:13.280 --> 00:02:15.280]  在我們日常生活之中
[00:02:15.280 --> 00:02:17.280]  一件非常之重要的工具
[00:02:17.280 --> 00:02:19.280]  是不是
[00:02:19.280 --> 00:02:21.280]  而且很多心理學家都在說
[00:02:21.280 --> 00:02:24.280]  在我們早期發展的階段裏面
[00:02:24.280 --> 00:02:26.280]  是我們的大腦開始理解
[00:02:26.280 --> 00:02:28.280]  自我這個概念
[00:02:28.280 --> 00:02:30.280]  都是非常之重要
[00:02:30.280 --> 00:02:32.280]  這塊鏡其實在Megan
[00:02:32.280 --> 00:02:34.280]  她小時候還是BB手抱
[00:02:34.280 --> 00:02:36.280]  出生沒多久的時候我們買
[00:02:36.280 --> 00:02:38.280]  所以Megan和Mabel
[00:02:38.280 --> 00:02:41.280]  他們都是看著這塊鏡
[00:02:41.280 --> 00:02:43.280]  看著裏面的倒影
[00:02:43.280 --> 00:02:45.280]  然後慢慢就產生了
[00:02:45.280 --> 00:02:47.280]  在他們的腦裏面產生了這個
[00:02:47.280 --> 00:02:49.280]  自我的概念
[00:02:49.280 --> 00:02:52.280]  根據認知心理學家他們說
[00:02:52.280 --> 00:02:55.280]  小朋友大約在18個月開始的時候
[00:02:55.280 --> 00:02:57.280]  他們才會認得出
[00:02:57.280 --> 00:02:59.280]  鏡裏面那個其實是他們自己
[00:02:59.280 --> 00:03:01.280]  即是BB他們頭幾個月
[00:03:01.280 --> 00:03:03.280]  如果照鏡的時候
[00:03:03.280 --> 00:03:05.280]  他們以為那個是其他人
[00:03:05.280 --> 00:03:07.280]  他們以為是另一個人
[00:03:07.280 --> 00:03:09.280]  心理學家還想了一個實驗
[00:03:09.280 --> 00:03:11.280]  或者一個測試出來叫做
[00:03:11.280 --> 00:03:13.280]  我好敷衍的名字就叫做The Mirror Test
[00:03:13.280 --> 00:03:15.280]  一個鏡的測驗
[00:03:15.280 --> 00:03:17.280]  內容是什麼呢
[00:03:17.280 --> 00:03:19.280]  首先會找一個小朋友一個BB
[00:03:19.280 --> 00:03:21.280]  在他們的臉上可能點一點
[00:03:21.280 --> 00:03:23.280]  點一點下去
[00:03:23.280 --> 00:03:25.280]  然後就讓他們在鏡裏面
[00:03:25.280 --> 00:03:27.280]  看看他們和鏡子怎樣互動
[00:03:27.280 --> 00:03:29.280]  如果那個小朋友可以對著鏡子
[00:03:29.280 --> 00:03:31.280]  然後他摸一下自己
[00:03:31.280 --> 00:03:33.280]  他看到那個人他摸一下自己的臉
[00:03:33.280 --> 00:03:35.280]  那就代表他已經明白了
[00:03:35.280 --> 00:03:37.280]  這個自我的概念
[00:03:37.280 --> 00:03:39.280]  如果他去摸一下鏡子的話
[00:03:39.280 --> 00:03:41.280]  原來他還未明白什麼是自我
[00:03:41.280 --> 00:03:45.280]  鏡是在我們人類的社會裏
[00:03:45.280 --> 00:03:47.280]  幾千年以來
[00:03:47.280 --> 00:03:49.280]  其中一個
[00:03:49.280 --> 00:03:51.280]  或者是唯一一個的發明
[00:03:51.280 --> 00:03:53.280]  讓我們能夠即時
[00:03:53.280 --> 00:03:55.280]  可以看到自己的倒影
[00:03:55.280 --> 00:03:57.280]  直至十五年前
[00:03:57.280 --> 00:03:59.280]  當這些有自拍的手機被發明了
[00:03:59.280 --> 00:04:01.280]  不過在十五年之前
[00:04:01.280 --> 00:04:03.280]  一直以來在幾千年人類歷史裏
[00:04:03.280 --> 00:04:05.280]  鏡也是那個最主要的工具
[00:04:05.280 --> 00:04:07.280]  我們每一天都會照鏡
[00:04:07.280 --> 00:04:09.280]  每一天都會在這裏看著自己
[00:04:09.280 --> 00:04:11.280]  我記得我讀中學的時候
[00:04:11.280 --> 00:04:13.280]  有一次可能中六
[00:04:13.280 --> 00:04:15.280]  有一次一班同學
[00:04:15.280 --> 00:04:17.280]  去街走走到商場搭電梯的時候
[00:04:17.280 --> 00:04:19.280]  男生是很自然會做一個動作
[00:04:19.280 --> 00:04:21.280]  看到鏡子就是
[00:04:21.280 --> 00:04:23.280]  怎樣都要先弄頭髮
[00:04:23.280 --> 00:04:25.280]  那個女同學就在那裏說
[00:04:25.280 --> 00:04:27.280]  你這麼資整啊
[00:04:27.280 --> 00:04:29.280]  我們每一天都會照鏡
[00:04:29.280 --> 00:04:31.280]  我們很習慣對著鏡子做一些事情
[00:04:31.280 --> 00:04:33.280]  不過可能我們沒有意識到的是
[00:04:33.280 --> 00:04:35.280]  其實我們和鏡裏面那個人
[00:04:35.280 --> 00:04:37.280]  我們彼此都存在著一份的關係
[00:04:37.280 --> 00:04:41.280]  在我們中間
[00:04:41.280 --> 00:04:43.280]  如果你在這裏有大約一年的時間的話
[00:04:43.280 --> 00:04:45.280]  可能有些弟兄姊妹
[00:04:45.280 --> 00:04:47.280]  你聽過我的故事
[00:04:47.280 --> 00:04:49.280]  在我讀幼稚園的時候
[00:04:49.280 --> 00:04:51.280]  我偷了我爸爸的錢
[00:04:51.280 --> 00:04:53.280]  然後當他發現的時候
[00:04:53.280 --> 00:04:55.280]  非常非常生氣
[00:04:55.280 --> 00:04:57.280]  他用狼奈這件故事來教訓我
[00:04:57.280 --> 00:04:59.280]  他特別說了一句話
[00:04:59.280 --> 00:05:01.280]  他說如果你偷過一次東西的話
[00:05:01.280 --> 00:05:03.280]  那些人一輩子都會當你是賊
[00:05:03.280 --> 00:05:05.280]  由那時候開始
[00:05:05.280 --> 00:05:07.280]  每一次當我
[00:05:07.280 --> 00:05:09.280]  在我小時候
[00:05:09.280 --> 00:05:11.280]  我小時候
[00:05:11.280 --> 00:05:13.280]  每一次當我走過去
[00:05:13.280 --> 00:05:15.280]  照著鏡子
[00:05:15.280 --> 00:05:17.280]  看到鏡裏面那個人的時候
[00:05:17.280 --> 00:05:19.280]  我心裏面都有一種很差的感覺
[00:05:19.280 --> 00:05:21.280]  我覺得鏡裏面這個人很壞
[00:05:21.280 --> 00:05:23.280]  鏡裏面這個人是一個壞人
[00:05:23.280 --> 00:05:27.280]  我很不喜歡這個人
[00:05:27.280 --> 00:05:29.280]  這個人不是好人
[00:05:29.280 --> 00:05:31.280]  這個人很噁心很醜
[00:05:31.280 --> 00:05:33.280]  我不想見到他
[00:05:33.280 --> 00:05:35.280]  作為一個六歲的小朋友
[00:05:35.280 --> 00:05:37.280]  我可以告訴你
[00:05:37.280 --> 00:05:39.280]  這個人的眼睛是很壞的
[00:05:39.280 --> 00:05:41.280]  直到後來我長大之後
[00:05:41.280 --> 00:05:43.280]  我才明白原來我小時候
[00:05:43.280 --> 00:05:45.280]  就開始累積了對鏡裏面
[00:05:45.280 --> 00:05:47.280]  那個人的感受
[00:05:47.280 --> 00:05:49.280]  原來是羞恥
[00:05:49.280 --> 00:05:51.280]  有趣的是
[00:05:51.280 --> 00:05:53.280]  如果我們打開創世紀第三章的故事
[00:05:53.280 --> 00:05:55.280]  我們很多時候說
[00:05:55.280 --> 00:05:57.280]  是人類墮落的故事的話
[00:05:57.280 --> 00:05:59.280]  我們會發現
[00:05:59.280 --> 00:06:01.280]  一些很類似的東西
[00:06:01.280 --> 00:06:03.280]  我們今天會由創世紀第三章
[00:06:03.280 --> 00:06:05.280]  我們一起來看一看
[00:06:05.280 --> 00:06:07.280]  創世紀第三章的第六第七節
[00:06:07.280 --> 00:06:09.280]  創世紀第三章的頭幾節
[00:06:09.280 --> 00:06:11.280]  就是說那條蛇是怎樣引誘亞當和夏娃犯罪
[00:06:11.280 --> 00:06:13.280]  去吃神叫他們不要吃
[00:06:13.280 --> 00:06:15.280]  在分辨善惡樹上的果實
[00:06:15.280 --> 00:06:17.280]  在分辨善惡樹上的果實
[00:06:17.280 --> 00:06:19.280]  在第六節
[00:06:19.280 --> 00:06:21.280]  在這裏這樣說
[00:06:21.280 --> 00:06:23.280]  女人見到樹上的果子
[00:06:23.280 --> 00:06:25.280]  好作食物也好作閱人的眼目
[00:06:25.280 --> 00:06:27.280]  而且是可喜愛的
[00:06:27.280 --> 00:06:29.280]  可以使人有智慧的
[00:06:29.280 --> 00:06:31.280]  她摘下了果子來吃
[00:06:31.280 --> 00:06:33.280]  又給了她的丈夫
[00:06:33.280 --> 00:06:35.280]  她丈夫也吃了
[00:06:35.280 --> 00:06:39.280]  他們二人的眼睛就明亮了
[00:06:39.280 --> 00:06:43.280]  然後他們就知道自己赤身露體
[00:06:43.280 --> 00:06:47.280]  於是他們就編織了無花果樹的葉子
[00:06:47.280 --> 00:06:49.280]  為自己造成了裙子去遮住自己
[00:06:49.280 --> 00:06:51.280]  創世紀第三章開頭的故事
[00:06:51.280 --> 00:06:53.280]  告訴我們
[00:06:53.280 --> 00:06:55.280]  這兩個人怎樣受到蛇的試探
[00:06:55.280 --> 00:06:57.280]  他們決定反叛神
[00:06:57.280 --> 00:06:59.280]  決定要拒絕神的權威
[00:06:59.280 --> 00:07:01.280]  他們拒絕神的權威
[00:07:01.280 --> 00:07:03.280]  他們的權威是通過
[00:07:03.280 --> 00:07:05.280]  吃分別善惡樹上的果子
[00:07:05.280 --> 00:07:09.280]  來拒絕接受神對善和惡的定義
[00:07:09.280 --> 00:07:11.280]  他說從現在開始
[00:07:11.280 --> 00:07:13.280]  我們自己要像神一樣
[00:07:13.280 --> 00:07:15.280]  我們自己來決定什麼是善什麼是惡
[00:07:15.280 --> 00:07:17.280]  然後我們留意第七節
[00:07:17.280 --> 00:07:19.280]  在這裏說什麼
[00:07:19.280 --> 00:07:21.280]  這裏說他們兩個人的眼睛明亮了
[00:07:21.280 --> 00:07:23.280]  才知道自己是赤身露體
[00:07:23.280 --> 00:07:25.280]  就拿無花果樹的樹葉
[00:07:25.280 --> 00:07:29.280]  來做裙子去遮住自己
[00:07:29.280 --> 00:07:31.280]  如果我們去想一想
[00:07:31.280 --> 00:07:33.280]  這裏發生了什麼事
[00:07:33.280 --> 00:07:35.280]  去了解那一刻的話
[00:07:35.280 --> 00:07:37.280]  我們需要將這節經文
[00:07:37.280 --> 00:07:39.280]  和創世紀第二章最後一節經文
[00:07:39.280 --> 00:07:41.280]  平排來看
[00:07:41.280 --> 00:07:43.280]  在螢光幕上有
[00:07:43.280 --> 00:07:45.280]  創世紀第二章最後一節經文是這樣說
[00:07:45.280 --> 00:07:47.280]  當時夫妻二人赤身露體
[00:07:47.280 --> 00:07:49.280]  並不羞恥
[00:07:49.280 --> 00:07:51.280]  這裏就是說
[00:07:51.280 --> 00:07:53.280]  現在他們突然意識到
[00:07:53.280 --> 00:07:55.280]  吃完那個果子
[00:07:55.280 --> 00:07:57.280]  他突然意識到原來我沒有穿衣服
[00:07:57.280 --> 00:07:59.280]  原來我赤身露體
[00:07:59.280 --> 00:08:01.280]  於是他們立即要找一些東西
[00:08:01.280 --> 00:08:03.280]  來將自己遮住
[00:08:03.280 --> 00:08:05.280]  換句話說伴隨著罪而來的
[00:08:05.280 --> 00:08:07.280]  是羞恥
[00:08:07.280 --> 00:08:09.280]  進入了我們的心裏
[00:08:09.280 --> 00:08:11.280]  當他們拒絕神的時候
[00:08:11.280 --> 00:08:13.280]  第一個的後果
[00:08:13.280 --> 00:08:17.280]  是他們也立即拒絕了自己
[00:08:17.280 --> 00:08:19.280]  他們拒絕自己的身體
[00:08:19.280 --> 00:08:23.280]  他們自己也為自己感到羞恥
[00:08:23.280 --> 00:08:25.280]  羞恥和內疚
[00:08:25.280 --> 00:08:27.280]  是有一點不一樣
[00:08:27.280 --> 00:08:29.280]  雖然他們做了一件事
[00:08:29.280 --> 00:08:31.280]  神叫他們不要做
[00:08:31.280 --> 00:08:33.280]  但很多時候做錯了
[00:08:33.280 --> 00:08:35.280]  我們會有內疚的感覺
[00:08:35.280 --> 00:08:37.280]  內疚是我們做錯了
[00:08:37.280 --> 00:08:39.280]  我們對自己那種
[00:08:39.280 --> 00:08:41.280]  做錯了,不應該了,很差的感覺
[00:08:41.280 --> 00:08:45.280]  但是羞恥是一種更加深層次的感覺
[00:08:45.280 --> 00:08:49.280]  羞恥感是指一種根深蒂固在我們裏面的感覺
[00:08:49.280 --> 00:08:51.280]  認為我們本質上有缺陷
[00:08:51.280 --> 00:08:53.280]  或者不夠好
[00:08:53.280 --> 00:08:55.280]  就是那種不值得
[00:08:55.280 --> 00:08:57.280]  我永遠都不夠別人好
[00:08:57.280 --> 00:08:59.280]  我永遠都不夠好
[00:08:59.280 --> 00:09:01.280]  I'm never enough
[00:09:01.280 --> 00:09:03.280]  I'm not good enough
[00:09:03.280 --> 00:09:05.280]  裏面那種感覺
[00:09:05.280 --> 00:09:09.280]  當我們和神的關係被切斷破裂的時候
[00:09:09.280 --> 00:09:13.280]  第一個的連帶傷害
[00:09:13.280 --> 00:09:15.280]  就是我們和我們自己的關係
[00:09:15.280 --> 00:09:19.280]  你會問,不是我們和其他人的關係嗎?
[00:09:19.280 --> 00:09:21.280]  如果我們看看這段聖經
[00:09:21.280 --> 00:09:23.280]  我們會發覺他們一直等到後來
[00:09:23.280 --> 00:09:25.280]  當神來跟他們聊天
[00:09:25.280 --> 00:09:27.280]  問他們的事
[00:09:27.280 --> 00:09:29.280]  開始叫他們,你做什麼?
[00:09:29.280 --> 00:09:31.280]  在那個時間,神來問責的時候
[00:09:31.280 --> 00:09:33.280]  他們才開始手指指
[00:09:33.280 --> 00:09:36.280]  才開始在那裏戳人的背
[00:09:36.280 --> 00:09:40.280]  即是說他們和其他人的關係的破壞
[00:09:40.280 --> 00:09:42.280]  是之後才出現的
[00:09:42.280 --> 00:09:44.280]  但是他們拒絕神
[00:09:44.280 --> 00:09:48.280]  直接的後果就是他們立即拒絕了自己
[00:09:48.280 --> 00:09:50.280]  那份羞恥,那份羞愧
[00:09:50.280 --> 00:09:52.280]  立即湧上他們的心頭上
[00:09:52.280 --> 00:09:54.280]  我不夠好
[00:09:54.280 --> 00:09:56.280]  我的身體不夠好
[00:09:56.280 --> 00:09:58.280]  我一定要撐著他才行
[00:09:58.280 --> 00:10:03.280]  但是當我們和神的關係被破壞的時候
[00:10:03.280 --> 00:10:08.280]  為什麼我們和自己的關係會這麼迅速破裂呢?
[00:10:08.280 --> 00:10:11.280]  不如就讓我在這裏和大家解釋一下
[00:10:11.280 --> 00:10:12.280]  如果你還記得的話
[00:10:12.280 --> 00:10:14.280]  在過去兩個星期裏
[00:10:14.280 --> 00:10:16.280]  Pastor Ivan向我們解釋了
[00:10:16.280 --> 00:10:20.280]  神如何在創造阿當和夏娃和我們所有人的時候
[00:10:20.280 --> 00:10:22.280]  在他最初的計劃裏
[00:10:22.280 --> 00:10:27.280]  他希望我們在四個關係的環境裏體驗到平安
[00:10:27.280 --> 00:10:29.280]  我特意拿了他的slide出來
[00:10:29.280 --> 00:10:30.280]  這裏說到我們和神
[00:10:30.280 --> 00:10:32.280]  我們和我們自己
[00:10:32.280 --> 00:10:33.280]  我們和他人
[00:10:33.280 --> 00:10:35.280]  和我們和整個創造物
[00:10:35.280 --> 00:10:37.280]  我們會在這四個關係裏
[00:10:37.280 --> 00:10:39.280]  去感受到,去經歷得到
[00:10:39.280 --> 00:10:40.280]  什麼是Shalom
[00:10:40.280 --> 00:10:41.280]  什麼是平安
[00:10:41.280 --> 00:10:43.280]  什麼是和諧
[00:10:43.280 --> 00:10:47.280]  所以當我們和神的關係裏的時候
[00:10:47.280 --> 00:10:51.280]  第一件事就是我們會反映出他的形象
[00:10:51.280 --> 00:10:53.280]  因為我們是按照他的形象所做的
[00:10:53.280 --> 00:10:56.280]  我們是他的形象的承載者
[00:10:56.280 --> 00:10:58.280]  我們是他的image bearer
[00:10:58.280 --> 00:11:02.280]  這意味著我們會以一種生活方式去彰顯神的本性
[00:11:02.280 --> 00:11:05.280]  在我們的生活裏我們會被人看到什麼是愛
[00:11:05.280 --> 00:11:06.280]  什麼是智慧
[00:11:06.280 --> 00:11:07.280]  什麼是聖潔
[00:11:07.280 --> 00:11:08.280]  什麼是公義
[00:11:08.280 --> 00:11:11.280]  什麼是神的創造力
[00:11:11.280 --> 00:11:16.280]  我們也能夠去享受在神的公認裏
[00:11:16.280 --> 00:11:19.280]  神做了整個很美的伊甸園
[00:11:19.280 --> 00:11:22.280]  然後才把亞當和夏娃放在裏面
[00:11:22.280 --> 00:11:23.280]  還跟他們說
[00:11:23.280 --> 00:11:25.280]  這裏所有的樹
[00:11:25.280 --> 00:11:26.280]  你看到的
[00:11:26.280 --> 00:11:27.280]  你什麼都可以吃
[00:11:27.280 --> 00:11:28.280]  只要除了那一棵
[00:11:28.280 --> 00:11:30.280]  其他你什麼都可以吃
[00:11:30.280 --> 00:11:33.280]  神的公認是源源不絕的
[00:11:33.280 --> 00:11:35.280]  是很豐富的
[00:11:35.280 --> 00:11:38.280]  而且我們知道亞當和夏娃他們
[00:11:38.280 --> 00:11:40.280]  有一個從神而來的
[00:11:40.280 --> 00:11:43.280]  神所賦予給他們人生的目的
[00:11:43.280 --> 00:11:48.280]  神說你們要去管治整個我所創造的
[00:11:48.280 --> 00:11:50.280]  這個管治的目的
[00:11:50.280 --> 00:11:52.280]  不是為了很自私地來對他們統治
[00:11:52.280 --> 00:11:53.280]  為我們自肥
[00:11:53.280 --> 00:11:55.280]  為了我們自己的益處
[00:11:55.280 --> 00:11:57.280]  而是關於他們怎樣可以管理
[00:11:57.280 --> 00:12:00.280]  去關懷和跟神合作
[00:12:00.280 --> 00:12:03.280]  來對他們管理整個神的創造
[00:12:03.280 --> 00:12:05.280]  所以神的形象
[00:12:05.280 --> 00:12:06.280]  神的公認
[00:12:06.280 --> 00:12:08.280]  神賦予給他們的目的
[00:12:08.280 --> 00:12:11.280]  本來就塑造了亞當和夏娃
[00:12:11.280 --> 00:12:14.280]  他們的身份和他們的安全感
[00:12:14.280 --> 00:12:16.280]  但當他們拒絕神
[00:12:16.280 --> 00:12:19.280]  並且破壞了他們和神的關係的時候
[00:12:19.280 --> 00:12:21.280]  他們就被趕出了伊甸園
[00:12:21.280 --> 00:12:22.280]  趕出了神的同在
[00:12:22.280 --> 00:12:25.280]  他們和自己的身份和安全感
[00:12:25.280 --> 00:12:28.280]  那個源頭隔絕了
[00:12:28.280 --> 00:12:30.280]  所以當他們去拒絕神的權威
[00:12:30.280 --> 00:12:35.280]  或者要自己作主的時候
[00:12:35.280 --> 00:12:37.280]  而不是按照神善惡的標準
[00:12:37.280 --> 00:12:40.280]  來管治神的創造的時候
[00:12:40.280 --> 00:12:43.280]  他們對身份的理解
[00:12:43.280 --> 00:12:44.280]  他們的自我形象
[00:12:44.280 --> 00:12:47.280]  就不再直根在神是誰
[00:12:47.280 --> 00:12:50.280]  和神的形象裡面
[00:12:50.280 --> 00:12:52.280]  在《創世紀》的第三章第七節
[00:12:52.280 --> 00:12:54.280]  讓我們看到
[00:12:54.280 --> 00:12:57.280]  就是他們拒絕神的後果
[00:12:57.280 --> 00:12:58.280]  當我們的自我形象
[00:12:58.280 --> 00:13:01.280]  不再見機在神的形象的時候
[00:13:01.280 --> 00:13:03.280]  我們就會陷入在羞愧
[00:13:03.280 --> 00:13:07.280]  自我否定和不安全感裡面
[00:13:07.280 --> 00:13:09.280]  在我們周圍的世界裡面
[00:13:09.280 --> 00:13:10.280]  我們經常都會看到
[00:13:10.280 --> 00:13:12.280]  當人不再在神的形象
[00:13:12.280 --> 00:13:14.280]  不再和神的關係裡面
[00:13:14.280 --> 00:13:16.280]  去建立自我形象的時候
[00:13:16.280 --> 00:13:17.280]  他們會怎樣做
[00:13:17.280 --> 00:13:19.280]  我們會看到一般人
[00:13:19.280 --> 00:13:20.280]  用很多很多不同的方法
[00:13:20.280 --> 00:13:22.280]  來建立他們的自我形象
[00:13:22.280 --> 00:13:24.280]  有幾個是非常普遍
[00:13:24.280 --> 00:13:26.280]  是很常有的
[00:13:26.280 --> 00:13:29.280]  一是就是他們的成就
[00:13:29.280 --> 00:13:31.280]  一是就是透過他們的外表
[00:13:31.280 --> 00:13:34.280]  或者是他們有的權利
[00:13:34.280 --> 00:13:36.280]  如果你是一個成年人的話
[00:13:36.280 --> 00:13:38.280]  成就可能是意味著你的職業
[00:13:38.280 --> 00:13:40.280]  就是你的career
[00:13:40.280 --> 00:13:41.280]  你的career path
[00:13:41.280 --> 00:13:42.280]  你在哪間公司工作
[00:13:42.280 --> 00:13:44.280]  可能是你的職位
[00:13:44.280 --> 00:13:45.280]  甚至是你的ranking
[00:13:45.280 --> 00:13:47.280]  你做到什麼職位
[00:13:47.280 --> 00:13:49.280]  你的成就可以是說
[00:13:49.280 --> 00:13:50.280]  你每個月的收入
[00:13:50.280 --> 00:13:53.280]  可以是說你所擁有的金錢
[00:13:53.280 --> 00:13:55.280]  或者你資源的數量
[00:13:55.280 --> 00:13:56.280]  有很多人就是
[00:13:56.280 --> 00:13:57.280]  當他們沒有活在
[00:13:57.280 --> 00:13:59.280]  神的公認裡面的時候
[00:13:59.280 --> 00:14:01.280]  他們就不斷為自己去累積
[00:14:01.280 --> 00:14:02.280]  他們自己的財富
[00:14:02.280 --> 00:14:05.280]  讓他們擁有的來成為他們的價值
[00:14:05.280 --> 00:14:06.280]  或者讓他們擁有的
[00:14:06.280 --> 00:14:08.280]  來成為他們的身份
[00:14:08.280 --> 00:14:10.280]  來成為他們的肯定
[00:14:10.280 --> 00:14:12.280]  如果你是一個學生的話
[00:14:12.280 --> 00:14:13.280]  我們中間可能有學生
[00:14:13.280 --> 00:14:15.280]  成就對你來說
[00:14:15.280 --> 00:14:16.280]  可能是你的成績
[00:14:16.280 --> 00:14:17.280]  最簡單
[00:14:17.280 --> 00:14:18.280]  或者你讀哪一間學校
[00:14:18.280 --> 00:14:20.280]  或者你擁有那些獎
[00:14:20.280 --> 00:14:21.280]  那些證書
[00:14:21.280 --> 00:14:22.280]  多少級鋼琴
[00:14:22.280 --> 00:14:23.280]  多少級不知道
[00:14:23.280 --> 00:14:25.280]  芭蕾舞之類
[00:14:25.280 --> 00:14:26.280]  之類之類
[00:14:26.280 --> 00:14:28.280]  但是背後的想法都是一樣
[00:14:28.280 --> 00:14:29.280]  背後的想法非常簡單
[00:14:29.280 --> 00:14:30.280]  就是
[00:14:30.280 --> 00:14:31.280]  We are what we do
[00:14:31.280 --> 00:14:34.280]  我們就是我們所能夠做到的東西
[00:14:34.280 --> 00:14:36.280]  We are what we have
[00:14:36.280 --> 00:14:37.280]  我們所擁有的
[00:14:37.280 --> 00:14:39.280]  就定義了我們是哪一個
[00:14:39.280 --> 00:14:40.280]  定義了我們的形象
[00:14:40.280 --> 00:14:41.280]  我們的價值
[00:14:41.280 --> 00:14:42.280]  We are what we know
[00:14:42.280 --> 00:14:43.280]  可能是
[00:14:43.280 --> 00:14:44.280]  可能你是你懂很多東西的
[00:14:44.280 --> 00:14:46.280]  你的知識
[00:14:46.280 --> 00:14:47.280]  就是這些東西
[00:14:47.280 --> 00:14:50.280]  我們的建基在我們這些成就上面
[00:14:50.280 --> 00:14:51.280]  或者有些人是
[00:14:51.280 --> 00:14:52.280]  他們將他們的自我形象
[00:14:52.280 --> 00:14:54.280]  或者他們的自尊
[00:14:54.280 --> 00:14:56.280]  他們的自我的價值
[00:14:56.280 --> 00:14:58.280]  放在他們的外表上面
[00:14:58.280 --> 00:15:01.280]  你一定要擁有某一種的外觀
[00:15:01.280 --> 00:15:02.280]  一定要有某一種的體型
[00:15:02.280 --> 00:15:05.280]  你的五官一定要有某一種的比例
[00:15:05.280 --> 00:15:07.280]  頭和身要有某一種的比例
[00:15:07.280 --> 00:15:08.280]  最重要是夠大
[00:15:08.280 --> 00:15:09.280]  就像Ivan那樣
[00:15:09.280 --> 00:15:13.280]  這樣才能滿足到這個世界對美的標準
[00:15:13.280 --> 00:15:15.280]  我們周圍的這個世界
[00:15:15.280 --> 00:15:18.280]  不斷很積極地重新去定義
[00:15:18.280 --> 00:15:19.280]  什麼是好
[00:15:19.280 --> 00:15:20.280]  什麼是美
[00:15:20.280 --> 00:15:21.280]  什麼是成功
[00:15:21.280 --> 00:15:23.280]  什麼是可以接受的
[00:15:23.280 --> 00:15:24.280]  當我們的身份
[00:15:24.280 --> 00:15:26.280]  和我們的自我形象
[00:15:26.280 --> 00:15:28.280]  不是建立在神的形象
[00:15:28.280 --> 00:15:30.280]  和我們和祂的關係之上的時候
[00:15:30.280 --> 00:15:32.280]  我們可能經常都覺得自己
[00:15:32.280 --> 00:15:34.280]  我還是不夠好
[00:15:34.280 --> 00:15:37.280]  還是老鼠仔都沒有Ivan那麼大隻
