
[00:00:00.000 --> 00:00:01.420]   Thank you, Carla.
[00:02:24.600 --> 00:02:28.360]   That means if you and I are serious about being a Christian,
[00:02:28.360 --> 00:02:31.560]   then we must take what Jesus says to focus on,
[00:02:31.560 --> 00:02:33.260]   which is forgiveness.
[00:02:33.260 --> 00:02:36.760]   So we're in it together and I hope you won't be scared
[00:02:36.760 --> 00:02:38.640]   and let us just keep on going.
[00:02:38.640 --> 00:02:40.600]   And so this week, my time with you,
[00:02:40.600 --> 00:02:43.880]   I want to just pack in a lot, but at the same time,
[00:02:43.880 --> 00:02:45.680]   I want today to be very practical.
[00:02:45.680 --> 00:02:50.220]   So we're gonna explore how to attain forgiveness
[00:02:50.220 --> 00:02:52.680]   for ourselves and wherever you are,
[00:02:52.680 --> 00:02:55.200]   no matter what season you're in.
[00:02:55.200 --> 00:02:57.120]   Maybe some of you don't even know why you're here
[00:02:57.120 --> 00:02:59.100]   in the church, but I'm so glad you're here
[00:02:59.100 --> 00:03:01.880]   because we're gonna figure out a way how you and I
[00:03:01.880 --> 00:03:03.880]   can engage in this journey of forgiveness.
[00:03:03.880 --> 00:03:05.280]   Is that all right?
[00:03:05.280 --> 00:03:09.920]   So I want to highlight three difficulties and complexities
[00:03:09.920 --> 00:03:14.920]   relating to attaining forgiveness for ourselves
[00:03:14.920 --> 00:03:17.960]   and hopefully we can, anyways, actually,
[00:03:17.960 --> 00:03:18.980]   I wanted to ask you.
[00:03:19.920 --> 00:03:21.360]   This is not on my script,
[00:03:21.360 --> 00:03:24.760]   but what is your sermon game plan?
[00:03:24.760 --> 00:03:26.120]   Do you have one?
[00:03:26.120 --> 00:03:29.620]   So when you come to church, do you have an expectation
[00:03:29.620 --> 00:03:32.080]   of how God might speak to you?
[00:03:32.080 --> 00:03:33.760]   You know, sometimes for some of us, we're like,
[00:03:33.760 --> 00:03:36.440]   oh, when we worship, God speaks to us.
[00:03:36.440 --> 00:03:39.800]   When we listen to the word of God, God speaks to us.
[00:03:39.800 --> 00:03:41.040]   So I want to encourage you today,
[00:03:41.040 --> 00:03:43.520]   whatever your sermon gaming plan is,
[00:03:43.520 --> 00:03:46.120]   I have been praying for the last many weeks
[00:03:46.120 --> 00:03:49.040]   that God would just speak one thing to you
[00:03:49.040 --> 00:03:52.440]   and that you would have the courage to hold onto that
[00:03:52.440 --> 00:03:54.920]   and work that out and figure out how that works
[00:03:54.920 --> 00:03:55.760]   in your life.
[00:03:55.760 --> 00:03:56.820]   Is that all right?
[00:03:56.820 --> 00:03:58.400]   So that is what I want to encourage you.
[00:03:58.400 --> 00:04:01.640]   So I want to begin, I want to set the scene for today
[00:04:01.640 --> 00:04:04.120]   and I'm gonna read us this beautiful passage
[00:04:04.120 --> 00:04:06.760]   in Luke 7, verse 36 to 50.
[00:04:06.760 --> 00:04:10.160]   So the context is this story is about the interaction
[00:04:10.160 --> 00:04:12.920]   between Jesus and Simon the Pharisee
[00:04:12.920 --> 00:04:15.160]   who invites Jesus to his house
[00:04:15.160 --> 00:04:18.600]   and also this story is about an unnamed sinful woman
[00:04:18.600 --> 00:04:20.560]   who is a prostitute.
[00:04:20.560 --> 00:04:23.360]   She comes unannounced to Simon's house
[00:04:23.360 --> 00:04:24.600]   and we're gonna look at this together.
[00:04:24.600 --> 00:04:28.200]   And as I read this, I want you just to think about one thing.
[00:04:28.200 --> 00:04:31.520]   I want you to consider, okay,
[00:04:31.520 --> 00:04:34.820]   why some people can love God more than others.
[00:04:34.820 --> 00:04:38.960]   Okay, so you can read with me if you want.
[00:04:38.960 --> 00:04:41.520]   Verse 36, when one of the Pharisees
[00:04:41.520 --> 00:04:43.680]   invited Jesus to have dinner with him,
[00:04:43.680 --> 00:04:47.160]   he went to the Pharisee's house and reclined at the table.
[00:04:47.160 --> 00:04:50.120]   A woman in that town who lived a sinful life
[00:04:50.120 --> 00:04:52.880]   learned that Jesus was eating at the Pharisee's house.
[00:04:52.880 --> 00:04:56.740]   So she came there with an alabaster jar of perfume.
[00:04:56.740 --> 00:04:59.800]   As she stood behind him at his feet weeping,
[00:04:59.800 --> 00:05:02.560]   she began to wet his feet with her tears.
[00:05:02.560 --> 00:05:04.520]   Then she wiped them with her hair,
[00:05:04.520 --> 00:05:07.680]   kissed them and poured perfume on them.
[00:05:07.680 --> 00:05:10.560]   Verse 39, when the Pharisee, that is Simon,
[00:05:10.560 --> 00:05:12.640]   who had invited Jesus saw this,
[00:05:12.640 --> 00:05:16.600]   he said to himself, if this man were a prophet,
[00:05:16.600 --> 00:05:18.440]   he would know who is touching him
[00:05:18.440 --> 00:05:22.480]   and what kind of woman she is, that she is a sinner.
[00:05:22.480 --> 00:05:26.480]   Jesus answered him, Simon, I have something to tell you.
[00:05:26.480 --> 00:05:28.140]   Tell me, teacher, Simon said.
[00:05:28.140 --> 00:05:33.640]   Two people owed money to a certain money lender.
[00:05:33.640 --> 00:05:37.280]   One owed him 500 denarii and the other 50.
[00:05:37.280 --> 00:05:40.420]   Neither of them had the money to pay him back.
[00:05:40.420 --> 00:05:43.040]   So he forgave the debts of both.
[00:05:43.040 --> 00:05:45.340]   Now which of them will love him more?
[00:05:45.340 --> 00:05:47.800]   Simon replied, I suppose the one
[00:05:47.800 --> 00:05:49.680]   who had the bigger debt forgiven.
[00:05:49.680 --> 00:05:51.960]   You have judged correctly, Jesus said.
[00:05:51.960 --> 00:05:57.560]   Then Jesus turned toward the woman and also said to Simon,
[00:05:57.560 --> 00:05:59.320]   do you see this woman?
[00:05:59.320 --> 00:06:01.080]   I came into your house.
[00:06:01.080 --> 00:06:03.720]   You did not give me any water for my feet,
[00:06:03.720 --> 00:06:05.800]   but she wet my feet with her tears
[00:06:05.800 --> 00:06:07.800]   and wiped them with her hair.
[00:06:07.800 --> 00:06:09.560]   You did not give me a kiss,
[00:06:09.560 --> 00:06:12.160]   but this woman from the time I entered
[00:06:12.160 --> 00:06:14.440]   has not stopped kissing my feet.
[00:06:14.440 --> 00:06:15.920]   You did not put oil on my head,
[00:06:15.920 --> 00:06:19.040]   but she poured perfume on my feet.
[00:06:19.040 --> 00:06:22.000]   Therefore, Simon, I tell you,
[00:06:22.000 --> 00:06:23.700]   her many sins have been forgiven
[00:06:23.700 --> 00:06:25.820]   as her great love has shown.
[00:06:25.820 --> 00:06:29.720]   But whoever has been forgiven, little loves little.
[00:06:29.720 --> 00:06:32.880]   Then Jesus said to this woman, your sins are forgiven.
[00:06:32.880 --> 00:06:36.240]   The other guests began to say amongst themselves,
[00:06:36.240 --> 00:06:39.400]   who is this who even forgives sins?
[00:06:39.400 --> 00:06:42.380]   Jesus said to the woman, your faith has saved you.
[00:06:42.380 --> 00:06:43.740]   Go in peace.
[00:06:43.740 --> 00:06:49.200]   Can we say that the response of the woman
[00:06:49.200 --> 00:06:52.260]   and Simon cannot be any more different?
[00:06:52.260 --> 00:06:56.520]   From the moment this sinful woman came into Simon's house,
[00:06:56.520 --> 00:06:59.280]   uninvited, unannounced, her actions,
[00:06:59.280 --> 00:07:02.920]   the way she loved and kissed and wept and anointed Jesus
[00:07:02.920 --> 00:07:06.080]   said that there was nothing too good for Jesus.
[00:07:08.720 --> 00:07:12.240]   This woman, the difference between this woman and Simon,
[00:07:12.240 --> 00:07:16.080]   we can say that this woman was fully conscious
[00:07:16.080 --> 00:07:19.120]   and could appreciate how much she was forgiven
[00:07:19.120 --> 00:07:22.040]   and that's why she could love the way she did.
[00:07:22.040 --> 00:07:25.400]   Now, Simon, by contrast,
[00:07:25.400 --> 00:07:27.920]   Simon from I think our perspective,
[00:07:27.920 --> 00:07:31.240]   we would say that he's a bit rude, he's a bit distant,
[00:07:31.240 --> 00:07:34.080]   he's a bit disrespectful for not even attending
[00:07:34.080 --> 00:07:36.480]   to the common courtesies that the Pharisees
[00:07:36.480 --> 00:07:39.960]   would have known such as washing the guest's feet,
[00:07:39.960 --> 00:07:41.800]   greeting with a kiss on a cheek,
[00:07:41.800 --> 00:07:44.960]   and of course anointing a guest with oil on their head.
[00:07:44.960 --> 00:07:51.760]   Perhaps Simon didn't fully comprehend
[00:07:51.760 --> 00:07:54.880]   how much God had forgiven him already.
[00:07:54.880 --> 00:07:58.240]   Perhaps Simon did not feel like he had to acknowledge
[00:07:58.240 --> 00:07:59.880]   the sins that he's committed.
[00:07:59.880 --> 00:08:03.200]   And so if I were to read into this a bit more,
[00:08:03.200 --> 00:08:05.720]   this story suggests that if,
[00:08:05.720 --> 00:08:08.940]   imagine if Simon in the moment of having Jesus
[00:08:08.940 --> 00:08:12.720]   in his own house realized what a sinful and wretched man
[00:08:12.720 --> 00:08:15.840]   he actually was and he just gave himself to Lord.
[00:08:15.840 --> 00:08:18.540]   What do you think would happen in this story?
[00:08:18.540 --> 00:08:20.400]   But in this story, it's the sinful woman
[00:08:20.400 --> 00:08:25.300]   who had such adoration and gratitude for our Lord Jesus.
[00:08:25.300 --> 00:08:28.700]   When I read this, I thought of growing up,
[00:08:28.700 --> 00:08:29.760]   my growing up story.
[00:08:30.880 --> 00:08:34.600]   I came to Christ, Christ found me as a wretched liar.
[00:08:34.600 --> 00:08:38.800]   I stole, I lied, I wrecked relationships when I was 16.
[00:08:38.800 --> 00:08:40.240]   I've not looked back ever since.
[00:08:40.240 --> 00:08:43.100]   And I remember when I came to Christ,
[00:08:43.100 --> 00:08:45.320]   I worshiped like this woman.
[00:08:45.320 --> 00:08:46.940]   You know, I would just weep in church,
[00:08:46.940 --> 00:08:48.800]   I would just fall down and pray,
[00:08:48.800 --> 00:08:52.200]   and to this day I still, I want to worship
[00:08:52.200 --> 00:08:55.820]   and love the Jesus like this woman did.
[00:08:55.820 --> 00:08:58.920]   But of course, you and I know life catches up.
[00:08:58.920 --> 00:09:01.560]   We encounter difficulties, we go through seasons.
[00:09:01.560 --> 00:09:03.240]   As we grow up, our values change,
[00:09:03.240 --> 00:09:05.080]   the way we see things change.
[00:09:05.080 --> 00:09:07.420]   And many days, I want to confess
[00:09:07.420 --> 00:09:09.720]   that I feel like I'm more like Simon.
[00:09:09.720 --> 00:09:13.960]   I come here, I'm a bit arrogant, a bit apathetic,
[00:09:13.960 --> 00:09:17.100]   my arms are crossed, I forget how much God
[00:09:17.100 --> 00:09:19.800]   has done in my life, I forget what God has done
[00:09:19.800 --> 00:09:21.880]   this week in my life.
[00:09:21.880 --> 00:09:25.200]   And as a result, I forget that I'm forgiven.
[00:09:25.200 --> 00:09:28.600]   But I go on living like I'm not forgiven.
[00:09:28.600 --> 00:09:30.080]   And that affects my love for you.
[00:09:30.080 --> 00:09:32.680]   That affects my love for my friends and family,
[00:09:32.680 --> 00:09:34.960]   those, my enemies it affects.
[00:09:34.960 --> 00:09:39.960]   And so if forgiveness is a discipleship issue,
[00:09:39.960 --> 00:09:42.560]   then today we can also say that forgiveness
[00:09:42.560 --> 00:09:45.180]   has everything to do with love
[00:09:45.180 --> 00:09:47.560]   and whether you can receive forgiveness.
[00:09:47.560 --> 00:09:52.200]   And this story radically reframes our approach
[00:09:52.200 --> 00:09:54.540]   to receiving forgiveness for ourselves,
[00:09:54.540 --> 00:09:57.340]   because if to receive forgiveness for ourselves
[00:09:57.340 --> 00:10:00.640]   requires love, then how do we attain that love?
[00:10:00.640 --> 00:10:03.600]   That love must be first the realization
[00:10:03.600 --> 00:10:05.280]   that we are forgiven.
[00:10:05.280 --> 00:10:08.820]   And from the fact that we're forgiven, we must respond.
[00:10:08.820 --> 00:10:12.160]   We must figure out and just look at
[00:10:12.160 --> 00:10:13.680]   what it means to be grateful.
[00:10:13.680 --> 00:10:16.280]   And then we take that next step.
[00:10:16.280 --> 00:10:23.520]   And so this morning, I want to just ask you
[00:10:23.520 --> 00:10:26.560]   to critically examine your own life.
[00:10:26.560 --> 00:10:29.920]   I'm not here to judge you, but I want you to,
[00:10:29.920 --> 00:10:33.080]   I'm gonna talk about three areas that hinder,
[00:10:33.080 --> 00:10:34.820]   and it really radically affects
[00:10:34.820 --> 00:10:36.080]   the way we receive forgiveness.
[00:10:36.080 --> 00:10:39.340]   And these three areas are, I wanna look at our sins,
[00:10:39.340 --> 00:10:41.520]   I wanna look at our excuses,
[00:10:41.520 --> 00:10:44.020]   and I wanna look at our guilt.
[00:10:44.020 --> 00:10:45.900]   And I want you just in this time,
[00:10:45.900 --> 00:10:48.200]   I know that God is already at work
[00:10:48.200 --> 00:10:51.940]   and that God would reveal to us just one thing,
[00:10:51.940 --> 00:10:55.860]   how any of these one things or maybe three things
[00:10:55.860 --> 00:10:58.120]   hold us back from receiving forgiveness.
[00:10:58.120 --> 00:10:59.020]   Is that all right?
[00:10:59.020 --> 00:11:03.880]   So the first thing we're gonna look at is our sin.
[00:11:03.880 --> 00:11:09.160]   And the reality is that all of us sin.
[00:11:09.160 --> 00:11:11.900]   Sin is our everyday human experience
[00:11:11.900 --> 00:11:13.400]   and it's part of our nature.
[00:11:13.400 --> 00:11:16.220]   It's something that we cannot part with.
[00:11:16.220 --> 00:11:18.620]   Isaiah 64, four reminds us,
[00:11:18.620 --> 00:11:21.560]   all of us have become like one who is unclean,
[00:11:21.560 --> 00:11:25.140]   and all of our righteous acts are like filthy rags,
[00:11:25.140 --> 00:11:29.140]   and like the wind, the sin sweeps us away.
[00:11:29.140 --> 00:11:31.740]   This scripture says that as long as we are
[00:11:31.740 --> 00:11:36.480]   in this moral decaying body, sin will dwell in us,
[00:11:36.480 --> 00:11:40.440]   and we cannot help but to commit inexcusable acts
[00:11:40.440 --> 00:11:43.620]   against God, against one another, and against creation.
[00:11:43.620 --> 00:11:46.900]   We cannot escape this reality.
[00:11:46.900 --> 00:11:52.140]   And to furthermore, our unchecked sin,
[00:11:52.140 --> 00:11:56.100]   if we do not look at our sin, take it seriously,
[00:11:56.100 --> 00:11:59.820]   then it's gonna have dire and long-term consequences
[00:11:59.820 --> 00:12:01.300]   in our life.
[00:12:01.300 --> 00:12:03.380]   For example, we know that unchecked sin
[00:12:03.380 --> 00:12:06.300]   will continue to disconnect us relationally.
[00:12:06.300 --> 00:12:10.220]   Unchecked sin, unrepented sin will continue
[00:12:10.220 --> 00:12:13.360]   to erect emotional barriers behind, between us,
[00:12:13.360 --> 00:12:15.300]   so that we cannot really communicate.
[00:12:15.300 --> 00:12:17.860]   We cannot really fully appreciate what we're doing.
[00:12:19.140 --> 00:12:21.740]   And of course, if we do not address
[00:12:21.740 --> 00:12:24.460]   and take our sin seriously, then our sin will cause us
[00:12:24.460 --> 00:12:28.340]   to act on our dark, insatiable desires,
[00:12:28.340 --> 00:12:32.860]   we'll act out in fear, our insecurities, our jealousy,
[00:12:32.860 --> 00:12:36.920]   our ego will continue then to cause hurt,
[00:12:36.920 --> 00:12:39.300]   will continue to destroy, abuse each other,
[00:12:39.300 --> 00:12:42.760]   manipulate, control, and seek retribution.
[00:12:42.760 --> 00:12:46.900]   But this morning I want to once again remind us
[00:12:46.900 --> 00:12:48.460]   of the gospel, the good news,
[00:12:48.460 --> 00:12:50.500]   is that no matter how dark it gets,
[00:12:50.500 --> 00:12:53.880]   no matter, even if we are all sinners by nature,
[00:12:53.880 --> 00:12:57.100]   the good news is that we are all equally placed
[00:12:57.100 --> 00:12:59.740]   to receive, to come to God and receive
[00:12:59.740 --> 00:13:03.620]   his free, merciful grace for us, just like this woman did.
[00:13:03.620 --> 00:13:08.360]   So this means that when we repent, when we confess,
[00:13:08.360 --> 00:13:11.820]   when we allow the Lord to say, "You are forgiven, go,"
[00:13:11.820 --> 00:13:15.500]   then we can, like this woman,
[00:13:15.500 --> 00:13:18.160]   truly love deeply and unashamedly.
[00:13:19.160 --> 00:13:23.280]   I want to read 1 John 1, 9 again.
[00:13:23.280 --> 00:13:25.880]   I know Ellison and Promise read this, but it's so good,
[00:13:25.880 --> 00:13:27.940]   especially in this context right now.
[00:13:27.940 --> 00:13:32.320]   This scripture says, "If we," church, "confess our sins,
[00:13:32.320 --> 00:13:36.120]   "God is faithful and just and will forgive us our sins
[00:13:36.120 --> 00:13:39.000]   "and purify us from all unrighteousness."
[00:13:39.000 --> 00:13:43.160]   So as we confess, the Holy Spirit comes to us
[00:13:43.160 --> 00:13:48.120]   and renews us and restores us and leads us
[00:13:48.120 --> 00:13:51.720]   in a path of healing, and this promise is as sure
[00:13:51.720 --> 00:13:54.200]   as the rising and the setting of the sun.
[00:13:54.200 --> 00:13:57.520]   However, I love these however, I want to warn you
[00:13:57.520 --> 00:14:01.540]   that, of course, this promise is conditional,
[00:14:01.540 --> 00:14:04.520]   depending on what we make of forgiveness.
[00:14:04.520 --> 00:14:09.740]   So, church, if we ignore and disregard this very reality
[00:14:09.740 --> 00:14:14.400]   that sin dwells in us and that is always at work against us,
[00:14:14.400 --> 00:14:17.200]   then our lives, sadly, will remain miserable.
[00:14:17.200 --> 00:14:18.600]   It will be difficult.
[00:14:18.600 --> 00:14:23.320]   We will get lost in it, which I don't think anyone wants.
[00:14:23.320 --> 00:14:29.600]   And so to disregard sin, sometimes what happens
[00:14:29.600 --> 00:14:31.560]   is that we just continue to pretend
[00:14:31.560 --> 00:14:33.280]   that everything's all right.
[00:14:33.280 --> 00:14:34.480]   Sometimes we run away.
[00:14:34.480 --> 00:14:37.720]   Sometimes we tell ourselves and others this false narrative
[00:14:37.720 --> 00:14:39.720]   so that we don't have to deal with anything,
[00:14:39.720 --> 00:14:42.440]   and sometimes we even use substances
[00:14:42.440 --> 00:14:44.120]   to help us ignore the reality
[00:14:44.120 --> 00:14:45.760]   that we have to confront our sin.
[00:14:46.760 --> 00:14:51.000]   And so our tendency to adequately not address our sin
[00:14:51.000 --> 00:14:56.200]   is probably the cause of a lot of our internal suffering,
[00:14:56.200 --> 00:14:59.780]   our emotional dis-ease, our anxiety,
[00:14:59.780 --> 00:15:01.880]   our fear of being found out, and of course,
[00:15:01.880 --> 00:15:05.000]   whatever happens inside, it just eventually
[00:15:05.000 --> 00:15:07.840]   gets pushed onto others around us.
[00:15:07.840 --> 00:15:09.800]   So how should we respond this morning?
[00:15:09.800 --> 00:15:13.420]   I want to say that we can start
[00:15:13.420 --> 00:15:18.420]   by accepting our propensity to sin.
[00:15:18.420 --> 00:15:21.380]   Now, I'm not advocating that we accept our sinfulness
[00:15:21.380 --> 00:15:23.460]   and carry on like it's no problem.
[00:15:23.460 --> 00:15:24.860]   I'm not saying that.
[00:15:24.860 --> 00:15:28.860]   I'm saying that would we have the courage today
[00:15:28.860 --> 00:15:32.200]   to look at our sinfulness and actually figure out
[00:15:32.200 --> 00:15:34.300]   how this is causing havoc in our lives,
[00:15:34.300 --> 00:15:37.800]   how it's hurting not just ourselves but those around us?
[00:15:37.800 --> 00:15:42.640]   Because our attempt to avoid the reality of sin
[00:15:42.640 --> 00:15:46.520]   is actually evidence and a symptom of our sinfulness.
[00:15:46.520 --> 00:15:51.020]   And what sin does is it will keep us in the dark.
[00:15:51.020 --> 00:15:55.020]   Sin will not want to be exposed.
[00:15:55.020 --> 00:15:58.520]   Our sin will prevent us from actually seeing clearly.
[00:15:58.520 --> 00:16:02.100]   And sin, of course, keeps us from doing
[00:16:02.100 --> 00:16:03.780]   what we ought to do, what we want to do,
[00:16:03.780 --> 00:16:05.860]   what we desperately, genuinely want to do,
[00:16:05.860 --> 00:16:07.700]   which is to change.
[00:16:07.700 --> 00:16:10.420]   And so, church, today, if you are serious
[00:16:10.420 --> 00:16:14.440]   about following Jesus, then let us take our sins seriously.
[00:16:14.440 --> 00:16:17.500]   I would say that acceptance is the immediate
[00:16:17.500 --> 00:16:20.900]   and long-term solution because as we journey
[00:16:20.900 --> 00:16:23.360]   on this way of receiving forgiveness,
[00:16:23.360 --> 00:16:25.940]   we encounter Jesus like this woman,
[00:16:25.940 --> 00:16:27.720]   and suddenly things look different.
[00:16:27.720 --> 00:16:32.820]   The second difficulty and complexity
[00:16:32.820 --> 00:16:36.820]   I want to look at today is our tendency to make excuses.
[00:16:38.640 --> 00:16:42.560]   As broken humanity, we cannot help
[00:16:42.560 --> 00:16:44.520]   but to habitually make excuses.
[00:16:44.520 --> 00:16:46.320]   I love making excuses.
[00:16:46.320 --> 00:16:47.880]   I don't know about you, but I genuinely,
[00:16:47.880 --> 00:16:51.000]   I mean, I don't love it, but I know I do it.
[00:16:51.000 --> 00:16:53.880]   We make excuses or we excuse ourselves
[00:16:53.880 --> 00:16:57.080]   from doing something because at the end of the day,
[00:16:57.080 --> 00:16:59.000]   we don't want to face reality.
[00:16:59.000 --> 00:17:01.040]   We don't want to face the consequences
[00:17:01.040 --> 00:17:03.440]   of our sin and the truth.
[00:17:03.440 --> 00:17:06.080]   And so what we do is we say deceptive things,
[00:17:06.080 --> 00:17:09.760]   i.e. we lie, in order to make ourselves feel better
[00:17:09.760 --> 00:17:11.800]   and to give this impression that, you know what?
[00:17:11.800 --> 00:17:13.260]   We're okay, I'm okay.
[00:17:13.260 --> 00:17:18.960]   And we do this by rationalizing, by blaming,
[00:17:18.960 --> 00:17:23.240]   by obsessively trying to put together the perfect alibi,
[00:17:23.240 --> 00:17:26.520]   the perfect excuse, so that we don't have to come to God,
[00:17:26.520 --> 00:17:28.680]   so that we don't have to come to each other.
[00:17:28.680 --> 00:17:32.280]   And let us think about Simon again
[00:17:32.280 --> 00:17:36.040]   because I feel like Simon's distancedness,
[00:17:36.040 --> 00:17:38.580]   his coldness in that moment,
[00:17:38.580 --> 00:17:41.760]   maybe could be explained by his excuses.
[00:17:41.760 --> 00:17:43.480]   You know, can you imagine what Simon
[00:17:43.480 --> 00:17:44.840]   must have said at that moment?
[00:17:44.840 --> 00:17:46.480]   You know, one, he was probably shocked
[00:17:46.480 --> 00:17:49.160]   at the woman's response, but he also probably said
[00:17:49.160 --> 00:17:50.240]   in his mind, you know what?
[00:17:50.240 --> 00:17:51.440]   I'm religious.
[00:17:51.440 --> 00:17:52.720]   I go to the temple every day.
[00:17:52.720 --> 00:17:53.840]   I teach at the temple.
[00:17:53.840 --> 00:17:56.620]   Ask anyone around me, ask these guests around me.
[00:17:56.620 --> 00:17:58.180]   I tithe.
[00:17:58.180 --> 00:18:00.320]   I'm a righteous man.
[00:18:00.320 --> 00:18:03.120]   And in a way, Simon self-justified himself
[00:18:03.120 --> 00:18:05.480]   from having to repent of anything.
[00:18:05.480 --> 00:18:06.600]   Therefore, he didn't confess,
[00:18:06.600 --> 00:18:09.220]   and therefore, his love remained little.
[00:18:09.220 --> 00:18:12.840]   And so in Simon Church,
[00:18:12.840 --> 00:18:15.140]   I think we have a cautionary tale here.
[00:18:15.140 --> 00:18:20.720]   And this cuts really close to home, especially for me.
[00:18:20.720 --> 00:18:24.000]   It's really easy for us to come to church on a Sunday
[00:18:24.000 --> 00:18:27.120]   and worship and leave here
[00:18:28.360 --> 00:18:31.160]   believing and imagining that we have already
[00:18:31.160 --> 00:18:32.920]   confessed our sins, when actually,
[00:18:32.920 --> 00:18:35.360]   sometimes our excuses tell us otherwise.
[00:18:35.360 --> 00:18:38.800]   So let me give you an example.
[00:18:38.800 --> 00:18:43.240]   We do this when we confess vague and general sins
[00:18:43.240 --> 00:18:45.380]   rather than being very specific
[00:18:45.380 --> 00:18:47.960]   about how I actually sinned against you,
[00:18:47.960 --> 00:18:49.820]   how I actually offended God.
[00:18:49.820 --> 00:18:53.140]   So because I think it's a lot easier
[00:18:53.140 --> 00:18:55.440]   to come here on a Sunday, or even just every day
[00:18:55.440 --> 00:18:57.640]   in your life, to say, Lord, I'm sorry.
[00:18:57.640 --> 00:18:58.480]   I'm gonna move on now.
[00:18:58.480 --> 00:18:59.480]   And you feel all right,
[00:18:59.480 --> 00:19:01.920]   but actually, you haven't dealt with the issue.
[00:19:01.920 --> 00:19:05.360]   And for me, if I were to be honest,
[00:19:05.360 --> 00:19:06.720]   there are so many Sundays.
[00:19:06.720 --> 00:19:10.440]   I know I'm supposed to be here, and I am here,
[00:19:10.440 --> 00:19:11.960]   but some days, my heart just says,
[00:19:11.960 --> 00:19:14.560]   Lord, this week has been so tough.
[00:19:14.560 --> 00:19:16.720]   I'm actually, I blame you for this week.
