
[00:00:00.000 --> 00:00:02.000]  謝謝June
[00:02:37.000 --> 00:02:40.000]  去重新學習如何去建立
[00:02:40.000 --> 00:02:42.000]  自己的生命的同時
[00:02:42.000 --> 00:02:45.000]  是和神的關係和人與人之間的關係
[00:02:45.000 --> 00:02:47.000]  直到有一天
[00:02:47.000 --> 00:02:51.000]  我會去求神幫助自己
[00:02:51.000 --> 00:02:54.000]  去預備好自己和他將來的關係
[00:02:54.000 --> 00:02:56.000]  神跟我說
[00:02:56.000 --> 00:02:59.000]  無論在什麼情況下
[00:02:59.000 --> 00:03:01.000]  他都在你身邊陪伴著你
[00:03:01.000 --> 00:03:04.000]  就是我為你所預備的
[00:03:04.000 --> 00:03:06.000]  當然說的是Mitchie
[00:03:06.000 --> 00:03:10.000]  無論如何
[00:03:10.000 --> 00:03:14.000]  我們都經歷了一段不容易的時間
[00:03:14.000 --> 00:03:18.000]  我們在一起不久
[00:03:18.000 --> 00:03:21.000]  因為我們進入關係的時候
[00:03:21.000 --> 00:03:24.000]  我很肯定這是神的帶領
[00:03:24.000 --> 00:03:25.000]  我很快向他求婚
[00:03:25.000 --> 00:03:28.000]  我們很積極地籌備婚禮
[00:03:28.000 --> 00:03:31.000]  親戚朋友都通知了
[00:03:31.000 --> 00:03:34.000]  不過我發現原來我自己
[00:03:34.000 --> 00:03:37.000]  進入不到婚姻裡面
[00:03:37.000 --> 00:03:40.000]  我們一起做了一個很困難的決定
[00:03:40.000 --> 00:03:42.000]  我們叫停了我們的婚禮
[00:03:42.000 --> 00:03:45.000]  這是一件很不容易的事
[00:03:45.000 --> 00:03:48.000]  換成是另一個人繞巴士把我推走
[00:03:48.000 --> 00:03:50.000]  這是一件很不容易的事
[00:03:50.000 --> 00:03:53.000]  當時我去尋求不同的協助
[00:03:53.000 --> 00:03:55.000]  找一些熟齡的前輩
[00:03:55.000 --> 00:03:57.000]  為我一起去祈禱
[00:03:57.000 --> 00:03:59.000]  去見諮詢員
[00:03:59.000 --> 00:04:03.000]  然後我發現原來我對婚姻有一種恐懼
[00:04:03.000 --> 00:04:06.000]  原來我很擔心自己不能成為
[00:04:06.000 --> 00:04:10.000]  我自己心目中或神眼中或人眼中
[00:04:10.000 --> 00:04:12.000]  一個合資格
[00:04:12.000 --> 00:04:16.000]  一個能夠負起責任的基督徒丈夫
[00:04:16.000 --> 00:04:20.000]  因為這個恐懼我走不下去
[00:04:20.000 --> 00:04:23.000]  但神是很信實的
[00:04:23.000 --> 00:04:25.000]  神會幫助我們
[00:04:25.000 --> 00:04:27.000]  我想說的是
[00:04:27.000 --> 00:04:32.000]  我知道Bitchy是上帝為我預備的
[00:04:32.000 --> 00:04:35.000]  我也知道神會保守我們的婚姻
[00:04:35.000 --> 00:04:38.000]  但當我在質疑自己的時候
[00:04:38.000 --> 00:04:40.000]  我會覺得我這個人
[00:04:40.000 --> 00:04:42.000]  我配不配背負三一神的名
[00:04:42.000 --> 00:04:45.000]  進入一個神聖的婚姻裡
[00:04:45.000 --> 00:04:47.000]  去建立一個所謂基督的關係
[00:04:47.000 --> 00:04:50.000]  基督的婚姻呢?
[00:04:50.000 --> 00:04:57.000]  今天正是一個訊息提醒我們
[00:04:57.000 --> 00:05:01.000]  其實很多時候我們看自己比上帝更加重
[00:05:01.000 --> 00:05:03.000]  我們看自己的工作
[00:05:03.000 --> 00:05:07.000]  可能比上帝的工作更加大
[00:05:07.000 --> 00:05:10.000]  所以我們阻撓了很多神已經預備給我們
[00:05:10.000 --> 00:05:12.000]  每一個人的祝福
[00:05:12.000 --> 00:05:17.000]  每一個人在我們心目中要成就的事情
[00:05:17.000 --> 00:05:21.000]  上星期Debra為我們展開了
[00:05:21.000 --> 00:05:24.000]  我們這個月的張林奇講道系列
[00:05:24.000 --> 00:05:27.000]  出人意表的喜樂
[00:05:27.000 --> 00:05:31.000]  天使加巴列向祭司撒加利亞顯現
[00:05:31.000 --> 00:05:35.000]  預言她那個年老不育的妻子伊莉莎白
[00:05:35.000 --> 00:05:38.000]  將會為神去生若寒
[00:05:38.000 --> 00:05:43.000]  她的兒子還要為了救世主耶穌
[00:05:43.000 --> 00:05:46.000]  去預備而出生的人
[00:05:46.000 --> 00:05:51.000]  但是一個終身去侍奉神的撒加利亞
[00:05:51.000 --> 00:05:56.000]  她曾經多年去渴望有兒女的撒加利亞
[00:05:56.000 --> 00:06:01.000]  卻不能夠再相信神美好的工作再一次發生
[00:06:01.000 --> 00:06:02.000]  如果大家有印象的時候
[00:06:02.000 --> 00:06:05.000]  我們上星期的講道分享過這個訊息
[00:06:05.000 --> 00:06:08.000]  這個不信的故事和我們今天要讀的經文
[00:06:08.000 --> 00:06:11.000]  正是一個平衡的敘事方式
[00:06:11.000 --> 00:06:13.000]  藉著當中的對比
[00:06:13.000 --> 00:06:16.000]  我們更加能夠見到福音書的很重要的訊息
[00:06:16.000 --> 00:06:18.000]  如何呈現被突出
[00:06:18.000 --> 00:06:20.000]  我們一起看看今天經文
[00:06:20.000 --> 00:06:23.000]  我們去到路加福音的一章26到38節
[00:06:23.000 --> 00:06:27.000]  我們首先看26到27節
[00:06:27.000 --> 00:06:30.000]  到了第六個月
[00:06:30.000 --> 00:06:35.000]  天使加巴列奉神的差遣往加利利的一座城去
[00:06:35.000 --> 00:06:38.000]  這座城名叫拿撒勒
[00:06:38.000 --> 00:06:40.000]  到一個童女那裡
[00:06:40.000 --> 00:06:43.000]  她已經許配了大維加的一個人
[00:06:43.000 --> 00:06:44.000]  名叫約瑟
[00:06:44.000 --> 00:06:48.000]  童女的名字叫瑪利亞
[00:06:48.000 --> 00:06:51.000]  伊利沙伯懷孕六個月的時候
[00:06:51.000 --> 00:06:55.000]  天使加巴列去到加利利的拿撒勒
[00:06:55.000 --> 00:06:59.000]  加利利本身是一個外邦人聚居的地方
[00:06:59.000 --> 00:07:02.000]  拿撒勒是當中一個小鎮
[00:07:02.000 --> 00:07:04.000]  對比起神聖的耶路撒冷聖殿
[00:07:04.000 --> 00:07:08.000]  對比起那個要負起聖職
[00:07:08.000 --> 00:07:12.000]  在神面前執行重要職責的祭司職
[00:07:12.000 --> 00:07:16.000]  被視為義的撒加利亞
[00:07:16.000 --> 00:07:18.000]  天使今天要宣告的對象
[00:07:18.000 --> 00:07:24.000]  是在人的面前是蚊比和牛比
[00:07:24.000 --> 00:07:29.000]  在猶太人當時看不起的一個小鎮拿撒勒
[00:07:29.000 --> 00:07:30.000]  一個普通人的家
[00:07:30.000 --> 00:07:36.000]  一個直直無名十幾歲的少女瑪利亞
[00:07:36.000 --> 00:07:39.000]  大家看不看到那個對比
[00:07:39.000 --> 00:07:43.000]  對比起一個崇高地位的宗教領袖
[00:07:43.000 --> 00:07:49.000]  瑪利亞實在是太渺小 太過卑微
[00:07:49.000 --> 00:07:53.000]  天使兩次講關於降生的宣講
[00:07:53.000 --> 00:07:55.000]  上一次是在神的殿
[00:07:55.000 --> 00:07:58.000]  這次是在普通人的家
[00:07:58.000 --> 00:08:00.000]  上一次是在神聖的耶路撒冷
[00:08:00.000 --> 00:08:03.000]  這次是在小鎮拿撒勒
[00:08:03.000 --> 00:08:07.000]  但更重要的是上一次講的是不信
[00:08:07.000 --> 00:08:13.000]  這次是傳言的相信
[00:08:13.000 --> 00:08:19.000]  當日 加巴列一句說話
[00:08:19.000 --> 00:08:21.000]  他跟瑪利亞這樣說
[00:08:21.000 --> 00:08:26.000]  第18節 蒙大恩的女子 主同你同在
[00:08:26.000 --> 00:08:29.000]  瑪利亞就因為這個說話很驚慌
[00:08:29.000 --> 00:08:34.000]  又反覆思考這個問候是什麼意思
[00:08:34.000 --> 00:08:37.000]  經文說瑪利亞感到驚慌
[00:08:37.000 --> 00:08:41.000]  不是因為天使突然間從墓地彈出來很害怕
[00:08:41.000 --> 00:08:46.000]  瑪利亞是因為加巴列的那句問候
[00:08:46.000 --> 00:08:50.000]  為什麼會為了一句問候驚慌又很疑惑呢
[00:08:50.000 --> 00:08:55.000]  我們看到經文開頭說的是蒙大恩
[00:08:55.000 --> 00:08:58.000]  相對於當時的瑪利亞來說
[00:08:58.000 --> 00:09:00.000]  這絕對不是小事
[00:09:00.000 --> 00:09:02.000]  在路加的著作中
[00:09:02.000 --> 00:09:06.000]  蒙大恩這個恩典的字根是Keres
[00:09:06.000 --> 00:09:09.000]  是帶有權能的意思
[00:09:09.000 --> 00:09:12.000]  所以照道理 蒙大恩應該發生在
[00:09:12.000 --> 00:09:16.000]  好像撒加利亞那些有條件的人身上
[00:09:16.000 --> 00:09:21.000]  而不應該發生在瑪利亞這個卑微的人身上
[00:09:21.000 --> 00:09:27.000]  最起碼當時的猶太人和瑪利亞自己都是這樣想
[00:09:27.000 --> 00:09:31.000]  後面那句 主和你同在
[00:09:31.000 --> 00:09:33.000]  在我們今天基督徒經常說
[00:09:33.000 --> 00:09:35.000]  主 和你同在
[00:09:35.000 --> 00:09:38.000]  但在這段經文的處境中
[00:09:38.000 --> 00:09:40.000]  是要將天使的宣告連繫到
[00:09:40.000 --> 00:09:45.000]  上帝在舊約中向以色列人的應許
[00:09:45.000 --> 00:09:48.000]  去到以塞亞書七章十四節
[00:09:48.000 --> 00:09:52.000]  我們看到上帝對以色列人有一個什麼應許
[00:09:52.000 --> 00:09:55.000]  他說 因此主自己要給你們一個預兆
[00:09:55.000 --> 00:09:58.000]  看啊 必有同類懷孕生子
[00:09:58.000 --> 00:10:02.000]  給他起名叫 以瑪奈尼
[00:10:02.000 --> 00:10:07.000]  以瑪奈尼 上帝與我們同在
[00:10:07.000 --> 00:10:10.000]  對猶太人來說 對瑪利亞來說
[00:10:10.000 --> 00:10:12.000]  對新舊約的讀者來說
[00:10:12.000 --> 00:10:16.000]  以瑪奈尼是代表著上帝的救贖
[00:10:16.000 --> 00:10:19.000]  瑪利亞的驚慌和他的疑惑
[00:10:19.000 --> 00:10:21.000]  沒錯 可能他是受寵若驚
[00:10:21.000 --> 00:10:25.000]  但更加可能是他覺得自己何德何能去承受
[00:10:25.000 --> 00:10:28.000]  上帝所差派來的天使授予
[00:10:28.000 --> 00:10:34.000]  這個這麼有份量 這麼重要的一句話
[00:10:34.000 --> 00:10:37.000]  在這段第一句的經文的句子裡
[00:10:37.000 --> 00:10:39.000]  我們不要漏了中間的那個字
[00:10:39.000 --> 00:10:43.000]  你好 好像一個很簡單的祝福語
[00:10:43.000 --> 00:10:46.000]  中文譯作你好 英文譯作greetings
[00:10:46.000 --> 00:10:52.000]  但在希臘原文裡
[00:10:52.000 --> 00:10:57.000]  他是願你喜樂 願你喜樂
[00:10:57.000 --> 00:10:59.000]  是帶有rejoice的意思
[00:10:59.000 --> 00:11:03.000]  我特別希望今天跟大家說一下這個字
[00:11:03.000 --> 00:11:06.000]  因為天使向瑪利亞的文案
[00:11:06.000 --> 00:11:10.000]  正是點出了我們這次的講道系列主題
[00:11:10.000 --> 00:11:13.000]  你好 願你喜樂
[00:11:13.000 --> 00:11:17.000]  願你可以得著出人意表的喜樂
[00:11:17.000 --> 00:11:24.000]  這是上帝帶領我們今天去到章林祈這個系列裡
[00:11:24.000 --> 00:11:29.000]  我們的領受系聖靈很希望我們可以在這個節期中
[00:11:29.000 --> 00:11:34.000]  去明白和領受到上帝要帶給我們出人意表的喜樂
[00:11:34.000 --> 00:11:37.000]  所以不要小看一段短短的經文語裡面
[00:11:37.000 --> 00:11:39.000]  隱藏著很多的意思
[00:11:39.000 --> 00:11:42.000]  求聖靈繼續帶領我們可以更加明白祂的話語
[00:11:42.000 --> 00:11:44.000]  我們繼續看下去
[00:11:44.000 --> 00:11:47.000]  天使對他說 瑪利亞不要怕
[00:11:47.000 --> 00:11:49.000]  你在神面前已經蒙恩了
[00:11:49.000 --> 00:11:52.000]  你要懷孕生子 要給他起名叫耶穌
[00:11:52.000 --> 00:11:56.000]  他將要為大 稱為至高者的兒子
[00:11:56.000 --> 00:12:00.000]  主神要將祂祖先大位皇位給他
[00:12:00.000 --> 00:12:06.000]  祂要做亞國家的王 直到永遠 他的國沒有窮盡
[00:12:06.000 --> 00:12:11.000]  天使所說的 正是猶太人等了幾百年的尼塞亞
[00:12:11.000 --> 00:12:14.000]  耶穌希伯來文是在說約書亞
[00:12:14.000 --> 00:12:17.000]  意思是耶和華是拯救
[00:12:17.000 --> 00:12:20.000]  耶穌是至高者上帝的兒子
[00:12:20.000 --> 00:12:25.000]  是祖先大位的王 是亞國家的王
[00:12:25.000 --> 00:12:30.000]  他的國是永遠的 他的國是無窮無盡的
[00:12:30.000 --> 00:12:39.000]  天使所說的 正是在解答瑪利亞對自己不配蒙大恩的問候的疑惑
[00:12:39.000 --> 00:12:42.000]  他是要帶出一個大好的消息
[00:12:42.000 --> 00:12:44.000]  這個是世界的盼望
[00:12:44.000 --> 00:12:46.000]  這個是對民族的拯救
[00:12:46.000 --> 00:12:53.000]  這個是上帝要他多年來成就的救恩救贖
[00:12:53.000 --> 00:12:57.000]  面對著天使的寓言 降生的宣告
[00:12:57.000 --> 00:13:03.000]  我們要知道 瑪利亞的反應和上星期所說的撒加利亞不一樣
[00:13:03.000 --> 00:13:10.000]  瑪利亞和天使所說 我都沒有出嫁 怎麼會有這個事呢
[00:13:10.000 --> 00:13:13.000]  我們看看英文的翻譯 可能你會更加容易明白
[00:13:13.000 --> 00:13:15.000]  那個分別在哪裡
[00:13:15.000 --> 00:13:17.000]  撒加利亞問的問題是
[00:13:17.000 --> 00:13:22.000]  How can I be sure for this?
[00:13:22.000 --> 00:13:26.000]  我怎麼能肯定你所說的東西真的會發生
[00:13:26.000 --> 00:13:28.000]  但瑪利亞所問的問題是
[00:13:28.000 --> 00:13:30.000]  How will this be?
[00:13:30.000 --> 00:13:33.000]  你所說的東西將會怎樣發生
[00:13:33.000 --> 00:13:35.000]  大家看不看得到分別
[00:13:35.000 --> 00:13:41.000]  瑪利亞不是不相信這個救世主會照著上帝的意思去出現
[00:13:41.000 --> 00:13:44.000]  他作為一個猶太人 他從小已經被教導
[00:13:44.000 --> 00:13:49.000]  去祈禱 去祈求尼塞亞誕生降世 拯救
[00:13:49.000 --> 00:13:54.000]  他問的問題是顯示出他不知道這個事情會怎樣
[00:13:54.000 --> 00:13:57.000]  因著上帝所說的發生
[00:13:57.000 --> 00:14:00.000]  當大家看見分別的時候 你會看見撒加利亞的不信
[00:14:00.000 --> 00:14:03.000]  他不相信自己所祈求的事會發生
[00:14:03.000 --> 00:14:09.000]  他連上帝要成就的美意 他都不相信會這樣發生
[00:14:09.000 --> 00:14:12.000]  瑪利亞是相信上帝是信實的
[00:14:12.000 --> 00:14:16.000]  瑪利亞是會看見上帝會實現他自己的應許
[00:14:16.000 --> 00:14:18.000]  只不過在現實層面裏面
[00:14:18.000 --> 00:14:24.000]  他不知道怎樣能夠透過他自己去發生
[00:14:24.000 --> 00:14:28.000]  丙姐妹 我相信在你們當中
[00:14:28.000 --> 00:14:31.000]  可能你們都會像上星期的講道所說
[00:14:31.000 --> 00:14:33.000]  等候了一些事情 祈求了很久
[00:14:33.000 --> 00:14:37.000]  它都仍然未發生 導致你失去信心
[00:14:37.000 --> 00:14:41.000]  我希望你們上星期已經得到鼓勵
[00:14:41.000 --> 00:14:46.000]  但這個星期 我相信在你們當中
[00:14:46.000 --> 00:14:52.000]  有些人其實你們是相信上帝的事情會發生
[00:14:52.000 --> 00:14:58.000]  只不過你是未知道它怎樣會透過你自己去成就
[00:14:58.000 --> 00:15:00.000]  可能你會像瑪利亞那樣想
[00:15:00.000 --> 00:15:03.000]  在我身上 怎樣可以成就
[00:15:03.000 --> 00:15:07.000]  以我的條件 怎樣能夠發生
[00:15:07.000 --> 00:15:13.000]  神啊 我不是不相信你 我是信不過我自己
[00:15:13.000 --> 00:15:18.000]  可能在你們當中 曾經有領受過上帝的呼召
[00:15:18.000 --> 00:15:22.000]  但可能你會像你剛才所說 很驚慌 很疑惑
[00:15:22.000 --> 00:15:26.000]  他說 神呼召了我在職場上去作見證
[00:15:26.000 --> 00:15:30.000]  去帶人信主 但我在公司裏面只不過是一個小薯條
[00:15:30.000 --> 00:15:34.000]  這件事怎樣發生
[00:15:34.000 --> 00:15:39.000]  可能你聽到神曾經叫你在家族裏面傳福音給你的親戚
[00:15:39.000 --> 00:15:45.000]  領他們信主 讓他們有永生的盼望
[00:15:45.000 --> 00:15:50.000]  但你說 我在他們裏面一直都是沒有死的
[00:15:50.000 --> 00:15:53.000]  我清明也是排在最後的
[00:15:53.000 --> 00:15:57.000]  大家都可能會有這些的習俗
[00:15:57.000 --> 00:16:03.000]  我在當中 這件事怎樣能夠透過我去成就
[00:16:03.000 --> 00:16:07.000]  可能你說 神啊 你叫我在教會服侍
[00:16:07.000 --> 00:16:09.000]  我說話又不擅長 唱歌又不好聽
[00:16:09.000 --> 00:16:13.000]  我笑起來自己也有點害怕
[00:16:13.000 --> 00:16:17.000]  這件事怎樣發生
[00:16:17.000 --> 00:16:21.000]  但弟姐妹 上帝要使用你們
[00:16:21.000 --> 00:16:26.000]  上帝要使用我們當中的每一個人
[00:16:26.000 --> 00:16:28.000]  就好像瑪利亞一樣
[00:16:28.000 --> 00:16:30.000]  神施行神蹟在瑪利亞身上
[00:16:30.000 --> 00:16:35.000]  讓她懷有耶穌並且生出神的兒子
[00:16:35.000 --> 00:16:41.000]  神今天一樣要在你們的身上施行神蹟
[00:16:41.000 --> 00:16:44.000]  使你們懷著祂的靈
[00:16:44.000 --> 00:16:47.000]  作為上帝的管子
[00:16:47.000 --> 00:16:52.000]  去將祂的心意在當中去成就
[00:16:52.000 --> 00:16:55.000]  Amen
[00:16:55.000 --> 00:17:00.000]  接下來我們要看看天使所作的回應
[00:17:00.000 --> 00:17:04.000]  這三句的回應不單止是在跟瑪利亞說
[00:17:04.000 --> 00:17:08.000]  這三句的回應同樣是在跟我們當中每一個
[00:17:08.000 --> 00:17:15.000]  相信上帝會用祂自己的方式去成就祂旨意的我們說
[00:17:15.000 --> 00:17:19.000]  首先 第35節聖靈要臨到你們的身上
[00:17:19.000 --> 00:17:23.000]  至高者的能力要庇蔭你
[00:17:23.000 --> 00:17:28.000]  因此那要出生的聖者要稱為神的兒子
[00:17:28.000 --> 00:17:33.000]  這句話的重點我們要學習的是謙卑
[00:17:33.000 --> 00:17:36.000]  首先如果我們要看到上帝的工作
[00:17:36.000 --> 00:17:38.000]  透過我們的身上發生的時候
[00:17:38.000 --> 00:17:42.000]  我們絕對不能夠去靠我們自己
[00:17:42.000 --> 00:17:45.000]  我們唯獨是依靠聖靈的幫助
[00:17:45.000 --> 00:17:47.000]  讓聖靈去工作
[00:17:47.000 --> 00:17:51.000]  讓上帝的能力覆蔽著我們身上的意思
[00:17:51.000 --> 00:17:54.000]  首先我們需要全心謙卑
[00:17:54.000 --> 00:17:57.000]  把主權交回給上帝
[00:17:57.000 --> 00:18:01.000]  把主權交回給主耶穌基督
[00:18:01.000 --> 00:18:06.000]  卑微的瑪利亞被聖高回應我們上一個講到
[00:18:06.000 --> 00:18:08.000]  是要講比喻 耶穌的比喻
[00:18:08.000 --> 00:18:13.000]  我和崔文都分別去講到謙卑這個主題
[00:18:13.000 --> 00:18:18.000]  今天這裡給了我們一個機會去做一個非常重要的補充
[00:18:18.000 --> 00:18:21.000]  上帝叫人升高降低
[00:18:21.000 --> 00:18:26.000]  講的不單止是涉及個人的榮譽得失
[00:18:26.000 --> 00:18:28.000]  上帝叫人升高降低
[00:18:28.000 --> 00:18:32.000]  是強調神要興起卑微的人
[00:18:32.000 --> 00:18:36.000]  去開展上帝的國度
[00:18:36.000 --> 00:18:40.000]  上帝要興起卑微的人
[00:18:40.000 --> 00:18:43.000]  去擴展開展他的國度
[00:18:43.000 --> 00:18:45.000]  在舊約裡面我們見到
[00:18:45.000 --> 00:18:47.000]  出生在一個奴隸的摩西
[00:18:47.000 --> 00:18:50.000]  我們見到牧羊人少年大衛
[00:18:50.000 --> 00:18:52.000]  被賣為奴的弱室
[00:18:52.000 --> 00:18:55.000]  猶太孤兒以斯帖
[00:18:55.000 --> 00:19:00.000]  新約見到草根如膚彼得
[00:19:00.000 --> 00:19:03.000]  還有罪人瑞利馬太
[00:19:03.000 --> 00:19:08.000]  還有一隻逼迫基督徒的保羅
[00:19:08.000 --> 00:19:11.000]  他們全部都是因為聖靈臨到他們的身上
[00:19:11.000 --> 00:19:15.000]  上帝的能力庇護著他們
[00:19:15.000 --> 00:19:16.000]  庇蔭著他們
[00:19:16.000 --> 00:19:19.000]  因此他們雖然出生是卑微
[00:19:19.000 --> 00:19:25.000]  但卻被神興起去大大開展他的國度
[00:19:25.000 --> 00:19:30.000]  當然少不了我們今天所講的經文裡的主角
[00:19:30.000 --> 00:19:36.000]  出生出神的兒子耶穌的媽媽瑪利亞
[00:19:36.000 --> 00:19:38.000]  第二點
[00:19:38.000 --> 00:19:40.000]  見證
[00:19:40.000 --> 00:19:41.000]  三十六節
[00:19:41.000 --> 00:19:44.000]  況且你的親戚伊利沙伯
[00:19:44.000 --> 00:19:47.000]  就是那個素來稱為畢生肉的
[00:19:47.000 --> 00:19:50.000]  在年老的時候也懷了男胎
[00:19:50.000 --> 00:19:54.000]  現在懷孕六個月了
[00:19:54.000 --> 00:19:57.000]  天使提到伊利沙伯懷孕
[00:19:57.000 --> 00:20:00.000]  是用瑪利亞身邊所認識的人
[00:20:00.000 --> 00:20:07.000]  作為信心的確據
[00:20:07.000 --> 00:20:11.000]  他藉此讓瑪利亞見到
[00:20:11.000 --> 00:20:14.000]  上帝是信實透過見證
[00:20:14.000 --> 00:20:16.000]  可以真真實實見到
[00:20:16.000 --> 00:20:22.000]  上帝的工作的確在我們身邊不斷發生
[00:20:22.000 --> 00:20:26.000]  所以沒錯見證是非常重要的
[00:20:26.000 --> 00:20:28.000]  上帝為瑪利亞準備了一個見證
[00:20:28.000 --> 00:20:33.000]  也為你和我預備了很多見證
[00:20:33.000 --> 00:20:34.000]  所以弟兄姊妹
[00:20:34.000 --> 00:20:36.000]  當你信心軟弱的時候
[00:20:36.000 --> 00:20:38.000]  不要自己低頭
[00:20:38.000 --> 00:20:44.000]  自己去埋怨神或質疑自己
[00:20:44.000 --> 00:20:45.000]  我邀請你
[00:20:45.000 --> 00:20:47.000]  你將你的眼睛放眼
[00:20:47.000 --> 00:20:48.000]  看開去
[00:20:48.000 --> 00:20:50.000]  看看你身邊周圍的弟兄姊妹
[00:20:50.000 --> 00:20:55.000]  上帝在大家生命當中的每一個見證
[00:20:55.000 --> 00:20:57.000]  所以與此同時
[00:20:57.000 --> 00:21:00.000]  弟兄姊妹如果你正在經歷上帝
[00:21:00.000 --> 00:21:03.000]  你經歷過上帝的作為的時候
[00:21:03.000 --> 00:21:05.000]  請你不要藏起來
[00:21:05.000 --> 00:21:08.000]  請你去作為那個伊麗莎白
[00:21:08.000 --> 00:21:11.000]  去為你身邊的瑪利亞
[00:21:11.000 --> 00:21:14.000]  作一個好像雲彩般的見證
[00:21:14.000 --> 00:21:16.000]  第三點
[00:21:16.000 --> 00:21:17.000]  信心
[00:21:17.000 --> 00:21:19.000]  37節
[00:21:19.000 --> 00:21:20.000]  因為出於神的話
[00:21:20.000 --> 00:21:26.000]  沒有一句話是不大能力的
[00:21:26.000 --> 00:21:28.000]  因為出於神的話
[00:21:28.000 --> 00:21:32.000]  沒有一句話是不大能力的
[00:21:32.000 --> 00:21:34.000]  新譯本他會譯作為
[00:21:34.000 --> 00:21:39.000]  在上帝沒有一件事是不可能的
