
[00:00:00.000 --> 00:00:03.840]  接下來我要說的內容是得到批准的
[00:03:16.000 --> 00:03:18.920]  裡面關乎到先知以賽亞
[00:03:18.920 --> 00:03:20.400]  七百年前耶穌出世
[00:03:20.400 --> 00:03:22.720]  七百年前就已經寫下的一個預言
[00:03:22.720 --> 00:03:24.560]  講到神在終末的時候
[00:03:24.560 --> 00:03:28.760]  祂要把那塊遮住人的果頭布
[00:03:28.760 --> 00:03:30.760]  神要把那塊布移開
[00:03:30.760 --> 00:03:32.960]  那塊布象徵著死亡
[00:03:32.960 --> 00:03:35.320]  象徵著罪所帶來的惡果
[00:03:35.320 --> 00:03:39.920]  神說祂要把這件事從我們的生命裡面完完全全地除去
[00:03:39.920 --> 00:03:45.320]  講的是耶穌的復活意味著罪是被擊敗了
[00:03:45.320 --> 00:03:50.600]  死亡的力量不再是我們故事的最終結局
[00:03:50.600 --> 00:03:54.360]  但是不知道大家上星期一直在聽的時候
[00:03:54.360 --> 00:03:56.160]  同時你有沒有去想
[00:03:56.160 --> 00:03:59.480]  為什麼如果這個是我們的事實的話
[00:03:59.480 --> 00:04:03.080]  我們面對的每一天
[00:04:03.080 --> 00:04:05.680]  我們應該有的現實的話
[00:04:05.680 --> 00:04:09.520]  為什麼我們還要不停地去參加安息禮拜呢?
[00:04:09.520 --> 00:04:11.880]  尤其是基督徒的安息禮拜
[00:04:11.880 --> 00:04:13.280]  基督徒都會死的
[00:04:13.280 --> 00:04:17.040]  信了耶穌的人都會兩腳一伸去買蛤蟆彈
[00:04:17.040 --> 00:04:21.120]  我們都要去參加他的安息禮拜
[00:04:21.120 --> 00:04:24.280]  好像每一次我去安息禮拜的時候
[00:04:24.280 --> 00:04:26.760]  其實我上年回來full time之前
[00:04:26.760 --> 00:04:29.080]  我上年part time的時候
[00:04:29.080 --> 00:04:30.480]  曾經一樣
[00:04:30.480 --> 00:04:32.480]  神開了很多門給我去做的
[00:04:32.480 --> 00:04:34.360]  就是我主持了很多安息禮拜
[00:04:34.360 --> 00:04:38.160]  去其他教會或者去為其他人主持了很多安息禮拜
[00:04:38.160 --> 00:04:39.080]  多到一個地步
[00:04:39.080 --> 00:04:41.480]  每一次我去主持一個安息禮拜
[00:04:41.480 --> 00:04:43.880]  或者參加一個安息禮拜的時候
[00:04:43.880 --> 00:04:46.280]  我就被迫去面對一個事實
[00:04:46.280 --> 00:04:47.880]  就是我在想有一天
[00:04:47.880 --> 00:04:50.680]  我所愛的人或者那些愛我的人
[00:04:50.680 --> 00:04:57.480]  他們都避免不了要來出席我的安息禮拜
[00:04:57.480 --> 00:05:00.680]  好像突然間很heavy很沉重
[00:05:00.680 --> 00:05:04.080]  我想告訴你我們不是唯一有問過這個問題
[00:05:04.080 --> 00:05:05.880]  如果你都有問過或者想過
[00:05:05.880 --> 00:05:07.280]  我在想的那件事
[00:05:07.280 --> 00:05:08.680]  不知道我的安息禮拜會怎樣
[00:05:08.680 --> 00:05:10.480]  不知道我的死亡會怎樣
[00:05:10.480 --> 00:05:13.680]  我們不是唯一去想過這個問題的人
[00:05:13.680 --> 00:05:15.880]  為什麼基督徒都要面對死亡
[00:05:15.880 --> 00:05:17.280]  在早期的教會裡面
[00:05:17.280 --> 00:05:19.280]  有一些人有一些教會裡面的人
[00:05:19.280 --> 00:05:21.880]  他們開始陸續的離世
[00:05:21.880 --> 00:05:24.080]  他們開始經歷到死亡的問題
[00:05:24.080 --> 00:05:26.080]  以及那個痛苦和掙扎
[00:05:26.080 --> 00:05:28.480]  如果我們相信耶穌
[00:05:28.480 --> 00:05:31.480]  祂已經戰勝了罪惡和死亡的力量
[00:05:31.480 --> 00:05:34.680]  而且我們已經將我們的信心放在祂裡面的時候
[00:05:34.680 --> 00:05:38.280]  為什麼我們肉身的生命仍然會終結呢?
[00:05:38.280 --> 00:05:40.880]  這樣意味著什麼呢?
[00:05:40.880 --> 00:05:43.280]  這個不是一個很罕見的問題
[00:05:43.280 --> 00:05:46.080]  歷史歷代裡面有很多人都會問過
[00:05:46.080 --> 00:05:48.680]  事實上保羅在他的書信裡面
[00:05:48.680 --> 00:05:51.880]  其實都不止一次要去寫一封信來解答
[00:05:51.880 --> 00:05:56.080]  或者他信中其中一個部分就是要來解答這個問題
[00:05:56.080 --> 00:06:00.080]  我們今天會一起來看哥林多前書第十五章
[00:06:00.080 --> 00:06:01.680]  我們去看其中一個部分
[00:06:01.680 --> 00:06:03.480]  我們從第20節開始去看
[00:06:03.480 --> 00:06:05.880]  哥林多前書第十五章
[00:06:05.880 --> 00:06:07.280]  第20節那裡這樣說
[00:06:07.280 --> 00:06:08.680]  他說
[00:06:08.680 --> 00:06:11.880]  其實基督已經從死人中復活
[00:06:11.880 --> 00:06:15.480]  成為了遂了之人初熟的果子
[00:06:15.480 --> 00:06:18.080]  既然死是因一人而來
[00:06:18.080 --> 00:06:20.280]  死人復活也因一人而來
[00:06:20.280 --> 00:06:22.680]  在亞當裡眾人都死了
[00:06:22.680 --> 00:06:25.880]  同樣在基督裡眾人也都要復活
[00:06:25.880 --> 00:06:28.880]  但各人是按著自己的次序復活
[00:06:28.880 --> 00:06:31.080]  初熟的果子是基督
[00:06:31.080 --> 00:06:32.880]  然後在他來的時候
[00:06:32.880 --> 00:06:35.080]  是那些屬基督的
[00:06:35.080 --> 00:06:37.080]  或者是那些屬他的人
[00:06:37.080 --> 00:06:39.280]  在這裡保羅說到
[00:06:39.280 --> 00:06:42.280]  第20節說到那些睡了的人
[00:06:42.280 --> 00:06:45.080]  很明顯的意思就是那些已經離開了世界
[00:06:45.080 --> 00:06:46.480]  已經過了生的人
[00:06:46.480 --> 00:06:49.480]  保羅用了一個非常富有聖經的
[00:06:49.480 --> 00:06:53.080]  裡面一個非常豐富意義的字眼
[00:06:53.080 --> 00:06:57.080]  來描述那些從死裡復活的耶穌
[00:06:57.080 --> 00:06:59.880]  和這群睡了的人之間的關係
[00:06:59.880 --> 00:07:01.080]  簡單來說
[00:07:01.080 --> 00:07:02.480]  他們用的那個字就是
[00:07:02.480 --> 00:07:05.880]  保羅用的那個字叫做初熟的果子
[00:07:05.880 --> 00:07:08.880]  這個不是一個隨機的字眼
[00:07:08.880 --> 00:07:12.480]  不是純粹想到這個字好像也有意思
[00:07:12.480 --> 00:07:16.280]  保羅是精雕細琢地去選擇這個字
[00:07:16.280 --> 00:07:20.680]  不過如果我們要明白到初熟的果子是什麼意思的話
[00:07:20.680 --> 00:07:22.880]  我們首先要回到這個字
[00:07:22.880 --> 00:07:25.480]  第一次在聖經裡出現的地方
[00:07:25.480 --> 00:07:28.680]  或者賦予它一個完整意思的地方
[00:07:28.680 --> 00:07:34.280]  這個字和以色列人他們救贖的故事息息相關
[00:07:34.280 --> 00:07:38.280]  在他們出埃及的時候
[00:07:38.280 --> 00:07:40.080]  進入加南地之前
[00:07:40.080 --> 00:07:44.080]  神為他們設立了一個叫做初熟節
[00:07:44.080 --> 00:07:47.680]  一個叫做Feast of First Fruit的日子
[00:07:47.680 --> 00:07:52.880]  這個是他們世世代代每年要去遵守的七個節期的其中一個
[00:07:52.880 --> 00:07:55.280]  我們如果來看看利未記的話
[00:07:55.280 --> 00:07:59.080]  我們會看到利未記第23章這樣說
[00:07:59.080 --> 00:08:00.280]  耶和華對摩西說
[00:08:00.280 --> 00:08:02.080]  你曉遇以色列人這樣說
[00:08:02.080 --> 00:08:04.480]  你們到了我賜給你的地方之後
[00:08:04.480 --> 00:08:05.880]  收割莊稼的時候
[00:08:05.880 --> 00:08:09.080]  要將初熟的墨水一菌帶給祭司
[00:08:09.080 --> 00:08:11.880]  祂要將這一菌在耶和華面前搖一搖
[00:08:11.880 --> 00:08:13.480]  使得你們蒙月立
[00:08:13.480 --> 00:08:17.080]  祭司要在安息日的次日來搖一搖
[00:08:17.080 --> 00:08:18.480]  第14節這樣說
[00:08:18.480 --> 00:08:21.280]  在你們向神獻上祭品那天之前
[00:08:21.280 --> 00:08:23.280]  你不可以吃任何的餅
[00:08:23.280 --> 00:08:25.680]  烤的穀物或者新鮮的穀物
[00:08:25.680 --> 00:08:27.280]  你們住在哪裡
[00:08:27.280 --> 00:08:30.880]  這個都要世世代代成為你們永遠的定例
[00:08:30.880 --> 00:08:37.280]  初熟節是標誌著他們向神獻上第一批大墨的收成
[00:08:37.280 --> 00:08:39.480]  象徵著收成的季節
[00:08:39.480 --> 00:08:41.680]  收成期終於來到了
[00:08:41.680 --> 00:08:45.880]  還是不要經常只顧著說笑
[00:08:45.880 --> 00:08:48.280]  代表收成期來到了
[00:08:48.280 --> 00:08:51.480]  以色列人要在和田裡面割一菌
[00:08:51.480 --> 00:08:52.480]  他們的大墨
[00:08:52.480 --> 00:08:55.680]  最早成熟最早熟的這一菌的大墨
[00:08:55.680 --> 00:08:58.880]  然後和其他的祭品一起帶到祭司那裡
[00:08:58.880 --> 00:09:00.280]  來獻上這個祭
[00:09:00.280 --> 00:09:02.080]  來獻上這個初熟的果子
[00:09:02.080 --> 00:09:04.680]  或者初熟的穀物來成為他們的祭
[00:09:04.680 --> 00:09:07.080]  祭司會在神面前揮一揮搖一搖
[00:09:07.080 --> 00:09:09.080]  代表著一份的感恩
[00:09:09.080 --> 00:09:11.080]  代表著他們的信心
[00:09:11.080 --> 00:09:15.680]  在獻祭之前人是不可以吃他們那年任何的收成
[00:09:15.680 --> 00:09:17.680]  因為這個動作
[00:09:17.680 --> 00:09:20.280]  這個在神面前帶來初熟的祭物
[00:09:20.280 --> 00:09:23.080]  去搖一搖這個獻祭的動作
[00:09:23.080 --> 00:09:27.280]  是代表著他們承認神是供應給他們的來源
[00:09:27.280 --> 00:09:33.280]  並且他們相信神會繼續賜給他們那一年剩餘的收穫
[00:09:33.280 --> 00:09:37.480]  也就是說當一個人帶著他的穀物來到獻祭的時候
[00:09:37.480 --> 00:09:40.280]  他會說我知道我拿著的這一菌裝甲
[00:09:40.280 --> 00:09:41.880]  我拿著的這一菌大墨
[00:09:41.880 --> 00:09:42.880]  是從神而來
[00:09:42.880 --> 00:09:43.880]  是神賜給我的
[00:09:43.880 --> 00:09:46.680]  而且我知道今年餘下的時間
[00:09:46.680 --> 00:09:49.480]  祂會為我提供一個滿滿的收成
[00:09:49.480 --> 00:09:50.480]  是有保證的
[00:09:50.480 --> 00:09:51.680]  是保證了的
[00:09:51.680 --> 00:09:53.680]  我相信我信得過神
[00:09:53.680 --> 00:09:55.680]  所以現在我們知道
[00:09:55.680 --> 00:09:58.080]  初熟節是什麼了
[00:09:58.080 --> 00:10:00.280]  什麼是初熟的果子
[00:10:00.280 --> 00:10:03.480]  不過除了"What"很重要之外
[00:10:03.480 --> 00:10:07.080]  "When"的時間也非常重要
[00:10:07.080 --> 00:10:10.280]  我們來看看剛才在那節經文裡面說
[00:10:10.280 --> 00:10:14.280]  祭司要在安息日的次日搖一搖
[00:10:14.280 --> 00:10:15.680]  什麼是安息日呢?
[00:10:15.680 --> 00:10:18.280]  這一年裡面起碼有52個安息日
[00:10:18.280 --> 00:10:19.480]  哪一個安息日呢?
[00:10:19.480 --> 00:10:22.280]  原來時間是非常重要的
[00:10:22.280 --> 00:10:25.680]  這個初熟節是會在逾越節
[00:10:25.680 --> 00:10:27.880]  連接著之後的除教節
[00:10:27.880 --> 00:10:31.480]  一個星期裡面陸續的來到它發生
[00:10:31.480 --> 00:10:34.680]  就是說這個初熟節
[00:10:34.680 --> 00:10:37.880]  是發生在逾越節之後
[00:10:37.880 --> 00:10:40.480]  那個安息日的第二天
[00:10:40.480 --> 00:10:44.480]  不知道大家有沒有立刻想起一些事情呢?
[00:10:44.480 --> 00:10:46.280]  不知道你記不記得
[00:10:46.280 --> 00:10:51.280]  耶穌是在哪一天被捕被出賣的呢?
[00:10:51.280 --> 00:10:56.280]  是在他和門徒吃完逾越節的晚餐之後
[00:10:56.280 --> 00:11:00.480]  逾越節的晚餐他吃完被捕被捕被出賣的第二天
[00:11:00.480 --> 00:11:01.480]  就是Good Friday
[00:11:01.480 --> 00:11:03.480]  我們上個星期有Good Friday
[00:11:03.480 --> 00:11:06.480]  就是我們去紀念耶穌的受難日
[00:11:06.480 --> 00:11:08.880]  第二天就是他被釘十字架的日子
[00:11:08.880 --> 00:11:10.280]  耶穌被釘十字架之後
[00:11:10.280 --> 00:11:14.080]  他們要盡快同一天把他們的遺體放在墳墓裡面
[00:11:14.080 --> 00:11:14.680]  為什麼呢?
[00:11:14.680 --> 00:11:18.280]  因為釘十字架受難日Good Friday之後的那一天
[00:11:18.280 --> 00:11:21.480]  星期六就是安息日
[00:11:21.480 --> 00:11:24.880]  安息日他們是不可以做任何的事情
[00:11:24.880 --> 00:11:27.480]  而安息日的之後一天
[00:11:27.480 --> 00:11:29.080]  就是星期日
[00:11:29.080 --> 00:11:30.880]  是什麼日子呢?
[00:11:30.880 --> 00:11:34.680]  就是耶穌從死裡面復活的日子
[00:11:34.680 --> 00:11:35.680]  換句話說
[00:11:35.680 --> 00:11:41.080]  耶穌是在初熟節那一天復活的
[00:11:41.080 --> 00:11:43.480]  弟兄姊妹,你們知道這裡代表什麼嗎?
[00:11:43.480 --> 00:11:48.080]  就是代表當保羅說耶穌是初熟的果子的時候
[00:11:48.080 --> 00:11:53.080]  就是說到耶穌復活的時間是較合時機的
[00:11:53.080 --> 00:11:57.480]  通常我們說耶穌是如月節的羔羊
[00:11:57.480 --> 00:11:59.680]  這個歌曲也可以唱
[00:11:59.680 --> 00:12:03.480]  我們平時每次去到復活節或受難節的時候都會說
[00:12:03.480 --> 00:12:05.480]  我們平時把我們的注意力放在
[00:12:05.480 --> 00:12:10.680]  耶穌就是如月節的羔羊來取去世人的罪孽
[00:12:10.680 --> 00:12:12.680]  但原來故事還沒完
[00:12:12.680 --> 00:12:15.080]  耶穌不單止是如月節的羔羊
[00:12:15.080 --> 00:12:18.280]  耶穌還是在初熟節裡面的初熟果子
[00:12:18.280 --> 00:12:21.080]  或者那一群剛剛初熟的大麥
[00:12:21.080 --> 00:12:23.480]  他是在神面前搖一搖的祭
[00:12:23.480 --> 00:12:26.880]  以致當我們去獻祭的時候
[00:12:26.880 --> 00:12:29.680]  我們知道這是初熟的果子
[00:12:29.680 --> 00:12:32.680]  但接著的孫生期到了
[00:12:32.680 --> 00:12:35.080]  是會陸續有來的
[00:12:35.080 --> 00:12:39.080]  就是說耶穌復活的身體只是第一個
[00:12:39.080 --> 00:12:41.080]  祂只是初熟的果子
[00:12:41.080 --> 00:12:42.880]  原來在神的計劃
[00:12:42.880 --> 00:12:44.480]  救贖的計劃的命定裡面
[00:12:44.480 --> 00:12:47.080]  這些復活的身體陸續有來
[00:12:47.080 --> 00:12:48.680]  好像一個莊稼一樣
[00:12:48.680 --> 00:12:50.480]  是會有一個很大的修成
[00:12:50.480 --> 00:12:51.680]  將要來到
[00:12:51.680 --> 00:12:53.680]  基督祂作為初熟的果子
[00:12:53.680 --> 00:12:57.080]  就是接著要來的滿滿的收穫的
[00:12:57.080 --> 00:12:59.080]  那個保證的憑據
[00:12:59.080 --> 00:13:00.680]  當祂來臨的時候
[00:13:00.680 --> 00:13:02.680]  當祂再一次回來的時候
[00:13:02.680 --> 00:13:04.080]  所有熟悉祂的人
[00:13:04.080 --> 00:13:06.080]  都將會經歷到他們的身體
[00:13:06.080 --> 00:13:09.080]  他們的肉體得以復活
[00:13:09.080 --> 00:13:12.080]  就正如在初熟節的時候
[00:13:12.080 --> 00:13:13.680]  那些要獻祭的人知道
[00:13:13.680 --> 00:13:16.680]  第一群莊稼是上帝去供應
[00:13:16.680 --> 00:13:20.280]  之後祂會供應整個季節所有的修成
[00:13:20.280 --> 00:13:22.280]  同樣地我們都可以肯定
[00:13:22.280 --> 00:13:26.280]  神是那個使耶穌從死裡面復活的那一位
[00:13:26.280 --> 00:13:27.480]  而且有一天
[00:13:27.480 --> 00:13:30.480]  這個莊稼都會同樣地發生
[00:13:30.480 --> 00:13:32.880]  我們所有熟悉耶穌的人
[00:13:32.880 --> 00:13:34.280]  都會跟祂一樣
[00:13:34.280 --> 00:13:36.880]  在死裡面復活
[00:13:36.880 --> 00:13:39.080]  換句話說
[00:13:39.880 --> 00:13:45.680]  神已經令到耶穌從死裡面復活
[00:13:45.680 --> 00:13:50.080]  但是神仍然未叫到我們的身體
[00:13:50.080 --> 00:13:52.480]  從死裡面復活
[00:13:52.480 --> 00:13:55.480]  可能你以前都試過在同一句句子裡面
[00:13:55.480 --> 00:13:58.080]  聽到剛才兩個很特別的詞語
[00:13:58.080 --> 00:14:00.280]  已經,但是還未
[00:14:00.280 --> 00:14:02.280]  我們或者很多時候中文的
[00:14:02.280 --> 00:14:05.080]  會寫作叫做已然,但是未然
[00:14:05.080 --> 00:14:07.280]  Already,但是Not Yet
[00:14:07.280 --> 00:14:10.080]  這個詞語是用來形容基督徒
[00:14:10.080 --> 00:14:13.680]  所在這個世界裡面經歷的那一份張力
[00:14:13.680 --> 00:14:16.880]  因為神的國度已經透過耶穌的生命
[00:14:16.880 --> 00:14:18.880]  透過祂的死亡,透過祂的復活
[00:14:18.880 --> 00:14:20.280]  而建立在這個地上
[00:14:20.280 --> 00:14:24.080]  這是已經發生的一件事
[00:14:24.080 --> 00:14:27.080]  而且我們因為經歷了這件事
[00:14:27.080 --> 00:14:30.280]  神將這個救贖和更生
[00:14:30.280 --> 00:14:32.480]  已經帶進了這個世界裡面
[00:14:32.480 --> 00:14:34.080]  是我們可以經歷得到的
[00:14:34.080 --> 00:14:37.480]  上個星期我們去到經歷浸禮的時候
[00:14:37.480 --> 00:14:39.880]  我們幾位受浸的弟兄姊妹
[00:14:39.880 --> 00:14:41.680]  寫了他們的見證出來
[00:14:41.680 --> 00:14:42.680]  我在那裡看的時候
[00:14:42.680 --> 00:14:43.880]  就是講他們的生命
[00:14:43.880 --> 00:14:45.280]  怎樣經歷到這份
[00:14:45.280 --> 00:14:47.880]  因為神的國度淋在他們的生命裡面
[00:14:47.880 --> 00:14:49.480]  他們經歷這份更生
[00:14:49.480 --> 00:14:50.680]  他們經歷這份救恩
[00:14:50.680 --> 00:14:53.880]  他們經歷那份180度的改變
[00:14:53.880 --> 00:14:56.880]  但是我們仍然在等待
[00:14:56.880 --> 00:14:59.680]  那個在將來才會發生
[00:14:59.680 --> 00:15:02.680]  那個在未來的復活
[00:15:02.680 --> 00:15:04.080]  那個身體的復活
[00:15:04.080 --> 00:15:05.480]  那個最後的審判
[00:15:05.480 --> 00:15:07.680]  和那個神來到更生一切
[00:15:07.680 --> 00:15:09.280]  看到萬物復興的情景
[00:15:09.280 --> 00:15:11.680]  那樣東西仍然未實現
[00:15:11.680 --> 00:15:14.280]  是那個Not Yet
[00:15:14.280 --> 00:15:16.680]  我想在這裡強調一下
[00:15:16.680 --> 00:15:19.480]  張力這個詞語這個字眼
[00:15:19.480 --> 00:15:22.480]  雖然我們在耶穌裡面已經獲得了
[00:15:22.480 --> 00:15:25.480]  我們屬靈裡面那份的重生
[00:15:25.480 --> 00:15:28.080]  耶穌和尼哥底姆說
[00:15:28.080 --> 00:15:31.480]  人如果從水和聖靈裡面重生的話
[00:15:31.480 --> 00:15:33.880]  他就可以有這個新的生命
[00:15:33.880 --> 00:15:35.880]  我們已經可以得到
[00:15:35.880 --> 00:15:39.480]  耶穌戰勝死亡和罪惡的勝利
[00:15:39.480 --> 00:15:41.680]  但是肉體的死亡
[00:15:41.680 --> 00:15:43.280]  我們仍然是今天
[00:15:43.280 --> 00:15:46.680]  在這個世界上每一個人必經的階段
[00:15:46.680 --> 00:15:49.280]  仍然是他們現實的經歷
[00:15:49.280 --> 00:15:52.280]  是一種真正的張力存在
[00:15:52.280 --> 00:15:53.880]  明明耶穌已經戰勝死亡
[00:15:53.880 --> 00:15:56.280]  但我們每一個人仍然都要經歷
[00:15:56.280 --> 00:15:59.280]  這個現實殘酷的掙扎
[00:15:59.280 --> 00:16:03.280]  這個現實導致了我們要和我們所愛的人分開
[00:16:03.280 --> 00:16:05.680]  好像我女兒幾歲已經明白
[00:16:05.680 --> 00:16:09.280]  如果我離開了或者我爸爸媽媽離開了
[00:16:09.280 --> 00:16:11.280]  那個意思究竟是代表什麼
[00:16:11.280 --> 00:16:12.680]  那份分隔
[00:16:12.680 --> 00:16:18.080]  這個死亡的現實為我們帶來了很大的一份失落感
[00:16:18.080 --> 00:16:21.280]  會令到我們心裡面可能充滿了恐懼
[00:16:21.280 --> 00:16:22.880]  或者悲傷
[00:16:22.880 --> 00:16:25.280]  或者有時覺得很震驚
[00:16:25.280 --> 00:16:28.280]  甚至有時會覺得很沮喪
[00:16:29.280 --> 00:16:33.280]  導致我們肉體死亡的很多時候
[00:16:33.280 --> 00:16:36.480]  都是一些疾病或者我們身體老化
[00:16:36.480 --> 00:16:39.280]  變得越來越虛弱的一個過程
[00:16:39.280 --> 00:16:42.880]  當我們的身體裡面感受到那份虛弱
[00:16:42.880 --> 00:16:45.480]  那些體力和力量漸漸的流失
[00:16:45.480 --> 00:16:49.480]  這些就是我和Ivan這個年紀開始會聊天的話題
[00:16:49.480 --> 00:16:53.680]  回到這裡就覺得這陣子好像這裡不舒服那裡不舒服
[00:16:53.680 --> 00:16:56.880]  我們這個年紀開始經歷這些事情
[00:16:56.880 --> 00:17:01.880]  可能你都會在你的身體上面觀察過這樣的情況
[00:17:01.880 --> 00:17:05.880]  或者可能我們身邊的中間的一些弟兄姊妹
[00:17:05.880 --> 00:17:08.880]  你都試過站在一張病床的旁邊
[00:17:08.880 --> 00:17:10.880]  你望著你那個心愛的人
[00:17:10.880 --> 00:17:14.880]  生命一點一滴在他的身體裡面流逝
[00:17:14.880 --> 00:17:17.880]  我們都還沒有經歷過
[00:17:17.880 --> 00:17:22.880]  我們都還沒有親眼見到任何身體肉體的復活
[00:17:22.880 --> 00:17:24.880]  我們還沒有見到
[00:17:24.880 --> 00:17:27.880]  有時候我們很難才可以想像
[00:17:27.880 --> 00:17:31.880]  如果我們的身體真的可以復活的話究竟是怎樣
[00:17:31.880 --> 00:17:33.880]  但另一方面我們會覺得
[00:17:33.880 --> 00:17:36.880]  可能要想像一下我靈性的重生
[00:17:36.880 --> 00:17:39.880]  我靈裡面成為一個新造的人
[00:17:39.880 --> 00:17:41.880]  這樣容易很多
[00:17:41.880 --> 00:17:42.880]  因為當我信了耶穌之後
[00:17:42.880 --> 00:17:45.880]  我可以感受到聖靈的同在在我生命裡面
[00:17:45.880 --> 00:17:49.880]  我可以見到聖靈在我們生命裡面的那些聖靈的果子
[00:17:49.880 --> 00:17:51.880]  我可以見到我們生命的轉變
[00:17:51.880 --> 00:17:53.880]  有時候我們還可以經歷到聖靈的大能
[00:17:53.880 --> 00:17:56.880]  透過我們的生命在那些恩賜的發揮裡面
[00:17:56.880 --> 00:17:59.880]  我們可能會因為這樣逐漸將我們的專注力
[00:17:59.880 --> 00:18:02.880]  我們的注意力放在那些我們可以體驗得到
[00:18:02.880 --> 00:18:04.880]  我們經歷得到的東西上
[00:18:04.880 --> 00:18:09.880]  我們只是望著在屬靈上的救贖工作
[00:18:09.880 --> 00:18:16.880]  以致我們將對未來的這份信念
[00:18:16.880 --> 00:18:21.880]  完全只是聚焦在屬靈的層面上
[00:18:21.880 --> 00:18:24.880]  我的意思是當我們想起信耶穌代表什麼
[00:18:24.880 --> 00:18:27.880]  當我們想起我們的將來是什麼的時候
[00:18:27.880 --> 00:18:28.880]  我們往往會想起
[00:18:28.880 --> 00:18:30.880]  哦,是的,我在耶穌裡面有新的生命
[00:18:30.880 --> 00:18:32.880]  新的生命就是新造的人
[00:18:32.880 --> 00:18:33.880]  即是什麼呢?
[00:18:33.880 --> 00:18:35.880]  即是我靈裡面重生了
[00:18:35.880 --> 00:18:37.880]  即我裡面不同了
[00:18:37.880 --> 00:18:39.880]  我的內在不一樣了
