
[00:00:00.000 --> 00:00:03.280]  坐那邊有位坐,不斷跟身邊的工人姐姐說
[00:02:08.160 --> 00:02:09.440]  不知道大家有沒有經常
[00:02:09.440 --> 00:02:12.400]  或者間中在你的日常生活裏面
[00:02:12.400 --> 00:02:14.080]  遇到一些不同的情況
[00:02:14.080 --> 00:02:17.400]  有些不同的人,有些不同的表現
[00:02:17.400 --> 00:02:19.480]  Michi見到唯一一個女生站在她對面
[00:02:19.480 --> 00:02:20.960]  她都眼濕濕
[00:02:20.960 --> 00:02:23.960]  她都聽到她開始跟她的
[00:02:23.960 --> 00:02:28.320]  另外電話裏面的朋友分享這件事
[00:02:28.320 --> 00:02:29.840]  Michi離開了車廂之後
[00:02:29.840 --> 00:02:33.840]  她跟我說她自己都有少少情緒
[00:02:33.840 --> 00:02:36.560]  有少少忍不住有點激動
[00:02:36.560 --> 00:02:37.680]  所以她就發了訊息給我
[00:02:37.680 --> 00:02:43.440]  她要說出來可以抒發一下
[00:02:43.440 --> 00:02:44.760]  Michi提到她跟我說
[00:02:44.760 --> 00:02:46.360]  其實她自己都是一個媽媽
[00:02:46.360 --> 00:02:50.000]  她知道帶大一個小朋友其實很不容易
[00:02:50.000 --> 00:02:53.560]  更何況如果是一個有特別需要的小朋友
[00:02:53.560 --> 00:02:55.400]  在其他人眼中可能覺得
[00:02:55.400 --> 00:02:58.560]  家長不懂教育,不要生孩子
[00:02:58.560 --> 00:03:01.120]  她沒有好好管教好小朋友
[00:03:01.120 --> 00:03:02.040]  但他們沒有想到
[00:03:02.040 --> 00:03:04.520]  其實一個這麼小的小朋友
[00:03:04.520 --> 00:03:05.960]  可能他都未能好好學習
[00:03:05.960 --> 00:03:08.080]  如何控制自己的情緒
[00:03:08.080 --> 00:03:10.600]  更何況是一個特別需要的小朋友
[00:03:10.600 --> 00:03:12.040]  她覺得他們很可憐
[00:03:12.040 --> 00:03:17.280]  尤其是見到有些特別需要的小朋友和家庭
[00:03:17.280 --> 00:03:20.640]  如果你是Michi,你會怎樣
[00:03:20.640 --> 00:03:24.720]  如果你是其中一個乘客,你會怎樣
[00:03:24.720 --> 00:03:27.920]  如果你是一個工人,你會怎樣
[00:03:27.920 --> 00:03:31.080]  如果你是一個小朋友,你會怎樣
[00:03:31.080 --> 00:03:35.920]  如果你是一個小朋友的家長,你又會怎樣
[00:03:35.920 --> 00:03:40.760]  如果你是一個天父,你又會怎樣
[00:03:40.760 --> 00:03:42.840]  當我們去講公義的時候
[00:03:42.840 --> 00:03:43.960]  很多時候很容易會想到
[00:03:43.960 --> 00:03:47.240]  一定是一些社會上很大的事
[00:03:47.240 --> 00:03:51.000]  但其實公義能否在我們的世代裡呈現
[00:03:51.000 --> 00:03:53.200]  其實是我們每一個人
[00:03:53.200 --> 00:03:54.920]  每一天如何去回應
[00:03:54.920 --> 00:03:57.560]  每一件在我們身邊所發生的事
[00:03:57.560 --> 00:03:59.080]  縱然那件事是一件
[00:03:59.080 --> 00:04:02.080]  我們以為是一件好笑的事
[00:04:02.080 --> 00:04:05.640]  問題是我們有沒有一個敏感的靈
[00:04:05.640 --> 00:04:07.800]  一個敏感的靈讓我們見到
[00:04:07.800 --> 00:04:12.560]  在上帝眼中都是不公義的事情
[00:04:12.560 --> 00:04:14.640]  在公義講道系列裡
[00:04:14.640 --> 00:04:15.360]  我們第一個星期
[00:04:15.360 --> 00:04:18.520]  我答應了大家會就兩個聖經裡
[00:04:18.520 --> 00:04:21.440]  很相關連的字
[00:04:21.440 --> 00:04:23.760]  Righteousness and Justice
[00:04:23.760 --> 00:04:26.320]  兩個字跟大家去解釋一下
[00:04:26.320 --> 00:04:28.560]  今天先還給大家
[00:04:28.560 --> 00:04:32.240]  這兩個字在聖經裡經常交替地出現
[00:04:32.240 --> 00:04:34.080]  中文的譯本有時會譯它為
[00:04:34.080 --> 00:04:39.640]  正義、正直、公義、公平
[00:04:39.640 --> 00:04:42.160]  或者簡單一個字,義
[00:04:42.160 --> 00:04:44.960]  其實令到我們都會容易混淆
[00:04:44.960 --> 00:04:47.920]  但當我們回到希臘原文時
[00:04:47.920 --> 00:04:50.480]  我們會清楚很多
[00:04:50.480 --> 00:04:52.360]  第一個字,Righteousness
[00:04:52.360 --> 00:04:55.240]  原文是Tedekah
[00:04:55.240 --> 00:04:57.920]  一起說Tedekah
[00:04:57.920 --> 00:05:00.280]  再來一次Tedekah
[00:05:00.280 --> 00:05:00.880]  Very good
[00:05:00.880 --> 00:05:02.600]  我們快要入小學了
[00:05:02.600 --> 00:05:04.160]  我都在練習這些
[00:05:04.160 --> 00:05:06.000]  大家是一個很好的學習者
[00:05:06.000 --> 00:05:06.640]  Tedekah
[00:05:06.640 --> 00:05:09.520]  它所指的是人的道德標準
[00:05:09.520 --> 00:05:12.640]  是說人與人之間一個正確的關係
[00:05:12.640 --> 00:05:16.440]  這個概念是關乎我們任何每一個人
[00:05:16.440 --> 00:05:21.120]  我們要將任何一個人都要看作是神的形象去看待
[00:05:21.120 --> 00:05:25.680]  去給對方應得是神所比喻的尊重
[00:05:25.680 --> 00:05:28.480]  以及正直、公平的對待
[00:05:28.480 --> 00:05:30.440]  這個就是Tedekah
[00:05:30.440 --> 00:05:31.720]  另一個字,Justice
[00:05:31.720 --> 00:05:34.120]  希臘原文是Pishpa
[00:05:34.120 --> 00:05:36.600]  一起說Pishpa
[00:05:36.600 --> 00:05:38.400]  我也不是很肯定,隨便吧
[00:05:38.400 --> 00:05:40.640]  Pishpa,或者Pishpa
[00:05:40.640 --> 00:05:42.880]  Anyway,是希臘文
[00:05:42.880 --> 00:05:45.960]  大家都很厲害跟我一起學習希臘文
[00:05:45.960 --> 00:05:47.480]  意思是說
[00:05:47.480 --> 00:05:49.640]  可以是一個retributive justice
[00:05:49.640 --> 00:05:51.720]  就是一個報應式的公義
[00:05:51.720 --> 00:05:52.320]  意思是甚麼呢?
[00:05:52.320 --> 00:05:54.280]  即是說某個人做了某件事
[00:05:54.280 --> 00:05:55.640]  某件壞事
[00:05:55.640 --> 00:05:58.800]  然後他得到應得的報應
[00:05:58.800 --> 00:06:01.160]  這個就是報復式的公義
[00:06:01.160 --> 00:06:05.080]  但是在聖經當中很多時候是用上另一個意思
[00:06:05.080 --> 00:06:08.520]  一個restorative justice
[00:06:08.520 --> 00:06:09.720]  不是報應式的公義
[00:06:09.720 --> 00:06:10.760]  不是報復式,不好意思
[00:06:10.760 --> 00:06:12.360]  更強烈了
[00:06:12.360 --> 00:06:14.560]  報應式的公義
[00:06:14.560 --> 00:06:16.760]  很多時候是說修復式的公義
[00:06:16.760 --> 00:06:18.280]  或者是我們之前所說的
[00:06:18.280 --> 00:06:20.640]  一個復還式的公義
[00:06:20.640 --> 00:06:22.000]  它有進一步的意思就是
[00:06:22.000 --> 00:06:23.000]  所指的是
[00:06:23.000 --> 00:06:26.560]  人要主動去找尋那些被虧待
[00:06:26.560 --> 00:06:32.120]  主動去幫助那些佔便宜的弱勢社群
[00:06:32.120 --> 00:06:33.800]  人要主動站出來
[00:06:33.800 --> 00:06:35.320]  去支持和幫助那些
[00:06:35.320 --> 00:06:36.440]  我們說vulnerable
[00:06:36.440 --> 00:06:38.160]  容易受傷的人
[00:06:38.160 --> 00:06:42.040]  人是需要主動去提倡改變不公義社會的結構
[00:06:42.040 --> 00:06:44.240]  去避免不公義的事情
[00:06:44.240 --> 00:06:46.640]  不斷持續地發生
[00:06:46.640 --> 00:06:49.960]  這個就是我們所說的mishpa
[00:06:49.960 --> 00:06:52.280]  所以righteousness and justice
[00:06:52.280 --> 00:06:54.320]  公義與正直
[00:06:54.320 --> 00:06:57.360]  是指一種積極無私的生活方式
[00:06:57.360 --> 00:06:58.560]  而這種生活方式
[00:06:58.560 --> 00:07:01.000]  不是在我們自己內在
[00:07:01.000 --> 00:07:03.440]  不只是說我們自己個人的修為
[00:07:03.440 --> 00:07:06.040]  或者說我是不是一個好人
[00:07:06.040 --> 00:07:10.880]  而是必須要和他人有關係
[00:07:10.880 --> 00:07:15.800]  這是遍佈整本聖經的一個重要概念
[00:07:15.800 --> 00:07:19.440]  今天所說的公義與他人的主題
[00:07:19.440 --> 00:07:22.760]  正是在說我們如何在日常生活的層面當中
[00:07:22.760 --> 00:07:25.160]  將有需要的他人
[00:07:25.160 --> 00:07:28.240]  融入到我們自己的生活裡面
[00:07:28.240 --> 00:07:30.440]  我們要知道如何和其他人相處
[00:07:30.440 --> 00:07:32.360]  在其他人相處當中
[00:07:32.360 --> 00:07:36.360]  積極地活出正直和公義
[00:07:36.360 --> 00:07:40.720]  活出作為一個神的子民的身分
[00:07:40.720 --> 00:07:43.520]  但大家要有一個心理準備
[00:07:43.520 --> 00:07:50.080]  因為這個將會是對我們每一個人的挑戰
[00:07:50.080 --> 00:07:52.840]  將其他人的需要
[00:07:52.840 --> 00:07:56.240]  融入到我們自己的生活裡面
[00:07:56.240 --> 00:07:59.640]  這個絕對不是一般正常人會做的事情
[00:07:59.640 --> 00:08:03.880]  這是和世俗背道而馳的生活標準
[00:08:03.880 --> 00:08:07.040]  這是我們說的一個極端的喜好
[00:08:07.040 --> 00:08:08.120]  什麼叫做極端的喜好
[00:08:08.120 --> 00:08:10.400]  可以是指一個極端激進的信仰
[00:08:10.400 --> 00:08:15.840]  但我更加會說這是一個徹底不一樣的門徒生活
[00:08:15.840 --> 00:08:19.480]  是一個徹底不一樣的門徒生活
[00:08:19.480 --> 00:08:21.560]  就好像《雅各書》裡面所說
[00:08:21.560 --> 00:08:23.840]  在第一章,《雅各書》的第一章最後一節
[00:08:23.840 --> 00:08:27.840]  那裡說:在神我們的父面前
[00:08:27.840 --> 00:08:31.840]  潔淨沒有沾污的虔誠
[00:08:31.840 --> 00:08:35.320]  就是看顧在患難當中的孤兒寡婦
[00:08:35.320 --> 00:08:40.520]  並且保守自己,不知面世俗
[00:08:40.520 --> 00:08:44.520]  《雅各書》說的是耶穌的弟弟雅各
[00:08:44.520 --> 00:08:46.320]  早期教會的領袖
[00:08:46.320 --> 00:08:47.200]  在《雅各書》裡面
[00:08:47.200 --> 00:08:49.880]  向散居了周圍的基督徒
[00:08:49.880 --> 00:08:54.440]  去教導他們基督徒的實際生活準則
[00:08:54.440 --> 00:08:56.640]  這正正是在說這個
[00:08:56.640 --> 00:08:59.360]  公義與他人是一個相符的
[00:08:59.360 --> 00:09:02.640]  一個徹底不一樣的生活方式
[00:09:02.640 --> 00:09:05.640]  我們繼續去看一看《雅各書》
[00:09:05.640 --> 00:09:09.080]  當《雅各書》在一章最後一節說完這句話的時候
[00:09:09.080 --> 00:09:11.920]  他繼續在第二章怎麼說
[00:09:11.920 --> 00:09:13.040]  他說:我們的弟兄
[00:09:13.040 --> 00:09:16.640]  你們信奉我們榮耀的主耶穌基督
[00:09:16.640 --> 00:09:19.560]  就不可安著外貌待人
[00:09:19.560 --> 00:09:21.640]  若有一個人戴著金戒指
[00:09:21.640 --> 00:09:23.120]  穿著華麗的衣服
[00:09:23.120 --> 00:09:24.960]  進入到你的堂會裡面
[00:09:24.960 --> 00:09:26.160]  又有一個貧窮的人
[00:09:26.160 --> 00:09:29.000]  穿著康裝衣服進去
[00:09:29.000 --> 00:09:33.760]  而你只是看重華麗衣服的人說
[00:09:33.760 --> 00:09:35.280]  請你坐在這裡
[00:09:35.280 --> 00:09:37.160]  你又跟窮的人說
[00:09:37.160 --> 00:09:38.440]  你坐在那邊
[00:09:38.440 --> 00:09:39.000]  又或者說
[00:09:39.000 --> 00:09:41.640]  你就這樣坐在我的腳墩旁邊
[00:09:41.640 --> 00:09:43.680]  這個不是你們去偏待了人嗎
[00:09:43.680 --> 00:09:47.080]  不是用惡意去判斷了人嗎
[00:09:47.080 --> 00:09:48.200]  我親愛的弟兄
[00:09:48.200 --> 00:09:49.440]  請你聽
[00:09:49.440 --> 00:09:53.320]  神豈不是揀選了世上貧窮的人
[00:09:53.320 --> 00:09:57.080]  使他們在信心當中去付足
[00:09:57.080 --> 00:10:01.120]  並且承受他所應許給那些愛他的人的國嗎
[00:10:01.120 --> 00:10:04.760]  你們卻羞辱貧窮的人
[00:10:04.760 --> 00:10:06.720]  第八節我們繼續
[00:10:06.720 --> 00:10:08.320]  經上記著說
[00:10:08.320 --> 00:10:11.480]  我要愛蓮愛倫如己
[00:10:11.480 --> 00:10:13.160]  或者愛人如己
[00:10:13.160 --> 00:10:16.040]  你們若切實守這個至尊的律法
[00:10:16.040 --> 00:10:17.760]  你們就做得很好
[00:10:17.760 --> 00:10:20.120]  但若按照外貌待人
[00:10:20.120 --> 00:10:21.320]  就是犯罪
[00:10:21.320 --> 00:10:24.080]  是被律法定為犯法的
[00:10:24.080 --> 00:10:26.840]  因為凡遵守全部律法的
[00:10:26.840 --> 00:10:28.440]  只有違背這一條
[00:10:28.440 --> 00:10:31.240]  就是違背了所有的律法
[00:10:31.240 --> 00:10:32.320]  十三節說
[00:10:32.320 --> 00:10:34.640]  因為對那些不憐憫的人
[00:10:34.640 --> 00:10:39.080]  他們要受到沒有憐憫的審判
[00:10:39.080 --> 00:10:43.120]  憐憫勝過審判
[00:10:43.120 --> 00:10:46.200]  我們看到亞各書第二章第一節說
[00:10:46.200 --> 00:10:49.320]  他強調主耶穌基督是榮耀的
[00:10:49.320 --> 00:10:50.720]  他到了第八節強調
[00:10:50.720 --> 00:10:52.880]  律法是至尊的
[00:10:52.880 --> 00:10:54.680]  我們在這裡看到亞各
[00:10:54.680 --> 00:11:02.200]  如何就著尊貴和神聖的看法
[00:11:02.200 --> 00:11:05.840]  他說只有上帝是尊榮的
[00:11:05.840 --> 00:11:08.480]  只有上帝的律法是神聖的
[00:11:08.480 --> 00:11:09.800]  除了上帝以外
[00:11:09.800 --> 00:11:12.360]  在人世間沒有任何人
[00:11:12.360 --> 00:11:15.200]  或者事稱得上是神聖的
[00:11:15.200 --> 00:11:17.360]  而在神聖的上帝面前
[00:11:17.360 --> 00:11:21.040]  一切的人與人之間的差異都扯平了
[00:11:21.040 --> 00:11:23.560]  所有人都是平等的
[00:11:23.560 --> 00:11:24.760]  在上帝的眼中
[00:11:24.760 --> 00:11:27.760]  每一個人都是同等的尊貴
[00:11:27.760 --> 00:11:32.040]  沒有一個人比任何其他人更加尊貴
[00:11:32.040 --> 00:11:36.720]  也沒有一個人比另外一個人更加卑賤
[00:11:36.720 --> 00:11:39.480]  亞各所說的就是Tedarka
[00:11:39.480 --> 00:11:42.080]  聖經所說的Righteousness
[00:11:42.080 --> 00:11:44.680]  正直、公平
[00:11:44.680 --> 00:11:49.800]  他用了教會的生活例子作為教導
[00:11:49.800 --> 00:11:52.800]  無論是窮人、富人
[00:11:52.800 --> 00:11:54.960]  無論是有錢人、沒錢的人
[00:11:54.960 --> 00:11:59.800]  如果教會沒有給他們眾人同等的看待
[00:11:59.800 --> 00:12:03.960]  就是亞各所說的「安外貌待人」
[00:12:03.960 --> 00:12:04.840]  這就是犯罪
[00:12:04.840 --> 00:12:08.680]  這就等同犯了所有的罪
[00:12:08.680 --> 00:12:12.520]  同時我們看到貧窮的人
[00:12:12.520 --> 00:12:14.040]  我們看到有需要的人
[00:12:14.040 --> 00:12:17.000]  我們看到他們受到不公平的對待時
[00:12:17.000 --> 00:12:18.720]  而我們無動於衷
[00:12:18.720 --> 00:12:21.760]  我們就會像亞各書13節所說
[00:12:21.760 --> 00:12:23.560]  對不憐憫的人
[00:12:23.560 --> 00:12:28.760]  他們要受到沒有憐憫的審判
[00:12:28.760 --> 00:12:32.120]  亞各提醒我們要藉著耶穌稱為義
[00:12:32.120 --> 00:12:33.720]  我們就必須要好好做好
[00:12:33.720 --> 00:12:35.320]  耶穌給我們的命令
[00:12:35.320 --> 00:12:36.840]  「愛倫如己」
[00:12:36.840 --> 00:12:40.040]  耶穌說這一條是所有律法的總綱
[00:12:40.040 --> 00:12:40.960]  我們要愛神
[00:12:40.960 --> 00:12:45.000]  和這裡所說的「愛倫如己」
[00:12:45.000 --> 00:12:47.080]  當亞各提醒教會的人
[00:12:47.080 --> 00:12:48.080]  「Tedaka」
[00:12:48.080 --> 00:12:49.680]  神的正直無私
[00:12:49.680 --> 00:12:51.080]  他沒有停下來
[00:12:51.080 --> 00:12:53.240]  他在第二章繼續說
[00:12:53.240 --> 00:12:55.720]  甚麼是「Mishpa」
[00:12:55.720 --> 00:12:58.080]  修復式的公義
[00:12:58.080 --> 00:13:02.000]  修復式的公義必須是有行為
[00:13:02.000 --> 00:13:03.400]  有信心的行為
[00:13:03.400 --> 00:13:04.920]  或者是有行為的信心
[00:13:04.920 --> 00:13:06.640]  我們一起去看看
[00:13:06.640 --> 00:13:10.000]  亞各書第二章我們繼續去15節
[00:13:10.000 --> 00:13:13.440]  若是弟兄或是姐妹沒有穿衣服
[00:13:13.440 --> 00:13:15.520]  又缺少日用的飲食
[00:13:15.520 --> 00:13:17.240]  你們中間有人對他們說
[00:13:17.240 --> 00:13:18.640]  平平安安地去吧
[00:13:18.640 --> 00:13:21.640]  願你穿得暖吃得飽
[00:13:21.640 --> 00:13:23.280]  卻不給他們身體上的需要
[00:13:23.280 --> 00:13:25.520]  這樣有甚麼益處呢
[00:13:25.520 --> 00:13:27.600]  信心都是這樣
[00:13:27.600 --> 00:13:30.640]  如果沒有行為是死的
[00:13:30.640 --> 00:13:32.000]  21節我們繼續
[00:13:32.000 --> 00:13:34.000]  我們的祖宗阿伯諾伊漢
[00:13:34.000 --> 00:13:37.200]  將他的兒子以撒在壇上獻上
[00:13:37.200 --> 00:13:40.600]  豈不是因為行為得稱為義嗎
[00:13:40.600 --> 00:13:44.600]  可見信心是和他的行為相輔並行
[00:13:44.600 --> 00:13:48.360]  而且信心是因著行為才得以成全
[00:13:48.360 --> 00:13:50.760]  這個正是應驗了經上所記
[00:13:50.760 --> 00:13:55.240]  阿伯拉罕的信就算稱為義
[00:13:55.240 --> 00:13:57.680]  他又稱得上是神的朋友
[00:13:57.680 --> 00:14:00.680]  這樣看來人稱為義是因著行為
[00:14:00.680 --> 00:14:03.760]  不單是因著信
[00:14:03.760 --> 00:14:07.360]  26節:所以就如身體沒有靈魂是死的
[00:14:07.360 --> 00:14:12.360]  信心無行為都是死的
[00:14:12.360 --> 00:14:15.360]  首先我們要搞清楚這段經文的意思
[00:14:15.360 --> 00:14:17.520]  之前我們在迦太太書系列裏面
[00:14:17.520 --> 00:14:20.880]  不斷去說到因信稱義
[00:14:20.880 --> 00:14:24.640]  但今天彼得是否要因行為稱義呢
[00:14:24.640 --> 00:14:25.400]  當然不是
[00:14:25.400 --> 00:14:26.680]  在22節我們見到
[00:14:26.680 --> 00:14:30.080]  他說信心是和他的行為相輔並行
[00:14:30.080 --> 00:14:34.280]  而且信心是因著行為得以成全
[00:14:34.280 --> 00:14:36.880]  兩者是並行得以成全
[00:14:36.880 --> 00:14:38.320]  換句話說
[00:14:38.320 --> 00:14:43.120]  雅各所說的是要因有行為的信心稱義
[00:14:43.120 --> 00:14:44.840]  我再說一次
[00:14:44.840 --> 00:14:50.520]  我們是要因有行為的信心去稱義
[00:14:50.520 --> 00:14:55.720]  修復式的公義就是有行為的信心的展現
[00:14:55.720 --> 00:14:58.480]  不單是要有憐憫人的心
[00:14:58.480 --> 00:15:00.720]  更加要有具體的行動
[00:15:00.720 --> 00:15:04.360]  而這種信心是用行動而出
[00:15:04.360 --> 00:15:08.160]  而這個行動是因著有對神的信心
[00:15:08.160 --> 00:15:09.920]  因為修復式的公義
[00:15:09.920 --> 00:15:12.880]  往往是上帝叫我們去做一些
[00:15:12.880 --> 00:15:15.840]  剛才所說的正常人不會做的事
[00:15:15.840 --> 00:15:18.600]  這些事如果沒有從神而來的信心
[00:15:18.600 --> 00:15:20.440]  是不會發生的
[00:15:20.440 --> 00:15:24.160]  這些事更加如果不是有從神而來的信心
[00:15:24.160 --> 00:15:27.000]  不會可能繼續持續
[00:15:27.000 --> 00:15:30.480]  說到這裡我想邀請一位朋友上來
[00:15:30.480 --> 00:15:32.280]  一位朋友跟我們分享一下
[00:15:32.280 --> 00:15:35.360]  他如何憑著信心去活出
[00:15:35.360 --> 00:15:37.640]  剛才說的極端信仰
[00:15:37.640 --> 00:15:43.720]  那個是極端的信仰
[00:15:43.720 --> 00:15:46.000]  徹底不一樣的門徒生活
[00:15:46.000 --> 00:15:47.560]  幫助我們今天更加理解
[00:15:47.560 --> 00:15:50.520]  我們所說公義與他人的課題
[00:15:50.520 --> 00:15:51.400]  不如我們有請
[00:15:51.400 --> 00:15:53.920]  給點掌聲有請Debra上來
[00:15:53.920 --> 00:15:59.000]  (掌聲)
[00:15:59.000 --> 00:16:01.160]  謝謝
[00:16:01.160 --> 00:16:04.400]  謝謝
[00:16:04.400 --> 00:16:06.520]  弄一個架子
[00:16:06.520 --> 00:16:08.120]  是不是需要架子
[00:16:08.120 --> 00:16:09.120]  還有需要一支咪高峰
[00:16:09.120 --> 00:16:10.120]  謝謝
[00:16:10.120 --> 00:16:15.720]  (笑)
[00:16:15.720 --> 00:16:17.520]  好 Debra你先上來
[00:16:17.520 --> 00:16:18.920]  謝謝Pastor Tim
[00:16:18.920 --> 00:16:20.680]  好我們很開心
[00:16:20.680 --> 00:16:24.120]  我們可以邀請到Debra
[00:16:24.120 --> 00:16:26.680]  今天可以上來為我們分享一下
[00:16:26.680 --> 00:16:29.280]  剛才所說
[00:16:29.280 --> 00:16:31.840]  今天我們是說如何讓其他人
[00:16:31.840 --> 00:16:35.120]  可以融入到我們的生活或生命裡面
[00:16:35.120 --> 00:16:38.560]  讓神的公義在我們日常生活中呈現
[00:16:38.560 --> 00:16:42.320]  我知道你有一些經歷
[00:16:42.320 --> 00:16:44.160]  是與世俗不同的
[00:16:44.160 --> 00:16:47.000]  曾經也有一些比較激進
[00:16:47.000 --> 00:16:49.760]  以及極端的生活經歷
[00:16:49.760 --> 00:16:51.560]  可否跟大家分享一下
[00:16:51.560 --> 00:16:53.080]  好Pastor Ivan
[00:16:53.080 --> 00:16:54.360]  咪高峰聽到嗎
[00:16:54.360 --> 00:16:55.120]  Debra那個
[00:16:55.120 --> 00:16:57.160]  測試
[00:16:57.160 --> 00:16:58.360]  OK有了
[00:16:58.360 --> 00:16:59.560]  好測試
[00:16:59.560 --> 00:17:00.360]  咪高峰一張
[00:17:00.360 --> 00:17:01.960]  謝謝
[00:17:01.960 --> 00:17:04.480]  測試
[00:17:04.480 --> 00:17:06.680]  測試
[00:17:06.680 --> 00:17:10.160]  好給第二張咪高峰
[00:17:10.160 --> 00:17:10.960]  咪高峰一張
[00:17:10.960 --> 00:17:12.160]  Jason那張是
[00:17:12.160 --> 00:17:12.680]  咪高峰二張
[00:17:12.680 --> 00:17:14.360]  咪高峰一咪高峰二張有沒有
[00:17:14.360 --> 00:17:15.960]  繼續說
[00:17:15.960 --> 00:17:17.160]  你試一下
[00:17:17.160 --> 00:17:18.640]  測試
[00:17:18.640 --> 00:17:20.320]  這個可以了
[00:17:20.320 --> 00:17:20.920]  測試
[00:17:20.920 --> 00:17:21.920]  這是什麼
[00:17:21.920 --> 00:17:24.120]  咪高峰二張
[00:17:24.120 --> 00:17:25.720]  好Pastor Ivan
[00:17:25.720 --> 00:17:30.040]  其實我沒有整理過我之前所做的事
[00:17:30.040 --> 00:17:33.520]  不過這幾天我去整理的時候
[00:17:33.520 --> 00:17:35.440]  我終於明白到為何
[00:17:35.440 --> 00:17:37.920]  人們之前給了我一個綽號
[00:17:37.920 --> 00:17:39.520]  叫做俠侶
[00:17:39.520 --> 00:17:45.320]  多謝你給我這個機會去分享
[00:17:45.320 --> 00:17:47.320]  其實在23年前
[00:17:47.320 --> 00:17:50.720]  我在美國回來香港做宣教士的時候
[00:17:50.720 --> 00:17:54.720]  神都給了我一個匪夷所思的服侍
[00:17:54.720 --> 00:17:58.120]  就是開放我自己的家作為宿舍
[00:17:58.120 --> 00:18:01.520]  來接待一些有需要的人
[00:18:01.520 --> 00:18:04.120]  例如他們有心戒毒的人
[00:18:04.120 --> 00:18:06.520]  一些色囚、更新人士
[00:18:06.520 --> 00:18:09.920]  或者是一些無家可歸的人
[00:18:09.920 --> 00:18:12.520]  來接待他們住在我家
[00:18:12.520 --> 00:18:15.320]  供應他們一些需要
[00:18:15.320 --> 00:18:16.920]  帶他們信主
[00:18:16.920 --> 00:18:20.320]  和鞏固他們的信仰生命
[00:18:20.320 --> 00:18:21.920]  有些是短期的
[00:18:21.920 --> 00:18:23.920]  也有些是長期的
