
[00:00:00.000 --> 00:00:02.800]   Man, my name's Andrew.
[00:01:36.960 --> 00:01:41.080]   Set free to live the kind of life that Christ has always created you to be.
[00:01:41.080 --> 00:01:47.640]   Over the next 14 weeks, we are unpacking what I believe is the most central spiritual journey
[00:01:47.640 --> 00:01:49.200]   that there is in our scriptures.
[00:01:49.200 --> 00:01:55.760]   It's the journey of Israel going from their slavery in Egypt to their freedom in the desert,
[00:01:55.760 --> 00:02:00.000]   receiving the formation of their national identity in the desert and wilderness.
[00:02:00.000 --> 00:02:04.480]   And then some 40 years later, walking with their freedom into the promised land, into
[00:02:04.480 --> 00:02:06.200]   all the things that God has for them.
[00:02:06.200 --> 00:02:10.600]   In the next 14 weeks, we're journeying with Israel through all of this.
[00:02:10.600 --> 00:02:14.200]   But the next 14 weeks is not about Israel.
[00:02:14.200 --> 00:02:16.560]   It's about you.
[00:02:16.560 --> 00:02:18.880]   It's honestly about you.
[00:02:18.880 --> 00:02:19.960]   It's about your journey.
[00:02:19.960 --> 00:02:25.360]   The book of Exodus is merely a backdrop to the journey that God actually has on his heart
[00:02:25.360 --> 00:02:27.080]   for you.
[00:02:27.080 --> 00:02:30.760]   And that journey, as we've been talking about in this series, has five movements to it.
[00:02:30.760 --> 00:02:33.160]   I talked about this in the first half of the series.
[00:02:33.160 --> 00:02:37.280]   Slavery, promise, liberation, identity, home.
[00:02:37.280 --> 00:02:41.520]   And those five things are the ways that there are five kind of movements in the book of
[00:02:41.520 --> 00:02:43.160]   Exodus in those five things.
[00:02:43.160 --> 00:02:48.680]   And what we're starting today and over the next 14 weeks is the final three of those.
[00:02:48.680 --> 00:02:51.800]   Liberation, identity, and home.
[00:02:51.800 --> 00:02:56.200]   And incorporated within the liberation, identity, and home, which is basically chapter 7 of
[00:02:56.200 --> 00:03:01.920]   Exodus onwards, what's capsulated in there are some of the deepest spiritual truths that
[00:03:01.920 --> 00:03:07.240]   there are for not only you getting freedom, but you being able to stay in your freedom.
[00:03:07.240 --> 00:03:09.520]   Paul would write many years later, "You are free.
[00:03:09.520 --> 00:03:10.520]   Now be free."
[00:03:10.520 --> 00:03:16.080]   In other words, we have a tendency as humans to receive freedom, but then fall back into
[00:03:16.080 --> 00:03:17.360]   our old habits.
[00:03:17.360 --> 00:03:20.840]   You're going to see over the next 14 weeks that this was Israel's issue.
[00:03:20.840 --> 00:03:25.580]   That they received freedom, and yet it was so hard for them to get Egypt out of themselves.
[00:03:25.580 --> 00:03:29.560]   And then they would fall back into patterns of old thinking and patterns of ways.
[00:03:29.560 --> 00:03:34.520]   But in the next 14 weeks, we're going to see some things that I believe will set you.
[00:03:34.520 --> 00:03:37.960]   If you hear them, if you apply them, if you think about them, pray about them, receive
[00:03:37.960 --> 00:03:42.920]   them, they're going to set you on a path not just to be free, but to truly be free.
[00:03:42.920 --> 00:03:46.520]   Are you with me, church?
[00:03:46.520 --> 00:03:52.000]   The word Exodus itself, as I said right at the start of this series, means a departure.
[00:03:52.000 --> 00:03:55.960]   And one of the questions I asked right at the beginning of the series I wanted to ask
[00:03:55.960 --> 00:04:01.160]   you again as we start the second half of the series today, and that is, what is it that
[00:04:01.160 --> 00:04:04.740]   you need to depart from?
[00:04:04.740 --> 00:04:09.480]   What is it that is in your heart that you're wanting to depart from?
[00:04:09.480 --> 00:04:14.160]   And our departure point, the slavery that we have that we want to leave and move away
[00:04:14.160 --> 00:04:18.080]   from will be different for every single one of us here.
[00:04:18.080 --> 00:04:22.680]   Some of us it might be an addiction, an addictive behavior to something.
[00:04:22.680 --> 00:04:27.560]   Some of us it might be some emotional, unhealthy emotional attachment to things.
[00:04:27.560 --> 00:04:31.240]   Some of us it might be mistakes that we've made in our businesses and in our marketplace
[00:04:31.240 --> 00:04:35.000]   work and that we've never really been able to forgive ourselves for.
[00:04:35.000 --> 00:04:40.080]   For some it might be abusive relationships, whether in the past or currently, that you're
[00:04:40.080 --> 00:04:41.280]   struggling to be free from.
[00:04:41.280 --> 00:04:43.160]   From some it's hurt.
[00:04:43.160 --> 00:04:47.480]   It's hurt that has been spoken to you, done to you, whatever that might have been that
[00:04:47.480 --> 00:04:50.720]   you've carried around for you for years and you've not been able to shake the reality
[00:04:50.720 --> 00:04:51.720]   of that hurt.
[00:04:51.720 --> 00:04:53.520]   It'll be different for every single one of us.
[00:04:53.520 --> 00:04:57.320]   But if you're anything like me, there is a point of departure for you.
[00:04:57.320 --> 00:05:00.040]   There is something where you're saying, "I want to be free from this thing.
[00:05:00.040 --> 00:05:03.600]   I don't want this thing to hold around my heart, hold around my life anymore.
[00:05:03.600 --> 00:05:06.520]   I don't want this thing to be the thing that's going to direct my future.
[00:05:06.520 --> 00:05:11.640]   I want to be liberated into the identity that Christ has me in the home that he's called
[00:05:11.640 --> 00:05:12.640]   me to.
[00:05:12.640 --> 00:05:16.960]   And as I move in the trajectory of the Spirit of God, I want to feel that liberation so
[00:05:16.960 --> 00:05:23.840]   that I can not just be free, but so that I can be an instrument of liberation for others."
[00:05:23.840 --> 00:05:30.200]   And if this is your home church, then honestly the next 14 weeks, I believe, will be life
[00:05:30.200 --> 00:05:32.640]   transformative for you.
[00:05:32.640 --> 00:05:33.640]   I believe the whole…
[00:05:33.640 --> 00:05:34.640]   I can't express…
[00:05:34.640 --> 00:05:38.000]   It's so hard to express this in a way that really is my heart.
[00:05:38.000 --> 00:05:42.200]   As your pastor here, my heart is that you would be free.
[00:05:42.200 --> 00:05:46.120]   My heart is so much that you would take a hold of everything we're going to be doing
[00:05:46.120 --> 00:05:49.720]   over these weeks with all the different speakers and all the different ways, with the devotional
[00:05:49.720 --> 00:05:54.800]   book that we're giving you, all the resources we're providing for you, so that you would
[00:05:54.800 --> 00:05:58.600]   taste and know that the Lord is good.
[00:05:58.600 --> 00:05:59.880]   Amen?
[00:05:59.880 --> 00:06:02.600]   That's Exodus.
[00:06:02.600 --> 00:06:03.600]   That's what Exodus is all about.
[00:06:03.600 --> 00:06:10.400]   It's not a story about a nation in the past that we can learn some historically nice things.
[00:06:10.400 --> 00:06:16.240]   Exodus is a pattern of renewal and revival for today.
[00:06:16.240 --> 00:06:18.240]   And God is the same yesterday, today, and forever.
[00:06:18.240 --> 00:06:22.920]   And what we see Him do for the Israelites, He is still doing for His people today, and
[00:06:22.920 --> 00:06:27.080]   He's going to do for you.
[00:06:27.080 --> 00:06:28.360]   So where are we?
[00:06:28.360 --> 00:06:29.440]   Where are we in the story?
[00:06:29.440 --> 00:06:34.560]   Where are we in the Exodus today as we step into the second half of what's ahead?
[00:06:34.560 --> 00:06:38.280]   Well, to help with that, let me give you a little bit of a recap of the journey that
[00:06:38.280 --> 00:06:42.040]   we've been on so far and all the things that we kind of sense that God has been teaching
[00:06:42.040 --> 00:06:45.040]   and informing us about in the first half of the series.
[00:06:45.040 --> 00:06:49.080]   We started back in mid-April in chapter one, and in chapter one, we're introduced to a
[00:06:49.080 --> 00:06:50.420]   couple of realities.
[00:06:50.420 --> 00:06:55.620]   There is this Egyptian authority structure around a person called Pharaoh.
[00:06:55.620 --> 00:06:59.440]   And Pharaoh has seen that this immigration group, this group of immigrants that have
[00:06:59.440 --> 00:07:04.020]   come into his nation over the last hundred years or so, have now grown to such a large
[00:07:04.020 --> 00:07:08.280]   size that he's afraid for his power.
[00:07:08.280 --> 00:07:12.960]   In fact, we're introduced to the reality of the feeling of inadequacy and the feeling
[00:07:12.960 --> 00:07:16.360]   of kind of like, you know, sort of insecurity.
[00:07:16.360 --> 00:07:20.120]   Because Pharaoh is totally insecure, even though he's the most powerful figure in the
[00:07:20.120 --> 00:07:25.120]   world at that point with an empire that's stretched larger than any other empire in
[00:07:25.120 --> 00:07:26.120]   that moment.
[00:07:26.120 --> 00:07:29.680]   He sees this immigrant group, and he's frozen in fear.
[00:07:29.680 --> 00:07:31.440]   The insecurities wreck him.
[00:07:31.440 --> 00:07:37.320]   And what we saw in week one is that insecurity is always the primary brokenness that drives
[00:07:37.320 --> 00:07:39.960]   the oppression of others.
[00:07:39.960 --> 00:07:43.580]   Any oppression that you'll ever find in your life, anything that you ever find weighted
[00:07:43.580 --> 00:07:48.040]   down on, or any enslavery that ever comes to you, comes from this root of somebody's
[00:07:48.040 --> 00:07:49.400]   insecurity.
[00:07:49.400 --> 00:07:52.500]   Somebody who felt threatened, somebody who felt jealous, somebody who felt like they
[00:07:52.500 --> 00:07:56.360]   needed to do something to someone else to make those persons smaller so that they could
[00:07:56.360 --> 00:07:57.360]   be bigger.
[00:07:57.360 --> 00:08:01.880]   Insecurity is the primary brokenness that drives the oppressions of others.
[00:08:01.880 --> 00:08:05.280]   But what we saw in week one was this incredible thing.
[00:08:05.280 --> 00:08:12.120]   Two brave Hebrew women who were midwives, who had been ordered by Pharaoh to kill all
[00:08:12.120 --> 00:08:17.400]   of the male Hebrew boys, refused to do it, drew a line in the sand, and said, "The only
[00:08:17.400 --> 00:08:20.880]   authority that we're going to stand under is the authority of God."
[00:08:20.880 --> 00:08:29.240]   And in the bravery of putting their own lives on the line, they start the Exodus journey.
[00:08:29.240 --> 00:08:33.320]   We see in the beginning of chapter two, two other women who come along.
[00:08:33.320 --> 00:08:37.680]   First we see Moses' mother, who now that the decree has gone beyond just killing the
[00:08:37.680 --> 00:08:43.960]   baby boys, it's now taking young Hebrew boys and drowning them in the river of the Nile.
[00:08:43.960 --> 00:08:50.480]   And so she takes her child, Moses, and places him in a basket, refusing to allow him to
[00:08:50.480 --> 00:08:56.960]   be drowned, and sets him off down the Nile River, letting him go in trust of God, knowing
[00:08:56.960 --> 00:09:02.040]   that if I place him in this ark, just like how Noah had placed the animals in the ark
[00:09:02.040 --> 00:09:04.960]   and let this go, God will do something amazing.
[00:09:04.960 --> 00:09:09.320]   And so God then takes another brave woman, Pharaoh's daughter.
[00:09:09.320 --> 00:09:13.880]   And Pharaoh's daughter sees this Hebrew baby in the basket in the Nile, and she knows that
[00:09:13.880 --> 00:09:18.960]   she should turn the basket upside down and drown the child, but instead she stands against
[00:09:18.960 --> 00:09:24.720]   the decree of her father, takes this child, and brings this child into her household in
[00:09:24.720 --> 00:09:28.080]   order to be raised as a prince of Egypt himself.
[00:09:28.080 --> 00:09:31.080]   And we learn in the second week something quite profound.
[00:09:31.080 --> 00:09:38.280]   Stories of redemption and freedom so often occur in the very same places where the worst
[00:09:38.280 --> 00:09:43.480]   acts of oppression have occurred.
[00:09:43.480 --> 00:09:46.440]   And Moses grows up in Pharaoh's household, conflicted.
[00:09:46.440 --> 00:09:51.240]   Oh man, he is so conflicted in his identity, because he knows that his skin and his blood
[00:09:51.240 --> 00:09:56.040]   is Hebrew, but his clothes and his household and his culture is Egyptian.
[00:09:56.040 --> 00:10:00.660]   And he's being raised, potentially, to take over the leadership of Egypt by Pharaoh himself.
[00:10:00.660 --> 00:10:05.400]   So he's being raised within a Pharaoh culture, knowing that he's wearing Hebrew skin.
[00:10:05.400 --> 00:10:08.880]   And this conflict of identity is a difficult thing for Moses.
[00:10:08.880 --> 00:10:12.200]   He doesn't know, am I an oppressor or am I one of the oppressed?
[00:10:12.200 --> 00:10:15.200]   And he's caught in the middle of that tension.
[00:10:15.200 --> 00:10:19.140]   And one day he sees an Egyptian beating up one of his fellow Hebrews, and he's so incensed
[00:10:19.140 --> 00:10:24.840]   in anger that he murders that Egyptian, and in doing that realizes he's crossed the line.
[00:10:24.840 --> 00:10:29.480]   And he needs to flee from Egypt, flee from all the identity and all the things he knew,
[00:10:29.480 --> 00:10:30.480]   and he has to run away.
[00:10:30.480 --> 00:10:35.320]   And we learned that week something very important, that the starting point of all of our Exodus
[00:10:35.320 --> 00:10:41.080]   is when we realize that we're all carrying broken identities around with us that cover
[00:10:41.080 --> 00:10:44.440]   up the real person that we truly are.
[00:10:44.440 --> 00:10:49.920]   And part of our freedom in Exodus is to deal with some of those broken identities, to enable
[00:10:49.920 --> 00:10:53.240]   them to shift and to change in our lives.
[00:10:53.240 --> 00:10:58.120]   And we see the end of chapter 2 how God begins to do that.
[00:10:58.120 --> 00:11:03.240]   God shows up for the first time in the story, and he presents himself and he says, "Here's
[00:11:03.240 --> 00:11:04.240]   what I've seen.
[00:11:04.240 --> 00:11:09.480]   I've seen the slavery and the misery of my people, and my heart is turned towards them."
[00:11:09.480 --> 00:11:12.560]   And he says, "I am in my compassion coming down to help them."
[00:11:12.560 --> 00:11:17.360]   And we learned something really important that week, that it's compassion, not judgment,
[00:11:17.360 --> 00:11:19.920]   that is the fuel for Exodus.
[00:11:19.920 --> 00:11:23.560]   And judgment is a reality in the process of Exodus, and we're going to see that actually
[00:11:23.560 --> 00:11:24.560]   today.
[00:11:24.560 --> 00:11:27.960]   But compassion is the fuel for Exodus.
[00:11:27.960 --> 00:11:28.960]   Compassion is the starting point.
[00:11:28.960 --> 00:11:30.840]   God didn't show up and go, "I'm going to judge."
[00:11:30.840 --> 00:11:35.000]   He shows up and says, "My heart is broken."
[00:11:35.000 --> 00:11:37.120]   So in order to respond to that, he then calls Moses.
[00:11:37.120 --> 00:11:39.200]   In the middle of the desert, burning bush.
[00:11:39.200 --> 00:11:44.280]   And Moses draws over in chapter 3 towards this burning bush, and he recognizes that
[00:11:44.280 --> 00:11:45.520]   there's something behind the bush.
[00:11:45.520 --> 00:11:49.360]   And God speaks and says, "Remove your sandals, for the ground that you're standing on is
[00:11:49.360 --> 00:11:50.360]   holy ground."
[00:11:50.360 --> 00:11:52.720]   And what God is doing is saying, "I've moved in compassion."
[00:11:52.720 --> 00:11:58.200]   But the first point is to meet with Moses intimately on that broken level that he's
[00:11:58.200 --> 00:12:02.160]   in, and invite him to take his sandals off so the nakedness of his foot would touch the
[00:12:02.160 --> 00:12:04.140]   Spirit of God on the ground.
[00:12:04.140 --> 00:12:07.800]   God was calling his people back to intimacy with him.
[00:12:07.800 --> 00:12:15.800]   And we learned that week that all of our Exoduses, God doesn't call us to stand back and watch.
[00:12:15.800 --> 00:12:20.120]   He invites us to draw in and connect.
[00:12:20.120 --> 00:12:23.840]   God wants us to be close and intimate with him.
[00:12:23.840 --> 00:12:27.520]   Exodus is not something where we go, "Oh wow, that's cool."
[00:12:27.520 --> 00:12:31.920]   Exodus is an intimate, personal journey with God.
[00:12:31.920 --> 00:12:36.200]   Well not surprisingly, Moses in the rest of chapter 3 kind of freaks out a little bit.
[00:12:36.200 --> 00:12:39.640]   And he kind of comes before God and he says, "I don't know if I'm adequate to do this.
[00:12:39.640 --> 00:12:41.120]   I don't know if I've got the skills to do this.
[00:12:41.120 --> 00:12:42.360]   I can't talk properly.
[00:12:42.360 --> 00:12:44.120]   I'm not very much a good leader.
[00:12:44.120 --> 00:12:45.640]   I've actually killed somebody before.
[00:12:45.640 --> 00:12:48.840]   My resume is pretty bad."
[00:12:48.840 --> 00:12:51.560]   And God begins to speak to him and says, "It doesn't really matter about your resume.
[00:12:51.560 --> 00:12:53.920]   What actually matters is about what I'm about to do with you.
[00:12:53.920 --> 00:12:55.400]   And here's the hard thing, Moses.
[00:12:55.400 --> 00:12:59.240]   I'm going to call you to go back to the very place that you fled from.
[00:12:59.240 --> 00:13:02.800]   I'm going to call you to go back to the very place of your brokenness.
[00:13:02.800 --> 00:13:07.480]   Because unless you go back there, unless you go to the very root of the place of your brokenness,
[00:13:07.480 --> 00:13:08.480]   there will be no liberation.
[00:13:08.480 --> 00:13:10.720]   There will be no freedom for you."
[00:13:10.720 --> 00:13:15.560]   And we learned something that week that I think is so important that we have to understand.
[00:13:15.560 --> 00:13:19.080]   That our Exodus doesn't begin when we have it all sorted out.
[00:13:19.080 --> 00:13:23.680]   Our Exodus actually begins when we take the very things that we have and allow those things
[00:13:23.680 --> 00:13:24.680]   to be before God.
[00:13:24.680 --> 00:13:30.160]   When we actually go back to the very places of our greatest brokenness and have the strength
[00:13:30.160 --> 00:13:31.160]   to do so.
[00:13:31.160 --> 00:13:36.760]   Our Exodus actually begins when we're willing to break away from our comfort and step towards
[00:13:36.760 --> 00:13:38.000]   the unknown.
[00:13:38.000 --> 00:13:39.000]   That's how it starts.
[00:13:39.000 --> 00:13:43.480]   You see, it would have been easy for them to stay in the place of comfort.
[00:13:43.480 --> 00:13:45.840]   But there was no Exodus for Moses in the place of comfort.
[00:13:45.840 --> 00:13:48.760]   His comfort was the desert where he had raised a new family.
[00:13:48.760 --> 00:13:52.920]   And God says, "No, you need to go back to Egypt and get into a place where you're uncomfortable,
[00:13:52.920 --> 00:13:57.360]   where you're going to have to deal with some of the stuff that is buried deep inside of
[00:13:57.360 --> 00:13:58.360]   you.
[00:13:58.360 --> 00:13:59.720]   Only then will you be truly free."
[00:13:59.720 --> 00:14:02.760]   And we learned that that has to be our journey too.
[00:14:02.760 --> 00:14:07.640]   As hard as it might be, we have to allow the Holy Spirit to uproot the deepest things in
[00:14:07.640 --> 00:14:11.320]   us if we truly want to be free.
[00:14:11.320 --> 00:14:16.480]   Well in chapter 4, Moses turns to God and says, "Well, how am I going to do this?"
[00:14:16.480 --> 00:14:18.120]   God says to Moses, "Well, what is in your hand?"
[00:14:18.120 --> 00:14:21.680]   And he realizes he's got a shepherd's staff in his hand and God begins to do all these
[00:14:21.680 --> 00:14:23.880]   crazy things with the shepherd's staff in his hands.
[00:14:23.880 --> 00:14:28.120]   And he's trying to teach Moses something that we learned that week.
[00:14:28.120 --> 00:14:31.480]   That it's not actually, again, about who we are having it all together.
[00:14:31.480 --> 00:14:36.880]   It's actually about this reality that in taking the things that God has given us, even the
[00:14:36.880 --> 00:14:43.360]   broken things in us, and relinquishing control of them, that's when God can step in and begin
[00:14:43.360 --> 00:14:44.360]   to do it.
[00:14:44.360 --> 00:14:48.480]   And we learned that week that some of us actually don't move into Exodus because we're trying
[00:14:48.480 --> 00:14:52.520]   to control, we're trying to establish that control for ourselves.
[00:14:52.520 --> 00:14:56.460]   And it's in the relinquishing of control, giving it to God, that we actually enable
[00:14:56.460 --> 00:15:02.760]   Him to show us what control truly looks like, being free with Him.
[00:15:02.760 --> 00:15:05.840]   Also in the confidence of this idea that God is with them.
[00:15:05.840 --> 00:15:10.120]   In chapter 5, Moses and Aaron, they actually go before Pharaoh for the first time and they
[00:15:10.120 --> 00:15:11.840]   say, "Let my people go."
[00:15:11.840 --> 00:15:16.760]   It's a bold, declarative statement and Pharaoh's like, "Who are you?
[00:15:16.760 --> 00:15:18.600]   Who are you?
[00:15:18.600 --> 00:15:19.600]   Who is this God?
[00:15:19.600 --> 00:15:20.720]   I don't know this God.
[00:15:20.720 --> 00:15:22.320]   I'm not going to let your people go.
[00:15:22.320 --> 00:15:26.640]   In fact, just because of your arrogance and asking that, I'm going to double down on my
[00:15:26.640 --> 00:15:27.800]   slavery for them.
[00:15:27.800 --> 00:15:30.080]   I'm going to make it even worse for them."
[00:15:30.080 --> 00:15:33.920]   And we learned that week that sometimes in our journeys of Exodus, it actually gets worse
[00:15:33.920 --> 00:15:35.920]   before it gets better.
[00:15:35.920 --> 00:15:39.360]   It's not always a straight path, that there are curves and there are twists and sometimes
[00:15:39.360 --> 00:15:41.800]   it's harder before it gets better.
[00:15:41.800 --> 00:15:45.160]   And at the end of chapter 5, it's really difficult for Moses and Aaron because not only does
[00:15:45.160 --> 00:15:48.600]   Pharaoh hate them, but their own people start to hate them as well.
[00:15:48.600 --> 00:15:53.000]   "Oh, you've come here to try to help us, but now you're making it worse for us."
[00:15:53.000 --> 00:15:57.720]   At the beginning of chapter 6, there's this cry in Moses and Aaron.
[00:15:57.720 --> 00:16:01.080]   They feel disillusioned and they feel hated and they feel hurt and they feel like they've
[00:16:01.080 --> 00:16:02.400]   been a failure.
[00:16:02.400 --> 00:16:07.200]   And God shows up again with His compassion and says, "Just you wait."
[00:16:07.200 --> 00:16:11.280]   He says, "You have to understand my heart and my nature.
[00:16:11.280 --> 00:16:15.960]   You have to understand who I am and how I stand with you.
[00:16:15.960 --> 00:16:17.960]   I'm going to do some things.
[00:16:17.960 --> 00:16:21.640]   And just because I call you into freedom, it doesn't mean the journey is going to be
[00:16:21.640 --> 00:16:23.480]   pain-free.
[00:16:23.480 --> 00:16:27.200]   Just because I call you into a place of freedom, it doesn't mean it's going to be easy, pain-free,
[00:16:27.200 --> 00:16:28.200]   suddenly like this.
[00:16:28.200 --> 00:16:29.200]   I'm not Santa Claus, I'm God.
[00:16:29.200 --> 00:16:33.400]   And I'm going to come and work in such a way that over time you're going to be rebuilt
[00:16:33.400 --> 00:16:37.720]   to the person that I want you to be, but it's going to require a submission to the journey
[00:16:37.720 --> 00:16:38.720]   that I have you on."
[00:16:38.720 --> 00:16:41.960]   And in chapter 6, he tells them what that journey is going to be like.
[00:16:41.960 --> 00:16:45.640]   He says, "I'm going to take you as my own children.
[00:16:45.640 --> 00:16:46.960]   I'm going to bless you.
[00:16:46.960 --> 00:16:50.640]   I'm going to break off the chains from you, and then I'm going to give you new life."
[00:16:50.640 --> 00:16:57.160]   And he lays out the process of Exodus, this idea of taking, blessing, breaking, and giving.
[00:16:57.160 --> 00:17:00.760]   And we saw that week that when Jesus is in the upper room just before he's about to get
[00:17:00.760 --> 00:17:06.480]   arrested and he's doing the Passover meal with his disciples, he picks up from Exodus
[00:17:06.480 --> 00:17:08.280]   chapter 6 that process.
[00:17:08.280 --> 00:17:13.920]   And he takes the bread in the cup, and he blesses it, and he breaks the bread, and he
[00:17:13.920 --> 00:17:18.000]   gives it to his disciples, saying, "This is the way that freedom and liberation always
[00:17:18.000 --> 00:17:19.000]   come.
[00:17:19.000 --> 00:17:20.560]   This is what the cross of Jesus is going to be about.
[00:17:20.560 --> 00:17:25.160]   The life, death, and resurrection of Jesus is an Exodus for everybody, because God takes,
[00:17:25.160 --> 00:17:27.960]   he blesses, he breaks, and he gives.
[00:17:27.960 --> 00:17:28.960]   Amen."
[00:17:28.960 --> 00:17:32.880]   Wow, that was about 10 weeks of teaching in 5 minutes.
[00:17:32.880 --> 00:17:36.200]   Thank you, thank you, thank you, thank you.
[00:17:36.200 --> 00:17:37.200]   All right.
[00:17:37.200 --> 00:17:39.880]   You're caught up on Exodus.
[00:17:39.880 --> 00:17:43.680]   But the question is, what happens next?
[00:17:43.680 --> 00:17:48.960]   And as we step into chapter 7 today, we step into this moment where Aaron and Moses are
[00:17:48.960 --> 00:17:53.720]   called once again to go before Pharaoh and say, "Let my people go."
[00:17:53.720 --> 00:17:56.400]   Can you imagine how they must have felt?
[00:17:56.400 --> 00:18:01.360]   I mean, this must have been the worst thing for them.
[00:18:01.360 --> 00:18:04.800]   Because last time when they went before Pharaoh and said, "Let my people go," Pharaoh doubled
[00:18:04.800 --> 00:18:07.560]   down on his slavery on the Israelites.
[00:18:07.560 --> 00:18:10.600]   And now here they are, and God says, "Okay, it's time to go again.
[00:18:10.600 --> 00:18:12.120]   You're going to go in front of Pharaoh again."
[00:18:12.120 --> 00:18:16.400]   And you're probably thinking, Moses and Aaron, if you're Moses and Aaron, you're probably
[00:18:16.400 --> 00:18:20.560]   thinking this, "I don't know if this is going to work."
[00:18:20.560 --> 00:18:23.560]   Are you with me?
[00:18:23.560 --> 00:18:30.720]   And perhaps, as we start this 14-week journey ahead of us, and as I've been standing here
[00:18:30.720 --> 00:18:34.120]   telling you that this is going to be the most transformative thing in your life and that
[00:18:34.120 --> 00:18:37.920]   God is going to move you into new freedoms that you've never felt before, perhaps some
[00:18:37.920 --> 00:18:41.760]   of you, maybe you're into the Exodus and you've been following the series and everything's
[00:18:41.760 --> 00:18:46.960]   been great so far, but there's something in your mind where you're like, "I don't know
[00:18:46.960 --> 00:18:50.080]   if this is going to work.
[00:18:50.080 --> 00:18:54.760]   I don't know if God's really going to come through for me."
[00:18:54.760 --> 00:18:58.760]   And the same feeling that Moses and Aaron felt as they stepped before Pharaoh again
[00:18:58.760 --> 00:19:02.840]   is perhaps the same feeling that many of us in this room feel as we step into these 14
[00:19:02.840 --> 00:19:03.840]   weeks.
[00:19:03.840 --> 00:19:04.840]   "I don't know if God's really going to do this.
[00:19:04.840 --> 00:19:06.560]   I'd like to get freedom from my addiction.
[00:19:06.560 --> 00:19:09.840]   I'd like to leave those pains behind me, but I'm not even sure if I can do that.
[00:19:09.840 --> 00:19:11.040]   I'm not sure if God's going to do it.
[00:19:11.040 --> 00:19:12.480]   I'm not sure if He's going to come through."
[00:19:12.480 --> 00:19:14.840]   And we're filled with this questioning.
[00:19:14.840 --> 00:19:19.800]   And if that's you, I want you to know you're in a good place, because Moses and Aaron had
[00:19:19.800 --> 00:19:25.800]   no idea as they stepped towards Pharaoh in chapter 7 what was going to happen in 7, 8,
[00:19:25.800 --> 00:19:26.800]   9, and 10.
[00:19:26.800 --> 00:19:31.600]   They had no idea that the plagues were going to come, that the Passover would happen, that
[00:19:31.600 --> 00:19:37.440]   God would redeem them and release them, that they would see the waters of the Red Sea parted,
[00:19:37.440 --> 00:19:39.320]   that they would go to Sinai and receive the law.
[00:19:39.320 --> 00:19:43.920]   I mean, they had no idea about everything that we know is in the story ahead.
[00:19:43.920 --> 00:19:49.020]   And I want you to understand that you have no idea what God has reserved for your story
[00:19:49.020 --> 00:19:51.160]   in the next 14 weeks.
[00:19:51.160 --> 00:19:53.040]   He's got so much ahead.
[00:19:53.040 --> 00:19:57.240]   It's almost like if God could take you and plug you into His brain to see everything
[00:19:57.240 --> 00:20:01.600]   that's about to happen for you in the next 14 weeks, you'd be, "Woohoo!"
[00:20:01.600 --> 00:20:07.280]   But maybe right now you're like, "I'm not even sure if this is going to work."
[00:20:07.280 --> 00:20:08.280]   Anyone with me?
[00:20:08.280 --> 00:20:15.320]   So I want to pray as we open God's Word together today that God will make this work for you.
[00:20:15.320 --> 00:20:19.740]   Father, I just thank you so much for the people in this room online, the overflow, and anywhere
[00:20:19.740 --> 00:20:21.220]   else that they're listening.
