
[00:00:00.000 --> 00:00:02.560]   Well, good morning, everyone.
[00:02:40.380 --> 00:02:42.140]   I certainly have experienced that.
[00:02:42.140 --> 00:02:44.900]   But we also learned about Zoom etiquette.
[00:02:44.900 --> 00:02:46.860]   Well, that's at least some of us.
[00:02:46.860 --> 00:02:48.900]   There's always that one person on the call
[00:02:48.900 --> 00:02:51.420]   who does not mute themselves.
[00:02:51.420 --> 00:02:53.300]   Hit the mute button.
[00:02:53.300 --> 00:02:55.900]   Come on, you can do it.
[00:02:55.900 --> 00:02:59.300]   Hey, remember when-- and by the way,
[00:02:59.300 --> 00:03:01.860]   this is the height of my review right here.
[00:03:01.860 --> 00:03:04.180]   This is the zenith, the pinnacle.
[00:03:04.180 --> 00:03:05.900]   You know what I want to share with you?
[00:03:05.900 --> 00:03:10.740]   Remember when we were scared of running--
[00:03:10.740 --> 00:03:13.860]   you guessed it-- out of toilet paper,
[00:03:13.860 --> 00:03:17.620]   and we got in touch with our inner hoarder,
[00:03:17.620 --> 00:03:21.820]   that little man, that little woman living inside of us?
[00:03:21.820 --> 00:03:23.860]   And we went into the stores and into drugstores,
[00:03:23.860 --> 00:03:26.780]   and we grabbed as much toilet paper and tissue
[00:03:26.780 --> 00:03:30.380]   as we could to make sure that we're secure.
[00:03:30.380 --> 00:03:34.740]   Now, a neighbor from me, him and I,
[00:03:34.740 --> 00:03:37.140]   we can look into each other's windows.
[00:03:37.140 --> 00:03:40.060]   You know, we pretend like we don't see each other, but we do.
[00:03:40.060 --> 00:03:43.860]   And so during that time, he had like stashes and stashes
[00:03:43.860 --> 00:03:46.540]   of like toilet paper and tissue there.
[00:03:46.540 --> 00:03:50.820]   And I started feeling insecure about what I had.
[00:03:50.820 --> 00:03:53.660]   But he was like, that's not cool, man.
[00:03:53.660 --> 00:03:57.420]   Why you got to take all the toilet paper?
[00:03:57.420 --> 00:04:03.060]   But remember also when we actually slowed down,
[00:04:03.060 --> 00:04:07.380]   and we took time with God, reading his word,
[00:04:07.380 --> 00:04:13.580]   spending time in prayer, experiencing him speaking to us.
[00:04:13.580 --> 00:04:18.020]   Remember when we got to spend a lot of time at home,
[00:04:18.020 --> 00:04:22.740]   work from home, and even though there's challenges in that,
[00:04:22.740 --> 00:04:29.100]   but nonetheless, we got to experience these precious moments
[00:04:29.100 --> 00:04:32.460]   with people that we love, with our parents,
[00:04:32.460 --> 00:04:37.260]   with our children, with our spouses, with our friends.
[00:04:37.260 --> 00:04:39.780]   Remember when we called each other,
[00:04:39.780 --> 00:04:46.220]   and we actually checked in to make sure the other person was okay.
[00:04:46.220 --> 00:04:50.980]   And we went out on the streets, and we handed out hand sanitizer.
[00:04:50.980 --> 00:04:53.860]   We handed out masks for those who couldn't afford them
[00:04:53.860 --> 00:04:57.780]   or wasn't able to source them for themselves.
[00:04:57.780 --> 00:05:01.140]   Hey, what's your highlight of 2020?
[00:05:01.140 --> 00:05:02.460]   Let us know about it.
[00:05:02.460 --> 00:05:04.180]   Put it in the comment.
[00:05:04.180 --> 00:05:06.060]   We would love to hear your highlight.
[00:05:06.060 --> 00:05:13.700]   Love to celebrate with you the good things that God has done this year.
[00:05:13.700 --> 00:05:17.100]   But even though a lot of good things happened,
[00:05:17.100 --> 00:05:20.180]   and they certainly have, and praise God for them,
[00:05:20.180 --> 00:05:27.340]   2020 has brought so many of us to our breaking points.
[00:05:27.340 --> 00:05:30.900]   And to one degree or another, we've experienced loss,
[00:05:30.900 --> 00:05:37.300]   we've experienced pain, exhaustion.
[00:05:37.300 --> 00:05:39.940]   Traveling has been difficult.
[00:05:39.940 --> 00:05:45.820]   Some of us have missed funerals, weddings of loved ones.
[00:05:45.820 --> 00:05:49.420]   I got married this year to my lovely wife, Chris.
[00:05:49.420 --> 00:05:51.980]   Woo-hoo!
[00:05:51.980 --> 00:05:56.580]   And we started with a civil union,
[00:05:56.580 --> 00:05:59.780]   which happened during the peak of the second wave.
[00:05:59.780 --> 00:06:02.740]   So we had to uninvite 30 people, which is awkward
[00:06:02.740 --> 00:06:05.540]   if you ever have to uninvite people to something.
[00:06:05.540 --> 00:06:07.180]   Not fun.
[00:06:07.180 --> 00:06:10.620]   Then we had our church wedding during the peak of the third wave,
[00:06:10.620 --> 00:06:14.620]   so we had to shift everyone from actually being here in person
[00:06:14.620 --> 00:06:18.220]   to now joining us online, and we had to delay our banquet.
[00:06:18.220 --> 00:06:21.300]   But by God's grace, we were able to have our banquet
[00:06:21.300 --> 00:06:26.740]   between the third and the fourth wave, and I'm really grateful for that.
[00:06:26.740 --> 00:06:29.460]   But this year has been tough.
[00:06:29.460 --> 00:06:31.020]   So many difficult things have happened.
[00:06:31.020 --> 00:06:35.300]   Some of us have lost loved ones.
[00:06:35.300 --> 00:06:40.900]   And if that's you, I just right now just want to send you the love
[00:06:40.900 --> 00:06:44.500]   from myself but also from the whole Vine family.
[00:06:44.500 --> 00:06:49.180]   We love you and we care deeply about what has been happening in your life,
[00:06:49.180 --> 00:07:01.740]   and we just want to send you our love and hugs to you and to your family.
[00:07:01.740 --> 00:07:04.300]   Many other things have happened.
[00:07:04.300 --> 00:07:07.460]   You know, we've been scared of the virus.
[00:07:07.460 --> 00:07:09.820]   We've been living in fear.
[00:07:09.820 --> 00:07:13.260]   We've lost jobs.
[00:07:13.260 --> 00:07:19.700]   We had to postpone our college plans.
[00:07:19.700 --> 00:07:22.380]   Graduations were online instead of in person.
[00:07:22.380 --> 00:07:24.620]   Church everywhere online.
[00:07:24.620 --> 00:07:27.100]   Hey, thanks so much, you know, for joining us in this space,
[00:07:27.100 --> 00:07:31.620]   but we sure miss you here in person.
[00:07:31.620 --> 00:07:35.940]   But we're still glad we get to spend this time with you in this way.
[00:07:35.940 --> 00:07:40.220]   Parents became teachers at home, having to figure out how to navigate
[00:07:40.220 --> 00:07:44.740]   this whole working with their kids and collaborating with the class teachers
[00:07:44.740 --> 00:07:49.860]   and getting all the lessons done so that the kids don't fall behind.
[00:07:49.860 --> 00:07:54.940]   Friends have lost friends who've moved.
[00:07:54.940 --> 00:07:58.580]   So there's grieving people who have moved.
[00:07:58.580 --> 00:08:02.380]   And then there's a lot of uncertainty about the future.
[00:08:02.380 --> 00:08:05.740]   What's going to happen in 2021?
[00:08:05.740 --> 00:08:07.820]   Is there going to be a recession?
[00:08:07.820 --> 00:08:16.460]   Am I going to have my job or is the vaccine going to address all the issues?
[00:08:16.460 --> 00:08:21.860]   So I don't know what your 2020 has been like,
[00:08:21.860 --> 00:08:27.100]   but to one degree or another, we've all experienced pain and loss,
[00:08:27.100 --> 00:08:30.180]   and there's been challenges this year.
[00:08:30.180 --> 00:08:34.700]   And so as I was thinking about what do I want to share with you today,
[00:08:34.700 --> 00:08:36.460]   you know, what is God putting on my heart,
[00:08:36.460 --> 00:08:40.940]   this passage came to mind that has been with me throughout the whole year,
[00:08:40.940 --> 00:08:42.820]   that has come up multiple times.
[00:08:42.820 --> 00:08:45.980]   And that's a passage from the Gospel of Matthew,
[00:08:45.980 --> 00:08:53.380]   chapter 9, verse 35 through chapter 10, verse 5.
[00:08:53.380 --> 00:08:59.380]   And the reason why I want to choose this passage to share with you right now
[00:08:59.380 --> 00:09:03.580]   is because I believe that it's important for us to hear today,
[00:09:03.580 --> 00:09:05.860]   you know, that Jesus cares deeply about us,
[00:09:05.860 --> 00:09:09.140]   and he's aware of our circumstances.
[00:09:09.140 --> 00:09:14.060]   He's aware of what's going on in your life.
[00:09:14.060 --> 00:09:16.500]   But some of us were struggling to see that
[00:09:16.500 --> 00:09:19.220]   because this year has just blindsided us.
[00:09:19.220 --> 00:09:21.780]   It's been so difficult.
[00:09:21.780 --> 00:09:24.420]   And we don't feel like that Jesus is with us.
[00:09:24.420 --> 00:09:28.420]   We don't feel like that Jesus cares, but he does.
[00:09:28.420 --> 00:09:34.580]   And so in this message, I'm going to speak into the challenges of 2020,
[00:09:34.580 --> 00:09:37.940]   but I'm also going to be looking ahead
[00:09:37.940 --> 00:09:46.500]   and how Jesus invites us into very important work in 2021,
[00:09:46.500 --> 00:09:48.620]   the River Model Vision,
[00:09:48.620 --> 00:09:53.660]   you know, something that Pastor Andrew introduced two years ago in a Vision Sunday.
[00:09:53.660 --> 00:09:57.940]   And so we're going to see how Jesus wants to speak to us now here in our challenges,
[00:09:57.940 --> 00:09:59.300]   but we're also going to be looking ahead.
[00:09:59.300 --> 00:10:01.620]   So that's the plan for our time together.
[00:10:01.620 --> 00:10:07.620]   So let me start by reading this passage in Matthew, chapter 9, verse 35.
[00:10:07.620 --> 00:10:12.820]   And it says, "Jesus went through all the towns and villages,
[00:10:12.820 --> 00:10:14.820]   teaching in their synagogues,
[00:10:14.820 --> 00:10:18.380]   proclaiming the good news of the kingdom,
[00:10:18.380 --> 00:10:23.580]   and healing every disease and illness.
[00:10:23.580 --> 00:10:28.980]   When he saw the crowds, he had compassion on them,
[00:10:28.980 --> 00:10:32.580]   because they were harassed and helpless,
[00:10:32.580 --> 00:10:36.980]   like sheep without a shepherd."
[00:10:36.980 --> 00:10:42.660]   So first, we hear a summary of Jesus's ministry up until this point.
[00:10:42.660 --> 00:10:44.820]   He's been going from town to town.
[00:10:44.820 --> 00:10:47.460]   He's proclaiming the good news of the kingdom,
[00:10:47.460 --> 00:10:51.620]   but he's also demonstrating the kingdom by bringing healing
[00:10:51.620 --> 00:10:56.300]   and bringing wholeness to people.
[00:10:56.300 --> 00:11:02.140]   But then Matthew, he mentions a metaphor of sheep and shepherd
[00:11:02.140 --> 00:11:11.060]   in order to help us to understand how Jesus sees the crowd.
[00:11:11.060 --> 00:11:16.180]   That's actually a metaphor that Jesus himself uses elsewhere
[00:11:16.180 --> 00:11:19.740]   about himself, himself being the shepherd,
[00:11:19.740 --> 00:11:21.540]   but also Israel being the sheep.
[00:11:21.540 --> 00:11:25.060]   So for example, right after the passage that we're going to be looking at today,
[00:11:25.060 --> 00:11:30.580]   Jesus sends the disciples out to the lost sheep of Israel.
[00:11:30.580 --> 00:11:32.260]   So Israel are the lost sheep.
[00:11:32.260 --> 00:11:36.580]   And then in the Gospel of John, he calls himself,
[00:11:36.580 --> 00:11:42.620]   he says about himself, "I am the good shepherd."
[00:11:42.620 --> 00:11:44.900]   So not only did Jesus talk about this,
[00:11:44.900 --> 00:11:47.540]   but this was something that Jesus's contemporaries,
[00:11:47.540 --> 00:11:49.860]   they were familiar with.
[00:11:49.860 --> 00:11:51.540]   It was a metaphor they knew,
[00:11:51.540 --> 00:11:53.620]   because throughout the Bible,
[00:11:53.620 --> 00:11:55.620]   there's this metaphor of sheep and shepherd.
[00:11:55.620 --> 00:11:58.620]   Most of the time, it refers to sheep being Israel
[00:11:58.620 --> 00:12:01.420]   and shepherd actually being the leaders of Israel.
[00:12:01.420 --> 00:12:07.060]   And a lot of times, it's a critique of their lack of leading Israel.
[00:12:07.060 --> 00:12:10.860]   So Matthew, in our passage, he's using this metaphor
[00:12:10.860 --> 00:12:14.540]   to help us understand how Jesus sees the crowds
[00:12:14.540 --> 00:12:17.340]   and what's going on with them.
[00:12:17.340 --> 00:12:18.820]   And so as he's been walking around,
[00:12:18.820 --> 00:12:20.500]   he's been making these observations,
[00:12:20.500 --> 00:12:24.260]   and he sees that the people, they're without protection.
[00:12:24.260 --> 00:12:26.100]   They're vulnerable. They're harassed.
[00:12:26.100 --> 00:12:27.980]   They're helpless.
[00:12:27.980 --> 00:12:32.620]   They find themselves in a place of destitute.
[00:12:32.620 --> 00:12:36.700]   So during that time, there was Roman occupation.
[00:12:36.700 --> 00:12:41.500]   There was an oppressor that really turned up the screws
[00:12:41.500 --> 00:12:43.500]   or turned down the screws tight,
[00:12:43.500 --> 00:12:44.700]   you know, taking money.
[00:12:44.700 --> 00:12:48.660]   So a lot of people were struggling economically.
[00:12:48.660 --> 00:12:51.300]   But then also just not having the freedoms
[00:12:51.300 --> 00:12:55.660]   that the people desired to have.
[00:12:55.660 --> 00:12:59.420]   But then there was also things like spiritual oppression.
[00:12:59.420 --> 00:13:05.300]   And then just normal life, economic concerns, heartbreaks.
[00:13:05.300 --> 00:13:09.900]   And so what Jesus sees when he looks at the crowd of people
[00:13:09.900 --> 00:13:16.180]   is he sees people that are barely making it.
[00:13:16.180 --> 00:13:18.860]   That's what Jesus sees.
[00:13:18.860 --> 00:13:24.460]   And he sees their struggle, and he sees their pain.
[00:13:24.460 --> 00:13:28.020]   And he sees their lack of resources
[00:13:28.020 --> 00:13:29.220]   and their place of destitute
[00:13:29.220 --> 00:13:33.540]   and their need for somebody to come and lead them
[00:13:33.540 --> 00:13:39.380]   out of that place, to guide them.
[00:13:39.380 --> 00:13:42.500]   But it does not just stop there.
[00:13:42.500 --> 00:13:45.580]   Jesus not only sees and observes the struggles
[00:13:45.580 --> 00:13:47.660]   and the pain of the people.
[00:13:47.660 --> 00:13:49.100]   You know, that'd be like, just imagine that.
[00:13:49.100 --> 00:13:52.220]   Like he's like, "Oh, there's a lot of pain.
[00:13:52.220 --> 00:13:54.740]   Oh, well, that sucks."
[00:13:54.740 --> 00:13:55.660]   You know, and then he just moves on.
[00:13:55.660 --> 00:13:57.620]   But that's not what he does.
[00:13:57.620 --> 00:14:04.980]   We're told in verse 36 that Jesus had compassion on them.
[00:14:04.980 --> 00:14:09.580]   He allows himself to be deeply moved and touched
[00:14:09.580 --> 00:14:12.300]   by what's happening in people's lives.
[00:14:12.300 --> 00:14:15.820]   He cares deeply about every single person
[00:14:15.820 --> 00:14:18.260]   and what's going on in their lives.
[00:14:18.260 --> 00:14:21.980]   Every single person.
[00:14:21.980 --> 00:14:26.900]   Tim Keller, a well-known pastor from New York City,
[00:14:26.900 --> 00:14:33.500]   he says this, "Compassion means to get yourself involved
[00:14:33.500 --> 00:14:36.260]   and make yourself vulnerable."
[00:14:36.260 --> 00:14:38.060]   So it's two things.
[00:14:38.060 --> 00:14:41.500]   Get yourself involved, make yourself vulnerable.
[00:14:41.500 --> 00:14:43.900]   Well, Jesus, he made himself vulnerable.
[00:14:43.900 --> 00:14:46.180]   We just celebrated Christmas.
[00:14:46.180 --> 00:14:48.580]   It's all about Jesus making himself vulnerable
[00:14:48.580 --> 00:14:53.620]   and coming to us, coming into our lives to rescue us,
[00:14:53.620 --> 00:14:58.140]   but also to see and identify with our pain.
[00:14:58.140 --> 00:14:59.460]   And so he makes himself vulnerable.
[00:14:59.460 --> 00:15:02.020]   He allows himself to be impacted by that,
[00:15:02.020 --> 00:15:05.460]   but it does not stop there.
[00:15:05.460 --> 00:15:10.260]   He also gets involved.
[00:15:10.260 --> 00:15:13.780]   He gets involved in people's physical pain,
[00:15:13.780 --> 00:15:16.380]   and he heals them.
[00:15:16.380 --> 00:15:20.140]   He gets involved in people's emotional pain
[00:15:20.140 --> 00:15:27.180]   by taking away shame, restoring people's dignity,
[00:15:27.180 --> 00:15:29.620]   and comforting them,
[00:15:29.620 --> 00:15:33.860]   and telling them about their true identity.
[00:15:33.860 --> 00:15:38.300]   And he gets involved in people's spiritual pain,
[00:15:38.300 --> 00:15:41.100]   whether that's spiritual oppression or sinfulness
[00:15:41.100 --> 00:15:45.260]   that is just working havoc in our lives.
[00:15:45.260 --> 00:15:47.020]   And so he lays down his life
[00:15:47.020 --> 00:15:50.300]   and all those who place their trust in him
[00:15:50.300 --> 00:15:52.940]   can experience his deliverance
[00:15:52.940 --> 00:15:56.540]   and this newness of life that he gives.
[00:15:56.540 --> 00:16:02.140]   So Jesus is not a passive bystander.
[00:16:02.140 --> 00:16:06.420]   He gets involved, and this love and compassion
[00:16:06.420 --> 00:16:09.060]   that a lot of us and a lot of you
[00:16:09.060 --> 00:16:12.980]   that are watching here today have experienced,
[00:16:12.980 --> 00:16:14.900]   you know, it flows through Jesus
[00:16:14.900 --> 00:16:19.620]   because he deeply cares about every one of us.
[00:16:19.620 --> 00:16:23.660]   And Jesus, he sees your 2020,
[00:16:23.660 --> 00:16:29.060]   and he cares deeply about what you are going through.
[00:16:29.060 --> 00:16:31.100]   He's deeply touched and moved
[00:16:31.100 --> 00:16:34.180]   by what is going on in your life,
[00:16:34.180 --> 00:16:35.700]   and he wants you to know that today
[00:16:35.700 --> 00:16:37.660]   because we need to hear that.
[00:16:37.660 --> 00:16:39.740]   Because just like those people back there,
[00:16:39.740 --> 00:16:42.860]   there's a lot of us barely hanging on.
[00:16:42.860 --> 00:16:45.940]   You know, we're barely making it.
[00:16:45.940 --> 00:16:47.420]   And we need to hear this word today
[00:16:47.420 --> 00:16:56.300]   that Jesus, he knows, he sees, and he is involved.
[00:16:56.300 --> 00:16:59.900]   But there's a problem.
[00:16:59.900 --> 00:17:04.620]   When things don't turn out the way we hope for,
[00:17:04.620 --> 00:17:09.100]   or when we walk through a lot of painful experiences,
[00:17:09.100 --> 00:17:11.820]   we tend to withdraw from Jesus
[00:17:11.820 --> 00:17:15.860]   and we withhold our struggles from him.
[00:17:15.860 --> 00:17:17.220]   Now, in our Bible passage today,
[00:17:17.220 --> 00:17:21.940]   we see that even when we are in that place of withdrawal
[00:17:21.940 --> 00:17:27.540]   or pain or hurt, Jesus draws near to us.
[00:17:27.540 --> 00:17:30.700]   He has compassion for us.
[00:17:30.700 --> 00:17:35.140]   He cares about our struggles, your worry, your fear,
[00:17:35.140 --> 00:17:39.300]   your grief, your pain, your anger,
[00:17:39.300 --> 00:17:45.700]   your sadness, your frustration, your helplessness.
[00:17:45.700 --> 00:17:47.860]   He cares about you and he wants you to know that,
[00:17:47.860 --> 00:17:51.140]   and he wants you to know that right now.
[00:17:51.140 --> 00:17:56.300]   Jesus says about himself, "I am the good shepherd."
[00:17:56.300 --> 00:17:59.860]   And the good shepherd lays down his life for the sheep.
[00:17:59.860 --> 00:18:03.140]   Jesus doesn't withhold anything from us, nothing.
[00:18:03.140 --> 00:18:08.020]   He has given everything for you, everything for me.
[00:18:08.020 --> 00:18:09.540]   He's not a bad shepherd.
[00:18:09.540 --> 00:18:10.780]   He's the good shepherd.
[00:18:10.780 --> 00:18:13.060]   Bad shepherds abandon their sheep.
[00:18:13.060 --> 00:18:15.140]   They leave them vulnerable and exposed,
[00:18:15.140 --> 00:18:16.780]   but that's not Jesus.
[00:18:16.780 --> 00:18:21.780]   Jesus doesn't leave you vulnerable and exposed.
[00:18:21.780 --> 00:18:28.020]   He's with you every step of the way.
[00:18:28.020 --> 00:18:32.100]   And he's also the one and the only one who is powerful
[00:18:32.100 --> 00:18:37.940]   and able to lead us to our destination.
[00:18:37.940 --> 00:18:43.380]   And so right now, I want to invite you to pour out your heart
[00:18:43.380 --> 00:18:49.140]   in prayer to him and to experience his comfort,
[00:18:49.140 --> 00:18:58.740]   his care, his healing presence as he meets you right now.
[00:18:58.740 --> 00:19:00.380]   So I want to encourage you at home.
[00:19:00.380 --> 00:19:01.700]   You know, it doesn't matter who's around you,
[00:19:01.700 --> 00:19:04.460]   even if you're on the go and watching this.
[00:19:04.460 --> 00:19:07.620]   I want to encourage you right now just to do some real talk
[00:19:07.620 --> 00:19:09.580]   with Jesus.
[00:19:09.580 --> 00:19:12.900]   Just tell him what you're feeling and what's going on.
[00:19:12.900 --> 00:19:15.780]   You know, even if you're barely struggling to do that,
[00:19:15.780 --> 00:19:18.860]   you know, that's actually a step of faith.
[00:19:18.860 --> 00:19:22.700]   And even if it's so hard, and when we do that,
[00:19:22.700 --> 00:19:26.100]   Jesus, you know, he reveals himself to us
[00:19:26.100 --> 00:19:29.140]   and we get to experience him working.
[00:19:29.140 --> 00:19:31.900]   So right now we're going to take like 20 seconds or so,
[00:19:31.900 --> 00:19:35.660]   and I just want to invite you to pray.
[00:19:35.660 --> 00:19:37.300]   So if you close your eyes with me right now,
[00:19:37.300 --> 00:19:42.660]   wherever you are, and just pour out your heart to Jesus.
[00:19:42.660 --> 00:19:46.340]   Jesus wants to meet you right now.
[00:19:46.340 --> 00:19:49.820]   He wants you to know that he is with you.
[00:19:49.820 --> 00:19:52.540]   He has not abandoned you.
[00:19:52.540 --> 00:19:53.860]   And he wants you to know his love,
[00:19:53.860 --> 00:19:56.780]   and he wants you to have hope.
[00:19:56.780 --> 00:19:57.300]   I'm with you.
[00:19:57.300 --> 00:19:59.060]   You're going to make it.
[00:19:59.060 --> 00:20:02.580]   I'm going to carry you through.
[00:20:02.580 --> 00:20:04.140]   So pour out your heart to him right now.
[00:20:04.140 --> 00:20:28.540]   (soft music)
[00:20:28.540 --> 00:20:33.380]   Jesus, you've heard right now all the prayers.
[00:20:33.380 --> 00:20:38.260]   Even if it was just like some stuttering or some,
[00:20:38.260 --> 00:20:42.460]   I'm in pain, some very simple words.
[00:20:42.460 --> 00:20:44.860]   And Jesus, I pray right now that your presence,
[00:20:44.860 --> 00:20:47.620]   wherever we are, that you would just fill that space
[00:20:47.620 --> 00:20:50.660]   with your presence, that you would make yourself known,
[00:20:50.660 --> 00:20:54.340]   that you would start the healing process,
[00:20:54.340 --> 00:20:58.300]   that you lift burdens off people,
[00:20:58.300 --> 00:21:01.540]   that we could feel that release that you can only bring.
[00:21:01.540 --> 00:21:04.180]   So Holy Spirit, I just pray that you would move
[00:21:04.180 --> 00:21:06.660]   powerfully right now.
[00:21:06.660 --> 00:21:09.340]   Lord, we desire that we pray for that,
[00:21:09.340 --> 00:21:10.940]   and we know you're able,
[00:21:10.940 --> 00:21:13.460]   and we know you are the good shepherd
[00:21:13.460 --> 00:21:17.460]   who doesn't abandon us, who is still with us,
[00:21:17.460 --> 00:21:19.820]   and who will see us through.
[00:21:19.820 --> 00:21:23.900]   So I pray that you would release faith, hope, and courage
[00:21:23.900 --> 00:21:27.620]   right now, in your name, Jesus.
[00:21:27.620 --> 00:21:28.460]   Amen.
[00:21:28.860 --> 00:21:31.260]   (soft music)
[00:21:31.260 --> 00:21:38.380]   Now, besides Jesus meeting us in this difficult space
[00:21:38.380 --> 00:21:41.980]   that a lot of us are finding ourselves in,
[00:21:41.980 --> 00:21:43.660]   and by the way, I do wanna encourage you
[00:21:43.660 --> 00:21:45.820]   to keep just pouring out your heart to Jesus
[00:21:45.820 --> 00:21:47.500]   and experiencing him meeting you.
[00:21:47.500 --> 00:21:50.860]   Even if you don't know him, you can talk to him,
[00:21:50.860 --> 00:21:53.820]   and he'll meet you, he'll make himself known to you.
[00:21:56.340 --> 00:21:59.620]   But besides Jesus showing us his compassion,
[00:21:59.620 --> 00:22:05.980]   I want us to think about what does Jesus see
[00:22:05.980 --> 00:22:09.420]   when he looks at Hong Kong in 2020?
[00:22:09.420 --> 00:22:12.340]   What does he see?
[00:22:12.340 --> 00:22:16.860]   What does Jesus want his church to see and do?
[00:22:16.860 --> 00:22:21.180]   And I believe that the river model vision
[00:22:21.180 --> 00:22:25.220]   that we as a church have been called to
[00:22:25.220 --> 00:22:29.580]   is about seeing our neighbors' circumstances
[00:22:29.580 --> 00:22:34.340]   and allowing ourselves to be filled with compassion
[00:22:34.340 --> 00:22:40.460]   for our neighbors, and to get involved in people's lives.
[00:22:40.460 --> 00:22:48.060]   Jesus wants his compassion in 2021 to flow through us
[00:22:48.060 --> 00:22:51.660]   to our neighbors, to the people here in the city
[00:22:53.700 --> 00:22:57.220]   that need his love, his compassion,
[00:22:57.220 --> 00:22:58.060]   that need to be touched,
[00:22:58.060 --> 00:23:00.260]   that need to know that there is a good shepherd.
[00:23:00.260 --> 00:23:03.860]   So as we step into 2021,
[00:23:03.860 --> 00:23:06.180]   we need to see our neighbors struggle.
[00:23:06.180 --> 00:23:10.980]   So as you have been looking around your neighborhood,
[00:23:10.980 --> 00:23:12.300]   what are you seeing?
[00:23:12.300 --> 00:23:19.220]   What is the spiritual, emotional, and physical condition
[00:23:19.220 --> 00:23:20.660]   of the people around you?
[00:23:22.060 --> 00:23:24.940]   Who is Jesus highlighting to you?
[00:23:24.940 --> 00:23:30.940]   Actually, I want to ask you to comment right now
[00:23:30.940 --> 00:23:32.420]   on the feed below.
