
[00:00:00.000 --> 00:00:02.880]   Man, well good morning.
[00:04:43.400 --> 00:04:45.800]   The cries of the harvesters have reached the ears
[00:04:45.800 --> 00:04:47.280]   of the Lord Almighty.
[00:04:47.280 --> 00:04:50.200]   You have lived on earth in luxury and self-indulgence.
[00:04:50.200 --> 00:04:53.040]   You have fattened yourselves in the day of slaughter.
[00:04:53.040 --> 00:04:55.680]   You have condemned and murdered the innocent one
[00:04:55.680 --> 00:04:57.320]   who was not opposing you.
[00:04:57.320 --> 00:04:59.680]   Told y'all it's not easy.
[00:04:59.680 --> 00:05:03.880]   Have you guys ever heard the saying,
[00:05:03.880 --> 00:05:06.400]   it's a bit funny, but I've heard it around,
[00:05:06.400 --> 00:05:08.120]   money doesn't solve all your problems,
[00:05:08.120 --> 00:05:10.560]   but I sure wouldn't mind crying in a Laberghini, right?
[00:05:10.560 --> 00:05:14.960]   So, I've never been, if you have a Laberghini out there,
[00:05:14.960 --> 00:05:16.560]   okay, good for you, it'll be fun
[00:05:16.560 --> 00:05:18.160]   to ride around in one sometime.
[00:05:18.160 --> 00:05:22.480]   But there is a sense of irony in that saying, right?
[00:05:22.480 --> 00:05:25.900]   Because we don't usually associate rich people
[00:05:25.900 --> 00:05:30.040]   with things like weeping and wailing and misery, right?
[00:05:30.040 --> 00:05:32.400]   Because we feel like they have resources,
[00:05:32.400 --> 00:05:35.000]   they have everything they need, so why are you sad?
[00:05:35.000 --> 00:05:37.680]   But when we look throughout scripture,
[00:05:37.680 --> 00:05:40.480]   throughout the Bible, there is a consistent warning,
[00:05:40.480 --> 00:05:42.560]   maybe one of the most consistent warnings,
[00:05:42.560 --> 00:05:44.720]   which goes something along the lines of,
[00:05:44.720 --> 00:05:49.200]   be careful of how much you focus on money.
[00:05:49.200 --> 00:05:53.200]   Because God knows it's so easy for our heart
[00:05:53.200 --> 00:05:55.640]   and our desires to be drawn to money,
[00:05:55.640 --> 00:05:59.940]   and how quickly the love of money has to rob our ability
[00:05:59.940 --> 00:06:04.600]   of having affections for the Lord and the people around us.
[00:06:04.600 --> 00:06:07.240]   And once our distraction to money becomes,
[00:06:07.240 --> 00:06:09.960]   once money becomes an idol, that the risk there
[00:06:09.960 --> 00:06:12.640]   is that we start to do all kinds of unjust
[00:06:12.640 --> 00:06:16.160]   and blasphemous acts to the Lord and to each other.
[00:06:16.160 --> 00:06:19.920]   Right, this is what we talked about in James chapter two.
[00:06:19.920 --> 00:06:22.320]   When those who have, those who have the resources,
[00:06:22.320 --> 00:06:25.000]   refuse to pay any kind of attention to those who are in need
[00:06:25.000 --> 00:06:27.080]   instead of just a good, you know, pat you on the back,
[00:06:27.080 --> 00:06:29.920]   okay, see you later, you go off on your way.
[00:06:29.920 --> 00:06:32.360]   But I have the resources, I'm not gonna help you.
[00:06:33.880 --> 00:06:37.680]   The love of money is truly the root
[00:06:37.680 --> 00:06:40.920]   of all kinds of evil, scripture tells us.
[00:06:40.920 --> 00:06:44.680]   So why then are the rich suddenly weeping and wailing?
[00:06:44.680 --> 00:06:47.320]   Right, it's because they're suddenly seeing the riches
[00:06:47.320 --> 00:06:50.240]   disappear before their very eyes.
[00:06:50.240 --> 00:06:52.920]   Your wealth has rotted, James says.
[00:06:52.920 --> 00:06:54.760]   Moths have eaten your clothes.
[00:06:54.760 --> 00:06:57.040]   Gold and silver are being corroded.
[00:06:57.040 --> 00:06:58.720]   The corrosion will testify you
[00:06:58.720 --> 00:07:01.440]   and eat your flesh like fire.
[00:07:01.440 --> 00:07:04.880]   You have hoarded wealth in the last days.
[00:07:04.880 --> 00:07:08.800]   You see, the foolish thing about dedicating ourselves
[00:07:08.800 --> 00:07:13.800]   to material wealth is because material wealth will not last.
[00:07:13.800 --> 00:07:18.320]   In the context of James, wealth was often tied
[00:07:18.320 --> 00:07:21.560]   to the abundance of produce from farming.
[00:07:21.560 --> 00:07:23.160]   But what happens when you hoard food?
[00:07:23.160 --> 00:07:24.000]   We've done this before, right?
[00:07:24.000 --> 00:07:26.920]   You go to the supermarket, ooh, avocados are on sale, right?
[00:07:26.920 --> 00:07:29.280]   You get like 15 of them and they just sit
[00:07:29.280 --> 00:07:31.440]   below your microwave and just wilt and die
[00:07:31.440 --> 00:07:33.240]   before you have a chance to eat them, right?
[00:07:33.240 --> 00:07:36.280]   When you hoard food, it starts to stink and rot
[00:07:36.280 --> 00:07:38.720]   and it becomes useless.
[00:07:38.720 --> 00:07:40.240]   Clothes too, right?
[00:07:40.240 --> 00:07:41.880]   We know when Hong Kong winter is coming,
[00:07:41.880 --> 00:07:43.880]   November 5th seems to be the magic date
[00:07:43.880 --> 00:07:46.560]   when everybody busts out those winter coats, right?
[00:07:46.560 --> 00:07:49.000]   An entire bus and empty out all the streets,
[00:07:49.000 --> 00:07:50.640]   suddenly starts smelling like mothballs, okay?
[00:07:50.640 --> 00:07:52.400]   Because they've been in storage, okay?
[00:07:52.400 --> 00:07:56.600]   So mothball becomes the scent of the month, okay?
[00:07:56.600 --> 00:07:59.360]   But even your clothes, right, no matter how fine they are,
[00:07:59.360 --> 00:08:00.880]   no matter what brand they are,
[00:08:00.880 --> 00:08:04.400]   one day your clothes are gonna become worthless.
[00:08:04.400 --> 00:08:07.720]   The moth will eat them, those little silver bugs
[00:08:07.720 --> 00:08:11.160]   that we get in Hong Kong will chew through them.
[00:08:11.160 --> 00:08:13.040]   They will become worthless.
[00:08:13.040 --> 00:08:16.280]   James is saying even gold and silver,
[00:08:16.280 --> 00:08:20.120]   two metals that are associated with being incorrodible,
[00:08:20.120 --> 00:08:22.280]   always holding their value, right?
[00:08:22.320 --> 00:08:27.160]   Even one day, gold and silver are gonna become worthless.
[00:08:27.160 --> 00:08:29.840]   They will corrode and disappear.
[00:08:29.840 --> 00:08:32.040]   And as we look towards the last days,
[00:08:32.040 --> 00:08:34.200]   we have to keep this in mind.
[00:08:34.200 --> 00:08:36.360]   And make no mistake, church,
[00:08:36.360 --> 00:08:40.520]   this is, these are the last days that we're living in.
[00:08:40.520 --> 00:08:43.560]   Ever since Jesus died and resurrected
[00:08:43.560 --> 00:08:44.680]   and ascended to heaven,
[00:08:44.680 --> 00:08:46.880]   he assured us, he has promised to us
[00:08:46.880 --> 00:08:49.960]   that one day I am going to return.
[00:08:49.960 --> 00:08:53.080]   And when he returns, yes, it's coming back to love
[00:08:53.080 --> 00:08:55.200]   and to restore and to redeem,
[00:08:55.200 --> 00:08:58.320]   to defeat the enemy once and for all, amen,
[00:08:58.320 --> 00:09:00.520]   to make all things new,
[00:09:00.520 --> 00:09:03.680]   to judge, to put an end to all injustice.
[00:09:03.680 --> 00:09:04.920]   He's coming, scripture tells us,
[00:09:04.920 --> 00:09:07.640]   to judge the living and the dead
[00:09:07.640 --> 00:09:10.480]   and to gather those who are faithful to him
[00:09:10.480 --> 00:09:12.360]   and welcome them into his kingdom.
[00:09:12.360 --> 00:09:16.520]   Now, when we talk about this topic, though,
[00:09:16.520 --> 00:09:18.320]   it sounds like one of those things
[00:09:18.320 --> 00:09:20.120]   that's always threatened,
[00:09:20.120 --> 00:09:22.280]   but it's never going to happen.
[00:09:22.280 --> 00:09:23.680]   Right, you know like,
[00:09:23.680 --> 00:09:26.160]   if you go to the big department stores like Wing On, right,
[00:09:26.160 --> 00:09:28.160]   there's always, they're always doing
[00:09:28.160 --> 00:09:30.280]   a final promotional sale, right?
[00:09:30.280 --> 00:09:31.560]   So you go and buy something, it's like,
[00:09:31.560 --> 00:09:33.640]   (speaking in foreign language)
[00:09:33.640 --> 00:09:34.920]   Right, and stuff, you know.
[00:09:34.920 --> 00:09:36.120]   And then next to it you go,
[00:09:36.120 --> 00:09:39.200]   and then it's suddenly like a super big final sale, okay?
[00:09:39.200 --> 00:09:41.440]   So you think, okay, this is my last chance, okay?
[00:09:41.440 --> 00:09:42.840]   And then you go a few weeks later,
[00:09:42.840 --> 00:09:45.880]   it's the last super big, super promotional sale, right?
[00:09:45.880 --> 00:09:48.120]   And so, it just keeps going on and on and on.
[00:09:48.120 --> 00:09:49.960]   It's just a marketing tactic, right?
[00:09:49.960 --> 00:09:52.480]   It never actually ends, right?
[00:09:52.480 --> 00:09:54.120]   And you realize it's just a big scam.
[00:09:54.120 --> 00:09:55.720]   They just want you to buy stuff.
[00:09:55.720 --> 00:09:58.680]   But church, this is not the case.
[00:09:58.680 --> 00:10:00.960]   This is not what we're talking about here, right?
[00:10:00.960 --> 00:10:03.840]   The return of Jesus is not a scam, right?
[00:10:03.840 --> 00:10:08.240]   It's not some made up story aimed to keep us on our toes.
[00:10:08.240 --> 00:10:09.400]   Jesus said it himself,
[00:10:09.400 --> 00:10:14.120]   "Keep watch, you do not know on what day or hour even
[00:10:14.120 --> 00:10:16.680]   "the Lord will come."
[00:10:16.680 --> 00:10:18.760]   And just as Pastor Carla said last week,
[00:10:18.760 --> 00:10:21.440]   God's economy is not our economy.
[00:10:21.440 --> 00:10:24.240]   God's timing is not our timing.
[00:10:24.240 --> 00:10:27.560]   And so therefore, we are called to live
[00:10:27.560 --> 00:10:32.280]   as if Jesus will really return at any moment.
[00:10:32.280 --> 00:10:36.880]   And in these last days before Jesus comes back,
[00:10:36.880 --> 00:10:39.400]   in the time where Jesus has already begun the work
[00:10:39.400 --> 00:10:42.880]   of inaugurating his kingdom here on earth,
[00:10:42.880 --> 00:10:45.800]   to making things new, to redeeming his creation,
[00:10:46.640 --> 00:10:49.720]   hoarding wealth is the exact opposite
[00:10:49.720 --> 00:10:52.720]   of what he has called us to do with our resources.
[00:10:52.720 --> 00:10:54.520]   When Jesus came back,
[00:10:54.520 --> 00:10:58.040]   didn't he flip this entire approach on its head?
[00:10:58.040 --> 00:11:01.000]   Instead, didn't he say, "Blessed are the poor,
[00:11:01.000 --> 00:11:04.360]   "for theirs is a kingdom of heaven."
[00:11:04.360 --> 00:11:09.440]   Didn't Jesus teach us, as hard as it is for us to hear,
[00:11:09.440 --> 00:11:13.520]   it is easier for a camel to go through the eye of a needle
[00:11:13.520 --> 00:11:15.400]   than it is for someone who is rich
[00:11:15.400 --> 00:11:17.160]   to enter the kingdom of God?
[00:11:17.160 --> 00:11:20.440]   Wasn't Jesus' words to the rich young ruler,
[00:11:20.440 --> 00:11:24.320]   "If you want to be perfect, go, sell all your possessions,
[00:11:24.320 --> 00:11:27.320]   "give it to the poor, you will have treasure in heaven,
[00:11:27.320 --> 00:11:30.160]   "and then come follow me."
[00:11:30.160 --> 00:11:34.480]   So hoarding wealth doesn't make sense,
[00:11:34.480 --> 00:11:38.200]   but there's something even worse going on here.
[00:11:38.200 --> 00:11:42.120]   It's not just that the rich have hoarded all this wealth.
[00:11:42.120 --> 00:11:44.240]   The bigger problem is they have done it
[00:11:44.240 --> 00:11:48.080]   on the backs, on the expense of other people.
[00:11:48.080 --> 00:11:52.600]   First 4 says this, "Look, the wages you have failed
[00:11:52.600 --> 00:11:54.480]   "to pay the workers who mowed your fields
[00:11:54.480 --> 00:11:56.600]   "are crying out against you.
[00:11:56.600 --> 00:11:58.760]   "The cries of harvesters have reached the ears
[00:11:58.760 --> 00:12:00.440]   "of the Lord Almighty.
[00:12:00.440 --> 00:12:03.280]   "You have lived on earth in luxury and self-indulgence.
[00:12:03.280 --> 00:12:05.720]   "You have fattened yourselves in the day of slaughter.
[00:12:05.720 --> 00:12:08.000]   "You have condemned and murdered the innocent one
[00:12:08.000 --> 00:12:10.360]   "who was not opposing you."
[00:12:12.160 --> 00:12:14.480]   All this wealth that these people have
[00:12:14.480 --> 00:12:19.480]   has been created through dishonest and unjust practices.
[00:12:19.480 --> 00:12:23.440]   Right, and the law, the Levitical law had rules
[00:12:23.440 --> 00:12:25.560]   addressing this kind of behavior.
[00:12:25.560 --> 00:12:28.720]   Deuteronomy 24 says this, "Pay them their wages,
[00:12:28.720 --> 00:12:31.760]   "pay the workers their wages, each day before sunset,
[00:12:31.760 --> 00:12:34.640]   "because they are poor and they're counting on it.
[00:12:34.640 --> 00:12:37.880]   "Otherwise, they may cry to the Lord against you,
[00:12:37.880 --> 00:12:40.360]   "and you will be guilty of sin."
[00:12:41.600 --> 00:12:44.080]   So James is concerned about the attitude
[00:12:44.080 --> 00:12:46.880]   and the fact that the rich are not using their resources
[00:12:46.880 --> 00:12:51.040]   to help others just as the Lord has instructed us to do,
[00:12:51.040 --> 00:12:53.320]   but rather they would live selfishly,
[00:12:53.320 --> 00:12:56.840]   in luxury, in self-indulgence.
[00:12:56.840 --> 00:13:00.560]   And James is condemning the fact that we are hoarding wealth
[00:13:00.560 --> 00:13:04.400]   where we should use it to help those who are in need.
[00:13:04.400 --> 00:13:05.440]   And you see, like I said just now,
[00:13:05.440 --> 00:13:06.920]   this is one of the dangers.
[00:13:06.920 --> 00:13:10.640]   When we make money and resources and idol,
[00:13:11.600 --> 00:13:16.600]   the danger is we dehumanize image bearers of God,
[00:13:16.600 --> 00:13:19.360]   of God's people and his children.
[00:13:19.360 --> 00:13:22.760]   And while we're enjoying luxury and self-indulgence,
[00:13:22.760 --> 00:13:26.080]   people aren't even being given what they are due.
[00:13:26.080 --> 00:13:28.120]   And our eyes and ears become so dull
[00:13:28.120 --> 00:13:31.280]   that we're blinded and muted for seeing and hearing
[00:13:31.280 --> 00:13:36.280]   those who are crying out, but God sees it all.
[00:13:36.280 --> 00:13:40.440]   Now we enjoy this thinking.
[00:13:40.440 --> 00:13:42.240]   We're set, things are good for me.
[00:13:42.240 --> 00:13:44.160]   I don't have a worry in the world.
[00:13:44.160 --> 00:13:46.960]   And when we live like this, James says,
[00:13:46.960 --> 00:13:51.440]   it's like we're fattening ourselves just to be slaughtered.
[00:13:51.440 --> 00:13:53.360]   It's almost like a comical picture.
[00:13:53.360 --> 00:13:57.440]   We are sacrificing ourselves to this worldly God
[00:13:57.440 --> 00:14:00.600]   of luxury and comfort.
[00:14:00.600 --> 00:14:03.000]   We're like the fattened calf, we're like Wagyu beef.
[00:14:03.000 --> 00:14:05.320]   You know how Wagyu beef, they feed the cows,
[00:14:05.320 --> 00:14:07.600]   all kinds of stuff, fatten it up.
[00:14:07.600 --> 00:14:09.520]   The end result of that cow,
[00:14:09.520 --> 00:14:11.360]   while he's enjoying all that stuff, right?
[00:14:11.360 --> 00:14:12.200]   So, oh, this is great.
[00:14:12.200 --> 00:14:13.200]   You know, I'm being massaged,
[00:14:13.200 --> 00:14:14.960]   I'm being fed all this good food.
[00:14:14.960 --> 00:14:17.200]   In the end, what's the end of that cow?
[00:14:17.200 --> 00:14:18.520]   To be slaughtered, right?
[00:14:18.520 --> 00:14:21.560]   And this is exactly what we're doing, James says,
[00:14:21.560 --> 00:14:23.440]   when we just indulge in ourselves
[00:14:23.440 --> 00:14:26.200]   and ignore the cries of those around us.
[00:14:26.200 --> 00:14:31.640]   The fate that awaits is slaughter, it's death.
[00:14:31.640 --> 00:14:37.520]   Church, if we make our goal in life,
[00:14:37.520 --> 00:14:39.800]   if what we want to do with our time in this world
[00:14:39.800 --> 00:14:43.200]   is just enjoy as many luxuries as possible,
[00:14:43.200 --> 00:14:46.560]   whilst at the same time ignoring the cries
[00:14:46.560 --> 00:14:47.920]   of those who are in need,
[00:14:47.920 --> 00:14:53.480]   Scripture likens it to murdering innocent people.
[00:14:53.480 --> 00:14:58.160]   And we are condemning ourselves.
[00:14:58.160 --> 00:15:00.280]   And we sit around thinking, you know, there's time for that.
[00:15:00.280 --> 00:15:01.880]   I'm gonna get to that one day, right?
[00:15:01.880 --> 00:15:03.840]   Right now, you know, I'm here for a good time,
[00:15:03.840 --> 00:15:06.360]   not for a long time, so I'm just gonna focus on me
[00:15:06.360 --> 00:15:08.160]   and do everything what I want to do
[00:15:08.160 --> 00:15:14.400]   when Jesus could literally return at any moment.
[00:15:14.400 --> 00:15:21.120]   Brothers and sisters, part of our pure faith
[00:15:21.120 --> 00:15:26.080]   means that we cannot live like this.
[00:15:26.080 --> 00:15:29.440]   We cannot live like we don't want that day to come
[00:15:29.440 --> 00:15:32.720]   because we've made life so comfortable for ourselves.
[00:15:32.720 --> 00:15:34.160]   And in living like the Scripture says,
[00:15:34.160 --> 00:15:37.880]   we are greedy, we are undressed, we are ungodly,
[00:15:37.880 --> 00:15:39.800]   and it will catch up with us.
[00:15:39.800 --> 00:15:41.480]   We are condemning ourselves.
[00:15:41.480 --> 00:15:45.680]   We're preparing our flesh to be eaten like fire.
[00:15:45.680 --> 00:15:49.560]   But instead, as followers of Jesus,
[00:15:49.560 --> 00:15:51.480]   we should be hastening the day.
[00:15:51.480 --> 00:15:53.680]   We should be crying out to the Lord to return,
[00:15:53.680 --> 00:15:54.920]   to make things right.
[00:15:54.920 --> 00:15:57.120]   We should be crying out for His justice,
[00:15:57.120 --> 00:15:59.240]   praying for the restoration of creation,
[00:15:59.240 --> 00:16:02.360]   joining in in God's work in restoring and repairing
[00:16:02.360 --> 00:16:05.480]   and redeeming humans to Himself.
[00:16:05.480 --> 00:16:10.960]   We look forward to the day when sin is no more,
[00:16:10.960 --> 00:16:14.360]   which means we are tirelessly trying to ensure
[00:16:14.360 --> 00:16:19.320]   that we are preparing the way for Jesus' arrival.
[00:16:19.320 --> 00:16:20.720]   We are preaching the gospel.
[00:16:20.720 --> 00:16:22.640]   We are reaching out to those in need.
[00:16:22.640 --> 00:16:26.920]   We are speaking out to those who are facing injustice.
[00:16:26.920 --> 00:16:29.840]   This is the mission we have at hand.
[00:16:31.040 --> 00:16:33.880]   And we cannot sit idly by,
[00:16:33.880 --> 00:16:36.680]   especially when there are people out there being oppressed
[00:16:36.680 --> 00:16:39.280]   and suffering from injustice.
[00:16:39.280 --> 00:16:44.840]   God's economy is not our economy.
[00:16:44.840 --> 00:16:49.720]   Jesus came to turn the entire system upside down.
[00:16:49.720 --> 00:16:51.640]   Karl Barth says it this way.
[00:16:51.640 --> 00:16:54.200]   "Instead of striving for higher position,
[00:16:54.200 --> 00:16:56.400]   "more power, and more influence,
[00:16:56.400 --> 00:16:59.200]   "Jesus moves from the heights to the depths,
[00:16:59.200 --> 00:17:02.840]   "from victory to defeat, from riches to poverty,
[00:17:02.840 --> 00:17:06.560]   "from triumphs to suffering, from life to death."
[00:17:06.560 --> 00:17:10.480]   Jesus came to say, "Blessed are the poor."
[00:17:10.480 --> 00:17:14.760]   And His ears are always tuned to hear the voices
[00:17:14.760 --> 00:17:17.000]   of those crying out for justice.
[00:17:17.000 --> 00:17:20.480]   So we're reminded today, church,
[00:17:20.480 --> 00:17:22.800]   that we're here on God's time.
[00:17:22.800 --> 00:17:25.960]   Just because it hasn't happened yet,
[00:17:25.960 --> 00:17:28.640]   don't think that it's not going to.
[00:17:28.640 --> 00:17:30.800]   And Jesus is returning.
[00:17:30.800 --> 00:17:32.880]   James reminds us of that.
[00:17:32.880 --> 00:17:34.040]   And so to end this letter,
[00:17:34.040 --> 00:17:37.040]   He gives us some instructions on how He wants us to live.
[00:17:37.040 --> 00:17:41.160]   Taking care of the poor, the widow, and the orphans,
[00:17:41.160 --> 00:17:42.560]   doing God's work of justice.
[00:17:42.560 --> 00:17:45.480]   But there's two more things He wants us to embrace
[00:17:45.480 --> 00:17:47.360]   as we look into these last days.
[00:17:47.360 --> 00:17:52.360]   The two things are this, patience and prayer.
[00:17:52.360 --> 00:17:54.880]   Patience and prayer.
[00:17:54.880 --> 00:17:56.680]   Let's look at patience for a minute.
[00:17:57.960 --> 00:18:01.800]   Firstly, James calls us to be patient in the Lord.
[00:18:01.800 --> 00:18:03.600]   Now again, in our modern day lives,
[00:18:03.600 --> 00:18:06.000]   it's almost like the entire idea of patience
[00:18:06.000 --> 00:18:09.320]   is trying to be erased from our vocabulary.
[00:18:09.320 --> 00:18:11.600]   We don't like waiting for stuff.
[00:18:11.600 --> 00:18:13.760]   Everything is marketed towards the idea
[00:18:13.760 --> 00:18:16.480]   that the faster, the more convenient it is,
[00:18:16.480 --> 00:18:17.840]   the better for us, right?
[00:18:17.840 --> 00:18:18.680]   [speaking in foreign language]
[00:18:18.680 --> 00:18:20.640]   Right, that's a Hong Kong motto.
[00:18:20.640 --> 00:18:22.320]   Right, everything is on demand.
[00:18:22.320 --> 00:18:24.760]   You can order anything you want at any time
[00:18:24.760 --> 00:18:25.720]   with the touch of a button.
[00:18:25.720 --> 00:18:29.000]   You can have food, clothes, anything you want delivered
[00:18:29.000 --> 00:18:32.400]   right to your doorstep almost immediately.
[00:18:32.400 --> 00:18:35.440]   Now, I would be a hypocrite to say
[00:18:35.440 --> 00:18:38.920]   I don't enjoy the conveniences of modern life, right?
[00:18:38.920 --> 00:18:43.000]   It's great sometimes to have those things available to us.
[00:18:43.000 --> 00:18:46.080]   But again, the danger is that this way of living
[00:18:46.080 --> 00:18:50.600]   robs us and dulls us of how God wants us to respond
[00:18:50.600 --> 00:18:52.840]   to how He wants us to live.
[00:18:52.840 --> 00:18:55.520]   And we forget the value in waiting
[00:18:55.520 --> 00:18:58.560]   and having patience in the Lord.
