
[00:00:00.000 --> 00:00:04.000]  Amen,多謝Pastor Ivan,我們給他掌聲多謝
[00:02:43.000 --> 00:02:44.000]  是MB不是GB
[00:02:44.000 --> 00:02:46.000]  現在說出來真的沒有人相信
[00:02:46.000 --> 00:02:47.000]  是不是
[00:02:47.000 --> 00:02:48.000]  嘩,當時你知不知道
[00:02:48.000 --> 00:02:52.000]  這部機是有4GB這麼多的
[00:02:52.000 --> 00:02:55.000]  4GB你知不知道可以裝到什麼
[00:02:55.000 --> 00:02:56.000]  Steve Jobs說
[00:02:56.000 --> 00:02:58.000]  你可以裝到一千首歌
[00:02:58.000 --> 00:02:59.000]  在你的褲袋裏面
[00:02:59.000 --> 00:03:02.000]  但我當時只是儲存了一兩年的CD
[00:03:02.000 --> 00:03:03.000]  那些敬拜歌
[00:03:03.000 --> 00:03:04.000]  我都不是得很多
[00:03:04.000 --> 00:03:06.000]  我都只是得十隻八隻
[00:03:06.000 --> 00:03:08.000]  所以我塞了我的敬拜碟進去之後
[00:03:08.000 --> 00:03:09.000]  還有很多位
[00:03:09.000 --> 00:03:11.000]  嘩,然後我就將那些
[00:03:11.000 --> 00:03:13.000]  我在那段時間開始發現
[00:03:13.000 --> 00:03:15.000]  這個世界有些叫做Podcast的東西
[00:03:15.000 --> 00:03:17.000]  我發現了一些是基督徒
[00:03:17.000 --> 00:03:19.000]  關於敬拜的Podcast
[00:03:19.000 --> 00:03:20.000]  我就塞進去
[00:03:20.000 --> 00:03:22.000]  嘩,所有東西都塞進去
[00:03:22.000 --> 00:03:23.000]  這叫什麼
[00:03:23.000 --> 00:03:25.000]  有得選擇才是老闆
[00:03:25.000 --> 00:03:26.000]  是不是
[00:03:26.000 --> 00:03:28.000]  如是者我就很幸福快樂地
[00:03:28.000 --> 00:03:31.000]  一路去用我的iPod
[00:03:31.000 --> 00:03:32.000]  以前你覺得
[00:03:32.000 --> 00:03:34.000]  嘩,可以放得到容祖兒
[00:03:34.000 --> 00:03:36.000]  又放不完陳奕迅
[00:03:36.000 --> 00:03:38.000]  以前那些年代128MB
[00:03:38.000 --> 00:03:39.000]  全部都精挑細選
[00:03:39.000 --> 00:03:42.000]  如果太多韓馬利朱恩就一定沒有訂期
[00:03:42.000 --> 00:03:46.000]  但是現在終於可以什麼都放進去
[00:03:46.000 --> 00:03:49.000]  我就開始用我的iPod
[00:03:49.000 --> 00:03:51.000]  每一天在我日常生活裏
[00:03:51.000 --> 00:03:53.000]  就是上學那些
[00:03:53.000 --> 00:03:55.000]  不要告訴你了
[00:03:55.000 --> 00:03:57.000]  但是放學後去溫習
[00:03:57.000 --> 00:03:58.000]  去自修室考A級
[00:03:58.000 --> 00:04:00.000]  去溫習的時候又會聽著
[00:04:00.000 --> 00:04:02.000]  然後一路每一天這樣在那裏聽
[00:04:02.000 --> 00:04:03.000]  我記得那個時候
[00:04:03.000 --> 00:04:05.000]  當我開始這樣來到去
[00:04:05.000 --> 00:04:07.000]  每一天塞著耳朵來聽
[00:04:07.000 --> 00:04:09.000]  這些敬拜歌的時候
[00:04:09.000 --> 00:04:12.000]  有些神奇的事開始發生
[00:04:12.000 --> 00:04:13.000]  我記得有一天
[00:04:13.000 --> 00:04:15.000]  我溫習完後
[00:04:15.000 --> 00:04:18.000]  可能是晚上七、八時
[00:04:18.000 --> 00:04:19.000]  我準備回家
[00:04:19.000 --> 00:04:21.000]  我小時候住在荃灣
[00:04:21.000 --> 00:04:23.000]  我在荃灣溫習
[00:04:23.000 --> 00:04:25.000]  有沒有人去過愉景新城
[00:04:25.000 --> 00:04:26.000]  大概你知道在哪裏
[00:04:26.000 --> 00:04:28.000]  我在愉景新城那邊去溫習
[00:04:28.000 --> 00:04:29.000]  完了的時候
[00:04:29.000 --> 00:04:30.000]  我就要回家
[00:04:30.000 --> 00:04:31.000]  一路走著
[00:04:31.000 --> 00:04:33.000]  就沿著愉景新城那條天橋
[00:04:33.000 --> 00:04:35.000]  走回去地鐵站那裏
[00:04:35.000 --> 00:04:36.000]  走著走著的時候
[00:04:36.000 --> 00:04:38.000]  剛剛播了一個Podcast
[00:04:38.000 --> 00:04:40.000]  裏面有個人在唱
[00:04:40.000 --> 00:04:41.000]  他說我作了一首歌
[00:04:41.000 --> 00:04:42.000]  我分享一下
[00:04:42.000 --> 00:04:43.000]  那首歌是這樣的
[00:04:43.000 --> 00:04:44.000]  他說
[00:04:44.000 --> 00:04:46.000]  先想想
[00:04:46.000 --> 00:04:50.000]  I lift up my eyes to the mountains
[00:04:50.000 --> 00:04:53.000]  Where does my help come from
[00:04:53.000 --> 00:04:54.000]  我心想
[00:04:54.000 --> 00:04:56.000]  哦,詩篇一百二十一篇
[00:04:56.000 --> 00:04:58.000]  然後我就繼續聽下去
[00:04:58.000 --> 00:05:00.000]  不知為何我一路走一路聽
[00:05:00.000 --> 00:05:02.000]  突然間
[00:05:02.000 --> 00:05:03.000]  我發現
[00:05:03.000 --> 00:05:05.000]  咦,為何我的眼睛有點濕
[00:05:05.000 --> 00:05:08.000]  我的眼淚在這裏開始流
[00:05:08.000 --> 00:05:10.000]  我不知道你有沒有試過這樣的經驗
[00:05:10.000 --> 00:05:13.000]  但是就在2006年某一天裏面
[00:05:13.000 --> 00:05:18.000]  當就在那條愉景新城通往荃灣地鐵站那條天橋上
[00:05:18.000 --> 00:05:20.000]  在那裏
[00:05:20.000 --> 00:05:23.000]  我和神有一個新的encounter
[00:05:23.000 --> 00:05:25.000]  有一個新的相遇
[00:05:25.000 --> 00:05:27.000]  當我選擇每一天
[00:05:27.000 --> 00:05:30.000]  來到去將我的生命裏面
[00:05:30.000 --> 00:05:32.000]  去充滿了敬拜的音樂的時候
[00:05:32.000 --> 00:05:35.000]  我稱之為一個沉浸式的敬拜
[00:05:35.000 --> 00:05:37.000]  現在很講沉浸式的體驗
[00:05:37.000 --> 00:05:38.000]  immersive,是不是
[00:05:38.000 --> 00:05:40.000]  或者有時你上YouTube上Google
[00:05:40.000 --> 00:05:41.000]  你搜尋另一個字
[00:05:41.000 --> 00:05:43.000]  我們會稱之為soaking
[00:05:43.000 --> 00:05:46.000]  即是我們沉浸在那種神的同在裏面
[00:05:46.000 --> 00:05:48.000]  我發現當我這樣做的時候
[00:05:48.000 --> 00:05:50.000]  原來我在我的生命裏面
[00:05:50.000 --> 00:05:52.000]  是在製造一個空間
[00:05:52.000 --> 00:05:54.000]  而當你每一次在生命裏面
[00:05:54.000 --> 00:05:56.000]  去營造一個空間的時候
[00:05:56.000 --> 00:05:58.000]  原來神就會來回應你
[00:05:58.000 --> 00:06:00.000]  原來神就會來造訪你,會來visit你
[00:06:00.000 --> 00:06:02.000]  原來在那個地方裏面
[00:06:02.000 --> 00:06:04.000]  神就會和我們去相遇
[00:06:04.000 --> 00:06:06.000]  有一個encounter
[00:06:06.000 --> 00:06:09.000]  就在我開始這樣去每天敬拜神的時候
[00:06:09.000 --> 00:06:13.000]  神在我的生命裏面有一個fresh encounter
[00:06:13.000 --> 00:06:14.000]  在舊約裏面
[00:06:14.000 --> 00:06:17.000]  神曾經透過耶利米先知和他的子民這樣說
[00:06:17.000 --> 00:06:18.000]  他說如果你尋求我
[00:06:18.000 --> 00:06:20.000]  如果你專心尋求我的話
[00:06:20.000 --> 00:06:21.000]  你就會尋見
[00:06:21.000 --> 00:06:22.000]  在新約裏面
[00:06:22.000 --> 00:06:25.000]  亞各耶穌的弟弟亞各都說了一樣很相似的話
[00:06:25.000 --> 00:06:27.000]  他說如果你親近神
[00:06:27.000 --> 00:06:28.000]  你們親近神的話
[00:06:28.000 --> 00:06:29.000]  神就甚麼
[00:06:29.000 --> 00:06:31.000]  神就必親近你們
[00:06:31.000 --> 00:06:33.000]  神的應許很簡單
[00:06:33.000 --> 00:06:35.000]  就是如果你營造這個空間給我在你的生命裏面的話
[00:06:35.000 --> 00:06:37.000]  我就要來遇見你
[00:06:37.000 --> 00:06:38.000]  我就要來親近你
[00:06:38.000 --> 00:06:40.000]  我就要來和你去相遇
[00:06:40.000 --> 00:06:41.000]  弟兄姊妹
[00:06:41.000 --> 00:06:42.000]  這件事是真的
[00:06:42.000 --> 00:06:44.000]  現在當我去回望的時候
[00:06:44.000 --> 00:06:47.000]  我明白到當我考A level那一年
[00:06:47.000 --> 00:06:49.000]  我這樣每天去敬拜神
[00:06:49.000 --> 00:06:50.000]  去親近神
[00:06:50.000 --> 00:06:51.000]  去等候他的時候
[00:06:51.000 --> 00:06:53.000]  有些時候我只不過是在聽著做自己的事
[00:06:53.000 --> 00:06:54.000]  在溫書
[00:06:54.000 --> 00:06:55.000]  有時明明是
[00:06:55.000 --> 00:06:57.000]  溫我的physics
[00:06:57.000 --> 00:06:58.000]  糟了,在哲學室那裏
[00:06:58.000 --> 00:07:00.000]  為甚麼溫一溫我明明看著我的physics
[00:07:00.000 --> 00:07:02.000]  為甚麼我會流眼淚
[00:07:02.000 --> 00:07:05.000]  突然間神透過這一句
[00:07:05.000 --> 00:07:07.000]  我其實已經聽了三四十次
[00:07:07.000 --> 00:07:08.000]  五六十次的歌詞
[00:07:08.000 --> 00:07:10.000]  神突然間來向我說話
[00:07:10.000 --> 00:07:12.000]  然後我要偷偷地走去廁所那裏
[00:07:12.000 --> 00:07:14.000]  哭完,抹乾淨眼淚
[00:07:14.000 --> 00:07:15.000]  然後再出來繼續溫書
[00:07:15.000 --> 00:07:16.000]  裝作沒事
[00:07:16.000 --> 00:07:18.000]  可能有些時候是
[00:07:18.000 --> 00:07:20.000]  坐車的時候
[00:07:20.000 --> 00:07:22.000]  可能有些時候在我自己的房裏
[00:07:22.000 --> 00:07:25.000]  當我們去為神營造這個空間的時候
[00:07:25.000 --> 00:07:27.000]  神會來回應我們
[00:07:27.000 --> 00:07:29.000]  這個就是我們過去
[00:07:29.000 --> 00:07:30.000]  多少星期
[00:07:30.000 --> 00:07:31.000]  已經兩個星期了
[00:07:31.000 --> 00:07:32.000]  我們過去這兩個星期
[00:07:32.000 --> 00:07:35.000]  就是這樣去為神營造這個空間
[00:07:35.000 --> 00:07:39.000]  我不知道你和神的相遇是怎樣
[00:07:39.000 --> 00:07:41.000]  而在那段A-level的日子
[00:07:41.000 --> 00:07:42.000]  我這樣去敬拜
[00:07:42.000 --> 00:07:44.000]  這樣去遇見神的時候
[00:07:44.000 --> 00:07:45.000]  後來我現在回頭看
[00:07:45.000 --> 00:07:48.000]  我發現是為了我之後的日子
[00:07:48.000 --> 00:07:50.000]  為了我生命的最低谷的時候
[00:07:50.000 --> 00:07:52.000]  來做預備
[00:07:52.000 --> 00:07:53.000]  上個月我講到的時候
[00:07:53.000 --> 00:07:54.000]  如果你在的話
[00:07:54.000 --> 00:07:55.000]  弟兄姊妹
[00:07:55.000 --> 00:07:56.000]  你會聽過我的故事
[00:07:56.000 --> 00:07:57.000]  我沒有機會
[00:07:57.000 --> 00:07:59.000]  沒有時間再重複一次
[00:07:59.000 --> 00:08:00.000]  如果沒有聽到的話
[00:08:00.000 --> 00:08:01.000]  我們先賣廣告
[00:08:01.000 --> 00:08:03.000]  我們是有Spotify的Podcast
[00:08:03.000 --> 00:08:06.000]  大家可以回去聽我們這麼多星期的廣告
[00:08:06.000 --> 00:08:08.000]  好 賣完廣告了
[00:08:08.000 --> 00:08:12.000]  就在我自己生命最低谷的時間裏
[00:08:12.000 --> 00:08:13.000]  有一篇詩篇
[00:08:13.000 --> 00:08:15.000]  我經常都會去看
[00:08:15.000 --> 00:08:16.000]  經常都會去讀
[00:08:16.000 --> 00:08:19.000]  今天很想和大家分享
[00:08:19.000 --> 00:08:22.000]  我特別拿了一本舊版的和合本回來
[00:08:22.000 --> 00:08:24.000]  大家可能見到我平時拿著和合本修訂版
[00:08:24.000 --> 00:08:26.000]  但這篇詩篇我發覺
[00:08:26.000 --> 00:08:29.000]  要讀舊版的和合本才是最原汁原味
[00:08:29.000 --> 00:08:31.000]  所以螢光幕上都會有
[00:08:31.000 --> 00:08:34.000]  我們今天會來看詩篇27篇
[00:08:34.000 --> 00:08:35.000]  和平時有些不同
[00:08:35.000 --> 00:08:38.000]  我今天不會逐節去解釋這段經文
[00:08:38.000 --> 00:08:42.000]  因為我今天不是想去傳遞一些知識給大家
[00:08:42.000 --> 00:08:44.000]  當然平時都不是
[00:08:44.000 --> 00:08:46.000]  我更加想邀請大家
[00:08:46.000 --> 00:08:49.000]  一起進入一個旅程
[00:08:49.000 --> 00:08:51.000]  因為敬拜不是一個知識
[00:08:51.000 --> 00:08:53.000]  敬拜是一個行動
[00:08:53.000 --> 00:08:55.000]  敬拜是一個經歷
[00:08:55.000 --> 00:08:58.000]  當我帶Megan和Mabel去迪士尼的時候
[00:08:58.000 --> 00:09:01.000]  我不會帶他們去機動遊戲面前
[00:09:01.000 --> 00:09:02.000]  在旋轉木馬面前
[00:09:02.000 --> 00:09:04.000]  這個是旋轉木馬
[00:09:04.000 --> 00:09:07.000]  運作原理是這樣的
[00:09:07.000 --> 00:09:09.000]  它是這樣轉
[00:09:09.000 --> 00:09:10.000]  這個就是旋轉木馬
[00:09:10.000 --> 00:09:12.000]  好,再見,我們走了
[00:09:12.000 --> 00:09:14.000]  我們不會這樣做的
[00:09:14.000 --> 00:09:17.000]  我們最想是坐上去一起去感受
[00:09:17.000 --> 00:09:18.000]  去經歷,一起去玩
[00:09:18.000 --> 00:09:20.000]  所以說敬拜的時候
[00:09:20.000 --> 00:09:21.000]  我不可以只是給一些知識
[00:09:21.000 --> 00:09:23.000]  只是傳遞一些知識給你們
[00:09:23.000 --> 00:09:25.000]  我們一起去經歷這件事
[00:09:25.000 --> 00:09:28.000]  我先來讀一讀這段經文
[00:09:28.000 --> 00:09:30.000]  分享一點,分享幾點
[00:09:30.000 --> 00:09:32.000]  然後我們一起去經歷神,好嗎?
[00:09:32.000 --> 00:09:34.000]  三個人說好
[00:09:34.000 --> 00:09:35.000]  我們一起去經歷神,好嗎?
[00:09:35.000 --> 00:09:36.000]  好
[00:09:36.000 --> 00:09:40.000]  我們一起來看詩篇第27篇
[00:09:40.000 --> 00:09:42.000]  耶和華是我的亮光,是我的拯救
[00:09:42.000 --> 00:09:44.000]  我還怕誰呢?
[00:09:44.000 --> 00:09:46.000]  耶和華是我性命的保障
[00:09:46.000 --> 00:09:47.000]  我還懼誰呢?
[00:09:47.000 --> 00:09:49.000]  那個作惡的就是我的仇敵
[00:09:49.000 --> 00:09:52.000]  前來吃我肉的時候就半跌倒
[00:09:52.000 --> 00:09:54.000]  雖然有軍兵安然攻擊我
[00:09:54.000 --> 00:09:56.000]  我的心也不害怕
[00:09:56.000 --> 00:09:59.000]  雖然興起刀兵攻擊我
[00:09:59.000 --> 00:10:00.000]  我仍舊安穩
[00:10:00.000 --> 00:10:02.000]  有一件事我尋求耶和華
[00:10:02.000 --> 00:10:04.000]  我仍要尋求
[00:10:04.000 --> 00:10:07.000]  就是一生一世住在耶和華的殿中
[00:10:07.000 --> 00:10:09.000]  沾釀祂的榮美
[00:10:09.000 --> 00:10:11.000]  在祂的殿裡去求民
[00:10:11.000 --> 00:10:12.000]  因為我遭遇患難
[00:10:12.000 --> 00:10:14.000]  祂必暗暗地保守我
[00:10:14.000 --> 00:10:16.000]  在祂的亭子裡
[00:10:16.000 --> 00:10:19.000]  我把我藏在祂的帳幕的隱密處
[00:10:19.000 --> 00:10:21.000]  將我高舉在盆石上
[00:10:21.000 --> 00:10:23.000]  現在我得意昂首
[00:10:23.000 --> 00:10:24.000]  高過四面的仇敵
[00:10:24.000 --> 00:10:26.000]  我要在祂的帳幕裡
[00:10:26.000 --> 00:10:27.000]  寬然獻祭
[00:10:27.000 --> 00:10:30.000]  我要唱詩歌頌耶和華
[00:10:30.000 --> 00:10:31.000]  耶和華
[00:10:31.000 --> 00:10:33.000]  我用聲音呼籲的時候
[00:10:33.000 --> 00:10:35.000]  求祢垂聽
[00:10:35.000 --> 00:10:38.000]  並求祢憐憫我 英魂我
[00:10:38.000 --> 00:10:41.000]  你說:你們當尋求我的面
[00:10:41.000 --> 00:10:42.000]  那時我的心向你說:
[00:10:42.000 --> 00:10:43.000]  耶和華
[00:10:43.000 --> 00:10:45.000]  你的面我正要尋求
[00:10:45.000 --> 00:10:47.000]  不要向我掩面
[00:10:47.000 --> 00:10:49.000]  不要發怒驅趕僕人
[00:10:49.000 --> 00:10:51.000]  你向來是幫助我的
[00:10:51.000 --> 00:10:52.000]  救我的神
[00:10:52.000 --> 00:10:54.000]  不要丟掉我
[00:10:54.000 --> 00:10:55.000]  不要離棄我
[00:10:55.000 --> 00:10:57.000]  我的父母離棄我
[00:10:57.000 --> 00:10:59.000]  耶和華必收留我
[00:10:59.000 --> 00:11:00.000]  耶和華
[00:11:00.000 --> 00:11:02.000]  求祢將祢的道子救我
[00:11:02.000 --> 00:11:04.000]  因我受敵的緣故
[00:11:04.000 --> 00:11:07.000]  引導我走平坦的路
[00:11:07.000 --> 00:11:09.000]  求祢不要將我交給敵人
[00:11:09.000 --> 00:11:10.000]  誰其所願
[00:11:10.000 --> 00:11:12.000]  因為妄作見證的
[00:11:12.000 --> 00:11:13.000]  和口吐惡言的
[00:11:13.000 --> 00:11:15.000]  起來攻擊我
[00:11:15.000 --> 00:11:16.000]  我若不信
[00:11:16.000 --> 00:11:19.000]  在活人之地得見耶和華的恩惠
[00:11:19.000 --> 00:11:21.000]  就早已經喪膽
[00:11:21.000 --> 00:11:23.000]  要等候耶和華
[00:11:23.000 --> 00:11:26.000]  當喪膽堅固你的心
[00:11:26.000 --> 00:11:28.000]  我再說
[00:11:28.000 --> 00:11:30.000]  要等候耶和華
[00:11:30.000 --> 00:11:32.000]  Amen
[00:11:32.000 --> 00:11:36.000]  詩篇是以色列人
[00:11:36.000 --> 00:11:40.000]  他們敬拜禱告的一個經卷
[00:11:40.000 --> 00:11:42.000]  一個敬拜禱告集
[00:11:42.000 --> 00:11:43.000]  他們每天個人祈禱
[00:11:43.000 --> 00:11:44.000]  個人敬拜的時候
[00:11:44.000 --> 00:11:45.000]  會用詩篇
[00:11:45.000 --> 00:11:47.000]  當他們在家中一家人
[00:11:47.000 --> 00:11:48.000]  一起去禱告的時候
[00:11:48.000 --> 00:11:49.000]  去敬拜的時候
[00:11:49.000 --> 00:11:50.000]  他們會用詩篇
[00:11:50.000 --> 00:11:52.000]  到了一些大時大節特別的節期
[00:11:52.000 --> 00:11:55.000]  全以色列的人一起去敬拜的時候
[00:11:55.000 --> 00:11:56.000]  他們都會來讀詩篇
[00:11:56.000 --> 00:11:58.000]  用詩篇來敬拜和禱告
[00:11:58.000 --> 00:11:59.000]  值得我們留意的是
[00:11:59.000 --> 00:12:02.000]  詩篇裡面總共有150篇
[00:12:02.000 --> 00:12:05.000]  當中包含了很多不同的題材
[00:12:05.000 --> 00:12:06.000]  很多不同的種類
[00:12:06.000 --> 00:12:08.000]  有不同的聖經學者嘗試
[00:12:08.000 --> 00:12:11.000]  用這些詩篇來作出不同的分類
[00:12:11.000 --> 00:12:12.000]  雖然有很多學者
[00:12:12.000 --> 00:12:14.000]  舉出了很多不同的分類的方法
[00:12:14.000 --> 00:12:17.000]  但總共我們可以分到幾大類
[00:12:17.000 --> 00:12:19.000]  例如有讚美的詩歌
[00:12:19.000 --> 00:12:21.000]  這些是我們用來讚美高舉
[00:12:21.000 --> 00:12:22.000]  頌揚神的偉大
[00:12:22.000 --> 00:12:24.000]  慈愛創造
[00:12:24.000 --> 00:12:25.000]  有一些是感恩的詩歌
[00:12:25.000 --> 00:12:27.000]  去感謝神在我們生命裡面
[00:12:27.000 --> 00:12:29.000]  所做過的事的祝福
[00:12:29.000 --> 00:12:30.000]  有一些是信心的詩歌
[00:12:30.000 --> 00:12:32.000]  來表達我們對神的信心
[00:12:32.000 --> 00:12:33.000]  那份信靠
[00:12:33.000 --> 00:12:36.000]  有一些是智慧師來教導我們
[00:12:36.000 --> 00:12:38.000]  怎樣走在神的心意裡面
[00:12:38.000 --> 00:12:41.000]  也有一些我們稱之為愛歌
[00:12:41.000 --> 00:12:42.000]  一些Lament
[00:12:42.000 --> 00:12:44.000]  是來表達我們的痛苦
[00:12:44.000 --> 00:12:45.000]  我們的哀悼
[00:12:45.000 --> 00:12:46.000]  我們的困難之情
[00:12:46.000 --> 00:12:48.000]  我們向神去求祂
[00:12:48.000 --> 00:12:49.000]  求祂來安慰
[00:12:49.000 --> 00:12:51.000]  求祂來幫助我們
[00:12:51.000 --> 00:12:54.000]  雖然這裡不是含括所有的分類
[00:12:54.000 --> 00:12:59.000]  但基本上大量的東西都在這裡
[00:12:59.000 --> 00:13:02.000]  如果我們按照這些分類來對看
[00:13:02.000 --> 00:13:03.000]  詩篇27篇的話
[00:13:03.000 --> 00:13:05.000]  我們會有一個很有趣的發現
[00:13:05.000 --> 00:13:07.000]  就是這篇詩篇
[00:13:07.000 --> 00:13:09.000]  不是只有一個主題
[00:13:09.000 --> 00:13:12.000]  或者不是只有一個種類
[00:13:12.000 --> 00:13:14.000]  如果我們細心去留意去看的話
[00:13:14.000 --> 00:13:15.000]  你會發現
[00:13:15.000 --> 00:13:16.000]  第一至六節
[00:13:16.000 --> 00:13:19.000]  其實是一個充滿著信心的宣告
[00:13:19.000 --> 00:13:21.000]  哇 耶和華是我的亮光 我的拯救
[00:13:21.000 --> 00:13:22.000]  我還怕誰
[00:13:22.000 --> 00:13:24.000]  這樣一個信心的宣告
[00:13:24.000 --> 00:13:26.000]  但是鏡頭一轉
[00:13:26.000 --> 00:13:28.000]  去到第七至十四節的時候
[00:13:28.000 --> 00:13:32.000]  它變成一個很情詞迫切的一個懇求
[00:13:32.000 --> 00:13:33.000]  一個哀求
[00:13:33.000 --> 00:13:34.000]  神啊 你不要丟下我
[00:13:34.000 --> 00:13:35.000]  你不要離棄我
[00:13:35.000 --> 00:13:37.000]  你不要掩面不看我
[00:13:37.000 --> 00:13:39.000]  你不要驅趕我
[00:13:39.000 --> 00:13:42.000]  明明大衛剛剛才說完
[00:13:42.000 --> 00:13:44.000]  哇 我對神是充滿信心
[00:13:44.000 --> 00:13:46.000]  他形容神是黑暗裡的亮光
[00:13:46.000 --> 00:13:48.000]  是我生命的拯救
[00:13:48.000 --> 00:13:49.000]  危難裡的拯救
[00:13:49.000 --> 00:13:50.000]  在我征戰裡
