
[00:00:00.000 --> 00:00:02.600]  剛才我去洗手間看到自己的時候
[00:01:18.680 --> 00:01:21.560]  在當中重新建立緊密的關係
[00:01:21.560 --> 00:01:23.200]  希望接下來的時間可以聽到大家
[00:01:23.200 --> 00:01:25.640]  更加多關於禁食禱告的
[00:01:25.640 --> 00:01:27.960]  一些經歷的分享
[00:01:27.960 --> 00:01:30.360]  我知道當中有些弟兄姊妹
[00:01:30.360 --> 00:01:36.360]  是選擇去發佈社交媒體
[00:01:36.360 --> 00:01:37.400]  如果是你的話
[00:01:37.400 --> 00:01:39.080]  你可能對我接下來說的話
[00:01:39.080 --> 00:01:42.600]  更加有一個共鳴
[00:01:42.600 --> 00:01:45.520]  如果我叫大家現在拿起手機
[00:01:45.520 --> 00:01:48.280]  如果即是先不要拿出來
[00:01:48.280 --> 00:01:49.600]  先完了崇拜
[00:01:49.600 --> 00:01:50.440]  拿起手機
[00:01:50.440 --> 00:01:51.960]  開你的Instagram
[00:01:51.960 --> 00:01:53.240]  IG
[00:01:53.240 --> 00:01:55.040]  看看你裡面的那些Feed
[00:01:55.040 --> 00:01:56.400]  你一直掃上去
[00:01:56.400 --> 00:01:57.960]  一直會看到很多東西
[00:01:57.960 --> 00:01:59.320]  自己走出來的那些
[00:01:59.320 --> 00:02:02.320]  我這樣說你會發現一件事
[00:02:02.320 --> 00:02:04.560]  你去追蹤了哪些人
[00:02:04.560 --> 00:02:08.280]  你會傾向就是哪一種人
[00:02:08.280 --> 00:02:10.640]  當你去追蹤哪些人越多的時候
[00:02:10.640 --> 00:02:13.960]  你傾向就會是那一種人
[00:02:13.960 --> 00:02:15.040]  你想一下
[00:02:15.040 --> 00:02:16.240]  你會知道我說什麼
[00:02:16.240 --> 00:02:17.680]  我多說一點
[00:02:17.680 --> 00:02:18.800]  如果你去追蹤一個
[00:02:18.800 --> 00:02:21.320]  我們叫做健身達人
[00:02:21.320 --> 00:02:22.520]  你不是現在經常都會想著
[00:02:22.520 --> 00:02:25.560]  我想去健身室做健身
[00:02:25.560 --> 00:02:27.160]  如果你追蹤了那些叫做
[00:02:27.160 --> 00:02:28.640]  Travel blogger
[00:02:28.640 --> 00:02:32.120]  即是那些專門寫去哪裏旅行
[00:02:32.120 --> 00:02:32.880]  有多好玩
[00:02:32.880 --> 00:02:34.200]  有多棒的那些
[00:02:34.200 --> 00:02:35.520]  你是不是開始會覺得
[00:02:35.520 --> 00:02:36.280]  我不去旅行
[00:02:36.280 --> 00:02:39.080]  就好像在浪費我的生命
[00:02:39.080 --> 00:02:40.280]  如果你追蹤了
[00:02:40.280 --> 00:02:44.080]  多了一些我們叫做美食的KOL
[00:02:44.080 --> 00:02:45.720]  你可能會發現
[00:02:45.720 --> 00:02:48.040]  自己現在吃東西都吃到無味
[00:02:48.040 --> 00:02:50.200]  你平時吃的東西都一般般
[00:02:50.200 --> 00:02:53.800]  你純粹是為了維持生命去吃
[00:02:53.800 --> 00:02:59.040]  麥克風還有一點點聲音
[00:02:59.040 --> 00:03:01.200]  更加恐怖的是什麼
[00:03:01.200 --> 00:03:04.200]  是你不知道原來你不知不覺地
[00:03:04.200 --> 00:03:07.400]  被別人影響著你
[00:03:07.400 --> 00:03:08.800]  我有一個朋友
[00:03:08.800 --> 00:03:10.160]  不開名字了
[00:03:10.160 --> 00:03:12.160]  他本身是一個很樸實的人
[00:03:12.160 --> 00:03:14.360]  比我樸實很多
[00:03:14.360 --> 00:03:15.880]  自從他追蹤了一些
[00:03:15.880 --> 00:03:19.040]  那些Luxury lifestyle的東西
[00:03:19.040 --> 00:03:22.120]  即是裏面有很多名牌
[00:03:22.120 --> 00:03:24.680]  很多奢侈品的帳號之後
[00:03:24.680 --> 00:03:29.160]  他開始覺得自己用的東西很低廉
[00:03:29.160 --> 00:03:33.600]  經常都想去換這個換那個
[00:03:33.600 --> 00:03:35.880]  搞到最終他的信用卡爆了
[00:03:35.880 --> 00:03:38.320]  他才知道大件事
[00:03:38.320 --> 00:03:39.840]  我又有一個朋友
[00:03:39.840 --> 00:03:42.680]  他原本都挺漂亮的
[00:03:42.680 --> 00:03:44.000]  原本而已
[00:03:44.000 --> 00:03:44.800]  為什麼這樣說呢
[00:03:44.800 --> 00:03:45.400]  是的
[00:03:45.400 --> 00:03:45.920]  這麼慘
[00:03:45.920 --> 00:03:48.840]  因為我相信他本身自己對自己的外表
[00:03:48.840 --> 00:03:50.840]  都是滿意的
[00:03:50.840 --> 00:03:52.720]  但當他追蹤了很多
[00:03:52.720 --> 00:03:54.360]  一兩個三個的那些
[00:03:54.360 --> 00:03:56.840]  醫美的博主之後
[00:03:56.840 --> 00:03:57.560]  他就開始覺得
[00:03:57.560 --> 00:03:58.200]  我這裏不好
[00:03:58.200 --> 00:03:58.760]  那裏不漂亮
[00:03:58.760 --> 00:04:00.160]  那裏不行
[00:04:00.160 --> 00:04:03.360]  然後他本身又是一個很自然的人
[00:04:03.360 --> 00:04:04.440]  就變成一個很
[00:04:04.440 --> 00:04:07.040]  經常都想給錢別人去自殘的人
[00:04:07.040 --> 00:04:07.520]  你明不明白
[00:04:07.520 --> 00:04:08.320]  那些醫治痛
[00:04:08.320 --> 00:04:09.120]  那裏痛打針
[00:04:09.120 --> 00:04:12.400]  然後搞到不是很自然
[00:04:12.400 --> 00:04:13.800]  我又有一個朋友
[00:04:13.800 --> 00:04:20.840]  他追蹤了一些叫做創業的成功大師
[00:04:20.840 --> 00:04:22.120]  然後他經常說
[00:04:22.120 --> 00:04:23.520]  我要去創業
[00:04:23.520 --> 00:04:24.480]  我要去做老闆
[00:04:24.480 --> 00:04:26.600]  我要做創業家
[00:04:26.600 --> 00:04:29.000]  但他連自己的產品是什麼
[00:04:29.000 --> 00:04:29.720]  都未搞清楚
[00:04:29.720 --> 00:04:31.680]  他就不斷去課金
[00:04:31.680 --> 00:04:34.320]  給很多錢去建造自己的品牌
[00:04:34.320 --> 00:04:37.120]  結果他的親戚朋友
[00:04:37.120 --> 00:04:39.480]  舊同學都怕了他
[00:04:39.480 --> 00:04:45.000]  (音量不足)
[00:04:45.000 --> 00:04:46.040]  不好意思
[00:04:46.040 --> 00:04:49.600]  我想說的是
[00:04:49.600 --> 00:04:50.360]  你有沒有發現
[00:04:50.360 --> 00:04:55.400]  我們以為自己是在主動去追蹤誰
[00:04:55.400 --> 00:04:59.040]  但其實我們是被被動地
[00:04:59.040 --> 00:05:02.400]  被那些人去塑造我們
[00:05:02.400 --> 00:05:04.520]  表面上你是有選擇
[00:05:04.520 --> 00:05:06.360]  你是有無限的選擇
[00:05:06.360 --> 00:05:08.600]  但最終你選擇
[00:05:08.600 --> 00:05:12.480]  你決定的是成為了一個怎樣的人
[00:05:12.480 --> 00:05:15.520]  即是說你以為你自己是有很多的權力
[00:05:15.520 --> 00:05:17.960]  很多的空間去選擇不同的東西
[00:05:17.960 --> 00:05:19.000]  去自己選擇
[00:05:19.000 --> 00:05:21.480]  但原來你那一個的決定
[00:05:21.480 --> 00:05:22.840]  你是會被動地去
[00:05:22.840 --> 00:05:26.560]  讓你成為了一個怎樣的人
[00:05:26.560 --> 00:05:28.640]  現在很多人一天都會看
[00:05:28.640 --> 00:05:30.520]  十個八個小時的電話
[00:05:30.520 --> 00:05:31.760]  拿著手機
[00:05:31.760 --> 00:05:33.800]  即是說你會不自覺地
[00:05:33.800 --> 00:05:36.080]  不斷被人教育
[00:05:36.080 --> 00:05:38.760]  你不斷在電話裏原來被人教育
[00:05:38.760 --> 00:05:40.400]  你追蹤了甚麼價值觀
[00:05:40.400 --> 00:05:43.560]  那些價值觀就會每天重複又重複
[00:05:43.560 --> 00:05:46.280]  高強度地去影響你
[00:05:46.280 --> 00:05:48.720]  一個月之後你的思想可能改變了
[00:05:48.720 --> 00:05:50.120]  三個月之後
[00:05:50.120 --> 00:05:54.880]  你的價值觀你的觀點也會改變了
[00:05:54.880 --> 00:05:59.520]  一年之後你的生命可能都已經改變了
[00:05:59.520 --> 00:06:01.720]  這個就是追蹤的力量
[00:06:01.720 --> 00:06:03.720]  跟從的力量
[00:06:03.720 --> 00:06:05.680]  可能對於你某些人來說
[00:06:05.680 --> 00:06:08.640]  你所追蹤的不是一個IG帳號
[00:06:08.640 --> 00:06:10.680]  而是一個人
[00:06:10.680 --> 00:06:13.200]  一個想法一個觀念
[00:06:13.200 --> 00:06:15.920]  甚至乎是一種價值
[00:06:15.920 --> 00:06:17.400]  無論甚麼都好
[00:06:17.400 --> 00:06:20.040]  問題是你追蹤的東西
[00:06:20.040 --> 00:06:23.440]  是否真的值得你去跟從呢
[00:06:23.440 --> 00:06:27.760]  他們是否會帶你去到你真的想去到的地方呢
[00:06:27.760 --> 00:06:29.880]  還是其實
[00:06:29.880 --> 00:06:31.120]  你追蹤的東西
[00:06:31.120 --> 00:06:34.560]  他們自己都不知道自己在去哪裏呢
[00:06:34.560 --> 00:06:37.640]  當你發現你追蹤錯了的時候
[00:06:37.640 --> 00:06:40.440]  你已經浪費了多少時間
[00:06:40.440 --> 00:06:43.840]  你已經失去了多少東西
[00:06:43.840 --> 00:06:45.640]  更重要的是
[00:06:45.640 --> 00:06:47.880]  到你想去追蹤他的時候
[00:06:47.880 --> 00:06:51.960]  不是好像在IG按一個按鈕那麼簡單就搞定
[00:06:51.960 --> 00:06:57.280]  今天我想跟大家說一個完全不同的追蹤故事
[00:06:57.280 --> 00:07:00.120]  二千年前有一個人在加利利海邊
[00:07:00.120 --> 00:07:03.400]  他向著四個漁夫去說
[00:07:03.400 --> 00:07:04.400]  來跟從我
[00:07:04.400 --> 00:07:07.200]  Come, follow me
[00:07:07.200 --> 00:07:09.760]  這個說話跟我們現在看到的KOL所說的
[00:07:09.760 --> 00:07:11.880]  Follow me for more content
[00:07:11.880 --> 00:07:13.720]  有時候會看到他叫你跟從他
[00:07:13.720 --> 00:07:14.960]  你就可以得到更多的內容
[00:07:14.960 --> 00:07:18.160]  他的資訊有甚麼分別呢
[00:07:18.160 --> 00:07:19.320]  為甚麼這四個人
[00:07:19.320 --> 00:07:20.360]  他有事業有家庭
[00:07:20.360 --> 00:07:23.440]  他會即時放下所有東西
[00:07:23.440 --> 00:07:25.400]  然後跟隨他呢
[00:07:25.400 --> 00:07:27.080]  是否一時的衝動呢
[00:07:27.080 --> 00:07:29.400]  還是其實有些東西我們在裏面可以見得到
[00:07:29.400 --> 00:07:32.120]  我們未知呢
[00:07:32.120 --> 00:07:33.360]  更關鍵的是
[00:07:33.360 --> 00:07:36.400]  如果這個人今天跟你說
[00:07:36.400 --> 00:07:38.200]  來跟從我
[00:07:38.200 --> 00:07:40.800]  你會怎樣回應呢
[00:07:40.800 --> 00:07:43.360]  我們一起看看《馬太福音》四章
[00:07:43.360 --> 00:07:47.360]  十八到二十二節那裏
[00:07:47.360 --> 00:07:49.400]  耶穌走遍加利利
[00:07:49.400 --> 00:07:51.640]  在各會堂裏教導人
[00:07:51.640 --> 00:07:54.160]  宣講天國的福音
[00:07:54.160 --> 00:07:57.920]  醫治百姓各樣的疾病
[00:07:57.920 --> 00:07:58.920]  我好像讀錯了經文
[00:07:58.920 --> 00:07:59.600]  不好意思
[00:07:59.600 --> 00:08:00.440]  先去十八節
[00:08:00.440 --> 00:08:02.800]  這個待會再跟大家說
[00:08:02.800 --> 00:08:05.520]  耶穌沿著加利利海邊行走
[00:08:05.520 --> 00:08:07.000]  看見兩兄弟
[00:08:07.000 --> 00:08:09.960]  就事叫彼得和西門
[00:08:09.960 --> 00:08:13.480]  彼得的西門和他的弟弟安德烈
[00:08:13.480 --> 00:08:15.520]  正往海裏撒網
[00:08:15.520 --> 00:08:17.800]  他們本是打魚的
[00:08:17.800 --> 00:08:18.760]  耶穌對他們說
[00:08:18.760 --> 00:08:20.200]  來跟從我
[00:08:20.200 --> 00:08:23.200]  我要叫你們得人如得魚一樣
[00:08:23.200 --> 00:08:25.960]  他們立即捨了網跟從他
[00:08:25.960 --> 00:08:27.960]  耶穌從那裏往前走
[00:08:27.960 --> 00:08:29.680]  看見另外兩兄弟
[00:08:29.680 --> 00:08:33.560]  就是西比泰的兒子雅各和他弟弟約翰
[00:08:33.560 --> 00:08:36.720]  和他們的父親西比泰在船上保網
[00:08:36.720 --> 00:08:38.600]  耶穌就呼召他們
[00:08:38.600 --> 00:08:40.400]  他們立即捨了船
[00:08:40.400 --> 00:08:41.800]  辭別父親
[00:08:41.800 --> 00:08:44.600]  跟從了耶穌
[00:08:44.600 --> 00:08:46.840]  非常經典的一段
[00:08:46.840 --> 00:08:50.560]  耶穌呼召漁夫作門徒的經文
[00:08:50.560 --> 00:08:52.720]  傳統上這段經文有兩個重點
[00:08:52.720 --> 00:08:54.640]  第一
[00:08:54.640 --> 00:08:56.880]  耶穌叫人跟從他
[00:08:56.880 --> 00:09:00.160]  他會使得人得人如得魚
[00:09:00.160 --> 00:09:01.040]  第二
[00:09:01.040 --> 00:09:03.360]  被呼召者的回應是
[00:09:03.360 --> 00:09:06.280]  他們即時立即捨了網
[00:09:06.280 --> 00:09:07.840]  他們立即捨了船
[00:09:07.840 --> 00:09:09.320]  辭別父親
[00:09:09.320 --> 00:09:11.640]  跟隨了耶穌
[00:09:11.640 --> 00:09:14.560]  這是一個叫做「徹底呼召」
[00:09:14.560 --> 00:09:17.560]  一個徹底的呼召
[00:09:17.560 --> 00:09:20.280]  當時的人是被耶穌呼召
[00:09:20.280 --> 00:09:22.280]  以一個循回報道的方式
[00:09:22.280 --> 00:09:24.560]  和耶穌一起生活
[00:09:24.560 --> 00:09:26.480]  而那四個門徒的回應
[00:09:26.480 --> 00:09:27.360]  捨船
[00:09:27.360 --> 00:09:29.040]  希望不顧一切
[00:09:29.040 --> 00:09:30.840]  徹底地跟隨
[00:09:30.840 --> 00:09:34.000]  是對這個徹底呼召的即時回應
[00:09:34.000 --> 00:09:39.320]  是強調被呼召者的即時服從
[00:09:39.320 --> 00:09:41.720]  這種義無反顧即時的回應
[00:09:41.720 --> 00:09:44.160]  是我們每一個立志跟隨耶穌的人
[00:09:44.160 --> 00:09:48.560]  應該都必須要學習的態度
[00:09:48.560 --> 00:09:51.240]  如果這是一個神學院的獻身營
[00:09:51.240 --> 00:09:52.880]  那就非常好
[00:09:52.880 --> 00:09:55.080]  這樣你就真的可以捨棄你的船
[00:09:55.080 --> 00:09:56.680]  捨棄你的網
[00:09:56.680 --> 00:09:58.280]  辭了你的工作
[00:09:58.280 --> 00:10:00.920]  憑信心全時間被裝備
[00:10:00.920 --> 00:10:06.000]  憑信心全職服侍
[00:10:06.000 --> 00:10:08.440]  沒錯,對某些人來說
[00:10:08.440 --> 00:10:12.040]  耶穌對你的呼召的確是這樣
[00:10:12.040 --> 00:10:15.440]  可能你真的有感動去放棄自己的職業
[00:10:15.440 --> 00:10:18.080]  甚至放棄你的專業
[00:10:18.080 --> 00:10:19.680]  彼得和安德烈兩兄弟
[00:10:19.680 --> 00:10:22.240]  打魚是他們的專業
[00:10:22.240 --> 00:10:27.760]  雅各和約翰捕魚簡直是他們的家族生意
[00:10:27.760 --> 00:10:29.240]  在經文裏面見到
[00:10:29.240 --> 00:10:33.320]  耶穌呼召第一批門徒就是這樣做
[00:10:33.320 --> 00:10:37.840]  當時他們立志去做門徒跟隨耶穌
[00:10:37.840 --> 00:10:39.960]  我們是不是都應該這樣去
[00:10:39.960 --> 00:10:42.320]  全心全意去服侍教會
[00:10:42.320 --> 00:10:44.200]  全心全意去服侍機構
[00:10:44.200 --> 00:10:45.440]  在機構工作
[00:10:45.440 --> 00:10:49.120]  全心全意去到外國宣教
[00:10:49.120 --> 00:10:52.880]  我們當中的確有這樣回應的朋友
[00:10:52.880 --> 00:10:55.680]  去到基督教機構裏面
[00:10:55.680 --> 00:10:58.160]  全時間工作服侍
[00:10:58.160 --> 00:11:01.920]  去了宣教士
[00:11:01.920 --> 00:11:06.480]  有些甚至放下了教鞭在我們附近
[00:11:06.480 --> 00:11:11.040]  辭別了母親在家附近租了地方居住
[00:11:11.040 --> 00:11:14.040]  Ms. June就成為了我們現在的Pastor June
[00:11:14.040 --> 00:11:17.640]  在教會裏面全職服侍
[00:11:17.640 --> 00:11:21.320]  所以我想在這裏向大家一個邀請
[00:11:21.320 --> 00:11:23.200]  你可以拿你的手機出來
[00:11:23.200 --> 00:11:24.600]  一會兒
[00:11:24.600 --> 00:11:26.680]  不是現在
[00:11:26.680 --> 00:11:29.800]  發一個訊息給你老闆
[00:11:29.800 --> 00:11:34.040]  你說我真的很喜歡這份工作
[00:11:34.040 --> 00:11:36.640]  我會繼續努力工作的
[00:11:36.640 --> 00:11:38.760]  沒錯我不是鼓勵大家去辭職
[00:11:38.760 --> 00:11:39.480]  千萬不要這樣做
[00:11:39.480 --> 00:11:40.840]  先不要這麼衝動
[00:11:40.840 --> 00:11:41.520]  亦不要失望
[00:11:41.520 --> 00:11:43.720]  我知道大家工作都辛苦
[00:11:43.720 --> 00:11:47.960]  但其實在教會全職服侍都不是太過癮
[00:11:47.960 --> 00:11:49.560]  如果你真的有這種呼召
[00:11:49.560 --> 00:11:51.080]  先想清楚
[00:11:51.080 --> 00:11:51.920]  先祈恆這個圖
[00:11:51.920 --> 00:11:52.720]  甚至乎來找我
[00:11:52.720 --> 00:11:53.960]  我們聊聊天
[00:11:53.960 --> 00:11:55.320]  我為你祈禱祝福一下
[00:11:55.320 --> 00:11:57.000]  一起去設想一下
[00:11:57.000 --> 00:12:00.160]  這是否真是神的呼召
[00:12:00.160 --> 00:12:01.680]  我想說的是
[00:12:01.680 --> 00:12:04.360]  有感動全時間全職
[00:12:04.360 --> 00:12:06.520]  將服侍視為工作的人
[00:12:06.520 --> 00:12:09.520]  其實是很少數
[00:12:09.520 --> 00:12:10.920]  是否代表這段經文
[00:12:10.920 --> 00:12:14.880]  對於大多數人來說是沒有意義的呢
[00:12:14.880 --> 00:12:16.040]  我相信大家都知道
[00:12:16.040 --> 00:12:17.560]  當然不是
[00:12:17.560 --> 00:12:19.360]  所以我們應該怎樣去理解
[00:12:19.360 --> 00:12:23.200]  這一段耶穌呼召門徒的經文呢
[00:12:23.200 --> 00:12:26.520]  我們要從兩個方面去看這段經文
[00:12:26.520 --> 00:12:27.080]  首先
[00:12:27.080 --> 00:12:29.320]  甚麼是真正徹底的呼召
[00:12:29.320 --> 00:12:31.200]  Radical Calling
[00:12:31.200 --> 00:12:36.600]  甚麼才叫做跟隨耶穌
[00:12:36.600 --> 00:12:38.120]  今天的我們
[00:12:38.120 --> 00:12:42.320]  不是福音書當時的人的處境
[00:12:42.320 --> 00:12:44.120]  我們不會有一個活生生的耶穌
[00:12:44.120 --> 00:12:47.240]  讓我們和祂一起生活
[00:12:47.240 --> 00:12:48.280]  但我們經常說
[00:12:48.280 --> 00:12:52.680]  復活的主是常與我們同在的
[00:12:52.680 --> 00:12:53.800]  我們沒有錯
[00:12:53.800 --> 00:12:56.960]  我們的確是跟隨著耶穌的基督徒
[00:12:56.960 --> 00:12:58.600]  但我們跟隨耶穌的方式
[00:12:58.600 --> 00:13:00.560]  是透過聖經的教導
[00:13:00.560 --> 00:13:03.000]  聖靈的引導
[00:13:03.000 --> 00:13:04.160]  所以對於我們來說
[00:13:04.160 --> 00:13:05.600]  這個徹底的呼召
[00:13:05.600 --> 00:13:08.720]  已經有本質上的不同
[00:13:08.720 --> 00:13:10.600]  已經不是說你去放下一些工作
[00:13:10.600 --> 00:13:14.800]  然後去做一些跟耶穌有關的工作那麼簡單
[00:13:14.800 --> 00:13:16.240]  耶穌的呼召
[00:13:16.240 --> 00:13:20.000]  所要求門徒的是徹底的轉變
[00:13:20.000 --> 00:13:21.960]  這個徹底的呼召
[00:13:21.960 --> 00:13:24.920]  所說的是一個徹底的轉變
[00:13:24.920 --> 00:13:26.360]  這個徹底的轉變
[00:13:26.360 --> 00:13:29.360]  絕對不只是改變你的工作
[00:13:29.360 --> 00:13:30.840]  我也見過有不少的朋友
[00:13:30.840 --> 00:13:34.680]  他有一個徹底的呼召的回應
[00:13:34.680 --> 00:13:36.200]  他真的去了教會
[00:13:36.200 --> 00:13:38.440]  去了機構工作
[00:13:38.440 --> 00:13:40.760]  他去了讀神學
[00:13:40.760 --> 00:13:44.360]  在教會裏面去募會
[00:13:44.360 --> 00:13:46.520]  但可惜亦都見到有些
[00:13:46.520 --> 00:13:48.400]  他是沒有一個徹底的改變
[00:13:48.400 --> 00:13:51.080]  徹底的轉變
[00:13:51.080 --> 00:13:53.880]  結果自己受傷害
[00:13:53.880 --> 00:13:56.280]  其他人都受害
[00:13:56.280 --> 00:13:58.280]  求主去憐憫我們
[00:13:58.280 --> 00:14:00.720]  保守我們
[00:14:00.720 --> 00:14:03.280]  這個認知是非常之重要
[00:14:03.280 --> 00:14:07.720]  對於全時間侍奉的工作
[00:14:07.720 --> 00:14:11.440]  對少部分人來說是很重要要知道的
[00:14:11.440 --> 00:14:15.640]  對於不是全時間以服侍為工作的人
[00:14:15.640 --> 00:14:16.440]  更加重要
[00:14:16.440 --> 00:14:18.560]  為甚麼這樣說呢
[00:14:18.560 --> 00:14:19.800]  因為我們很容易會覺得
[00:14:19.800 --> 00:14:21.520]  全職服侍的人、侍奉的人
[00:14:21.520 --> 00:14:23.480]  他們會比較熟悉
[00:14:23.480 --> 00:14:24.120]  是嗎
[00:14:24.120 --> 00:14:27.480]  最能夠完全跟隨耶穌的人
[00:14:27.480 --> 00:14:28.640]  相反呢
[00:14:28.640 --> 00:14:30.800]  佔了大多數的呢
[00:14:30.800 --> 00:14:33.160]  當然沒有那麼熟悉了
[00:14:33.160 --> 00:14:35.040]  如果有這樣的概念的話
[00:14:35.040 --> 00:14:38.280]  最容易會發生甚麼現象呢
[00:14:38.280 --> 00:14:43.760]  就是會見到熟齡和熟悉的異分
[00:14:43.760 --> 00:14:46.200]  回教會的時候就熟齡
[00:14:46.200 --> 00:14:49.160]  上班的時候就熟悉
[00:14:49.160 --> 00:14:51.800]  回教會的時候我就跟隨耶穌
[00:14:51.800 --> 00:14:53.520]  上班的時候我就跟隨世界
[00:14:53.520 --> 00:14:56.680]  跟隨老闆跟隨自己
[00:14:56.680 --> 00:14:58.560]  另外還有一個情況是
[00:14:58.560 --> 00:15:01.160]  全職侍奉的人比較熟悉
[00:15:01.160 --> 00:15:02.200]  熟悉一點的事
[00:15:02.200 --> 00:15:05.800]  就讓熟悉一點的人去做
[00:15:05.800 --> 00:15:08.320]  耶穌對我們的徹底呼召
[00:15:08.320 --> 00:15:11.440]  是要我們徹底地轉變
[00:15:11.440 --> 00:15:12.360]  徹底地轉變
[00:15:12.360 --> 00:15:15.320]  是我們整個人整體的價值觀
[00:15:15.320 --> 00:15:17.880]  都要轉變
[00:15:17.880 --> 00:15:18.720]  接下來的幾星期
[00:15:18.720 --> 00:15:22.080]  我們今天開始了一個新的講道系列
[00:15:22.080 --> 00:15:23.440]  之後我們會去看
[00:15:23.440 --> 00:15:24.520]  《馬達福音》當中
[00:15:24.520 --> 00:15:27.600]  耶穌向門徒所說的登山補分
[00:15:27.600 --> 00:15:29.840]  在裏面我們會更加了解到
[00:15:29.840 --> 00:15:31.040]  作為耶穌的門徒
[00:15:31.040 --> 00:15:33.520]  應該要有的價值觀
[00:15:33.520 --> 00:15:34.840]  但今天我們首先要搞清楚
[00:15:34.840 --> 00:15:38.160]  甚麼是真正耶穌的追隨者
[00:15:38.160 --> 00:15:42.280]  甚麼是真正跟隨耶穌的人
[00:15:42.280 --> 00:15:45.800]  「跟從」希臘原文直譯
[00:15:45.800 --> 00:15:46.840]  它真的是說
[00:15:46.840 --> 00:15:51.320]  「在後面行走」的意思
[00:15:51.320 --> 00:15:52.720]  但這個不是在說
[00:15:52.720 --> 00:15:54.360]  重點在地理位置
[00:15:54.360 --> 00:15:55.320]  誰前誰後
[00:15:55.320 --> 00:15:57.800]  而是在說誰帶路
[00:15:57.800 --> 00:16:00.440]  誰是主呢
[00:16:00.440 --> 00:16:02.560]  「跟從」耶穌其實是在說
[00:16:02.560 --> 00:16:04.600]  有沒有將自己所有的一切
[00:16:04.600 --> 00:16:09.280]  都放在耶穌的主權底下
[00:16:09.280 --> 00:16:11.680]  當我們跟隨耶穌
[00:16:11.680 --> 00:16:14.760]  其實是要將我們所有的東西
[00:16:14.760 --> 00:16:17.000]  放在耶穌的後面
[00:16:17.000 --> 00:16:23.760]  我們要將耶穌視為第一優先次序
[00:16:23.760 --> 00:16:24.720]  這種徹底的呼召
[00:16:24.720 --> 00:16:27.280]  是將我們的事業、工作
[00:16:27.280 --> 00:16:30.520]  金錢、財富、家庭、婚姻、兒女
[00:16:30.520 --> 00:16:32.440]  全部我們一切所有的
[00:16:32.440 --> 00:16:35.000]  都放在耶穌的後面
[00:16:35.000 --> 00:16:36.720]  這裡要留意的是
[00:16:36.720 --> 00:16:40.320]  我們不是要放棄所有東西
[00:16:40.320 --> 00:16:42.240]  我們是要將所有東西
[00:16:42.240 --> 00:16:46.560]  都放在給耶穌使用的地方
[00:16:46.560 --> 00:16:50.800]  所以我們更加要成為一個好管家
[00:16:50.800 --> 00:16:51.760]  我們將我們的東西
[00:16:51.760 --> 00:16:52.600]  所有管理好
[00:16:52.600 --> 00:16:54.480]  我們的財富、我們的恩賜
[00:16:54.480 --> 00:16:55.880]  我們的技能
[00:16:55.880 --> 00:16:57.240]  我們有力的身體
