
[00:00:00.000 --> 00:00:06.400]  今晚我們去到以西傑書第八章
[00:02:33.920 --> 00:02:42.080]  第三節說神伸手彷彿一隻手的樣式,抓住他的一柳頭髮
[00:02:42.080 --> 00:02:46.720]  靈就將他舉到天地中間,在神的意象當中
[00:02:46.720 --> 00:02:52.080]  帶他回到耶路撒冷朝北的內院的門口
[00:02:52.080 --> 00:02:58.960]  他被提,帶他回到耶路撒冷的聖殿
[00:02:58.960 --> 00:03:04.640]  第四節說誰知在那裏有以色列神的榮耀
[00:03:04.640 --> 00:03:13.600]  我們先停一停,我們來看看他被提到耶路撒冷的聖殿
[00:03:13.600 --> 00:03:23.040]  到底他這裏是整個人被提,身體靈魂整個人被提到耶路撒冷
[00:03:23.040 --> 00:03:30.480]  抑或只是神將他的靈魂帶去,他的肉體仍然留在巴比倫那裏呢?
[00:03:30.480 --> 00:03:37.280]  這裏的經文沒有很清楚說,他只是說抓住他的頭髮
[00:03:37.280 --> 00:03:46.240]  有很多解經家說不可能是整個人被帶到耶路撒冷
[00:03:46.240 --> 00:03:55.200]  因為抓住一頭頭髮是沒有辦法將整個人整個身體提走的
[00:03:55.200 --> 00:04:04.880]  所以大多數的解經家都相信這裏是他的靈魂離開了他的身體
[00:04:04.880 --> 00:04:08.400]  是他的靈魂被帶到耶路撒冷那裏
[00:04:08.400 --> 00:04:20.240]  我們稍為查一查,看看人的身體和靈魂在神學上有什麼分別呢?
[00:04:20.240 --> 00:04:31.920]  請大家看最後一頁的附錄,我放了二元論或三元論
[00:04:31.920 --> 00:04:42.640]  所謂二元論是人分開身體外出的軀殼和裏面的靈魂
[00:04:42.640 --> 00:04:47.760]  有很多聖經經文是支持這一點的
[00:04:47.760 --> 00:04:53.920]  亞各書第2章第26節說身體沒有靈魂是死的
[00:04:53.920 --> 00:05:00.240]  這裏是將身體和靈魂這兩樣東西分開
[00:05:00.240 --> 00:05:06.000]  哥林多前書第5章第5節說要把這樣的人交給撒旦
[00:05:06.000 --> 00:05:11.520]  敗壞他的肉體使他的靈魂在主耶穌的日子可以得救
[00:05:11.520 --> 00:05:18.960]  就是將肉體身體flesh和他的靈魂spirit分開
[00:05:18.960 --> 00:05:22.000]  哥林多前書第7章第34節說
[00:05:22.000 --> 00:05:25.440]  對婦人和處女也有分別
[00:05:25.440 --> 00:05:28.960]  沒有出嫁的是為主的事掛慮
[00:05:28.960 --> 00:05:35.040]  要身體和靈魂spirit都成結
[00:05:35.040 --> 00:05:39.200]  也是分開兩樣東西身體和靈魂
[00:05:39.200 --> 00:05:41.760]  約翰三書第1章第2節說
[00:05:41.760 --> 00:05:46.560]  親愛的弟兄我願你凡事興盛身體強壯
[00:05:46.560 --> 00:05:49.680]  正如你的靈魂興盛一樣
[00:05:49.680 --> 00:05:56.640]  這裏的原文靈魂用soul英文翻譯做psyche
[00:05:56.640 --> 00:05:59.440]  這幾節的經文只是一些例子
[00:05:59.440 --> 00:06:05.600]  就是聖經裏面說到人的身體和他裏面的靈魂是兩樣東西
[00:06:05.600 --> 00:06:07.840]  這是二元論
[00:06:07.840 --> 00:06:13.520]  三元論是說人是分開三個部份
[00:06:13.520 --> 00:06:19.040]  除了身體之外你的靈和魂是兩樣東西
[00:06:19.040 --> 00:06:22.480]  他們都有聖經的根據
[00:06:22.480 --> 00:06:24.800]  主要有兩節的經文
[00:06:24.800 --> 00:06:30.400]  第一節的經文是在貼薩羅尼加前書第5章第23節
[00:06:30.400 --> 00:06:37.200]  保羅寫:願賜平安的神親自使你們全然成性
[00:06:37.200 --> 00:06:45.920]  又願你的靈與魂與身子得蒙保守
[00:06:45.920 --> 00:06:51.200]  在我們主耶穌基督降臨的時候完全無可指責
[00:06:51.200 --> 00:06:58.240]  這裏是將靈魂和身子三個部份分開
[00:06:58.240 --> 00:07:00.880]  希伯來書第4章第12節說
[00:07:00.880 --> 00:07:03.920]  神的道是活潑的、有功效的
[00:07:03.920 --> 00:07:06.560]  比一切兩刃的劍更快
[00:07:06.560 --> 00:07:14.080]  甚至將魂與靈骨節與骨髓都能刺入、剖開
[00:07:14.080 --> 00:07:17.920]  連心中的意念和主義都能辨明
[00:07:17.920 --> 00:07:24.000]  這裏是將魂與靈分開
[00:07:24.000 --> 00:07:32.240]  很多年來神學家都在爭論到底人是二元還是三元
[00:07:32.240 --> 00:07:36.640]  如果是三元,靈與魂分開的時候
[00:07:36.640 --> 00:07:39.360]  靈是什麼?魂是什麼?
[00:07:39.360 --> 00:07:48.080]  我們都知道靈就是我們認識神與神交通
[00:07:48.080 --> 00:07:56.560]  我們要認識神才能活著
[00:07:56.560 --> 00:08:01.040]  人是生出來不認識神的
[00:08:01.040 --> 00:08:04.320]  因為我們都在罪中、黑暗中
[00:08:04.320 --> 00:08:06.960]  可以說我們的靈都是死的
[00:08:06.960 --> 00:08:11.520]  直到我們聽到福音、接受主耶穌
[00:08:11.520 --> 00:08:14.240]  神叫我們的靈再次活過來
[00:08:14.240 --> 00:08:16.000]  我們就聽到神的聲音
[00:08:16.000 --> 00:08:18.240]  我們能與神建立一個關係
[00:08:18.240 --> 00:08:20.240]  我們的靈就活過來
[00:08:20.240 --> 00:08:29.360]  但是魂呢?魂就是我們人的七情六慾、智慧、分析能力、推斷能力
[00:08:29.360 --> 00:08:33.920]  我們欣賞美好事物的能力
[00:08:33.920 --> 00:08:35.440]  這些都是我們魂的
[00:08:35.440 --> 00:08:39.360]  魂基督徒或非基督徒都有的
[00:08:39.360 --> 00:08:52.800]  非基督徒的魂可能很厲害、很懂得欣賞大自然、很懂得欣賞音樂、很有智慧、和人相處得很好
[00:08:52.800 --> 00:08:54.800]  這些都是他的魂的功用
[00:08:54.800 --> 00:08:58.560]  但他不是信耶穌的話,他的靈是死的
[00:08:58.560 --> 00:09:01.280]  直到他接受福音
[00:09:01.280 --> 00:09:04.640]  可以說人能夠接受福音
[00:09:04.640 --> 00:09:08.640]  神在他身上行了一個神蹟
[00:09:08.640 --> 00:09:10.960]  叫他的靈復活過來
[00:09:10.960 --> 00:09:12.960]  能夠聽到神的聲音
[00:09:12.960 --> 00:09:16.640]  能夠明白福音的真義
[00:09:16.640 --> 00:09:18.640]  能夠認識自己是罪人
[00:09:18.640 --> 00:09:23.200]  能夠呼叫、請求主耶穌進入他的心
[00:09:23.200 --> 00:09:24.400]  來赦免他的罪
[00:09:24.400 --> 00:09:26.080]  他就成為父神的兒女
[00:09:26.080 --> 00:09:29.520]  這是他的靈再次的重生
[00:09:29.520 --> 00:09:34.000]  所以二元三元都有他的道理
[00:09:34.000 --> 00:09:37.200]  我自己比較傾向於三元
[00:09:37.200 --> 00:09:40.720]  覺得人除了肉體之外
[00:09:40.720 --> 00:09:42.720]  有靈是向著神的
[00:09:42.720 --> 00:09:47.440]  有魂是過我們一般的生活的
[00:09:47.440 --> 00:09:49.440]  是三樣的東西
[00:09:49.440 --> 00:09:51.440]  但這個不是很重要
[00:09:51.440 --> 00:09:53.440]  二元三元
[00:09:53.440 --> 00:09:56.080]  你說靈魂是一樣東西還是兩樣東西
[00:09:56.080 --> 00:09:58.080]  這個不是很重要
[00:09:58.080 --> 00:10:02.560]  在這裡以西傑被提到耶路撒冷
[00:10:02.560 --> 00:10:06.720]  到底他是身體和靈魂都被提
[00:10:06.720 --> 00:10:09.200]  還是靈魂被提
[00:10:09.200 --> 00:10:11.200]  身體仍然留在這裡
[00:10:11.200 --> 00:10:14.240]  我比較傾向於
[00:10:14.240 --> 00:10:18.880]  神在這裡帶他的靈魂回去
[00:10:18.880 --> 00:10:20.880]  不是真正肉體回去
[00:10:20.880 --> 00:10:24.960]  是靈魂帶他回到耶路撒冷
[00:10:24.960 --> 00:10:29.840]  他看到有四批人在聖殿裡所做的事
[00:10:29.840 --> 00:10:33.920]  神要讓他看到這個景象
[00:10:33.920 --> 00:10:39.360]  讓他看到猶太人犯罪的嚴重情況
[00:10:39.360 --> 00:10:42.160]  好叫當他傳神的時候
[00:10:42.160 --> 00:10:44.720]  快要來審判信息的時候
[00:10:44.720 --> 00:10:46.720]  就更加的迫切
[00:10:46.720 --> 00:10:51.280]  在這裡我們要花一點時間
[00:10:51.280 --> 00:10:54.560]  來看靈魂出竅這件事
[00:10:54.560 --> 00:10:58.000]  這個就是人的靈魂在特殊的情況下
[00:10:58.000 --> 00:11:01.440]  暫時短暫地離開身體
[00:11:01.440 --> 00:11:04.480]  之後他會回到他的身體
[00:11:04.480 --> 00:11:06.480]  這個就和我們以前提過
[00:11:06.480 --> 00:11:09.680]  有些人說他死了或瀕死
[00:11:09.680 --> 00:11:13.120]  然後他的靈魂去到天堂游歷一番
[00:11:13.120 --> 00:11:15.120]  回來的情況是不同的
[00:11:15.120 --> 00:11:19.920]  我講這個就是人的靈魂在特別的情況下
[00:11:19.920 --> 00:11:22.720]  他會暫時離開他的身體
[00:11:22.720 --> 00:11:25.840]  在他的身體附近不是走到很遠
[00:11:25.840 --> 00:11:28.320]  《聖經》裡面有沒有這樣的例子呢?
[00:11:28.320 --> 00:11:31.760]  我相信使徒保羅親身經歷過
[00:11:31.760 --> 00:11:35.680]  他寫在《哥林多後書》12章那裡的經驗
[00:11:35.680 --> 00:11:37.680]  就是靈魂出竅
[00:11:37.680 --> 00:11:41.920]  《哥林多後書》12章第二至第四節那裡說
[00:11:41.920 --> 00:11:43.040]  保羅自己說
[00:11:43.040 --> 00:11:45.680]  我認得一個在基督裡面的人
[00:11:45.680 --> 00:11:47.680]  其實就是他在講他自己
[00:11:47.680 --> 00:11:51.520]  他前14年被提到第三層天上去
[00:11:51.520 --> 00:11:54.560]  他說或在身內我不知道
[00:11:54.560 --> 00:11:57.440]  或在身外我也不知道
[00:11:57.440 --> 00:11:58.480]  只有神知道
[00:11:58.480 --> 00:12:02.560]  就是說他不知道他的靈魂有沒有離開了身體
[00:12:02.560 --> 00:12:04.320]  如果他不知道的話
[00:12:04.320 --> 00:12:06.720]  多數就是他的身體仍然在那裡
[00:12:06.720 --> 00:12:08.480]  他是身外
[00:12:08.480 --> 00:12:12.800]  就是靈魂被提到他的身體外出
[00:12:12.800 --> 00:12:15.600]  而被提到第三層天那裡
[00:12:15.600 --> 00:12:17.280]  他說我認得這人
[00:12:17.280 --> 00:12:18.400]  又再講一次
[00:12:18.400 --> 00:12:21.600]  或在身內或在身外
[00:12:21.600 --> 00:12:23.040]  我也不知道
[00:12:23.040 --> 00:12:24.320]  只有神知道
[00:12:24.320 --> 00:12:28.000]  然後這個人被提到樂園裡
[00:12:28.000 --> 00:12:30.400]  聽到隱蔽的言語
[00:12:30.400 --> 00:12:32.720]  是人不可以講的
[00:12:32.720 --> 00:12:36.400]  另外一個可能是靈魂出竅的例子
[00:12:36.400 --> 00:12:39.600]  就是彼得在肖皮杖西門的家裡
[00:12:39.600 --> 00:12:42.240]  在屋頂那裡祈禱
[00:12:42.240 --> 00:12:44.240]  在那裡等著午餐
[00:12:44.240 --> 00:12:46.000]  然後他遇到以下的經驗
[00:12:46.000 --> 00:12:48.480]  司徒函主第十章記載
[00:12:48.480 --> 00:12:50.160]  覺得餓了想吃
[00:12:50.160 --> 00:12:53.200]  那家人正預備飯的時候
[00:12:53.200 --> 00:12:55.600]  彼得暈遊障礙
[00:12:55.600 --> 00:12:56.720]  看到天開了
[00:12:56.720 --> 00:12:58.880]  就看到那個布洛尼
[00:12:58.880 --> 00:13:03.200]  裡面有很多污穢的動物的異象
[00:13:03.200 --> 00:13:06.800]  這裡用暈遊障礙這四個字
[00:13:06.800 --> 00:13:10.560]  英文翻譯為trans
[00:13:10.560 --> 00:13:13.360]  中文翻譯為暈遊障礙
[00:13:13.360 --> 00:13:18.720]  原文可以解釋為狂喜、驚喜的意思
[00:13:18.720 --> 00:13:22.160]  或者是心智完全脫離了常態
[00:13:22.160 --> 00:13:26.640]  不過彼得這裡顯然不是狂喜或失去常態
[00:13:26.640 --> 00:13:31.920]  因為他看到神要他吃污穢的東西
[00:13:31.920 --> 00:13:32.880]  他不想
[00:13:32.880 --> 00:13:35.760]  所以這裡不是一個狂喜的情況
[00:13:35.760 --> 00:13:39.760]  但是很明顯他這裡看到天上的異象
[00:13:39.760 --> 00:13:42.720]  所以有可能中文的翻譯是正確
[00:13:42.720 --> 00:13:44.080]  就是他暈遊障礙
[00:13:44.080 --> 00:13:47.360]  是靈魂暫時出了他的身體
[00:13:47.360 --> 00:13:49.840]  在身體之上
[00:13:49.840 --> 00:13:53.840]  這個短暫靈魂離開身體的情況
[00:13:53.840 --> 00:13:55.440]  我是很相信的
[00:13:55.440 --> 00:13:57.040]  在我的書裡面也有寫
[00:13:57.040 --> 00:13:59.280]  我訪問了來宇康醫生
[00:13:59.280 --> 00:14:03.280]  他有告訴我他有看到兩個例子
[00:14:03.280 --> 00:14:05.760]  一個例子是在freeway那裡
[00:14:05.760 --> 00:14:07.280]  這個在麥芝根州
[00:14:07.280 --> 00:14:09.440]  他在那裡經過
[00:14:09.440 --> 00:14:11.600]  看到freeway有嚴重的交通意外
[00:14:11.600 --> 00:14:12.960]  於是他就停下來
[00:14:12.960 --> 00:14:17.200]  去幫那個撞車受重傷的人
[00:14:17.200 --> 00:14:19.360]  那個人已經昏迷了
[00:14:19.360 --> 00:14:22.480]  但是第二天他去到醫院去探望他的時候
[00:14:22.480 --> 00:14:24.320]  那個人是可以說出來
[00:14:24.320 --> 00:14:26.800]  當時他的靈魂是出了他的身體
[00:14:26.800 --> 00:14:28.400]  在上面看下來
[00:14:28.400 --> 00:14:30.800]  他是看到誰在做什麼
[00:14:30.800 --> 00:14:32.800]  所以他是認得羅醫生的
[00:14:32.800 --> 00:14:35.520]  另外一個情況就是他在手術台上面
[00:14:35.520 --> 00:14:37.600]  有一個人是已經沒有了知覺
[00:14:37.600 --> 00:14:41.120]  是已經好像很接近死亡那樣
[00:14:41.120 --> 00:14:44.160]  第二天那個人是說他當時的靈魂
[00:14:44.160 --> 00:14:45.360]  是出了他的身體
[00:14:45.360 --> 00:14:49.840]  是在手術房的上面看下來
[00:14:49.840 --> 00:14:52.560]  他是可以記得看到
[00:14:52.560 --> 00:14:54.400]  誰在說什麼
[00:14:54.400 --> 00:14:56.000]  誰在做什麼
[00:14:56.000 --> 00:14:57.440]  他都說得出來
[00:14:57.440 --> 00:15:00.640]  在大家的講義後面
[00:15:00.640 --> 00:15:04.160]  我就加了一篇文章叫做《出死入生》
[00:15:04.160 --> 00:15:07.360]  這個文章就是我所認識一位
[00:15:07.360 --> 00:15:09.200]  住在sacramento的女士
[00:15:09.200 --> 00:15:10.640]  她叫做Connie
[00:15:10.640 --> 00:15:15.440]  她28年前曾經發生過嚴重的交通意外
[00:15:15.440 --> 00:15:17.600]  她的車掉進洞裡
[00:15:17.600 --> 00:15:18.640]  滾了幾次
[00:15:18.640 --> 00:15:20.160]  她已經昏迷了
[00:15:20.160 --> 00:15:21.200]  又出了很多血
[00:15:21.200 --> 00:15:24.800]  當時她的靈魂是出了她的身體
[00:15:24.800 --> 00:15:27.920]  她回頭看她可以看到自己的身體在那裡
[00:15:27.920 --> 00:15:29.440]  是在流血的
[00:15:29.440 --> 00:15:31.680]  但是這個只是很短暫的時間
[00:15:31.680 --> 00:15:32.960]  她就昏迷了
[00:15:32.960 --> 00:15:36.080]  所以這個靈魂暫時離開身體
[00:15:36.080 --> 00:15:38.080]  只是一個很短暫的情況
[00:15:38.080 --> 00:15:40.560]  但是我相信是有這樣的
[00:15:40.560 --> 00:15:42.800]  所以我相信以西傑在這裡
[00:15:42.800 --> 00:15:46.880]  是神將他的靈魂暫時帶離了身體
[00:15:46.880 --> 00:15:52.800]  是將他帶到距離巴比倫有700里的耶路撒冷那裡
[00:15:52.800 --> 00:15:55.600]  就好像但爾利一樣
[00:15:55.600 --> 00:15:58.640]  他終身沒有再回到耶路撒冷
[00:15:58.640 --> 00:16:03.680]  所以這個很明顯是神將他的靈魂帶回耶路撒冷那裡
[00:16:03.680 --> 00:16:05.920]  讓他看到這個異象
[00:16:05.920 --> 00:16:09.520]  接著我們來看回第一節
[00:16:09.520 --> 00:16:13.280]  是說到他看到這個異象的時間
[00:16:13.280 --> 00:16:18.480]  第八章第一節一開始說是第六年六月初五
[00:16:18.480 --> 00:16:25.360]  這個第六年就是由他被擄之後的第六年
[00:16:25.360 --> 00:16:28.320]  你記得以西傑書一開始的時候
[00:16:28.320 --> 00:16:33.360]  第一章的時候是說是第五年的四月初五
[00:16:33.360 --> 00:16:39.120]  那個是他第一次看到異象神開始呼召他做先知的時候
[00:16:39.120 --> 00:16:41.440]  現在是第六年六月初五
[00:16:41.440 --> 00:16:46.160]  那就是過了一年零兩個月
[00:16:46.160 --> 00:16:52.240]  有人計算過中間是有439年的時間
[00:16:52.240 --> 00:16:59.600]  你記得是在前面是神要他向一邊臥390天
[00:16:59.600 --> 00:17:02.960]  然後向另一邊臥40天
[00:17:02.960 --> 00:17:07.120]  加起來總共有430天的時間
[00:17:07.120 --> 00:17:19.920]  如果由第一章到第八章中間是436或439天的時候
[00:17:19.920 --> 00:17:23.520]  就是說他做完那件事之後
[00:17:23.520 --> 00:17:27.280]  假定那兩件事是不同時間做
[00:17:27.280 --> 00:17:29.680]  總共用了430天的時間
[00:17:29.680 --> 00:17:37.360]  就是說他做完那兩件事之後大概六天到九天神就讓他看到這個異象
[00:17:37.360 --> 00:17:40.880]  第一節也有說那個地點
[00:17:40.880 --> 00:17:42.880]  他說我坐在家中
[00:17:42.880 --> 00:17:46.080]  猶大的眾長老坐在我的面前
[00:17:46.080 --> 00:17:51.200]  在那裡有主耶和華的靈降在我身上
[00:17:51.200 --> 00:17:53.360]  所以那個地點就是他在家中
[00:17:53.360 --> 00:17:56.880]  猶大的眾長老坐在他的面前
[00:17:56.880 --> 00:18:01.680]  第二批被擄的裡面是有宗教的領袖
[00:18:01.680 --> 00:18:03.680]  包括這些猶大的長老
[00:18:03.680 --> 00:18:12.240]  在這個時候以色列已經被呼召作為先知有超過一年的時間
[00:18:12.240 --> 00:18:19.440]  所以這一班宗教領袖能夠在他家裡坐在他面前
[00:18:19.440 --> 00:18:23.200]  這個就不是大家坐在一起聊天
[00:18:23.200 --> 00:18:29.600]  這個裡面的意思就是說這些長老是在他面前聽他的教導
[00:18:29.600 --> 00:18:40.080]  就是說猶大的眾長老這班宗教領袖已經在那個時候承認了以色列的先知的資格
[00:18:40.080 --> 00:18:47.520]  我相信以色列除了自己向民眾講道之外
[00:18:47.520 --> 00:18:53.120]  除了他跟著神的指導要左辯分右辯分
[00:18:53.120 --> 00:18:56.080]  又要在那塊磚上刻耶路撒冷
[00:18:56.080 --> 00:18:59.040]  在那裡做一些實物的教材之外
[00:18:59.040 --> 00:19:05.520]  我相信以色列也是把握機會將神要他所講的東西
[00:19:05.520 --> 00:19:08.240]  是和這班長老講
[00:19:08.240 --> 00:19:11.840]  叫這班長老回到民眾當中的時候
[00:19:11.840 --> 00:19:15.360]  也是幫忙將這些信息傳出去
[00:19:15.360 --> 00:19:22.640]  在這裡我們看到眾長老承認他先知的資格
[00:19:22.640 --> 00:19:26.880]  講到長老在他那裡
[00:19:26.880 --> 00:19:31.760]  他就在那個時間神就給他看到這個異象
[00:19:31.760 --> 00:19:37.840]  我沒辦法想到如果當時神是整個人拿走他
[00:19:37.840 --> 00:19:39.040]  突然間不見了
[00:19:39.040 --> 00:19:41.840]  其他的人會很詫異
[00:19:41.840 --> 00:19:46.720]  但是如果真的好像只是拿走了他的靈魂的話
[00:19:46.720 --> 00:19:48.400]  他的身體還在那裡
[00:19:48.400 --> 00:19:53.040]  他在那裡跟長老見面聊天的時候
[00:19:53.040 --> 00:19:58.080]  那怎麼辦呢?是不是他不能說話呢?
[00:19:58.080 --> 00:19:59.680]  這裡完全沒有說
[00:19:59.680 --> 00:20:01.120]  我不知道
[00:20:01.120 --> 00:20:02.640]  無謂去猜測
[00:20:02.640 --> 00:20:07.760]  只是在那裡神給他看到那個異象
[00:20:07.760 --> 00:20:10.880]  我們看看第二至第四節
[00:20:10.880 --> 00:20:13.120]  神給他看到什麼
[00:20:13.120 --> 00:20:21.040]  這裡有四次講到神的榮耀
[00:20:21.040 --> 00:20:22.400]  但是我們還沒看神的榮耀
[00:20:22.400 --> 00:20:26.640]  我們看看第二節怎麼形容他所見到的
[00:20:26.640 --> 00:20:31.120]  他形容他所見到的是彷彿火的形象
[00:20:31.120 --> 00:20:34.080]  腰底下的形象是火
[00:20:34.080 --> 00:20:36.960]  腰以上有光
[00:20:36.960 --> 00:20:40.000]  彷彿光耀的精金
[00:20:40.000 --> 00:20:43.840]  似乎以西傑幾次見到
[00:20:43.840 --> 00:20:46.720]  以西傑總共有四次見到神的榮耀
[00:20:46.720 --> 00:20:48.560]  面對面見到神
[00:20:48.560 --> 00:20:53.440]  似乎他所見到的都是跟火跟光有關的
[00:20:53.440 --> 00:20:57.120]  我在這裡列出我們第一章的時候
[00:20:57.120 --> 00:20:59.840]  第一章的時候27至28節
[00:20:59.840 --> 00:21:02.480]  就是他見完那四個活物
[00:21:02.480 --> 00:21:05.120]  見完那四個輪子之後
[00:21:05.120 --> 00:21:06.960]  他就見到神了
[00:21:06.960 --> 00:21:08.320]  見到神的時候
[00:21:08.320 --> 00:21:12.480]  他形容腰以上有光耀的精金
[00:21:12.480 --> 00:21:14.400]  有火的形象
[00:21:14.400 --> 00:21:17.360]  腰以下有火的形象
[00:21:17.360 --> 00:21:19.280]  周圍也有光輝
[00:21:19.280 --> 00:21:22.000]  然後他再說一次
[00:21:22.000 --> 00:21:25.280]  我看見那彷彿是他腰部以上
[00:21:25.280 --> 00:21:27.280]  彷彿閃耀的金屬
[00:21:27.280 --> 00:21:29.600]  又彷彿有火四面包圍
[00:21:29.600 --> 00:21:31.520]  彷彿在他的腰部之下
[00:21:31.520 --> 00:21:34.640]  又彷彿有火光芒環繞著他
[00:21:34.640 --> 00:21:37.440]  所以他見到神的形象
[00:21:37.440 --> 00:21:39.840]  腰上腰下都有火
[00:21:39.840 --> 00:21:41.440]  都是光的
[00:21:41.440 --> 00:21:43.200]  然後第三章
[00:21:43.200 --> 00:21:45.600]  第三章他在平原那裡
[00:21:45.600 --> 00:21:49.200]  他見到神沒有再敘述
[00:21:49.200 --> 00:21:52.800]  他只是說好像在河邊所見到的一樣
[00:21:52.800 --> 00:21:56.400]  好像第一章27至28節所見到的一樣
[00:21:56.400 --> 00:22:00.720]  然後現在第八章第二節的時候
[00:22:00.720 --> 00:22:02.240]  他見到我們剛才讀過
[00:22:02.240 --> 00:22:03.360]  又是有火
[00:22:03.360 --> 00:22:04.400]  好像金
[00:22:04.400 --> 00:22:05.760]  又是光的
[00:22:05.760 --> 00:22:08.240]  然後這是第三次見到
[00:22:08.240 --> 00:22:12.560]  第四次見到神就要到第43章那裡
[00:22:12.560 --> 00:22:15.200]  第43章他又是沒有詳細說
[00:22:15.200 --> 00:22:16.240]  他只是說
[00:22:16.240 --> 00:22:19.280]  所見到的好像在河邊所見到的異象
[00:22:19.280 --> 00:22:22.240]  就是以西傑四次見到神
[00:22:22.240 --> 00:22:24.480]  都是見到他上身是火
[00:22:24.480 --> 00:22:25.680]  下身也是火
[00:22:25.680 --> 00:22:27.360]  還有很多的光
[00:22:27.360 --> 00:22:28.800]  很光輝
[00:22:28.800 --> 00:22:32.400]  這個和約翰在啟示錄那裡
[00:22:32.400 --> 00:22:33.360]  第一章那裡
[00:22:33.360 --> 00:22:35.040]  我抄了在底下給大家
[00:22:35.040 --> 00:22:36.000]  你看看
[00:22:36.000 --> 00:22:38.320]  他所形容的
[00:22:38.320 --> 00:22:41.360]  頭髮白
[00:22:41.360 --> 00:22:42.800]  白如楊毛
[00:22:42.800 --> 00:22:43.840]  如雪
[00:22:43.840 --> 00:22:46.080]  眼目如同火焰
[00:22:46.080 --> 00:22:49.760]  腳好像在爐中鍛鍊光明的銅
[00:22:49.760 --> 00:22:51.200]  這裡也是有火
[00:22:51.200 --> 00:22:52.160]  也是光明
[00:22:52.160 --> 00:22:53.760]  但是有一點點不同
[00:22:53.760 --> 00:22:54.800]  有一點點不同
[00:22:54.800 --> 00:23:00.960]  就是人所見到神的形象所形容出來的
[00:23:00.960 --> 00:23:03.440]  不是完全一樣的
[00:23:03.440 --> 00:23:05.680]  每個人所見到的
[00:23:05.680 --> 00:23:07.280]  都見到有光
[00:23:07.280 --> 00:23:10.240]  但是有一點點不同
[00:23:10.240 --> 00:23:18.480]  這裡啟示錄和以西傑書第43章相同的地方就是聲音
[00:23:18.480 --> 00:23:20.880]  前面沒有說他的聲音
[00:23:20.880 --> 00:23:25.920]  但是43章說他的聲音如多水的聲音
[00:23:25.920 --> 00:23:30.720]  啟示錄約翰見到神
[00:23:30.720 --> 00:23:33.120]  他好像是中水的聲音
[00:23:33.120 --> 00:23:35.120]  聲音很厲害
[00:23:35.120 --> 00:23:39.760]  兩章還有一個共同點
[00:23:39.760 --> 00:23:44.080]  就是他們都見到有彩虹
[00:23:44.080 --> 00:23:45.760]  但是我覺得
[00:23:45.760 --> 00:23:48.960]  少數的人見到上帝
[00:23:48.960 --> 00:23:51.200]  他所形容的
[00:23:51.200 --> 00:23:52.960]  已經盡力了
[00:23:52.960 --> 00:23:54.880]  以人的語言
[00:23:54.880 --> 00:23:56.480]  所能夠形容的
[00:23:56.480 --> 00:23:58.000]  他只能夠說彷彿
[00:23:58.000 --> 00:24:00.240]  所以彷彿這個字
[00:24:00.240 --> 00:24:02.160]  是出現了好幾次的
[00:24:02.160 --> 00:24:03.440]  第二節
[00:24:03.440 --> 00:24:07.680]  以西傑說有彷彿火的形象
[00:24:07.680 --> 00:24:09.280]  他說不是真的火
[00:24:09.280 --> 00:24:11.120]  是好像火一樣
