
[00:00:00.000 --> 00:00:03.640]  願我口中的言語 心裡的意念
[00:02:51.920 --> 00:02:54.120]  就是「我信上帝」
[00:02:54.120 --> 00:02:56.920]  「我信我主耶穌基督」
[00:02:56.920 --> 00:02:59.080]  「我信聖靈」
[00:02:59.080 --> 00:03:02.360]  這個三一上帝
[00:03:02.360 --> 00:03:08.120]  在《使徒信經》裏面是很清楚的結構
[00:03:08.120 --> 00:03:13.080]  所以「我信聖兒宮之教會」這句說話
[00:03:13.080 --> 00:03:15.880]  是出現在第三段
[00:03:15.880 --> 00:03:20.040]  在「我信聖靈」之後
[00:03:20.040 --> 00:03:26.600]  接著就說「我信聖兒宮之教會」
[00:03:26.600 --> 00:03:30.440]  在華人教會當中
[00:03:30.440 --> 00:03:33.680]  聖公會得天獨厚
[00:03:33.680 --> 00:03:36.800]  就拿了《使徒信經》這句說話
[00:03:36.800 --> 00:03:41.040]  來翻譯 Anglican 這個字
[00:03:41.040 --> 00:03:43.960]  真的有些音也像
[00:03:43.960 --> 00:03:47.800]  聖公會和 Anglican Church
[00:03:47.800 --> 00:03:51.960]  當然直譯應該叫做「安立根宗」
[00:03:51.960 --> 00:03:56.040]  說了等於沒說 不知道是甚麼
[00:03:56.040 --> 00:03:59.000]  另外一個宗派
[00:03:59.000 --> 00:04:04.360]  就更加回到新約聖經教會
[00:04:04.360 --> 00:04:05.960]  希臘文這個字
[00:04:05.960 --> 00:04:11.280]  Ecclesia 神召會
[00:04:11.280 --> 00:04:13.480]  就全拿了
[00:04:13.480 --> 00:04:15.240]  其他的教會只能叫做
[00:04:15.240 --> 00:04:19.080]  浸信會、宣導會、播道會
[00:04:19.080 --> 00:04:24.080]  不過這不是我們今天想要思想的中心
[00:04:24.080 --> 00:04:27.560]  這些都是偶然的事情
[00:04:27.560 --> 00:04:30.920]  重要的就是我們想來看一看
[00:04:30.920 --> 00:04:37.680]  聖靈和教會的關係
[00:04:37.680 --> 00:04:40.800]  「我信聖靈」
[00:04:40.800 --> 00:04:49.440]  接著我們就提到「聖而公之教會」
[00:04:49.440 --> 00:04:52.200]  到底是甚麼意思呢?
[00:04:52.200 --> 00:04:54.320]  一段很熟悉的經文
[00:04:54.320 --> 00:04:56.800]  可能你不需要打開聖經
[00:04:56.800 --> 00:04:58.080]  你也有印象
[00:04:58.080 --> 00:05:00.240]  不過如果你有聖經的話
[00:05:00.240 --> 00:05:05.200]  歡迎你跟我一起打開《使徒行傳》的第六章
[00:05:05.200 --> 00:05:11.160]  新約聖經《使徒行傳》的第六章第一節
[00:05:11.160 --> 00:05:21.800]  路加醫生記載教會在耶路撒冷的情況
[00:05:21.800 --> 00:05:24.400]  《使徒行傳》第六章第一節
[00:05:24.400 --> 00:05:30.200]  這裡說「那時門徒增多」
[00:05:30.200 --> 00:05:32.120]  六個字
[00:05:32.120 --> 00:05:35.000]  很簡單的一句話
[00:05:35.000 --> 00:05:39.040]  就總結了《使徒行傳》
[00:05:39.040 --> 00:05:46.400]  由第一章到第五章所發生的事情
[00:05:46.400 --> 00:05:48.320]  我們也提過
[00:05:48.320 --> 00:05:50.720]  耶穌升天之後
[00:05:50.720 --> 00:05:53.400]  在耶路撒冷祈禱
[00:05:53.400 --> 00:05:56.000]  等候聖靈降臨的
[00:05:56.000 --> 00:05:58.320]  路加在第一章記載
[00:05:58.320 --> 00:06:02.320]  約有120人
[00:06:02.320 --> 00:06:06.720]  祈禱會有120人祈禱
[00:06:06.720 --> 00:06:13.080]  那就是說肯定教會一開始不止120人
[00:06:13.080 --> 00:06:15.480]  到底當時有多少人呢?
[00:06:15.480 --> 00:06:17.400]  我們也約略計算過
[00:06:17.400 --> 00:06:20.960]  我們說耶穌差遣門徒出去
[00:06:20.960 --> 00:06:26.080]  兩個兩個傳到那次有70人的短宣隊
[00:06:26.080 --> 00:06:29.200]  不是啊 120人多於70人
[00:06:29.200 --> 00:06:31.120]  保羅曾經說過
[00:06:31.120 --> 00:06:36.800]  耶穌復活一次向500位弟兄顯現
[00:06:36.800 --> 00:06:40.280]  一次有500位弟兄一起
[00:06:40.280 --> 00:06:43.200]  就是教會聚會的時候
[00:06:43.200 --> 00:06:47.080]  所以如果你將這些數目重複起來
[00:06:47.080 --> 00:06:51.320]  那教會最少有500人
[00:06:51.320 --> 00:06:55.760]  如果你將這些數字不重複計算
[00:06:55.760 --> 00:07:02.120]  教會或者已經去到500加120就是620
[00:07:02.120 --> 00:07:04.400]  再加70就是690
[00:07:04.400 --> 00:07:05.960]  再加12個使徒
[00:07:05.960 --> 00:07:08.560]  不是 猶大吊頸死加11個
[00:07:08.560 --> 00:07:12.480]  那就接近700人有多
[00:07:12.480 --> 00:07:19.160]  五旬節彼得起身
[00:07:19.160 --> 00:07:21.440]  講完道之後
[00:07:21.440 --> 00:07:23.440]  路加記載說
[00:07:23.440 --> 00:07:27.400]  當日眾人聽見覺得擇心
[00:07:27.400 --> 00:07:31.280]  於是領受他話的人受洗
[00:07:31.280 --> 00:07:36.040]  那一天門徒就增加了三千人
[00:07:36.040 --> 00:07:38.480]  然後第二次
[00:07:38.480 --> 00:07:40.640]  《士徒行傳》第四章說
[00:07:40.640 --> 00:07:44.520]  聽到的人當中很多人信了
[00:07:44.520 --> 00:07:47.400]  只是計南丁的數目
[00:07:47.400 --> 00:07:49.600]  已經有五千人
[00:07:49.600 --> 00:07:51.400]  這個是講第二次信主
[00:07:51.400 --> 00:07:54.240]  和第一次三千人沒有重複
[00:07:54.240 --> 00:08:01.680]  教會由800人增加到8800人
[00:08:01.680 --> 00:08:06.000]  那時門徒增多
[00:08:06.000 --> 00:08:08.920]  不是說增加了十分一的人數
[00:08:08.920 --> 00:08:15.360]  是說教會增加了最少十倍的人數
[00:08:15.360 --> 00:08:18.000]  在短短的時間之內
[00:08:18.000 --> 00:08:19.240]  不止
[00:08:19.240 --> 00:08:20.920]  路加還有一句話
[00:08:20.920 --> 00:08:23.600]  大概你讀《士徒行傳》一定記得
[00:08:23.600 --> 00:08:32.600]  主將得救的人數天天加給他們
[00:08:32.600 --> 00:08:38.400]  8800在每日有人信主
[00:08:38.400 --> 00:08:41.400]  香港現在每日單程證
[00:08:41.400 --> 00:08:44.680]  由內地來的150人
[00:08:44.680 --> 00:08:46.680]  少數怕長計
[00:08:46.680 --> 00:08:49.040]  你乘365天
[00:08:49.040 --> 00:08:52.880]  那裏是幾萬人
[00:08:52.880 --> 00:08:58.480]  這是耶路撒冷教會當時所經歷的情況
[00:08:58.480 --> 00:09:02.200]  那時門徒增多
[00:09:02.200 --> 00:09:04.960]  由不足一千人的教會
[00:09:04.960 --> 00:09:08.800]  忽然之間面對一萬人的教會
[00:09:08.800 --> 00:09:11.000]  十二使徒
[00:09:11.000 --> 00:09:16.000]  真是七十一都搞不定
[00:09:16.000 --> 00:09:19.640]  不過這是很興奮的忙碌
[00:09:19.640 --> 00:09:20.760]  你想想
[00:09:20.760 --> 00:09:25.480]  如果木外堂在短短幾個月之間
[00:09:25.480 --> 00:09:28.920]  人數增加十倍
[00:09:28.920 --> 00:09:31.320]  主教當然沒空
[00:09:31.320 --> 00:09:33.920]  所有同工都沒空
[00:09:33.920 --> 00:09:36.120]  教會領袖們很忙
[00:09:36.120 --> 00:09:41.160]  但是你經歷到每日有人得救信主
[00:09:41.160 --> 00:09:43.720]  你說你是否很快樂
[00:09:43.720 --> 00:09:45.000]  是忙碌
[00:09:45.000 --> 00:09:47.720]  但是是一個很快樂
[00:09:47.720 --> 00:09:50.400]  很興奮的忙碌
[00:09:50.400 --> 00:09:54.120]  因為經歷神的恩典
[00:09:54.120 --> 00:09:56.120]  就在我們的眼前
[00:09:56.120 --> 00:10:00.320]  每日都有得救的人數
[00:10:00.320 --> 00:10:02.520]  開一次報道的聚會
[00:10:02.520 --> 00:10:04.120]  三千人
[00:10:04.120 --> 00:10:06.360]  五千人的悔改
[00:10:06.360 --> 00:10:12.600]  這是耶路撒冷教會的情況
[00:10:12.600 --> 00:10:17.320]  那時門徒增多
[00:10:17.320 --> 00:10:19.880]  路加只用了六個字記載
[00:10:19.880 --> 00:10:21.880]  所以如果我們不看清楚
[00:10:21.880 --> 00:10:23.920]  我們很容易會錯過了
[00:10:23.920 --> 00:10:31.040]  當時教會實際的現象
[00:10:31.040 --> 00:10:34.440]  那手不成勢
[00:10:34.440 --> 00:10:37.440]  廣東話很傳神
[00:10:37.440 --> 00:10:40.880]  大家都下力侍奉
[00:10:40.880 --> 00:10:43.440]  仍然不夠人手
[00:10:43.440 --> 00:10:46.720]  來不及做那麼多事
[00:10:46.720 --> 00:10:49.640]  這是耶路撒冷教會
[00:10:49.640 --> 00:10:51.240]  但是我們記得
[00:10:51.240 --> 00:10:53.720]  主耶穌升天之前
[00:10:53.720 --> 00:10:57.800]  祂說「但聖靈降臨在你們身上
[00:10:57.800 --> 00:11:00.800]  你們就必得著能力」
[00:11:00.800 --> 00:11:02.240]  然後呢?
[00:11:02.240 --> 00:11:06.320]  耶穌說要在耶路撒冷
[00:11:06.320 --> 00:11:07.560]  不止
[00:11:07.560 --> 00:11:09.960]  猶太全地
[00:11:09.960 --> 00:11:11.160]  不止
[00:11:11.160 --> 00:11:13.760]  撒瑪利亞
[00:11:13.760 --> 00:11:15.120]  最後呢?
[00:11:15.120 --> 00:11:19.120]  直到地極
[00:11:19.120 --> 00:11:23.520]  教會不只是在耶路撒冷
[00:11:23.520 --> 00:11:28.720]  雖然耶路撒冷是教會的發源地
[00:11:28.720 --> 00:11:30.800]  耶路撒冷很重要
[00:11:30.800 --> 00:11:33.920]  教會在耶路撒冷興旺
[00:11:33.920 --> 00:11:37.760]  那時門徒增多
[00:11:37.760 --> 00:11:39.640]  大家都很快樂
[00:11:39.640 --> 00:11:46.840]  但是福音不應該只停在耶路撒冷
[00:11:46.840 --> 00:11:50.800]  福音應該由耶路撒冷開始
[00:11:50.800 --> 00:11:53.240]  然後去到猶太全地
[00:11:53.240 --> 00:11:55.760]  然後去到北面撒瑪利亞
[00:11:55.760 --> 00:11:57.760]  然後去到地極
[00:11:57.760 --> 00:12:00.680]  當然不是說南極和北極
[00:12:00.680 --> 00:12:04.120]  不是要向北極雄和企鵝傳福音
[00:12:04.120 --> 00:12:04.720]  不是
[00:12:04.720 --> 00:12:07.960]  是說當時的羅馬的世界
[00:12:07.960 --> 00:12:09.800]  地中海的世界
[00:12:09.800 --> 00:12:15.400]  但是福音不應該只是停留在耶路撒冷
[00:12:15.400 --> 00:12:20.360]  是路加《寫史道行傳》第一章第八節
[00:12:20.360 --> 00:12:24.200]  已經說清楚的一個事實
[00:12:24.200 --> 00:12:28.360]  耶路撒冷教會再興旺
[00:12:28.360 --> 00:12:33.480]  始終都只是耶路撒冷
[00:12:33.480 --> 00:12:34.320]  你明白
[00:12:34.320 --> 00:12:40.320]  這是一個興旺的瓶頸
[00:12:40.320 --> 00:12:43.880]  一個Happy Bottleneck
[00:12:43.880 --> 00:12:46.680]  耶路撒冷教會很忙碌
[00:12:46.680 --> 00:12:50.600]  耶路撒冷教會天天有得救的人數
[00:12:50.600 --> 00:12:53.440]  耶路撒冷教會在很短的時間裏
[00:12:53.440 --> 00:12:55.400]  人數增加十倍
[00:12:55.400 --> 00:12:59.000]  但是這始終是耶路撒冷
[00:12:59.000 --> 00:13:03.720]  我們相信十二使徒一定不會忘記
[00:13:03.720 --> 00:13:07.440]  不敢忘記耶穌臨升天之前
[00:13:07.440 --> 00:13:09.600]  曾經說過這句話
[00:13:09.600 --> 00:13:12.840]  福音要從耶路撒冷直到地極
[00:13:12.840 --> 00:13:14.360]  最後一句說話
[00:13:14.360 --> 00:13:16.200]  怎敢忘記
[00:13:16.200 --> 00:13:20.200]  所以大概每一次開會
[00:13:20.200 --> 00:13:23.040]  會議程序上
[00:13:23.040 --> 00:13:27.680]  一定有一個商討的事項
[00:13:27.680 --> 00:13:32.560]  就是福音如何傳到地極
[00:13:32.560 --> 00:13:36.480]  每一次都有這個議程
[00:13:36.480 --> 00:13:38.240]  但是你可以想像
[00:13:38.240 --> 00:13:40.120]  每一次開會
[00:13:40.120 --> 00:13:43.320]  討論教會大小的事務
[00:13:43.320 --> 00:13:45.160]  從吃完晚飯
[00:13:45.160 --> 00:13:47.520]  說到半夜三更
[00:13:47.520 --> 00:13:50.160]  彼得太太第一個打電話來問
[00:13:50.160 --> 00:13:52.080]  回來睡覺嗎
[00:13:52.080 --> 00:13:55.000]  快要完結了
[00:13:55.000 --> 00:13:56.720]  沒有時間了
[00:13:56.720 --> 00:14:00.040]  我們下一次一定再討論
[00:14:00.040 --> 00:14:04.040]  福音如何傳到地極
[00:14:04.040 --> 00:14:05.080]  你明白嗎
[00:14:05.080 --> 00:14:09.560]  這就是快樂的瓶頸
[00:14:09.560 --> 00:14:13.560]  人數繼續增加
[00:14:13.560 --> 00:14:17.760]  使徒不可以不讓人信耶穌
[00:14:17.760 --> 00:14:21.400]  這是值得感恩的事情
[00:14:21.400 --> 00:14:23.920]  教會的人數越增加
[00:14:23.920 --> 00:14:25.960]  大家就越忙碌
[00:14:25.960 --> 00:14:30.360]  每次要商量的事情就越多
[00:14:30.360 --> 00:14:34.440]  福音如何能夠突破
[00:14:34.440 --> 00:14:40.600]  耶路撒冷教會快樂的瓶頸
[00:14:40.600 --> 00:14:45.360]  路加醫生在聖靈的感動之下
[00:14:45.360 --> 00:14:47.680]  他寫《仕途行傳》
[00:14:47.680 --> 00:14:50.720]  他教我們如何看歷史
[00:14:50.720 --> 00:14:55.000]  他說「那時門徒增多」
[00:14:55.000 --> 00:14:56.600]  接著他說甚麼呢
[00:14:56.600 --> 00:15:01.600]  他說「有說希尼尼華的猶太人
[00:15:01.600 --> 00:15:05.000]  向希伯來人發怨言
[00:15:05.000 --> 00:15:11.600]  因為在天天功級上忽略了他們的寡婦」
[00:15:11.600 --> 00:15:13.640]  原來教會裏面
[00:15:13.640 --> 00:15:18.000]  已經有英文堂和中文堂崇拜
[00:15:18.000 --> 00:15:20.840]  不是說華人教會
[00:15:20.840 --> 00:15:24.520]  說的是猶太人耶路撒冷教會
[00:15:24.520 --> 00:15:27.680]  有希伯來的崇拜
[00:15:27.680 --> 00:15:29.600]  希伯來話的崇拜
[00:15:29.600 --> 00:15:32.720]  有希尼尼話的崇拜
[00:15:32.720 --> 00:15:36.920]  當時希尼尼話等於今天的英文
[00:15:36.920 --> 00:15:40.320]  希伯來話等於今天的中文
[00:15:40.320 --> 00:15:42.760]  猶太人應該是說希伯來文
[00:15:42.760 --> 00:15:45.560]  只不過生長在海外
[00:15:45.560 --> 00:15:48.360]  在希臘的文明之下
[00:15:48.360 --> 00:15:51.480]  受教育的下一代猶太人
[00:15:51.480 --> 00:15:53.200]  不懂得說希伯來文
[00:15:53.200 --> 00:15:56.080]  只懂得說希臘文
[00:15:56.080 --> 00:15:58.720]  好像我們的下一代背聖經
[00:15:58.720 --> 00:16:01.200]  你不可以叫他背上帝愛世人
[00:16:01.200 --> 00:16:02.280]  他怎樣都要背
[00:16:02.280 --> 00:16:06.000]  God so loved the world
[00:16:06.000 --> 00:16:08.880]  當時耶路撒冷教會
[00:16:08.880 --> 00:16:12.720]  已經有兩個Congregation
[00:16:12.720 --> 00:16:15.880]  一個是希伯來話的崇拜
[00:16:15.880 --> 00:16:18.440]  一個是希臘話的崇拜
[00:16:18.440 --> 00:16:21.560]  為何有這麼多說希臘文的人回去了
[00:16:21.560 --> 00:16:23.560]  還要是寡婦呢
[00:16:23.560 --> 00:16:24.720]  很容易解釋
[00:16:24.720 --> 00:16:25.680]  我們是中國人
[00:16:25.680 --> 00:16:27.040]  我們有中國文化
[00:16:27.040 --> 00:16:29.400]  我們有一個成語四個字
[00:16:29.400 --> 00:16:32.320]  「樂業歸根」
[00:16:32.320 --> 00:16:33.960]  明白嗎
[00:16:33.960 --> 00:16:35.760]  在海外長大
[00:16:35.760 --> 00:16:37.560]  在海外工作
[00:16:37.560 --> 00:16:39.360]  年紀老邁
[00:16:39.360 --> 00:16:45.480]  結果兩老回到耶路撒冷退休
[00:16:45.480 --> 00:16:50.200]  根據全世界人口統計調查
[00:16:50.200 --> 00:16:53.120]  男性的平均壽命
[00:16:53.120 --> 00:16:57.440]  都比女性的平均壽命要短
[00:16:57.440 --> 00:17:01.880]  有很多說希臘文的寡婦
[00:17:01.880 --> 00:17:03.960]  在耶路撒冷教會
[00:17:03.960 --> 00:17:06.120]  就是這麼簡單的事
[00:17:06.120 --> 00:17:11.800]  當時有這樣不同背景的人在教會裏面
[00:17:11.800 --> 00:17:15.480]  就有怨言發生了
[00:17:15.480 --> 00:17:17.280]  甚麼怨言
[00:17:17.280 --> 00:17:24.160]  在天天公級上忽略了這班寡婦
[00:17:24.160 --> 00:17:27.480]  其實可能是誤會
[00:17:27.480 --> 00:17:29.920]  說英文的人沒禮貌
[00:17:29.920 --> 00:17:32.120]  在停車場見到我們老人家
[00:17:32.120 --> 00:17:33.880]  都不說早晨
[00:17:33.880 --> 00:17:36.720]  可能剛剛太陽射到她的眼睛
[00:17:36.720 --> 00:17:38.520]  看不到你
[00:17:38.520 --> 00:17:40.720]  你又說她沒禮貌
[00:17:40.720 --> 00:17:42.480]  其實不是的
[00:17:42.480 --> 00:17:46.240]  不過怨言就是怨言
[00:17:46.240 --> 00:17:51.080]  其實怨言在聖經裏面可大可小
[00:17:51.080 --> 00:17:53.240]  因為舊約聖經
[00:17:53.240 --> 00:17:56.720]  講以色列人在哪裏發怨言
[00:17:56.720 --> 00:17:58.800]  在抗耶
[00:17:58.800 --> 00:18:00.600]  出了埃及之後
[00:18:00.600 --> 00:18:02.600]  很多說話
[00:18:02.600 --> 00:18:04.600]  很多聲音
[00:18:04.600 --> 00:18:07.840]  現在教會在這麼快樂
[00:18:07.840 --> 00:18:10.160]  這麼興旺的時候
[00:18:10.160 --> 00:18:12.280]  人數不斷增加
[00:18:12.280 --> 00:18:15.320]  大家忙過不亦樂乎
[00:18:15.320 --> 00:18:20.160]  正是應該天天歡歡喜喜感謝父神的時候
[00:18:20.160 --> 00:18:22.680]  竟然有怨言發生
[00:18:22.680 --> 00:18:24.880]  一定要處理
[00:18:24.880 --> 00:18:25.880]  你看看
[00:18:25.880 --> 00:18:27.440]  十二的使徒
[00:18:27.440 --> 00:18:30.560]  叫眾門徒來
[00:18:30.560 --> 00:18:32.440]  說甚麼
[00:18:32.440 --> 00:18:34.200]  第一句說話
[00:18:34.200 --> 00:18:37.200]  使徒說我們撇下神的道
[00:18:37.200 --> 00:18:39.520]  去管理飯食
[00:18:39.520 --> 00:18:42.880]  原是不合宜的
[00:18:42.880 --> 00:18:45.320]  這個翻譯得很得體
[00:18:45.320 --> 00:18:47.080]  但是你一聽你知道
[00:18:47.080 --> 00:18:48.760]  使徒走出來
[00:18:48.760 --> 00:18:51.520]  他們說對不起
[00:18:51.520 --> 00:18:53.440]  他們認錯
[00:18:53.440 --> 00:18:55.200]  他們說我們做得不對
[00:18:55.200 --> 00:18:57.680]  不合宜
[00:18:57.680 --> 00:18:59.320]  Sorry
[00:18:59.320 --> 00:19:01.080]  We were wrong
[00:19:01.080 --> 00:19:03.880]  我們不應該這樣做
[00:19:03.880 --> 00:19:06.840]  使徒承擔責任
[00:19:06.840 --> 00:19:08.840]  沒有卸駁
[00:19:08.840 --> 00:19:11.280]  沒有推卸責任
[00:19:11.280 --> 00:19:13.320]  使徒一起出來
[00:19:13.320 --> 00:19:14.960]  十二個使徒
[00:19:14.960 --> 00:19:16.400]  在眾門徒
[00:19:16.400 --> 00:19:18.680]  是不是一萬人開會不知道
[00:19:18.680 --> 00:19:20.960]  不過公開承認
[00:19:20.960 --> 00:19:24.760]  他們有做得不足夠的地方
[00:19:24.760 --> 00:19:26.000]  好的開始
[00:19:26.000 --> 00:19:29.800]  領袖願意承擔責任
[00:19:29.800 --> 00:19:34.640]  但是他們不是停在道歉啟事
[00:19:34.640 --> 00:19:36.560]  然後他們就宣佈
[00:19:36.560 --> 00:19:39.360]  請各位多多為我們祈禱
[00:19:39.360 --> 00:19:41.840]  我們願意十二使徒
[00:19:41.840 --> 00:19:44.040]  繼續鞠躬盡瘁
[00:19:44.040 --> 00:19:46.200]  死而後已
[00:19:46.200 --> 00:19:49.040]  以後我們加強我們的侍奉
[00:19:49.040 --> 00:19:53.320]  我們上班時間由十一節增加到二十二節
[00:19:53.320 --> 00:19:55.040]  我們不回家睡覺
[00:19:55.040 --> 00:19:57.840]  我們在教會裡行床
[00:19:57.840 --> 00:19:59.520]  不是
[00:19:59.520 --> 00:20:01.440]  使徒決定
[00:20:01.440 --> 00:20:03.440]  所以弟兄們
[00:20:03.440 --> 00:20:06.040]  當從你們中間
[00:20:06.040 --> 00:20:10.720]  選七個人出來
[00:20:10.720 --> 00:20:12.080]  我們提過
[00:20:12.080 --> 00:20:16.280]  其實第一張已經選過一次選舉
[00:20:16.280 --> 00:20:20.680]  那次是補選第十二個使徒
[00:20:20.680 --> 00:20:22.400]  領袖
[00:20:22.400 --> 00:20:24.200]  很嚴格的
[00:20:24.200 --> 00:20:26.840]  要由施洗約翰開始
[00:20:26.840 --> 00:20:29.400]  到耶穌升天為止
[00:20:29.400 --> 00:20:31.240]  一直在我們中間
[00:20:31.240 --> 00:20:32.880]  從來沒有離開過
[00:20:32.880 --> 00:20:35.760]  這樣才有候選的資格
[00:20:35.760 --> 00:20:37.560]  現在不同了
[00:20:37.560 --> 00:20:40.280]  這次選七個領袖
[00:20:40.280 --> 00:20:41.640]  資格是什麼
[00:20:41.640 --> 00:20:44.520]  沒有再提施洗約翰了
[00:20:44.520 --> 00:20:48.680]  沒有再提從耶穌開始傳道
[00:20:48.680 --> 00:20:50.400]  到祂升天
[00:20:50.400 --> 00:20:52.160]  都要在我們中間
[00:20:52.160 --> 00:20:54.040]  沒有了 沒有這個資格了
[00:20:54.040 --> 00:20:56.240]  因為如果再用這個資格
[00:20:56.240 --> 00:21:00.440]  所有接下來選出來的七個人
[00:21:00.440 --> 00:21:02.440]  都沒有資格
[00:21:02.440 --> 00:21:04.680]  使徒學得很快
[00:21:04.680 --> 00:21:05.880]  這次他們說
[00:21:05.880 --> 00:21:07.560]  我們要選的人
[00:21:07.560 --> 00:21:08.760]  選的領袖
[00:21:08.760 --> 00:21:10.520]  是被聖靈充滿
[00:21:10.520 --> 00:21:12.080]  智慧充足
[00:21:12.080 --> 00:21:14.080]  有好明星
[00:21:14.080 --> 00:21:16.800]  三個資格而已
[00:21:16.800 --> 00:21:19.560]  有人說只有兩個資格
[00:21:19.560 --> 00:21:21.360]  好明星
[00:21:21.360 --> 00:21:25.400]  其實是代表他們被聖靈充滿
[00:21:25.400 --> 00:21:27.080]  他們智慧充足
[00:21:27.080 --> 00:21:29.200]  是人所共知
[00:21:29.200 --> 00:21:31.080]  所以不是另一個資格
[00:21:31.080 --> 00:21:32.200]  是兩個資格
[00:21:32.200 --> 00:21:34.160]  這兩個是公開的資格
[00:21:34.160 --> 00:21:36.480]  要屬靈被聖靈充滿
[00:21:36.480 --> 00:21:38.440]  但是只是屬靈
[00:21:38.440 --> 00:21:39.760]  沒有智慧的
[00:21:39.760 --> 00:21:41.440]  害死教會
[00:21:41.440 --> 00:21:43.200]  反過來
[00:21:43.200 --> 00:21:44.400]  有智慧
[00:21:44.400 --> 00:21:45.400]  不屬靈
[00:21:45.400 --> 00:21:47.200]  又害死教會
[00:21:47.200 --> 00:21:47.800]  明白嗎
[00:21:47.800 --> 00:21:49.120]  兩個資格
[00:21:49.120 --> 00:21:51.600]  相提並論
[00:21:51.600 --> 00:21:53.600]  都是人所共知
[00:21:53.600 --> 00:21:54.800]  你們選吧
[00:21:54.800 --> 00:21:57.240]  選七個屬靈的人
[00:21:57.240 --> 00:22:00.640]  選七個同樣有智慧的人
[00:22:00.640 --> 00:22:02.160]  因為他們要辦事
[00:22:02.160 --> 00:22:03.440]  但是辦事
[00:22:03.440 --> 00:22:06.120]  不是用社會的標準
[00:22:06.120 --> 00:22:08.560]  不是用世俗的經驗
[00:22:08.560 --> 00:22:11.240]  乃是聖靈充滿
[00:22:11.240 --> 00:22:13.240]  智慧充足
[00:22:13.240 --> 00:22:15.680]  在這樣的條件下
[00:22:15.680 --> 00:22:18.000]  他們就選出
[00:22:18.000 --> 00:22:19.720]  史提反
[00:22:19.720 --> 00:22:21.040]  肥利
[00:22:21.040 --> 00:22:22.680]  白羅哥羅
[00:22:22.680 --> 00:22:24.240]  尼加羅
[00:22:24.240 --> 00:22:25.520]  提門
[00:22:25.520 --> 00:22:26.880]  巴米娜
[00:22:26.880 --> 00:22:28.840]  和安提阿人
[00:22:28.840 --> 00:22:30.840]  尼戈拉
[00:22:30.840 --> 00:22:35.480]  你讀這七個名字都是譯音
