
[00:00:00.000 --> 00:00:05.600]  各位大圈子妹 各位朋友 你們好
[00:04:14.000 --> 00:04:17.000]  派槍手冷槍將太郎殺死
[00:04:17.000 --> 00:04:23.000]  太郎的妻子一家被文治秀府所殺害
[00:04:23.000 --> 00:04:26.000]  又逼他嫁給長子太郎
[00:04:26.000 --> 00:04:31.000]  他一直想報仇 將秀府一家置於死地
[00:04:31.000 --> 00:04:34.000]  於是利用他的美色引誘次郎
[00:04:34.000 --> 00:04:38.000]  次郎是一個好色之徒 輕易掉入陷阱
[00:04:38.000 --> 00:04:41.000]  並且挑唆他殺死自己的妻子
[00:04:41.000 --> 00:04:44.000]  迎娶他大嫂為妻
[00:04:44.000 --> 00:04:48.000]  一文治的家從此一落千丈
[00:04:48.000 --> 00:04:51.000]  三郎的父離開一文治家後
[00:04:51.000 --> 00:04:54.000]  在外父家佔路逃國
[00:04:54.000 --> 00:04:56.000]  當他聽聞父親的遭遇
[00:04:56.000 --> 00:05:00.000]  立即速軍前往接父親撫養
[00:05:00.000 --> 00:05:04.000]  於是與他的哥兩軍對壘
[00:05:04.000 --> 00:05:08.000]  次郎的軍隊大敗 只好求和
[00:05:08.000 --> 00:05:11.000]  正當秀府與兒子直虎相會
[00:05:11.000 --> 00:05:14.000]  他的精神恢復正常
[00:05:14.000 --> 00:05:19.000]  就在此時 直虎被埋伏的次郎槍手射殺
[00:05:19.000 --> 00:05:21.000]  死於父親的懷中
[00:05:21.000 --> 00:05:26.000]  秀府在悲痛之餘 也在自殺身亡
[00:05:26.000 --> 00:05:30.000]  直虎的外父帶著軍隊如潮水般
[00:05:30.000 --> 00:05:34.000]  湧向次郎的城邑 將其全部殺光
[00:05:34.000 --> 00:05:37.000]  電影就這樣落幕
[00:05:37.000 --> 00:05:40.000]  黑澤明是一個悲觀主義者
[00:05:40.000 --> 00:05:43.000]  他所拍的電影全部都是悲劇
[00:05:43.000 --> 00:05:45.000]  因為他看到人生就是一個悲劇
[00:05:45.000 --> 00:05:48.000]  他曾經屢次自殺不遂
[00:05:48.000 --> 00:05:52.000]  他如何形容這套花了1200萬美金的製作呢?
[00:05:52.000 --> 00:05:59.000]  他說:上蒼的目光來俯視這一幕人間的悲劇
[00:05:59.000 --> 00:06:06.000]  事實上人間的悲劇就是一個亂字
[00:06:06.000 --> 00:06:08.000]  你打我 我打你
[00:06:08.000 --> 00:06:12.000]  蘇東坡寫了一個非常有趣的詞
[00:06:12.000 --> 00:06:16.000]  名字叫做滿庭荒 倭國虛名
[00:06:16.000 --> 00:06:18.000]  這首詞是這樣說的
[00:06:18.000 --> 00:06:23.000]  倭國虛名 形頭名利 宣內沉葬肝亡
[00:06:23.000 --> 00:06:27.000]  是皆前定 誰弱又誰強
[00:06:27.000 --> 00:06:33.000]  且陣閒身未老 盡放我 奢侈疏狂
[00:06:33.000 --> 00:06:37.000]  百年裡 混教是罪 三萬六千場
[00:06:37.000 --> 00:06:44.000]  是良能幾許 憂愁風雨 一半相仿
[00:06:44.000 --> 00:06:47.000]  又何須 抵死說短論長
[00:06:47.000 --> 00:06:53.000]  恨對清風浩月 抬恩錢 雲幕高漲
[00:06:53.000 --> 00:06:58.000]  江南好 千宗美酒 一曲滿庭荒
[00:06:58.000 --> 00:07:05.000]  倭國虛名 形頭名利 宣內沉葬肝亡
[00:07:05.000 --> 00:07:08.000]  蘇東坡引用莊子的一個故事
[00:07:08.000 --> 00:07:12.000]  在倭牛的兩隻國裡分別有兩個國家
[00:07:12.000 --> 00:07:14.000]  一個叫做諸國 一個叫做蠻國
[00:07:14.000 --> 00:07:17.000]  為了那些少到不能再少的土地
[00:07:17.000 --> 00:07:21.000]  竟然之間打起來 打到難分難解
[00:07:21.000 --> 00:07:25.000]  人類不覺得好笑 有沒有搞錯
[00:07:25.000 --> 00:07:28.000]  為了那麼少的東西就打到你死我活
[00:07:28.000 --> 00:07:31.000]  但想想我們自己何嘗不是這樣
[00:07:31.000 --> 00:07:33.000]  往往為了一些鑰匙
[00:07:33.000 --> 00:07:36.000]  少到好像微塵一樣的利益
[00:07:36.000 --> 00:07:38.000]  打個你死我活
[00:07:38.000 --> 00:07:40.000]  又為了那些虛幻的明星
[00:07:40.000 --> 00:07:43.000]  磨來磨去 直直呢
[00:07:43.000 --> 00:07:48.000]  況且時階前定 誰弱又誰強呢
[00:07:48.000 --> 00:07:50.000]  一切都不在我們控制之內
[00:07:50.000 --> 00:07:53.000]  你以為是強者 他們是不是真的強呢
[00:07:53.000 --> 00:07:56.000]  你以為是弱者 他們是不是真的弱呢
[00:07:56.000 --> 00:07:58.000]  蘇東坡真的看透人生
[00:07:58.000 --> 00:08:03.000]  思量能幾許 優秀風雨一半相仿
[00:08:03.000 --> 00:08:06.000]  又何須抵死說短論長
[00:08:06.000 --> 00:08:10.000]  仔細想一想 計算一下人的人生
[00:08:10.000 --> 00:08:14.000]  有多少優秀和風雨呢 大概一半就知道了
[00:08:14.000 --> 00:08:16.000]  所以何必斤斤計較
[00:08:16.000 --> 00:08:19.000]  鬥個你死我活 爭個成敗輸贏
[00:08:19.000 --> 00:08:23.000]  倒不如飲飲美酒 上上江南美景
[00:08:23.000 --> 00:08:27.000]  聽聽一曲滿庭芳 豈不是更加聰明
[00:08:27.000 --> 00:08:31.000]  但人始終都學不到這個功課
[00:08:31.000 --> 00:08:35.000]  在2019年台灣人選上亂這個字
[00:08:35.000 --> 00:08:37.000]  來形容這個世界局勢
[00:08:37.000 --> 00:08:40.000]  觀看這幾年的世界真是一片混亂
[00:08:40.000 --> 00:08:43.000]  無論是俄夫戰爭 以巴戰爭
[00:08:43.000 --> 00:08:46.000]  世界貿易戰 COVID-19 疫症
[00:08:46.000 --> 00:08:48.000]  真是亂七八糟
[00:08:48.000 --> 00:08:52.000]  其實 何止呢 這幾年是這樣
[00:08:52.000 --> 00:08:56.000]  你看一看歷史 在幾千年順時當中
[00:08:56.000 --> 00:09:00.000]  大概二百年沒有記載過有戰爭
[00:09:00.000 --> 00:09:03.000]  沒有記載不等於沒有 只不過是沒有記載
[00:09:03.000 --> 00:09:06.000]  在美國過去47個總統
[00:09:06.000 --> 00:09:09.000]  只有4個總統之內沒有發動過戰爭
[00:09:09.000 --> 00:09:12.000]  其中一個很有趣的就是特朗普
[00:09:12.000 --> 00:09:15.000]  其實我們看一看創世紀第十一章
[00:09:15.000 --> 00:09:18.000]  有關巴別塔和巴別城的故事
[00:09:18.000 --> 00:09:23.000]  這豈不是往往見到歷史不住的重演
[00:09:23.000 --> 00:09:27.000]  今天這個世界豈不是重逢了昔日的巴別塔
[00:09:27.000 --> 00:09:31.000]  稱為巴別塔2.0 雖不重要也不遠矣
[00:09:31.000 --> 00:09:36.000]  我們仔細來看一看這段精彩的經文
[00:09:36.000 --> 00:09:39.000]  這個世界的亂局早在幾千年前
[00:09:39.000 --> 00:09:41.000]  聖經已經記載過
[00:09:41.000 --> 00:09:45.000]  只不過今天是重覆而又重覆
[00:09:45.000 --> 00:09:48.000]  首先我們看巴別城
[00:09:48.000 --> 00:09:52.000]  城這個字是聖經其中一個非常重要的主題
[00:09:52.000 --> 00:09:56.000]  聖經告訴我們當該人被驅逐出伊甸園時
[00:09:56.000 --> 00:09:58.000]  漂流在大地
[00:09:58.000 --> 00:10:02.000]  他做了兩件非常重要的事去解決問題
[00:10:02.000 --> 00:10:05.000]  第一他生了兒子叫做爾諾
[00:10:05.000 --> 00:10:08.000]  第二他建了座城也取名爾諾
[00:10:08.000 --> 00:10:10.000]  爾諾是什麼意思呢
[00:10:10.000 --> 00:10:15.000]  原來爾諾這個希伯來文是第二次創造的意思
[00:10:15.000 --> 00:10:17.000]  該人要建立自己的王國
[00:10:17.000 --> 00:10:20.000]  要創造他自己的時代
[00:10:20.000 --> 00:10:23.000]  一個永恆的王國一個永恆的時代
[00:10:23.000 --> 00:10:27.000]  與神的角度去對抗去對行
[00:10:27.000 --> 00:10:30.000]  創世紀第一章是講到神的創造
[00:10:30.000 --> 00:10:33.000]  到第四章的時候就是人的創造
[00:10:33.000 --> 00:10:37.000]  創造人類子有孫孫子子孫孫
[00:10:37.000 --> 00:10:39.000]  無窮盡也
[00:10:39.000 --> 00:10:42.000]  這是人版的永恆
[00:10:42.000 --> 00:10:44.000]  城又是什麼意思呢
[00:10:44.000 --> 00:10:46.000]  希伯來文很有趣
[00:10:46.000 --> 00:10:48.000]  中國的文字是沒有字母的
[00:10:48.000 --> 00:10:51.000]  我們的文字都是和象形有關係的
[00:10:51.000 --> 00:10:55.000]  例如日象形太陽月象形月亮
[00:10:55.000 --> 00:10:57.000]  雨象形下雨
[00:10:57.000 --> 00:11:00.000]  這些都是象形指示的例子
[00:11:00.000 --> 00:11:06.000]  後來發展到後期進入了我們所謂形聲和轉借的年代
[00:11:06.000 --> 00:11:09.000]  或者是組合兩個不同的形象
[00:11:09.000 --> 00:11:13.000]  日和月就是明光明的明
[00:11:13.000 --> 00:11:15.000]  周就是象形指示
[00:11:15.000 --> 00:11:19.000]  從而生出有艇艦等等
[00:11:19.000 --> 00:11:24.000]  但希伯來文是用字母寫成的
[00:11:24.000 --> 00:11:26.000]  希伯來文總共有22個字母
[00:11:26.000 --> 00:11:28.000]  第一個字母叫Alph
[00:11:28.000 --> 00:11:30.000]  第二個字母叫Bat
[00:11:30.000 --> 00:11:33.000]  所以英文的Alphabet是由這兩個字母組成的
[00:11:33.000 --> 00:11:35.000]  有趣的地方
[00:11:35.000 --> 00:11:37.000]  希伯來文字也是象形的
[00:11:37.000 --> 00:11:40.000]  每一個字母都有幅圖畫的
[00:11:40.000 --> 00:11:44.000]  我們來看看城市這個字
[00:11:44.000 --> 00:11:46.000]  希伯來文是什麼意思呢
[00:11:46.000 --> 00:11:48.000]  希伯來文的城市這個字
[00:11:48.000 --> 00:11:50.000]  第一個字母叫Ayin
[00:11:50.000 --> 00:11:52.000]  形象兩隻眼
[00:11:52.000 --> 00:11:54.000]  原來這個字母是指眼
[00:11:54.000 --> 00:11:58.000]  有些人說是一隻善的一隻惡的
[00:11:58.000 --> 00:12:01.000]  中間的字叫Yuk
[00:12:01.000 --> 00:12:03.000]  是象徵一隻手
[00:12:03.000 --> 00:12:06.000]  可以是神的手也可以是人的手
[00:12:06.000 --> 00:12:09.000]  最後一個字母叫Resh
[00:12:09.000 --> 00:12:11.000]  是象徵頭
[00:12:11.000 --> 00:12:13.000]  人的頭操縱整個身體
[00:12:13.000 --> 00:12:17.000]  為什麼城市是由這三個字母組成的呢
[00:12:17.000 --> 00:12:22.000]  首先我們知道每一個城市都有一個瞭望站
[00:12:22.000 --> 00:12:26.000]  守望者在那裡觀看有沒有人進攻
[00:12:26.000 --> 00:12:28.000]  所以城市是有眼的
[00:12:28.000 --> 00:12:32.000]  葛羅梅娥說若不是夜禍看守城市
[00:12:32.000 --> 00:12:35.000]  看守的人就往年警醒
[00:12:35.000 --> 00:12:38.000]  意思是城市的穩定和保障
[00:12:38.000 --> 00:12:41.000]  並不在乎人的眼而是在乎神的眼
[00:12:41.000 --> 00:12:44.000]  第二個Yuk字就是象徵一隻手
[00:12:44.000 --> 00:12:48.000]  手是代表創作、工藝、建築
[00:12:48.000 --> 00:12:51.000]  所以城市和創作科技是分不開的
[00:12:51.000 --> 00:12:55.000]  問題就是神的創造還是人的創造
[00:12:55.000 --> 00:12:59.000]  巴別塔和巴別城正是一個很好的例子
[00:12:59.000 --> 00:13:01.000]  最後一個字母是Resh
[00:13:01.000 --> 00:13:04.000]  Resh是頭整個身體的操縱者
[00:13:04.000 --> 00:13:08.000]  問題就是誰是城市之頭呢
[00:13:08.000 --> 00:13:11.000]  是統治者是誰呢
[00:13:11.000 --> 00:13:14.000]  是創造天地萬物的主宰呢
[00:13:14.000 --> 00:13:17.000]  還是每個人都犯了罪的人呢
[00:13:17.000 --> 00:13:19.000]  明白這個字的意思
[00:13:19.000 --> 00:13:21.000]  我們再研讀創世紀第十一章
[00:13:21.000 --> 00:13:24.000]  有關巴別塔和巴別城的故事
[00:13:24.000 --> 00:13:27.000]  我們就容易了解得多了
[00:13:27.000 --> 00:13:30.000]  第二我們要看看這個巴別塔
[00:13:30.000 --> 00:13:33.000]  巴別塔和巴別城的故事
[00:13:33.000 --> 00:13:35.000]  是記載在創世紀第十一章第一節
[00:13:35.000 --> 00:13:37.000]  第九節
[00:13:37.000 --> 00:13:41.000]  那時天下人的口音言語都是一樣
[00:13:41.000 --> 00:13:44.000]  他們往東邊遷移的時候
[00:13:44.000 --> 00:13:47.000]  在斯那地遇見一片平原
[00:13:47.000 --> 00:13:49.000]  就住在那裡
[00:13:49.000 --> 00:13:50.000]  他們彼此相談說
[00:13:50.000 --> 00:13:52.000]  來吧我們要做磚
[00:13:52.000 --> 00:13:54.000]  把磚燒透了
[00:13:54.000 --> 00:13:56.000]  他們就拿磚當石頭
[00:13:56.000 --> 00:13:59.000]  又拿石漆當灰泥
[00:13:59.000 --> 00:14:01.000]  他們說來吧
[00:14:01.000 --> 00:14:03.000]  我們要建造一座城和一座塔
[00:14:03.000 --> 00:14:05.000]  塔頂通天
[00:14:05.000 --> 00:14:07.000]  為要傳揚我們的名
[00:14:07.000 --> 00:14:10.000]  免得我們分散在全地上
[00:14:10.000 --> 00:14:14.000]  耶和華降臨要看世人所建造的城和塔
[00:14:14.000 --> 00:14:16.000]  耶和華說來吧
[00:14:16.000 --> 00:14:18.000]  他們成為一樣的人們
[00:14:18.000 --> 00:14:20.000]  都是一樣的言語
[00:14:20.000 --> 00:14:21.000]  如今做起事來
[00:14:21.000 --> 00:14:24.000]  以後他們所要做的事就沒有不成就了
[00:14:24.000 --> 00:14:26.000]  我們下去
[00:14:26.000 --> 00:14:28.000]  在那裡辯論他們的口音
[00:14:28.000 --> 00:14:30.000]  使他們的言語彼此不通
[00:14:30.000 --> 00:14:34.000]  至於耶和華使他們在那裡分散在全地上
[00:14:34.000 --> 00:14:37.000]  他們就停工不做那成了
[00:14:37.000 --> 00:14:41.000]  因為耶和華在那裡辯論天下人的言語
[00:14:41.000 --> 00:14:44.000]  使眾人分散在全地上
[00:14:44.000 --> 00:14:46.000]  所以那成名叫巴別
[00:14:46.000 --> 00:14:49.000]  就是辯論的意思
[00:14:49.000 --> 00:14:54.000]  鄺炳釗博士在這段聖經裡有非常精彩的分析
[00:14:54.000 --> 00:14:57.000]  首先我們看看這段經文的排列
[00:14:57.000 --> 00:15:00.000]  第一節天下人的口音
[00:15:00.000 --> 00:15:02.000]  我們儘管當作A
[00:15:02.000 --> 00:15:07.000]  第二節往東一千年住在一塊平原
[00:15:07.000 --> 00:15:09.000]  我們當作B
[00:15:09.000 --> 00:15:13.000]  第三節的四節建造城和塔
[00:15:13.000 --> 00:15:17.000]  第五節神降臨視察
[00:15:17.000 --> 00:15:18.000]  我們當作D
[00:15:18.000 --> 00:15:20.000]  第四節是C
[00:15:20.000 --> 00:15:25.000]  第六節第七節計劃建造城和塔
[00:15:25.000 --> 00:15:28.000]  剛剛從第三節建造城和塔
[00:15:28.000 --> 00:15:30.000]  是剛剛平衡的
[00:15:30.000 --> 00:15:33.000]  第八節就說人分散在全地
[00:15:33.000 --> 00:15:34.000]  我們當作B
[00:15:34.000 --> 00:15:38.000]  和第B那裡往東一千年住在一起
[00:15:38.000 --> 00:15:40.000]  現在就分散全地
[00:15:40.000 --> 00:15:44.000]  第九節就說天下人的言語亂了
[00:15:44.000 --> 00:15:48.000]  和第一節所說的天下人的言語一樣
[00:15:48.000 --> 00:15:52.000]  從上述的排列我們至少可以找到幾個特點
[00:15:52.000 --> 00:15:54.000]  非常恭敬的排列
[00:15:54.000 --> 00:15:57.000]  前一步是說人的作為
[00:15:57.000 --> 00:16:00.000]  後一步是說神的作為
[00:16:00.000 --> 00:16:03.000]  前一步的中心是字
[00:16:03.000 --> 00:16:06.000]  後一步的中心是亂
[00:16:06.000 --> 00:16:09.000]  神降臨視察是整段的中心
[00:16:09.000 --> 00:16:11.000]  也是關鍵性的轉譯
[00:16:11.000 --> 00:16:14.000]  從文體來說這是一個詩歌的題材
[00:16:14.000 --> 00:16:17.000]  不是歷史的技術的文
[00:16:17.000 --> 00:16:21.000]  我們再來看看這段經文的用字非常有趣
[00:16:21.000 --> 00:16:24.000]  第一節和第九節都有這個字
[00:16:24.000 --> 00:16:26.000]  天下人的言語
[00:16:26.000 --> 00:16:28.000]  第二節到第八節都有這個字
[00:16:28.000 --> 00:16:29.000]  那裡
[00:16:29.000 --> 00:16:32.000]  第三節到第七節都有這個字
[00:16:32.000 --> 00:16:34.000]  是有彼此
[00:16:34.000 --> 00:16:38.000]  唯獨是我們看到第三節後半段
[00:16:38.000 --> 00:16:41.000]  就說我們作尊那
[00:16:41.000 --> 00:16:44.000]  希伯來文就是LBN
[00:16:44.000 --> 00:16:47.000]  而我們要辯論
[00:16:47.000 --> 00:16:51.000]  希伯來文就是NBL
[00:16:51.000 --> 00:16:55.000]  第四節和第五節是建造
[00:16:55.000 --> 00:16:59.000]  第四節的B和第五節的B是城和塔
[00:16:59.000 --> 00:17:03.000]  耶和華要臨來看一看
[00:17:03.000 --> 00:17:07.000]  但從上述的排列我們可以清楚看到這段經文的特色
[00:17:07.000 --> 00:17:10.000]  有很多字類都是重複使用的
[00:17:10.000 --> 00:17:12.000]  有強烈的對比
[00:17:12.000 --> 00:17:15.000]  耶和華剛臨要看一看這一句
[00:17:15.000 --> 00:17:19.000]  它的用字和承斷是唯一沒有重複的
[00:17:19.000 --> 00:17:23.000]  很明顯這是典型的希伯來文的詩歌題材
[00:17:23.000 --> 00:17:26.000]  不是記述人類歷史的過程
[00:17:26.000 --> 00:17:30.000]  重點是人企圖到神覺力
[00:17:30.000 --> 00:17:33.000]  在人類這個偉大的工程裡
[00:17:33.000 --> 00:17:36.000]  有三件事是非常重要的
[00:17:36.000 --> 00:17:39.000]  第一有同一的語言
[00:17:39.000 --> 00:17:43.000]  第一句是那時天地人的口音
[00:17:43.000 --> 00:17:46.000]  語言到時一樣
[00:17:46.000 --> 00:17:49.000]  一樣的語言一樣的口音
[00:17:49.000 --> 00:17:52.000]  將人間的隔膜除掉
[00:17:52.000 --> 00:17:56.000]  這是人類走向地球穿的一個重要的元素
[00:17:56.000 --> 00:18:01.000]  沒有一樣的語言就沒有彼此的共通點
[00:18:01.000 --> 00:18:04.000]  地球一體化的實踐就難得多
[00:18:04.000 --> 00:18:09.000]  我們看看今天這個巴別塔的二點文是不是一樣
[00:18:09.000 --> 00:18:12.000]  Google translate很方便
[00:18:12.000 --> 00:18:14.000]  我們去日本
[00:18:14.000 --> 00:18:17.000]  日本人很少說英文
[00:18:17.000 --> 00:18:20.000]  有一次我們想找地方去7-11問路
[00:18:20.000 --> 00:18:23.000]  雞同鴨講
[00:18:23.000 --> 00:18:26.000]  好彩我們有手機他們有手機
[00:18:26.000 --> 00:18:29.000]  我講英文就翻譯成日本文
[00:18:29.000 --> 00:18:32.000]  他們看日本文就講日本文翻譯成英文
[00:18:32.000 --> 00:18:37.000]  有Google translate就完全沒有問題
[00:18:37.000 --> 00:18:41.000]  同一個語言AI更加重要
[00:18:41.000 --> 00:18:46.000]  AI不就是一樣可以讓人更加可以完全通過語言
[00:18:46.000 --> 00:18:50.000]  就算你不懂日本文你也不需要怕
[00:18:50.000 --> 00:18:53.000]  拿著手機就可以隨時溝通
[00:18:53.000 --> 00:18:56.000]  似乎有同一的語言
[00:18:56.000 --> 00:19:03.000]  我們是否重覆了幾千年前巴別塔的故事一樣
[00:19:03.000 --> 00:19:07.000]  是走同一的路線同一的語言
[00:19:07.000 --> 00:19:11.000]  回到創世紀第十一章的環境
[00:19:11.000 --> 00:19:14.000]  所以第一是語言的問題
[00:19:14.000 --> 00:19:18.000]  同一個語言帶來整個世界完全不同
[00:19:18.000 --> 00:19:21.000]  當這個地球一體化的時候
[00:19:21.000 --> 00:19:25.000]  你會發覺傳染病可以傳染得很快
[00:19:25.000 --> 00:19:28.000]  整個世界打坐一個黑痴
[00:19:28.000 --> 00:19:31.000]  可能影響很大很大
[00:19:31.000 --> 00:19:33.000]  這個世界可能一兩個人
[00:19:33.000 --> 00:19:37.000]  可以將整個世界變成亂七八糟
[00:19:37.000 --> 00:19:41.000]  亦可以將整個世界影響得很厲害
[00:19:41.000 --> 00:19:44.000]  因為這個地球是圈來的
[00:19:44.000 --> 00:19:46.000]  是有關聯的
[00:19:46.000 --> 00:19:51.000]  同一個語言帶來這個地球圈更加緊密
[00:19:51.000 --> 00:19:55.000]  這就是創世紀第十一章的描繪
[00:19:55.000 --> 00:19:57.000]  第二我們講科技的問題
[00:19:57.000 --> 00:20:02.000]  科技是用磚是用瓦是用石頭是用石漆
[00:20:02.000 --> 00:20:07.000]  人們就用這些科技去建一個巴別城
[00:20:07.000 --> 00:20:09.000]  巴別塔
[00:20:09.000 --> 00:20:13.000]  事到今日我們的科技是電腦是AI
[00:20:13.000 --> 00:20:16.000]  是太空站是火箭
[00:20:16.000 --> 00:20:21.000]  導致巴別塔的1.0更高更強更快更勁
[00:20:21.000 --> 00:20:27.000]  你看看今日這個AI的設備會不會影響很大
[00:20:27.000 --> 00:20:29.000]  事實上是
[00:20:29.000 --> 00:20:32.000]  你看看十九世紀的時候
[00:20:32.000 --> 00:20:34.000]  Product的菲林
[00:20:34.000 --> 00:20:39.000]  全世界的菲林市場有100年之久
[00:20:39.000 --> 00:20:41.000]  大約20世紀都仍然是
[00:20:41.000 --> 00:20:44.000]  去到21世紀不用幾年
[00:20:44.000 --> 00:20:48.000]  Product的菲林立即倒塌宣佈破產
[00:20:48.000 --> 00:20:51.000]  由數位攝影機一來的時候
[00:20:51.000 --> 00:20:53.000]  全部都改了
[00:20:53.000 --> 00:20:54.000]  你想一想
[00:20:54.000 --> 00:20:56.000]  AI如果通行的時候
[00:20:56.000 --> 00:20:58.000]  自動駕駛的車
[00:20:58.000 --> 00:21:02.000]  甚至可以用太陽能去電池都不用的
[00:21:02.000 --> 00:21:06.000]  你想想對這個世界影響有多大
[00:21:06.000 --> 00:21:09.000]  AI可以代替多少的工作呢
[00:21:09.000 --> 00:21:12.000]  這個是很可怕的
[00:21:12.000 --> 00:21:14.000]  太空站火箭
[00:21:14.000 --> 00:21:17.000]  你看科技的發展
[00:21:17.000 --> 00:21:20.000]  是不是好像創世紀第十一章
[00:21:20.000 --> 00:21:23.000]  那個巴別塔一樣
[00:21:23.000 --> 00:21:27.000]  可能比巴別塔1.0更高更強更快更勁
[00:21:27.000 --> 00:21:30.000]  這些都是表面的
[00:21:30.000 --> 00:21:33.000]  第三個更加重要的元素
[00:21:33.000 --> 00:21:35.000]  就是背後動機的元素
[00:21:35.000 --> 00:21:38.000]  有一個強烈宗教信仰的問題
[00:21:38.000 --> 00:21:40.000]  我們要留意
[00:21:40.000 --> 00:21:42.000]  巴別塔和巴別城背後
[00:21:42.000 --> 00:21:45.000]  隱藏著一個非常厲害的宗教信仰
[00:21:45.000 --> 00:21:51.000]  人的創造比神的創造更勁更強更快更厲害
[00:21:51.000 --> 00:21:53.000]  你看看第四節
