
[00:00:00.000 --> 00:00:02.000]  (音量問題)
[00:03:57.400 --> 00:03:59.400]  其實這個故事也說到
[00:03:59.400 --> 00:04:02.000]  其實有時候愛都是一些
[00:04:02.000 --> 00:04:03.600]  操控就是一些什麼東西
[00:04:03.600 --> 00:04:08.400]  操控就是我好像對你表達愛
[00:04:08.400 --> 00:04:12.000]  然後我給了一些你想要的東西
[00:04:12.000 --> 00:04:15.000]  好像任我行給了一本葵花寶殿給東方不敗
[00:04:15.000 --> 00:04:17.200]  給一些你想要的東西
[00:04:17.200 --> 00:04:19.200]  我給一些你想要的東西
[00:04:19.200 --> 00:04:21.800]  但是我不是
[00:04:21.800 --> 00:04:25.800]  最終我可以說我希望的不是大家的付出
[00:04:25.800 --> 00:04:28.400]  我是希望給了這些東西之後
[00:04:28.400 --> 00:04:29.800]  我可以得回一些東西
[00:04:29.800 --> 00:04:33.000]  我是希望你會
[00:04:33.000 --> 00:04:34.000]  可以這麼說
[00:04:34.000 --> 00:04:35.400]  順應班王
[00:04:35.400 --> 00:04:37.600]  可以這麼說 誇張一點說
[00:04:37.600 --> 00:04:39.800]  舉一個實際的例子
[00:04:39.800 --> 00:04:43.000]  就是我太婆
[00:04:43.000 --> 00:04:44.200]  我奶奶怎麼這麼說
[00:04:44.200 --> 00:04:47.000]  我奶奶就相信了耶穌回到天家
[00:04:47.000 --> 00:04:48.600]  所以說她壞話也不要緊
[00:04:48.600 --> 00:04:51.000]  她在天上已經算了
[00:04:51.000 --> 00:04:54.000]  好 譬如我跟你說過
[00:04:54.000 --> 00:04:57.600]  我奶奶和我媽媽
[00:04:57.600 --> 00:05:00.000]  就有一些黃萬利和白燕的故事
[00:05:00.000 --> 00:05:02.200]  就是婆媳之爭
[00:05:02.200 --> 00:05:04.400]  婆媳之爭你知道了
[00:05:04.400 --> 00:05:05.400]  一件事就是
[00:05:05.400 --> 00:05:07.800]  當然就是爭兒子或者老公
[00:05:07.800 --> 00:05:09.600]  我爸爸就
[00:05:09.600 --> 00:05:11.200]  他人也挺冷漠的
[00:05:11.200 --> 00:05:11.800]  可以這麼說
[00:05:11.800 --> 00:05:13.600]  所以兩邊都爭不了
[00:05:13.600 --> 00:05:15.600]  就是一爭他就躲在一邊
[00:05:15.600 --> 00:05:17.200]  這樣走開一邊
[00:05:17.200 --> 00:05:19.800]  於是爭一個大的男人爭不了
[00:05:19.800 --> 00:05:20.200]  那又怎麼樣呢
[00:05:20.200 --> 00:05:21.600]  爭一個小男人
[00:05:21.600 --> 00:05:22.600]  就是爭我們
[00:05:22.600 --> 00:05:24.400]  有些孫子
[00:05:24.400 --> 00:05:28.000]  所以我記得我小時候
[00:05:28.000 --> 00:05:30.000]  就是中學的年代
[00:05:30.000 --> 00:05:34.200]  特別是我奶奶每天早上起來
[00:05:34.200 --> 00:05:36.600]  就煮早餐給我們吃
[00:05:36.600 --> 00:05:38.800]  那時候我住在香港島
[00:05:38.800 --> 00:05:40.400]  就是住在銅鑼灣那裡
[00:05:40.400 --> 00:05:42.600]  然後我爸爸幫我報學
[00:05:42.600 --> 00:05:44.000]  就報去九龍
[00:05:44.000 --> 00:05:45.000]  我回英華
[00:05:45.000 --> 00:05:46.600]  有沒有人英華的
[00:05:46.600 --> 00:05:48.800]  英華書院一個人會走
[00:05:48.800 --> 00:05:50.200]  什麼
[00:05:50.200 --> 00:05:50.800]  OK
[00:05:50.800 --> 00:05:52.600]  現在英華搬到深水埗
[00:05:52.600 --> 00:05:54.800]  當然就是九龍航牛津
[00:05:54.800 --> 00:05:57.000]  住在銅鑼灣
[00:05:57.000 --> 00:05:59.000]  要搭103巴士
[00:05:59.000 --> 00:06:02.000]  走去航津上學
[00:06:02.000 --> 00:06:04.000]  所以要很早起床
[00:06:04.000 --> 00:06:05.000]  然後走過維園
[00:06:05.000 --> 00:06:06.400]  然後再搭巴士
[00:06:06.400 --> 00:06:09.000]  我奶奶於是每天早上
[00:06:09.000 --> 00:06:09.600]  我早起
[00:06:09.600 --> 00:06:10.400]  她更早起
[00:06:10.400 --> 00:06:12.400]  就煮個麵給我
[00:06:12.400 --> 00:06:14.000]  很偉大
[00:06:14.000 --> 00:06:18.000]  不過我奶奶和我煮完麵之後
[00:06:18.000 --> 00:06:19.400]  就是服侍我們之後
[00:06:19.400 --> 00:06:23.400]  時不時就會小聲跟我說一句
[00:06:23.400 --> 00:06:24.200]  就是回家後
[00:06:24.200 --> 00:06:25.600]  我孫子就說
[00:06:25.600 --> 00:06:29.000]  你看看你媽媽早上要做什麼
[00:06:31.200 --> 00:06:34.200]  老實說
[00:06:34.200 --> 00:06:38.600]  你說我奶奶是不是真的服侍我們呢
[00:06:38.600 --> 00:06:39.800]  你問她的話
[00:06:39.800 --> 00:06:41.200]  我想她會說真的
[00:06:41.200 --> 00:06:42.800]  她也不是真的騙自己
[00:06:42.800 --> 00:06:45.200]  她真的想服侍我們
[00:06:45.200 --> 00:06:47.600]  不過對她來說
[00:06:47.600 --> 00:06:53.000]  下意識她服侍我們的一個好處
[00:06:53.000 --> 00:06:56.000]  就是順便可以拉攏人心
[00:06:56.000 --> 00:06:57.600]  她就不是任我行
[00:06:57.600 --> 00:06:58.800]  我奶奶不是任我行
[00:06:58.800 --> 00:07:00.200]  所以那些麵沒有毒的
[00:07:00.200 --> 00:07:02.200]  不會吃到變成怪人
[00:07:02.200 --> 00:07:06.400]  所以她是真的付出
[00:07:06.400 --> 00:07:07.800]  但是付出之餘
[00:07:07.800 --> 00:07:10.800]  她是希望有一些副作用產生
[00:07:10.800 --> 00:07:13.800]  這些副作用都是為自己的好處
[00:07:13.800 --> 00:07:16.200]  往往有時候這些愛
[00:07:16.200 --> 00:07:22.800]  才在我們人與人之間的關係上
[00:07:22.800 --> 00:07:25.800]  這些東西才往往前後不清
[00:07:25.800 --> 00:07:27.400]  有時候譬如說一句
[00:07:27.400 --> 00:07:30.600]  你的家人罵你一頓死的
[00:07:30.600 --> 00:07:32.200]  他也知道他錯
[00:07:32.200 --> 00:07:33.400]  你也知道他錯
[00:07:33.400 --> 00:07:34.800]  或者你罵了人
[00:07:34.800 --> 00:07:37.400]  大家都知道誰罵人都是錯的
[00:07:37.400 --> 00:07:39.600]  但是當你去操控的時候
[00:07:39.600 --> 00:07:43.600]  難在操控的人覺得自己理所當然
[00:07:43.600 --> 00:07:47.400]  我奶奶覺得我這麼辛苦為你煮麵
[00:07:47.400 --> 00:07:51.200]  說兩句讚自己兩句理所當然
[00:07:51.200 --> 00:07:53.600]  我小時候聽的時候
[00:07:53.600 --> 00:07:55.200]  其實我都不是很喜歡
[00:07:55.200 --> 00:07:57.000]  不過就無言以對
[00:07:57.000 --> 00:07:58.800]  所以我奶奶這樣跟我說
[00:07:58.800 --> 00:08:00.600]  就沒有話說
[00:08:00.600 --> 00:08:02.200]  又不想得罪奶奶
[00:08:02.200 --> 00:08:03.800]  沒有面性
[00:08:03.800 --> 00:08:06.200]  不過
[00:08:06.200 --> 00:08:08.200]  所以有時候
[00:08:08.200 --> 00:08:11.600]  特別是我發覺在家人的關係之中
[00:08:11.600 --> 00:08:15.000]  這是最大的一個危機
[00:08:15.000 --> 00:08:17.400]  因為在家人之中
[00:08:17.400 --> 00:08:20.600]  你是最清楚對方的死意
[00:08:20.600 --> 00:08:25.000]  你知道有些什麼東西可以氣死對方
[00:08:25.000 --> 00:08:26.400]  舉個例子來說
[00:08:26.400 --> 00:08:29.000]  我也不知道你覺得我是什麼人
[00:08:29.000 --> 00:08:29.600]  我告訴你
[00:08:29.600 --> 00:08:32.600]  其實我也是一個挺辛苦的人
[00:08:32.600 --> 00:08:35.200]  小時候我還記得
[00:08:35.200 --> 00:08:38.200]  這個是我的印象
[00:08:38.200 --> 00:08:40.800]  不是我哥哥的印象
[00:08:40.800 --> 00:08:42.000]  我記得我小時候
[00:08:42.000 --> 00:08:45.200]  我家裡有一個姐姐一個哥哥
[00:08:45.200 --> 00:08:47.400]  我的印象就是
[00:08:47.400 --> 00:08:50.200]  我小時候很多家務都是我做的
[00:08:50.200 --> 00:08:52.000]  我哥哥什麼都不用做
[00:08:52.000 --> 00:08:53.600]  不過我發覺前兩年
[00:08:53.600 --> 00:08:56.200]  跟我哥哥說這個不是他的記憶
[00:08:56.200 --> 00:08:57.800]  他覺得他做了很多家務
[00:08:57.800 --> 00:09:01.000]  所以哪一個版本是真的
[00:09:01.000 --> 00:09:04.200]  就留給天家我們慢慢再討論
[00:09:04.200 --> 00:09:05.800]  但無論如何
[00:09:05.800 --> 00:09:08.600]  我小時候就覺得
[00:09:08.600 --> 00:09:11.400]  奶奶的事情經常叫我去做
[00:09:11.400 --> 00:09:13.000]  譬如上街買菜
[00:09:13.000 --> 00:09:14.200]  大家知道
[00:09:14.200 --> 00:09:16.200]  那時候我小時候
[00:09:16.200 --> 00:09:17.800]  就是上街買三元牛肉
[00:09:17.800 --> 00:09:19.200]  然後拿一張報紙
[00:09:19.200 --> 00:09:20.800]  然後拿一條水草紮著
[00:09:20.800 --> 00:09:23.200]  纏著三元牛肉回家
[00:09:23.200 --> 00:09:25.600]  我這個年紀的人應該記得
[00:09:25.600 --> 00:09:28.000]  我記得那個年代做什麼
[00:09:28.000 --> 00:09:30.000]  我自己覺得很丟臉
[00:09:30.000 --> 00:09:32.000]  就是上街纏著三元牛肉
[00:09:32.000 --> 00:09:33.400]  報紙包著三元牛肉
[00:09:33.400 --> 00:09:34.600]  穿著拖鞋下去
[00:09:34.600 --> 00:09:36.000]  做這些事情
[00:09:36.000 --> 00:09:39.400]  有大學身份
[00:09:39.400 --> 00:09:42.000]  家裡不喜歡做這些事情
[00:09:42.000 --> 00:09:43.600]  然後就晾衣服
[00:09:43.600 --> 00:09:44.600]  又叫我晾
[00:09:44.600 --> 00:09:47.400]  我曾經試過有一次
[00:09:47.400 --> 00:09:48.600]  就跟奶奶說
[00:09:48.600 --> 00:09:50.000]  罷工我不做
[00:09:50.000 --> 00:09:51.600]  除非你叫我哥哥來做
[00:09:51.600 --> 00:09:52.600]  否則他先做
[00:09:52.600 --> 00:09:53.600]  我就跟著做
[00:09:53.600 --> 00:09:55.000]  我不幫你做
[00:09:55.000 --> 00:09:57.000]  就這樣晾了
[00:09:57.000 --> 00:09:59.000]  奶奶就很聰明
[00:09:59.000 --> 00:10:00.000]  就是
[00:10:00.000 --> 00:10:04.000]  於是她就自己去晾衣服
[00:10:04.000 --> 00:10:07.000]  然後就很慢很慢地晾
[00:10:07.000 --> 00:10:10.000]  我就看著她做這件事
[00:10:10.000 --> 00:10:12.000]  就真的
[00:10:12.000 --> 00:10:14.000]  我這個人真是心軟
[00:10:14.000 --> 00:10:16.000]  就好像獻衣一樣
[00:10:16.000 --> 00:10:18.400]  所以奶奶晾了幾件之後
[00:10:18.400 --> 00:10:20.400]  就死死氣不說話
[00:10:20.400 --> 00:10:23.400]  跑去幫奶奶晾衣服
[00:10:23.400 --> 00:10:25.400]  表示投降
[00:10:25.400 --> 00:10:27.400]  發覺那次
[00:10:27.400 --> 00:10:29.400]  一個珍貴的功課
[00:10:29.400 --> 00:10:31.400]  就發覺你要抗議
[00:10:31.400 --> 00:10:32.400]  要想清楚
[00:10:32.400 --> 00:10:34.400]  如果你心不夠硬
[00:10:34.400 --> 00:10:36.400]  不要玩罷工這種遊戲
[00:10:36.400 --> 00:10:38.400]  之後就死死氣氣
[00:10:38.400 --> 00:10:40.400]  繼續晾衣服
[00:10:40.400 --> 00:10:42.400]  OK
[00:10:42.400 --> 00:10:43.400]  好
[00:10:43.400 --> 00:10:45.400]  那個point就是說
[00:10:45.400 --> 00:10:46.400]  OK
[00:10:46.400 --> 00:10:48.400]  我奶奶就知道我的弱點
[00:10:48.400 --> 00:10:51.400]  所以她就拿到弱點
[00:10:51.400 --> 00:10:53.400]  就功課一成
[00:10:53.400 --> 00:10:55.400]  這些東西其實
[00:10:55.400 --> 00:10:58.400]  是一種很自然的表露
[00:10:58.400 --> 00:11:01.400]  有時候我們不是一個很evil的想法
[00:11:01.400 --> 00:11:04.400]  不過雖然不是很evil的想法
[00:11:04.400 --> 00:11:05.400]  但有很多時候就會
[00:11:05.400 --> 00:11:06.400]  那些evil的東西
[00:11:06.400 --> 00:11:08.400]  那些邪惡的東西自然做出來
[00:11:08.400 --> 00:11:09.400]  說到壞人
[00:11:09.400 --> 00:11:12.400]  壞事多說一下我自己的壞事
[00:11:12.400 --> 00:11:14.400]  譬如舉個例子
[00:11:14.400 --> 00:11:17.400]  你聽了兩晚都知道
[00:11:17.400 --> 00:11:19.400]  我這個人就
[00:11:19.400 --> 00:11:21.400]  都算口齒伶俐
[00:11:21.400 --> 00:11:22.400]  說話很快的
[00:11:22.400 --> 00:11:24.400]  那我大那兩個女兒
[00:11:24.400 --> 00:11:26.400]  思想都很伶俐的
[00:11:26.400 --> 00:11:29.400]  所以有時候一家人吃飯
[00:11:29.400 --> 00:11:31.400]  我就會
[00:11:31.400 --> 00:11:33.400]  責罵我太太兩句
[00:11:33.400 --> 00:11:35.400]  我太太是很純情的人
[00:11:35.400 --> 00:11:37.400]  我的女兒都
[00:11:37.400 --> 00:11:39.400]  責罵了我太太一句話
[00:11:39.400 --> 00:11:41.400]  又老又純情
[00:11:41.400 --> 00:11:42.400]  是你才行的
[00:11:42.400 --> 00:11:44.400]  我的女兒都責罵了我太太一句話
[00:11:44.400 --> 00:11:46.400]  所以
[00:11:46.400 --> 00:11:49.400]  我太太因為這麼純情的緣故
[00:11:49.400 --> 00:11:51.400]  有時候我責罵了她
[00:11:51.400 --> 00:11:52.400]  她都不知道的
[00:11:52.400 --> 00:11:54.400]  不過我女兒知道的
[00:11:54.400 --> 00:11:56.400]  我責罵了我太太
[00:11:56.400 --> 00:11:57.400]  責罵了她媽媽
[00:11:57.400 --> 00:11:58.400]  於是我講一句話
[00:11:58.400 --> 00:11:59.400]  我女兒就會笑
[00:11:59.400 --> 00:12:01.400]  我太太就不知道發生什麼事
[00:12:01.400 --> 00:12:02.400]  繼續做她的事
[00:12:02.400 --> 00:12:05.400]  當我做了這樣的事的時候
[00:12:05.400 --> 00:12:07.400]  心裡面就有一種
[00:12:07.400 --> 00:12:09.400]  猶豫而得的
[00:12:09.400 --> 00:12:11.400]  那種勝利感
[00:12:11.400 --> 00:12:12.400]  責罵了太太
[00:12:12.400 --> 00:12:13.400]  她都不知道
[00:12:13.400 --> 00:12:14.400]  但是
[00:12:14.400 --> 00:12:16.400]  你仔細想一想
[00:12:16.400 --> 00:12:18.400]  其實這件事都很無聊的
[00:12:18.400 --> 00:12:22.400]  她是你太太
[00:12:22.400 --> 00:12:23.400]  責罵她做什麼
[00:12:23.400 --> 00:12:24.400]  還要這麼壞
[00:12:24.400 --> 00:12:26.400]  在女兒面前來責罵她媽媽
[00:12:26.400 --> 00:12:28.400]  這些人真是很壞
[00:12:28.400 --> 00:12:30.400]  我這些人很壞
[00:12:30.400 --> 00:12:31.400]  我就發覺
[00:12:31.400 --> 00:12:33.400]  但是不知道為什麼
[00:12:33.400 --> 00:12:35.400]  人就有一些這樣的
[00:12:35.400 --> 00:12:37.400]  罪性
[00:12:37.400 --> 00:12:39.400]  包括我在內有這樣的罪性
[00:12:39.400 --> 00:12:41.400]  你知道那個人有某些弱點
[00:12:41.400 --> 00:12:44.400]  你好像揉搓一下那些弱點
[00:12:44.400 --> 00:12:47.400]  好像很強
[00:12:47.400 --> 00:12:49.400]  我就知道你死穴在哪裡
[00:12:49.400 --> 00:12:51.400]  這些就是操控
[00:12:51.400 --> 00:12:53.400]  這些就是我們生活的例子
[00:12:53.400 --> 00:12:55.400]  如果你說其他人生活的例子
[00:12:55.400 --> 00:12:57.400]  更多就是譬如說
[00:12:57.400 --> 00:12:59.400]  要求子女
[00:12:59.400 --> 00:13:01.400]  譬如父母會嘗試操控子女
[00:13:01.400 --> 00:13:03.400]  上一輩就經常說
[00:13:03.400 --> 00:13:06.400]  父母要求子女讀什麼讀什麼
[00:13:06.400 --> 00:13:08.400]  不知道你們這一輩
[00:13:08.400 --> 00:13:09.400]  你們還有沒有這樣
[00:13:09.400 --> 00:13:12.400]  大家都可能聽過那些故事
[00:13:12.400 --> 00:13:14.400]  譬如那個
[00:13:14.400 --> 00:13:16.400]  大家最近有沒有看過那套
[00:13:16.400 --> 00:13:18.400]  《Free Idiots》
[00:13:18.400 --> 00:13:20.400]  三個打
[00:13:20.400 --> 00:13:23.400]  作死不離三兄弟
[00:13:23.400 --> 00:13:25.400]  其實那套戲
[00:13:25.400 --> 00:13:27.400]  整套戲
[00:13:27.400 --> 00:13:29.400]  講不出不同的東西
[00:13:29.400 --> 00:13:31.400]  但是我想最中心的主題
[00:13:31.400 --> 00:13:32.400]  都是講
[00:13:32.400 --> 00:13:35.400]  你要追求你自己的夢想
[00:13:35.400 --> 00:13:37.400]  所以譬如其中一個人
[00:13:37.400 --> 00:13:39.400]  很喜歡拍照的人
[00:13:39.400 --> 00:13:41.400]  他經常都想去拍照
[00:13:41.400 --> 00:13:44.400]  但是他的爸爸就覺得
[00:13:44.400 --> 00:13:45.400]  拍照是沒有前途的
[00:13:45.400 --> 00:13:47.400]  所以一定要
[00:13:47.400 --> 00:13:49.400]  要做讀工程學
[00:13:49.400 --> 00:13:51.400]  所以你記不記得後來有一幕
[00:13:51.400 --> 00:13:54.400]  爸爸送了什麼給他
[00:13:54.400 --> 00:13:56.400]  送了一個電腦給他
[00:13:56.400 --> 00:13:58.400]  那這個是不是愛的表達
[00:13:58.400 --> 00:13:59.400]  是
[00:13:59.400 --> 00:14:00.400]  但是這個愛的表達
[00:14:00.400 --> 00:14:02.400]  其實背後有一個
[00:14:02.400 --> 00:14:04.400]  有一個訊息在這裡
[00:14:04.400 --> 00:14:06.400]  我送一個電腦給你
[00:14:06.400 --> 00:14:08.400]  就是叫你好好用電腦
[00:14:08.400 --> 00:14:10.400]  就是叫你做一個engineer
[00:14:10.400 --> 00:14:12.400]  這些就是一個
[00:14:12.400 --> 00:14:15.400]  所謂操控的例子
[00:14:15.400 --> 00:14:16.400]  我愛你
[00:14:16.400 --> 00:14:17.400]  我關心你
[00:14:17.400 --> 00:14:20.400]  所以你應該聽我說
[00:14:20.400 --> 00:14:22.400]  我為你所做的都是為你好
[00:14:22.400 --> 00:14:25.400]  所以你信服我就是應該的
[00:14:25.400 --> 00:14:27.400]  所以這些東西
[00:14:27.400 --> 00:14:29.400]  危險的地方就在於這件事
[00:14:29.400 --> 00:14:32.400]  很多時候我們嘗試去操控人的時候
[00:14:32.400 --> 00:14:34.400]  還覺得自己很偉大
[00:14:34.400 --> 00:14:37.400]  好像那個爸爸送電腦給兒子
[00:14:37.400 --> 00:14:39.400]  他覺得他做了很偉大的事
[00:14:39.400 --> 00:14:42.400]  然後兒子拒絕他的時候
[00:14:42.400 --> 00:14:44.400]  他就覺得兒子不好
[00:14:44.400 --> 00:14:46.400]  他沒有想過自己不好
[00:14:46.400 --> 00:14:47.400]  不過當然了
[00:14:47.400 --> 00:14:49.400]  因為《作死不離三兄弟》這套戲
[00:14:49.400 --> 00:14:51.400]  是喜劇
[00:14:51.400 --> 00:14:53.400]  所以最後當然爸爸也悔改了
[00:14:53.400 --> 00:14:54.400]  所以你記得
[00:14:54.400 --> 00:14:56.400]  爸爸後來就說要買電腦
[00:14:56.400 --> 00:14:58.400]  然後買什麼給他
[00:14:58.400 --> 00:14:59.400]  買個相機給他
[00:14:59.400 --> 00:15:00.400]  very good
[00:15:00.400 --> 00:15:02.400]  大家都記得劇情
[00:15:02.400 --> 00:15:05.400]  這個就代表一個改變
[00:15:05.400 --> 00:15:10.400]  就是由操控轉為不求自己的益處
[00:15:10.400 --> 00:15:15.400]  爸爸明白到原來兒子真正想做的是
[00:15:15.400 --> 00:15:18.400]  拍照的人
[00:15:18.400 --> 00:15:20.400]  所以買相機給他
[00:15:20.400 --> 00:15:22.400]  不是買電腦給他
[00:15:22.400 --> 00:15:25.400]  這件事因為我是父母
[00:15:25.400 --> 00:15:28.400]  所以我特別鼓勵大家
[00:15:28.400 --> 00:15:30.400]  你做父母的話
[00:15:30.400 --> 00:15:33.400]  從小開始要學習這件事
[00:15:33.400 --> 00:15:35.400]  舉個例子來說
[00:15:35.400 --> 00:15:38.400]  小朋友小時候做什麼呢
[00:15:38.400 --> 00:15:40.400]  香港的父母很緊張
[00:15:40.400 --> 00:15:42.400]  三歲小朋友已經買定了
[00:15:42.400 --> 00:15:46.400]  美國什麼出版社出版的英文
[00:15:46.400 --> 00:15:48.400]  walk Disney figure
[00:15:48.400 --> 00:15:50.400]  你想想
[00:15:50.400 --> 00:15:54.400]  我想當年玩遊戲
[00:15:54.400 --> 00:15:56.400]  是到處想出來的遊戲
[00:15:56.400 --> 00:15:58.400]  女孩子就扔那些
[00:15:58.400 --> 00:16:00.400]  米袋之類的東西
[00:16:00.400 --> 00:16:02.400]  你知道的
[00:16:02.400 --> 00:16:06.400]  男孩子就可能射波子
[00:16:06.400 --> 00:16:07.400]  就算了
[00:16:07.400 --> 00:16:09.400]  到處想有什麼玩就有什麼玩
[00:16:09.400 --> 00:16:11.400]  這一代的父母不是這樣的
[00:16:11.400 --> 00:16:12.400]  每樣東西都要想好
[00:16:12.400 --> 00:16:13.400]  益智的
[00:16:13.400 --> 00:16:14.400]  益不益智呢
[00:16:14.400 --> 00:16:17.400]  益智的那些兩千元都買
[00:16:17.400 --> 00:16:20.400]  不益智的那些兩元都不要買
[00:16:20.400 --> 00:16:22.400]  弄壞腦子
[00:16:22.400 --> 00:16:24.400]  所以的時候
[00:16:24.400 --> 00:16:27.400]  父母這樣做的時候
[00:16:27.400 --> 00:16:29.400]  動機是不是好呢
[00:16:29.400 --> 00:16:30.400]  好的
[00:16:30.400 --> 00:16:32.400]  但是背後要什麼呢
[00:16:32.400 --> 00:16:33.400]  其實父母就是要
[00:16:33.400 --> 00:16:35.400]  鞏固子女的學業
[00:16:35.400 --> 00:16:38.400]  譬如舉個例子來說
[00:16:38.400 --> 00:16:40.400]  大家有沒有看過廣告
[00:16:40.400 --> 00:16:44.400]  什麼2+2=2 to the power 2
[00:16:44.400 --> 00:16:46.400]  大家有沒有看過廣告
