
[00:00:00.000 --> 00:00:07.440]  我們上次已經開始了大衛轉系列
[00:02:32.640 --> 00:02:37.320]  「預定」這個字在舊約一共出現了1300次
[00:02:37.320 --> 00:02:41.280]  但只有四次被翻譯為「預定」
[00:02:41.280 --> 00:02:45.000]  其餘的1290多次
[00:02:45.000 --> 00:02:49.560]  大部分時間都是翻譯為「漢見」這個字
[00:02:49.560 --> 00:02:51.920]  在今天的經文
[00:02:51.920 --> 00:02:55.000]  薩姆爾上的十六章和十七章
[00:02:55.000 --> 00:02:59.040]  我們看到「漢見」這個字重複出現11次
[00:02:59.040 --> 00:03:04.360]  很清楚作者要讓我們看到有兩方面
[00:03:04.360 --> 00:03:08.880]  神是靠著祂的主權來預定一切
[00:03:08.880 --> 00:03:12.960]  人是靠我們的眼所看見的
[00:03:12.960 --> 00:03:18.040]  這就是作者有心在這兩章給我們看到的對比
[00:03:18.040 --> 00:03:22.160]  在創世紀的二十二章13至14節
[00:03:22.160 --> 00:03:25.920]  說阿伯拉罕叫神做耶和華以納
[00:03:25.920 --> 00:03:29.680]  翻譯出來就是耶和華必有預備
[00:03:29.680 --> 00:03:34.000]  這個「預備」這個字就是我們今天的「預定」這個字
[00:03:34.000 --> 00:03:36.400]  可以解釋為「意象」
[00:03:36.400 --> 00:03:39.000]  也可以解釋為「漢見」
[00:03:39.000 --> 00:03:40.760]  用在神身上
[00:03:40.760 --> 00:03:43.040]  神就是預定這一切
[00:03:43.040 --> 00:03:47.280]  神預定一個人來接替掃羅
[00:03:47.280 --> 00:03:49.400]  這個就是大衛
[00:03:49.400 --> 00:03:54.280]  其實這個和我們剛剛說完羅馬書第八章很相似
[00:03:54.280 --> 00:03:55.960]  如果大家記得的話
[00:03:55.960 --> 00:03:59.040]  我剛剛才說完在羅馬書第八章
[00:03:59.040 --> 00:04:01.720]  神預知的就是祂預定的
[00:04:01.720 --> 00:04:04.600]  神預定的就是祂預知的
[00:04:04.600 --> 00:04:07.680]  這個就是我們今天所說的
[00:04:07.680 --> 00:04:10.480]  薩姆爾要去高納大衛
[00:04:10.480 --> 00:04:12.480]  但他有一個顧慮
[00:04:12.480 --> 00:04:16.000]  就是掃羅是一個很多疑的人
[00:04:16.000 --> 00:04:20.680]  薩姆爾要從他的家鄉拉馬去到伯利恆的地方
[00:04:20.680 --> 00:04:24.680]  要經過掃羅的家鄉基比亞
[00:04:24.680 --> 00:04:30.240]  如果掃羅知道神差派薩姆爾去高納新王
[00:04:30.240 --> 00:04:33.040]  掃羅一定會殺死薩姆爾
[00:04:33.040 --> 00:04:35.200]  所以神教
[00:04:35.200 --> 00:04:38.880]  薩姆爾說你帶一隻公牛犢
[00:04:38.880 --> 00:04:42.280]  去到伯利恆獻給神
[00:04:42.280 --> 00:04:46.280]  然後你請耶西來一起吃祭肉
[00:04:46.280 --> 00:04:48.280]  耶西就會帶他的兒子來
[00:04:48.280 --> 00:04:50.280]  我就會告訴你
[00:04:50.280 --> 00:04:54.280]  哪一個兒子我將會高納他成為王
[00:04:54.280 --> 00:04:56.280]  有人說
[00:04:56.280 --> 00:05:00.280]  神是不是教薩姆爾說謊
[00:05:00.280 --> 00:05:04.280]  聖經說不可以說謊
[00:05:04.280 --> 00:05:07.280]  薩姆爾有沒有說謊?沒有
[00:05:07.280 --> 00:05:09.280]  你不說出來的
[00:05:09.280 --> 00:05:11.280]  沒有人說你啞
[00:05:11.280 --> 00:05:14.280]  但如果你說出來不是屬實的話
[00:05:14.280 --> 00:05:16.280]  那你就是說謊
[00:05:16.280 --> 00:05:20.280]  所以神只是告訴薩姆爾
[00:05:20.280 --> 00:05:23.280]  你去到伯利恆獻祭
[00:05:23.280 --> 00:05:27.280]  請耶西和他的兒子來吃祭肉
[00:05:27.280 --> 00:05:31.280]  完全沒有違反聖經的教導
[00:05:31.280 --> 00:05:34.280]  我剛才說神預定
[00:05:34.280 --> 00:05:37.280]  但人是漢見
[00:05:37.280 --> 00:05:40.280]  人看的就是看外表
[00:05:40.280 --> 00:05:42.280]  在獻祭的時候
[00:05:42.280 --> 00:05:44.280]  耶西的六個兒子
[00:05:44.280 --> 00:05:46.280]  首先來到
[00:05:46.280 --> 00:05:48.280]  薩姆爾看到他們
[00:05:48.280 --> 00:05:51.280]  就在想誰才是神所揀選的呢?
[00:05:51.280 --> 00:05:55.280]  見到長子以利亞高大威猛
[00:05:55.280 --> 00:05:57.280]  薩姆爾又來了
[00:05:57.280 --> 00:06:00.280]  他說這個一定是神所揀選的
[00:06:00.280 --> 00:06:03.280]  他是憑眼見不是憑信心行事
[00:06:03.280 --> 00:06:08.280]  記不記得他見到蘇羅就犯了同樣的錯誤
[00:06:08.280 --> 00:06:11.280]  蘇羅高大威猛英俊
[00:06:11.280 --> 00:06:13.280]  高過別人一個頭
[00:06:13.280 --> 00:06:15.280]  這個還不是以色列人的王
[00:06:15.280 --> 00:06:17.280]  他現在又來了
[00:06:17.280 --> 00:06:21.280]  神尋求的是合他心意的人
[00:06:21.280 --> 00:06:24.280]  我們上次說大衛的介紹的時候
[00:06:24.280 --> 00:06:27.280]  我也說過什麼叫做合神心意的人
[00:06:27.280 --> 00:06:29.280]  我們說大衛做了很多事
[00:06:29.280 --> 00:06:31.280]  威神做了很多事
[00:06:31.280 --> 00:06:36.280]  其實我們今天可以給合神心意的人一個定義
[00:06:36.280 --> 00:06:39.280]  就是神所喜愛的東西
[00:06:39.280 --> 00:06:41.280]  這個人也喜愛
[00:06:41.280 --> 00:06:43.280]  神所憎恨的東西
[00:06:43.280 --> 00:06:45.280]  這個人也會憎恨
[00:06:45.280 --> 00:06:49.280]  就是這個人將神的優先次序
[00:06:49.280 --> 00:06:52.280]  成為自己的優先次序
[00:06:52.280 --> 00:06:56.280]  就好像歷代之下十六章九節所說
[00:06:56.280 --> 00:06:59.280]  神不是看外表
[00:06:59.280 --> 00:07:02.280]  神是揀選內心
[00:07:02.280 --> 00:07:04.280]  薩姆爾上的六章七節
[00:07:04.280 --> 00:07:07.280]  耶和華不像人看人
[00:07:07.280 --> 00:07:09.280]  人是看外貌
[00:07:09.280 --> 00:07:11.280]  耶和華是看內心
[00:07:11.280 --> 00:07:13.280]  神是監察人心
[00:07:13.280 --> 00:07:15.280]  神是知道人的動機
[00:07:15.280 --> 00:07:17.280]  在想什麼
[00:07:17.280 --> 00:07:19.280]  雖然聖經告訴我們
[00:07:19.280 --> 00:07:22.280]  外貌對神來說並不重要
[00:07:22.280 --> 00:07:26.280]  但是大衛的外貌的確很吸引人
[00:07:26.280 --> 00:07:28.280]  在聖經告訴我們
[00:07:28.280 --> 00:07:30.280]  他是面色光紅
[00:07:30.280 --> 00:07:33.280]  面色光紅就像耳塑
[00:07:33.280 --> 00:07:35.280]  舊約的耳塑
[00:07:35.280 --> 00:07:37.280]  他的皮膚也很紅
[00:07:37.280 --> 00:07:39.280]  耳塑還有紅頭髮
[00:07:39.280 --> 00:07:41.280]  所以很多人認為
[00:07:41.280 --> 00:07:43.280]  大衛也是紅頭髮
[00:07:43.280 --> 00:07:46.280]  但這裡不是說他的頭髮
[00:07:46.280 --> 00:07:48.280]  這裡是說他的面色
[00:07:48.280 --> 00:07:52.280]  說他比一般猶太人的面色更紅潤
[00:07:52.280 --> 00:07:56.280]  的確大衛是有迷人的個性
[00:07:56.280 --> 00:07:59.280]  在薩姆爾上的十六章十八節
[00:07:59.280 --> 00:08:01.280]  他也是很得人心
[00:08:01.280 --> 00:08:04.280]  所以有很多人會為他賣力
[00:08:04.280 --> 00:08:09.280]  大衛就是耶西第八個兒子
[00:08:09.280 --> 00:08:11.280]  一共有八兄弟
[00:08:11.280 --> 00:08:16.280]  但聖經裡只說到他有六個兄弟的名字
[00:08:16.280 --> 00:08:18.280]  如果有八兄弟的話
[00:08:18.280 --> 00:08:21.280]  應該有七個兄弟的名字
[00:08:21.280 --> 00:08:25.280]  聖經只有六個兄弟的名字
[00:08:25.280 --> 00:08:27.280]  除了長子以利亞
[00:08:27.280 --> 00:08:30.280]  其他的兄弟都不太重要
[00:08:30.280 --> 00:08:34.280]  所以我不會讀出他的兄弟的名字
[00:08:34.280 --> 00:08:35.280]  很有趣
[00:08:35.280 --> 00:08:38.280]  為什麼七個兄弟會只有六個名字呢?
[00:08:38.280 --> 00:08:41.280]  相信其中一個已經死了
[00:08:41.280 --> 00:08:43.280]  因為他沒有後裔
[00:08:43.280 --> 00:08:47.280]  所以從家譜中除了他的名字
[00:08:47.280 --> 00:08:49.280]  大衛還有兩個姐妹
[00:08:49.280 --> 00:08:53.280]  就是洗老亞和阿比蓋
[00:08:53.280 --> 00:08:59.280]  洗老亞就是亞比西、約納和阿薩克的媽媽
[00:08:59.280 --> 00:09:01.280]  記不記得我上次和你們說過
[00:09:01.280 --> 00:09:05.280]  大衛和約納的關係很特別
[00:09:05.280 --> 00:09:08.280]  約納是大衛的元帥
[00:09:08.280 --> 00:09:11.280]  但他有時就好像忠心大衛
[00:09:11.280 --> 00:09:15.280]  但有時就好像不顧大衛的利益一樣
[00:09:15.280 --> 00:09:16.280]  這個就是約納
[00:09:16.280 --> 00:09:19.280]  他就是洗老亞的兒子
[00:09:19.280 --> 00:09:24.280]  還有亞比蓋就是亞瑪薩克的媽媽
[00:09:24.280 --> 00:09:26.280]  這些人名可能對你們來說
[00:09:26.280 --> 00:09:29.280]  現在覺得不太熟悉
[00:09:29.280 --> 00:09:31.280]  但到我們說大衛的故事的時候
[00:09:31.280 --> 00:09:35.280]  你就會看到這些人都在大衛王朝中
[00:09:35.280 --> 00:09:37.280]  是很重要的角色
[00:09:37.280 --> 00:09:39.280]  當薩姆爾在想
[00:09:39.280 --> 00:09:44.280]  哪個耶西的兒子才是將來以色列人的王
[00:09:44.280 --> 00:09:48.280]  他不知道原來大衛還在目緊仰
[00:09:48.280 --> 00:09:50.280]  沒有在場出現
[00:09:50.280 --> 00:09:52.280]  是後來大衛才來到
[00:09:52.280 --> 00:09:56.280]  我們說神是揀選內心
[00:09:56.280 --> 00:09:58.280]  不是看外表
[00:09:58.280 --> 00:10:01.280]  神是揀選怎樣內心的人
[00:10:01.280 --> 00:10:06.280]  首先神是揀選有牧者心腸的人
[00:10:06.280 --> 00:10:09.280]  在舊約君王和官吏
[00:10:09.280 --> 00:10:12.280]  很多時都被比喻為牧羊人
[00:10:12.280 --> 00:10:15.280]  大衛就是有牧羊人的心
[00:10:15.280 --> 00:10:17.280]  今日的教會都是一樣
[00:10:17.280 --> 00:10:21.280]  屬靈的領袖應該有牧羊人的心
[00:10:21.280 --> 00:10:26.280]  不是用重價、公價請回來的牧羊人
[00:10:26.280 --> 00:10:28.280]  而是一個真正愛羊
[00:10:28.280 --> 00:10:31.280]  願意為他的羊付出的人
[00:10:31.280 --> 00:10:35.280]  牛是可以被鞭策來被趕的
[00:10:35.280 --> 00:10:39.280]  你可以在牛的後面用一條鞭來鞭牛
[00:10:39.280 --> 00:10:43.280]  那你就可以叫牛向一個方向走
[00:10:43.280 --> 00:10:46.280]  但羊是不能夠鞭策的
[00:10:46.280 --> 00:10:50.280]  羊是要在牠們的前面帶領牠們
[00:10:50.280 --> 00:10:52.280]  不可以在後面
[00:10:52.280 --> 00:10:54.280]  羊是認識牠們的牧羊人
[00:10:54.280 --> 00:10:57.280]  知道牧羊人愛牠們
[00:10:57.280 --> 00:10:59.280]  牠們就會跟著牧羊人
[00:10:59.280 --> 00:11:01.280]  羊不懂得自慰
[00:11:01.280 --> 00:11:04.280]  也看東西不清楚
[00:11:04.280 --> 00:11:07.280]  我時時都說為何馬戲班裏
[00:11:07.280 --> 00:11:10.280]  從來不會見到有隻羊在做馬戲
[00:11:10.280 --> 00:11:12.280]  就是羊真的不是那麼聰明
[00:11:12.280 --> 00:11:16.280]  一個真正的牧羊人就是會帶領牠的羊
[00:11:16.280 --> 00:11:19.280]  大衛就是一個真正的牧羊人
[00:11:19.280 --> 00:11:23.280]  當牧羊做得好的時候
[00:11:23.280 --> 00:11:27.280]  神就給整個國家牧羊
[00:11:27.280 --> 00:11:34.280]  詩篇的23篇就是有關羊和牧羊人的關係
[00:11:34.280 --> 00:11:39.280]  詩篇23篇我們見到不是一個年青的牧羊人所寫的
[00:11:39.280 --> 00:11:44.280]  是大衛年老的時候回顧一生
[00:11:44.280 --> 00:11:47.280]  他在詩篇23篇第一節
[00:11:47.280 --> 00:11:51.280]  耶和說:是我的牧者,我必不自缺乏
[00:11:51.280 --> 00:11:56.280]  大衛正是神所揀選的以色列人的領袖
[00:11:56.280 --> 00:12:01.280]  他能夠彌補扫羅所做出來的一切傷害
[00:12:01.280 --> 00:12:05.280]  除了一個被神揀選的人
[00:12:05.280 --> 00:12:08.280]  他有牧者的心腸
[00:12:08.280 --> 00:12:11.280]  他也有牧人的心腸
[00:12:11.280 --> 00:12:14.280]  在馬太福音25:21
[00:12:14.280 --> 00:12:18.280]  神說:你這又良善又忠心的牧人
[00:12:18.280 --> 00:12:21.280]  你在不多的事上有忠心
[00:12:21.280 --> 00:12:24.280]  我要把許多的事派你管理
[00:12:24.280 --> 00:12:28.280]  可以盡來享受你主人的快樂
[00:12:28.280 --> 00:12:31.280]  大衛作為神的牧人
[00:12:31.280 --> 00:12:33.280]  他在小事上忠心
[00:12:33.280 --> 00:12:35.280]  你說什麼小事上忠心?
[00:12:35.280 --> 00:12:37.280]  神叫他做一個牧羊人
[00:12:37.280 --> 00:12:39.280]  他就做一個很好的牧羊人
[00:12:39.280 --> 00:12:42.280]  當他在小事上忠心
[00:12:42.280 --> 00:12:46.280]  神就給整個以色列國來管理
[00:12:46.280 --> 00:12:49.280]  他和扫羅不同的地方是什麼?
[00:12:49.280 --> 00:12:54.280]  大衛曾經在扫羅的權力之下
[00:12:54.280 --> 00:12:56.280]  他珍惜權力
[00:12:56.280 --> 00:12:59.280]  他知道真正掌權的是神
[00:12:59.280 --> 00:13:01.280]  他等待神
[00:13:01.280 --> 00:13:04.280]  但扫羅一得勢之後
[00:13:04.280 --> 00:13:06.280]  他就不可一世
[00:13:06.280 --> 00:13:08.280]  他好像變了一個人一樣
[00:13:08.280 --> 00:13:10.280]  他以前好像頗為淑女
[00:13:10.280 --> 00:13:12.280]  但當他成為王之後
[00:13:12.280 --> 00:13:15.280]  他就改變了 變了一個人
[00:13:15.280 --> 00:13:19.280]  這就是大衛和扫羅不同的地方
[00:13:19.280 --> 00:13:23.280]  大衛這個名字的意思
[00:13:23.280 --> 00:13:25.280]  我上次和大家說過
[00:13:25.280 --> 00:13:27.280]  就是被愛的那一個
[00:13:27.280 --> 00:13:30.280]  他的確是被神所愛
[00:13:30.280 --> 00:13:32.280]  他也是第八個兒子
[00:13:32.280 --> 00:13:33.280]  在聖經裏面
[00:13:33.280 --> 00:13:36.280]  八代表一個新的開始
[00:13:36.280 --> 00:13:38.280]  因為一個星期有多少天?
[00:13:38.280 --> 00:13:40.280]  七天
[00:13:40.280 --> 00:13:43.280]  第八天就是一個新的開始
[00:13:43.280 --> 00:13:47.280]  所以的確神運用大衛
[00:13:47.280 --> 00:13:50.280]  無論在政府或人民的屬靈上
[00:13:50.280 --> 00:13:56.280]  都是叫大衛幫他們帶來一個新的開始
[00:13:56.280 --> 00:13:57.280]  在聖經裏面
[00:13:57.280 --> 00:14:01.280]  除了君王、先知和祭司
[00:14:01.280 --> 00:14:03.280]  都是被高納的
[00:14:03.280 --> 00:14:06.280]  神差派的人來高納
[00:14:06.280 --> 00:14:08.280]  這些先知、祭司、君王
[00:14:08.280 --> 00:14:10.280]  都是神差派來的
[00:14:10.280 --> 00:14:12.280]  在聖經裏面
[00:14:12.280 --> 00:14:15.280]  他們是會用油來高納
[00:14:15.280 --> 00:14:17.280]  油代表什麼?
[00:14:17.280 --> 00:14:18.280]  就是代表聖靈
[00:14:18.280 --> 00:14:22.280]  或者代表從聖靈而得到的力量
[00:14:22.280 --> 00:14:26.280]  有一位很出名被高納的那一位是誰?
[00:14:26.280 --> 00:14:28.280]  是耶穌基督
[00:14:28.280 --> 00:14:30.280]  在希伯來文
[00:14:30.280 --> 00:14:32.280]  在舊約
[00:14:32.280 --> 00:14:34.280]  尼塞亞就是受高者
[00:14:34.280 --> 00:14:36.280]  但同一個字在希臘文
[00:14:36.280 --> 00:14:40.280]  在新約就是基督這個字
[00:14:40.280 --> 00:14:42.280]  所以舊約的尼塞亞
[00:14:42.280 --> 00:14:45.280]  新約的基督都是受高者
[00:14:45.280 --> 00:14:49.280]  神大大地差派他的靈
[00:14:49.280 --> 00:14:51.280]  臨到大衛的身上
[00:14:51.280 --> 00:14:55.280]  當聖靈臨到大衛的身上
[00:14:55.280 --> 00:14:58.280]  聖靈也同時離開了掃羅
[00:14:58.280 --> 00:15:00.280]  我和大家說過
[00:15:00.280 --> 00:15:03.280]  在舊約和新約不同的地方
[00:15:03.280 --> 00:15:07.280]  就是舊約聖靈能夠離開一個人
[00:15:07.280 --> 00:15:09.280]  大衛也知道
[00:15:09.280 --> 00:15:13.280]  所以日後當他和拔士巴犯了奸淫
[00:15:13.280 --> 00:15:15.280]  得罪了神之後
[00:15:15.280 --> 00:15:17.280]  他在詩篇的51篇第11節
[00:15:17.280 --> 00:15:19.280]  他說不要刁棄我
[00:15:19.280 --> 00:15:21.280]  使我離開你的面
[00:15:21.280 --> 00:15:24.280]  不要從我收回你的聖靈
[00:15:24.280 --> 00:15:28.280]  大衛知道神可以收回他的聖靈
[00:15:28.280 --> 00:15:30.280]  就好像在掃羅的身上
[00:15:30.280 --> 00:15:34.280]  神就是將掃羅身上的聖靈收回
[00:15:34.280 --> 00:15:36.280]  在新約就不同了
[00:15:36.280 --> 00:15:38.280]  聖靈是入住一個信徒
[00:15:38.280 --> 00:15:40.280]  是永遠不會離開
[00:15:40.280 --> 00:15:42.280]  這個也是我和大家
[00:15:42.280 --> 00:15:45.280]  新近說羅馬書的時候所說過
[00:15:45.280 --> 00:15:47.280]  所以我們見到
[00:15:47.280 --> 00:15:49.280]  新約和舊約很一致
[00:15:49.280 --> 00:15:52.280]  說的話其實都很相似
[00:15:52.280 --> 00:15:56.280]  因為同樣有一位聖靈在後面
[00:15:56.280 --> 00:16:01.280]  這個也是原因我著重用聖經解釋
[00:16:01.280 --> 00:16:05.280]  因為這才是唯一正確解經的方法
[00:16:05.280 --> 00:16:07.280]  在羅馬書第八章我說過
[00:16:07.280 --> 00:16:09.280]  一個真正得救的人
[00:16:09.280 --> 00:16:11.280]  是有聖靈在他們的身上
[00:16:11.280 --> 00:16:16.280]  而聖靈會帶領他們完成神的救贖
[00:16:16.280 --> 00:16:19.280]  剛剛羅馬書第八章我們才說過
[00:16:19.280 --> 00:16:22.280]  如果不是一個真正得救的人
[00:16:22.280 --> 00:16:25.280]  是沒有聖靈在他們的身上
[00:16:25.280 --> 00:16:28.280]  一個人如果沒有聖靈的能力
[00:16:28.280 --> 00:16:31.280]  是不能夠遵守神的旨意
[00:16:31.280 --> 00:16:33.280]  不能夠榮耀神
[00:16:33.280 --> 00:16:38.280]  這就是耶穌基督在約翰福音15:5說
[00:16:38.280 --> 00:16:41.280]  「離開了我,你們就不能做什麼」
[00:16:41.280 --> 00:16:43.280]  離開了耶穌基督的靈
[00:16:43.280 --> 00:16:46.280]  我們不能做任何的事
[00:16:46.280 --> 00:16:51.280]  最後在罰尼恆大衛出現
[00:16:51.280 --> 00:16:56.280]  撒慕爾知道這是神所揀選的
[00:16:56.280 --> 00:16:58.280]  就高立了大衛
[00:16:58.280 --> 00:17:01.280]  這次的高立不是公開的
[00:17:01.280 --> 00:17:03.280]  是私底下
[00:17:03.280 --> 00:17:06.280]  在私底下撒慕爾告訴大衛
[00:17:06.280 --> 00:17:11.280]  他將成為下一任以色列人的王
[00:17:11.280 --> 00:17:15.280]  如果是這樣的話就非常難得
[00:17:15.280 --> 00:17:20.280]  因為我們知道後來大衛還要侍奉訴羅
[00:17:20.280 --> 00:17:24.280]  如果大衛知道自己將來是以色列人的王
[00:17:24.280 --> 00:17:27.280]  和訴羅是平起平坐
[00:17:27.280 --> 00:17:29.280]  為什麼我還要侍奉你呢?
[00:17:29.280 --> 00:17:32.280]  但是我們看到大衛是怎樣呢?
[00:17:32.280 --> 00:17:35.280]  他是一個非常服從謙卑的人
[00:17:35.280 --> 00:17:37.280]  他仍然願意服從
[00:17:37.280 --> 00:17:40.280]  願意侍奉訴羅
[00:17:40.280 --> 00:17:44.280]  神不單止預備揀選大衛
[00:17:44.280 --> 00:17:47.280]  神也準備大衛
[00:17:47.280 --> 00:17:50.280]  大衛在他媽媽的肚子裡
[00:17:50.280 --> 00:17:52.280]  神已經認識他
[00:17:52.280 --> 00:17:54.280]  詩篇139
[00:17:54.280 --> 00:17:58.280]  這和新約的保羅很相似
[00:17:58.280 --> 00:18:01.280]  保羅在他媽媽的肚子裡
[00:18:01.280 --> 00:18:04.280]  神已經將他分別為聖
[00:18:04.280 --> 00:18:06.280]  能成為神的特別器皿
[00:18:06.280 --> 00:18:09.280]  就是加拉太書的一章15節
[00:18:09.280 --> 00:18:13.280]  大衛就是神所預備帶領以色列人
[00:18:13.280 --> 00:18:16.280]  帶領神的子民
[00:18:16.280 --> 00:18:18.280]  我們剛才說過
[00:18:18.280 --> 00:18:21.280]  在《撒姆爾上》16章17章
[00:18:21.280 --> 00:18:26.280]  看見和預定這個字是同一個字
[00:18:26.280 --> 00:18:29.280]  現在又有第三個翻譯
[00:18:29.280 --> 00:18:31.280]  都是同一個字
[00:18:31.280 --> 00:18:33.280]  這個字這次被翻譯為「找」
[00:18:33.280 --> 00:18:35.280]  尋找
[00:18:35.280 --> 00:18:37.280]  你說尋找什麼呢?
[00:18:37.280 --> 00:18:41.280]  因為聖靈離開了訴羅
[00:18:41.280 --> 00:18:46.280]  就有惡魔從神那裡擾亂訴羅
[00:18:46.280 --> 00:18:48.280]  每次擾亂他的時候
[00:18:48.280 --> 00:18:50.280]  他都很不安
[00:18:50.280 --> 00:18:52.280]  所以他希望找一個人
[00:18:52.280 --> 00:18:54.280]  彈琴給自己聽
[00:18:54.280 --> 00:18:56.280]  能夠幫助他舒服一點
[00:18:56.280 --> 00:18:58.280]  能夠安慰他
[00:18:58.280 --> 00:19:02.280]  這個就是《撒姆爾上》16章17節
[00:19:02.280 --> 00:19:04.280]  訴羅對神說
[00:19:04.280 --> 00:19:08.280]  你們可以為我找一個善於彈琴的
[00:19:08.280 --> 00:19:10.280]  帶到我這裡來
[00:19:10.280 --> 00:19:13.280]  訴羅叫他的僕人去找一個
[00:19:13.280 --> 00:19:15.280]  懂得彈琴的人
[00:19:15.280 --> 00:19:20.280]  他的僕人就靠自己的能力去找
[00:19:20.280 --> 00:19:23.280]  所以我說16章和17章
[00:19:23.280 --> 00:19:27.280]  給我們看見神的主權和人的無能
[00:19:27.280 --> 00:19:29.280]  我們只憑眼見
[00:19:29.280 --> 00:19:32.280]  只憑我們認為是好的
[00:19:32.280 --> 00:19:35.280]  但是神已經預定了
[00:19:35.280 --> 00:19:39.280]  雖然是訴羅的僕人去找到大衛
[00:19:39.280 --> 00:19:45.280]  但其實是神早就預定大衛去幫助訴羅
[00:19:45.280 --> 00:19:49.280]  因為訴羅叛逆違背神
[00:19:49.280 --> 00:19:54.280]  所以神就容許他有精神的困擾
[00:19:54.280 --> 00:19:57.280]  也是作為他管教的一部分
[00:19:57.280 --> 00:20:01.280]  訴羅為什麼會有邪靈上他的身?
[00:20:01.280 --> 00:20:05.280]  因為他是一個妒忌的人
[00:20:05.280 --> 00:20:07.280]  他的報復心很強
[00:20:07.280 --> 00:20:11.280]  所以才有機會被邪靈進入他的心
[00:20:11.280 --> 00:20:13.280]  有人會問
[00:20:13.280 --> 00:20:19.280]  基督徒會不會有邪靈進入我們的心上我們的身?
[00:20:19.280 --> 00:20:21.280]  沒有的
[00:20:21.280 --> 00:20:22.280]  為什麼?
[00:20:22.280 --> 00:20:27.280]  因為一個真正的基督徒是有聖靈在我們裡面
[00:20:27.280 --> 00:20:29.280]  如果邪靈要進來的話
[00:20:29.280 --> 00:20:31.280]  要住在我們裡面
[00:20:31.280 --> 00:20:33.280]  聖靈會不會容許?
[00:20:33.280 --> 00:20:35.280]  聖靈絕對不會容許
[00:20:35.280 --> 00:20:38.280]  而聖靈一定能夠勝過邪靈
[00:20:38.280 --> 00:20:41.280]  邪靈只不過是墮落的天使
[00:20:41.280 --> 00:20:43.280]  但聖靈是神自己
[00:20:43.280 --> 00:20:45.280]  所以沒有這個可能
[00:20:45.280 --> 00:20:48.280]  這個也是有很多牧師
[00:20:48.280 --> 00:20:52.280]  尤其是中國人的牧師經常都搞錯
[00:20:52.280 --> 00:20:56.280]  他們經常說某弟兄姊妹鬼上身了
