
[00:00:00.000 --> 00:00:05.000]  深水清的弟兄姊妹或會問
[00:04:11.000 --> 00:04:20.000]  網上崇拜聽道 偶然為之還好
[00:04:20.000 --> 00:04:23.000]  我不想錯過這個星期
[00:04:23.000 --> 00:04:27.000]  但如果恆常在網上
[00:04:27.000 --> 00:04:31.000]  不是關乎你夠不夠1.25的speed的問題
[00:04:31.000 --> 00:04:33.000]  那個我講過了
[00:04:33.000 --> 00:04:36.000]  是你不需要有群體
[00:04:36.000 --> 00:04:39.000]  個人在家裏 說我靜謐危坐
[00:04:39.000 --> 00:04:41.000]  我沒有在這裏喝咖啡
[00:04:41.000 --> 00:04:45.000]  我拿著聖經 我找一個安靜的角落
[00:04:45.000 --> 00:04:48.000]  No 明白嗎
[00:04:48.000 --> 00:04:50.000]  我不應該對著坐在這裏
[00:04:50.000 --> 00:04:52.000]  實體崇拜的弟兄姊妹講
[00:04:52.000 --> 00:04:56.000]  我應該對著在網上聽道的弟兄姊妹講
[00:04:56.000 --> 00:04:58.000]  明白嗎 不行的
[00:04:58.000 --> 00:05:01.000]  沒有了這個群體
[00:05:01.000 --> 00:05:04.000]  你其實不是愛上帝
[00:05:04.000 --> 00:05:07.000]  你是愛上自己
[00:05:07.000 --> 00:05:10.000]  你自己選擇要聽什麼道
[00:05:10.000 --> 00:05:13.000]  你自己選擇要快要慢
[00:05:13.000 --> 00:05:16.000]  你自己作主
[00:05:16.000 --> 00:05:21.000]  在上帝的面前太過驕傲
[00:05:21.000 --> 00:05:25.000]  回轉 悔改
[00:05:25.000 --> 00:05:28.000]  忠言逆耳
[00:05:28.000 --> 00:05:31.000]  先講了 如果你不喜歡聽
[00:05:31.000 --> 00:05:34.000]  放下它 聽上帝的說話
[00:05:34.000 --> 00:05:44.000]  約書 我們來到第七 第八的部分
[00:05:44.000 --> 00:05:48.000]  不止 應該是第九 第十
[00:05:48.000 --> 00:05:50.000]  這四個段落
[00:05:50.000 --> 00:05:53.000]  我用一個題目
[00:05:53.000 --> 00:05:57.000]  來將它連貫起來
[00:05:57.000 --> 00:06:02.000]  接連的不可
[00:06:02.000 --> 00:06:05.000]  我們是一個很深刻的
[00:06:05.000 --> 00:06:08.000]  先入為主的概念
[00:06:08.000 --> 00:06:12.000]  我們認為 律法就是說
[00:06:12.000 --> 00:06:16.000]  應該做什麼 不應該做什麼
[00:06:16.000 --> 00:06:18.000]  Do's and Don'ts
[00:06:18.000 --> 00:06:21.000]  我們英文都很容易這樣說
[00:06:21.000 --> 00:06:23.000]  我們不喜歡
[00:06:23.000 --> 00:06:25.000]  我們說教小朋友
[00:06:25.000 --> 00:06:28.000]  不要說那麼多 不准這樣
[00:06:28.000 --> 00:06:30.000]  不准那樣
[00:06:30.000 --> 00:06:34.000]  多說一些正面積極的
[00:06:34.000 --> 00:06:36.000]  你可能做父母
[00:06:36.000 --> 00:06:39.000]  都受過這樣的訓練
[00:06:39.000 --> 00:06:41.000]  其實這句話
[00:06:41.000 --> 00:06:44.000]  都是不准你做一件事
[00:06:44.000 --> 00:06:46.000]  不准你說不准
[00:06:46.000 --> 00:06:49.000]  所以那個不可
[00:06:49.000 --> 00:06:52.000]  其實是什麼意思呢
[00:06:52.000 --> 00:06:54.000]  我們不要誤會了
[00:06:54.000 --> 00:06:58.000]  上帝這樣不准 那樣不准
[00:06:58.000 --> 00:07:00.000]  父母教子女
[00:07:00.000 --> 00:07:03.000]  這樣不可以 那樣不可以
[00:07:03.000 --> 00:07:06.000]  你留意你多加了四個字
[00:07:06.000 --> 00:07:09.000]  這樣 那樣
[00:07:09.000 --> 00:07:10.000]  樣樣都不可以
[00:07:10.000 --> 00:07:13.000]  樣樣是我們加上去的
[00:07:13.000 --> 00:07:15.000]  不是本來
[00:07:15.000 --> 00:07:17.000]  不要說上帝
[00:07:17.000 --> 00:07:21.000]  父母的心意都不是這樣的
[00:07:21.000 --> 00:07:23.000]  所以我們試試
[00:07:23.000 --> 00:07:25.000]  剛才唱一首詩歌
[00:07:25.000 --> 00:07:29.000]  敞開我們的心竅
[00:07:29.000 --> 00:07:33.000]  明白聖經的教導
[00:07:33.000 --> 00:07:36.000]  我和大家很快去看一看
[00:07:36.000 --> 00:07:39.000]  這四段經文
[00:07:39.000 --> 00:07:46.000]  從二十二章的二十一節開始
[00:07:46.000 --> 00:07:48.000]  一開始就說不可
[00:07:48.000 --> 00:07:52.000]  不可窺乎寄居的
[00:07:52.000 --> 00:07:57.000]  不可欺壓他
[00:07:57.000 --> 00:07:58.000]  二十二節
[00:07:58.000 --> 00:08:05.000]  不可古代寡婦和孤兒
[00:08:05.000 --> 00:08:09.000]  然後去到二十五節
[00:08:09.000 --> 00:08:15.000]  我民中有貧窮人和你一起住
[00:08:15.000 --> 00:08:18.000]  你借錢給他
[00:08:18.000 --> 00:08:22.000]  不可好像放債的
[00:08:22.000 --> 00:08:26.000]  不可取利
[00:08:26.000 --> 00:08:29.000]  上帝說得很直接
[00:08:29.000 --> 00:08:32.000]  也很具體
[00:08:32.000 --> 00:08:34.000]  所以我們又是第一個反應
[00:08:34.000 --> 00:08:35.000]  不關我的事
[00:08:35.000 --> 00:08:41.000]  我們廣恩沒有寄居
[00:08:41.000 --> 00:08:45.000]  我們沒有孤兒、寡婦
[00:08:45.000 --> 00:08:49.000]  我們沒有貧窮人要借錢給他
[00:08:49.000 --> 00:08:51.000]  不關我們的事
[00:08:51.000 --> 00:08:55.000]  讀聖經用腦袋
[00:08:55.000 --> 00:08:58.000]  盡心愛上帝
[00:08:58.000 --> 00:09:01.000]  心是講心思
[00:09:01.000 --> 00:09:03.000]  想一想
[00:09:03.000 --> 00:09:08.000]  說出來的這幾樣可能沒有直接有關
[00:09:08.000 --> 00:09:14.000]  我們中間甚麼人是很欺負的
[00:09:14.000 --> 00:09:17.000]  我不欺負人的
[00:09:17.000 --> 00:09:19.000]  這是聖經的提醒
[00:09:19.000 --> 00:09:27.000]  不要窺乎欺壓那些欺負得就欺負的人
[00:09:27.000 --> 00:09:30.000]  無論他是誰
[00:09:30.000 --> 00:09:36.000]  不要古代那些無權無勢
[00:09:36.000 --> 00:09:39.000]  古代了他
[00:09:39.000 --> 00:09:44.000]  他只能吞下肚子
[00:09:44.000 --> 00:09:46.000]  沒有聲音
[00:09:46.000 --> 00:09:49.000]  沒有人會為他出頭
[00:09:49.000 --> 00:09:52.000]  所以你有恃無恐
[00:09:52.000 --> 00:09:56.000]  可以怎樣對他就怎樣對他
[00:09:56.000 --> 00:10:00.000]  最後說我肯借錢
[00:10:00.000 --> 00:10:02.000]  我肯幫他
[00:10:02.000 --> 00:10:04.000]  上帝還說多一個不好
[00:10:04.000 --> 00:10:06.000]  不好甚麼
[00:10:06.000 --> 00:10:08.000]  不好好做生意
[00:10:08.000 --> 00:10:12.000]  不好用那樣來賺錢
[00:10:12.000 --> 00:10:14.000]  我又要舉一個例子
[00:10:14.000 --> 00:10:16.000]  如果得罪人的先道歉
[00:10:16.000 --> 00:10:18.000]  教會有短孫隊
[00:10:18.000 --> 00:10:22.000]  每年幾十個弟兄姊妹
[00:10:22.000 --> 00:10:27.000]  年輕的都出隊去一個月兩個月
[00:10:27.000 --> 00:10:31.000]  有一次我記得
[00:10:31.000 --> 00:10:33.000]  我不說是誰
[00:10:33.000 --> 00:10:35.000]  有個年輕人跟我說
[00:10:35.000 --> 00:10:37.000]  太貴了不去了
[00:10:37.000 --> 00:10:40.000]  我才想起問一問
[00:10:40.000 --> 00:10:42.000]  為甚麼會太貴
[00:10:42.000 --> 00:10:46.000]  因為教會找了一間旅行社
[00:10:46.000 --> 00:10:48.000]  來扮短孫
[00:10:48.000 --> 00:10:54.000]  收的價錢自然不只是本錢
[00:10:54.000 --> 00:10:56.000]  因為要運作
[00:10:56.000 --> 00:10:59.000]  要圍被燈油火蠟
[00:10:59.000 --> 00:11:02.000]  頭頭是道大條道理
[00:11:02.000 --> 00:11:06.000]  借錢要吃飯
[00:11:06.000 --> 00:11:11.000]  為甚麼不要收利息呢
[00:11:11.000 --> 00:11:16.000]  這是聖經第一段的教導
[00:11:16.000 --> 00:11:18.000]  再看下去
[00:11:18.000 --> 00:11:24.000]  第22章的28節
[00:11:24.000 --> 00:11:32.000]  不可毀謗神也不可毀謗你百姓的官長
[00:11:32.000 --> 00:11:37.000]  對上帝奉獻不可辭賢
[00:11:37.000 --> 00:11:40.000]  無論是從莊稼裡的菊
[00:11:40.000 --> 00:11:43.000]  酒渣裡的酒
[00:11:43.000 --> 00:11:46.000]  拿來獻上不可辭賢
[00:11:46.000 --> 00:11:49.000]  投生的兒子要歸我
[00:11:49.000 --> 00:11:53.000]  牛羊當中也一樣
[00:11:53.000 --> 00:11:56.000]  七日跟著母親
[00:11:56.000 --> 00:11:59.000]  第八日要歸上帝
[00:11:59.000 --> 00:12:04.000]  你們要在我面前作聖結的人
[00:12:04.000 --> 00:12:09.000]  如果有被撕裂的野獸死屍
[00:12:09.000 --> 00:12:12.000]  你們不可吃
[00:12:12.000 --> 00:12:15.000]  這是上帝的吩咐
[00:12:15.000 --> 00:12:17.000]  針對怎樣對上帝
[00:12:17.000 --> 00:12:19.000]  對官長呢
[00:12:19.000 --> 00:12:22.000]  第23章第一節
[00:12:22.000 --> 00:12:26.000]  不可隨火布散謠言
[00:12:26.000 --> 00:12:31.000]  不可與惡人聯手妄作見證
[00:12:31.000 --> 00:12:34.000]  不可隨眾行惡
[00:12:34.000 --> 00:12:40.000]  不可在爭眾的事上隨眾偏行
[00:12:40.000 --> 00:12:43.000]  作見證屈枉正直
[00:12:43.000 --> 00:12:47.000]  也不可在爭眾的事上
[00:12:47.000 --> 00:12:50.000]  遷戶窮人
[00:12:50.000 --> 00:12:52.000]  真是很多個不可
[00:12:52.000 --> 00:12:55.000]  不停提醒百姓
[00:12:55.000 --> 00:12:58.000]  怎樣對上帝
[00:12:58.000 --> 00:13:01.000]  怎樣對官長
[00:13:01.000 --> 00:13:04.000]  再看下去
[00:13:04.000 --> 00:13:08.000]  第三個段落很短
[00:13:08.000 --> 00:13:12.000]  只有兩節23章
[00:13:12.000 --> 00:13:15.000]  第四第五節
[00:13:15.000 --> 00:13:18.000]  這兩節很特別
[00:13:18.000 --> 00:13:20.000]  沒有說不可
[00:13:20.000 --> 00:13:23.000]  但不代表不重要
[00:13:23.000 --> 00:13:27.000]  沒有說的沉默
[00:13:27.000 --> 00:13:31.000]  反而讓我們打醒十二分精神
[00:13:31.000 --> 00:13:33.000]  那它說什麼呢
[00:13:33.000 --> 00:13:35.000]  第四節
[00:13:35.000 --> 00:13:39.000]  若遇見你受敵的牛或驢
[00:13:39.000 --> 00:13:41.000]  失迷了路
[00:13:41.000 --> 00:13:45.000]  總要先回來交給他
[00:13:45.000 --> 00:13:48.000]  若看見恨你人的奴
[00:13:48.000 --> 00:13:51.000]  厄我在重陀之下
[00:13:51.000 --> 00:13:54.000]  不可走開
[00:13:54.000 --> 00:14:00.000]  務要和奴主一同抬開重陀
[00:14:00.000 --> 00:14:02.000]  中文翻譯習慣了
[00:14:02.000 --> 00:14:04.000]  所以都出了個不可
[00:14:04.000 --> 00:14:06.000]  我講的是希伯來文
[00:14:06.000 --> 00:14:08.000]  這個不在講道的時候
[00:14:08.000 --> 00:14:11.000]  我會詳細去討論
[00:14:11.000 --> 00:14:14.000]  反而這兩句說話
[00:14:14.000 --> 00:14:19.000]  原本是很強調必須
[00:14:19.000 --> 00:14:22.000]  中文四經也總要
[00:14:22.000 --> 00:14:25.000]  總要 務要
[00:14:25.000 --> 00:14:28.000]  這個強調是說
[00:14:28.000 --> 00:14:30.000]  一定要這樣做
[00:14:30.000 --> 00:14:32.000]  這是第三段
[00:14:32.000 --> 00:14:35.000]  第四段 審判官
[00:14:35.000 --> 00:14:37.000]  我們立刻不關我事
[00:14:37.000 --> 00:14:41.000]  讀了不要這麼快就閉上眼
[00:14:41.000 --> 00:14:43.000]  第四段說什麼呢
[00:14:43.000 --> 00:14:45.000]  審判官第六節
[00:14:45.000 --> 00:14:51.000]  不可在窮人爭眾的事上屈往正直
[00:14:51.000 --> 00:14:54.000]  當遠離虛假的事
[00:14:54.000 --> 00:14:59.000]  不可殺無辜和有疑的人
[00:14:59.000 --> 00:15:02.000]  因我必不以惡人為夷
[00:15:02.000 --> 00:15:03.000]  不可受賄賂
[00:15:03.000 --> 00:15:08.000]  賄賂能夠叫明眼人變核
[00:15:08.000 --> 00:15:10.000]  顛倒異人的說話
[00:15:10.000 --> 00:15:12.000]  不可欺壓寄居
[00:15:12.000 --> 00:15:16.000]  因為你們在埃及地作過寄居
[00:15:16.000 --> 00:15:21.000]  知道寄居的心
[00:15:21.000 --> 00:15:27.000]  其實第一段和最後這一段
[00:15:27.000 --> 00:15:30.000]  加起來數了十個不可
[00:15:30.000 --> 00:15:34.000]  結論都提到埃及
[00:15:34.000 --> 00:15:41.000]  提到曾經你們在埃及地寄居
[00:15:41.000 --> 00:15:47.000]  用今天的心理學
[00:15:47.000 --> 00:15:50.000]  我們很容易就會說
[00:15:50.000 --> 00:15:52.000]  這個叫做同理心
[00:15:52.000 --> 00:15:54.000]  Empathy
[00:15:54.000 --> 00:15:56.000]  我們曾經試過
[00:15:56.000 --> 00:15:59.000]  我們現在不要這樣對人
[00:15:59.000 --> 00:16:04.000]  對 但這是不需要上帝的心理學
[00:16:04.000 --> 00:16:09.000]  我的經歷就可以決定我怎樣對人
[00:16:09.000 --> 00:16:11.000]  聖經不是這樣說
[00:16:11.000 --> 00:16:13.000]  所以讀聖經的時候
[00:16:13.000 --> 00:16:18.000]  真的要放下很多我們先入為主的觀念
[00:16:18.000 --> 00:16:19.000]  偷偷試到的
[00:16:19.000 --> 00:16:21.000]  你說同理心
[00:16:21.000 --> 00:16:25.000]  但聖經和我們的同理心不同的地方就是
[00:16:25.000 --> 00:16:27.000]  誰作主
[00:16:27.000 --> 00:16:30.000]  是我的經歷作主
[00:16:30.000 --> 00:16:35.000]  還是上帝作主
[00:16:35.000 --> 00:16:39.000]  崔埃及的經歷
[00:16:39.000 --> 00:16:46.000]  是經歷上帝是一位聽祈禱的上帝
[00:16:46.000 --> 00:16:49.000]  而約書提醒我們
[00:16:49.000 --> 00:16:53.000]  上帝不只是聽我祈禱
[00:16:53.000 --> 00:16:58.000]  上帝也聽祂的祈禱
[00:16:58.000 --> 00:17:02.000]  埃及人 法老虐待我們
[00:17:02.000 --> 00:17:03.000]  我們祈禱
[00:17:03.000 --> 00:17:06.000]  上帝拯救 十災
[00:17:06.000 --> 00:17:12.000]  今天到我們怎樣對人的時候
[00:17:12.000 --> 00:17:14.000]  祂會祈禱
[00:17:14.000 --> 00:17:16.000]  上帝聽不聽
[00:17:16.000 --> 00:17:17.000]  上帝只聽我的
[00:17:17.000 --> 00:17:19.000]  上帝不聽祂的
[00:17:19.000 --> 00:17:21.000]  沒有這樣的事
[00:17:21.000 --> 00:17:24.000]  我們一視同仁
[00:17:24.000 --> 00:17:28.000]  聽祈禱的上帝
[00:17:28.000 --> 00:17:37.000]  所以這個才是經文所強調的重點
[00:17:37.000 --> 00:17:42.000]  所以怎樣對待窮人
[00:17:42.000 --> 00:17:46.000]  怎樣對待孤兒寡婦
[00:17:46.000 --> 00:17:52.000]  不需要我們是否有相同的經歷
[00:17:52.000 --> 00:18:00.000]  而是問我們在天上所敬畏的上帝
[00:18:00.000 --> 00:18:03.000]  祂是怎樣的一位上帝
[00:18:03.000 --> 00:18:05.000]  分不分得到?
[00:18:05.000 --> 00:18:07.000]  要分的
[00:18:07.000 --> 00:18:10.000]  因為我們是屬神的子民
[00:18:10.000 --> 00:18:16.000]  我們不只是停在有同理心的人
[00:18:16.000 --> 00:18:20.000]  這個層次之上
[00:18:20.000 --> 00:18:24.000]  所以如果以色列人不惜好歹
[00:18:24.000 --> 00:18:30.000]  重覆法老的覆轍
[00:18:30.000 --> 00:18:34.000]  聖經這裡的說法是
[00:18:34.000 --> 00:18:38.000]  上帝聽他們的哀聲
[00:18:38.000 --> 00:18:40.000]  二十四節
[00:18:40.000 --> 00:18:42.000]  上帝發烈怒
[00:18:42.000 --> 00:18:44.000]  用刀殺你們
[00:18:44.000 --> 00:18:48.000]  使你們的妻子為寡婦
[00:18:48.000 --> 00:18:50.000]  兒女為孤兒
[00:18:50.000 --> 00:18:52.000]  我們很不喜歡聽這些經文
[00:18:52.000 --> 00:18:53.000]  舊約是這樣的
[00:18:53.000 --> 00:18:55.000]  又開始閉上眼說話
[00:18:55.000 --> 00:18:57.000]  看清楚一點
[00:18:57.000 --> 00:18:59.000]  這裡說什麼
[00:18:59.000 --> 00:19:01.000]  孤兒寡婦怎樣來的?
[00:19:01.000 --> 00:19:04.000]  出生就孤兒
[00:19:04.000 --> 00:19:06.000]  未結婚就寡婦
[00:19:06.000 --> 00:19:07.000]  不可能的
[00:19:07.000 --> 00:19:11.000]  Something must have happened
[00:19:11.000 --> 00:19:12.000]  對不對?
[00:19:12.000 --> 00:19:14.000]  一定有些事情發生了
[00:19:14.000 --> 00:19:16.000]  在古代的社會什麼事情發生?
[00:19:16.000 --> 00:19:19.000]  最容易理解的戰爭
[00:19:19.000 --> 00:19:24.000]  戰爭為什麼會製造孤兒寡婦?
[00:19:24.000 --> 00:19:28.000]  因為上陣當兵的都是男人
[00:19:28.000 --> 00:19:32.000]  還要是二十歲以上才可以當兵
[00:19:32.000 --> 00:19:35.000]  所以當他們戰死沙場
[00:19:35.000 --> 00:19:39.000]  家裡留下的就是孤兒寡婦
[00:19:39.000 --> 00:19:42.000]  這個背景我們今天不明白
[00:19:42.000 --> 00:19:44.000]  所以我們今天的孤兒寡婦
[00:19:44.000 --> 00:19:47.000]  就是疾病、離婚、單親
[00:19:47.000 --> 00:19:48.000]  不是的
[00:19:48.000 --> 00:19:50.000]  你回到當時
[00:19:50.000 --> 00:19:52.000]  上帝其實說什麼?
[00:19:52.000 --> 00:19:56.000]  上帝說用刀殺你們
[00:19:56.000 --> 00:19:58.000]  就是說沒什麼的
[00:19:58.000 --> 00:20:01.000]  上帝讓你經歷戰爭
[00:20:01.000 --> 00:20:06.000]  讓你在戰陣上同樣戰死沙場
[00:20:06.000 --> 00:20:08.000]  很光榮的事
[00:20:08.000 --> 00:20:10.000]  為國捐軀
[00:20:10.000 --> 00:20:12.000]  大家都會蓋國旗
[00:20:12.000 --> 00:20:15.000]  然後風光大壯
[00:20:15.000 --> 00:20:20.000]  不過你家裡就剩下孤兒寡婦了
[00:20:20.000 --> 00:20:22.000]  就是這麼簡單
[00:20:22.000 --> 00:20:25.000]  上帝提醒我們
[00:20:25.000 --> 00:20:30.000]  怎樣對我們身邊有需要的人
[00:20:30.000 --> 00:20:34.000]  其實就是告訴我們
[00:20:34.000 --> 00:20:36.000]  我們都可以隨時
[00:20:36.000 --> 00:20:41.000]  到達一個有需要的地步
[00:20:41.000 --> 00:20:45.000]  我們有沒有這個culture
[00:20:45.000 --> 00:20:47.000]  有這個ethos
[00:20:47.000 --> 00:20:50.000]  看到有需要的人
[00:20:50.000 --> 00:20:59.000]  就按上帝的心意扶持、幫助
[00:20:59.000 --> 00:21:01.000]  很小事而已
[00:21:01.000 --> 00:21:05.000]  大家動一動手
[00:21:05.000 --> 00:21:08.000]  但是這個習慣很重要
[00:21:08.000 --> 00:21:10.000]  因為有朝一日
[00:21:10.000 --> 00:21:12.000]  到我們有需要的時候
[00:21:12.000 --> 00:21:14.000]  我們家裡有需要的時候
[00:21:14.000 --> 00:21:17.000]  不是問有沒有人來幫我們
[00:21:17.000 --> 00:21:21.000]  是問我們肯不肯給人幫
[00:21:21.000 --> 00:21:25.000]  有很多人打死都不會告訴別人
[00:21:25.000 --> 00:21:27.000]  在人面前出現
[00:21:27.000 --> 00:21:32.000]  就要是最完美的樣子
[00:21:32.000 --> 00:21:34.000]  不可能的
[00:21:34.000 --> 00:21:37.000]  人生不會是這樣的
[00:21:37.000 --> 00:21:40.000]  所以在我們軟弱的時候
[00:21:40.000 --> 00:21:42.000]  我們習慣了幫人
[00:21:42.000 --> 00:21:44.000]  我們是強者
[00:21:44.000 --> 00:21:46.000]  我們軟弱
[00:21:46.000 --> 00:21:48.000]  別人來幫我們
[00:21:48.000 --> 00:21:51.000]  教會有沒有這樣的文化
[00:21:51.000 --> 00:21:53.000]  有沒有很自然的
[00:21:53.000 --> 00:21:55.000]  可以分享
[00:21:55.000 --> 00:21:58.000]  很自然的施出
[00:21:58.000 --> 00:22:01.000]  又很自然的接受
[00:22:01.000 --> 00:22:05.000]  這個是平日要教的
[00:22:05.000 --> 00:22:06.000]  不教的話
[00:22:06.000 --> 00:22:09.000]  到出事的時候
[00:22:09.000 --> 00:22:11.000]  就有很多埋怨
[00:22:11.000 --> 00:22:12.000]  沒有人關心我
[00:22:12.000 --> 00:22:14.000]  關心一句都不接受
[00:22:14.000 --> 00:22:18.000]  這些話不是到那個時候才說的
[00:22:18.000 --> 00:22:20.000]  有事的時候就不是說話
[00:22:20.000 --> 00:22:22.000]  就是做事
[00:22:22.000 --> 00:22:23.000]  那什麼時候說呢
[00:22:23.000 --> 00:22:25.000]  平日要教
[00:22:25.000 --> 00:22:28.000]  經文就是這樣教導我們
[00:22:28.000 --> 00:22:31.000]  具體的行動
[00:22:31.000 --> 00:22:36.000]  也都不限於規定法律
[00:22:36.000 --> 00:22:38.000]  收利息
[00:22:38.000 --> 00:22:40.000]  拿抵押
[00:22:40.000 --> 00:22:43.000]  這個社會很公道的
[00:22:43.000 --> 00:22:44.000]  不是的
[00:22:44.000 --> 00:22:50.000]  這個是群體裏面的彼此相愛
[00:22:50.000 --> 00:22:54.000]  互相的幫助
[00:22:54.000 --> 00:22:57.000]  我們中國人的觀念
[00:22:57.000 --> 00:22:59.000]  或者就多說一句
[00:22:59.000 --> 00:23:00.000]  你會明白
[00:23:00.000 --> 00:23:03.000]  家人有需要
[00:23:03.000 --> 00:23:04.000]  你借給他
[00:23:04.000 --> 00:23:06.000]  算不算利息
[00:23:06.000 --> 00:23:08.000]  不要算了
[00:23:08.000 --> 00:23:10.000]  你還得到就還
[00:23:10.000 --> 00:23:11.000]  否則的話
[00:23:11.000 --> 00:23:13.000]  大家守望相助
[00:23:13.000 --> 00:23:20.000]  那個出發點是超過律法的底線
[00:23:20.000 --> 00:23:23.000]  我們不是遵行律法
[00:23:23.000 --> 00:23:26.000]  我們是憑信心
[00:23:26.000 --> 00:23:29.000]  超越家庭
[00:23:29.000 --> 00:23:32.000]  超越自己人
[00:23:32.000 --> 00:23:35.000]  超越唯威威
[00:23:35.000 --> 00:23:40.000]  那些從小到大覺得理所當然的
[00:23:40.000 --> 00:23:42.000]  上帝叫我們多走一步
[00:23:42.000 --> 00:23:47.000]  原因不是基於我們的經驗
[00:23:47.000 --> 00:23:52.000]  是基於他是一位怎樣的上帝
[00:23:52.000 --> 00:23:54.000]  他聽祈禱
[00:23:54.000 --> 00:23:56.000]  他憐憫人
[00:23:56.000 --> 00:23:59.000]  他願意在這個過程當中
[00:23:59.000 --> 00:24:02.000]  留一個空間
[00:24:02.000 --> 00:24:05.000]  讓我們可以參與
[00:24:05.000 --> 00:24:09.000]  在關心人的當中
[00:24:09.000 --> 00:24:15.000]  又可以領受被關心的體會
[00:24:15.000 --> 00:24:20.000]  這個是聖經裏面的教導
[00:24:20.000 --> 00:24:22.000]  對上帝
[00:24:22.000 --> 00:24:24.000]  對官長
[00:24:24.000 --> 00:24:25.000]  分開的
[00:24:25.000 --> 00:24:28.000]  不是官長等於上帝
[00:24:28.000 --> 00:24:31.000]  上帝就等於官長
[00:24:31.000 --> 00:24:35.000]  不過這兩段的提醒
[00:24:35.000 --> 00:24:42.000]  也有它貫徹相通的地方
[00:24:42.000 --> 00:24:45.000]  前面說怎樣對低下階層
[00:24:45.000 --> 00:24:48.000]  現在就說對上面
[00:24:48.000 --> 00:24:50.000]  我們英文說superior
[00:24:50.000 --> 00:24:52.000]  你的上司
[00:24:52.000 --> 00:24:53.000]  你的老闆
[00:24:53.000 --> 00:24:54.000]  就是上帝
[00:24:54.000 --> 00:24:56.000]  怎樣對他
[00:24:56.000 --> 00:24:59.000]  這裏提出兩件事
[00:24:59.000 --> 00:25:02.000]  對官長的例子
[00:25:02.000 --> 00:25:04.000]  要不要再讀一次
[00:25:04.000 --> 00:25:06.000]  這裏說的是
