
[00:00:00.000 --> 00:00:08.320]  各位網友 今天是唐慶的
[00:02:38.400 --> 00:02:43.560]  所以很多畫都是兒童的畫
[00:02:43.560 --> 00:02:45.360]  我們很熟悉這個故事
[00:02:45.360 --> 00:02:49.000]  那這個故事
[00:02:49.000 --> 00:02:50.880]  再下去第二張
[00:02:50.880 --> 00:02:53.480]  再下去一張
[00:02:53.480 --> 00:02:55.360]  那他安排一條大魚
[00:02:55.360 --> 00:02:58.920]  那他在魚裏面就有一篇很好的祈禱
[00:02:58.920 --> 00:03:02.080]  之後上帝就叫那條魚把他套出來
[00:03:02.080 --> 00:03:05.280]  再下一張
[00:03:05.280 --> 00:03:09.080]  那約拿就進去利利眉宣告
[00:03:09.080 --> 00:03:11.360]  結果利利眉就悔改
[00:03:11.360 --> 00:03:12.920]  那約拿就不高興了
[00:03:12.920 --> 00:03:16.280]  他就在對著利利眉的山上
[00:03:16.280 --> 00:03:19.280]  就來看一下這個城怎麼樣
[00:03:19.280 --> 00:03:22.240]  因為他覺得上帝出爾反爾
[00:03:22.240 --> 00:03:25.640]  那當時天氣很熱
[00:03:25.640 --> 00:03:29.120]  就有一棵秘麻樹為他遮蔭 他很高興
[00:03:29.120 --> 00:03:33.400]  後來上帝安排一條蟲咬這個秘麻樹
[00:03:33.400 --> 00:03:34.880]  那麼枯乾了
[00:03:34.880 --> 00:03:36.280]  那麼又熱風太陽
[00:03:36.280 --> 00:03:38.040]  那約拿就很生氣了
[00:03:38.040 --> 00:03:39.680]  那上帝就問他什麼事
[00:03:39.680 --> 00:03:41.000]  那約拿就說
[00:03:41.000 --> 00:03:43.600]  他說我發怒 意志於死都會有利的
[00:03:43.600 --> 00:03:44.880]  很強硬
[00:03:44.880 --> 00:03:46.120]  那麼接著呢
[00:03:46.120 --> 00:03:47.640]  上帝就跟他說
[00:03:47.640 --> 00:03:50.960]  這個城有兩萬個不識分左右手
[00:03:50.960 --> 00:03:53.200]  就是說有二百多萬人
[00:03:53.200 --> 00:03:55.000]  我怎麼能夠不顧識呢
[00:03:55.000 --> 00:03:56.840]  這個故事給我的印象就是
[00:03:56.840 --> 00:04:00.280]  約拿一個很冷酷無情
[00:04:00.280 --> 00:04:02.800]  不關心靈魂
[00:04:02.800 --> 00:04:04.400]  並且約拿呢
[00:04:04.400 --> 00:04:06.400]  他是很自我中心
[00:04:06.400 --> 00:04:08.200]  大家有沒有這樣的感覺
[00:04:08.200 --> 00:04:10.000]  如果讓你做約拿
[00:04:10.000 --> 00:04:11.000]  你都不想做
[00:04:11.000 --> 00:04:12.000]  這個角色不好
[00:04:12.000 --> 00:04:14.320]  這個醜角來的
[00:04:14.320 --> 00:04:15.000]  你做什麼
[00:04:15.000 --> 00:04:16.120]  做以塞亞就好了
[00:04:16.120 --> 00:04:18.720]  做以利亞就好了
[00:04:18.720 --> 00:04:20.280]  如果我們小心去看
[00:04:20.280 --> 00:04:23.120]  我們發現
[00:04:23.120 --> 00:04:24.920]  不是這樣的
[00:04:24.920 --> 00:04:27.520]  大家看下一張
[00:04:27.520 --> 00:04:29.680]  約拿是不是排他主義呢
[00:04:29.680 --> 00:04:31.720]  約拿的逃避
[00:04:31.720 --> 00:04:34.160]  不是因為他猶太人有優越感
[00:04:34.160 --> 00:04:35.040]  你看約拿
[00:04:35.040 --> 00:04:39.560]  他對船上的水手態度很積極
[00:04:39.560 --> 00:04:41.680]  他對上帝是很信靠
[00:04:41.680 --> 00:04:43.400]  所以大風浪他不怕的
[00:04:43.400 --> 00:04:44.680]  他知道有上帝
[00:04:44.680 --> 00:04:45.840]  所以他不怕的
[00:04:45.840 --> 00:04:47.800]  並且他對船上的水手
[00:04:47.800 --> 00:04:51.640]  是宣告上帝的創天造地
[00:04:51.640 --> 00:04:54.120]  他將福音傳給他們
[00:04:54.120 --> 00:04:55.840]  另外呢
[00:04:55.840 --> 00:04:58.000]  他對這幫人很有憐憫
[00:04:58.000 --> 00:05:00.080]  他不會說你陪我死吧
[00:05:00.080 --> 00:05:00.680]  一起死吧
[00:05:00.680 --> 00:05:01.240]  不是
[00:05:01.240 --> 00:05:03.320]  他就為了這幾個船上的人
[00:05:03.320 --> 00:05:05.000]  他寧願說你扔我下海
[00:05:05.000 --> 00:05:06.880]  你就可以得到拯救
[00:05:06.880 --> 00:05:09.320]  所以他不是一個冷酷無情的人
[00:05:09.320 --> 00:05:12.040]  他也不是對別人的生死
[00:05:12.040 --> 00:05:13.920]  置之不理
[00:05:13.920 --> 00:05:17.280]  你會發現他是愛護其他人
[00:05:17.280 --> 00:05:19.240]  他宣講上帝的話
[00:05:19.240 --> 00:05:20.720]  他犧牲自己
[00:05:20.720 --> 00:05:22.800]  他救回這些人
[00:05:22.800 --> 00:05:25.200]  所以從各方面來看
[00:05:25.200 --> 00:05:28.200]  你都不能說約拿是一個冷酷無情的人
[00:05:28.200 --> 00:05:31.280]  他是一個完全背叛上帝
[00:05:31.280 --> 00:05:32.760]  他不理會上帝
[00:05:32.760 --> 00:05:34.760]  完全不是
[00:05:34.760 --> 00:05:37.320]  在聖經裏面你會發現不是
[00:05:37.320 --> 00:05:41.400]  問題就是約拿為什麼會反悔
[00:05:41.400 --> 00:05:42.760]  他為什麼要逃避上帝
[00:05:42.760 --> 00:05:46.520]  這個就是一個很根本的問題
[00:05:46.520 --> 00:05:48.880]  如果你要知道這個根本的問題
[00:05:48.880 --> 00:05:50.360]  有一段經文
[00:05:50.360 --> 00:05:52.560]  你必須要去看
[00:05:52.560 --> 00:05:53.880]  約拿書裏面
[00:05:53.880 --> 00:05:54.920]  從頭到尾
[00:05:54.920 --> 00:05:59.520]  你是看不到先知兩個字
[00:05:59.520 --> 00:06:01.880]  但是約拿是不是先知呢
[00:06:01.880 --> 00:06:04.000]  約拿是先知的
[00:06:04.000 --> 00:06:05.240]  下一章
[00:06:05.240 --> 00:06:07.760]  在《列王記》14章
[00:06:07.760 --> 00:06:11.640]  那裏就提到一個很重要的事實
[00:06:11.640 --> 00:06:13.560]  大家讀不讀得完
[00:06:13.560 --> 00:06:17.400]  可以縮小一點
[00:06:17.400 --> 00:06:18.880]  這幾個經文
[00:06:18.880 --> 00:06:20.040]  縮小一點
[00:06:20.040 --> 00:06:21.040]  我們一起讀
[00:06:21.040 --> 00:06:24.080]  因為這幾個經文很重要的
[00:06:24.080 --> 00:06:25.480]  如果沒有這幾個經文
[00:06:25.480 --> 00:06:26.920]  你就不明白
[00:06:26.920 --> 00:06:31.440]  約拿為什麼要逃避上帝
[00:06:31.440 --> 00:06:32.560]  OK 好
[00:06:32.560 --> 00:06:33.640]  我們一起讀
[00:06:33.640 --> 00:06:37.600]  耶羅幫收回以色列邊界之地
[00:06:37.600 --> 00:06:41.280]  從哈馬口直到阿拉巴海
[00:06:41.280 --> 00:06:43.840]  正如耶和華以色列的神
[00:06:43.840 --> 00:06:46.880]  直他僕人加特希夫人
[00:06:46.880 --> 00:06:51.640]  亞米泰的兒子先知約拿所說的
[00:06:51.640 --> 00:06:55.640]  因耶和華看見以色列非常
[00:06:55.640 --> 00:06:59.520]  (聽不清)
[00:06:59.520 --> 00:07:02.080]  那個已經刪掉了
[00:07:02.080 --> 00:07:04.240]  再讀26節
[00:07:04.240 --> 00:07:09.320]  因耶和華看見以色列非常艱苦的困境
[00:07:09.320 --> 00:07:11.000]  沒有奴役的
[00:07:11.000 --> 00:07:12.680]  沒有自由的
[00:07:12.680 --> 00:07:15.880]  也沒有人來幫助以色列
[00:07:15.880 --> 00:07:19.880]  耶和華並沒有說要將以色列的命
[00:07:19.880 --> 00:07:21.880]  從天下逃沒
[00:07:21.880 --> 00:07:24.440]  卻要藉約阿拉斯的兒子
[00:07:24.440 --> 00:07:27.080]  耶羅幫安拯救他們
[00:07:27.080 --> 00:07:28.560]  那句重複了
[00:07:28.560 --> 00:07:31.680]  他收回的重複了
[00:07:31.680 --> 00:07:33.000]  在這段經文裏面
[00:07:33.000 --> 00:07:34.120]  讓我們看一件事
[00:07:34.120 --> 00:07:38.800]  當時上帝曾經透過約拿
[00:07:38.800 --> 00:07:40.600]  去預言一件事
[00:07:40.600 --> 00:07:43.880]  就是以色列國將來要強大
[00:07:43.880 --> 00:07:49.120]  以色列國的前途是很美好的
[00:07:49.120 --> 00:07:49.920]  26節
[00:07:49.920 --> 00:07:52.640]  耶和華看見以色列非常艱苦
[00:07:52.640 --> 00:07:53.880]  沒有奴役的
[00:07:53.880 --> 00:07:54.600]  沒有自由的
[00:07:54.600 --> 00:07:56.880]  也沒有人來幫助以色列
[00:07:56.880 --> 00:08:00.160]  耶和華並沒有說要將以色列的命
[00:08:00.160 --> 00:08:01.680]  從天下逃沒
[00:08:01.680 --> 00:08:04.440]  卻要藉約阿拉斯的兒子
[00:08:04.440 --> 00:08:06.040]  耶羅幫安拯救他們
[00:08:06.040 --> 00:08:06.880]  也就是說
[00:08:06.880 --> 00:08:10.560]  以色列在耶羅幫安的統治下
[00:08:10.560 --> 00:08:12.560]  前途是好的
[00:08:12.560 --> 00:08:15.080]  上帝是要拯救他們的
[00:08:15.080 --> 00:08:17.080]  他們的前途是偉大的
[00:08:17.080 --> 00:08:19.360]  這個預言是在什麼時候呢
[00:08:19.360 --> 00:08:22.400]  是在主前750年
[00:08:22.400 --> 00:08:25.080]  但是這個預言之後
[00:08:25.080 --> 00:08:29.800]  他們大的敵人就是利尼美
[00:08:29.800 --> 00:08:33.800]  而利尼美的興起和亞述的興起
[00:08:33.800 --> 00:08:36.120]  正正威脅著以色列
[00:08:36.120 --> 00:08:44.800]  約拿和當時的先知叫做阿摩斯
[00:08:44.800 --> 00:08:47.360]  阿摩斯和約拿不同
[00:08:47.360 --> 00:08:48.520]  阿摩斯說
[00:08:48.520 --> 00:08:50.920]  以色列上帝要審判他
[00:08:50.920 --> 00:08:52.560]  要用滅國去審判他
[00:08:52.560 --> 00:08:54.560]  但是約拿領受的不是
[00:08:54.560 --> 00:08:56.560]  就是上帝要拯救他
[00:08:56.560 --> 00:08:57.760]  他要強大
[00:08:57.760 --> 00:09:01.760]  約拿有這個領袖
[00:09:01.760 --> 00:09:03.160]  對於他來說
[00:09:03.160 --> 00:09:06.160]  如果以色列要生存
[00:09:06.160 --> 00:09:09.960]  利尼美就一定不可以強大
[00:09:09.960 --> 00:09:13.440]  正正利尼美當時是越來越強大
[00:09:13.440 --> 00:09:15.840]  並且是南征北討
[00:09:15.840 --> 00:09:18.240]  已經消滅了很多的國家
[00:09:18.240 --> 00:09:23.240]  現在上帝叫約拿向利尼美宣講
[00:09:23.240 --> 00:09:25.240]  叫利尼美悔改
[00:09:25.240 --> 00:09:28.240]  如果利尼美悔改
[00:09:28.240 --> 00:09:31.840]  那就是說利尼美就不會有上帝的審判
[00:09:31.840 --> 00:09:34.240]  利尼美會繼續存在
[00:09:34.240 --> 00:09:37.640]  那對以色列來說就是一個很大的威脅
[00:09:37.640 --> 00:09:41.240]  大家明白那個整個的政治形勢
[00:09:41.240 --> 00:09:43.640]  就是說如果利尼美繼續犯罪
[00:09:43.640 --> 00:09:45.640]  那上帝就會刑罰他
[00:09:45.640 --> 00:09:47.640]  阿摩斯是這樣說的
[00:09:47.640 --> 00:09:52.040]  阿摩斯說犯罪的上帝一定刑罰他
[00:09:52.040 --> 00:09:54.040]  包括利尼美 包括以色列
[00:09:54.040 --> 00:09:56.040]  如果利尼美繼續犯罪
[00:09:56.040 --> 00:09:58.040]  他會衰落去 上帝會毀滅他
[00:09:58.040 --> 00:10:00.040]  那以色列就安全了
[00:10:00.040 --> 00:10:03.040]  如果利尼美悔改 上帝不毀滅他
[00:10:03.040 --> 00:10:06.040]  那最後誰會毀滅以色列呢
[00:10:06.040 --> 00:10:08.040]  就是利尼美
[00:10:08.040 --> 00:10:10.040]  你明白這兩個政權的關係嗎
[00:10:10.040 --> 00:10:15.040]  所以約拿在這樣的形勢下
[00:10:15.040 --> 00:10:18.040]  他不想叫利尼美悔改
[00:10:18.040 --> 00:10:21.040]  他覺得由他衰到底
[00:10:21.040 --> 00:10:27.040]  利尼美是一個什麼樣的城市呢
[00:10:27.040 --> 00:10:30.040]  我們再看一張
[00:10:30.040 --> 00:10:33.040]  當時是750年的寓言
[00:10:33.040 --> 00:10:35.040]  再下一張
[00:10:35.040 --> 00:10:38.040]  如果你看回那紅書
[00:10:38.040 --> 00:10:42.040]  他怎樣描述利尼美
[00:10:42.040 --> 00:10:44.040]  還有根據今天的考古學
[00:10:44.040 --> 00:10:47.040]  去發掘利尼美城
[00:10:47.040 --> 00:10:51.040]  利尼美是當時亞述國最後100年的首都
[00:10:51.040 --> 00:10:55.040]  當時的寓言以色列更強大的時候
[00:10:55.040 --> 00:10:58.040]  利尼美就是最強盛的時候
[00:10:58.040 --> 00:11:00.040]  所以是兩個死對頭
[00:11:00.040 --> 00:11:04.040]  根據那紅書
[00:11:04.040 --> 00:11:08.040]  他說利尼美是一個血腥的城市
[00:11:08.040 --> 00:11:12.040]  裡面充滿奸詐 劫糧 私下無數
[00:11:12.040 --> 00:11:16.040]  那些私下是他們俘虜了其他人回來
[00:11:16.040 --> 00:11:20.040]  在城裡當作遊戲來將他們殺害
[00:11:20.040 --> 00:11:25.040]  所以城裡充滿了那些俘虜回來的私人
[00:11:25.040 --> 00:11:26.040]  血流成河
[00:11:26.040 --> 00:11:29.040]  是一個很恐怖的城市
[00:11:29.040 --> 00:11:33.040]  那紅書說利尼美好像一個美麗的妓女
[00:11:33.040 --> 00:11:35.040]  用淫行來誘惑列國
[00:11:35.040 --> 00:11:37.040]  因為他有很多財富
[00:11:37.040 --> 00:11:40.040]  他叫很多人來進貢
[00:11:40.040 --> 00:11:44.040]  並且將他們的偶像傳去外邦
[00:11:44.040 --> 00:11:46.040]  以色列受他的影響
[00:11:46.040 --> 00:11:49.040]  並且以色列受到威脅
[00:11:49.040 --> 00:11:55.040]  當利尼美下一步就是要消滅以色列
[00:11:55.040 --> 00:12:04.040]  果然30年後亞述就滅了以色列
[00:12:04.040 --> 00:12:07.040]  利尼美就是亞述的首都
[00:12:07.040 --> 00:12:11.040]  如果我們從這個角度來看
[00:12:11.040 --> 00:12:17.040]  約拿究竟是什麼時候來宣告
[00:12:17.040 --> 00:12:20.040]  向利尼美宣告上了審判呢?
[00:12:20.040 --> 00:12:22.040]  你讀下一章
[00:12:22.040 --> 00:12:28.040]  大概是750年到720年之間
[00:12:28.040 --> 00:12:29.040]  那時間是這樣
[00:12:29.040 --> 00:12:35.040]  當約拿在主前750年宣告之後
[00:12:35.040 --> 00:12:39.040]  30年後 以色列就滅亡
[00:12:39.040 --> 00:12:41.040]  在這麼短的時間裏面
[00:12:41.040 --> 00:12:44.040]  約拿正正在這個時候
[00:12:44.040 --> 00:12:48.040]  上帝就叫他向利尼美宣告
[00:12:48.040 --> 00:12:50.040]  在這麼短的時間
[00:12:50.040 --> 00:12:54.040]  約拿看到利尼美這時候很強大
[00:12:54.040 --> 00:12:57.040]  所以約拿是不想去的
[00:12:57.040 --> 00:13:01.040]  不過現在沒辦法了
[00:13:01.040 --> 00:13:04.040]  上帝安排了一條魚
[00:13:04.040 --> 00:13:05.040]  耽誤了他三天
[00:13:05.040 --> 00:13:09.040]  他就出來了 在岸上
[00:13:09.040 --> 00:13:11.040]  第三章就說到
[00:13:11.040 --> 00:13:14.040]  耶和華的說話第二次臨到約拿
[00:13:14.040 --> 00:13:17.040]  就說 起來到利尼美大城去
[00:13:17.040 --> 00:13:18.040]  將我告訴你
[00:13:18.040 --> 00:13:20.040]  向其中的居民宣告
[00:13:20.040 --> 00:13:21.040]  信息就是
[00:13:21.040 --> 00:13:23.040]  他在厄達塔面前
[00:13:23.040 --> 00:13:25.040]  上帝要審判他
[00:13:25.040 --> 00:13:28.040]  約拿就照耶和華的話去利尼美
[00:13:28.040 --> 00:13:30.040]  利尼美是一個很大的城
[00:13:30.040 --> 00:13:31.040]  有三天的路程
[00:13:31.040 --> 00:13:33.040]  約拿進城走一天就宣告
[00:13:33.040 --> 00:13:36.040]  再過四十天利尼美要傾覆
[00:13:36.040 --> 00:13:39.040]  利尼美人就信服上帝宣告禁城
[00:13:39.040 --> 00:13:43.040]  從最大的到最小的都穿上麻衣
[00:13:43.040 --> 00:13:45.040]  下一章
[00:13:45.040 --> 00:13:48.040]  這個消息呢
[00:13:48.040 --> 00:13:50.040]  傳到利尼美王那裡
[00:13:50.040 --> 00:13:52.040]  他就從寶座起來
[00:13:52.040 --> 00:13:55.040]  脫了朝服披上麻布
[00:13:55.040 --> 00:13:56.040]  坐在灰中
[00:13:56.040 --> 00:13:58.040]  叫人通過利尼美傳承
[00:13:58.040 --> 00:14:00.040]  說王和大臣有令
[00:14:00.040 --> 00:14:02.040]  人畜牛羊不可嘗任何東西
[00:14:02.040 --> 00:14:04.040]  不可吃不可喝水
[00:14:04.040 --> 00:14:06.040]  人和畜生披上麻布
[00:14:06.040 --> 00:14:07.040]  切切求告上帝
[00:14:07.040 --> 00:14:08.040]  各人迴轉離開惡道
[00:14:08.040 --> 00:14:10.040]  離棄自己掌中的殘暴
[00:14:10.040 --> 00:14:13.040]  誰知道上帝也許會回心轉意
[00:14:13.040 --> 00:14:14.040]  不發列路
[00:14:14.040 --> 00:14:16.040]  使我們不知滅亡
[00:14:16.040 --> 00:14:17.040]  上帝察看他們的行為
[00:14:17.040 --> 00:14:19.040]  見他們離開惡道
[00:14:19.040 --> 00:14:20.040]  上帝就改變心意
[00:14:20.040 --> 00:14:23.040]  原先所講的災難
[00:14:23.040 --> 00:14:24.040]  也都不再講了
[00:14:24.040 --> 00:14:26.040]  正經地記載
[00:14:26.040 --> 00:14:28.040]  上帝不再講災
[00:14:28.040 --> 00:14:32.040]  不過你要看約拿
[00:14:32.040 --> 00:14:34.040]  他聽上帝的話
[00:14:34.040 --> 00:14:35.040]  再去利尼美
[00:14:35.040 --> 00:14:37.040]  其實他的矛盾沒有解決
[00:14:37.040 --> 00:14:39.040]  為什麼呢
[00:14:39.040 --> 00:14:42.040]  如果你看剛才經文
[00:14:42.040 --> 00:14:44.040]  約拿作為先知
[00:14:44.040 --> 00:14:46.040]  他進入城裡
[00:14:46.040 --> 00:14:48.040]  你會發現這個先知
[00:14:48.040 --> 00:14:50.040]  是一個完全不合格的先知
[00:14:50.040 --> 00:14:52.040]  為什麼呢
[00:14:52.040 --> 00:14:54.040]  利尼美城很大
[00:14:54.040 --> 00:14:56.040]  三天路程
[00:14:56.040 --> 00:14:58.040]  但約拿只行一天
[00:14:58.040 --> 00:15:00.040]  就下班了
[00:15:00.040 --> 00:15:02.040]  是不是不合格
[00:15:02.040 --> 00:15:04.040]  我叫他去泰國宣教
[00:15:04.040 --> 00:15:06.040]  你去了下飛機
[00:15:06.040 --> 00:15:08.040]  轉個圈就走了
[00:15:08.040 --> 00:15:10.040]  泰國要滅亡了
[00:15:10.040 --> 00:15:12.040]  就上飛機回來
[00:15:12.040 --> 00:15:16.040]  三天路程走一天
[00:15:16.040 --> 00:15:18.040]  並且他講的訊息
[00:15:18.040 --> 00:15:22.040]  在希伯來文只有五個字
[00:15:22.040 --> 00:15:25.040]  這五個字是簡單到不得了
[00:15:25.040 --> 00:15:27.040]  現在重重複複
[00:15:27.040 --> 00:15:29.040]  上帝就說
[00:15:29.040 --> 00:15:31.040]  他的惡在我面前
[00:15:31.040 --> 00:15:33.040]  他沒有講
[00:15:33.040 --> 00:15:35.040]  他只說你要傾福了
[00:15:35.040 --> 00:15:37.040]  四十個要傾福
[00:15:37.040 --> 00:15:39.040]  五個字
[00:15:39.040 --> 00:15:41.040]  接著就下班了
[00:15:41.040 --> 00:15:43.040]  所以約拿的心裡
[00:15:43.040 --> 00:15:45.040]  根本不想講
[00:15:45.040 --> 00:15:47.040]  沒辦法 上帝逼到過來
[00:15:47.040 --> 00:15:49.040]  於是就去了
[00:15:49.040 --> 00:15:51.040]  馬馬虎虎含糊其詞
[00:15:51.040 --> 00:15:53.040]  另外
[00:15:53.040 --> 00:15:55.040]  很多解經家
[00:15:55.040 --> 00:15:57.040]  他自己的推測
[00:15:57.040 --> 00:16:01.040]  約拿在利尼眉
[00:16:01.040 --> 00:16:03.040]  所用的語言
[00:16:03.040 --> 00:16:05.040]  大概是用
[00:16:05.040 --> 00:16:07.040]  他自己的希伯來文
[00:16:07.040 --> 00:16:09.040]  不是用當時
[00:16:09.040 --> 00:16:11.040]  流行的阿蘭或利尼眉的說話
[00:16:11.040 --> 00:16:13.040]  他用他自己的希伯來文
[00:16:13.040 --> 00:16:15.040]  說這些話
[00:16:15.040 --> 00:16:17.040]  其實人們不太聽懂
[00:16:17.040 --> 00:16:21.040]  他根本沒有想過
[00:16:21.040 --> 00:16:23.040]  怎樣叫那些人明白
[00:16:23.040 --> 00:16:25.040]  去悔改
[00:16:25.040 --> 00:16:27.040]  他只是上帝逼到過來
[00:16:27.040 --> 00:16:29.040]  沒辦法就說了
[00:16:29.040 --> 00:16:31.040]  因為他不想他們悔改
[00:16:31.040 --> 00:16:33.040]  他覺得這個城要滅亡
[00:16:33.040 --> 00:16:35.040]  因為這個城太差了
[00:16:35.040 --> 00:16:37.040]  這麼大的罪惡
[00:16:37.040 --> 00:16:39.040]  上帝要刑罰他
[00:16:39.040 --> 00:16:41.040]  讓他犯罪到死為止
[00:16:41.040 --> 00:16:43.040]  這是約拿的想法
[00:16:43.040 --> 00:16:45.040]  而事實上他盼望
[00:16:45.040 --> 00:16:47.040]  上帝審判臨到
[00:16:47.040 --> 00:16:49.040]  這樣就能逃過大難
[00:16:49.040 --> 00:16:51.040]  來攻擊
[00:16:51.040 --> 00:16:53.040]  所以你明白嗎?
[00:16:53.040 --> 00:16:55.040]  神學決定了宣教的路程
[00:16:55.040 --> 00:16:59.040]  但是利尼眉這個城
[00:16:59.040 --> 00:17:01.040]  是完全出人意外
[00:17:01.040 --> 00:17:03.040]  當他們聽到
[00:17:03.040 --> 00:17:05.040]  約拿的說話
[00:17:05.040 --> 00:17:07.040]  他們一定要
[00:17:07.040 --> 00:17:09.040]  將它翻譯成自己的語言
[00:17:09.040 --> 00:17:11.040]  還有你會看到
[00:17:11.040 --> 00:17:13.040]  後面不是約拿到處說
[00:17:13.040 --> 00:17:15.040]  是他們的人
[00:17:15.040 --> 00:17:17.040]  一個傳一個
[00:17:17.040 --> 00:17:19.040]  我們要滅亡
[00:17:19.040 --> 00:17:21.040]  為什麼? 因為我們罪惡大
[00:17:21.040 --> 00:17:23.040]  上帝刑罰
[00:17:23.040 --> 00:17:25.040]  他們自己人
[00:17:25.040 --> 00:17:27.040]  將說話翻譯成自己的語言
[00:17:27.040 --> 00:17:29.040]  然後就在平民百姓
[00:17:29.040 --> 00:17:31.040]  一直傳下去
[00:17:31.040 --> 00:17:33.040]  直到後來傳到
[00:17:33.040 --> 00:17:35.040]  皇的耳中
[00:17:35.040 --> 00:17:37.040]  當這個皇聽了之後
[00:17:37.040 --> 00:17:39.040]  他竟然
[00:17:39.040 --> 00:17:41.040]  從寶座下來
[00:17:41.040 --> 00:17:43.040]  脫掉朝服
[00:17:43.040 --> 00:17:45.040]  皇帝的衣服
[00:17:45.040 --> 00:17:47.040]  悔改
[00:17:47.040 --> 00:17:49.040]  不單止他悔改
[00:17:49.040 --> 00:17:51.040]  還全盛悔改
[00:17:51.040 --> 00:17:53.040]  連生畜都要表示悔改
[00:17:53.040 --> 00:17:55.040]  這是完全
[00:17:55.040 --> 00:17:57.040]  難以想像
[00:17:57.040 --> 00:17:59.040]  我們只可以說
[00:17:59.040 --> 00:18:01.040]  這是聖靈的工作
[00:18:01.040 --> 00:18:03.040]  整個利尼眉的悔改
[00:18:03.040 --> 00:18:05.040]  是聖靈的工作
[00:18:05.040 --> 00:18:09.040]  不是人的工作
[00:18:09.040 --> 00:18:11.040]  也不是人可以改變的
[00:18:13.040 --> 00:18:15.040]  而這些給我們一個啟示
[00:18:15.040 --> 00:18:17.040]  就是歷史上
[00:18:17.040 --> 00:18:19.040]  發生的事
[00:18:19.040 --> 00:18:21.040]  很多時候很重大的變化
[00:18:21.040 --> 00:18:23.040]  不是我們決定
[00:18:23.040 --> 00:18:25.040]  不是我們可以去決定
[00:18:25.040 --> 00:18:27.040]  有時我們對於很多的事情
[00:18:27.040 --> 00:18:29.040]  很多的事件
