
[00:00:00.000 --> 00:00:17.000]  各位姐妹早晨,祝大家在這個福活節期間,讓我們對生命,特別是永恆的生命有更深的理解
[00:02:41.000 --> 00:02:49.000]  其實可能根本就不在聖經裏面,只不過在教會的歷史裏面,很長時間有很多的傳統
[00:02:49.000 --> 00:02:56.000]  我們聽聽這些用字用字,只要一講出來,我們就會隨便去相信
[00:02:56.000 --> 00:03:06.000]  不少的人因此在參與侍奉的時候,就得罪上帝,而自己仍然不知道
[00:03:06.000 --> 00:03:16.000]  行主的道理固然是重要,但是如果我們只是拿著的示意,或者是自勉的意思
[00:03:16.000 --> 00:03:22.000]  而沒有掌握上主的心思意念的話,我們很容易跌入了一個自意的光景
[00:03:22.000 --> 00:03:29.000]  尤其是以為自己可以藉著參與侍奉多一點,或者回教會多一點
[00:03:29.000 --> 00:03:39.000]  我們就以為自己比其他人更聖潔多一點,而這種情況更加加劇的就是
[00:03:39.000 --> 00:03:45.000]  今天的基督教教會,因為不談論罪的問題,很多時候談論基督的愛,基督怎樣拯救
[00:03:45.000 --> 00:03:57.000]  基督怎樣帶我們離開困所,帶我們在病患,或者在一些不如意的事上脫罪,脫離困所
[00:03:57.000 --> 00:04:03.000]  於是我們就以為這個神就是真,以為這樣的信就是真正的得救
[00:04:03.000 --> 00:04:09.000]  但是其實當我們仔細去看,很多時候,很多的信徒其實生命沒有改變
[00:04:09.000 --> 00:04:20.000]  但是回到教會很多年,在教會做了很多侍奉,而用了很多年,很多的侍奉
[00:04:20.000 --> 00:04:30.000]  就把自己包裝起來,以為自己是一個很配得上帝拯救的人
[00:04:30.000 --> 00:04:38.000]  其實是很可悲的事,自己的生命沒有改變,但是用很多外在的東西包著自己
[00:04:38.000 --> 00:04:51.000]  我記得以前,甚至我在教會初期信主的時候,曾經有些現象,有些信徒甚至以我侍奉到什麼崗位來決定自己的靈性
[00:04:51.000 --> 00:05:00.000]  以這個情況,當我進入到神學院的時候,我更加看到更多,很多進入到神學院讀書的信徒
[00:05:00.000 --> 00:05:06.000]  他們不明白主的心思意念,只是帶著自己的心思意念去讀神學
[00:05:06.000 --> 00:05:13.000]  是經過一個要求,讀了一個神學之後,他就可以去教會做一番他自己的事情
[00:05:13.000 --> 00:05:16.000]  這是很可惜的事情
[00:05:16.000 --> 00:05:24.000]  而今天在這個復活節的主日崇拜裡面,我就希望透過這兩段經文
[00:05:24.000 --> 00:05:32.000]  生命記第21章第22至23節,以及馬可福音第15章42至47節
[00:05:32.000 --> 00:05:37.000]  就一起再次去看看掛在木頭上的耶穌的死
[00:05:37.000 --> 00:05:44.000]  以及他由一個稱之為阿彌米太而來的虐室埋葬這兩段經文
[00:05:44.000 --> 00:05:47.000]  在這段經文裡面,讓我們一起去看一下
[00:05:47.000 --> 00:05:56.000]  其實如果基督徒信是著重於按照聖經的字面,好像行律法去信的話
[00:05:56.000 --> 00:06:01.000]  其實在當中有很多危機,我們是需要留意的
[00:06:01.000 --> 00:06:07.000]  如果我們不留意這些危機的時候,我以為我做了上帝的說話了
[00:06:07.000 --> 00:06:10.000]  你認為自己已經是一個很虔誠的人
[00:06:10.000 --> 00:06:19.000]  我相信今天這段講道和經文就能夠幫助到你去重新思想
[00:06:19.000 --> 00:06:24.000]  認識只行律法這種心態的信仰的危險性
[00:06:24.000 --> 00:06:33.000]  並且從阿彌米太這位人物的身上學會如何避免自己跌入這樣的危險
[00:06:33.000 --> 00:06:37.000]  讓我們再次去看一下這段聖經說什麼
[00:06:37.000 --> 00:06:41.000]  我會分開兩個部分和大家去看
[00:06:41.000 --> 00:06:48.000]  第一個部分我和大家去看的是生命記第21章第22至第23節
[00:06:48.000 --> 00:06:55.000]  如果大家有聖經的請回去看生命記第21章舊約
[00:06:55.000 --> 00:06:58.000]  第21章第22至23節
[00:06:58.000 --> 00:07:04.000]  不過我和你讀多一點,讀多一點,從第18節開始讀
[00:07:04.000 --> 00:07:11.000]  在這部分我們可以看到當有些事情在合情合理之下的侍奉
[00:07:11.000 --> 00:07:18.000]  很合所有的要求的情況下,其實隱藏著一種危機在裡面
[00:07:18.000 --> 00:07:20.000]  我們有沒有看清楚呢?
[00:07:20.000 --> 00:07:24.000]  讓我們一起去打開生命記第21章
[00:07:24.000 --> 00:07:27.000]  剛才Karen幫我們讀了一次
[00:07:27.000 --> 00:07:32.000]  讓我們再次打開這段聖經一起去讀
[00:07:32.000 --> 00:07:35.000]  不過我們讀多一點,從第18節開始讀
[00:07:35.000 --> 00:07:37.000]  讀完之後我們一起讀
[00:07:38.000 --> 00:07:42.000]  (國語)
[00:07:43.000 --> 00:07:45.000]  (國語)
[00:07:45.000 --> 00:07:47.000]  (國語)
[00:07:47.000 --> 00:07:49.000]  (國語)
[00:07:50.000 --> 00:07:52.000]  (國語)
[00:07:53.000 --> 00:07:55.000]  (國語)
[00:07:55.000 --> 00:07:57.000]  (國語)
[00:07:57.000 --> 00:07:59.140]  本城的長老那裡
[00:07:59.140 --> 00:08:00.960]  對長老說
[00:08:00.960 --> 00:08:04.380]  我們這兒子橫行活逆
[00:08:04.380 --> 00:08:06.640]  不聽從我們的話
[00:08:06.640 --> 00:08:09.140]  是貪食好酒的人
[00:08:09.140 --> 00:08:14.340]  本城的眾人就要用石頭將他打死
[00:08:14.340 --> 00:08:19.440]  這樣就把那惡從你們中間除掉
[00:08:19.440 --> 00:08:24.060]  以色列眾人都要聽見害怕
[00:08:24.780 --> 00:08:29.540]  人若犯罪死的罪被致死了
[00:08:29.540 --> 00:08:32.460]  你將他掛在木頭上
[00:08:32.460 --> 00:08:37.220]  他的屍首不可留在木頭上過夜
[00:08:37.220 --> 00:08:41.060]  必要當日將他葬埋
[00:08:41.060 --> 00:08:44.180]  免得玷污了耶和華
[00:08:44.180 --> 00:08:47.580]  你們神所賜你為業之地
[00:08:47.580 --> 00:08:53.300]  因為被掛的人是在神面前受咒咒的
[00:08:54.300 --> 00:08:59.900]  聖經記載了舊約裡面有一些條例
[00:08:59.900 --> 00:09:04.940]  這兩條條例我為什麼要放在一起看呢
[00:09:04.940 --> 00:09:09.700]  不只是看第22和23兩節
[00:09:09.700 --> 00:09:12.580]  因為他們是連貫的思維
[00:09:12.580 --> 00:09:14.980]  在裡面談論到的
[00:09:14.980 --> 00:09:21.460]  首先我們看聖經第18至21節裡面
[00:09:21.460 --> 00:09:24.780]  談論到一個現象或個案
[00:09:24.780 --> 00:09:27.700]  這個個案談及到一個人
[00:09:27.700 --> 00:09:30.820]  有一個橫梗活躍的兒子
[00:09:30.820 --> 00:09:32.860]  不聽父母的話
[00:09:32.860 --> 00:09:35.100]  他的父母要怎樣呢
[00:09:35.100 --> 00:09:36.540]  懲治他
[00:09:36.540 --> 00:09:41.660]  但懲治他過去之後仍然不聽從的話
[00:09:41.660 --> 00:09:45.940]  這個父母就要抓住他
[00:09:45.940 --> 00:09:50.900]  然後將他押送到本地的城門和城門的掌路
[00:09:51.300 --> 00:09:54.420]  進行審判或指控
[00:09:54.420 --> 00:09:58.420]  而到了第22至23節裡面
[00:09:58.420 --> 00:10:02.020]  談論到一個情況
[00:10:02.020 --> 00:10:04.300]  有一個人有該死的罪
[00:10:04.300 --> 00:10:06.620]  要被致死
[00:10:06.620 --> 00:10:09.340]  怎樣致死呢
[00:10:09.340 --> 00:10:12.780]  你將他掛在木頭上致死
[00:10:12.780 --> 00:10:18.980]  記住這個屍首不能留在木頭上過夜
[00:10:19.460 --> 00:10:21.740]  當日就要處理好
[00:10:21.740 --> 00:10:28.180]  免得顛覆耶和華和神賜給你的地
[00:10:28.180 --> 00:10:33.660]  兩者好像風馬牛不相及
[00:10:33.660 --> 00:10:35.540]  但當我們仔細去看
[00:10:35.540 --> 00:10:39.620]  聖經無疑兩個部分都談論到
[00:10:39.620 --> 00:10:42.660]  有一個應該要被致死的罪
[00:10:42.660 --> 00:10:44.380]  合情合理的
[00:10:44.380 --> 00:10:46.060]  沒問題的
[00:10:46.060 --> 00:10:48.900]  而這個致死的過程
[00:10:49.660 --> 00:10:52.300]  可以用石頭打死
[00:10:52.300 --> 00:10:56.700]  或者掛在木頭上致死
[00:10:56.700 --> 00:11:03.100]  因為復活節我們先看後面的部分
[00:11:03.100 --> 00:11:07.580]  因為耶穌基督同樣死在十字架上
[00:11:07.580 --> 00:11:10.380]  掛在木頭上被殺
[00:11:10.380 --> 00:11:13.900]  掛在木頭上的刑罰
[00:11:13.900 --> 00:11:18.060]  很多時候我們以為只是在耶穌身上發生
[00:11:18.060 --> 00:11:18.740]  其實不是
[00:11:18.980 --> 00:11:22.780]  這個做法在古晉東非常流行
[00:11:22.780 --> 00:11:27.460]  而羅馬人只不過在當時管治巴勒斯坦地
[00:11:27.460 --> 00:11:31.340]  所以他們同樣用這種刑罰的方式
[00:11:31.340 --> 00:11:35.580]  來懲罰一些死囚的做法
[00:11:35.580 --> 00:11:39.700]  這個做法我們可以參考早到創世紀
[00:11:39.700 --> 00:11:42.060]  第四十章第十九節
[00:11:42.060 --> 00:11:45.500]  或者當時所指導的埃及地方
[00:11:45.500 --> 00:11:47.940]  就有這種懲罰的手段
[00:11:48.660 --> 00:11:50.980]  這種懲罰的手段為什麼要這樣做呢
[00:11:50.980 --> 00:11:52.700]  為什麼要掛在木頭上
[00:11:52.700 --> 00:11:55.500]  其中一個最主要的目的
[00:11:55.500 --> 00:11:58.740]  就是要嚇怕人
[00:11:58.740 --> 00:12:04.300]  有一種作為警示或者示警的作用
[00:12:04.300 --> 00:12:07.620]  但是很奇怪
[00:12:07.620 --> 00:12:09.860]  來到以色列民的當中
[00:12:09.860 --> 00:12:11.220]  這種運作
[00:12:11.220 --> 00:12:15.820]  原來上帝有一個加添的題目上去
[00:12:15.820 --> 00:12:17.860]  或者加添的做法上去
[00:12:18.260 --> 00:12:19.860]  就是說你可以這樣做
[00:12:19.860 --> 00:12:22.140]  你和其他人沒什麼分別
[00:12:22.140 --> 00:12:26.300]  你和其他的國家族裔去作為一個
[00:12:26.300 --> 00:12:29.340]  對死囚的審判執行他的刑罰
[00:12:29.340 --> 00:12:30.860]  沒問題的
[00:12:30.860 --> 00:12:33.700]  但是分別是什麼呢
[00:12:33.700 --> 00:12:38.340]  就是不可以將屍首留過夜
[00:12:38.340 --> 00:12:44.380]  既然傳統要掛在木頭上
[00:12:44.380 --> 00:12:46.700]  就要將它向眾人示警
[00:12:46.700 --> 00:12:50.260]  好像以前我們看古裝片
[00:12:50.260 --> 00:12:53.980]  中國的歷史古裝片
[00:12:53.980 --> 00:12:55.500]  都有很多
[00:12:55.500 --> 00:12:58.180]  出了去五門斬首
[00:12:58.180 --> 00:12:59.740]  然後怎麼樣
[00:12:59.740 --> 00:13:01.780]  掛在城門上
[00:13:01.780 --> 00:13:02.740]  要怎樣呢
[00:13:02.740 --> 00:13:04.060]  示警
[00:13:04.060 --> 00:13:06.060]  警告所有的人
[00:13:06.060 --> 00:13:07.780]  如果犯同樣的罪
[00:13:07.780 --> 00:13:10.980]  你的下場和他會同樣的淒涼
[00:13:12.460 --> 00:13:18.220]  這種向人展示屍首
[00:13:18.220 --> 00:13:20.540]  其實多了一些東西
[00:13:20.540 --> 00:13:24.540]  不是原本對應罪的審判
[00:13:24.540 --> 00:13:29.580]  所以這段聖經特別在這裡
[00:13:29.580 --> 00:13:33.420]  有關於當一個人犯罪的時候
[00:13:33.420 --> 00:13:37.020]  如果這個人有相應的罪
[00:13:37.020 --> 00:13:42.940]  要以死亡還手的方式
[00:13:42.940 --> 00:13:45.740]  來承擔他的罪責
[00:13:45.740 --> 00:13:47.580]  沒問題的
[00:13:47.580 --> 00:13:50.700]  上帝在舊約聖經裡也強調
[00:13:50.700 --> 00:13:53.540]  以牙還牙 以眼還眼
[00:13:53.540 --> 00:13:56.060]  其實這句話不是說報仇
[00:13:56.060 --> 00:13:58.060]  這句話是說
[00:13:58.060 --> 00:14:01.940]  上帝要以聖人執行的審判
[00:14:01.940 --> 00:14:04.140]  要是對應程度
[00:14:05.260 --> 00:14:07.540]  等於你打了人家的錢包
[00:14:07.540 --> 00:14:09.460]  拿了人家一千元
[00:14:09.460 --> 00:14:11.020]  你要罰款的時候
[00:14:11.020 --> 00:14:13.860]  你就要對應你打了人家的錢包
[00:14:13.860 --> 00:14:15.900]  一千元應有的懲罰
[00:14:15.900 --> 00:14:19.260]  或者你撞了人家的車
[00:14:19.260 --> 00:14:21.540]  故意撞人家的車
[00:14:21.540 --> 00:14:23.460]  撞了人家的車之後
[00:14:23.460 --> 00:14:24.540]  你被捕了
[00:14:24.540 --> 00:14:26.940]  你的懲罰是什麼呢
[00:14:26.940 --> 00:14:29.580]  不單要賠錢給人家
[00:14:29.580 --> 00:14:34.020]  甚至要對應你故意撞人家的車
[00:14:34.700 --> 00:14:35.580]  那個懲罰
[00:14:35.580 --> 00:14:37.700]  上帝是很公平的
[00:14:37.700 --> 00:14:40.220]  律法的目的
[00:14:40.220 --> 00:14:43.300]  其實是要對應人的罪
[00:14:43.300 --> 00:14:47.260]  管束著人不會走出了上帝的標準
[00:14:47.260 --> 00:14:50.180]  如果就算你出了上帝的標準之後
[00:14:50.180 --> 00:14:53.900]  上帝也會利用這個有規限的懲罰
[00:14:53.900 --> 00:14:56.820]  來幫助人去承擔了他們的罪責
[00:14:56.820 --> 00:14:59.180]  然後可以免了罪
[00:14:59.180 --> 00:15:02.940]  聖經就是這麼基本的解釋
[00:15:03.380 --> 00:15:06.300]  上帝的做事也是這麼基本的
[00:15:06.300 --> 00:15:09.300]  但是從來
[00:15:09.300 --> 00:15:14.660]  從來上帝的目的是要處理你的罪
[00:15:14.660 --> 00:15:17.900]  很可惜的是
[00:15:17.900 --> 00:15:21.100]  人的心態是有些不同的
[00:15:21.100 --> 00:15:25.580]  人的心態是要多了一點
[00:15:25.580 --> 00:15:31.180]  就是要展示出不單在懲罰的時候有警示的作用
[00:15:31.460 --> 00:15:38.420]  而是同時要將他有權執行這個法例或條例的人
[00:15:38.420 --> 00:15:41.860]  展示他有這個特別的權威
[00:15:41.860 --> 00:15:45.380]  所以為什麼在這段聖經裡面
[00:15:45.380 --> 00:15:48.900]  我們會留意到從第十八至二十一節裡面
[00:15:48.900 --> 00:15:52.060]  上帝仍然說要對應罪
[00:15:52.060 --> 00:15:55.060]  使人要對罪有一個警示作用
[00:15:55.060 --> 00:16:01.660]  但是絕對不是讓那些有權執行這個懲罰的人
[00:16:01.660 --> 00:16:04.260]  展示他自己有什麼權威
[00:16:04.260 --> 00:16:07.500]  所以為什麼會有第十一節之後
[00:16:07.500 --> 00:16:09.460]  有二十二至二十三節
[00:16:09.460 --> 00:16:13.580]  就是要管束住人
[00:16:13.580 --> 00:16:21.100]  不想人即使在這個執行律法的時候
[00:16:22.140 --> 00:16:25.220]  有多了一些東西出來
[00:16:25.220 --> 00:16:26.900]  多了什麼東西
[00:16:26.900 --> 00:16:31.180]  多了一種來展示自己有一份特權
[00:16:31.180 --> 00:16:40.820]  來去管束或者去掌管其他人的生死之權
[00:16:40.820 --> 00:16:48.380]  更加可怕的就是可能更會導致一些人藉這件事件
[00:16:48.580 --> 00:16:56.940]  去進行泄粉或者顯出自己比其他人高高在上的權力
[00:16:56.940 --> 00:17:01.220]  因此如果你要執行
[00:17:01.220 --> 00:17:08.580]  扔在木頭上這種還手死刑的方式
[00:17:08.580 --> 00:17:11.020]  記緊
[00:17:11.020 --> 00:17:13.780]  耶和華說不要過夜
[00:17:15.300 --> 00:17:19.460]  處理的罪和警示去到那個位置已經足夠
[00:17:19.460 --> 00:17:23.020]  對應了那個人承擔了的責任
[00:17:23.020 --> 00:17:25.380]  還有一件事
[00:17:25.380 --> 00:17:28.500]  聖經最大的特色是什麼呢
[00:17:28.500 --> 00:17:33.180]  就是從第十八至二十一節裡面的情況
[00:17:33.180 --> 00:17:38.140]  讀這段聖經的時候有很多人漏了一個字
[00:17:38.140 --> 00:17:40.260]  這個字叫做若
[00:17:40.260 --> 00:17:42.060]  如果大家留意一下
[00:17:42.380 --> 00:17:46.420]  第十八節一開始人若有
[00:17:46.420 --> 00:17:52.100]  和第二十二節同樣有人若犯
[00:17:52.100 --> 00:17:56.580]  這是一個假設的狀態
[00:17:56.580 --> 00:17:59.700]  這個狀態是什麼呢
[00:17:59.700 --> 00:18:03.660]  會和假設的狀態有幾種可能性
[00:18:03.660 --> 00:18:07.420]  假設的就是假設的一定會出現
[00:18:07.420 --> 00:18:11.380]  如果你不讀書你就會肥佬
[00:18:11.380 --> 00:18:13.620]  或者你不吃飯你就會肚餓
[00:18:13.620 --> 00:18:16.380]  這種假設一定會出現的
[00:18:16.380 --> 00:18:18.660]  有一種假設呢
[00:18:18.660 --> 00:18:24.580]  假設了出來讓你進行一個思想上的預備
[00:18:24.580 --> 00:18:26.580]  這件事不需要一定出現的
[00:18:26.580 --> 00:18:31.580]  但這件事卻是讓你做了一個思想上的exercise
[00:18:31.580 --> 00:18:33.660]  這段聖經就是在說這件事
[00:18:33.660 --> 00:18:34.460]  為什麼呢
[00:18:34.460 --> 00:18:35.860]  我們看回第十八節
[00:18:35.860 --> 00:18:39.540]  從第十八節裡面記載到這個人
[00:18:39.780 --> 00:18:43.780]  他會有一個橫梗活躍的兒子
[00:18:43.780 --> 00:18:47.380]  牧師不奇怪吧
[00:18:47.380 --> 00:18:50.020]  有橫梗的兒子
[00:18:50.020 --> 00:18:53.300]  不奇怪的 在這個世代
[00:18:53.300 --> 00:18:56.540]  該殺老爸該打老媽一樣有的
[00:18:56.540 --> 00:18:57.620]  這些情況是不是
[00:18:57.620 --> 00:19:01.780]  我曾經聽過一個很好笑的故事
[00:19:01.780 --> 00:19:05.700]  說過媽媽家裡藏了三罐果皮
[00:19:05.700 --> 00:19:09.300]  在自己的房樓角
[00:19:09.700 --> 00:19:10.820]  一個櫃子裡
[00:19:10.820 --> 00:19:13.340]  有一天兒子突然間
[00:19:13.340 --> 00:19:16.780]  看見媽媽拿了兩片果皮下來
[00:19:16.780 --> 00:19:19.140]  然後煮粥給他吃
[00:19:19.140 --> 00:19:24.660]  他發覺原來有幾罐果皮在那裡
[00:19:24.660 --> 00:19:26.580]  結果怎麼樣呢
[00:19:26.580 --> 00:19:29.900]  偷了媽媽的果皮賣掉
[00:19:29.900 --> 00:19:32.180]  媽媽發現之後罵他
[00:19:32.180 --> 00:19:33.300]  然後打死了他
[00:19:33.300 --> 00:19:37.340]  為了罐果皮
[00:19:37.340 --> 00:19:38.700]  其實果皮很值錢的
[00:19:38.700 --> 00:19:39.700]  我家裡也有
[00:19:39.700 --> 00:19:40.700]  我告訴大家
[00:19:40.700 --> 00:19:42.540]  免得你來我家裡爆價
[00:19:42.540 --> 00:19:47.540]  原來果皮可以賣到幾十萬的
[00:19:47.540 --> 00:19:49.700]  為什麼會這樣
[00:19:49.700 --> 00:19:52.940]  為了幾十萬去殺父母也有嗎
[00:19:52.940 --> 00:19:55.820]  這段聖經很奇怪
[00:19:55.820 --> 00:19:57.460]  奇怪在什麼
[00:19:57.460 --> 00:20:00.020]  半逆之餘父母也教他
[00:20:00.020 --> 00:20:01.460]  教極不聽
[00:20:01.460 --> 00:20:05.220]  於是這個父母
[00:20:06.220 --> 00:20:09.660]  把自己的子女帶到城門口
[00:20:09.660 --> 00:20:11.540]  城門口的長老
[00:20:11.540 --> 00:20:14.660]  為什麼要帶到城門口
[00:20:14.660 --> 00:20:15.380]  那些長老
[00:20:15.380 --> 00:20:16.580]  那你要回主教學
[00:20:16.580 --> 00:20:18.140]  主教學剛剛才說完
[00:20:18.140 --> 00:20:23.100]  城門口往往就是長老作審判的場地
[00:20:23.100 --> 00:20:27.220]  所以凡是有什麼事情
[00:20:27.220 --> 00:20:28.820]  是民事的刑事的
[00:20:28.820 --> 00:20:30.500]  全部要審定的
[00:20:30.500 --> 00:20:32.140]  都要去城門口有個亭
[00:20:32.140 --> 00:20:35.940]  在那裡有些長老坐著斷事
[00:20:36.940 --> 00:20:37.940]  所以他帶到那裡
[00:20:37.940 --> 00:20:39.020]  然後怎樣
[00:20:39.020 --> 00:20:41.260]  指控他的兒子
[00:20:41.260 --> 00:20:43.420]  請留意
[00:20:43.420 --> 00:20:46.020]  我這個兒子是橫斬斥逆
[00:20:46.020 --> 00:20:47.620]  不聽從我們的話
[00:20:47.620 --> 00:20:50.220]  是貪食好酒的人
[00:20:50.220 --> 00:20:56.980]  於是就容讓這個城的審判長老
[00:20:56.980 --> 00:20:59.740]  來審定用石頭打死這個兒子
[00:21:01.300 --> 00:21:06.740]  如果你預知到你的兒子會有這樣的下場
[00:21:06.740 --> 00:21:09.740]  你會怎樣想
[00:21:09.740 --> 00:21:13.340]  忍不忍心帶你的兒子去這樣
[00:21:13.340 --> 00:21:20.020]  很合情合理的事來的
[00:21:20.020 --> 00:21:21.180]  應該犯了這個罪
[00:21:21.180 --> 00:21:21.940]  應該這樣做
[00:21:21.940 --> 00:21:24.980]  但是你作為父母
[00:21:24.980 --> 00:21:28.940]  你會不會將你的兒子帶去給人處死
[00:21:28.940 --> 00:21:35.940]  所以這段聖經可以說是一段反人性
[00:21:35.940 --> 00:21:38.460]  反常態的記載
[00:21:38.460 --> 00:21:41.460]  換句話來說
[00:21:41.460 --> 00:21:45.860]  這段聖經通常不會運作的
[00:21:45.860 --> 00:21:49.860]  通常不會這樣運作的
[00:21:49.860 --> 00:21:55.300]  這段聖經是要提醒當時的意識
[00:21:57.300 --> 00:21:59.300]  罪是很嚴重的一件事
[00:21:59.300 --> 00:22:01.300]  要對應處理
[00:22:01.300 --> 00:22:05.620]  因此這條條例寫下來
[00:22:05.620 --> 00:22:09.100]  是提醒以色列人醒醒定定
[00:22:09.100 --> 00:22:10.300]  不是我說的
[00:22:10.300 --> 00:22:11.900]  是傑文說的
[00:22:11.900 --> 00:22:15.300]  所以最後第21節就這樣說
[00:22:15.300 --> 00:22:17.300]  要怎樣呢
[00:22:17.300 --> 00:22:20.100]  將這個兒子的罪惡除掉
[00:22:20.100 --> 00:22:26.100]  然後成為眾以色列人的境界
[00:22:27.100 --> 00:22:28.100]  害怕
[00:22:28.100 --> 00:22:34.100]  其實上帝從頭到尾立任何一條條例
[00:22:34.100 --> 00:22:39.700]  目的都是要我們正面處理人的罪
[00:22:39.700 --> 00:22:44.700]  你和我 信耶穌
[00:22:44.700 --> 00:22:49.500]  如果不是因為要正面處理神的罪
[00:22:49.500 --> 00:22:51.500]  不是神的罪
[00:22:51.500 --> 00:22:52.700]  是處理我們的罪
[00:22:52.700 --> 00:22:55.100]  用神來處理我們的罪
[00:22:56.100 --> 00:22:58.100]  而反過來說
[00:22:58.100 --> 00:23:00.100]  是上帝能夠施恩給我
[00:23:00.100 --> 00:23:03.100]  得到拯救 脫離困苦
[00:23:03.100 --> 00:23:05.100]  或者工作不順利
[00:23:05.100 --> 00:23:08.100]  於是我脫離苦難
[00:23:08.100 --> 00:23:10.100]  或者我突然病了
[00:23:10.100 --> 00:23:12.100]  我突然信了主
[00:23:12.100 --> 00:23:14.100]  我信了主就康復了
[00:23:14.100 --> 00:23:15.100]  對不起
[00:23:15.100 --> 00:23:19.100]  這些不是上帝在聖經裡所說的
[00:23:19.100 --> 00:23:22.100]  耶穌基督來到這個世界上
[00:23:22.100 --> 00:23:24.100]  從頭到尾
[00:23:25.100 --> 00:23:28.100]  都處理人的罪的問題
[00:23:28.100 --> 00:23:31.100]  所以包括舊約這段聖經
[00:23:31.100 --> 00:23:33.100]  十八節至二十一節
[00:23:33.100 --> 00:23:36.100]  仍然是針對罪的問題
[00:23:36.100 --> 00:23:38.100]  要我們有所警示
[00:23:38.100 --> 00:23:44.100]  這件事有些律法寫出來是不會用的
[00:23:44.100 --> 00:23:45.100]  大兄姐妹
[00:23:45.100 --> 00:23:48.100]  牧師你怎麼會知道
[00:23:48.100 --> 00:23:49.100]  我知道
[00:23:49.100 --> 00:23:52.100]  我天天都對著這本Exile Tax Act
[00:23:53.100 --> 00:23:57.100]  加拿大的貨奴稅
[00:23:57.100 --> 00:24:01.100]  貨奴稅的條例
[00:24:01.100 --> 00:24:02.100]  天天都對著它
[00:24:02.100 --> 00:24:05.100]  我告訴你
[00:24:05.100 --> 00:24:06.100]  我認識的那些條例
[00:24:06.100 --> 00:24:08.100]  天天用的都是那幾條
[00:24:08.100 --> 00:24:12.100]  總共有幾百條
[00:24:12.100 --> 00:24:15.100]  為什麼很多不用
[00:24:15.100 --> 00:24:17.100]  寫出來
[00:24:17.100 --> 00:24:19.100]  給你一個指引
[00:24:19.100 --> 00:24:20.100]  不是一定用的
[00:24:21.100 --> 00:24:24.100]  是提醒你不要走錯
[00:24:24.100 --> 00:24:28.100]  大兄姐妹
[00:24:28.100 --> 00:24:30.100]  所以從這段聖經裡
[00:24:30.100 --> 00:24:34.100]  作者在這裡提醒人是很危險的
[00:24:34.100 --> 00:24:38.100]  當我們如果不針對罪去處理的話
[00:24:38.100 --> 00:24:40.100]  而執行這條律例
[00:24:40.100 --> 00:24:45.100]  就會變成無限地利用律法
[00:24:45.100 --> 00:24:49.100]  或者用今天說的利用侍奉神
[00:24:50.100 --> 00:24:53.100]  來滿足個人的慾望
[00:24:53.100 --> 00:24:55.100]  什麼個人的慾望
[00:24:55.100 --> 00:24:58.100]  就在第22至23節告訴我們
[00:24:58.100 --> 00:24:59.100]  沒錯
[00:24:59.100 --> 00:25:03.100]  你同樣有權對應該死的罪
[00:25:03.100 --> 00:25:05.100]  你可以將他釘死在木頭上
[00:25:05.100 --> 00:25:07.100]  你可以這樣做
[00:25:07.100 --> 00:25:09.100]  不過以色列有一樣東西不同
[00:25:09.100 --> 00:25:12.100]  是什麼不同
[00:25:12.100 --> 00:25:15.100]  和其他民族不同
[00:25:15.100 --> 00:25:18.100]  其他民族行律法有一個很重要的目的
