
[00:00:00.000 --> 00:00:04.280]  各位媽媽 在這裡再一次恭祝大家
[00:02:01.100 --> 00:02:03.100]  她覺得有些東西不太妥
[00:02:03.100 --> 00:02:04.100]  再去看醫生
[00:02:04.100 --> 00:02:07.100]  醫生說這是更年期的象徵
[00:02:07.100 --> 00:02:09.100]  一方面聽起來
[00:02:09.100 --> 00:02:13.100]  人始終要經過這樣的階段 有點放心
[00:02:13.100 --> 00:02:16.100]  但一聽到更年期來
[00:02:16.100 --> 00:02:20.100]  心裡有些很怪的感覺
[00:02:20.100 --> 00:02:22.100]  似乎和以前已經有點不同
[00:02:22.100 --> 00:02:26.100]  也有些恐懼不安
[00:02:26.100 --> 00:02:29.100]  一個月前突然接到電話
[00:02:29.100 --> 00:02:31.100]  爸爸八十多歲
[00:02:31.100 --> 00:02:33.100]  發覺中了風
[00:02:33.100 --> 00:02:35.100]  進了醫院
[00:02:35.100 --> 00:02:37.100]  雖然救了一條命
[00:02:37.100 --> 00:02:39.100]  但已經半身不遂
[00:02:39.100 --> 00:02:43.100]  爸爸本來很健康 有運動
[00:02:43.100 --> 00:02:47.100]  病了之後 全都不同了
[00:02:47.100 --> 00:02:50.100]  行動不方便
[00:02:50.100 --> 00:02:52.100]  最慘的是脾氣好不好
[00:02:52.100 --> 00:02:54.100]  事上發脾氣
[00:02:54.100 --> 00:02:57.100]  媽媽就很辛苦
[00:02:57.100 --> 00:03:03.100]  爸爸又不想請家務助理
[00:03:03.100 --> 00:03:06.100]  媽媽要照顧他
[00:03:06.100 --> 00:03:09.100]  大小便都要幫忙
[00:03:09.100 --> 00:03:12.100]  七十多歲 怎麼做
[00:03:12.100 --> 00:03:15.100]  身體又不是那麼好
[00:03:15.100 --> 00:03:18.100]  所以他就做了決定
[00:03:18.100 --> 00:03:22.100]  中國人所謂樹欲靜而風不息
[00:03:22.100 --> 00:03:24.100]  子欲養而親不在
[00:03:24.100 --> 00:03:26.100]  雖然上了一天班
[00:03:26.100 --> 00:03:29.100]  都很不甘心
[00:03:29.100 --> 00:03:34.100]  下班後 馬上開車回唐人埠
[00:03:34.100 --> 00:03:38.100]  去幫媽媽買菜 煮飯
[00:03:38.100 --> 00:03:40.100]  希望減輕媽媽的事
[00:03:40.100 --> 00:03:43.100]  但他自己都很悔
[00:03:43.100 --> 00:03:46.100]  看到爸爸這樣
[00:03:46.100 --> 00:03:52.100]  本來一個很健康 很樂觀
[00:03:52.100 --> 00:03:54.100]  看到他這樣
[00:03:54.100 --> 00:03:58.100]  自己心裡都很難過
[00:03:58.100 --> 00:04:00.100]  想想還有多少日子
[00:04:00.100 --> 00:04:03.100]  可以照顧自己的爸爸
[00:04:03.100 --> 00:04:06.100]  又見到媽媽
[00:04:06.100 --> 00:04:10.100]  經常苦瓜的臉 很辛苦
[00:04:10.100 --> 00:04:15.100]  他心裡自己躲起來哭
[00:04:15.100 --> 00:04:18.100]  不過他最難過的
[00:04:18.100 --> 00:04:21.100]  都是自己的子女
[00:04:21.100 --> 00:04:25.100]  大兒子中學畢業時
[00:04:25.100 --> 00:04:27.100]  入大學
[00:04:27.100 --> 00:04:29.100]  堅持要去東岸
[00:04:29.100 --> 00:04:31.100]  越走越遠越好
[00:04:31.100 --> 00:04:34.100]  去了東岸讀大學時
[00:04:34.100 --> 00:04:37.100]  很少機會大家見面
[00:04:37.100 --> 00:04:40.100]  女兒讀十二年班
[00:04:40.100 --> 00:04:42.100]  無心向學
[00:04:42.100 --> 00:04:45.100]  每晚十二時才回家
[00:04:45.100 --> 00:04:47.100]  有一晚
[00:04:47.100 --> 00:04:50.100]  他自己突然醒來
[00:04:50.100 --> 00:04:52.100]  很自然就去房間
[00:04:52.100 --> 00:04:54.100]  看看女兒回來了沒有
[00:04:54.100 --> 00:04:56.100]  空的 沒人
[00:04:56.100 --> 00:04:59.100]  看看時鐘
[00:04:59.100 --> 00:05:02.100]  兩點多
[00:05:02.100 --> 00:05:04.100]  打電話去手機
[00:05:04.100 --> 00:05:06.100]  沒人接
[00:05:06.100 --> 00:05:08.100]  他有點擔心
[00:05:08.100 --> 00:05:10.100]  搞什麼
[00:05:10.100 --> 00:05:12.100]  但不能做什麼
[00:05:12.100 --> 00:05:14.100]  只能等
[00:05:14.100 --> 00:05:17.100]  等到大概兩點半
[00:05:17.100 --> 00:05:19.100]  外面有車聲
[00:05:19.100 --> 00:05:22.100]  張開眼睛看出去
[00:05:22.100 --> 00:05:25.100]  看到一個男人
[00:05:25.100 --> 00:05:29.100]  和女兒在車上親熱
[00:05:29.100 --> 00:05:31.100]  他看見
[00:05:31.100 --> 00:05:35.100]  心裡有火
[00:05:35.100 --> 00:05:38.100]  忍住
[00:05:38.100 --> 00:05:41.100]  當女兒一進門
[00:05:41.100 --> 00:05:43.100]  他第一句問
[00:05:43.100 --> 00:05:45.100]  你去哪裡
[00:05:45.100 --> 00:05:47.100]  為什麼這麼遲
[00:05:47.100 --> 00:05:49.100]  那個是什麼人
[00:05:49.100 --> 00:05:51.100]  女兒不理他
[00:05:51.100 --> 00:05:53.100]  直接進房門
[00:05:53.100 --> 00:05:55.100]  關上房門
[00:05:55.100 --> 00:05:57.100]  他忍不住
[00:05:57.100 --> 00:05:59.100]  馬上開房門
[00:05:59.100 --> 00:06:02.100]  一巴掌摑女兒
[00:06:02.100 --> 00:06:04.100]  女兒很生氣
[00:06:04.100 --> 00:06:08.100]  馬上離開家
[00:06:08.100 --> 00:06:10.100]  半小時後
[00:06:10.100 --> 00:06:13.100]  有警察來
[00:06:13.100 --> 00:06:15.100]  有人報案
[00:06:15.100 --> 00:06:18.100]  說你虐待女兒
[00:06:18.100 --> 00:06:21.100]  結果繞繞揚揚
[00:06:21.100 --> 00:06:23.100]  最後審的時候
[00:06:23.100 --> 00:06:25.100]  法官判
[00:06:25.100 --> 00:06:27.100]  restrain order
[00:06:27.100 --> 00:06:29.100]  要麼女兒交給父母養
[00:06:29.100 --> 00:06:32.100]  要麼離開家
[00:06:32.100 --> 00:06:35.100]  去想想我有沒有任何選擇
[00:06:35.100 --> 00:06:37.100]  之後搬回來
[00:06:37.100 --> 00:06:39.100]  唐太婆和她爸爸
[00:06:39.100 --> 00:06:41.100]  阿爸阿媽住
[00:06:41.100 --> 00:06:43.100]  不可以見到她女兒
[00:06:43.100 --> 00:06:50.100]  這些不是單獨的故事
[00:06:50.100 --> 00:06:53.100]  我在三藩市做牧師
[00:06:53.100 --> 00:06:56.100]  不知道見過多少這樣的個案
[00:06:56.100 --> 00:06:59.100]  有時我們會問
[00:06:59.100 --> 00:07:02.100]  很多人很想一個幸福的家庭
[00:07:02.100 --> 00:07:06.100]  搬到這個流奶與蜜的加州之地
[00:07:06.100 --> 00:07:10.100]  但家裡變成這樣
[00:07:10.100 --> 00:07:12.100]  很不容易
[00:07:12.100 --> 00:07:16.100]  這個絕對不是一兩個特別的個案
[00:07:16.100 --> 00:07:19.100]  這樣的情形天天上演
[00:07:19.100 --> 00:07:22.100]  在我們三藩市華僑的家庭裏面
[00:07:22.100 --> 00:07:26.100]  事實上我們今天來到美國居住
[00:07:26.100 --> 00:07:29.100]  我們發覺一個很大的問題
[00:07:29.100 --> 00:07:33.100]  尤其是到了這個年紀的時候
[00:07:33.100 --> 00:07:35.100]  我們發覺我們自己是夾心餅
[00:07:35.100 --> 00:07:37.100]  所謂夾心餅是什麼呢
[00:07:37.100 --> 00:07:40.100]  上有高堂下有子女
[00:07:40.100 --> 00:07:42.100]  我們有上了年紀的父母
[00:07:42.100 --> 00:07:45.100]  真的很不容易
[00:07:45.100 --> 00:07:47.100]  半夜三更一個電話來
[00:07:47.100 --> 00:07:49.100]  嚇得你腳都軟了
[00:07:49.100 --> 00:07:52.100]  如果我們父母還在香港還在中國的時候
[00:07:52.100 --> 00:07:53.100]  更加害怕
[00:07:53.100 --> 00:07:55.100]  半夜三更來到的時候
[00:07:55.100 --> 00:07:57.100]  怎麼樣
[00:07:57.100 --> 00:08:01.100]  上了年紀的不容易
[00:08:01.100 --> 00:08:06.100]  你去照顧這樣的爸爸媽媽是不容易的
[00:08:06.100 --> 00:08:12.100]  2000年我和我太太決定離開三藩市
[00:08:12.100 --> 00:08:13.100]  回香港
[00:08:13.100 --> 00:08:14.100]  其中一個主要原因
[00:08:14.100 --> 00:08:17.100]  由我岳父過身至我岳母
[00:08:17.100 --> 00:08:19.100]  我們陪她一起住
[00:08:19.100 --> 00:08:22.100]  老人家最怕晚上起床
[00:08:22.100 --> 00:08:25.100]  去廁所會跌倒
[00:08:25.100 --> 00:08:28.100]  我就安一個鐘在她的房間說
[00:08:28.100 --> 00:08:31.100]  媽媽如果真的要去廁所的時候
[00:08:31.100 --> 00:08:32.100]  你叮一叮
[00:08:32.100 --> 00:08:35.100]  有一晚叮一叮我都要走了
[00:08:35.100 --> 00:08:37.100]  媽媽你想去廁所嗎
[00:08:37.100 --> 00:08:38.100]  她說不是
[00:08:38.100 --> 00:08:39.100]  那你叮
[00:08:39.100 --> 00:08:40.100]  她說我玩一下
[00:08:40.100 --> 00:08:41.100]  哎呀
[00:08:41.100 --> 00:08:43.100]  你不要找這種事來玩
[00:08:43.100 --> 00:08:45.100]  我半夜要起床
[00:08:45.100 --> 00:08:47.100]  但我回心想一想
[00:08:47.100 --> 00:08:49.100]  我明白
[00:08:49.100 --> 00:08:52.100]  我沒有將我放在她的角度來想
[00:08:52.100 --> 00:08:54.100]  一個老人家
[00:08:54.100 --> 00:08:56.100]  一個房間裏面
[00:08:56.100 --> 00:08:58.100]  丈夫離開
[00:08:58.100 --> 00:09:00.100]  半夜三更睡不著
[00:09:00.100 --> 00:09:02.100]  她害怕
[00:09:02.100 --> 00:09:04.100]  她害怕的時候怎麼辦
[00:09:04.100 --> 00:09:06.100]  打鐘
[00:09:06.100 --> 00:09:08.100]  又有一次
[00:09:08.100 --> 00:09:10.100]  她又打鐘
[00:09:10.100 --> 00:09:11.100]  這次她真的去廁所
[00:09:11.100 --> 00:09:12.100]  我陪她去廁所
[00:09:12.100 --> 00:09:14.100]  去到廁所門口的時候
[00:09:14.100 --> 00:09:15.100]  她趕我走
[00:09:15.100 --> 00:09:17.100]  我說媽媽不行的
[00:09:17.100 --> 00:09:19.100]  我怕你跌倒
[00:09:19.100 --> 00:09:21.100]  她很兇的說你走
[00:09:21.100 --> 00:09:23.100]  我開始明白
[00:09:23.100 --> 00:09:25.100]  我始終是一個女婿
[00:09:25.100 --> 00:09:31.100]  一個女性是有尊嚴的
[00:09:31.100 --> 00:09:36.100]  怎會容讓一個女婿在廁所
[00:09:36.100 --> 00:09:38.100]  看她去廁所
[00:09:38.100 --> 00:09:43.100]  上有高堂不容易
[00:09:43.100 --> 00:09:45.100]  一點都不容易
[00:09:45.100 --> 00:09:47.100]  還有兒女
[00:09:47.100 --> 00:09:51.100]  在我們中國中間有些人
[00:09:51.100 --> 00:09:53.100]  我們不喜歡香港的一國兩制
[00:09:53.100 --> 00:09:55.100]  來到今天華埠的地方
[00:09:55.100 --> 00:09:57.100]  發覺在美國是一家兩制
[00:09:57.100 --> 00:09:59.100]  我我是你制他不制
[00:09:59.100 --> 00:10:03.100]  我們發覺我們和我們的子女
[00:10:03.100 --> 00:10:05.100]  很多東西很不同
[00:10:05.100 --> 00:10:07.100]  真的很不同
[00:10:07.100 --> 00:10:09.100]  我們在一家兩制裏面
[00:10:09.100 --> 00:10:11.100]  我們的文化制度和今天在土生土長
[00:10:11.100 --> 00:10:13.100]  文化制度完全不同的人
[00:10:13.100 --> 00:10:15.100]  如果大家看過
[00:10:15.100 --> 00:10:17.100]  有兩種恐龍
[00:10:17.100 --> 00:10:19.100]  一種是吃肉的恐龍
[00:10:19.100 --> 00:10:21.100]  很兇的
[00:10:21.100 --> 00:10:23.100]  一種是吃植物的恐龍
[00:10:23.100 --> 00:10:25.100]  是很好的人
[00:10:25.100 --> 00:10:27.100]  我們中國人一向都覺得我們是吃飯的
[00:10:27.100 --> 00:10:29.100]  你吃了漢堡嗎
[00:10:29.100 --> 00:10:31.100]  我們吃了飯嗎
[00:10:31.100 --> 00:10:33.100]  我們不是叫飯單
[00:10:33.100 --> 00:10:35.100]  我們叫菜單
[00:10:35.100 --> 00:10:37.100]  其實全部都不是
[00:10:37.100 --> 00:10:39.100]  我們吃素菜
[00:10:39.100 --> 00:10:41.100]  全部都是肉
[00:10:41.100 --> 00:10:43.100]  我們是皇帝之族
[00:10:43.100 --> 00:10:45.100]  我們是斯文之族
[00:10:45.100 --> 00:10:47.100]  我們是吃飯的
[00:10:47.100 --> 00:10:49.100]  但現在這些不是
[00:10:49.100 --> 00:10:51.100]  這些土生土長的
[00:10:51.100 --> 00:10:53.100]  全部都是漢堡
[00:10:53.100 --> 00:10:55.100]  12安士
[00:10:55.100 --> 00:10:57.100]  16安士
[00:10:57.100 --> 00:10:59.100]  有沒有搞錯
[00:10:59.100 --> 00:11:01.100]  這麼大塊肉都吃
[00:11:01.100 --> 00:11:03.100]  完全不同
[00:11:03.100 --> 00:11:05.100]  我們的文化不同
[00:11:05.100 --> 00:11:07.100]  我們的喜好不同
[00:11:07.100 --> 00:11:09.100]  我們的制度不同
[00:11:09.100 --> 00:11:11.100]  我們期望他們聽聽話
[00:11:11.100 --> 00:11:13.100]  唯命是從
[00:11:13.100 --> 00:11:15.100]  不要出夜街
[00:11:15.100 --> 00:11:17.100]  SAT拿不到2400
[00:11:17.100 --> 00:11:19.100]  拿到2300或2200
[00:11:19.100 --> 00:11:21.100]  最好入名校
[00:11:21.100 --> 00:11:23.100]  哈佛
[00:11:23.100 --> 00:11:25.100]  我們是對這樣的期望
[00:11:25.100 --> 00:11:27.100]  但我們的子女的期望是什麼
[00:11:27.100 --> 00:11:29.100]  我們的子女就不同
[00:11:29.100 --> 00:11:31.100]  還有我們不單止期望
[00:11:31.100 --> 00:11:33.100]  我們還說認識女孩子要認識個唐人
[00:11:33.100 --> 00:11:35.100]  不懂廣東話都好
[00:11:35.100 --> 00:11:37.100]  懂得拿筷子都好
[00:11:37.100 --> 00:11:39.100]  有時做不到何大一
[00:11:39.100 --> 00:11:41.100]  做不到Steven Chu
[00:11:41.100 --> 00:11:43.100]  最低限度做個律師
[00:11:43.100 --> 00:11:45.100]  做個醫生工程師
[00:11:45.100 --> 00:11:47.100]  將來你畢業的時候
[00:11:47.100 --> 00:11:49.100]  我就在親友面前說
[00:11:49.100 --> 00:11:51.100]  我做的很厲害
[00:11:51.100 --> 00:11:53.100]  他在NOH畢業
[00:11:53.100 --> 00:11:55.100]  然後入UC Berkeley
[00:11:55.100 --> 00:11:57.100]  現在做醫生
[00:11:57.100 --> 00:11:59.100]  自己威風一下
[00:11:59.100 --> 00:12:01.100]  這些是我們的期望
[00:12:01.100 --> 00:12:03.100]  父母的期望
[00:12:03.100 --> 00:12:05.100]  但我們的子女不是
[00:12:05.100 --> 00:12:07.100]  我喜歡做什麼就做什麼
[00:12:07.100 --> 00:12:09.100]  我喜歡打機就打機
[00:12:09.100 --> 00:12:11.100]  不得管不得問
[00:12:11.100 --> 00:12:13.100]  千萬不要在親友面前批評
[00:12:13.100 --> 00:12:15.100]  我的服飾批評我的髮型
[00:12:15.100 --> 00:12:17.100]  不得進入我的房間
[00:12:17.100 --> 00:12:19.100]  切勿干涉我私人的信件
[00:12:19.100 --> 00:12:21.100]  更加不可以偷看我的Email
[00:12:21.100 --> 00:12:23.100]  不可以干預
[00:12:23.100 --> 00:12:25.100]  這些完全是我個人的私隱
[00:12:25.100 --> 00:12:27.100]  總之大家期望不同
[00:12:27.100 --> 00:12:29.100]  雞同鴨講
[00:12:29.100 --> 00:12:31.100]  總之大家
[00:12:31.100 --> 00:12:33.100]  不單止生活習慣不同
[00:12:33.100 --> 00:12:35.100]  晚上洗澡早上洗澡
[00:12:35.100 --> 00:12:37.100]  省多少洗多少
[00:12:37.100 --> 00:12:39.100]  專心重複法紀
[00:12:39.100 --> 00:12:41.100]  奴才心態
[00:12:41.100 --> 00:12:43.100]  我們重視個人權益
[00:12:43.100 --> 00:12:45.100]  個人私隱
[00:12:45.100 --> 00:12:47.100]  個人責任
[00:12:47.100 --> 00:12:49.100]  我們當子女
[00:12:49.100 --> 00:12:51.100]  要講孝道
[00:12:51.100 --> 00:12:53.100]  孝是很重要
[00:12:53.100 --> 00:12:55.100]  身體受主法
[00:12:55.100 --> 00:12:57.100]  父母不可損
[00:12:57.100 --> 00:12:59.100]  現在又不是Facial
[00:12:59.100 --> 00:13:01.100]  搞得亂了
[00:13:01.100 --> 00:13:03.100]  這個世道不同
[00:13:03.100 --> 00:13:05.100]  他講Friend
[00:13:05.100 --> 00:13:07.100]  他叫父母是我的Friend
[00:13:07.100 --> 00:13:09.100]  我不是你的Friend
[00:13:09.100 --> 00:13:11.100]  我是你爸爸
[00:13:11.100 --> 00:13:13.100]  總之這個世界
[00:13:13.100 --> 00:13:15.100]  雞同鴨講
[00:13:15.100 --> 00:13:17.100]  媽媽不移做
[00:13:17.100 --> 00:13:19.100]  真是一句說話
[00:13:19.100 --> 00:13:21.100]  在一家兩制
[00:13:21.100 --> 00:13:23.100]  究竟我怎樣做媽媽
[00:13:23.100 --> 00:13:25.100]  在高台下有子女
[00:13:25.100 --> 00:13:27.100]  怎樣做
[00:13:27.100 --> 00:13:29.100]  更加問牧師有沒有搞錯
[00:13:29.100 --> 00:13:31.100]  事實上聖經講好
[00:13:31.100 --> 00:13:33.100]  剛才我們讀的一段聖經
[00:13:33.100 --> 00:13:35.100]  一幅好靚的圖畫
[00:13:35.100 --> 00:13:37.100]  非常靚的圖畫子女聽從父母
[00:13:37.100 --> 00:13:39.100]  孝敬父母
[00:13:39.100 --> 00:13:41.100]  父母不要惹兒女氣
[00:13:41.100 --> 00:13:43.100]  聖經給你一幅好靚的圖畫
[00:13:43.100 --> 00:13:45.100]  但我都問
[00:13:45.100 --> 00:13:47.100]  在今日的美國世界
[00:13:47.100 --> 00:13:49.100]  哪有這幅圖畫
[00:13:49.100 --> 00:13:51.100]  是否已經陳年舊跡
[00:13:51.100 --> 00:13:53.100]  已經不再
[00:13:53.100 --> 00:13:55.100]  不是
[00:13:55.100 --> 00:13:57.100]  如果我們再看看這段聖經
[00:13:57.100 --> 00:13:59.100]  這段聖經的家庭
[00:13:59.100 --> 00:14:01.100]  之前都講一些金科玉律
[00:14:01.100 --> 00:14:03.100]  給我們看到
[00:14:03.100 --> 00:14:05.100]  在我們的家庭仍然可以是一個
[00:14:05.100 --> 00:14:07.100]  幸福的家庭
[00:14:07.100 --> 00:14:09.100]  究竟我們怎樣能夠有一個幸福的家庭
[00:14:09.100 --> 00:14:11.100]  做媽媽真是做到享受到
[00:14:11.100 --> 00:14:13.100]  無論你一家幾個制
[00:14:13.100 --> 00:14:15.100]  你制我不制都好
[00:14:15.100 --> 00:14:17.100]  都可以在一個這樣的地方
[00:14:17.100 --> 00:14:19.100]  一個文化不同的環境
[00:14:19.100 --> 00:14:21.100]  仍然是一個幸福的家庭
[00:14:21.100 --> 00:14:23.100]  給我們有三個
[00:14:23.100 --> 00:14:25.100]  很重要
[00:14:25.100 --> 00:14:27.100]  金科玉
[00:14:27.100 --> 00:14:29.100]  在以弗所書第二章
[00:14:29.100 --> 00:14:31.100]  告訴你
[00:14:31.100 --> 00:14:33.100]  這六個字
[00:14:33.100 --> 00:14:35.100]  每一個家庭做到的時候
[00:14:35.100 --> 00:14:37.100]  很不同
[00:14:37.100 --> 00:14:39.100]  對不起我錯了
[00:14:39.100 --> 00:14:41.100]  如果我們
[00:14:41.100 --> 00:14:43.100]  個個能夠看得到
[00:14:43.100 --> 00:14:45.100]  我們是有錯的
[00:14:45.100 --> 00:14:47.100]  我不是聖人
[00:14:47.100 --> 00:14:49.100]  我是有罪的
[00:14:49.100 --> 00:14:51.100]  聖經裏面怎樣講
[00:14:51.100 --> 00:14:53.100]  以弗所書第二章
[00:14:53.100 --> 00:14:55.100]  在各範當中
[00:14:55.100 --> 00:14:57.100]  隨從今世的風俗
[00:14:57.100 --> 00:14:59.100]  放縱肉體和喜愛心中所行
[00:14:59.100 --> 00:15:01.100]  或者你會問
[00:15:01.100 --> 00:15:03.100]  有沒有搞錯啊牧師
[00:15:03.100 --> 00:15:05.100]  你說我有罪
[00:15:05.100 --> 00:15:07.100]  我有沒有作奸犯科
[00:15:07.100 --> 00:15:09.100]  我有沒有殺人放火
[00:15:09.100 --> 00:15:11.100]  我有沒有做一些不違背良心的事
[00:15:11.100 --> 00:15:13.100]  為什麼你說我罪啊
[00:15:13.100 --> 00:15:15.100]  或者
[00:15:15.100 --> 00:15:17.100]  我舉兩個例子
[00:15:17.100 --> 00:15:19.100]  大家會明白
[00:15:19.100 --> 00:15:21.100]  有一個西方有一個故事
[00:15:21.100 --> 00:15:23.100]  在北方
[00:15:23.100 --> 00:15:25.100]  冬天的時候
[00:15:25.100 --> 00:15:27.100]  有很多箭豬
[00:15:27.100 --> 00:15:29.100]  天氣很冷很冷
[00:15:29.100 --> 00:15:31.100]  箭豬說這麼冷不行
[00:15:31.100 --> 00:15:33.100]  要不要冷死
[00:15:33.100 --> 00:15:35.100]  其中一個很聰明的箭豬說
[00:15:35.100 --> 00:15:37.100]  不要緊我們黏近一點就行
[00:15:37.100 --> 00:15:39.100]  你黏近一點的時候
[00:15:39.100 --> 00:15:41.100]  你身體的暖氣就暖了
[00:15:41.100 --> 00:15:43.100]  我身體的暖氣你暖了
[00:15:43.100 --> 00:15:45.100]  如果大家帶梳子來
[00:15:45.100 --> 00:15:47.100]  你一定是冷的
[00:15:47.100 --> 00:15:49.100]  你一個人在家裏冷冰冰
[00:15:49.100 --> 00:15:51.100]  所以我們中國人容易熱鬧
[00:15:51.100 --> 00:15:53.100]  大家黏近一點就好
[00:15:53.100 --> 00:15:55.100]  於是大家黏近一點
[00:15:55.100 --> 00:15:57.100]  黏近的時候暖一點
[00:15:57.100 --> 00:15:59.100]  但發覺有點不妥
[00:15:59.100 --> 00:16:01.100]  因為他們是箭豬
[00:16:01.100 --> 00:16:03.100]  每隻豬都有些箭在刺人
[00:16:03.100 --> 00:16:05.100]  我們中國人說一句話
[00:16:05.100 --> 00:16:07.100]  路遙知馬力
[00:16:07.100 --> 00:16:09.100]  日久見人心
[00:16:09.100 --> 00:16:11.100]  相見好同住難
[00:16:11.100 --> 00:16:13.100]  一個星期來星期去
[00:16:13.100 --> 00:16:15.100]  我們保持友好的關係
[00:16:15.100 --> 00:16:17.100]  如果我們三個月在這裏
[00:16:17.100 --> 00:16:19.100]  不吵架都很難
[00:16:19.100 --> 00:16:21.100]  人就是這樣很奇怪
[00:16:21.100 --> 00:16:23.100]  我喜歡吃豬肉
[00:16:23.100 --> 00:16:25.100]  我要每餐吃豬肉
[00:16:25.100 --> 00:16:27.100]  我太太喜歡吃鹹丸
[00:16:27.100 --> 00:16:29.100]  每餐要吃鹹丸
[00:16:29.100 --> 00:16:31.100]  吵不停想想為什麼不鹹魚蒸豬肉就行了
[00:16:31.100 --> 00:16:33.100]  我們永遠都不是
[00:16:33.100 --> 00:16:35.100]  只想到我們自己
[00:16:35.100 --> 00:16:37.100]  這就叫做自我中心
[00:16:37.100 --> 00:16:39.100]  聖經所說的罪就是這個意思
[00:16:39.100 --> 00:16:41.100]  就是自我中心
[00:16:41.100 --> 00:16:43.100]  不是想到別人
[00:16:43.100 --> 00:16:45.100]  只想到自己的需要
[00:16:45.100 --> 00:16:47.100]  不會從別人的角度去想
[00:16:47.100 --> 00:16:49.100]  這就是問題存在
[00:16:49.100 --> 00:16:51.100]  所有家庭的相處
[00:16:51.100 --> 00:16:53.100]  就是這個罪的問題
[00:16:53.100 --> 00:16:55.100]  第二個例子
[00:16:55.100 --> 00:16:57.100]  罪就好像
[00:16:57.100 --> 00:16:59.100]  你想一想
[00:16:59.100 --> 00:17:01.100]  如果
[00:17:01.100 --> 00:17:03.100]  這盞燈電源斷了
[00:17:03.100 --> 00:17:05.100]  就漆黑一片
[00:17:05.100 --> 00:17:07.100]  黑漆漆
[00:17:07.100 --> 00:17:09.100]  黑漆漆的時候你不知道前面有什麼路
[00:17:09.100 --> 00:17:11.100]  你不知道安全不安全
[00:17:11.100 --> 00:17:13.100]  有一次我在香港的時候
[00:17:13.100 --> 00:17:15.100]  突然間停電了
[00:17:15.100 --> 00:17:17.100]  身手不潔五指又不敢動
[00:17:17.100 --> 00:17:19.100]  走下去黑洞又掉下去
[00:17:19.100 --> 00:17:21.100]  不敢動那種感受很難
[00:17:21.100 --> 00:17:23.100]  很難
[00:17:23.100 --> 00:17:25.100]  電燈亮了
[00:17:25.100 --> 00:17:27.100]  整個光了
[00:17:27.100 --> 00:17:29.100]  這就是聖經裡說的
[00:17:29.100 --> 00:17:31.100]  神就是光
[00:17:31.100 --> 00:17:33.100]  耶穌基督就是光
[00:17:33.100 --> 00:17:35.100]  我們活在一個黑暗裡
[00:17:35.100 --> 00:17:37.100]  我們和神
[00:17:37.100 --> 00:17:39.100]  斷絕了
[00:17:39.100 --> 00:17:41.100]  就好像電燈沒有了電源
[00:17:41.100 --> 00:17:43.100]  漆黑一片一樣
