
[00:00:00.000 --> 00:00:04.360]  親愛的朋友你們好
[00:03:22.320 --> 00:03:23.840]  工作完一定有休息
[00:03:23.840 --> 00:03:25.680]  沒理由不能睡
[00:03:25.680 --> 00:03:28.480]  但人們在反思
[00:03:28.480 --> 00:03:30.640]  陳先生我一頭下枕頭
[00:03:30.640 --> 00:03:32.160]  好像渦輪一樣
[00:03:32.160 --> 00:03:33.280]  腦不能停
[00:03:33.280 --> 00:03:34.400]  不停轉
[00:03:34.400 --> 00:03:37.120]  於是白天我告訴人
[00:03:37.120 --> 00:03:38.960]  如果你焦慮緊張
[00:03:38.960 --> 00:03:42.160]  心理學上的方法叫做
[00:03:42.160 --> 00:03:43.680]  stopping
[00:03:43.680 --> 00:03:44.880]  停止思想
[00:03:44.880 --> 00:03:46.080]  你想想自己
[00:03:46.080 --> 00:03:48.080]  我想起這些緊張
[00:03:48.080 --> 00:03:49.040]  要停一停
[00:03:49.040 --> 00:03:51.120]  但白天就要
[00:03:51.120 --> 00:03:53.120]  不停一停
[00:03:53.120 --> 00:03:54.160]  這樣不行
[00:03:54.160 --> 00:03:55.360]  要繼續工作
[00:03:55.360 --> 00:03:57.360]  所以要thought switching
[00:03:57.360 --> 00:03:58.800]  移回此時此地
[00:03:58.800 --> 00:04:00.240]  停止
[00:04:00.240 --> 00:04:02.240]  如果情緒緊張
[00:04:02.240 --> 00:04:05.200]  要想一個輕鬆的景象
[00:04:05.200 --> 00:04:07.200]  這是心理學上標準的方法
[00:04:07.200 --> 00:04:08.400]  你想輕鬆的景象
[00:04:08.400 --> 00:04:10.400]  什麼是輕鬆的景象
[00:04:10.400 --> 00:04:11.600]  有幾個
[00:04:11.600 --> 00:04:13.840]  第一在沙灘上
[00:04:13.840 --> 00:04:17.840]  想像自己置身沙灘上
[00:04:17.840 --> 00:04:19.520]  幼滑的沙
[00:04:19.520 --> 00:04:21.040]  偉藍的天空
[00:04:21.040 --> 00:04:23.040]  藍色的海水
[00:04:23.040 --> 00:04:24.480]  很平靜很舒服
[00:04:24.480 --> 00:04:26.720]  但有些人說沙灘上有些東西
[00:04:26.720 --> 00:04:28.720]  令人很緊張
[00:04:28.720 --> 00:04:30.080]  如果你是那些人
[00:04:30.080 --> 00:04:32.080]  不要想在沙灘上
[00:04:32.080 --> 00:04:34.880]  想第二個景象在花園裡
[00:04:34.880 --> 00:04:36.160]  紅的花綠的草
[00:04:36.160 --> 00:04:37.440]  分方頗備
[00:04:37.440 --> 00:04:39.680]  於是心曠神怡
[00:04:39.680 --> 00:04:40.960]  你覺得舒服了
[00:04:40.960 --> 00:04:42.960]  然後回到此時此地
[00:04:42.960 --> 00:04:43.680]  就行了
[00:04:43.680 --> 00:04:45.200]  你轉一轉台
[00:04:45.200 --> 00:04:46.480]  腦筋清醒了
[00:04:46.480 --> 00:04:47.840]  如果不開心
[00:04:47.840 --> 00:04:48.960]  想什麼景象
[00:04:48.960 --> 00:04:51.520]  想快樂時光
[00:04:51.520 --> 00:04:52.480]  有個病人說
[00:04:52.480 --> 00:04:54.720]  陳醫生我這麼久都沒有快樂過
[00:04:54.720 --> 00:04:55.840]  我說不是吧
[00:04:55.840 --> 00:04:57.680]  你生日時也有人幫你慶祝
[00:04:57.680 --> 00:04:58.480]  是呀
[00:04:58.480 --> 00:04:59.920]  有一年都很快樂
[00:04:59.920 --> 00:05:01.520]  不過慶祝完生日
[00:05:01.520 --> 00:05:03.760]  我男朋友就離我而去
[00:05:03.760 --> 00:05:04.640]  我說對了
[00:05:04.640 --> 00:05:06.960]  你就想一個程序
[00:05:06.960 --> 00:05:10.560]  一直到男朋友走之前就停止
[00:05:10.560 --> 00:05:11.920]  腦袋是你的
[00:05:11.920 --> 00:05:12.640]  對不對
[00:05:12.640 --> 00:05:14.160]  你喜歡怎麼想
[00:05:14.160 --> 00:05:15.040]  就是怎麼想
[00:05:15.040 --> 00:05:16.400]  我的意思是
[00:05:16.400 --> 00:05:17.920]  當你某個情緒的時候
[00:05:17.920 --> 00:05:19.200]  你可以處理一下
[00:05:19.200 --> 00:05:21.440]  這個日間嘗試輕鬆
[00:05:21.440 --> 00:05:23.040]  日間緊張
[00:05:23.040 --> 00:05:25.600]  我們最喜歡做鬆弛運動
[00:05:25.600 --> 00:05:27.120]  我有個朋友說
[00:05:27.120 --> 00:05:30.800]  陳醫生你說的冥想都不靈
[00:05:30.800 --> 00:05:32.000]  我做個瑜伽才行
[00:05:32.000 --> 00:05:32.960]  我說瑜伽都行
[00:05:32.960 --> 00:05:34.320]  請問你用什麼招式
[00:05:34.320 --> 00:05:36.400]  他說我的招式要躺著做
[00:05:36.400 --> 00:05:37.440]  他教書的
[00:05:37.440 --> 00:05:39.680]  校長一巡他就躺在地上
[00:05:39.680 --> 00:05:40.960]  那怎麼行
[00:05:40.960 --> 00:05:43.120]  所以最好輕鬆運動就是
[00:05:43.120 --> 00:05:44.720]  深呼吸運動
[00:05:44.720 --> 00:05:45.520]  這個很好
[00:05:45.600 --> 00:05:48.160]  深呼吸運動就是所有的冥想
[00:05:48.160 --> 00:05:50.960]  默想的基礎
[00:05:50.960 --> 00:05:53.120]  其實深呼吸運動一字那麼淺
[00:05:53.120 --> 00:05:54.960]  我有時都會說
[00:05:54.960 --> 00:05:55.840]  我有個病人說
[00:05:55.840 --> 00:05:57.120]  陳醫生你教我
[00:05:57.120 --> 00:05:58.080]  我懂
[00:05:58.080 --> 00:05:58.800]  我說是嗎
[00:05:58.800 --> 00:05:59.680]  請你做給我聽
[00:05:59.680 --> 00:06:00.720]  不要眨眼
[00:06:00.720 --> 00:06:03.280]  我說要不眨眼才做到
[00:06:03.280 --> 00:06:05.440]  不要眨眼看著
[00:06:05.440 --> 00:06:06.480]  做完還緊張
[00:06:06.480 --> 00:06:09.120]  我還沒做
[00:06:09.120 --> 00:06:12.000]  深呼吸運動是橫隔膜呼吸
[00:06:12.000 --> 00:06:12.960]  做是看不到
[00:06:12.960 --> 00:06:15.040]  你去見工就坐在那裡
[00:06:15.040 --> 00:06:16.320]  人家看不到你深呼吸
[00:06:16.320 --> 00:06:17.600]  雖然你吞到一隻鴨
[00:06:17.600 --> 00:06:19.600]  你就做深呼吸
[00:06:19.600 --> 00:06:20.400]  沒有人看到
[00:06:20.400 --> 00:06:21.680]  因為是橫隔膜
[00:06:21.680 --> 00:06:23.120]  橫隔膜是最低的兩顆肋骨
[00:06:23.120 --> 00:06:24.000]  中間那裡
[00:06:24.000 --> 00:06:25.280]  通常是這樣的
[00:06:25.280 --> 00:06:26.720]  但深呼吸的時候
[00:06:26.720 --> 00:06:27.520]  應該是下了
[00:06:27.520 --> 00:06:28.800]  然後彎了下去
[00:06:28.800 --> 00:06:30.480]  是隨意機
[00:06:30.480 --> 00:06:33.200]  其實我們唱歌完全可以控制橫隔膜
[00:06:33.200 --> 00:06:35.920]  你看小朋友睡覺
[00:06:35.920 --> 00:06:36.400]  透氣
[00:06:36.400 --> 00:06:37.120]  你就看到
[00:06:37.120 --> 00:06:38.720]  即是吸入的時候
[00:06:38.720 --> 00:06:40.640]  橫隔膜就要下去
[00:06:40.640 --> 00:06:42.320]  怎麼才下去
[00:06:42.320 --> 00:06:44.480]  吸入就縮了上來
[00:06:44.480 --> 00:06:46.480]  肩膀的那裡有氣入
[00:06:46.480 --> 00:06:47.040]  你明白嗎
[00:06:47.040 --> 00:06:50.720]  肺前面是骨
[00:06:50.720 --> 00:06:52.800]  這個肋骨在那裡
[00:06:52.800 --> 00:06:54.240]  有個骨
[00:06:54.240 --> 00:06:55.680]  你要大
[00:06:55.680 --> 00:06:56.720]  怎麼大
[00:06:56.720 --> 00:06:57.920]  可以有些方法大
[00:06:57.920 --> 00:06:59.440]  就是中間的肌肉
[00:06:59.440 --> 00:07:00.640]  爆出來
[00:07:00.640 --> 00:07:02.880]  好像異形那些外星人
[00:07:02.880 --> 00:07:03.920]  這樣爆出來
[00:07:03.920 --> 00:07:04.960]  我們不是
[00:07:04.960 --> 00:07:06.080]  所以唯一
[00:07:06.080 --> 00:07:08.160]  令胸部多一點空氣
[00:07:08.160 --> 00:07:10.080]  就是橫隔膜降下去
[00:07:10.080 --> 00:07:11.520]  很容易的方法
[00:07:11.520 --> 00:07:13.440]  就是肚臍凸出來
[00:07:13.440 --> 00:07:15.440]  你一吸入的時候
[00:07:15.440 --> 00:07:16.480]  肚臍凸出來
[00:07:16.480 --> 00:07:18.080]  肚臍凸出來
[00:07:18.080 --> 00:07:19.520]  腸就要掉下去
[00:07:19.520 --> 00:07:21.360]  橫隔膜一定要下去
[00:07:21.360 --> 00:07:22.720]  於是胸腔大了
[00:07:22.720 --> 00:07:24.640]  入肺的空氣多了
[00:07:24.640 --> 00:07:26.480]  回流心臟的血液也多了
[00:07:26.480 --> 00:07:27.840]  我們說cardio output多了
[00:07:27.840 --> 00:07:32.400]  所以空氣和血管交流大了
[00:07:32.400 --> 00:07:36.480]  於是帶氧氣上腦的血多了
[00:07:36.480 --> 00:07:38.640]  人腦筋清醒
[00:07:38.640 --> 00:07:40.800]  很有生理的基礎
[00:07:40.800 --> 00:07:43.200]  總之呼吸就要慢
[00:07:43.200 --> 00:07:48.320]  很快就去急症室了
[00:07:48.320 --> 00:07:51.120]  因為這個叫hyperventilation syndrome
[00:07:51.120 --> 00:07:52.800]  過度呼吸症候群
[00:07:52.800 --> 00:07:54.080]  緊張得很
[00:07:54.080 --> 00:07:55.040]  驚恐症
[00:07:55.040 --> 00:07:56.000]  在這裡呼吸
[00:07:56.000 --> 00:07:56.800]  很害怕
[00:07:56.800 --> 00:07:57.840]  冒汗
[00:07:57.840 --> 00:07:58.880]  心跳得不得了
[00:07:58.880 --> 00:07:59.680]  呼吸不了
[00:07:59.680 --> 00:08:00.480]  喉嚨捏著
[00:08:00.480 --> 00:08:01.440]  肌肉扯著
[00:08:01.440 --> 00:08:03.680]  快死了
[00:08:03.680 --> 00:08:04.960]  但去到急症室
[00:08:04.960 --> 00:08:05.920]  有經驗的醫生一看
[00:08:05.920 --> 00:08:07.360]  過度呼吸症候群
[00:08:07.360 --> 00:08:08.880]  給你一個膠袋
[00:08:08.880 --> 00:08:11.040]  聞一下噴出來的二氧化碳
[00:08:11.040 --> 00:08:12.400]  二氧化碳多了
[00:08:12.400 --> 00:08:14.400]  現在膠袋沒有了
[00:08:14.400 --> 00:08:18.800]  現在紙袋還沒有
[00:08:18.800 --> 00:08:20.240]  於是隨時方便
[00:08:20.240 --> 00:08:24.800]  手蓋著
[00:08:24.800 --> 00:08:26.800]  一定要蓋著口和鼻
[00:08:26.800 --> 00:08:28.240]  有些人戴口罩
[00:08:28.240 --> 00:08:29.040]  只戴這裡
[00:08:29.040 --> 00:08:30.400]  不知道有什麼用
[00:08:30.400 --> 00:08:32.080]  蓋著口和鼻
[00:08:32.080 --> 00:08:33.360]  噴出來的二氧化碳
[00:08:33.360 --> 00:08:34.160]  自己聞一下
[00:08:34.160 --> 00:08:36.160]  一會兒就平衡
[00:08:36.160 --> 00:08:38.000]  因為二氧化碳噴得太多
[00:08:38.000 --> 00:08:40.320]  酸溶於水
[00:08:40.320 --> 00:08:42.320]  不夠酸的時候
[00:08:42.320 --> 00:08:44.320]  身體變成鹼性度多
[00:08:44.320 --> 00:08:47.280]  二氧化碳中有鈣的電解體
[00:08:47.280 --> 00:08:49.680]  變得少就會抽筋
[00:08:49.680 --> 00:08:51.680]  不是這樣陽間抽筋
[00:08:51.680 --> 00:08:53.680]  是這樣
[00:08:53.680 --> 00:08:55.680]  呼吸不了
[00:08:55.680 --> 00:08:57.680]  很淒涼
[00:08:57.680 --> 00:08:58.480]  很容易
[00:08:58.480 --> 00:09:00.480]  只是慢慢呼吸就行
[00:09:00.480 --> 00:09:02.480]  深而很慢的呼吸
[00:09:02.480 --> 00:09:04.480]  這個叫深呼吸
[00:09:04.480 --> 00:09:06.480]  隨時緊張的時候做幾下
[00:09:06.480 --> 00:09:08.480]  心跳就定了
[00:09:08.480 --> 00:09:10.480]  所以焦慮的時候非常好
[00:09:10.480 --> 00:09:12.480]  為什麼說這些
[00:09:12.480 --> 00:09:14.480]  因為晚上睡覺
[00:09:14.480 --> 00:09:16.480]  也是做這件事
[00:09:16.480 --> 00:09:18.480]  有人告訴我
[00:09:18.480 --> 00:09:20.480]  睡覺數羊
[00:09:20.480 --> 00:09:22.480]  我有個朋友不知道數羊
[00:09:22.480 --> 00:09:24.480]  牛、雞、鴨、鵝
[00:09:24.480 --> 00:09:26.480]  老鼠、蟑螂、蜥蜴
[00:09:26.480 --> 00:09:28.480]  那些Find over Donald at the farm
[00:09:28.480 --> 00:09:30.480]  那些生物
[00:09:30.480 --> 00:09:32.480]  每樣數到五萬隻
[00:09:32.480 --> 00:09:34.480]  天亮他都還沒睡
[00:09:34.480 --> 00:09:36.480]  腦都壞了
[00:09:36.480 --> 00:09:38.480]  腦都痛了
[00:09:38.480 --> 00:09:40.480]  所以有個牧師說
[00:09:40.480 --> 00:09:42.480]  當你睡不著
[00:09:42.480 --> 00:09:44.480]  不要數羊
[00:09:44.480 --> 00:09:46.480]  Talk to the shepherd
[00:09:46.480 --> 00:09:48.480]  跟你的牧羊人談話
[00:09:48.480 --> 00:09:50.480]  感謝我們的牧羊人
[00:09:50.480 --> 00:09:52.480]  是我們的主耶穌基督
[00:09:52.480 --> 00:09:54.480]  他隨時聽著我們
[00:09:54.480 --> 00:09:56.480]  睡不著就祈禱
[00:09:56.480 --> 00:09:58.480]  祈禱之中有傾訴
[00:09:58.480 --> 00:10:00.480]  有交托
[00:10:00.480 --> 00:10:02.480]  有得到應許的實現
[00:10:02.480 --> 00:10:04.480]  有神的安慰
[00:10:04.480 --> 00:10:06.480]  很舒服
[00:10:06.480 --> 00:10:08.480]  那一刻你就睡著了
[00:10:08.480 --> 00:10:10.480]  於是你早上起床
[00:10:10.480 --> 00:10:12.480]  阿門通宵禱告
[00:10:12.480 --> 00:10:14.480]  晚上
[00:10:14.480 --> 00:10:16.480]  你都是幾樣東西
[00:10:16.480 --> 00:10:18.480]  第一個就是
[00:10:18.480 --> 00:10:20.480]  Sort stopping
[00:10:20.480 --> 00:10:22.480]  腦不停轉動
[00:10:22.480 --> 00:10:24.480]  不同日間不再做Sort switching
[00:10:24.480 --> 00:10:26.480]  你還這麼勞累
[00:10:26.480 --> 00:10:28.480]  就不睡了
[00:10:28.480 --> 00:10:30.480]  只停止思想和深呼吸
[00:10:30.480 --> 00:10:32.480]  你就容易睡著
[00:10:32.480 --> 00:10:34.480]  洗個熱水腳
[00:10:34.480 --> 00:10:36.480]  吸個熱水澡
[00:10:36.480 --> 00:10:38.480]  這是容易睡著的
[00:10:38.480 --> 00:10:40.480]  但我告訴你
[00:10:40.480 --> 00:10:42.480]  今天說不一樣
[00:10:42.480 --> 00:10:44.480]  要深入一點
[00:10:44.480 --> 00:10:46.480]  不可以只說ABC
[00:10:46.480 --> 00:10:48.480]  如果你睡不著
[00:10:48.480 --> 00:10:50.480]  我們有一個叫Paradoxical Intention
[00:10:50.480 --> 00:10:52.480]  相反意願療法
[00:10:52.480 --> 00:10:54.480]  你睡不著
[00:10:54.480 --> 00:10:56.480]  人們就說
[00:10:56.480 --> 00:10:58.480]  死啦還不睡
[00:10:58.480 --> 00:11:00.480]  12點半死啦
[00:11:00.480 --> 00:11:02.480]  2點死啦
[00:11:02.480 --> 00:11:04.480]  所以你就說
[00:11:04.480 --> 00:11:06.480]  死啦還不睡
[00:11:06.480 --> 00:11:08.480]  越來越高焦慮
[00:11:08.480 --> 00:11:10.480]  相反意願療法
[00:11:10.480 --> 00:11:12.480]  我今晚不用睡
[00:11:12.480 --> 00:11:14.480]  我不睡了
[00:11:14.480 --> 00:11:16.480]  你就立刻睡著
[00:11:16.480 --> 00:11:18.480]  因為焦慮
[00:11:18.480 --> 00:11:20.480]  減了
[00:11:20.480 --> 00:11:22.480]  Paradoxical Intention
[00:11:22.480 --> 00:11:24.480]  因為你不再想那些煩惱
[00:11:24.480 --> 00:11:26.480]  白天
[00:11:26.480 --> 00:11:28.480]  我們喜歡什麼病
[00:11:28.480 --> 00:11:30.480]  三高
[00:11:30.480 --> 00:11:32.480]  我們喜歡香港人的生活改變
[00:11:32.480 --> 00:11:34.480]  活動的改變
[00:11:34.480 --> 00:11:36.480]  其中一樣
[00:11:36.480 --> 00:11:38.480]  運動
[00:11:38.480 --> 00:11:40.480]  身體好當然要多運動
[00:11:40.480 --> 00:11:42.480]  有一個朋友就說
[00:11:42.480 --> 00:11:44.480]  陳醫生游泳好不好
[00:11:44.480 --> 00:11:46.480]  我說當然好
[00:11:46.480 --> 00:11:48.480]  他第二天就回來罵我
[00:11:48.480 --> 00:11:50.480]  陳醫生你叫我游泳
[00:11:50.480 --> 00:11:52.480]  我差點淹死
[00:11:52.480 --> 00:11:54.480]  我說你好像會游泳
[00:11:54.480 --> 00:11:56.480]  他說當然會游泳
[00:11:56.480 --> 00:11:58.480]  不過我一路游
[00:11:58.480 --> 00:12:00.480]  他就想透氣
[00:12:00.480 --> 00:12:02.480]  有一個媽媽和她兒子
[00:12:02.480 --> 00:12:04.480]  去打網球
[00:12:04.480 --> 00:12:06.480]  我真開心
[00:12:06.480 --> 00:12:08.480]  親子活動
[00:12:08.480 --> 00:12:10.480]  媽媽說看球
[00:12:10.480 --> 00:12:12.480]  開球
[00:12:12.480 --> 00:12:14.480]  Bicycle 怎麼串
[00:12:14.480 --> 00:12:16.480]  球就撞到兒子額頭
[00:12:16.480 --> 00:12:18.480]  讀書時讀書
[00:12:18.480 --> 00:12:20.480]  遊戲時遊戲
[00:12:20.480 --> 00:12:22.480]  運動時運動
[00:12:22.480 --> 00:12:24.480]  每樣東西都是全程投入
[00:12:24.480 --> 00:12:26.480]  你才得到那樣東西的益處
[00:12:26.480 --> 00:12:28.480]  有運動游泳是好的
[00:12:28.480 --> 00:12:30.480]  有一個牧師說
[00:12:30.480 --> 00:12:32.480]  你知不知道游蛙式好
[00:12:32.480 --> 00:12:34.480]  因為蛙式每個姿勢都有意義
[00:12:34.480 --> 00:12:36.480]  撥開煩惱
[00:12:36.480 --> 00:12:38.480]  踢走仇恨
[00:12:38.480 --> 00:12:40.480]  一吸氣就迎進神的恩典
[00:12:40.480 --> 00:12:42.480]  我說真是好
[00:12:42.480 --> 00:12:44.480]  不過你現在聽了算了
[00:12:44.480 --> 00:12:46.480]  如果真的游蛙式
[00:12:46.480 --> 00:12:48.480]  想想我撥走什麼
[00:12:48.480 --> 00:12:50.480]  好說笑
[00:12:50.480 --> 00:12:52.480]  總之對的我們恰當運動
[00:12:52.480 --> 00:12:54.480]  就著自己
[00:12:54.480 --> 00:12:56.480]  我們不說什麼有多好
[00:12:56.480 --> 00:12:58.480]  當然身體好精神好
[00:12:58.480 --> 00:13:00.480]  也好一點
[00:13:00.480 --> 00:13:02.480]  我們要說
[00:13:02.480 --> 00:13:04.480]  怎樣快樂
[00:13:04.480 --> 00:13:06.480]  不只是健康
[00:13:06.480 --> 00:13:08.480]  懂得吃懂得喝
[00:13:08.480 --> 00:13:10.480]  懂得睡懂得吃
[00:13:10.480 --> 00:13:12.480]  有一樣東西非常重要
[00:13:12.480 --> 00:13:14.480]  我有一次和我的醫生朋友
[00:13:14.480 --> 00:13:16.480]  去香港車站吃飯
[00:13:16.480 --> 00:13:18.480]  吃完飯他開車出去
[00:13:18.480 --> 00:13:20.480]  要掃八達通
[00:13:20.480 --> 00:13:22.480]  他走錯了線
[00:13:22.480 --> 00:13:24.480]  當然沒有人讓他
[00:13:24.480 --> 00:13:26.480]  他太太就坐在
[00:13:26.480 --> 00:13:28.480]  駕駛旁邊的位置
[00:13:28.480 --> 00:13:30.480]  你以為我開車窗
[00:13:30.480 --> 00:13:32.480]  和對面的司機掃個洞
[00:13:32.480 --> 00:13:34.480]  人家會不會讓我們
[00:13:34.480 --> 00:13:36.480]  我的同學說
[00:13:36.480 --> 00:13:38.480]  30年前就行
[00:13:38.480 --> 00:13:40.480]  這個行就叫
[00:13:40.480 --> 00:13:42.480]  看得
[00:13:42.480 --> 00:13:44.480]  人人都喜歡看得
[00:13:44.480 --> 00:13:46.480]  個個都喜歡漂亮
[00:13:46.480 --> 00:13:48.480]  漂亮是非常好
[00:13:48.480 --> 00:13:50.480]  怎樣才漂亮
[00:13:50.480 --> 00:13:52.480]  化妝
[00:13:52.480 --> 00:13:54.480]  整容我不說了
[00:13:54.480 --> 00:13:56.480]  去韓國飛機的個個都一樣
[00:13:56.480 --> 00:13:58.480]  一點都不漂亮
[00:13:58.480 --> 00:14:00.480]  最漂亮的化妝
[00:14:00.480 --> 00:14:02.480]  地鐵
[00:14:02.480 --> 00:14:04.480]  有一次不知登機時
[00:14:04.480 --> 00:14:06.480]  為何這麼有智慧
[00:14:06.480 --> 00:14:08.480]  之後就沒有了
[00:14:08.480 --> 00:14:10.480]  他說你要健康
[00:14:10.480 --> 00:14:12.480]  一天一個蘋果
[00:14:12.480 --> 00:14:14.480]  這樣就完蛋了
[00:14:14.480 --> 00:14:16.480]  你知道嗎
[00:14:16.480 --> 00:14:18.480]  這是很久以前的事
[00:14:18.480 --> 00:14:20.480]  三菜
[00:14:20.480 --> 00:14:22.480]  星糖指數
[00:14:22.480 --> 00:14:24.480]  什麼什麼
[00:14:24.480 --> 00:14:26.480]  很多新的學問
[00:14:26.480 --> 00:14:28.480]  其實提醒我們
[00:14:28.480 --> 00:14:30.480]  飲食重要
[00:14:30.480 --> 00:14:32.480]  但知識同樣重要
[00:14:32.480 --> 00:14:34.480]  我們現在手機這麼好
[00:14:34.480 --> 00:14:36.480]  隨時可以走在時代的尖端
[00:14:36.480 --> 00:14:38.480]  你是豐富自己的智慧
[00:14:38.480 --> 00:14:40.480]  你就學好一點
[00:14:40.480 --> 00:14:42.480]  這個奧格蘭現在是多元化
