
[00:00:00.000 --> 00:00:08.000]  根據政府指引 港獨是可以不戴口罩
[00:03:47.000 --> 00:03:54.000]  他的樣子不是很壞 笑笑口才是
[00:03:54.000 --> 00:03:59.000]  他信了主之後 生命有改變
[00:03:59.000 --> 00:04:07.000]  他成人改變了 然後在獄中信主受洗
[00:04:07.000 --> 00:04:11.000]  他並沒有因為信耶穌而減刑
[00:04:11.000 --> 00:04:16.000]  在1999年槍斃死了
[00:04:16.000 --> 00:04:19.000]  本來事件告一段落
[00:04:19.000 --> 00:04:24.000]  但就引來一個很大的風波
[00:04:24.000 --> 00:04:28.000]  是甚麼事呢?
[00:04:28.000 --> 00:04:33.000]  那位牧師在他槍斃之前
[00:04:33.000 --> 00:04:38.000]  就說他是信主 而且是真心悔改
[00:04:38.000 --> 00:04:42.000]  按照基督教來說 他是得救
[00:04:42.000 --> 00:04:47.000]  縱然他被槍斃死了 但他的靈魂是得救
[00:04:47.000 --> 00:04:53.000]  會在樂園等候復活 將來有永生
[00:04:53.000 --> 00:04:55.000]  當他這樣說的時候
[00:04:55.000 --> 00:05:00.000]  基督教的頂姐妹是不以為然的 很正常
[00:05:00.000 --> 00:05:06.000]  但反應在台灣就引起了很大的反應
[00:05:06.000 --> 00:05:10.000]  當時白冰冰登報說
[00:05:10.000 --> 00:05:15.000]  陳在興這個壞人 死了就上天堂
[00:05:15.000 --> 00:05:18.000]  他沒有做過好事 他不受報應
[00:05:18.000 --> 00:05:22.000]  我的女兒白曉燕沒有做過壞事就落地獄
[00:05:22.000 --> 00:05:25.000]  這是甚麼道理呢?
[00:05:25.000 --> 00:05:27.000]  當她這樣說之後
[00:05:27.000 --> 00:05:32.000]  佛光山 大家很熟悉的一個星雲大師
[00:05:32.000 --> 00:05:35.000]  就是佛光山 這個佛光山很有名
[00:05:35.000 --> 00:05:39.000]  影響力很大 由台灣到中國大陸到美國
[00:05:39.000 --> 00:05:42.000]  寫了很多文章說
[00:05:42.000 --> 00:05:44.000]  這些基督教是甚麼道理呢?
[00:05:44.000 --> 00:05:46.000]  我們信因果報應的
[00:05:46.000 --> 00:05:49.000]  生前做壞事 死後就要受懲罰
[00:05:49.000 --> 00:05:51.000]  沒理由一說信耶穌就上天堂
[00:05:51.000 --> 00:05:53.000]  那些好人就全部落地獄
[00:05:53.000 --> 00:05:55.000]  壞人說一聲信耶穌就上天堂
[00:05:55.000 --> 00:05:57.000]  這是甚麼道理呢?
[00:05:57.000 --> 00:05:59.000]  公不公道? 你說公不公道?
[00:05:59.000 --> 00:06:02.000]  起碼他落地獄
[00:06:02.000 --> 00:06:05.000]  上刀山 入鑼油鑊
[00:06:05.000 --> 00:06:08.000]  BBQ燒回去幾千年
[00:06:08.000 --> 00:06:12.000]  白冰冰說
[00:06:12.000 --> 00:06:14.000]  我沒辦法接受
[00:06:14.000 --> 00:06:16.000]  我怎麼能接受呢?
[00:06:16.000 --> 00:06:18.000]  我女兒死得這麼慘
[00:06:18.000 --> 00:06:20.000]  你基督教這麼容易就信耶穌
[00:06:20.000 --> 00:06:22.000]  這樣上天堂
[00:06:22.000 --> 00:06:24.000]  所以白冰冰那時候很生氣
[00:06:24.000 --> 00:06:28.000]  支持的人也很多
[00:06:28.000 --> 00:06:33.000]  所以當時那些文章
[00:06:33.000 --> 00:06:35.000]  可能你們沒留意
[00:06:35.000 --> 00:06:37.000]  因為那時候我們是搞中國文化
[00:06:37.000 --> 00:06:39.000]  鋪天蓋地
[00:06:39.000 --> 00:06:41.000]  我都收到很多
[00:06:41.000 --> 00:06:44.000]  在期刊 周刊那邊
[00:06:44.000 --> 00:06:48.000]  我們中國人不會接受這樣的道理
[00:06:48.000 --> 00:06:51.000]  我們是相信因果報應
[00:06:51.000 --> 00:06:53.000]  這些西方傳理
[00:06:53.000 --> 00:06:55.000]  是野蠻人的道理
[00:06:55.000 --> 00:06:57.000]  是沒道理的
[00:06:57.000 --> 00:06:59.000]  說找鬼信
[00:06:59.000 --> 00:07:01.000]  我們不要 我們中國人不信這些
[00:07:01.000 --> 00:07:06.000]  你怎麼回應?
[00:07:06.000 --> 00:07:10.000]  我記得當年我幫眾議院做叛徒
[00:07:10.000 --> 00:07:12.000]  有個家庭就是這樣
[00:07:12.000 --> 00:07:14.000]  說我不信的
[00:07:14.000 --> 00:07:16.000]  他們基督教說甚麼因果報應
[00:07:16.000 --> 00:07:18.000]  我們說因果報應
[00:07:18.000 --> 00:07:21.000]  他們基督教說我們一信就得救
[00:07:21.000 --> 00:07:23.000]  甚麼都不用做
[00:07:23.000 --> 00:07:30.000]  不公道 不公義
[00:07:30.000 --> 00:07:34.000]  如果你要回應這個問題
[00:07:34.000 --> 00:07:37.000]  你就不能夠自己跟基督教說
[00:07:37.000 --> 00:07:41.000]  因為你說甚麼他們不會信
[00:07:41.000 --> 00:07:44.000]  我寫了一篇文章
[00:07:44.000 --> 00:07:48.000]  在台灣上映
[00:07:48.000 --> 00:07:53.000]  文章部份在我的著作都提過一點
[00:07:53.000 --> 00:08:00.000]  我說既然佛光山這樣罵基督教
[00:08:00.000 --> 00:08:02.000]  說我們這麼野蠻
[00:08:02.000 --> 00:08:04.000]  我不跟你說基督教
[00:08:04.000 --> 00:08:06.000]  我和你說佛教
[00:08:06.000 --> 00:08:09.000]  佛教有沒有這樣的道理
[00:08:09.000 --> 00:08:12.000]  我在這裡不是要批評佛教
[00:08:12.000 --> 00:08:14.000]  如果有佛教的朋友
[00:08:14.000 --> 00:08:16.000]  我不是要批評
[00:08:16.000 --> 00:08:18.000]  我只是講道理
[00:08:18.000 --> 00:08:21.000]  如果佛教也有我們這樣的道理
[00:08:21.000 --> 00:08:24.000]  你就不要批評我
[00:08:24.000 --> 00:08:26.000]  佛教有沒有這樣的道理
[00:08:26.000 --> 00:08:28.000]  有沒有基督教的道理
[00:08:28.000 --> 00:08:30.000]  一信就得救 甚麼都不用做
[00:08:30.000 --> 00:08:37.000]  有沒有? 有 當然有
[00:08:37.000 --> 00:08:41.000]  佛教說的 六祖曇經也說
[00:08:41.000 --> 00:08:43.000]  放下屠刀立地成佛
[00:08:43.000 --> 00:08:45.000]  有沒有聽過
[00:08:45.000 --> 00:08:49.000]  放下屠刀 比我們基督教還要快
[00:08:49.000 --> 00:08:52.000]  放下屠刀立地成佛
[00:08:52.000 --> 00:08:55.000]  接著在遺識中說轉識成智
[00:08:55.000 --> 00:08:57.000]  甚麼叫轉識成智
[00:08:57.000 --> 00:09:00.000]  一念之間 你就是佛
[00:09:00.000 --> 00:09:02.000]  我現在是壞人
[00:09:02.000 --> 00:09:04.000]  我滿腦子都是壞東西
[00:09:04.000 --> 00:09:07.000]  只要我一轉變思想
[00:09:07.000 --> 00:09:08.000]  見性成佛
[00:09:08.000 --> 00:09:11.000]  我都是馬上的
[00:09:11.000 --> 00:09:17.000]  但基督教還有些事要做的
[00:09:17.000 --> 00:09:19.000]  你放下屠刀 立地成佛
[00:09:19.000 --> 00:09:21.000]  你甚麼都不用做
[00:09:21.000 --> 00:09:23.000]  但我們基督教有人
[00:09:23.000 --> 00:09:25.000]  耶穌幫我做了
[00:09:25.000 --> 00:09:29.000]  十誡上為我罪 付諸代價
[00:09:29.000 --> 00:09:31.000]  其實你們也有的
[00:09:31.000 --> 00:09:34.000]  佛教也有 你為甚麼罵我呢
[00:09:34.000 --> 00:09:36.000]  為甚麼說我因果報應
[00:09:36.000 --> 00:09:38.000]  我們一信耶穌就夠了
[00:09:38.000 --> 00:09:39.000]  甚麼都不用做
[00:09:39.000 --> 00:09:41.000]  其實在佛教也有
[00:09:41.000 --> 00:09:44.000]  羅馬書第三章所說
[00:09:44.000 --> 00:09:47.000]  神的義因信耶穌基督
[00:09:47.000 --> 00:09:50.000]  加給一切相信的人
[00:09:50.000 --> 00:09:52.000]  並沒有分別
[00:09:52.000 --> 00:09:54.000]  因為每個人都犯罪
[00:09:54.000 --> 00:09:56.000]  神都犯了罪
[00:09:56.000 --> 00:09:58.000]  現在因為神的恩典
[00:09:58.000 --> 00:10:00.000]  基督教教授就白白稱賢
[00:10:00.000 --> 00:10:02.000]  這句我們很熟悉的
[00:10:02.000 --> 00:10:04.000]  但我們要解釋
[00:10:04.000 --> 00:10:06.000]  甚麼是義
[00:10:06.000 --> 00:10:09.000]  當我們一信耶穌
[00:10:09.000 --> 00:10:11.000]  我們就稱義
[00:10:11.000 --> 00:10:17.000]  道理其實和佛教道理一樣
[00:10:17.000 --> 00:10:19.000]  佛教道理和我們一樣
[00:10:19.000 --> 00:10:24.000]  但佛教道理和我們有一個不同的地方
[00:10:24.000 --> 00:10:28.000]  我們先說佛教
[00:10:28.000 --> 00:10:31.000]  佛教是不容許人
[00:10:31.000 --> 00:10:36.000]  對一些悔改即時得救的人
[00:10:36.000 --> 00:10:38.000]  有任何怨恨
[00:10:38.000 --> 00:10:43.000]  當一個人轉色成治
[00:10:43.000 --> 00:10:45.000]  或者放逃到
[00:10:45.000 --> 00:10:49.000]  當他離開了之後
[00:10:49.000 --> 00:10:53.000]  如果你的心覺得他不應該成佛
[00:10:53.000 --> 00:10:55.000]  他應該要落地獄
[00:10:55.000 --> 00:10:57.000]  那是甚麼問題呢
[00:10:57.000 --> 00:10:59.000]  在佛教裏面就說
[00:10:59.000 --> 00:11:01.000]  這個就是你作孽
[00:11:01.000 --> 00:11:03.000]  因為你沒有放下你的仇恨
[00:11:03.000 --> 00:11:05.000]  當你沒有放下仇恨的時候
[00:11:05.000 --> 00:11:07.000]  其實你是在作孽
[00:11:07.000 --> 00:11:10.000]  結果落地獄的是你
[00:11:10.000 --> 00:11:12.000]  因為你沒有寬恕
[00:11:12.000 --> 00:11:14.000]  你不肯寬恕他
[00:11:14.000 --> 00:11:16.000]  他已經悔改了
[00:11:16.000 --> 00:11:17.000]  他要成佛了
[00:11:17.000 --> 00:11:18.000]  你還拉著他
[00:11:18.000 --> 00:11:19.000]  你落地獄
[00:11:19.000 --> 00:11:20.000]  燒你幾年
[00:11:20.000 --> 00:11:21.000]  殺你多少
[00:11:21.000 --> 00:11:27.000]  這個仇恨正正就是佛教要我們拿走的
[00:11:27.000 --> 00:11:30.000]  正正就是我們不要有這個仇恨
[00:11:30.000 --> 00:11:32.000]  現在你罵我基督教
[00:11:32.000 --> 00:11:33.000]  鋪天蓋地
[00:11:33.000 --> 00:11:36.000]  當時有文章說我們野蠻的信仰
[00:11:36.000 --> 00:11:39.000]  說我們不要因果信仰
[00:11:39.000 --> 00:11:45.000]  這個正正不是你所信的宗教
[00:11:45.000 --> 00:11:47.000]  當你明白了這件事之後
[00:11:47.000 --> 00:11:52.000]  我再和你說基督教
[00:11:52.000 --> 00:11:54.000]  今天我們傳福音
[00:11:54.000 --> 00:11:56.000]  我們都很容易遇到一些人
[00:11:56.000 --> 00:11:58.000]  信耶穌太容易了
[00:11:58.000 --> 00:11:59.000]  什麼都不用做
[00:11:59.000 --> 00:12:01.000]  一信就得救
[00:12:01.000 --> 00:12:03.000]  我再和你解釋
[00:12:03.000 --> 00:12:04.000]  什麼叫一信就得救
[00:12:04.000 --> 00:12:06.000]  這個道理很簡單
[00:12:06.000 --> 00:12:07.000]  很淺
[00:12:07.000 --> 00:12:09.000]  大家的資深會友其實不需要聽的
[00:12:09.000 --> 00:12:12.000]  大家已經發揮教會很久了
[00:12:12.000 --> 00:12:15.000]  不過我們真的遇到一些人
[00:12:15.000 --> 00:12:17.000]  有理說不清
[00:12:17.000 --> 00:12:20.000]  很多時候在家庭探訪
[00:12:20.000 --> 00:12:23.000]  那個義是什麼意思呢
[00:12:23.000 --> 00:12:26.000]  神的義
[00:12:26.000 --> 00:12:30.000]  剛才我們聽過耶穌基督在十字架上
[00:12:30.000 --> 00:12:32.000]  釘十字架為我們死
[00:12:32.000 --> 00:12:34.000]  我先解釋清楚
[00:12:34.000 --> 00:12:37.000]  保羅說沒有義人
[00:12:37.000 --> 00:12:40.000]  連一個也沒有
[00:12:40.000 --> 00:12:42.000]  保羅所說的義
[00:12:42.000 --> 00:12:44.000]  不是說沒有好人
[00:12:44.000 --> 00:12:46.000]  連一個也沒有
[00:12:46.000 --> 00:12:49.000]  你留意
[00:12:49.000 --> 00:12:54.000]  因為好人和義人是不同的
[00:12:54.000 --> 00:12:58.000]  保羅沒有說這個世界沒有好人和善人
[00:12:58.000 --> 00:13:00.000]  只是說沒有義人
[00:13:00.000 --> 00:13:02.000]  那義是什麼呢
[00:13:02.000 --> 00:13:07.000]  義和善是不同的
[00:13:07.000 --> 00:13:11.000]  論理上是講善就講好人
[00:13:11.000 --> 00:13:13.000]  保羅所說的沒有義人
[00:13:13.000 --> 00:13:18.000]  就是當亞當離開了上帝
[00:13:18.000 --> 00:13:23.000]  在上帝眼中看來亞當不是義人
[00:13:23.000 --> 00:13:25.000]  亞當的子孫和上帝沒有關係
[00:13:25.000 --> 00:13:27.000]  因為不是上帝兒女
[00:13:27.000 --> 00:13:30.000]  所以是一個身份的問題
[00:13:30.000 --> 00:13:33.000]  不是做好事壞事的問題
[00:13:33.000 --> 00:13:35.000]  基督教沒有叫人做惡事
[00:13:35.000 --> 00:13:38.000]  基督教叫我們做善事
[00:13:38.000 --> 00:13:42.000]  但是和義的不同
[00:13:42.000 --> 00:13:44.000]  是身份的問題
[00:13:44.000 --> 00:13:48.000]  世上的宗教論理叫我們做好人
[00:13:48.000 --> 00:13:50.000]  所以好人有大好人
[00:13:50.000 --> 00:13:52.000]  有中好人有小好人
[00:13:52.000 --> 00:13:54.000]  有大善有中善小善
[00:13:54.000 --> 00:13:56.000]  不是小善
[00:13:56.000 --> 00:13:58.000]  有大有小
[00:13:58.000 --> 00:14:01.000]  但是義人就沒有大小
[00:14:01.000 --> 00:14:03.000]  剛才羅密斯說
[00:14:03.000 --> 00:14:05.000]  是耶穌基督給我們的
[00:14:05.000 --> 00:14:07.000]  是耶穌基督把義給我們的
[00:14:07.000 --> 00:14:10.000]  是一個身份來的
[00:14:10.000 --> 00:14:15.000]  當保羅說這個世界沒有義人
[00:14:15.000 --> 00:14:18.000]  就說這個世界離開了上帝
[00:14:18.000 --> 00:14:21.000]  已經失去了上帝兒女的身份
[00:14:21.000 --> 00:14:23.000]  在上帝眼中看來
[00:14:23.000 --> 00:14:25.000]  你不是他的兒女
[00:14:25.000 --> 00:14:27.000]  所以你不是義人
[00:14:27.000 --> 00:14:29.000]  就是罪人
[00:14:29.000 --> 00:14:33.000]  罪人的意思就是和上帝再沒有關係
[00:14:33.000 --> 00:14:39.000]  最近很多人移民
[00:14:39.000 --> 00:14:41.000]  我在加拿大的時候
[00:14:41.000 --> 00:14:44.000]  也接待了很多移民到加拿大的人
[00:14:44.000 --> 00:14:48.000]  無論香港還是中國大陸
[00:14:48.000 --> 00:14:52.000]  到了加拿大有些陪兒子讀書
[00:14:52.000 --> 00:14:54.000]  一起過去
[00:14:54.000 --> 00:14:56.000]  他們都很想入籍
[00:14:56.000 --> 00:14:59.000]  成為加拿大籍
[00:14:59.000 --> 00:15:01.000]  到了加拿大的時候
[00:15:01.000 --> 00:15:03.000]  要做好人
[00:15:03.000 --> 00:15:05.000]  不要破壞法律
[00:15:05.000 --> 00:15:07.000]  又不納稅又逃稅
[00:15:07.000 --> 00:15:09.000]  這樣那樣
[00:15:09.000 --> 00:15:11.000]  永遠都不會留下來
[00:15:11.000 --> 00:15:13.000]  當你做了這麼多好事
[00:15:13.000 --> 00:15:15.000]  又不扔垃圾
[00:15:15.000 --> 00:15:17.000]  又不納稅
[00:15:17.000 --> 00:15:22.000]  又不搞歧視性等等
[00:15:22.000 --> 00:15:28.000]  那是不是就會自動成為加拿大籍的人呢?
[00:15:28.000 --> 00:15:30.000]  不會的
[00:15:30.000 --> 00:15:32.000]  不會的
[00:15:32.000 --> 00:15:34.000]  你是好人
[00:15:34.000 --> 00:15:37.000]  為什麼我不可以成為你的國民呢?
[00:15:37.000 --> 00:15:42.000]  成為國民是要透過特別渠道去申請
[00:15:42.000 --> 00:15:44.000]  認同那個國家
[00:15:44.000 --> 00:15:45.000]  向他宣誓
[00:15:45.000 --> 00:15:48.000]  這樣你才可以成為國民
[00:15:48.000 --> 00:15:50.000]  義人就是這樣
[00:15:50.000 --> 00:15:52.000]  在上帝眼中看你
[00:15:52.000 --> 00:15:55.000]  縱然你是好人
[00:15:55.000 --> 00:16:00.000]  但你也不是自動成為天國的國民
[00:16:00.000 --> 00:16:02.000]  成為上帝的兒女
[00:16:02.000 --> 00:16:04.000]  你都要透過一個特別渠道
[00:16:04.000 --> 00:16:06.000]  這個渠道是什麼呢?
[00:16:06.000 --> 00:16:10.000]  就是接受耶穌基督
[00:16:10.000 --> 00:16:12.000]  認罪悔改
[00:16:12.000 --> 00:16:14.000]  成為耶穌的兒女
[00:16:14.000 --> 00:16:18.000]  這樣我們就有天上國民的身份
[00:16:18.000 --> 00:16:25.000]  所以保羅所強調的不是沒有好人
[00:16:25.000 --> 00:16:28.000]  事實上這個世界是有好人
[00:16:28.000 --> 00:16:32.000]  但不等同上帝國民
[00:16:32.000 --> 00:16:35.000]  我乘車來頌廟堂港島
[00:16:35.000 --> 00:16:38.000]  早上坐巴士81號
[00:16:38.000 --> 00:16:40.000]  上一次來
[00:16:40.000 --> 00:16:43.000]  我發現司機是好人
[00:16:43.000 --> 00:16:45.000]  但我很不高興
[00:16:45.000 --> 00:16:47.000]  為什麼好人很不高興呢?
[00:16:47.000 --> 00:16:49.000]  因為司機真的太好人
[00:16:49.000 --> 00:16:50.000]  我趕時間
[00:16:50.000 --> 00:16:51.000]  你知道我來港島
[00:16:51.000 --> 00:16:53.000]  車就等了很久
[00:16:53.000 --> 00:16:55.000]  走到水塘山那裡
[00:16:55.000 --> 00:16:59.000]  附近有些政府豪宅
[00:16:59.000 --> 00:17:01.000]  司機好人到怎樣呢?
[00:17:01.000 --> 00:17:04.000]  對面遠遠有個高危飛俑
[00:17:04.000 --> 00:17:06.000]  他過來坐巴士
[00:17:06.000 --> 00:17:08.000]  他就不開車等他
[00:17:08.000 --> 00:17:10.000]  是不是好人呢?
[00:17:10.000 --> 00:17:12.000]  你知道那裡路上有很多車
[00:17:12.000 --> 00:17:14.000]  車就一直轉
[00:17:14.000 --> 00:17:15.000]  他又過不了馬路
[00:17:15.000 --> 00:17:16.000]  司機又在等他
[00:17:16.000 --> 00:17:18.000]  大佬啊 我要趕時間
[00:17:18.000 --> 00:17:20.000]  結果過了馬路
[00:17:20.000 --> 00:17:22.000]  他慢慢上車
[00:17:23.000 --> 00:17:25.000]  我覺得不應該罵他
[00:17:25.000 --> 00:17:27.000]  好人嘛
[00:17:27.000 --> 00:17:29.000]  我覺得司機真是好人
[00:17:29.000 --> 00:17:30.000]  雖然我不高興
[00:17:30.000 --> 00:17:32.000]  但我承認他是好人
[00:17:32.000 --> 00:17:33.000]  有沒有呢?
[00:17:33.000 --> 00:17:36.000]  有的 這個世界是有好人的
[00:17:36.000 --> 00:17:37.000]  但會不會這樣
[00:17:37.000 --> 00:17:39.000]  他就成為天下國民呢?
[00:17:39.000 --> 00:17:40.000]  不會的嘛
[00:17:40.000 --> 00:17:43.000]  所以那個倫理是講義的
[00:17:43.000 --> 00:17:45.000]  西相是要做好事
[00:17:45.000 --> 00:17:48.000]  聖經都教導我們做好事
[00:17:48.000 --> 00:17:49.000]  做好事
[00:17:49.000 --> 00:17:51.000]  但身份是沒有改變
[00:17:51.000 --> 00:17:53.000]  但宗教不是
[00:17:53.000 --> 00:17:55.000]  沒有異人是身份
[00:17:55.000 --> 00:17:57.000]  所以為什麼一個人臨死前
[00:17:57.000 --> 00:17:58.000]  他信耶穌
[00:17:58.000 --> 00:18:00.000]  他什麼都沒有做過
[00:18:00.000 --> 00:18:01.000]  他真心悔改
[00:18:01.000 --> 00:18:02.000]  信耶穌 受洗
[00:18:02.000 --> 00:18:03.000]  信了受洗
[00:18:03.000 --> 00:18:04.000]  我們就說他得教了
[00:18:04.000 --> 00:18:05.000]  上天堂
[00:18:05.000 --> 00:18:06.000]  好像很不公平
[00:18:06.000 --> 00:18:07.000]  其實不是
[00:18:07.000 --> 00:18:08.000]  因為要做的
[00:18:08.000 --> 00:18:10.000]  耶穌幫他做了
[00:18:10.000 --> 00:18:11.000]  耶穌做了之後
[00:18:11.000 --> 00:18:13.000]  就把義給他
[00:18:13.000 --> 00:18:15.000]  身份就給他
[00:18:15.000 --> 00:18:17.000]  身份是什麼呢?
[00:18:17.000 --> 00:18:18.000]  凡接待他
[00:18:18.000 --> 00:18:19.000]  就是信他名的人
[00:18:19.000 --> 00:18:22.000]  他就賜他權柄做神的兒女
[00:18:22.000 --> 00:18:24.000]  所以那個完全是給予的
[00:18:24.000 --> 00:18:25.000]  是給的
[00:18:25.000 --> 00:18:27.000]  所以今天
[00:18:27.000 --> 00:18:30.000]  當我們面對中國傳統的家庭
[00:18:30.000 --> 00:18:33.000]  有時候我們的傳播音
[00:18:33.000 --> 00:18:34.000]  很多人都懷疑
[00:18:34.000 --> 00:18:37.000]  哇 信基督教好著數
[00:18:37.000 --> 00:18:38.000]  好容易
[00:18:38.000 --> 00:18:40.000]  其實不是
[00:18:40.000 --> 00:18:45.000]  上帝主要就是要恢復身份的關係
[00:18:45.000 --> 00:18:47.000]  你們都有子女
[00:18:47.000 --> 00:18:49.000]  我都有子女
[00:18:49.000 --> 00:18:52.000]  子女都有好有不好的
[00:18:52.000 --> 00:18:55.000]  只要他是你的子女
[00:18:55.000 --> 00:18:57.000]  有些很乖的
[00:18:57.000 --> 00:18:59.000]  在教會裏面大部分很乖的
[00:18:59.000 --> 00:19:01.000]  在見證會就說
[00:19:01.000 --> 00:19:03.000]  我子女好就讀書怎樣好
[00:19:03.000 --> 00:19:05.000]  不好的那些
[00:19:05.000 --> 00:19:06.000]  多數都不說的
[00:19:06.000 --> 00:19:08.000]  我壞人很壞的
[00:19:08.000 --> 00:19:10.000]  你又不會說出來的
[00:19:10.000 --> 00:19:12.000]  我心知肚明很難過
[00:19:12.000 --> 00:19:15.000]  但是你的兒子不好
[00:19:15.000 --> 00:19:17.000]  雖然是不好
[00:19:17.000 --> 00:19:19.000]  是壞人
[00:19:19.000 --> 00:19:21.000]  壞人都是兒子
[00:19:21.000 --> 00:19:23.000]  他不是愛人
[00:19:23.000 --> 00:19:25.000]  這是什麼
[00:19:25.000 --> 00:19:27.000]  這不是行為
[00:19:27.000 --> 00:19:28.000]  這是身份
[00:19:28.000 --> 00:19:31.000]  上帝有時候看我們都是一樣
[00:19:31.000 --> 00:19:33.000]  我們有些很乖的在神面前
[00:19:33.000 --> 00:19:34.000]  很追求
[00:19:34.000 --> 00:19:37.000]  有時候我們軟弱的離開神
[00:19:37.000 --> 00:19:39.000]  但是我們身份沒有改變
[00:19:39.000 --> 00:19:43.000]  這就是上帝用無盡的愛去等候我們
[00:19:43.000 --> 00:19:45.000]  等候我們回來
[00:19:45.000 --> 00:19:47.000]  所以我們身份是很穩定
[00:19:47.000 --> 00:19:49.000]  存到永遠
[00:19:49.000 --> 00:19:51.000]  是一個很寶貴的
[00:19:51.000 --> 00:19:53.000]  因為基督在十字架上
[00:19:53.000 --> 00:19:55.000]  保護遮蓋了
[00:19:55.000 --> 00:19:58.000]  所以上帝看我們不是看我們做了多少好事
[00:19:58.000 --> 00:20:01.000]  是看我們有基督保護遮蓋
[00:20:01.000 --> 00:20:03.000]  所以我們就成為異人
[00:20:03.000 --> 00:20:05.000]  所以異人就是從上帝看來
[00:20:05.000 --> 00:20:09.000]  我們是一個有身份的
[00:20:09.000 --> 00:20:10.000]  上帝兒女
[00:20:10.000 --> 00:20:11.000]  有天國國民身份
[00:20:11.000 --> 00:20:13.000]  這就是異人
[00:20:13.000 --> 00:20:19.000]  所以基督教和世上的宗教不同
[00:20:19.000 --> 00:20:21.000]  世上宗教就是你要做好事
[00:20:21.000 --> 00:20:23.000]  做做做到某個地步
[00:20:23.000 --> 00:20:25.000]  那你就可以西天極樂世界
[00:20:25.000 --> 00:20:27.000]  基督教是講身份
[00:20:27.000 --> 00:20:31.000]  因為在上帝看來是至聖傑
[00:20:31.000 --> 00:20:33.000]  他的標準是至
[00:20:33.000 --> 00:20:34.000]  沒有人達到
[00:20:34.000 --> 00:20:37.000]  唯有得到基督為我們成就
[00:20:37.000 --> 00:20:39.000]  這個身份
[00:20:39.000 --> 00:20:40.000]  我們就成為異人
[00:20:40.000 --> 00:20:43.000]  聖經後面我們就很清楚了
[00:20:43.000 --> 00:20:46.000]  他如今蒙神的恩典
[00:20:46.000 --> 00:20:48.000]  所以是恩典
[00:20:48.000 --> 00:20:52.000]  不是人的努力
[00:20:52.000 --> 00:20:54.000]  我再講
