
[00:00:00.000 --> 00:00:09.000]  本輯節目早晨,今日講題:智慧的終極,寄讀
[00:10:44.000 --> 00:10:54.000]  (讀)
[00:10:54.000 --> 00:11:21.000]  (讀)
[00:11:21.000 --> 00:11:37.000]  (讀)
[00:11:37.000 --> 00:11:55.000]  (讀)
[00:11:55.000 --> 00:12:09.000]  (讀)
[00:12:09.000 --> 00:12:30.000]  (讀)
[00:12:30.000 --> 00:12:58.000]  (讀)
[00:12:58.000 --> 00:13:26.000]  (讀)
[00:13:26.000 --> 00:13:54.000]  (讀)
[00:13:54.000 --> 00:14:06.000]  (讀)
[00:14:06.000 --> 00:14:29.000]  (讀)
[00:14:29.000 --> 00:14:48.000]  (讀)
[00:14:48.000 --> 00:15:15.000]  (讀)
[00:15:15.000 --> 00:15:36.000]  (讀)
[00:15:36.000 --> 00:15:56.000]  (讀)
[00:15:56.000 --> 00:16:17.000]  (讀)
[00:16:17.000 --> 00:16:44.000]  (讀)
[00:16:44.000 --> 00:17:11.000]  (讀)
[00:17:11.000 --> 00:17:35.000]  (讀)
[00:17:35.000 --> 00:18:02.000]  (讀)
[00:18:02.000 --> 00:18:29.000]  (讀)
[00:18:29.000 --> 00:18:56.000]  (讀)
[00:18:56.000 --> 00:19:23.000]  (讀)
[00:19:23.000 --> 00:19:50.000]  (讀)
[00:19:50.000 --> 00:20:17.000]  (讀)
[00:20:17.000 --> 00:20:44.000]  (讀)
[00:20:44.000 --> 00:21:11.000]  (讀)
[00:21:11.000 --> 00:21:38.000]  (讀)
[00:21:38.000 --> 00:22:02.000]  (讀)
[00:22:02.000 --> 00:22:30.000]  (讀)
[00:22:30.000 --> 00:22:57.000]  (讀)
[00:22:57.000 --> 00:23:23.000]  (讀)
[00:23:23.000 --> 00:23:45.000]  (讀)
[00:23:45.000 --> 00:24:10.000]  (讀)
[00:24:10.000 --> 00:24:39.000]  (讀)
[00:24:39.000 --> 00:25:06.000]  (讀)
[00:25:06.000 --> 00:25:29.000]  (讀)
[00:25:29.000 --> 00:25:57.000]  (讀)
[00:25:57.000 --> 00:26:18.000]  (讀)
[00:26:18.000 --> 00:26:38.000]  (讀)
[00:26:38.000 --> 00:26:56.000]  (讀)
[00:26:56.000 --> 00:27:24.000]  (讀)
[00:27:24.000 --> 00:27:52.000]  (讀)
[00:27:52.000 --> 00:28:19.000]  (讀)
[00:28:19.000 --> 00:28:45.000]  (讀)
[00:28:45.000 --> 00:29:05.000]  (讀)
[00:29:05.000 --> 00:29:29.000]  (讀)
[00:29:29.000 --> 00:29:49.000]  (讀)
[00:29:49.000 --> 00:30:10.000]  (讀)
[00:30:10.000 --> 00:30:31.000]  (讀)
[00:30:31.000 --> 00:30:55.000]  (讀)
[00:30:55.000 --> 00:31:18.000]  (讀)
[00:31:18.000 --> 00:31:37.000]  (讀)
[00:31:37.000 --> 00:31:50.000]  (讀)
[00:31:50.000 --> 00:32:16.000]  (讀)
[00:32:16.000 --> 00:32:45.000]  (讀)
[00:32:45.000 --> 00:33:05.000]  (讀)
[00:33:05.000 --> 00:33:28.000]  (讀)
[00:33:28.000 --> 00:33:52.000]  (讀)
[00:33:52.000 --> 00:34:13.000]  (讀)
[00:34:13.000 --> 00:34:30.000]  (讀)
[00:34:30.000 --> 00:34:56.000]  (讀)
[00:34:56.000 --> 00:35:13.000]  (讀)
[00:35:13.000 --> 00:35:28.000]  (讀)

