
[00:00:00.000 --> 00:00:04.000]  聽節目早晨
[00:03:08.000 --> 00:03:12.000]  因著主的關係,那個終點就算是地上終點
[00:03:12.000 --> 00:03:16.000]  卻不是我們生命的終點
[00:03:16.000 --> 00:03:20.000]  宣揚基督,教會一向都有一個
[00:03:20.000 --> 00:03:24.000]  最早期教會有一個叫慈惠的基因,教會的DNA
[00:03:24.000 --> 00:03:28.000]  教會的DNA當然是敬拜
[00:03:28.000 --> 00:03:32.000]  團契,傳福音,禱告服侍上帝
[00:03:32.000 --> 00:03:36.000]  亦都是彼此的服侍,彼此服侍當中
[00:03:36.000 --> 00:03:40.000]  又不只是教會裏面弟兄姊妹彼此服侍,我們是外向型
[00:03:40.000 --> 00:03:44.000]  教會其實由第一天都是外向型
[00:03:44.000 --> 00:03:48.000]  我們有一個叫慈惠工作,慈惠工作一方面當然
[00:03:48.000 --> 00:03:52.000]  你是對人家好
[00:03:52.000 --> 00:03:56.000]  你人家眼中有個印象,你將來
[00:03:56.000 --> 00:04:00.000]  和人分享一些事的時候,人家都會容易聽一點
[00:04:00.000 --> 00:04:04.000]  這是人之常情,所以是合理的,是合理的做法
[00:04:04.000 --> 00:04:08.000]  但是其實有更加深的一層就是
[00:04:08.000 --> 00:04:12.000]  基督徒都認識到,即使我們
[00:04:12.000 --> 00:04:16.000]  是信主的,另外外面那些人是不信主的
[00:04:16.000 --> 00:04:20.000]  但他們都是上帝所創造,上帝的心意
[00:04:20.000 --> 00:04:24.000]  就是要讓所有人都歸向他
[00:04:24.000 --> 00:04:28.000]  萬人得救,不願意,一個人沉淪
[00:04:28.000 --> 00:04:32.000]  而我們對他人好,是建基於他們都是
[00:04:32.000 --> 00:04:36.000]  上帝所創造的這個前提上,不單止
[00:04:36.000 --> 00:04:40.000]  是希望有個務實的動機
[00:04:40.000 --> 00:04:44.000]  不希望我們將來向他們講傳福音,他們會聽
[00:04:44.000 --> 00:04:48.000]  而是事實上他們和我們在上帝面前都是上帝所愛的人
[00:04:48.000 --> 00:04:52.000]  而且這個世界上永遠都有人有需要
[00:04:52.000 --> 00:04:56.000]  所以慈惠基因就在這裡出來,所以早期教會
[00:04:56.000 --> 00:05:00.000]  人數三千五千人信主,當中有很多窮人,以前世界有很多窮人
[00:05:00.000 --> 00:05:04.000]  現在世界當然都有,現代世界,但是
[00:05:04.000 --> 00:05:08.000]  剛才曾牧師很辛苦,主日學完之後
[00:05:08.000 --> 00:05:12.000]  開車載我過來,他當然要介紹
[00:05:12.000 --> 00:05:16.000]  一路開車介紹,低密度住宅,兩等
[00:05:16.000 --> 00:05:20.000]  低密度住宅,中產,中上,中間夾住
[00:05:20.000 --> 00:05:24.000]  那個簡約公屋
[00:05:24.000 --> 00:05:28.000]  中間夾住簡約公屋,所以又有需要
[00:05:28.000 --> 00:05:32.000]  人在我們中間,以前世界更加是,這個不需要
[00:05:32.000 --> 00:05:36.000]  我和大家解釋,所以早期教會就做
[00:05:36.000 --> 00:05:40.000]  簡單的東西,就是一日三餐的解決,一個人
[00:05:40.000 --> 00:05:44.000]  要溫,要飽,溫就未必一定提供到那麼多地方
[00:05:44.000 --> 00:05:48.000]  住就只住溫,但是飽就很重要,飽,飽,如果吃不飽
[00:05:48.000 --> 00:05:52.000]  連自己有份工作給你做,你都沒有力量,你會爭輸
[00:05:52.000 --> 00:05:56.000]  被人搶了份工作,結果
[00:05:56.000 --> 00:06:00.000]  越來越放餘下,就變成
[00:06:00.000 --> 00:06:04.000]  沒得救了,所以最重要是飽,你有份工作
[00:06:04.000 --> 00:06:08.000]  你做到那份工作,都可以幫到自己
[00:06:08.000 --> 00:06:12.000]  所以就做食物銀行,不是食物銀行
[00:06:12.000 --> 00:06:16.000]  開條線,食物銀行,是飯食
[00:06:16.000 --> 00:06:20.000]  不過,很壞不壞,就是
[00:06:20.000 --> 00:06:24.000]  被人投訴,就說忽略了
[00:06:24.000 --> 00:06:28.000]  現在就叫歧視某一類的人
[00:06:28.000 --> 00:06:32.000]  耶路撒冷,猶大地,以色列人是說以色列話
[00:06:32.000 --> 00:06:36.000]  我們說所謂的希伯來話,現在的以色列
[00:06:36.000 --> 00:06:40.000]  Modern 以色列話,是由以前的希伯來話變過來,但是
[00:06:40.000 --> 00:06:44.000]  跟以前很不同,等於我們現在的
[00:06:44.000 --> 00:06:48.000]  白話,廣東話都好,都跟以前
[00:06:48.000 --> 00:06:52.000]  文言文,就算是講白話,以前的白話
[00:06:52.000 --> 00:06:56.000]  都跟我們現在有些區別,但是猶太人
[00:06:56.000 --> 00:07:00.000]  大家讀舊約就知道,因為以色列犯罪
[00:07:00.000 --> 00:07:04.000]  上帝是讓外幫人擄滅了
[00:07:04.000 --> 00:07:08.000]  北面以色列,南面猶大國,結果猶太人就
[00:07:08.000 --> 00:07:12.000]  很長時間就四散,後來就有一部分就回到
[00:07:12.000 --> 00:07:16.000]  以色列,就造成在耶穌時代,猶大地有
[00:07:16.000 --> 00:07:20.000]  以色列人,但是也有很多分散到外地被擄
[00:07:20.000 --> 00:07:24.000]  他們不是,我去移民,我知道新界有很多
[00:07:24.000 --> 00:07:28.000]  去英國很早期,就去英國開餐廳
[00:07:28.000 --> 00:07:32.000]  移民,不是移民,而是被擄
[00:07:32.000 --> 00:07:36.000]  打仗的時候被人俘虜,被人帶到異地
[00:07:36.000 --> 00:07:40.000]  很慘,但是經過十代二十代之後
[00:07:40.000 --> 00:07:44.000]  就算有得回來都不回來,所以周圍都有
[00:07:44.000 --> 00:07:48.000]  很多猶太人,但是他們仍然是猶太人,所以他們仍然知道
[00:07:48.000 --> 00:07:52.000]  敬拜的中心在耶路撒冷,所以他們有時會過時
[00:07:52.000 --> 00:07:56.000]  過節會回去,某些大節期,所以見到五旬節
[00:07:56.000 --> 00:08:00.000]  很多周圍外地的猶太人都會回去耶路撒冷過節
[00:08:00.000 --> 00:08:04.000]  那些人回去耶路撒冷過節,就不是說當地話
[00:08:04.000 --> 00:08:08.000]  就是說雞腸,就是我們小朋友
[00:08:08.000 --> 00:08:12.000]  出去讀書,讀了十多年回來,差點連廣東話都不會
[00:08:12.000 --> 00:08:16.000]  就說英文,就說希臘話
[00:08:16.000 --> 00:08:20.000]  有些回來之後就滯留在這裡說寡婦
[00:08:20.000 --> 00:08:24.000]  可能是住一段時間,先生過世
[00:08:24.000 --> 00:08:28.000]  或者是有其他因素,令到他們那些說希臘話
[00:08:28.000 --> 00:08:32.000]  猶太人的寡婦滯留在耶路撒冷
[00:08:32.000 --> 00:08:36.000]  你知道寡婦現在世界都難
[00:08:36.000 --> 00:08:40.000]  我爸爸是我中學畢業那年
[00:08:40.000 --> 00:08:44.000]  我中五那年過世的,家裡五個小孩,我最大的
[00:08:44.000 --> 00:08:48.000]  多利是密法蘇,最小的小孩那時讀幼稚園
[00:08:48.000 --> 00:08:52.000]  我媽媽是一手搞定五個人,寡婦
[00:08:52.000 --> 00:08:56.000]  我讀中學畢業那年,媽媽就變了寡婦
[00:08:56.000 --> 00:09:00.000]  所以這些事我是很深刻的感受
[00:09:00.000 --> 00:09:04.000]  以前的寡婦更慘,是你沒有經濟能力
[00:09:04.000 --> 00:09:08.000]  完全沒有經濟能力,我媽媽住公屋都還好一點
[00:09:08.000 --> 00:09:12.000]  起碼那個溫那裡有個地方,租金很便宜
[00:09:12.000 --> 00:09:16.000]  所以在這些位置
[00:09:16.000 --> 00:09:20.000]  那些滯留寡婦是需要幫助的
[00:09:20.000 --> 00:09:24.000]  早期教會沒有想到一個方法
[00:09:24.000 --> 00:09:28.000]  四一人講四一話,圍在一起
[00:09:28.000 --> 00:09:32.000]  台山人講台山話,照顧台山人
[00:09:32.000 --> 00:09:36.000]  我們在香港講廣東話,內地又講普通話
[00:09:36.000 --> 00:09:40.000]  他又不懂聽廣東話
[00:09:40.000 --> 00:09:44.000]  就算有個地方有飯吃,都不為意,不知道沒有人叫他
[00:09:44.000 --> 00:09:48.000]  所以就被忽略
[00:09:48.000 --> 00:09:52.000]  現在有人為他們發聲,投訴
[00:09:52.000 --> 00:09:56.000]  你們在每天的公認上忽略了
[00:09:56.000 --> 00:10:00.000]  講外地話,其實都是猶太人
[00:10:00.000 --> 00:10:04.000]  猶太人寡婦有極大需要,忽略了他們
[00:10:04.000 --> 00:10:08.000]  所以我分享的題目就是當有投訴事
[00:10:08.000 --> 00:10:12.000]  不過這個是
[00:10:12.000 --> 00:10:16.000]  有投訴
[00:10:16.000 --> 00:10:20.000]  香港多不多人投訴?
[00:10:20.000 --> 00:10:24.000]  問問戰秋,他以前在警隊服務就知道
[00:10:24.000 --> 00:10:28.000]  我打電話要向警察投訴
[00:10:28.000 --> 00:10:32.000]  哪裏出現這些事
[00:10:32.000 --> 00:10:36.000]  某某人怎樣怎樣
[00:10:36.000 --> 00:10:40.000]  香港都很盛行一種投訴文化
[00:10:40.000 --> 00:10:44.000]  如果你是被投訴的一方
[00:10:44.000 --> 00:10:48.000]  你那晚在家裡
[00:10:48.000 --> 00:10:52.000]  開小早,突然很開心很嘈,在旁邊
[00:10:52.000 --> 00:10:56.000]  十點鐘,十點鐘很早,你不要這樣嘈
[00:10:56.000 --> 00:11:00.000]  被投訴的一方,你會怎樣做
[00:11:00.000 --> 00:11:04.000]  嘈什麼嘈,這麼早還沒睡
[00:11:04.000 --> 00:11:08.000]  誰這麼早睡,守一點我們會收聲,你回去吧
[00:11:08.000 --> 00:11:12.000]  這樣做就升級了,我們說將事情
[00:11:12.000 --> 00:11:16.000]  慢慢升級了,被人投訴的時候
[00:11:16.000 --> 00:11:20.000]  要解決這個問題
[00:11:20.000 --> 00:11:24.000]  你知道我們不知道聖經沒有說
[00:11:24.000 --> 00:11:28.000]  早期教會每天要餵多少人
[00:11:28.000 --> 00:11:32.000]  你當他餵,我們坐在這裏一百人
[00:11:32.000 --> 00:11:36.000]  每天三餐要一百人都不簡單
[00:11:36.000 --> 00:11:40.000]  你要煮一百人,沒有現代廚房
[00:11:40.000 --> 00:11:44.000]  以前燒柴,餵一百人
[00:11:44.000 --> 00:11:48.000]  錢從哪裏來,之前記載過
[00:11:48.000 --> 00:11:52.000]  有些人變賣家業,販物公用
[00:11:52.000 --> 00:11:56.000]  有些錢放在使徒十二個的腳前,讓他們分配
[00:11:56.000 --> 00:12:00.000]  所以十二使徒要做很多功夫
[00:12:00.000 --> 00:12:04.000]  錢是因為人們相信他們,他們是領袖
[00:12:04.000 --> 00:12:08.000]  將錢給他們,所以要分錢
[00:12:08.000 --> 00:12:12.000]  在那個階段,他們要做很多買菜
[00:12:12.000 --> 00:12:16.000]  每天都要做,記住要吃東西
[00:12:16.000 --> 00:12:20.000]  每天七天都是崇拜,那天也是需要做
[00:12:20.000 --> 00:12:24.000]  他們很忙,但無論如何
[00:12:24.000 --> 00:12:28.000]  持有的就是十二個,所以有人投訴
[00:12:28.000 --> 00:12:32.000]  十二個使徒,你們做事,為什麼這樣做
[00:12:32.000 --> 00:12:36.000]  你當我們不是以色列人
[00:12:36.000 --> 00:12:40.000]  你想像自己有十二個男人
[00:12:40.000 --> 00:12:45.000]  我煮飯給你吃,你還要被人嘈
[00:12:45.000 --> 00:12:49.000]  就像你父母買菜煮飯給子女吃
[00:12:49.000 --> 00:12:53.000]  以色列人向上帝說,又要吃這些東西
[00:12:53.000 --> 00:12:57.000]  每天都吃這些東西
[00:12:57.000 --> 00:13:01.000]  通常媽媽又買菜又煮飯的家庭
[00:13:01.000 --> 00:13:05.000]  不喜歡吃,你自己去買
[00:13:05.000 --> 00:13:09.000]  去街市買菜,只會去超市買東西
[00:13:09.000 --> 00:13:13.000]  你想像那十二個男人會怎樣做事
[00:13:13.000 --> 00:13:17.000]  很重要,他們的處理手法就是我們今天要看到的
[00:13:17.000 --> 00:13:21.000]  第一步做什麼,英文就做下去
[00:13:21.000 --> 00:13:25.000]  第二節也可以,回到第二節
[00:13:25.000 --> 00:13:29.000]  十二個使徒就叫門徒來說
[00:13:29.000 --> 00:13:33.000]  說什麼呢?
[00:13:33.000 --> 00:13:37.000]  其實我們看聖經要很仔細讀
[00:13:37.000 --> 00:13:41.000]  每一句都不需要看完整節才去想
[00:13:41.000 --> 00:13:45.000]  一句都已經停在這裡,十二使徒叫中門徒來
[00:13:45.000 --> 00:13:49.000]  叫弟兄姊妹聚集在一起
[00:13:49.000 --> 00:13:53.000]  他們解決問題的第一個方法是什麼
[00:13:53.000 --> 00:13:57.000]  就叫所有人來,叫所有人來做什麼
[00:13:57.000 --> 00:14:01.000]  叫做開會,大家喜不喜歡開會
[00:14:01.000 --> 00:14:05.000]  舉手,有沒有人喜歡開會
[00:14:05.000 --> 00:14:09.000]  沒有人喜歡開會,開會是否浪費時間呢
[00:14:09.000 --> 00:14:13.000]  又要開會,執事會又要開會
[00:14:13.000 --> 00:14:17.000]  團契導師又要開會
[00:14:17.000 --> 00:14:21.000]  堂委又要開會,業委又要開會
[00:14:21.000 --> 00:14:25.000]  公司又要開會,開會又不關事
[00:14:25.000 --> 00:14:29.000]  如果你要開會就壓力很大
[00:14:29.000 --> 00:14:33.000]  就按下手機,不想開會浪費時間
[00:14:33.000 --> 00:14:37.000]  但是聖經在這裡給我們例子
[00:14:37.000 --> 00:14:41.000]  聖經在這裡沒有教導,沒有說大家不可停止聚會
[00:14:41.000 --> 00:14:45.000]  不可停止開會,聖經沒有這樣說
[00:14:45.000 --> 00:14:49.000]  聚會也是開會的一種,原來是有說的
[00:14:49.000 --> 00:14:53.000]  聖經不是吩咐,是故事
[00:14:53.000 --> 00:14:57.000]  我們就是看故事的時候,望聞新意
[00:14:57.000 --> 00:15:01.000]  開會其實很重要,在這個位置
[00:15:01.000 --> 00:15:05.000]  重要在哪裡,人家向你投訴
[00:15:05.000 --> 00:15:09.000]  你就找所有的人
[00:15:09.000 --> 00:15:13.000]  眾門徒,這裡沒有分哪一類人
[00:15:13.000 --> 00:15:17.000]  眾門徒,因為你其實飯吃的,就算做好事
[00:15:17.000 --> 00:15:21.000]  也有些持份者,你幫哪些人受到照顧
[00:15:21.000 --> 00:15:25.000]  現在就有一部分,照理應該受到照顧,但是你忽略了
[00:15:25.000 --> 00:15:29.000]  所以你要叫所有持份者
[00:15:29.000 --> 00:15:33.000]  來談一下對策,因為不是只有你一個人能搞定
[00:15:33.000 --> 00:15:37.000]  有些事情,人家也有份的,如果
[00:15:37.000 --> 00:15:41.000]  如果是一件事情要解決,那件事情只關你自己事
[00:15:41.000 --> 00:15:45.000]  人家沒有份的
[00:15:45.000 --> 00:15:49.000]  那你就不用開會,你問自己,你肚餓,肚餓就關你自己事
[00:15:49.000 --> 00:15:53.000]  你的肚子向你投訴
[00:15:53.000 --> 00:15:57.000]  你也不需要老婆,我和老婆開會
[00:15:57.000 --> 00:16:01.000]  其實你只是吩咐她做事,不是要老婆開會
[00:16:01.000 --> 00:16:05.000]  你就這樣,我肚餓,我自己找東西吃,我談了
[00:16:05.000 --> 00:16:09.000]  我自己想一想,我想今天吃日本菜,去吃墨西哥菜
[00:16:09.000 --> 00:16:13.000]  自己腦和自己開會,然後找東西吃就搞定
[00:16:13.000 --> 00:16:17.000]  因為只關你自己事,不關人家事,你肚餓
[00:16:17.000 --> 00:16:21.000]  但是這裡關人家事,就一定要開會,所以開會其實最基本
[00:16:21.000 --> 00:16:25.000]  條件就是你要問這件事關誰事
[00:16:25.000 --> 00:16:29.000]  關人家事,你就不要自己一個人獨斷獨行,一個人搞定
[00:16:29.000 --> 00:16:33.000]  12個人,其實12個人自己都要先開一次會
[00:16:33.000 --> 00:16:37.000]  這個聖經沒有說,但是第二節說
[00:16:37.000 --> 00:16:41.000]  12仕徒叫眾門徒來,他們已經同意了,自己都談過
[00:16:41.000 --> 00:16:45.000]  我們應該叫眾門徒一起來再談,我們12個人都沒有辦法解決這件問題
[00:16:45.000 --> 00:16:49.000]  就算我們有同一個看法,還是不好
[00:16:49.000 --> 00:16:53.000]  都叫所有人再諮詢一下,談一下
[00:16:53.000 --> 00:16:57.000]  所以12仕徒之前已經開過會
[00:16:57.000 --> 00:17:01.000]  這個起碼是第二個會,不是第一個會
[00:17:01.000 --> 00:17:05.000]  起碼是第二個會,就將持份者帶在一起
[00:17:05.000 --> 00:17:09.000]  所以不可停止開會
[00:17:09.000 --> 00:17:13.000]  就真的是一件很重要的事情,開會要有東西談
[00:17:13.000 --> 00:17:17.000]  開會不要浪費時間,開會談什麼
[00:17:17.000 --> 00:17:21.000]  第二節繼續下去,一開會就去劈頭說
[00:17:21.000 --> 00:17:25.000]  弟兄們,我們都要回到第二節
[00:17:25.000 --> 00:17:27.000]  還沒讀完,謝謝
[00:17:27.000 --> 00:17:31.000]  我們撇下上帝的道,管理凡事,是不合宜的
[00:17:31.000 --> 00:17:33.000]  可以去第三節了,謝謝
[00:17:33.000 --> 00:17:37.000]  哇,他一開會,12個
[00:17:37.000 --> 00:17:41.000]  應該不是12個一起說話,應該是一個代表
[00:17:41.000 --> 00:17:45.000]  不要說了,應該是彼得,找一個代表說
[00:17:45.000 --> 00:17:49.000]  我們撇下上帝的道,去管理凡事,是不合宜的
[00:17:49.000 --> 00:17:53.000]  哇,你聽聽,開會第一樣
[00:17:53.000 --> 00:17:57.000]  主持會議,召集會議那班人,或者被投訴那班人
[00:17:57.000 --> 00:18:01.000]  一開始他們說什麼?什麼叫做我們撇下上帝的道
[00:18:01.000 --> 00:18:03.000]  去管理凡事,是不合宜的
[00:18:03.000 --> 00:18:07.000]  你是怎麼解釋這句話,他們在說什麼?
[00:18:07.000 --> 00:18:11.000]  當你投訴我了
[00:18:11.000 --> 00:18:15.000]  接著我一出來,我就說
[00:18:15.000 --> 00:18:19.000]  弟兄姐妹,其實我撇下上帝的道,去管理凡事,是不合宜的
[00:18:19.000 --> 00:18:23.000]  那是什麼意思?就是卸駁
[00:18:23.000 --> 00:18:27.000]  哇,現在有問題
[00:18:27.000 --> 00:18:31.000]  你本來就不應該做這些事
[00:18:31.000 --> 00:18:33.000]  本來就不應該是你們做的
[00:18:33.000 --> 00:18:35.000]  不是你們做,是誰做?
[00:18:35.000 --> 00:18:39.000]  12時開頭一句就卸駁
[00:18:39.000 --> 00:18:43.000]  很嚴重的,被投訴的那個說
[00:18:43.000 --> 00:18:45.000]  不關我們事,我們都不想做,我們不應該做的
[00:18:45.000 --> 00:18:47.000]  不知道為什麼要我們做
[00:18:47.000 --> 00:18:49.000]  那你就很嚴重
[00:18:49.000 --> 00:18:51.000]  如果你老闆是這樣的老闆,你真是死定了
[00:18:51.000 --> 00:18:53.000]  很難做的嘛
[00:18:53.000 --> 00:18:55.000]  不過我們要小心一點
[00:18:55.000 --> 00:18:57.000]  小心一點看
[00:18:57.000 --> 00:19:01.000]  剛才那句,其實都比第三句快了
[00:19:01.000 --> 00:19:03.000]  回到第二節
[00:19:03.000 --> 00:19:05.000]  小心一點,逐句逐句看
[00:19:05.000 --> 00:19:07.000]  我們聖經是要逐句逐句看的
[00:19:07.000 --> 00:19:11.000]  我們撇開上帝的道去管理凡事,是不應該的
[00:19:11.000 --> 00:19:15.000]  他的確說我們不應該做這件事,這件事不關我們事
[00:19:15.000 --> 00:19:21.000]  他有沒有給理由,為什麼不應該做這件事?
[00:19:21.000 --> 00:19:23.000]  有給的
[00:19:23.000 --> 00:19:25.000]  當然還有很多其他理由的
[00:19:25.000 --> 00:19:27.000]  譬如說我們不會煮飯,我們不會買菜
[00:19:27.000 --> 00:19:29.000]  我們不會組織,都是理由來的
[00:19:29.000 --> 00:19:33.000]  我做得不好,總之就是你怎麼找我做呢?找一些厲害的去做
[00:19:33.000 --> 00:19:35.000]  我都不會彈琴,你找我彈琴做什麼呢?
[00:19:35.000 --> 00:19:37.000]  合理的
[00:19:37.000 --> 00:19:39.000]  但他們沒有說這件事
[00:19:39.000 --> 00:19:45.000]  他們說撇開上帝的道去管理凡事,什麼意思呢?
[00:19:45.000 --> 00:19:47.000]  這個就是先後次序
[00:19:47.000 --> 00:19:50.000]  即是說十二使徒表示
[00:19:50.000 --> 00:19:53.000]  其實他們有其他事要做的
[00:19:53.000 --> 00:19:55.000]  而因為管理凡事
[00:19:55.000 --> 00:19:59.000]  就令他們撇開了另外一件事做不到
[00:19:59.000 --> 00:20:01.000]  因為三餐飯吃是全時間的
[00:20:01.000 --> 00:20:05.000]  所以叫做家庭主婦
[00:20:05.000 --> 00:20:10.000]  一做家庭的阿頭,你就是做主婦
[00:20:10.000 --> 00:20:12.000]  當然不是主人的主
[00:20:12.000 --> 00:20:14.000]  很難,主人的主
[00:20:14.000 --> 00:20:17.000]  煮飯的主,主婦
[00:20:17.000 --> 00:20:19.000]  那你的時間都去了
[00:20:19.000 --> 00:20:22.000]  你買菜要量度,買什麼
[00:20:22.000 --> 00:20:24.000]  然後去買,然後抬回來
[00:20:24.000 --> 00:20:28.000]  然後要切,要鋸,然後要煮,然後要分配
[00:20:28.000 --> 00:20:32.000]  還要洗,然後第二餐就來了
[00:20:32.000 --> 00:20:35.000]  還要洗,還要洗
[00:20:35.000 --> 00:20:38.000]  不用休息了
[00:20:38.000 --> 00:20:40.000]  那為什麼今天是父親節呢?
[00:20:40.000 --> 00:20:42.000]  應該是母親節才對
[00:20:42.000 --> 00:20:46.000]  無論如何
[00:20:46.000 --> 00:20:50.000]  所以我們明白他們一管了飯吃
[00:20:50.000 --> 00:20:54.000]  他們就做不到宣講上帝話語的事
[00:20:54.000 --> 00:20:56.000]  很明顯的
[00:20:56.000 --> 00:20:59.000]  但是他們這樣說是什麼意思呢?
[00:20:59.000 --> 00:21:02.000]  其實他們自己也抱怨
[00:21:02.000 --> 00:21:06.000]  他們這樣說表達了優先次序
[00:21:06.000 --> 00:21:10.000]  他們自己也向會眾說
[00:21:10.000 --> 00:21:13.000]  不一定是抱怨,只是將事實告訴你
[00:21:13.000 --> 00:21:16.000]  其實我們這樣做,令我們放下重要的東西
[00:21:16.000 --> 00:21:18.000]  重要的東西就是宣講上帝話語
[00:21:18.000 --> 00:21:21.000]  事實上第一章小人傳第一章的大使命
[00:21:21.000 --> 00:21:24.000]  你們耶路撒冷,猶大全地
[00:21:24.000 --> 00:21:27.000]  要去做我的見證
[00:21:27.000 --> 00:21:30.000]  主耶穌說要為我做見證
[00:21:30.000 --> 00:21:34.000]  那哪些人才能為基督做見證呢?
[00:21:34.000 --> 00:21:36.000]  所有信徒都可以
[00:21:36.000 --> 00:21:38.000]  但當時不是
[00:21:38.000 --> 00:21:40.000]  當時見證著
[00:21:40.000 --> 00:21:42.000]  所以十二個使徒當猶大死了
[00:21:42.000 --> 00:21:44.000]  少了一個的時候
[00:21:44.000 --> 00:21:47.000]  一定要補選一個出來
[00:21:47.000 --> 00:21:49.000]  而補選的條件就是
[00:21:49.000 --> 00:21:52.000]  補選的人的資格
[00:21:52.000 --> 00:21:54.000]  是必須要由開始
[00:21:54.000 --> 00:21:56.000]  一直和其他十一個人
[00:21:56.000 --> 00:21:58.000]  和基督一起
[00:21:58.000 --> 00:22:00.000]  而且見證耶穌基督復活和升天
[00:22:00.000 --> 00:22:02.000]  你見證見證見證見證
[00:22:02.000 --> 00:22:04.000]  你都沒見過,你做什麼呢?
[00:22:04.000 --> 00:22:08.000]  你真是經歷過
[00:22:08.000 --> 00:22:11.000]  意思是說那十二個使徒是很重要的
[00:22:11.000 --> 00:22:13.000]  有些事是他們做到
[00:22:13.000 --> 00:22:15.000]  後來信主那些是沒辦法做的見證
[00:22:15.000 --> 00:22:17.000]  是一定要他們繼續做
[00:22:17.000 --> 00:22:19.000]  宣揚基督
[00:22:19.000 --> 00:22:21.000]  是他們才可以這樣宣揚基督
[00:22:21.000 --> 00:22:23.000]  我們各自可以宣揚
[00:22:23.000 --> 00:22:27.000]  可以見證基督在我們身上的工作
[00:22:27.000 --> 00:22:29.000]  但我們沒見過基督釘十字架
[00:22:29.000 --> 00:22:31.000]  沒見過基督重焚墓復活
[00:22:31.000 --> 00:22:33.000]  沒見過基督升天
[00:22:33.000 --> 00:22:35.000]  我們做不到那部分的
[00:22:35.000 --> 00:22:37.000]  我們相信那部分
[00:22:37.000 --> 00:22:39.000]  但那些見證人一直流傳下來的見證
[00:22:39.000 --> 00:22:41.000]  第一世紀的見證
[00:22:41.000 --> 00:22:43.000]  就是他們目擊證人的見證
[00:22:43.000 --> 00:22:46.000]  在法庭裏面目擊證人的見證
[00:22:46.000 --> 00:22:48.000]  所以是他們才做到的
[00:22:48.000 --> 00:22:49.000]  現在因為管飯食
