
[00:00:00.000 --> 00:00:02.000]  各位電視節目的朋友 您好
[00:06:51.000 --> 00:06:52.000]  不准飲酒
[00:06:52.000 --> 00:06:55.000]  我問為什麼你們不准飲酒
[00:06:55.000 --> 00:06:58.000]  他說飲酒會醉酒
[00:06:58.000 --> 00:07:00.000]  我們就寫不要醉酒
[00:07:00.000 --> 00:07:02.000]  他說不行
[00:07:02.000 --> 00:07:03.000]  這樣都不夠
[00:07:03.000 --> 00:07:05.000]  因為你不知道你的酒量
[00:07:05.000 --> 00:07:08.000]  所以為了免得你進入這個試探
[00:07:08.000 --> 00:07:10.000]  連飲都不要飲
[00:07:10.000 --> 00:07:12.000]  我就不是太同意這樣的處理方法
[00:07:12.000 --> 00:07:15.000]  不過我欣賞他們對這件事的謹慎
[00:07:15.000 --> 00:07:20.000]  我猜我們都知道聖經裏面並沒有說我們不可以飲酒
[00:07:20.000 --> 00:07:23.000]  耶穌都將水變酒
[00:07:23.000 --> 00:07:25.000]  怎會不准飲酒呢
[00:07:25.000 --> 00:07:27.000]  但另一個極端就是
[00:07:27.000 --> 00:07:29.000]  好像近代的人
[00:07:29.000 --> 00:07:30.000]  既然聖經沒有說
[00:07:30.000 --> 00:07:33.000]  所以我們應該盡量的享受
[00:07:33.000 --> 00:07:38.000]  特別就是現在這段時間很多人喜歡飲紅酒
[00:07:38.000 --> 00:07:40.000]  可能對身體有好處也不定
[00:07:40.000 --> 00:07:43.000]  這方面就要請教李醫生或其他醫學界的人
[00:07:43.000 --> 00:07:45.000]  我不懂得這東西
[00:07:45.000 --> 00:07:47.000]  不過我發現
[00:07:47.000 --> 00:07:49.000]  在香港的教會裏面我見到一些弟兄姊妹
[00:07:49.000 --> 00:07:50.000]  特別弟兄
[00:07:50.000 --> 00:07:54.000]  一飲完酒之後就特別興奮
[00:07:54.000 --> 00:07:57.000]  平時不說話都說
[00:07:57.000 --> 00:08:00.000]  特別說一些無謂的東西
[00:08:00.000 --> 00:08:02.000]  還有一些很意氣的東西
[00:08:02.000 --> 00:08:03.000]  如果你真的飲了酒之後
[00:08:03.000 --> 00:08:05.000]  會令到你的情緒高漲的話
[00:08:05.000 --> 00:08:06.000]  你要小心
[00:08:06.000 --> 00:08:08.000]  不一定是醉酒才得罪神
[00:08:08.000 --> 00:08:10.000]  亂說話也可以得罪神
[00:08:10.000 --> 00:08:12.000]  也可以令人有傷害
[00:08:12.000 --> 00:08:15.000]  所以我估計不要走兩個極端
[00:08:15.000 --> 00:08:17.000]  不要讓酒控制你
[00:08:17.000 --> 00:08:20.000]  但也不要變成很逃避很害怕的那樣
[00:08:20.000 --> 00:08:25.000]  因為耶穌出席人的婚宴
[00:08:25.000 --> 00:08:29.000]  耶穌出席人的快樂的事情
[00:08:29.000 --> 00:08:33.000]  做傳道人其中一樣最難的地方
[00:08:33.000 --> 00:08:35.000]  就是要不要出席人家的婚禮
[00:08:35.000 --> 00:08:36.000]  很坦白說
[00:08:36.000 --> 00:08:38.000]  這個可能是李牧師不方便說
[00:08:38.000 --> 00:08:39.000]  或者我不是李牧師
[00:08:39.000 --> 00:08:41.000]  我可以隨便說
[00:08:41.000 --> 00:08:43.000]  我坦白說
[00:08:43.000 --> 00:08:46.000]  我真的很怕出席婚禮
[00:08:46.000 --> 00:08:49.000]  以前教會小還容易一點
[00:08:49.000 --> 00:08:51.000]  一年都沒有一次兩次
[00:08:51.000 --> 00:08:53.000]  但現在教會大了之後
[00:08:53.000 --> 00:08:54.000]  就有些困難
[00:08:54.000 --> 00:08:55.000]  我記得有一年
[00:08:55.000 --> 00:08:57.000]  只是我們教會
[00:08:57.000 --> 00:08:58.000]  不是說其他教會
[00:08:58.000 --> 00:08:59.000]  只是我們教會
[00:08:59.000 --> 00:09:01.000]  有13對的婚禮
[00:09:01.000 --> 00:09:02.000]  一年裏面
[00:09:02.000 --> 00:09:04.000]  而且做傳道人
[00:09:04.000 --> 00:09:07.000]  你去一宗就不可以不去第二宗
[00:09:07.000 --> 00:09:08.000]  為什麼你去他不去我
[00:09:08.000 --> 00:09:10.000]  真的很難解釋
[00:09:10.000 --> 00:09:12.000]  所以
[00:09:12.000 --> 00:09:16.000]  而且婚宴通常都是星期六晚去吃的
[00:09:16.000 --> 00:09:18.000]  中國人婚宴更麻煩
[00:09:18.000 --> 00:09:19.000]  香港人
[00:09:19.000 --> 00:09:20.000]  我猜這裡好一點吧
[00:09:20.000 --> 00:09:21.000]  寫就寫
[00:09:21.000 --> 00:09:23.000]  午時恭候
[00:09:23.000 --> 00:09:25.000]  八時入席
[00:09:25.000 --> 00:09:26.000]  實際上
[00:09:26.000 --> 00:09:28.000]  九時都不可以吃
[00:09:28.000 --> 00:09:30.000]  這個不是誇張
[00:09:30.000 --> 00:09:31.000]  是真的
[00:09:31.000 --> 00:09:33.000]  你預備了這樣才可以
[00:09:33.000 --> 00:09:34.000]  要吃一點東西
[00:09:34.000 --> 00:09:37.000]  然後真真正正開始吃飯的時候
[00:09:37.000 --> 00:09:39.000]  九點半才算正常
[00:09:39.000 --> 00:09:41.000]  我想你來香港都知道
[00:09:41.000 --> 00:09:42.000]  參加都知道
[00:09:42.000 --> 00:09:44.000]  這裡應該沒有這麼晚吧
[00:09:44.000 --> 00:09:48.000]  這裡有福一點
[00:09:48.000 --> 00:09:49.000]  這裡應該去
[00:09:49.000 --> 00:09:51.000]  特別是星期六晚
[00:09:51.000 --> 00:09:53.000]  當你未預備好那些
[00:09:53.000 --> 00:09:54.000]  星期日的講道
[00:09:54.000 --> 00:09:55.000]  主學
[00:09:55.000 --> 00:09:56.000]  你心急如焚
[00:09:56.000 --> 00:09:58.000]  但繼續杯上杯落
[00:09:58.000 --> 00:09:59.000]  然後散會的時候
[00:09:59.000 --> 00:10:01.000]  通常是十一點半
[00:10:01.000 --> 00:10:02.000]  回到家
[00:10:02.000 --> 00:10:04.000]  我家裡用了一整晚
[00:10:04.000 --> 00:10:05.000]  可能六七點去
[00:10:05.000 --> 00:10:07.000]  回到家十二點多
[00:10:07.000 --> 00:10:08.000]  是很辛苦的
[00:10:08.000 --> 00:10:10.000]  所以有時候我想不去
[00:10:10.000 --> 00:10:12.000]  每次鼓勵我去
[00:10:12.000 --> 00:10:14.000]  當然是讀了聖經
[00:10:14.000 --> 00:10:16.000]  耶穌出席別人的婚禮
[00:10:16.000 --> 00:10:19.000]  當然我猜耶穌都有限制
[00:10:19.000 --> 00:10:21.000]  他在作為人的時間都有限制
[00:10:21.000 --> 00:10:23.000]  他不是每一個筵席都去
[00:10:23.000 --> 00:10:24.000]  在聖經裡面
[00:10:24.000 --> 00:10:26.000]  起碼見到只有他出席這個筵席
[00:10:26.000 --> 00:10:30.000]  但是起碼耶穌用時間
[00:10:30.000 --> 00:10:32.000]  用他和他的門徒一起
[00:10:32.000 --> 00:10:35.000]  去祝賀人快樂的事
[00:10:35.000 --> 00:10:37.000]  這裡我想提出的就是
[00:10:37.000 --> 00:10:39.000]  耶穌出席人生
[00:10:39.000 --> 00:10:41.000]  我們人生裡面快樂的事情
[00:10:41.000 --> 00:10:43.000]  甚至將水變成酒
[00:10:43.000 --> 00:10:45.000]  變成一個快樂的代表
[00:10:45.000 --> 00:10:46.000]  弟兄姊妹
[00:10:46.000 --> 00:10:47.000]  我想特別提醒你
[00:10:47.000 --> 00:10:49.000]  你要做一個快樂的基督徒
[00:10:49.000 --> 00:10:53.000]  不要越侍奉主就越煩躁
[00:10:53.000 --> 00:10:56.000]  不要越侍奉主就越苦瓜乾
[00:10:57.000 --> 00:11:00.000]  不要成為一個律法主義
[00:11:00.000 --> 00:11:02.000]  去批評這個批評那個
[00:11:02.000 --> 00:11:04.000]  要成為一個快樂的人
[00:11:04.000 --> 00:11:07.000]  耶穌是希望我們被拯救之後
[00:11:07.000 --> 00:11:08.000]  是一個快樂的人生
[00:11:08.000 --> 00:11:09.000]  當然基督徒所說的快樂人生
[00:11:09.000 --> 00:11:11.000]  不是世人所說的吃喝玩樂
[00:11:11.000 --> 00:11:13.000]  基督徒所說的快樂人生
[00:11:13.000 --> 00:11:15.000]  是在說上帝赦免我們的罪
[00:11:15.000 --> 00:11:18.000]  給我們一個很豐盛很有意義的人生
[00:11:18.000 --> 00:11:19.000]  然後靠著恩典
[00:11:19.000 --> 00:11:22.000]  我們可以活出一個能夠對神對人
[00:11:22.000 --> 00:11:26.000]  都有榮耀神有幫助人的人生
[00:11:26.000 --> 00:11:27.000]  所以我覺得很有意思
[00:11:27.000 --> 00:11:29.000]  我們這樣積極的過我們人生
[00:11:29.000 --> 00:11:33.000]  基督徒應該是一個快樂的人
[00:11:33.000 --> 00:11:34.000]  如果你信了主之後
[00:11:34.000 --> 00:11:37.000]  比較你未信主之前
[00:11:37.000 --> 00:11:39.000]  還不開心的話
[00:11:39.000 --> 00:11:42.000]  這個大致上都會出現一些問題
[00:11:42.000 --> 00:11:45.000]  第二方面我想大家看的
[00:11:45.000 --> 00:11:46.000]  就是第三節開始
[00:11:46.000 --> 00:11:49.000]  耶穌不單出席人生的快樂
[00:11:49.000 --> 00:11:53.000]  耶穌還在人生的困難
[00:11:53.000 --> 00:11:54.000]  人生的痛苦裏面
[00:11:54.000 --> 00:11:56.000]  祂不會缺席的
[00:11:56.000 --> 00:11:58.000]  聖經裏面說走用盡了
[00:11:58.000 --> 00:12:01.000]  一個很尷尬的場面
[00:12:01.000 --> 00:12:02.000]  走用盡了
[00:12:02.000 --> 00:12:04.000]  然後耶穌的母親對祂說
[00:12:04.000 --> 00:12:05.000]  我們沒有走
[00:12:05.000 --> 00:12:07.000]  耶穌說母親原文
[00:12:07.000 --> 00:12:09.000]  你知道那個經文原本文字說
[00:12:09.000 --> 00:12:12.000]  婦人我與你有什麼相干
[00:12:12.000 --> 00:12:14.000]  我的時候還沒有到
[00:12:14.000 --> 00:12:19.000]  這兩三節聖經引起很大的困難
[00:12:19.000 --> 00:12:20.000]  我先解釋一下
[00:12:20.000 --> 00:12:25.000]  走用盡了是一個非常尷尬的場面
[00:12:25.000 --> 00:12:28.000]  當時的酒當然沒有那麼方便出去買
[00:12:28.000 --> 00:12:30.000]  特別是晚上的時間
[00:12:30.000 --> 00:12:32.000]  更加難能夠出去買到酒
[00:12:32.000 --> 00:12:33.000]  很多時候
[00:12:33.000 --> 00:12:35.000]  解經書告訴我們
[00:12:35.000 --> 00:12:36.000]  他們婚宴用的酒
[00:12:36.000 --> 00:12:40.000]  都是自己家自家釀製的
[00:12:40.000 --> 00:12:42.000]  可能是早一年前
[00:12:42.000 --> 00:12:44.000]  或者最低限度半年前
[00:12:44.000 --> 00:12:46.000]  就預備好這個釀製的過程
[00:12:46.000 --> 00:12:48.000]  我知道今天在溫哥華的教會
[00:12:48.000 --> 00:12:52.000]  都是自己釀製葡萄酒來做聖餐用的
[00:12:52.000 --> 00:12:55.000]  在香港比較難想像
[00:12:55.000 --> 00:12:57.000]  不過原來在中國大陸
[00:12:57.000 --> 00:13:00.000]  有些地方真的教會都是自己釀製
[00:13:00.000 --> 00:13:02.000]  就覺得這樣有保證
[00:13:02.000 --> 00:13:04.000]  這些酒一定是最好的
[00:13:04.000 --> 00:13:07.000]  當時婚宴用大量的酒
[00:13:07.000 --> 00:13:09.000]  而主人家早就預備好
[00:13:09.000 --> 00:13:12.000]  可能參加婚宴的人很多
[00:13:12.000 --> 00:13:13.000]  或者那些人特別好酒量
[00:13:13.000 --> 00:13:16.000]  所以主人家沒有想到
[00:13:16.000 --> 00:13:18.000]  原來酒不足夠
[00:13:18.000 --> 00:13:21.000]  出現一個非常尷尬的場面
[00:13:21.000 --> 00:13:25.000]  外面繼續有婚宴的程序
[00:13:25.000 --> 00:13:27.000]  然後大家期望繼續有酒供應
[00:13:27.000 --> 00:13:28.000]  但現在沒有了
[00:13:28.000 --> 00:13:30.000]  對於我們今天來說
[00:13:30.000 --> 00:13:31.000]  都可能覺得很尷尬
[00:13:31.000 --> 00:13:32.000]  如果請擺酒的時候
[00:13:32.000 --> 00:13:34.000]  沒有了這些供應
[00:13:34.000 --> 00:13:36.000]  但對猶太人來說
[00:13:36.000 --> 00:13:38.000]  那個不單止是尷尬的問題
[00:13:38.000 --> 00:13:40.000]  還有一個羞辱的問題
[00:13:40.000 --> 00:13:44.000]  他們會覺得猶太人非常著重宴客
[00:13:44.000 --> 00:13:46.000]  非常著重好客的民族
[00:13:46.000 --> 00:13:50.000]  不接待人是一個很嚴重的罪行
[00:13:50.000 --> 00:13:52.000]  請人喝酒而不能提供酒
[00:13:52.000 --> 00:13:55.000]  是一個非常失禮的事
[00:13:55.000 --> 00:13:57.000]  甚至有些聖經書說
[00:13:57.000 --> 00:14:00.000]  當時可能引起新郎新娘
[00:14:00.000 --> 00:14:03.000]  一輩子會成為羞辱的記號
[00:14:03.000 --> 00:14:06.000]  所以對他們來說是非常尷尬
[00:14:06.000 --> 00:14:09.000]  加上晚上自家製釀酒
[00:14:09.000 --> 00:14:12.000]  基本上問題是解決不了
[00:14:12.000 --> 00:14:14.000]  你怎麼可以馬上找到這麼多酒呢
[00:14:14.000 --> 00:14:15.000]  是基本上解決不了的
[00:14:15.000 --> 00:14:17.000]  在一個很尷尬的情況下
[00:14:17.000 --> 00:14:19.000]  耶穌母親就幫忙了
[00:14:19.000 --> 00:14:21.000]  就跟耶穌說沒有酒了
[00:14:21.000 --> 00:14:23.000]  但耶穌出乎意料之外
[00:14:23.000 --> 00:14:27.000]  一個非常沒有禮貌的方法去回應
[00:14:27.000 --> 00:14:30.000]  母親 這樣說已經很沒禮貌了
[00:14:30.000 --> 00:14:33.000]  然後原文還說是婦人
[00:14:33.000 --> 00:14:35.000]  我記得有一次我講到這裡的時候
[00:14:35.000 --> 00:14:36.000]  我問回眾
[00:14:36.000 --> 00:14:38.000]  如果你的兒子這樣叫你會怎樣呢
[00:14:38.000 --> 00:14:40.000]  有一個回眾很激動
[00:14:40.000 --> 00:14:42.000]  很激動的
[00:14:42.000 --> 00:14:44.000]  暴力不是很對的
[00:14:44.000 --> 00:14:48.000]  猶太人也好 中國人也好
[00:14:48.000 --> 00:14:52.000]  這是一個很基本的禮貌
[00:14:52.000 --> 00:14:54.000]  對父母的一種尊重
[00:14:54.000 --> 00:14:58.000]  為什麼耶穌會說這麼難聽的話呢
[00:14:58.000 --> 00:15:01.000]  叫婦人 我與你甚麼相隔
[00:15:01.000 --> 00:15:07.000]  這句話似乎很多人想將語調削弱一點
[00:15:07.000 --> 00:15:10.000]  他說婦人這個字意思不一定是沒禮貌的
[00:15:10.000 --> 00:15:14.000]  是一個比較一般性的稱呼
[00:15:14.000 --> 00:15:15.000]  叫Lady
[00:15:15.000 --> 00:15:17.000]  不一定是沒禮貌的
[00:15:17.000 --> 00:15:20.000]  不過下文告訴我們是真的沒禮貌的
[00:15:20.000 --> 00:15:22.000]  我與你有甚麼相隔
[00:15:22.000 --> 00:15:27.000]  我希望永遠不會發生在你身上
[00:15:27.000 --> 00:15:29.000]  如果你的子女有一天這樣跟你說
[00:15:29.000 --> 00:15:31.000]  你會很難過
[00:15:31.000 --> 00:15:33.000]  相信做父母會很難過
[00:15:34.000 --> 00:15:38.000]  為什麼耶穌要這樣回應他媽媽呢
[00:15:38.000 --> 00:15:42.000]  這裡我將我的理解和大家分享
[00:15:42.000 --> 00:15:45.000]  當沒有離開的時候
[00:15:45.000 --> 00:15:51.000]  瑪利亞可能是主人家或主人家幫忙的一個很重要的嘉賓
[00:15:51.000 --> 00:15:53.000]  所以他到耶穌面前
[00:15:53.000 --> 00:15:55.000]  兒子沒有離開
[00:15:55.000 --> 00:15:57.000]  好像很自然的反應
[00:15:57.000 --> 00:15:58.000]  但就在這個時候
[00:15:58.000 --> 00:15:59.000]  耶穌提醒他
[00:15:59.000 --> 00:16:02.000]  耶穌和瑪利亞有兩種不同的關係
[00:16:02.000 --> 00:16:06.000]  一種關係是在地上母親和兒子的關係
[00:16:06.000 --> 00:16:10.000]  所以母親有需要的時候請兒子來幫忙
[00:16:10.000 --> 00:16:12.000]  是一個很自然的行動
[00:16:12.000 --> 00:16:16.000]  另一種關係是瑪利亞是上帝的子民
[00:16:16.000 --> 00:16:18.000]  是上帝的兒女
[00:16:18.000 --> 00:16:21.000]  所以耶穌是他的上帝
[00:16:21.000 --> 00:16:22.000]  是他的主
[00:16:22.000 --> 00:16:26.000]  現在這位上帝的兒女瑪利亞來到神的面前
[00:16:26.000 --> 00:16:27.000]  請他幫忙
[00:16:27.000 --> 00:16:31.000]  似乎當瑪利亞去到耶穌面前的時候
[00:16:31.000 --> 00:16:33.000]  他以第一種身份出現
[00:16:33.000 --> 00:16:36.000]  似乎他想用英文說是in charge
[00:16:36.000 --> 00:16:39.000]  他想控制和解決這個問題
[00:16:39.000 --> 00:16:40.000]  耶穌提醒他
[00:16:40.000 --> 00:16:42.000]  我和你真正的關係
[00:16:42.000 --> 00:16:45.000]  或者在這件事上應該有關係
[00:16:45.000 --> 00:16:46.000]  是第二種
[00:16:46.000 --> 00:16:49.000]  是神和神的子民的關係
