
[00:00:00.000 --> 00:00:09.200]  今天和大家一起分享的經文是出自於迦拉太書的第二章
[00:02:54.400 --> 00:03:00.200]  其實保羅就要誘發另一層次的幫助
[00:03:00.200 --> 00:03:02.680]  讓加拉太教會的信徒
[00:03:02.680 --> 00:03:07.200]  他們能夠走離開這條成魔之路
[00:03:07.200 --> 00:03:10.200]  究竟一個基督徒為何會成魔呢?
[00:03:10.200 --> 00:03:11.760]  為何一個牧者
[00:03:11.760 --> 00:03:14.600]  甚至一些教師原本沒有熱誠
[00:03:14.600 --> 00:03:17.680]  會漸漸信了一些錯誤的福音
[00:03:17.680 --> 00:03:20.200]  甚至傳一些錯誤的福音
[00:03:20.200 --> 00:03:24.200]  仍然自以為很成功的侍奉呢?
[00:03:24.200 --> 00:03:29.520]  這正是保羅在這段聖經裏面開始誘發的問題
[00:03:29.520 --> 00:03:32.160]  並且提供一些方法
[00:03:32.160 --> 00:03:38.120]  希望糾正或防止基督徒走入成魔之途
[00:03:39.200 --> 00:03:42.200]  我們先回到這段聖經
[00:03:42.200 --> 00:03:45.600]  究竟這段聖經提出的
[00:03:45.600 --> 00:03:49.400]  為何他們最初原本傳的福音
[00:03:49.400 --> 00:03:52.200]  後來會變質呢?
[00:03:52.200 --> 00:03:54.600]  我相信其中一個主要的原因
[00:03:54.600 --> 00:03:56.200]  亦在這段經文裏面
[00:03:56.200 --> 00:03:58.000]  保羅多次提出的就是
[00:03:58.000 --> 00:04:01.600]  對福音本身的理解是有偏差的
[00:04:01.600 --> 00:04:03.800]  除了連日發覺
[00:04:03.800 --> 00:04:05.400]  原來有些東西
[00:04:05.400 --> 00:04:09.000]  我偏離開了福音原意的時候
[00:04:09.000 --> 00:04:12.000]  原來可能會更加的
[00:04:12.000 --> 00:04:15.000]  使我的侍奉看起來很成功
[00:04:15.000 --> 00:04:20.600]  因而他會不願意糾正他原本在福音上的偏差
[00:04:20.600 --> 00:04:25.000]  而且更甘願踏入一個錯誤的福音裏面
[00:04:25.000 --> 00:04:26.200]  究其原因?
[00:04:26.200 --> 00:04:27.800]  甚麼叫福音呢?
[00:04:27.800 --> 00:04:29.000]  在聖經裏面
[00:04:29.000 --> 00:04:32.000]  特別我們所看的新約聖經
[00:04:32.000 --> 00:04:34.000]  福音希伯來
[00:04:34.000 --> 00:04:37.000]  希列文原本的字眼就是
[00:04:37.000 --> 00:04:39.000]  Evangelion
[00:04:39.000 --> 00:04:43.400]  這個字眼原本是指一個好的訊息
[00:04:43.400 --> 00:04:46.200]  但是卻漸漸被人覺得
[00:04:46.200 --> 00:04:50.600]  好的訊息這個Evangelion這個陳述
[00:04:50.600 --> 00:04:53.000]  好像是另一樣東西
[00:04:53.000 --> 00:04:56.600]  但如果我們仔細去看聖經的時候
[00:04:56.600 --> 00:04:58.000]  我們會發現到
[00:04:58.000 --> 00:05:00.200]  Evangelion這個字眼
[00:05:00.200 --> 00:05:04.400]  福音其實是有一個很特別的同義詞
[00:05:04.400 --> 00:05:05.600]  和它放在一起
[00:05:05.600 --> 00:05:07.200]  這個同義詞
[00:05:07.200 --> 00:05:10.800]  我們要看回《馬可福音》第一章第一節
[00:05:10.800 --> 00:05:11.800]  就已經說了
[00:05:11.800 --> 00:05:15.000]  In Mark 1:1
[00:05:15.000 --> 00:05:17.400]  has a very detailed explanation
[00:05:17.400 --> 00:05:20.800]  about what is the gospel
[00:05:20.800 --> 00:05:24.200]  原來在《馬可福音》裏面第一章第一節
[00:05:24.200 --> 00:05:26.200]  用我們和合本的翻譯說
[00:05:26.200 --> 00:05:31.600]  上帝的兒子耶穌基督福音的起頭
[00:05:31.600 --> 00:05:35.800]  原文裏面其實沒有上帝的兒子這個片語
[00:05:35.800 --> 00:05:37.800]  基本上只是說
[00:05:37.800 --> 00:05:42.600]  起頭就是福音耶穌基督
[00:05:42.600 --> 00:05:44.000]  換句話來說
[00:05:44.000 --> 00:05:46.400]  福音在聖經裏面
[00:05:46.400 --> 00:05:49.800]  其實是等同於耶穌基督
[00:05:49.800 --> 00:05:54.000]  而耶穌基督的同義詞就是福音
[00:05:54.000 --> 00:05:57.000]  所以當耶穌基督自己出來傳道的時候
[00:05:57.000 --> 00:05:59.000]  他自己作為一個福音
[00:05:59.000 --> 00:06:01.000]  他沒有說福音傳福音
[00:06:01.000 --> 00:06:02.600]  所以他只能夠說
[00:06:02.600 --> 00:06:04.600]  他出來傳道的時候
[00:06:04.600 --> 00:06:07.600]  他是傳天國的福音
[00:06:07.600 --> 00:06:12.800]  這個陳述我們在《馬太福音》第四章二十三節
[00:06:12.800 --> 00:06:15.200]  九章三十五節都看見
[00:06:15.200 --> 00:06:18.000]  耶穌自己親口地陳述
[00:06:18.000 --> 00:06:21.600]  但總的而言我們去看的就是
[00:06:21.600 --> 00:06:24.600]  福音其實就等同於耶穌
[00:06:24.600 --> 00:06:29.600]  而耶穌因為直著他的死亡
[00:06:29.600 --> 00:06:31.600]  然後他的復活
[00:06:31.600 --> 00:06:35.800]  並且讓人能夠相信他的人
[00:06:35.800 --> 00:06:38.000]  認罪悔改都能夠歸入
[00:06:38.000 --> 00:06:44.000]  這個重新與上帝建立永恆生命的過程
[00:06:44.000 --> 00:06:46.600]  這樣人就可以得到永生
[00:06:46.600 --> 00:06:49.600]  這個就是一個最好的消息
[00:06:49.600 --> 00:06:50.800]  就是福音
[00:06:50.800 --> 00:06:56.800]  所以當一個人如果對這個福音的最基本的理解
[00:06:56.800 --> 00:06:58.800]  如果出現一些扭曲
[00:06:58.800 --> 00:07:02.800]  或者偏離甚至增添的時候
[00:07:02.800 --> 00:07:08.800]  就會導致他們開始傳的福音有所偏差
[00:07:08.800 --> 00:07:13.800]  而這個也是我們在《加拿大書》裏面
[00:07:13.800 --> 00:07:16.600]  看到加拿大教會的眾信徒
[00:07:16.600 --> 00:07:20.800]  為何這麼快就偏離了原本保羅所說的福音的內容
[00:07:20.800 --> 00:07:25.800]  聽上去好像福音這個題目
[00:07:25.800 --> 00:07:28.800]  對於很多基督徒都是一個老生常談
[00:07:28.800 --> 00:07:32.800]  但如果真正是說到要信這個福音的時候
[00:07:32.800 --> 00:07:35.800]  其實是有很多樣的過程
[00:07:35.800 --> 00:07:38.800]  很多因素其實在搞擾我們
[00:07:38.800 --> 00:07:41.800]  對這個相信福音的一個忠誠度
[00:07:41.800 --> 00:07:43.800]  和那個順傳的態度
[00:07:43.800 --> 00:07:47.800]  尤其當出現到一些很有號召力
[00:07:47.800 --> 00:07:51.800]  很有感召力或者口才非常好
[00:07:51.800 --> 00:07:56.800]  很有口碑或者很有聲譽的人出現的時候
[00:07:56.800 --> 00:08:00.800]  這個福音原本本身自己那種魅力
[00:08:00.800 --> 00:08:03.800]  就漸漸急速減退
[00:08:03.800 --> 00:08:08.800]  而取之而代之的就是閃電式的
[00:08:08.800 --> 00:08:14.800]  這些人的權威明星所帶來的滿足感和效應
[00:08:14.800 --> 00:08:18.800]  所以來到在《加拿大書》的第二章裏面
[00:08:18.800 --> 00:08:23.800]  保羅看見為何加拉太教會這麼快就要離開
[00:08:23.800 --> 00:08:27.800]  原本保羅傳給他們的順傳的福音呢?
[00:08:27.800 --> 00:08:30.800]  其實最主要的其中一個因素
[00:08:30.800 --> 00:08:32.800]  就是在加拉太教會裏面
[00:08:32.800 --> 00:08:36.800]  出現了很多不同的假弟兄、假教師
[00:08:36.800 --> 00:08:39.800]  而他們所傳的東西、所說的訊息
[00:08:39.800 --> 00:08:41.800]  因為很貼人的心
[00:08:41.800 --> 00:08:44.800]  所以這些人就很容易接受
[00:08:44.800 --> 00:08:48.800]  而這些傳假道的人自己也都很享受
[00:08:48.800 --> 00:08:52.800]  在這些很多的人去擁護他
[00:08:52.800 --> 00:08:54.800]  追隨他那種滿足感
[00:08:54.800 --> 00:08:56.800]  很自然的
[00:08:56.800 --> 00:08:58.800]  即使他們對這個福音有偏離
[00:08:58.800 --> 00:09:02.800]  最初只是少少的偏離也好
[00:09:02.800 --> 00:09:04.800]  但是久而久之
[00:09:04.800 --> 00:09:07.800]  他們就越離開越遠這個福音的內容
[00:09:07.800 --> 00:09:10.800]  所以保羅就想一個方法
[00:09:10.800 --> 00:09:12.800]  究竟怎樣我寫這封信
[00:09:12.800 --> 00:09:14.800]  能夠真正啟動到
[00:09:14.800 --> 00:09:19.800]  這班在加拉太地區的教會信徒
[00:09:19.800 --> 00:09:21.800]  他們可以回轉過來
[00:09:21.800 --> 00:09:23.800]  去重新有一種動力
[00:09:23.800 --> 00:09:28.800]  在上帝裏面能夠幫助他們歸回順傳的福音呢?
[00:09:28.800 --> 00:09:33.800]  這個正正是今天我們所看這段聖經的主要內容
[00:09:33.800 --> 00:09:36.800]  所以當我們去看這段聖經的時候
[00:09:36.800 --> 00:09:41.800]  保羅一開始就要告訴我們一件事件
[00:09:41.800 --> 00:09:43.800]  而這件事件的形容
[00:09:43.800 --> 00:09:47.800]  一定是要幫助到加拉太教會的信徒
[00:09:47.800 --> 00:09:51.800]  他們能夠有一顆反省的動力
[00:09:51.800 --> 00:09:56.800]  因為一個人要知道怎樣回轉正途的時候
[00:09:56.800 --> 00:09:59.800]  首先他要知道自己所錯的地方在哪裏
[00:09:59.800 --> 00:10:05.800]  於是頭兩節保羅就抑述他先前
[00:10:05.800 --> 00:10:08.800]  曾經在他的侍奉的路程裏面
[00:10:08.800 --> 00:10:11.800]  經過了十四年的侍奉之後
[00:10:11.800 --> 00:10:13.800]  他上耶路撒冷一件事件
[00:10:13.800 --> 00:10:15.800]  他看到這件事件
[00:10:15.800 --> 00:10:20.800]  其實正正就是很銜接在加拉太教會的情況
[00:10:20.800 --> 00:10:24.800]  然後藉這件事能夠去提醒他們
[00:10:24.800 --> 00:10:27.800]  我們再看看這兩節的經文說甚麼呢?
[00:10:27.800 --> 00:10:29.800]  這兩節的經文這樣說
[00:10:29.800 --> 00:10:33.800]  「過了十四年,我和巴拿巴又上耶路撒冷去,
[00:10:33.800 --> 00:10:36.800]  並帶著提多桶去。
[00:10:36.800 --> 00:10:39.800]  我是奉啟示上去的,
[00:10:39.800 --> 00:10:44.800]  把我在外邦人中所傳的福音對弟兄們陳述,
[00:10:44.800 --> 00:10:49.800]  卻是背地裏對那有名望之人說的,
[00:10:49.800 --> 00:10:55.800]  唯恐我現在或是從前徒然奔跑。
[00:10:55.800 --> 00:10:59.800]  過了十四年,我和巴拿巴又上耶路撒冷去,
[00:10:59.800 --> 00:11:02.800]  並帶著提多桶去。
[00:11:02.800 --> 00:11:05.800]  我是奉啟示上去的,
[00:11:05.800 --> 00:11:10.800]  把我在外邦人中所傳的福音對弟兄們陳述,
[00:11:10.800 --> 00:11:14.800]  卻是背地裏對那有名望之人說的,
[00:11:14.800 --> 00:11:18.800]  唯恐我現在或是從前徒然奔跑。
[00:11:18.800 --> 00:11:23.800]  過了十四年,我和巴拿巴又上耶路撒冷去,
[00:11:23.800 --> 00:11:26.800]  並帶著提多桶去。
[00:11:26.800 --> 00:11:29.800]  我去那裡是因為一個報告,
[00:11:29.800 --> 00:11:34.800]  並向他們展示我所傳的福音對那有名望之人說的,
[00:11:34.800 --> 00:11:39.800]  但我只在私人會議上與那有名望之人說,
[00:11:39.800 --> 00:11:44.800]  以確保我沒有奔跑或是沒有背地裏奔跑。
[00:11:44.800 --> 00:11:51.800]  來到一開始,迦拉太書的第二章第一和第二節,
[00:11:51.800 --> 00:11:54.800]  保羅告訴我們,
[00:11:54.800 --> 00:11:57.800]  他領受了上帝的一個啟示,
[00:11:57.800 --> 00:12:01.800]  經過了他侍奉十四年之後,
[00:12:01.800 --> 00:12:09.800]  他決定再次帶著巴拿巴和提多一起上耶路撒冷。
[00:12:09.800 --> 00:12:13.800]  我們來到這裡,我們會問一個問題,
[00:12:13.800 --> 00:12:17.800]  為什麼他經過了十四年之後的侍奉,
[00:12:17.800 --> 00:12:21.800]  又要帶這兩個人上到耶路撒冷裏面,
[00:12:21.800 --> 00:12:25.800]  向耶路撒冷的信徒弟兄,
[00:12:25.800 --> 00:12:27.800]  在這裡寫得很清楚,
[00:12:27.800 --> 00:12:31.800]  再次陳述福音的內容呢?
[00:12:31.800 --> 00:12:34.800]  這就是第一點我想和大家分享的,
[00:12:34.800 --> 00:12:38.800]  其實我們在屬靈生命的整個過程裏面,
[00:12:38.800 --> 00:12:41.800]  每一個信徒從信出的第一天開始,
[00:12:41.800 --> 00:12:46.800]  其實都有一個很重要的機制或是在背後運作的,
[00:12:46.800 --> 00:12:52.800]  就是我們要不間斷地對我們個人在信仰上的屬靈生命,
[00:12:52.800 --> 00:12:56.800]  要不住作出檢視和核實。
[00:12:56.800 --> 00:13:02.800]  保羅在這裡告訴眾加拉太教會的弟兄姐妹知道,
[00:13:02.800 --> 00:13:07.800]  其實我這個工作不是單純傳道那麼簡單,
[00:13:07.800 --> 00:13:09.800]  傳道就是講福音,
[00:13:09.800 --> 00:13:12.800]  造就了很多教會,建立了很多教會,
[00:13:12.800 --> 00:13:14.800]  很多信徒聚在一起,
[00:13:14.800 --> 00:13:16.800]  聚在一起是怎樣呢?
[00:13:16.800 --> 00:13:18.800]  是不是就由他聚在一起呢?
[00:13:18.800 --> 00:13:21.800]  不是的,其實是一個要栽培他們成長,
[00:13:21.800 --> 00:13:26.800]  而他成長的過程必然會遇到很多的挑戰,
[00:13:26.800 --> 00:13:29.800]  上帝交給傳道人的角色,
[00:13:29.800 --> 00:13:33.800]  不是只是傳福音講了一次然後就完結,
[00:13:33.800 --> 00:13:38.800]  而是怎樣落實福音能夠全面在屬靈生命裏面成長,
[00:13:38.800 --> 00:13:43.800]  但當我們面對一個在這個世界充滿罪惡的世界,
[00:13:43.800 --> 00:13:49.800]  歪念叢生或者有很多不同的意念在我們不斷浮現的世界裏面,
[00:13:49.800 --> 00:13:51.800]  我們很容易被搞擾,
[00:13:51.800 --> 00:13:55.800]  甚至我們會離開了原本那個純全的福音,
[00:13:55.800 --> 00:14:00.800]  所以作為一個屬靈的長者,
[00:14:00.800 --> 00:14:02.800]  或者這裏所提到的寶來,
[00:14:02.800 --> 00:14:05.800]  他侍奉了14年之後,
[00:14:05.800 --> 00:14:09.800]  他明白到他在外邦世界裏面,
[00:14:09.800 --> 00:14:14.800]  傳道給很多不是原本猶太人背景的人都信了,
[00:14:14.800 --> 00:14:16.800]  但是在這樣的背景之下,
[00:14:16.800 --> 00:14:19.800]  信徒其實會面對一個挑戰,
[00:14:19.800 --> 00:14:26.800]  會久而久之因為他們的信仰路程上受到搞擾而偏離了,
[00:14:26.800 --> 00:14:33.800]  牧養其中一個主要的工作就是要不斷提醒和調教信徒,
[00:14:33.800 --> 00:14:38.800]  如果有所走差路的時候盡快可以回轉過來,
[00:14:38.800 --> 00:14:40.800]  而當然這個過程,
[00:14:40.800 --> 00:14:45.800]  這個工作不是單純於一個牧者自己的口才能力的問題,
[00:14:45.800 --> 00:14:49.800]  而是聖靈在信徒每個人裏面的運作,
[00:14:49.800 --> 00:14:52.800]  但至少作為牧者的,
[00:14:52.800 --> 00:14:56.800]  他要幫助信徒不住去檢醒,
[00:14:56.800 --> 00:15:00.800]  核實,認證他們自己的屬靈生命上,
[00:15:00.800 --> 00:15:02.800]  對福音的了解有沒有偏差,
[00:15:02.800 --> 00:15:06.800]  加拉太教會就正正是在這個情況裏面,
[00:15:06.800 --> 00:15:08.800]  在先前我們的講道裏面,
[00:15:08.800 --> 00:15:11.800]  我們都曾經已經很清楚提及過,
[00:15:11.800 --> 00:15:13.800]  在加拉太教會裏面,
[00:15:13.800 --> 00:15:18.800]  大致上可以分為兩大類的異樣的福音,
[00:15:18.800 --> 00:15:21.800]  是存在加拉太教會當中,
[00:15:21.800 --> 00:15:25.800]  而且漸漸是很快地在他們當中萌芽生長,
[00:15:25.800 --> 00:15:31.800]  第一類的就是帶著猶太人背景的信徒,
[00:15:31.800 --> 00:15:34.800]  而這類的信徒也可以分為兩大類,
[00:15:34.800 --> 00:15:36.800]  第一類的就是覺得,
[00:15:36.800 --> 00:15:40.800]  基督教信耶穌只不過是猶太教的一個分支,
[00:15:40.800 --> 00:15:43.800]  所以對於所有基督徒來計算,
[00:15:43.800 --> 00:15:45.800]  猶太教的人體,
[00:15:45.800 --> 00:15:50.800]  只需要你繼續守住猶太教的所有傳統,
[00:15:50.800 --> 00:15:52.800]  律例,典章,
[00:15:52.800 --> 00:15:56.800]  那你自然就可以是一個基督徒,
[00:15:56.800 --> 00:15:59.800]  信耶穌只不過是一個分支分派,
[00:15:59.800 --> 00:16:04.800]  另一個就是嘗試將基督的道理,
[00:16:04.800 --> 00:16:08.800]  混合一些猶太教的傳統,
[00:16:08.800 --> 00:16:11.800]  而在適合用的地方套進去,
[00:16:11.800 --> 00:16:13.800]  而說的那些東西,
[00:16:13.800 --> 00:16:16.800]  其實最能夠吸引原本的猶太人,
[00:16:16.800 --> 00:16:19.800]  因為他們本身的背景就是猶太人,
[00:16:19.800 --> 00:16:22.800]  如果回到猶太教裡面的時候,
[00:16:22.800 --> 00:16:24.800]  他們就最覺得舒服,
[00:16:24.800 --> 00:16:26.800]  但如果第二個選擇就是,
[00:16:26.800 --> 00:16:29.800]  如果你覺得完全回到猶太教不好的,
[00:16:29.800 --> 00:16:33.800]  那你只需要守某一些的猶太律例典章,
[00:16:33.800 --> 00:16:35.800]  參入這個福音裡面,
[00:16:35.800 --> 00:16:37.800]  做回這個神的子民,
[00:16:37.800 --> 00:16:40.800]  其實都同樣是等同於信耶穌,
[00:16:40.800 --> 00:16:44.800]  但這個是其中一大支派的異教,
[00:16:44.800 --> 00:16:46.800]  存留在迦太教會裡面,
[00:16:46.800 --> 00:16:48.800]  另一類當然就是,
[00:16:48.800 --> 00:16:51.800]  他們完全是一個外邦人,
[00:16:51.800 --> 00:16:54.800]  他們從信主之初都是一個外邦人,
[00:16:54.800 --> 00:16:56.800]  因此他們認為,
[00:16:56.800 --> 00:16:58.800]  猶太教的律法根本不是給我們的,
[00:16:58.800 --> 00:17:00.800]  是給猶太人的,
[00:17:00.800 --> 00:17:04.800]  我們是沒有律例典章可以規限我們,
[00:17:04.800 --> 00:17:06.800]  於是乎我們喜歡怎麼活就怎麼活,
[00:17:06.800 --> 00:17:08.800]  我們是自由的。
[00:17:08.800 --> 00:17:12.800]  保羅看到迦太教會裡面所存在的,
[00:17:12.800 --> 00:17:15.800]  就是有這兩大錯誤的福音,
[00:17:15.800 --> 00:17:17.800]  存留在裡面,
[00:17:17.800 --> 00:17:19.800]  怎麼處理好呢?
[00:17:19.800 --> 00:17:21.800]  現在這個就是最好的例子,
[00:17:21.800 --> 00:17:26.800]  保羅說回他在侍奉了14年之後的日子,
[00:17:26.800 --> 00:17:29.800]  已經去了很多世界的地方,
[00:17:29.800 --> 00:17:32.800]  去將這個福音傳給猶太人,
[00:17:32.800 --> 00:17:35.800]  甚至非猶太人的群眾,
[00:17:35.800 --> 00:17:37.800]  其中兩個代表人物,
[00:17:37.800 --> 00:17:42.800]  巴拿巴就是猶太人背景的門徒,
[00:17:42.800 --> 00:17:45.800]  和保羅一起去到南迦太傳道,
[00:17:45.800 --> 00:17:49.800]  提多就是保羅在傳道的過程當中,
[00:17:49.800 --> 00:17:52.800]  帶領的一個非猶太裔人士,
[00:17:52.800 --> 00:17:54.800]  他本身是一個希臘人,
[00:17:54.800 --> 00:17:56.800]  而他也信了主,
[00:17:56.800 --> 00:18:00.800]  帶著這兩個人上到耶路撒冷裡面,
[00:18:00.800 --> 00:18:03.800]  複述保羅在外邦世界裡面,
[00:18:03.800 --> 00:18:05.800]  怎樣傳道的過程,
[00:18:05.800 --> 00:18:08.800]  造就了很多信主的弟兄姊妹,
[00:18:08.800 --> 00:18:09.800]  保羅在這裡說,
[00:18:09.800 --> 00:18:11.800]  其實當他陳述這件事的時候,
[00:18:11.800 --> 00:18:15.800]  其實有一個更重要的動機,
[00:18:15.800 --> 00:18:17.800]  就是暗暗地,
[00:18:17.800 --> 00:18:21.800]  或者用和合本叫做《背地裡》,
[00:18:21.800 --> 00:18:23.800]  其實用英文說,
[00:18:23.800 --> 00:18:28.800]  其實就是說他在一個私人的活動聚會裡面,
[00:18:28.800 --> 00:18:30.800]  不是公開的,不是指責的,
[00:18:30.800 --> 00:18:32.800]  不是去做批鬥的,
[00:18:32.800 --> 00:18:36.800]  而是真的在一個私人的環境裡面,
[00:18:36.800 --> 00:18:43.800]  大家可以一起仔細地去重溫這個福音的內容,
[00:18:43.800 --> 00:18:47.800]  希望藉此去鼓勵耶路撒冷教會,
[00:18:47.800 --> 00:18:51.800]  在他們上面一些有名望的信徒,
[00:18:51.800 --> 00:18:54.800]  他們去重新掌握,
[00:18:54.800 --> 00:18:56.800]  或者去調教,
[00:18:56.800 --> 00:19:00.800]  或者糾正他們已經在多年信主,
[00:19:00.800 --> 00:19:03.800]  甚至是侍奉裡面對於福音的看法,
[00:19:03.800 --> 00:19:05.800]  如果有偏差,
[00:19:05.800 --> 00:19:07.800]  這個就是一個機制,
[00:19:07.800 --> 00:19:09.800]  需要在信徒生命上面,
[00:19:09.800 --> 00:19:11.800]  藉著聖靈誘導他們,
[00:19:11.800 --> 00:19:14.800]  能夠去有悟性反思,
[00:19:14.800 --> 00:19:17.800]  並且去作出勇敢的調教。
[00:19:17.800 --> 00:19:22.800]  保羅其實最重要的是要提出這個重點,
[00:19:22.800 --> 00:19:26.800]  告訴加利泰教會,
[00:19:26.800 --> 00:19:29.800]  即使在耶路撒冷教會上面,
[00:19:29.800 --> 00:19:32.800]  那些已經有名望的信徒,
[00:19:32.800 --> 00:19:35.800]  其實在《夏文從》第二章第九節裡面,
[00:19:35.800 --> 00:19:37.800]  我們甚至知道包括的人物,
[00:19:37.800 --> 00:19:41.800]  有彼得、雅各、約翰,
[00:19:41.800 --> 00:19:46.800]  這些可以說是當時和耶穌基督同期認識,
[00:19:46.800 --> 00:19:48.800]  直接認識耶穌基督的人,
[00:19:48.800 --> 00:19:51.800]  這些門徒,他們活在耶路撒冷裡面,
[00:19:51.800 --> 00:19:56.800]  他們在當中做這個可以說是教會的領袖,
[00:19:56.800 --> 00:19:59.800]  而他們是一些有聲望的人,
[00:19:59.800 --> 00:20:01.800]  而他們有聲望的人,
[00:20:01.800 --> 00:20:04.800]  他們對於其他人的影響就會更加直接,
[00:20:04.800 --> 00:20:08.800]  而且效果更大。
[00:20:08.800 --> 00:20:10.800]  如果他們自己的信仰,
[00:20:10.800 --> 00:20:13.800]  或者他們對福音的理解有偏差,
[00:20:13.800 --> 00:20:14.800]  而傳錯的時候,
[00:20:14.800 --> 00:20:17.800]  那個影響性是非常廣大,
[00:20:17.800 --> 00:20:23.800]  而且是以幾何級數去不斷重複地生出壞的影響。
[00:20:23.800 --> 00:20:27.800]  所以保羅提到在耶路撒冷教會,
[00:20:27.800 --> 00:20:32.800]  他想和這些有名望的信徒走在一起,
[00:20:32.800 --> 00:20:34.800]  為什麼要check notes,
[00:20:34.800 --> 00:20:40.800]  為什麼要重新提到一個像老生常談那麼基本的福音的內容是什麼呢?
[00:20:40.800 --> 00:20:42.800]  就是要告訴他們知道,
[00:20:42.800 --> 00:20:45.800]  我們是需要這個機制不斷地減省,
[00:20:45.800 --> 00:20:50.800]  反過來同樣對於階梯教會的信徒說,
[00:20:50.800 --> 00:20:53.800]  其實你們那麼容易,
[00:20:53.800 --> 00:20:58.800]  那麼急速就離開了原本傳給你們的那個純傳的福音,
[00:20:58.800 --> 00:21:00.800]  其實原因也是因為這樣,
[00:21:00.800 --> 00:21:05.800]  因為你們聽了一些東西是很閱人耳目,
[00:21:05.800 --> 00:21:07.800]  眼目,耳朵,
[00:21:07.800 --> 00:21:09.800]  所以你聽到之後,
[00:21:09.800 --> 00:21:12.800]  你很快就覺得都好像很有道理,
[00:21:12.800 --> 00:21:14.800]  於是你就偏離了他們,
[00:21:14.800 --> 00:21:17.800]  如果你是非猶太裔的信徒,
[00:21:17.800 --> 00:21:24.800]  你就很容易聽那些說了不是因為原本他們是猶太人背景的信徒,
[00:21:24.800 --> 00:21:27.800]  漸漸去成為教會的領袖之後,
[00:21:27.800 --> 00:21:31.800]  去自由的,沒有律法,不需要守的時候,
[00:21:31.800 --> 00:21:38.800]  因為他們說的話很合他們本身那個文化族裔的背景,
[00:21:38.800 --> 00:21:40.800]  而這樣你就又離開,
[00:21:40.800 --> 00:21:42.800]  這是一個很危險的事。
[00:21:42.800 --> 00:21:46.800]  而保羅其實同樣說這件事有另一個意義的,
[00:21:46.800 --> 00:21:52.800]  其實也是將這個信息帶回去給加拉太教會裏面的領袖,
[00:21:52.800 --> 00:21:57.800]  加拉太書是寫給加拉太宗教會的領袖,
