
[00:00:00.000 --> 00:00:05.000]  各位大姐姐妹 各位朋友你們好
[00:02:42.000 --> 00:02:46.000]  有人幫他剪草 有人幫他打理游泳池
[00:02:46.000 --> 00:02:50.000]  二三十人照顧他 好像皇帝一樣
[00:02:50.000 --> 00:02:53.000]  真是開心極了
[00:02:53.000 --> 00:02:57.000]  沒多久他覺得自己一人 整個大屋裡頭
[00:02:57.000 --> 00:03:00.000]  一兩個星期就很爽
[00:03:00.000 --> 00:03:03.000]  過了一兩個星期就覺得有點悶
[00:03:03.000 --> 00:03:07.000]  好像高級坐牢一樣 不行不行
[00:03:07.000 --> 00:03:14.000]  我要有幾輛車 有跑車 有房車 有大車 有小車
[00:03:14.000 --> 00:03:18.000]  於是他又說一聲「風啊」的暗語
[00:03:18.000 --> 00:03:20.000]  事就這樣成了
[00:03:20.000 --> 00:03:25.000]  這一回他開心了 開著寶馬的跑車
[00:03:25.000 --> 00:03:28.000]  簡直好像尖時邦一樣
[00:03:28.000 --> 00:03:32.000]  又坐在大Tesla的房車 有司機接送
[00:03:32.000 --> 00:03:36.000]  威風了 他可以到處遊三玩水
[00:03:36.000 --> 00:03:38.000]  不錯不錯
[00:03:38.000 --> 00:03:43.000]  過了兩三個月 外面去周遊各個National Park
[00:03:43.000 --> 00:03:46.000]  他開始覺得有點悶
[00:03:46.000 --> 00:03:49.000]  到處揚眉 一樣化
[00:03:49.000 --> 00:03:52.000]  每個城市都有Downtown都一樣
[00:03:52.000 --> 00:03:56.000]  每間大酒店都是一樣 每個國家公園都是一樣
[00:03:56.000 --> 00:03:58.000]  看多了就悶了
[00:03:58.000 --> 00:04:02.000]  或者時常孤家寡人太寂寞了
[00:04:02.000 --> 00:04:04.000]  他想到這個時候說
[00:04:04.000 --> 00:04:06.000]  不如找個太太吧
[00:04:06.000 --> 00:04:08.000]  這樣就完美了
[00:04:08.000 --> 00:04:10.000]  他正想要這樣做的時候
[00:04:10.000 --> 00:04:12.000]  忽然想起他的老友小李
[00:04:12.000 --> 00:04:15.000]  因為離婚要分一半家產給太太
[00:04:15.000 --> 00:04:19.000]  哇 那不就很不值
[00:04:19.000 --> 00:04:23.000]  不如做個鑽石王老母那些 自由自在
[00:04:23.000 --> 00:04:26.000]  好像以前中國的皇帝一樣
[00:04:26.000 --> 00:04:28.000]  找個太太 找幾個情婦
[00:04:28.000 --> 00:04:32.000]  飛殯 還年間有這麼多間房
[00:04:32.000 --> 00:04:35.000]  沒所謂 有半單都沒所謂
[00:04:35.000 --> 00:04:37.000]  一說一聲 瘋了
[00:04:37.000 --> 00:04:40.000]  暗語 事就這樣成了
[00:04:40.000 --> 00:04:43.000]  六個如花似玉的少女
[00:04:43.000 --> 00:04:46.000]  立即成為他的飛殯 夜夜風流
[00:04:46.000 --> 00:04:50.000]  過了一個月 他不單覺得悶
[00:04:50.000 --> 00:04:52.000]  而且有點害怕
[00:04:52.000 --> 00:04:59.000]  隨時害怕這些飛殯 司機 工人 謀財害命
[00:04:59.000 --> 00:05:02.000]  於是他的床很漂亮
[00:05:02.000 --> 00:05:04.000]  但就失眠了
[00:05:04.000 --> 00:05:06.000]  雖然有很多飛殯
[00:05:06.000 --> 00:05:08.000]  但很孤單
[00:05:08.000 --> 00:05:10.000]  雖然有山珍海味
[00:05:10.000 --> 00:05:12.000]  但沒胃口
[00:05:12.000 --> 00:05:14.000]  雖然有很多漂亮的車
[00:05:14.000 --> 00:05:16.000]  有很多房車
[00:05:16.000 --> 00:05:18.000]  雖然有大屋
[00:05:18.000 --> 00:05:20.000]  但他沒有家
[00:05:20.000 --> 00:05:23.000]  雖然有心想事情的本能
[00:05:23.000 --> 00:05:26.000]  但卻不快樂
[00:05:26.000 --> 00:05:28.000]  最後忍受不住
[00:05:28.000 --> 00:05:31.000]  一個人走到金門橋
[00:05:31.000 --> 00:05:36.000]  成為2024年第一個跳下去自殺身亡
[00:05:36.000 --> 00:05:40.000]  在死之前留下一張字條
[00:05:40.000 --> 00:05:45.000]  寫著「這樣做人太沒有意思了」
[00:05:45.000 --> 00:05:50.000]  究竟世上有什麼可以給我真正的滿足呢?
[00:05:50.000 --> 00:05:57.000]  美國猶太心理學家Abraham Maslow說過一個非常有趣的道理
[00:05:57.000 --> 00:06:00.000]  人會穿點子兩餐這麼簡單
[00:06:00.000 --> 00:06:04.000]  有這麼高的層次是不能夠缺少的
[00:06:04.000 --> 00:06:10.000]  比方說一個人現在落在巴西的亞馬遜森林
[00:06:10.000 --> 00:06:12.000]  他怎麼可以生存呢?
[00:06:12.000 --> 00:06:14.000]  當然有足夠的糧食
[00:06:14.000 --> 00:06:17.000]  沒得吃沒水喝自然就沒命了
[00:06:17.000 --> 00:06:25.000]  所以第一個層次在森林裡需要有水有糧食
[00:06:25.000 --> 00:06:29.000]  但在森林裡有水有食當然不足夠
[00:06:29.000 --> 00:06:31.000]  分分鐘被野獸吃
[00:06:31.000 --> 00:06:33.000]  分分鐘被人打
[00:06:33.000 --> 00:06:35.000]  分分鐘沒命
[00:06:35.000 --> 00:06:37.000]  他沒安全感
[00:06:37.000 --> 00:06:40.000]  如果有支機關槍來保護自己
[00:06:40.000 --> 00:06:43.000]  就算森林裡有野獸有毒蛇有敵人
[00:06:43.000 --> 00:06:46.000]  都可以安全
[00:06:46.000 --> 00:06:49.000]  一個人需要有安全感
[00:06:49.000 --> 00:06:55.000]  一個人沒安全感就算有飯吃有衣服穿有什麼用呢?
[00:06:55.000 --> 00:06:57.000]  這是第二個層次
[00:06:57.000 --> 00:07:02.000]  但只是有食有水有安全感也不足夠
[00:07:02.000 --> 00:07:05.000]  一個人太過孤單了
[00:07:05.000 --> 00:07:07.000]  支槍陪著有什麼用呢?
[00:07:07.000 --> 00:07:09.000]  他需要同伴
[00:07:09.000 --> 00:07:11.000]  他需要一個人出死入生
[00:07:11.000 --> 00:07:13.000]  他需要友情他需要愛
[00:07:13.000 --> 00:07:15.000]  他需要被愛
[00:07:15.000 --> 00:07:17.000]  這是第三個層次
[00:07:17.000 --> 00:07:19.000]  但這樣也不足夠
[00:07:19.000 --> 00:07:29.000]  你在森林裡有朋友有老友有食有水有飲有槍
[00:07:29.000 --> 00:07:31.000]  維護你自己
[00:07:31.000 --> 00:07:33.000]  那你在這裡兜來兜去幹什麼?
[00:07:33.000 --> 00:07:35.000]  你來森林的目的是什麼?
[00:07:35.000 --> 00:07:40.000]  要尋找森林裡失蹤的父親?
[00:07:40.000 --> 00:07:42.000]  有了這個使命就很不同了
[00:07:42.000 --> 00:07:44.000]  他有一個目標
[00:07:44.000 --> 00:07:46.000]  做人一樣
[00:07:46.000 --> 00:07:50.000]  食物安全感友情的目的都是需要
[00:07:50.000 --> 00:07:52.000]  但還有一樣
[00:07:52.000 --> 00:07:54.000]  人生的目的是什麼呢?
[00:07:54.000 --> 00:07:58.000]  Abraham Maslow所謂的自我實現
[00:07:58.000 --> 00:08:02.000]  怎樣能夠體驗到自己的存在呢?
[00:08:02.000 --> 00:08:04.000]  對聖經來說
[00:08:04.000 --> 00:08:06.000]  只有在基督裡面
[00:08:06.000 --> 00:08:08.000]  我們才能得到真正的飽足
[00:08:08.000 --> 00:08:10.000]  真正的人生意義
[00:08:10.000 --> 00:08:12.000]  所以耶穌說
[00:08:12.000 --> 00:08:14.000]  不要為那壞的食物勞力
[00:08:14.000 --> 00:08:17.000]  要為那存到永生的食物勞力
[00:08:17.000 --> 00:08:19.000]  耶穌說
[00:08:19.000 --> 00:08:21.000]  我就是生命之量
[00:08:21.000 --> 00:08:23.000]  到我這裡來的必定不餓
[00:08:23.000 --> 00:08:25.000]  信我的永遠不寒
[00:08:25.000 --> 00:08:29.000]  真正的滿足不是黃大仙心想事成
[00:08:29.000 --> 00:08:31.000]  而是主耶穌
[00:08:31.000 --> 00:08:35.000]  這就是我們今天討論這段經文的重點
[00:08:35.000 --> 00:08:39.000]  首先我們看看第一個很重要的真理
[00:08:39.000 --> 00:08:44.000]  給我看看《給我看》第30至33節
[00:08:44.000 --> 00:08:45.000]  聖經說
[00:08:45.000 --> 00:08:46.000]  他們有說
[00:08:46.000 --> 00:08:49.000]  你行什麼神蹟叫我們看見就信呢?
[00:08:49.000 --> 00:08:51.000]  你到底做什麼事呢?
[00:08:51.000 --> 00:08:54.000]  我們祖宗在曠野吃過馬拿
[00:08:54.000 --> 00:08:56.000]  而經上寫著說
[00:08:56.000 --> 00:09:00.000]  他和天上賜下糧來給他們吃
[00:09:00.000 --> 00:09:01.000]  耶穌說
[00:09:01.000 --> 00:09:03.000]  我實實在在地告訴你們
[00:09:03.000 --> 00:09:07.000]  打從天上來的糧不是摩西自給你們
[00:09:07.000 --> 00:09:10.000]  因為神的糧就是從天上降下來
[00:09:10.000 --> 00:09:12.000]  生命給世界的
[00:09:12.000 --> 00:09:16.000]  讓我們再重溫一下這段聖經的背景
[00:09:16.000 --> 00:09:20.000]  耶穌用五餅二魚吃飽五千個男人
[00:09:20.000 --> 00:09:23.000]  應該不止五千個人
[00:09:23.000 --> 00:09:26.000]  往往包括婦女、小孩子
[00:09:26.000 --> 00:09:27.000]  可能超過一萬人
[00:09:27.000 --> 00:09:31.000]  那些人就死追死找耶穌
[00:09:31.000 --> 00:09:35.000]  希望在加伯隆見到耶穌
[00:09:35.000 --> 00:09:37.000]  耶穌見到他們了
[00:09:37.000 --> 00:09:41.000]  耶穌一見到他們就擦穿了西洋鏡
[00:09:41.000 --> 00:09:43.000]  一語道破
[00:09:43.000 --> 00:09:47.000]  你們來找我並不是想見神蹟
[00:09:47.000 --> 00:09:50.000]  乃是想吃餅吃飽
[00:09:50.000 --> 00:09:53.000]  耶穌一再指出真正的滿足
[00:09:53.000 --> 00:09:57.000]  不是餅不是魚而是信
[00:09:57.000 --> 00:09:59.000]  於是猶太人說
[00:09:59.000 --> 00:10:01.000]  你走神蹟給我看
[00:10:01.000 --> 00:10:03.000]  叫我們見到我們就信了
[00:10:03.000 --> 00:10:05.000]  你到底做什麼事
[00:10:05.000 --> 00:10:07.000]  留意他們所說的
[00:10:07.000 --> 00:10:09.000]  我們見到就信了
[00:10:09.000 --> 00:10:11.000]  你走神蹟給我看
[00:10:11.000 --> 00:10:13.000]  看到我們就信了
[00:10:13.000 --> 00:10:15.000]  今天有不少人都像這樣
[00:10:15.000 --> 00:10:17.000]  尤其是我們中國人
[00:10:17.000 --> 00:10:19.000]  信不信就在乎靈不靈
[00:10:19.000 --> 00:10:21.000]  那些東西靈的我看著靈的
[00:10:21.000 --> 00:10:22.000]  我就信了
[00:10:22.000 --> 00:10:24.000]  那棵樹靈的我就信那棵樹
[00:10:24.000 --> 00:10:26.000]  何大仙靈的我就信了
[00:10:26.000 --> 00:10:29.000]  所謂靈不靈就指我所求的
[00:10:29.000 --> 00:10:31.000]  是否滿足我的需要
[00:10:31.000 --> 00:10:33.000]  你給我看看
[00:10:33.000 --> 00:10:35.000]  今天的人都說
[00:10:35.000 --> 00:10:41.000]  信教是看不看得到對我有益的事情
[00:10:41.000 --> 00:10:43.000]  突然間就出現了
[00:10:43.000 --> 00:10:45.000]  但我們要了解當時猶太人的背景
[00:10:45.000 --> 00:10:47.000]  首先我們奇怪
[00:10:47.000 --> 00:10:48.000]  那些猶太人
[00:10:48.000 --> 00:10:51.000]  是否剛剛才看到五餅二魚的神蹟
[00:10:51.000 --> 00:10:55.000]  以上六節所說的神蹟
[00:10:55.000 --> 00:10:58.000]  其實是中數
[00:10:58.000 --> 00:11:00.000]  即是說他們不單止
[00:11:00.000 --> 00:11:03.000]  只是看到五餅二魚的神蹟
[00:11:03.000 --> 00:11:06.000]  而且他們還看到好幾個不同的神蹟
[00:11:06.000 --> 00:11:09.000]  為什麼他們還要堅持看神的神蹟
[00:11:09.000 --> 00:11:11.000]  看到才信呢
[00:11:11.000 --> 00:11:14.000]  難道他們先前看到的不是神蹟嗎
[00:11:14.000 --> 00:11:17.000]  難道他們見到的不是神蹟嗎
[00:11:17.000 --> 00:11:19.000]  看到的不是神蹟嗎
[00:11:19.000 --> 00:11:22.000]  原來其中有原因的
[00:11:22.000 --> 00:11:26.000]  首先我們要知道舊約的一個故事
[00:11:26.000 --> 00:11:28.000]  是重要的背景
[00:11:28.000 --> 00:11:30.000]  摩西大靈兒子來到埃及
[00:11:30.000 --> 00:11:33.000]  在抗日流蕩了四十年
[00:11:33.000 --> 00:11:34.000]  在四十年來
[00:11:34.000 --> 00:11:37.000]  上帝每天供應馬拿給他們
[00:11:37.000 --> 00:11:38.000]  給他們吃
[00:11:38.000 --> 00:11:40.000]  所以當猶太人看到耶穌
[00:11:40.000 --> 00:11:43.000]  行五餅二魚的神蹟的時候
[00:11:43.000 --> 00:11:46.000]  他們很自然就想起天降馬拿
[00:11:46.000 --> 00:11:49.000]  這個歷史故事
[00:11:49.000 --> 00:11:54.000]  此篇是78:24和出埃及的16:15
[00:11:54.000 --> 00:11:56.000]  天馬拿叫神的糧
[00:11:56.000 --> 00:11:58.000]  The Bread of God
[00:11:58.000 --> 00:12:03.000]  猶太人深信這是摩西行的一個大神蹟
[00:12:03.000 --> 00:12:05.000]  當尼塞拉降臨的時候
[00:12:05.000 --> 00:12:09.000]  他要做一個比馬拿更大的神蹟
[00:12:09.000 --> 00:12:12.000]  所以猶太人當中有拉比就說
[00:12:12.000 --> 00:12:17.000]  第一個尼塞拉就是摩西降馬拿
[00:12:17.000 --> 00:12:20.000]  第二個尼塞拉來的時候
[00:12:20.000 --> 00:12:22.000]  是降更大的馬拿
[00:12:22.000 --> 00:12:24.000]  當摩西來的時候
[00:12:24.000 --> 00:12:27.000]  尼塞拉就會降馬拿
[00:12:27.000 --> 00:12:28.000]  當時有一個傳說
[00:12:28.000 --> 00:12:34.000]  有人將剩下的馬拿放在藥櫃裡
[00:12:34.000 --> 00:12:37.000]  當以色列人淪陷的時候
[00:12:37.000 --> 00:12:39.000]  耶利米就將他們帶走
[00:12:39.000 --> 00:12:42.000]  交給天上的尼塞拉
[00:12:42.000 --> 00:12:44.000]  當尼塞拉降臨的時候
[00:12:44.000 --> 00:12:48.000]  他就會將剩下的馬拿再拿出來
[00:12:48.000 --> 00:12:49.000]  以為作證
[00:12:49.000 --> 00:12:52.000]  證明他就是那個尼塞拉
[00:12:52.000 --> 00:12:54.000]  所以猶太人要求耶穌行神蹟
[00:12:54.000 --> 00:12:56.000]  證明他就是尼塞拉
[00:12:56.000 --> 00:12:58.000]  32-33節
[00:12:58.000 --> 00:13:02.000]  耶穌說:我實實在在地告訴你們
[00:13:02.000 --> 00:13:04.000]  那從天上來的糧
[00:13:04.000 --> 00:13:07.000]  不是摩西賜給你們的
[00:13:07.000 --> 00:13:11.000]  那是我父將天上來的真糧賜給你們
[00:13:11.000 --> 00:13:14.000]  因為神的糧
[00:13:14.000 --> 00:13:19.000]  就是從那天上降下賜生命給世界的
[00:13:19.000 --> 00:13:22.000]  耶穌聽了這些猶太人說
[00:13:22.000 --> 00:13:26.000]  他要說出兩個很重要的真理
[00:13:26.000 --> 00:13:29.000]  來改變他們錯誤的想法
[00:13:29.000 --> 00:13:30.000]  第一
[00:13:30.000 --> 00:13:33.000]  那些馬拿不是摩西給你的
[00:13:33.000 --> 00:13:36.000]  是天父賜給你們的
[00:13:36.000 --> 00:13:39.000]  摩西不是賜予者
[00:13:39.000 --> 00:13:41.000]  摩西只是一個媒介
[00:13:41.000 --> 00:13:43.000]  中間人
[00:13:43.000 --> 00:13:44.000]  正如今天
[00:13:44.000 --> 00:13:48.000]  不是牧師帶你信耶穌
[00:13:48.000 --> 00:13:51.000]  不是牧師給你安慰
[00:13:51.000 --> 00:13:52.000]  不是
[00:13:52.000 --> 00:13:54.000]  他不是賜予者
[00:13:54.000 --> 00:13:56.000]  他只是一個媒介
[00:13:56.000 --> 00:13:58.000]  神才是賜予者
[00:13:58.000 --> 00:14:00.000]  第二點
[00:14:00.000 --> 00:14:04.000]  那些馬拿不是真正神的糧
[00:14:04.000 --> 00:14:06.000]  耶穌比較兩樣東西
[00:14:06.000 --> 00:14:07.000]  一是馬拿
[00:14:07.000 --> 00:14:08.000]  一是真糧
[00:14:08.000 --> 00:14:11.000]  兩者之間都是從天降下的
[00:14:11.000 --> 00:14:12.000]  但有分別
[00:14:12.000 --> 00:14:14.000]  馬拿吃了之後會再餓
[00:14:14.000 --> 00:14:16.000]  而且會死
[00:14:16.000 --> 00:14:18.000]  不是真正的滿足
[00:14:18.000 --> 00:14:20.000]  但這個真的糧不同了
[00:14:20.000 --> 00:14:23.000]  從天上降下生命給世界的
[00:14:23.000 --> 00:14:27.000]  就是指耶穌自己給我們的真糧
[00:14:27.000 --> 00:14:30.000]  這個是活到永遠的
[00:14:30.000 --> 00:14:33.000]  換句話說你們要馬拿嗎?
[00:14:33.000 --> 00:14:35.000]  我就是生命之糧
[00:14:35.000 --> 00:14:38.000]  信我的人就得到真正的滿足
[00:14:38.000 --> 00:14:43.000]  舊約的馬拿只是象徵真正的馬拿
[00:14:43.000 --> 00:14:45.000]  就是耶穌
[00:14:45.000 --> 00:14:48.000]  耶穌就是神蹟
[00:14:48.000 --> 00:14:50.000]  我們再來看第二段
[00:14:50.000 --> 00:14:52.000]  34-40節
[00:14:52.000 --> 00:14:53.000]  吸我吃
[00:14:53.000 --> 00:14:56.000]  猶太人顯然不明白耶穌說什麼
[00:14:56.000 --> 00:14:58.000]  不明白耶穌的意思
[00:14:58.000 --> 00:15:00.000]  所以34節說
[00:15:00.000 --> 00:15:02.000]  主啊!常將者糧賜給我
[00:15:02.000 --> 00:15:05.000]  愚民的主子請給我一碗
[00:15:05.000 --> 00:15:08.000]  現在給我我的真糧
[00:15:08.000 --> 00:15:10.000]  他們以為看得見摸得到
[00:15:10.000 --> 00:15:12.000]  吃得飽的麵包
[00:15:12.000 --> 00:15:14.000]  就是他們的馬拿
[00:15:14.000 --> 00:15:16.000]  這是第一個層次
[00:15:16.000 --> 00:15:18.000]  用了亞伯拉罕·馬索爾所說的
[00:15:18.000 --> 00:15:21.000]  於是耶穌對他說了非常重要的話
[00:15:21.000 --> 00:15:23.000]  35-40節
[00:15:23.000 --> 00:15:25.000]  耶穌說我就是生命之糧
[00:15:25.000 --> 00:15:28.000]  到我這裡來的必定不忘
[00:15:28.000 --> 00:15:29.000]  信我的永遠不渴
[00:15:29.000 --> 00:15:31.000]  只是我對你們說過
[00:15:31.000 --> 00:15:33.000]  你們已經看見我
[00:15:33.000 --> 00:15:34.000]  還是不信
[00:15:34.000 --> 00:15:36.000]  凡負所賜給我的人
[00:15:36.000 --> 00:15:38.000]  必到我這裡來
[00:15:38.000 --> 00:15:39.000]  到我這裡來的
[00:15:39.000 --> 00:15:41.000]  我總不掉起他
[00:15:41.000 --> 00:15:43.000]  因為我從天上降下來
[00:15:43.000 --> 00:15:46.000]  不是按自己的意思行
[00:15:46.000 --> 00:15:49.000]  乃是按差我來者的意思行
[00:15:49.000 --> 00:15:51.000]  差我來者的意思就是
[00:15:51.000 --> 00:15:52.000]  他所賜給我的
[00:15:52.000 --> 00:15:54.000]  叫我一個也不失落
[00:15:54.000 --> 00:15:57.000]  在每日卻叫他復活
[00:15:57.000 --> 00:15:59.000]  因為我父的意思是
[00:15:59.000 --> 00:16:02.000]  叫一切見子而信的人得永生
[00:16:02.000 --> 00:16:05.000]  並且在每日我要叫他復活
[00:16:05.000 --> 00:16:09.000]  耶穌說我就是生命之糧
[00:16:09.000 --> 00:16:11.000]  肚餓的時候
[00:16:11.000 --> 00:16:12.000]  你想吃東西
[00:16:12.000 --> 00:16:14.000]  吃東西你就會飽足
[00:16:14.000 --> 00:16:17.000]  你肚餓是靠吃東西給你滿足
[00:16:17.000 --> 00:16:20.000]  但麵包只不過是暫時的滿足
[00:16:20.000 --> 00:16:23.000]  吃完之後沒多久你又會肚餓
[00:16:23.000 --> 00:16:25.000]  但耶穌不同
[00:16:25.000 --> 00:16:28.000]  到我這裡來的必定不和
[00:16:28.000 --> 00:16:30.000]  信我的永遠不渴
[00:16:30.000 --> 00:16:34.000]  唯有耶穌才能給我們真正的永恆
[00:16:34.000 --> 00:16:36.000]  和真正的滿足
[00:16:36.000 --> 00:16:38.000]  在2005年
[00:16:38.000 --> 00:16:42.000]  荷里活拍了一套非常感人的電影
[00:16:42.000 --> 00:16:43.000]  叫做《Maldon》
[00:16:43.000 --> 00:16:46.000]  英文叫做《End of Spear》
[00:16:46.000 --> 00:16:50.000]  是根據一個真實的故事拍成的電影
[00:16:50.000 --> 00:16:51.000]  1956年
[00:16:51.000 --> 00:16:54.000]  五個美國的年青人
[00:16:54.000 --> 00:16:56.000]  他們都是非常出色
[00:16:56.000 --> 00:16:58.000]  有作為的青年人
[00:16:58.000 --> 00:17:01.000]  在威頓大學畢業
[00:17:01.000 --> 00:17:05.000]  他們不單是非常出色
[00:17:05.000 --> 00:17:08.000]  他們是一個敬虔的基督徒
[00:17:08.000 --> 00:17:10.000]  他們來到南美
[00:17:10.000 --> 00:17:13.000]  這個阿爾龜多的
[00:17:13.000 --> 00:17:16.000]  Weldon的紅番區那裡傳教
[00:17:16.000 --> 00:17:19.000]  這些土番還沒有開花
[00:17:19.000 --> 00:17:21.000]  是殺人造禮的
[00:17:21.000 --> 00:17:24.000]  而且他們逐一之間彼此廝殺
[00:17:24.000 --> 00:17:26.000]  爭地盤
[00:17:26.000 --> 00:17:27.000]  爭權力
[00:17:27.000 --> 00:17:29.000]  爭其他東西
[00:17:29.000 --> 00:17:31.000]  打個你死我活
[00:17:31.000 --> 00:17:33.000]  不少人相信
[00:17:33.000 --> 00:17:35.000]  他們的命運如果這樣繼續下去
[00:17:35.000 --> 00:17:37.000]  終有一天
[00:17:37.000 --> 00:17:40.000]  他們的族會在這個地球消失
[00:17:40.000 --> 00:17:42.000]  這五個青年人看到
[00:17:42.000 --> 00:17:46.000]  他們覺得需要聽到福音
[00:17:46.000 --> 00:17:49.000]  其中一個叫做Nate Singh
[00:17:49.000 --> 00:17:53.000]  他拿著飛機和其他四位宗教士
[00:17:53.000 --> 00:17:55.000]  飛到殺人造的上空
[00:17:55.000 --> 00:17:57.000]  在上空陪旋
[00:17:57.000 --> 00:18:02.000]  然後在飛機上丟了食物和其他物品
[00:18:02.000 --> 00:18:05.000]  表示他們是友善的
[00:18:05.000 --> 00:18:08.000]  如是者他們做了幾個月
[00:18:08.000 --> 00:18:09.000]  做這樣的功夫
[00:18:09.000 --> 00:18:13.000]  拿著飛機在殺人造的地方盤旋
[00:18:13.000 --> 00:18:18.000]  放下他們的食物和一些物資
[00:18:18.000 --> 00:18:22.000]  幾個月後他們發覺可能時機成熟
[00:18:22.000 --> 00:18:26.000]  於是決定開著飛機著陸
[00:18:26.000 --> 00:18:28.000]  誰知當他們著陸的時候
[00:18:28.000 --> 00:18:31.000]  立即被土人包圍住
[00:18:31.000 --> 00:18:34.000]  他們雖然每個手持手槍
[00:18:34.000 --> 00:18:36.000]  但可以防衛自己
[00:18:36.000 --> 00:18:39.000]  開槍殺死土人來保衛自己
[00:18:39.000 --> 00:18:41.000]  但一個都沒有這樣做
[00:18:41.000 --> 00:18:44.000]  結果這五位宗教士
[00:18:44.000 --> 00:18:49.000]  被長矛刺破胸膛而死亡
[00:18:49.000 --> 00:18:52.000]  臨死時仍然說
[00:18:52.000 --> 00:18:55.000]  「我們真是你們的好朋友」
[00:18:55.000 --> 00:18:58.000]  這件事轟動了整個美國
[00:18:58.000 --> 00:19:01.000]  報紙訪問他們的妻子
[00:19:01.000 --> 00:19:03.000]  訪問他們的家人
[00:19:03.000 --> 00:19:04.000]  他們問
[00:19:04.000 --> 00:19:08.000]  「你們覺得你們的丈夫這樣犧牲值嗎?」
[00:19:08.000 --> 00:19:11.000]  有很多人會奇怪
[00:19:11.000 --> 00:19:14.000]  為何這五位有為的青年人
[00:19:14.000 --> 00:19:16.000]  會這樣犧牲他們的生命呢?
[00:19:16.000 --> 00:19:18.000]  值不值得呢?
[00:19:18.000 --> 00:19:20.000]  他們的妻子說
[00:19:20.000 --> 00:19:24.000]  「我們的丈夫不是白白的輕生」
[00:19:24.000 --> 00:19:26.000]  他們早已預備這樣做
[00:19:26.000 --> 00:19:31.000]  只不過他們未完成了他們的夢想
[00:19:31.000 --> 00:19:35.000]  事實上這五位宗教士的家人
[00:19:35.000 --> 00:19:37.000]  特別是他們的妻子
[00:19:37.000 --> 00:19:40.000]  並沒有放棄丈夫的遺詞
[00:19:40.000 --> 00:19:42.000]  五年後
[00:19:42.000 --> 00:19:44.000]  他們在不同的渠道
[00:19:44.000 --> 00:19:46.000]  重返紅磡區
[00:19:46.000 --> 00:19:50.000]  竟然實現了他們未完成的理想
[00:19:50.000 --> 00:19:55.000]  其中包括Nate Singh的姐姐Rachel
[00:19:55.000 --> 00:20:00.000]  和Jim Elliott的太太Elizabeth Elliott
