
[00:00:00.000 --> 00:00:08.000]  今年我們選擇讀《約伯記》
[00:04:30.000 --> 00:04:33.000]  自己看自己還不是自以為異嗎?
[00:04:33.000 --> 00:04:40.000]  我們每一個人都只能用我們的眼去看東西
[00:04:40.000 --> 00:04:46.000]  你認為你對的,是你看到,你衡量過
[00:04:46.000 --> 00:04:50.000]  所以這句說話其實是中性的
[00:04:50.000 --> 00:04:54.000]  不是自以為異,不一定是
[00:04:54.000 --> 00:04:59.000]  所以感謝主就是在以西傑書
[00:04:59.000 --> 00:05:04.000]  有兩次十四章,十四節,二十節
[00:05:04.000 --> 00:05:08.000]  那一句,容許我用英文字
[00:05:08.000 --> 00:05:13.000]  confirm,確定約伯是一個異人
[00:05:13.000 --> 00:05:17.000]  和羅亞一樣
[00:05:17.000 --> 00:05:21.000]  第三個,但爾利,我們又經常搞錯
[00:05:21.000 --> 00:05:25.000]  以為是但爾利書的但爾利,不是
[00:05:25.000 --> 00:05:32.000]  三十年代考古學,找到在敘利亞的泥板
[00:05:32.000 --> 00:05:38.000]  古代迦南一個君王,他的名字叫但爾利
[00:05:38.000 --> 00:05:43.000]  他是一個公認在古代的異人
[00:05:43.000 --> 00:05:50.000]  和羅亞和約伯,三個以西傑先知所提的異人
[00:05:50.000 --> 00:05:53.000]  都不是以色列人
[00:05:53.000 --> 00:05:58.000]  不一定認識耶和華,即是懂聽
[00:05:58.000 --> 00:06:02.000]  就等於中國歷史,如果我們說到
[00:06:02.000 --> 00:06:09.000]  軒轅氏、伏羲氏、神龍氏
[00:06:09.000 --> 00:06:13.000]  香港年輕一代沒興趣
[00:06:13.000 --> 00:06:17.000]  我女兒也未必知道他們三個是誰
[00:06:17.000 --> 00:06:23.000]  不過一提出來,就知道是古代偉大的人物
[00:06:23.000 --> 00:06:25.000]  就是這麼簡單
[00:06:25.000 --> 00:06:30.000]  所以約伯經過朋友的對話
[00:06:30.000 --> 00:06:35.000]  幫助他反省自己的生命
[00:06:35.000 --> 00:06:40.000]  這個很重要的,不是人人都幫得到你
[00:06:40.000 --> 00:06:45.000]  你不要以為給錢去見輔導,他就可以幫到你反思
[00:06:45.000 --> 00:06:50.000]  很多時候適得其反,這些是好朋友
[00:06:50.000 --> 00:06:55.000]  是好朋友,靠近,不用客氣
[00:06:55.000 --> 00:07:01.000]  可以一針見血,說錯了,沒問題
[00:07:01.000 --> 00:07:04.000]  你有沒有這樣的朋友?沒有
[00:07:04.000 --> 00:07:08.000]  我們的朋友只是坐在一起吃飯,拍照
[00:07:08.000 --> 00:07:12.000]  多說兩句,碰到就縮了,彈了
[00:07:12.000 --> 00:07:18.000]  所以我們永遠去不到約伯那三個朋友的境界
[00:07:18.000 --> 00:07:21.000]  又用第二個英文字,原諒我累的時候
[00:07:21.000 --> 00:07:23.000]  有時想不到怎麼翻譯
[00:07:23.000 --> 00:07:28.000]  其實這場對話對約伯是一個bonus
[00:07:28.000 --> 00:07:37.000]  他們來安慰約伯,但竟然造就了約伯反省自己人生
[00:07:37.000 --> 00:07:43.000]  一個難得的機會,很寶貴
[00:07:43.000 --> 00:07:46.000]  希望你有這樣的朋友
[00:07:46.000 --> 00:07:50.000]  希望你如果找到一個目者
[00:07:50.000 --> 00:07:55.000]  可以跟你坐下來,逼你埋牆角
[00:07:55.000 --> 00:08:05.000]  然後你能夠說我這一生跟從主,愛主,服侍主,我的託付
[00:08:05.000 --> 00:08:12.000]  這個是約伯三個朋友和約伯的對話結束了
[00:08:12.000 --> 00:08:14.000]  達到的一個目的
[00:08:14.000 --> 00:08:19.000]  你讀三十二章,不過翻譯很重要
[00:08:19.000 --> 00:08:23.000]  翻譯帶你去以為約伯自以為義
[00:08:23.000 --> 00:08:25.000]  你蓋上聖經就不理會了
[00:08:25.000 --> 00:08:29.000]  不是的,約伯是一個義人
[00:08:29.000 --> 00:08:32.000]  但最後我們記得
[00:08:32.000 --> 00:08:36.000]  為什麼我們有印象,三個朋友說錯話呢?
[00:08:36.000 --> 00:08:38.000]  因為上帝出聲
[00:08:38.000 --> 00:08:46.000]  上帝說了一句,你們說我不及我的僕人約伯
[00:08:46.000 --> 00:08:48.000]  那還不是錯嗎?約伯對
[00:08:48.000 --> 00:08:54.000]  我太太經常提醒我,all or none
[00:08:54.000 --> 00:08:56.000]  有識不識解?
[00:08:56.000 --> 00:09:00.000]  要麼就對,要麼就錯
[00:09:00.000 --> 00:09:04.000]  沒有人說話是這樣的,沒有任何人是這樣的
[00:09:04.000 --> 00:09:07.000]  多數有些是對,有些是錯
[00:09:07.000 --> 00:09:11.000]  你要懂得聽,你要懂得分辨
[00:09:11.000 --> 00:09:14.000]  上帝這句說話的意思
[00:09:14.000 --> 00:09:18.000]  和接著四十二章所記載的
[00:09:18.000 --> 00:09:22.000]  上帝怎樣和那三個朋友說
[00:09:22.000 --> 00:09:26.000]  你們去找約伯獻祭
[00:09:26.000 --> 00:09:28.000]  那我就不追究你們了
[00:09:28.000 --> 00:09:30.000]  還不是罰他
[00:09:30.000 --> 00:09:35.000]  請問約伯一開始第一章是為哪些人獻祭的?
[00:09:35.000 --> 00:09:37.000]  你懂的
[00:09:38.000 --> 00:09:43.000]  他的兒子每一次生日之後
[00:09:43.000 --> 00:09:46.000]  約伯都為他們獻祭
[00:09:46.000 --> 00:09:57.000]  這三個朋友其實身份和約伯最親的家人一樣
[00:09:57.000 --> 00:09:59.000]  懂不懂得這樣讀?
[00:09:59.000 --> 00:10:04.000]  哪一個人物是由第一章到四十二章
[00:10:04.000 --> 00:10:06.000]  都留在約伯身邊
[00:10:06.000 --> 00:10:08.000]  沒有離開過的
[00:10:08.000 --> 00:10:12.000]  是約伯的妻子
[00:10:12.000 --> 00:10:15.000]  和那三個朋友
[00:10:15.000 --> 00:10:17.000]  你開始明白了
[00:10:17.000 --> 00:10:21.000]  不是劉備在三國演義說那句話
[00:10:21.000 --> 00:10:26.000]  兄弟如手足,妻子如衣服
[00:10:26.000 --> 00:10:32.000]  這句從來都不是中國傳統的價值
[00:10:32.000 --> 00:10:38.000]  他太太從頭到尾關心約伯
[00:10:38.000 --> 00:10:40.000]  愛約伯
[00:10:40.000 --> 00:10:42.000]  留在約伯的身邊
[00:10:42.000 --> 00:10:46.000]  三個朋友一樣
[00:10:46.000 --> 00:10:48.000]  留在約伯的身邊
[00:10:48.000 --> 00:10:50.000]  從人的角度看
[00:10:50.000 --> 00:10:52.000]  上帝不是這樣看
[00:10:52.000 --> 00:10:56.000]  經文去到最後一句
[00:10:56.000 --> 00:10:58.000]  其實很有意思的
[00:10:58.000 --> 00:11:02.000]  中文聖經譯不出來
[00:11:02.000 --> 00:11:04.000]  經文說
[00:11:04.000 --> 00:11:15.000]  就是在約伯為他三個朋友獻祭和禱告的時候
[00:11:15.000 --> 00:11:23.000]  上帝就扭轉約伯的境況
[00:11:23.000 --> 00:11:35.000]  所以約伯的灰服和他三個朋友息息相關
[00:11:35.000 --> 00:11:37.000]  這樣去讀約伯記
[00:11:37.000 --> 00:11:42.000]  我們對這三個朋友和他們所說的話
[00:11:42.000 --> 00:11:47.000]  真的要用心讀一次
[00:11:47.000 --> 00:11:50.000]  不過不是在講道的時候
[00:11:50.000 --> 00:11:58.000]  今天我們來到這個對話的另外一半
[00:11:58.000 --> 00:12:00.000]  因為朋友講了九章
[00:12:00.000 --> 00:12:04.000]  約伯講了二十章
[00:12:04.000 --> 00:12:08.000]  雙倍的篇幅
[00:12:08.000 --> 00:12:10.000]  先聲明
[00:12:10.000 --> 00:12:14.000]  我們唯一能夠做的
[00:12:14.000 --> 00:12:18.000]  就是去超級市場試食
[00:12:18.000 --> 00:12:20.000]  給你一點
[00:12:20.000 --> 00:12:22.000]  好吃
[00:12:22.000 --> 00:12:24.000]  不是叫多些人來試
[00:12:24.000 --> 00:12:26.000]  就是買
[00:12:26.000 --> 00:12:28.000]  不然會蝕本
[00:12:28.000 --> 00:12:36.000]  所以我們只是嘗試幫助大家
[00:12:36.000 --> 00:12:40.000]  怎樣進入約伯記的經文
[00:12:40.000 --> 00:12:43.000]  你的入手點正確
[00:12:43.000 --> 00:12:47.000]  你就不會觸錯用神
[00:12:47.000 --> 00:12:49.000]  都不講受苦的
[00:12:49.000 --> 00:12:51.000]  都沒有答案的
[00:12:51.000 --> 00:12:53.000]  我們要的是答案
[00:12:53.000 --> 00:13:01.000]  放下這些先入為主的問題
[00:13:01.000 --> 00:13:05.000]  嘗試聆聽經文
[00:13:05.000 --> 00:13:08.000]  究竟在說什麼
[00:13:08.000 --> 00:13:10.000]  或者我們問
[00:13:10.000 --> 00:13:16.000]  是不是上帝欣賞約伯的話
[00:13:16.000 --> 00:13:22.000]  多過那三個朋友的話
[00:13:22.000 --> 00:13:27.000]  剛才我們讀了第六第七章
[00:13:27.000 --> 00:13:29.000]  可惜你沒有聖經在手上
[00:13:29.000 --> 00:13:32.000]  可能已經忘記了
[00:13:32.000 --> 00:13:33.000]  不要緊
[00:13:33.000 --> 00:13:36.000]  回家有機會打開聖經
[00:13:36.000 --> 00:13:38.000]  你再看
[00:13:38.000 --> 00:13:42.000]  第六章約伯第一次回應
[00:13:42.000 --> 00:13:49.000]  他第一個朋友提萬人以利法的說話
[00:13:49.000 --> 00:13:53.000]  六章的第一到十三節上半章
[00:13:53.000 --> 00:13:56.000]  他是很清楚
[00:13:56.000 --> 00:13:59.000]  約伯很清楚
[00:13:59.000 --> 00:14:01.000]  痛苦
[00:14:01.000 --> 00:14:04.000]  這些災難
[00:14:04.000 --> 00:14:06.000]  這些疾病
[00:14:06.000 --> 00:14:08.000]  這一切的遭遇
[00:14:08.000 --> 00:14:11.000]  是來自上帝的
[00:14:11.000 --> 00:14:13.000]  所以我們一開始已經講過
[00:14:13.000 --> 00:14:17.000]  舊約聖經是沒有二元論的
[00:14:17.000 --> 00:14:20.000]  所以今天千萬不要在這樣的情況下
[00:14:20.000 --> 00:14:22.000]  就說屬靈爭戰
[00:14:22.000 --> 00:14:24.000]  就說撒旦攻擊
[00:14:24.000 --> 00:14:26.000]  我們說得出就說
[00:14:26.000 --> 00:14:28.000]  所以撒旦很冤枉的
[00:14:28.000 --> 00:14:30.000]  關我什麼事
[00:14:30.000 --> 00:14:32.000]  不關你的事
[00:14:32.000 --> 00:14:34.000]  一章記載是你撩上帝的
[00:14:34.000 --> 00:14:37.000]  你再讀約伯記第一章
[00:14:37.000 --> 00:14:39.000]  誰撩誰
[00:14:39.000 --> 00:14:41.000]  你忘記了嗎
[00:14:41.000 --> 00:14:43.000]  你真的忘記了
[00:14:43.000 --> 00:14:45.000]  你裝的就裝
[00:14:45.000 --> 00:14:47.000]  當然是撒旦不說
[00:14:47.000 --> 00:14:49.000]  你再讀清楚經文
[00:14:49.000 --> 00:14:51.000]  是上帝撩他的
[00:14:51.000 --> 00:14:54.000]  你從哪裡來往哪裡去
[00:14:54.000 --> 00:14:57.000]  我在地上四處行走
[00:14:57.000 --> 00:14:58.000]  我沒有偷偷地
[00:14:58.000 --> 00:15:00.000]  沒有泊在警車旁邊睡覺
[00:15:00.000 --> 00:15:03.000]  沒有把船關在海灣上
[00:15:03.000 --> 00:15:05.000]  沒有去偷渡
[00:15:05.000 --> 00:15:07.000]  撞到就掉進海裡不見了
[00:15:07.000 --> 00:15:09.000]  撒旦很勤力
[00:15:09.000 --> 00:15:11.000]  然後上帝問他
[00:15:11.000 --> 00:15:13.000]  那你有沒有看到
[00:15:13.000 --> 00:15:15.000]  我的僕人約伯
[00:15:15.000 --> 00:15:18.000]  整本書是這樣開始的
[00:15:18.000 --> 00:15:20.000]  你好像第一次聽
[00:15:20.000 --> 00:15:22.000]  沒理由的
[00:15:22.000 --> 00:15:24.000]  我們不記得的
[00:15:24.000 --> 00:15:26.000]  所以約伯說
[00:15:26.000 --> 00:15:28.000]  我今天之所以是這樣
[00:15:28.000 --> 00:15:30.000]  完全因為你
[00:15:30.000 --> 00:15:32.000]  上帝
[00:15:32.000 --> 00:15:34.000]  對的
[00:15:34.000 --> 00:15:36.000]  我讀大學的時候
[00:15:36.000 --> 00:15:38.000]  我看過一本書
[00:15:38.000 --> 00:15:39.000]  我忘記書名了
[00:15:39.000 --> 00:15:40.000]  不過他告訴我們
[00:15:40.000 --> 00:15:42.000]  如果是撒旦令到我這樣
[00:15:42.000 --> 00:15:44.000]  我反而還絕望
[00:15:44.000 --> 00:15:46.000]  你明白我的意思嗎
[00:15:46.000 --> 00:15:49.000]  如果是上帝令到我這樣
[00:15:49.000 --> 00:15:51.000]  我有希望
[00:15:51.000 --> 00:15:53.000]  明白嗎
[00:15:53.000 --> 00:15:54.000]  明白嗎
[00:15:54.000 --> 00:15:56.000]  我們都不明白
[00:15:56.000 --> 00:15:57.000]  一人一邊的
[00:15:57.000 --> 00:15:58.000]  坐河漢街
[00:15:58.000 --> 00:15:59.000]  沒有的
[00:15:59.000 --> 00:16:01.000]  這個世界是天賦的世界
[00:16:01.000 --> 00:16:03.000]  不要搞錯
[00:16:03.000 --> 00:16:08.000]  約伯肯定了
[00:16:08.000 --> 00:16:10.000]  上帝負責
[00:16:10.000 --> 00:16:13.000]  第二段
[00:16:13.000 --> 00:16:15.000]  六章的下半章
[00:16:15.000 --> 00:16:17.000]  他跟朋友說
[00:16:17.000 --> 00:16:19.000]  你們幫不到我
[00:16:19.000 --> 00:16:21.000]  他用了個比喻
[00:16:21.000 --> 00:16:23.000]  我們不明白的
[00:16:23.000 --> 00:16:25.000]  這個是嘉南
[00:16:25.000 --> 00:16:28.000]  地中海氣候
[00:16:28.000 --> 00:16:30.000]  都不知道說什麼
[00:16:30.000 --> 00:16:32.000]  溫哥華氣候
[00:16:32.000 --> 00:16:34.000]  有點色
[00:16:34.000 --> 00:16:37.000]  冬天下雨
[00:16:37.000 --> 00:16:39.000]  夏天乾旱
[00:16:39.000 --> 00:16:42.000]  所以那條河流溪水
[00:16:42.000 --> 00:16:44.000]  冬天走過的時候
[00:16:44.000 --> 00:16:46.000]  很清脆的
[00:16:46.000 --> 00:16:48.000]  河水
[00:16:48.000 --> 00:16:51.000]  夏天太陽曬到
[00:16:51.000 --> 00:16:53.000]  你想找水源
[00:16:53.000 --> 00:16:54.000]  你記得那裡有河流
[00:16:54.000 --> 00:16:57.000]  你走過去乾了
[00:16:57.000 --> 00:17:02.000]  這個是自然的現象
[00:17:02.000 --> 00:17:06.000]  不過這個情況的確令人很失望
[00:17:06.000 --> 00:17:09.000]  要你的時候就沒用了
[00:17:09.000 --> 00:17:11.000]  不是
[00:17:11.000 --> 00:17:15.000]  其實朋友幫不幫到約伯
[00:17:15.000 --> 00:17:20.000]  不是在乎約伯的感覺是怎樣的
[00:17:20.000 --> 00:17:22.000]  所以三個朋友
[00:17:22.000 --> 00:17:25.000]  沒有被約伯這樣罵完之後
[00:17:25.000 --> 00:17:28.000]  拆下禮物就逃跑
[00:17:28.000 --> 00:17:33.000]  罵完逃跑那些是沒有關係的
[00:17:33.000 --> 00:17:35.000]  但你在家裡關上門
[00:17:35.000 --> 00:17:38.000]  罵完的你要和好的
[00:17:38.000 --> 00:17:40.000]  明白我說什麼嗎
[00:17:40.000 --> 00:17:42.000]  是關係
[00:17:42.000 --> 00:17:45.000]  這三個朋友不會因為約伯
[00:17:45.000 --> 00:17:47.000]  含著兩句
[00:17:47.000 --> 00:17:49.000]  含著兩句
[00:17:49.000 --> 00:17:52.000]  就拍拍屁股走人
[00:17:52.000 --> 00:17:54.000]  那不是朋友
[00:17:54.000 --> 00:17:56.000]  你聽聽
[00:17:56.000 --> 00:17:57.000]  識讀了
[00:17:57.000 --> 00:18:00.000]  約伯寄港的這三個朋友
[00:18:00.000 --> 00:18:03.000]  就是這樣坐在那裡聽著約伯罵他們
[00:18:03.000 --> 00:18:05.000]  沒事的
[00:18:05.000 --> 00:18:07.000]  你有沒有這樣的朋友我再問
[00:18:07.000 --> 00:18:09.000]  我有
[00:18:09.000 --> 00:18:11.000]  罵完之後沒事的
[00:18:11.000 --> 00:18:13.000]  我罵他也好他罵我也好
[00:18:13.000 --> 00:18:15.000]  因為我們的關係
[00:18:15.000 --> 00:18:18.000]  50年之前開始的了
[00:18:18.000 --> 00:18:21.000]  半個世紀的了
[00:18:21.000 --> 00:18:23.000]  是呀
[00:18:23.000 --> 00:18:27.000]  所以約伯也不怕
[00:18:27.000 --> 00:18:29.000]  對著上帝說
[00:18:29.000 --> 00:18:31.000]  上帝聽不到不知道在哪裡
[00:18:31.000 --> 00:18:33.000]  對著朋友說
[00:18:33.000 --> 00:18:35.000]  隨隨到肉
[00:18:35.000 --> 00:18:37.000]  有滿足感的
[00:18:37.000 --> 00:18:39.000]  你明白嗎
[00:18:39.000 --> 00:18:40.000]  需要的
[00:18:40.000 --> 00:18:43.000]  心理學叫Sounding Border
[00:18:43.000 --> 00:18:46.000]  就是說話不是自言自語的
[00:18:46.000 --> 00:18:47.000]  是有人聽到的
[00:18:47.000 --> 00:18:49.000]  有人接了的
[00:18:49.000 --> 00:18:51.000]  你不是給錢他聽你說話的
[00:18:51.000 --> 00:18:53.000]  他是愛你
[00:18:53.000 --> 00:18:54.000]  親你
[00:18:54.000 --> 00:18:55.000]  他關心你
[00:18:55.000 --> 00:18:56.000]  他跟你說
[00:18:56.000 --> 00:18:58.000]  你發覺你可以
[00:18:58.000 --> 00:19:01.000]  很放的跟他說話
[00:19:01.000 --> 00:19:03.000]  很難得的朋友
[00:19:03.000 --> 00:19:05.000]  三個朋友
[00:19:05.000 --> 00:19:07.000]  你留意
[00:19:07.000 --> 00:19:12.000]  他們和約伯之間的交往
[00:19:12.000 --> 00:19:15.000]  不是客客氣氣
[00:19:15.000 --> 00:19:18.000]  言不及義
[00:19:18.000 --> 00:19:20.000]  明明截了人家不准買潛艇
[00:19:20.000 --> 00:19:23.000]  又說我們很愛法國人的
[00:19:23.000 --> 00:19:25.000]  有沒有聽這些新聞
[00:19:25.000 --> 00:19:29.000]  典型的英國的hypocrisy
[00:19:29.000 --> 00:19:32.000]  不過他們叫做diplomacy
[00:19:32.000 --> 00:19:34.000]  是呀
[00:19:34.000 --> 00:19:36.000]  這些是保持距離
[00:19:36.000 --> 00:19:37.000]  隔了個海峽
[00:19:37.000 --> 00:19:39.000]  無所謂
[00:19:39.000 --> 00:19:41.000]  不是
[00:19:41.000 --> 00:19:44.000]  約伯可以在他三個朋友面前
[00:19:44.000 --> 00:19:46.000]  傾訴
[00:19:46.000 --> 00:19:48.000]  他心裏面
[00:19:48.000 --> 00:19:50.000]  被迫的
[00:19:50.000 --> 00:19:53.000]  不舒服的
[00:19:53.000 --> 00:19:55.000]  出來就是情緒的
[00:19:55.000 --> 00:19:57.000]  你接不接得到
[00:19:57.000 --> 00:19:59.000]  約伯三個朋友接得到
[00:19:59.000 --> 00:20:01.000]  所以你讀下去
[00:20:01.000 --> 00:20:03.000]  其實很精彩的
[00:20:03.000 --> 00:20:05.000]  很真實的
[00:20:05.000 --> 00:20:07.000]  很立體的
[00:20:07.000 --> 00:20:10.000]  不是說大道理
[00:20:10.000 --> 00:20:12.000]  不是說理論
[00:20:12.000 --> 00:20:13.000]  神學
[00:20:13.000 --> 00:20:14.000]  不是
[00:20:14.000 --> 00:20:16.000]  就是四個男人
[00:20:16.000 --> 00:20:17.000]  坐在一起
[00:20:17.000 --> 00:20:20.000]  打風都打不掉
[00:20:20.000 --> 00:20:22.000]  不要說他們同性戀
[00:20:22.000 --> 00:20:24.000]  你明白我的意思嗎
[00:20:24.000 --> 00:20:26.000]  那個交情
[00:20:26.000 --> 00:20:29.000]  那個大家之間的信任
[00:20:29.000 --> 00:20:33.000]  約伯可以暢所欲言
[00:20:33.000 --> 00:20:36.000]  他知道不會得罪他們的
[00:20:36.000 --> 00:20:38.000]  好東西
[00:20:38.000 --> 00:20:42.000]  然後就來到戲肉了
[00:20:42.000 --> 00:20:44.000]  第七章
[00:20:44.000 --> 00:20:46.000]  約伯說什麼
[00:20:46.000 --> 00:20:49.000]  聖經裏面
[00:20:49.000 --> 00:20:51.000]  很緊張
[00:20:51.000 --> 00:20:53.000]  那些代名詞的
[00:20:53.000 --> 00:20:55.000]  我呀
[00:20:55.000 --> 00:20:57.000]  你呀
[00:20:57.000 --> 00:20:59.000]  他呀
[00:20:59.000 --> 00:21:01.000]  第七章開始
[00:21:01.000 --> 00:21:03.000]  就出現了
[00:21:03.000 --> 00:21:05.000]  你
[00:21:05.000 --> 00:21:07.000]  而這個你
[00:21:07.000 --> 00:21:11.000]  不是第六章的他
[00:21:11.000 --> 00:21:13.000]  上帝
[00:21:13.000 --> 00:21:15.000]  不是遙遠的
[00:21:15.000 --> 00:21:17.000]  不是你們
[00:21:17.000 --> 00:21:19.000]  朋友好好
[00:21:19.000 --> 00:21:20.000]  很近
[00:21:20.000 --> 00:21:23.000]  但是你們幫不到我
[00:21:23.000 --> 00:21:26.000]  第七章約伯開始
[00:21:26.000 --> 00:21:28.000]  一路說下去
[00:21:28.000 --> 00:21:32.000]  他開始捉住你
[00:21:32.000 --> 00:21:34.000]  哪裡開始
[00:21:34.000 --> 00:21:37.000]  第一句中文聖經都譯不到
[00:21:37.000 --> 00:21:39.000]  在第七章
[00:21:39.000 --> 00:21:42.000]  第八節
[00:21:42.000 --> 00:21:46.000]  觀看我的人
[00:21:46.000 --> 00:21:48.000]  譯錯了
[00:21:48.000 --> 00:21:49.000]  沒有
[00:21:49.000 --> 00:21:50.000]  希伯來文說
[00:21:50.000 --> 00:21:52.000]  觀看我的
[00:21:52.000 --> 00:21:55.000]  他的眼再看不到我
[00:21:55.000 --> 00:21:59.000]  你的眼要找我
[00:21:59.000 --> 00:22:00.000]  找不到
[00:22:00.000 --> 00:22:02.000]  誰是你
[00:22:02.000 --> 00:22:04.000]  你讀聖經的時候
[00:22:04.000 --> 00:22:05.000]  你要留意
[00:22:05.000 --> 00:22:07.000]  誰是你
[00:22:07.000 --> 00:22:09.000]  約伯忘記了
[00:22:09.000 --> 00:22:15.000]  或者不理會他身邊的三個朋友
[00:22:15.000 --> 00:22:17.000]  如果我們可以這樣形容
[00:22:17.000 --> 00:22:19.000]  他就看著你
[00:22:19.000 --> 00:22:21.000]  你
[00:22:21.000 --> 00:22:23.000]  你
[00:22:23.000 --> 00:22:24.000]  上帝呀
[00:22:24.000 --> 00:22:25.000]  你看著我
[00:22:25.000 --> 00:22:28.000]  你找不到我的了
[00:22:28.000 --> 00:22:33.000]  約伯不是在討論上帝
[00:22:33.000 --> 00:22:36.000]  約伯是正在祈禱
[00:22:36.000 --> 00:22:39.000]  向神呼求
[00:22:39.000 --> 00:22:42.000]  所以他剛才說的話
[00:22:42.000 --> 00:22:45.000]  如果你有讀聖經
[00:22:45.000 --> 00:22:48.000]  你知道約伯也有讀聖經
[00:22:48.000 --> 00:22:50.000]  在哪裡
[00:22:50.000 --> 00:22:53.000]  第七章十七節
[00:22:53.000 --> 00:22:54.000]  你寫下它
[00:22:54.000 --> 00:22:57.000]  人算甚麼
[00:22:57.000 --> 00:22:58.000]  你背下去
[00:22:58.000 --> 00:23:01.000]  你竟顧念他
[00:23:01.000 --> 00:23:04.000]  世人算甚麼
[00:23:04.000 --> 00:23:06.000]  你竟眷顧他
[00:23:06.000 --> 00:23:08.000]  有首歌唱
[00:23:08.000 --> 00:23:11.000]  約伯引用這句金句
[00:23:11.000 --> 00:23:12.000]  約伯說
[00:23:12.000 --> 00:23:15.000]  你竟看他為大
[00:23:15.000 --> 00:23:17.000]  將他放在心上
[00:23:17.000 --> 00:23:18.000]  這不就好了嗎
