
[00:00:00.000 --> 00:00:04.800]  好多謝房牧師的介紹
[00:02:01.400 --> 00:02:03.400]  這個是人性
[00:02:03.400 --> 00:02:07.400]  所以聖經裏面叫我們盡心盡性盡義
[00:02:07.400 --> 00:02:10.400]  我可能真的不太能做到
[00:02:10.400 --> 00:02:12.400]  後來我就觀察到
[00:02:12.400 --> 00:02:15.400]  有沒有人認識虎爸虎媽
[00:02:15.400 --> 00:02:17.400]  或者你自己是
[00:02:17.400 --> 00:02:19.400]  虎媽虎媽真的很厲害
[00:02:19.400 --> 00:02:21.400]  她不斷地推
[00:02:21.400 --> 00:02:23.400]  可以推十多年
[00:02:23.400 --> 00:02:26.400]  推到中學還在推
[00:02:26.400 --> 00:02:31.400]  為什麼可以這樣傾盡全力
[00:02:31.400 --> 00:02:34.400]  長時間去推呢
[00:02:34.400 --> 00:02:36.400]  答案只有一個
[00:02:36.400 --> 00:02:38.400]  就是愛
[00:02:38.400 --> 00:02:42.400]  他們認為這是給他們兒女最大的愛
[00:02:42.400 --> 00:02:48.400]  原來愛是能夠令我們持續
[00:02:48.400 --> 00:02:50.400]  到盡心
[00:02:50.400 --> 00:02:52.400]  這兩樣東西就是
[00:02:52.400 --> 00:02:54.400]  今天要和大家講的經文
[00:02:54.400 --> 00:02:57.400]  今天要和大家講的經文要介紹一下
[00:02:57.400 --> 00:03:00.400]  這段經文叫Shema
[00:03:00.400 --> 00:03:02.400]  Shema是什麼意思呢
[00:03:02.400 --> 00:03:04.400]  Shema其實是希伯來文
[00:03:04.400 --> 00:03:06.400]  中文譯為事馬
[00:03:06.400 --> 00:03:08.400]  如果你有看參考書的話
[00:03:08.400 --> 00:03:09.400]  什麼叫事馬
[00:03:09.400 --> 00:03:11.400]  事馬就是猶太人
[00:03:11.400 --> 00:03:16.400]  他們認為整個聖經裏面最重要的一段經文
[00:03:16.400 --> 00:03:19.400]  意思是如果忘科庇祿
[00:03:19.400 --> 00:03:21.400]  所有經文都沒有了
[00:03:21.400 --> 00:03:23.400]  只剩下一段經文
[00:03:23.400 --> 00:03:25.400]  就是這段經文
[00:03:25.400 --> 00:03:28.400]  這段經文是不可或缺的經文
[00:03:28.400 --> 00:03:30.400]  為什麼叫做Shema呢
[00:03:30.400 --> 00:03:35.400]  原來原文這段經文六章四節
[00:03:35.400 --> 00:03:36.400]  是什麼開始的呢
[00:03:36.400 --> 00:03:38.400]  Shema Israel
[00:03:38.400 --> 00:03:40.400]  聽啊以色列
[00:03:40.400 --> 00:03:43.400]  然後才說耶和華是獨一
[00:03:43.400 --> 00:03:46.400]  耶和華我們的主是獨一的神
[00:03:46.400 --> 00:03:49.400]  所以為什麼用了第一個字
[00:03:49.400 --> 00:03:51.400]  來代表整段經文
[00:03:51.400 --> 00:03:53.400]  這個就是Shema
[00:03:53.400 --> 00:03:55.400]  聽的意思
[00:03:55.400 --> 00:03:58.400]  今天想和大家分三點
[00:03:58.400 --> 00:04:00.400]  來看這段
[00:04:00.400 --> 00:04:03.400]  我相信每個信徒或多或少都認識
[00:04:03.400 --> 00:04:05.400]  很熟悉的經文
[00:04:05.400 --> 00:04:07.400]  第一點就是看頭那兩字
[00:04:07.400 --> 00:04:11.400]  盡心盡性盡力愛耶和華你的神
[00:04:11.400 --> 00:04:15.400]  第二點就是將神的話記在心上
[00:04:15.400 --> 00:04:18.400]  當我把這兩點放在一起看的時候
[00:04:18.400 --> 00:04:20.400]  愛神是什麼呢
[00:04:20.400 --> 00:04:22.400]  愛神就是愛神的華語
[00:04:22.400 --> 00:04:25.400]  我們很難說我們愛神
[00:04:25.400 --> 00:04:28.400]  不過我們不愛神的華語
[00:04:28.400 --> 00:04:30.400]  我們似乎說不通
[00:04:30.400 --> 00:04:34.400]  第三點就是因勤教道而累
[00:04:34.400 --> 00:04:36.400]  當我看這點的時候
[00:04:36.400 --> 00:04:40.400]  我覺得今天基督教最失敗的地方
[00:04:40.400 --> 00:04:42.400]  是傳承的問題
[00:04:42.400 --> 00:04:44.400]  信二代不見了
[00:04:44.400 --> 00:04:47.400]  其實教會應該很增長的
[00:04:47.400 --> 00:04:51.400]  你想想如果我們每個家庭的第二代信徒
[00:04:51.400 --> 00:04:55.400]  跟著又帶人傳福音
[00:04:55.400 --> 00:04:58.400]  是不是應該一路一路增長
[00:04:58.400 --> 00:05:00.400]  倍速地增長
[00:05:00.400 --> 00:05:02.400]  但似乎不是
[00:05:02.400 --> 00:05:07.400]  特別是我們在美國外國很多教會在萎縮
[00:05:07.400 --> 00:05:09.400]  其實香港也是
[00:05:09.400 --> 00:05:12.400]  給我們一個很大的反思
[00:05:12.400 --> 00:05:14.400]  所以為什麼善孖這麼重要呢
[00:05:14.400 --> 00:05:16.400]  原來我們拿著這段經文
[00:05:16.400 --> 00:05:19.400]  我們就可以將我們的信心
[00:05:19.400 --> 00:05:20.400]  將我們的信約
[00:05:20.400 --> 00:05:22.400]  將我們的愛心傳承下去
[00:05:22.400 --> 00:05:25.400]  給我們下一個的世代
[00:05:25.400 --> 00:05:28.400]  我們去看經文
[00:05:28.400 --> 00:05:30.400]  以色列說你要聽話
[00:05:30.400 --> 00:05:32.400]  我們是獨一的主
[00:05:32.400 --> 00:05:33.400]  這裡唯一要解釋
[00:05:33.400 --> 00:05:35.400]  或者在學術上有些討論
[00:05:35.400 --> 00:05:37.400]  就是「一」是什麼意思
[00:05:37.400 --> 00:05:40.400]  原來「一」可以有兩個意思
[00:05:40.400 --> 00:05:42.400]  「一」就是數字的意思
[00:05:42.400 --> 00:05:45.400]  就是說我們不像外邦人那樣
[00:05:45.400 --> 00:05:47.400]  有很多很多的神明
[00:05:47.400 --> 00:05:49.400]  這就是第一個意思
[00:05:49.400 --> 00:05:53.400]  第二個意思就是將「一」當形容詞
[00:05:53.400 --> 00:06:02.400]  就是說我們只有唯一一個神
[00:06:02.400 --> 00:06:03.400]  是耶和華
[00:06:03.400 --> 00:06:04.400]  什麼意思呢
[00:06:04.400 --> 00:06:06.400]  其他的都是偶像
[00:06:06.400 --> 00:06:08.400]  其他的都是假的
[00:06:08.400 --> 00:06:09.400]  所以我覺得
[00:06:09.400 --> 00:06:11.400]  《默合本》和《新譯本》
[00:06:11.400 --> 00:06:13.400]  都是選取了第二個解釋
[00:06:13.400 --> 00:06:15.400]  那是什麼意思呢
[00:06:15.400 --> 00:06:18.400]  唯獨獨一的神
[00:06:18.400 --> 00:06:20.400]  獨一的神是一個好一點的解釋
[00:06:20.400 --> 00:06:22.400]  為什麼是一個好一點的解釋呢
[00:06:22.400 --> 00:06:26.400]  就是因為《生命記》寫作的目的是什麼
[00:06:26.400 --> 00:06:28.400]  摩西自己進不了迦南地
[00:06:28.400 --> 00:06:32.400]  然後他希望以色列人進去
[00:06:32.400 --> 00:06:34.400]  語重心長
[00:06:34.400 --> 00:06:36.400]  跟以色列人說
[00:06:36.400 --> 00:06:40.400]  怎樣才能夠在迦南地得著祝福呢
[00:06:40.400 --> 00:06:42.400]  就是愛神
[00:06:42.400 --> 00:06:44.400]  愛神是怎樣呢
[00:06:44.400 --> 00:06:46.400]  不可以有偶像
[00:06:46.400 --> 00:06:49.400]  如果以色列人真的愛神的話
[00:06:49.400 --> 00:06:51.400]  就不會拜偶像
[00:06:51.400 --> 00:06:54.400]  不拜偶像就不會亡國
[00:06:54.400 --> 00:06:59.400]  就可以永遠在地上得著從神而來的福
[00:06:59.400 --> 00:07:01.400]  今天教會也是
[00:07:01.400 --> 00:07:03.400]  我們沒有得著從神而來的福
[00:07:03.400 --> 00:07:05.400]  有很多家庭我見到
[00:07:05.400 --> 00:07:07.400]  有很多父母傷心
[00:07:07.400 --> 00:07:09.400]  因為子女已經離棄了神
[00:07:09.400 --> 00:07:10.400]  不再回教會
[00:07:10.400 --> 00:07:13.400]  甚至有些是敵黨神都有
[00:07:13.400 --> 00:07:16.400]  所以我們回到這段經文裏
[00:07:16.400 --> 00:07:19.400]  給我們一個很重要的提醒
[00:07:19.400 --> 00:07:21.400]  我覺得
[00:07:21.400 --> 00:07:24.400]  這裡教我們的愛神
[00:07:24.400 --> 00:07:26.400]  其實就是那條鎖匙
[00:07:26.400 --> 00:07:30.400]  幫我們解這個困難
[00:07:30.400 --> 00:07:33.400]  進心進性進力
[00:07:33.400 --> 00:07:36.400]  這個在新約裏有沒有被引用呢
[00:07:36.400 --> 00:07:37.400]  有
[00:07:37.400 --> 00:07:39.400]  誰引用呢
[00:07:39.400 --> 00:07:40.400]  主耶穌引用
[00:07:40.400 --> 00:07:42.400]  主耶穌為什麼引用呢
[00:07:42.400 --> 00:07:44.400]  主耶穌引用這是什麼誡命呢
[00:07:44.400 --> 00:07:46.400]  最大的誡命
[00:07:46.400 --> 00:07:50.400]  所以這個就是主耶穌跟隨猶太人傳統
[00:07:50.400 --> 00:07:51.400]  為什麼是最大的誡命呢
[00:07:51.400 --> 00:07:54.400]  因為這段經文在猶太人傳統裏是最重要的經文
[00:07:54.400 --> 00:07:57.400]  所有經文不要都要回這段經文
[00:07:57.400 --> 00:07:59.400]  我們要去解釋的時候
[00:07:59.400 --> 00:08:01.400]  命令是什麼呢
[00:08:01.400 --> 00:08:03.400]  愛呀
[00:08:03.400 --> 00:08:06.400]  我相信專屬我讀不懂這段經文
[00:08:06.400 --> 00:08:08.400]  愛怎麼可以命令呢
[00:08:08.400 --> 00:08:10.400]  是不是以前盲婚啞嫁
[00:08:10.400 --> 00:08:13.400]  娶個老婆回來愛她
[00:08:13.400 --> 00:08:15.400]  我們怎麼行呢
[00:08:15.400 --> 00:08:17.400]  現在年代變了
[00:08:17.400 --> 00:08:20.400]  愛是情感來的
[00:08:20.400 --> 00:08:23.400]  怎麼可以吩咐命令
[00:08:23.400 --> 00:08:26.400]  以色列最大的命令是愛
[00:08:26.400 --> 00:08:27.400]  後來我明白
[00:08:27.400 --> 00:08:29.400]  我讀了舊約就明白
[00:08:29.400 --> 00:08:32.400]  原來舊約裏面在生命記
[00:08:32.400 --> 00:08:34.400]  應該說一點生命記
[00:08:34.400 --> 00:08:38.400]  生命記是整個舊約裏面最重要的書卷
[00:08:38.400 --> 00:08:40.400]  這個不是我說的
[00:08:40.400 --> 00:08:42.400]  所有舊約的學者都認同
[00:08:42.400 --> 00:08:43.400]  為什麼呢
[00:08:43.400 --> 00:08:45.400]  因為是神學的總綱
[00:08:45.400 --> 00:08:51.400]  每一個重要的神學概念都在生命記裏面找得到
[00:08:51.400 --> 00:08:57.400]  所以生命記裏面講愛的觀念是什麼
[00:08:57.400 --> 00:08:59.400]  就是愛耶和華
[00:08:59.400 --> 00:09:01.400]  你回去讀生命記
[00:09:01.400 --> 00:09:03.400]  下面那句是什麼
[00:09:03.400 --> 00:09:08.400]  謹守進行他的誡命律例典章
[00:09:08.400 --> 00:09:10.400]  出現了很多次
[00:09:10.400 --> 00:09:12.400]  每一次出現完
[00:09:12.400 --> 00:09:14.400]  你們要愛耶和華你的神
[00:09:14.400 --> 00:09:17.400]  謹守他的誡命律例
[00:09:17.400 --> 00:09:20.400]  原來愛神在生命記裏面的觀念
[00:09:20.400 --> 00:09:23.400]  就是守他的誡命
[00:09:23.400 --> 00:09:25.400]  守誡命可不可以吩咐
[00:09:25.400 --> 00:09:27.400]  當然可以吩咐
[00:09:27.400 --> 00:09:29.400]  所以守要不是情感
[00:09:29.400 --> 00:09:32.400]  是遵行神的吩咐就是愛神
[00:09:32.400 --> 00:09:35.400]  你不可能子女愛父母的時候
[00:09:35.400 --> 00:09:40.400]  父母說的話耳邊風完全不聽
[00:09:40.400 --> 00:09:42.400]  怎麼可能是愛神呢
[00:09:42.400 --> 00:09:46.400]  所以這裏要解釋什麼叫盡心
[00:09:46.400 --> 00:09:49.400]  盡心其實心不需要解釋
[00:09:49.400 --> 00:09:53.400]  中外我們講心馬上明白心是什麼
[00:09:53.400 --> 00:09:55.400]  盡就要解釋
[00:09:55.400 --> 00:09:56.400]  盡是什麼
[00:09:56.400 --> 00:09:57.400]  盡是一切
[00:09:57.400 --> 00:09:58.400]  一切所有
[00:09:58.400 --> 00:10:01.400]  或者譯作全心
[00:10:01.400 --> 00:10:03.400]  是全心全意
[00:10:03.400 --> 00:10:07.400]  什麼叫不是盡心
[00:10:07.400 --> 00:10:09.400]  不是全心全意
[00:10:09.400 --> 00:10:10.400]  那是什麼
[00:10:10.400 --> 00:10:11.400]  半心
[00:10:11.400 --> 00:10:13.400]  我們中文最好是
[00:10:13.400 --> 00:10:14.400]  hea
[00:10:14.400 --> 00:10:16.400]  知不知道什麼叫hea
[00:10:16.400 --> 00:10:18.400]  如果你有子女練琴
[00:10:18.400 --> 00:10:20.400]  練完
[00:10:20.400 --> 00:10:22.400]  那就是hea
[00:10:22.400 --> 00:10:25.400]  原來愛神要盡心
[00:10:25.400 --> 00:10:26.400]  什麼叫盡心
[00:10:26.400 --> 00:10:28.400]  我引了一節經文
[00:10:28.400 --> 00:10:29.400]  整個舊約第一次
[00:10:29.400 --> 00:10:31.400]  心是出現了兩次
[00:10:31.400 --> 00:10:33.400]  很反映到我們
[00:10:33.400 --> 00:10:36.400]  人人向鄰舍說謊
[00:10:36.400 --> 00:10:38.400]  原來一個社會敗壞
[00:10:38.400 --> 00:10:39.400]  可以到這個地步
[00:10:39.400 --> 00:10:41.400]  每個人都說謊
[00:10:41.400 --> 00:10:42.400]  他們怎麼說謊呢
[00:10:42.400 --> 00:10:44.400]  他們說是嘴唇油滑
[00:10:44.400 --> 00:10:46.400]  我們說的油嘴滑舌
[00:10:46.400 --> 00:10:47.400]  什麼叫油嘴滑舌呢
[00:10:47.400 --> 00:10:50.400]  就是心口不一
[00:10:50.400 --> 00:10:53.400]  心口不一是很精彩的原文
[00:10:53.400 --> 00:10:54.400]  原文是什麼
[00:10:54.400 --> 00:10:58.400]  一個心和另一個心說話
[00:10:58.400 --> 00:11:00.400]  就是說你和人說話
[00:11:00.400 --> 00:11:01.400]  是用一個心
[00:11:01.400 --> 00:11:04.400]  那個心不是你自己的心
[00:11:04.400 --> 00:11:06.400]  最典型的例子就是
[00:11:06.400 --> 00:11:07.400]  有人找你喝茶
[00:11:07.400 --> 00:11:08.400]  好啊好啊
[00:11:08.400 --> 00:11:11.400]  兩個都沒想過找大家喝茶
[00:11:11.400 --> 00:11:13.400]  然後第二年拜年的時候
[00:11:13.400 --> 00:11:14.400]  又找你喝茶
[00:11:14.400 --> 00:11:16.400]  從來都沒喝過茶
[00:11:16.400 --> 00:11:19.400]  我們說的時候
[00:11:19.400 --> 00:11:23.400]  完全不是我們心裡的那句話
[00:11:23.400 --> 00:11:24.400]  所以為什麼基督徒
[00:11:24.400 --> 00:11:26.400]  被人指責得最厲害
[00:11:26.400 --> 00:11:28.400]  就是說我們假冒偽善
[00:11:28.400 --> 00:11:31.400]  你不真實的
[00:11:31.400 --> 00:11:34.400]  回過頭來應用
[00:11:34.400 --> 00:11:36.400]  我們對神的心
[00:11:36.400 --> 00:11:38.400]  是不是全心全意
[00:11:38.400 --> 00:11:42.400]  我覺得最痛苦的基督徒是什麼呢
[00:11:42.400 --> 00:11:46.400]  又要愛神又要愛這個世界
[00:11:46.400 --> 00:11:49.400]  一個人不能夠侍奉兩個主
[00:11:49.400 --> 00:11:50.400]  就是這裡說
[00:11:50.400 --> 00:11:51.400]  要盡心
[00:11:51.400 --> 00:11:54.400]  就是說那個痛苦是什麼呢
[00:11:54.400 --> 00:11:56.400]  你不能夠得到兩樣東西
[00:11:56.400 --> 00:12:00.400]  所以為什麼今天教會這麼失敗呢
[00:12:00.400 --> 00:12:02.400]  你又要訓練你的子女
[00:12:02.400 --> 00:12:04.400]  做那些什麼私賺錢的狂業
[00:12:04.400 --> 00:12:07.400]  你又要想他回教會
[00:12:07.400 --> 00:12:08.400]  不行的
[00:12:08.400 --> 00:12:09.400]  結果怎麼樣
[00:12:09.400 --> 00:12:10.400]  我考試嗎
[00:12:10.400 --> 00:12:12.400]  他不用回教會去讀書
[00:12:12.400 --> 00:12:14.400]  你就出賣了你自己
[00:12:14.400 --> 00:12:16.400]  為什麼小孩說
[00:12:16.400 --> 00:12:21.400]  原來你說的和你做的是兩回事
[00:12:21.400 --> 00:12:24.400]  所以怎樣才能夠成全呢
[00:12:24.400 --> 00:12:26.400]  我們全心全意去愛神
[00:12:26.400 --> 00:12:30.400]  而在生命裡彰顯了我們那個愛
[00:12:30.400 --> 00:12:32.400]  這個只有神才知道
[00:12:32.400 --> 00:12:37.400]  不是做給人看的那個愛
[00:12:37.400 --> 00:12:39.400]  第二個是什麼呢
[00:12:39.400 --> 00:12:41.400]  第二個就是盡性
[00:12:41.400 --> 00:12:42.400]  盡性呢
[00:12:42.400 --> 00:12:44.400]  原文的性是什麼意思呢
[00:12:44.400 --> 00:12:46.400]  就是nefesh
[00:12:46.400 --> 00:12:49.400]  nefesh這個字是性命的意思
[00:12:49.400 --> 00:12:50.400]  生命
[00:12:50.400 --> 00:12:52.400]  英文就叫soul
[00:12:52.400 --> 00:12:53.400]  靈魂
[00:12:53.400 --> 00:12:55.400]  心靈
[00:12:55.400 --> 00:12:57.400]  其實是什麼意思呢
[00:12:57.400 --> 00:12:59.400]  希伯來文真的很有意思
[00:12:59.400 --> 00:13:01.400]  這個字的字根是什麼呢
[00:13:01.400 --> 00:13:02.400]  是喉嚨
[00:13:02.400 --> 00:13:06.400]  為什麼希伯來文字根喉嚨是代表性命呢
[00:13:06.400 --> 00:13:10.400]  喉嚨有兩個很重要的功能
[00:13:10.400 --> 00:13:12.400]  除了說話之外
[00:13:12.400 --> 00:13:14.400]  你要呼吸是否經過喉嚨
[00:13:14.400 --> 00:13:17.400]  第二你要吃東西
[00:13:17.400 --> 00:13:21.400]  喉嚨就是代表你生命
[00:13:21.400 --> 00:13:23.400]  所以這個生命是什麼呢
[00:13:23.400 --> 00:13:27.400]  盡性是盡你生命一切的力量
[00:13:27.400 --> 00:13:29.400]  在你的生命裡
[00:13:29.400 --> 00:13:31.400]  每一個環節
[00:13:31.400 --> 00:13:35.400]  你都彰顯了對神的愛
[00:13:35.400 --> 00:13:38.400]  這個就是猶太人的觀念
[00:13:38.400 --> 00:13:41.400]  但是喉嚨還有一個很重要的意義
[00:13:41.400 --> 00:13:43.400]  就是我們吃東西是喉嚨
[00:13:43.400 --> 00:13:46.400]  也代表肉念
[00:13:46.400 --> 00:13:48.400]  我們中國人最明白的
[00:13:48.400 --> 00:13:50.400]  民以食為先
[00:13:50.400 --> 00:13:56.400]  我們生命裡最大的渴望是什麼呢
[00:13:56.400 --> 00:14:00.400]  這裡說盡性去愛
[00:14:00.400 --> 00:14:04.400]  愛神就是我們生命裡的優先次序
[00:14:04.400 --> 00:14:06.400]  這裡就是這樣說
[00:14:06.400 --> 00:14:10.400]  我發覺信徒有一個很有趣的現象
[00:14:10.400 --> 00:14:13.400]  有些信徒很愛主
[00:14:13.400 --> 00:14:16.400]  一奉獻他很慷慨
[00:14:16.400 --> 00:14:19.400]  不過叫他下水做是不行的
[00:14:19.400 --> 00:14:21.400]  有些信徒不是這樣
[00:14:21.400 --> 00:14:23.400]  你叫他侍奉的時候他會躺著做
[00:14:23.400 --> 00:14:25.400]  你叫他奉獻的時候他會掩著荷包
[00:14:25.400 --> 00:14:27.400]  什麼意思呢
[00:14:27.400 --> 00:14:30.400]  總之我們生命裡某些範疇
[00:14:30.400 --> 00:14:33.400]  我們真的很盡性去愛神
[00:14:33.400 --> 00:14:35.400]  但有些範疇我們是肥佬的
[00:14:35.400 --> 00:14:37.400]  我們不合格的
[00:14:37.400 --> 00:14:39.400]  那個反思正應用
[00:14:39.400 --> 00:14:42.400]  在我們生命裡有沒有一些格呢
[00:14:42.400 --> 00:14:44.400]  是我們未達標的
[00:14:44.400 --> 00:14:47.400]  而我們要來做好的
[00:14:47.400 --> 00:14:49.400]  有一個例子
[00:14:49.400 --> 00:14:53.400]  我早年去加拿大讀書的時候
[00:14:53.400 --> 00:14:55.400]  剛剛初順著
[00:14:55.400 --> 00:14:57.400]  這個故事很震撼
[00:14:57.400 --> 00:14:59.400]  有一個比我小的
[00:14:59.400 --> 00:15:01.400]  我們去讀大學他去讀中學
[00:15:01.400 --> 00:15:03.400]  被移民局遞誡出境
[00:15:03.400 --> 00:15:05.400]  我們那時候簽證學生
[00:15:05.400 --> 00:15:07.400]  很緊張很震撼
[00:15:07.400 --> 00:15:09.400]  為什麼被人遞誡出境
[00:15:09.400 --> 00:15:11.400]  他到處借錢
[00:15:11.400 --> 00:15:13.400]  原來他賭錢的
[00:15:13.400 --> 00:15:15.400]  然後借到一身債
[00:15:15.400 --> 00:15:17.400]  債主後來告訴移民局
[00:15:17.400 --> 00:15:19.400]  我想現在不會了
[00:15:19.400 --> 00:15:21.400]  然後取消他的簽證
[00:15:21.400 --> 00:15:23.400]  把他踢走
[00:15:23.400 --> 00:15:26.400]  有個弟兄就載他去機場
[00:15:26.400 --> 00:15:28.400]  之後來說
[00:15:28.400 --> 00:15:30.400]  他幫他拿一個旅行袋
[00:15:30.400 --> 00:15:32.400]  那個行李的時候
[00:15:32.400 --> 00:15:34.400]  一邊放了一本聖經
[00:15:34.400 --> 00:15:36.400]  另一個袋子一邊不知道放了什麼
[00:15:36.400 --> 00:15:38.400]  Playboy
[00:15:38.400 --> 00:15:40.400]  嘩
[00:15:40.400 --> 00:15:42.400]  我聽完之後
[00:15:42.400 --> 00:15:44.400]  幾十年還記得
[00:15:44.400 --> 00:15:46.400]  生命裡
[00:15:46.400 --> 00:15:48.400]  我們說愛神
[00:15:48.400 --> 00:15:52.400]  賭錢不只是他的問題
[00:15:52.400 --> 00:15:54.400]  生命裡很多時候
[00:15:54.400 --> 00:15:56.400]  我們生命有污點的時候
[00:15:56.400 --> 00:15:58.400]  其實還有很多黑暗的角落
[00:15:58.400 --> 00:16:00.400]  我們要處理
[00:16:00.400 --> 00:16:02.400]  如果我們說要
[00:16:02.400 --> 00:16:04.400]  愛神的話
[00:16:04.400 --> 00:16:06.400]  是不是能夠全人
[00:16:06.400 --> 00:16:08.400]  全個生命
[00:16:08.400 --> 00:16:10.400]  來愛神呢
[00:16:10.400 --> 00:16:12.400]  是不是
[00:16:12.400 --> 00:16:14.400]  那時候猶太人
[00:16:14.400 --> 00:16:16.400]  怎麼解釋這段經文呢
[00:16:16.400 --> 00:16:18.400]  猶太人解釋這段經文
[00:16:18.400 --> 00:16:20.400]  就是殉道
[00:16:20.400 --> 00:16:22.400]  很合道理
[00:16:22.400 --> 00:16:24.400]  什麼叫盡你一切的生命
[00:16:24.400 --> 00:16:26.400]  可以愛神
[00:16:26.400 --> 00:16:28.400]  愛神到一個地步
[00:16:28.400 --> 00:16:30.400]  願意犧牲他的生命
[00:16:30.400 --> 00:16:32.400]  第一世紀
[00:16:32.400 --> 00:16:34.400]  很多基督徒殉道
[00:16:34.400 --> 00:16:36.400]  那些基督徒很多是
[00:16:36.400 --> 00:16:38.400]  猶太人
[00:16:38.400 --> 00:16:40.400]  保羅帶了很多猶太人信主
[00:16:40.400 --> 00:16:42.400]  猶太人愛邦人
[00:16:42.400 --> 00:16:44.400]  歷世歷代都是
[00:16:44.400 --> 00:16:46.400]  今天還有沒有
[00:16:46.400 --> 00:16:48.400]  有啊我不知道大家有沒有看新聞
[00:16:48.400 --> 00:16:50.400]  伊朗有多少信徒被迫害
[00:16:50.400 --> 00:16:52.400]  是迫害致死的
[00:16:52.400 --> 00:16:54.400]  如果今天伊朗
[00:16:54.400 --> 00:16:56.400]  福音大爆炸
[00:16:56.400 --> 00:16:58.400]  很多人因為迫害的緣故
[00:16:58.400 --> 00:17:00.400]  信主
[00:17:00.400 --> 00:17:02.400]  他們愛神的緣故
[00:17:02.400 --> 00:17:04.400]  是到一個地步願意犧牲
[00:17:04.400 --> 00:17:08.400]  他整個的生命
[00:17:08.400 --> 00:17:10.400]  這就是讓我們反思
[00:17:10.400 --> 00:17:12.400]  我們說愛神
[00:17:12.400 --> 00:17:14.400]  我們為神擺上了多少
[00:17:14.400 --> 00:17:16.400]  我們為神犧牲了多少
[00:17:16.400 --> 00:17:18.400]  第三點
[00:17:18.400 --> 00:17:20.400]  就是盡力
[00:17:20.400 --> 00:17:22.400]  盡力這個力
[00:17:22.400 --> 00:17:24.400]  是根七十字譯本翻譯
[00:17:24.400 --> 00:17:26.400]  原文不是力
[00:17:26.400 --> 00:17:28.400]  原文這個字我老師告訴我
[00:17:28.400 --> 00:17:30.400]  翻譯不到
[00:17:30.400 --> 00:17:32.400]  原文這個字叫much
[00:17:32.400 --> 00:17:34.400]  much是什麼意思
[00:17:34.400 --> 00:17:36.400]  very
[00:17:36.400 --> 00:17:38.400]  為什麼翻譯不到
[00:17:38.400 --> 00:17:40.400]  這個不是noun
[00:17:40.400 --> 00:17:42.400]  這個是adjective
[00:17:42.400 --> 00:17:44.400]  心和性都是名詞
[00:17:44.400 --> 00:17:46.400]  我老師翻譯到
[00:17:46.400 --> 00:17:48.400]  all your muchness
[00:17:48.400 --> 00:17:50.400]  把much變成noun
[00:17:50.400 --> 00:17:52.400]  all your muchness
[00:17:52.400 --> 00:17:54.400]  是很有意思
