
[00:00:00.000 --> 00:00:06.520]  各位聽眾早安,多謝Pasargini的介紹
[00:02:54.920 --> 00:02:56.920]  有沒有讀過這篇文章
[00:02:56.920 --> 00:02:57.920]  如果有讀過的話
[00:02:57.920 --> 00:02:59.920]  你就知道我想說什麼
[00:02:59.920 --> 00:03:00.920]  如果沒有讀過不要緊
[00:03:00.920 --> 00:03:01.920]  我現在說
[00:03:01.920 --> 00:03:07.920]  這篇文章是在一個窮鄉僻壤的小朋友
[00:03:07.920 --> 00:03:11.920]  寫給一個在暑假的時候
[00:03:11.920 --> 00:03:14.920]  去做義務教學的姐姐
[00:03:14.920 --> 00:03:16.920]  通常來說
[00:03:16.920 --> 00:03:18.920]  暑假的時候我們在不同的年代
[00:03:18.920 --> 00:03:20.920]  我們會出去做短孫
[00:03:20.920 --> 00:03:22.920]  我們會出去做一些外展的工作
[00:03:22.920 --> 00:03:24.920]  甚至去到一些窮鄉僻壤裡面
[00:03:24.920 --> 00:03:26.920]  去教導一些小朋友
[00:03:26.920 --> 00:03:28.920]  有些飛到老遠飛到大陸飛到哪裡
[00:03:28.920 --> 00:03:29.920]  去做義務教學工作
[00:03:29.920 --> 00:03:31.920]  為什麼這個小朋友會寫一封這樣的信
[00:03:31.920 --> 00:03:33.920]  告訴那個姐姐你以後不要來了
[00:03:33.920 --> 00:03:35.920]  通常來說就是希望她多點來
[00:03:35.920 --> 00:03:36.920]  為什麼不要來呢
[00:03:36.920 --> 00:03:39.920]  她心裡的感覺是什麼呢
[00:03:39.920 --> 00:03:40.920]  她說姐姐
[00:03:40.920 --> 00:03:44.920]  我們每一年都有一些帶著熱誠
[00:03:44.920 --> 00:03:48.920]  來到我們這個很貧窮的村落裡面
[00:03:48.920 --> 00:03:52.920]  來做義務教學的哥哥姐姐
[00:03:52.920 --> 00:03:54.920]  每一年大家來一個禮拜
[00:03:54.920 --> 00:03:55.920]  來兩個禮拜
[00:03:55.920 --> 00:03:57.920]  然後大家就走了
[00:03:57.920 --> 00:03:58.920]  走的時候
[00:03:58.920 --> 00:03:59.920]  令我們覺得很難過
[00:03:59.920 --> 00:04:02.920]  很難過除了我們建立了一個很好的關係
[00:04:02.920 --> 00:04:04.920]  而不捨得你走之外
[00:04:04.920 --> 00:04:06.920]  更加難過的就是
[00:04:06.920 --> 00:04:11.920]  你繼續回去你自己那個富裕的家庭裡面
[00:04:11.920 --> 00:04:13.920]  過你自己平平安安的生活
[00:04:13.920 --> 00:04:15.920]  而我們又繼續在這裡
[00:04:15.920 --> 00:04:19.920]  回去我們這個破破爛爛的家裡面
[00:04:19.920 --> 00:04:21.920]  過我們的日子
[00:04:21.920 --> 00:04:24.920]  你回復你自己的生活
[00:04:24.920 --> 00:04:27.920]  我也回復我們自己的生活
[00:04:27.920 --> 00:04:29.920]  中間帶來的可能是有兩個禮拜
[00:04:29.920 --> 00:04:32.920]  或者一個禮拜的很開心的時光
[00:04:32.920 --> 00:04:34.920]  但是每一次當我想到
[00:04:34.920 --> 00:04:36.920]  你每一天來到我們這條鵬鶴僻壤
[00:04:36.920 --> 00:04:37.920]  教完之後
[00:04:37.920 --> 00:04:40.920]  你回到你那間五星級的大酒店裡面睡覺
[00:04:40.920 --> 00:04:45.920]  我繼續回到我自己那個家屠四壁的房子裡面
[00:04:45.920 --> 00:04:46.920]  連床都沒有
[00:04:46.920 --> 00:04:48.920]  我要睡在地上的時候
[00:04:48.920 --> 00:04:50.920]  我的感覺其實是很複雜的
[00:04:50.920 --> 00:04:52.920]  究竟姐姐為什麼你每一年都要來
[00:04:52.920 --> 00:04:56.920]  來令我們有這種難過的感覺呢
[00:04:56.920 --> 00:05:00.920]  我現在不是跟大家說對和錯的問題
[00:05:00.920 --> 00:05:03.920]  我現在跟大家說的一件事就是說
[00:05:03.920 --> 00:05:04.920]  有時候我們
[00:05:04.920 --> 00:05:09.920]  甚至我自己都去做過一些下鄉的培訓
[00:05:09.920 --> 00:05:11.920]  那個感覺是什麼呢
[00:05:11.920 --> 00:05:12.920]  我們一去到
[00:05:12.920 --> 00:05:14.920]  去到就我們都被困住了
[00:05:14.920 --> 00:05:17.920]  因為當年來說我們都是很不自由
[00:05:17.920 --> 00:05:19.920]  不能夠在自由的
[00:05:19.920 --> 00:05:22.920]  在一些不自由的國家裡面去做培訓
[00:05:22.920 --> 00:05:24.920]  我們不是做傳道
[00:05:24.920 --> 00:05:25.920]  我們不是在那裡傳訓
[00:05:25.920 --> 00:05:26.920]  我們只是做培訓
[00:05:26.920 --> 00:05:29.920]  訓練那一幫傳道牧師
[00:05:29.920 --> 00:05:30.920]  當地的傳道牧師
[00:05:30.920 --> 00:05:33.920]  他們是攀山越嶺走一個
[00:05:33.920 --> 00:05:35.920]  走啊請你清楚
[00:05:35.920 --> 00:05:38.920]  走一個月來到這裡受培訓
[00:05:38.920 --> 00:05:40.920]  我們在我們這裡教會
[00:05:40.920 --> 00:05:41.920]  我們北美的教會
[00:05:41.920 --> 00:05:42.920]  我們說多過35分鐘
[00:05:42.920 --> 00:05:44.920]  大家開始看錶的時候
[00:05:44.920 --> 00:05:47.920]  他說你講35分鐘你怎麼對得起我
[00:05:47.920 --> 00:05:49.920]  要走一個月走來聽你講一堂培訓
[00:05:49.920 --> 00:05:52.920]  所以通常來說我們用禁閉式的培訓
[00:05:52.920 --> 00:05:55.920]  兩個禮拜困在這個地方
[00:05:55.920 --> 00:05:57.920]  困在這個地方
[00:05:57.920 --> 00:05:58.920]  大家有沒有去過那個地方呢
[00:05:58.920 --> 00:06:00.920]  那個廁所不像廁所
[00:06:00.920 --> 00:06:02.920]  那個廁所是什麼呢
[00:06:02.920 --> 00:06:05.920]  三塊半隻加四塊磚就是三個貓廁
[00:06:05.920 --> 00:06:07.920]  沒有洞的平地來的
[00:06:07.920 --> 00:06:09.920]  一直向上建立的
[00:06:09.920 --> 00:06:13.920]  但是你要記住一件事
[00:06:13.920 --> 00:06:15.920]  完了之後同樣
[00:06:15.920 --> 00:06:18.920]  完了這兩個禮拜
[00:06:18.920 --> 00:06:19.920]  我回到北美
[00:06:19.920 --> 00:06:24.920]  我有一個自動沖廁的
[00:06:24.920 --> 00:06:27.920]  那個叫抽水馬桶
[00:06:27.920 --> 00:06:31.920]  如果大家早一年
[00:06:31.920 --> 00:06:32.920]  在五六十年代
[00:06:32.920 --> 00:06:35.920]  如果大家跟我同源居地香港來的時候
[00:06:35.920 --> 00:06:37.920]  我們有一首歌叫做夜來香
[00:06:37.920 --> 00:06:41.920]  對我們這些出生土生的大英姐妹來說
[00:06:41.920 --> 00:06:42.920]  完全不明白
[00:06:42.920 --> 00:06:45.920]  70後那些完全不明白
[00:06:45.920 --> 00:06:47.920]  什麼叫倒夜香
[00:06:47.920 --> 00:06:50.920]  我們每一天都要拿桶東西放在門口
[00:06:50.920 --> 00:06:53.920]  到了後來的時候
[00:06:53.920 --> 00:06:55.920]  有機會有抽水馬桶
[00:06:55.920 --> 00:06:57.920]  大家明白嗎
[00:06:57.920 --> 00:06:59.920]  那個生活的差距
[00:06:59.920 --> 00:07:00.920]  沒錯我去到那個地方
[00:07:00.920 --> 00:07:02.920]  只不過是兩個禮拜三個禮拜
[00:07:02.920 --> 00:07:03.920]  其實沒有洋蔥的
[00:07:03.920 --> 00:07:06.920]  因為他們每一天
[00:07:06.920 --> 00:07:08.920]  幫我們打一盤水
[00:07:08.920 --> 00:07:11.920]  那盤水就是洗臉擦身都是他們的
[00:07:11.920 --> 00:07:14.920]  大熱天時
[00:07:14.920 --> 00:07:16.920]  怎麼過這日子
[00:07:16.920 --> 00:07:20.920]  所以我們會帶一些乾洗和濕洗的設備去
[00:07:20.920 --> 00:07:21.920]  爽身粉
[00:07:21.920 --> 00:07:24.920]  方便乾洗
[00:07:24.920 --> 00:07:26.920]  濕紙巾
[00:07:26.920 --> 00:07:27.920]  方便濕洗
[00:07:27.920 --> 00:07:29.920]  因為根本是不夠水用的
[00:07:29.920 --> 00:07:32.920]  因為每一天就有兩個姐妹在那裏
[00:07:32.920 --> 00:07:34.920]  在那裏泵水
[00:07:34.920 --> 00:07:36.920]  我們一百多人在那裏
[00:07:36.920 --> 00:07:37.920]  連老師連學生
[00:07:37.920 --> 00:07:38.920]  他們就不停地在那裏泵水
[00:07:38.920 --> 00:07:40.920]  泵十幾二十分鐘有一盤水
[00:07:40.920 --> 00:07:43.920]  你想想他們每人有一盤水一百多人
[00:07:43.920 --> 00:07:46.920]  那兩個姐妹就不停地在那裏泵水
[00:07:46.920 --> 00:07:48.920]  打水井不停地在那裏泵水
[00:07:48.920 --> 00:07:49.920]  沒有自來水
[00:07:49.920 --> 00:07:50.920]  要下香
[00:07:50.920 --> 00:07:51.920]  沒有自來水
[00:07:51.920 --> 00:07:52.920]  你明白嗎
[00:07:52.920 --> 00:07:54.920]  但到最後是甚麼呢
[00:07:54.920 --> 00:07:55.920]  其實他們都明白
[00:07:55.920 --> 00:07:58.920]  有一日我們會回到北美
[00:07:58.920 --> 00:08:01.920]  過著我們高床軟枕的生活
[00:08:01.920 --> 00:08:05.920]  而他們要繼續去面對他們自己
[00:08:05.920 --> 00:08:07.920]  在他們自己本鄉的挑戰
[00:08:07.920 --> 00:08:09.920]  那感覺其實是很複雜
[00:08:09.920 --> 00:08:11.920]  我自己作為一個參與培訓的
[00:08:11.920 --> 00:08:13.920]  我們回家說現在很精彩
[00:08:13.920 --> 00:08:14.920]  你知道嗎
[00:08:14.920 --> 00:08:15.920]  我們經歷過
[00:08:15.920 --> 00:08:16.920]  但不過是兩三個星期
[00:08:16.920 --> 00:08:17.920]  大家明白嗎
[00:08:17.920 --> 00:08:19.920]  他們是要留在那裏
[00:08:19.920 --> 00:08:21.920]  他們的餘生
[00:08:22.920 --> 00:08:24.920]  當我們讀到聖經的時候
[00:08:24.920 --> 00:08:28.920]  我們上帝的兒子成為人生卻不是這樣
[00:08:28.920 --> 00:08:31.920]  他不是在五星級酒店
[00:08:31.920 --> 00:08:33.920]  雖然我們很多時候我們唱詩歌
[00:08:33.920 --> 00:08:35.920]  耶穌基督他寫起了天上的榮華
[00:08:35.920 --> 00:08:37.920]  聖經裏面從來都沒有講的
[00:08:37.920 --> 00:08:38.920]  詩歌講的
[00:08:38.920 --> 00:08:43.920]  耶穌基督他降世為人
[00:08:43.920 --> 00:08:45.920]  他不是快閃黨的
[00:08:45.920 --> 00:08:48.920]  他是正正經經的
[00:08:48.920 --> 00:08:51.920]  跟我們一樣
[00:08:51.920 --> 00:08:55.920]  由一個母親
[00:08:55.920 --> 00:08:58.920]  經過生產
[00:08:58.920 --> 00:09:00.920]  他不是一出生就站起來
[00:09:00.920 --> 00:09:02.920]  講兩篇道理你們聽聽
[00:09:02.920 --> 00:09:04.920]  不是的
[00:09:04.920 --> 00:09:06.920]  他是有三十年的時間
[00:09:06.920 --> 00:09:08.920]  經過他父母的照顧
[00:09:08.920 --> 00:09:10.920]  是一個軟弱無能
[00:09:10.920 --> 00:09:12.920]  要被追殺的嬰孩
[00:09:12.920 --> 00:09:13.920]  這樣的情況出現
[00:09:13.920 --> 00:09:14.920]  很多時候我們覺得
[00:09:14.920 --> 00:09:17.920]  主耶穌你為我們死在十字架上
[00:09:17.920 --> 00:09:19.920]  為我們死而復活
[00:09:19.920 --> 00:09:21.920]  這是很重要的轉捩點
[00:09:21.920 --> 00:09:23.920]  但如果大家認真去讀四福音的話
[00:09:23.920 --> 00:09:25.920]  你會留意到百分之九十
[00:09:25.920 --> 00:09:28.920]  四福音的內容是講耶穌怎樣活的
[00:09:28.920 --> 00:09:31.920]  這個很重要
[00:09:31.920 --> 00:09:34.920]  因為我們信了耶穌之後
[00:09:34.920 --> 00:09:36.920]  不是馬上上天堂
[00:09:36.920 --> 00:09:38.920]  不是馬上回天家
[00:09:38.920 --> 00:09:40.920]  而是還要在地上活
[00:09:40.920 --> 00:09:42.920]  所以耶穌基督在四福音裏面
[00:09:42.920 --> 00:09:44.920]  是用了最多的蝙蝠
[00:09:44.920 --> 00:09:48.920]  去記載耶穌怎樣在地上活的
[00:09:48.920 --> 00:09:50.920]  是活足了他一生
[00:09:50.920 --> 00:09:52.920]  不用怕
[00:09:52.920 --> 00:09:54.920]  我們也是活一生的
[00:09:54.920 --> 00:09:56.920]  是不是
[00:09:56.920 --> 00:09:58.920]  但當我們活一生的時候
[00:09:58.920 --> 00:10:00.920]  我們會有很多不同的態度去活
[00:10:00.920 --> 00:10:02.920]  過去好幾年
[00:10:02.920 --> 00:10:04.920]  自從有小朋友之後
[00:10:04.920 --> 00:10:06.920]  他們會走會走會玩的時候
[00:10:06.920 --> 00:10:09.920]  我們都會一年跟他們去奇妙樂園玩
[00:10:09.920 --> 00:10:12.920]  大家知道那裏是奇妙樂園了
[00:10:12.920 --> 00:10:16.920]  很多時候我們會買一天的通行證
[00:10:16.920 --> 00:10:18.920]  一天的通行證
[00:10:18.920 --> 00:10:20.920]  幾十元一張
[00:10:20.920 --> 00:10:22.920]  當然要玩到盡
[00:10:22.920 --> 00:10:24.920]  天朦朧就要爬起來
[00:10:24.920 --> 00:10:28.920]  然後用最勞累最趕速的方法
[00:10:28.920 --> 00:10:30.920]  盡量玩到天黑
[00:10:30.920 --> 00:10:33.920]  其實很辛苦的
[00:10:33.920 --> 00:10:36.920]  有些被奴役的感覺
[00:10:36.920 --> 00:10:38.920]  今年我們想通了
[00:10:38.920 --> 00:10:40.920]  不買一天的通行證
[00:10:40.920 --> 00:10:42.920]  我們買季節通行證
[00:10:42.920 --> 00:10:44.920]  因為計算過
[00:10:44.920 --> 00:10:46.920]  玩三次就已經歸本了
[00:10:46.920 --> 00:10:50.920]  有季節通行證的玩法
[00:10:50.920 --> 00:10:52.920]  態度很不同
[00:10:52.920 --> 00:10:54.920]  怎樣玩
[00:10:54.920 --> 00:10:56.920]  不用早上爬起來
[00:10:56.920 --> 00:10:58.920]  放假就睡晚一點
[00:10:58.920 --> 00:11:01.920]  睡到小朋友夠夠夠
[00:11:01.920 --> 00:11:03.920]  是不是
[00:11:03.920 --> 00:11:05.920]  然後起來
[00:11:05.920 --> 00:11:07.920]  我們買了通行證
[00:11:07.920 --> 00:11:08.920]  如果大家知道
[00:11:08.920 --> 00:11:10.920]  今年開始有一個小吃通行證
[00:11:10.920 --> 00:11:11.920]  很好的
[00:11:11.920 --> 00:11:12.920]  為什麼呢
[00:11:12.920 --> 00:11:14.920]  每四個小時可以吃一次
[00:11:14.920 --> 00:11:16.920]  睡醒了
[00:11:16.920 --> 00:11:17.920]  先不要吃東西
[00:11:17.920 --> 00:11:19.920]  空著肚子去吃
[00:11:19.920 --> 00:11:21.920]  空著肚子去吃
[00:11:21.920 --> 00:11:23.920]  吃完之後不用趕
[00:11:23.920 --> 00:11:25.920]  慢慢走
[00:11:25.920 --> 00:11:26.920]  知道為什麼嗎
[00:11:26.920 --> 00:11:28.920]  因為還有得玩
[00:11:28.920 --> 00:11:29.920]  玩完回家
[00:11:29.920 --> 00:11:30.920]  下次再來
[00:11:30.920 --> 00:11:31.920]  今天玩不完
[00:11:31.920 --> 00:11:32.920]  下次再來
[00:11:32.920 --> 00:11:34.920]  不過今天想玩哪個
[00:11:34.920 --> 00:11:35.920]  先去那裏
[00:11:35.920 --> 00:11:36.920]  人隊場
[00:11:36.920 --> 00:11:38.920]  去別的地方玩
[00:11:38.920 --> 00:11:40.920]  然後去吃東西
[00:11:40.920 --> 00:11:41.920]  吃都吃不完
[00:11:41.920 --> 00:11:43.920]  要帶好盒子
[00:11:43.920 --> 00:11:47.920]  因為蠢了
[00:11:47.920 --> 00:11:48.920]  買四個通行證
[00:11:48.920 --> 00:11:49.920]  下次買兩個小吃通行證就夠了
[00:11:49.920 --> 00:11:51.920]  因為兩個大人
[00:11:51.920 --> 00:11:53.920]  兩個套餐夠四個人吃
[00:11:53.920 --> 00:11:54.920]  原來吃不完的
[00:11:54.920 --> 00:11:56.920]  拿兩套東西走
[00:11:56.920 --> 00:11:58.920]  下年不要買那麼多
[00:11:58.920 --> 00:12:00.920]  發覺到原來
[00:12:00.920 --> 00:12:04.920]  當你有了季節通行證
[00:12:04.920 --> 00:12:06.920]  玩的方式又很不同
[00:12:06.920 --> 00:12:08.920]  同樣
[00:12:08.920 --> 00:12:10.920]  當我們有了永生
[00:12:10.920 --> 00:12:14.920]  我們在世界上的態度
[00:12:14.920 --> 00:12:16.920]  其實都應該很不同
[00:12:16.920 --> 00:12:18.920]  一樣的
[00:12:18.920 --> 00:12:20.920]  我有了季節通行證
[00:12:20.920 --> 00:12:21.920]  今天玩不到
[00:12:21.920 --> 00:12:22.920]  下次再來玩
[00:12:22.920 --> 00:12:23.920]  今天這次玩不好
[00:12:23.920 --> 00:12:24.920]  下次再來玩
[00:12:24.920 --> 00:12:26.920]  我還記得帶著兒子去玩
[00:12:26.920 --> 00:12:27.920]  他玩碰碰車
[00:12:27.920 --> 00:12:29.920]  大家有沒有看過小朋友碰碰車
[00:12:29.920 --> 00:12:31.920]  大朋友應該不會有這個情況
[00:12:31.920 --> 00:12:32.920]  小朋友碰碰車
[00:12:32.920 --> 00:12:34.920]  一開始就碰碰車
[00:12:34.920 --> 00:12:35.920]  撞到一堆
[00:12:35.920 --> 00:12:37.920]  然後全部都不會動
[00:12:37.920 --> 00:12:39.920]  旁邊的小朋友說
[00:12:39.920 --> 00:12:41.920]  你們扭就會散了
[00:12:41.920 --> 00:12:43.920]  好像我們聽到一樣
[00:12:43.920 --> 00:12:45.920]  完全聽不到
[00:12:45.920 --> 00:12:47.920]  現在就撞到一堆
[00:12:47.920 --> 00:12:49.920]  扭不散
[00:12:49.920 --> 00:12:50.920]  我兒子第一次去玩
[00:12:50.920 --> 00:12:51.920]  又是碰碰車撞到一堆
[00:12:51.920 --> 00:12:53.920]  扭都扭不動
[00:12:53.920 --> 00:12:54.920]  我太太在旁邊
[00:12:54.920 --> 00:12:56.920]  真的想飛過去幫他扭出來
[00:12:56.920 --> 00:12:57.920]  但又不行
[00:12:57.920 --> 00:12:58.920]  只可以在旁邊看
[00:12:58.920 --> 00:13:01.920]  旁邊的爸爸媽媽都很生氣
[00:13:01.920 --> 00:13:03.920]  說要多扭才行
[00:13:03.920 --> 00:13:07.920]  結果都是撞到一堆直到時間到
[00:13:07.920 --> 00:13:10.920]  碰碰車就是一堆車
[00:13:10.920 --> 00:13:12.920]  撞到一堆直到時間到
[00:13:12.920 --> 00:13:15.920]  之後我太太就聰明了
[00:13:15.920 --> 00:13:18.920]  因為要綁安全帶
[00:13:18.920 --> 00:13:20.920]  下次再帶出去的時候
[00:13:20.920 --> 00:13:21.920]  扣完底保險帶
[00:13:21.920 --> 00:13:22.920]  扭一次給他看
[00:13:22.920 --> 00:13:23.920]  他就知道了
[00:13:23.920 --> 00:13:26.920]  這次再玩
[00:13:26.920 --> 00:13:27.920]  為什麼呢
[00:13:27.920 --> 00:13:29.920]  有再玩的機會
[00:13:29.920 --> 00:13:34.920]  當然人生只有一場
[00:13:34.920 --> 00:13:36.920]  但我們有永生的時候
[00:13:36.920 --> 00:13:38.920]  我們知道這一世人
[00:13:38.920 --> 00:13:41.920]  沒有人可以玩得完所有東西
[00:13:41.920 --> 00:13:43.920]  何必這麼勞累呢
[00:13:43.920 --> 00:13:46.920]  當我們知道我們有永恆的時候
[00:13:46.920 --> 00:13:49.920]  其實我們生命的態度
[00:13:49.920 --> 00:13:51.920]  應該是不同了
[00:13:51.920 --> 00:13:53.920]  態度從哪裡來呢
[00:13:53.920 --> 00:13:55.920]  就是從耶穌基督的生命那裡來
[00:13:55.920 --> 00:13:56.920]  你有沒有留意到
[00:13:56.920 --> 00:13:57.920]  耶穌很趕的
[00:13:57.920 --> 00:13:58.920]  耶穌不趕的
[00:13:58.920 --> 00:14:00.920]  雖然耶穌很勤力
[00:14:00.920 --> 00:14:02.920]  但耶穌不趕時間的
[00:14:02.920 --> 00:14:03.920]  走著走著
[00:14:03.920 --> 00:14:04.920]  明明說
[00:14:04.920 --> 00:14:06.920]  那個官走來跟耶穌說
[00:14:06.920 --> 00:14:08.920]  我的女兒快要死了
[00:14:08.920 --> 00:14:09.920]  你來救我的女兒吧
[00:14:09.920 --> 00:14:12.920]  被人拉了三腳就停下來了
[00:14:12.920 --> 00:14:14.920]  誰拉我
[00:14:14.920 --> 00:14:15.920]  誰摸我
[00:14:15.920 --> 00:14:19.920]  旁邊那個快要死的女兒的爸爸就說
[00:14:19.920 --> 00:14:20.920]  誰拉你衣服
[00:14:20.920 --> 00:14:22.920]  我快要拉你了
[00:14:22.920 --> 00:14:24.920]  你快點去救我的女兒吧
[00:14:24.920 --> 00:14:25.920]  耶穌不急的
[00:14:25.920 --> 00:14:26.920]  你有沒有留意
[00:14:26.920 --> 00:14:27.920]  知道為什麼嗎
[00:14:27.920 --> 00:14:30.920]  耶穌知道就算那個死了也會復活
[00:14:30.920 --> 00:14:31.920]  因為知道
[00:14:31.920 --> 00:14:35.920]  最特別的地方就是
[00:14:35.920 --> 00:14:38.920]  當我們認識耶穌基督的時候
[00:14:38.920 --> 00:14:39.920]  我們要明白
[00:14:39.920 --> 00:14:42.920]  祂不是只是來這個世界上
[00:14:42.920 --> 00:14:44.920]  為我們的罪去死的
[00:14:44.920 --> 00:14:47.920]  因為如果不是
[00:14:47.920 --> 00:14:49.920]  其實我們就招民到直死可以
[00:14:49.920 --> 00:14:50.920]  我們全部都死了
[00:14:50.920 --> 00:14:51.920]  是不是
[00:14:51.920 --> 00:14:52.920]  不是
[00:14:52.920 --> 00:14:55.920]  正如主席一開始的時候
[00:14:55.920 --> 00:14:56.920]  我們感謝主
[00:14:56.920 --> 00:14:57.920]  我們有生命氣息
[00:14:57.920 --> 00:14:58.920]  好像也不想死
[00:14:58.920 --> 00:15:00.920]  當然我們沒有人活得不耐煩
[00:15:00.920 --> 00:15:01.920]  是不是
[00:15:01.920 --> 00:15:02.920]  有沒有
[00:15:02.920 --> 00:15:04.920]  有沒有活得不耐煩
[00:15:04.920 --> 00:15:05.920]  沒有
[00:15:05.920 --> 00:15:06.920]  但是很矛盾的
[00:15:06.920 --> 00:15:07.920]  我們有時候做基督徒
[00:15:07.920 --> 00:15:09.920]  一方面我們離世於基督徒
[00:15:09.920 --> 00:15:10.920]  還有很多無比
[00:15:10.920 --> 00:15:11.920]  信不信
[00:15:11.920 --> 00:15:12.920]  都不敢說不信
[00:15:12.920 --> 00:15:14.920]  敢問
[00:15:14.920 --> 00:15:15.920]  但是從另一方面來說
[00:15:15.920 --> 00:15:17.920]  我們真的不想死
[00:15:17.920 --> 00:15:18.920]  那麼矛盾的時候
[00:15:18.920 --> 00:15:19.920]  我們怎麼樣呢
[00:15:19.920 --> 00:15:22.920]  耶穌基督在赫西瑪利元的時候
[00:15:22.920 --> 00:15:24.920]  祂說
[00:15:24.920 --> 00:15:25.920]  父啊
[00:15:25.920 --> 00:15:26.920]  若然可行
[00:15:26.920 --> 00:15:29.920]  叫這個苦杯離開我
[00:15:29.920 --> 00:15:32.920]  我相信一定是包括了祂要死亡這件事
[00:15:32.920 --> 00:15:36.920]  是不是
[00:15:36.920 --> 00:15:37.920]  既然是這樣的時候
[00:15:37.920 --> 00:15:38.920]  耶穌基督
[00:15:38.920 --> 00:15:41.920]  祂怎麼去過祂這一生
[00:15:41.920 --> 00:15:44.920]  就幫助我們
[00:15:44.920 --> 00:15:45.920]  去怎麼去建立
[00:15:45.920 --> 00:15:47.920]  我們活在地上
[00:15:47.920 --> 00:15:50.920]  餘生的態度
[00:15:50.920 --> 00:15:52.920]  我們這裡的範圍很大
[00:15:52.920 --> 00:15:54.920]  一說就從最大到最小
[00:15:54.920 --> 00:15:56.920]  可能說幾個世紀
[00:15:56.920 --> 00:15:58.920]  幾十年
[00:15:58.920 --> 00:15:59.920]  但是我們這幾十年裡
[00:15:59.920 --> 00:16:00.920]  我昨晚去一個團契說什麼
[00:16:00.920 --> 00:16:01.920]  說人生下半場
[00:16:01.920 --> 00:16:03.920]  一掃下去都有一些了
[00:16:03.920 --> 00:16:05.920]  是不是
[00:16:05.920 --> 00:16:07.920]  都到了下半場了
[00:16:07.920 --> 00:16:10.920]  好在還有下半場打
[00:16:10.920 --> 00:16:12.920]  那麼
[00:16:12.920 --> 00:16:14.920]  吊詭的地方是什麼呢
[00:16:14.920 --> 00:16:15.920]  我們打一場足球
