
[00:00:00.000 --> 00:00:09.440]  我從事新聞傳播工作到去年整整五十年半世紀
[00:13:33.000 --> 00:13:41.000]  再講多一個 在剛才的信心融榜當中 這個地位是最低微的
[00:13:41.000 --> 00:13:48.000]  低微是悲前吶喊 耶利哥城的妓女
[00:13:48.000 --> 00:13:54.000]  四十年的抗疫生涯 來到加南的邊境
[00:13:54.000 --> 00:14:02.000]  城又高人又大 怎麼打 先進去看看吧 知己知彼
[00:14:02.000 --> 00:14:10.000]  探子進去已經被人圍捕 兩個探子走到一個不認識她的女子家
[00:14:10.000 --> 00:14:17.000]  這個叫拉合 是當時的妓女 拉合信神 她有信心
[00:14:17.000 --> 00:14:26.000]  她拼死保存著兩個探子的生命 是要付代價的
[00:14:26.000 --> 00:14:34.000]  信心另一面就是要付代價 沒付代價的信心 很虛浮
[00:14:34.000 --> 00:14:39.000]  我信你不肯付代價 行啦行啦 沒付代價
[00:14:39.000 --> 00:14:45.000]  但這十個屬靈偉人 每個人的生命都被神壓上了
[00:14:45.000 --> 00:14:51.000]  死就死吧 沒就沒吧 是這樣去拜的
[00:14:51.000 --> 00:14:57.000]  偉大在這裏 她沒有提到保羅 但特別提到保羅
[00:14:57.000 --> 00:15:02.000]  我們看保羅通常是看保羅的書信很得著的
[00:15:02.000 --> 00:15:07.000]  看以弗所書 哥羅西書 迦太書 很喜歡的
[00:15:07.000 --> 00:15:12.000]  貼實萊迦 又有那麼多前後書 愛心篇
[00:15:12.000 --> 00:15:19.000]  這段經文不是經常有人去講的 講一下保羅的慘法
[00:15:19.000 --> 00:15:26.000]  我被棍打了三次 被石頭打了一次
[00:15:26.000 --> 00:15:30.000]  三次海難 一晝一夜在深海掙扎
[00:15:30.000 --> 00:15:34.000]  我又屢次行遠路 遭江河危險 盜賊危險
[00:15:34.000 --> 00:15:38.000]  族人的危險 外族的危險 城裏的危險
[00:15:38.000 --> 00:15:43.000]  曠野的危險 海中的危險 假弟兄的危險
[00:15:43.000 --> 00:15:51.000]  這就是亂世危情 我勞碌困苦 常常失眠
[00:15:51.000 --> 00:15:56.000]  又飢又渴 忍飢耐寒 赤身怒退
[00:15:56.000 --> 00:16:00.000]  這段和本譯得好 排給他 四字 四字
[00:16:00.000 --> 00:16:07.000]  一個人會受那麼多苦 為的就是對神有信心
[00:16:07.000 --> 00:16:16.000]  堅持到底 所以我們所受的苦 所面對的種種情況 微不足道
[00:16:16.000 --> 00:16:21.000]  所以這段經文要帶出來就是我們要超越現在
[00:16:21.000 --> 00:16:25.000]  看起脈來書 特別是我們不能用我們過去人生的經驗
[00:16:25.000 --> 00:16:29.000]  用我們的邏輯去解讀聖經 因為很多人在信仰路上
[00:16:29.000 --> 00:16:34.000]  在信仰門外徘徊 無法突破 就是他永遠用自己的經驗
[00:16:34.000 --> 00:16:38.000]  用自己的邏輯去理解上帝
[00:16:38.000 --> 00:16:43.000]  讀聖經必須是以上帝的邏輯去看聖經才看得到的
[00:16:43.000 --> 00:16:46.000]  怎樣超越現在去仰望新的家鄉
[00:16:46.000 --> 00:16:50.000]  第一點 我們要走出安書 心之歸宿
[00:16:50.000 --> 00:16:54.000]  走出安書對我們來說是很大的挑戰
[00:16:54.000 --> 00:16:59.000]  有時教育同工等等說 我們要走出我們的舒適圈
[00:16:59.000 --> 00:17:03.000]  你們太舒服了 每次回來就像大爺一樣 消費者一樣
[00:17:03.000 --> 00:17:09.000]  說不夠冷 歌又不好聽 怎樣怎樣 很多批評
[00:17:09.000 --> 00:17:15.000]  消費者心態 但教育學你
[00:17:15.000 --> 00:17:17.000]  我們幾時幾日要做些什麼 做些什麼
[00:17:17.000 --> 00:17:22.000]  不要搞我了 我回來享受一下這個心靈的寧靜
[00:17:22.000 --> 00:17:26.000]  不要動我了 人是有安書去的
[00:17:26.000 --> 00:17:32.000]  但我最近改了一個說法 譬如我激勵我
[00:17:32.000 --> 00:17:38.000]  激勵我其他的母會同工 教會一定要變
[00:17:38.000 --> 00:17:43.000]  我們要對新的挑戰 我們要擴大我們的安書區
[00:17:43.000 --> 00:17:47.000]  叫你出走 你會很害怕 我做這樣的事
[00:17:47.000 --> 00:17:51.000]  找一陣子不就很好 又可以侍奉
[00:17:51.000 --> 00:17:57.000]  你擴大它 拉闊它的範圍 你就是很安書的
[00:17:57.000 --> 00:18:01.000]  你的安書區越擴大 你的信心越來越大
[00:18:01.000 --> 00:18:03.000]  你想自己局限在某個階段
[00:18:03.000 --> 00:18:06.000]  我只是做些這樣的事 你不要動我了
[00:18:06.000 --> 00:18:14.000]  那怎樣呢 我們怎樣用我們有限的知識能力
[00:18:14.000 --> 00:18:18.000]  去面對一個不斷變化的世代 去向上帝計劃呢
[00:18:18.000 --> 00:18:23.000]  上帝要教會要變 要變
[00:18:23.000 --> 00:18:28.000]  我們信心的終站是天上的家鄉
[00:18:28.000 --> 00:18:32.000]  完全的信心是更美的長存
[00:18:32.000 --> 00:18:37.000]  擴大安書區 仰望新家鄉
[00:18:37.000 --> 00:18:40.000]  憑信而立 以信心而行
[00:18:40.000 --> 00:18:45.000]  講信心有時候有抽象 愛心比較容易掌握
[00:18:45.000 --> 00:18:51.000]  講信心比較抽象 因為信心是講未來的事
[00:18:51.000 --> 00:18:56.000]  那些你見不清的東西 你是信
[00:18:56.000 --> 00:19:01.000]  這就是信心邀請 但上帝邀請你跟從我
[00:19:01.000 --> 00:19:05.000]  你跟著主的腳踏中可以遇到上帝
[00:19:05.000 --> 00:19:10.000]  但最重要是在信心路上你要看到世界
[00:19:10.000 --> 00:19:16.000]  又要看到別人 在我成長的教會生活當中
[00:19:16.000 --> 00:19:19.000]  曾經有幾多幾有趣的故事
[00:19:19.000 --> 00:19:22.000]  有一段時間 今天你上網找資料
[00:19:22.000 --> 00:19:28.000]  有首歌 當時被很多基督徒教會很抗拒
[00:19:28.000 --> 00:19:30.000]  說我們不要再用這些歌
[00:19:30.000 --> 00:19:34.000]  那個叫做《這世界非我家》
[00:19:34.000 --> 00:19:36.000]  這首歌很特別
[00:19:36.000 --> 00:19:39.000]  一首講到這世界不是我的家
[00:19:39.000 --> 00:19:41.000]  我們是客裡 怎樣怎樣
[00:19:41.000 --> 00:19:45.000]  這世界非我家 我沒有一定住處
[00:19:45.000 --> 00:19:49.000]  我只猜步來天 凡事仰望我住
[00:19:49.000 --> 00:19:53.000]  天會為我大害 天是負小刑
[00:19:53.000 --> 00:19:59.000]  這首歌其實是好歌 但被人曲解了
[00:19:59.000 --> 00:20:03.000]  這世界非我家不是指示客裡
[00:20:03.000 --> 00:20:04.000]  我甚麼都不做
[00:20:04.000 --> 00:20:07.000]  當時有個被批判就是有些教會過份
[00:20:07.000 --> 00:20:11.000]  去了極端 說快點等主回來
[00:20:11.000 --> 00:20:13.000]  我們寄居不用搞那麼多東西
[00:20:13.000 --> 00:20:16.000]  我們在這裡崇拜 祈禱 讀經就可以了
[00:20:16.000 --> 00:20:18.000]  不要理那麼多東西
[00:20:18.000 --> 00:20:23.000]  所以當時正是這個所謂社會方派
[00:20:23.000 --> 00:20:26.000]  和傳統教會一種思想的衝突
[00:20:26.000 --> 00:20:33.000]  於是就不可以太過消極地 保守地看我們信仰
[00:20:33.000 --> 00:20:38.000]  其實看回那些崇靈的位置
[00:20:38.000 --> 00:20:45.000]  信心英雄 保羅 初期教會那些重要領袖
[00:20:45.000 --> 00:20:51.000]  誰不是為了這個信仰付出最大的代價
[00:20:51.000 --> 00:20:53.000]  以至於死
[00:20:53.000 --> 00:20:58.000]  所以我們要看見世界 看見別人
[00:20:58.000 --> 00:21:02.000]  我們是on the way 但這個way是大草
[00:21:02.000 --> 00:21:05.000]  大草的the way有甚麼分別呢
[00:21:05.000 --> 00:21:11.000]  耶穌說我就是道路 真命 生命
[00:21:11.000 --> 00:21:16.000]  the way是大草 only 唯一的道路
[00:21:16.000 --> 00:21:19.000]  所以我們走上信心之路
[00:21:19.000 --> 00:21:21.000]  憑著信心而行
[00:21:21.000 --> 00:21:23.000]  我們會看到周圍的人
[00:21:23.000 --> 00:21:26.000]  不是消極地躲在教會四壁牆
[00:21:26.000 --> 00:21:29.000]  我們那個崇靈安全網裏面
[00:21:29.000 --> 00:21:32.000]  互相取暖 自我感到良好
[00:21:32.000 --> 00:21:37.000]  這就是我們今天看信心的功課 很重要
[00:21:37.000 --> 00:21:42.000]  正因為亂世危情 我們的心很安
[00:21:42.000 --> 00:21:47.000]  但這麼多人不安的時候我們怎樣呢
[00:21:47.000 --> 00:21:50.000]  今時今日真是很多人的心不安
[00:21:50.000 --> 00:21:55.000]  以前很多朋友很驕傲地跟我說
[00:21:55.000 --> 00:21:58.000]  你知不知道我有幾本passport
[00:21:58.000 --> 00:22:03.000]  有些買回來 有些不知怎樣回來 很厲害
[00:22:03.000 --> 00:22:07.000]  你今天拿著哪本passport你覺得最安心
[00:22:07.000 --> 00:22:12.000]  美國 本來幾年前我想最看世界盃
[00:22:12.000 --> 00:22:16.000]  但這幾年都不敢去 如果不想去
[00:22:16.000 --> 00:22:18.000]  看電視算了
[00:22:18.000 --> 00:22:24.000]  英國 本來英國和我們有密切關係
[00:22:24.000 --> 00:22:26.000]  不少好朋友都在英國
[00:22:26.000 --> 00:22:31.000]  但你不知道英國何時又換首相 何時又改政策
[00:22:31.000 --> 00:22:35.000]  今天在英國生活的人其實心裏面很忐忑
[00:22:35.000 --> 00:22:37.000]  哪裏最安全呢
[00:22:37.000 --> 00:22:42.000]  北極 南極 北極是兵家必爭之地
[00:22:42.000 --> 00:22:45.000]  南極的企鵝都要徵稅
[00:22:45.000 --> 00:22:48.000]  南極的生態環境企鵝都不能生存
[00:22:48.000 --> 00:22:50.000]  真是沒有的
[00:22:50.000 --> 00:22:55.000]  如果將我們的安心放在passport
[00:22:55.000 --> 00:23:01.000]  放在財寶身上 這些變化只會令你心更加不安
[00:23:01.000 --> 00:23:09.000]  看看兩位屬靈偉人怎樣為自己默然回首
[00:23:09.000 --> 00:23:11.000]  愛的是行人
[00:23:11.000 --> 00:23:14.000]  去到人生最後一程
[00:23:14.000 --> 00:23:17.000]  彷彿寫下自己的無字名
[00:23:17.000 --> 00:23:20.000]  大衛的詩篇23篇最後那兩句
[00:23:20.000 --> 00:23:23.000]  其實是大衛自己一生一世的寫照
[00:23:23.000 --> 00:23:27.000]  大衛為自己一生寫下無字名
[00:23:27.000 --> 00:23:31.000]  本來的無字名更加是為我們所傳頌
[00:23:31.000 --> 00:23:36.000]  有一個將打過 當日跑路 跑盡了
[00:23:36.000 --> 00:23:39.000]  過去了那裏 守住了
[00:23:39.000 --> 00:23:42.000]  每傳到聖經我都很害怕
[00:23:42.000 --> 00:23:44.000]  計計自己都昏死了
[00:23:44.000 --> 00:23:47.000]  有些將我好似不敢打
[00:23:47.000 --> 00:23:52.000]  當日跑路有些我自己抄小路走鬼了
[00:23:52.000 --> 00:23:54.000]  過安順的道
[00:23:54.000 --> 00:23:58.000]  有些情況下我又好像沒有守住
[00:23:58.000 --> 00:24:00.000]  好像不太合格
[00:24:00.000 --> 00:24:05.000]  所以你看這些屬靈偉人的無字名
[00:24:05.000 --> 00:24:09.000]  不是嘩真偉大 主你真偉大
[00:24:09.000 --> 00:24:11.000]  你反照自己
[00:24:11.000 --> 00:24:14.000]  你可不可以這樣對自己說
[00:24:14.000 --> 00:24:17.000]  我一生一世都必住在耶和華
[00:24:17.000 --> 00:24:19.000]  有因為慈愛除罪我
[00:24:19.000 --> 00:24:21.000]  住在耶和華的殿中至永遠
[00:24:21.000 --> 00:24:23.000]  有沒有信心呢
[00:24:23.000 --> 00:24:27.000]  信心是每個人心裏最隱藏的東西
[00:24:27.000 --> 00:24:30.000]  愛心有時用行為可以掩飾到
[00:24:30.000 --> 00:24:38.000]  信心是直接面對我在天上的父
[00:24:38.000 --> 00:24:43.000]  今天的題目其實比較闊
[00:24:43.000 --> 00:24:46.000]  比較深一點
[00:24:46.000 --> 00:24:51.000]  可能我的演繹還不足以發揮
[00:24:51.000 --> 00:24:54.000]  希伯來書11:1
[00:24:54.000 --> 00:24:59.000]  所以找來了兩位屬靈的長輩幫幫手
[00:24:59.000 --> 00:25:04.000]  大家請來的是去年安息了
[00:25:04.000 --> 00:25:10.000]  享高壽過百歲的一位現代屬靈偉人
[00:25:10.000 --> 00:25:13.000]  加拿大維珍學院Virgin College的
[00:25:13.000 --> 00:25:17.000]  James Houston 牛士廷教授
[00:25:17.000 --> 00:25:21.000]  他的學生分佈全球
[00:25:21.000 --> 00:25:23.000]  這本書叫《喜樂流放者》
[00:25:23.000 --> 00:25:25.000]  是十幾二十年前的一本書
[00:25:25.000 --> 00:25:29.000]  我最近翻看了
[00:25:29.000 --> 00:25:34.000]  今天的講題好像是一個亂世危情
[00:25:34.000 --> 00:25:36.000]  心安何事的一個答案
[00:25:36.000 --> 00:25:40.000]  他說在這個世界上我們都是流放者
[00:25:40.000 --> 00:25:43.000]  宋多博所講的人生如逆鱗
[00:25:43.000 --> 00:25:45.000]  我們是流放者
[00:25:45.000 --> 00:25:49.000]  從始終那方犯罪被踢出伊甸園
[00:25:49.000 --> 00:25:52.000]  我們就流放在世界當中
[00:25:52.000 --> 00:25:54.000]  你找不到自我
[00:25:54.000 --> 00:25:57.000]  喜樂是對神的愛懷有盼望
[00:25:57.000 --> 00:25:59.000]  如果我對神毫無盼望
[00:25:59.000 --> 00:26:02.000]  就會封閉自己拒絕喜樂流入
[00:26:02.000 --> 00:26:06.000]  你封閉了自己沒有喜樂了
[00:26:06.000 --> 00:26:10.000]  永恆的喜樂是以各種徵兆出現在世上
[00:26:10.000 --> 00:26:12.000]  讓人驚鴻一瞥
[00:26:12.000 --> 00:26:14.000]  這個翻譯厲害
[00:26:14.000 --> 00:26:17.000]  你知道我們對現世的生活
[00:26:17.000 --> 00:26:19.000]  有時感到不安與不滿
[00:26:19.000 --> 00:26:23.000]  有的 總是起起跌跌的
[00:26:23.000 --> 00:26:26.000]  因為只有天堂才是我們的終局
[00:26:26.000 --> 00:26:29.000]  我們都是流放者
[00:26:29.000 --> 00:26:31.000]  在世上我們有很多的苦難
[00:26:31.000 --> 00:26:32.000]  很多的不安
[00:26:32.000 --> 00:26:34.000]  但我們有喜樂
[00:26:34.000 --> 00:26:36.000]  我們有盼望
[00:26:36.000 --> 00:26:39.000]  只有天堂才是我們的終局
[00:26:39.000 --> 00:26:42.000]  有興趣可以看第一本《喜樂流放者》
[00:26:42.000 --> 00:26:44.000]  舊書來的
[00:26:44.000 --> 00:26:48.000]  請一些老外找一個香港人
[00:26:48.000 --> 00:26:50.000]  五位文牧師
[00:26:50.000 --> 00:26:52.000]  亦師亦友
[00:26:52.000 --> 00:26:56.000]  中大崇基學院校務退休了
[00:26:56.000 --> 00:26:59.000]  現在去了美國安享晚年
[00:26:59.000 --> 00:27:02.000]  誰知道他離開香港前
[00:27:02.000 --> 00:27:04.000]  突破幫他出來
[00:27:04.000 --> 00:27:10.000]  將他在崇基禮拜堂的最好的講道結集出來
[00:27:10.000 --> 00:27:12.000]  在書的最後
[00:27:12.000 --> 00:27:14.000]  有幾句這樣的精語
[00:27:14.000 --> 00:27:18.000]  可以作為我們今天回去慢慢思考
[00:27:18.000 --> 00:27:21.000]  與今天講題的關係
[00:27:21.000 --> 00:27:24.000]  講未來 講信心
[00:27:24.000 --> 00:27:26.000]  感謝你 感謝神
[00:27:26.000 --> 00:27:29.000]  將我們的將來隱藏起來
[00:27:29.000 --> 00:27:31.000]  我們是看不到的
[00:27:31.000 --> 00:27:33.000]  有些人你不知道的
[00:27:33.000 --> 00:27:37.000]  免得我們窺探到失敗而果足不前
[00:27:37.000 --> 00:27:39.000]  如果你知道你會失敗
[00:27:39.000 --> 00:27:41.000]  你知道你失敗
[00:27:41.000 --> 00:27:42.000]  那你怎樣?
[00:27:42.000 --> 00:27:44.000]  你就站在那裏
[00:27:44.000 --> 00:27:45.000]  死了不要走了
[00:27:45.000 --> 00:27:47.000]  我走了就是失敗了
[00:27:47.000 --> 00:27:50.000]  如先知跌倒而急敢立戰
[00:27:50.000 --> 00:27:52.000]  你要知道你會跌倒的
[00:27:52.000 --> 00:27:55.000]  你還敢立戰嗎?
[00:27:55.000 --> 00:27:59.000]  在困乏艱難當中
[00:27:59.000 --> 00:28:01.000]  求你磨練我們的意志
[00:28:01.000 --> 00:28:03.000]  叫我們謹記
[00:28:03.000 --> 00:28:04.000]  兩句說話很重要
[00:28:04.000 --> 00:28:07.000]  隱蔽的事屬於上主
[00:28:07.000 --> 00:28:10.000]  不要鑽牛角尖問這些
[00:28:10.000 --> 00:28:13.000]  其實神何時回來?
[00:28:13.000 --> 00:28:15.000]  何時接我回天家?
[00:28:15.000 --> 00:28:19.000]  隱蔽的事屬於神
[00:28:19.000 --> 00:28:21.000]  你不要鑽這些
[00:28:21.000 --> 00:28:24.000]  但明顯當政的本份
[00:28:24.000 --> 00:28:27.000]  我們責無旁貸
[00:28:27.000 --> 00:28:31.000]  做回你應該做的事
[00:28:31.000 --> 00:28:34.000]  信心
[00:28:34.000 --> 00:28:38.000]  就是對一些我們未知的未來
