
[00:00:00.000 --> 00:00:07.000]  在生活中有些事情你視為理所當然
[00:03:53.000 --> 00:03:57.000]  當我用心去看聖經
[00:03:57.000 --> 00:04:04.000]  用心去看卡茂·馬夫斯相關瘟疫文學的作品
[00:04:04.000 --> 00:04:10.000]  我發覺作品當中都存在兩個相對的元素
[00:04:10.000 --> 00:04:14.000]  愛與死亡
[00:04:14.000 --> 00:04:19.000]  這兩個元素其實在平時來說
[00:04:19.000 --> 00:04:22.000]  大家都覺得是很自然會發生的事
[00:04:22.000 --> 00:04:26.000]  但在瘟疫期間愛與死亡是並存的
[00:04:26.000 --> 00:04:30.000]  這是一個很特別的情況
[00:04:30.000 --> 00:04:34.000]  記憶猶新的歷史
[00:04:34.000 --> 00:04:36.000]  03年沙士
[00:04:36.000 --> 00:04:39.000]  特別是教會中人會記得
[00:04:39.000 --> 00:04:43.000]  幾位很特別離開了基督徒
[00:04:43.000 --> 00:04:48.000]  或者仍然今天是存在基督徒的醫生
[00:04:48.000 --> 00:04:54.000]  他們的故事其實就是愛與死亡的故事
[00:04:54.000 --> 00:04:57.000]  所以我會分享一些沙士期間
[00:04:57.000 --> 00:05:00.000]  一個很特別的經歷
[00:05:00.000 --> 00:05:02.000]  因為我經歷過沙士
[00:05:02.000 --> 00:05:06.000]  在沙多我是一個很特別的成長和體會
[00:05:06.000 --> 00:05:09.000]  所以面對死亡
[00:05:09.000 --> 00:05:12.000]  我比一般人是沒那麼害怕的
[00:05:12.000 --> 00:05:15.000]  今天我選的經文很特別
[00:05:15.000 --> 00:05:19.000]  基本上不是舊約所記載的真正的瘟疫
[00:05:19.000 --> 00:05:21.000]  死了多少人的情況
[00:05:21.000 --> 00:05:26.000]  而是一個很特別的一種法庭的事件
[00:05:26.000 --> 00:05:31.000]  就是保羅當時被提控
[00:05:31.000 --> 00:05:33.000]  去到法庭
[00:05:33.000 --> 00:05:37.000]  法庭方面就請了一個很有名的辯士
[00:05:37.000 --> 00:05:41.000]  可能是等於今天的資深大法官
[00:05:41.000 --> 00:05:45.000]  辯裁出眾很厲害的一位人物
[00:05:45.000 --> 00:05:47.000]  你要做一個主控官
[00:05:47.000 --> 00:05:52.000]  這個鐵土羅一出來很厲害
[00:05:52.000 --> 00:05:57.000]  先去贊贊當時的羅馬政府
[00:05:57.000 --> 00:05:59.000]  全靠大人英明神武
[00:05:59.000 --> 00:06:02.000]  今天我們國泰民安多好
[00:06:02.000 --> 00:06:05.000]  不過有人搞事
[00:06:05.000 --> 00:06:07.000]  就是這個保羅
[00:06:07.000 --> 00:06:11.000]  所以當時來說這個控罪
[00:06:11.000 --> 00:06:14.000]  是相當嚴重也相當轟動
[00:06:14.000 --> 00:06:21.000]  不過這位辯士就用了一個很特別的形容詞
[00:06:21.000 --> 00:06:23.000]  去形容保羅
[00:06:23.000 --> 00:06:27.000]  我就借用他這個名用詞去形容保羅
[00:06:27.000 --> 00:06:29.000]  都成我今天講道題目
[00:06:29.000 --> 00:06:34.000]  就不是用馬夫斯的「愛在瘟疫蔓延時」
[00:06:34.000 --> 00:06:39.000]  是「愛在瘟疫蔓延時」
[00:06:39.000 --> 00:06:42.000]  他怎麼說呢
[00:06:42.000 --> 00:06:46.000]  我們看這人如同瘟疫一般
[00:06:46.000 --> 00:06:50.000]  是鼓動普天下所有猶太人
[00:06:50.000 --> 00:06:51.000]  作亂的人
[00:06:51.000 --> 00:06:54.000]  尤其是拿撒勒教派的一個頭目
[00:06:54.000 --> 00:06:57.000]  他甚至連聖殿也要污蔑
[00:06:57.000 --> 00:07:00.000]  我們就把他抓了
[00:07:00.000 --> 00:07:04.000]  首先是一個形容詞
[00:07:04.000 --> 00:07:07.000]  這個人好像瘟疫一樣
[00:07:07.000 --> 00:07:09.000]  要避之則吉
[00:07:09.000 --> 00:07:13.000]  還有他有一個很厲害的傳播力量
[00:07:13.000 --> 00:07:16.000]  你一天不除他會出事的
[00:07:16.000 --> 00:07:20.000]  接著列舉三大罪名
[00:07:20.000 --> 00:07:23.000]  這個真的很厲害
[00:07:23.000 --> 00:07:25.000]  三大罪名
[00:07:25.000 --> 00:07:32.000]  三個罪名都足以入罪和重判
[00:07:32.000 --> 00:07:38.000]  但是保羅要透過這個很特別的法庭的陳詞
[00:07:38.000 --> 00:07:41.000]  是完全回應到你對他控罪
[00:07:41.000 --> 00:07:45.000]  並且帶出了一個很特別的信息
[00:07:45.000 --> 00:07:50.000]  所以愛真的好像瘟疫一樣
[00:07:50.000 --> 00:07:53.000]  一個很強的感染力
[00:07:53.000 --> 00:07:56.000]  很強的傳播力
[00:07:56.000 --> 00:07:59.000]  並且人人都可以中招
[00:07:59.000 --> 00:08:03.000]  愛同樣可以感動很多人
[00:08:03.000 --> 00:08:07.000]  所以愛和死亡兩種力量是並存的
[00:08:07.000 --> 00:08:09.000]  瘟疫很可怕
[00:08:09.000 --> 00:08:14.000]  但是你看到聖經的詩人都用瘟疫作出某種不足
[00:08:14.000 --> 00:08:16.000]  文學家用瘟疫作出不足
[00:08:16.000 --> 00:08:19.000]  唯有在死亡的時候我們更加看得到愛
[00:08:19.000 --> 00:08:24.000]  所以我們看保羅在庭上的答辯是多麼特別
[00:08:24.000 --> 00:08:27.000]  這三個控罪是很具體的
[00:08:27.000 --> 00:08:29.000]  第一個叫鼓動作亂
[00:08:29.000 --> 00:08:32.000]  第二是教派頭目
[00:08:32.000 --> 00:08:34.000]  第三是污蔑聖殿
[00:08:34.000 --> 00:08:38.000]  兩項是政治控罪
[00:08:38.000 --> 00:08:41.000]  一項是宗教控罪
[00:08:41.000 --> 00:08:44.000]  政教合一的指控
[00:08:44.000 --> 00:08:48.000]  三項罪名很嚴重
[00:08:48.000 --> 00:08:52.000]  但是保羅跟著來一個很清晰的答辯
[00:08:52.000 --> 00:08:56.000]  我今天不是詳細講解他的答辯
[00:08:56.000 --> 00:08:57.000]  大家可以回去看
[00:08:57.000 --> 00:09:01.000]  我只要講他的答辯帶出的效果
[00:09:01.000 --> 00:09:03.000]  即時有人中招
[00:09:03.000 --> 00:09:05.000]  即時有人受感染
[00:09:05.000 --> 00:09:07.000]  保羅的答辯很特別
[00:09:07.000 --> 00:09:13.000]  我們暫時放下一些政治的成見
[00:09:13.000 --> 00:09:18.000]  讓我講一件很特別的新聞故事
[00:09:18.000 --> 00:09:22.000]  在佔中案審訊的時候
[00:09:22.000 --> 00:09:25.000]  三指一的朱元梅牧師
[00:09:25.000 --> 00:09:29.000]  在庭上作了一個自辯
[00:09:29.000 --> 00:09:31.000]  他在自辯中說
[00:09:31.000 --> 00:09:34.000]  作為牧師我一生講道無數
[00:09:34.000 --> 00:09:37.000]  但從未有一篇講章
[00:09:37.000 --> 00:09:40.000]  好像這次一樣我這麼用心的準備
[00:09:40.000 --> 00:09:42.000]  這麼認真的準備
[00:09:42.000 --> 00:09:44.000]  還有這麼多人聽的
[00:09:44.000 --> 00:09:46.000]  那是法庭的自辯
[00:09:46.000 --> 00:09:50.000]  無論你是任何的政見
[00:09:50.000 --> 00:09:52.000]  但對於教牧童工來說
[00:09:52.000 --> 00:09:54.000]  他在庭上的自辯
[00:09:54.000 --> 00:09:57.000]  是將他一生的侍奉
[00:09:57.000 --> 00:09:59.000]  投身社會
[00:09:59.000 --> 00:10:01.000]  關心社會政治的原因
[00:10:01.000 --> 00:10:03.000]  為什麼來龍去脈
[00:10:03.000 --> 00:10:08.000]  很多有血有故事一路沈著出來
[00:10:08.000 --> 00:10:13.000]  想想這有多少保羅昔日的影子
[00:10:13.000 --> 00:10:16.000]  就是對保公堂
[00:10:16.000 --> 00:10:19.000]  將公堂化為講壇
[00:10:19.000 --> 00:10:22.000]  這個我們很重要
[00:10:22.000 --> 00:10:23.000]  一個基督徒
[00:10:23.000 --> 00:10:26.000]  一個神的僕人
[00:10:26.000 --> 00:10:28.000]  沒有了講壇
[00:10:28.000 --> 00:10:30.000]  沒有了莊嚴的教會
[00:10:30.000 --> 00:10:33.000]  對著一個小小的機器
[00:10:33.000 --> 00:10:35.000]  能不能講得到
[00:10:35.000 --> 00:10:37.000]  為什麼講不到
[00:10:37.000 --> 00:10:39.000]  去到哪裡都講得到
[00:10:39.000 --> 00:10:41.000]  沒有任何器材都講得到
[00:10:41.000 --> 00:10:43.000]  沒有壇都講得到
[00:10:43.000 --> 00:10:48.000]  因為所講的是神怎麼去改變我們的生命故事
[00:10:48.000 --> 00:10:50.000]  這就是我們每個基督徒
[00:10:50.000 --> 00:10:52.000]  我們知道
[00:10:52.000 --> 00:10:56.000]  什麼叫萬事都互相效力
[00:10:56.000 --> 00:11:00.000]  當時我特別去呼籲弟兄姐妹
[00:11:00.000 --> 00:11:02.000]  將你家人可不可以暫時
[00:11:02.000 --> 00:11:04.000]  不要去聽歌詞
[00:11:04.000 --> 00:11:06.000]  不要看報紙字
[00:11:06.000 --> 00:11:08.000]  不要上網字
[00:11:08.000 --> 00:11:11.000]  一起來崇拜過去幾個星期的經驗
[00:11:11.000 --> 00:11:13.000]  不同教會給我的感覺就是
[00:11:13.000 --> 00:11:16.000]  李生有回憶打給我
[00:11:16.000 --> 00:11:19.000]  他說很感謝你來我們教會講道
[00:11:19.000 --> 00:11:22.000]  他的兒子和他老公從來不去教會
[00:11:22.000 --> 00:11:24.000]  他就被逼坐在那裡聽道
[00:11:24.000 --> 00:11:26.000]  因為家裡小 沒地方可以走
[00:11:26.000 --> 00:11:28.000]  就坐在那裡
[00:11:28.000 --> 00:11:30.000]  他都覺得很特別
[00:11:30.000 --> 00:11:35.000]  他說這個基督教信仰真的很特別
[00:11:35.000 --> 00:11:37.000]  沒有人會這樣說話的
[00:11:37.000 --> 00:11:40.000]  每天接收到洗手啊
[00:11:40.000 --> 00:11:42.000]  不要去和人家聊天啊
[00:11:42.000 --> 00:11:44.000]  不要去哪裡哪裡
[00:11:44.000 --> 00:11:46.000]  嚇你了 否則會爆發
[00:11:46.000 --> 00:11:49.000]  他就怕沒有雞蛋 沒有米怎麼辦
[00:11:49.000 --> 00:11:51.000]  沒有口罩怎麼辦
[00:11:51.000 --> 00:11:55.000]  就被這些精神轟炸到人都瘋了
[00:11:55.000 --> 00:11:58.000]  這個時候我們更加需要
[00:11:58.000 --> 00:12:03.000]  去聆聽自己內心的聲音
[00:12:03.000 --> 00:12:06.000]  其實你很害怕的
[00:12:06.000 --> 00:12:09.000]  怕中招
[00:12:09.000 --> 00:12:12.000]  怕沒份工作
[00:12:12.000 --> 00:12:17.000]  怕投資股票跌
[00:12:17.000 --> 00:12:19.000]  沒有一件事是好的
[00:12:19.000 --> 00:12:22.000]  怎麼會不怕
[00:12:22.000 --> 00:12:24.000]  怎麼會不擔心
[00:12:24.000 --> 00:12:29.000]  我很多好朋友都是醫護同工
[00:12:29.000 --> 00:12:32.000]  過去十幾年我在醫院做了很多很多的培訓
[00:12:32.000 --> 00:12:34.000]  很多的工作
[00:12:34.000 --> 00:12:36.000]  醫院和我當然很密切
[00:12:36.000 --> 00:12:39.000]  這段時間我透過很簡單的WhatsApp
[00:12:39.000 --> 00:12:41.000]  我才能夠和他們承諾
[00:12:41.000 --> 00:12:44.000]  只要你覺得我可以什麼時候來
[00:12:44.000 --> 00:12:48.000]  我就會來和大家分享信息
[00:12:48.000 --> 00:12:50.000]  作為一個傳道人傳播
[00:12:50.000 --> 00:12:52.000]  我唯一給大家的
[00:12:52.000 --> 00:12:54.000]  就是能夠用神的話語
[00:12:54.000 --> 00:12:56.000]  用經驗
[00:12:56.000 --> 00:12:58.000]  用人生的智慧
[00:12:58.000 --> 00:13:00.000]  閱讀所得和大家分享
[00:13:00.000 --> 00:13:05.000]  為大家真正去打好我們心靈的一場仗
[00:13:05.000 --> 00:13:09.000]  所以保羅是利用一個公堂的答辯
[00:13:09.000 --> 00:13:12.000]  去說了一篇好的道
[00:13:12.000 --> 00:13:13.000]  這篇道呢
[00:13:13.000 --> 00:13:16.000]  一路看第十節 一路講下去
[00:13:16.000 --> 00:13:18.000]  一路講下去
[00:13:18.000 --> 00:13:20.000]  他的答辯就是這麼特別
[00:13:20.000 --> 00:13:21.000]  這個很特別的
[00:13:21.000 --> 00:13:24.000]  這個答辯本身是帶出了兩樣東西
[00:13:24.000 --> 00:13:26.000]  就是在公堂之上
[00:13:26.000 --> 00:13:30.000]  其實他面對一個被判刑
[00:13:30.000 --> 00:13:32.000]  並收監
[00:13:32.000 --> 00:13:36.000]  甚至可能成為殉道者
[00:13:36.000 --> 00:13:41.000]  他面對的是監禁和死亡
[00:13:41.000 --> 00:13:43.000]  但同時在公堂之上
[00:13:43.000 --> 00:13:45.000]  他能夠彰顯神的信息
[00:13:45.000 --> 00:13:49.000]  他能夠向外無限的去講解
[00:13:49.000 --> 00:13:52.000]  這個力量今天也使很多基督徒
[00:13:52.000 --> 00:13:56.000]  很多人包括在美國、英國
[00:13:56.000 --> 00:13:57.000]  這些基督教傳統國家
[00:13:57.000 --> 00:14:00.000]  很多教會同工都面對這個掙扎
[00:14:00.000 --> 00:14:03.000]  在這時候有什麼信息可以給會友呢?
[00:14:03.000 --> 00:14:05.000]  有什麼信息可以給我們的基督徒呢?
[00:14:05.000 --> 00:14:07.000]  如果你自己也害怕
[00:14:07.000 --> 00:14:09.000]  自己也擔心
[00:14:09.000 --> 00:14:10.000]  怎麼安慰人呢?
[00:14:10.000 --> 00:14:13.000]  這個就是一個很關鍵的
[00:14:13.000 --> 00:14:15.000]  魔鬼
[00:14:15.000 --> 00:14:18.000]  所用的方法就是透過周圍的環境
[00:14:18.000 --> 00:14:21.000]  叫你投降
[00:14:21.000 --> 00:14:23.000]  環境的改變
[00:14:23.000 --> 00:14:25.000]  種種不如意事
[00:14:25.000 --> 00:14:28.000]  工沒了 投資拙選了 怎麼怎麼怎麼
[00:14:28.000 --> 00:14:33.000]  所有計劃全部沒了
[00:14:33.000 --> 00:14:35.000]  其實我也不是唱高調的
[00:14:35.000 --> 00:14:38.000]  我也是受害人來的
[00:14:38.000 --> 00:14:39.000]  自從從少林隊退休之後
[00:14:39.000 --> 00:14:42.000]  我一個很重要的工作收來源
[00:14:42.000 --> 00:14:47.000]  我幫政府部門和公營機構做了一個培訓工作
[00:14:47.000 --> 00:14:51.000]  這半年是零收入的
[00:14:51.000 --> 00:14:53.000]  不是說你唱港風涼話
[00:14:53.000 --> 00:14:56.000]  你自己很甜蜜說不怕了不怕了
[00:14:56.000 --> 00:14:59.000]  所以我絕對是明白到
[00:14:59.000 --> 00:15:01.000]  大家辛苦
[00:15:01.000 --> 00:15:04.000]  因為我家叫外賣
[00:15:04.000 --> 00:15:06.000]  有個年輕女
[00:15:06.000 --> 00:15:07.000]  乘著外賣客上來
[00:15:07.000 --> 00:15:10.000]  我說今天為什麼不是那個哥哥
[00:15:10.000 --> 00:15:11.000]  是電單車來的
[00:15:11.000 --> 00:15:13.000]  她說我現在是步兵來的
[00:15:13.000 --> 00:15:14.000]  什麼步兵啊
[00:15:14.000 --> 00:15:16.000]  沒電單車一排
[00:15:16.000 --> 00:15:18.000]  沒東西做 做什麼啊
[00:15:18.000 --> 00:15:21.000]  現在找工作就是送外賣
[00:15:21.000 --> 00:15:23.000]  工價50塊錢一個小時 你做不做啊
[00:15:23.000 --> 00:15:26.000]  到那些小女孩
[00:15:26.000 --> 00:15:28.000]  是做兵送外賣的
[00:15:28.000 --> 00:15:30.000]  為什麼啊
[00:15:30.000 --> 00:15:32.000]  那份工作炒了 哪個工作還了
[00:15:32.000 --> 00:15:34.000]  我絕對明白到
[00:15:35.000 --> 00:15:39.000]  真的那些找餐吃的家庭
[00:15:39.000 --> 00:15:44.000]  是多難去面對這場抗戰
[00:15:44.000 --> 00:15:46.000]  於是你問神在哪裡
[00:15:46.000 --> 00:15:49.000]  公義在哪裡
[00:15:49.000 --> 00:15:52.000]  魔鬼就用外在環境
[00:15:52.000 --> 00:15:55.000]  令我們去投降
[00:15:55.000 --> 00:15:59.000]  但是神就透過我們心裡的力量
[00:15:59.000 --> 00:16:00.000]  令我們剛強
[00:16:00.000 --> 00:16:01.000]  所以這段日子
[00:16:01.000 --> 00:16:05.000]  其實我們正在面對兩股力量的對抗
[00:16:05.000 --> 00:16:11.000]  我們不可以在環境 疫症 困難面前投降
[00:16:11.000 --> 00:16:15.000]  放棄 放棄
[00:16:15.000 --> 00:16:18.000]  是難受的
[00:16:18.000 --> 00:16:21.000]  社會事件 政治事件
[00:16:21.000 --> 00:16:24.000]  令我們筋疲力盡
[00:16:24.000 --> 00:16:29.000]  再加上疫情令我們身心俱疲
[00:16:29.000 --> 00:16:31.000]  但這時候
[00:16:31.000 --> 00:16:34.000]  我們一定要知道
[00:16:34.000 --> 00:16:37.000]  我們一定要堅強地
[00:16:37.000 --> 00:16:41.000]  比以前活得更加好
[00:16:41.000 --> 00:16:44.000]  更加困難的環境當中
[00:16:44.000 --> 00:16:46.000]  去體會到那兩股力量
[00:16:46.000 --> 00:16:53.000]  用內心力量去抗拒外在環境的改變
[00:16:53.000 --> 00:16:57.000]  過幾個月我在不同的地方
[00:16:57.000 --> 00:17:00.000]  不同的社群都分享到一些
[00:17:00.000 --> 00:17:04.000]  社運帶來很多心靈上的衝擊
[00:17:04.000 --> 00:17:06.000]  一些很基本
[00:17:06.000 --> 00:17:08.000]  但你不瞭解的溝通技巧
[00:17:08.000 --> 00:17:11.000]  講回如何能夠透過信仰的力量
[00:17:11.000 --> 00:17:17.000]  我們是能夠彼此是能夠配搭
[00:17:17.000 --> 00:17:23.000]  彼此能夠繼續形成一股群體的力量
[00:17:23.000 --> 00:17:25.000]  但最重要的是
[00:17:25.000 --> 00:17:28.000]  你先要治好自己的心靈
[00:17:28.000 --> 00:17:31.000]  這段時間有兩只野獸
[00:17:31.000 --> 00:17:32.000]  很猛的
[00:17:32.000 --> 00:17:34.000]  不斷衝擊我們的心靈
[00:17:34.000 --> 00:17:36.000]  再加上疫情
[00:17:36.000 --> 00:17:37.000]  三隻
[00:17:37.000 --> 00:17:39.000]  第一隻叫什麼
[00:17:39.000 --> 00:17:41.000]  叫做黑狗
[00:17:41.000 --> 00:17:43.000]  黑狗是什麼呢
[00:17:43.000 --> 00:17:44.000]  在這件事發生的時候
[00:17:44.000 --> 00:17:47.000]  英國出了一個很有名的首相
[00:17:47.000 --> 00:17:48.000]  邱吉爾
[00:17:48.000 --> 00:17:50.000]  邱吉爾是我最敬佩的人
[00:17:50.000 --> 00:17:53.000]  因為我和他身上學了很多演講技巧
[00:17:53.000 --> 00:17:55.000]  偷師
[00:17:55.000 --> 00:17:57.000]  怎樣一髮呢
[00:17:57.000 --> 00:17:59.000]  當今之城有兩個最沙塵的領袖
[00:17:59.000 --> 00:18:00.000]  一個叫特朗普
[00:18:00.000 --> 00:18:02.000]  一個叫約翰遜
[00:18:02.000 --> 00:18:03.000]  這兩位人兄
[00:18:03.000 --> 00:18:05.000]  他唯一敬佩的政治人物
[00:18:05.000 --> 00:18:07.000]  就是邱吉爾
[00:18:07.000 --> 00:18:09.000]  但你不知道邱吉爾
[00:18:09.000 --> 00:18:14.000]  其實患有多嚴重的抑鬱症
[00:18:14.000 --> 00:18:16.000]  不過他很厲害
[00:18:16.000 --> 00:18:18.000]  他和幕僚說
[00:18:18.000 --> 00:18:20.000]  我都要將我的病
[00:18:20.000 --> 00:18:22.000]  和英國人去講
[00:18:22.000 --> 00:18:24.000]  作為領袖一定要坦白
[00:18:24.000 --> 00:18:26.000]  不過他講得很有技巧
[00:18:26.000 --> 00:18:27.000]  他說
[00:18:27.000 --> 00:18:29.000]  我心裡面有只黑狗
[00:18:29.000 --> 00:18:31.000]  經常咬我 吠我
[00:18:31.000 --> 00:18:35.000]  我怎麼和這只黑狗去拼搏
[00:18:35.000 --> 00:18:39.000]  黑狗就是他的抑鬱症
[00:18:39.000 --> 00:18:40.000]  抑鬱症
[00:18:40.000 --> 00:18:41.000]  depression
[00:18:41.000 --> 00:18:42.000]  所以今天你發覺
[00:18:42.000 --> 00:18:46.000]  如果你真的被很多的正常疫情
[00:18:46.000 --> 00:18:48.000]  衝擊得很厲害的時候
[00:18:48.000 --> 00:18:49.000]  你找個心理醫生
[00:18:49.000 --> 00:18:50.000]  你不用說
[00:18:50.000 --> 00:18:52.000]  醫生我懷疑患有抑鬱症
[00:18:52.000 --> 00:18:53.000]  你不用說
[00:18:53.000 --> 00:18:54.000]  你說
[00:18:54.000 --> 00:18:56.000]  Bad dog
[00:18:56.000 --> 00:19:00.000]  這個已經成為了一個專業的名詞
[00:19:00.000 --> 00:19:02.000]  另一個叫野馬
[00:19:02.000 --> 00:19:03.000]  野馬是什麼呢
[00:19:03.000 --> 00:19:05.000]  野馬就是我們要失控
[00:19:05.000 --> 00:19:07.000]  情緒失控 說話失控
[00:19:07.000 --> 00:19:11.000]  完全失去原來那種的規範
[00:19:11.000 --> 00:19:14.000]  野馬
[00:19:14.000 --> 00:19:17.000]  野馬的名詞是來自哪裡的呢
[00:19:17.000 --> 00:19:19.000]  是來自聖經的
[00:19:19.000 --> 00:19:21.000]  聖經有一個很好的名詞
[00:19:21.000 --> 00:19:23.000]  很有用的叫溫柔
[00:19:23.000 --> 00:19:25.000]  溫柔的字的字根點就是
[00:19:25.000 --> 00:19:28.000]  降服你心中的野馬
[00:19:28.000 --> 00:19:31.000]  所以過去這大半年來
[00:19:31.000 --> 00:19:33.000]  我們承受香港社會運動
[00:19:33.000 --> 00:19:40.000]  其實很多基督徒都患有抑鬱症
[00:19:40.000 --> 00:19:42.000]  野馬會失控
[00:19:42.000 --> 00:19:46.000]  所以你回到最後一定是回到心靈的力量
[00:19:46.000 --> 00:19:48.000]  降服你心中的野馬
[00:19:48.000 --> 00:19:50.000]  制服你心中的黑狗
[00:19:50.000 --> 00:19:52.000]  再加上疫情來
[00:19:52.000 --> 00:19:55.000]  你發覺又多一個對手了
[00:19:55.000 --> 00:19:57.000]  沒辦法
[00:19:57.000 --> 00:20:01.000]  疫情所帶來的是身體上的傷害
[00:20:01.000 --> 00:20:05.000]  症情帶來的是心靈上的創傷
[00:20:05.000 --> 00:20:07.000]  身心俱疲
[00:20:07.000 --> 00:20:09.000]  身心俱傷
[00:20:09.000 --> 00:20:13.000]  政治家的自律力量
[00:20:13.000 --> 00:20:15.000]  經濟學者的力量
[00:20:15.000 --> 00:20:18.000]  不過我們做基督徒
[00:20:18.000 --> 00:20:20.000]  我們是教會
[00:20:20.000 --> 00:20:22.000]  特別是我們是集會人
[00:20:22.000 --> 00:20:24.000]  我相信一定是用神的話語
[00:20:24.000 --> 00:20:29.000]  我們才能夠得到真正的依次
[00:20:29.000 --> 00:20:31.000]  我們回去看看
[00:20:31.000 --> 00:20:33.000]  自然能選這張普羅安納達辯
[00:20:33.000 --> 00:20:36.000]  我就會拿些精華片來跟大家講講
[00:20:36.000 --> 00:20:42.000]  我們死亡的異形對立
[00:20:42.000 --> 00:20:45.000]  你發覺在這些很關鍵的時刻
[00:20:45.000 --> 00:20:48.000]  通常是並存
[00:20:48.000 --> 00:20:53.000]  在當中可能很多朋友還記得
[00:20:53.000 --> 00:20:55.000]  03年的SARS
[00:20:55.000 --> 00:20:57.000]  我們都很害怕
[00:20:57.000 --> 00:20:59.000]  當時有兩個地方
[00:20:59.000 --> 00:21:01.000]  人們從來不敢去
[00:21:01.000 --> 00:21:03.000]  一個是醫院
[00:21:03.000 --> 00:21:04.000]  醫院不敢去的
[00:21:04.000 --> 00:21:05.000]  也不讓你去
[00:21:05.000 --> 00:21:09.000]  因為它塗大花院
[00:21:09.000 --> 00:21:11.000]  當時我在神面前的祈禱
[00:21:11.000 --> 00:21:13.000]  我說神
[00:21:13.000 --> 00:21:15.000]  你讓我去
[00:21:15.000 --> 00:21:19.000]  因為那些地方是最需要訊息
[00:21:19.000 --> 00:21:24.000]  是最需要福音
[00:21:24.000 --> 00:21:27.000]  神聽祈禱
[00:21:27.000 --> 00:21:29.000]  當SARS稍微平靜之後
[00:21:29.000 --> 00:21:33.000]  我幫醫管局做了幾場危機管理的課程
[00:21:33.000 --> 00:21:36.000]  熟悉所有醫管局的高層
[00:21:36.000 --> 00:21:39.000]  於是我三天就穿了件衣服去
[00:21:39.000 --> 00:21:41.000]  有些是講工作坊
[00:21:41.000 --> 00:21:43.000]  有些是講道
[00:21:43.000 --> 00:21:45.000]  有些是講專題
[00:21:45.000 --> 00:21:48.000]  你發覺神讓我在SARS之後
