
[00:00:00.000 --> 00:00:11.000]  第一個問題是 一個領袖和一個目者會不會被挑戰呢?
[00:02:51.000 --> 00:02:54.000]  不過在實質生活上其實又不是那麼容易
[00:02:54.000 --> 00:03:00.000]  今天想和大家來看兩節的經文 明天再看多幾節
[00:03:00.000 --> 00:03:04.000]  原本打算講完這十二章 不過講不完
[00:03:04.000 --> 00:03:10.000]  寧願和大家慢慢來看 當神的僕人被挑戰的時候
[00:03:10.000 --> 00:03:13.000]  其實我們可以做很多神學反思
[00:03:13.000 --> 00:03:19.000]  第一點就是第一節頭半節 我就叫他莫須有的古實女子
[00:03:19.000 --> 00:03:26.000]  這個就是典型的攻擊 我們就研究一下這個古實女子是什麼事
[00:03:26.000 --> 00:03:32.000]  第二就是我們要反思挑戰背後的罪性
[00:03:32.000 --> 00:03:38.000]  究竟是被挑戰的人犯罪還是挑戰人的人犯罪
[00:03:38.000 --> 00:03:44.000]  這個就是我們要思考 第三就是第二節尾 神聽見
[00:03:44.000 --> 00:03:52.000]  神聽見和大家對人說的話是更加重要
[00:03:52.000 --> 00:03:57.000]  你是為你自己辯護還是你知道神挑戰
[00:03:57.000 --> 00:03:59.000]  古實女子是怎樣來的呢?
[00:03:59.000 --> 00:04:02.000]  我們很熟悉經文 這裡有兩節經文可以背
[00:04:02.000 --> 00:04:08.000]  摩西娶了古實女子為妻 米利亞和亞倫因她所娶的古實女子就誹謗她
[00:04:08.000 --> 00:04:12.000]  古實在哪裏呢?古實在埃及的南邊
[00:04:12.000 --> 00:04:16.000]  這個圖不要理會紅色那裏 中間綠色的圈就是古實
[00:04:16.000 --> 00:04:20.000]  埃及就在北邊 這樣就等於今天的蘇丹
[00:04:20.000 --> 00:04:25.000]  古實有什麼出名的呢?我就引了耶利米蘇
[00:04:25.000 --> 00:04:28.000]  聖經裏面說古實人怎能改變他的膚色呢?
[00:04:28.000 --> 00:04:31.000]  花炮怎能改變他的斑點呢?
[00:04:31.000 --> 00:04:34.000]  你的習慣又怎能改善呢?
[00:04:34.000 --> 00:04:38.000]  原來古實人最出名是什麼呢?皮膚夠黑
[00:04:38.000 --> 00:04:41.000]  黑到怎樣呢?有沒有見過黑人牙膏呢?
[00:04:41.000 --> 00:04:47.000]  他笑的時候只見到他的牙齒和眼白
[00:04:47.000 --> 00:04:50.000]  其他暗一點是完全看不到的
[00:04:50.000 --> 00:04:54.000]  我們再問一個問題
[00:04:54.000 --> 00:04:57.000]  摩西拿女來一個古實女子呢?
[00:04:57.000 --> 00:05:02.000]  答案就在出埃及的十二章三十八節
[00:05:02.000 --> 00:05:06.000]  原來和以色列一起出埃及的時候
[00:05:06.000 --> 00:05:12.000]  有許多閒雜人並有羊群牛群和他們一起出去
[00:05:12.000 --> 00:05:17.000]  原來有一群閒雜人和摩西一起出去
[00:05:17.000 --> 00:05:22.000]  閒雜人是什麼意思呢?意思就是foreigners of mixed race
[00:05:22.000 --> 00:05:25.000]  不同種族的非以色列人
[00:05:25.000 --> 00:05:29.000]  我們其實都知道的
[00:05:29.000 --> 00:05:34.000]  第二個問題就是摩西已經有老婆了
[00:05:34.000 --> 00:05:36.000]  現在又娶了一個?
[00:05:36.000 --> 00:05:40.000]  這個就需要解釋這個問題
[00:05:40.000 --> 00:05:48.000]  摩西的老婆神未呼召她的時候
[00:05:48.000 --> 00:05:51.000]  摩西甘心和那人葉剔羅
[00:05:51.000 --> 00:05:53.000]  米堅的祭司同住
[00:05:53.000 --> 00:05:57.000]  那人把女兒西波拉告訴我們名字
[00:05:57.000 --> 00:05:58.000]  吸摩西為妻
[00:05:58.000 --> 00:06:01.000]  所以西波拉一定不是古實女子
[00:06:01.000 --> 00:06:02.000]  一定是兩個不同人
[00:06:02.000 --> 00:06:05.000]  即是摩西一定是娶第二個老婆
[00:06:05.000 --> 00:06:07.000]  有幾個可能性
[00:06:07.000 --> 00:06:10.000]  第一個可能性就是西波拉已經死了
[00:06:10.000 --> 00:06:12.000]  一般解經書會這樣告訴你
[00:06:12.000 --> 00:06:14.000]  但如果你想深一層
[00:06:14.000 --> 00:06:16.000]  如果放一個時限進去
[00:06:16.000 --> 00:06:22.000]  西波拉帶兩個兒子去與摩西相遇
[00:06:22.000 --> 00:06:24.000]  記不記得在西乃山
[00:06:24.000 --> 00:06:30.000]  文素記十二章就是以色列在西乃山一年建造會幕之後
[00:06:30.000 --> 00:06:32.000]  走了沒多久
[00:06:32.000 --> 00:06:35.000]  一定不會超過三、四個月
[00:06:35.000 --> 00:06:36.000]  即是一年鬆一點
[00:06:36.000 --> 00:06:38.000]  如果我們這樣說
[00:06:38.000 --> 00:06:41.000]  摩西見到他太太之後
[00:06:41.000 --> 00:06:43.000]  一年鬆一點他太太就死了
[00:06:43.000 --> 00:06:45.000]  但聖經裏沒有告訴我們
[00:06:45.000 --> 00:06:47.000]  我們不知道是否真實
[00:06:47.000 --> 00:06:49.000]  這個只是估計
[00:06:49.000 --> 00:06:51.000]  十一章的時候
[00:06:51.000 --> 00:06:53.000]  第二個可能性就是他有兩個老婆
[00:06:53.000 --> 00:06:55.000]  那可不可以娶兩個老婆呢?
[00:06:55.000 --> 00:06:58.000]  沒有說不可以娶兩個老婆
[00:06:58.000 --> 00:07:02.000]  那時候雅各有N這麼多
[00:07:02.000 --> 00:07:04.000]  N等於四
[00:07:04.000 --> 00:07:06.000]  立即提起射手指
[00:07:06.000 --> 00:07:08.000]  有四個老婆
[00:07:08.000 --> 00:07:10.000]  當然是一些妾
[00:07:10.000 --> 00:07:12.000]  亞伯拉罕也不同
[00:07:12.000 --> 00:07:14.000]  下甲也生一個
[00:07:14.000 --> 00:07:16.000]  對不對
[00:07:16.000 --> 00:07:20.000]  但在舊約的神學觀念
[00:07:20.000 --> 00:07:23.000]  通常那些人什麼時候會娶多一個老婆呢?
[00:07:23.000 --> 00:07:25.000]  母仔生
[00:07:25.000 --> 00:07:27.000]  亞伯拉罕找一個妾侍
[00:07:27.000 --> 00:07:29.000]  摩西不是已經生了兩個
[00:07:29.000 --> 00:07:33.000]  那時候似乎不是很合理
[00:07:33.000 --> 00:07:35.000]  但真正的問題
[00:07:35.000 --> 00:07:37.000]  真正的問題是否摩西
[00:07:37.000 --> 00:07:39.000]  撇開這個不重要
[00:07:39.000 --> 00:07:41.000]  因為其實娶一個沒有違規
[00:07:41.000 --> 00:07:43.000]  老婆死了又沒有違規
[00:07:43.000 --> 00:07:45.000]  究竟娶古實女子
[00:07:45.000 --> 00:07:47.000]  問題在哪裏呢?
[00:07:47.000 --> 00:07:50.000]  大部分解經書都會告訴你
[00:07:50.000 --> 00:07:52.000]  是因為他是愛邦女子
[00:07:52.000 --> 00:07:54.000]  可以嗎?
[00:07:54.000 --> 00:07:56.000]  如果摩西娶古實女子是愛邦女子的話
[00:07:56.000 --> 00:07:58.000]  那就是他出爾反爾
[00:07:58.000 --> 00:08:00.000]  他教到以色列律法
[00:08:00.000 --> 00:08:02.000]  但他自己卻做不到
[00:08:02.000 --> 00:08:04.000]  所以我們要來看一看
[00:08:04.000 --> 00:08:07.000]  究竟摩西五經裏有多少段經文說
[00:08:07.000 --> 00:08:09.000]  不可以娶愛邦女子
[00:08:09.000 --> 00:08:11.000]  知不知道我說什麼?
[00:08:11.000 --> 00:08:13.000]  為什麼不可以娶
[00:08:13.000 --> 00:08:15.000]  再去分析這個古實女子的問題
[00:08:15.000 --> 00:08:17.000]  為什麼要這麼深層呢?
[00:08:17.000 --> 00:08:21.000]  要去研究究竟古實女子有沒有問題
[00:08:21.000 --> 00:08:23.000]  就是這件事
[00:08:23.000 --> 00:08:26.000]  三十四章猜拳記十四節
[00:08:26.000 --> 00:08:28.000]  不可敬拜別神
[00:08:28.000 --> 00:08:30.000]  因為耶和華是忌邪的神
[00:08:30.000 --> 00:08:34.000]  名為忌邪者只怕你與那地的居民
[00:08:34.000 --> 00:08:36.000]  那地是什麼?
[00:08:36.000 --> 00:08:38.000]  就是迦南地
[00:08:38.000 --> 00:08:41.000]  百姓隨從他們的神行邪淫
[00:08:41.000 --> 00:08:43.000]  祭祀他們的神
[00:08:43.000 --> 00:08:46.000]  有人叫你你就吃他們的祭物
[00:08:46.000 --> 00:08:50.000]  又為你的兒子娶他們的女兒為妻
[00:08:50.000 --> 00:08:52.000]  他們的女兒隨從他們的神
[00:08:52.000 --> 00:08:54.000]  行邪淫
[00:08:54.000 --> 00:09:00.000]  使你的兒子隨從他們的神行邪淫
[00:09:00.000 --> 00:09:02.000]  這裏是三十四章
[00:09:02.000 --> 00:09:06.000]  三十四章是金牛篤事件
[00:09:06.000 --> 00:09:10.000]  摩西打爛了法板
[00:09:10.000 --> 00:09:11.000]  知不知道我說什麼?
[00:09:11.000 --> 00:09:13.000]  再下來的時候
[00:09:13.000 --> 00:09:18.000]  其實是龍叔再說神的律法一次的時候
[00:09:18.000 --> 00:09:19.000]  這裏說什麼?
[00:09:19.000 --> 00:09:21.000]  這裏不可以娶他們
[00:09:21.000 --> 00:09:24.000]  第一是迦南地的女子
[00:09:24.000 --> 00:09:26.000]  第二個原因是什麼?
[00:09:26.000 --> 00:09:28.000]  納若和什麼?
[00:09:28.000 --> 00:09:29.000]  非分
[00:09:29.000 --> 00:09:30.000]  不是非分
[00:09:30.000 --> 00:09:34.000]  就是拜他們的神
[00:09:34.000 --> 00:09:35.000]  對不對?
[00:09:35.000 --> 00:09:37.000]  古實是不是那地的居民?
[00:09:37.000 --> 00:09:38.000]  不是
[00:09:38.000 --> 00:09:40.000]  古實不是迦南女子
[00:09:40.000 --> 00:09:41.000]  對不對?
[00:09:41.000 --> 00:09:43.000]  似乎不達標
[00:09:43.000 --> 00:09:50.000]  摩西說娶外邦女子不是一個問題
[00:09:50.000 --> 00:09:55.000]  然後我們再看前面
[00:09:55.000 --> 00:09:57.000]  其實剛才看十四節
[00:09:57.000 --> 00:10:00.000]  前面十一節說什麼?
[00:10:00.000 --> 00:10:02.000]  我今天吩咐你們的
[00:10:02.000 --> 00:10:03.000]  我經常都是這樣
[00:10:03.000 --> 00:10:05.000]  專程看了後面再看前面
[00:10:05.000 --> 00:10:07.000]  我們學到很多東西
[00:10:07.000 --> 00:10:09.000]  那個上下文是什麼?
[00:10:09.000 --> 00:10:11.000]  摩西說這句話的上下文是
[00:10:11.000 --> 00:10:13.000]  你要感受
[00:10:13.000 --> 00:10:17.000]  我要從你面前掐出阿摩利人、迦南人
[00:10:17.000 --> 00:10:20.000]  七族的人
[00:10:20.000 --> 00:10:21.000]  這裏只有六族
[00:10:21.000 --> 00:10:25.000]  又為你的兒子娶他們的女兒為妻
[00:10:25.000 --> 00:10:29.000]  然後說不是說納地的居民
[00:10:29.000 --> 00:10:35.000]  是將納地裏每一個民族拿出來
[00:10:35.000 --> 00:10:39.000]  所以這是第一個我們觀察到的特點
[00:10:39.000 --> 00:10:41.000]  然後在新命紀
[00:10:41.000 --> 00:10:45.000]  當摩西將神的律法重覆再講一次
[00:10:45.000 --> 00:10:49.000]  亦是整個五經裏兩次提到
[00:10:49.000 --> 00:10:51.000]  不可以娶外邦女子
[00:10:51.000 --> 00:10:53.000]  上下文都是一樣
[00:10:53.000 --> 00:10:58.000]  不可以娶外邦女子不是一個絕對禁令
[00:10:58.000 --> 00:11:01.000]  所有外邦女子都不可以娶
[00:11:01.000 --> 00:11:03.000]  七章一節告訴你
[00:11:03.000 --> 00:11:06.000]  神令你進入遺孽之地
[00:11:06.000 --> 00:11:07.000]  再講一次
[00:11:07.000 --> 00:11:09.000]  是迦南地
[00:11:09.000 --> 00:11:12.000]  然後從你面前講出很多教文
[00:11:12.000 --> 00:11:14.000]  這裏七族
[00:11:14.000 --> 00:11:16.000]  兩次無獨有偶
[00:11:16.000 --> 00:11:19.000]  不單止是指明迦南地
[00:11:19.000 --> 00:11:23.000]  是指明迦南地裏只有七個族群
[00:11:23.000 --> 00:11:25.000]  當然不止
[00:11:25.000 --> 00:11:29.000]  七國的民比你強大
[00:11:29.000 --> 00:11:31.000]  神將他們交給你的時候
[00:11:31.000 --> 00:11:33.000]  你要把他們滅絕正進
[00:11:33.000 --> 00:11:35.000]  原因就是滅絕正進
[00:11:35.000 --> 00:11:38.000]  滅絕正進的原文就是Haram
[00:11:38.000 --> 00:11:41.000]  Haram就是神要審判他們
[00:11:41.000 --> 00:11:45.000]  其實是在阿伯拉罕和阿伯拉罕納約
[00:11:45.000 --> 00:11:47.000]  賜地給迦南地的時候
[00:11:47.000 --> 00:11:49.000]  即是賜迦南地給阿伯拉罕的時候
[00:11:49.000 --> 00:11:50.000]  已經是要滅絕
[00:11:50.000 --> 00:11:51.000]  是因為他們的罪
[00:11:51.000 --> 00:11:53.000]  因為他們拜偶像的緣故
[00:11:53.000 --> 00:11:55.000]  不可以他們納約
[00:11:55.000 --> 00:11:56.000]  進去的時候會和他們納約
[00:11:56.000 --> 00:11:57.000]  不可以聯繫他們
[00:11:57.000 --> 00:11:59.000]  不可以和他們結親
[00:11:59.000 --> 00:12:03.000]  兩次講的上下文都是一樣
[00:12:03.000 --> 00:12:05.000]  真正的原因是什麼?
[00:12:05.000 --> 00:12:07.000]  真正的原因就是不可以結親
[00:12:07.000 --> 00:12:10.000]  是因為他們會引誘以色列人離開
[00:12:10.000 --> 00:12:12.000]  耶和華
[00:12:12.000 --> 00:12:14.000]  這才是最重要的原因
[00:12:14.000 --> 00:12:17.000]  所以如果我們看以色列的歷史
[00:12:17.000 --> 00:12:20.000]  路德是不是愛邦女子?
[00:12:20.000 --> 00:12:25.000]  所以我們其實是有個案的
[00:12:25.000 --> 00:12:27.000]  所以其實到最後
[00:12:27.000 --> 00:12:31.000]  不是種族的問題
[00:12:31.000 --> 00:12:33.000]  是信仰的問題
[00:12:33.000 --> 00:12:34.000]  行不行?
[00:12:34.000 --> 00:12:38.000]  只要那個人是信神的
[00:12:38.000 --> 00:12:40.000]  其實就沒有關係
[00:12:40.000 --> 00:12:42.000]  我們今天都是信和不信
[00:12:42.000 --> 00:12:44.000]  讓我們看得很清楚
[00:12:44.000 --> 00:12:48.000]  那麼舊約警告有沒有應驗到呢?
[00:12:48.000 --> 00:12:50.000]  有
[00:12:50.000 --> 00:12:52.000]  鎖羅門是怎樣的?
[00:12:52.000 --> 00:12:56.000]  是被飛奔引誘他們離開了耶和華
[00:12:56.000 --> 00:12:58.000]  無論你多有智慧
[00:12:58.000 --> 00:13:01.000]  其實你都過不了這一關
[00:13:01.000 --> 00:13:12.000]  我們的分析就是摩西有沒有違反神的命令呢?
[00:13:12.000 --> 00:13:13.000]  行不行?
[00:13:13.000 --> 00:13:15.000]  或者我問錯了
[00:13:15.000 --> 00:13:18.000]  摩西有沒有曾經違反耶和華的命令?
[00:13:18.000 --> 00:13:20.000]  有
[00:13:20.000 --> 00:13:22.000]  他沒有幫他兒子行國禮
[00:13:22.000 --> 00:13:24.000]  為什麼要翻舊帳?
[00:13:24.000 --> 00:13:27.000]  沒有幫他兒子行國禮的時候
[00:13:27.000 --> 00:13:29.000]  耶和華想要殺摩西
[00:13:29.000 --> 00:13:31.000]  原來殺是最難解的經文
[00:13:31.000 --> 00:13:37.000]  就是說假如摩西違反了神的命令
[00:13:37.000 --> 00:13:39.000]  誰會對付他?
[00:13:39.000 --> 00:13:41.000]  神會對付他
[00:13:41.000 --> 00:13:48.000]  不需要米利安和亞倫來挑戰摩西
[00:13:48.000 --> 00:13:49.000]  神學
[00:13:49.000 --> 00:13:52.000]  所以我經常說不要攻擊神的僕人
[00:13:52.000 --> 00:13:54.000]  首要原則
[00:13:54.000 --> 00:13:56.000]  也不要隨火攻擊
[00:13:56.000 --> 00:13:59.000]  我是說犯罪是要處理的
[00:13:59.000 --> 00:14:00.000]  是兩樣東西
[00:14:00.000 --> 00:14:05.000]  所以我不知道大家記不記得四章二十四
[00:14:05.000 --> 00:14:07.000]  沒有印出來給大家看
[00:14:07.000 --> 00:14:09.000]  摩西在路上轉幅的時候
[00:14:09.000 --> 00:14:11.000]  耶和華預見他想要殺他
[00:14:11.000 --> 00:14:13.000]  整個舊約裡面數手指有幾個人
[00:14:13.000 --> 00:14:15.000]  耶和華想要殺他
[00:14:15.000 --> 00:14:17.000]  行不行?
[00:14:17.000 --> 00:14:19.000]  第二個問題就是
[00:14:19.000 --> 00:14:24.000]  亞倫和米利安知不知道耶和華曾經想要殺摩西?
[00:14:24.000 --> 00:14:25.000]  知不知道?
[00:14:25.000 --> 00:14:27.000]  幾乎肯定知道
[00:14:27.000 --> 00:14:29.000]  他不說他兒子也會說
[00:14:29.000 --> 00:14:32.000]  沒有可能不知道
[00:14:32.000 --> 00:14:35.000]  所以米利安和亞倫都知道
[00:14:35.000 --> 00:14:38.000]  如果摩西是這麼嚴重違規的話
[00:14:38.000 --> 00:14:40.000]  神一定會對付他
[00:14:40.000 --> 00:14:45.000]  第三個我去問米利安和亞倫的時候
[00:14:45.000 --> 00:14:52.000]  難道他們對耶和華的話語認識比摩西還要深層嗎?
[00:14:52.000 --> 00:14:54.000]  知不知道我說什麼?
[00:14:54.000 --> 00:14:58.000]  你認識神的話語是透過摩西
[00:14:58.000 --> 00:15:03.000]  你現在用你在摩西學回來的聖經
[00:15:03.000 --> 00:15:05.000]  來攻擊摩西
[00:15:05.000 --> 00:15:07.000]  知不知道我說什麼?
[00:15:07.000 --> 00:15:09.000]  我覺得這是很大的問題
[00:15:09.000 --> 00:15:13.000]  我們應用在教會裡
[00:15:13.000 --> 00:15:15.000]  我們見到艱難的地方
[00:15:15.000 --> 00:15:20.000]  第一我們要分析究竟攻擊的本質是什麼
[00:15:20.000 --> 00:15:24.000]  那時候有些評訓圖靈是專攻擊目者
[00:15:24.000 --> 00:15:25.000]  我見過
[00:15:25.000 --> 00:15:28.000]  本質可能是人的問題
[00:15:28.000 --> 00:15:30.000]  第二就是常識
[00:15:30.000 --> 00:15:34.000]  我們用正常理來分析的時候
[00:15:34.000 --> 00:15:36.000]  我們看看究竟那個動機是什麼
[00:15:36.000 --> 00:15:41.000]  第三就是指控的證據是什麼
[00:15:41.000 --> 00:15:43.000]  他用什麼來指控
[00:15:43.000 --> 00:15:45.000]  最後是最重要的
[00:15:45.000 --> 00:15:48.000]  程序上是否公義
[00:15:48.000 --> 00:15:50.000]  他這樣指控他的時候
[00:15:50.000 --> 00:15:54.000]  所以這個給我們幾個很重要的原則
[00:15:54.000 --> 00:15:58.000]  我再要看究竟這個古實女子從哪裡來
[00:15:58.000 --> 00:16:00.000]  還沒看完
[00:16:00.000 --> 00:16:02.000]  這裡剛才已經讀了
[00:16:02.000 --> 00:16:04.000]  有很多古實女子
[00:16:04.000 --> 00:16:06.000]  有很多閒雜人等
[00:16:06.000 --> 00:16:08.000]  有六十萬我前面印給大家
[00:16:08.000 --> 00:16:12.000]  接著48節還加了一些資料給我們聽
[00:16:12.000 --> 00:16:13.000]  很重要
[00:16:13.000 --> 00:16:17.000]  如果有外人寄居在你們中間
[00:16:17.000 --> 00:16:21.000]  出埃及裡面的閒雜人等
[00:16:21.000 --> 00:16:25.000]  這些就是外人寄居在以色列人中間
[00:16:25.000 --> 00:16:29.000]  為什麼出埃及呢?
[00:16:29.000 --> 00:16:31.000]  摩西大以色列出埃及的時候
[00:16:31.000 --> 00:16:35.000]  特別要提到閒雜人等是不重要
[00:16:35.000 --> 00:16:36.000]  已經提了
[00:16:36.000 --> 00:16:39.000]  裡面有些寄居者
[00:16:39.000 --> 00:16:43.000]  願向耶和華守節
[00:16:43.000 --> 00:16:47.000]  這裡是愉悅節
[00:16:47.000 --> 00:16:49.000]  愉悅節還沒出埃及
[00:16:49.000 --> 00:16:50.000]  知道我說什麼嗎?
[00:16:50.000 --> 00:16:52.000]  如果你是一個寄居者的時候
[00:16:52.000 --> 00:16:54.000]  聽到以色列人的神
[00:16:54.000 --> 00:16:56.000]  他們相信的神
[00:16:56.000 --> 00:16:58.000]  說要查血 搞公羊的時候
[00:16:58.000 --> 00:17:00.000]  你有選擇
[00:17:00.000 --> 00:17:02.000]  你可以選擇不理會他
[00:17:02.000 --> 00:17:03.000]  知道我說什麼嗎?
[00:17:03.000 --> 00:17:07.000]  你可以選擇和以色列人一起去守愉悅節
[00:17:07.000 --> 00:17:08.000]  知道我說什麼嗎?
[00:17:08.000 --> 00:17:10.000]  當然有閒雜人等
[00:17:10.000 --> 00:17:14.000]  如果他們願意守愉悅節
[00:17:14.000 --> 00:17:15.000]  他們信不信耶和華?
[00:17:15.000 --> 00:17:17.000]  他們相信耶和華
[00:17:17.000 --> 00:17:19.000]  在閒雜人等裡面
[00:17:19.000 --> 00:17:21.000]  我不知道百分比
[00:17:21.000 --> 00:17:23.000]  不過我覺得百分比是高的
[00:17:23.000 --> 00:17:25.000]  在那群人裡面
[00:17:25.000 --> 00:17:28.000]  跟隨著以色列人出埃及的時候
[00:17:28.000 --> 00:17:30.000]  其實他們也是相信耶和華的
[00:17:30.000 --> 00:17:31.000]  還沒說完
[00:17:31.000 --> 00:17:34.000]  不過古實女子是女人
[00:17:34.000 --> 00:17:38.000]  她說她所有的男子母要受割禮
[00:17:38.000 --> 00:17:40.000]  受割禮是怎麼樣?
[00:17:40.000 --> 00:17:42.000]  就等於我們今天入教了
[00:17:42.000 --> 00:17:45.000]  她說願意歸化以色列人
[00:17:45.000 --> 00:17:49.000]  受割禮其實他們已經等於以色列人
[00:17:49.000 --> 00:17:50.000]  沒有分別
[00:17:50.000 --> 00:17:54.000]  然後才用他前來遵守
[00:17:54.000 --> 00:17:56.000]  不是你說守就守
[00:17:56.000 --> 00:17:59.000]  你要有儀式才可以
[00:17:59.000 --> 00:18:02.000]  好像本地人一樣
[00:18:02.000 --> 00:18:04.000]  等於以色列人
[00:18:04.000 --> 00:18:07.000]  還沒受割禮的不可以吃
[00:18:07.000 --> 00:18:11.000]  在這裡幫他們畫一條線
[00:18:11.000 --> 00:18:13.000]  我就去問一個問題
[00:18:13.000 --> 00:18:15.000]  這些寄居者是什麼呢?
[00:18:15.000 --> 00:18:18.000]  很可能就是奴僕
[00:18:18.000 --> 00:18:21.000]  所以埃及人是不是只有以色列人和希伯人是奴僕?
[00:18:21.000 --> 00:18:23.000]  當然不是
[00:18:23.000 --> 00:18:24.000]  古實祖
[00:18:24.000 --> 00:18:26.000]  埃及是強國
[00:18:26.000 --> 00:18:28.000]  附近有很多國家
[00:18:28.000 --> 00:18:30.000]  都會有奴僕在他們當中
[00:18:30.000 --> 00:18:32.000]  他們就同等
[00:18:32.000 --> 00:18:35.000]  他們就是以色列人的親戚
[00:18:35.000 --> 00:18:40.000]  大家都在埃及法老的手下受苦
[00:18:40.000 --> 00:18:43.000]  他們有多真實相信我們不知道
[00:18:43.000 --> 00:18:48.000]  不過聽到以色列人有個神可能會拯救
[00:18:48.000 --> 00:18:53.000]  他們相信這個神可能會拯救他們
[00:18:53.000 --> 00:18:56.000]  第二就是
[00:18:56.000 --> 00:19:01.000]  這裡是十災前還是十災後?
[00:19:01.000 --> 00:19:03.000]  十災後
[00:19:03.000 --> 00:19:06.000]  為什麼會這麼容易相信?
[00:19:06.000 --> 00:19:09.000]  已經見到十災的時候
[00:19:09.000 --> 00:19:11.000]  以色列人有沒有受災?
[00:19:11.000 --> 00:19:13.000]  沒有
[00:19:13.000 --> 00:19:15.000]  絕對百分之一百
[00:19:15.000 --> 00:19:17.000]  極高的可能
[00:19:17.000 --> 00:19:19.000]  已經見到十災
[00:19:19.000 --> 00:19:22.000]  九災
[00:19:22.000 --> 00:19:24.000]  長子還沒死
[00:19:24.000 --> 00:19:26.000]  見到九災
[00:19:26.000 --> 00:19:29.000]  已經相信了以色列的耶和華
[00:19:29.000 --> 00:19:31.000]  所以行割禮
[00:19:31.000 --> 00:19:34.000]  我估計大部份都會行
[00:19:34.000 --> 00:19:37.000]  還有一些惡人
[00:19:37.000 --> 00:19:39.000]  那些不相信的有債務
[00:19:39.000 --> 00:19:41.000]  就跟著走
[00:19:41.000 --> 00:19:43.000]  你寧願留在這裡做奴隸
[00:19:43.000 --> 00:19:45.000]  還是寧願走人呢?
[00:19:45.000 --> 00:19:46.000]  我不相信耶和華
[00:19:46.000 --> 00:19:47.000]  我都走人了
[00:19:47.000 --> 00:19:48.000]  對不對?
[00:19:48.000 --> 00:19:50.000]  我們就知道
[00:19:50.000 --> 00:19:53.000]  閒雜人等
[00:19:53.000 --> 00:19:56.000]  第二點我想指出
[00:19:56.000 --> 00:20:00.000]  在《猜希及記》二十四章八節
[00:20:00.000 --> 00:20:04.000]  這一群人在西乃和耶和華納約
[00:20:04.000 --> 00:20:06.000]  知不知道在說什麼?
[00:20:06.000 --> 00:20:08.000]  古實女子也在
[00:20:08.000 --> 00:20:11.000]  她說摩西將血灑在百姓身上
[00:20:11.000 --> 00:20:13.000]  說這是納約的血
[00:20:13.000 --> 00:20:15.000]  納約的憑據
[00:20:15.000 --> 00:20:19.000]  最後她是百分之一百的神子民
[00:20:19.000 --> 00:20:21.000]  耶和華的百姓
[00:20:21.000 --> 00:20:24.000]  最後再看一次經文
[00:20:24.000 --> 00:20:26.000]  文數記十一章四節
[00:20:26.000 --> 00:20:28.000]  因為閒雜人
