
[00:00:00.000 --> 00:00:05.600]  各位電影專門的各位朋友 你們好
[00:01:46.500 --> 00:01:49.000]  於是打開電視來看看
[00:01:49.000 --> 00:01:52.500]  突然間我發覺在電視機旁有張廣告
[00:01:52.500 --> 00:01:55.500]  原來是有錄影帶出租
[00:01:55.500 --> 00:01:57.500]  那時是有錄影帶的
[00:01:57.500 --> 00:01:59.000]  只需要一個電話
[00:01:59.000 --> 00:02:02.500]  就可以在電視看到你要看的電影
[00:02:02.500 --> 00:02:06.500]  於是我就拿著錄影帶的目錄來看看
[00:02:06.500 --> 00:02:12.000]  幾乎90%都是成人的色情電話
[00:02:12.000 --> 00:02:16.000]  當時心裏有句說話對我說
[00:02:16.000 --> 00:02:18.000]  房裏又沒有人
[00:02:18.000 --> 00:02:21.000]  整間旅館也沒有人認識你
[00:02:21.000 --> 00:02:24.500]  更不知道你就是基督徒
[00:02:24.500 --> 00:02:26.500]  想想我又是成人
[00:02:26.500 --> 00:02:28.500]  我又不是奸淫
[00:02:28.500 --> 00:02:30.500]  看成人電影
[00:02:30.500 --> 00:02:32.500]  沒有所謂的
[00:02:32.500 --> 00:02:35.500]  要看真的要以個藉口
[00:02:35.500 --> 00:02:37.500]  接著有另一個聲音說
[00:02:37.500 --> 00:02:39.500]  有沒有搞錯
[00:02:39.500 --> 00:02:42.500]  雖然房裏沒有人
[00:02:42.500 --> 00:02:44.500]  但神不是瞎的
[00:02:44.500 --> 00:02:47.500]  你怎可以當神沒有到
[00:02:47.500 --> 00:02:50.500]  一想到這裏心裏為之一震
[00:02:50.500 --> 00:02:52.000]  都是別搞了
[00:02:52.000 --> 00:02:53.000]  打本書看一看
[00:02:53.000 --> 00:02:55.000]  看得累的時候就睡覺了
[00:02:55.000 --> 00:02:57.000]  睡到天亮
[00:02:57.000 --> 00:03:00.500]  想起來我發覺我絕對不是柳夏蔚
[00:03:00.500 --> 00:03:03.500]  在這個世界裏充滿了很多的隱憂
[00:03:03.500 --> 00:03:06.000]  而且是隨手可得
[00:03:06.000 --> 00:03:10.000]  無論是色情電影、色情刊物、色情網頁
[00:03:10.000 --> 00:03:12.000]  或者很多骯髒的東西
[00:03:12.000 --> 00:03:13.500]  很多時候都是隨手可得
[00:03:13.500 --> 00:03:17.000]  一不留神就會墮入這個陷阱
[00:03:17.000 --> 00:03:20.000]  事實上在今天的社會裏面
[00:03:20.000 --> 00:03:24.500]  到處都是這些色情的陷阱
[00:03:24.500 --> 00:03:28.500]  1939年有一套電影叫《Gone with the Wind》
[00:03:28.500 --> 00:03:30.000]  上演的時候
[00:03:30.000 --> 00:03:33.500]  當時的觀眾嘩然大為震驚
[00:03:33.500 --> 00:03:38.500]  數以萬計的影迷寫信去報紙抗議和投訴這套電影
[00:03:38.500 --> 00:03:42.500]  投意甚麼?抗議甚麼?原因何在?
[00:03:42.500 --> 00:03:44.000]  因為電影裏面奇了
[00:03:44.000 --> 00:03:46.000]  基本上說了一句三字經
[00:03:46.000 --> 00:03:48.000]  引起轟動
[00:03:48.000 --> 00:03:51.000]  你想一想如果在今天的社會
[00:03:51.000 --> 00:03:57.000]  會不會因為有這些電影有爆粗而引起嘩然呢?
[00:03:57.000 --> 00:03:59.000]  絕對沒有
[00:03:59.000 --> 00:04:01.000]  我想我們這個世界變了
[00:04:01.000 --> 00:04:04.000]  在今天的社會裏面去講性別
[00:04:04.000 --> 00:04:07.000]  似乎是被人取笑
[00:04:07.000 --> 00:04:10.000]  難怪很多時候
[00:04:10.000 --> 00:04:20.500]  在報紙、電影、YouTube或者是其它地方裏面
[00:04:20.500 --> 00:04:24.000]  都很多這些陷阱播放在裏面
[00:04:24.000 --> 00:04:26.000]  有人就說
[00:04:26.000 --> 00:04:28.000]  中國人都說食色性也
[00:04:28.000 --> 00:04:32.000]  何必遮遮掩掩呢?大大方方就好了
[00:04:32.000 --> 00:04:38.000]  但是這些陷阱足以叫我們遠離神
[00:04:38.000 --> 00:04:42.000]  「聖潔」這個字對很多人來說
[00:04:42.000 --> 00:04:44.000]  是一個很大的誤解
[00:04:44.000 --> 00:04:47.000]  一想到聖潔就想到聖人
[00:04:47.000 --> 00:04:54.000]  那些直頭髮、不思脂粉、沒甚麼樂趣、不苟言性、拉長臉
[00:04:54.000 --> 00:04:58.000]  好像沒有性慾、長時間祈禱
[00:04:58.000 --> 00:05:00.000]  每句都Hallelujah
[00:05:00.000 --> 00:05:02.000]  四點鐘起床就靈修
[00:05:02.000 --> 00:05:04.000]  是不是這樣才叫做聖潔呢?
[00:05:04.000 --> 00:05:07.000]  如果你說做聖人是這樣的時候
[00:05:07.000 --> 00:05:10.000]  那你說做基督徒真是苦了
[00:05:10.000 --> 00:05:12.000]  聖潔不是外在的問題
[00:05:12.000 --> 00:05:15.000]  聖潔是內在的問題
[00:05:15.000 --> 00:05:17.000]  日本禪宗有一個故事
[00:05:17.000 --> 00:05:21.000]  兩個師兄弟要過一條河
[00:05:21.000 --> 00:05:23.000]  突然間有一個很漂亮的女子
[00:05:23.000 --> 00:05:27.000]  就來要求他們抱她過河
[00:05:27.000 --> 00:05:31.000]  那個大師兄以為男女授受不親
[00:05:31.000 --> 00:05:33.000]  怎麼可以這樣做呢?
[00:05:33.000 --> 00:05:35.000]  他正在猶豫的時候
[00:05:35.000 --> 00:05:39.000]  就說一句「拜託」抱著這個女子過河
[00:05:39.000 --> 00:05:43.000]  過完河之後就各散東西
[00:05:43.000 --> 00:05:47.000]  過了一會兒師兄就這樣去斥責師弟
[00:05:47.000 --> 00:05:51.000]  有沒有搞錯?你犯出家人的大忌
[00:05:51.000 --> 00:05:57.000]  師兄說一個時辰之前已經放下了女孩子
[00:05:57.000 --> 00:06:00.000]  為甚麼你現在還不肯放下女孩子呢?
[00:06:00.000 --> 00:06:03.000]  這個是心的問題
[00:06:03.000 --> 00:06:06.000]  早期的教父所謂的Desert Fathers
[00:06:06.000 --> 00:06:08.000]  其中一個叫做聖安東尼
[00:06:08.000 --> 00:06:12.000]  他獨自走到沙漠逃避隱憂
[00:06:12.000 --> 00:06:16.000]  沒錯在那裏沒有人、沒有色情場所、沒有隱憂、沒有電視
[00:06:16.000 --> 00:06:19.000]  但是他發覺他的心底裏
[00:06:19.000 --> 00:06:23.000]  仍然充滿了很多的情慾在纏著他
[00:06:23.000 --> 00:06:24.000]  走都走不掉
[00:06:24.000 --> 00:06:26.000]  這個是內心的問題
[00:06:26.000 --> 00:06:29.000]  充滿了陷阱的時代
[00:06:29.000 --> 00:06:32.000]  我們可不可以保持內心的聖潔呢?
[00:06:32.000 --> 00:06:35.000]  但是聖經這樣說你們要聖潔
[00:06:35.000 --> 00:06:37.000]  因為神是聖潔
[00:06:37.000 --> 00:06:41.000]  十二章第一節至十一節我們講完了
[00:06:41.000 --> 00:06:44.000]  人生就好像一個菜包
[00:06:44.000 --> 00:06:46.000]  人生就好像菜圈
[00:06:46.000 --> 00:06:51.000]  人生就好像父親管教的子女一樣
[00:06:51.000 --> 00:06:56.000]  這三幅圖畫到了十二節至十三節的時候
[00:06:56.000 --> 00:06:58.000]  希伯來斯的作者就勉勵信徒
[00:06:58.000 --> 00:07:03.000]  所以你們要把下垂的手、髮鬚的腿挺起來
[00:07:03.000 --> 00:07:06.000]  也要為自己的腳把道路修直
[00:07:06.000 --> 00:07:12.000]  使強子不自歪腳,反得全愈
[00:07:12.000 --> 00:07:15.000]  但是前面的道路並不是停擋的
[00:07:15.000 --> 00:07:17.000]  有很多陷阱在裏面
[00:07:17.000 --> 00:07:19.000]  所以希伯來斯的作者就提醒我們
[00:07:19.000 --> 00:07:21.000]  你要小心
[00:07:21.000 --> 00:07:22.000]  小心甚麼呢?
[00:07:22.000 --> 00:07:25.000]  我們就詳細來看看這段聖經
[00:07:25.000 --> 00:07:29.000]  首先我們看十五節提防陷阱
[00:07:29.000 --> 00:07:32.000]  十五節至十六節的前半段就這樣說
[00:07:32.000 --> 00:07:35.000]  又要謹慎,恐怕有人失了實的因
[00:07:35.000 --> 00:07:39.000]  恐怕有毒根生出來擾亂你們
[00:07:39.000 --> 00:07:43.000]  因此叫眾人尖掩戶為
[00:07:43.000 --> 00:07:47.000]  恐怕有淫亂的、有貪戀世俗的如意掃的
[00:07:47.000 --> 00:07:51.000]  在這裏希伯來斯的作者提醒我們
[00:07:51.000 --> 00:07:54.000]  我們要跑這條人生的路程的時候
[00:07:54.000 --> 00:07:57.000]  有三個非常危險的陷阱
[00:07:57.000 --> 00:08:00.000]  希伯來斯的作者叫我們謹慎
[00:08:00.000 --> 00:08:02.000]  謹慎這個字
[00:08:02.000 --> 00:08:06.000]  希臘文是episkopal這個字
[00:08:06.000 --> 00:08:10.000]  和名字episkopos同一個字根
[00:08:10.000 --> 00:08:13.000]  這個字是怎樣解釋呢?
[00:08:13.000 --> 00:08:17.000]  監督,看著,免得跌入陷阱之中
[00:08:17.000 --> 00:08:23.000]  所以這個字可以做謹慎、小心、看著、留神
[00:08:23.000 --> 00:08:27.000]  因為前面有三個陷阱非常危險
[00:08:27.000 --> 00:08:29.000]  哪三個呢?
[00:08:29.000 --> 00:08:31.000]  首先我們看看第一個陷阱
[00:08:31.000 --> 00:08:34.000]  恐怕有人失了實的因
[00:08:34.000 --> 00:08:36.000]  甚麼叫做失了呢?
[00:08:36.000 --> 00:08:40.000]  原來這是一個非常有趣的圖畫
[00:08:40.000 --> 00:08:47.000]  Hosterel這個字根據色經家解釋
[00:08:47.000 --> 00:08:54.000]  原來這幅是旅行團的一幅圖畫
[00:08:54.000 --> 00:08:58.000]  領隊要數數人數
[00:08:58.000 --> 00:09:00.000]  看看齊人不齊人
[00:09:00.000 --> 00:09:03.000]  恐怕有人走失了
[00:09:03.000 --> 00:09:05.000]  這樣就慘了
[00:09:05.000 --> 00:09:07.000]  去不到目的地
[00:09:07.000 --> 00:09:12.000]  Hosterel這個字意思不是失去
[00:09:12.000 --> 00:09:14.000]  不是指lose
[00:09:14.000 --> 00:09:18.000]  而是miss,遺失了
[00:09:18.000 --> 00:09:20.000]  沒有達到目的地
[00:09:20.000 --> 00:09:22.000]  因為迷失了路
[00:09:22.000 --> 00:09:25.000]  我想到尼加書第四章第六節
[00:09:25.000 --> 00:09:27.000]  一個非常有趣的經文
[00:09:27.000 --> 00:09:31.000]  耶穌說:在那日我必聚集攸途的
[00:09:31.000 --> 00:09:33.000]  朝聚被趕出的
[00:09:33.000 --> 00:09:35.000]  和我所情義的
[00:09:35.000 --> 00:09:37.000]  來到石安山
[00:09:37.000 --> 00:09:44.000]  原來這節聖經是講及那些猶太人
[00:09:44.000 --> 00:09:46.000]  回去耶路撒冷
[00:09:46.000 --> 00:09:49.000]  即是他們被擄之後回去耶路撒冷
[00:09:49.000 --> 00:09:51.000]  其中有些是瘸腿的
[00:09:51.000 --> 00:09:53.000]  或者是上帝去備詔的
[00:09:53.000 --> 00:09:57.000]  是要走回去路經沙漠的時候
[00:09:57.000 --> 00:09:59.000]  要很小心
[00:09:59.000 --> 00:10:03.000]  否則迷失了路就不好了
[00:10:03.000 --> 00:10:05.000]  希伯來書十二章十三節
[00:10:05.000 --> 00:10:09.000]  與尼加書用的同一個字「瘸」字
[00:10:09.000 --> 00:10:13.000]  我們都是一群被神呼召的瘸腿的人
[00:10:13.000 --> 00:10:16.000]  希伯來書的作者叫我們將下垂的手
[00:10:16.000 --> 00:10:18.000]  髮酸的腿挺起來
[00:10:18.000 --> 00:10:19.000]  然後走上路
[00:10:19.000 --> 00:10:21.000]  去上石安山的大路
[00:10:21.000 --> 00:10:22.000]  我們要留意
[00:10:22.000 --> 00:10:24.000]  免得我們中間有人走失了
[00:10:24.000 --> 00:10:26.000]  離了大腿
[00:10:26.000 --> 00:10:28.000]  去不到目的地
[00:10:28.000 --> 00:10:30.000]  去不到石安之地
[00:10:30.000 --> 00:10:33.000]  這個石安之地就是上帝的恩典
[00:10:33.000 --> 00:10:35.000]  所以我們要小心
[00:10:35.000 --> 00:10:37.000]  免得我們失去了神的恩
[00:10:37.000 --> 00:10:39.000]  我們要跟著大腿走
[00:10:39.000 --> 00:10:41.000]  我記得很多年前
[00:10:41.000 --> 00:10:43.000]  我們有機會去以色列旅行
[00:10:43.000 --> 00:10:46.000]  最後一站就是走耶穌的苦路
[00:10:46.000 --> 00:10:48.000]  那些巷子很窄
[00:10:48.000 --> 00:10:50.000]  人又非常多
[00:10:50.000 --> 00:10:52.000]  周圍有很多店鋪
[00:10:52.000 --> 00:10:54.000]  領隊一而再再而三吩咐我們
[00:10:54.000 --> 00:10:56.000]  不要只顧著拍照
[00:10:56.000 --> 00:10:59.000]  迷失了路就麻煩了
[00:10:59.000 --> 00:11:01.000]  跟著大腿
[00:11:01.000 --> 00:11:04.000]  我就幫忙
[00:11:04.000 --> 00:11:06.000]  領隊盯緊弟兄姊妹
[00:11:06.000 --> 00:11:08.000]  盯緊團友
[00:11:08.000 --> 00:11:09.000]  不要太過墮後
[00:11:09.000 --> 00:11:11.000]  免得失了神的恩
[00:11:11.000 --> 00:11:13.000]  弟兄姊妹
[00:11:13.000 --> 00:11:16.000]  我們就是那些被神呼召的「瓊子」
[00:11:16.000 --> 00:11:19.000]  走上石安山之路
[00:11:19.000 --> 00:11:21.000]  走上上帝的恩典之路
[00:11:21.000 --> 00:11:23.000]  是一同走的
[00:11:23.000 --> 00:11:25.000]  這不就是教會嗎?
[00:11:25.000 --> 00:11:27.000]  第一個陷阱就是離隊
[00:11:27.000 --> 00:11:29.000]  不再跟弟兄姊妹同行
[00:11:29.000 --> 00:11:32.000]  不再有弟兄姊妹作「啦啦隊」
[00:11:32.000 --> 00:11:34.000]  沒有領隊了
[00:11:34.000 --> 00:11:37.000]  像羊走迷了路一樣偏行幾路
[00:11:37.000 --> 00:11:39.000]  以致失去神的恩
[00:11:39.000 --> 00:11:41.000]  達不到這個目的地
[00:11:41.000 --> 00:11:43.000]  希伯來書10章25字說
[00:11:43.000 --> 00:11:45.000]  你們不可停止聚會
[00:11:45.000 --> 00:11:48.000]  幸好那些停止慣了的人
[00:11:48.000 --> 00:11:51.000]  都要彼此怯面
[00:11:51.000 --> 00:11:55.000]  教會是預備了我們
[00:11:55.000 --> 00:11:58.000]  能夠有機會彼此扶立
[00:11:58.000 --> 00:12:00.000]  一個肢體受苦
[00:12:00.000 --> 00:12:02.000]  整個身體受苦
[00:12:02.000 --> 00:12:03.000]  一個肢體得榮耀
[00:12:03.000 --> 00:12:04.000]  整個身體快樂
[00:12:04.000 --> 00:12:06.000]  我們要緊緊跟隨著
[00:12:06.000 --> 00:12:08.000]  我們的弟兄姊妹
[00:12:08.000 --> 00:12:10.000]  一起走一條恩典之路
[00:12:10.000 --> 00:12:12.000]  否則我們失去的時候
[00:12:12.000 --> 00:12:15.000]  我們就不行了
[00:12:15.000 --> 00:12:17.000]  這是第一個陷阱
[00:12:17.000 --> 00:12:19.000]  我們再來看看第二個陷阱
[00:12:19.000 --> 00:12:21.000]  也是第二個恐怕
[00:12:21.000 --> 00:12:23.000]  希伯來書的作者說
[00:12:23.000 --> 00:12:25.000]  恐怕有毒根生出來
[00:12:25.000 --> 00:12:27.000]  擾亂你們
[00:12:27.000 --> 00:12:30.000]  因此叫眾人沾染污穢
[00:12:30.000 --> 00:12:32.000]  這幅是甚麼圖畫呢?
[00:12:32.000 --> 00:12:34.000]  原來這幅圖畫是引自
[00:12:34.000 --> 00:12:39.000]  《生命記》29章17-18節
[00:12:39.000 --> 00:12:42.000]  在《生命記》裏面是怎樣說的呢?
[00:12:42.000 --> 00:12:45.000]  唯恐你們中間或男或女
[00:12:45.000 --> 00:12:49.000]  或族長或支派長
[00:12:49.000 --> 00:12:51.000]  今日心裡偏離耶和華
[00:12:51.000 --> 00:12:53.000]  我們的神去侍奉那些
[00:12:53.000 --> 00:12:55.000]  那些國的神
[00:12:55.000 --> 00:12:58.000]  又怕你們中間有惡根生出
[00:12:58.000 --> 00:13:01.000]  苦菜和恩塵來
[00:13:01.000 --> 00:13:03.000]  這裏所謂根
[00:13:03.000 --> 00:13:07.000]  原來希伯來文的字是Risa
[00:13:07.000 --> 00:13:09.000]  Risa其實不是解根
[00:13:09.000 --> 00:13:11.000]  是幼苗
[00:13:11.000 --> 00:13:14.000]  如果那些幼苗是苦的
[00:13:14.000 --> 00:13:16.000]  很自然長大之後
[00:13:16.000 --> 00:13:18.000]  結出的果都是苦果
[00:13:18.000 --> 00:13:22.000]  所以中譯本是這樣譯的
[00:13:22.000 --> 00:13:25.000]  為何有人把一顆有毒的植物長起來
[00:13:25.000 --> 00:13:29.000]  《生命記》是用這幅圖畫去警告那些以色列人
[00:13:29.000 --> 00:13:31.000]  他們進入迦南地的時候
[00:13:31.000 --> 00:13:33.000]  到處都是異教徒
[00:13:33.000 --> 00:13:36.000]  就像大染缸一樣很容易被污染
[00:13:36.000 --> 00:13:38.000]  去偏離耶和華神
[00:13:38.000 --> 00:13:40.000]  去拜其他神
[00:13:40.000 --> 00:13:43.000]  而且這只會帶來混亂
[00:13:43.000 --> 00:13:45.000]  其他人也會受影響
[00:13:45.000 --> 00:13:49.000]  希伯來書的作者就用這幅圖畫警戒我們
[00:13:49.000 --> 00:13:51.000]  我們身處在一個大染缸當中
[00:13:51.000 --> 00:13:53.000]  到處都是敵對神的勢力
[00:13:53.000 --> 00:13:57.000]  我們不會受污染
[00:13:57.000 --> 00:14:00.000]  變成自己骯髒的
[00:14:00.000 --> 00:14:03.000]  在今天美國的社會
[00:14:03.000 --> 00:14:05.000]  我們受多少的憧憬
[00:14:05.000 --> 00:14:07.000]  所謂的信徒
[00:14:07.000 --> 00:14:12.000]  以為我們這些基督徒
[00:14:12.000 --> 00:14:14.000]  Narrow-minded
[00:14:14.000 --> 00:14:16.000]  心胸鴨肋
[00:14:16.000 --> 00:14:18.000]  我們要開放一點
[00:14:18.000 --> 00:14:21.000]  與時並進
[00:14:21.000 --> 00:14:24.000]  不是死守聖經教導我們要小心
[00:14:24.000 --> 00:14:26.000]  這些是毒根
[00:14:26.000 --> 00:14:32.000]  這些是骯髒的幼苗
[00:14:32.000 --> 00:14:35.000]  是生出苦果來叫人污衛的
[00:14:35.000 --> 00:14:38.000]  這就是第二個陷阱
[00:14:38.000 --> 00:14:41.000]  周圍的環境污染我們
[00:14:41.000 --> 00:14:44.000]  我們再來看第三個陷阱
[00:14:44.000 --> 00:14:46.000]  也是第三個恐怕
[00:14:46.000 --> 00:14:47.000]  第十六節
[00:14:47.000 --> 00:14:50.000]  恐怕有淫亂的有貪戀世俗的
[00:14:50.000 --> 00:14:52.000]  與異數的
[00:14:52.000 --> 00:14:56.000]  貪一點食物就把自己的掌天明賣了
[00:14:56.000 --> 00:14:58.000]  這是一個非常熟悉的圖畫
[00:14:58.000 --> 00:15:01.000]  作者用異數的故事來說出第三個陷阱
[00:15:01.000 --> 00:15:03.000]  簡言之
[00:15:03.000 --> 00:15:04.000]  第一方面是性的問題
[00:15:04.000 --> 00:15:05.000]  淫亂的問題
[00:15:05.000 --> 00:15:08.000]  第二是食物的問題
[00:15:08.000 --> 00:15:13.000]  故事是基礎到創世紀第26章27章和30章
[00:15:13.000 --> 00:15:15.000]  異數有兩個大問題
[00:15:15.000 --> 00:15:17.000]  第一是淫亂的問題
[00:15:17.000 --> 00:15:19.000]  創世紀第26章34節
[00:15:19.000 --> 00:15:20.000]  異數四十歲的時候
[00:15:20.000 --> 00:15:23.000]  娶了黑人比利的女兒尤迪
[00:15:23.000 --> 00:15:27.000]  與黑人以倫的女兒巴什末為妻
[00:15:27.000 --> 00:15:31.000]  他們嘗試以殺和尼伯加
[00:15:31.000 --> 00:15:33.000]  新女受煩
[00:15:33.000 --> 00:15:36.000]  雖然生命記第七章第三節
[00:15:36.000 --> 00:15:39.000]  明明禁止要娶黑人女子為妻
[00:15:39.000 --> 00:15:42.000]  異數仍然娶了她
[00:15:42.000 --> 00:15:44.000]  而且不是一個是兩個
[00:15:44.000 --> 00:15:48.000]  令到她父母以殺和尼伯加
[00:15:48.000 --> 00:15:50.000]  新女非常受煩
[00:15:50.000 --> 00:15:55.000]  希伯來書的作者歸咎於一個原因
[00:15:55.000 --> 00:15:58.000]  以殺的淫行、淫亂
[00:15:58.000 --> 00:16:02.000]  希臘文的pornos
[00:16:02.000 --> 00:16:04.000]  英文的pornography就有這個字
[00:16:04.000 --> 00:16:06.000]  是指性方面的淫亂
[00:16:06.000 --> 00:16:09.000]  另一方面是食物的問題
[00:16:09.000 --> 00:16:13.000]  故事是基礎到創世紀25章
[00:16:13.000 --> 00:16:16.000]  當異數打獵回來的時候
[00:16:16.000 --> 00:16:18.000]  口渴極了
[00:16:18.000 --> 00:16:21.000]  雅各對異數說
[00:16:21.000 --> 00:16:24.000]  我可以把這碗紅豆湯給你
[00:16:24.000 --> 00:16:28.000]  你只要今天把長子的名分賣給我就可以了
[00:16:28.000 --> 00:16:29.000]  異數說
[00:16:29.000 --> 00:16:30.000]  我快死了
[00:16:30.000 --> 00:16:32.000]  這個長子的名分對我有甚麼益處
[00:16:32.000 --> 00:16:34.000]  所以希伯來書的作者
[00:16:34.000 --> 00:16:37.000]  就以他一點的食物
[00:16:37.000 --> 00:16:40.000]  把長子的名分賣掉了
[00:16:40.000 --> 00:16:44.000]  這裡並不是說
[00:16:44.000 --> 00:16:47.000]  性慾、食慾是罪惡
[00:16:47.000 --> 00:16:49.000]  因為每個人都有食慾
[00:16:49.000 --> 00:16:51.000]  每個人都有性慾
[00:16:51.000 --> 00:16:53.000]  世界上每個人說我肚子餓
[00:16:53.000 --> 00:16:54.000]  你犯罪了
[00:16:54.000 --> 00:16:55.000]  不是的
[00:16:55.000 --> 00:16:56.000]  食慾不是
[00:16:56.000 --> 00:16:58.000]  但如果因為這些慾望的滿足
[00:16:58.000 --> 00:17:02.000]  讓我們跌到超越了神的界限
[00:17:02.000 --> 00:17:04.000]  這個就有問題了
[00:17:04.000 --> 00:17:07.000]  希伯來書的作者用一個字去形容異數的問題
[00:17:07.000 --> 00:17:10.000]  希臘文這個字叫Vepilos
[00:17:10.000 --> 00:17:13.000]  Vepilos這個字在《新疆聖經》出現四次
[00:17:13.000 --> 00:17:16.000]  可以做不敬虔、Ungodly
[00:17:16.000 --> 00:17:18.000]  也可以做世俗
[00:17:18.000 --> 00:17:19.000]  簡單來說
[00:17:19.000 --> 00:17:20.000]  是當神死的
[00:17:20.000 --> 00:17:22.000]  當神沒有到
[00:17:22.000 --> 00:17:25.000]  只是想到自己慾念的滿足
[00:17:25.000 --> 00:17:28.000]  而沒有想到神是怎麼看的
[00:17:28.000 --> 00:17:30.000]  在我們今天的社會裡
[00:17:30.000 --> 00:17:32.000]  我們走一條人生的道路
[00:17:32.000 --> 00:17:35.000]  往往是遇到這些陷阱
[00:17:35.000 --> 00:17:37.000]  迷失了
[00:17:37.000 --> 00:17:39.000]  受環境世俗的污染
[00:17:39.000 --> 00:17:41.000]  不能夠謹慎神的誡命
[00:17:41.000 --> 00:17:43.000]  想著滿足自己的慾望
[00:17:43.000 --> 00:17:47.000]  忘記了不可奸淫和荒淫的誡命
[00:17:47.000 --> 00:17:48.000]  要小心
[00:17:48.000 --> 00:17:50.000]  前車可鑒
[00:17:50.000 --> 00:17:52.000]  我們再來看看第17節
[00:17:52.000 --> 00:17:54.000]  前車可鑒
[00:17:54.000 --> 00:17:57.000]  後來想要承受父所祝的福
[00:17:57.000 --> 00:17:59.000]  竟被棄絕
[00:17:59.000 --> 00:18:01.000]  雖然哭哭切球
[00:18:01.000 --> 00:18:03.000]  卻得不著門路
[00:18:03.000 --> 00:18:06.000]  使得父親的心意回轉
[00:18:06.000 --> 00:18:08.000]  這是你們知道的
[00:18:08.000 --> 00:18:10.000]  一時之快
[00:18:10.000 --> 00:18:13.000]  卻帶來無限的痛苦和後果
[00:18:13.000 --> 00:18:15.000]  在原文的句子裡
[00:18:15.000 --> 00:18:17.000]  「這是你們知道」
[00:18:17.000 --> 00:18:19.000]  其實是因為你們知道
[00:18:19.000 --> 00:18:21.000]  而且整句
[00:18:21.000 --> 00:18:23.000]  這裡是作為起頭的
[00:18:23.000 --> 00:18:27.000]  「耳熟取黑人女子為妻」
[00:18:27.000 --> 00:18:30.000]  他早就知道會有什麼後果
[00:18:30.000 --> 00:18:34.000]  當耳熟為了一點食物失去了長子的名分
[00:18:34.000 --> 00:18:36.000]  他知道會有什麼後果
[00:18:36.000 --> 00:18:38.000]  不是無知
[00:18:38.000 --> 00:18:40.000]  是明知而故犯
[00:18:40.000 --> 00:18:42.000]  他知道後果仍然是這樣
[00:18:42.000 --> 00:18:44.000]  就像亞當夏娃吃禁果一樣
[00:18:44.000 --> 00:18:46.000]  他明知神吩咐
[00:18:46.000 --> 00:18:48.000]  不可他仍然去做
[00:18:48.000 --> 00:18:50.000]  究竟有什麼後果?
[00:18:50.000 --> 00:18:53.000]  希伯來書的座帝有一個非常強烈的字
[00:18:53.000 --> 00:18:55.000]  去形容這個後果
[00:18:55.000 --> 00:18:57.000]  我們不可不知
[00:18:57.000 --> 00:18:59.000]  這個字是什麼字?
[00:18:59.000 --> 00:19:01.000]  「氣絕」
