
[00:00:00.000 --> 00:00:04.780]  多謝Sam叔 各位早晨
[00:02:51.400 --> 00:02:54.740]  甚至有些人說你罵我少一點
[00:02:54.740 --> 00:02:56.500]  我就覺得你很可愛
[00:02:56.500 --> 00:02:58.980]  你和我老婆都這樣說的
[00:02:58.980 --> 00:03:03.400]  但是你覺得責備是不是真的不好呢
[00:03:03.400 --> 00:03:06.400]  你知道我們那一行 我做心理治療
[00:03:06.400 --> 00:03:08.900]  我做了很多年了
[00:03:08.900 --> 00:03:11.480]  我剛才坐車來都2元
[00:03:11.480 --> 00:03:15.280]  你就知道多少年了
[00:03:15.280 --> 00:03:17.740]  就是65歲
[00:03:17.740 --> 00:03:20.480]  30多年左右
[00:03:20.480 --> 00:03:23.020]  很多人都問的問題就是
[00:03:23.020 --> 00:03:27.280]  我做錯了什麼呢 為什麼會有這樣的報應呢
[00:03:27.280 --> 00:03:29.320]  最近我遇到兩個怪症
[00:03:29.320 --> 00:03:31.160]  講一個吧 時間關係
[00:03:31.160 --> 00:03:34.320]  一個怪症就是疑病症
[00:03:34.320 --> 00:03:37.360]  很少遇到的 是我們那一行裡面
[00:03:37.360 --> 00:03:39.440]  其實遇到不是好事
[00:03:39.440 --> 00:03:41.380]  因為醫生治不了的病
[00:03:41.380 --> 00:03:45.480]  就是你整天覺得自己有病
[00:03:45.480 --> 00:03:47.680]  你很相信自己有病
[00:03:47.680 --> 00:03:50.080]  但是檢查了之後是沒有病
[00:03:50.080 --> 00:03:52.400]  但是你仍然都很不安心
[00:03:52.400 --> 00:03:55.920]  說自己有病 有病
[00:03:55.920 --> 00:04:00.960]  講明不是他專門想拿病假那些的
[00:04:00.960 --> 00:04:03.840]  是真的整個身體這裡痛那裡痛的
[00:04:03.840 --> 00:04:06.480]  但是又檢查不了的
[00:04:06.480 --> 00:04:09.720]  這種病來自什麼呢 來自內疚
[00:04:09.720 --> 00:04:13.320]  內疚什麼呢 就是你對不起你父母
[00:04:13.320 --> 00:04:15.420]  你對不起你父母
[00:04:15.420 --> 00:04:18.520]  這種病我第二次第三次再見
[00:04:18.520 --> 00:04:20.600]  都是留學生的病來的
[00:04:20.600 --> 00:04:24.240]  就是在外國那些學生是做錯事
[00:04:24.240 --> 00:04:27.320]  包括了跟別人同居 吸毒
[00:04:27.320 --> 00:04:30.520]  或者讀到下一大學 騙父母
[00:04:30.520 --> 00:04:32.720]  其實沒有讀下去的
[00:04:32.720 --> 00:04:36.960]  碰到這些事 事後就出事了
[00:04:36.960 --> 00:04:38.920]  就是他的心理
[00:04:38.920 --> 00:04:43.040]  就是覺得那種對不起爸爸媽媽的感覺
[00:04:43.040 --> 00:04:45.640]  一直到哪裡都還有
[00:04:45.640 --> 00:04:49.280]  喝酒了 一醒來又有這個感覺
[00:04:49.280 --> 00:04:52.040]  這時候叫看醫生 看精神科
[00:04:52.040 --> 00:04:53.640]  精神科我治不了你
[00:04:53.640 --> 00:04:56.400]  你不是界定了任何的病症
[00:04:56.400 --> 00:05:00.880]  這時候又看普通 又看專科 看不到
[00:05:00.880 --> 00:05:05.840]  但是很感謝神 我剛才講那個治好了
[00:05:05.840 --> 00:05:07.560]  他遇到一個基督徒
[00:05:07.560 --> 00:05:10.040]  一個臨床心理專家
[00:05:10.040 --> 00:05:12.560]  這個基督徒是跟他祈禱
[00:05:12.560 --> 00:05:16.680]  帶他去教會 他信了耶穌
[00:05:16.680 --> 00:05:21.200]  他帶他的爸爸媽媽去教會
[00:05:21.200 --> 00:05:23.960]  你可以說為什麼這麼厲害
[00:05:23.960 --> 00:05:26.600]  但是他承認了一件事 他經過了責備
[00:05:26.600 --> 00:05:29.120]  他覺得自己很不安心 很不安心
[00:05:29.120 --> 00:05:30.960]  後來他終於找到
[00:05:30.960 --> 00:05:34.920]  去哪裡找到幫自己不安心的方法呢
[00:05:34.920 --> 00:05:36.720]  就是卸罪的因典
[00:05:36.720 --> 00:05:41.080]  突然覺得自己的罪被上帝饒恕了
[00:05:41.080 --> 00:05:45.280]  一被饒恕了 怕得不用再怕這個世界了
[00:05:45.280 --> 00:05:47.360]  既然上帝愛我
[00:05:47.360 --> 00:05:50.680]  我可以有膽面對這個世界任何的人
[00:05:50.680 --> 00:05:52.120]  反過來他看到的是
[00:05:52.120 --> 00:05:56.400]  他需要幫自己的爸爸媽媽去找回這個上帝
[00:05:56.400 --> 00:05:59.120]  這件事發生多久呢 頭尾一個月
[00:05:59.120 --> 00:06:01.800]  在我去歐洲之前 歐洲裏面
[00:06:01.800 --> 00:06:03.720]  這件事就完了
[00:06:03.720 --> 00:06:06.040]  所以我今天很想用這段聖經
[00:06:06.040 --> 00:06:09.560]  你在周刊都有 耶利米斯31章
[00:06:09.560 --> 00:06:13.520]  其實這段聖經講的字眼是很肉麻的
[00:06:13.520 --> 00:06:15.520]  你稍後讀一下覺得很有趣
[00:06:15.520 --> 00:06:18.000]  伊法蓮是我的愛子媽
[00:06:18.000 --> 00:06:20.640]  是不是我最疼的兒子呢
[00:06:20.640 --> 00:06:22.640]  是不是可喜悅的孩子呢
[00:06:22.640 --> 00:06:25.200]  是不是我喜歡她 很喜歡她呢
[00:06:25.200 --> 00:06:28.400]  接著他說 我每逢責備她
[00:06:28.400 --> 00:06:30.800]  仍心顧念她
[00:06:30.800 --> 00:06:34.200]  我每逢罵她 我心裏都很掛念她
[00:06:34.200 --> 00:06:37.200]  所以我心上戀慕她
[00:06:37.200 --> 00:06:40.400]  我的心裡癡迷地喜歡她
[00:06:40.400 --> 00:06:42.840]  我必要憐憫她
[00:06:42.840 --> 00:06:45.520]  你試一下今天回去對著你老公講這句話
[00:06:45.520 --> 00:06:48.800]  我每逢責備你 我的心顧念你
[00:06:48.800 --> 00:06:52.440]  我的心牆戀慕你 我必要憐憫你
[00:06:52.440 --> 00:06:56.080]  嚇得你老公冒汗 什麼事啊
[00:06:56.080 --> 00:06:58.560]  你好得那麼多人害怕
[00:06:58.560 --> 00:07:02.160]  你知道是真事
[00:07:02.160 --> 00:07:05.160]  很多人都
[00:07:05.160 --> 00:07:08.520]  我在歐洲都有 在荷蘭有個女士
[00:07:08.520 --> 00:07:11.160]  叫我教她的兒子 她兒子打了
[00:07:11.160 --> 00:07:14.640]  又是一個打機迷 打了十年
[00:07:14.640 --> 00:07:17.520]  這個兒子是智商很高的
[00:07:17.520 --> 00:07:21.360]  荷蘭6%左右的人可以進到一些最名氣的大學
[00:07:21.360 --> 00:07:22.560]  她兒子可以進
[00:07:22.560 --> 00:07:25.600]  但問題是進去之後都沒有讀書
[00:07:25.600 --> 00:07:28.120]  還沒有打機
[00:07:28.120 --> 00:07:32.440]  你知道打機 接著下集有的
[00:07:32.440 --> 00:07:35.160]  就是打什麼 打錢
[00:07:35.160 --> 00:07:38.040]  這次輸了很多錢
[00:07:38.040 --> 00:07:41.640]  我媽幫他還債
[00:07:41.640 --> 00:07:45.240]  他媽媽整天盯著他 一開電腦就盯著他
[00:07:45.240 --> 00:07:48.320]  每次被他盯著他 又打
[00:07:48.320 --> 00:07:52.720]  兒子說打完這次不打了 還打
[00:07:52.720 --> 00:07:54.760]  他媽媽就跟我說
[00:07:54.760 --> 00:07:59.760]  她說你教我怎麼罵他
[00:07:59.760 --> 00:08:01.640]  我說你不會罵兒子的嗎
[00:08:01.640 --> 00:08:05.800]  我全部都罵了 都沒有用的
[00:08:05.800 --> 00:08:10.160]  你教我一套新的東西 讓我罵他
[00:08:10.160 --> 00:08:14.000]  我就教他 你忍著笑
[00:08:14.000 --> 00:08:18.720]  你罵什麼的 他就罵罵罵
[00:08:18.720 --> 00:08:24.600]  我說都挺毒的 罵罵罵
[00:08:24.600 --> 00:08:27.120]  是不是照這樣罵就對了
[00:08:27.120 --> 00:08:31.080]  我說都差不多了 如果是事實你就罵吧
[00:08:31.080 --> 00:08:33.520]  他說你沒有教過我
[00:08:33.520 --> 00:08:36.280]  我說你聽完我最後一句
[00:08:36.280 --> 00:08:39.760]  你罵完之後就沒戲了 將它完了
[00:08:39.760 --> 00:08:41.760]  你說最後一句
[00:08:41.760 --> 00:08:43.680]  不過我還是這麼疼你
[00:08:43.680 --> 00:08:45.760]  你加上這一句就可以了
[00:08:45.760 --> 00:08:49.640]  是嗎?你試一下 你試一下
[00:08:49.640 --> 00:08:52.040]  罵罵罵
[00:08:52.040 --> 00:08:55.080]  最後一句 不過我還是這麼疼你
[00:08:55.080 --> 00:08:57.880]  他兒子聽到呆了
[00:08:57.880 --> 00:09:01.560]  你明不明白 這個很重要的問題
[00:09:01.560 --> 00:09:05.480]  人家罵兒子你也罵兒子 但是罵的不同
[00:09:05.480 --> 00:09:07.200]  你罵到發瘋的樣子
[00:09:07.200 --> 00:09:09.080]  但是最後一句就是
[00:09:09.080 --> 00:09:11.400]  不過我還是這麼疼你
[00:09:11.400 --> 00:09:13.920]  你試一下罵你老公 你又骯髒
[00:09:13.920 --> 00:09:15.280]  你又壞 你嘴巴又壞
[00:09:15.280 --> 00:09:17.400]  不過我還是這麼疼你
[00:09:17.400 --> 00:09:21.120]  你猜那個聽的人聽到怎麼樣呢
[00:09:21.120 --> 00:09:24.880]  很感動啊 將我壞成這樣
[00:09:24.880 --> 00:09:27.080]  我還以為你想殺了我
[00:09:27.080 --> 00:09:30.280]  誰知道不過我還是這麼疼你
[00:09:30.280 --> 00:09:33.000]  你老公問你 你有備而待狂嗎?
[00:09:33.000 --> 00:09:37.000]  我這麼壞 你還是這麼喜歡我
[00:09:37.000 --> 00:09:40.560]  你看這些聖經 像啊 像啊
[00:09:40.560 --> 00:09:42.960]  他說 你是我愛子嗎?
[00:09:42.960 --> 00:09:44.960]  你知不知道我這麼愛你
[00:09:44.960 --> 00:09:46.840]  你做這麼多事是不對的
[00:09:46.840 --> 00:09:49.440]  你又拜偶像 你又離開我這麼遠
[00:09:49.440 --> 00:09:50.640]  你知不知道愛我呢?
[00:09:50.640 --> 00:09:52.880]  你還說我喜歡嗎?我喜悅嗎?
[00:09:52.880 --> 00:09:55.360]  我真的做些事 我真的不喜悅你
[00:09:55.360 --> 00:10:00.040]  但是我每逢罵你呢 我仍顧念你
[00:10:00.040 --> 00:10:03.200]  通常人罵你就是我罵你 我又不理你
[00:10:03.200 --> 00:10:05.200]  剛好相反 我不是不理你
[00:10:05.200 --> 00:10:08.160]  我還掛念你 掛念你
[00:10:08.160 --> 00:10:12.600]  然後呢 我心腸是戀慕你
[00:10:12.600 --> 00:10:14.720]  我必要憐憫你
[00:10:14.720 --> 00:10:17.760]  昨天我說過這個字憐憫
[00:10:17.760 --> 00:10:21.520]  這個字是我向我的同事
[00:10:21.520 --> 00:10:23.840]  大學教授傳福音的時候
[00:10:23.840 --> 00:10:26.440]  最被他們反對的字
[00:10:26.440 --> 00:10:29.720]  他說全世界的東西
[00:10:29.720 --> 00:10:32.840]  那些好人 好的宗教我都聽過了
[00:10:32.840 --> 00:10:35.840]  但是基督教呢 好就好了
[00:10:35.840 --> 00:10:38.440]  不過有一樣東西我都不太喜歡
[00:10:38.440 --> 00:10:43.280]  就是為什麼上帝憐憫人呢?
[00:10:43.280 --> 00:10:46.200]  通常他們是一些心理學家
[00:10:46.200 --> 00:10:52.240]  他們會覺得憐憫是一種貶低的感覺
[00:10:52.240 --> 00:10:54.360]  比如你回家 你對老婆說
[00:10:54.360 --> 00:10:57.680]  我憐憫你 哇 你什麼身世啊
[00:10:57.680 --> 00:11:00.080]  我用得著你憐憫我
[00:11:00.080 --> 00:11:04.560]  就是說呢 感覺就是你很大啊 是吧
[00:11:04.560 --> 00:11:07.880]  你可憐我都接受不了還憐憫我
[00:11:07.880 --> 00:11:11.200]  我接受你說同情我差不多
[00:11:11.200 --> 00:11:15.600]  就是說你憐憫的姿態很高
[00:11:15.600 --> 00:11:18.840]  我查了一些心學詞典 是真的
[00:11:18.840 --> 00:11:22.040]  憐憫是一個高地位的人
[00:11:22.040 --> 00:11:25.440]  是一個低地位的人說的話
[00:11:25.440 --> 00:11:27.360]  所以你明天去開炒
[00:11:27.360 --> 00:11:30.000]  你跟老闆說我憐憫你
[00:11:30.000 --> 00:11:32.400]  你明天不用上班了 是吧
[00:11:32.400 --> 00:11:35.160]  你這麼低地位跟這麼高地位的人說
[00:11:35.160 --> 00:11:37.360]  我憐憫你 是吧
[00:11:37.360 --> 00:11:40.440]  最多就是說我替你很難過
[00:11:40.440 --> 00:11:44.120]  哇 那是真的 你有沒有看到這件事呢
[00:11:44.120 --> 00:11:47.640]  如果你說是的話 為什麼上帝不讓人舒服一點
[00:11:47.640 --> 00:11:50.600]  那時候我同情你就算了 是吧
[00:11:50.600 --> 00:11:55.360]  可憐也差一點點 不過憐憫你太厲害了
[00:11:55.360 --> 00:11:57.960]  不過你留意一下
[00:11:57.960 --> 00:12:02.120]  憐憫的代價是十字架
[00:12:02.120 --> 00:12:04.360]  你要搞清楚這件事
[00:12:04.360 --> 00:12:07.240]  他憐憫我們的脆弱
[00:12:07.240 --> 00:12:10.440]  我們自己說自己行 那些又是不行
[00:12:10.440 --> 00:12:13.800]  改多一改不好 於是要救恩
[00:12:13.800 --> 00:12:18.840]  救恩就是代我們這個罪給一個救贖
[00:12:18.840 --> 00:12:22.280]  用神 兒子 耶穌基督的血
[00:12:22.280 --> 00:12:25.400]  就是說所有這個憐憫
[00:12:25.400 --> 00:12:29.920]  最後跟進的行動是犧牲的
[00:12:29.920 --> 00:12:32.680]  憐憫是有犧牲的
[00:12:32.680 --> 00:12:37.200]  所以你今天回去跟你老公說我憐憫你
[00:12:37.200 --> 00:12:42.400]  是說我仍然將我自己很多的幸福
[00:12:42.400 --> 00:12:46.560]  我都犧牲在這個婚姻那裡 為了愛你
[00:12:46.560 --> 00:12:49.960]  我為你祈禱 我鼓勵你回教會
[00:12:49.960 --> 00:12:55.680]  甚至我常常做好的榜樣 希望可以感動你
[00:12:55.680 --> 00:12:57.640]  其實裡面有很多犧牲的
[00:12:57.640 --> 00:12:59.640]  甚至未必你要做這麼多的
[00:12:59.640 --> 00:13:03.640]  但是你覺得這個是值得的 因為你愛他
[00:13:03.640 --> 00:13:05.640]  這個是很不同的
[00:13:05.640 --> 00:13:10.160]  所以你說你想憐憫誰 你肯不肯付這個代價
[00:13:10.160 --> 00:13:13.280]  你要愛一個你不可愛的人
[00:13:13.280 --> 00:13:17.240]  這個《河西亞書》裡面你看到這個先知河西亞
[00:13:17.240 --> 00:13:22.680]  上帝要他去娶一個壞的女人 還要再去愛她
[00:13:22.680 --> 00:13:25.640]  哇 這些這樣的看法 你看完聖經
[00:13:25.640 --> 00:13:28.360]  你就很感動 值不值得呢?
[00:13:28.360 --> 00:13:30.600]  昨天我又分享了在星期六
[00:13:30.600 --> 00:13:35.040]  說我做社工的時候 有什麼感動我做外展呢?
[00:13:35.040 --> 00:13:37.640]  其實當時我畢業的時候
[00:13:37.640 --> 00:13:41.400]  每個同學就說最好做哪樣?
[00:13:41.400 --> 00:13:43.880]  第一就是最好做兒童
[00:13:43.880 --> 00:13:49.640]  幼童就很蜜 又有趣 看到他就笑
[00:13:49.640 --> 00:13:53.200]  哇 上班又有錢 又有這麼多人哄我笑
[00:13:53.200 --> 00:13:54.880]  就是發達了 是吧?
[00:13:54.880 --> 00:13:57.920]  有些同學真的做幼童 做兒童
[00:13:57.920 --> 00:14:01.120]  有些人說不是 當然是做長者了 是吧?
[00:14:01.120 --> 00:14:06.120]  長者不用回夜工 長者早睡
[00:14:06.120 --> 00:14:10.640]  所以早上下午下班就可以走了 是吧?
[00:14:10.640 --> 00:14:15.160]  有些人說不是 最好做家庭服務好
[00:14:15.160 --> 00:14:18.880]  家庭服務好就是教人家教兒子
[00:14:18.880 --> 00:14:21.440]  怎麼對老公 順便自己溫習一下
[00:14:21.440 --> 00:14:24.200]  怎麼炮製老公 是吧?
[00:14:24.200 --> 00:14:29.280]  就變成每天上班都增加自己的見聞
[00:14:29.280 --> 00:14:31.600]  偏偏那年 我畢業那年
[00:14:31.600 --> 00:14:35.520]  香港就開了一個新的計劃叫做外展
[00:14:35.520 --> 00:14:40.200]  外展是什麼呢?就是街邊撿兒子
[00:14:40.200 --> 00:14:42.440]  就跟那些不上學的
[00:14:42.440 --> 00:14:45.000]  誰知道不上學很簡單
[00:14:45.000 --> 00:14:47.160]  每天上學的時間他就在街上走
[00:14:47.160 --> 00:14:48.640]  就是不上學了 是吧?
[00:14:48.640 --> 00:14:52.280]  他一二三四五 上午下午都在這裡
[00:14:52.280 --> 00:14:54.880]  難道他不上夜校嗎?
[00:14:54.880 --> 00:14:56.400]  還有一個問題就是
[00:14:56.400 --> 00:14:59.480]  我們有些是take的 有十幾項
[00:14:59.480 --> 00:15:01.800]  中五項以上都算的
[00:15:01.800 --> 00:15:04.000]  我就不講內容了
[00:15:04.000 --> 00:15:09.160]  我第一年我就帶他們去營
[00:15:09.160 --> 00:15:12.160]  那時候我是女青年會的外展社工
[00:15:12.160 --> 00:15:16.040]  就選擇去女青年會的營 散石灣
[00:15:16.040 --> 00:15:18.040]  營都挺漂亮的
[00:15:18.040 --> 00:15:21.920]  我一進去 我帶了七個義工去
[00:15:21.920 --> 00:15:24.480]  就帶著二十幾三十個小孩子去
[00:15:24.480 --> 00:15:27.960]  小孩子是十歲左右 至十五歲左右
[00:15:27.960 --> 00:15:31.880]  一去到 我想著講一下營規
[00:15:31.880 --> 00:15:34.680]  誰知道不用講了 他們都已經煩了
[00:15:34.680 --> 00:15:39.600]  真是天才兒童
[00:15:39.600 --> 00:15:40.760]  最厲害的就是
[00:15:40.760 --> 00:15:42.920]  為什麼女青年會的旗子不同了呢?
[00:15:42.920 --> 00:15:44.520]  原來他們是一條內褲
[00:15:44.520 --> 00:15:49.080]  就是他換了別人的旗子
[00:15:49.080 --> 00:15:50.960]  我說 哇 真是
[00:15:50.960 --> 00:15:54.640]  很大件事對人家的侮辱 是吧?
[00:15:54.640 --> 00:15:55.920]  我一進去房間
[00:15:55.920 --> 00:15:57.400]  他在睡房 他在睡房
[00:15:57.400 --> 00:15:58.960]  哇 他全部都吸煙
[00:15:58.960 --> 00:16:01.760]  拿煙筒 燙穿了被子
[00:16:01.760 --> 00:16:05.080]  那些繩頭都是穿一個洞 一個洞一燙
[00:16:05.080 --> 00:16:08.320]  哇 我心想 哇 你帶很多錢來陪現在
[00:16:08.320 --> 00:16:11.560]  這樣都不算
[00:16:11.560 --> 00:16:14.080]  接著我聽到那些義工跟我說
[00:16:14.080 --> 00:16:17.120]  他知道樓上有一幫工友
[00:16:17.120 --> 00:16:20.000]  工友 他們有個度假營
[00:16:20.000 --> 00:16:22.760]  他突然間上去找那些工友
[00:16:22.760 --> 00:16:27.360]  今晚開片 叫做「隻抽隻」
[00:16:27.360 --> 00:16:29.560]  哇 連片都拍了
[00:16:29.560 --> 00:16:33.240]  我想一下 你來這裡幹什麼事?
[00:16:33.240 --> 00:16:34.880]  後來我跟同事說
[00:16:34.880 --> 00:16:39.680]  今晚要小心一點 不要再來這裡了
[00:16:39.680 --> 00:16:42.200]  帶他去一些地方
[00:16:42.200 --> 00:16:46.120]  帶他去哪裡呢?最安全就是上山
[00:16:46.120 --> 00:16:47.320]  為什麼上山呢?
[00:16:47.320 --> 00:16:49.760]  有鬼嘛 當然去啦
[00:16:49.760 --> 00:16:51.640]  他說 好啊
[00:16:51.640 --> 00:16:54.040]  鬼都不怕的嘛 就去吧
[00:16:54.040 --> 00:16:55.160]  去到他就怕了
[00:16:55.160 --> 00:16:56.840]  我說 你聽不聽到什麼?
[00:16:56.840 --> 00:16:58.200]  他過了都說聽到
[00:16:58.200 --> 00:17:01.480]  其實沒什麼的
[00:17:01.480 --> 00:17:03.840]  他過了都說聽到
[00:17:03.840 --> 00:17:07.640]  我就用心聽 聽到什麼就告訴我
[00:17:07.640 --> 00:17:10.360]  這樣就搞了一晚
[00:17:10.360 --> 00:17:14.000]  有時候這些人很可愛 這些小孩子
[00:17:14.000 --> 00:17:17.120]  到晚上 我的同事就說
[00:17:17.120 --> 00:17:18.600]  那些義工來的
[00:17:18.600 --> 00:17:21.120]  他第一次發現他們可愛
[00:17:21.120 --> 00:17:23.520]  你知道為什麼發現他們可愛嗎?
[00:17:23.520 --> 00:17:26.000]  說髒話又打架又這麼頑皮
[00:17:26.000 --> 00:17:27.400]  嘴巴又不好又撩人
[00:17:27.400 --> 00:17:28.800]  有什麼可愛呢?
[00:17:28.800 --> 00:17:32.000]  原來他不出聲的時候很可愛
[00:17:32.000 --> 00:17:35.400]  就是他一睡覺的樣子 閉上眼睛
[00:17:35.400 --> 00:17:39.000]  你突然間看他的樣子 個個都很可愛
[00:17:39.000 --> 00:17:41.560]  我突然間發現 是啊
[00:17:41.560 --> 00:17:44.760]  我整天白天看到他討人厭的那一面
[00:17:44.760 --> 00:17:48.680]  我看不到上帝創造他另一面很漂亮
[00:17:48.680 --> 00:17:52.400]  那個義工說 其實我們要看多一點
[00:17:52.400 --> 00:17:55.400]  有時候我們看到某一些我們最差的那一面
[00:17:55.400 --> 00:17:58.720]  我們就要看人 誰知道有一個沒睡覺
[00:17:58.720 --> 00:18:02.120]  坐在我旁邊 那句話感動了我
[00:18:02.120 --> 00:18:06.800]  他說 阿sir 為什麼你花那麼多時間
[00:18:06.800 --> 00:18:09.000]  對我們這些爛鬼?
[00:18:09.000 --> 00:18:13.080]  為什麼你花那麼多時間對我們這些爛鬼?
[00:18:13.080 --> 00:18:15.840]  這句話我突然間發現到
[00:18:15.840 --> 00:18:19.200]  我都要向我自己回答這個問題
[00:18:19.200 --> 00:18:21.960]  我跟他說 我是一個基督徒
[00:18:21.960 --> 00:18:24.840]  我覺得我需要去照顧你們
[00:18:24.840 --> 00:18:28.720]  因為實在太多人不喜歡你們
[00:18:28.720 --> 00:18:31.880]  當我說完了之後 我決心
[00:18:31.880 --> 00:18:35.080]  我真的要照顧他們
[00:18:35.080 --> 00:18:37.640]  我那一晚是很大的改變
[00:18:37.640 --> 00:18:42.200]  我那七個義工 全部都是基督徒
[00:18:42.200 --> 00:18:44.960]  有三個現在是臨床心理專家
[00:18:44.960 --> 00:18:48.320]  其中有一個大家認識的李碧心小姐
[00:18:48.320 --> 00:18:51.040]  她當時是中五的 跟我們做義工
[00:18:51.040 --> 00:18:55.320]  後來去了德國做輔導 發展了很多工作
[00:18:55.320 --> 00:18:58.320]  你想一下 當你看到你的人生
[00:18:58.320 --> 00:19:01.520]  突然間你覺得你參加了上帝的工作
[00:19:01.520 --> 00:19:05.040]  去愛人的時候 突然間你很感動
[00:19:05.040 --> 00:19:08.400]  覺得自己做得 自己都欣賞自己
[00:19:08.400 --> 00:19:10.640]  原來因為上帝喜悅你
[00:19:10.640 --> 00:19:14.400]  所以你覺得自己都很感動 很開心的做得
[00:19:14.400 --> 00:19:18.680]  走回去 後來我們的同事問我
[00:19:18.680 --> 00:19:20.880]  是不是那個營很好玩?
[00:19:20.880 --> 00:19:23.960]  我說真的很好玩 為什麼好玩呢?
[00:19:23.960 --> 00:19:26.520]  好像另一幫人走難那樣
[00:19:26.520 --> 00:19:27.920]  但是好處是什麼呢?
[00:19:27.920 --> 00:19:31.640]  好處就是我再認識到他們需要愛
[00:19:31.640 --> 00:19:34.520]  我想今天你想一下你自己的人生
[00:19:34.520 --> 00:19:37.000]  你有沒有被上帝責備過呢?
[00:19:37.000 --> 00:19:40.000]  有些人說責備是不是就是罰啊?
[00:19:40.000 --> 00:19:42.320]  罰是不是就是走壞運啊?
[00:19:42.320 --> 00:19:44.840]  我知道了 扣了工資又是責備
[00:19:44.840 --> 00:19:49.240]  被老公不好又是責備 其實不是這個意思
[00:19:49.240 --> 00:19:53.400]  其實責備是我們有一種本能知道被責備的
[00:19:53.400 --> 00:19:57.040]  是知道的 你猜兒童知不知道呢?
[00:19:57.040 --> 00:20:01.520]  兒童知道的 如果那個兒童被媽媽爸爸罵過
[00:20:01.520 --> 00:20:04.040]  他那一刻睡得不好
[00:20:04.040 --> 00:20:08.640]  就要站在你床邊的房門口 砰在那裡
[00:20:08.640 --> 00:20:10.640]  看著你 想哭的
[00:20:10.640 --> 00:20:13.040]  你說睡吧 走吧 走吧 他不肯走的
