
[00:00:00.000 --> 00:00:06.720]  今天是1月16日 是一個很特別的日子
[00:01:59.120 --> 00:02:03.920]  隨時都會報他們的後塵 都是一樣
[00:02:03.920 --> 00:02:07.680]  願神憐憫 願神給我們美國
[00:02:07.680 --> 00:02:11.280]  還能夠有自由的言語多幾年
[00:02:11.280 --> 00:02:18.960]  很多的牧師在今天都會說關於性愛正確的教導
[00:02:18.960 --> 00:02:23.040]  我就不會說 因為我在說前些時候才說完
[00:02:23.040 --> 00:02:27.040]  《針研》說過一篇就是道就是性別的智慧
[00:02:27.040 --> 00:02:31.360]  所以我這裡不會再說同樣的東西
[00:02:31.360 --> 00:02:34.480]  我們會繼續說耶利米亞的歌
[00:02:34.480 --> 00:02:38.480]  我們知道今年全教會都是說耶利米亞的歌
[00:02:38.480 --> 00:02:44.000]  今天會說到最後一章的大結局
[00:02:44.000 --> 00:02:47.520]  我說過耶利米亞的歌其實很有趣
[00:02:47.520 --> 00:02:51.520]  五章的經文有個很特別的結構
[00:02:51.520 --> 00:02:55.600]  五章的經文有五首的字母詩
[00:02:55.600 --> 00:02:58.960]  每首的字母詩都有少許的不同
[00:02:58.960 --> 00:03:02.000]  那你說為什麼耶利米亞要這樣做呢?
[00:03:02.000 --> 00:03:05.120]  也是因為這樣 有很多的神學家都說
[00:03:05.120 --> 00:03:09.920]  耶利米亞的歌這本書其實有五個不同的作者
[00:03:09.920 --> 00:03:16.320]  其實不是的 透過這些少許的瑕疵在每一首的字母詩
[00:03:16.320 --> 00:03:20.640]  其實耶利米亞是指出經文的重心在哪裡
[00:03:20.640 --> 00:03:26.240]  在第一章例如十六、十七節的字母是調轉了
[00:03:26.240 --> 00:03:31.440]  字母詩就是由猶太人的字母排出來
[00:03:31.440 --> 00:03:36.880]  所以有二十二節的經文 因為猶太人有二十二個字母
[00:03:36.880 --> 00:03:40.960]  在第十六、十七節的字母是調轉了
[00:03:40.960 --> 00:03:44.560]  跟第二、第三、第四章是不同的
[00:03:44.560 --> 00:03:50.480]  所以猶太人的讀者就會將注意力放在十六、十七節
[00:03:50.480 --> 00:03:54.480]  其實十六、十七節就是第一章的經文的縮寫
[00:03:54.480 --> 00:03:58.320]  帶出來的訊息就是我們要面對現實
[00:03:58.320 --> 00:04:03.200]  當一個人在苦難的時候 不面對現實是不能夠走出
[00:04:03.200 --> 00:04:05.120]  有核核銀
[00:04:05.120 --> 00:04:09.280]  第二章我們說根本沒有瑕疵
[00:04:09.280 --> 00:04:13.200]  因為第二章的主角是神自己
[00:04:13.200 --> 00:04:21.520]  神執行他的文約來審判、懲罰、管教以色列人
[00:04:21.520 --> 00:04:26.720]  所以神有他的主權 第二章是講神是沒有瑕疵的
[00:04:26.720 --> 00:04:31.840]  如果沒有瑕疵 我們怎樣知道經文的重心在哪裡?
[00:04:31.840 --> 00:04:35.360]  一個猶太人的讀者讀完第一章
[00:04:35.360 --> 00:04:38.240]  看到第十六、十七的字母調轉了
[00:04:38.240 --> 00:04:42.880]  就會將注意力放在第二章 同樣十六、十七節
[00:04:42.880 --> 00:04:47.600]  帶出來的經文就是神應驗了他古時的文約
[00:04:47.600 --> 00:04:51.040]  這就是神和以色列人所立的文約
[00:04:51.040 --> 00:04:56.640]  你們守約得到祝福 你們毀約得到管教、奏座
[00:04:56.640 --> 00:05:00.880]  但是神仍然給我們向祂申訴
[00:05:00.880 --> 00:05:03.760]  甚至向祂埋怨的時候
[00:05:03.760 --> 00:05:06.560]  祂鼓勵我們向祂傾心如水
[00:05:06.560 --> 00:05:10.080]  所以一個人在苦難當中 第一要面對現實
[00:05:10.080 --> 00:05:16.400]  第二可以向神申訴 但是千萬不要停留在那裡
[00:05:16.400 --> 00:05:17.920]  第三章呢?
[00:05:17.920 --> 00:05:20.720]  第三章我們看到很特別
[00:05:20.720 --> 00:05:24.640]  一二四五章都有二十二節的經文
[00:05:24.640 --> 00:05:29.680]  唯獨第三章有六十六節 是一個首尾的結構
[00:05:29.680 --> 00:05:35.840]  而經文最中心的地方就是三章的二十二至三十三節
[00:05:35.840 --> 00:05:41.760]  帶出來的信息就是我們要將我們的希望放在神的身上
[00:05:41.760 --> 00:05:47.360]  所以不要只是自怨自艾、自我憐憫、拼命申訴
[00:05:47.360 --> 00:05:50.960]  我們要將我們的注意力放在神的身上
[00:05:50.960 --> 00:05:53.440]  第四章很有趣
[00:05:53.440 --> 00:05:56.560]  我們說第二章是最完美的
[00:05:56.560 --> 00:05:58.960]  每節有三句經文
[00:05:58.960 --> 00:06:02.080]  第四章每節只有兩句
[00:06:02.080 --> 00:06:06.960]  所以你在第四章想找三句經文你找不到
[00:06:06.960 --> 00:06:10.800]  但是你可以將注意力放在有沒有字眼、詞句
[00:06:10.800 --> 00:06:13.120]  重複兩次出現
[00:06:13.120 --> 00:06:18.240]  當第三次出現的時候就是經文最重要的地方
[00:06:18.240 --> 00:06:21.200]  而帶出來的信息就是
[00:06:21.200 --> 00:06:25.680]  無論以色列的人民、無論以色列的首領
[00:06:25.680 --> 00:06:28.560]  他們都去到神的面前來認罪
[00:06:28.560 --> 00:06:33.040]  這個很重要 要為自己承擔責任
[00:06:33.040 --> 00:06:37.360]  那麼你說第五章又有什麼瑕疵呢?
[00:06:37.360 --> 00:06:40.000]  有什麼不同的地方呢?
[00:06:40.000 --> 00:06:42.640]  如果你讀十部解經書的話
[00:06:42.640 --> 00:06:47.680]  十部解經書都會告訴你第五章沒有字母詩
[00:06:47.680 --> 00:06:49.280]  其實我不同意
[00:06:49.280 --> 00:06:52.720]  其實第五章有個小型的字母詩
[00:06:52.720 --> 00:06:56.480]  在五章十九和二十節
[00:06:56.480 --> 00:06:59.600]  五章十九一開始就是
[00:06:59.600 --> 00:07:04.080]  希伯來文的第一個字母Eleph
[00:07:04.080 --> 00:07:06.960]  然後在下半句開始
[00:07:06.960 --> 00:07:10.800]  是猶太人第十一個字母Kav
[00:07:10.800 --> 00:07:15.360]  然後第二十節一開始是Lamed
[00:07:15.360 --> 00:07:17.200]  第十二個字母
[00:07:17.200 --> 00:07:20.400]  而下半句開始是Tab
[00:07:20.400 --> 00:07:23.840]  就是最後希伯來文的一個字母
[00:07:23.840 --> 00:07:27.600]  四個字母是將一個小型的字母詩
[00:07:27.600 --> 00:07:31.120]  放在第十九和二十節
[00:07:31.120 --> 00:07:34.000]  讓我們看到耶利米告訴我們
[00:07:34.000 --> 00:07:37.040]  經文最中心的地方就是
[00:07:37.040 --> 00:07:41.120]  第十九和二十節 就是我們剛才所讀
[00:07:41.120 --> 00:07:42.960]  有很多人會說
[00:07:42.960 --> 00:07:46.960]  牧師 不是每個人都像你那樣書呆子
[00:07:46.960 --> 00:07:50.880]  留意那些希伯來字的字母
[00:07:50.880 --> 00:07:53.360]  如果我們不懂得那些希伯來文的字母
[00:07:53.360 --> 00:07:55.360]  我們就走雞不知道
[00:07:55.360 --> 00:07:58.800]  經文重心的地方在哪裡
[00:07:58.800 --> 00:08:01.520]  其實耶利米不單只是用一個辦法
[00:08:01.520 --> 00:08:04.240]  來指出經文重要的地方
[00:08:04.240 --> 00:08:06.400]  你看第四章就知道了
[00:08:06.400 --> 00:08:10.080]  不單單數字的出現有多少次
[00:08:10.080 --> 00:08:14.560]  我們看到第四章有兩個首尾結構
[00:08:14.560 --> 00:08:17.120]  兩個首尾結構的重心
[00:08:17.120 --> 00:08:20.240]  四章六節和四章十三節
[00:08:20.240 --> 00:08:21.360]  讓我們看到
[00:08:21.360 --> 00:08:23.760]  就是猶太人的人民認罪
[00:08:23.760 --> 00:08:25.920]  猶太人的領袖認罪
[00:08:25.920 --> 00:08:29.600]  這就指出了經文重心的地方
[00:08:29.600 --> 00:08:31.760]  今天五章都是一樣
[00:08:31.760 --> 00:08:34.240]  不單只是有個小型的字母詩
[00:08:34.240 --> 00:08:36.800]  還有一個很有趣的結構
[00:08:36.800 --> 00:08:39.600]  就是我們看到耶和華亞
[00:08:39.600 --> 00:08:42.400]  這個字眼出現了三次
[00:08:42.400 --> 00:08:44.720]  第一次出現在五章的一節
[00:08:44.720 --> 00:08:49.280]  耶和華亞求祢紀念我們所遭遇的事
[00:08:49.280 --> 00:08:53.280]  所以第一個部分就是五章的一至十八節
[00:08:53.280 --> 00:08:55.600]  是說出猶太人的遭遇
[00:08:55.600 --> 00:08:58.320]  求神來紀念他們
[00:08:58.320 --> 00:09:02.160]  而最後第三次出現耶和華亞
[00:09:02.160 --> 00:09:04.160]  在五章的二十一節
[00:09:04.160 --> 00:09:08.320]  是說求祢使我們向祢迴轉
[00:09:08.320 --> 00:09:09.200]  有沒有看到
[00:09:09.200 --> 00:09:11.520]  神啊 求祢紀念我們
[00:09:11.520 --> 00:09:13.520]  你好像忘記了我們一樣
[00:09:13.520 --> 00:09:17.600]  求祢紀念 求祢使我們能夠迴轉
[00:09:17.600 --> 00:09:22.480]  這個就是兩個耶和華亞所指出
[00:09:22.480 --> 00:09:26.800]  而經文最中心的地方是一個轉捩點
[00:09:26.800 --> 00:09:29.520]  耶和華亞第十九節是說到
[00:09:29.520 --> 00:09:33.600]  祢的寶座是全道永遠
[00:09:33.600 --> 00:09:36.800]  然後說祢為何永遠忘記我們
[00:09:36.800 --> 00:09:39.920]  為何許久離棄我們
[00:09:39.920 --> 00:09:42.080]  我們看到是一個轉捩點
[00:09:42.080 --> 00:09:46.240]  由求神紀念到求神來復興他們
[00:09:46.240 --> 00:09:48.960]  向他們迴轉
[00:09:48.960 --> 00:09:51.600]  所以我們看到其實第一個部分
[00:09:51.600 --> 00:09:55.520]  是耶利米愛哥的五章一至十八節
[00:09:55.520 --> 00:09:58.800]  這裡也可以分開兩個部分
[00:09:58.800 --> 00:10:01.680]  就是說到他們財物的損失
[00:10:01.680 --> 00:10:03.680]  五章二至十節
[00:10:03.680 --> 00:10:05.680]  和說到他們的感情
[00:10:05.680 --> 00:10:09.360]  他們是悲哀 他們是失望
[00:10:09.360 --> 00:10:11.920]  一個人在困境的時候
[00:10:11.920 --> 00:10:14.160]  很多時候會足景傷情
[00:10:14.160 --> 00:10:17.520]  每樣事情都會令他們想起自己的困難
[00:10:17.520 --> 00:10:19.680]  自己的苦難
[00:10:19.680 --> 00:10:21.360]  我和大家說過
[00:10:21.360 --> 00:10:26.400]  我在這裡很久以前曾經有一個憂鬱症
[00:10:26.400 --> 00:10:28.880]  那時候是搞到神經衰弱
[00:10:28.880 --> 00:10:30.560]  非常憂鬱
[00:10:30.560 --> 00:10:32.800]  你看我現在的身形
[00:10:32.800 --> 00:10:34.240]  再瘦30磅
[00:10:34.240 --> 00:10:37.360]  你可以想像到我那時候是有多瘦
[00:10:37.360 --> 00:10:40.480]  簡直是完全下型
[00:10:40.480 --> 00:10:42.240]  精神彷彿
[00:10:42.240 --> 00:10:45.520]  坐在這裡我能夠感覺到自己的心跳
[00:10:45.520 --> 00:10:48.320]  我相信大家坐在這裡聽我說道
[00:10:48.320 --> 00:10:49.520]  不會心跳
[00:10:49.520 --> 00:10:51.840]  除非我說道真的那麼可怕
[00:10:51.840 --> 00:10:54.000]  令到你心跳加速
[00:10:54.000 --> 00:10:55.200]  不會的
[00:10:55.200 --> 00:10:57.200]  如果有個人在你背後拍你一下
[00:10:57.200 --> 00:10:58.080]  失驚無神
[00:10:58.080 --> 00:11:01.120]  那你就會突然間心跳加速
[00:11:01.120 --> 00:11:03.680]  或者你運動得很劇烈
[00:11:03.680 --> 00:11:04.800]  你會覺得
[00:11:04.800 --> 00:11:06.240]  但是你好端端坐在這裡
[00:11:06.240 --> 00:11:07.360]  你不會的
[00:11:07.360 --> 00:11:09.440]  我就坐在這裡平心靜氣
[00:11:09.440 --> 00:11:13.440]  會覺得心跳
[00:11:13.440 --> 00:11:14.480]  我和你聊天
[00:11:14.480 --> 00:11:15.920]  我看著你
[00:11:15.920 --> 00:11:17.520]  突然間有個人叫我一聲
[00:11:17.520 --> 00:11:18.640]  我看去右邊
[00:11:18.640 --> 00:11:22.160]  你的影子就跟著去了右邊
[00:11:22.160 --> 00:11:24.000]  有人叫我在左邊
[00:11:24.000 --> 00:11:26.480]  我看你的影子又去了左邊
[00:11:26.480 --> 00:11:30.000]  我的神經完全是遲鈍了
[00:11:30.000 --> 00:11:31.200]  那時候我經常說
[00:11:31.200 --> 00:11:34.880]  我真的半隻腳踩進棺材裡
[00:11:34.880 --> 00:11:36.240]  半條人命
[00:11:36.240 --> 00:11:40.240]  那時候每件事都會觸景傷情
[00:11:40.240 --> 00:11:43.520]  哎呀我以前來過這個地方
[00:11:43.520 --> 00:11:44.800]  我上次來的時候
[00:11:44.800 --> 00:11:46.080]  我不是這樣的
[00:11:46.080 --> 00:11:48.480]  我不是半條人命
[00:11:48.480 --> 00:11:49.600]  或者見到一些人
[00:11:49.600 --> 00:11:51.920]  哎呀我上次見到這個人的時候
[00:11:51.920 --> 00:11:53.280]  我不是這樣的
[00:11:53.280 --> 00:11:56.160]  現在變成這樣
[00:11:56.160 --> 00:11:58.000]  猶太人都是一樣
[00:11:58.000 --> 00:12:00.320]  耶利米是觸景傷情
[00:12:00.320 --> 00:12:01.600]  他見到很多東西
[00:12:01.600 --> 00:12:03.760]  令他想起以前的事
[00:12:03.760 --> 00:12:06.000]  例如他們所失去的物業
[00:12:06.000 --> 00:12:08.080]  他們失去的財產
[00:12:08.080 --> 00:12:09.680]  在這五章一節
[00:12:09.680 --> 00:12:10.960]  耶和華說
[00:12:10.960 --> 00:12:13.760]  求祢紀念我們所遭遇的事
[00:12:13.760 --> 00:12:16.960]  觀看我們所受的凌辱
[00:12:16.960 --> 00:12:19.360]  耶利米寫耶利米哀歌
[00:12:19.360 --> 00:12:22.080]  應該是耶路撒冷城被毀
[00:12:22.080 --> 00:12:28.160]  直到以色列人逃避去埃及之間的那段時間
[00:12:28.160 --> 00:12:29.360]  很不幸
[00:12:29.360 --> 00:12:32.880]  猶太人沒有聽到耶利米的勸告
[00:12:32.880 --> 00:12:35.520]  耶利米叫他們不要走去埃及
[00:12:35.520 --> 00:12:37.040]  他們不單沒有聽
[00:12:37.040 --> 00:12:40.720]  甚至劫持耶利米一起走去埃及
[00:12:40.720 --> 00:12:43.760]  甚至最後根據猶太人的傳統
[00:12:43.760 --> 00:12:47.280]  耶利米是死在埃及
[00:12:47.280 --> 00:12:50.720]  是非常非常可惜
[00:12:50.720 --> 00:12:52.400]  他們現在想起
[00:12:52.400 --> 00:12:54.000]  他們以前的物業
[00:12:54.000 --> 00:12:58.000]  他們所出產的一切地產物產
[00:12:58.000 --> 00:13:01.120]  全部都去了外邦人的手上
[00:13:01.120 --> 00:13:04.800]  連過路的人見到甚麼都可以隨意來拿
[00:13:04.800 --> 00:13:07.120]  甚麼都沒有了
[00:13:07.120 --> 00:13:08.800]  非常非常諷刺
[00:13:08.800 --> 00:13:11.360]  他們以前服從神的時候
[00:13:11.360 --> 00:13:14.080]  神帶領他們進入迦南地
[00:13:14.080 --> 00:13:17.280]  迦南人的家變成了他們的家
[00:13:17.280 --> 00:13:20.080]  迦南人所種的一切物業
[00:13:20.080 --> 00:13:24.320]  一切的出產變成了他們的食物
[00:13:24.320 --> 00:13:28.800]  現在他們反叛神剛剛調轉了
[00:13:28.800 --> 00:13:32.080]  他們的家變成了外邦人的家
[00:13:32.080 --> 00:13:38.480]  他們所出產的一切變成了外邦人的食物
[00:13:38.480 --> 00:13:41.920]  一個猶太人能夠住在自己的祖屋
[00:13:41.920 --> 00:13:43.920]  承受祖先的產業
[00:13:43.920 --> 00:13:45.440]  這個是他的福氣
[00:13:45.440 --> 00:13:46.560]  他蒙福
[00:13:46.560 --> 00:13:48.880]  即是說他是一個與神立約
[00:13:48.880 --> 00:13:50.560]  他是守約的人
[00:13:50.560 --> 00:13:54.720]  但是現在全部的男丁差不多死了
[00:13:54.720 --> 00:13:58.000]  那些弟弟哥變成了孤兒
[00:13:58.000 --> 00:14:01.440]  那些太太變成了寡婦
[00:14:01.440 --> 00:14:03.840]  這個真的是非常非常諷刺
[00:14:03.840 --> 00:14:06.960]  當他們猶太人一帆風順的時候
[00:14:06.960 --> 00:14:08.160]  神跟他們說
[00:14:08.160 --> 00:14:11.040]  你們要照顧那些孤兒寡婦了
[00:14:11.040 --> 00:14:14.080]  你們要待那些外邦人好一點了
[00:14:14.080 --> 00:14:15.680]  猶太人有沒有聽啊?
[00:14:15.680 --> 00:14:18.160]  完全沒有聽到
[00:14:18.160 --> 00:14:20.640]  現在呢 落到一個地步
[00:14:20.640 --> 00:14:23.440]  他們自己的弟弟哥變成了孤兒
[00:14:23.440 --> 00:14:25.840]  他們的太太變成了寡婦
[00:14:25.840 --> 00:14:27.920]  他們所有的一切
[00:14:27.920 --> 00:14:33.600]  都是進入了外邦人的手上
[00:14:33.600 --> 00:14:36.720]  水本來是免費的
[00:14:36.720 --> 00:14:42.160]  現在耶利米埃哥的五章四節說他們是出錢來買
[00:14:42.160 --> 00:14:45.200]  柴木本來是隨手可得的
[00:14:45.200 --> 00:14:49.040]  現在一樣是要用錢來買
[00:14:49.040 --> 00:14:52.400]  這裡的水字可能是有個隱喻
[00:14:52.400 --> 00:14:55.600]  就是耶利米埃書的二章十三節
[00:14:55.600 --> 00:14:58.560]  因為我的百姓做了兩件惡事
[00:14:58.560 --> 00:15:01.200]  就是離棄我這活水的泉源
[00:15:01.200 --> 00:15:03.360]  為自己作出池子
[00:15:03.360 --> 00:15:06.560]  這破裂不能泉水的池子
[00:15:06.560 --> 00:15:10.000]  本來活水的泉源就是神自己
[00:15:10.000 --> 00:15:13.120]  神自己來帶領以色列人
[00:15:13.120 --> 00:15:14.400]  他們不要
[00:15:14.400 --> 00:15:18.240]  他們要用自己的手作出來的池子是什麼?
[00:15:18.240 --> 00:15:21.040]  用手做出來的就是偶像
[00:15:21.040 --> 00:15:22.480]  他們去拜偶像
[00:15:22.480 --> 00:15:25.600]  甚至他們是倚靠他們的鄰國
[00:15:25.600 --> 00:15:28.240]  和他們結盟的國家
[00:15:28.240 --> 00:15:31.600]  他們都知道這些民國不是可靠的
[00:15:31.600 --> 00:15:33.840]  因為當巴比倫來攻擊的時候
[00:15:33.840 --> 00:15:36.720]  那些民國根本沒有來幫他們
[00:15:36.720 --> 00:15:38.960]  但他們仍然相信他們
[00:15:38.960 --> 00:15:40.000]  當他們沒有東西吃
[00:15:40.000 --> 00:15:42.800]  他們仍然去投靠這些國家
[00:15:42.800 --> 00:15:45.040]  在哀歌的五章六節
[00:15:45.040 --> 00:15:48.560]  說我們投降埃及人和亞述人
[00:15:48.560 --> 00:15:51.760]  為要得糧吃飽
[00:15:51.760 --> 00:15:56.000]  以前約書亞帶著以色列人進入迦南地
[00:15:56.000 --> 00:15:57.600]  東征西討
[00:15:57.600 --> 00:15:59.120]  所向無敵
[00:15:59.120 --> 00:16:04.000]  現在敵人的刀劍都上到他們的頸項那裡
[00:16:04.000 --> 00:16:05.760]  他們想休息
[00:16:05.760 --> 00:16:09.840]  但都不能夠有時間來喘息
[00:16:09.840 --> 00:16:13.040]  其實這個早就是神給他們的預言
[00:16:13.040 --> 00:16:15.360]  這個就是神給他們立文約
[00:16:15.360 --> 00:16:16.800]  當你們毀約的時候
[00:16:16.800 --> 00:16:18.800]  這些事就會發生
[00:16:18.800 --> 00:16:21.120]  在《新命記》的28章48節
[00:16:21.120 --> 00:16:21.920]  神說
[00:16:21.920 --> 00:16:26.880]  所以你必在飢餓、乾渴、赤露、缺乏之中
[00:16:26.880 --> 00:16:31.360]  侍奉耶和華所打發來攻擊你的仇敵
[00:16:31.360 --> 00:16:34.640]  他必把鐵鴨加在你的頸銅上
[00:16:34.640 --> 00:16:37.120]  直到將你滅絕
[00:16:37.120 --> 00:16:40.400]  《新命記》的28章48節
[00:16:40.400 --> 00:16:43.760]  這一切都是神所預言會發生的事
[00:16:43.760 --> 00:16:44.880]  我們都是一樣
[00:16:44.880 --> 00:16:47.520]  當我們在困境、在危難當中
[00:16:47.520 --> 00:16:51.120]  我們就覺得神好像忘記了我們
[00:16:51.120 --> 00:16:53.200]  你看現在這些災難
[00:16:53.200 --> 00:16:54.560]  淋到我們的身上
[00:16:54.560 --> 00:16:57.760]  神好像完全忘記了我們
[00:16:57.760 --> 00:17:03.440]  他們以前曾經在埃及成為奴僕
[00:17:03.440 --> 00:17:06.160]  但是神打救他們脫離埃及
[00:17:06.160 --> 00:17:07.280]  現在呢
[00:17:07.280 --> 00:17:09.600]  現在他們不僅成為奴僕
[00:17:09.600 --> 00:17:12.240]  他們還成為奴僕的奴僕
[00:17:12.240 --> 00:17:15.680]  巴比倫人是找奴僕來管轄他們
[00:17:15.680 --> 00:17:20.080]  昔日神是幫他們脫離埃及
[00:17:20.080 --> 00:17:21.280]  進入迦蘭地
[00:17:21.280 --> 00:17:22.400]  現在呢
[00:17:22.400 --> 00:17:25.920]  神將他們從迦蘭地趕出去
[00:17:25.920 --> 00:17:30.560]  去到巴比倫這個外邦人的地方
[00:17:30.560 --> 00:17:33.920]  我們看到甚至留在以色列的人
[00:17:33.920 --> 00:17:37.840]  他們很多都想去到曠野來找東西吃
[00:17:37.840 --> 00:17:39.760]  耶路撒冷城找不到東西吃
[00:17:39.760 --> 00:17:41.200]  他們去曠野
[00:17:41.200 --> 00:17:43.280]  昔日出了埃及之後
[00:17:43.280 --> 00:17:45.040]  他們去到曠野
[00:17:45.040 --> 00:17:46.880]  沒有東西吃怎麼辦?
[00:17:46.880 --> 00:17:49.200]  神從天降瑪拿
[00:17:49.200 --> 00:17:52.480]  神從天上降鵪鶉給他們吃
[00:17:52.480 --> 00:17:53.680]  沒有水喝呢
[00:17:53.680 --> 00:17:56.160]  盆石都會出水
[00:17:56.160 --> 00:17:57.920]  現在呢他們沒有東西吃
[00:17:57.920 --> 00:17:59.440]  要去到曠野
[00:17:59.440 --> 00:18:01.440]  曠野只有敵人的埋伏
[00:18:01.440 --> 00:18:03.040]  只有敵人的刀劍
[00:18:03.040 --> 00:18:07.520]  他們要冒著生命的危險才找到東西吃
[00:18:07.520 --> 00:18:09.600]  在外國的五章十節
[00:18:09.600 --> 00:18:12.080]  說因飢餓燥熱
[00:18:12.080 --> 00:18:15.360]  我們的皮膚就黑如蠻
[00:18:15.360 --> 00:18:18.320]  這個是和合本的翻譯
[00:18:18.320 --> 00:18:21.280]  原文不是說他們的皮膚曬到黑色
[00:18:21.280 --> 00:18:22.800]  好像炭一樣
[00:18:22.800 --> 00:18:26.240]  原文其實是說他們的皮膚發熱
[00:18:26.240 --> 00:18:28.480]  好像火爐一樣
[00:18:28.480 --> 00:18:32.560]  這個正是利尾記二十六章十六節
[00:18:32.560 --> 00:18:36.160]  和生命記二十八章三十節的預言
[00:18:36.160 --> 00:18:39.040]  說當他們毀約的時候
[00:18:39.040 --> 00:18:44.880]  連腦病、熱病都會攻擊他們
[00:18:44.880 --> 00:18:50.400]  其實在耶利米埃國的五章三至十二節
[00:18:50.400 --> 00:18:54.000]  是有一個非常精彩的手尾結構
[00:18:54.000 --> 00:18:58.560]  經文的中心 最中心的地方就是五章七節
[00:18:58.560 --> 00:19:01.200]  五章七節讓我們看到
[00:19:01.200 --> 00:19:06.160]  就是猶太人再一次的來認罪
[00:19:06.160 --> 00:19:10.240]  我們看到猶太人成為別人的奴僕
[00:19:10.240 --> 00:19:14.240]  在五章六節 即是五章七節的前面
[00:19:14.240 --> 00:19:18.320]  說他們投降埃及人、投降亞述人
[00:19:18.320 --> 00:19:22.400]  在五章八節 即是五章七節的後面
[00:19:22.400 --> 00:19:26.480]  說他們成為奴僕的奴僕
[00:19:26.480 --> 00:19:30.720]  他們向神申訴 他們最後發覺
[00:19:30.720 --> 00:19:35.440]  原來他們的遭遇是因為他們自己的罪
[00:19:35.440 --> 00:19:39.360]  不單只是他們的罪 還是他們祖先的罪
[00:19:39.360 --> 00:19:42.320]  他們沒有在向神投訴
[00:19:42.320 --> 00:19:44.080]  哎呀 不關我們事的
[00:19:44.080 --> 00:19:47.280]  完全都是我們的祖先罪 他們沒有這樣做
[00:19:47.280 --> 00:19:49.680]  但他們是清楚知道
[00:19:49.680 --> 00:19:53.680]  他們得到的遭遇是包括他們祖先的罪
[00:19:53.680 --> 00:19:55.680]  他們祖先有什麼罪?
[00:19:55.680 --> 00:19:58.320]  在《出埃及記》的十九章八節
[00:19:58.320 --> 00:20:00.960]  說「百姓都同聲回答說
[00:20:00.960 --> 00:20:04.960]  反而和話所說的 我們都要遵行」
[00:20:04.960 --> 00:20:08.800]  他們是發誓要遵行神的律例典章
[00:20:08.800 --> 00:20:11.600]  但最後他們都沒有做到
[00:20:11.600 --> 00:20:14.400]  「冰封三尺 非一日之寒」
[00:20:14.400 --> 00:20:18.400]  猶太人的反叛不單只是一代兩代的事
[00:20:18.400 --> 00:20:22.160]  是一路由他們最早在西乃山
[00:20:22.160 --> 00:20:24.560]  他們的祖先得到律法之後
[00:20:24.560 --> 00:20:28.080]  是沒有遵守 由那裡已經開始
[00:20:28.080 --> 00:20:31.120]  所以他們所承受的懲罰
[00:20:31.120 --> 00:20:34.320]  是包括他們祖先的罪
[00:20:34.320 --> 00:20:37.120]  這裏其實有一個首尾結構
[00:20:37.120 --> 00:20:39.840]  非常非常令人痛心
[00:20:39.840 --> 00:20:44.160]  本來猶太人應該承受他們的祖孽
[00:20:44.160 --> 00:20:45.600]  得到他們的祖孽
[00:20:45.600 --> 00:20:47.760]  現在他們得不到他們的祖孽
[00:20:47.760 --> 00:20:50.320]  全部被外邦人拿走
[00:20:50.320 --> 00:20:51.920]  不單止沒有祖孽
[00:20:51.920 --> 00:20:55.200]  他們還要承擔他們祖先的罪
[00:20:55.200 --> 00:20:56.720]  是多麼悲傷
