
[00:00:00.000 --> 00:00:06.060]  好 大家應該看到我的螢幕
[00:03:56.120 --> 00:03:58.880]  以你暗在你前面行
[00:03:58.880 --> 00:04:00.840]  我的民啊 你們要追念
[00:04:00.840 --> 00:04:04.120]  摩亞王巴蘭圖謀過什麼
[00:04:04.120 --> 00:04:07.320]  比爾的兒子巴蘭又答應了什麼
[00:04:07.320 --> 00:04:11.320]  以及你們從集庭到吉甲所發生的事
[00:04:11.320 --> 00:04:15.800]  好使你們知道耶和華公義的作為
[00:04:15.800 --> 00:04:19.280]  我朝見耶和華在至高的神面前跪拜
[00:04:19.280 --> 00:04:20.920]  當獻上什麼呢?
[00:04:20.920 --> 00:04:22.480]  我朝見他的時候
[00:04:22.480 --> 00:04:25.960]  當獻上繁祭 當獻上一歲的牛毒嗎?
[00:04:25.960 --> 00:04:28.240]  耶和華喜獻千千的公羊
[00:04:28.240 --> 00:04:30.360]  或是萬萬的油河嗎?
[00:04:30.360 --> 00:04:31.920]  為我的過飯
[00:04:31.920 --> 00:04:34.120]  我可以獻上我的長子嗎?
[00:04:34.120 --> 00:04:35.600]  為我的罪惡
[00:04:35.600 --> 00:04:39.880]  獻上我親生的兒子 孩子嗎?
[00:04:39.880 --> 00:04:43.000]  世人啊 耶和華已經指示你什麼是善
[00:04:43.000 --> 00:04:45.120]  他去你所要的又是什麼?
[00:04:45.120 --> 00:04:49.160]  無非是要你行公義 好憐憫
[00:04:49.160 --> 00:04:54.080]  謙虛謹慎與你的神同行
[00:04:54.080 --> 00:04:55.840]  六章九節 聽啊
[00:04:55.840 --> 00:04:58.080]  耶和華向這城呼叫
[00:04:58.080 --> 00:05:00.680]  敬畏你的名 就是智慧
[00:05:00.680 --> 00:05:03.320]  支派和城裡的回族罵你們要聽
[00:05:03.320 --> 00:05:06.440]  我怎能忘記惡人家中的不義之才
[00:05:06.440 --> 00:05:10.120]  和那些可奏助的小星斗呢?
[00:05:10.120 --> 00:05:14.520]  用不義的天秤和袋中詐騙的法馬的人
[00:05:14.520 --> 00:05:17.400]  我怎能算他為清潔呢?
[00:05:17.400 --> 00:05:19.440]  城裡的財主充滿了恐怖
[00:05:19.440 --> 00:05:21.600]  其中的居民也說假話
[00:05:21.600 --> 00:05:24.760]  他們口中的舌頭是鬼詐的
[00:05:24.760 --> 00:05:27.640]  因此我擊打你 使你心病
[00:05:27.640 --> 00:05:29.560]  因你的罪惡使你荒涼
[00:05:29.560 --> 00:05:31.240]  你要吃 他吃不飽
[00:05:31.240 --> 00:05:33.920]  因你的福中常有疾病
[00:05:33.920 --> 00:05:36.200]  你要懷孕 他不能伸下來
[00:05:36.200 --> 00:05:39.800]  你伸下來的 我都要教給刀劍
[00:05:39.800 --> 00:05:41.960]  你要殺種 他不得收割
[00:05:41.960 --> 00:05:45.360]  你要榨橄欖油 他不得油抹身
[00:05:45.360 --> 00:05:48.560]  你要榨葡萄汁 他不得走殼
[00:05:48.560 --> 00:05:52.600]  最後一節 你跟隨了暗利的規例
[00:05:52.600 --> 00:05:54.960]  和阿哈加一家所行的
[00:05:54.960 --> 00:05:56.000]  順從了他們的計謀
[00:05:56.000 --> 00:05:58.520]  因此我必使你荒涼
[00:05:58.520 --> 00:06:01.160]  使你的居民被恥笑
[00:06:01.160 --> 00:06:04.320]  你們也必擔當我們的羞辱
[00:06:04.320 --> 00:06:05.920]  我們之後有個簡單的祈禱
[00:06:05.920 --> 00:06:07.280]  祝聖帝仰慕你自己
[00:06:07.280 --> 00:06:09.160]  是你自己的信息 我們多謝你
[00:06:09.160 --> 00:06:16.040]  在25號星期日 你自己的主日裏面
[00:06:16.040 --> 00:06:17.680]  我們都仰慕你自己
[00:06:17.680 --> 00:06:20.120]  繼續讓尼加斯的信息
[00:06:20.120 --> 00:06:22.880]  在聖誕節幾個主日裏面成為我們
[00:06:22.880 --> 00:06:26.080]  在年終歲首開始的時候
[00:06:26.080 --> 00:06:28.880]  我們回望我們 思念我們的上帝
[00:06:28.880 --> 00:06:31.520]  怎樣和我們走過過去一年
[00:06:31.520 --> 00:06:34.320]  公義的一年 我們都仰慕你自己的大力
[00:06:34.320 --> 00:06:36.320]  開我們的眼睛 打開我們的耳朵
[00:06:36.320 --> 00:06:37.480]  以致我們所聽到的
[00:06:37.480 --> 00:06:40.680]  是主你成為我們生命當中的激勵
[00:06:40.680 --> 00:06:43.920]  你的道成為我們生命當中的祝福和幫助
[00:06:43.920 --> 00:06:44.760]  我們都多謝你
[00:06:44.760 --> 00:06:46.960]  主耶穌明知其道 阿們
[00:06:46.960 --> 00:06:49.200]  我們先開始看
[00:06:49.200 --> 00:06:50.880]  究竟整個尼加斯
[00:06:50.880 --> 00:06:54.040]  是在一個什麼時局處境下發生
[00:06:54.040 --> 00:06:58.480]  究竟尼加是在一個什麼的社會秩序的情況下
[00:06:58.480 --> 00:06:59.400]  被呼召出來
[00:06:59.400 --> 00:07:01.640]  我們回去看尼加斯的一章一節
[00:07:01.640 --> 00:07:04.800]  整個context發生在什麼地方呢?
[00:07:04.800 --> 00:07:11.240]  發生在猶大王約坦阿哈斯希西加執政的時候
[00:07:11.240 --> 00:07:15.000]  耶和華說是臨到摩尼沙人尼加
[00:07:15.000 --> 00:07:18.000]  摩尼沙這個地方其實就是
[00:07:18.000 --> 00:07:20.680]  距離耶路撒冷大概35公里
[00:07:20.680 --> 00:07:22.560]  不是大城市的
[00:07:22.560 --> 00:07:26.480]  是小的地方 遠離了大城市的
[00:07:26.480 --> 00:07:29.320]  裡面有一個人叫做尼加
[00:07:29.320 --> 00:07:30.600]  而他被呼召出來
[00:07:30.600 --> 00:07:32.200]  被呼召出來的時候
[00:07:32.200 --> 00:07:35.240]  他橫跨了猶大王裡面三個王
[00:07:35.240 --> 00:07:38.080]  所以你知道尼加是屬於南國還是北國?
[00:07:38.080 --> 00:07:40.280]  是屬於猶大南國的
[00:07:40.280 --> 00:07:41.800]  橫跨了三個王
[00:07:41.800 --> 00:07:44.600]  而約坦這個皇帝
[00:07:44.600 --> 00:07:48.160]  他本身就是一個不是很敬拜異端的皇帝
[00:07:48.160 --> 00:07:50.280]  但是他也沒有什麼特別大作為
[00:07:50.280 --> 00:07:52.840]  也沒有在宗教上做任何改革
[00:07:52.840 --> 00:07:58.640]  推翻很多他們拜的巴黎等等
[00:07:58.640 --> 00:08:01.760]  在休壇上去獻祭等等的東西
[00:08:01.760 --> 00:08:02.840]  他都沒有做
[00:08:02.840 --> 00:08:04.640]  但是約坦的時間
[00:08:04.640 --> 00:08:07.800]  他外邊的城市興起了一個大的國家
[00:08:07.800 --> 00:08:09.120]  那個國家叫做亞述
[00:08:09.120 --> 00:08:10.440]  大家都聽過 是不是
[00:08:10.440 --> 00:08:11.880]  亞述越來越強大
[00:08:11.880 --> 00:08:13.520]  越來越強大的時間
[00:08:13.520 --> 00:08:17.200]  他慢慢就想入侵猶大國
[00:08:17.200 --> 00:08:19.440]  所以你霸道
[00:08:19.440 --> 00:08:23.200]  北國的以色列就害怕這個亞述國
[00:08:23.200 --> 00:08:26.280]  為什麼北國的以色列會害怕這個亞述國
[00:08:26.280 --> 00:08:29.240]  因為北國那時候是很富強
[00:08:29.240 --> 00:08:30.760]  繁榮了幾十年
[00:08:30.760 --> 00:08:32.840]  個個都想侵入去
[00:08:32.840 --> 00:08:34.480]  他經濟又好
[00:08:34.480 --> 00:08:36.520]  有錢的人又多
[00:08:36.520 --> 00:08:39.000]  然後也出產很多東西
[00:08:39.000 --> 00:08:41.160]  所以亞述國看中了北國
[00:08:41.160 --> 00:08:42.840]  其實猶大國也是一樣
[00:08:42.840 --> 00:08:45.040]  猶大國那時候也是很富有的
[00:08:45.040 --> 00:08:47.120]  經濟也開始很繁榮
[00:08:47.120 --> 00:08:51.240]  所以亞述國是想侵入這個以色列國
[00:08:51.240 --> 00:08:53.000]  侵入以色列國的時候
[00:08:53.000 --> 00:08:54.080]  以色列國很害怕
[00:08:54.080 --> 00:08:56.400]  就和他旁邊的阿蘭國結盟
[00:08:56.400 --> 00:08:57.600]  做一個聯盟
[00:08:57.600 --> 00:09:00.120]  打算對抗這個亞述國
[00:09:00.120 --> 00:09:04.480]  這個聯盟就想回去找猶大國
[00:09:04.480 --> 00:09:06.480]  你也加盟我們
[00:09:06.480 --> 00:09:07.920]  但是約坦不肯
[00:09:07.920 --> 00:09:09.400]  約坦不肯的時候
[00:09:09.400 --> 00:09:11.200]  他離開了這個世界
[00:09:11.200 --> 00:09:14.320]  然後接任的是他的兒子阿哈斯
[00:09:14.320 --> 00:09:16.200]  阿哈斯接任的時候
[00:09:16.200 --> 00:09:19.080]  他就不想和這個以色列
[00:09:19.080 --> 00:09:21.200]  阿蘭這個聯盟去結盟
[00:09:21.200 --> 00:09:25.960]  他反而是走去和亞述去結盟
[00:09:25.960 --> 00:09:27.640]  所以你說到以色列
[00:09:27.640 --> 00:09:30.120]  就嘗試去侵入這個猶大國
[00:09:30.120 --> 00:09:32.320]  不是想推翻這個猶大國
[00:09:32.320 --> 00:09:33.720]  不是想剷平這個猶大國
[00:09:33.720 --> 00:09:35.280]  是想推翻這個阿哈斯
[00:09:35.280 --> 00:09:37.320]  扶植另一個猶大王出來
[00:09:37.320 --> 00:09:40.200]  然後讓他可以和以色列和阿蘭去聯盟
[00:09:40.200 --> 00:09:40.840]  是不是?
[00:09:40.840 --> 00:09:42.040]  你看到原來
[00:09:42.040 --> 00:09:44.440]  回到幾千年前的歷史
[00:09:44.440 --> 00:09:47.160]  都幾次我們今天面對
[00:09:47.160 --> 00:09:50.280]  21世紀時局裡面發生的事情
[00:09:50.280 --> 00:09:53.040]  阿哈斯相對來說不肯就範
[00:09:53.040 --> 00:09:55.320]  就走去和這個亞述談
[00:09:55.320 --> 00:09:56.480]  和亞述談的時候
[00:09:56.480 --> 00:09:57.720]  他說你願意幫我的
[00:09:57.720 --> 00:09:59.440]  我給你全國的金銀
[00:09:59.440 --> 00:10:01.800]  所以他將他自己的倉庫
[00:10:01.800 --> 00:10:03.560]  那些儲備
[00:10:03.560 --> 00:10:04.720]  銀行裡面的儲備
[00:10:04.720 --> 00:10:07.040]  外匯儲備拿出來給亞述
[00:10:07.040 --> 00:10:11.040]  還要將耶和華的聖殿的金器
[00:10:11.040 --> 00:10:13.440]  用完給你
[00:10:13.440 --> 00:10:15.160]  結果亞述想來幫他
[00:10:15.160 --> 00:10:17.880]  攻打以色列和阿蘭國
[00:10:17.880 --> 00:10:18.960]  殺了他們
[00:10:18.960 --> 00:10:22.560]  就知道這件事發生大概在主前721
[00:10:22.560 --> 00:10:25.080]  有些人說722
[00:10:25.080 --> 00:10:28.480]  攻入了以色列的首都
[00:10:28.480 --> 00:10:29.440]  是什麼?
[00:10:29.440 --> 00:10:31.040]  撒瑪尼亞
[00:10:31.040 --> 00:10:33.200]  然後推翻了整個以色列
[00:10:33.200 --> 00:10:35.080]  這個就是歷史
[00:10:35.080 --> 00:10:35.960]  然後
[00:10:35.960 --> 00:10:37.440]  阿哈斯離開了世界
[00:10:37.440 --> 00:10:38.680]  接任的希西加
[00:10:38.680 --> 00:10:39.840]  希西加很熟悉
[00:10:39.840 --> 00:10:42.080]  你打開以色列需要看的時間
[00:10:42.080 --> 00:10:43.280]  哇他病得很重
[00:10:43.280 --> 00:10:45.240]  然後求上帝給多15年他
[00:10:45.240 --> 00:10:47.320]  和以塞亞說
[00:10:47.320 --> 00:10:49.480]  然後上帝給多15年他
[00:10:49.480 --> 00:10:50.720]  給多15年他的時間
[00:10:50.720 --> 00:10:52.880]  這個希西加厲害
[00:10:52.880 --> 00:10:56.160]  他回來的時候做了一個宗教的改革
[00:10:56.160 --> 00:10:57.960]  拆了很多丘壇
[00:10:57.960 --> 00:10:59.440]  不准人們拜花
[00:10:59.440 --> 00:11:02.320]  復興耶和華的聖殿
[00:11:02.320 --> 00:11:05.120]  人們要進去聖殿去敬拜
[00:11:05.120 --> 00:11:06.520]  兩次
[00:11:06.520 --> 00:11:09.400]  亞述帶領大兵
[00:11:09.400 --> 00:11:11.520]  攻入猶大國裡面
[00:11:11.520 --> 00:11:13.120]  第一次不成功
[00:11:13.120 --> 00:11:16.880]  第二次已經基本上是攻入耶路撒冷
[00:11:16.880 --> 00:11:20.360]  準備推翻整個猶大國
[00:11:20.360 --> 00:11:23.080]  好像昔日推翻以色列一樣
[00:11:23.080 --> 00:11:24.760]  但是就正正
[00:11:24.760 --> 00:11:27.960]  因為有一個先知就和希西加說
[00:11:27.960 --> 00:11:29.040]  我們要回轉
[00:11:29.040 --> 00:11:31.560]  回轉回去耶和華上帝那裡
[00:11:31.560 --> 00:11:35.960]  以至希西加要全國的人回歸
[00:11:35.960 --> 00:11:37.520]  回到耶和華
[00:11:37.520 --> 00:11:39.360]  敬拜上帝
[00:11:39.360 --> 00:11:40.960]  很奇妙
[00:11:40.960 --> 00:11:43.920]  已經攻到門口了
[00:11:43.920 --> 00:11:46.400]  打到進去了
[00:11:46.400 --> 00:11:48.360]  然後那些軍隊無厘頭
[00:11:48.360 --> 00:11:50.200]  歷史學家都不知道為什麼
[00:11:50.200 --> 00:11:51.840]  全部人
[00:11:51.840 --> 00:11:56.080]  亞述王的皇帝帶著幾十萬的軍隊撤退
[00:11:56.080 --> 00:11:57.480]  離開了猶大國
[00:11:57.480 --> 00:12:00.040]  以至到在希西加的年代
[00:12:00.040 --> 00:12:01.680]  猶大國不用滅亡
[00:12:01.680 --> 00:12:04.000]  直到主後586年
[00:12:04.000 --> 00:12:04.960]  我們知道了
[00:12:04.960 --> 00:12:06.360]  因為希西加之後
[00:12:06.360 --> 00:12:09.520]  他們又不再敬拜耶和華上帝
[00:12:09.520 --> 00:12:11.200]  所以你發覺很奇怪
[00:12:11.200 --> 00:12:13.160]  原來不是和其他人結盟
[00:12:13.160 --> 00:12:16.120]  面對外面的敵人的時間
[00:12:16.120 --> 00:12:17.840]  面對外面的敵人的時間
[00:12:17.840 --> 00:12:22.240]  不是叫全國的子民拿起工具
[00:12:22.240 --> 00:12:23.840]  拿張A4紙上街
[00:12:23.840 --> 00:12:25.080]  不是的
[00:12:25.080 --> 00:12:28.120]  原來是回到敬拜耶和華的時間
[00:12:28.120 --> 00:12:29.600]  歷史學家都解釋不了
[00:12:29.600 --> 00:12:30.760]  是無厘頭
[00:12:30.760 --> 00:12:33.640]  那幫亞述人就離開了
[00:12:33.640 --> 00:12:34.960]  為什麼會這樣
[00:12:34.960 --> 00:12:38.280]  我們打開耶利米斯去看的時候
[00:12:38.280 --> 00:12:39.520]  我們知道
[00:12:39.520 --> 00:12:42.400]  有一個先知就和希西加說
[00:12:42.400 --> 00:12:44.200]  說完之後希西加回轉
[00:12:44.200 --> 00:12:46.360]  全國回到敬拜耶和華
[00:12:46.360 --> 00:12:49.560]  以至到耶和華的力量
[00:12:49.560 --> 00:12:51.200]  在當中叫猶大國
[00:12:51.200 --> 00:12:53.600]  在希西加作為皇帝的時間
[00:12:53.600 --> 00:12:56.800]  不需要好像以色列國馬上滅亡
[00:12:56.800 --> 00:13:00.000]  而那個先知就是尼加
[00:13:00.000 --> 00:13:01.800]  所以尼加書很重要
[00:13:01.800 --> 00:13:05.320]  尼加書帶領昔日那幫猶大人
[00:13:05.320 --> 00:13:07.880]  回去看見歷史上
[00:13:07.880 --> 00:13:09.320]  以色列如何滅亡的時間
[00:13:09.320 --> 00:13:10.160]  他說你不行
[00:13:10.160 --> 00:13:12.160]  一定要回去敬拜耶和華
[00:13:12.160 --> 00:13:14.040]  不是靠我們自己的實力
[00:13:14.040 --> 00:13:17.000]  也不是靠我們結盟去其他地方
[00:13:17.000 --> 00:13:21.080]  而是回去單單依靠耶和華上帝
[00:13:21.080 --> 00:13:23.000]  以至在希西加的手中
[00:13:23.000 --> 00:13:27.560]  猶大國耶路撒冷沒有馬上被攻陷
[00:13:27.560 --> 00:13:33.440]  這個就是整個尼加先知進入歷史的舞台
[00:13:33.440 --> 00:13:35.640]  跨越了三個皇朝
[00:13:35.640 --> 00:13:40.880]  三個皇帝看見一幅很震撼的圖畫
[00:13:40.880 --> 00:13:42.440]  一句很簡單的話
[00:13:42.440 --> 00:13:45.000]  尼加在一章一節帶入去
[00:13:45.000 --> 00:13:48.200]  帶著歷史的概念上路的時間
[00:13:48.200 --> 00:13:49.600]  一章二節
[00:13:49.600 --> 00:13:55.200]  尼加說經歷了尼加書第一章第二章的時間
[00:13:55.200 --> 00:13:57.800]  看見以色列如何滅亡
[00:13:57.800 --> 00:13:59.280]  去到第三章的時間
[00:13:59.280 --> 00:14:01.880]  他預言其實猶大國到最後
[00:14:01.880 --> 00:14:04.200]  離開了希西加的年代之後
[00:14:04.200 --> 00:14:05.040]  都是要滅亡
[00:14:05.040 --> 00:14:06.440]  歷史告訴我們
[00:14:06.440 --> 00:14:11.360]  猶大在586年主前滅亡了
[00:14:11.360 --> 00:14:14.160]  所以他開始在尼加書裏面
[00:14:14.160 --> 00:14:16.480]  要人們回去
[00:14:16.480 --> 00:14:21.880]  離開敬拜那些偶像
[00:14:21.880 --> 00:14:23.880]  回去單單敬拜耶和華
[00:14:23.880 --> 00:14:26.400]  這個也是在一章二節裏面
[00:14:26.400 --> 00:14:27.800]  尼加被呼召出來
[00:14:27.800 --> 00:14:29.280]  所以說了兩次
[00:14:29.280 --> 00:14:32.640]  主耶穌要指正你們的不是
[00:14:32.640 --> 00:14:34.800]  你們就是那些以色列人
[00:14:34.800 --> 00:14:35.840]  那些猶大人
[00:14:35.840 --> 00:14:38.760]  主必從他的聖殿指正你們的不是
[00:14:38.760 --> 00:14:43.520]  這個就是尼加在一章二節宣告的信息
[00:14:43.520 --> 00:14:45.640]  這個也是在先知書裏面看見
[00:14:45.640 --> 00:14:48.880]  經常上帝呼召先知出來
[00:14:48.880 --> 00:14:52.400]  去指正那些百姓或者當權的人
[00:14:52.400 --> 00:14:55.040]  或者整個國家的君王
[00:14:55.040 --> 00:14:57.040]  指正他們的不是
[00:14:57.040 --> 00:15:01.400]  這個也是尼加進入歷史舞台的一個很重要的處境
[00:15:01.400 --> 00:15:03.760]  第三個可以和大家分享
[00:15:03.760 --> 00:15:06.480]  尼加進入歷史舞台的處境就是
[00:15:06.480 --> 00:15:07.760]  當時我們剛才提過
[00:15:07.760 --> 00:15:10.480]  以色列經濟上很繁榮
[00:15:10.480 --> 00:15:13.360]  猶大國其實在經濟上也是繁榮
[00:15:13.360 --> 00:15:17.160]  所以很多人利用他自己的權位
[00:15:17.160 --> 00:15:19.520]  權勢去賺了很多錢
[00:15:19.520 --> 00:15:23.320]  做官的做首領的甚至做先知的
[00:15:23.320 --> 00:15:25.680]  利用他自己的職份
[00:15:25.680 --> 00:15:27.960]  利用他自己的權力
[00:15:27.960 --> 00:15:30.440]  在國家裏面賺了很多錢
[00:15:30.440 --> 00:15:33.240]  以致整個國家出現了有些人很有錢
[00:15:33.240 --> 00:15:35.480]  有些人是被欺壓的
[00:15:35.480 --> 00:15:37.760]  活在一個不公平的情況下
[00:15:37.760 --> 00:15:39.600]  是不義的情況下
[00:15:39.600 --> 00:15:41.240]  那些人很窮困的
[00:15:41.240 --> 00:15:44.240]  貧富懸殊的線拉得很大
[00:15:44.240 --> 00:15:48.720]  這個也是尼加被呼召出來
[00:15:48.720 --> 00:15:50.400]  要宣講
[00:15:50.400 --> 00:15:55.040]  要百姓、首領、長官甚至先知、祭司
[00:15:55.040 --> 00:15:57.040]  你要回轉回去
[00:15:57.040 --> 00:16:00.400]  行公義、好憐憫與你的上帝
[00:16:00.400 --> 00:16:03.280]  和《六章八節》裏面我剛才讀的時間
[00:16:03.280 --> 00:16:06.040]  所出現的一個很重要的核心信息
[00:16:06.040 --> 00:16:06.600]  好了
[00:16:06.600 --> 00:16:08.520]  帶著這些東西上路的時間我們就看
[00:16:08.520 --> 00:16:12.120]  究竟尼加要指證的那幫百姓是什麼呢?
[00:16:12.120 --> 00:16:14.440]  跳到第三章的時間很有趣
[00:16:14.440 --> 00:16:15.520]  第一個指證
[00:16:15.520 --> 00:16:16.680]  指證那些首領
[00:16:16.680 --> 00:16:18.480]  指證那些官長的不是
[00:16:18.480 --> 00:16:19.680]  指證他什麼呢?
[00:16:19.680 --> 00:16:25.480]  他說你們知不知道公平是什麼?
[00:16:25.480 --> 00:16:28.440]  難道你們不知道公平嗎?
[00:16:28.440 --> 00:16:29.480]  那幫人知不知道?
[00:16:29.480 --> 00:16:31.080]  那幫人當然知道
[00:16:31.080 --> 00:16:33.760]  但是他不將公平這件事走出來
[00:16:33.760 --> 00:16:34.560]  為什麼不走出來?
[00:16:34.560 --> 00:16:36.760]  就是因為他恨惡這個良善
[00:16:36.760 --> 00:16:37.920]  喜愛這個邪惡
[00:16:37.920 --> 00:16:40.080]  就好像我們剛才回去看的時間
[00:16:40.080 --> 00:16:43.680]  我們說以色列那幫人
[00:16:43.680 --> 00:16:46.640]  其實他不用與阿蘭勾結
[00:16:46.640 --> 00:16:48.120]  做Alliance
[00:16:48.120 --> 00:16:52.360]  他甚至不用找他的兄弟猶大一起
[00:16:52.360 --> 00:16:54.920]  聯盟然後去打亞瑞
[00:16:54.920 --> 00:16:58.600]  只要以色列的首領
[00:16:58.600 --> 00:17:03.000]  那個官長帶著百姓回去
[00:17:03.000 --> 00:17:05.400]  韓服在耶和華的角度下的時間
[00:17:05.400 --> 00:17:07.200]  其實他們就得勝了
[00:17:07.200 --> 00:17:08.880]  同樣道理猶大也是
