
[00:00:00.000 --> 00:00:08.000]  沒錯,今年開始我們會看《仕途行傳》,是新約的經卷,
[00:02:33.000 --> 00:02:39.000]  他說我立定心志,棄假歸真,對於一個成年人來說,
[00:02:39.000 --> 00:02:49.000]  他受浸,歸入基督,不是一件簡單的事,是很大的決定。
[00:02:49.000 --> 00:02:58.000]  牧師怎樣為他施浸?講哪句說話?你受浸的時候你記不記得?
[00:02:58.000 --> 00:03:08.000]  牧師說我奉聖父、聖子、聖靈的名,為你施浸。
[00:03:08.000 --> 00:03:11.000]  你要講阿門,你不是忍住一口氣,
[00:03:11.000 --> 00:03:16.000]  你不斷喝水,什麼聲音也不出,誠心所願,我同意,
[00:03:16.000 --> 00:03:23.000]  我是相信三一的上帝,三位合一的上帝,
[00:03:23.000 --> 00:03:30.000]  聖父、聖子、聖靈,每次崇拜結束的時候,
[00:03:30.000 --> 00:03:37.000]  牧師宣告神的祝福,或者講差遣,
[00:03:37.000 --> 00:03:42.000]  牧師的祝福,相信上帝,不只是這一個半小時坐在一起,
[00:03:42.000 --> 00:03:46.000]  敬拜崇拜的時候,我們才有這樣的身份,
[00:03:46.000 --> 00:03:50.000]  一個星期七天,每天二十四個小時,
[00:03:50.000 --> 00:03:54.000]  分別只是我們作為神的兒女聚集一堂,
[00:03:54.000 --> 00:04:05.000]  抑或奉差遣進入到上帝所創造、所管理的世界當中。
[00:04:05.000 --> 00:04:08.000]  牧師講什麼?當然他有很多不同的講法,
[00:04:08.000 --> 00:04:12.000]  不過你可能聽得多,我都懂得背了。
[00:04:12.000 --> 00:04:15.000]  但願主耶穌基督的恩惠,
[00:04:15.000 --> 00:04:21.000]  父神的慈愛,聖靈的感動,
[00:04:21.000 --> 00:04:29.000]  教通、團契,聖父、聖子、聖靈,
[00:04:29.000 --> 00:04:38.000]  是每一個信徒入門第一步,你就需要留意的。
[00:04:38.000 --> 00:04:43.000]  陌生,沒錯,我們每個人都很陌生,
[00:04:43.000 --> 00:04:48.000]  我們或者來自很不同的信仰背景,
[00:04:48.000 --> 00:04:54.000]  有些人從小就很神心,契了給觀音,
[00:04:54.000 --> 00:04:59.000]  一輩子都不吃牛肉,有些人可能沒有神,
[00:04:59.000 --> 00:05:04.000]  舉頭三尺有神明嗎?沒有,我是無神主義,
[00:05:04.000 --> 00:05:10.000]  極其量我是懷疑主義,無論你從什麼背景,
[00:05:10.000 --> 00:05:18.000]  當我們按著聖經的真理,來認識真神的時候,
[00:05:18.000 --> 00:05:28.000]  我們就要小心了,有時我們會搬了很多外面以前的觀念進來,
[00:05:28.000 --> 00:05:32.000]  都不知道的。
[00:05:32.000 --> 00:05:39.000]  路加醫生記載教會最早的開始,有一個好處,
[00:05:39.000 --> 00:05:46.000]  他幫我們看回歷史,他幫我們看回在歷史的過程當中,
[00:05:46.000 --> 00:05:54.000]  我們是怎樣去認識這位又真又活的上帝。
[00:05:54.000 --> 00:05:58.000]  正如關牧師剛才提我們每個月背金句,
[00:05:58.000 --> 00:06:03.000]  「耶和華是誰」,你不可以作下去,
[00:06:03.000 --> 00:06:06.000]  他是有求必應的,沒有這句金句,
[00:06:06.000 --> 00:06:10.000]  你在哪本書找到?《賜經》都找不到,
[00:06:10.000 --> 00:06:14.000]  我們的民間宗教信仰就很想我們的神是這樣的,
[00:06:14.000 --> 00:06:17.000]  那個就是靈,那個就是幫我的。
[00:06:17.000 --> 00:06:21.000]  不是,我們要聽聖經的教導,
[00:06:21.000 --> 00:06:24.000]  司徒霞唔轉一開始,你有沒有留意到,
[00:06:24.000 --> 00:06:28.000]  剛才讀的時候很掉漆,有些我們都不是很熟悉的經文,
[00:06:28.000 --> 00:06:31.000]  我再給你看看,你有聖經在手上,
[00:06:31.000 --> 00:06:40.000]  一開始的時候,路加記載耶穌基督一切所行和所教訓的,
[00:06:40.000 --> 00:06:47.000]  直到他,就是耶穌,神的兒子,我們的主耶穌,
[00:06:47.000 --> 00:06:54.000]  藉著聖靈,吩咐所揀選的使徒,
[00:06:54.000 --> 00:07:00.000]  這個吩咐或者譯作教訓,或者譯作教導,
[00:07:00.000 --> 00:07:10.000]  耶穌基督揀選他的門徒,教導他的門徒,已經是藉著聖靈的,
[00:07:10.000 --> 00:07:14.000]  很清楚的,不過我們時時讀的時候不覺意,
[00:07:14.000 --> 00:07:18.000]  很快就跳了這四個字,說什麼呢?
[00:07:18.000 --> 00:07:24.000]  你看到第三節的最後那句,
[00:07:24.000 --> 00:07:32.000]  復活之後顯現四十天,和他們講說,什麼事?
[00:07:32.000 --> 00:07:43.000]  神的國的事情,父神的權柄,天父的國道,神的國,
[00:07:43.000 --> 00:07:52.000]  由耶穌基督,神的兒子,親自教導他的門徒,
[00:07:52.000 --> 00:07:56.000]  但是藉著聖靈,聽到嗎?
[00:07:56.000 --> 00:07:59.000]  路加醫生很小心的,做醫生很小心的,
[00:07:59.000 --> 00:08:01.000]  不會漏了程序的,
[00:08:01.000 --> 00:08:04.000]  連完針之後裡面還有一塊紗布,照X光才看到的,
[00:08:04.000 --> 00:08:08.000]  哇,這樣大件事,你以後都不會看他了,改招牌黃綠了,
[00:08:08.000 --> 00:08:11.000]  很小心的,不是亂說的,
[00:08:11.000 --> 00:08:15.000]  有耶穌就夠了,不是,耶穌基督教導他的門徒,
[00:08:15.000 --> 00:08:24.000]  藉著聖靈,說什麼呢?說父神掌權,掌管歷史,
[00:08:24.000 --> 00:08:27.000]  他的國道是一件什麼事?
[00:08:27.000 --> 00:08:31.000]  你看到嗎?三位合一的真神,
[00:08:31.000 --> 00:08:37.000]  不是等到使徒行傳,聖靈才降臨的,
[00:08:37.000 --> 00:08:44.000]  你千萬不要搞錯,這樣的說法,似是而非的,
[00:08:44.000 --> 00:08:49.000]  因為在福音書記載耶穌在世的日子,
[00:08:49.000 --> 00:08:53.000]  聖靈已經和主耶穌一起,
[00:08:53.000 --> 00:08:59.000]  來訓練跟隨耶穌基督的門徒,
[00:08:59.000 --> 00:09:06.000]  三一的上帝不是分段分時間出現的,
[00:09:06.000 --> 00:09:08.000]  有時我都頗煩躁的,聽得多,
[00:09:08.000 --> 00:09:14.000]  好像,即非成事,舊約的時候是聖父的時期,
[00:09:14.000 --> 00:09:17.000]  福音書就是基督的時候,
[00:09:17.000 --> 00:09:20.000]  使徒行傳到今天就是聖靈的時候,
[00:09:20.000 --> 00:09:23.000]  哇,那耶穌基督夾在中間很短的,
[00:09:23.000 --> 00:09:27.000]  前面又不關他事,後面又不關他事,
[00:09:27.000 --> 00:09:32.000]  不行的,這樣說話,這樣說話是我們的想法,
[00:09:32.000 --> 00:09:35.000]  不是聖經的教導,聽得到嗎?
[00:09:35.000 --> 00:09:39.000]  路加一開始就說,耶穌基督在世的日子,
[00:09:39.000 --> 00:09:41.000]  他教導門徒的時候,
[00:09:41.000 --> 00:09:46.000]  聖靈和他一起,藉著聖靈,透過聖靈,
[00:09:46.000 --> 00:09:50.000]  門徒能夠明白耶穌基督說的,
[00:09:50.000 --> 00:09:52.000]  是因為聖靈的幫助,
[00:09:52.000 --> 00:09:54.000]  他是我們真理的導師,
[00:09:54.000 --> 00:09:56.000]  說什麼?不要漏了,
[00:09:56.000 --> 00:09:59.000]  不是說聖靈的事,不是說基督的事,
[00:09:59.000 --> 00:10:02.000]  是說父神的國度,
[00:10:02.000 --> 00:10:09.000]  聖父、聖子、聖靈,不分開的,
[00:10:09.000 --> 00:10:13.000]  來到最後一次的談話了,
[00:10:13.000 --> 00:10:15.000]  門徒心中有數的,
[00:10:15.000 --> 00:10:17.000]  耶穌召集他們一起,
[00:10:17.000 --> 00:10:20.000]  大家都知道神色凝重,
[00:10:20.000 --> 00:10:22.000]  這次不簡單的了,
[00:10:22.000 --> 00:10:24.000]  最後晚餐之後,
[00:10:24.000 --> 00:10:26.000]  不是最後晚餐,他們反而蒙茶茶,
[00:10:26.000 --> 00:10:28.000]  不知道在做什麼,這次知道了,
[00:10:28.000 --> 00:10:30.000]  所以他們問最重要的問題了,
[00:10:30.000 --> 00:10:34.000]  主啊,祢復興以色列國,
[00:10:34.000 --> 00:10:36.000]  就在這時候嗎?
[00:10:36.000 --> 00:10:43.000]  這個問題是基於門徒認識耶穌是誰了,
[00:10:43.000 --> 00:10:45.000]  否則他們不會這樣問的,
[00:10:45.000 --> 00:10:48.000]  這班門徒都是虔誠的猶太人,
[00:10:48.000 --> 00:10:52.000]  他們等待尼塞亞的降臨,
[00:10:52.000 --> 00:10:54.000]  等了很久了,
[00:10:54.000 --> 00:10:56.000]  現在他們明白,
[00:10:56.000 --> 00:11:00.000]  祢就是基督,是永生神的兒子了,
[00:11:00.000 --> 00:11:02.000]  耶穌基督死在十字架上,
[00:11:02.000 --> 00:11:05.000]  復活向他們顯現,
[00:11:05.000 --> 00:11:08.000]  他們明白了,他們相信了,
[00:11:08.000 --> 00:11:10.000]  他們就問這個最重要的問題了,
[00:11:10.000 --> 00:11:12.000]  哎呀,那真是好了,
[00:11:12.000 --> 00:11:15.000]  我們等了這麼久的救恩,
[00:11:15.000 --> 00:11:17.000]  現在終於來到了,
[00:11:17.000 --> 00:11:19.000]  你聽得明白這句話嗎?
[00:11:19.000 --> 00:11:22.000]  主啊,祢復興以色列國,
[00:11:22.000 --> 00:11:24.000]  這是猶太人問的,
[00:11:24.000 --> 00:11:26.000]  我們會怎麼問呢?
[00:11:26.000 --> 00:11:29.000]  主啊,祢再來,
[00:11:29.000 --> 00:11:32.000]  祢審判這個世界,
[00:11:32.000 --> 00:11:35.000]  祢接我們到天上去,
[00:11:35.000 --> 00:11:37.000]  是不是就是今天?
[00:11:37.000 --> 00:11:39.000]  是不是就是現在?
[00:11:39.000 --> 00:11:41.000]  他們相信了耶穌,
[00:11:41.000 --> 00:11:43.000]  他們才會這樣問,
[00:11:43.000 --> 00:11:46.000]  照道理,耶穌應該說是,
[00:11:46.000 --> 00:11:49.000]  這麼辛苦來到,
[00:11:49.000 --> 00:11:51.000]  完成了救恩,
[00:11:51.000 --> 00:11:53.000]  還等什麼呢?
[00:11:53.000 --> 00:11:54.000]  不需要等了,
[00:11:54.000 --> 00:11:56.000]  又有一班人相信祂了,
[00:11:56.000 --> 00:11:58.000]  最好了,已經成功了,
[00:11:58.000 --> 00:12:00.000]  完成了祂的救恩了,
[00:12:00.000 --> 00:12:03.000]  那現在就是復興以色列國,
[00:12:03.000 --> 00:12:06.000]  現在就是神的國降臨,
[00:12:06.000 --> 00:12:11.000]  現在就是將一切天地都更新的日子,
[00:12:11.000 --> 00:12:13.000]  有何不可呢?
[00:12:13.000 --> 00:12:16.000]  不過你也很熟悉耶穌的答案了,
[00:12:16.000 --> 00:12:19.000]  前幾次在星期六我們也提過,
[00:12:19.000 --> 00:12:21.000]  耶穌回答他們說,
[00:12:21.000 --> 00:12:28.000]  「父憑著自己所定的時候日期」,
[00:12:28.000 --> 00:12:30.000]  你看到耶穌說誰嗎?
[00:12:30.000 --> 00:12:33.000]  耶穌說天父,
[00:12:33.000 --> 00:12:36.000]  聖父,聖子,
[00:12:36.000 --> 00:12:38.000]  不分開的,
[00:12:38.000 --> 00:12:39.000]  耶穌不是說,
[00:12:39.000 --> 00:12:41.000]  你現在認識我是誰了,
[00:12:41.000 --> 00:12:42.000]  你認識我是誰了,
[00:12:42.000 --> 00:12:43.000]  不是,
[00:12:43.000 --> 00:12:45.000]  耶穌提醒這班門徒,
[00:12:45.000 --> 00:12:47.000]  你要記得,
[00:12:47.000 --> 00:12:49.000]  神的國度,
[00:12:49.000 --> 00:12:54.000]  我們現在所相信的是天地獨一的主宰,
[00:12:54.000 --> 00:12:56.000]  是真正活著的上帝,
[00:12:56.000 --> 00:12:58.000]  是祂掌管歷史,
[00:12:58.000 --> 00:12:59.000]  所以,
[00:12:59.000 --> 00:13:07.000]  「父憑著自己的權柄所定的時候日期」,
[00:13:07.000 --> 00:13:09.000]  這個很重要,
[00:13:09.000 --> 00:13:13.000]  耶穌基督將我們的信心,
[00:13:13.000 --> 00:13:15.000]  將我們的眼光,
[00:13:15.000 --> 00:13:23.000]  將我們的盼望帶回到上帝的計劃裏面,
[00:13:23.000 --> 00:13:24.000]  是,
[00:13:24.000 --> 00:13:26.000]  不是我們決定的,
[00:13:26.000 --> 00:13:28.000]  是上帝自己決定的,
[00:13:28.000 --> 00:13:29.000]  不過,
[00:13:29.000 --> 00:13:35.000]  和我們有關的就是聖靈降臨在你們身上,
[00:13:35.000 --> 00:13:36.000]  聖父,
[00:13:36.000 --> 00:13:37.000]  聖子,
[00:13:37.000 --> 00:13:39.000]  又說回聖靈,
[00:13:39.000 --> 00:13:41.000]  之前是這樣教導門徒,
[00:13:41.000 --> 00:13:43.000]  現在一樣,
[00:13:43.000 --> 00:13:44.000]  從來都沒有改變過,
[00:13:44.000 --> 00:13:47.000]  聖靈降臨在你們的身上,
[00:13:47.000 --> 00:13:49.000]  你們就得著能力,
[00:13:49.000 --> 00:13:51.000]  並要在耶路撒冷,
[00:13:51.000 --> 00:13:52.000]  猶太傳地,
[00:13:52.000 --> 00:13:53.000]  撒瓦利亞,
[00:13:53.000 --> 00:13:54.000]  直到地極,
[00:13:54.000 --> 00:13:56.000]  作我的見證,
[00:13:56.000 --> 00:13:58.000]  很熟悉了這句金句,
[00:13:58.000 --> 00:14:00.000]  我相信大部份人都會背,
[00:14:00.000 --> 00:14:02.000]  不過我們不是很會解,
[00:14:02.000 --> 00:14:05.000]  背得太多了,
[00:14:05.000 --> 00:14:10.000]  試一下將它變成現代版本,
[00:14:10.000 --> 00:14:12.000]  耶穌對他們說,
[00:14:12.000 --> 00:14:15.000]  聖靈降臨在你們身上,
[00:14:15.000 --> 00:14:22.000]  你們就要在密西薩加,
[00:14:22.000 --> 00:14:29.000]  然後在多倫多,
[00:14:29.000 --> 00:14:33.000]  然後在加拿大,
[00:14:33.000 --> 00:14:35.000]  北美洲,
[00:14:35.000 --> 00:14:40.000]  然後直到整個世界,
[00:14:40.000 --> 00:14:42.000]  做我的見證,
[00:14:42.000 --> 00:14:45.000]  這樣就靠近了,
[00:14:45.000 --> 00:14:48.000]  你記得我們剛才讀到第十四節,
[00:14:48.000 --> 00:14:49.000]  如果讀完十五節,
[00:14:49.000 --> 00:14:51.000]  就更加清楚了,
[00:14:51.000 --> 00:14:55.000]  當時有多少個信耶穌的門徒?
[00:14:55.000 --> 00:14:58.000]  上個禮拜聚會有多少人?
[00:14:58.000 --> 00:15:00.000]  120人,
[00:15:00.000 --> 00:15:02.000]  很像我們,
[00:15:02.000 --> 00:15:04.000]  你看看我們差不多,
[00:15:04.000 --> 00:15:05.000]  100人多一點,
[00:15:05.000 --> 00:15:09.000]  差不多,
[00:15:09.000 --> 00:15:13.000]  耶穌對我們說,
[00:15:13.000 --> 00:15:19.000]  這120人要將福音,
[00:15:19.000 --> 00:15:23.000]  不單止在自己的城市,
[00:15:23.000 --> 00:15:26.000]  不單止在自己的地區,
[00:15:26.000 --> 00:15:29.000]  不單止在自己的國家,
[00:15:29.000 --> 00:15:34.000]  而是去到全世界,
[00:15:34.000 --> 00:15:37.000]  有沒有可能?
[00:15:37.000 --> 00:15:39.000]  我知道大家很安樂,
[00:15:39.000 --> 00:15:42.000]  我都未會有,
[00:15:42.000 --> 00:15:44.000]  所以是你們的責任,
[00:15:44.000 --> 00:15:45.000]  或者你們是會有,
[00:15:45.000 --> 00:15:46.000]  五年了,
[00:15:46.000 --> 00:15:48.000]  我們都不是華記最大的那間,
[00:15:48.000 --> 00:15:50.000]  在城北,
[00:15:50.000 --> 00:15:53.000]  他們就peace plan,
[00:15:53.000 --> 00:15:54.000]  做global mission,
[00:15:54.000 --> 00:15:58.000]  我們都是搞定自己,
[00:15:58.000 --> 00:16:00.000]  有人回來招待,
[00:16:00.000 --> 00:16:05.000]  搞定自己的business就夠了,
[00:16:05.000 --> 00:16:09.000]  所以我們未曾明白耶穌這句話,
[00:16:09.000 --> 00:16:11.000]  所以我們未曾明白,
[00:16:11.000 --> 00:16:16.000]  為什麼要聖靈的能力,
[00:16:16.000 --> 00:16:23.000]  主耶穌現在跟我們說的一個事實就是,
[00:16:23.000 --> 00:16:28.000]  我們做不到的,
[00:16:28.000 --> 00:16:30.000]  如果你很誠實地說,
[00:16:30.000 --> 00:16:33.000]  只有我們120人在這裏,
[00:16:33.000 --> 00:16:35.000]  那耶穌不是跟我們說的,
[00:16:35.000 --> 00:16:36.000]  耶穌是跟城北說,
[00:16:36.000 --> 00:16:37.000]  不是的,
[00:16:37.000 --> 00:16:41.000]  耶穌是跟每一個相信他的門徒,
[00:16:41.000 --> 00:16:42.000]  都是這樣說的,
[00:16:42.000 --> 00:16:47.000]  那個關鍵其實不是多少人,
[00:16:47.000 --> 00:16:53.000]  那個關鍵是聖靈,
[00:16:53.000 --> 00:17:00.000]  聖音是怎樣由耶路撒冷傳到猶太傳遞,
[00:17:00.000 --> 00:17:03.000]  又去到撒瑪利亞,
[00:17:03.000 --> 00:17:08.000]  然後去到地極,
[00:17:08.000 --> 00:17:11.000]  是因為門徒熱心,
[00:17:11.000 --> 00:17:13.000]  他們首先變賣家產,
[00:17:13.000 --> 00:17:18.000]  於是耶路撒冷教會非常有funding,
[00:17:18.000 --> 00:17:20.000]  他們的mission budget,
[00:17:20.000 --> 00:17:24.000]  於是就可以派很多傳教士出去,
[00:17:24.000 --> 00:17:28.000]  改變了這個世界,
[00:17:28.000 --> 00:17:30.000]  到今天,
[00:17:30.000 --> 00:17:33.000]  美國政府都是想著這樣改變世界的,
[00:17:33.000 --> 00:17:37.000]  他有全世界最大的軍事budget,
[00:17:37.000 --> 00:17:41.000]  他的力量無遠弗屆,
[00:17:41.000 --> 00:17:43.000]  陸地去不到的,
[00:17:43.000 --> 00:17:44.000]  他有航空母艦,
[00:17:44.000 --> 00:17:45.000]  第七艦隊,
[00:17:45.000 --> 00:17:50.000]  經常在兩岸海峽當中游弋,
[00:17:50.000 --> 00:17:53.000]  哪處是邪惡的軸心,
[00:17:53.000 --> 00:17:55.000]  他就派軍隊去,
[00:17:55.000 --> 00:17:57.000]  改變你,
[00:17:57.000 --> 00:17:59.000]  你有沒有看新聞,
[00:17:59.000 --> 00:18:01.000]  現在加拿大的軍隊,
[00:18:01.000 --> 00:18:07.000]  都參與在這一場正義的戰爭上面,
[00:18:07.000 --> 00:18:09.000]  不過對不起,
[00:18:09.000 --> 00:18:13.000]  福音不是這樣傳到地極的,
[00:18:13.000 --> 00:18:18.000]  這二千年來的歷史告訴我們,
[00:18:18.000 --> 00:18:22.000]  福音不是靠budget,
[00:18:22.000 --> 00:18:25.000]  不是靠財雄勢大,
[00:18:25.000 --> 00:18:27.000]  不是靠人才,
[00:18:27.000 --> 00:18:30.000]  不是靠數目,
[00:18:30.000 --> 00:18:32.000]  這樣傳開,
[00:18:32.000 --> 00:18:35.000]  《斯特翰傳》記載下去,
[00:18:35.000 --> 00:18:37.000]  接著發生的事情,
[00:18:37.000 --> 00:18:39.000]  就是逼迫,
[00:18:39.000 --> 00:18:45.000]  是逼迫令基督徒走難,
[00:18:45.000 --> 00:18:47.000]  分散出去,
[00:18:47.000 --> 00:18:55.000]  是逼迫令福音傳開,
[00:18:55.000 --> 00:18:58.000]  跳一個很大的關斗,
[00:18:58.000 --> 00:19:02.000]  從第一世紀來到二十世紀,
[00:19:02.000 --> 00:19:10.000]  福音是怎樣在中國生根的?
[00:19:10.000 --> 00:19:13.000]  福音其實很早就來到中國了,
[00:19:13.000 --> 00:19:15.000]  我都和你們提過,
[00:19:15.000 --> 00:19:17.000]  最早是唐朝,
[00:19:17.000 --> 00:19:19.000]  當時叫做景教,
[00:19:19.000 --> 00:19:21.000]  風景的景,
[00:19:21.000 --> 00:19:22.000]  不是說風景,
[00:19:22.000 --> 00:19:24.000]  來基督教,風景很好,
[00:19:24.000 --> 00:19:25.000]  不是,
[00:19:25.000 --> 00:19:28.000]  景的意思其實是vision,
[00:19:28.000 --> 00:19:30.000]  有意象的,
[00:19:30.000 --> 00:19:33.000]  有一個盼望的,
[00:19:33.000 --> 00:19:35.000]  有永生的,
[00:19:35.000 --> 00:19:41.000]  景教這個意思其實很深刻,
[00:19:41.000 --> 00:19:42.000]  不過可惜,
[00:19:42.000 --> 00:19:45.000]  很快就消失了,
[00:19:45.000 --> 00:19:47.000]  留下一個碑,
[00:19:47.000 --> 00:19:49.000]  大秦景教碑,
[00:19:49.000 --> 00:19:50.000]  不是,
[00:19:50.000 --> 00:19:53.000]  其實沒有消失,
[00:19:53.000 --> 00:19:55.000]  經過宋朝之後,
[00:19:55.000 --> 00:19:58.000]  我們知道在元朝,
[00:19:58.000 --> 00:20:00.000]  有基督教在中國,
[00:20:00.000 --> 00:20:03.000]  不過不同叫法,
[00:20:03.000 --> 00:20:06.000]  其實基督教都已經是譯音,
[00:20:06.000 --> 00:20:09.000]  你試問一個完全沒有聽過耶穌的人,
[00:20:09.000 --> 00:20:11.000]  問他什麼叫基督教?
[00:20:11.000 --> 00:20:13.000]  什麼什麼督?
[00:20:13.000 --> 00:20:15.000]  在中國大陸就是這樣,
[00:20:15.000 --> 00:20:16.000]  不會,
[00:20:16.000 --> 00:20:17.000]  我都說過給你聽,
[00:20:17.000 --> 00:20:19.000]  用普通話怎麼讀?
[00:20:19.000 --> 00:20:20.000]  基督教,
[00:20:20.000 --> 00:20:22.000]  雞都教,
[00:20:22.000 --> 00:20:23.000]  你們真是偉大,
[00:20:23.000 --> 00:20:24.000]  有教無慮,
[00:20:24.000 --> 00:20:27.000]  連雞都教,
[00:20:27.000 --> 00:20:31.000]  這個是福音廣播電台收到的聽眾來信,
[00:20:31.000 --> 00:20:34.000]  其中一封信是這樣說的,
[00:20:34.000 --> 00:20:36.000]  元朝都是譯音,
[00:20:36.000 --> 00:20:38.000]  不過它不是譯基督,
[00:20:38.000 --> 00:20:42.000]  它譯也里可溫教,
[00:20:42.000 --> 00:20:43.000]  也里,
[00:20:43.000 --> 00:20:46.000]  你用普通話讀,
[00:20:46.000 --> 00:20:47.000]  那個音就對了,
[00:20:47.000 --> 00:20:49.000]  耶,
[00:20:49.000 --> 00:20:50.000]  可,
[00:20:50.000 --> 00:20:52.000]  普通話怎麼讀?
[00:20:52.000 --> 00:20:53.000]  和,
[00:20:53.000 --> 00:20:54.000]  溫,
[00:20:54.000 --> 00:20:55.000]  華,
[00:20:55.000 --> 00:20:57.000]  耶和華教,
[00:20:57.000 --> 00:21:00.000]  這個是元朝的教會,
[00:21:00.000 --> 00:21:02.000]  明朝,
[00:21:02.000 --> 00:21:04.000]  你可能都開始認識的,
[00:21:04.000 --> 00:21:06.000]  有沒有人是利瑪竇畢業的?
[00:21:06.000 --> 00:21:08.000]  天主教會來了,
[00:21:08.000 --> 00:21:10.000]  宣教士來了,
[00:21:10.000 --> 00:21:12.000]  歐洲的宣教士登陸了,
[00:21:12.000 --> 00:21:14.000]  做很好的福音工作,
[00:21:14.000 --> 00:21:16.000]  羅馬天主教會來先的,
[00:21:16.000 --> 00:21:18.000]  清朝的時候,
[00:21:18.000 --> 00:21:23.000]  幾乎連皇帝都受浸了,
[00:21:23.000 --> 00:21:25.000]  馬禮信,
[00:21:25.000 --> 00:21:29.000]  到更正教會的第一個傳教士,
[00:21:29.000 --> 00:21:31.000]  來到澳門,
[00:21:31.000 --> 00:21:33.000]  是十九世紀,
[00:21:33.000 --> 00:21:35.000]  來到,
[00:21:35.000 --> 00:21:38.000]  東印度公司的翻譯,
[00:21:38.000 --> 00:21:40.000]  上不到,
[00:21:40.000 --> 00:21:42.000]  進不到中國的,
[00:21:42.000 --> 00:21:45.000]  只能夠一生留在澳門,
[00:21:45.000 --> 00:21:46.000]  今天的墓,
[00:21:46.000 --> 00:21:48.000]  馬禮信先生的墓,
[00:21:48.000 --> 00:21:52.000]  都還在澳門的中華基督教會,
[00:21:52.000 --> 00:21:54.000]  的後院,
[00:21:54.000 --> 00:21:55.000]  你可以去彭吊,
[00:21:55.000 --> 00:21:57.000]  可以去獻佛,
[00:21:57.000 --> 00:21:59.000]  他帶了兩個人去信耶穌,
[00:21:59.000 --> 00:22:01.000]  其中一個是梁發,
[00:22:01.000 --> 00:22:03.000]  一個印刷工人,
[00:22:03.000 --> 00:22:06.000]  印了一本《勸世良言》,
[00:22:06.000 --> 00:22:08.000]  結果搞了一幅圖出來,
[00:22:08.000 --> 00:22:10.000]  誰看了那本書?
[00:22:10.000 --> 00:22:12.000]  洪秀全,
[00:22:12.000 --> 00:22:14.000]  於是太平天國,
[00:22:14.000 --> 00:22:17.000]  打著基督教的旗號,
[00:22:17.000 --> 00:22:19.000]  第一次,
[00:22:19.000 --> 00:22:25.000]  在中國農民革命成功,
[00:22:25.000 --> 00:22:31.000]  教會在中國一直是洋人傳教,
[00:22:31.000 --> 00:22:35.000]  直到二十世紀六十年代,
[00:22:35.000 --> 00:22:39.000]  文化大革命,
[00:22:39.000 --> 00:22:42.000]  所有的宣教士都離開中國,
[00:22:42.000 --> 00:22:44.000]  所有的禮拜堂都關門,
[00:22:44.000 --> 00:22:46.000]  所有的牧師傳道,
[00:22:46.000 --> 00:22:49.000]  都變成牛鬼蛇神,
[00:22:49.000 --> 00:22:52.000]  教會連根拔起,
[00:22:52.000 --> 00:22:54.000]  信徒當時有多少人呢?
[00:22:54.000 --> 00:22:58.000]  1928年的估計三十萬,
[00:22:58.000 --> 00:23:00.000]  經歷這麼大的浩劫,
[00:23:00.000 --> 00:23:02.000]  剩下三萬人左右,
[00:23:02.000 --> 00:23:04.000]  不是的,
[00:23:04.000 --> 00:23:07.000]  十年民革,
[00:23:07.000 --> 00:23:11.000]  到改革開放之後,
[00:23:11.000 --> 00:23:14.000]  教會的人數,
[00:23:14.000 --> 00:23:17.000]  官方的統計,
[00:23:17.000 --> 00:23:21.000]  今天最少五千萬,
