
[00:00:00.000 --> 00:00:04.000]  今天我們的思想
[00:01:30.000 --> 00:01:33.000]  發現他患了腦炎
[00:01:33.000 --> 00:01:36.000]  腦電波檢查的結果都是一樣
[00:01:36.000 --> 00:01:38.000]  是急性腦炎
[00:01:38.000 --> 00:01:41.000]  腦炎和腦膜炎不同
[00:01:41.000 --> 00:01:43.000]  腦炎是一種病毒感染
[00:01:43.000 --> 00:01:46.000]  是一種過濾性細菌的感染
[00:01:46.000 --> 00:01:48.000]  康復的機會很難測
[00:01:48.000 --> 00:01:51.000]  如果是有些情形
[00:01:51.000 --> 00:01:53.000]  幾天就會自己康復
[00:01:53.000 --> 00:01:56.000]  但有些情形可能令到終身殘廢
[00:01:56.000 --> 00:01:58.000]  甚至死亡
[00:01:58.000 --> 00:02:03.000]  但這個女孩命運很不幸
[00:02:03.000 --> 00:02:05.000]  到下午的時候
[00:02:05.000 --> 00:02:07.000]  她的病情急轉直下
[00:02:07.000 --> 00:02:09.000]  完全昏迷
[00:02:09.000 --> 00:02:12.000]  醫生只能夠打一些叫做
[00:02:12.000 --> 00:02:14.000]  Manital Infusion
[00:02:14.000 --> 00:02:18.000]  是讓腦部的腫脹沒那麼嚴重
[00:02:18.000 --> 00:02:21.000]  其餘就出手無策
[00:02:21.000 --> 00:02:23.000]  爸爸媽媽知道這個消息
[00:02:23.000 --> 00:02:25.000]  一筆成性
[00:02:25.000 --> 00:02:27.000]  爸爸就跟我說
[00:02:27.000 --> 00:02:31.000]  醫生,他們是我們唯一的女兒
[00:02:31.000 --> 00:02:34.000]  從小我們很疼她
[00:02:34.000 --> 00:02:36.000]  她很乖
[00:02:36.000 --> 00:02:40.000]  請你盡人事盡力救救她
[00:02:40.000 --> 00:02:42.000]  還沒說完
[00:02:42.000 --> 00:02:44.000]  你想想有哪個父母
[00:02:44.000 --> 00:02:46.000]  看到女兒是這樣
[00:02:46.000 --> 00:02:49.000]  不會是一筆成性
[00:02:49.000 --> 00:02:51.000]  第一
[00:02:51.000 --> 00:02:53.000]  醫院要將這個女孩
[00:02:53.000 --> 00:02:56.000]  轉移到一個單人的病房
[00:02:56.000 --> 00:02:58.000]  要日夜的護理
[00:02:58.000 --> 00:03:03.000]  看她右手打著點滴
[00:03:03.000 --> 00:03:06.000]  鼻子插著胃管
[00:03:06.000 --> 00:03:09.000]  尿道插著尿管
[00:03:09.000 --> 00:03:12.000]  走路的時候
[00:03:12.000 --> 00:03:15.000]  心臟曾經有幾度休克
[00:03:15.000 --> 00:03:20.000]  要靠人工的機器來呼吸
[00:03:20.000 --> 00:03:23.000]  她似乎已經接近死亡
[00:03:23.000 --> 00:03:25.000]  那一晚
[00:03:25.000 --> 00:03:28.000]  這位醫生說她
[00:03:28.000 --> 00:03:30.000]  當夜班
[00:03:30.000 --> 00:03:33.000]  大概十點多當值的時候
[00:03:33.000 --> 00:03:36.000]  經過這個女孩的病房門口
[00:03:36.000 --> 00:03:39.000]  好像聽見有人在唱歌
[00:03:39.000 --> 00:03:41.000]  是很細微的唱聲
[00:03:41.000 --> 00:03:43.000]  唱歌
[00:03:43.000 --> 00:03:46.000]  原來她在唱一首誠詩
[00:03:46.000 --> 00:03:51.000]  叫做「安穩在主耶穌的手中」
[00:03:51.000 --> 00:03:53.000]  她進去看一看
[00:03:53.000 --> 00:03:59.000]  看到媽媽在女兒耳邊哼著這首歌
[00:03:59.000 --> 00:04:01.000]  醫生很想跟她說
[00:04:01.000 --> 00:04:03.000]  沒用的了
[00:04:03.000 --> 00:04:05.000]  她都昏迷了
[00:04:05.000 --> 00:04:07.000]  聽不到
[00:04:07.000 --> 00:04:09.000]  但回心一想
[00:04:09.000 --> 00:04:11.000]  有誰知道呢
[00:04:11.000 --> 00:04:13.000]  她真的聽到了
[00:04:13.000 --> 00:04:15.000]  如果媽媽覺得這樣唱
[00:04:15.000 --> 00:04:16.000]  是舒服一點的時候
[00:04:16.000 --> 00:04:18.000]  為什麼不讓她呢
[00:04:18.000 --> 00:04:20.000]  所以醫生就收回聲音
[00:04:20.000 --> 00:04:22.000]  沒有說
[00:04:22.000 --> 00:04:25.000]  接著她去到見到媽媽的時候
[00:04:25.000 --> 00:04:26.000]  她就問她
[00:04:26.000 --> 00:04:29.000]  你們是基督徒嗎
[00:04:29.000 --> 00:04:31.000]  媽媽說是
[00:04:31.000 --> 00:04:34.000]  醫生說那裡是基督徒
[00:04:34.000 --> 00:04:37.000]  媽媽就笑了
[00:04:37.000 --> 00:04:39.000]  這就真是好了
[00:04:39.000 --> 00:04:44.000]  我們開始將她女兒以往的故事告訴她
[00:04:44.000 --> 00:04:46.000]  起初的時候
[00:04:46.000 --> 00:04:47.000]  我們知道她有這個病
[00:04:47.000 --> 00:04:50.000]  我們真的不能夠相信
[00:04:50.000 --> 00:04:52.000]  為什麼這麼可怕的厄運
[00:04:52.000 --> 00:04:55.000]  淋到我們這個女兒身上
[00:04:55.000 --> 00:04:57.000]  我們幾乎崩潰
[00:04:57.000 --> 00:04:59.000]  她自小就很聽話
[00:04:59.000 --> 00:05:02.000]  很乖
[00:05:02.000 --> 00:05:04.000]  但當我們想到
[00:05:04.000 --> 00:05:08.000]  聖經裏面阿伯拉罕獻耳殺的故事
[00:05:08.000 --> 00:05:12.000]  我們就跟自己說
[00:05:12.000 --> 00:05:14.000]  就算這個細蚊仔不行
[00:05:14.000 --> 00:05:22.000]  我們知道他只不過是阻我們一步去到更美好的家鄉
[00:05:22.000 --> 00:05:27.000]  到了第三天的下午
[00:05:27.000 --> 00:05:33.000]  女孩子就斷氣
[00:05:33.000 --> 00:05:36.000]  爸爸媽媽就邀請醫生
[00:05:36.000 --> 00:05:41.000]  好嗎我們一起祈禱
[00:05:41.000 --> 00:05:44.000]  爸爸就開始祈禱
[00:05:44.000 --> 00:05:46.000]  他說天父很感謝你
[00:05:46.000 --> 00:05:51.000]  賜給我們的女兒名為有十二年之久
[00:05:51.000 --> 00:05:55.000]  讓她享盡了天倫之樂
[00:05:55.000 --> 00:05:56.000]  雖然我們不明白
[00:05:56.000 --> 00:05:59.000]  為什麼你在這麼早的時候將她拿走
[00:05:59.000 --> 00:06:01.000]  但我知道
[00:06:01.000 --> 00:06:05.000]  她只不過阻我們一步去到更美好的家鄉
[00:06:05.000 --> 00:06:11.000]  將來在天堂裏面我們一定見到她
[00:06:11.000 --> 00:06:14.000]  一路祈禱
[00:06:14.000 --> 00:06:18.000]  一路眼淚流著
[00:06:18.000 --> 00:06:21.000]  這個醫生心裏面說
[00:06:21.000 --> 00:06:26.000]  這個爸爸媽媽的愛和他們的盼望
[00:06:26.000 --> 00:06:30.000]  實在感動了我們
[00:06:30.000 --> 00:06:32.000]  中國人說人有悲歡離合
[00:06:32.000 --> 00:06:34.000]  越有陰晴圓缺
[00:06:34.000 --> 00:06:37.000]  尤其是我們見到家人
[00:06:37.000 --> 00:06:39.000]  尤其是你做父母見到的兒女
[00:06:39.000 --> 00:06:41.000]  在這樣的時候
[00:06:41.000 --> 00:06:45.000]  有誰不會傷心
[00:06:45.000 --> 00:06:51.000]  我孫子Jacob上個星期不舒服
[00:06:51.000 --> 00:06:55.000]  他發炎要吃抗生素
[00:06:55.000 --> 00:06:57.000]  沒有胃口
[00:06:57.000 --> 00:06:58.000]  他本來已經瘦
[00:06:58.000 --> 00:07:01.000]  就看著一路一路瘦
[00:07:01.000 --> 00:07:04.000]  整天都好像沒什麼精神
[00:07:04.000 --> 00:07:06.000]  今早起床
[00:07:06.000 --> 00:07:08.000]  他跟我說沒有胃口
[00:07:08.000 --> 00:07:10.000]  不想吃東西
[00:07:10.000 --> 00:07:11.000]  我就跟他說
[00:07:11.000 --> 00:07:15.000]  Jack 你看你一路瘦
[00:07:15.000 --> 00:07:18.000]  我昨天洗澡的時候見到你整盤都是排骨
[00:07:18.000 --> 00:07:20.000]  排骨太生了
[00:07:20.000 --> 00:07:23.000]  你要吃東西
[00:07:23.000 --> 00:07:25.000]  他就說好啊 爺爺
[00:07:25.000 --> 00:07:27.000]  我吃蛋
[00:07:27.000 --> 00:07:29.000]  我說你喝杯奶好不好
[00:07:29.000 --> 00:07:31.000]  他就喝了杯奶
[00:07:31.000 --> 00:07:34.000]  他喝完之後就拿了一張杯子去廚房
[00:07:34.000 --> 00:07:35.000]  告訴爺爺
[00:07:35.000 --> 00:07:37.000]  I finish it
[00:07:37.000 --> 00:07:41.000]  我知道他硬是喝了
[00:07:41.000 --> 00:07:43.000]  吃了蛋
[00:07:43.000 --> 00:07:45.000]  我餵他吃了藥
[00:07:45.000 --> 00:07:49.000]  接著他哥哥就來告訴我
[00:07:49.000 --> 00:07:51.000]  他吃了狗
[00:07:51.000 --> 00:07:55.000]  吐出來了
[00:07:55.000 --> 00:07:58.000]  我立刻心裏就很難過
[00:07:58.000 --> 00:08:03.000]  為什麼我要逼他喝呢
[00:08:03.000 --> 00:08:06.000]  我就想起我小時候
[00:08:06.000 --> 00:08:08.000]  不知為什麼
[00:08:08.000 --> 00:08:10.000]  我小時候跟他一樣
[00:08:10.000 --> 00:08:12.000]  一病就吐
[00:08:12.000 --> 00:08:14.000]  什麼都吐出來了
[00:08:14.000 --> 00:08:17.000]  但我記得
[00:08:17.000 --> 00:08:18.000]  每次我病
[00:08:18.000 --> 00:08:20.000]  尤其是有幾次很深刻
[00:08:20.000 --> 00:08:22.000]  印象病得很厲害
[00:08:22.000 --> 00:08:24.000]  每次病的時候
[00:08:24.000 --> 00:08:27.000]  我爸爸都叫我去他房間睡
[00:08:27.000 --> 00:08:30.000]  他日夜在那裏看著我
[00:08:30.000 --> 00:08:32.000]  就好像我孫一樣
[00:08:32.000 --> 00:08:34.000]  我自小沒有了媽媽
[00:08:34.000 --> 00:08:41.000]  是爸爸看著
[00:08:41.000 --> 00:08:42.000]  1971年
[00:08:42.000 --> 00:08:47.000]  我爸爸離開
[00:08:47.000 --> 00:08:49.000]  我想他離開那一刻
[00:08:49.000 --> 00:08:52.000]  我很難接受
[00:08:52.000 --> 00:08:54.000]  但我知道
[00:08:54.000 --> 00:08:55.000]  他只不過是走我一步
[00:08:55.000 --> 00:08:59.000]  去到更美好的家鄉
[00:08:59.000 --> 00:09:00.000]  我們做傳道人
[00:09:00.000 --> 00:09:02.000]  做牧師
[00:09:02.000 --> 00:09:05.000]  很多時候都會
[00:09:05.000 --> 00:09:08.000]  去探一些垂死的病
[00:09:08.000 --> 00:09:13.000]  或者主持一些安息禮拜
[00:09:13.000 --> 00:09:15.000]  每次在一個這樣的環境裏
[00:09:15.000 --> 00:09:19.000]  我忍不住就會問一個問題
[00:09:19.000 --> 00:09:22.000]  假如之間我不是一個基督徒
[00:09:22.000 --> 00:09:26.000]  假如之間我不相信有永生
[00:09:26.000 --> 00:09:28.000]  假如之間我不相信耶穌死而復活
[00:09:28.000 --> 00:09:31.000]  以至我將來有復活的盼望
[00:09:31.000 --> 00:09:34.000]  我能夠用什麼話去安慰他們
[00:09:34.000 --> 00:09:37.000]  我有什麼盼望給這些人
[00:09:37.000 --> 00:09:40.000]  我可不可以對他們說
[00:09:40.000 --> 00:09:42.000]  這個病會好起來
[00:09:42.000 --> 00:09:44.000]  自己騙自己
[00:09:44.000 --> 00:09:45.000]  我可不可以對他們說
[00:09:45.000 --> 00:09:47.000]  人人都可以死
[00:09:47.000 --> 00:09:48.000]  死如燈滅就算了
[00:09:48.000 --> 00:09:51.000]  我可不可以這樣
[00:09:51.000 --> 00:09:55.000]  生離死別是一件很不容易的事
[00:09:55.000 --> 00:09:59.000]  雖然中國人說天下無不散的言證
[00:09:59.000 --> 00:10:01.000]  但我們知道
[00:10:01.000 --> 00:10:04.000]  面對著這個分離的時候
[00:10:04.000 --> 00:10:08.000]  往往是很難過
[00:10:08.000 --> 00:10:14.000]  有一次我無意間找到我爸爸的遺作
[00:10:14.000 --> 00:10:18.000]  他說在我媽媽死了之後
[00:10:18.000 --> 00:10:25.000]  我媽媽是原諒自盡自殺死的
[00:10:25.000 --> 00:10:29.000]  在16年死了
[00:10:29.000 --> 00:10:30.000]  他寫了一篇文章
[00:10:30.000 --> 00:10:32.000]  說我媽媽死了16年
[00:10:32.000 --> 00:10:35.000]  每逢到我媽媽死的那天
[00:10:35.000 --> 00:10:37.000]  她就不睡覺
[00:10:37.000 --> 00:10:44.000]  自己一個人在默想、在內疚
[00:10:44.000 --> 00:10:47.000]  16年
[00:10:47.000 --> 00:10:49.000]  是不是時間可以沖淡呢?
[00:10:49.000 --> 00:10:50.000]  不是
[00:10:50.000 --> 00:10:53.000]  盼望在哪裡呢?
[00:10:53.000 --> 00:10:56.000]  後來我爸爸相信了主
[00:10:56.000 --> 00:10:58.000]  他有不同的看法
[00:10:58.000 --> 00:11:00.000]  真的
[00:11:00.000 --> 00:11:02.000]  面對著悲歡離合
[00:11:02.000 --> 00:11:04.000]  就好像蘇多摩說人有悲歡離合
[00:11:04.000 --> 00:11:06.000]  有陰晴圓缺
[00:11:06.000 --> 00:11:07.000]  此事古難傳
[00:11:07.000 --> 00:11:10.000]  但願人長久千里共蟬驚
[00:11:10.000 --> 00:11:11.000]  我們會問
[00:11:11.000 --> 00:11:13.000]  在哪裡可以找到人長久
[00:11:13.000 --> 00:11:16.000]  在哪裡找到共蟬鑽
[00:11:16.000 --> 00:11:20.000]  傳道書是一本很哲理性
[00:11:20.000 --> 00:11:22.000]  但很實在的一本書
[00:11:22.000 --> 00:11:24.000]  這個滿有智慧
[00:11:24.000 --> 00:11:25.000]  滿有金錢
[00:11:25.000 --> 00:11:27.000]  滿有能力的一個皇帝
[00:11:27.000 --> 00:11:28.000]  所羅門王
[00:11:28.000 --> 00:11:30.000]  他有一樣東西搞不定
[00:11:30.000 --> 00:11:31.000]  搞不定是什麼呢?
[00:11:31.000 --> 00:11:34.000]  就是生和死的問題
[00:11:34.000 --> 00:11:36.000]  生命究竟是為了什麼呢?
[00:11:36.000 --> 00:11:38.000]  人生為了什麼去鬥爭
[00:11:38.000 --> 00:11:40.000]  吃飯、睡覺、上班、睡覺
[00:11:40.000 --> 00:11:41.000]  帶孩子、長大
[00:11:41.000 --> 00:11:43.000]  究竟生命是為了什麼呢?
[00:11:43.000 --> 00:11:47.000]  尤其是面對人生最重要的一刻
[00:11:47.000 --> 00:11:49.000]  生離死別的時候
[00:11:49.000 --> 00:11:52.000]  所羅門王更加想到究竟是為了什麼
[00:11:52.000 --> 00:11:54.000]  人生是為了什麼
[00:11:54.000 --> 00:11:56.000]  於是他就將他自己心路歷程
[00:11:56.000 --> 00:11:57.000]  寫了這本書
[00:11:57.000 --> 00:11:58.000]  叫傳道書
[00:11:58.000 --> 00:12:00.000]  第九章的時候
[00:12:00.000 --> 00:12:04.000]  如果用一個人寫博士論文的時候
[00:12:04.000 --> 00:12:06.000]  每一個寫博士論文
[00:12:06.000 --> 00:12:07.000]  他要寫一個叫做abstract的
[00:12:07.000 --> 00:12:09.000]  把一個說要寫出來
[00:12:09.000 --> 00:12:11.000]  第九章就是成本
[00:12:11.000 --> 00:12:14.000]  他的論文裡面的一個撮要
[00:12:14.000 --> 00:12:15.000]  他反省到人生的時候
[00:12:15.000 --> 00:12:17.000]  究竟人生是什麼呢?
[00:12:17.000 --> 00:12:19.000]  他去看一看
[00:12:19.000 --> 00:12:20.000]  究竟人生是什麼呢?
[00:12:20.000 --> 00:12:22.000]  他就說了有三個事實
[00:12:22.000 --> 00:12:24.000]  這三個事實
[00:12:24.000 --> 00:12:26.000]  如果我們要活得精彩
[00:12:26.000 --> 00:12:28.000]  就一定要我們了解明白
[00:12:28.000 --> 00:12:30.000]  第一個事實是什麼事實呢?
[00:12:30.000 --> 00:12:32.000]  第一節
[00:12:32.000 --> 00:12:34.000]  他說我將這些事放在心裡
[00:12:34.000 --> 00:12:36.000]  詳細考究
[00:12:36.000 --> 00:12:38.000]  他說我將這些生命的問題
[00:12:38.000 --> 00:12:39.000]  死亡的問題
[00:12:39.000 --> 00:12:41.000]  放在心裡
[00:12:41.000 --> 00:12:43.000]  我在想詳細的考究
[00:12:43.000 --> 00:12:45.000]  考究這個字就好像一個博士生
[00:12:45.000 --> 00:12:47.000]  盡他自己的能力去找一些東西
[00:12:47.000 --> 00:12:49.000]  去想一些東西
[00:12:49.000 --> 00:12:50.000]  去找一些東西
[00:12:50.000 --> 00:12:51.000]  詳細考究
[00:12:51.000 --> 00:12:53.000]  就想到一個很重要的真理
[00:12:53.000 --> 00:12:55.000]  一個很重要的事實
[00:12:55.000 --> 00:12:57.000]  這個什麼事實呢?
[00:12:57.000 --> 00:12:58.000]  就是沒有人知道
[00:12:58.000 --> 00:13:00.000]  明天會發生什麼事
[00:13:00.000 --> 00:13:01.000]  或是愛
[00:13:01.000 --> 00:13:03.000]  或是恨在他們面前
[00:13:03.000 --> 00:13:04.000]  無人曉得
[00:13:04.000 --> 00:13:07.000]  沒有人知道明天會發生什麼事
[00:13:07.000 --> 00:13:09.000]  沒有人會知道
[00:13:09.000 --> 00:13:10.000]  明天如何
[00:13:10.000 --> 00:13:11.000]  沒有人知道
[00:13:11.000 --> 00:13:13.000]  就好像新約聖經的《雅各書》裡說
[00:13:13.000 --> 00:13:16.000]  其實明天如何你們還不知道
[00:13:16.000 --> 00:13:17.000]  恨你們中間有話說
[00:13:17.000 --> 00:13:20.000]  今天明天到某城裡做買賣
[00:13:20.000 --> 00:13:21.000]  得利
[00:13:21.000 --> 00:13:22.000]  這個就說我今天要去哪裡做
[00:13:22.000 --> 00:13:24.000]  我後天要去哪裡做
[00:13:24.000 --> 00:13:26.000]  其實明天如何你們還不知道
[00:13:26.000 --> 00:13:28.000]  原來我們生命好像一片雲霧
[00:13:28.000 --> 00:13:30.000]  出現小時就不見了
[00:13:30.000 --> 00:13:33.000]  唯有主說你可以這樣做你就這樣做
[00:13:33.000 --> 00:13:35.000]  沒有人知道明天會發生什麼事
[00:13:35.000 --> 00:13:36.000]  沒有人知道後天會發生什麼事
[00:13:36.000 --> 00:13:38.000]  有誰會知道?
[00:13:38.000 --> 00:13:40.000]  就好像我們幾年前
[00:13:40.000 --> 00:13:44.000]  我們聽見孫就快出生的時候
[00:13:44.000 --> 00:13:46.000]  準備慶賀
[00:13:46.000 --> 00:13:47.000]  有誰會知道
[00:13:47.000 --> 00:13:50.000]  一個最開心的三十多歲
[00:13:50.000 --> 00:13:52.000]  跑馬拉松第二胎的
[00:13:52.000 --> 00:13:55.000]  會生小孩的時候會死
[00:13:55.000 --> 00:13:56.000]  有誰會了解
[00:13:56.000 --> 00:13:58.000]  有誰會預料到
[00:13:58.000 --> 00:14:02.000]  沒有人會知道明天會發生什麼事
[00:14:02.000 --> 00:14:04.000]  如果我們說明天有什麼
[00:14:04.000 --> 00:14:06.000]  沒錯我們可以計劃
[00:14:06.000 --> 00:14:10.000]  但明天如何你們萬不知道
[00:14:10.000 --> 00:14:11.000]  沒有人知道
[00:14:11.000 --> 00:14:13.000]  原來我們的生命好像一片雲霧
[00:14:13.000 --> 00:14:16.000]  出現小時就不見了
[00:14:16.000 --> 00:14:19.000]  唯有主說我願意你這樣做你就這樣做
[00:14:19.000 --> 00:14:22.000]  不是這樣做就不是這樣做
[00:14:22.000 --> 00:14:25.000]  生命不是道理和在我手裡
[00:14:25.000 --> 00:14:26.000]  這是第一個事實
[00:14:26.000 --> 00:14:28.000]  我們要明白到
[00:14:28.000 --> 00:14:32.000]  沒有人知道明天會發生什麼事
[00:14:32.000 --> 00:14:35.000]  今天世界上有很多人在計劃一些事
[00:14:35.000 --> 00:14:37.000]  我明天要做什麼
[00:14:37.000 --> 00:14:39.000]  我後天要做什麼
[00:14:39.000 --> 00:14:41.000]  但你想一想
[00:14:41.000 --> 00:14:44.000]  有什麼操縱在你的手裡
[00:14:44.000 --> 00:14:47.000]  有什麼你能把握我能做到什麼
[00:14:47.000 --> 00:14:49.000]  沒有
[00:14:49.000 --> 00:14:52.000]  第二個事實更加有趣
[00:14:52.000 --> 00:14:54.000]  他就告訴你
[00:14:54.000 --> 00:14:58.000]  凡林都中人一事都一樣
[00:14:58.000 --> 00:15:00.000]  義人和惡人都一樣
[00:15:00.000 --> 00:15:02.000]  好人見證人和不見證人
[00:15:02.000 --> 00:15:03.000]  欠債和不欠債也一樣
[00:15:03.000 --> 00:15:05.000]  好人如何罪人又如何
[00:15:05.000 --> 00:15:08.000]  喜事都如何怕喜事都如何
[00:15:08.000 --> 00:15:11.000]  所羅門見到世界上有一樣東西是很公平的
[00:15:11.000 --> 00:15:13.000]  你有錢也是這樣
[00:15:13.000 --> 00:15:15.000]  你窮也是這樣
[00:15:15.000 --> 00:15:17.000]  你買重保險也是這樣
[00:15:17.000 --> 00:15:20.000]  你一點保險都沒有也是這樣
[00:15:20.000 --> 00:15:22.000]  你拿幾十個PhD也是這樣
[00:15:22.000 --> 00:15:24.000]  你目不星叮也是這樣
[00:15:24.000 --> 00:15:26.000]  每個人一模一樣
[00:15:26.000 --> 00:15:28.000]  這是什麼
[00:15:28.000 --> 00:15:30.000]  沒有明天
[00:15:30.000 --> 00:15:33.000]  有一天你和我都換了
[00:15:33.000 --> 00:15:34.000]  沒有明天
[00:15:34.000 --> 00:15:37.000]  安諾托米一個很出名的英國歷史學家
[00:15:37.000 --> 00:15:39.000]  他就說人生有很多東西很難預料
[00:15:39.000 --> 00:15:41.000]  明天發生的事沒有人知道
[00:15:41.000 --> 00:15:44.000]  但每個人都知道有一天沒有明天
[00:15:44.000 --> 00:15:47.000]  沒有明天
[00:15:47.000 --> 00:15:51.000]  伊拉克有一個很流行的故事
[00:15:51.000 --> 00:15:56.000]  有一次有一個僕人
[00:15:56.000 --> 00:15:58.000]  主人說去街市買東西
[00:15:58.000 --> 00:16:01.000]  於是這個僕人就去買東西
[00:16:01.000 --> 00:16:03.000]  不久後
[00:16:03.000 --> 00:16:05.000]  臉青口唇白
[00:16:05.000 --> 00:16:07.000]  震騰騰的走上來
[00:16:07.000 --> 00:16:09.000]  主人行不行
[00:16:09.000 --> 00:16:11.000]  主人說發生什麼事
[00:16:11.000 --> 00:16:12.000]  我在街市遇到一個死神
[00:16:12.000 --> 00:16:15.000]  那個死神向我打招呼
[00:16:15.000 --> 00:16:17.000]  主人說有這樣的事
[00:16:17.000 --> 00:16:18.000]  是呀
[00:16:18.000 --> 00:16:19.000]  你可不可以借一匹馬給我
[00:16:19.000 --> 00:16:24.000]  我想飛馬去巴加達的地方避一避
[00:16:24.000 --> 00:16:27.000]  於是主人叫他禁衫
[00:16:27.000 --> 00:16:28.000]  趕快躺下
[00:16:28.000 --> 00:16:30.000]  趁著天黑的時候
[00:16:30.000 --> 00:16:31.000]  你拿著騎馬快點去
[00:16:31.000 --> 00:16:33.000]  快點走
[00:16:33.000 --> 00:16:38.000]  於是那個僕人就騎著馬走了
[00:16:38.000 --> 00:16:40.000]  主人看了一看
[00:16:40.000 --> 00:16:41.000]  這次真的假的
[00:16:41.000 --> 00:16:42.000]  讓我下去看看
[00:16:42.000 --> 00:16:43.000]  他就趴下胸口
[00:16:43.000 --> 00:16:45.000]  主人就下去街市
[00:16:45.000 --> 00:16:47.000]  突然間看到那個死神
[00:16:47.000 --> 00:16:49.000]  於是這個人就說
[00:16:49.000 --> 00:16:52.000]  你為什麼要嚇我那個僕人
[00:16:52.000 --> 00:16:54.000]  那個死神說我沒有嚇他
[00:16:54.000 --> 00:16:57.000]  他臉青口唇白
[00:16:57.000 --> 00:16:59.000]  明明你在那裡嚇他
[00:16:59.000 --> 00:17:02.000]  你和他打招呼還不是嚇他
[00:17:02.000 --> 00:17:04.000]  那個死神說我不是嚇他
[00:17:04.000 --> 00:17:06.000]  我只不過有個問題不明白
[00:17:06.000 --> 00:17:08.000]  想問問他
[00:17:08.000 --> 00:17:09.000]  什麼問題
[00:17:09.000 --> 00:17:11.000]  我明明今晚約了去巴加達見面
[00:17:11.000 --> 00:17:16.000]  怎麼會在那裡見到他
[00:17:16.000 --> 00:17:19.000]  人生就是這樣
[00:17:19.000 --> 00:17:21.000]  你以為可以逃脫
[00:17:21.000 --> 00:17:23.000]  你以為可以逃脫
[00:17:23.000 --> 00:17:27.000]  沒那麼容易
[00:17:27.000 --> 00:17:29.000]  聖經告訴你
[00:17:29.000 --> 00:17:31.000]  你是好人
[00:17:31.000 --> 00:17:32.000]  又是這樣
[00:17:32.000 --> 00:17:33.000]  不是好人
[00:17:33.000 --> 00:17:35.000]  有很多人就以為
[00:17:35.000 --> 00:17:37.000]  我買重保險就不會了
[00:17:37.000 --> 00:17:40.000]  我做好人就不會了
[00:17:40.000 --> 00:17:42.000]  所羅門王說得很有趣
[00:17:42.000 --> 00:17:44.000]  二人和惡人
[00:17:44.000 --> 00:17:46.000]  無論你是二人還是惡人
[00:17:46.000 --> 00:17:47.000]  都是一樣的
[00:17:47.000 --> 00:17:49.000]  憲制的不憲制的
[00:17:49.000 --> 00:17:52.000]  你不會說我每天都來禮拜堂
[00:17:52.000 --> 00:17:53.000]  我在那裡講道
[00:17:53.000 --> 00:17:54.000]  你不用死
[00:17:54.000 --> 00:17:56.000]  未必的
[00:17:56.000 --> 00:17:58.000]  一樣有腺癌
[00:17:58.000 --> 00:17:59.000]  一樣會有的
[00:17:59.000 --> 00:18:01.000]  不會不出奇的
[00:18:01.000 --> 00:18:06.000]  你以為這樣就沒有嗎
[00:18:06.000 --> 00:18:07.000]  你以為不是
[00:18:07.000 --> 00:18:08.000]  我很虔誠
[00:18:08.000 --> 00:18:10.000]  一天五個小時祈禱
[00:18:10.000 --> 00:18:11.000]  不是
[00:18:11.000 --> 00:18:13.000]  一樣有這樣
