
[00:00:00.000 --> 00:00:08.000]  幾年前看到有個間接認識一個家庭
[00:01:42.000 --> 00:01:46.000]  爛了,穿著拖鞋走出去
[00:01:46.000 --> 00:01:49.000]  媽媽看到兒子14歲走出去的時候
[00:01:49.000 --> 00:01:52.000]  正想追出去抓回兒子回來
[00:01:52.000 --> 00:01:54.000]  但是爸爸阻止他
[00:01:54.000 --> 00:01:57.000]  不可以出他死他的事
[00:01:57.000 --> 00:01:59.000]  不要發了,這麼厲害
[00:01:59.000 --> 00:02:01.000]  就讓兒子走了
[00:02:01.000 --> 00:02:03.000]  結果這個14歲的兒子
[00:02:03.000 --> 00:02:05.000]  穿著拖鞋,穿著短褲
[00:02:05.000 --> 00:02:07.000]  穿著T恤
[00:02:07.000 --> 00:02:09.000]  就走了出去
[00:02:09.000 --> 00:02:11.000]  初期家人都以為他
[00:02:11.000 --> 00:02:13.000]  一會兒就會回來
[00:02:13.000 --> 00:02:16.000]  誰知道那天晚上12點還沒回來
[00:02:16.000 --> 00:02:19.000]  1點都還沒回來,2點都還沒回來
[00:02:19.000 --> 00:02:21.000]  媽媽就很擔心
[00:02:21.000 --> 00:02:23.000]  打電話報警
[00:02:23.000 --> 00:02:25.000]  警察問
[00:02:25.000 --> 00:02:27.000]  「出了多久?」
[00:02:27.000 --> 00:02:29.000]  「8點多出的」
[00:02:29.000 --> 00:02:31.000]  「8點多?還沒到24小時」
[00:02:31.000 --> 00:02:33.000]  「遲一點吧,可能會回來」
[00:02:33.000 --> 00:02:35.000]  就不理了
[00:02:35.000 --> 00:02:37.000]  接著媽媽正想去找的時候
[00:02:37.000 --> 00:02:39.000]  爸爸仍然不讓她出去找
[00:02:39.000 --> 00:02:41.000]  結果就打了電話給自己的妹妹
[00:02:41.000 --> 00:02:43.000]  就是這個小孩的阿姨
[00:02:43.000 --> 00:02:45.000]  由阿姨來幫她找
[00:02:45.000 --> 00:02:47.000]  整晚找不到,第二天也沒有回來
[00:02:47.000 --> 00:02:49.000]  第二晚也見不到
[00:02:49.000 --> 00:02:51.000]  去到第三天
[00:02:51.000 --> 00:02:53.000]  才有一個社工
[00:02:53.000 --> 00:02:55.000]  打電話回來告訴她
[00:02:55.000 --> 00:02:57.000]  她找到她的兒子
[00:02:57.000 --> 00:02:59.000]  她依然報案
[00:02:59.000 --> 00:03:01.000]  因為這樣的緣故
[00:03:01.000 --> 00:03:03.000]  社工也去銷案
[00:03:03.000 --> 00:03:05.000]  結果在那段時間
[00:03:05.000 --> 00:03:07.000]  警察就叫了父母去問話
[00:03:07.000 --> 00:03:09.000]  那個爸爸很生氣
[00:03:09.000 --> 00:03:11.000]  因為警察問話的時候
[00:03:11.000 --> 00:03:13.000]  問他有沒有打過他
[00:03:13.000 --> 00:03:15.000]  有沒有虐待小孩
[00:03:15.000 --> 00:03:17.000]  怎樣怎樣
[00:03:17.000 --> 00:03:19.000]  氣得這個爸爸
[00:03:19.000 --> 00:03:21.000]  七孔生煙
[00:03:21.000 --> 00:03:23.000]  覺得警察
[00:03:23.000 --> 00:03:25.000]  當我是什麼人
[00:03:25.000 --> 00:03:27.000]  我是監等,我是什麼
[00:03:27.000 --> 00:03:29.000]  審犯什麼
[00:03:29.000 --> 00:03:31.000]  很不開心
[00:03:31.000 --> 00:03:33.000]  媽媽在解圍的時候
[00:03:33.000 --> 00:03:35.000]  才知道這些家庭糾紛
[00:03:35.000 --> 00:03:37.000]  然後就放了他們回家
[00:03:37.000 --> 00:03:39.000]  回家的時候
[00:03:39.000 --> 00:03:41.000]  爸爸就在怨兒子
[00:03:41.000 --> 00:03:43.000]  害得他這樣
[00:03:43.000 --> 00:03:45.000]  兒子就怨爸爸
[00:03:45.000 --> 00:03:47.000]  是你打我,不關我的事
[00:03:47.000 --> 00:03:49.000]  怨這個丈夫
[00:03:49.000 --> 00:03:51.000]  為什麼要這樣,這麼大脾氣
[00:03:51.000 --> 00:03:53.000]  弄得一家人都這麼不開心
[00:03:53.000 --> 00:03:55.000]  爸爸就怨這個太太,就是你縱壞了兒子
[00:03:55.000 --> 00:03:57.000]  使得這個兒子完全不聽話
[00:03:57.000 --> 00:03:59.000]  不聽教
[00:03:59.000 --> 00:04:01.000]  一家人,大家都在怨
[00:04:01.000 --> 00:04:03.000]  七孔弟兄姐妹
[00:04:03.000 --> 00:04:05.000]  是誰的錯呢
[00:04:05.000 --> 00:04:07.000]  苦從何來呢
[00:04:07.000 --> 00:04:09.000]  爸爸說,苦就是因為兒子帶給他
[00:04:09.000 --> 00:04:11.000]  兒子就說是爸爸帶給他的
[00:04:11.000 --> 00:04:13.000]  太太就說是丈夫帶給他的
[00:04:13.000 --> 00:04:15.000]  然後丈夫就說
[00:04:15.000 --> 00:04:17.000]  這個太太也帶給他
[00:04:17.000 --> 00:04:19.000]  到底今天的痛苦從何來
[00:04:19.000 --> 00:04:21.000]  是不是命生得不好
[00:04:21.000 --> 00:04:23.000]  是不是運不好
[00:04:23.000 --> 00:04:25.000]  是不是風水不如人
[00:04:25.000 --> 00:04:27.000]  是不是那些百武的人就一定苦
[00:04:27.000 --> 00:04:29.000]  是不是那些有階級的人就一定快樂
[00:04:29.000 --> 00:04:31.000]  有一齣電影叫做
[00:04:31.000 --> 00:04:33.000]  嬌陽似我
[00:04:33.000 --> 00:04:35.000]  我不知道有多少人看過這齣電影
[00:04:35.000 --> 00:04:37.000]  可不可以舉手
[00:04:37.000 --> 00:04:39.000]  嬌陽似我,有很多時候都很幽默
[00:04:39.000 --> 00:04:41.000]  嬌陽似我
[00:04:41.000 --> 00:04:43.000]  名字就是嬌陽
[00:04:43.000 --> 00:04:45.000]  當我看下去的時候
[00:04:45.000 --> 00:04:47.000]  我發覺到電影裡的三個主要人物
[00:04:47.000 --> 00:04:49.000]  其實一點都不是嬌陽
[00:04:49.000 --> 00:04:51.000]  裡面有帶了很多內心的掙扎和痛苦
[00:04:51.000 --> 00:04:53.000]  裡面有帶了很多內心的掙扎和痛苦
[00:04:53.000 --> 00:04:55.000]  內心的掙扎
[00:04:55.000 --> 00:04:57.000]  從這三位主要的人
[00:04:57.000 --> 00:04:59.000]  裡面接二連三帶了出來
[00:04:59.000 --> 00:05:01.000]  裡面接二連三帶了出來
[00:05:01.000 --> 00:05:03.000]  其中一個是IQ爆棚的數學天才
[00:05:03.000 --> 00:05:05.000]  其中一個是IQ爆棚的數學天才
[00:05:05.000 --> 00:05:07.000]  是因為家庭的破裂
[00:05:07.000 --> 00:05:09.000]  自小有一個很不快樂
[00:05:09.000 --> 00:05:11.000]  受虐待的童年陰影
[00:05:11.000 --> 00:05:13.000]  他心理反常
[00:05:13.000 --> 00:05:15.000]  反社會行為非常不正常
[00:05:15.000 --> 00:05:17.000]  屢次犯案,讀書不成
[00:05:17.000 --> 00:05:19.000]  是因為這個緣故
[00:05:19.000 --> 00:05:21.000]  所以要做麻省理工學院的校役
[00:05:21.000 --> 00:05:23.000]  是因為這個緣故
[00:05:23.000 --> 00:05:25.000]  是因為這個緣故
[00:05:25.000 --> 00:05:27.000]  所以要做麻省理工學院的校役
[00:05:27.000 --> 00:05:29.000]  竟然勝過數學系的教授
[00:05:29.000 --> 00:05:31.000]  儘管數學程式非常好
[00:05:31.000 --> 00:05:33.000]  儘管數學程式非常好
[00:05:33.000 --> 00:05:35.000]  非常出色
[00:05:35.000 --> 00:05:37.000]  IQ爆棚
[00:05:37.000 --> 00:05:39.000]  但每次被輔導的時間
[00:05:39.000 --> 00:05:41.000]  都掩蓋不了他內心的自卑
[00:05:41.000 --> 00:05:43.000]  不快苦惱和痛苦
[00:05:43.000 --> 00:05:45.000]  不快苦惱和痛苦
[00:05:45.000 --> 00:05:47.000]  每一次輔導提及到他家庭的背景
[00:05:47.000 --> 00:05:49.000]  每一次輔導提及到他家庭的背景
[00:05:49.000 --> 00:05:51.000]  他的感受的時候
[00:05:51.000 --> 00:05:53.000]  他就很不開心,然後痛苦就湧出來
[00:05:53.000 --> 00:05:55.000]  他就很不開心,然後痛苦就湧出來
[00:05:55.000 --> 00:05:57.000]  這是直接影響他的戀愛
[00:05:57.000 --> 00:05:59.000]  也影響他的婚姻生活
[00:05:59.000 --> 00:06:01.000]  第二個人物
[00:06:01.000 --> 00:06:03.000]  是心理輔導教授
[00:06:03.000 --> 00:06:05.000]  這個輔導本身
[00:06:05.000 --> 00:06:07.000]  雖然有類似的經歷
[00:06:07.000 --> 00:06:09.000]  但他成功地將這個
[00:06:09.000 --> 00:06:11.000]  是任何人都幫不到的數學天才
[00:06:11.000 --> 00:06:13.000]  是任何人都幫不到的數學天才
[00:06:13.000 --> 00:06:15.000]  讓他能夠分享他內心的感受
[00:06:15.000 --> 00:06:17.000]  願意接受這個輔導
[00:06:17.000 --> 00:06:19.000]  然後甚至願意去他女朋友那裡
[00:06:19.000 --> 00:06:21.000]  然後甚至願意去他女朋友那裡
[00:06:21.000 --> 00:06:23.000]  找回女朋友
[00:06:23.000 --> 00:06:25.000]  但這位教授每次上大學的時候
[00:06:25.000 --> 00:06:27.000]  但這位教授每次上大學的時候
[00:06:27.000 --> 00:06:29.000]  有一個同學才華出眾
[00:06:29.000 --> 00:06:31.000]  比他厲害,獎學金比他多
[00:06:31.000 --> 00:06:33.000]  每一次和他同窗走在一起
[00:06:33.000 --> 00:06:35.000]  每一次和他同窗走在一起
[00:06:35.000 --> 00:06:37.000]  他就沒有辦法掩蓋
[00:06:37.000 --> 00:06:39.000]  他內心的自卑感
[00:06:39.000 --> 00:06:43.000]  他感覺到每一次
[00:06:43.000 --> 00:06:45.000]  見到這個同學
[00:06:45.000 --> 00:06:47.000]  他覺得他很痛苦
[00:06:47.000 --> 00:06:49.000]  這是第二個痛苦的人物
[00:06:49.000 --> 00:06:51.000]  第三個痛苦的人物
[00:06:51.000 --> 00:06:53.000]  你想不到的,就是麻省理工學院
[00:06:53.000 --> 00:06:55.000]  數學系的這位教授
[00:06:55.000 --> 00:06:57.000]  按照他的才華
[00:06:57.000 --> 00:06:59.000]  他的地位,他的學問
[00:06:59.000 --> 00:07:01.000]  這位博士應該是
[00:07:01.000 --> 00:07:03.000]  最幸福,自我形象
[00:07:03.000 --> 00:07:05.000]  最健康的一個人
[00:07:05.000 --> 00:07:07.000]  想都沒有想到
[00:07:07.000 --> 00:07:09.000]  他竟然
[00:07:09.000 --> 00:07:11.000]  被一個IQ爆棚的校役
[00:07:11.000 --> 00:07:13.000]  激到銀銀條
[00:07:13.000 --> 00:07:15.000]  原因在哪裡呢?
[00:07:15.000 --> 00:07:17.000]  因為他曾經試過出過一條數
[00:07:17.000 --> 00:07:19.000]  給學生回答
[00:07:19.000 --> 00:07:21.000]  第二天,立刻有人回答了
[00:07:21.000 --> 00:07:23.000]  他就以為有人拿了獎
[00:07:23.000 --> 00:07:25.000]  因為他預備了一份獎品給學生
[00:07:25.000 --> 00:07:27.000]  問了很久都沒有人舉手
[00:07:27.000 --> 00:07:29.000]  是他做的,結果那份禮物就收回了
[00:07:29.000 --> 00:07:31.000]  到第二天的時候
[00:07:31.000 --> 00:07:33.000]  他又想到一條新的數字,是深很多的
[00:07:33.000 --> 00:07:35.000]  又想學生回答
[00:07:35.000 --> 00:07:37.000]  誰知道學生看完也沒有回答
[00:07:37.000 --> 00:07:39.000]  直到他自己出來的時候
[00:07:39.000 --> 00:07:41.000]  突然間看到校役在那裡寫著板
[00:07:41.000 --> 00:07:43.000]  最後他就想走過去
[00:07:43.000 --> 00:07:45.000]  捉住校役,為什麼要寫板呢?
[00:07:45.000 --> 00:07:47.000]  想都沒有想到
[00:07:47.000 --> 00:07:49.000]  他捉不到校役,校役就走了
[00:07:49.000 --> 00:07:51.000]  這個小子走了之後
[00:07:51.000 --> 00:07:53.000]  他看了看板,嚇了他一跳
[00:07:53.000 --> 00:07:55.000]  全部的程式
[00:07:55.000 --> 00:07:57.000]  那些答案
[00:07:57.000 --> 00:07:59.000]  全部都好像標準答案一樣
[00:07:59.000 --> 00:08:01.000]  清楚利落
[00:08:01.000 --> 00:08:03.000]  全部都算出來
[00:08:03.000 --> 00:08:05.000]  因為這樣,他因為欣賞這個年輕人
[00:08:05.000 --> 00:08:07.000]  所以他才去幫他
[00:08:07.000 --> 00:08:09.000]  找回他之後,然後就幫他
[00:08:09.000 --> 00:08:11.000]  希望能夠幫他度過他一生
[00:08:11.000 --> 00:08:13.000]  找回他自己的天分
[00:08:13.000 --> 00:08:15.000]  就開始每天請他去辦公室
[00:08:15.000 --> 00:08:17.000]  和他談數學的問題
[00:08:17.000 --> 00:08:19.000]  另一方面
[00:08:19.000 --> 00:08:21.000]  就找自己的同學來幫他做一些心理輔導
[00:08:21.000 --> 00:08:23.000]  希望能夠幫助他改過自新
[00:08:23.000 --> 00:08:25.000]  想都沒有想到
[00:08:25.000 --> 00:08:27.000]  就在他們一起相處的時間
[00:08:27.000 --> 00:08:29.000]  這個雨臭未乾的小子
[00:08:29.000 --> 00:08:31.000]  竟然成為他一生裡
[00:08:31.000 --> 00:08:33.000]  最痛苦的回憶
[00:08:33.000 --> 00:08:35.000]  原因在哪裡呢?
[00:08:35.000 --> 00:08:37.000]  就是這個數
[00:08:37.000 --> 00:08:39.000]  他都不會算
[00:08:39.000 --> 00:08:41.000]  這個年輕人竟然會算
[00:08:41.000 --> 00:08:43.000]  其中試過一次,一幕的鏡頭
[00:08:43.000 --> 00:08:45.000]  是給我的印象很深刻
[00:08:45.000 --> 00:08:47.000]  當這個年輕人
[00:08:47.000 --> 00:08:49.000]  他給了一個數給年輕人
[00:08:49.000 --> 00:08:51.000]  這個年輕人15分鐘算了之後
[00:08:51.000 --> 00:08:53.000]  是他曾經經過很長的時間都算不到的數
[00:08:53.000 --> 00:08:55.000]  竟然給他一下算了
[00:08:55.000 --> 00:08:57.000]  十多分鐘算了
[00:08:57.000 --> 00:08:59.000]  算了之後
[00:08:59.000 --> 00:09:01.000]  在那裡仰仰仰仰
[00:09:01.000 --> 00:09:03.000]  很難嗎?不是啊,十多分鐘就搞定
[00:09:03.000 --> 00:09:05.000]  很簡單啊
[00:09:05.000 --> 00:09:07.000]  然後就點火燒答案
[00:09:07.000 --> 00:09:09.000]  當他燒到地上的時候
[00:09:09.000 --> 00:09:11.000]  你看到那個教授
[00:09:11.000 --> 00:09:13.000]  那一幕是令我們的印象很深刻
[00:09:13.000 --> 00:09:15.000]  撲到那張紙上
[00:09:15.000 --> 00:09:17.000]  把那些火蓋起來
[00:09:17.000 --> 00:09:19.000]  然後拿回那張燒剩一半的答案出來
[00:09:19.000 --> 00:09:21.000]  很痛苦
[00:09:21.000 --> 00:09:23.000]  很痛苦
[00:09:23.000 --> 00:09:25.000]  對著那個年輕人說了一句話
[00:09:25.000 --> 00:09:27.000]  我一生人最痛苦
[00:09:27.000 --> 00:09:29.000]  最痛苦的一件事
[00:09:29.000 --> 00:09:31.000]  是認識了你
[00:09:31.000 --> 00:09:33.000]  親愛的靜音姐妹
[00:09:33.000 --> 00:09:35.000]  為什麼會令到他這麼痛苦呢?
[00:09:35.000 --> 00:09:37.000]  是誰令到他這麼痛苦呢?
[00:09:37.000 --> 00:09:39.000]  是不是這個
[00:09:39.000 --> 00:09:41.000]  這個瘀臭未乾的
[00:09:41.000 --> 00:09:43.000]  這個IQ爆棚的小姐
[00:09:43.000 --> 00:09:45.000]  令到他痛苦呢?
[00:09:45.000 --> 00:09:47.000]  是誰令到心理學教授痛苦呢?
[00:09:47.000 --> 00:09:49.000]  是這個數學教授令到他痛苦呢?
[00:09:49.000 --> 00:09:51.000]  是誰令到那個數學教授痛苦呢?
[00:09:51.000 --> 00:09:53.000]  是誰令到那個
[00:09:53.000 --> 00:09:55.000]  那個年輕人痛苦呢?
[00:09:55.000 --> 00:09:57.000]  是不是心理學的輔導令到他痛苦呢?
[00:09:57.000 --> 00:09:59.000]  是不是呢?
[00:09:59.000 --> 00:10:01.000]  是今天這段聖經裏面
[00:10:01.000 --> 00:10:03.000]  帶給我們一些很不同的看法
[00:10:03.000 --> 00:10:05.000]  他告訴我們
[00:10:05.000 --> 00:10:07.000]  未必是
[00:10:07.000 --> 00:10:09.000]  往往這些痛苦不是別人給我們的
[00:10:09.000 --> 00:10:11.000]  是我們自己給自己的
[00:10:11.000 --> 00:10:13.000]  怎樣的情形下我們會給自己痛苦呢?
[00:10:13.000 --> 00:10:15.000]  首先我們看看
[00:10:15.000 --> 00:10:17.000]  這個自討苦吃的是誰呢?
[00:10:17.000 --> 00:10:19.000]  我們首先看看這個是誰呢?
[00:10:19.000 --> 00:10:21.000]  我們先看看
[00:10:21.000 --> 00:10:23.000]  12節
[00:10:23.000 --> 00:10:25.000]  這裡說
[00:10:25.000 --> 00:10:27.000]  明亮之星
[00:10:27.000 --> 00:10:29.000]  早晨之子
[00:10:29.000 --> 00:10:31.000]  你何竟從天墜落
[00:10:31.000 --> 00:10:33.000]  是從天墜落的
[00:10:33.000 --> 00:10:35.000]  而去到第15節
[00:10:35.000 --> 00:10:37.000]  我們一起讀15節
[00:10:37.000 --> 00:10:39.000]  然而你必墜落陰間
[00:10:39.000 --> 00:10:41.000]  到坑中極深之處
[00:10:41.000 --> 00:10:43.000]  另一方面我們看到下面那裏
[00:10:43.000 --> 00:10:45.000]  還有我們看到他是死無葬身之地
[00:10:45.000 --> 00:10:47.000]  另一方面他殺戮他的國
[00:10:47.000 --> 00:10:49.000]  然後他的後裔永不提說
[00:10:49.000 --> 00:10:51.000]  差不多好像家散人亡
[00:10:51.000 --> 00:10:53.000]  一個這樣的人
[00:10:53.000 --> 00:10:55.000]  甚至他自己的心境都活在一個
[00:10:55.000 --> 00:10:57.000]  非常痛苦的境況當中
[00:10:57.000 --> 00:10:59.000]  這個是誰呢?
[00:10:59.000 --> 00:11:01.000]  聖經介紹他是一個明亮之星
[00:11:01.000 --> 00:11:03.000]  早晨之子
[00:11:03.000 --> 00:11:05.000]  就在12節裏說出來
[00:11:05.000 --> 00:11:07.000]  他這裏說是明亮之星早晨之子
[00:11:07.000 --> 00:11:09.000]  所以有些人就說
[00:11:09.000 --> 00:11:11.000]  他應該是撒旦來說的
[00:11:11.000 --> 00:11:13.000]  原因是因為他是明亮之星
[00:11:13.000 --> 00:11:15.000]  有時候明亮之星是指耶穌基督來說的
[00:11:15.000 --> 00:11:17.000]  在十六那裏
[00:11:17.000 --> 00:11:19.000]  第二我想這班人的根據
[00:11:19.000 --> 00:11:21.000]  他就說在拉丁文的譯本裏面
[00:11:21.000 --> 00:11:23.000]  當翻譯第十二節的時候
[00:11:23.000 --> 00:11:25.000]  他將它翻譯成
[00:11:25.000 --> 00:11:27.000]  Lucifer
[00:11:27.000 --> 00:11:29.000]  Lucifer
[00:11:29.000 --> 00:11:31.000]  是最早最早的拉丁文譯本
[00:11:31.000 --> 00:11:33.000]  翻譯的一個詞
[00:11:33.000 --> 00:11:35.000]  這個字的本身
[00:11:35.000 --> 00:11:37.000]  是甚麼意思呢?
[00:11:37.000 --> 00:11:39.000]  這個字的本身
[00:11:39.000 --> 00:11:41.000]  其實就是撒旦的別名
[00:11:41.000 --> 00:11:43.000]  Lucifer
[00:11:43.000 --> 00:11:45.000]  是沿用拉丁文聖經的人
[00:11:45.000 --> 00:11:47.000]  由那時候開始
[00:11:47.000 --> 00:11:49.000]  包括奧古斯丁
[00:11:49.000 --> 00:11:51.000]  就一直都認為這個人是撒旦
[00:11:51.000 --> 00:11:53.000]  這種的看法
[00:11:53.000 --> 00:11:55.000]  影響非常非常多的
[00:11:55.000 --> 00:11:57.000]  解經家
[00:11:57.000 --> 00:11:59.000]  他們相信這個人是指撒旦來的說
[00:11:59.000 --> 00:12:01.000]  第三個根據他們說
[00:12:01.000 --> 00:12:03.000]  因為他是從天墜落
[00:12:03.000 --> 00:12:05.000]  所以不是人的
[00:12:05.000 --> 00:12:07.000]  第四他說他是攻敗列國的
[00:12:07.000 --> 00:12:09.000]  所以應該是撒旦
[00:12:09.000 --> 00:12:11.000]  但當我留意由頭到尾
[00:12:11.000 --> 00:12:13.000]  整個聖經上文下理
[00:12:13.000 --> 00:12:15.000]  文法結構歷史背景
[00:12:15.000 --> 00:12:17.000]  來看的時候
[00:12:17.000 --> 00:12:19.000]  我絕對相信這段聖經的主角
[00:12:19.000 --> 00:12:21.000]  不是撒旦
[00:12:21.000 --> 00:12:23.000]  他是一個人
[00:12:23.000 --> 00:12:25.000]  這個人是誰呢?
[00:12:25.000 --> 00:12:27.000]  這個人就是巴比倫王
[00:12:27.000 --> 00:12:29.000]  是一個甚麼都有的人
[00:12:29.000 --> 00:12:31.000]  是一個有權有勢有地位
[00:12:31.000 --> 00:12:33.000]  有錢有享樂
[00:12:33.000 --> 00:12:35.000]  甚麼都有
[00:12:35.000 --> 00:12:37.000]  甚麼都多過人的一個人
[00:12:37.000 --> 00:12:39.000]  我從何知道這是巴比倫王呢?
[00:12:39.000 --> 00:12:43.000]  我們首先來看看上文如何交代
[00:12:43.000 --> 00:12:47.000]  上文第三節到第四節
[00:12:47.000 --> 00:12:49.000]  以賽亞書十四章我們一起讀
[00:12:49.000 --> 00:12:51.000]  當耶和華使你脫離受苦煩惱
[00:12:51.000 --> 00:12:53.000]  並人勉強你作的苦功
[00:12:53.000 --> 00:12:55.000]  得享安息的日子
[00:12:55.000 --> 00:12:57.000]  你必提這詩歌論誰?
[00:12:57.000 --> 00:12:59.000]  巴比倫王說
[00:12:59.000 --> 00:13:01.000]  欺壓人的何景息滅
[00:13:01.000 --> 00:13:03.000]  強暴的何景止息
[00:13:03.000 --> 00:13:05.000]  上文告訴我們
[00:13:05.000 --> 00:13:07.000]  這是論及巴比倫王
[00:13:07.000 --> 00:13:09.000]  不是論及其他人
[00:13:09.000 --> 00:13:11.000]  然後夏里告訴我們
[00:13:11.000 --> 00:13:13.000]  這是論及巴比倫王的
[00:13:13.000 --> 00:13:15.000]  夏里在哪裏呢?22節我們一起讀
[00:13:15.000 --> 00:13:17.000]  萬君子又說
[00:13:17.000 --> 00:13:19.000]  我必興起攻擊他們
[00:13:19.000 --> 00:13:21.000]  將巴比倫的名號和所剩餘的人
[00:13:21.000 --> 00:13:23.000]  連子帶孫一併剪除
[00:13:23.000 --> 00:13:25.000]  這是耶和華說的
[00:13:25.000 --> 00:13:29.000]  很清楚上文和夏里都針對巴比倫王
[00:13:29.000 --> 00:13:31.000]  事實上當我們看到這段聖經的時候
[00:13:31.000 --> 00:13:33.000]  是一氣呵成的
[00:13:33.000 --> 00:13:35.000]  你不可以將它分開幾節
[00:13:35.000 --> 00:13:37.000]  第一節到十一節是第一節
[00:13:37.000 --> 00:13:39.000]  然後十二節到十五節是第二節
[00:13:39.000 --> 00:13:41.000]  然後十六節到後面是第三節
[00:13:41.000 --> 00:13:43.000]  你不可以的
[00:13:43.000 --> 00:13:45.000]  原因在哪裏呢?
[00:13:45.000 --> 00:13:47.000]  當你看完十二節的明亮之聲
[00:13:47.000 --> 00:13:49.000]  早晨之子然後你你你你你之後
[00:13:49.000 --> 00:13:51.000]  到十六節一樣
[00:13:51.000 --> 00:13:53.000]  犯漢堅你的又是你
[00:13:53.000 --> 00:13:55.000]  然後後面那裏
[00:13:55.000 --> 00:13:57.000]  全部都是你
[00:13:57.000 --> 00:13:59.000]  二十節你不得什麼什麼
[00:13:59.000 --> 00:14:01.000]  全部都是你
[00:14:01.000 --> 00:14:03.000]  既然全部由頭到尾
[00:14:03.000 --> 00:14:05.000]  都是針對你你你
[00:14:05.000 --> 00:14:07.000]  就是明亮之聲早晨之子
[00:14:07.000 --> 00:14:09.000]  上文又是針對巴比倫王
[00:14:09.000 --> 00:14:11.000]  我們就絕對相信
[00:14:11.000 --> 00:14:13.000]  那個主角沒有變
[00:14:13.000 --> 00:14:15.000]  由頭到尾
[00:14:15.000 --> 00:14:17.000]  都是針對同一個人
[00:14:17.000 --> 00:14:19.000]  第二個理由
[00:14:19.000 --> 00:14:23.000]  不單止上文夏里提及巴比倫王
[00:14:23.000 --> 00:14:27.000]  甚至經文的內容
[00:14:27.000 --> 00:14:31.000]  都很清楚指出這個主角
[00:14:31.000 --> 00:14:33.000]  應該是一個君王
[00:14:33.000 --> 00:14:35.000]  在哪裏看到呢?
[00:14:35.000 --> 00:14:37.000]  十八節到二十節
[00:14:37.000 --> 00:14:39.000]  我們一起讀十八節到二十節
[00:14:39.000 --> 00:14:43.000]  列國的君王居國在自己陰宅的榮耀中安睡
[00:14:43.000 --> 00:14:45.000]  唯獨你被拋棄不得入你的墳墓
[00:14:45.000 --> 00:14:47.000]  好像可憎的之子
[00:14:47.000 --> 00:14:49.000]  以被殺的人為衣
[00:14:49.000 --> 00:14:51.000]  就是被掏刺頭墜落坑中石頭擬履的
[00:14:51.000 --> 00:14:53.000]  你又像被踐踏的屍首一樣
[00:14:53.000 --> 00:14:55.000]  二十節你不得與君王同葬
[00:14:55.000 --> 00:14:57.000]  因為你敗壞你的國
[00:14:57.000 --> 00:14:59.000]  殺戮你的民
[00:14:59.000 --> 00:15:01.000]  惡人後裔的名
[00:15:01.000 --> 00:15:03.000]  必永不提說
[00:15:03.000 --> 00:15:05.000]  這段聖經很清楚
[00:15:05.000 --> 00:15:09.000]  是將他與其他君王相提並論
[00:15:09.000 --> 00:15:11.000]  換句話說他應該是其中一個君王
