
[00:00:00.000 --> 00:00:03.400]  自認懷才不遠 嚇我一大跳
[00:02:10.400 --> 00:02:14.800]  今早11點多去聚會 看到這份東西
[00:02:14.800 --> 00:02:19.360]  回來本來想睡一覺 養一養精神 看看
[00:02:19.360 --> 00:02:21.360]  於是寫幾點意見
[00:02:21.360 --> 00:02:23.360]  這幾點其實
[00:02:23.360 --> 00:02:27.920]  全部最好的答案已經有了
[00:02:27.920 --> 00:02:32.400]  我旁邊寫下去的評語
[00:02:32.400 --> 00:02:35.520]  其實今天差不多要講的東西都可以講完
[00:02:35.520 --> 00:02:37.520]  又不見了很久
[00:02:37.520 --> 00:02:42.480]  第一點 凡事朝好的方向想
[00:02:42.480 --> 00:02:44.480]  我不想讀裡面的東西
[00:02:44.480 --> 00:02:46.480]  你根本隨便拿出來看
[00:02:46.480 --> 00:02:48.480]  其實聖經早就說了
[00:02:48.480 --> 00:02:50.480]  凡事要想好的方面
[00:02:50.480 --> 00:02:52.480]  為什麼呢? 肥立比書四章六節
[00:02:52.480 --> 00:02:54.480]  如果大家有聖經可以自己去看
[00:02:54.480 --> 00:02:56.480]  是吧?
[00:02:56.480 --> 00:02:59.760]  英好熟的經文 肥立比書四章六節
[00:02:59.760 --> 00:03:01.760]  應當一無掛慮
[00:03:01.760 --> 00:03:06.240]  只要凡事直著禱告 祈求和感謝
[00:03:06.240 --> 00:03:08.240]  我寫的這些全部都是經文
[00:03:08.240 --> 00:03:10.240]  我看到那裡有些聯想
[00:03:10.240 --> 00:03:14.240]  我原本原本的講稿還沒講完
[00:03:14.240 --> 00:03:16.240]  我寫的那些 哭哭不耕上
[00:03:16.240 --> 00:03:18.240]  不怕我講得比較短
[00:03:18.240 --> 00:03:20.240]  應當一無掛慮
[00:03:20.240 --> 00:03:22.240]  大家應當一無掛慮 不會講多過一小時
[00:03:22.240 --> 00:03:24.240]  只要凡事直著禱告 祈求和感謝
[00:03:24.240 --> 00:03:28.240]  將你們所要的告訴神
[00:03:28.240 --> 00:03:30.240]  神所賜出人意外的平安
[00:03:30.240 --> 00:03:32.240]  必在基督耶穌裡
[00:03:32.240 --> 00:03:34.240]  保守你們的心懷念
[00:03:34.240 --> 00:03:36.240]  很好 金句中的金句
[00:03:36.240 --> 00:03:38.240]  確是一無掛慮
[00:03:38.240 --> 00:03:40.240]  一無掛慮根本不用想財不易
[00:03:40.240 --> 00:03:42.240]  是吧?
[00:03:42.240 --> 00:03:44.240]  在這裡 天生我才必有用
[00:03:44.240 --> 00:03:46.240]  這個天就是上帝
[00:03:46.240 --> 00:03:48.240]  上帝給我們的恩賜一定夠用
[00:03:48.240 --> 00:03:50.240]  是吧?
[00:03:50.240 --> 00:03:52.240]  最重要的所謂know thyself
[00:03:52.240 --> 00:03:54.240]  認識我們自己究竟是什麼材料
[00:03:54.240 --> 00:03:56.240]  上帝給我們什麼恩賜
[00:03:56.240 --> 00:03:58.240]  應該用哪些方便 應該避免哪些缺點
[00:03:58.240 --> 00:04:00.240]  朝好的方面想 是吧?
[00:04:00.240 --> 00:04:02.240]  一樣
[00:04:02.240 --> 00:04:04.240]  應當一無掛慮
[00:04:04.240 --> 00:04:06.240]  只要凡事直著禱告
[00:04:06.240 --> 00:04:08.240]  菲利比斯四章六節
[00:04:08.240 --> 00:04:10.240]  祈求和感謝
[00:04:10.240 --> 00:04:12.240]  三樣東西
[00:04:12.240 --> 00:04:14.240]  凡事借因 將你們所要的
[00:04:14.240 --> 00:04:16.240]  告訴神
[00:04:16.240 --> 00:04:18.240]  神所賜出人意外的平安
[00:04:18.240 --> 00:04:20.240]  你想不到這麼好的
[00:04:20.240 --> 00:04:22.240]  你起初以為他不聽禱告
[00:04:22.240 --> 00:04:24.240]  但其實長遠看
[00:04:24.240 --> 00:04:26.240]  實在更好
[00:04:26.240 --> 00:04:28.240]  必在基督耶穌裡保守你們的心懷念
[00:04:28.240 --> 00:04:30.240]  這個必在基督耶穌裡
[00:04:30.240 --> 00:04:32.240]  這句話很重要 是吧?
[00:04:32.240 --> 00:04:34.240]  有個前提
[00:04:34.240 --> 00:04:36.240]  你不能夠說
[00:04:36.240 --> 00:04:38.240]  只要將我所要的
[00:04:38.240 --> 00:04:40.240]  告訴神 一定會給他
[00:04:40.240 --> 00:04:42.240]  我想發達
[00:04:42.240 --> 00:04:44.240]  神啊神啊 我想發達
[00:04:44.240 --> 00:04:46.240]  但是在基督耶穌裡
[00:04:46.240 --> 00:04:48.240]  你不應該這樣發達
[00:04:48.240 --> 00:04:50.240]  這叫妄求
[00:04:50.240 --> 00:04:52.240]  所以神所賜出人意外的平安
[00:04:52.240 --> 00:04:54.240]  必在基督耶穌裡
[00:04:54.240 --> 00:04:56.240]  保守你們的心懷念
[00:04:56.240 --> 00:04:58.240]  第一點 這樣回答是否較對
[00:04:58.240 --> 00:05:00.240]  第二點 讓工作更具激勵性
[00:05:00.240 --> 00:05:02.240]  當然是對的
[00:05:02.240 --> 00:05:04.240]  問題是有時工作這樣
[00:05:04.240 --> 00:05:06.240]  如何激勵呢?薪金這麼低 如何激勵呢?
[00:05:06.240 --> 00:05:08.240]  老闆臉色這麼黑 如何激勵呢?
[00:05:08.240 --> 00:05:10.240]  媽媽是女人 是吧?
[00:05:10.240 --> 00:05:12.240]  其實聖經的答案更好
[00:05:12.240 --> 00:05:14.240]  我每點都用聖經的答案
[00:05:14.240 --> 00:05:16.240]  哥羅西斯三章二十三節
[00:05:16.240 --> 00:05:18.240]  這些經文全部是極好的經文
[00:05:18.240 --> 00:05:20.240]  其實我都預備在後面
[00:05:20.240 --> 00:05:22.240]  都預備印了
[00:05:22.240 --> 00:05:24.240]  哥羅西斯三章二十三節
[00:05:24.240 --> 00:05:26.240]  各位 手頭有情境
[00:05:26.240 --> 00:05:28.240]  現在多數都沒有帶了
[00:05:28.240 --> 00:05:30.240]  多數都在powerpoint
[00:05:30.240 --> 00:05:32.240]  或者多數在周刊裡有
[00:05:32.240 --> 00:05:34.240]  哥羅西斯三章二十三節
[00:05:34.240 --> 00:05:36.240]  無論作甚麼
[00:05:36.240 --> 00:05:38.240]  都要從心裡作
[00:05:38.240 --> 00:05:40.240]  像是給主作的
[00:05:40.240 --> 00:05:42.240]  不是給人作的 這個很重要
[00:05:42.240 --> 00:05:44.240]  如果我們給人作的
[00:05:44.240 --> 00:05:46.240]  第一 一定是上有政策下有對策
[00:05:46.240 --> 00:05:48.240]  給人作的 你一定失望的
[00:05:48.240 --> 00:05:50.240]  從石器時代到現在到將來都是
[00:05:50.240 --> 00:05:52.240]  每逢那件事是為人做的
[00:05:52.240 --> 00:05:54.240]  你一定覺得
[00:05:54.240 --> 00:05:56.240]  哎呀 仗義每多屠九輩
[00:05:56.240 --> 00:05:58.240]  就負心多數讀書人
[00:05:58.240 --> 00:06:00.240]  世人個個都負心的
[00:06:00.240 --> 00:06:02.240]  一定是出賣你的
[00:06:02.240 --> 00:06:04.240]  人家也覺得你出賣他
[00:06:04.240 --> 00:06:06.240]  這個世界其實就是互相出賣
[00:06:06.240 --> 00:06:08.240]  所以很心淡
[00:06:08.240 --> 00:06:10.240]  為人做事你一定心淡的
[00:06:10.240 --> 00:06:12.240]  原來不是 聖經教我們
[00:06:12.240 --> 00:06:14.240]  無論作甚麼
[00:06:14.240 --> 00:06:16.240]  都要從心裡作
[00:06:16.240 --> 00:06:18.240]  像是給主作的
[00:06:18.240 --> 00:06:20.240]  不是給人作的 大家如果手頭沒有聖經
[00:06:20.240 --> 00:06:22.240]  你都拿著出處回去慢慢查查
[00:06:22.240 --> 00:06:24.240]  哥羅西斯三章二十三節
[00:06:24.240 --> 00:06:26.240]  聖經的答案比他更好
[00:06:26.240 --> 00:06:28.240]  讓工作更具激勵性
[00:06:28.240 --> 00:06:30.240]  那些東西我剛才沒有講
[00:06:30.240 --> 00:06:32.240]  自己去找吧
[00:06:32.240 --> 00:06:34.240]  主要都是講財經
[00:06:34.240 --> 00:06:36.240]  講那方面的
[00:06:36.240 --> 00:06:38.240]  如果你是教書的 看來沒甚麼用
[00:06:38.240 --> 00:06:40.240]  教書人沒甚麼地位
[00:06:40.240 --> 00:06:42.240]  餓死都沒人可憐
[00:06:42.240 --> 00:06:44.240]  所以逢是這類教的東西
[00:06:44.240 --> 00:06:46.240]  不會教教書人的
[00:06:46.240 --> 00:06:48.240]  像我們這些教書人沒有前途
[00:06:48.240 --> 00:06:50.240]  第三個要點
[00:06:50.240 --> 00:06:52.240]  這篇文章今天看到的
[00:06:52.240 --> 00:06:54.240]  昨天出的
[00:06:54.240 --> 00:06:56.240]  第三點是
[00:06:56.240 --> 00:06:58.240]  利用低潮時期自我進修
[00:06:58.240 --> 00:07:00.240]  這是對的 但人家懂得思考
[00:07:00.240 --> 00:07:02.240]  如果這樣都不懂思考
[00:07:02.240 --> 00:07:04.240]  那段時期
[00:07:04.240 --> 00:07:06.240]  失業或沒甚麼好做
[00:07:06.240 --> 00:07:08.240]  人家走來走去
[00:07:08.240 --> 00:07:10.240]  吃飯幾味 自己走來走去
[00:07:10.240 --> 00:07:12.240]  吃飯只有一味 白飯
[00:07:12.240 --> 00:07:14.240]  那段時間用來進修
[00:07:14.240 --> 00:07:16.240]  人人都懂得思考 讀一下行為課程
[00:07:16.240 --> 00:07:18.240]  讀一下學位
[00:07:18.240 --> 00:07:20.240]  學好英文 串齊那二十六個字母
[00:07:20.240 --> 00:07:22.240]  諸如此類
[00:07:22.240 --> 00:07:24.240]  但其實聖經的答案更好
[00:07:26.240 --> 00:07:28.240]  詩篇119
[00:07:28.240 --> 00:07:30.240]  第105節
[00:07:30.240 --> 00:07:32.240]  你的話是我腳旁的燈
[00:07:32.240 --> 00:07:34.240]  是我路上的光
[00:07:34.240 --> 00:07:36.240]  這些聖經全部是金句中的金句
[00:07:36.240 --> 00:07:38.240]  大家很熟悉的
[00:07:38.240 --> 00:07:40.240]  起碼有一半人熟悉過我
[00:07:40.240 --> 00:07:42.240]  我只是說一句話
[00:07:42.240 --> 00:07:44.240]  聖經的話語最好識
[00:07:44.240 --> 00:07:46.240]  低潮時期更加應該讀
[00:07:46.240 --> 00:07:48.240]  平時都應該讀
[00:07:48.240 --> 00:07:50.240]  你的話是我腳旁的燈
[00:07:50.240 --> 00:07:52.240]  是我路上的光
[00:07:52.240 --> 00:07:54.240]  免至蒙查查 免至撲親
[00:07:54.240 --> 00:07:56.240]  大侯書3章16節
[00:07:56.240 --> 00:07:58.240]  聖經都是神所默示的
[00:07:58.240 --> 00:08:00.240]  於教訓督澤使人歸正
[00:08:00.240 --> 00:08:02.240]  教導人學而都是有益的
[00:08:02.240 --> 00:08:04.240]  叫屬神的人得以完全
[00:08:04.240 --> 00:08:06.240]  預備各樣的善事
[00:08:06.240 --> 00:08:08.240]  即是裝備自己
[00:08:08.240 --> 00:08:10.240]  基督徵兵嘛
[00:08:10.240 --> 00:08:12.240]  很多人以為教會有種反智的傾向
[00:08:12.240 --> 00:08:14.240]  叫人憑信心就行
[00:08:14.240 --> 00:08:16.240]  不用讀那麼多書
[00:08:16.240 --> 00:08:18.240]  又不要用那麼多理性
[00:08:18.240 --> 00:08:20.240]  理性會讓人驕傲
[00:08:20.240 --> 00:08:22.240]  人驕傲就是這樣
[00:08:22.240 --> 00:08:24.240]  這是人的恩賜
[00:08:24.240 --> 00:08:26.240]  多讀書 多用腦
[00:08:26.240 --> 00:08:28.240]  這樣才能做基督徵兵
[00:08:28.240 --> 00:08:30.240]  徵兵嘛
[00:08:30.240 --> 00:08:32.240]  起碼能打才行
[00:08:32.240 --> 00:08:34.240]  又不能看又不能打
[00:08:34.240 --> 00:08:36.240]  基督愛的兵來幹什麼
[00:08:36.240 --> 00:08:38.240]  所以自己進修根本是應該
[00:08:38.240 --> 00:08:40.240]  千萬不要以為基督徒就反智
[00:08:40.240 --> 00:08:42.240]  不讀書不努力
[00:08:42.240 --> 00:08:44.240]  問題是我們讀書努力是為了什麼
[00:08:44.240 --> 00:08:46.240]  不是為自己的功名利祿
[00:08:46.240 --> 00:08:48.240]  是為了榮臣益人
[00:08:48.240 --> 00:08:50.240]  所以說 糾纏到讀很多聖經
[00:08:50.240 --> 00:08:52.240]  又變成教訓
[00:08:52.240 --> 00:08:54.240]  利用低潮時期自我進修
[00:08:54.240 --> 00:08:56.240]  最重要的自我進修
[00:08:56.240 --> 00:08:58.240]  就讀一下你的那本
[00:08:58.240 --> 00:09:00.240]  讀一下我們那本很久都未缺的聖經
[00:09:00.240 --> 00:09:04.240]  第四點
[00:09:04.240 --> 00:09:06.240]  工作非人生的全部
[00:09:06.240 --> 00:09:08.240]  這個當然是安慰的 阿嬌精神式的安慰
[00:09:08.240 --> 00:09:10.240]  工作當然不如意
[00:09:10.240 --> 00:09:12.240]  不如意你會很容易自尋短見
[00:09:12.240 --> 00:09:14.240]  如果你想一想原來人生不只工作
[00:09:14.240 --> 00:09:16.240]  還有很多其他的東西
[00:09:16.240 --> 00:09:18.240]  工作不如意而已 其他也行
[00:09:18.240 --> 00:09:20.240]  但是很容易扭歪那邊
[00:09:20.240 --> 00:09:22.240]  聖經的教訓很好
[00:09:22.240 --> 00:09:24.240]  你們得救在乎歸回安息
[00:09:24.240 --> 00:09:26.240]  你們得力在乎平靜安穩
[00:09:26.240 --> 00:09:28.240]  知道哪裡嗎
[00:09:28.240 --> 00:09:30.240]  二賽亞書三十章
[00:09:30.240 --> 00:09:32.240]  十五節
[00:09:32.240 --> 00:09:34.240]  歸回安息
[00:09:34.240 --> 00:09:36.240]  平靜安穩
[00:09:36.240 --> 00:09:38.240]  不要那麼躁 不要那麼急
[00:09:38.240 --> 00:09:40.240]  不要以為一旦那份工作不如意
[00:09:40.240 --> 00:09:42.240]  一旦那些工資不夠
[00:09:42.240 --> 00:09:44.240]  你就暴躁就不斷
[00:09:44.240 --> 00:09:46.240]  原來最重要歸回安息
[00:09:46.240 --> 00:09:48.240]  平靜安穩
[00:09:48.240 --> 00:09:50.240]  還有最出名的
[00:09:50.240 --> 00:09:52.240]  這個繁讀聖經故事
[00:09:52.240 --> 00:09:54.240]  也說過耶穌受試探之時
[00:09:54.240 --> 00:09:56.240]  馬太福音和盧伽福音
[00:09:56.240 --> 00:09:58.240]  都是四章四節真的很容易記的
[00:09:58.240 --> 00:10:00.240]  都是四章四節
[00:10:00.240 --> 00:10:02.240]  馬太福音盧伽福音都是四章四節
[00:10:02.240 --> 00:10:04.240]  馬可福音是一章十二章至十三節
[00:10:04.240 --> 00:10:06.240]  就是耶穌回答的魔鬼引誘
[00:10:06.240 --> 00:10:08.240]  人活著
[00:10:08.240 --> 00:10:10.240]  不是單靠食物
[00:10:10.240 --> 00:10:12.240]  乃是蒙神口裡
[00:10:12.240 --> 00:10:14.240]  說出這一切話
[00:10:14.240 --> 00:10:16.240]  這個是來自《新命記》
[00:10:16.240 --> 00:10:18.240]  這個是創出李文新的
[00:10:18.240 --> 00:10:20.240]  《摩西五經》《新命記》
[00:10:20.240 --> 00:10:22.240]  八章三節的
[00:10:22.240 --> 00:10:24.240]  所謂經上記著說
[00:10:24.240 --> 00:10:26.240]  新約裡面所說的經上記著說
[00:10:26.240 --> 00:10:28.240]  就知夠弱了
[00:10:28.240 --> 00:10:30.240]  人活著不是單靠食物
[00:10:30.240 --> 00:10:32.240]  就是工作不是人生的全部
[00:10:32.240 --> 00:10:34.240]  乃是蒙神口裡
[00:10:34.240 --> 00:10:36.240]  說出這一切話
[00:10:36.240 --> 00:10:38.240]  我們提出的聖經教訓
[00:10:38.240 --> 00:10:40.240]  給大家自己比較一下
[00:10:40.240 --> 00:10:42.240]  一定有意義過很多
[00:10:42.240 --> 00:10:44.240]  這件事到處都找得到
[00:10:44.240 --> 00:10:46.240]  隨便去找
[00:10:46.240 --> 00:10:48.240]  昨天出的
[00:10:48.240 --> 00:10:50.240]  最後一點
[00:10:50.240 --> 00:10:52.240]  掌握跳槽的最佳時機
[00:10:52.240 --> 00:10:54.240]  如果你的工作不如意
[00:10:54.240 --> 00:10:56.240]  壞財不如意
[00:10:56.240 --> 00:10:58.240]  意思就是炒老闆魷魚
[00:10:58.240 --> 00:11:00.240]  說得啞口一點
[00:11:00.240 --> 00:11:02.240]  跳槽的最佳時機
[00:11:02.240 --> 00:11:04.240]  此時不走更待何時
[00:11:04.240 --> 00:11:06.240]  其實我們現在是
[00:11:06.240 --> 00:11:08.240]  如果工作低潮不如意
[00:11:08.240 --> 00:11:10.240]  就更加要檢討自己人生的路向
[00:11:10.240 --> 00:11:12.240]  什麼跳槽呢
[00:11:12.240 --> 00:11:14.240]  由世俗工作的槽
[00:11:14.240 --> 00:11:16.240]  跳到屬靈的槽裡
[00:11:16.240 --> 00:11:18.240]  又是簡單的說話
[00:11:18.240 --> 00:11:20.240]  未信要信 想信就束信
[00:11:20.240 --> 00:11:22.240]  信了就要想想自己的侍奉
[00:11:22.240 --> 00:11:24.240]  究竟是大職侍奉
[00:11:24.240 --> 00:11:26.240]  進修還是全職侍奉
[00:11:26.240 --> 00:11:28.240]  這是最好的時機
[00:11:28.240 --> 00:11:30.240]  想想神給我的恩賜
[00:11:30.240 --> 00:11:32.240]  在哪方面呢
[00:11:32.240 --> 00:11:34.240]  會不會是上帝給我一條路
[00:11:34.240 --> 00:11:36.240]  這時候就是一個轉機
[00:11:36.240 --> 00:11:38.240]  就這樣打下去 公字沒出頭
[00:11:38.240 --> 00:11:40.240]  老闆的面子又越來越黑
[00:11:40.240 --> 00:11:42.240]  有沒有意思呢
[00:11:42.240 --> 00:11:44.240]  人活著是否用來看老闆面積呢
[00:11:44.240 --> 00:11:46.240]  如果老闆是帶你迎神益人
[00:11:46.240 --> 00:11:48.240]  那值得看看
[00:11:48.240 --> 00:11:50.240]  如果不對勁
[00:11:50.240 --> 00:11:52.240]  那你想想
[00:11:52.240 --> 00:11:54.240]  是否自己有大把柔容光陰
[00:11:54.240 --> 00:11:56.240]  做什麼不大職侍奉
[00:11:56.240 --> 00:11:58.240]  都想好好讀一下神學
[00:11:58.240 --> 00:12:00.240]  做這個什麼很多盡咒
[00:12:00.240 --> 00:12:02.240]  對不對
[00:12:02.240 --> 00:12:04.240]  所以
[00:12:04.240 --> 00:12:06.240]  其實我又不是專家
[00:12:06.240 --> 00:12:08.240]  教我們大家
[00:12:08.240 --> 00:12:10.240]  是不是比這些更好
[00:12:10.240 --> 00:12:12.240]  這張東西
[00:12:12.240 --> 00:12:14.240]  應該是功成身退的
[00:12:14.240 --> 00:12:16.240]  好
[00:12:16.240 --> 00:12:18.240]  自認懷才不遇
[00:12:18.240 --> 00:12:20.240]  這個途徑
[00:12:20.240 --> 00:12:24.240]  早幾天
[00:12:24.240 --> 00:12:26.240]  我又看了一段海峽兩岸的
[00:12:26.240 --> 00:12:28.240]  舊聞和新聞
[00:12:28.240 --> 00:12:30.240]  最恨錯當時沒有立刻剪掉
[00:12:30.240 --> 00:12:32.240]  因為我很早起床很想看報紙
[00:12:32.240 --> 00:12:34.240]  剪掉了家人就沒得看
[00:12:34.240 --> 00:12:36.240]  留下之後又忘記了
[00:12:36.240 --> 00:12:38.240]  後來想起有段這樣的東西
[00:12:38.240 --> 00:12:40.240]  不知道去哪了
[00:12:40.240 --> 00:12:42.240]  但我記得很清楚
[00:12:42.240 --> 00:12:44.240]  那段又是舊聞又是新聞
[00:12:44.240 --> 00:12:46.240]  舊聞就是
[00:12:46.240 --> 00:12:48.240]  不知道大家有沒有留意
[00:12:48.240 --> 00:12:50.240]  可能你也看過那段
[00:12:50.240 --> 00:12:52.240]  這次又沒有說
[00:12:52.240 --> 00:12:54.240]  好像那個弟兄在按按按
[00:12:54.240 --> 00:12:56.240]  那個立即幫我找到韓戰
[00:12:56.240 --> 00:12:58.240]  那個南韓飛機
[00:12:58.240 --> 00:13:00.240]  幾個月前我沒有說過
[00:13:00.240 --> 00:13:02.240]  那個弟兄
[00:13:02.240 --> 00:13:04.240]  現在的ipad真是萬能
[00:13:04.240 --> 00:13:06.240]  好了
[00:13:06.240 --> 00:13:08.240]  舊聞就是幾十年前
[00:13:08.240 --> 00:13:10.240]  真的起碼
[00:13:10.240 --> 00:13:12.240]  如果是古靈頭
[00:13:12.240 --> 00:13:14.240]  應該是一九五幾
[00:13:14.240 --> 00:13:16.240]  金門炮戰一九五八
[00:13:16.240 --> 00:13:18.240]  你說幾十年了
[00:13:18.240 --> 00:13:20.240]  我們那時十幾二十歲
[00:13:20.240 --> 00:13:22.240]  幾十年前中共攻打金門
[00:13:22.240 --> 00:13:24.240]  在槍林彈雨之中
[00:13:24.240 --> 00:13:26.240]  一個共軍A
[00:13:26.240 --> 00:13:28.240]  被國軍B一槍打死
[00:13:28.240 --> 00:13:30.240]  我們現在說就喜新平常
[00:13:30.240 --> 00:13:32.240]  當時就不是你死我亡
[00:13:32.240 --> 00:13:34.240]  事後大家是沒有怨沒有仇
[00:13:34.240 --> 00:13:36.240]  現在海峽兩岸都相當和平
[00:13:36.240 --> 00:13:38.240]  又改革開放旅行
[00:13:38.240 --> 00:13:40.240]  舊時舊事的人見面
[00:13:40.240 --> 00:13:42.240]  還談笑傭兵
[00:13:42.240 --> 00:13:44.240]  嘩那次我拔槍多快
[00:13:44.240 --> 00:13:46.240]  全靠我快一點步就不是你打死我
[00:13:46.240 --> 00:13:48.240]  真是發生這些事
[00:13:48.240 --> 00:13:50.240]  當時大家
[00:13:50.240 --> 00:13:52.240]  各種意識形態真是仇人一樣
[00:13:52.240 --> 00:13:54.240]  而且不是你死我亡
[00:13:54.240 --> 00:13:56.240]  如果這邊輸了就整個台灣都沒了
[00:13:56.240 --> 00:13:58.240]  如果那邊輸了還有很多
[00:13:58.240 --> 00:14:00.240]  總之當時
[00:14:00.240 --> 00:14:02.240]  剛好有個共軍隊長
[00:14:02.240 --> 00:14:04.240]  衝上去
[00:14:04.240 --> 00:14:06.240]  帶著隊徒
[00:14:06.240 --> 00:14:08.240]  國軍B
[00:14:08.240 --> 00:14:10.240]  我忘了他的名字
[00:14:10.240 --> 00:14:12.240]  一個A一個B
[00:14:12.240 --> 00:14:14.240]  那時真是像西部牛仔片
[00:14:14.240 --> 00:14:16.240]  專榮那些
[00:14:16.240 --> 00:14:18.240]  誰拔槍快
[00:14:18.240 --> 00:14:20.240]  十分一秒
[00:14:20.240 --> 00:14:22.240]  剛剛那些手槍卡住就算不夠運
[00:14:22.240 --> 00:14:24.240]  有些人拔槍是快
[00:14:24.240 --> 00:14:26.240]  誰知卡住對面的一槍打過來就沒了
[00:14:26.240 --> 00:14:28.240]  死了
[00:14:28.240 --> 00:14:30.240]  事隔幾十年
[00:14:30.240 --> 00:14:32.240]  幾日之前
[00:14:32.240 --> 00:14:34.240]  這就是新聞
[00:14:34.240 --> 00:14:36.240]  救民幾十年前的事
[00:14:36.240 --> 00:14:38.240]  當時打死人的那個
[00:14:38.240 --> 00:14:40.240]  現在已經老了
[00:14:40.240 --> 00:14:42.240]  八十多歲
[00:14:42.240 --> 00:14:44.240]  應該是吧我都七十歲了
[00:14:44.240 --> 00:14:46.240]  應該八十多歲
[00:14:46.240 --> 00:14:48.240]  去遊覽金門島對面的廈門
[00:14:48.240 --> 00:14:50.240]  就見到A
[00:14:50.240 --> 00:14:52.240]  原來A不是見到鬼
[00:14:54.240 --> 00:14:56.240]  是銅像
[00:14:56.240 --> 00:15:00.240]  A見到烈士
[00:15:00.240 --> 00:15:02.240]  原來在廈門見到
[00:15:02.240 --> 00:15:04.240]  他怎記得呢
[00:15:04.240 --> 00:15:06.240]  但他又有相又有性
[00:15:06.240 --> 00:15:08.240]  講起那時那件事
[00:15:08.240 --> 00:15:10.240]  而且凡是生命中很特別的事
[00:15:10.240 --> 00:15:12.240]  一分都會記得樣子
[00:15:12.240 --> 00:15:14.240]  所以難怪這個題外說
[00:15:14.240 --> 00:15:16.240]  為何唐太宗晚年
[00:15:16.240 --> 00:15:18.240]  常常夢見鬼
[00:15:18.240 --> 00:15:20.240]  其實鬼就是由他心裡的幻想
[00:15:20.240 --> 00:15:22.240]  中國人當然見到
[00:15:22.240 --> 00:15:24.240]  像清朝穿著袍的鬼
[00:15:24.240 --> 00:15:26.240]  西人當然見到像個巫婆
[00:15:26.240 --> 00:15:28.240]  騎著掃把的鬼
[00:15:28.240 --> 00:15:30.240]  中國人很少見到西人的鬼
[00:15:30.240 --> 00:15:32.240]  西人很難見到中國的鬼
[00:15:32.240 --> 00:15:34.240]  其實個個都是童年時代聽到的鬼
[00:15:34.240 --> 00:15:36.240]  對不對
[00:15:36.240 --> 00:15:38.240]  都是幻象
[00:15:38.240 --> 00:15:40.240]  唐太宗就怕
[00:15:40.240 --> 00:15:42.240]  於是晚上睡不著
[00:15:42.240 --> 00:15:44.240]  於是他兩個功臣
[00:15:44.240 --> 00:15:46.240]  一個是秦勤一個是屈辭功
[00:15:46.240 --> 00:15:48.240]  全副武裝看守門口
[00:15:48.240 --> 00:15:50.240]  鬼都怕進不去
[00:15:50.240 --> 00:15:52.240]  這是一種題外說
