
[00:00:00.000 --> 00:00:12.000]  今天我們要看的經文是記載在馬可福音第十三章二十八節到三十一節
[00:15:20.000 --> 00:15:25.000]  這個比喻的重要性可想而知
[00:15:25.000 --> 00:15:29.000]  這是為什麼我們選了馬可的記載
[00:15:29.000 --> 00:15:34.000]  而沒有用馬太和盧家的記載的原因
[00:15:34.000 --> 00:15:39.000]  我們解釋了這個比喻的位置背景
[00:15:39.000 --> 00:15:44.000]  我們現在要看看怎樣去解釋這個比喻
[00:15:44.000 --> 00:15:48.000]  怎樣去解釋這個比喻
[00:15:48.000 --> 00:15:53.000]  在耶穌的借著比喻來傳的信息
[00:15:53.000 --> 00:15:58.000]  一般來說可以分開有十種的信息
[00:15:58.000 --> 00:16:05.000]  按研究比喻最權威的一個人就是耶利米亞
[00:16:05.000 --> 00:16:10.000]  他就說這個比喻是屬於第二類的
[00:16:10.000 --> 00:16:18.000]  第二類的信息就是指導現在是得救的日子
[00:16:18.000 --> 00:16:23.000]  現在就是拯救的日子
[00:16:23.000 --> 00:16:25.000]  現在不要再等了
[00:16:25.000 --> 00:16:27.000]  因為時候已經成熟了
[00:16:27.000 --> 00:16:31.000]  那個禍田已經發白了
[00:16:31.000 --> 00:16:33.000]  所以福音書裡面有幾類的比喻
[00:16:33.000 --> 00:16:35.000]  有幾種的比喻都屬於這一類的
[00:16:35.000 --> 00:16:39.000]  比如說我們現在要出去禍那個禍田
[00:16:39.000 --> 00:16:41.000]  我們要去收那個莊稼
[00:16:41.000 --> 00:16:42.000]  我們現在不是殺種的時候
[00:16:42.000 --> 00:16:44.000]  現在是要收莊稼的時候
[00:16:44.000 --> 00:16:53.000]  然後又要講到主人差派人門徒出去收割造見證的那些比喻
[00:16:53.000 --> 00:16:56.000]  都是同屬於這一類的
[00:16:56.000 --> 00:16:58.000]  第二類的比喻的
[00:16:58.000 --> 00:17:02.000]  比如說好像是四章三十五節、三十六節
[00:17:02.000 --> 00:17:06.000]  或者是馬太福音第九章三十七和三十八節
[00:17:06.000 --> 00:17:09.000]  但是我們這個比喻有一個特別的地方
[00:17:09.000 --> 00:17:14.000]  他用一個很強調的手法,很emphatic的
[00:17:14.000 --> 00:17:16.000]  一個很強烈的手法
[00:17:16.000 --> 00:17:20.000]  你講出這個的盼望不單是一種可能性
[00:17:20.000 --> 00:17:24.000]  而且是一種已經來到門口的可能性
[00:17:24.000 --> 00:17:26.000]  下一刻他就要進入的了
[00:17:26.000 --> 00:17:33.000]  下一刻就是整個新秩序要替代舊秩序的時刻
[00:17:33.000 --> 00:17:41.000]  我們試一下去解釋,這四節聖經其實很簡單只是分了兩段
[00:17:41.000 --> 00:17:46.000]  二十八到二十九節是解釋到那個無花果的意義
[00:17:46.000 --> 00:17:54.000]  然後三十到三十一節就講到這個希望是必然要實現的
[00:17:54.000 --> 00:17:59.000]  我們首先看第二十八和二十九節
[00:17:59.000 --> 00:18:04.000]  耶穌用無花果樹來做比喻
[00:18:04.000 --> 00:18:08.000]  但是那個比喻的重點又不在於無花的果
[00:18:08.000 --> 00:18:10.000]  而是在於無葉
[00:18:10.000 --> 00:18:16.000]  所以我們要對那個無花果樹就要有一點點的了解
[00:18:16.000 --> 00:18:21.000]  然後才能幫助我們將那個意義放得穩妥的
[00:18:21.000 --> 00:18:27.000]  巴勒斯坦地大多數的樹都是常綠的
[00:18:27.000 --> 00:18:29.000]  就是說冬天都不落葉的
[00:18:29.000 --> 00:18:38.000]  譬如好像橄欖樹、橡樹、冬青和有一種叫做稻子豆的樹
[00:18:38.000 --> 00:18:41.000]  冬天都不落葉,常綠的
[00:18:41.000 --> 00:18:45.000]  但是無花果樹冬天就是落葉的
[00:18:45.000 --> 00:18:50.000]  這個你說沒什麼奇怪的,杏樹都是冬天落葉的
[00:18:50.000 --> 00:18:52.000]  分別就是這樣
[00:18:52.000 --> 00:18:58.000]  杏樹和其他冬天落葉的樹一到春回大地
[00:18:58.000 --> 00:19:02.000]  它就會發亂長牙的
[00:19:02.000 --> 00:19:05.000]  唯獨無花果樹不是的
[00:19:05.000 --> 00:19:08.000]  無花果樹不會在春天就長葉的
[00:19:08.000 --> 00:19:12.000]  它是要到差不多春天過盡了
[00:19:12.000 --> 00:19:13.000]  夏天要來了
[00:19:13.000 --> 00:19:16.000]  然後它才會開始發亂長葉的
[00:19:16.000 --> 00:19:19.000]  我們知道春天有時候都會冷的
[00:19:19.000 --> 00:19:23.000]  還有我們所謂的春寒尿肖
[00:19:23.000 --> 00:19:31.000]  所以有樹或者長葉就不代表溫暖的天氣回到
[00:19:31.000 --> 00:19:33.000]  寒冷的天氣已經過去
[00:19:33.000 --> 00:19:34.000]  其他樹就不行
[00:19:34.000 --> 00:19:40.000]  唯有當無花果樹發亂長葉的時候
[00:19:40.000 --> 00:19:43.000]  人人都知道了
[00:19:43.000 --> 00:19:48.000]  春天和寒冷的天氣是肯定過盡了
[00:19:48.000 --> 00:19:50.000]  溫暖的夏天
[00:19:50.000 --> 00:19:56.000]  滿有果子和可以收割的夏天正在要來臨
[00:19:56.000 --> 00:20:00.000]  這個是無花果樹唯一能夠代表的信息
[00:20:00.000 --> 00:20:04.000]  其他樹是不能夠的
[00:20:04.000 --> 00:20:07.000]  事實上在冬天的時候
[00:20:07.000 --> 00:20:10.000]  當無花果樹的葉落盡的時候
[00:20:10.000 --> 00:20:14.000]  那些樹的汁漿就會回歸到根部
[00:20:14.000 --> 00:20:15.000]  用來保持生命的
[00:20:15.000 --> 00:20:20.000]  而至到那些落了葉的汁就是膚啞色的
[00:20:20.000 --> 00:20:25.000]  所以冬天無花果樹是代表著相當肅殺
[00:20:25.000 --> 00:20:28.000]  和沒有生命的一個記號
[00:20:28.000 --> 00:20:33.000]  你可以想像一個灰白的冬天
[00:20:33.000 --> 00:20:39.000]  只有好像死了的樹枝伸向天空
[00:20:39.000 --> 00:20:42.000]  沒有半點生命的氣息
[00:20:42.000 --> 00:20:47.000]  沒有半點生命的記號
[00:20:47.000 --> 00:20:49.000]  到了春天來了
[00:20:49.000 --> 00:20:52.000]  很多樹開始發亂長葉
[00:20:52.000 --> 00:20:54.000]  開始變青色
[00:20:54.000 --> 00:20:58.000]  但是無花果樹仍然是死寂的一片
[00:20:58.000 --> 00:21:02.000]  但是當這些樹好像代表著春梅大地的時候
[00:21:02.000 --> 00:21:09.000]  可能一晚之間整個巴勒斯坦地會變得非常的冷
[00:21:09.000 --> 00:21:14.000]  因為天氣的改變是隨著沙漠氣候
[00:21:14.000 --> 00:21:22.000]  有時候也隨著在西邊的地中海的氣流來改變的
[00:21:22.000 --> 00:21:25.000]  換句話
[00:21:25.000 --> 00:21:29.000]  其他樹在發亂長葉的時候
[00:21:29.000 --> 00:21:33.000]  仍然不能夠保障天氣是溫暖的
[00:21:33.000 --> 00:21:36.000]  但是當春天差不多去盡了
[00:21:36.000 --> 00:21:43.000]  無花果樹的汁漿開始由根部慢慢被扯上去的芙芽
[00:21:43.000 --> 00:21:47.000]  芙芽就開始變為亂綠了
[00:21:47.000 --> 00:21:49.000]  然後葉就長出來了
[00:21:49.000 --> 00:21:52.000]  當葉長出來的時候
[00:21:52.000 --> 00:21:56.000]  春天過了
[00:21:56.000 --> 00:21:58.000]  夏天要來了
[00:21:58.000 --> 00:22:00.000]  那個溫暖的夏天
[00:22:00.000 --> 00:22:06.000]  不會再被另一個的春寒潦潮改變
[00:22:06.000 --> 00:22:08.000]  是會再臨的
[00:22:08.000 --> 00:22:11.000]  所以這個無花果樹
[00:22:11.000 --> 00:22:14.000]  就是有這種很明顯的
[00:22:14.000 --> 00:22:20.000]  可以指到時候節令的一個特色
[00:22:20.000 --> 00:22:25.000]  橄欖山的無花果樹更加特別
[00:22:25.000 --> 00:22:29.000]  原來橄欖山的無花果樹是非常之高大的
[00:22:29.000 --> 00:22:32.000]  普通的無花果樹是十多呎左右
[00:22:32.000 --> 00:22:37.000]  有些甚至是矮到你可以稍微固高一點就可以扎到的
[00:22:37.000 --> 00:22:44.000]  但是橄欖山的無花果樹是非常之高大和強壯的
[00:22:44.000 --> 00:22:48.000]  所以常常的高度是在20到30呎
[00:22:48.000 --> 00:22:53.000]  就是說人是捂不到的
[00:22:53.000 --> 00:22:57.000]  在地上是不能夠扎的
[00:22:57.000 --> 00:22:59.000]  再加上這些果展
[00:22:59.000 --> 00:23:04.000]  橄欖山的無花果是特別肥美多汁的
[00:23:04.000 --> 00:23:08.000]  特別出名的是在這裡
[00:23:08.000 --> 00:23:11.000]  耶穌用這個比喻
[00:23:11.000 --> 00:23:15.000]  橄欖山的無花果樹來做比喻
[00:23:15.000 --> 00:23:20.000]  他說當你看到那個樹已經轉綠色了
[00:23:20.000 --> 00:23:23.000]  開始長出葉了
[00:23:23.000 --> 00:23:30.000]  那你知道無花果快要結實了
[00:23:30.000 --> 00:23:33.000]  無花果的結實
[00:23:33.000 --> 00:23:38.000]  一個最美的無花果開始要結果子
[00:23:38.000 --> 00:23:42.000]  他要代表的不是下一刻馬上要來到
[00:23:42.000 --> 00:23:44.000]  下一刻果子馬上會結到
[00:23:44.000 --> 00:23:47.000]  而是說那個果子很接近很接近了
[00:23:47.000 --> 00:23:49.000]  不用等很久它就會結到來了
[00:23:49.000 --> 00:23:51.000]  所以那個無花果樹的比喻
[00:23:51.000 --> 00:23:55.000]  要代表那個不是說馬上要來到
[00:23:55.000 --> 00:23:57.000]  而是說很接近很接近
[00:23:57.000 --> 00:23:58.000]  兩者有沒有分別呢?
[00:23:58.000 --> 00:24:00.000]  很大分別
[00:24:00.000 --> 00:24:03.000]  一個是即刻
[00:24:03.000 --> 00:24:04.000]  馬上就要來到的
[00:24:04.000 --> 00:24:07.000]  一個是接近
[00:24:07.000 --> 00:24:08.000]  很接近
[00:24:08.000 --> 00:24:13.000]  這個比喻就用了說正在門口了
[00:24:13.000 --> 00:24:15.000]  任何時候任何時刻
[00:24:15.000 --> 00:24:17.000]  它就要敲門進來
[00:24:17.000 --> 00:24:19.000]  或者說它不會敲門進來
[00:24:19.000 --> 00:24:22.000]  它就開門進來了
[00:24:22.000 --> 00:24:25.000]  那個比喻的重點就是說
[00:24:25.000 --> 00:24:27.000]  你不要告訴別人
[00:24:27.000 --> 00:24:29.000]  下一刻什麼時候就要來到
[00:24:29.000 --> 00:24:30.000]  你不要告訴別人
[00:24:30.000 --> 00:24:35.000]  二零零年或者說一九九九年
[00:24:35.000 --> 00:24:40.000]  十二月三十一
[00:24:40.000 --> 00:24:42.000]  我們這個世界就會結束了
[00:24:42.000 --> 00:24:46.000]  然後二零零年一月一日的早上
[00:24:46.000 --> 00:24:48.000]  耶穌就帶它回來了
[00:24:48.000 --> 00:24:52.000]  這種解釋就是將那個接近
[00:24:52.000 --> 00:24:56.000]  代替成為一種即刻
[00:24:56.000 --> 00:24:58.000]  就是說你能夠告訴別人的日子
[00:24:58.000 --> 00:24:59.000]  正是因為這樣
[00:24:59.000 --> 00:25:01.000]  耶穌在這個比喻裏面
[00:25:01.000 --> 00:25:03.000]  其實在整張你回去要讀一讀它
[00:25:03.000 --> 00:25:04.000]  它就告訴你
[00:25:04.000 --> 00:25:06.000]  那個時辰那個日子沒有人知道的
[00:25:06.000 --> 00:25:08.000]  你不要去計算
[00:25:08.000 --> 00:25:11.000]  連子都不知道
[00:25:11.000 --> 00:25:13.000]  那個神秘性
[00:25:13.000 --> 00:25:15.000]  那個獨一能夠知道的
[00:25:15.000 --> 00:25:18.000]  只有父,連子都不知道
[00:25:18.000 --> 00:25:20.000]  你去猜那個日子
[00:25:20.000 --> 00:25:22.000]  在猶太人的了解
[00:25:22.000 --> 00:25:23.000]  猶太人的思想
[00:25:23.000 --> 00:25:28.000]  就是一種的褻瀆、冒犯和淺奪
[00:25:28.000 --> 00:25:30.000]  因為你假裝知道
[00:25:30.000 --> 00:25:32.000]  只有上帝知道的
[00:25:32.000 --> 00:25:35.000]  連子都不知道的
[00:25:35.000 --> 00:25:38.000]  無花果樹就代表著一種這樣
[00:25:38.000 --> 00:25:40.000]  是它要很快
[00:25:40.000 --> 00:25:42.000]  很快它就會結果子
[00:25:42.000 --> 00:25:43.000]  但你不能夠告訴它
[00:25:43.000 --> 00:25:45.000]  是某時某月某月某神
[00:25:45.000 --> 00:25:49.000]  它就會結果子
[00:25:49.000 --> 00:25:51.000]  換句話說
[00:25:51.000 --> 00:25:53.000]  這樣的一個婚姻
[00:25:53.000 --> 00:25:55.000]  是代表著
[00:25:55.000 --> 00:25:58.000]  是一種由現在的
[00:25:58.000 --> 00:26:00.000]  既濟的
[00:26:00.000 --> 00:26:02.000]  而過渡到去
[00:26:02.000 --> 00:26:04.000]  那個未濟的
[00:26:04.000 --> 00:26:06.000]  張離的
[00:26:06.000 --> 00:26:08.000]  這種的張離
[00:26:08.000 --> 00:26:10.000]  就是說是一種的
[00:26:10.000 --> 00:26:12.000]  由already
[00:26:12.000 --> 00:26:15.000]  過渡到去那個not yet
[00:26:15.000 --> 00:26:17.000]  那種的張離
[00:26:17.000 --> 00:26:19.000]  但就不是說由
[00:26:19.000 --> 00:26:22.000]  已成的、既濟的
[00:26:22.000 --> 00:26:26.000]  你不斷等待那個未濟的臨到
[00:26:26.000 --> 00:26:29.000]  不是代表著那種的焦慮
[00:26:29.000 --> 00:26:32.000]  我們常常在誤解了
[00:26:32.000 --> 00:26:33.000]  基督教的末日論
[00:26:33.000 --> 00:26:35.000]  說是耶穌的再來
[00:26:35.000 --> 00:26:36.000]  我們只會產生的
[00:26:36.000 --> 00:26:39.000]  是一種的焦慮
[00:26:39.000 --> 00:26:41.000]  我怎知道我正在做什麼
[00:26:41.000 --> 00:26:43.000]  它現在回來呢
[00:26:43.000 --> 00:26:44.000]  它回來剛好
[00:26:44.000 --> 00:26:45.000]  我正在做一些
[00:26:45.000 --> 00:26:46.000]  不是那麼方便的事情
[00:26:46.000 --> 00:26:48.000]  那是不是很惹氣呢
[00:26:48.000 --> 00:26:51.000]  我們常常是落在一種的
[00:26:51.000 --> 00:26:52.000]  錯誤解釋
[00:26:52.000 --> 00:26:54.000]  以至我們只有一種的焦慮
[00:26:54.000 --> 00:26:56.000]  但不是那種的張離
[00:26:56.000 --> 00:26:57.000]  那種的tension
[00:26:57.000 --> 00:26:59.000]  和那種的anxiety
[00:26:59.000 --> 00:27:02.000]  是有絕對天共地的分別的
[00:27:02.000 --> 00:27:05.000]  但當我們誤解了它的時候
[00:27:05.000 --> 00:27:07.000]  耶穌的再來
[00:27:07.000 --> 00:27:09.000]  產生的就不是希望
[00:27:09.000 --> 00:27:11.000]  而是只是擔心
[00:27:11.000 --> 00:27:13.000]  是我們為什麼
[00:27:13.000 --> 00:27:16.000]  在今天我們一定要將這個問題
[00:27:16.000 --> 00:27:18.000]  要矯正它過來
