
[00:00:00.000 --> 00:00:06.400]  聽說如果要錄就站在這裡比較好
[00:01:39.240 --> 00:01:41.000]  第十章就完了
[00:01:41.000 --> 00:01:44.200]  所以很明顯以斯拉記就不是關於以斯拉的
[00:01:44.200 --> 00:01:47.000]  那一到六是說什麼呢?
[00:01:47.000 --> 00:01:50.280]  一到六是說第一批人回歸
[00:01:50.280 --> 00:01:51.920]  接著他們重建聖殿
[00:01:51.920 --> 00:01:54.320]  實在以斯拉還沒出現
[00:01:54.320 --> 00:01:56.720]  以斯拉真的出現
[00:01:56.720 --> 00:01:58.600]  是幾十年之後
[00:01:58.600 --> 00:02:01.200]  待會你會聽到的
[00:02:01.200 --> 00:02:03.520]  所以是不是以斯拉記不是以斯拉
[00:02:03.520 --> 00:02:04.960]  尼希米記就好一點
[00:02:04.960 --> 00:02:08.120]  尼希米記是尼希米一開始就出場
[00:02:08.120 --> 00:02:10.600]  所以感覺上真的是尼希米記
[00:02:10.600 --> 00:02:13.000]  但是在猶太人的聖典裡面
[00:02:13.000 --> 00:02:15.280]  以斯拉尼希米是一本書
[00:02:15.280 --> 00:02:16.840]  那你加起來的時候
[00:02:16.840 --> 00:02:19.080]  尼希米記又有以斯拉出現
[00:02:19.080 --> 00:02:23.840]  所以如果你加起來應該叫什麼呢?
[00:02:23.840 --> 00:02:25.440]  有以斯拉有尼希米
[00:02:25.440 --> 00:02:27.360]  有第一批回歸的人
[00:02:27.360 --> 00:02:28.680]  應該說
[00:02:28.680 --> 00:02:33.040]  當一個什麼名字比較好呢?
[00:02:33.040 --> 00:02:37.920]  什麼回歸傳
[00:02:37.920 --> 00:02:39.320]  那些東西
[00:02:39.320 --> 00:02:39.920]  你想一下
[00:02:39.920 --> 00:02:41.920]  實在整本書應該這樣叫
[00:02:41.920 --> 00:02:43.440]  是最對的
[00:02:43.440 --> 00:02:44.120]  那好吧
[00:02:44.120 --> 00:02:44.720]  怎樣都好
[00:02:44.720 --> 00:02:47.120]  在我們現在的聖經裡面叫尼希米記
[00:02:47.120 --> 00:02:49.120]  我們就叫它尼希米記
[00:02:49.120 --> 00:02:51.480]  那尼希米記開始是什麼時候呢?
[00:02:51.480 --> 00:02:52.840]  我就會說了
[00:02:52.840 --> 00:03:00.000]  我們看第一章一到三節
[00:03:00.000 --> 00:03:01.600]  因為我們一路這樣
[00:03:01.600 --> 00:03:03.200]  我會讀某些經文
[00:03:03.200 --> 00:03:04.880]  我不會讀完某些經文
[00:03:04.880 --> 00:03:07.560]  我們一路這樣讀下去
[00:03:07.560 --> 00:03:09.560]  一個人這樣讀就行了
[00:03:09.560 --> 00:03:11.160]  因為這裡不是很多人
[00:03:11.160 --> 00:03:12.920]  一章一到三節
[00:03:12.920 --> 00:03:17.560]  哈加利亞的兒子尼希米的言語如下
[00:03:17.560 --> 00:03:21.240]  「亞特薩西王二十年基斯留月
[00:03:21.240 --> 00:03:23.720]  我在書山城的宮中
[00:03:23.720 --> 00:03:26.920]  那時有我一個弟兄哈那尼
[00:03:26.920 --> 00:03:29.640]  同著幾個人從猶大來
[00:03:29.640 --> 00:03:34.440]  我問他們那些被老歸回聖下逃脫的猶大人
[00:03:34.440 --> 00:03:37.200]  和耶路撒冷的光景
[00:03:37.200 --> 00:03:39.440]  他們對我說
[00:03:39.440 --> 00:03:44.440]  那些被老歸回聖下的人在猶大省遭大難
[00:03:44.440 --> 00:03:45.640]  受凌辱
[00:03:45.640 --> 00:03:48.800]  並且耶路撒冷的城牆拆毀
[00:03:48.800 --> 00:03:51.000]  城門被火焚屍」
[00:03:51.000 --> 00:03:52.560]  是的 接著你看第四節
[00:03:52.560 --> 00:03:55.400]  他一聽到之後他坐下來就哭了
[00:03:55.400 --> 00:03:58.640]  接著在神的面前甚至禁食祈禱
[00:03:58.640 --> 00:04:02.800]  這本書的開始是有一個問題出現了
[00:04:02.800 --> 00:04:06.000]  接著尼希米就要處理這個問題了
[00:04:06.000 --> 00:04:09.120]  這個問題就是我讀了這個問題
[00:04:09.120 --> 00:04:11.120]  那裡有兩個問題
[00:04:11.120 --> 00:04:12.920]  請問哪兩個問題?
[00:04:12.920 --> 00:04:15.400]  第一個問題就是城牆破爛
[00:04:15.400 --> 00:04:17.800]  即是城牆和城門
[00:04:17.800 --> 00:04:19.520]  另外那個呢?
[00:04:19.520 --> 00:04:22.640]  受凌辱遭大難
[00:04:22.640 --> 00:04:27.200]  尼希米就為了這件事在神的面前祈禱
[00:04:27.200 --> 00:04:29.200]  那麼大反應為什麼呢?
[00:04:29.200 --> 00:04:31.320]  大家有沒有想過?
[00:04:31.320 --> 00:04:33.280]  這件事不是已經發生了嗎?
[00:04:33.280 --> 00:04:40.000]  即是他們當時那個國家都毀滅了
[00:04:40.000 --> 00:04:41.520]  那已經是發生了的了
[00:04:41.520 --> 00:04:42.440]  整件事是吧?
[00:04:42.440 --> 00:04:43.720]  為什麼到現在為止
[00:04:43.720 --> 00:04:46.720]  他還是這麼緊張這件事呢?
[00:04:46.720 --> 00:04:50.360]  那你要聽一下那個歷史了
[00:04:50.360 --> 00:04:52.080]  小小的 聽著
[00:04:52.080 --> 00:04:57.440]  剛才你一讀第一章的時候
[00:04:57.440 --> 00:05:00.040]  就說亞特薩西王第二十年
[00:05:00.040 --> 00:05:02.640]  其實希伯來文就沒有說亞特薩西王
[00:05:02.640 --> 00:05:04.200]  他只說第二十年
[00:05:04.200 --> 00:05:06.200]  不過到了第二章第一節
[00:05:06.200 --> 00:05:08.200]  就說明了亞特薩西王
[00:05:08.200 --> 00:05:10.520]  所以和合館翻譯的時候
[00:05:10.520 --> 00:05:12.160]  就放了一個名字在那裡
[00:05:12.160 --> 00:05:15.000]  第一章就放了他在那裡
[00:05:15.000 --> 00:05:17.400]  那麼亞特薩西王究竟是誰呢?
[00:05:17.400 --> 00:05:19.040]  實際上有幾個亞特薩西王
[00:05:19.040 --> 00:05:20.320]  這些好像法老王
[00:05:20.320 --> 00:05:21.840]  有幾個法老王
[00:05:21.840 --> 00:05:22.640]  不是一定的名字
[00:05:22.640 --> 00:05:24.440]  亞特薩西王是一個名字
[00:05:24.440 --> 00:05:28.440]  最有可能的那個就是464到423
[00:05:28.440 --> 00:05:30.440]  那麼他的第二十年
[00:05:30.440 --> 00:05:36.400]  就是說當年是445
[00:05:36.400 --> 00:05:39.080]  就是說第一章一節開始的時候
[00:05:39.080 --> 00:05:41.000]  我們有一個時間的
[00:05:41.000 --> 00:05:43.120]  445
[00:05:43.120 --> 00:05:45.120]  那麼第二聖殿
[00:05:45.120 --> 00:05:46.240]  如果你知道歷史
[00:05:46.240 --> 00:05:52.880]  他們回歸那一刻的時候是520
[00:05:52.880 --> 00:05:54.440]  然後回去之後
[00:05:54.440 --> 00:05:56.560]  538 對不起
[00:05:56.560 --> 00:05:58.560]  然後538回去之後
[00:05:58.560 --> 00:06:01.080]  他們就想重建聖殿
[00:06:01.080 --> 00:06:05.200]  以斯拉記一到六章就說這件事
[00:06:05.200 --> 00:06:06.600]  大家如果讀過經文
[00:06:06.600 --> 00:06:12.520]  你就會發覺他們受到很多人逼迫
[00:06:12.520 --> 00:06:17.600]  他們要停止重建聖殿一段時間
[00:06:17.600 --> 00:06:19.120]  一停了多久呢?
[00:06:19.120 --> 00:06:20.760]  差不多18年左右
[00:06:20.760 --> 00:06:22.440]  18年是很長的時間
[00:06:22.440 --> 00:06:26.720]  大家有沒有想過18年前是什麼呢?
[00:06:26.720 --> 00:06:29.360]  現在是2018年就是2000年
[00:06:29.360 --> 00:06:31.760]  我剛剛去到浸神那一刻
[00:06:31.760 --> 00:06:35.040]  我是1月1號開始的
[00:06:35.040 --> 00:06:36.680]  所以是1月1號
[00:06:36.680 --> 00:06:38.440]  18年都停了
[00:06:38.440 --> 00:06:41.360]  然後神就差派幾個先知
[00:06:41.360 --> 00:06:43.040]  撒加利亞先知
[00:06:43.040 --> 00:06:45.200]  哈該先知
[00:06:45.200 --> 00:06:46.840]  你可以說是斥責他們的
[00:06:46.840 --> 00:06:49.520]  然後神興起了索羅巴馬
[00:06:49.520 --> 00:06:51.720]  索羅巴馬當時是個省長
[00:06:51.720 --> 00:06:54.120]  還有一個大祭司叫約書亞大祭司
[00:06:54.120 --> 00:06:56.080]  那麼他們的所謂四大天王
[00:06:56.080 --> 00:06:58.680]  就帶領他們重建聖殿
[00:06:58.680 --> 00:07:01.720]  那時520他們用了五年左右
[00:07:01.720 --> 00:07:03.120]  就重建了聖殿
[00:07:03.120 --> 00:07:05.600]  所以我們經常說第二聖殿
[00:07:05.600 --> 00:07:06.960]  第二聖殿
[00:07:06.960 --> 00:07:09.400]  第二聖殿都有一個時間
[00:07:09.400 --> 00:07:11.880]  之前你不可以叫第二聖殿
[00:07:11.880 --> 00:07:14.360]  第二聖殿是515開始
[00:07:14.360 --> 00:07:16.440]  就可以說第二聖殿時期
[00:07:16.440 --> 00:07:18.080]  去到什麼時候呢?
[00:07:18.080 --> 00:07:19.160]  主後的70年
[00:07:19.160 --> 00:07:20.480]  還記得羅馬兵
[00:07:20.480 --> 00:07:21.920]  耶穌預言了
[00:07:21.920 --> 00:07:24.120]  然後羅馬兵在主後70年
[00:07:24.120 --> 00:07:25.160]  就滅了耶路撒冷
[00:07:25.160 --> 00:07:27.160]  再委多一次聖殿
[00:07:27.160 --> 00:07:29.440]  所以所謂第二聖殿的時間
[00:07:29.440 --> 00:07:31.640]  我們經常聽到是515
[00:07:31.640 --> 00:07:34.480]  去到主後的70年
[00:07:34.480 --> 00:07:37.640]  這個時期我們就叫第二聖殿時期
[00:07:37.640 --> 00:07:39.920]  現在我們說445
[00:07:39.920 --> 00:07:44.400]  515去到445是70年左右
[00:07:44.400 --> 00:07:45.720]  他們回歸了
[00:07:45.720 --> 00:07:48.440]  甚至重建了聖殿
[00:07:48.440 --> 00:07:52.080]  已經是70年了
[00:07:52.080 --> 00:07:54.720]  現在的城牆還是破爛
[00:07:54.720 --> 00:07:59.040]  還有那些人被人逼迫
[00:07:59.040 --> 00:08:00.320]  現在明白了
[00:08:00.320 --> 00:08:03.120]  尼希米為什麼聽到這件事
[00:08:03.120 --> 00:08:08.000]  他這麼擇心
[00:08:08.000 --> 00:08:09.400]  原因是這樣的
[00:08:09.400 --> 00:08:10.840]  他擇心是一件事
[00:08:10.840 --> 00:08:12.880]  最重要的是他做了什麼
[00:08:12.880 --> 00:08:14.840]  我們今天可以聽到一些消息
[00:08:14.840 --> 00:08:16.520]  使我們很不開心
[00:08:16.520 --> 00:08:18.560]  你想一下
[00:08:18.560 --> 00:08:21.920]  這裡有多少人為一件事祈禱了70年
[00:08:21.920 --> 00:08:22.720]  你們不用看了
[00:08:22.720 --> 00:08:26.160]  他們那班人可能可以聊一下
[00:08:26.160 --> 00:08:29.520]  你們這班人
[00:08:29.520 --> 00:08:31.800]  為一件事祈禱一年
[00:08:31.800 --> 00:08:33.360]  我覺得好像很久了
[00:08:33.360 --> 00:08:35.440]  為一件事祈禱三年
[00:08:35.440 --> 00:08:36.600]  好像神都沒有聽
[00:08:36.600 --> 00:08:37.920]  大家想一下
[00:08:37.920 --> 00:08:39.600]  十年又如何
[00:08:39.600 --> 00:08:40.840]  70年
[00:08:40.840 --> 00:08:43.160]  如果一個人開始祈禱
[00:08:43.160 --> 00:08:45.160]  他是十歲祈禱
[00:08:45.160 --> 00:08:46.120]  他八十歲
[00:08:46.120 --> 00:08:46.800]  神都沒有聽
[00:08:46.800 --> 00:08:48.240]  他會有這樣的感覺
[00:08:48.240 --> 00:08:50.000]  如果在抗疫那裡
[00:08:50.000 --> 00:08:51.960]  那些以色列人就在埋怨
[00:08:51.960 --> 00:08:55.960]  你記得尼希米和那班以色列人有點不同
[00:08:55.960 --> 00:08:57.160]  他去到神面前
[00:08:57.160 --> 00:08:58.520]  他是哀哭
[00:08:58.520 --> 00:08:59.720]  他是祈禱
[00:08:59.720 --> 00:09:00.600]  他怎麼祈禱呢?
[00:09:00.600 --> 00:09:02.200]  你看看第五節
[00:09:02.200 --> 00:09:04.440]  耶和華天上的神
[00:09:04.440 --> 00:09:06.680]  大而可畏的神
[00:09:06.680 --> 00:09:08.000]  祢向愛祢
[00:09:08.000 --> 00:09:09.320]  守祢誡命的人
[00:09:09.320 --> 00:09:11.400]  守約斯慈愛
[00:09:11.400 --> 00:09:13.360]  他提醒神
[00:09:13.360 --> 00:09:14.280]  他跟神說
[00:09:14.280 --> 00:09:15.560]  祢是慈愛
[00:09:15.560 --> 00:09:17.560]  祢是守約的神
[00:09:17.560 --> 00:09:21.600]  神為什麼聽我們的禱告
[00:09:21.600 --> 00:09:22.800]  神為什麼聽祂的禱告
[00:09:22.800 --> 00:09:24.600]  尼希米現在禱告了
[00:09:24.600 --> 00:09:26.560]  他為什麼覺得神會聽他們的禱告
[00:09:26.560 --> 00:09:27.000]  我和你說
[00:09:27.000 --> 00:09:28.200]  有時候我們基督徒
[00:09:28.200 --> 00:09:29.520]  感覺上就好像
[00:09:29.520 --> 00:09:31.840]  神欠了我們一些東西
[00:09:31.840 --> 00:09:34.520]  我們的問題是真實的
[00:09:34.520 --> 00:09:36.000]  我們現在很辛苦
[00:09:36.000 --> 00:09:36.680]  神
[00:09:36.680 --> 00:09:38.200]  我很慘
[00:09:38.200 --> 00:09:39.200]  為什麼祢不聽呢?
[00:09:39.200 --> 00:09:41.680]  好像神欠了我們某些東西
[00:09:41.680 --> 00:09:42.600]  我們要祈禱
[00:09:42.600 --> 00:09:44.480]  尼希米反而沒有這件事
[00:09:44.480 --> 00:09:45.520]  尼希米覺得
[00:09:45.520 --> 00:09:48.000]  是 他們的情況是很真實
[00:09:48.000 --> 00:09:49.600]  但是神要聽他們的禱告
[00:09:49.600 --> 00:09:51.560]  原因就是因為
[00:09:51.560 --> 00:09:53.920]  神是守約的神
[00:09:53.920 --> 00:09:57.840]  接著是6到7節
[00:09:57.840 --> 00:09:59.560]  願祢睜眼看
[00:09:59.560 --> 00:10:00.840]  則耳聽
[00:10:00.840 --> 00:10:03.520]  祢僕人晝夜在祢面前
[00:10:03.520 --> 00:10:06.720]  為祢眾僕人以色列民的祈求
[00:10:06.720 --> 00:10:08.680]  承認我們以色列人
[00:10:08.680 --> 00:10:10.480]  向祢所犯的罪
[00:10:10.480 --> 00:10:13.480]  我與我父家都有罪了
[00:10:13.480 --> 00:10:16.960]  我們向祢所行的心事邪惡
[00:10:16.960 --> 00:10:18.120]  沒有遵守
[00:10:18.120 --> 00:10:21.840]  祢藉著僕人摩西所吩咐的誡明
[00:10:21.840 --> 00:10:24.320]  律例典章
[00:10:24.320 --> 00:10:25.160]  是的
[00:10:25.160 --> 00:10:27.400]  這裡他怎麼做呢?
[00:10:27.400 --> 00:10:30.200]  他是認罪
[00:10:30.200 --> 00:10:31.480]  老實說
[00:10:31.480 --> 00:10:33.640]  是不關尼希米的事
[00:10:33.640 --> 00:10:36.080]  當時滅國的尼希米還沒有出生
[00:10:36.080 --> 00:10:38.240]  他回來了已經是九十多年了
[00:10:38.240 --> 00:10:40.400]  尼希米有什麼理由九十多歲呢?
[00:10:40.400 --> 00:10:42.280]  所以他們滅國那一刻
[00:10:42.280 --> 00:10:43.400]  尼希米還沒有出生
[00:10:43.400 --> 00:10:45.640]  尼希米就好像我們說的那些
[00:10:45.640 --> 00:10:47.480]  觸星那樣
[00:10:47.480 --> 00:10:49.280]  在外國長大
[00:10:49.280 --> 00:10:52.040]  他現在是回鄉下的
[00:10:52.040 --> 00:10:53.080]  明白嗎?
[00:10:53.080 --> 00:10:55.920]  所以他竟然在祈禱的時候
[00:10:55.920 --> 00:10:57.000]  就罵上身
[00:10:57.000 --> 00:10:58.440]  我不知道大家有沒有聽過
[00:10:58.440 --> 00:11:03.320]  現在某些教會或基督徒
[00:11:03.320 --> 00:11:04.960]  就會祈禱認罪
[00:11:04.960 --> 00:11:06.560]  幫自己的祖先認罪
[00:11:06.560 --> 00:11:08.640]  有沒有聽過?
[00:11:08.640 --> 00:11:09.240]  有沒有聽過?
[00:11:09.240 --> 00:11:11.800]  感謝主沒有做過好
[00:11:11.800 --> 00:11:13.440]  是的 因為現在是有的
[00:11:13.440 --> 00:11:15.640]  現在在外面是有人會做這些事的
[00:11:15.640 --> 00:11:17.440]  我記得有一次
[00:11:17.440 --> 00:11:21.880]  一群神學生衝進我的辦公室問問題
[00:11:21.880 --> 00:11:24.280]  多數這種情況有幾樣東西
[00:11:24.280 --> 00:11:27.200]  一就是求婚的分數
[00:11:27.200 --> 00:11:28.280]  是嗎?
[00:11:28.280 --> 00:11:30.600]  求婚數
[00:11:30.600 --> 00:11:34.280]  另外一樣就是求減功課
[00:11:34.280 --> 00:11:35.560]  持交功課那些
[00:11:35.560 --> 00:11:36.960]  他們是很聰明的
[00:11:36.960 --> 00:11:37.920]  不會一個人來的
[00:11:37.920 --> 00:11:38.560]  死定的
[00:11:38.560 --> 00:11:39.720]  一群人來的
[00:11:39.720 --> 00:11:40.600]  沒理由
[00:11:40.600 --> 00:11:43.480]  還有一個可能性就是在那裡爭論
[00:11:43.480 --> 00:11:45.760]  爭論到難分難解
[00:11:45.760 --> 00:11:47.280]  現在找老師來談
[00:11:47.280 --> 00:11:49.240]  看看是什麼
[00:11:49.240 --> 00:11:51.000]  那時候是舊約
[00:11:51.000 --> 00:11:52.520]  所以就衝進我那裡
[00:11:52.520 --> 00:11:54.720]  都沒有問我究竟有沒有空去娛樂他們
[00:11:54.720 --> 00:11:55.800]  所以我想
[00:11:55.800 --> 00:11:59.080]  今時今日的服務精神都應該好一點
[00:11:59.080 --> 00:12:00.760]  那好吧
[00:12:00.760 --> 00:12:02.760]  老實說我是在寫東西的
[00:12:02.760 --> 00:12:04.080]  如果你正在寫東西你就知道了
[00:12:04.080 --> 00:12:05.720]  你打斷了我的思路
[00:12:05.720 --> 00:12:06.680]  豈有此理
[00:12:06.680 --> 00:12:07.800]  原來什麼呢?
[00:12:07.800 --> 00:12:10.320]  原來他們在爭論某些教會
[00:12:10.320 --> 00:12:15.560]  就在談要為祖先認罪
[00:12:15.560 --> 00:12:18.360]  就是斬斷罪根
[00:12:18.360 --> 00:12:20.840]  那些邪靈就不會騷擾你了
[00:12:20.840 --> 00:12:21.480]  那些事情
[00:12:21.480 --> 00:12:22.800]  就問我
[00:12:22.800 --> 00:12:26.080]  希米也為他的祖先禱告
[00:12:26.080 --> 00:12:28.400]  聖經裡面實在摩西律法也有說
[00:12:28.400 --> 00:12:31.760]  你認罪就要認祖先的罪
[00:12:31.760 --> 00:12:33.560]  那我們今天是不是應該這樣做呢?
[00:12:33.560 --> 00:12:34.880]  老實說我馬上想
[00:12:34.880 --> 00:12:36.560]  這樣難一點
[00:12:36.560 --> 00:12:39.520]  我爸爸都沒有試過跟我說他的壞話
[00:12:39.520 --> 00:12:41.000]  有的說他很威風
[00:12:41.000 --> 00:12:42.600]  年輕的時候很帥氣
[00:12:42.600 --> 00:12:46.400]  我說是嗎?
[00:12:46.400 --> 00:12:47.400]  什麼時候說過這些話
[00:12:47.400 --> 00:12:48.600]  那我怎麼說他認罪呢?
[00:12:48.600 --> 00:12:50.320]  一句說我為祖先認罪
[00:12:50.320 --> 00:12:52.320]  那就是沒有認罪
[00:12:52.320 --> 00:12:55.160]  總之有多少個祖先犯了罪
[00:12:55.160 --> 00:12:56.080]  求你赦免
[00:12:56.080 --> 00:12:57.480]  一句說完都可以
[00:12:57.480 --> 00:12:58.840]  是不可以的
[00:12:58.840 --> 00:13:02.640]  但實在這裡真的有一個神學的問題
[00:13:02.640 --> 00:13:05.200]  就是新舊約是有一個分別的
[00:13:05.200 --> 00:13:07.640]  因為舊約他們跟神立約的時候
[00:13:07.640 --> 00:13:09.480]  是一群人去立約的
[00:13:09.480 --> 00:13:12.600]  世世代代他們要遵守神的誡命
[00:13:12.600 --> 00:13:14.200]  講明了
[00:13:14.200 --> 00:13:15.600]  今天我們信主不是的
[00:13:15.600 --> 00:13:17.000]  信主今天是我信主
[00:13:17.000 --> 00:13:18.720]  不是我兒子信主
[00:13:18.720 --> 00:13:20.560]  如果我多麼疼愛我兒子也好
[00:13:20.560 --> 00:13:24.240]  他也要自己去到神面前認罪信主
[00:13:24.240 --> 00:13:26.600]  所以我們跟以色列是真的有些不同的
[00:13:26.600 --> 00:13:28.480]  新舊約是有些不同的
[00:13:28.480 --> 00:13:30.120]  你不可以說如果是這樣
[00:13:30.120 --> 00:13:31.360]  不如我們就實行國例
[00:13:31.360 --> 00:13:32.240]  不要吃豬肉
[00:13:32.240 --> 00:13:33.680]  那不用去喝茶了
[00:13:33.680 --> 00:13:35.120]  很多這些都不用做了
[00:13:35.120 --> 00:13:36.200]  我們不是的
[00:13:36.200 --> 00:13:39.360]  新舊約之間有些東西是一樣的
[00:13:39.360 --> 00:13:40.880]  神是一樣的
[00:13:40.880 --> 00:13:42.280]  恩典是一樣的
[00:13:42.280 --> 00:13:43.560]  實際上舊恩都是一樣的
[00:13:43.560 --> 00:13:44.960]  不過有些是不同了
[00:13:44.960 --> 00:13:46.520]  但是有些東西是真的不同的
[00:13:46.520 --> 00:13:47.840]  這是其中一樣東西不同的
[00:13:47.840 --> 00:13:51.240]  今天我們不可以為自己的祖先認罪
[00:13:51.240 --> 00:13:56.480]  我也不可以為我的兒女或者後代認罪的
[00:13:56.480 --> 00:13:58.520]  上不可以下都不可以
[00:13:58.520 --> 00:13:59.920]  是為我自己的
[00:13:59.920 --> 00:14:01.680]  就是這樣
[00:14:01.680 --> 00:14:03.240]  但起碼做對的
[00:14:03.240 --> 00:14:04.880]  因為去的時候是應該的
[00:14:04.880 --> 00:14:06.360]  那就是認罪
[00:14:06.360 --> 00:14:07.200]  大家有沒有想過呢?
[00:14:07.200 --> 00:14:08.440]  這是重要的東西
[00:14:08.440 --> 00:14:09.960]  一個人不肯認錯的話
[00:14:09.960 --> 00:14:12.480]  他永遠不會錯過的
[00:14:12.480 --> 00:14:13.680]  如果你和那個人談話
[00:14:13.680 --> 00:14:14.600]  你就知道了
[00:14:14.600 --> 00:14:15.960]  你跟他說什麼
[00:14:15.960 --> 00:14:17.160]  永遠都不是他錯的
[00:14:17.160 --> 00:14:18.160]  永遠都是別人錯的
[00:14:18.160 --> 00:14:19.440]  那就不用改了
[00:14:19.440 --> 00:14:21.480]  但你覺得是需要的
[00:14:21.480 --> 00:14:22.920]  好了,八到九節
[00:14:22.920 --> 00:14:23.720]  謝謝
[00:14:23.720 --> 00:14:28.120]  求你紀念所吩咐你僕人摩西的話說
[00:14:28.120 --> 00:14:29.880]  你們若犯罪
[00:14:29.880 --> 00:14:33.360]  我就把你們分散在萬民中
[00:14:33.360 --> 00:14:35.680]  但你們若歸向我
[00:14:35.680 --> 00:14:38.240]  謹守進行我的誡明
[00:14:38.240 --> 00:14:40.280]  你們被趕散的人
[00:14:40.280 --> 00:14:41.880]  雖在天涯
[00:14:41.880 --> 00:14:45.800]  我也必從那裡將他們招聚回來
[00:14:45.800 --> 00:14:49.760]  帶到我所選擇立為我命的居所
[00:14:49.760 --> 00:14:52.200]  你知道現在尼西米多厲害
[00:14:52.200 --> 00:14:53.160]  他跟別人說
[00:14:53.160 --> 00:14:56.000]  神,你說過的
[00:14:56.000 --> 00:14:58.520]  你說的
[00:14:58.520 --> 00:15:02.640]  就算我們犯了什麼天大罪
[00:15:02.640 --> 00:15:04.960]  彌天大罪
[00:15:04.960 --> 00:15:05.560]  都好
[00:15:05.560 --> 00:15:07.760]  如果我們向你認罪的話
[00:15:07.760 --> 00:15:09.760]  你會借面我們
[00:15:09.760 --> 00:15:11.680]  帶領我們回來的
[00:15:11.680 --> 00:15:12.840]  我跟你說
[00:15:12.840 --> 00:15:14.760]  你知道尼西米在做什麼嗎?
[00:15:14.760 --> 00:15:19.040]  他在用神的話語來祈禱
[00:15:19.040 --> 00:15:21.840]  我不知道你有沒有試過用神的話語祈禱
[00:15:21.840 --> 00:15:25.280]  因為人是應該遵守自己說的話的
[00:15:25.280 --> 00:15:26.840]  你說過是算的
[00:15:26.840 --> 00:15:30.240]  神說過的話當然都要算
[00:15:30.240 --> 00:15:32.040]  既然神說的話要算的
[00:15:32.040 --> 00:15:32.800]  那尼西米就說
[00:15:32.800 --> 00:15:34.840]  你說過的話你要算數
[00:15:34.840 --> 00:15:36.040]  那你要聽我的禱告
[00:15:36.040 --> 00:15:37.440]  你有沒有聽他怎麼想的?
[00:15:37.440 --> 00:15:39.840]  最後第十節
[00:15:39.840 --> 00:15:44.240]  我們讀完這邊
[00:15:44.240 --> 00:15:46.360]  這都是你的僕人
[00:15:46.360 --> 00:15:47.760]  你的百姓
[00:15:47.760 --> 00:15:52.040]  就是你用大力和大能的手所救贖的
[00:15:52.040 --> 00:15:53.640]  現在他說什麼呢?
[00:15:53.640 --> 00:15:56.040]  就是神揀選以色列
[00:15:56.040 --> 00:15:57.840]  是你揀選的人
[00:15:57.840 --> 00:16:02.040]  最後他鋪排鋪排鋪排
[00:16:02.040 --> 00:16:04.840]  最後第十一節他說什麼呢?
[00:16:04.840 --> 00:16:08.640]  主啊 求你則以聽你僕人的祈禱
[00:16:08.640 --> 00:16:12.440]  我喜愛敬畏你名眾僕人的祈禱
