
[00:00:00.000 --> 00:00:05.000]  各位大英博士各位朋友你們好
[00:01:46.000 --> 00:01:50.000]  其實同樣悟道有些人就千回百折
[00:01:50.000 --> 00:01:53.000]  行到水窮處坐著運氣時
[00:01:53.000 --> 00:01:56.000]  有些人就直想清雲
[00:01:56.000 --> 00:02:00.000]  回當寧絕頂一欖重山少
[00:02:00.000 --> 00:02:04.000]  有些人自小受針到老不偏離
[00:02:04.000 --> 00:02:07.000]  有些人撞車大病險死橫山
[00:02:07.000 --> 00:02:09.000]  於是悔改信主
[00:02:09.000 --> 00:02:13.000]  或者是家庭大變然後回歸基督
[00:02:13.000 --> 00:02:17.000]  或者是逝水長流迂回谷折
[00:02:17.000 --> 00:02:21.000]  然後匯成江河流入真理的大海
[00:02:21.000 --> 00:02:25.000]  至於我已經輸了四十多年的幹蔭
[00:02:25.000 --> 00:02:29.000]  到55歲這一年才歸回主的陽圈
[00:02:29.000 --> 00:02:34.000]  自小就浸淫於儒釋道「先入為主」
[00:02:34.000 --> 00:02:38.000]  雖然有讀過聖經
[00:02:38.000 --> 00:02:41.000]  但卻是牛鼻燈籠點解都不明
[00:02:41.000 --> 00:02:44.000]  直至移民澳洲自己停了壽身工作
[00:02:44.000 --> 00:02:47.000]  全家四口食穀種
[00:02:47.000 --> 00:02:50.000]  再加上法律手續的煩擾
[00:02:50.000 --> 00:02:53.000]  血汗積蓄的轉移
[00:02:53.000 --> 00:02:56.000]  百憂分心萬事路營
[00:02:56.000 --> 00:03:00.000]  自己半個世紀在香港學中文教中文
[00:03:00.000 --> 00:03:02.000]  此刻香港無家可歸
[00:03:02.000 --> 00:03:04.000]  中國有國難投
[00:03:04.000 --> 00:03:06.000]  金錢投資不懂
[00:03:06.000 --> 00:03:09.000]  政治投機不能
[00:03:09.000 --> 00:03:11.000]  寫信給親友時
[00:03:11.000 --> 00:03:15.000]  在信中指責英文不高
[00:03:15.000 --> 00:03:18.000]  不懂電腦 專業不好
[00:03:18.000 --> 00:03:21.000]  年紀漸老 退休很早
[00:03:21.000 --> 00:03:23.000]  又說說來樣樣好
[00:03:23.000 --> 00:03:27.000]  可惜無工作 一言以蔽之 苦惱
[00:03:27.000 --> 00:03:30.000]  此時此際
[00:03:30.000 --> 00:03:33.000]  一個香港大學的舊學生寫了本聖經給我
[00:03:33.000 --> 00:03:36.000]  聖靈啟發了我 讓我認識真理
[00:03:36.000 --> 00:03:38.000]  不再是「先入為主」
[00:03:38.000 --> 00:03:41.000]  而是「先入為主」
[00:03:41.000 --> 00:03:44.000]  將自己的生命投入主的手中
[00:03:44.000 --> 00:03:47.000]  重新得救 改變了我的一生
[00:03:47.000 --> 00:03:51.000]  先入為主 或先入為主
[00:03:51.000 --> 00:03:54.000]  可以說是先入為主
[00:03:54.000 --> 00:03:58.000]  是指存有偏見 不夠客觀的態度
[00:03:58.000 --> 00:04:01.000]  雖然面對真理 但始終得不著真理
[00:04:01.000 --> 00:04:04.000]  所謂牛皮燈籠 怎麼也不明白
[00:04:04.000 --> 00:04:09.000]  而先入為主 指一切先前領受的
[00:04:09.000 --> 00:04:13.000]  都是神所預備的 最終叫我們歸向主
[00:04:13.000 --> 00:04:17.000]  究竟是先入為主 還是先入為主
[00:04:17.000 --> 00:04:19.000]  這是心態的問題
[00:04:19.000 --> 00:04:22.000]  其實牛皮有兩種
[00:04:22.000 --> 00:04:25.000]  第一種是層次問題
[00:04:25.000 --> 00:04:28.000]  比方說我只是讀到中學二年級
[00:04:28.000 --> 00:04:31.000]  對物理學認識非常淺薄
[00:04:31.000 --> 00:04:37.000]  現在有教授教我大學二年級的核子物理
[00:04:37.000 --> 00:04:41.000]  再說愛因斯坦的相對論
[00:04:41.000 --> 00:04:45.000]  這回真是牛皮燈籠 怎麼也不明白
[00:04:45.000 --> 00:04:48.000]  原因是甚麼?層次問題
[00:04:48.000 --> 00:04:51.000]  不是心態問題 是層次問題
[00:04:51.000 --> 00:04:54.000]  一個老師由淺入深
[00:04:54.000 --> 00:04:57.000]  循循善誘 按部就班
[00:04:57.000 --> 00:05:00.000]  而我又很想學東西
[00:05:00.000 --> 00:05:04.000]  這就不會是問題了 始終會明白
[00:05:04.000 --> 00:05:07.000]  我記得有一年的夏令會
[00:05:07.000 --> 00:05:09.000]  有個弟兄做見證
[00:05:09.000 --> 00:05:13.000]  他說當包圍軍弟兄講第一堂的時候
[00:05:13.000 --> 00:05:16.000]  我層次問題聽到一嚿分 不知所謂
[00:05:16.000 --> 00:05:21.000]  到第二堂的時候 咦?好像有點明明白白
[00:05:21.000 --> 00:05:23.000]  過去看下去的時候
[00:05:23.000 --> 00:05:30.000]  希望來思考講解 忽然大意明白到原來是這樣的
[00:05:30.000 --> 00:05:31.000]  這麼精彩的
[00:05:31.000 --> 00:05:35.000]  這就是我所謂的另一種牛皮
[00:05:35.000 --> 00:05:39.000]  就是層次問題的牛皮燈籠
[00:05:39.000 --> 00:05:42.000]  但是點點下去也會明白
[00:05:42.000 --> 00:05:45.000]  第二種牛皮自然不同
[00:05:45.000 --> 00:05:48.000]  這和層次沒有關係 完全是心態問題
[00:05:48.000 --> 00:05:52.000]  腦海裡已經有一定的思想 一定的觀念 一定的知識
[00:05:52.000 --> 00:05:54.000]  你以為夠了?
[00:05:54.000 --> 00:05:59.000]  對了 不需要再增加 不需要任何改變
[00:05:59.000 --> 00:06:01.000]  我只懂得ABC
[00:06:01.000 --> 00:06:07.000]  世上有超過ABC的東西 新的東西我不去學
[00:06:07.000 --> 00:06:10.000]  於是就沒了道 沒長進
[00:06:10.000 --> 00:06:13.000]  就算面對真理 仍然是牛皮燈籠
[00:06:13.000 --> 00:06:15.000]  怎麼也不明白
[00:06:15.000 --> 00:06:17.000]  這種心態很殘
[00:06:17.000 --> 00:06:21.000]  足以阻礙我們熟悉生命的成長
[00:06:21.000 --> 00:06:24.000]  可惜很多基督徒都是這樣
[00:06:24.000 --> 00:06:26.000]  英文叫這叫deadwood
[00:06:26.000 --> 00:06:29.000]  我們叫老油條 老信徒
[00:06:29.000 --> 00:06:33.000]  他們聽到專家 其實只是道理的開端
[00:06:33.000 --> 00:06:36.000]  懂一點點 扮代表
[00:06:36.000 --> 00:06:40.000]  懂得開頭的ABC 所有新的知識
[00:06:40.000 --> 00:06:45.000]  或者不同的想法 一意左意 猶豫足 改理多餘
[00:06:45.000 --> 00:06:48.000]  不同自己的看法 不去研究
[00:06:48.000 --> 00:06:51.000]  關上自己的一雙耳
[00:06:51.000 --> 00:06:55.000]  三年前聽過一篇聖經 以為夠了
[00:06:55.000 --> 00:06:58.000]  聽到跟這些不同的 以前自己不知道的
[00:06:58.000 --> 00:07:02.000]  就不加研究 一意聰耳不聞
[00:07:02.000 --> 00:07:06.000]  這些信徒就算信了很多年
[00:07:06.000 --> 00:07:11.000]  但是說來說去都是陳年老舊的經歷見證
[00:07:11.000 --> 00:07:14.000]  沒有新的資料 沒有長進
[00:07:14.000 --> 00:07:18.000]  如果是靈命 時常都是沒有增長
[00:07:18.000 --> 00:07:21.000]  這些就是致命傷
[00:07:21.000 --> 00:07:24.000]  叫上主學 都懂了
[00:07:24.000 --> 00:07:27.000]  叫查經 我早就知道了
[00:07:27.000 --> 00:07:31.000]  不去改變自己 不去增值
[00:07:31.000 --> 00:07:35.000]  心態問題 可惜在教會裡
[00:07:35.000 --> 00:07:38.000]  有很多很多這樣的人
[00:07:38.000 --> 00:07:43.000]  約翰福音 尼哥底姆就是這一類典型的代表
[00:07:43.000 --> 00:07:46.000]  我們看看今天所看的聖經
[00:07:46.000 --> 00:07:50.000]  九節至十節 聽的都不明白嗎?
[00:07:50.000 --> 00:07:55.000]  上星期我和大家講到約翰福音第三節一至八節的時候
[00:07:55.000 --> 00:07:58.000]  耶穌和尼哥底姆論到重生的問題
[00:07:58.000 --> 00:08:01.000]  在第九節開始就是第三個回合
[00:08:01.000 --> 00:08:06.000]  開始時尼哥底姆就問 怎麼會有這樣的事?
[00:08:06.000 --> 00:08:10.000]  所謂這樣的事 只要耶穌跟他說有關重生的問題
[00:08:10.000 --> 00:08:15.000]  於是耶穌對他說 你是以色列人的先生
[00:08:15.000 --> 00:08:18.000]  還不明白這件事嗎?
[00:08:18.000 --> 00:08:23.000]  在原文不是指以色列其中的一個先生
[00:08:23.000 --> 00:08:28.000]  英文叫A teacher 而是以色列的那一個老師
[00:08:28.000 --> 00:08:32.000]  尼哥底姆不是一個泛泛的教師
[00:08:32.000 --> 00:08:36.000]  而是一個專家 一個教授 有背景 有層次
[00:08:36.000 --> 00:08:40.000]  換句話說 他之所以不明白不是層次問題
[00:08:40.000 --> 00:08:43.000]  而是因為他的心態問題
[00:08:43.000 --> 00:08:48.000]  所以耶穌對他說 還不明白這件事嗎?
[00:08:48.000 --> 00:08:54.000]  耶穌這樣說 原來耶穌所說的重生並不是破天荒之舉
[00:08:54.000 --> 00:08:57.000]  絕對不是創新的說法
[00:08:57.000 --> 00:09:00.000]  以前舊的聖經也提過
[00:09:00.000 --> 00:09:03.000]  尼哥底姆是猶太人律法專家
[00:09:03.000 --> 00:09:06.000]  是熟悉舊約的聖經
[00:09:06.000 --> 00:09:09.000]  但他竟然不明白 早在以色列先知的時代
[00:09:09.000 --> 00:09:12.000]  舊約聖經已經提到重生的問題
[00:09:12.000 --> 00:09:14.000]  以色列十八章30節
[00:09:14.000 --> 00:09:19.000]  你們要將所犯的一切罪過進行拋棄
[00:09:19.000 --> 00:09:22.000]  製造一個新心和新靈
[00:09:22.000 --> 00:09:26.000]  36章26節 我也要給你們一個新心
[00:09:26.000 --> 00:09:28.000]  將新靈放進你們裏面
[00:09:28.000 --> 00:09:32.000]  所謂新心 新靈不就是新的生命嗎?
[00:09:32.000 --> 00:09:39.000]  就是耶穌所說的重生和以色列的先生熟讀舊約先知
[00:09:39.000 --> 00:09:42.000]  怎會不明白呢?
[00:09:42.000 --> 00:09:44.000]  怎會不明白呢?
[00:09:44.000 --> 00:09:47.000]  這不是層次問題 是心態問題
[00:09:47.000 --> 00:09:51.000]  我們再留意尼哥底姆的問題
[00:09:51.000 --> 00:09:53.000]  怎能有這事呢?
[00:09:53.000 --> 00:09:55.000]  究竟是什麼意思?
[00:09:55.000 --> 00:09:58.000]  他不是說請你解釋一下重生是什麼意思
[00:09:58.000 --> 00:09:59.000]  讓我明白一下
[00:09:59.000 --> 00:10:03.000]  他說怎能有這事 怎可能有這事呢?
[00:10:03.000 --> 00:10:06.000]  不是不明白的問題
[00:10:06.000 --> 00:10:09.000]  他不是說我不明白 你再說一次
[00:10:09.000 --> 00:10:11.000]  是信不信的問題
[00:10:11.000 --> 00:10:13.000]  你說這些有沒有搞錯?
[00:10:13.000 --> 00:10:16.000]  所以耶穌接著就說信心的問題
[00:10:16.000 --> 00:10:19.000]  信的問題 或者我們會問
[00:10:19.000 --> 00:10:21.000]  為什麼他不信呢?
[00:10:21.000 --> 00:10:22.000]  基督徒第二節說
[00:10:22.000 --> 00:10:25.000]  我們知道你是從神那裏來作師父的
[00:10:25.000 --> 00:10:29.000]  因為你所行的神之約會是神同在 無人能行
[00:10:29.000 --> 00:10:33.000]  你甚至冒著危險 晚上來見耶穌
[00:10:33.000 --> 00:10:36.000]  他好像尋求真理
[00:10:36.000 --> 00:10:39.000]  那為什麼耶穌跟他說的時候
[00:10:39.000 --> 00:10:41.000]  他又會不信呢?
[00:10:41.000 --> 00:10:43.000]  這就是先由為主的問題
[00:10:43.000 --> 00:10:46.000]  原來猶太人相信理創一來的時候
[00:10:46.000 --> 00:10:47.000]  以色列就會復國
[00:10:47.000 --> 00:10:49.000]  這是政治的理創
[00:10:49.000 --> 00:10:52.000]  如今耶穌來到 沒錯 有神跡騎士
[00:10:52.000 --> 00:10:55.000]  但以色列仍然是亡國奴
[00:10:55.000 --> 00:10:57.000]  而這個理創呢
[00:10:57.000 --> 00:11:00.000]  他是說得很抽象的 重生
[00:11:00.000 --> 00:11:03.000]  沒有興趣 不適合 所以信
[00:11:03.000 --> 00:11:06.000]  其實今天有不少信徒何嘗不是這樣呢?
[00:11:06.000 --> 00:11:09.000]  他們已經有一套固執的思想
[00:11:09.000 --> 00:11:11.000]  不肯面對真理
[00:11:11.000 --> 00:11:14.000]  不肯用神的話語挑戰自己的想法
[00:11:14.000 --> 00:11:17.000]  一想到不適合就不信了
[00:11:17.000 --> 00:11:18.000]  無謂接納
[00:11:18.000 --> 00:11:21.000]  人生觀就以物質享受
[00:11:21.000 --> 00:11:24.000]  今生享受 這是最好的
[00:11:24.000 --> 00:11:27.000]  你重新想想 這些東西是翻版的
[00:11:27.000 --> 00:11:30.000]  為什麼你不想想有永恆的事呢?
[00:11:30.000 --> 00:11:33.000]  這些太離地 什麼永恆的事呢?
[00:11:33.000 --> 00:11:36.000]  這就是大危機 大悲劇
[00:11:36.000 --> 00:11:38.000]  哥底木就是這樣
[00:11:38.000 --> 00:11:40.000]  不單這樣
[00:11:40.000 --> 00:11:42.000]  有一個大問題就是11至12節
[00:11:42.000 --> 00:11:45.000]  當一個人不明不信
[00:11:45.000 --> 00:11:47.000]  很少說自己錯
[00:11:47.000 --> 00:11:49.000]  通常都是罵人家
[00:11:49.000 --> 00:11:52.000]  罵個講完 罵得太深 太虛妙
[00:11:52.000 --> 00:11:55.000]  太沒興趣 太快
[00:11:55.000 --> 00:11:58.000]  總之一千年一百個理由
[00:11:58.000 --> 00:11:59.000]  全部說出來
[00:11:59.000 --> 00:12:02.000]  但我們絕對不能將責任放在耶穌身上
[00:12:02.000 --> 00:12:04.000]  為什麼呢? 三個原因
[00:12:04.000 --> 00:12:06.000]  第一個原因 記在11節
[00:12:06.000 --> 00:12:08.000]  我實實在在告訴你
[00:12:08.000 --> 00:12:11.000]  我們所說的是我們知道的
[00:12:11.000 --> 00:12:14.000]  我們所見證的是我們見過的
[00:12:14.000 --> 00:12:17.000]  不領受我們的見證
[00:12:17.000 --> 00:12:19.000]  耶穌說的很奇怪
[00:12:19.000 --> 00:12:21.000]  他用了眾數的我們
[00:12:21.000 --> 00:12:23.000]  他不是用我
[00:12:23.000 --> 00:12:26.000]  可能當時除了耶穌和哥底木之外
[00:12:26.000 --> 00:12:28.000]  或者還有些門道還沒頂
[00:12:28.000 --> 00:12:30.000]  所以耶穌說我們
[00:12:30.000 --> 00:12:33.000]  第一個原因 耶穌不是說哲學
[00:12:33.000 --> 00:12:36.000]  不是說理論
[00:12:36.000 --> 00:12:39.000]  而是說事實
[00:12:39.000 --> 00:12:42.000]  他說是我們知道
[00:12:42.000 --> 00:12:44.000]  知道這個詞
[00:12:44.000 --> 00:12:46.000]  不是只是頭腦的知識
[00:12:46.000 --> 00:12:49.000]  是經歷的 是我們經歷過的
[00:12:49.000 --> 00:12:52.000]  我們見證 我們見過的
[00:12:52.000 --> 00:12:55.000]  就是說我們親眼經歷 親身經歷過
[00:12:55.000 --> 00:12:58.000]  不是一些理論 是一些事實
[00:12:58.000 --> 00:13:01.000]  不容置辯的事實
[00:13:01.000 --> 00:13:06.000]  當John Atten說過這樣的故事
[00:13:06.000 --> 00:13:08.000]  英國有個工人
[00:13:08.000 --> 00:13:10.000]  是一個出名的醉酒鬼
[00:13:10.000 --> 00:13:12.000]  時常喝得醉醺醺
[00:13:12.000 --> 00:13:15.000]  因而全家永無寧日
[00:13:15.000 --> 00:13:18.000]  又沒工作 又傾家蕩產
[00:13:18.000 --> 00:13:21.000]  後來他信主了 戒酒了
[00:13:21.000 --> 00:13:24.000]  拜工廠做工 向全夫人
[00:13:24.000 --> 00:13:27.000]  不少同事 發呼他 嬉笑他
[00:13:27.000 --> 00:13:30.000]  叫他蠢材 哇 耶穌隨便走
[00:13:30.000 --> 00:13:32.000]  你值得信不信
[00:13:32.000 --> 00:13:34.000]  這些不合科學的信仰
[00:13:34.000 --> 00:13:36.000]  怎麼能接受
[00:13:36.000 --> 00:13:38.000]  有沒有搞錯 你沒腦子
[00:13:38.000 --> 00:13:41.000]  他回答 我不懂得怎樣跟你解釋
[00:13:41.000 --> 00:13:43.000]  我不懂得跟你辯論
[00:13:43.000 --> 00:13:45.000]  耶穌真的隨便走
[00:13:45.000 --> 00:13:48.000]  但我卻經歷過耶穌
[00:13:48.000 --> 00:13:51.000]  從酒鬼變成完美的家庭
[00:13:51.000 --> 00:13:53.000]  如果不是信了耶穌
[00:13:53.000 --> 00:13:55.000]  我早已家破人亡
[00:13:55.000 --> 00:13:58.000]  這個經歷是不容置辯的
[00:13:58.000 --> 00:14:02.000]  但是很多人仍然不信
[00:14:02.000 --> 00:14:05.000]  第二個原因就是第十二字
[00:14:05.000 --> 00:14:08.000]  我對你們說地上的事
[00:14:08.000 --> 00:14:10.000]  你們尚且不信
[00:14:10.000 --> 00:14:13.000]  若說天上的事 如何能信呢
[00:14:13.000 --> 00:14:16.000]  什麼叫地上的事 什麼叫天上的事
[00:14:16.000 --> 00:14:20.000]  我們就要看看七節到第八節
[00:14:20.000 --> 00:14:23.000]  耶穌說 我說你們必須重生
[00:14:23.000 --> 00:14:25.000]  你不有以為稀奇
[00:14:25.000 --> 00:14:27.000]  風隨著意思吹
[00:14:27.000 --> 00:14:29.000]  你聽見風的響聲
[00:14:29.000 --> 00:14:32.000]  卻不如叫從那裡來往那裡去
[00:14:32.000 --> 00:14:35.000]  尋從聖靈生的也如此
[00:14:35.000 --> 00:14:39.000]  正如我上次說過 靈這個字
[00:14:39.000 --> 00:14:41.000]  希臘文叫Numa
[00:14:41.000 --> 00:14:43.000]  原來這個字很有趣
[00:14:43.000 --> 00:14:46.000]  可以做靈 也可以做風
[00:14:46.000 --> 00:14:50.000]  耶穌用風的例子來比喻靈的重生
[00:14:50.000 --> 00:14:53.000]  同一個字 一個是物理世界
[00:14:53.000 --> 00:14:55.000]  物理世界是說風
[00:14:55.000 --> 00:14:58.000]  一個是屬靈的世界是說靈
[00:14:58.000 --> 00:15:01.000]  風是地上的事 靈是天上的事
[00:15:01.000 --> 00:15:04.000]  耶穌用地上的事 即是風
[00:15:04.000 --> 00:15:07.000]  作為一個比喻 天上的事 即是靈
[00:15:07.000 --> 00:15:10.000]  風是存在的 但你看不到
[00:15:10.000 --> 00:15:13.000]  看不到 摸不到 觸不到
[00:15:13.000 --> 00:15:16.000]  但你感覺得到 你知道的
[00:15:16.000 --> 00:15:20.000]  風吹著樹的時候 吹到風那麼大
[00:15:20.000 --> 00:15:23.000]  你知道你經歷的存在同樣重生一樣
[00:15:23.000 --> 00:15:26.000]  看不到 看不到 你感覺得到的
[00:15:26.000 --> 00:15:28.000]  是經歷得到的
[00:15:28.000 --> 00:15:32.000]  耶穌說我用地上的事 用風來比喻天上的真理
[00:15:32.000 --> 00:15:36.000]  你都不相信 你仍然不相信
[00:15:36.000 --> 00:15:38.000]  我說地上的事你都不相信
[00:15:38.000 --> 00:15:40.000]  那麼我天上的事
[00:15:40.000 --> 00:15:43.000]  所以我可以這樣說 尼哥底姆
[00:15:43.000 --> 00:15:46.000]  不是因為層次的問題 不是理性的問題
[00:15:46.000 --> 00:15:50.000]  不是智商的問題 不是耶穌說什麼不明白
[00:15:50.000 --> 00:15:55.000]  而是他閉塞 他基本上就不相信耶穌
[00:15:55.000 --> 00:15:59.000]  很奇怪 你看看 如果你不相信一個人
[00:15:59.000 --> 00:16:03.000]  你不接受他 他說什麼你都覺得是多餘的
[00:16:03.000 --> 00:16:06.000]  一個太太如果不信任丈夫
[00:16:06.000 --> 00:16:09.000]  她做每一樣事都會懷疑
[00:16:09.000 --> 00:16:13.000]  真的 不信任是很大的問題
[00:16:13.000 --> 00:16:15.000]  這是信心的問題
[00:16:15.000 --> 00:16:17.000]  我們現在看看問題的中心
[00:16:17.000 --> 00:16:19.000]  信心的問題是什麼
[00:16:19.000 --> 00:16:24.000]  在13至15節 首先耶穌說了自己的身份
[00:16:24.000 --> 00:16:26.000]  他是從神那裡來的
[00:16:26.000 --> 00:16:29.000]  但是他不是拉比這麼簡單
[00:16:29.000 --> 00:16:32.000]  13節 除了從天降下
[00:16:32.000 --> 00:16:36.000]  營救了天的人子 會有人勝過天
[00:16:36.000 --> 00:16:38.000]  耶穌是誰呢?
[00:16:38.000 --> 00:16:40.000]  他稱呼自己是人子
[00:16:40.000 --> 00:16:43.000]  這個字源於一個阿蘭文
[00:16:43.000 --> 00:16:46.000]  即是哪一個男人
[00:16:46.000 --> 00:16:49.000]  耶穌通常稱自己為人子
[00:16:49.000 --> 00:16:51.000]  共有八十多次
[00:16:51.000 --> 00:16:54.000]  而別人很少這樣稱呼
[00:16:54.000 --> 00:16:55.000]  只有一次
[00:16:55.000 --> 00:16:58.000]  施林傳第七章五十六節
[00:16:58.000 --> 00:17:03.000]  這個字源於大義理書
[00:17:03.000 --> 00:17:06.000]  大義理書七章十三節
[00:17:06.000 --> 00:17:10.000]  從天降下的尼塞亞就是稱為人子
[00:17:10.000 --> 00:17:14.000]  同時也是為人受苦的尼塞亞
[00:17:14.000 --> 00:17:19.000]  所以這個人子在大義理書裡出現
[00:17:19.000 --> 00:17:21.000]  我們知道就是尼塞亞
[00:17:21.000 --> 00:17:24.000]  但是這個人子有一個很不一樣的地方
[00:17:24.000 --> 00:17:27.000]  就是他是受苦的尼塞亞
[00:17:27.000 --> 00:17:29.000]  所以耶穌說他是從天降下的人子
[00:17:29.000 --> 00:17:31.000]  而且營救了天
[00:17:31.000 --> 00:17:32.000]  表示他沒有改變
[00:17:32.000 --> 00:17:33.000]  他仍然是神
[00:17:33.000 --> 00:17:35.000]  他仍然有權柄
[00:17:35.000 --> 00:17:38.000]  為什麼要相信他?
[00:17:38.000 --> 00:17:39.000]  因為他是神
[00:17:39.000 --> 00:17:43.000]  他是從天降下來的尼塞亞
[00:17:43.000 --> 00:17:45.000]  但是他來到這個世界是怎樣的?
[00:17:45.000 --> 00:17:46.000]  他的使命是什麼?
[00:17:46.000 --> 00:17:47.000]  十四節
[00:17:47.000 --> 00:17:50.000]  摩西在曠野舉石
[00:17:50.000 --> 00:17:53.000]  人子必要被舉起來
[00:17:53.000 --> 00:17:56.000]  根據文素第21章第四至九節
[00:17:56.000 --> 00:17:58.000]  以色列人出拉格的時候
[00:17:58.000 --> 00:18:02.000]  在曠野流蕩並作反神刑罰他們
[00:18:02.000 --> 00:18:04.000]  用火石咬傷他們
[00:18:04.000 --> 00:18:06.000]  他們悔改求神幫助
[00:18:06.000 --> 00:18:09.000]  神就吩咐摩西舉起銅石
[00:18:09.000 --> 00:18:15.000]  凡是舉目望銅石的人就得團圓
[00:18:15.000 --> 00:18:18.000]  耶穌就是被舉起的銅石
[00:18:18.000 --> 00:18:21.000]  被舉起就是死
[00:18:21.000 --> 00:18:23.000]  被釘十架
[00:18:23.000 --> 00:18:27.000]  我們看到這個尼塞亞
[00:18:27.000 --> 00:18:30.000]  不是一個政治性的尼塞亞
[00:18:30.000 --> 00:18:34.000]  不是在這個世界上建立一個強而有力的大國
[00:18:34.000 --> 00:18:37.000]  經濟大國、政治大國、軍事大國
[00:18:37.000 --> 00:18:38.000]  不是
[00:18:38.000 --> 00:18:41.000]  是一個更加重要的
[00:18:41.000 --> 00:18:46.000]  是建立一個天國、神的國度
[00:18:46.000 --> 00:18:48.000]  他如何建立呢?
[00:18:48.000 --> 00:18:51.000]  他用他的生命現象
[00:18:51.000 --> 00:18:53.000]  為我們釘起十架
[00:18:53.000 --> 00:18:55.000]  神愛世人
[00:18:55.000 --> 00:18:58.000]  甚至做那些獨生子賜給他們
[00:18:58.000 --> 00:19:02.000]  與一切信那的不自滅亡
[00:19:02.000 --> 00:19:04.000]  反得永生
[00:19:04.000 --> 00:19:06.000]  是信靠他
[00:19:06.000 --> 00:19:09.000]  你才能得永生
[00:19:09.000 --> 00:19:12.000]  或者我舉一個這樣的例子
[00:19:12.000 --> 00:19:15.000]  譬如你現在去香港
[00:19:15.000 --> 00:19:18.000]  那些不相信飛機的人以為
[00:19:18.000 --> 00:19:20.000]  我們是相信自己
[00:19:20.000 --> 00:19:23.000]  我們游泳游過太平洋去香港
[00:19:23.000 --> 00:19:26.000]  當然永遠去不到
[00:19:26.000 --> 00:19:28.000]  力有不逮
[00:19:28.000 --> 00:19:31.000]  你如何游過太平洋去到香港呢?
[00:19:31.000 --> 00:19:33.000]  我知道我不行
[00:19:33.000 --> 00:19:35.000]  我相信飛機
[00:19:35.000 --> 00:19:37.000]  我將自己的生命交給飛機師
[00:19:37.000 --> 00:19:40.000]  飛機就飛到我香港
[00:19:40.000 --> 00:19:44.000]  同樣我們以為憑著我們自己的能力
[00:19:44.000 --> 00:19:47.000]  可以解決罪的問題
[00:19:47.000 --> 00:19:50.000]  解決人的永生的問題
[00:19:50.000 --> 00:19:53.000]  是永遠解決不了
[00:19:53.000 --> 00:19:55.000]  唯有我們接觸耶穌基督
[00:19:55.000 --> 00:19:58.000]  為我們流出補血
[00:19:58.000 --> 00:20:00.000]  打開我們的心門
[00:20:00.000 --> 00:20:03.000]  讓耶穌基督進入我們心底裏
[00:20:03.000 --> 00:20:05.000]  我們才能夠
[00:20:05.000 --> 00:20:08.000]  接納他做我們個人救主和主宰
[00:20:08.000 --> 00:20:11.000]  凡信他的
[00:20:11.000 --> 00:20:15.000]  他就賜予我們權柄
[00:20:15.000 --> 00:20:17.000]  度實的月去
[00:20:17.000 --> 00:20:20.000]  所以約翰福音三章十六節說
[00:20:20.000 --> 00:20:22.000]  神愛世人
[00:20:22.000 --> 00:20:24.000]  甚至將他的獨生子
[00:20:24.000 --> 00:20:25.000]  切給他們
[00:20:25.000 --> 00:20:26.000]  要一切信他的
